Orthogroup	Dufourea_novaeangliae	Ceratina_calcarata
OG0006153	XP_015435791.1	XP_026669624.1
OG0006154	XP_015436948.1	XP_017886891.1
OG0006155	XP_015436930.1	XP_017881787.1
OG0006156	XP_015439816.1	XP_026670185.1
OG0006157	XP_015439241.1	XP_017881698.1
OG0006158	XP_015434464.1	XP_017878153.1
OG0006159	XP_015434805.1	XP_017889778.1
OG0006160	XP_015434930.1	XP_017889868.1
OG0006161	XP_015439320.1	XP_017886466.1
OG0006162	XP_015439406.1	XP_017886450.1
OG0006163	XP_015433417.1	XP_017879156.1
OG0006164	XP_015435979.1	XP_017891059.1
OG0006165	XP_015431587.1	XP_017884853.1
OG0006166	XP_015435786.1	XP_026670482.1
OG0006167	XP_015435829.1	XP_017882323.1
OG0006168	XP_015435931.1	XP_017880821.1
OG0006170	XP_015434286.1	XP_017880683.1
OG0006171	XP_015434801.1	XP_017881868.2, XP_017886017.1
OG0006172	XP_015433162.1	XP_017891451.1
OG0006173	XP_015433135.1	XP_026674996.1
OG0006174	XP_015433134.1	XP_026674993.1
OG0006175	XP_015433124.1	XP_026675014.1
OG0006176	XP_015433126.1	XP_017891515.1
OG0006177	XP_015433122.1	XP_017891462.1
OG0006178	XP_015433116.1	XP_017891637.1
OG0006179	XP_015433119.1	XP_017891464.1
OG0006180	XP_015433139.1	XP_026674163.1
OG0006181	XP_015433260.1	XP_026667093.1
OG0006182	XP_015433244.1	XP_017875386.1
OG0006183	XP_015433256.1	XP_026667108.1
OG0006184	XP_015433253.1	XP_017875398.1
OG0006186	XP_015428449.1	XP_017876871.1
OG0006187	XP_015431854.1	XP_017884194.1
OG0006188	XP_015429173.1	XP_017891374.1
OG0006189	XP_015429097.1	XP_017892789.1
OG0006190	XP_015432688.1	XP_017890684.1
OG0006191	XP_015436772.1	XP_017889911.1
OG0006192	XP_015438759.1	XP_017877153.1
OG0006193	XP_015438751.1	XP_017877046.1
OG0006194	XP_015438785.1	XP_017877022.1
OG0006195	XP_015438787.1	XP_026667893.1
OG0006196	XP_015438739.1	XP_017877092.1
OG0006197	XP_015432118.1	XP_017886897.1
OG0006198	XP_015429479.1	XP_026669355.1
OG0006199	XP_015434423.1	XP_017888472.1
OG0006200	XP_015432722.1	XP_017886668.1
OG0006201	XP_015429550.1	XP_026666615.1
OG0006202	XP_015429287.1	XP_017879415.1
OG0006203	XP_015429645.1	XP_017879428.1
OG0006204	XP_015429269.1	XP_026672118.1
OG0006205	XP_015431132.1	XP_017876702.1
OG0006206	XP_015436418.1	XP_017875967.1
OG0006207	XP_015436207.1	XP_017881617.1
OG0006208	XP_015436161.1	XP_026667343.1
OG0006209	XP_015436361.1	XP_017876214.2
OG0006210	XP_015436036.1	XP_026673224.1
OG0006211	XP_015436248.1	XP_017884813.1
OG0006212	XP_015436286.1	XP_017885628.1
OG0006213	XP_015436186.1	XP_026672579.1
OG0006214	XP_015436246.1	XP_017892034.1
OG0006215	XP_015436110.1	XP_026668463.1
OG0006216	XP_015436435.1	XP_017885138.1
OG0006217	XP_015439517.1	XP_017882724.1
OG0006218	XP_015439508.1	XP_017886549.2
OG0006219	XP_015439512.1	XP_017876743.1
OG0006220	XP_015439516.1	XP_017889197.1
OG0006221	XP_015436221.1	XP_017887832.1
OG0006222	XP_015436223.1	XP_017887813.1
OG0006223	XP_015436171.1	XP_017881789.1
OG0006224	XP_015436208.1	XP_026670090.1
OG0006225	XP_015436261.1	XP_026667488.1
OG0006226	XP_015439533.1	XP_017877324.1
OG0006227	XP_015439542.1	XP_017887836.1
OG0006228	XP_015439478.1	XP_026670058.1
OG0006229	XP_015440502.1	XP_017884480.1
OG0006230	XP_015434820.1	XP_017885265.1
OG0006231	XP_015434471.1	XP_017891877.1
OG0006232	XP_015434011.1	XP_017891125.1
OG0006233	XP_015428733.1	XP_017887427.1
OG0006234	XP_015440093.1	XP_017891779.1
OG0006235	XP_015439993.1	XP_017891777.1
OG0006236	XP_015439929.1	XP_017879848.1
OG0006237	XP_015440191.1	XP_017890125.1
OG0006238	XP_015440031.1	XP_017891804.2
OG0006239	XP_015440028.1	XP_017890248.1
OG0006240	XP_015439800.1	XP_017879562.1
OG0006241	XP_015439725.1	XP_026669057.1
OG0006242	XP_015439915.1	XP_017885380.1
OG0006243	XP_015439731.1	XP_026674373.1
OG0006244	XP_015432732.1	XP_017883691.1
OG0006245	XP_015434608.1	XP_017888024.1
OG0006246	XP_015434613.1	XP_017888023.2
OG0006247	XP_015434607.1	XP_017890707.1
OG0006248	XP_015434602.1	XP_026669003.1
OG0006249	XP_015438922.1	XP_017885596.1
OG0006250	XP_015439045.1	XP_017885526.1
OG0006251	XP_015439213.1	XP_017882225.1
OG0006252	XP_015439216.1	XP_017882298.1
OG0006253	XP_015438380.1	XP_017881997.1
OG0006254	XP_015438481.1	XP_026670407.1
OG0006255	XP_015438384.1	XP_017876703.1
OG0006256	XP_015437228.1	XP_017888972.1
OG0006257	XP_015437193.1	XP_017875878.1
OG0006258	XP_015437151.1	XP_017892736.1
OG0006259	XP_015438518.1	XP_017891641.1
OG0006260	XP_015434580.1	XP_017878346.1
OG0006261	XP_015429504.1	XP_026666613.1
OG0006263	XP_015439509.1	XP_017885450.1
OG0006264	XP_015439852.1	XP_017885446.1
OG0006265	XP_015439378.1	XP_017887816.1
OG0006266	XP_015431713.1	XP_017877901.1
OG0006267	XP_015436870.1	XP_017881252.1
OG0006268	XP_015433614.1	XP_026672252.1
OG0006269	XP_015433618.1	XP_017885120.1
OG0006270	XP_015431424.1	XP_017882199.1
OG0006271	XP_015431378.1	XP_017876635.1
OG0006272	XP_015438535.1	XP_017876487.1
OG0006273	XP_015438491.1	XP_017883885.1
OG0006274	XP_015438954.1	XP_017888061.1
OG0006275	XP_015436459.1	XP_026673359.1
OG0006276	XP_015436470.1	XP_017888106.1
OG0006277	XP_015436489.1	XP_017892154.1
OG0006278	XP_015434115.1	XP_017888079.1
OG0006279	XP_015434029.1	XP_017884528.1
OG0006280	XP_015434085.1	XP_017884641.1
OG0006281	XP_015434116.1	XP_017884636.1
OG0006282	XP_015434161.1	XP_026671698.1
OG0006283	XP_015434122.1	XP_017884796.1
OG0006284	XP_015434033.1	XP_017884776.1
OG0006285	XP_015429041.1	XP_017877313.1
OG0006286	XP_015438634.1	XP_017889315.1
OG0006287	XP_015432276.1	XP_017886209.1
OG0006288	XP_015436979.1	XP_017886854.1
OG0006289	XP_015436983.1	XP_026672639.1
OG0006290	XP_015438014.1	XP_017886081.1
OG0006291	XP_015429488.1	XP_017881147.1
OG0006292	XP_015435497.1	XP_017877074.1
OG0006293	XP_015432577.1	XP_017875847.1
OG0006294	XP_015432600.1	XP_017890977.1
OG0006295	XP_015435704.1	XP_017883274.1
OG0006296	XP_015434787.1	XP_017883275.1
OG0006297	XP_015436605.1	XP_026669445.1
OG0006298	XP_015436593.1	XP_017881075.1
OG0006299	XP_015435616.1	XP_026674125.1
OG0006300	XP_015439394.1	XP_017886336.1
OG0006301	XP_015439300.1	XP_017889537.1
OG0006302	XP_015439353.1	XP_017889919.1
OG0006303	XP_015437930.1	XP_017889872.1
OG0006304	XP_015439443.1	XP_017889756.1
OG0006305	XP_015437986.1	XP_017889521.1
OG0006306	XP_015437960.1	XP_017889522.1
OG0006307	XP_015434891.1	XP_017889404.1
OG0006308	XP_015434911.1	XP_017889627.1
OG0006309	XP_015437924.1	XP_017889352.1
OG0006310	XP_015433215.1	XP_017889379.1
OG0006311	XP_015433155.1	XP_017889380.1
OG0006312	XP_015432449.1	XP_026672505.1
OG0006313	XP_015432493.1	XP_017886463.1
OG0006314	XP_015432416.1	XP_017886313.1
OG0006315	XP_015432431.1	XP_017889848.1
OG0006316	XP_015432480.1	XP_017889923.1
OG0006317	XP_015433225.1	XP_017889886.1
OG0006318	XP_015439459.1	XP_017886378.1
OG0006319	XP_015434858.1	XP_017878098.1
OG0006320	XP_015434848.1	XP_017878096.1
OG0006321	XP_015434833.1	XP_026668429.1
OG0006322	XP_015428732.1	XP_017891103.1
OG0006323	XP_015428708.1	XP_017881360.1
OG0006324	XP_015436028.1	XP_017882314.1
OG0006325	XP_015436212.1	XP_017881939.1
OG0006326	XP_015430123.1	XP_017883471.1
OG0006327	XP_015439306.1	XP_026674116.1
OG0006328	XP_015429225.1	XP_017892280.1
OG0006329	XP_015429256.1	XP_026674847.1
OG0006330	XP_015435826.1	XP_026669604.1
OG0006331	XP_015431533.1	XP_017884062.1
OG0006332	XP_015434273.1	XP_017886080.1
OG0006333	XP_015434355.1	XP_017886073.1
OG0006334	XP_015431448.1	XP_017875638.1
OG0006335	XP_015431591.1	XP_017882412.1
OG0006336	XP_015431502.1	XP_017882458.1
OG0006337	XP_015436523.1	XP_017892896.2
OG0006338	XP_015436574.1	XP_017883959.1
OG0006339	XP_015436867.1	XP_017883108.1
OG0006340	XP_015428525.1	XP_026672401.1
OG0006341	XP_015428589.1	XP_017882416.1
OG0006342	XP_015432063.1	XP_017875171.1
OG0006343	XP_015434722.1	XP_017889801.1
OG0006344	XP_015439749.1	XP_017891368.1
OG0006345	XP_015439722.1	XP_017891322.1
OG0006346	XP_015440245.1	XP_017891327.1
OG0006347	XP_015440271.1	XP_017891366.1
OG0006348	XP_015439679.1	XP_026670854.1
OG0006349	XP_015433386.1	XP_026669049.1
OG0006350	XP_015433287.1	XP_017883105.1
OG0006351	XP_015433303.1	XP_017876399.1
OG0006352	XP_015433302.1	XP_017876401.1
OG0006353	XP_015433304.1	XP_017891754.1
OG0006354	XP_015429135.1	XP_017888238.2, XP_017879165.1
OG0006355	XP_015435666.1	XP_017881261.1
OG0006356	XP_015435681.1	XP_017887365.1
OG0006357	XP_015435674.1	XP_017887349.1
OG0006358	XP_015434745.1	XP_017878357.1
OG0006360	XP_015436592.1	XP_017881072.1
OG0006361	XP_015436524.1	XP_026675532.1
OG0006362	XP_015435478.1	XP_017890612.1
OG0006363	XP_015435483.1	XP_017881668.1
OG0006364	XP_015435558.1	XP_026667841.1
OG0006365	XP_015431466.1	XP_017886303.1
OG0006366	XP_015428952.1	XP_017891920.1
OG0006367	XP_015428961.1	XP_017891883.1
OG0006368	XP_015431328.1	XP_017876637.1
OG0006369	XP_015428854.1	XP_017885791.1
OG0006370	XP_015439565.1	XP_017876520.1
OG0006371	XP_015439602.1	XP_017876522.1
OG0006372	XP_015439560.1	XP_017883911.1
OG0006373	XP_015428953.1	XP_026667646.1
OG0006374	XP_015430894.1	XP_026667952.1
OG0006375	XP_015437525.1	XP_017892975.1
OG0006376	XP_015433498.1	XP_017893083.1
OG0006377	XP_015433534.1	XP_017876030.1
OG0006378	XP_015430471.1	XP_017876026.1
OG0006379	XP_015430470.1	XP_017876022.2
OG0006380	XP_015430576.1	XP_026673661.1
OG0006381	XP_015433524.1	XP_017893107.1
OG0006382	XP_015439730.1	XP_017879853.1
OG0006383	XP_015439959.1	XP_017883140.1
OG0006384	XP_015439946.1	XP_017883153.1
OG0006385	XP_015439644.1	XP_017883539.1
OG0006386	XP_015438979.1	XP_017884915.2
OG0006387	XP_015438981.1	XP_017884912.1
OG0006388	XP_015439166.1	XP_017884463.1
OG0006389	XP_015439269.1	XP_017884442.1
OG0006390	XP_015438995.1	XP_017884427.1
OG0006391	XP_015439040.1	XP_017884826.1
OG0006392	XP_015439158.1	XP_017884874.1
OG0006393	XP_015439254.1	XP_017875498.1
OG0006394	XP_015438974.1	XP_017875537.1
OG0006395	XP_015439252.1	XP_026667110.1
OG0006396	XP_015439175.1	XP_017875429.1
OG0006397	XP_015434087.1	XP_017884875.1
OG0006398	XP_015431031.1	XP_026675049.1
OG0006399	XP_015431026.1	XP_017891702.1
OG0006400	XP_015434760.1	XP_026673299.1
OG0006401	XP_015434765.1	XP_026673300.1
OG0006402	XP_015437435.1	XP_026667530.1
OG0006403	XP_015438907.1	XP_026673213.1
OG0006404	XP_015432250.1	XP_017882580.1
OG0006405	XP_015432100.1	XP_017882607.1
OG0006406	XP_015432186.1	XP_017888430.1
OG0006407	XP_015432177.1	XP_017880227.1
OG0006408	XP_015432268.1	XP_017880237.1
OG0006409	XP_015430587.1	XP_017890391.1
OG0006410	XP_015429994.1	XP_017887991.1
OG0006411	XP_015432012.1	XP_017882695.1
OG0006412	XP_015431996.1	XP_017881629.1
OG0006413	XP_015431948.1	XP_017875199.1
OG0006414	XP_015431991.1	XP_026673288.1
OG0006415	XP_015433585.1	XP_026666669.1
OG0006416	XP_015436597.1	XP_017885465.1
OG0006417	XP_015436560.1	XP_017882736.1
OG0006419	XP_015428876.1	XP_026675210.1
OG0006420	XP_015439996.1	XP_017882372.2
OG0006421	XP_015439211.1	XP_026671837.1
OG0006422	XP_015434062.1	XP_017884898.1
OG0006423	XP_015434153.1	XP_017884482.1
OG0006424	XP_015434049.1	XP_017884385.1
OG0006425	XP_015436465.1	XP_017884882.1
OG0006426	XP_015430220.1	XP_026671525.1
OG0006427	XP_015439146.1	XP_017884748.1
OG0006428	XP_015439047.1	XP_026671570.1
OG0006429	XP_015429118.1	XP_017879381.1
OG0006430	XP_015429010.1	XP_017880505.1
OG0006431	XP_015429152.1	XP_017880527.1
OG0006432	XP_015437870.1	XP_017893497.1
OG0006433	XP_015439221.1	XP_026671723.1
OG0006434	XP_015438984.1	XP_017884778.1
OG0006435	XP_015439580.1	XP_017883853.1
OG0006436	XP_015437640.1	XP_017875654.1
OG0006437	XP_015437678.1	XP_026667206.1
OG0006438	XP_015437646.1	XP_017876713.1
OG0006439	XP_015437655.1	XP_026667644.1
OG0006440	XP_015438561.1	XP_017882248.1
OG0006441	XP_015438564.1	XP_017890804.1
OG0006442	XP_015428897.1	XP_017882569.1
OG0006443	XP_015428920.1	XP_017891949.1
OG0006444	XP_015437249.1	XP_017876461.1
OG0006445	XP_015430602.1	XP_017876731.1
OG0006446	XP_015430590.1	XP_026667611.1
OG0006447	XP_015438504.1	XP_017886561.1
OG0006448	XP_015435550.1	XP_017880353.1
OG0006449	XP_015435493.1	XP_017880352.1
OG0006450	XP_015436629.1	XP_017892642.1
OG0006451	XP_015436633.1	XP_017892615.1
OG0006452	XP_015436566.1	XP_017892623.1
OG0006453	XP_015435535.1	XP_017890561.1
OG0006454	XP_015435489.1	XP_017876263.1
OG0006455	XP_015435491.1	XP_026667500.1
OG0006456	XP_015440497.1	XP_017887454.1
OG0006457	XP_015440540.1	XP_017882206.1
OG0006458	XP_015440477.1	XP_017878694.1
OG0006459	XP_015435480.1	XP_017878530.1
OG0006460	XP_015440521.1	XP_017878535.1
OG0006461	XP_015435476.1	XP_017878468.1
OG0006462	XP_015435516.1	XP_017878655.1
OG0006463	XP_015437010.1	XP_026670460.1
OG0006464	XP_015428391.1	XP_017878903.1
OG0006465	XP_015440482.1	XP_017879150.1
OG0006466	XP_015438833.1	XP_017878632.1
OG0006467	XP_015438873.1	XP_017878558.1
OG0006468	XP_015438824.1	XP_017876870.1
OG0006469	XP_015428408.1	XP_017876795.1
OG0006470	XP_015440441.1	XP_017888320.1
OG0006471	XP_015437794.1	XP_017878398.1
OG0006472	XP_015437765.1	XP_017878500.1
OG0006473	XP_015437327.1	XP_017878426.1
OG0006474	XP_015437741.1	XP_017878482.1
OG0006475	XP_015437395.1	XP_017890530.1
OG0006476	XP_015437338.1	XP_017890538.1
OG0006477	XP_015437286.1	XP_026668550.1
OG0006478	XP_015437766.1	XP_017878416.1
OG0006479	XP_015437291.1	XP_017878383.1
OG0006480	XP_015437371.1	XP_017878688.1
OG0006481	XP_015437375.1	XP_017878962.1
OG0006482	XP_015440495.1	XP_017879077.1
OG0006483	XP_015432554.1	XP_017877490.1
OG0006484	XP_015435315.1	XP_017881345.1
OG0006485	XP_015434352.1	XP_017880866.1
OG0006486	XP_015436988.1	XP_017882568.1
OG0006487	XP_015432083.1	XP_017875355.1
OG0006488	XP_015432259.1	XP_017875346.1
OG0006489	XP_015432123.1	XP_017892677.1
OG0006490	XP_015432245.1	XP_017875593.1
OG0006491	XP_015432106.1	XP_026669314.1
OG0006492	XP_015432107.1	XP_017877524.1
OG0006493	XP_015436933.1	XP_017878807.1
OG0006494	XP_015430846.1	XP_026666872.1, XP_017889213.2
OG0006495	XP_015430691.1	XP_026666841.1
OG0006496	XP_015430778.1	XP_017893622.1
OG0006497	XP_015430632.1	XP_017893580.2
OG0006498	XP_015430854.1	XP_017878065.1
OG0006500	XP_015430732.1	XP_017878054.1
OG0006501	XP_015431633.1	XP_017878011.1
OG0006502	XP_015440342.1	XP_017876726.1
OG0006503	XP_015430799.1	XP_017877895.1
OG0006504	XP_015436179.1	XP_017877499.1
OG0006505	XP_015436348.1	XP_026666895.1
OG0006506	XP_015436260.1	XP_026666899.1
OG0006507	XP_015436172.1	XP_026669763.1
OG0006508	XP_015436049.1	XP_026669652.1
OG0006509	XP_015439530.1	XP_017875620.1
OG0006510	XP_015439718.1	XP_017883598.1
OG0006511	XP_015439935.1	XP_017883573.1
OG0006512	XP_015440059.1	XP_017890029.1
OG0006513	XP_015439788.1	XP_017890067.1
OG0006514	XP_015440173.1	XP_017890076.1
OG0006515	XP_015440092.1	XP_017879540.1
OG0006516	XP_015434211.1	XP_017885764.1
OG0006517	XP_015439287.1	XP_017885648.2
OG0006518	XP_015439284.1	XP_017876205.1
OG0006519	XP_015434739.1	XP_017884117.1
OG0006520	XP_015436813.1	XP_017887421.1
OG0006521	XP_015439880.1	XP_017883587.1
OG0006522	XP_015431914.1	XP_017891984.1
OG0006523	XP_015431890.1	XP_026674599.1, XP_026674458.1
OG0006524	XP_015439832.1	XP_026674300.1
OG0006525	XP_015440274.1	XP_017891616.1
OG0006526	XP_015433392.1	XP_017891589.1
OG0006527	XP_015433268.1	XP_026671171.1
OG0006528	XP_015433368.1	XP_017883084.1
OG0006529	XP_015433313.1	XP_017877824.1
OG0006530	XP_015431571.1	XP_017880885.1
OG0006531	XP_015431477.1	XP_017880951.1
OG0006532	XP_015431517.1	XP_026669719.1
OG0006533	XP_015434280.1	XP_017875260.1
OG0006534	XP_015434277.1	XP_026667037.1
OG0006535	XP_015434261.1	XP_017893460.1
OG0006536	XP_015434234.1	XP_017875267.2
OG0006537	XP_015433727.1	XP_017878288.1
OG0006538	XP_015433412.1	XP_017888348.1
OG0006539	XP_015428927.1	XP_017880033.1
OG0006541	XP_015436677.1	XP_017878737.1
OG0006542	XP_015429935.1	XP_017885995.1
OG0006543	XP_015429921.1	XP_017885268.1
OG0006544	XP_015429942.1	XP_017887901.1
OG0006545	XP_015435046.1	XP_017884340.1
OG0006546	XP_015428979.1	XP_017884341.1
OG0006547	XP_015429151.1	XP_026675102.1
OG0006548	XP_015428970.1	XP_017891219.1
OG0006549	XP_015429051.1	XP_017891742.1
OG0006550	XP_015437180.1	XP_017878701.1
OG0006551	XP_015437155.1	XP_026668627.1
OG0006552	XP_015429394.1	XP_017886618.2
OG0006553	XP_015429393.1	XP_017881005.1
OG0006554	XP_015436821.1	XP_017887704.1
OG0006555	XP_015436824.1	XP_017887631.1
OG0006556	XP_015436825.1	XP_026673166.1
OG0006557	XP_015429433.1	XP_017879544.1
OG0006558	XP_015434413.1	XP_017887577.1
OG0006559	XP_015434536.1	XP_017887573.1
OG0006560	XP_015429430.1	XP_017892312.1
OG0006561	XP_015429423.1	XP_026675419.1
OG0006562	XP_015429426.1	XP_017892360.1
OG0006563	XP_015432553.1	XP_017890371.1
OG0006564	XP_015429418.1	XP_017890625.1
OG0006565	XP_015434375.1	XP_017887135.1
OG0006566	XP_015434305.1	XP_017886976.1
OG0006567	XP_015435938.1	XP_026669585.1
OG0006568	XP_015428827.1	XP_017888848.1
OG0006569	XP_015429895.1	XP_017888008.1
OG0006570	XP_015429822.1	XP_026667517.1
OG0006571	XP_015429988.1	XP_017882753.1
OG0006572	XP_015436131.1	XP_026671965.1
OG0006573	XP_015437113.1	XP_017893303.1
OG0006574	XP_015438235.1	XP_026671516.1
OG0006575	XP_015438229.1	XP_026673062.1
OG0006576	XP_015435001.1	XP_017883799.1
OG0006577	XP_015435003.1	XP_017883904.1
OG0006578	XP_015433985.1	XP_017879390.1
OG0006579	XP_015434974.1	XP_026667796.1
OG0006580	XP_015434951.1	XP_026668936.1
OG0006581	XP_015434946.1	XP_017879215.1
OG0006582	XP_015435034.1	XP_017879248.1
OG0006583	XP_015434002.1	XP_017879395.1
OG0006584	XP_015432897.1	XP_017879343.1
OG0006585	XP_015432067.1	XP_017884274.1
OG0006587	XP_015432086.1	XP_017884237.1
OG0006588	XP_015431311.1	XP_017883998.1
OG0006589	XP_015431708.1	XP_026671311.1
OG0006590	XP_015431628.1	XP_017892774.1
OG0006591	XP_015431934.1	XP_017889719.1
OG0006592	XP_015431196.1	XP_017876811.1
OG0006593	XP_015432200.1	XP_026667762.1
OG0006594	XP_015434981.1	XP_017884314.1
OG0006595	XP_015434482.1	XP_026670688.1
OG0006596	XP_015438505.1	XP_017893377.1
OG0006597	XP_015438572.1	XP_017893368.1
OG0006598	XP_015438470.1	XP_017877418.1
OG0006599	XP_015428566.1	XP_017891842.1
OG0006600	XP_015428531.1	XP_017890301.2
OG0006601	XP_015437602.1	XP_017878813.1
OG0006602	XP_015437592.1	XP_017878797.1
OG0006603	XP_015436874.1	XP_026675064.1
OG0006604	XP_015430788.1	XP_017877970.1
OG0006605	XP_015430787.1	XP_017885344.1
OG0006606	XP_015438198.1	XP_017881403.1
OG0006607	XP_015430023.1	XP_026672358.1
OG0006609	XP_015436298.1	XP_026671976.1
OG0006610	XP_015438210.1	XP_017881372.1
OG0006611	XP_015438070.1	XP_026673206.1
OG0006612	XP_015434650.1	XP_017874997.1
OG0006613	XP_015438000.1	XP_017892527.1
OG0006614	XP_015436391.1	XP_017892546.1
OG0006615	XP_015436413.1	XP_026672296.1
OG0006616	XP_015438059.1	XP_026672299.1
OG0006617	XP_015438187.1	XP_017885945.1
OG0006618	XP_015438219.1	XP_017885900.1
OG0006619	XP_015438220.1	XP_017885863.1
OG0006620	XP_015438253.1	XP_017885879.1
OG0006621	XP_015438197.1	XP_017885881.1
OG0006622	XP_015436554.1	XP_017883707.1
OG0006623	XP_015436504.1	XP_017888638.1
OG0006624	XP_015428817.1	NP_001352276.1
OG0006625	XP_015428772.1	XP_017888745.1
OG0006626	XP_015435195.1	XP_017886003.1
OG0006627	XP_015433754.1	XP_017891957.1
OG0006628	XP_015433889.1	XP_017887674.1
OG0006629	XP_015433950.1	XP_017893663.1
OG0006630	XP_015437913.1	XP_026667543.1
OG0006631	XP_015435894.1	XP_017876373.1
OG0006632	XP_015428681.1	XP_026669308.1
OG0006633	XP_015435095.1	XP_017879371.1
OG0006634	XP_015431536.1	XP_017880965.1
OG0006635	XP_015429670.1	XP_017875906.1
OG0006636	XP_015434631.1	XP_026670199.1
OG0006637	XP_015434586.1	XP_017880115.1
OG0006638	XP_015428462.1	XP_017880225.1
OG0006639	XP_015428432.1	XP_017880183.1
OG0006640	XP_015428497.1	XP_017880199.1
OG0006641	XP_015440367.1	XP_017891946.1
OG0006642	XP_015438271.1	XP_017887662.1
OG0006643	XP_015438090.1	XP_017893127.1
OG0006644	XP_015438203.1	XP_017892439.1
OG0006645	XP_015438175.1	XP_017887618.1
OG0006646	XP_015438279.1	XP_017887682.1
OG0006647	XP_015437307.1	XP_017892512.1
OG0006648	XP_015438172.1	XP_017892321.1
OG0006649	XP_015438133.1	XP_017875084.1
OG0006650	XP_015438208.1	XP_017875081.1
OG0006651	XP_015436550.1	XP_017875063.1
OG0006652	XP_015432782.1	XP_026672765.1
OG0006653	XP_015432685.1	XP_017886780.1
OG0006654	XP_015432125.1	XP_017887057.1
OG0006655	XP_015440205.1	XP_017876429.1
OG0006656	XP_015440103.1	XP_017876426.1
OG0006657	XP_015440168.1	XP_017876427.1
OG0006658	XP_015439906.1	XP_017879598.1
OG0006659	XP_015439862.1	XP_026670879.1
OG0006660	XP_015437749.1	XP_017877575.1
OG0006661	XP_015437392.1	XP_017879997.1
OG0006662	XP_015438818.1	XP_017878463.1
OG0006663	XP_015438586.1	XP_017889042.1
OG0006664	XP_015438897.1	XP_017889044.1
OG0006665	XP_015440373.1	XP_026674826.1
OG0006666	XP_015433047.1	XP_017876058.1
OG0006667	XP_015435388.1	XP_017889175.1
OG0006668	XP_015435343.1	XP_017889180.1
OG0006669	XP_015439044.1	XP_017893008.1
OG0006670	XP_015438497.1	XP_017891032.1
OG0006671	XP_015437166.1	XP_017890912.1
OG0006672	XP_015432911.1	XP_017876088.1
OG0006673	XP_015433070.1	XP_017876105.1
OG0006674	XP_015435367.1	XP_017888979.1
OG0006675	XP_015435250.1	XP_017889072.1
OG0006676	XP_015435378.1	XP_017875767.1
OG0006677	XP_015435319.1	XP_026673396.1
OG0006678	XP_015432846.1	XP_017881016.1
OG0006679	XP_015438520.1	XP_017876981.1
OG0006680	XP_015438211.1	XP_017890971.1
OG0006681	XP_015432036.1	XP_017890908.1
OG0006682	XP_015432588.1	XP_017886533.1
OG0006683	XP_015432551.1	XP_017886519.2
OG0006684	XP_015438405.1	XP_017893028.1
OG0006685	XP_015435245.1	XP_017884699.1
OG0006686	XP_015435696.1	XP_017881951.1
OG0006687	XP_015432971.1	XP_026674629.1
OG0006688	XP_015433012.1	XP_026674627.1
OG0006689	XP_015432952.1	XP_017888955.1
OG0006690	XP_015435331.1	XP_017877065.1
OG0006691	XP_015435390.1	XP_017876999.1
OG0006692	XP_015435386.1	XP_026673196.1
OG0006693	XP_015432965.1	XP_017875949.1
OG0006694	XP_015435334.1	XP_017887790.1
OG0006695	XP_015432915.1	XP_017875418.1
OG0006696	XP_015433046.1	XP_017889066.1
OG0006697	XP_015433076.1	XP_017888984.1
OG0006698	XP_015432966.1	XP_017875961.1
OG0006699	XP_015435316.1	XP_017879938.1
OG0006700	XP_015435258.1	XP_017875232.2
OG0006702	XP_015435358.1	XP_017888234.1
OG0006703	XP_015435333.1	XP_017888257.1
OG0006704	XP_015432806.1	XP_017890724.1
OG0006705	XP_015430942.1	XP_017879789.1
OG0006706	XP_015432804.1	XP_026675384.1
OG0006707	XP_015430125.1	XP_017882967.1
OG0006708	XP_015430364.1	XP_017889531.1
OG0006709	XP_015429624.1	XP_026667353.1
OG0006710	XP_015429678.1	XP_017891831.1
OG0006711	XP_015436833.1	XP_017876169.1
OG0006712	XP_015436853.1	XP_017876167.1
OG0006713	XP_015430539.1	XP_017878071.1
OG0006714	XP_015429636.1	XP_017880515.1
OG0006715	XP_015438330.1	XP_026668761.1
OG0006716	XP_015437617.1	XP_026668220.1
OG0006717	XP_015433573.1	XP_026668754.1
OG0006719	XP_015433868.1	XP_026668724.1
OG0006720	XP_015438575.1	XP_017875714.1
OG0006721	XP_015431807.1	XP_026673035.1, XP_026673392.1
OG0006722	XP_015428695.1	XP_017878672.1
OG0006723	XP_015434507.1	XP_017892841.1
OG0006724	XP_015432677.1	XP_026672664.1
OG0006725	XP_015432134.1	XP_017886934.1
OG0006726	XP_015432651.1	XP_017882587.1
OG0006727	XP_015428760.1	XP_017878996.1
OG0006728	XP_015435277.1	XP_017877883.1
OG0006729	XP_015439627.1	XP_026673794.1
OG0006730	XP_015433349.1	XP_017883048.1
OG0006731	XP_015439021.1	XP_017875476.1
OG0006732	XP_015433393.1	XP_017891341.1
OG0006733	XP_015432712.1	XP_017882588.1
OG0006734	XP_015433963.1	XP_017875935.1
OG0006735	XP_015438313.1	XP_017878858.1, XP_017878857.1
OG0006736	XP_015428975.1	XP_026675105.1
OG0006737	XP_015429052.1	XP_026674912.1
OG0006738	XP_015434956.1	XP_017876751.1
OG0006739	XP_015431971.1	XP_017878204.1
OG0006740	XP_015429095.1	XP_017891411.1
OG0006741	XP_015434982.1	XP_017879298.1
OG0006742	XP_015432700.1	XP_026667774.1
