Orthogroup	Dufourea_novaeangliae	Nomia_melanderi
OG0007002	XP_015434980.1	XP_031834854.1
OG0007003	XP_015434962.1	XP_031834857.1
OG0007004	XP_015430021.1	XP_031840544.1
OG0007005	XP_015433959.1	XP_031831928.1
OG0007006	XP_015429984.1	XP_031827888.1
OG0007007	XP_015428999.1	XP_031844911.1
OG0007008	XP_015429704.1	XP_031836152.1
OG0007009	XP_015431858.1	XP_031836155.1
OG0007010	XP_015429026.1	XP_031834569.1
OG0007011	XP_015429070.1	XP_031834955.1
OG0007012	XP_015429028.1	XP_031844899.1
OG0007013	XP_015440442.1	XP_031844953.1
OG0007014	XP_015429081.1	XP_031834946.1
OG0007015	XP_015433961.1	XP_031839897.1
OG0007017	XP_015429142.1	XP_031843290.1
OG0007018	XP_015431802.1	XP_031835363.1
OG0007019	XP_015432131.1	XP_031831812.1
OG0007020	XP_015433965.1	XP_031839780.1
OG0007021	XP_015431801.1	XP_031847712.1
OG0007022	XP_015439488.1	XP_031838282.1
OG0007023	XP_015429113.1	XP_031847237.1
OG0007024	XP_015435009.1	XP_031846274.1
OG0007025	XP_015429115.1	XP_031839646.1
OG0007026	XP_015429163.1	XP_031843305.1
OG0007027	XP_015431431.1	XP_031833536.1
OG0007028	XP_015435037.1	XP_031839629.1
OG0007029	XP_015433042.1	XP_031846852.1
OG0007030	XP_015434274.1	XP_031834302.1
OG0007031	XP_015434304.1	XP_031834313.1
OG0007032	XP_015431489.1	XP_031849624.1
OG0007033	XP_015432562.1	XP_031850302.1
OG0007034	XP_015431584.1	XP_031840929.1
OG0007035	XP_015437222.1	XP_031828159.1
OG0007036	XP_015433633.1	XP_031844095.1
OG0007038	XP_015430871.1	XP_031841004.1
OG0007039	XP_015435862.1	XP_031844326.1
OG0007040	XP_015435796.1	XP_031849686.1
OG0007041	XP_015435793.1	XP_031844627.1
OG0007042	XP_015431493.1	XP_031844307.1
OG0007043	XP_015435912.1	XP_031844284.1
OG0007044	XP_015434256.1	XP_031848347.1
OG0007045	XP_015431575.1	XP_031848354.1
OG0007046	XP_015433454.1	XP_031849069.1
OG0007047	XP_015435903.1	XP_031840904.1
OG0007048	XP_015434296.1	XP_031834280.1
OG0007049	XP_015434378.1	XP_031840727.1
OG0007050	XP_015434238.1	XP_031840806.1, XP_031840805.1
OG0007051	XP_015432560.1	XP_031840679.1
OG0007052	XP_015431468.1	XP_031849681.1
OG0007053	XP_015433675.1	XP_031849468.1
OG0007054	XP_015433636.1	XP_031849474.1
OG0007055	XP_015431452.1	XP_031844579.1
OG0007056	XP_015434226.1	XP_031834321.1
OG0007057	XP_015434998.1	XP_031834288.1
OG0007058	XP_015435789.1	XP_031844666.1
OG0007059	XP_015429667.1	XP_031850305.1
OG0007060	XP_015431469.1	XP_031849563.1
OG0007061	XP_015431562.1	XP_031840936.1
OG0007062	XP_015429363.1	XP_031844149.1
OG0007063	XP_015429669.1	XP_031850383.1
OG0007064	XP_015437877.1	XP_031850387.1
OG0007065	XP_015434372.1	XP_031850534.1
OG0007066	XP_015432890.1	XP_031839332.1
OG0007067	XP_015434336.1	XP_031840781.1
OG0007068	XP_015432831.1	XP_031839439.1
OG0007069	XP_015432828.1	XP_031839424.1
OG0007070	XP_015432830.1	XP_031839442.1
OG0007072	XP_015434776.1	XP_031844636.1
OG0007073	XP_015429772.1	XP_031840812.1
OG0007074	XP_015438041.1	XP_031840912.1
OG0007075	XP_015429664.1	XP_031850313.1
OG0007076	XP_015438581.1	XP_031843762.1
OG0007077	XP_015435876.1	XP_031844599.1
OG0007078	XP_015430863.1	XP_031829318.1
OG0007079	XP_015430866.1	XP_031845032.1
OG0007080	XP_015431727.1	XP_031834438.1
OG0007081	XP_015431666.1	XP_031834424.1
OG0007082	XP_015430626.1	XP_031845023.1
OG0007083	XP_015430747.1	XP_031845112.1
OG0007084	XP_015430737.1	XP_031845099.1
OG0007085	XP_015430680.1	XP_031845292.1
OG0007086	XP_015431753.1	XP_031846031.1
OG0007087	XP_015434204.1	XP_031843627.1
OG0007088	XP_015431663.1	XP_031834430.1
OG0007089	XP_015431741.1	XP_031834344.1
OG0007090	XP_015439253.1	XP_031845473.1
OG0007091	XP_015430760.1	XP_031845186.1
OG0007092	XP_015438171.1	XP_031828367.1
OG0007093	XP_015436989.1	XP_031834396.1
OG0007094	XP_015433564.1	XP_031833210.1
OG0007095	XP_015439621.1	XP_031848617.1
OG0007096	XP_015430639.1	XP_031845568.1
OG0007097	XP_015430765.1	XP_031845540.1
OG0007098	XP_015431774.1	XP_031846134.1
OG0007099	XP_015431687.1	XP_031846052.1
OG0007100	XP_015440324.1	XP_031833177.1
OG0007101	XP_015440343.1	XP_031833246.1
OG0007102	XP_015438306.1	XP_031834497.1
OG0007103	XP_015428734.1	XP_031828507.1
OG0007104	XP_015436902.1	XP_031842256.1
OG0007105	XP_015436670.1	XP_031828846.1
OG0007106	XP_015439404.1	XP_031846097.1
OG0007107	XP_015438193.1, XP_015430108.1, XP_015436946.1	XP_031833262.1
OG0007108	XP_015437062.1	XP_031828824.1
OG0007109	XP_015430713.1	XP_031845564.1
OG0007110	XP_015438007.1	XP_031828523.1
OG0007111	XP_015436671.1	XP_031829448.1
OG0007112	XP_015437608.1	XP_031829312.1
OG0007113	XP_015437593.1	XP_031847974.1
OG0007114	XP_015431793.1	XP_031846129.1
OG0007115	XP_015440344.1	XP_031833220.1
OG0007116	XP_015432976.1	XP_031827301.1
OG0007117	XP_015428498.1	XP_031841660.1
OG0007118	XP_015439691.1	XP_031825526.1
OG0007119	XP_015434690.1	XP_031838092.1
OG0007120	XP_015433286.1	XP_031833723.1
OG0007121	XP_015432078.1	XP_031841445.1
OG0007122	XP_015440145.1	XP_031825266.1
OG0007123	XP_015435428.1	XP_031843565.1
OG0007125	XP_015433775.1	XP_031833199.1
OG0007126	XP_015439940.1	XP_031831507.1
OG0007127	XP_015439685.1	XP_031833410.1
OG0007128	XP_015440188.1	XP_031833805.1
OG0007129	XP_015434585.1	XP_031827512.1
OG0007132	XP_015439875.1	XP_031825529.1
OG0007134	XP_015440195.1	XP_031845679.1
OG0007135	XP_015429820.1	XP_031828396.1
OG0007136	XP_015439659.1	XP_031831515.1
OG0007137	XP_015439724.1	XP_031825510.1
OG0007138	XP_015435266.1	XP_031839457.1
OG0007139	XP_015439746.1	XP_031831337.1
OG0007140	XP_015439754.1	XP_031831199.1
OG0007141	XP_015439734.1	XP_031833442.1
OG0007142	XP_015436499.1	XP_031847006.1
OG0007143	XP_015433317.1	XP_031831480.1
OG0007144	XP_015439720.1	XP_031831609.1
OG0007145	XP_015440148.1	XP_031831282.1
OG0007146	XP_015431895.1	XP_031826175.1
OG0007148	XP_015433237.1	XP_031831701.1
OG0007149	XP_015439761.1	XP_031831846.1
OG0007151	XP_015439835.1	XP_031831156.1
OG0007152	XP_015439811.1	XP_031831169.1
OG0007153	XP_015439870.1	XP_031843330.1
OG0007154	XP_015439899.1	XP_031831434.1
OG0007155	XP_015439903.1	XP_031825661.1
OG0007156	XP_015440201.1	XP_031850584.1
OG0007157	XP_015440277.1	XP_031833438.1
OG0007158	XP_015439642.1	XP_031845675.1
OG0007159	XP_015433281.1	XP_031831379.1
OG0007160	XP_015440389.1	XP_031848951.1
OG0007161	XP_015431943.1	XP_031840288.1
OG0007162	XP_015431982.1	XP_031840218.1
OG0007163	XP_015433450.1	XP_031849134.1
OG0007164	XP_015436763.1	XP_031849137.1
OG0007165	XP_015435723.1	XP_031847642.1
OG0007166	XP_015438779.1	XP_031843420.1, XP_031843417.1
OG0007167	XP_015431938.1	XP_031838716.1
OG0007168	XP_015440153.1	XP_031829190.1
OG0007169	XP_015428724.1	XP_031829153.1
OG0007170	XP_015434307.1	XP_031847405.1
OG0007171	XP_015431989.1	XP_031838830.1
OG0007172	XP_015430995.1	XP_031836534.1
OG0007173	XP_015431015.1	XP_031836783.1
OG0007174	XP_015431944.1	XP_031840291.1
OG0007175	XP_015437336.1	XP_031838897.1
OG0007176	XP_015434564.1	XP_031847765.1
OG0007177	XP_015429687.1	XP_031828948.1
OG0007178	XP_015431958.1	XP_031838829.1
OG0007180	XP_015431003.1	XP_031836776.1
OG0007181	XP_015439070.1	XP_031838975.1
OG0007183	XP_015435205.1	XP_031828454.1
OG0007184	XP_015440351.1	XP_031838858.1
OG0007185	XP_015435182.1	XP_031828698.1
OG0007186	XP_015434420.1, XP_015432771.1	XP_031849129.1, XP_031847901.1, XP_031847689.1
OG0007187	XP_015432840.1	XP_031844695.1, XP_031844696.1, XP_031844694.1
OG0007188	XP_015440358.1	XP_031838898.1
OG0007189	XP_015439012.1	XP_031838618.1
OG0007190	XP_015433569.1	XP_031849128.1
OG0007191	XP_015436932.1	XP_031849140.1
OG0007192	XP_015431242.1	XP_031839055.1
OG0007193	XP_015437145.1	XP_031840201.1
OG0007194	XP_015436721.1, XP_015436718.1	XP_031839020.1
OG0007195	XP_015435769.1	XP_031828887.1
OG0007196	XP_015437213.1	XP_031838831.1
OG0007197	XP_015436354.1	XP_031826589.1
OG0007198	XP_015437221.1	XP_031840237.1
OG0007199	XP_015430069.1	XP_031828782.1
OG0007200	XP_015438816.1	XP_031848389.1
OG0007201	XP_015429589.1	XP_031834221.1
OG0007202	XP_015435126.1	XP_031832283.1
OG0007203	XP_015433936.1	XP_031836967.1
OG0007204	XP_015436823.1	XP_031826620.1
OG0007205	XP_015436319.1	XP_031840626.1
OG0007206	XP_015433946.1	XP_031836934.1
OG0007207	XP_015433770.1	XP_031846272.1
OG0007208	XP_015433795.1	XP_031834107.1
OG0007209	XP_015434485.1	XP_031846750.1
OG0007210	XP_015439756.1	XP_031831304.1
OG0007212	XP_015436461.1	XP_031827876.1
OG0007213	XP_015429837.1	XP_031826377.1
OG0007214	XP_015438238.1	XP_031840611.1
OG0007215	XP_015429626.1	XP_031848841.1
OG0007216	XP_015438199.1	XP_031846739.1
OG0007217	XP_015433103.1	XP_031826133.1
OG0007218	XP_015429253.1	XP_031837592.1
OG0007220	XP_015430104.1	XP_031837601.1
OG0007221	XP_015435955.1	XP_031832205.1
OG0007222	XP_015435956.1	XP_031832198.1
OG0007223	XP_015434443.1	XP_031834128.1
OG0007224	XP_015430015.1	XP_031826332.1
OG0007225	XP_015438902.1	XP_031826601.1
OG0007226	XP_015438898.1	XP_031826597.1
OG0007228	XP_015429213.1	XP_031845809.1
OG0007229	XP_015434414.1	XP_031826522.1, XP_031848858.1
OG0007230	XP_015429997.1	XP_031826049.1
OG0007231	XP_015433777.1	XP_031836987.1
OG0007232	XP_015432537.1	XP_031838863.1
OG0007233	XP_015432927.1	XP_031848480.1
OG0007234	XP_015430922.1	XP_031830525.1
OG0007235	XP_015430919.1	XP_031829943.1
OG0007236	XP_015430163.1	XP_031835089.1
OG0007237	XP_015436999.1	XP_031848046.1
OG0007238	XP_015436006.1	XP_031832263.1
OG0007239	XP_015429566.1	XP_031841881.1
OG0007240	XP_015437466.1	XP_031830192.1
OG0007241	XP_015437531.1	XP_031830196.1
OG0007242	XP_015429574.1	XP_031838372.1
OG0007243	XP_015429303.1	XP_031838356.1
OG0007244	XP_015440408.1	XP_031848190.1
OG0007245	XP_015430467.1	XP_031830303.1
OG0007246	XP_015433555.1	XP_031828923.1
OG0007247	XP_015437480.1	XP_031828909.1
OG0007248	XP_015429512.1	XP_031834028.1
OG0007249	XP_015429242.1	XP_031833985.1
OG0007250	XP_015437470.1	XP_031830366.1
OG0007251	XP_015433484.1	XP_031830015.1
OG0007252	XP_015433487.1	XP_031830270.1
OG0007253	XP_015429260.1	XP_031841816.1
OG0007254	XP_015433482.1	XP_031830710.1
OG0007255	XP_015433813.1	XP_031848154.1
OG0007256	XP_015435092.1	XP_031831925.1
OG0007257	XP_015428743.1	XP_031829675.1
OG0007258	XP_015438048.1	XP_031832267.1
OG0007259	XP_015433749.1	XP_031849084.1
OG0007260	XP_015430568.1	XP_031830214.1
OG0007261	XP_015430400.1	XP_031830210.1
OG0007262	XP_015437267.1	XP_031827865.1
OG0007263	XP_015437506.1	XP_031829339.1
OG0007264	XP_015435083.1	XP_031832051.1
OG0007265	XP_015429204.1	XP_031838381.1
OG0007266	XP_015433506.1	XP_031846435.1
OG0007267	XP_015433481.1	XP_031830943.1
OG0007268	XP_015435425.1	XP_031844709.1
OG0007269	XP_015435360.1	XP_031844733.1
OG0007270	XP_015431209.1	XP_031837752.1
OG0007271	XP_015431057.1	XP_031840101.1
OG0007272	XP_015431040.1	XP_031837949.1
OG0007273	XP_015431147.1	XP_031837986.1
OG0007274	XP_015436181.1	XP_031835249.1
OG0007275	XP_015436282.1	XP_031835173.1
OG0007276	XP_015428596.1	XP_031837025.1
OG0007277	XP_015436099.1	XP_031838003.1
OG0007278	XP_015436078.1	XP_031846387.1
OG0007279	XP_015436135.1	XP_031835103.1
OG0007280	XP_015431024.1	XP_031837859.1
OG0007281	XP_015428914.1, XP_015428906.1	XP_031829189.1
OG0007282	XP_015439503.1	XP_031845824.1
OG0007283	XP_015433338.1	XP_031830630.1
OG0007284	XP_015430509.1	XP_031844034.1
OG0007285	XP_015439497.1	XP_031838583.1
OG0007286	XP_015439513.1	XP_031846179.1
OG0007287	XP_015433866.1	XP_031829214.1
OG0007288	XP_015439476.1	XP_031843521.1
OG0007289	XP_015433255.1	XP_031841085.1
OG0007290	XP_015436106.1	XP_031843867.1
OG0007291	XP_015436069.1	XP_031837905.1
OG0007292	XP_015431216.1	XP_031835017.1
OG0007293	XP_015433231.1	XP_031841055.1
OG0007294	XP_015433667.1	XP_031841065.1
OG0007295	XP_015431074.1	XP_031837886.1
OG0007297	XP_015436297.1	XP_031845529.1
OG0007298	XP_015439510.1	XP_031845475.1
OG0007299	XP_015436128.1	XP_031840432.1
OG0007300	XP_015436066.1	XP_031837909.1
OG0007301	XP_015436399.1	XP_031840765.1
OG0007302	XP_015436442.1	XP_031840052.1
OG0007303	XP_015433892.1	XP_031843569.1
OG0007304	XP_015436292.1	XP_031844187.1
OG0007305	XP_015436436.1	XP_031844302.1
OG0007306	XP_015431043.1	XP_031838025.1
OG0007307	XP_015436112.1	XP_031839075.1
OG0007308	XP_015431258.1	XP_031830748.1
OG0007309	XP_015438545.1	XP_031830401.1
OG0007311	XP_015438533.1	XP_031831142.1
OG0007312	XP_015434260.1	XP_031828335.1
OG0007313	XP_015437693.1	XP_031828446.1
OG0007314	XP_015437650.1	XP_031847906.1
OG0007315	XP_015431283.1	XP_031843779.1
OG0007316	XP_015431281.1	XP_031843782.1
OG0007317	XP_015438432.1	XP_031835915.1
OG0007318	XP_015438403.1	XP_031830880.1
OG0007319	XP_015434635.1	XP_031841568.1
OG0007320	XP_015433426.1	XP_031830493.1
OG0007321	XP_015437656.1	XP_031847908.1
OG0007322	XP_015428887.1	XP_031843847.1
OG0007323	XP_015438373.1	XP_031831131.1
OG0007324	XP_015428902.1	XP_031847877.1
OG0007325	XP_015431379.1	XP_031841272.1
OG0007326	XP_015438464.1	XP_031830563.1
OG0007327	XP_015431310.1	XP_031830519.1
OG0007328	XP_015438426.1	XP_031830501.1
OG0007329	XP_015438425.1	XP_031830500.1
OG0007330	XP_015437665.1	XP_031847919.1
OG0007331	XP_015435850.1	XP_031844124.1
OG0007332	XP_015438498.1	XP_031825878.1
OG0007333	XP_015431286.1	XP_031831112.1
OG0007334	XP_015438372.1	XP_031830528.1
OG0007335	XP_015428900.1	XP_031847829.1
OG0007336	XP_015432531.1	XP_031846233.1
OG0007337	XP_015428938.1	XP_031847747.1
OG0007339	XP_015430605.1	XP_031831104.1
OG0007340	XP_015438560.1	XP_031841220.1
OG0007341	XP_015428873.1	XP_031825847.1
OG0007342	XP_015431362.1	XP_031831012.1
OG0007343	XP_015431327.1	XP_031830700.1
OG0007344	XP_015431339.1	XP_031843789.1
OG0007345	XP_015431294.1	XP_031843792.1
OG0007346	XP_015433418.1	XP_031831113.1
OG0007347	XP_015434021.1	XP_031833753.1
OG0007348	XP_015437028.1	XP_031849750.1
OG0007349	XP_015433833.1	XP_031842147.1
OG0007350	XP_015437803.1	XP_031835458.1
OG0007351	XP_015436649.1	XP_031846976.1
OG0007352	XP_015435562.1	XP_031850146.1
OG0007353	XP_015438826.1	XP_031850010.1
OG0007354	XP_015440487.1	XP_031850273.1
OG0007355	XP_015433867.1	XP_031845619.1
OG0007356	XP_015435565.1	XP_031838504.1
OG0007357	XP_015435559.1	XP_031838449.1
OG0007358	XP_015435487.1	XP_031849967.1
OG0007359	XP_015435490.1	XP_031849898.1
OG0007360	XP_015435492.1	XP_031849987.1
OG0007361	XP_015435477.1	XP_031850153.1
OG0007362	XP_015440439.1	XP_031850150.1
OG0007363	XP_015438296.1	XP_031828424.1
OG0007364	XP_015434921.1	XP_031845561.1
OG0007365	XP_015434935.1	XP_031845563.1
OG0007366	XP_015438791.1	XP_031835630.1
OG0007367	XP_015438817.1	XP_031835689.1
OG0007368	XP_015438834.1	XP_031835487.1
OG0007369	XP_015437038.1	XP_031827854.1
OG0007370	XP_015428789.1	XP_031829783.1
OG0007371	XP_015436691.1	XP_031831561.1
OG0007372	XP_015428584.1	XP_031837050.1
OG0007373	XP_015429794.1	XP_031828220.1
OG0007374	XP_015437757.1	XP_031849281.1
OG0007375	XP_015435963.1	XP_031828405.1
OG0007376	XP_015436087.1	XP_031840460.1
OG0007377	XP_015435566.1	XP_031850072.1
OG0007378	XP_015428805.1	XP_031846525.1
OG0007379	XP_015437024.1	XP_031850127.1
OG0007380	XP_015437041.1	XP_031850158.1
OG0007381	XP_015435494.1	XP_031849966.1
OG0007382	XP_015430583.1	XP_031842055.1
OG0007383	XP_015438798.1	XP_031835646.1
OG0007384	XP_015438820.1	XP_031849368.1
OG0007385	XP_015438850.1	XP_031849407.1
OG0007386	XP_015435977.1	XP_031828012.1
OG0007388	XP_015428811.1	XP_031846462.1
OG0007389	XP_015436609.1	XP_031829075.1
OG0007390	XP_015437800.1	XP_031849237.1
OG0007391	XP_015437781.1	XP_031849294.1
OG0007392	XP_015430026.1	XP_031828200.1
OG0007393	XP_015429907.1	XP_031840516.1
OG0007394	XP_015437413.1	XP_031835649.1
OG0007395	XP_015437785.1	XP_031835474.1
OG0007396	XP_015437728.1	XP_031835478.1
OG0007397	XP_015437731.1	XP_031835806.1
OG0007398	XP_015432774.1	XP_031826790.1
OG0007399	XP_015434603.1	XP_031841312.1
OG0007400	XP_015432694.1	XP_031841669.1
OG0007401	XP_015437568.1	XP_031827418.1
OG0007402	XP_015438643.1	XP_031826923.1
OG0007403	XP_015432275.1	XP_031827483.1
OG0007404	XP_015432116.1	XP_031841749.1
OG0007405	XP_015438717.1	XP_031827428.1
OG0007406	XP_015435738.1	XP_031842211.1
OG0007407	XP_015432099.1	XP_031845551.1
OG0007408	XP_015432198.1	XP_031841770.1
OG0007409	XP_015432277.1	XP_031827394.1
OG0007410	XP_015432169.1	XP_031826885.1
OG0007411	XP_015432077.1	XP_031826884.1
OG0007412	XP_015432230.1	XP_031843512.1
OG0007413	XP_015430128.1	XP_031838237.1
OG0007414	XP_015432985.1	XP_031848481.1
OG0007415	XP_015432257.1	XP_031841287.1
OG0007416	XP_015431913.1	XP_031836654.1
OG0007417	XP_015439338.1	XP_031829439.1
OG0007418	XP_015428759.1	XP_031837057.1
OG0007419	XP_015432095.1	XP_031841447.1
OG0007420	XP_015430126.1	XP_031836471.1
OG0007421	XP_015432127.1	XP_031827472.1
OG0007422	XP_015432279.1	XP_031841361.1
OG0007423	XP_015432238.1	XP_031826890.1
OG0007424	XP_015432153.1	XP_031825886.1
OG0007425	XP_015432109.1	XP_031827014.1
OG0007426	XP_015438657.1	XP_031841529.1
OG0007427	XP_015437923.1	XP_031844860.1
OG0007428	XP_015430193.1	XP_031829405.1
OG0007430	XP_015438666.1	XP_031843492.1
OG0007431	XP_015438706.1	XP_031833440.1
OG0007432	XP_015432164.1	XP_031841582.1
OG0007433	XP_015434623.1	XP_031841291.1
OG0007434	XP_015435417.1	XP_031840640.1
OG0007435	XP_015432332.1	XP_031848715.1
OG0007436	XP_015432358.1	XP_031832389.1
OG0007438	XP_015432905.1	XP_031836314.1
OG0007439	XP_015432824.1	XP_031839431.1
OG0007440	XP_015428513.1	XP_031840036.1
OG0007441	XP_015428638.1	XP_031835957.1
OG0007442	XP_015428569.1	XP_031835963.1
OG0007443	XP_015433624.1	XP_031827706.1
OG0007444	XP_015428602.1	XP_031832364.1
OG0007445	XP_015432843.1	XP_031846941.1
OG0007446	XP_015436460.1	XP_031832703.1
OG0007447	XP_015438957.1	XP_031833010.1
OG0007448	XP_015436480.1	XP_031837192.1
OG0007449	XP_015432616.1	XP_031843464.1
OG0007450	XP_015439191.1	XP_031837806.1
OG0007451	XP_015437426.1	XP_031837393.1
OG0007452	XP_015438748.1	XP_031848183.1
OG0007453	XP_015430212.1	XP_031832937.1
OG0007454	XP_015430210.1	XP_031833005.1
OG0007455	XP_015439122.1	XP_031837325.1
OG0007456	XP_015439069.1	XP_031832844.1
OG0007457	XP_015434189.1	XP_031833132.1
OG0007458	XP_015435209.1	XP_031837121.1
OG0007459	XP_015439064.1	XP_031833024.1
OG0007460	XP_015438909.1	XP_031837288.1
OG0007461	XP_015434040.1	XP_031829624.1
OG0007462	XP_015438945.1	XP_031837070.1
OG0007463	XP_015432530.1	XP_031846177.1
OG0007464	XP_015439276.1	XP_031832893.1
OG0007465	XP_015436488.1	XP_031837177.1
OG0007466	XP_015431884.1	XP_031837085.1
OG0007467	XP_015430151.1	XP_031842171.1
OG0007468	XP_015435377.1	XP_031839434.1
OG0007469	XP_015435724.1	XP_031837944.1
OG0007470	XP_015434119.1	XP_031848539.1
OG0007471	XP_015439111.1	XP_031848103.1
OG0007472	XP_015439127.1	XP_031836111.1
OG0007473	XP_015430215.1	XP_031837109.1
OG0007475	XP_015439172.1	XP_031837184.1
OG0007476	XP_015438964.1	XP_031833169.1
OG0007477	XP_015438959.1	XP_031832991.1
OG0007478	XP_015439091.1	XP_031837189.1
OG0007479	XP_015434030.1	XP_031829551.1
OG0007480	XP_015429703.1	XP_031849930.1, XP_031849931.1
OG0007481	XP_015434080.1	XP_031833085.1
OG0007482	XP_015439046.1	XP_031832747.1
OG0007483	XP_015438915.1	XP_031837371.1
OG0007484	XP_015439446.1	XP_031842608.1
OG0007485	XP_015439308.1	XP_031842640.1
OG0007486	XP_015432514.1	XP_031842769.1
OG0007487	XP_015434856.1	XP_031843203.1
OG0007488	XP_015433917.1	XP_031826312.1
OG0007490	XP_015435656.1	XP_031843560.1
OG0007491	XP_015439303.1	XP_031842514.1
OG0007492	XP_015439334.1	XP_031842801.1
OG0007493	XP_015434842.1	XP_031842531.1
OG0007494	XP_015434903.1	XP_031843086.1
OG0007495	XP_015435648.1	XP_031825812.1
OG0007496	XP_015433041.1	XP_031839438.1
OG0007497	XP_015432468.1	XP_031842707.1
OG0007498	XP_015439449.1	XP_031842559.1
OG0007499	XP_015435590.1	XP_031844746.1
OG0007500	XP_015434910.1	XP_031837918.1
OG0007501	XP_015433771.1	XP_031826170.1
OG0007502	XP_015434919.1	XP_031844804.1
OG0007503	XP_015433307.1	XP_031825746.1
OG0007504	XP_015433150.1	XP_031847429.1
OG0007505	XP_015438492.1	XP_031825765.1
OG0007506	XP_015430150.1	XP_031834981.1
OG0007507	XP_015433169.1	XP_031847376.1
OG0007508	XP_015439309.1	XP_031842603.1
OG0007509	XP_015433058.1	XP_031827358.1
OG0007510	XP_015433163.1	XP_031842665.1
OG0007511	XP_015434879.1	XP_031842785.1
OG0007512	XP_015432761.1	XP_031826948.1
OG0007513	XP_015432671.1	XP_031826946.1
OG0007514	XP_015430287.1	XP_031827132.1
OG0007515	XP_015430355.1	XP_031827082.1
OG0007516	XP_015428831.1	XP_031838570.1
OG0007517	XP_015432673.1	XP_031826982.1
OG0007518	XP_015432746.1	XP_031827064.1
OG0007519	XP_015428421.1	XP_031850005.1
OG0007520	XP_015428490.1	XP_031826772.1
OG0007521	XP_015434600.1	XP_031827251.1
OG0007522	XP_015434730.1	XP_031850066.1
OG0007523	XP_015430492.1	XP_031837621.1
OG0007524	XP_015429818.1	XP_031828136.1
OG0007525	XP_015437548.1	XP_031841791.1
OG0007526	XP_015430305.1	XP_031827114.1
OG0007527	XP_015429946.1	XP_031828170.1
OG0007529	XP_015430361.1	XP_031826916.1
OG0007530	XP_015434694.1	XP_031828644.1
OG0007531	XP_015428413.1	XP_031826996.1
OG0007532	XP_015428834.1	XP_031832995.1
OG0007533	XP_015430251.1	XP_031826876.1
OG0007534	XP_015430248.1	XP_031826694.1
OG0007535	XP_015428435.1	XP_031826955.1
OG0007536	XP_015430356.1	XP_031827217.1
OG0007537	XP_015436800.1	XP_031836666.1
OG0007538	XP_015439165.1	XP_031845876.1
OG0007539	XP_015436462.1	XP_031845942.1
OG0007540	XP_015434519.1	XP_031834089.1
OG0007541	XP_015436847.1	XP_031837484.1
OG0007542	XP_015433470.1	XP_031848842.1
OG0007543	XP_015434343.1	XP_031839564.1
OG0007544	XP_015431036.1	XP_031837756.1
OG0007546	XP_015435355.1	XP_031839395.1
OG0007547	XP_015435444.1	XP_031839190.1
OG0007548	XP_015435434.1	XP_031839453.1
OG0007549	XP_015435254.1	XP_031839454.1
OG0007550	XP_015432978.1	XP_031847194.1
OG0007551	XP_015435424.1	XP_031839109.1
OG0007552	XP_015435347.1	XP_031839099.1
OG0007553	XP_015435406.1	XP_031839366.1
OG0007554	XP_015430473.1	XP_031842059.1
OG0007555	XP_015435533.1	XP_031849255.1
OG0007556	XP_015435580.1	XP_031843587.1
OG0007557	XP_015429729.1	XP_031828502.1
OG0007558	XP_015438250.1	XP_031827870.1, XP_031827869.1, XP_031827868.1, XP_031827871.1
OG0007559	XP_015437080.1	XP_031840427.1
OG0007560	XP_015432860.1	XP_031839432.1
OG0007562	XP_015429827.1	XP_031846794.1
OG0007563	XP_015432982.1	XP_031827337.1
OG0007564	XP_015430353.1	XP_031844057.1
OG0007565	XP_015429736.1	XP_031828574.1
OG0007566	XP_015430606.1	XP_031843971.1
OG0007567	XP_015429011.1	XP_031835805.1
OG0007568	XP_015428991.1	XP_031834752.1
OG0007569	XP_015437839.1	XP_031834539.1
OG0007570	XP_015429059.1	XP_031844985.1
OG0007571	XP_015440325.1	XP_031834624.1
OG0007572	XP_015431826.1	XP_031837009.1
OG0007573	XP_015432302.1	XP_031831797.1
OG0007574	XP_015434016.1	XP_031832755.1
OG0007575	XP_015434944.1	XP_031839881.1
OG0007576	XP_015431832.1	XP_031844901.1
OG0007577	XP_015434621.1	XP_031841598.1
OG0007578	XP_015431924.1	XP_031827647.1
OG0007579	XP_015439581.1	XP_031825946.1
OG0007580	XP_015431413.1	XP_031843801.1
OG0007581	XP_015440430.1	XP_031847726.1
OG0007582	XP_015440513.1	XP_031835368.1
OG0007583	XP_015438822.1	XP_031835562.1
OG0007584	XP_015440490.1	XP_031838561.1
OG0007585	XP_015440473.1	XP_031849775.1
OG0007586	XP_015437944.1	XP_031829428.1
OG0007587	XP_015432192.1	XP_031827407.1
OG0007588	XP_015432400.1	XP_031835986.1
OG0007589	XP_015432402.1	XP_031832397.1
OG0007590	XP_015428514.1	XP_031832367.1
OG0007591	XP_015428562.1	XP_031835970.1
OG0007592	XP_015428574.1	XP_031827755.1
OG0007593	XP_015433613.1	XP_031827678.1
OG0007594	XP_015428542.1	XP_031827705.1
OG0007595	XP_015428622.1	XP_031827720.1
OG0007596	XP_015433615.1	XP_031827698.1
OG0007597	XP_015434118.1	XP_031833055.1
OG0007598	XP_015434079.1	XP_031833053.1
OG0007599	XP_015439137.1	XP_031837936.1
OG0007600	XP_015430235.1	XP_031837229.1
OG0007601	XP_015439136.1	XP_031832578.1
OG0007602	XP_015439068.1	XP_031832637.1
