Orthogroup	Dufourea_novaeangliae	Bombus_terrestris
OG0008100	XP_015439174.1	XP_003400678.1
OG0008101	XP_015430262.1	XP_020721599.1
OG0008102	XP_015433640.1	XP_003394293.2
OG0008103	XP_015435118.1	XP_003398812.1
OG0008104	XP_015435996.1	XP_003397233.1
OG0008105	XP_015429707.1	XP_020721296.1
OG0008106	XP_015432199.1	XP_012170572.1
OG0008107	XP_015432599.1	XP_003400499.1
OG0008108	XP_015428438.1	XP_020723722.1
OG0008109	XP_015439178.1	XP_020722161.1, XP_020722162.1
OG0008110	XP_015435105.1	XP_020719849.1
OG0008111	XP_015431853.1	XP_003393581.1
OG0008112	XP_015428655.1	XP_003393539.1
OG0008113	XP_015437032.1	XP_003398691.1
OG0008114	XP_015429171.1	XP_003393750.2
OG0008115	XP_015430905.1	XP_003401638.1
OG0008116	XP_015431900.1	XP_003400538.1
OG0008117	XP_015438254.1	XP_003396392.1
OG0008118	XP_015438531.1	XP_003398279.1
OG0008119	XP_015429936.1	XP_012165470.1
OG0008121	XP_015439856.1	XP_012164442.1
OG0008122	XP_015435041.1	XP_003393759.1
OG0008123	XP_015432756.1	XP_003393776.1
OG0008124	XP_015429127.1	XP_012170657.1, XP_003393541.1
OG0008125	XP_015437212.1	XP_003396021.1
OG0008126	XP_015435958.1	XP_003397389.1
OG0008127	XP_015431358.1	XP_003398200.1
OG0008128	XP_015439218.1	XP_003400965.1
OG0008129	XP_015432324.1	XP_003393778.1
OG0008130	XP_015433310.1	XP_020718862.1
OG0008131	XP_015432479.1	XP_003401234.1
OG0008132	XP_015432980.1	XP_003393045.1
OG0008133	XP_015433974.1	XP_003402669.1
OG0008134	XP_015439612.1	XP_003394010.1
OG0008135	XP_015436901.1	XP_012163334.1
OG0008136	XP_015430440.1	XP_003403177.1
OG0008137	XP_015437947.1	XP_003401434.1
OG0008138	XP_015433863.1	XP_020721225.1
OG0008139	XP_015428700.1	XP_003399164.1
OG0008140	XP_015431152.1	XP_012173853.1
OG0008141	XP_015435584.1	XP_003399282.1
OG0008142	XP_015430897.1	XP_003401914.1
OG0008143	XP_015433094.1	XP_003397986.1
OG0008144	XP_015429420.1	XP_020719199.1
OG0008145	XP_015439990.1	XP_020718823.1
OG0008146	XP_015432061.1	XP_003396044.1
OG0008147	XP_015437932.1	XP_003396242.1
OG0008148	XP_015429347.1	XP_012175878.1
OG0008149	XP_015435015.1	XP_012174365.1
OG0008150	XP_015431850.1	XP_003393558.1
OG0008151	XP_015430461.1	XP_003392863.1
OG0008152	XP_015432229.1	XP_003399959.1
OG0008153	XP_015430283.1	XP_012170580.1
OG0008154	XP_015429768.1	XP_003394334.1
OG0008155	XP_015429312.1	XP_012176114.1
OG0008156	XP_015430794.1	XP_003395110.2
OG0008157	XP_015433854.1	XP_003402099.1
OG0008158	XP_015434598.1	XP_012173680.1
OG0008159	XP_015435758.1	XP_012172027.1
OG0008160	XP_015433262.1	XP_003395819.1
OG0008161	XP_015428784.1	XP_003401810.1
OG0008162	XP_015428741.1	XP_003398833.1
OG0008163	XP_015433856.1	XP_012168887.1
OG0008164	XP_015435303.1	XP_012164326.1
OG0008165	XP_015431959.1	XP_003395953.1
OG0008166	XP_015438619.1	XP_003396000.2
OG0008167	XP_015432723.1	XP_012170434.1
OG0008168	XP_015432955.1	XP_003393173.1
OG0008169	XP_015439339.1	XP_003397263.1
OG0008170	XP_015429259.1	XP_012173980.1
OG0008171	XP_015429483.1	XP_003393594.1
OG0008172	XP_015437340.1	XP_020721033.1
OG0008173	XP_015433003.1	XP_020721264.1
OG0008174	XP_015431639.1	XP_003393792.1
OG0008175	XP_015439160.1	XP_012171643.1
OG0008176	XP_015428469.1	XP_003402110.1
OG0008177	XP_015439214.1	XP_003400963.1
OG0008178	XP_015434250.1	XP_003394583.1
OG0008179	XP_015436010.1	XP_003397262.1
OG0008180	XP_015429146.1	XP_003394031.1
OG0008181	XP_015435785.1	XP_003394390.1
OG0008182	XP_015438375.1	XP_003403369.1
OG0008183	XP_015428792.1	XP_012173168.1
OG0008184	XP_015430531.1	XP_003392881.1
OG0008185	XP_015429657.1	XP_003394868.1
OG0008186	XP_015440123.1	XP_003395443.1
OG0008187	XP_015438316.1	XP_012164806.1
OG0008188	XP_015431724.1	XP_003395160.1
OG0008189	XP_015429743.1	XP_003394876.1
OG0008190	XP_015432923.1	XP_003393181.1
OG0008191	XP_015438260.1	XP_003396454.1
OG0008192	XP_015438613.1	XP_003399628.1
OG0008193	XP_015431940.1	XP_020719070.1
OG0008194	XP_015431210.1	XP_012173359.1
OG0008195	XP_015432710.1	XP_003402135.1
OG0008196	XP_015431160.1	XP_003402095.1
OG0008197	XP_015433661.1	XP_003394291.1
OG0008198	XP_015432887.1	XP_003393180.1
OG0008199	XP_015429128.1	XP_003393856.1
OG0008200	XP_015440022.1	XP_003395449.1
OG0008201	XP_015437716.1	XP_003399121.1
OG0008202	XP_015436501.1	XP_012173939.1
OG0008203	XP_015438819.1	XP_003398686.1
OG0008204	XP_015428459.1	XP_003402149.1
OG0008205	XP_015428949.1	XP_003398117.1
OG0008206	XP_015437953.1	XP_003401273.1
OG0008207	XP_015433389.1	XP_012164466.1
OG0008208	XP_015436252.1	XP_003397435.1
OG0008209	XP_015430397.1	XP_003403179.1
OG0008210	XP_015433973.1	XP_003393714.1
OG0008211	XP_015430044.1	XP_003396411.1
OG0008212	XP_015431391.1	XP_003403349.1
OG0008213	XP_015438438.1	XP_012167748.1
OG0008214	XP_015432874.1	XP_003393272.1
OG0008215	XP_015435888.1	XP_003394200.1
OG0008216	XP_015436951.1	XP_003396313.1
OG0008217	XP_015429514.1	XP_003402370.2
OG0008218	XP_015435699.1	XP_003400411.1
OG0008219	XP_015438083.1	XP_012163547.1
OG0008220	XP_015438055.1	XP_012174387.1
OG0008221	XP_015434325.1	XP_003394626.1
OG0008222	XP_015432836.1	XP_012165457.1, XP_012165464.1
OG0008223	XP_015428821.1	XP_003399171.1
OG0008224	XP_015435174.1	XP_012165953.1
OG0008225	XP_015431344.1	XP_003403359.1
OG0008226	XP_015436754.1	XP_003396332.1
OG0008227	XP_015437875.1	XP_003402877.1
OG0008228	XP_015437487.1	XP_003403102.1
OG0008229	XP_015439331.1	XP_003401329.1
OG0008230	XP_015437881.1	XP_003402878.1
OG0008231	XP_015438812.1	XP_003398689.1
OG0008232	XP_015431743.1	XP_020718438.1
OG0008233	XP_015428781.1	XP_003401803.2
OG0008234	XP_015438605.1	XP_003398396.1
OG0008235	XP_015428864.1	XP_003398167.2
OG0008236	XP_015430292.1	XP_020721584.1
OG0008237	XP_015430711.1	XP_003394912.1
OG0008238	XP_015436614.1	XP_003396429.1
OG0008239	XP_015435183.1	XP_003394797.1
OG0008240	XP_015437921.1	XP_012165211.1
OG0008241	XP_015439366.1	XP_003401268.1
OG0008242	XP_015434489.1	XP_003396941.1
OG0008243	XP_015438457.1	XP_003398397.1
OG0008244	XP_015435341.1	XP_003392957.1
OG0008245	XP_015430436.1	XP_003392985.1
OG0008246	XP_015436836.1	XP_012167126.2
OG0008247	XP_015437715.1	XP_003398736.2
OG0008248	XP_015439992.1	XP_003395863.1
OG0008249	XP_015437855.1	XP_012171924.1
OG0008250	XP_015436098.1	XP_003396271.1
OG0008251	XP_015439075.1	XP_020722061.1
OG0008252	XP_015434303.1	XP_020724141.1
OG0008253	XP_015430947.1	XP_003401747.1
OG0008254	XP_015432461.1	XP_003401513.1
OG0008255	XP_015430685.1	XP_003394858.1
OG0008256	XP_015429352.1	XP_003394105.1
OG0008257	XP_015433142.1	XP_003401217.1
OG0008258	XP_015436239.1	XP_003397963.1
OG0008259	XP_015429012.1	XP_003394038.1
OG0008260	XP_015431827.1	XP_003393618.1
OG0008261	XP_015438479.1	XP_012167769.1
OG0008262	XP_015435013.1	XP_003402636.1
OG0008263	XP_015432357.1	XP_012170951.1
OG0008264	XP_015433672.1	XP_003394345.1
OG0008265	XP_015430413.1	XP_003403209.1
OG0008266	XP_015434513.1	XP_003396673.1
OG0008267	XP_015437479.1	XP_003401691.1
OG0008268	XP_015432595.1	XP_003398805.1
OG0008269	XP_015430158.1	XP_003397458.1
OG0008270	XP_015432589.1	XP_003398811.2
OG0008271	XP_015435344.1	XP_003393035.1
OG0008272	XP_015435364.1	XP_003393069.1
OG0008273	XP_015429887.1	XP_020719447.1
OG0008274	XP_015437793.1	XP_012169766.1
OG0008275	XP_015437367.1	XP_003396576.1
OG0008276	XP_015432960.1	XP_003392893.1
OG0008277	XP_015435660.1	XP_003398633.1
OG0008278	XP_015429913.1	XP_003396927.1
OG0008279	XP_015431512.1	XP_003394260.1
OG0008280	XP_015435784.1	XP_003394352.1
OG0008281	XP_015434740.1	XP_003398609.1
OG0008282	XP_015440114.1	XP_003403243.1
OG0008283	XP_015432231.1	XP_003399496.1
OG0008284	XP_015432196.1	XP_012170545.1
OG0008285	XP_015438147.1	XP_020720092.1
OG0008286	XP_015435018.1	XP_012174341.1
OG0008287	XP_015437683.1	XP_003400210.1
OG0008288	XP_015428753.1	XP_012169573.1
OG0008289	XP_015429612.1	XP_003397296.1
OG0008290	XP_015436104.1	XP_020720040.1
OG0008291	XP_015431550.1	XP_003394174.1
OG0008292	XP_015433798.1	XP_003401823.1
OG0008293	XP_015439458.1	XP_020722377.1
OG0008294	XP_015435128.1	XP_003397109.1
OG0008295	XP_015440489.1	XP_003399325.1
OG0008296	XP_015439791.1	XP_003395685.1
OG0008297	XP_015428739.1	XP_003399444.2
OG0008298	XP_015429819.1	XP_003392860.1
OG0008299	XP_015430686.1	XP_003394856.1
OG0008300	XP_015433372.1	XP_012164077.1
OG0008301	XP_015428450.1	XP_012170011.1
OG0008302	XP_015434636.1	XP_020719998.1
OG0008303	XP_015428461.1	XP_003399603.1
OG0008304	XP_015430763.1	XP_003394852.1
OG0008305	XP_015428404.1	XP_012173776.1
OG0008306	XP_015428632.1	XP_003393589.1
OG0008307	XP_015430565.1	XP_003392943.1
OG0008308	XP_015438207.1	XP_003396304.1
OG0008309	XP_015439851.1	XP_020718677.1
OG0008310	XP_015438496.1	XP_003398377.1
OG0008311	XP_015436210.1	XP_003397582.1
OG0008312	XP_015434136.1	XP_003400765.1
OG0008313	XP_015430696.1	XP_012163271.1
OG0008314	XP_015437513.1	XP_012173049.1
OG0008315	XP_015429006.1	XP_003393632.1
OG0008316	XP_015434628.1	XP_003394501.1
OG0008317	XP_015436393.1	XP_003397892.1
OG0008318	XP_015435100.1	XP_003397098.1
OG0008319	XP_015434063.1	XP_003400694.1
OG0008320	XP_015432716.1	XP_003399543.1
OG0008321	XP_015428928.1	XP_012167997.1
OG0008322	XP_015437042.1	XP_003398721.1
OG0008323	XP_015433173.1	XP_003401209.1
OG0008324	XP_015430329.1	XP_003399635.2
OG0008325	XP_015439099.1	XP_003400576.1
OG0008326	XP_015436314.1	XP_003397846.1
OG0008327	XP_015430514.1	XP_003403132.1
OG0008328	XP_015436307.1	XP_003397847.1
OG0008329	XP_015431302.1	XP_012167870.1
OG0008330	XP_015430943.1	XP_003401775.2
OG0008331	XP_015440517.1	XP_012169583.1
OG0008332	XP_015435942.1	XP_003394619.1
OG0008333	XP_015439661.1	XP_003395599.1
OG0008334	XP_015436149.1	XP_020720256.1
OG0008335	XP_015430341.1	XP_012170152.1
OG0008336	XP_015432731.1	XP_003399787.1
OG0008337	XP_015440481.1	XP_003399283.1
OG0008338	XP_015434741.1	XP_003402355.1
OG0008339	XP_015439096.1	XP_003400568.1
OG0008340	XP_015434010.1	XP_003393711.1
OG0008341	XP_015433850.1	XP_012173786.1
OG0008342	XP_015435560.1	XP_003399015.1
OG0008343	XP_015436925.1	XP_003402400.1
OG0008344	XP_015435393.1	XP_020720326.1
OG0008345	XP_015439094.1	XP_003400685.1
OG0008346	XP_015430652.1	XP_012174031.1
OG0008347	XP_015439095.1	XP_012171144.1
OG0008348	XP_015435848.1	XP_012175831.1
OG0008349	XP_015438838.1	XP_003399310.1
OG0008350	XP_015438054.1	XP_003397205.1
OG0008351	XP_015439952.1	XP_003395302.1
OG0008352	XP_015440493.1	XP_003398899.1
OG0008353	XP_015438715.1	XP_003399873.1
OG0008354	XP_015439066.1	XP_003400826.3
OG0008355	XP_015434892.1	XP_003401465.1
OG0008356	XP_015439038.1	XP_012171639.1
OG0008357	XP_015434846.1	XP_003401463.1
OG0008358	XP_015434644.1	XP_003394497.1
OG0008359	XP_015438656.1	XP_003399724.1
OG0008360	XP_015439865.1	XP_012163857.1
OG0008361	XP_015434655.1	XP_020724168.1
OG0008362	XP_015437274.1	XP_003402589.1
OG0008363	XP_015439389.1	XP_003401342.1
OG0008364	XP_015432178.1	XP_012170324.1
OG0008365	XP_015431812.1	XP_012173749.1
OG0008366	XP_015432201.1	XP_003399760.1
OG0008367	XP_015437969.1	XP_003401072.1
OG0008368	XP_015428701.1	XP_003399173.1
OG0008369	XP_015437985.1	XP_003401078.1
OG0008370	XP_015435540.1	XP_012169056.1
OG0008371	XP_015430768.1	XP_012174106.1
OG0008372	XP_015430195.1	XP_003401110.1
OG0008373	XP_015430189.1	XP_003401089.1
OG0008374	XP_015437967.1	XP_003401141.1
OG0008375	XP_015437607.1	XP_012174161.1
OG0008376	XP_015437578.1	XP_020718357.1
OG0008377	XP_015430690.1	XP_003402399.1
OG0008378	XP_015432478.1	XP_003401515.1
OG0008379	XP_015433662.1	XP_003394123.1
OG0008380	XP_015438189.1	XP_003396290.1
OG0008381	XP_015436256.1	XP_003397840.1
OG0008382	XP_015431458.1	XP_003394713.1
OG0008383	XP_015430706.1, XP_015430705.1	XP_003395225.1, XP_020718466.1
OG0008384	XP_015439716.1	XP_020718877.1, XP_003395671.1, XP_020718876.1
OG0008385	XP_015434404.1	XP_003396553.1
OG0008386	XP_015436409.1	XP_003397877.1
OG0008387	XP_015436136.1	XP_003397926.3
OG0008388	XP_015439567.1	XP_003398309.1
OG0008389	XP_015431355.1	XP_003398579.1
OG0008390	XP_015431275.1	XP_003398585.1
OG0008391	XP_015437052.1	XP_003398724.1, XP_012168730.1, XP_012168729.1
OG0008392	XP_015432656.1	XP_003399605.3
OG0008393	XP_015434724.1	XP_020721697.1, XP_003400016.2
OG0008394	XP_015439295.1	XP_003400660.1
OG0008395	XP_015438911.1	XP_003400853.1
OG0008396	XP_015435611.1	XP_003401251.1
OG0008397	XP_015432612.1	XP_003402779.1, XP_020723531.1
OG0008398	XP_015430540.1	XP_003403207.2
OG0008399	XP_015430772.1	XP_012163144.1
OG0008400	XP_015440133.1	XP_012164502.2
OG0008401	XP_015438772.1	XP_012165487.1
OG0008402	XP_015435198.1	XP_012166107.1
OG0008403	XP_015429543.1	XP_012167477.1
OG0008403	XP_015429531.1	XP_012167526.1
OG0008404	XP_015438347.1	XP_020720841.1, XP_012167767.1
OG0008405	XP_015439603.1	XP_012168013.1
OG0008406	XP_015431032.1	XP_012168771.1
OG0008407	XP_015429739.1	XP_020721302.1, XP_012169626.1, XP_012169625.1
OG0008408	XP_015440437.1	XP_012169788.1
OG0008409	XP_015432679.1	XP_012170362.1
OG0008410	XP_015434289.1	XP_012174546.1
OG0008411	XP_015428943.1	XP_012174875.1, XP_012174874.1
OG0008412	XP_015431557.1	XP_012176103.2
OG0008413	XP_015435383.1	XP_020718366.1
OG0008414	XP_015433593.1	XP_020718371.1
OG0008415	XP_015429792.1	XP_020719383.1
OG0008417	XP_015436968.1	XP_020721781.1
OG0008418	XP_015428972.1	XP_020722504.1
OG0008419	XP_015439713.1	XP_020723584.1
OG0008420	XP_015432055.1	XP_020724051.1
OG0008435	XP_015436919.1	XP_003394952.2
OG0008437	XP_015439153.1	XP_012171902.1
OG0008438	XP_015432637.1	XP_003394170.1
OG0008439	XP_015436884.1	XP_003394948.1
OG0008440	XP_015436943.1	XP_020718419.1
OG0008443	XP_015432922.1	XP_020720865.1
OG0008444	XP_015431139.1	XP_003393917.1
OG0008446	XP_015439482.1	XP_003397793.1
OG0008447	XP_015439275.1	XP_003395018.1
OG0008448	XP_015436527.1	XP_012169077.1
OG0008449	XP_015428511.1	NP_001318040.1
OG0008450	XP_015439152.1	XP_003400743.1
OG0008451	XP_015430671.1	XP_003393515.1
OG0008452	XP_015429053.1	XP_012167437.1
OG0008453	XP_015437102.1	XP_003402820.1
OG0008454	XP_015429125.1	XP_003393890.1
OG0008455	XP_015436936.1	XP_003394981.1
OG0008457	XP_015429217.1	XP_003393516.1
OG0008458	XP_015438223.1	XP_012164966.2
OG0008459	XP_015432839.1	XP_012165845.1
OG0008460	XP_015438322.1	XP_003396405.1
OG0008461	XP_015432635.1	XP_003394171.1
OG0008462	XP_015430993.1	XP_003402909.3
OG0008463	XP_015434669.1	XP_003399488.1
OG0008465	XP_015438011.1	XP_003396210.1
OG0008466	XP_015434717.1	XP_003394566.1
OG0008467	XP_015433001.1	XP_003396209.1
OG0008468	XP_015435032.1	XP_003393878.1
OG0008469	XP_015437840.1	XP_003402230.1
OG0008470	XP_015430192.1	XP_003401341.1
OG0008471	XP_015439290.1	XP_003401993.1
OG0008472	XP_015437095.1	XP_003396413.1
OG0008473	XP_015432850.1	XP_003393067.3
OG0008474	XP_015431445.1	XP_012176540.1
OG0008475	XP_015432634.1	XP_003394167.1
OG0008477	XP_015431568.1	XP_003394720.1
OG0008478	XP_015435035.1	XP_003402635.1
OG0008479	XP_015436832.1	XP_003393295.1
OG0008480	XP_015434379.1	XP_003396818.1
OG0008481	XP_015440403.1	XP_003396970.1
OG0008482	XP_015432150.1	XP_003393944.1
OG0008483	XP_015436949.1	XP_012174148.1
OG0008485	XP_015432413.1	XP_020722751.1
OG0008486	XP_015435213.1	XP_003399211.3
OG0008488	XP_015437122.1	XP_012165478.1
OG0008489	XP_015429134.1	XP_003394076.1
OG0008490	XP_015429777.1	XP_003394324.1
OG0008491	XP_015437510.1	XP_003403093.1
OG0008492	XP_015439469.1	XP_020720210.1
OG0008494	XP_015440496.1	XP_003399403.1
OG0008495	XP_015437060.1	XP_003399157.1
OG0008496	XP_015435702.1	XP_003397636.1
OG0008497	XP_015440492.1	XP_003399149.1
OG0008498	XP_015435108.1	XP_003397031.1
OG0008499	XP_015432384.1	XP_020721985.1
OG0008500	XP_015432371.1	XP_003393930.1
OG0008504	XP_015436041.1	XP_003398030.1
OG0008505	XP_015430224.1	XP_003403007.1
OG0008506	XP_015434045.1	XP_003400375.1
OG0008507	XP_015433785.1	XP_003401761.1
OG0008508	XP_015429193.1	XP_020719902.1
OG0008511	XP_015433660.1	XP_003394282.1
OG0008512	XP_015429771.1	XP_003394332.1
OG0008513	XP_015437684.1	XP_003400213.1
OG0008514	XP_015438031.1	XP_012170971.2
OG0008515	XP_015429525.1	XP_003397294.1
OG0008516	XP_015429527.1	XP_003397171.3
OG0008517	XP_015438142.1	XP_003400027.1
OG0008518	XP_015429143.1	XP_003394078.1
OG0008519	XP_015429622.1	XP_003397382.1
OG0008520	XP_015431051.1	XP_003397596.1
OG0008521	XP_015439511.1	XP_003397516.1
OG0008522	XP_015434665.1	XP_003399475.1
OG0008523	XP_015434605.1	XP_003399489.1
OG0008524	XP_015438828.1	XP_003396166.1
OG0008527	XP_015429149.1	XP_003394092.1
OG0008528	XP_015433031.1	XP_003393938.1
OG0008531	XP_015440270.1	XP_003395726.1
OG0008532	XP_015439671.1	XP_012164384.1
OG0008534	XP_015434955.1	XP_003402652.1
OG0008536	XP_015437363.1	XP_020721175.1
OG0008537	XP_015438179.1	XP_003395943.1
OG0008538	XP_015438969.1	XP_003402295.1
OG0008540	XP_015430148.1	XP_003392989.1
OG0008541	XP_015437696.1	XP_003393344.1
OG0008543	XP_015430389.1	XP_020721640.1
OG0008544	XP_015430137.1	XP_003396417.1
OG0008545	XP_015430369.1	XP_012170143.1
OG0008547	XP_015431661.1	XP_003395184.1
OG0008548	XP_015437774.1	XP_020718980.1
OG0008550	XP_015440065.1	XP_003397697.1
OG0008552	XP_015430004.1	XP_003396517.1
OG0008553	XP_015437424.1	XP_003396238.1
OG0008554	XP_015430994.1	XP_012174789.1
OG0008555	XP_015430997.1	XP_003402905.1
OG0008556	XP_015432511.1	XP_003401496.1
OG0008558	XP_015430511.1	XP_003403198.1
OG0008559	XP_015430545.1	XP_012175119.1
OG0008560	XP_015437492.1	XP_003401882.1
OG0008561	XP_015435865.1	XP_012176382.1
OG0008562	XP_015433582.1	XP_012174199.1
OG0008563	XP_015437135.1	XP_020722701.1
OG0008566	XP_015433621.1	XP_012170720.1
OG0008569	XP_015439205.1	XP_012163501.1
OG0008570	XP_015430722.1	XP_003394756.1
OG0008571	XP_015430769.1	XP_020718486.1
OG0008572	XP_015439357.1	XP_012172507.2
OG0008573	XP_015439363.1	XP_003401577.1
OG0008575	XP_015430184.1	XP_020722781.1
OG0008576	XP_015431235.1	XP_003397605.1
OG0008577	XP_015433653.1	XP_003394266.1
OG0008580	XP_015433184.1	XP_003401388.1
OG0008581	XP_015433185.1	XP_003401229.1
OG0008582	XP_015435640.1	XP_020722551.1
OG0008584	XP_015428420.1	XP_012173729.1
OG0008585	XP_015439473.1	XP_020720075.1
OG0008588	XP_015438604.1	XP_003398391.1
OG0008591	XP_015440295.1	XP_020723858.1
OG0008592	XP_015440303.1	XP_012175255.1
OG0008593	XP_015440305.1	XP_020723857.1
OG0008594	XP_015439491.1	XP_012163402.1
OG0008595	XP_015438311.1	XP_012163407.1
OG0008596	XP_015438080.1	XP_012163147.1
OG0008597	XP_015438389.1	XP_012168447.2, XP_020720586.1, XP_020720585.1, XP_020720587.1
OG0008598	XP_015436457.1	XP_020722108.1
OG0008599	XP_015434152.1	XP_012171677.1
OG0008601	XP_015431597.1	XP_012170160.1
OG0008602	XP_015433761.1	XP_012170079.1
OG0008603	XP_015434593.1	XP_012170175.1
OG0008605	XP_015430198.1	XP_020722459.1
OG0008606	XP_015430169.1	XP_012172234.1
OG0008607	XP_015439425.1	XP_012172068.1
OG0008608	XP_015440291.1	XP_003400984.1
OG0008609	XP_015439313.1	XP_012171996.1
OG0008612	XP_015429073.1	XP_012170700.1
OG0008613	XP_015429201.1	XP_012166387.1
OG0008615	XP_015436576.1	XP_003398808.1
OG0008617	XP_015428855.1	XP_003398176.1
OG0008618	XP_015433490.1	XP_003401729.1
OG0008619	XP_015430952.1	XP_003403420.1
OG0008620	XP_015429169.1	XP_012175769.1
OG0008621	XP_015429153.1	XP_012175766.1
OG0008622	XP_015429008.1	XP_012175762.1, XP_012175760.1
OG0008624	XP_015439710.1	XP_003395538.1
OG0008625	XP_015432000.1	XP_012164903.1
OG0008626	XP_015432010.1	XP_003396038.1
OG0008627	XP_015428901.1	XP_020720799.1
OG0008628	XP_015428882.1	XP_012167941.1
OG0008629	XP_015439564.1	XP_012167959.1
OG0008631	XP_015434047.1	XP_020722029.1
OG0008632	XP_015432395.1	XP_012175644.1
OG0008633	XP_015431783.1	XP_012175629.1
OG0008634	XP_015432097.1	XP_003393922.1
OG0008636	XP_015428974.1	XP_020723822.1
OG0008638	XP_015438439.1	XP_003398247.1
OG0008639	XP_015440529.1	XP_003399320.1
OG0008640	XP_015438813.1	XP_003398775.1
OG0008641	XP_015430475.1	XP_012175181.1
OG0008643	XP_015430646.1	XP_012174102.1
OG0008645	XP_015436265.1	XP_012167569.1
OG0008646	XP_015436295.1	XP_003397842.1
OG0008647	XP_015429101.1	XP_003393830.1
OG0008648	XP_015433728.1	XP_012166138.1
OG0008649	XP_015434518.1	XP_012165743.1
OG0008650	XP_015434415.1	XP_012165740.1
OG0008651	XP_015432567.1	XP_020723307.1
OG0008652	XP_015432440.1	XP_003393934.1
OG0008653	XP_015432784.1	XP_012173965.1
OG0008654	XP_015432418.1	XP_020723996.1
OG0008655	XP_015429018.1	XP_020724036.1
OG0008656	XP_015434963.1	XP_012175544.1
OG0008657	XP_015431406.1	XP_012175399.1
OG0008659	XP_015430785.1	XP_012174179.1
OG0008660	XP_015434587.1	XP_012176431.1
OG0008661	XP_015432663.1	XP_012170021.1
OG0008664	XP_015438281.1	XP_020719282.1
OG0008665	XP_015436561.1	XP_012166200.2
OG0008666	XP_015437764.1	XP_012169386.1
OG0008667	XP_015432881.1	XP_012172547.1
OG0008668	XP_015430938.1	XP_020718499.1
OG0008669	XP_015438429.1	XP_003395896.1
OG0008670	XP_015438200.1	XP_012173867.1
OG0008673	XP_015435397.1	XP_003393210.1
OG0008674	XP_015430695.1	XP_003392988.1
OG0008676	XP_015432812.1	XP_003393505.2
OG0008677	XP_015436851.1	XP_003393333.3
OG0008678	XP_015430793.1	XP_020719592.1
OG0008679	XP_015437906.1	XP_012166413.1
OG0008681	XP_015437888.1	XP_003398607.1
OG0008683	XP_015432429.1	XP_012175692.1
OG0008684	XP_015429043.1	XP_003393880.1
OG0008685	XP_015432565.1	XP_012173971.2
OG0008687	XP_015435806.1	XP_003394553.1
OG0008689	XP_015436929.1	XP_003394984.1
OG0008690	XP_015430622.1	XP_020718548.1
OG0008691	XP_015430667.1	XP_020718470.1
OG0008693	XP_015431674.1	XP_020718286.1
OG0008698	XP_015429801.1	XP_012165547.1
OG0008700	XP_015433561.1	XP_020723089.1
OG0008702	XP_015432047.1	XP_012173856.1
OG0008703	XP_015438734.1	XP_012175303.1
OG0008705	XP_015434522.1	XP_003396882.2
OG0008706	XP_015434003.1	XP_003396208.2
OG0008707	XP_015435094.1	XP_020719751.1
OG0008708	XP_015433533.1	XP_020722937.1
OG0008709	XP_015433875.1	XP_012176303.1, XP_003394437.2
OG0008710	XP_015434942.1	XP_003397473.1
OG0008712	XP_015439490.1	XP_020720436.1
OG0008713	XP_015436056.1	XP_020720146.1
OG0008714	XP_015428957.1	XP_012167928.1
OG0008716	XP_015428945.1	XP_012167835.1
OG0008717	XP_015429814.1	XP_012165815.1
OG0008718	XP_015437339.1	XP_012169313.1
OG0008719	XP_015437852.1	XP_003396470.1
OG0008720	XP_015435204.1	XP_012166114.1
OG0008721	XP_015436692.1	XP_003396813.1
OG0008722	XP_015432090.1	XP_020721589.1
OG0008723	XP_015432214.1	XP_012170453.1
OG0008724	XP_015439361.1	XP_003401598.1
OG0008725	XP_015432321.1	XP_003400208.1
OG0008726	XP_015433605.1	XP_003400109.2
OG0008727	XP_015428600.1	XP_003400271.1
OG0008728	XP_015432387.1	XP_003400293.1
OG0008729	XP_015429613.1	XP_020720649.1
OG0008730	XP_015434873.1	XP_012172672.1
OG0008731	XP_015439322.1	XP_020722723.1
OG0008732	XP_015435586.1	XP_020722549.1
OG0008733	XP_015435585.1	XP_012172391.1
OG0008735	XP_015434800.1	XP_020722606.1
OG0008739	XP_015438525.1	XP_020720842.1
OG0008740	XP_015435422.1	XP_003393446.1
OG0008741	XP_015436346.1	XP_003397804.1
OG0008742	XP_015431717.1	XP_012174359.1
OG0008743	XP_015436022.1	XP_012173755.1
OG0008744	XP_015431799.1	XP_003394022.1
OG0008745	XP_015437842.1	XP_012173766.1
OG0008746	XP_015428993.1	XP_003394095.1
OG0008747	XP_015432382.1	XP_012175613.1
OG0008748	XP_015434020.1	XP_003402646.1
OG0008749	XP_015431873.1	XP_003398626.1
OG0008750	XP_015429389.1	XP_012165255.1
OG0008751	XP_015432884.1	XP_012175593.2
OG0008752	XP_015428973.1	XP_012175685.2
OG0008753	XP_015431875.1	XP_012169980.1
OG0008755	XP_015435010.1	XP_020722229.1
OG0008756	XP_015436020.1	XP_012173752.1
OG0008757	XP_015429085.1	XP_012175801.1
OG0008758	XP_015429048.1	XP_003394047.1
OG0008759	XP_015438336.1	XP_003398150.1
OG0008760	XP_015433627.1	XP_003394394.1
OG0008761	XP_015435782.1	XP_003394407.2
OG0008762	XP_015434232.1	XP_012174223.1
OG0008763	XP_015434401.1	XP_003400428.1
OG0008764	XP_015430619.1	XP_003394746.1
