Orthogroup	Megachile_rotundata	Drosophila_melanogaster
OG0006258	XP_003703174.1	NP_001014577.1
OG0006259	XP_003701020.1	NP_476833.1
OG0006260	XP_003702612.1	NP_524330.2
OG0006261	XP_003699827.2	NP_648837.2
OG0006262	XP_003701483.1	NP_001287107.1
OG0006263	XP_012138577.1	NP_001246449.1
OG0006264	XP_003703698.1	NP_001303458.1
OG0006265	XP_012147233.1, XP_012147232.1, XP_003706091.1	NP_001262396.1
OG0006266	XP_012137613.1	NP_726016.1
OG0006267	XP_003705068.1	NP_611223.4
OG0006268	XP_003704134.1	NP_647979.1
OG0006269	XP_003704480.1	NP_649826.3
OG0006270	XP_003701553.1	NP_651665.2
OG0006271	XP_012151135.1	NP_001285268.1
OG0006273	XP_003700447.1	NP_732199.2
OG0006274	XP_003704499.1	NP_001286160.1
OG0006275	XP_012150834.1	NP_728606.1, NP_726727.1
OG0006276	XP_012144272.1	NP_524040.2
OG0006277	XP_003704154.1, XP_012142598.1	NP_651757.1
OG0006278	XP_003702024.1	NP_477226.2
OG0006279	XP_003705284.1	NP_001285719.1
OG0006280	XP_012135371.1	NP_608318.5
OG0006282	XP_012149326.1	NP_649414.1
OG0006283	XP_003699459.1	NP_524100.1
OG0006284	XP_003699888.1	NP_572441.1
OG0006285	XP_003707891.1	NP_001163022.1, NP_001260629.1
OG0006286	XP_003706588.1	NP_001262267.1
OG0006287	XP_003702812.1	NP_523969.1
OG0006288	XP_003704475.1	NP_572901.1
OG0006289	XP_003707708.1	NP_650822.1
OG0006291	XP_003701536.1	NP_648556.3
OG0006292	XP_012142650.1	NP_001259502.1
OG0006293	XP_003703719.1	NP_001262699.1
OG0006294	XP_003701992.1	NP_649499.1
OG0006295	XP_012138912.1	NP_608738.1
OG0006296	XP_003700195.1, XP_012153293.1	NP_609375.1
OG0006297	XP_003701293.2	NP_608779.1
OG0006298	XP_003706726.1	NP_001285902.1
OG0006299	XP_012141981.1	NP_001247105.1
OG0006300	XP_003703239.1	NP_572930.3
OG0006301	XP_003703106.1	NP_611332.1
OG0006302	XP_003700533.1	NP_572215.1
OG0006303	XP_003703008.2	NP_001262065.1
OG0006304	XP_003708396.1	NP_651005.1
OG0006305	XP_003704124.1	NP_523357.2
OG0006306	XP_003701677.2	NP_610167.3
OG0006307	XP_003702561.1	NP_001261793.1
OG0006308	XP_003705197.1	NP_477318.1
OG0006309	XP_003703942.1	NP_001286949.1
OG0006310	XP_003706629.1	NP_001260349.1
OG0006311	XP_003702764.1	NP_001261955.1
OG0006312	XP_012150687.1	NP_001246038.1
OG0006313	XP_003703755.1	NP_572308.3, NP_001287039.1
OG0006314	XP_012145600.1	NP_001286676.1
OG0006315	XP_012145520.1	NP_001097366.1
OG0006316	XP_003700239.1	NP_001285018.1, NP_611485.1
OG0006317	XP_012149270.1	NP_611265.1
OG0006318	XP_012145507.1	NP_001262587.1
OG0006319	XP_003703146.1	NP_001261559.1
OG0006320	XP_003706370.1	NP_001303467.1
OG0006322	XP_003704900.1	NP_648756.1
OG0006323	XP_003705748.1	NP_001303317.1
OG0006324	XP_003706004.1	NP_525123.2
OG0006325	XP_003701159.1, XP_012135595.1	NP_608615.1
OG0006326	XP_012134722.1	NP_001356954.1
OG0006327	XP_012140035.1	NP_611270.1
OG0006328	XP_012140987.1	NP_724578.1
OG0006329	XP_012140840.1	NP_524303.2, NP_477371.1
OG0006331	XP_012139438.1	NP_648257.1
OG0006333	XP_003704484.1	NP_477332.1
OG0006334	XP_003701061.1	NP_523663.1
OG0006335	XP_003708420.1	NP_001263028.1
OG0006337	XP_003702623.1	NP_001163572.1, NP_648007.1
OG0006340	XP_012146746.1	NP_001262553.1
OG0006343	XP_003705296.2	NP_610953.1
OG0006344	XP_012149245.1	NP_001247302.1
OG0006345	XP_012136696.1	NP_651390.2
OG0006346	XP_012145588.1	NP_650662.1
OG0006347	XP_012137896.1	NP_612080.1
OG0006348	XP_003700774.1	NP_647884.1
OG0006349	XP_012144813.1	NP_001259426.1
OG0006350	XP_003703761.1, XP_012141795.1	NP_651099.1
OG0006351	XP_012145293.1	NP_651220.3
OG0006352	XP_012136888.1	NP_648347.2
OG0006353	XP_003701028.1, XP_003701029.1	NP_001097319.1
OG0006355	XP_003701163.1	NP_001262542.1
OG0006356	XP_003703515.1	NP_651922.1
OG0006357	XP_012148137.1	NP_001259191.1
OG0006358	XP_003699722.1	NP_523374.2
OG0006359	XP_012135647.1	NP_001287135.1, NP_572757.2
OG0006360	XP_003703679.1	NP_611881.1
OG0006361	XP_003702928.1	NP_609441.1
OG0006362	XP_003703243.1	NP_610055.1
OG0006363	XP_012146190.1	NP_648043.1, NP_648045.2
OG0006364	XP_003702126.1	NP_001246952.1
OG0006365	XP_012143915.1	NP_001247027.1
OG0006366	XP_003706249.1	NP_001163243.1
OG0006367	XP_012145945.1	NP_608426.1
OG0006368	XP_012152687.1	NP_647932.1
OG0006369	XP_003708113.1	NP_001036574.1
OG0006370	XP_003707121.1	NP_611051.2
OG0006371	XP_003703949.1	NP_001260450.1
OG0006372	XP_003706711.1	NP_001246894.1
OG0006373	XP_003704177.2	NP_001260269.1
OG0006374	XP_003702349.1	NP_648111.1
OG0006375	XP_003699572.1	NP_610929.2
OG0006377	XP_012150882.1	NP_001261387.1
OG0006378	XP_003700736.1	NP_524124.1
OG0006379	XP_012148999.1	NP_001097077.1
OG0006380	XP_003704329.1	NP_733372.1
OG0006381	XP_003702737.1	NP_001303418.1, NP_001137750.1
OG0006382	XP_003703963.1	NP_001261668.1
OG0006383	XP_003706591.1	NP_723346.2
OG0006384	XP_003707777.1	NP_572861.1
OG0006385	XP_003704862.2, XP_012144318.1	NP_523814.1
OG0006386	XP_003701520.1	NP_611601.2
OG0006388	XP_003704067.1	NP_611095.1
OG0006389	XP_012148939.1	NP_536736.2
OG0006390	XP_003706333.1	NP_001285318.1
OG0006391	XP_012152299.1	NP_996333.4
OG0006392	XP_003705647.1	NP_001260321.1
OG0006393	XP_003702356.1	NP_648421.1
OG0006394	XP_012147818.1	NP_611637.1
OG0006395	XP_012140935.1	NP_650562.1
OG0006396	XP_012146108.1	NP_001014557.3
OG0006397	XP_003700775.1	NP_001261867.1
OG0006398	XP_003706762.1	NP_648445.1
OG0006399	XP_012151075.1	NP_572350.2
OG0006400	XP_012140911.1	NP_001097320.1
OG0006401	XP_012141126.1	NP_001163598.1
OG0006402	XP_012145808.1	NP_650781.2
OG0006403	XP_012146177.1	NP_001097237.1
OG0006404	XP_003704664.1	NP_001303320.1
OG0006405	XP_003704221.1	NP_612047.1
OG0006406	XP_003701495.1	NP_652499.2
OG0006407	XP_012135641.1	NP_001014591.1, NP_649111.1
OG0006408	XP_003703428.1	NP_001260842.1
OG0006409	XP_003708391.1	NP_001262665.1
OG0006410	XP_012143236.1	NP_001260372.1
OG0006411	XP_012150039.1	NP_001286801.1
OG0006412	XP_003707523.2	NP_001259406.1
OG0006413	XP_012147997.1	NP_608646.3
OG0006414	XP_003699721.1	NP_001286371.1
OG0006415	XP_012143335.1	NP_649200.2
OG0006416	XP_012151420.1	NP_609105.1
OG0006417	XP_003707014.1	NP_650573.1
OG0006418	XP_012139461.1	NP_001137711.1
OG0006419	XP_003703552.1	NP_650701.1
OG0006420	XP_003703268.1	NP_001303455.1
OG0006421	XP_012144607.1	NP_609552.1
OG0006422	XP_003700013.1	NP_611963.5
OG0006423	XP_003707874.2	NP_001286661.1
OG0006425	XP_012142999.1	NP_511118.2
OG0006426	XP_012136936.1	NP_523783.1
OG0006427	XP_003705378.1	NP_523662.1
OG0006428	XP_003704912.1	NP_001245616.1
OG0006429	XP_003703183.1, XP_012140265.1	NP_524521.1
OG0006430	XP_003705232.1	NP_001262867.1
OG0006431	XP_012136828.1	NP_572872.1
OG0006432	XP_003702316.1	NP_476821.1
OG0006433	XP_003702673.1	NP_651194.1
OG0006434	XP_003701954.1	NP_996032.1
OG0006435	XP_012137630.1	NP_523932.2
OG0006437	XP_003699644.2	NP_612075.1
OG0006439	XP_003700466.1	NP_650742.2
OG0006440	XP_012145634.1	NP_732771.2
OG0006441	XP_003703870.1	NP_001163682.1
OG0006442	XP_003705821.1	NP_523829.2
OG0006443	XP_003699440.1	NP_650656.1
OG0006444	XP_003702034.1	NP_572656.1
OG0006445	XP_003704065.1	NP_524106.3
OG0006446	XP_012147888.1	NP_731221.2
OG0006447	XP_012142486.1	NP_524654.2
OG0006448	XP_012140788.1	NP_001284744.1
OG0006449	XP_003703484.1	NP_001263041.1
OG0006450	XP_003706751.1	NP_722679.1
OG0006451	XP_003700051.1	NP_001303431.1
OG0006452	XP_003707343.1	NP_608868.1
OG0006453	XP_003702581.2	NP_001036635.1
OG0006454	XP_012153767.1	NP_609947.1
OG0006455	XP_012137181.1	NP_001261249.1
OG0006456	XP_003701539.1	NP_001286247.1
OG0006457	XP_012135941.1, XP_012135940.1	NP_652608.1
OG0006458	XP_003701220.1	NP_572712.1
OG0006459	XP_012151340.1	NP_001368976.1
OG0006460	XP_012141542.1	NP_476661.1
OG0006463	XP_012142169.1	NP_648712.1
OG0006464	XP_003707299.1	NP_731085.2
OG0006465	XP_012142541.1	NP_001189248.1
OG0006466	XP_003704985.1	NP_523430.1
OG0006467	XP_003706870.1	NP_727512.3
OG0006469	XP_012150699.1	NP_788381.1
OG0006470	XP_012153483.1	NP_001015505.5
OG0006471	XP_012145802.1	NP_724130.4
OG0006472	XP_012142473.1	NP_524177.1
OG0006473	XP_003701636.2	NP_610765.1
OG0006474	XP_012154069.1	NP_651669.1
OG0006475	XP_003703753.1	NP_001260616.1
OG0006476	XP_003704056.1	NP_610666.1
OG0006477	XP_003699506.1	NP_001260457.1, NP_573049.2
OG0006478	XP_012144873.1, XP_003705099.1	NP_610897.1, NP_001163564.1
OG0006480	XP_003700351.1	NP_611573.1
OG0006482	XP_003703643.1	NP_610192.1
OG0006483	XP_012152991.1	NP_001286994.1
OG0006484	XP_012136779.1	NP_001162825.1
OG0006485	XP_003707937.1	NP_001246454.1
OG0006486	XP_012147145.1	NP_001259592.1
OG0006487	XP_012146039.1, XP_012134570.1	NP_609081.1
OG0006488	XP_003703876.1	NP_524433.1
OG0006489	XP_012142435.1	NP_650854.1
OG0006490	XP_012141724.1	NP_001260049.1
OG0006491	XP_003703827.1, XP_012141793.1	NP_001262064.1
OG0006493	XP_003701372.1	NP_001287323.1
OG0006494	XP_003700970.1	NP_523415.1
OG0006495	XP_003699889.1	NP_652039.2
OG0006496	XP_012135908.1, XP_012135910.1	NP_648451.1
OG0006497	XP_012145552.1	NP_001286123.1
OG0006498	XP_003700445.1	NP_609547.2
OG0006499	XP_003700251.1	NP_001260984.1
OG0006500	XP_012152166.1	NP_995745.1
OG0006501	XP_012141823.1	NP_001260732.1
OG0006502	XP_003704581.2	NP_001262121.1
OG0006503	XP_012142671.1	NP_001259149.1
OG0006504	XP_012139962.1	NP_001033801.3
OG0006505	XP_012142494.1	NP_724254.1
OG0006506	XP_012144024.1	NP_001286906.1
OG0006507	XP_012151460.1	NP_001261432.1
OG0006508	XP_012149122.1	NP_001261229.1
OG0006509	XP_012153492.1	NP_651753.2
OG0006510	XP_003702151.2	NP_001246855.1
OG0006512	XP_012145579.1	NP_001287497.1
OG0006513	XP_012145475.1	NP_001189278.1
OG0006514	XP_012149813.1	NP_001261924.1
OG0006515	XP_012141257.1	NP_728163.2
OG0006516	XP_003708453.1	NP_611466.2
OG0006517	XP_012144539.1	NP_650708.1
OG0006518	XP_012146147.1	NP_001097501.1
OG0006519	XP_012142347.1	NP_001284996.1
OG0006520	XP_003699313.1	NP_569844.2
OG0006521	XP_003701994.1	NP_609503.2
OG0006522	XP_003702204.1	NP_650208.1
OG0006523	XP_012149482.1	NP_001261780.1
OG0006524	XP_012144634.1	NP_610456.4
OG0006525	XP_003701620.1	NP_651048.1
OG0006526	XP_012152234.1	NP_001260222.1
OG0006527	XP_012141936.1	NP_001096877.1
OG0006528	XP_012136005.1	NP_001097814.1
OG0006529	XP_003701942.1	NP_001027175.1
OG0006530	XP_012137871.1	NP_573183.2
OG0006532	XP_003699179.1	NP_001286828.1
OG0006533	XP_003702993.1	NP_652341.1
OG0006534	XP_003703974.1	NP_649565.1
OG0006535	XP_012137375.1	NP_001246384.1
OG0006536	XP_012145213.1	NP_573330.3
OG0006537	XP_003702531.1	NP_001097361.1
OG0006538	XP_003707066.1	NP_001260672.1
OG0006539	XP_003701393.2	NP_648879.1
OG0006540	XP_003700954.1	NP_001245851.1
OG0006541	XP_003703792.2	NP_524382.1
OG0006542	XP_012153883.1	NP_001260462.1, NP_610500.2
OG0006543	XP_003704919.2	NP_651400.1
OG0006544	XP_003700258.1	NP_001245588.1
OG0006545	XP_003701273.1	NP_001285789.1
OG0006546	XP_012137685.1	NP_524871.1
OG0006547	XP_012136901.1	NP_652007.1
OG0006548	XP_003706470.1	NP_511119.2
OG0006549	XP_003705424.1	NP_732721.1
OG0006551	XP_012140829.1	NP_001163782.1
OG0006552	XP_003702949.1	NP_609401.2
OG0006553	XP_012151799.1	NP_001097723.1
OG0006554	XP_003706527.1	NP_648102.2
OG0006555	XP_012135317.1, XP_003704555.1	NP_001286941.1
OG0006556	XP_003707505.1	NP_001246837.1
OG0006558	XP_003704036.1	NP_648782.2
OG0006559	XP_012136817.1	NP_001260606.1
OG0006560	XP_012142156.1	NP_611246.1
OG0006561	XP_003706196.2	NP_523966.2
OG0006562	XP_003708438.2	NP_001189228.1
OG0006563	XP_003707212.1	NP_651886.1
OG0006565	XP_003707294.1	NP_001262415.1
OG0006566	XP_012143372.1	NP_001368934.1
OG0006568	XP_003706739.2	NP_573334.1
OG0006570	XP_012144953.1	NP_610467.1
OG0006571	XP_012137771.1	NP_611965.2
OG0006573	XP_012138143.1	NP_524202.1
OG0006574	XP_012143774.1	NP_001260559.1
OG0006575	XP_012136931.1, XP_003701691.1	NP_647645.1, NP_728477.1
OG0006576	XP_003699388.1	NP_572311.1
OG0006577	XP_012136608.1	NP_725221.1
OG0006579	XP_003699378.1	NP_610995.1
OG0006580	XP_003706799.1	NP_648182.1
OG0006581	XP_012153528.1	NP_001284841.1
OG0006582	XP_003702216.1	NP_651320.1
OG0006583	XP_012147335.1	NP_001259968.1
OG0006584	XP_012143523.1	NP_611708.2
OG0006586	XP_003699187.1	NP_573166.1
OG0006587	XP_003705426.1	NP_649025.1
OG0006588	XP_012142296.1	NP_524861.2
OG0006589	XP_003705695.2	NP_648662.1
OG0006590	XP_012136332.1	NP_001260230.1
OG0006591	XP_012141214.1	NP_651326.1
OG0006592	XP_003699448.1	NP_001260421.1
OG0006593	XP_012146441.1	NP_001261850.1
OG0006594	XP_003700373.1	NP_788400.1
OG0006595	XP_012146165.1	NP_524046.2, NP_524045.2
OG0006597	XP_012144908.1	NP_722974.1
OG0006598	XP_003705895.2	NP_001284859.1
OG0006599	XP_012141170.1	NP_573025.2
OG0006600	XP_012134944.1	NP_001027571.3
OG0006601	XP_003701068.2	NP_001245448.1
OG0006602	XP_012151365.1	NP_726062.2
OG0006603	XP_012136084.1	NP_001285466.1
OG0006604	XP_003702012.1	NP_728614.1
OG0006605	XP_012144911.1	NP_728903.1, NP_647831.1
OG0006606	XP_012137207.1	NP_477004.5
OG0006607	XP_003702377.2	NP_477023.1
OG0006608	XP_012134532.1	NP_001259183.2
OG0006609	XP_012153676.1	NP_001247045.1
OG0006610	XP_012139874.1	NP_001137709.1
OG0006611	XP_012153958.1	NP_650795.2
OG0006612	XP_012135824.1	NP_610042.1
OG0006614	XP_012136204.1	NP_001263024.1
OG0006615	XP_012147465.1	NP_608822.1
OG0006616	XP_003703237.1	NP_001261396.1
OG0006617	XP_003708175.1	NP_610963.1
OG0006618	XP_012140625.1	NP_001261779.1
OG0006619	XP_003700150.1	NP_651353.1
OG0006620	XP_012140178.1, XP_012140171.1	NP_001260170.1
OG0006621	XP_003700422.1	NP_733258.4
OG0006623	XP_003704841.1	NP_650894.1
OG0006625	XP_012147515.1	NP_001303445.1
OG0006626	XP_012151553.1	NP_001259401.1
OG0006627	XP_012153451.1	NP_001262497.1
OG0006628	XP_012143193.1	NP_001027085.1
OG0006629	XP_003708407.1	NP_612086.1
OG0006630	XP_003708424.1	NP_995605.1
OG0006631	XP_003708390.1	NP_723849.1
OG0006632	XP_012150290.1	NP_611544.1
OG0006633	XP_003700041.2	NP_648447.2
OG0006634	XP_012142528.1	NP_647753.1
OG0006635	XP_003704678.2	NP_723746.1
OG0006638	XP_012139654.1	NP_001259129.1
OG0006639	XP_012153038.1	NP_001303569.1
OG0006640	XP_012152753.1	NP_647681.2
OG0006641	XP_012135324.1	NP_523860.2
OG0006642	XP_012138583.1	NP_001246701.1
OG0006643	XP_003699628.1	NP_524593.1
OG0006644	XP_012147165.1	NP_001246636.1
OG0006645	XP_012149185.1	NP_001036712.1
OG0006646	XP_003706367.1	NP_648976.2
OG0006647	XP_003705250.1	NP_001262661.1
OG0006648	XP_003703207.1, XP_012140381.1	NP_524830.2
OG0006649	XP_012154150.1	NP_001097795.1
OG0006650	XP_012142591.1	NP_651043.2
OG0006651	XP_012139610.1	NP_001246417.1
OG0006652	XP_012141858.1	NP_511114.2
OG0006653	XP_012147883.1, XP_012147879.1	NP_001260807.1
OG0006654	XP_003703875.1	NP_732637.1
OG0006655	XP_012152857.1, XP_003708428.1	NP_733334.1
OG0006656	XP_003706825.2	NP_476751.1
OG0006657	XP_012146498.1	NP_001261752.1
OG0006658	XP_012148293.1, XP_012148351.1	NP_610341.2
OG0006659	XP_003703017.1	NP_523651.4
OG0006661	XP_012147802.1	NP_652072.1
OG0006662	XP_012137119.1	NP_001036369.3
OG0006663	XP_012145292.1, XP_012145300.1	NP_524322.1
OG0006664	XP_012141391.1	NP_001284962.1
OG0006665	XP_003702777.1	NP_573020.2
OG0006666	XP_003708292.2	NP_001261244.1
OG0006667	XP_012148244.1	NP_001260066.1
OG0006668	XP_003703249.1	NP_572884.1
OG0006669	XP_012148069.1	NP_001261806.1
OG0006670	XP_012151790.1	NP_001261884.1
OG0006671	XP_012151545.1	NP_511168.3
OG0006672	XP_003705714.1	NP_644677.1, NP_572976.1
OG0006673	XP_012154559.1, XP_012154557.1	NP_610851.2
OG0006674	XP_003705971.1	NP_001097906.1
OG0006675	XP_012135044.1	NP_733018.1
OG0006676	XP_012147446.1	NP_650650.1
OG0006677	XP_012148900.1	NP_001246788.1
OG0006678	XP_012151363.1	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3
OG0006679	XP_003705170.1	NP_001286616.1
OG0006680	XP_003701017.1	NP_524157.2
OG0006681	XP_012149007.1, XP_012149012.1	NP_001287422.2
OG0006682	XP_012136198.1	NP_001263002.1
OG0006683	XP_012141204.1	NP_001259114.1
OG0006684	XP_003699970.1	NP_610264.1
OG0006685	XP_003708616.1, XP_012153379.1	NP_650146.1
OG0006686	XP_003708622.2	NP_001286984.1
OG0006687	XP_003704364.1	NP_001261219.1
OG0006688	XP_003700653.1, XP_012134724.1	NP_608608.2
OG0006689	XP_003700035.1	NP_001261251.1
OG0006690	XP_003706321.1	NP_001260675.1
OG0006691	XP_012148570.1	NP_610602.2, NP_611525.1, NP_611519.2
OG0006692	XP_003705316.1, XP_012145256.1, XP_012145257.1, XP_012145258.1, XP_012145259.1	NP_726368.2
OG0006693	XP_003699987.1	NP_001246066.1
OG0006695	XP_003699592.1	NP_001262588.1
OG0006696	XP_003700527.1	NP_001262544.1, NP_611915.1
OG0006697	XP_012150901.1	NP_001027093.1
OG0006698	XP_003704884.1	NP_001261300.1
OG0006699	XP_012154125.1	NP_648574.1
OG0006700	XP_003705332.1	NP_609380.1
OG0006701	XP_003706177.1	NP_610031.1
OG0006702	XP_003700873.2	NP_650138.1, NP_650140.1, NP_650139.3
OG0006703	XP_003708478.1	NP_650646.1
OG0006704	XP_012151811.1	NP_788522.1
OG0006706	XP_012143023.1	NP_001286635.1
OG0006707	XP_003700151.1	NP_609052.1
OG0006708	XP_003706565.1	NP_572755.1
OG0006709	XP_003702903.1	NP_001285859.1
OG0006710	XP_003708176.1	NP_572332.1
OG0006711	XP_012139126.1, XP_003702671.1	NP_732533.1
OG0006713	XP_012147607.1	NP_651682.1
OG0006714	XP_003704765.1	NP_647783.3
OG0006715	XP_012140254.1	NP_001137703.1
OG0006716	XP_012152921.1	NP_001262649.1
OG0006717	XP_003702433.1	NP_647898.3
OG0006718	XP_012153103.1	NP_612024.4
OG0006719	XP_012151737.1	NP_725178.2
OG0006720	XP_003705053.1	NP_724619.2
OG0006721	XP_003700744.1	NP_001261159.1
OG0006722	XP_003704031.2	NP_001284773.1
OG0006723	XP_003708007.1	NP_001246283.1
OG0006724	XP_003701140.1	NP_573137.1
OG0006725	XP_012144811.1	NP_001260554.1
OG0006726	XP_003704324.1	NP_609327.3
OG0006728	XP_003702336.1, XP_012138224.1	NP_001096908.1
OG0006729	XP_003700768.1	NP_611531.2
OG0006731	XP_003707684.1	NP_609190.2
OG0006732	XP_003704382.1	NP_610434.1
OG0006733	XP_012151647.1	NP_609564.1
OG0006734	XP_012151174.1	NP_608979.2
OG0006735	XP_012142349.1, XP_012142348.1	NP_001284725.1
OG0006736	XP_012151655.1	NP_001260188.1
OG0006737	XP_012151104.1	NP_609193.1
OG0006738	XP_003705015.1	NP_788038.1
OG0006739	XP_003700949.1	NP_001286748.1
OG0006740	XP_012145130.1	NP_611642.2
OG0006741	XP_012136287.1	NP_001036740.2
OG0006742	XP_012151240.1	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1
OG0006743	XP_012153452.1, XP_012153454.1	NP_651085.2
OG0006744	XP_012147152.1	NP_001261340.1
OG0006745	XP_003705968.1	NP_649211.1
OG0006746	XP_003701484.1	NP_001261799.1
OG0006747	XP_003705503.1	NP_648204.1
OG0006748	XP_003700144.1	NP_001097901.2, NP_001189279.1, NP_001097900.2
OG0006749	XP_012151673.1	NP_523705.2, NP_612571.1
OG0006750	XP_012145483.1	NP_524048.2
OG0006751	XP_012142639.1	NP_001260992.1
OG0006752	XP_012136093.1	NP_001097174.1
OG0006753	XP_012137567.1	NP_725497.1
OG0006754	XP_003701420.1	NP_651223.2
OG0006757	XP_003702266.1	NP_651129.1, NP_788549.1
OG0006760	XP_012141294.1	NP_001262493.1
OG0006762	XP_012149510.1	NP_001247238.1, NP_731779.1, NP_524342.3
OG0006768	XP_003702757.1	NP_730416.1, NP_730413.2, NP_730410.2, NP_001262045.1, NP_649115.2, NP_001262046.1, NP_649113.1, NP_648856.1, NP_649112.1
OG0006779	XP_012153713.1	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2
OG0006782	XP_003701888.1	NP_511146.2
OG0006786	XP_012150788.1	NP_649750.1
OG0006792	XP_012153396.1, XP_012153422.1	NP_611101.1
OG0006798	XP_003700673.1	NP_001246276.1
OG0006799	XP_003705829.1	NP_609142.1, NP_001036353.1
OG0006800	XP_003708077.1	NP_001188691.1
OG0006801	XP_003700810.1	NP_652014.1
OG0006802	XP_003706428.1	NP_649645.1
OG0006803	XP_012144046.1	NP_001014599.2
OG0006804	XP_003703505.1	NP_524328.1
OG0006805	XP_003704241.1	NP_511058.1
OG0006806	XP_012141265.1	NP_728489.2
OG0006807	XP_003702854.1	NP_523813.1
OG0006808	XP_003706204.1	NP_723327.1
OG0006809	XP_003701956.1	NP_649089.2
OG0006810	XP_003701004.1	NP_649202.1
OG0006811	XP_003706350.1	NP_001260339.1
OG0006812	XP_012154456.1	NP_524180.1
OG0006813	XP_003708284.2	NP_649243.1
OG0006814	XP_012143306.1	NP_650961.2
OG0006815	XP_003704189.1	NP_001036720.1
OG0006816	XP_012135294.1	NP_610024.1
OG0006817	XP_003706485.1	NP_001285512.1
OG0006818	XP_003704633.1	NP_523923.1
OG0006819	XP_003701551.1	NP_524284.1
OG0006820	XP_003705066.1	NP_001260563.1
OG0006821	XP_003699785.1	NP_648880.1
OG0006822	XP_012135452.1	NP_725343.1
OG0006823	XP_012148379.1	NP_001246059.1
OG0006824	XP_003700365.1	NP_001287182.1
OG0006825	XP_012139789.1	NP_001097372.1
OG0006826	XP_003700534.1	NP_788764.1
OG0006827	XP_003700619.1	NP_609086.1
OG0006828	XP_003705510.1	NP_649641.1
OG0006829	XP_003702104.1	NP_001287013.1
OG0006830	XP_012152787.1, XP_003708405.1	NP_648351.1
OG0006831	XP_003702760.1	NP_524104.2
OG0006832	XP_003700952.1	NP_523817.1
OG0006833	XP_012139701.1	NP_001260735.1
OG0006834	XP_003701664.1	NP_648500.1
OG0006835	XP_003702491.1	NP_725106.1
OG0006836	XP_003699427.1	NP_609789.1
OG0006838	XP_003702515.1	NP_001285012.1
OG0006840	XP_003705505.1	NP_001287192.1
OG0006841	XP_003705102.1	NP_001163644.1
OG0006842	XP_003708522.1	NP_001285334.1
OG0006843	XP_003701750.1	NP_001286407.1
OG0006844	XP_003699728.1	NP_477419.1
OG0006845	XP_003701270.1	NP_647981.1
OG0006846	XP_003701673.1	NP_001027074.1
OG0006847	XP_003702056.1	NP_524115.1
OG0006848	XP_003705775.1	NP_572354.1
OG0006850	XP_003703782.1	NP_650067.1
OG0006851	XP_012141928.1	NP_001286784.1
OG0006852	XP_003702828.1	NP_651660.1
OG0006854	XP_012136167.1	NP_524586.1
OG0006855	XP_003701344.1	NP_608895.1
OG0006856	XP_003706365.1	NP_609949.1
OG0006858	XP_003707070.2	NP_523785.2
OG0006859	XP_003699835.1	NP_651972.1
OG0006860	XP_003705473.1	NP_649184.1
OG0006861	XP_012139394.1, XP_012139395.1	NP_611065.1
OG0006862	XP_003699851.1	NP_572390.1
OG0006863	XP_003706650.1	NP_001188867.1
OG0006864	XP_003700329.1	NP_611695.1
OG0006865	XP_012154350.1	NP_477080.1
OG0006867	XP_012142009.1	NP_651829.1
OG0006868	XP_003701696.1	NP_609339.1
OG0006869	XP_003705475.2	NP_650470.1
OG0006870	XP_003701441.1	NP_651118.1
OG0006871	XP_003699695.1	NP_722456.1
OG0006872	XP_003706427.1	NP_001260069.1
OG0006874	XP_012135605.1	NP_001247368.1
OG0006875	XP_003699233.1	NP_648027.3
OG0006876	XP_012143714.1	NP_995816.1
OG0006877	XP_003704476.1	NP_001285699.1
OG0006878	XP_003700570.1	NP_001285170.1
OG0006879	XP_003708643.1	NP_001246480.1
OG0006881	XP_003704831.1	NP_001138075.1
OG0006882	XP_003707262.1	NP_609926.1
OG0006884	XP_003701558.1	NP_001286868.1
OG0006885	XP_003699984.1	NP_001260836.2
OG0006886	XP_012135635.1	NP_611840.1
OG0006887	XP_012135080.1	NP_610547.1
OG0006888	XP_003702873.1	NP_524910.1
OG0006889	XP_012144160.1	NP_001285658.1, NP_728367.3
OG0006890	XP_003706793.1	NP_609936.1
OG0006891	XP_003703910.2	NP_524032.2
OG0006892	XP_003703148.1	NP_523893.1
OG0006893	XP_012154504.1	NP_001189308.1
OG0006894	XP_003699565.1	NP_611686.2
OG0006895	XP_003701143.1	NP_536733.1
OG0006896	XP_003705273.1	NP_001259877.1
OG0006897	XP_003701396.1	NP_001262986.1
OG0006898	XP_012136811.1	NP_610737.1
OG0006899	XP_012140926.1	NP_651331.1
OG0006900	XP_003706878.1	NP_001259892.1
OG0006901	XP_012145443.1	NP_001285438.1
OG0006902	XP_003707729.1	NP_524940.1
OG0006903	XP_003705174.1	NP_572170.1
OG0006905	XP_012151591.1	NP_001189105.1
OG0006906	XP_003707268.1	NP_648409.1
OG0006907	XP_012150410.1	NP_001350856.1
OG0006908	XP_003703888.1	NP_651529.2
OG0006909	XP_012139687.1	NP_650865.1
OG0006910	XP_012147612.1	NP_001097963.1
OG0006911	XP_012143492.1	NP_610702.1
