Orthogroup	Megachile_rotundata	Nasonia_vitripennis
OG0006536	XP_012145213.1	XP_008211180.1
OG0006537	XP_003702531.1	XP_031788280.1
OG0006538	XP_003707066.1	XP_001606429.1, XP_008217116.1
OG0006539	XP_003701393.2	XP_001605041.2
OG0006540	XP_003700954.1	XP_031782299.1
OG0006541	XP_003703792.2	XP_001602758.1
OG0006542	XP_012153883.1	XP_008208924.1
OG0006543	XP_003704919.2	XP_003428208.1
OG0006544	XP_003700258.1	XP_016839253.1
OG0006545	XP_003701273.1	XP_001605927.2
OG0006546	XP_012137685.1	XP_031786333.1, XP_001602660.1
OG0006547	XP_012136901.1	XP_031781807.1
OG0006548	XP_003706470.1	XP_001602854.2
OG0006549	XP_003705424.1	XP_001600296.1
OG0006550	XP_012145446.1	XP_008213012.1, XP_008213408.1
OG0006551	XP_012140829.1	XP_001600000.2
OG0006552	XP_003702949.1	XP_032453071.1, XP_008209430.1
OG0006553	XP_012151799.1	XP_016845695.1
OG0006554	XP_003706527.1	XP_031779131.1
OG0006555	XP_012135317.1, XP_003704555.1	XP_001608018.1, XP_031787508.1
OG0006556	XP_003707505.1	XP_003424189.1
OG0006557	XP_012150522.1, XP_012150585.1	XP_003425300.1
OG0006558	XP_003704036.1	XP_003424461.1
OG0006560	XP_012142156.1	XP_031778509.1
OG0006561	XP_003706196.2	XP_001599358.2
OG0006562	XP_003708438.2	XP_031780290.1
OG0006563	XP_003707212.1	XP_031781004.1
OG0006565	XP_003707294.1	XP_008211318.1
OG0006566	XP_012143372.1	XP_008215669.1
OG0006568	XP_003706739.2	XP_031786759.1, XP_001603642.2
OG0006570	XP_012144953.1	XP_031784414.1
OG0006571	XP_012137771.1	XP_031781904.1
OG0006572	XP_012149204.1	XP_031776805.1, XP_031776804.1
OG0006573	XP_012138143.1	XP_008212269.1
OG0006574	XP_012143774.1	XP_016838645.1
OG0006575	XP_012136931.1, XP_003701691.1	XP_008209391.1
OG0006576	XP_003699388.1	XP_001605754.1
OG0006577	XP_012136608.1	XP_031782233.1
OG0006578	XP_012153351.1	XP_032455817.1
OG0006579	XP_003699378.1	NP_001154943.1
OG0006580	XP_003706799.1	XP_008211503.1
OG0006582	XP_003702216.1	XP_001601128.1
OG0006583	XP_012147335.1	XP_031778579.1
OG0006584	XP_012143523.1	XP_032452618.1
OG0006585	XP_012145101.1	XP_031780552.1
OG0006586	XP_003699187.1	XP_001607315.1
OG0006587	XP_003705426.1	XP_016840426.1
OG0006588	XP_012142296.1	XP_031779118.1, XP_031779119.1
OG0006589	XP_003705695.2	XP_016836725.1
OG0006590	XP_012136332.1	XP_008207972.1
OG0006591	XP_012141214.1	XP_001605564.1
OG0006592	XP_003699448.1	XP_001605763.1
OG0006593	XP_012146441.1	XP_008217053.1
OG0006594	XP_003700373.1	XP_031779091.1
OG0006595	XP_012146165.1	XP_031782167.1
OG0006596	XP_012137141.1	XP_008212236.1
OG0006597	XP_012144908.1	XP_016842106.1
OG0006598	XP_003705895.2	XP_001600324.2
OG0006599	XP_012141170.1	XP_008202865.1, XP_008202866.1
OG0006600	XP_012134944.1	XP_003424137.1
OG0006601	XP_003701068.2	XP_001601635.2
OG0006602	XP_012151365.1	XP_016842157.1
OG0006603	XP_012136084.1	XP_016842278.1
OG0006604	XP_003702012.1	XP_008202478.3
OG0006605	XP_012144911.1	XP_001601148.1
OG0006606	XP_012137207.1	XP_008210004.1
OG0006607	XP_003702377.2	XP_008206669.1, XP_008206668.1
OG0006608	XP_012134532.1	XP_008206681.1
OG0006609	XP_012153676.1	NP_001164363.1
OG0006610	XP_012139874.1	XP_032452451.1
OG0006611	XP_012153958.1	XP_031779806.1
OG0006612	XP_012135824.1	XP_031780348.1
OG0006613	XP_012146538.1	XP_031788142.2
OG0006613	XP_012150445.1, XP_012148715.1, XP_012151024.1, XP_012148426.1, XP_012153567.1	XP_008218056.2, XP_008214434.1, XP_032457279.1, XP_032457720.1, XP_031784538.1
OG0006614	XP_012136204.1	XP_031777862.1
OG0006615	XP_012147465.1	XP_001603297.2
OG0006616	XP_003703237.1	XP_016841752.1
OG0006617	XP_003708175.1	XP_008212483.1
OG0006618	XP_012140625.1	XP_008216596.1
OG0006619	XP_003700150.1	XP_001599180.2
OG0006620	XP_012140178.1, XP_012140171.1	XP_008208527.1
OG0006621	XP_003700422.1	XP_032451856.1
OG0006622	XP_012141792.1, XP_003699678.1	XP_008209128.1
OG0006623	XP_003704841.1	XP_031785369.1
OG0006625	XP_012147515.1	XP_016842343.1
OG0006627	XP_012153451.1	XP_032451954.1
OG0006628	XP_012143193.1	XP_032456072.1
OG0006629	XP_003708407.1	XP_031785603.1
OG0006630	XP_003708424.1	XP_016837746.1
OG0006632	XP_012150290.1	XP_016840720.2, XP_008211693.3
OG0006633	XP_003700041.2	XP_008203225.2
OG0006634	XP_012142528.1	XP_008203343.2
OG0006635	XP_003704678.2	XP_031780926.1
OG0006636	XP_003708393.1	XP_031780315.1
OG0006637	XP_003705570.2	XP_008215699.1
OG0006638	XP_012139654.1	XP_001607530.2
OG0006639	XP_012153038.1	XP_032457211.1
OG0006640	XP_012152753.1	XP_008216304.1
OG0006641	XP_012135324.1	XP_031778003.1
OG0006642	XP_012138583.1	XP_008217293.1
OG0006643	XP_003699628.1	XP_001602798.1
OG0006644	XP_012147165.1	XP_031778845.1
OG0006645	XP_012149185.1	XP_008211193.1
OG0006646	XP_003706367.1	XP_016845860.1
OG0006647	XP_003705250.1	NP_001135855.1
OG0006648	XP_003703207.1, XP_012140381.1	NP_001164364.1
OG0006649	XP_012154150.1	XP_031778238.1
OG0006651	XP_012139610.1	XP_003424901.1
OG0006652	XP_012141858.1	XP_016839361.1
OG0006653	XP_012147883.1, XP_012147879.1	XP_031782242.1
OG0006654	XP_003703875.1	XP_031784933.1
OG0006655	XP_012152857.1, XP_003708428.1	XP_001602957.2
OG0006656	XP_003706825.2	XP_031786214.1
OG0006658	XP_012148293.1, XP_012148351.1	XP_016839498.1
OG0006659	XP_003703017.1	XP_001602258.1
OG0006660	XP_003700690.2	XP_031778930.1, XP_031778929.1, XP_031778928.1
OG0006661	XP_012147802.1	XP_016840656.1
OG0006662	XP_012137119.1	XP_031783459.1
OG0006663	XP_012145292.1, XP_012145300.1	XP_008208105.1
OG0006664	XP_012141391.1	XP_016839023.1
OG0006665	XP_003702777.1	XP_032456823.1
OG0006666	XP_003708292.2	XP_031778039.1
OG0006667	XP_012148244.1	XP_016839339.1
OG0006668	XP_003703249.1	XP_031781638.1, XP_008207826.1
OG0006669	XP_012148069.1	XP_016840124.1
OG0006670	XP_012151790.1	XP_016845692.1
OG0006671	XP_012151545.1	XP_008215512.1
OG0006672	XP_003705714.1	XP_031787646.1, XP_031787782.1
OG0006674	XP_003705971.1	XP_031787734.1
OG0006675	XP_012135044.1	XP_008203088.1
OG0006677	XP_012148900.1	XP_003427551.1
OG0006678	XP_012151363.1	XP_031783087.1
OG0006679	XP_003705170.1	XP_001600285.1
OG0006680	XP_003701017.1	XP_001604606.2
OG0006681	XP_012149007.1, XP_012149012.1	XP_016845338.1
OG0006683	XP_012141204.1	XP_001607546.2
OG0006684	XP_003699970.1	XP_003425293.1
OG0006685	XP_003708616.1, XP_012153379.1	XP_003426681.1
OG0006686	XP_003708622.2	XP_003428159.1
OG0006688	XP_003700653.1, XP_012134724.1	XP_003424078.1
OG0006689	XP_003700035.1	XP_031776765.1, XP_001605151.1
OG0006690	XP_003706321.1	XP_001604156.1
OG0006691	XP_012148570.1	XP_031777947.2
OG0006693	XP_003699987.1	XP_008211427.1
OG0006694	XP_003707756.1	XP_031789411.1
OG0006695	XP_003699592.1	XP_008215971.1, XP_031787122.1
OG0006696	XP_003700527.1	XP_016840696.1
OG0006697	XP_012150901.1	XP_032457215.1
OG0006698	XP_003704884.1	XP_031787796.1
OG0006699	XP_012154125.1	XP_031788702.1
OG0006700	XP_003705332.1	XP_001605887.1
OG0006701	XP_003706177.1	XP_001602843.2
OG0006702	XP_003700873.2	XP_016845710.1
OG0006703	XP_003708478.1	XP_031781259.1
OG0006704	XP_012151811.1	XP_001607617.1, XP_008203031.1
OG0006705	XP_012136498.1	XP_001599958.1
OG0006706	XP_012143023.1	XP_001601424.3
OG0006707	XP_003700151.1	XP_001601601.2
OG0006708	XP_003706565.1	XP_001606635.1
OG0006709	XP_003702903.1	XP_031782108.1
OG0006710	XP_003708176.1	XP_008212484.1
OG0006711	XP_012139126.1, XP_003702671.1	XP_003425948.1
OG0006713	XP_012147607.1	XP_001600589.1
OG0006714	XP_003704765.1	NP_001135968.1
OG0006715	XP_012140254.1	XP_001600868.3
OG0006717	XP_003702433.1	XP_008214058.1
OG0006719	XP_012151737.1	XP_031787053.1
OG0006720	XP_003705053.1	XP_031786819.1
OG0006721	XP_003700744.1	XP_031787583.1
OG0006722	XP_003704031.2	XP_001600821.1
OG0006723	XP_003708007.1	XP_001606499.2
OG0006725	XP_012144811.1	XP_001606025.1, XP_008211017.1
OG0006726	XP_003704324.1	XP_016840584.1
OG0006727	XP_012140337.1	XP_003425856.1
OG0006728	XP_003702336.1, XP_012138224.1	XP_032454110.1, XP_003425685.1
OG0006729	XP_003700768.1	XP_001602699.2
OG0006730	XP_012152584.1	XP_031784693.1
OG0006731	XP_003707684.1	XP_001606607.1
OG0006732	XP_003704382.1	XP_001604833.2
OG0006733	XP_012151647.1	XP_008207659.1
OG0006734	XP_012151174.1	XP_001599401.2
OG0006735	XP_012142349.1, XP_012142348.1	XP_001602910.2
OG0006736	XP_012151655.1	XP_001603351.2
OG0006737	XP_012151104.1	XP_031778964.1
OG0006739	XP_003700949.1	XP_001601258.1
OG0006740	XP_012145130.1	XP_001601237.1
OG0006741	XP_012136287.1	XP_016841038.1
OG0006742	XP_012151240.1	XP_001599395.1
OG0006743	XP_012153452.1, XP_012153454.1	XP_031786371.1
OG0006745	XP_003705968.1	XP_001600163.2
OG0006746	XP_003701484.1	XP_031782435.1
OG0006747	XP_003705503.1	XP_003426589.2
OG0006748	XP_003700144.1	XP_031776745.1
OG0006749	XP_012151673.1	XP_001602704.1
OG0006750	XP_012145483.1	XP_001605126.1
OG0006751	XP_012142639.1	XP_016841143.1, XP_016841144.1
OG0006752	XP_012136093.1	XP_031789399.1
OG0006753	XP_012137567.1	XP_008211880.1
OG0006754	XP_003701420.1	XP_001604899.4
OG0006755	XP_012148573.1	XP_031783060.1, NP_001152818.1
OG0006757	XP_003702266.1	XP_001607695.1
OG0006759	XP_012147357.1, XP_012147328.1	XP_032452778.1
OG0006760	XP_012141294.1	XP_008202991.1
OG0006761	XP_003700073.1, XP_003700065.1	XP_001603247.1
OG0006762	XP_012149510.1	NP_001135905.1, XP_016838719.1
OG0006763	XP_012137294.1, XP_012137293.1, XP_012137292.1, XP_012137291.1, XP_003701848.1	NP_001166263.1
OG0006765	XP_003708209.1	XP_003426777.2, XP_016840770.1
OG0006766	XP_003702865.1, XP_012139373.1, XP_012139374.1	XP_031788074.1, XP_008218134.1, XP_008218135.1, XP_032456073.1
OG0006770	XP_003705840.1	XP_003427699.1
OG0006771	XP_003701236.1	XP_008215124.2, XP_008215114.2, XP_008215136.2, XP_008215131.2, XP_032455693.1, XP_032455691.1, XP_003427421.1
OG0006772	XP_012150350.1	XP_003426498.1
OG0006773	XP_003700983.1	XP_008213506.1
OG0006775	XP_012150623.1	XP_008215103.1
OG0006776	XP_003702913.1	XP_016837136.1, XP_016837137.1, XP_031779153.1
OG0006777	XP_012140548.1, XP_012140549.1	XP_031787057.1
OG0006778	XP_012137864.1	XP_031789623.1, XP_032455075.1
OG0006780	XP_012147423.1	XP_031785667.1, XP_003427518.1, XP_008211371.1, XP_008211372.1
OG0006782	XP_003701888.1	XP_031778140.1, XP_032454079.1, XP_031778139.1
OG0006783	XP_012138437.1, XP_012138289.1	XP_008214301.1, XP_031782625.1
OG0006784	XP_012147195.1	XP_031778909.1
OG0006785	XP_012137323.1	XP_031784435.1
OG0006786	XP_012150788.1	XP_031787259.1
OG0006787	XP_003699598.1	XP_032455179.1, XP_032455180.1, XP_031786688.1, XP_016845277.1
OG0006788	XP_012152505.1	XP_031785387.1
OG0006790	XP_012143113.1	XP_031786264.1, XP_031786262.1, XP_031786263.1
OG0006792	XP_012153396.1, XP_012153422.1	XP_016845195.1
OG0006793	XP_012143944.1	XP_016842270.2, NP_001234902.1
OG0006798	XP_003700673.1	XP_001606310.1
OG0006799	XP_003705829.1	NP_001165821.1
OG0006800	XP_003708077.1	XP_016837946.2
OG0006801	XP_003700810.1	XP_031780778.1
OG0006802	XP_003706428.1	XP_001607849.1
OG0006803	XP_012144046.1	XP_001599652.1
OG0006804	XP_003703505.1	XP_001608256.1
OG0006805	XP_003704241.1	XP_008204547.1
OG0006806	XP_012141265.1	XP_016839578.1
OG0006807	XP_003702854.1	XP_001605069.1
OG0006808	XP_003706204.1	XP_001604366.1
OG0006809	XP_003701956.1	XP_001608066.1
OG0006810	XP_003701004.1	XP_001607882.1
OG0006811	XP_003706350.1	XP_001605207.2
OG0006812	XP_012154456.1	XP_031784083.1
OG0006813	XP_003708284.2	XP_031787509.1
OG0006814	XP_012143306.1	XP_001600601.2
OG0006815	XP_003704189.1	XP_008211499.1
OG0006816	XP_012135294.1	XP_008211542.1
OG0006817	XP_003706485.1	XP_003426364.1
OG0006818	XP_003704633.1	XP_016836528.1
OG0006819	XP_003701551.1	XP_031784521.1
OG0006820	XP_003705066.1	XP_001604778.2
OG0006821	XP_003699785.1	XP_001608158.1
OG0006822	XP_012135452.1	NP_001177976.1
OG0006824	XP_003700365.1	XP_003424562.1
OG0006825	XP_012139789.1	XP_031781879.1
OG0006826	XP_003700534.1	XP_016844584.1
OG0006827	XP_003700619.1	XP_001605429.2
OG0006828	XP_003705510.1	XP_001602417.1
OG0006829	XP_003702104.1	XP_031782097.1
OG0006830	XP_012152787.1, XP_003708405.1	XP_003425944.1
OG0006831	XP_003702760.1	XP_016840117.1
OG0006832	XP_003700952.1	XP_001605723.1
OG0006833	XP_012139701.1	XP_003424601.1
OG0006834	XP_003701664.1	XP_001606729.2
OG0006835	XP_003702491.1	XP_001605596.1
OG0006836	XP_003699427.1	XP_001607497.1
OG0006838	XP_003702515.1	XP_001603267.2
OG0006840	XP_003705505.1	XP_001602385.1, XP_001602450.1
OG0006841	XP_003705102.1	XP_001600094.1
OG0006842	XP_003708522.1	NP_001154931.1
OG0006843	XP_003701750.1	XP_001600090.1
OG0006844	XP_003699728.1	XP_008205458.1
OG0006845	XP_003701270.1	XP_001603596.1
OG0006846	XP_003701673.1	XP_008208702.1
OG0006847	XP_003702056.1	XP_001605493.1
OG0006848	XP_003705775.1	NP_001123258.1
OG0006849	XP_003704908.1	XP_001607576.1
OG0006850	XP_003703782.1	XP_001599491.1
OG0006851	XP_012141928.1	XP_001605724.1
OG0006852	XP_003702828.1	XP_001600750.1
OG0006853	XP_003702941.1	XP_003427462.1
OG0006854	XP_012136167.1	XP_008207464.1
OG0006855	XP_003701344.1	XP_016842557.1
OG0006856	XP_003706365.1	NP_001123221.2
OG0006858	XP_003707070.2	XP_001601343.1
OG0006859	XP_003699835.1	NP_001165795.1
OG0006860	XP_003705473.1	XP_003424573.1
OG0006861	XP_012139394.1, XP_012139395.1	XP_001600982.1
OG0006862	XP_003699851.1	XP_016838358.1
OG0006863	XP_003706650.1	XP_003424046.3
OG0006864	XP_003700329.1	XP_003427298.1
OG0006865	XP_012154350.1	NP_001161184.1
OG0006866	XP_012153344.1	XP_016842433.2
OG0006867	XP_012142009.1	XP_031783477.1
OG0006868	XP_003701696.1	NP_001136346.1, XP_031787487.1
OG0006869	XP_003705475.2	XP_031788181.1
OG0006870	XP_003701441.1	XP_001608069.1
OG0006871	XP_003699695.1	XP_001608087.2
OG0006872	XP_003706427.1	XP_001606559.1
OG0006873	XP_003701174.1	XP_001604661.1
OG0006874	XP_012135605.1	XP_031783554.1
OG0006875	XP_003699233.1	XP_031783767.1
OG0006876	XP_012143714.1	XP_032456509.1
OG0006877	XP_003704476.1	XP_031787669.1
OG0006878	XP_003700570.1	XP_001606368.1
OG0006879	XP_003708643.1	XP_001608093.2
OG0006881	XP_003704831.1	NP_001136160.1
OG0006882	XP_003707262.1	XP_001601337.1
OG0006883	XP_003700372.1	XP_016844606.1
OG0006884	XP_003701558.1	XP_008210384.1
OG0006885	XP_003699984.1	XP_001604769.2
OG0006886	XP_012135635.1	XP_008206141.1
OG0006887	XP_012135080.1	NP_001135909.1
OG0006888	XP_003702873.1	XP_001604960.1
OG0006890	XP_003706793.1	XP_008212499.1
OG0006891	XP_003703910.2	XP_016838911.1
OG0006892	XP_003703148.1	XP_031787270.1
OG0006893	XP_012154504.1	XP_008210112.1
OG0006894	XP_003699565.1	XP_001606034.1
OG0006895	XP_003701143.1	XP_001607996.1
OG0006896	XP_003705273.1	XP_001607231.2
OG0006897	XP_003701396.1	XP_016845876.1
OG0006898	XP_012136811.1	XP_031778725.1
OG0006899	XP_012140926.1	XP_008212999.1
OG0006900	XP_003706878.1	XP_001599050.1
OG0006901	XP_012145443.1	XP_001603586.2
OG0006902	XP_003707729.1	XP_001605210.1
OG0006903	XP_003705174.1	XP_031780376.1
OG0006905	XP_012151591.1	XP_001608163.1
OG0006906	XP_003707268.1	NP_001165824.1
OG0006907	XP_012150410.1	XP_031783787.1
OG0006908	XP_003703888.1	XP_008216689.1
OG0006909	XP_012139687.1	XP_001600449.3
OG0006910	XP_012147612.1	XP_032454934.1
OG0006911	XP_012143492.1	XP_001608173.1
OG0006913	XP_012147776.1	XP_008203373.2
OG0006914	XP_003706669.1	NP_001123085.1
OG0006915	XP_003705052.1	XP_001603229.2
OG0006916	XP_012136911.1	XP_001600698.1
OG0006917	XP_012135253.1	XP_001599955.2
OG0006918	XP_003705184.1	XP_001600714.1
OG0006919	XP_012154359.1	XP_008212900.1
OG0006921	XP_003705652.1	XP_001608157.1
OG0006922	XP_012153345.1	XP_001607157.2
OG0006923	XP_003706930.1	XP_031784917.1
OG0006924	XP_003701127.1	XP_001607722.1
OG0006925	XP_003703027.1	XP_001602512.1
OG0006926	XP_012141120.1	XP_008203909.1
OG0006927	XP_003704272.1	XP_031787403.1
OG0006928	XP_012141267.1	XP_031788402.1
OG0006929	XP_012135938.1	XP_031782887.1
OG0006930	XP_003704845.2	XP_001605224.2
OG0006931	XP_003707739.1	XP_001606004.2
OG0006932	XP_003705994.1	XP_031782412.1
OG0006933	XP_012136863.1	XP_031779543.1
OG0006934	XP_012144425.1	XP_008209600.1
OG0006935	XP_003705645.1	NP_001161449.1
OG0006936	XP_012139722.1	XP_001600930.2
OG0006937	XP_003708543.1	XP_003426680.1
OG0006938	XP_012147453.1	XP_001599344.2
OG0006939	XP_012151364.1	XP_031783469.1
OG0006940	XP_003708287.1	XP_016836585.1
OG0006941	XP_003702920.1	XP_016837146.1
OG0006942	XP_012149777.1, XP_012149778.1	XP_032455541.1
OG0006943	XP_003707032.1	XP_003426785.1
OG0006944	XP_012152318.1	XP_031779301.1
OG0006945	XP_012140251.1	XP_032454428.1
OG0006946	XP_003700032.1	XP_008215247.1
OG0006947	XP_003701450.2, XP_012136527.1	XP_001606216.2
OG0006948	XP_003702844.1	XP_003426410.1
OG0006949	XP_003707682.1	XP_016844782.1
OG0006950	XP_003708577.1	XP_001602833.2
OG0006951	XP_003701309.1	XP_001600435.1
OG0006952	XP_003703521.1	XP_001602203.1
OG0006953	XP_012142574.1	XP_008217975.1
OG0006954	XP_012151626.1	XP_001606273.2
OG0006955	XP_012138499.1	NP_001123223.2
OG0006956	XP_003699211.1	XP_001607153.2
OG0006957	XP_003706434.1	XP_016838657.1
OG0006958	XP_003699945.1	XP_001604933.2
OG0006959	XP_012153028.1	XP_031777206.1
OG0006960	XP_003702048.1	XP_031776691.1
OG0006961	XP_012141821.1	XP_031788152.1
OG0006962	XP_003708410.1	XP_008205005.1
OG0006963	XP_003700404.1	XP_003427493.1
OG0006964	XP_012138133.1	XP_001605180.1
OG0006965	XP_003700561.1	XP_031781635.1
OG0006966	XP_012137746.1	XP_001607847.1
OG0006967	XP_012138315.1	XP_001603185.1
OG0006968	XP_012153235.1	XP_001607897.2
OG0006969	XP_003705523.1	XP_001606562.1
OG0006970	XP_003707146.1	XP_031782047.1
OG0006971	XP_012135761.1	XP_031776718.1
OG0006972	XP_012148197.1	XP_031781596.1
OG0006973	XP_003703693.1	XP_003424231.1
OG0006974	XP_012152648.1	XP_031777565.1
OG0006975	XP_012152659.1	XP_031778098.1
OG0006976	XP_003703122.1	XP_031786769.1
OG0006977	XP_003707156.1	XP_016842457.1
OG0006978	XP_012148266.1	XP_008211315.1
OG0006979	XP_003703140.1	XP_016840082.1
OG0006980	XP_012136098.1	XP_001600102.2
OG0006981	XP_003702117.1	XP_001608135.2
OG0006982	XP_012154501.1, XP_012154492.1	XP_001604900.3
OG0006983	XP_012137811.1	XP_031777371.1
OG0006984	XP_012141898.1	XP_001603216.1
OG0006985	XP_012136882.1	XP_016837916.1
OG0006986	XP_012147967.1	XP_016841796.1
OG0006987	XP_003699409.1	XP_001605270.1
OG0006988	XP_003707468.1	XP_001599314.1
OG0006989	XP_003706074.2	XP_016838839.1, XP_031783679.1
OG0006990	XP_012152853.1	XP_016838370.2
OG0006991	XP_012152384.1	XP_001600892.2
OG0006992	XP_003707938.1	XP_001601245.1, XP_003424704.1
OG0006993	XP_012151907.1	XP_008215834.1
OG0006994	XP_003707362.1	XP_001600202.1
OG0006995	XP_012147271.1	XP_008206359.1
OG0006997	XP_012134843.1	XP_008217884.1
OG0006999	XP_012144419.1	XP_001603225.1
OG0007000	XP_012145381.1	XP_016842165.1
OG0007001	XP_012148551.1	XP_001600968.1
OG0007002	XP_012140233.1	XP_008208962.1
OG0007003	XP_003701886.1	XP_001603770.2
OG0007004	XP_003706163.1	XP_031782984.1
OG0007005	XP_003708180.1	XP_001599799.1
OG0007006	XP_003707307.1	NP_001153415.1
OG0007007	XP_003703903.1	XP_031783448.1
OG0007008	XP_012142658.1	XP_001599746.2
OG0007009	XP_003708446.1	XP_031777477.1
OG0007010	XP_012146606.1	XP_031778555.1
OG0007011	XP_003706876.2, XP_012149153.1	XP_031788759.1
OG0007012	XP_012143101.1	XP_001605994.1
OG0007013	XP_003699480.1	XP_031783481.1
OG0007014	XP_003704027.1	XP_001602756.1
OG0007016	XP_003699487.1	XP_001600292.1
OG0007017	XP_003702205.1	XP_008203915.1
OG0007018	XP_003700250.1	XP_001603228.1
OG0007019	XP_003701266.1	XP_031778257.1
OG0007020	XP_012142370.1	XP_003425538.1
OG0007022	XP_003706667.1	XP_001606511.2
OG0007023	XP_003706506.2	XP_001606759.2
OG0007024	XP_012141105.1	XP_008210462.3
OG0007025	XP_012143191.1	XP_001604161.1
OG0007026	XP_003699181.1	XP_008207113.1
OG0007027	XP_003701268.1	XP_001605621.1
OG0007028	XP_003705032.1	XP_016841854.1
OG0007029	XP_012154534.1	XP_031785943.1
OG0007030	XP_003702771.1	XP_031781190.1
OG0007031	XP_012142520.1	XP_031778496.1
OG0007032	XP_003703365.1	XP_032454232.1, XP_016839008.1
OG0007033	XP_012147075.1	XP_032455608.1
OG0007034	XP_012146790.1	XP_008207029.1
OG0007036	XP_003706620.1	XP_001600018.2
OG0007038	XP_003704746.1	XP_001606569.2
OG0007039	XP_012144892.1	XP_001607537.2
OG0007040	XP_003706815.1	XP_003426259.1
OG0007041	XP_003707671.1	XP_003424731.1
OG0007042	XP_012150820.1, XP_012150777.1	XP_008207629.1
OG0007043	XP_012150978.1	XP_008217824.1
OG0007044	XP_003699244.1	XP_001605030.2
OG0007045	XP_003700525.1	XP_001600095.2
OG0007046	XP_012147090.1	XP_031780075.1
OG0007047	XP_003702851.1	XP_001604189.2
OG0007049	XP_012138318.1	XP_031782284.1
OG0007050	XP_003703822.1	XP_001600992.1
OG0007051	XP_012154254.1	XP_008212208.1
OG0007052	XP_003706080.2	XP_001602606.2
OG0007053	XP_012144592.1	XP_031780748.1
OG0007054	XP_012147020.1	XP_031785554.1
OG0007055	XP_003707488.1	XP_001608292.1
OG0007056	XP_003701407.1	XP_001606680.2
OG0007057	XP_012146976.1	XP_008207044.2
OG0007058	XP_012139030.1	XP_008203002.1
OG0007059	XP_003704220.2	XP_001600798.2
OG0007060	XP_003700263.1	XP_031781057.1
OG0007062	XP_003703722.1	NP_001161452.1
OG0007063	XP_012140379.1	XP_001602021.1
OG0007064	XP_012141840.1	XP_016839563.1
OG0007066	XP_012149900.1	XP_031780408.1
OG0007067	XP_003700423.1	XP_001602610.2
OG0007068	XP_012150460.1	XP_008210007.1
OG0007069	XP_003704338.1	XP_001606195.1
OG0007070	XP_003707579.1	XP_001603097.1
OG0007071	XP_003705018.2	XP_008208112.2
OG0007072	XP_003703118.1	XP_031780674.1
OG0007073	XP_012139547.1	XP_001604597.2
OG0007074	XP_012139665.1	XP_016840780.1
OG0007076	XP_003706797.1	XP_001603014.1
OG0007077	XP_003706005.1	XP_008213730.1
OG0007079	XP_012152032.1	XP_001600331.2
OG0007080	XP_012137474.1	XP_031779124.1
OG0007081	XP_012137662.1	XP_003424075.2
OG0007082	XP_003706885.1	XP_031781054.1
OG0007083	XP_003701720.1	XP_001606574.2
OG0007084	XP_012147500.1	XP_031779535.1
OG0007085	XP_012140496.1	XP_031780406.1
OG0007086	XP_003702560.1	XP_008205558.1
OG0007087	XP_012150620.1, XP_003707630.1	XP_001607767.2
OG0007088	XP_003701264.1	XP_001599282.1
OG0007089	XP_012141863.1	XP_031782392.1
OG0007090	XP_012141963.1	XP_001603731.2
OG0007091	XP_003704038.1	XP_008209507.1
OG0007092	XP_012134837.1	XP_008208439.1
OG0007093	XP_003707279.1	XP_001602955.1
OG0007094	XP_003707551.2	XP_001600112.1
OG0007096	XP_012147005.1	XP_008212462.1
OG0007097	XP_003699646.1	XP_001601394.2
OG0007098	XP_003707967.1	XP_031788344.1
OG0007099	XP_003701116.1	XP_031780863.1
OG0007100	XP_012141159.1	XP_031783832.1
OG0007101	XP_012150281.1	XP_008214405.1
OG0007102	XP_012139217.1	XP_001603780.2
OG0007103	XP_003699936.1	XP_001605001.1
OG0007104	XP_003706351.1	XP_001605497.2
OG0007105	XP_012149951.1	XP_008204094.1
OG0007107	XP_003705889.1	XP_003424389.1
OG0007108	XP_012136631.1, XP_003701478.1	XP_001603959.1
OG0007109	XP_012154355.1	XP_031783797.1
OG0007110	XP_003703946.1	XP_001603164.2
OG0007111	XP_012146864.1	XP_003424070.1
OG0007112	XP_003705013.1	XP_016841707.1
OG0007114	XP_003705799.1	XP_032452878.1
OG0007115	XP_003702505.1	XP_008217592.1
OG0007116	XP_012147455.1	XP_001602076.1
OG0007117	XP_003699996.1	XP_031787330.1
OG0007118	XP_012150975.1	XP_001605379.1
OG0007119	XP_003704485.1	XP_031783773.1
OG0007120	XP_012143977.1	XP_031777362.1
OG0007121	XP_012134652.1	XP_001600933.1
OG0007122	XP_012154365.1	XP_031789505.1
OG0007123	XP_012146743.1	XP_001605320.2
OG0007124	XP_003699747.1	XP_031778162.1
OG0007125	XP_003701547.1	XP_001602926.2
OG0007126	XP_003700198.1	XP_031776985.1
OG0007127	XP_003703536.1	XP_001605032.1
OG0007128	XP_003703748.1	XP_016844870.1
OG0007129	XP_003706867.1	XP_031779197.1
OG0007130	XP_012152804.1	XP_001603429.1
OG0007131	XP_012146124.1	XP_031782660.1
OG0007132	XP_003708261.1	NP_001127796.1
OG0007133	XP_012149367.1	XP_008205075.2
OG0007134	XP_012139044.1	XP_016837829.1
OG0007135	XP_012147164.1	XP_008202116.1
OG0007136	XP_012152878.1	XP_001604419.1
OG0007137	XP_012145354.1	XP_008212420.1
OG0007138	XP_003703787.1	XP_001606442.1
