Orthogroup	Megachile_rotundata	Osmia_bicornis
OG0007263	XP_003702729.1	XP_029033316.1
OG0007264	XP_012150344.1	XP_029045486.1
OG0007265	XP_012151697.1	XP_029054461.1
OG0007266	XP_012144557.1, XP_012146848.1	XP_029036866.1
OG0007267	XP_012153498.1	XP_029042456.1
OG0007268	XP_012147180.1	XP_029053205.1
OG0007269	XP_012145479.1	XP_029050735.1
OG0007270	XP_012141424.1	XP_029051187.1
OG0007271	XP_012146471.1	XP_029046524.1
OG0007272	XP_012149921.1	XP_029045734.1
OG0007273	XP_012147264.1	XP_029037125.1
OG0007274	XP_012141709.1	XP_029042533.1
OG0007275	XP_003705338.1	XP_029036762.1
OG0007276	XP_003706781.1	XP_029050526.1, XP_029050527.1
OG0007277	XP_012138269.1	XP_029043689.1
OG0007278	XP_003703525.1	XP_029041239.1
OG0007279	XP_012142455.1	XP_029054793.1
OG0007280	XP_012150600.1	XP_029041462.1
OG0007281	XP_012137953.1	XP_029053093.1
OG0007282	XP_003700023.1	XP_029038445.1
OG0007283	XP_003705313.2	XP_029042219.1
OG0007284	XP_012137904.1	XP_029035534.1
OG0007285	XP_012135829.1	XP_029049119.1
OG0007286	XP_003707378.1	XP_029036372.1
OG0007287	XP_003699904.2	XP_029052037.1
OG0007288	XP_012143103.1	XP_029034770.1
OG0007289	XP_012140562.1	XP_029055678.1
OG0007290	XP_003705498.2	XP_029050006.1
OG0007291	XP_003706137.1	XP_029047212.1
OG0007293	XP_012135205.1, XP_012135197.1	XP_029031974.1
OG0007294	XP_012147251.1	XP_029038959.1
OG0007295	XP_012141580.1	XP_029041282.1
OG0007296	XP_003703378.1	XP_029050407.1
OG0007297	XP_003704472.1	XP_029031867.1
OG0007298	XP_003707300.1	XP_029048231.1
OG0007299	XP_003705002.1	XP_029044375.1
OG0007300	XP_003702093.1	XP_029032626.1
OG0007301	XP_012141962.1	XP_029032659.1
OG0007302	XP_012153798.1	XP_029042639.1, XP_029042640.1
OG0007303	XP_012150539.1	XP_029055806.1
OG0007304	XP_012153469.1	XP_029040882.1
OG0007305	XP_012153686.1	XP_029044170.1
OG0007306	XP_012149570.1	XP_029037913.1
OG0007307	XP_003705749.1	XP_029046514.1
OG0007308	XP_012136115.1	XP_029038830.1
OG0007309	XP_012146292.1	XP_029037004.1
OG0007311	XP_003699489.1	XP_029034934.1
OG0007312	XP_003702215.1	XP_029036325.1
OG0007313	XP_003699366.1	XP_029049774.1
OG0007314	XP_012139946.1	XP_029035642.1
OG0007315	XP_003708039.1	XP_029038689.1
OG0007316	XP_012147432.1	XP_029035928.1
OG0007318	XP_003705193.1	XP_029042185.1
OG0007319	XP_003706450.1	XP_029050327.1
OG0007320	XP_003703739.1	XP_029042502.1
OG0007321	XP_003707627.1	XP_029047982.1
OG0007322	XP_003703670.1	XP_029051618.1
OG0007323	XP_003706261.1	XP_029044740.1
OG0007324	XP_012147411.1	XP_029035975.1
OG0007325	XP_012147458.1	XP_029047486.1
OG0007326	XP_012152750.1	XP_029042900.1
OG0007327	XP_012140547.1	XP_029050384.1
OG0007328	XP_012149466.1	XP_029042149.1
OG0007329	XP_003708674.1	XP_029049392.1
OG0007330	XP_012146436.1	XP_029046239.1
OG0007331	XP_012138450.1	XP_029034145.1
OG0007332	XP_003705761.2	XP_029037365.1
OG0007333	XP_003701421.1, XP_012136329.1	XP_029044474.1
OG0007334	XP_012145854.1	XP_029035157.1
OG0007335	XP_003702051.1	XP_029055530.1
OG0007336	XP_003705884.1	XP_029048058.1
OG0007337	XP_012138144.1	XP_029055617.1
OG0007338	XP_012151376.1	XP_029040341.1
OG0007339	XP_012137244.1	XP_029048449.1
OG0007340	XP_012136944.1	XP_029049548.1
OG0007341	XP_012152924.1	XP_029044368.1
OG0007342	XP_012142695.1	XP_029049953.1
OG0007343	XP_003699303.2	XP_029048858.1
OG0007344	XP_003706909.1	XP_029039621.1
OG0007345	XP_003701603.1	XP_029036226.1
OG0007346	XP_003699959.1	XP_029044851.1
OG0007347	XP_003701528.1	XP_029034148.1
OG0007348	XP_003702480.1	XP_029050781.1
OG0007349	XP_003699850.1	XP_029037100.1
OG0007350	XP_012140111.1	XP_029035205.1
OG0007351	XP_003701169.1	XP_029049619.1
OG0007352	XP_012153905.1	XP_029050492.1
OG0007353	XP_003700870.2	XP_029056605.1
OG0007354	XP_012140524.1	XP_029055514.1
OG0007355	XP_012151384.1	XP_029042343.1
OG0007356	XP_003700984.1	XP_029044893.1
OG0007357	XP_003708678.1	XP_029039102.1
OG0007358	XP_012145337.1, XP_012145333.1	XP_029053817.1
OG0007359	XP_012136757.1	XP_029034804.1
OG0007360	XP_012147467.1	XP_029042993.1
OG0007361	XP_012142208.1	XP_029040606.1
OG0007362	XP_003699706.2	XP_029047712.1
OG0007363	XP_003704309.1	XP_029052098.1
OG0007364	XP_012134986.1	XP_029049824.1
OG0007365	XP_003706889.1	XP_029039788.1
OG0007366	XP_012144621.1	XP_029037490.1
OG0007367	XP_003705752.1	XP_029046530.1
OG0007368	XP_012145240.1	XP_029043881.1
OG0007369	XP_012142231.1	XP_029052060.1
OG0007370	XP_003708659.1	XP_029047757.1
OG0007371	XP_003700618.1	XP_029049813.1
OG0007374	XP_012140484.1	XP_029041665.1
OG0007375	XP_012154475.1	XP_029053383.1
OG0007376	XP_012140458.1	XP_029035698.1
OG0007377	XP_012140735.1	XP_029037284.1
OG0007378	XP_012149271.1	XP_029039657.1
OG0007379	XP_012144369.1	XP_029040262.1
OG0007380	XP_012139749.1	XP_029038455.1
OG0007381	XP_012141581.1	XP_029038240.1
OG0007382	XP_012151423.1	XP_029050933.1
OG0007383	XP_003704128.2	XP_029045262.1
OG0007385	XP_012152468.1	XP_029032818.1
OG0007386	XP_012139951.1	XP_029035647.1
OG0007387	XP_003701878.1	XP_029041320.1
OG0007388	XP_003700633.1	XP_029048887.1
OG0007389	XP_012138432.1	XP_029034383.1
OG0007390	XP_012135274.1	XP_029049129.1
OG0007391	XP_003706189.1	XP_029035885.1
OG0007392	XP_012139249.1	XP_029050377.1
OG0007393	XP_003706190.1	XP_029035943.1
OG0007394	XP_012146752.1	XP_029037297.1
OG0007395	XP_012139632.1	XP_029037677.1
OG0007396	XP_003701671.1	XP_029052264.1
OG0007397	XP_003700994.1	XP_029044885.1
OG0007398	XP_012148486.1	XP_029040065.1
OG0007399	XP_003707463.2	XP_029048658.1
OG0007400	XP_003705955.2	XP_029036784.1
OG0007401	XP_012150134.1	XP_029046723.1
OG0007402	XP_003702880.1	XP_029051213.1
OG0007404	XP_012137327.1	XP_029041310.1
OG0007405	XP_003706932.1	XP_029045637.1, XP_029045638.1
OG0007406	XP_003701670.1, XP_012136847.1	XP_029052256.1, XP_029052258.1
OG0007407	XP_012151620.1	XP_029033947.1
OG0007408	XP_003706658.2	XP_029048022.1
OG0007409	XP_003703945.1	XP_029046552.1
OG0007410	XP_003703783.1	XP_029037838.1
OG0007411	XP_012143898.1, XP_012143899.1	XP_029040941.1
OG0007412	XP_003707764.1	XP_029038255.1
OG0007413	XP_003700444.1	XP_029049294.1
OG0007414	XP_003700556.1	XP_029048835.1
OG0007415	XP_012140680.1	XP_029050450.1
OG0007416	XP_003700485.1	XP_029052997.1
OG0007417	XP_012141888.1	XP_029034095.1
OG0007418	XP_012152425.1	XP_029056095.1, XP_029056099.1
OG0007419	XP_012145373.1	XP_029053412.1
OG0007420	XP_012141276.1	XP_029040985.1
OG0007421	XP_012149505.1	XP_029037501.1
OG0007422	XP_012141494.1	XP_029051059.1
OG0007423	XP_003705478.1	XP_029039405.1
OG0007424	XP_003706286.2	XP_029038396.1
OG0007425	XP_012143108.1	XP_029052352.1
OG0007426	XP_012148862.1	XP_029040476.1
OG0007427	XP_012145348.1	XP_029052588.1, XP_029052587.1
OG0007428	XP_012141630.1	XP_029038065.1
OG0007429	XP_003706366.1	XP_029035821.1
OG0007430	XP_003700338.1	XP_029046632.1
OG0007431	XP_012148035.1	XP_029032422.1
OG0007432	XP_012140793.1	XP_029052880.1
OG0007433	XP_012138516.1	XP_029043579.1
OG0007434	XP_012138157.1	XP_029055662.1
OG0007435	XP_012152494.1	XP_029043535.1
OG0007436	XP_003707750.1	XP_029049188.1
OG0007437	XP_012154458.1	XP_029037573.1
OG0007438	XP_012139937.1, XP_003703012.1	XP_029035544.1
OG0007439	XP_003703055.1	XP_029040070.1
OG0007440	XP_012153062.1	XP_029032401.1
OG0007441	XP_012153691.1	XP_029038340.1
OG0007442	XP_003707518.1	XP_029044197.1
OG0007443	XP_012146587.1	XP_029044419.1
OG0007444	XP_012147408.1	XP_029035956.1
OG0007445	XP_012145218.1	XP_029042046.1
OG0007446	XP_012149858.1	XP_029040613.1
OG0007447	XP_012142908.1	XP_029044984.1
OG0007448	XP_012149475.1	XP_029038908.1
OG0007449	XP_003702552.1	XP_029044286.1
OG0007450	XP_003703136.1	XP_029035202.1
OG0007451	XP_003702159.2	XP_029055537.1
OG0007452	XP_012139958.1	XP_029034410.1
OG0007453	XP_012137196.1	XP_029033340.1
OG0007454	XP_012138168.1	XP_029047292.1
OG0007455	XP_012137837.1	XP_029052391.1
OG0007456	XP_012140687.1, XP_012140685.1	XP_029050436.1
OG0007457	XP_012136937.1	XP_029049536.1
OG0007458	XP_003704567.1	XP_029038823.1
OG0007459	XP_012151087.1	XP_029033846.1
OG0007460	XP_003706956.1	XP_029051430.1
OG0007461	XP_003701283.1	XP_029040304.1
OG0007462	XP_003704609.1	XP_029048261.1
OG0007463	XP_003703867.2	XP_029047351.1
OG0007464	XP_003708142.1	XP_029049894.1
OG0007465	XP_003704222.1	XP_029044982.1
OG0007466	XP_012139335.1	XP_029032798.1
OG0007467	XP_003699845.1	XP_029037209.1
OG0007468	XP_012153866.1	XP_029050503.1
OG0007469	XP_012143514.1	XP_029052652.1
OG0007470	XP_003701849.2	XP_029034105.1
OG0007471	XP_012142921.1, XP_012142924.1, XP_012142923.1	XP_029052099.1
OG0007472	XP_012154219.1	XP_029049828.1
OG0007473	XP_003707522.1, XP_012150455.1	XP_029050813.1
OG0007474	XP_003700942.1	XP_029053513.1
OG0007475	XP_012152860.1	XP_029045980.1
OG0007477	XP_003703169.1	XP_029035695.1
OG0007478	XP_003702227.1	XP_029043623.1
OG0007479	XP_012142155.1, XP_012142154.1	XP_029037094.1
OG0007480	XP_012137111.1	XP_029048114.1
OG0007481	XP_003706670.1	XP_029044951.1
OG0007482	XP_012137243.1	XP_029048461.1
OG0007483	XP_003706245.1	XP_029044674.1
OG0007484	XP_003700621.1	XP_029037452.1
OG0007485	XP_003704655.1	XP_029047532.1
OG0007486	XP_012150186.1, XP_003707322.1	XP_029036536.1
OG0007487	XP_003700014.2	XP_029041491.1
OG0007488	XP_003706413.2	XP_029035784.1
OG0007489	XP_003700664.1, XP_012134781.1	XP_029056272.1
OG0007490	XP_003701554.1	XP_029041587.1
OG0007491	XP_003700581.1	XP_029037488.1
OG0007492	XP_012138579.1, XP_012138580.1	XP_029039651.1
OG0007493	XP_012143286.1	XP_029039214.1
OG0007494	XP_012149958.1	XP_029048204.1
OG0007495	XP_012146236.1	XP_029044447.1
OG0007496	XP_003707351.1	XP_029036588.1
OG0007497	XP_003699779.1	XP_029047519.1
OG0007498	XP_003703513.2	XP_029051639.1
OG0007499	XP_012147959.1	XP_029047358.1
OG0007500	XP_003700767.1, XP_003704580.1	XP_029038824.1
OG0007501	XP_003705481.1	XP_029046869.1
OG0007505	XP_012142099.1	XP_029032897.1
OG0007506	XP_012148087.1, XP_003706510.1	XP_029046050.1
OG0007507	XP_003700076.1	XP_029037784.1
OG0007508	XP_012142233.1	XP_029052053.1
OG0007509	XP_003704939.2	XP_029033245.1
OG0007510	XP_003706707.1	XP_029050560.1
OG0007511	XP_003702280.1	XP_029055887.1
OG0007512	XP_003706994.1	XP_029045557.1
OG0007513	XP_003706653.1	XP_029041115.1
OG0007515	XP_012153353.1	XP_029045959.1
OG0007516	XP_012142553.1	XP_029053746.1
OG0007517	XP_003702758.1	XP_029041783.1
OG0007518	XP_012144806.1	XP_029034981.1
OG0007519	XP_003702270.1	XP_029034393.1
OG0007521	XP_012136181.1	XP_029049302.1
OG0007522	XP_012145163.1, XP_012145164.1	XP_029041334.1
OG0007523	XP_003708520.1	XP_029047437.1
OG0007524	XP_012153857.1	XP_029038290.1
OG0007525	XP_003705551.2	XP_029053514.1
OG0007526	XP_003703845.1	XP_029040770.1
OG0007527	XP_003701011.1	XP_029037793.1
OG0007528	XP_003702001.1	XP_029041211.1
OG0007529	XP_003699217.2	XP_029044361.1
OG0007530	XP_003704949.1	XP_029056090.1
OG0007531	XP_012151303.1	XP_029046585.1
OG0007532	XP_003705657.2	XP_029035375.1
OG0007533	XP_012136577.1, XP_012136575.1, XP_012136576.1	XP_029053523.1
OG0007534	XP_012139897.1	XP_029035564.1
OG0007535	XP_012151702.1	XP_029050264.1
OG0007536	XP_012152609.1	XP_029045391.1
OG0007537	XP_003703265.2	XP_029039625.1
OG0007538	XP_012147206.1, XP_003706070.1	XP_029053221.1
OG0007539	XP_012143771.1	XP_029043294.1, XP_029043295.1
OG0007540	XP_012149364.1	XP_029033448.1, XP_029033602.1
OG0007541	XP_003703599.1	XP_029051812.1
OG0007542	XP_003703686.1	XP_029038212.1
OG0007543	XP_003707457.1	XP_029036596.1
OG0007544	XP_012149841.1	XP_029040687.1
OG0007545	XP_012153343.1	XP_029047760.1
OG0007546	XP_012134703.1	XP_029051604.1
OG0007547	XP_012134646.1	XP_029034608.1
OG0007548	XP_012138985.1	XP_029044682.1
OG0007549	XP_012149539.1	XP_029046033.1, XP_029046034.1, XP_029046035.1
OG0007550	XP_003705892.1	XP_029053099.1, XP_029052782.1
OG0007551	XP_012136746.1	XP_029036183.1
OG0007552	XP_012150082.1	XP_029046446.1
OG0007553	XP_012153879.1	XP_029050479.1
OG0007554	XP_003701754.2	XP_029048122.1, XP_029048123.1
OG0007555	XP_003707346.1	XP_029036609.1
OG0007556	XP_012149501.1	XP_029037539.1
OG0007557	XP_012145072.1	XP_029045522.1
OG0007558	XP_012150076.1	XP_029053063.1
OG0007559	XP_012152462.1, XP_012147983.1	XP_029052790.1
OG0007560	XP_003706327.1	XP_029043178.1
OG0007562	XP_012151935.1	XP_029035526.1
OG0007563	XP_012134801.1	XP_029056148.1, XP_029056197.1
OG0007564	XP_012154393.1	XP_029048952.1, XP_029048954.1, XP_029048953.1
OG0007565	XP_003706599.1	XP_029055590.1
OG0007566	XP_003700171.1	XP_029044749.1
OG0007568	XP_003703487.1	XP_029040979.1, XP_029040976.1
OG0007569	XP_012140953.1, XP_012140958.1	XP_029051818.1
OG0007570	XP_003702389.1	XP_029043598.1
OG0007571	XP_003701748.2	XP_029053751.1, XP_029053617.1
OG0007572	XP_012148530.1, XP_003706737.1	XP_029034844.1
OG0007573	XP_012145204.1	XP_029042184.1
OG0007574	XP_003701189.2	XP_029047099.1
OG0007575	XP_012138152.1	XP_029055623.1, XP_029055626.1, XP_029055625.1
OG0007576	XP_012151337.1	XP_029037286.1
OG0007577	XP_012136026.1	XP_029031946.1
OG0007578	XP_003700049.2	XP_029041394.1
OG0007579	XP_012145530.1, XP_012145536.1	XP_029045122.1
OG0007580	XP_012143326.1, XP_003704518.2	XP_029041813.1
OG0007581	XP_012153832.1	XP_029044086.1, XP_029044085.1, XP_029044084.1
OG0007582	XP_012140285.1	XP_029038575.1
OG0007584	XP_012150937.1	XP_029048919.1
OG0007586	XP_012136249.1, XP_012136243.1, XP_012136244.1	XP_029045965.1, XP_029045962.1
OG0007587	XP_003702995.1	XP_029042902.1, XP_029042901.1
OG0007588	XP_012147268.1	XP_029038892.1
OG0007589	XP_012150189.1, XP_003707436.1	XP_029036593.1
OG0007590	XP_003707349.2	XP_029036604.1, XP_029036606.1
OG0007591	XP_012140521.1	XP_029042882.1, XP_029042557.1, XP_029042543.1
OG0007592	XP_012139035.1, XP_003702596.1	XP_029056516.1, XP_029056515.1
OG0007593	XP_012150625.1	XP_029041513.1
OG0007595	XP_012139343.1	XP_029032714.1, XP_029054638.1
OG0007596	XP_012139890.1	XP_029042990.1, XP_029042991.1
OG0007597	XP_012136425.1	XP_029043204.1, XP_029043207.1
OG0007598	XP_003708183.1	XP_029049901.1
OG0007599	XP_012152955.1	XP_029055250.1
OG0007602	XP_012152456.1, XP_012147706.1, XP_012147707.1	XP_029054395.1
OG0007604	XP_003705901.2	XP_029040890.1
OG0007605	XP_012136206.1	XP_029056366.1
OG0007606	XP_012153017.1	XP_029040365.1
OG0007607	XP_012144640.1	XP_029040800.1
OG0007608	XP_003702299.1	XP_029036272.1
OG0007609	XP_003707521.1, XP_012150456.1	XP_029050806.1
OG0007610	XP_003705362.1	XP_029045151.1
OG0007611	XP_003701840.1	XP_029036253.1
OG0007612	XP_012137277.1, XP_012137278.1	XP_029034277.1
OG0007613	XP_003701899.2	XP_029046081.1
OG0007615	XP_003704317.2	XP_029044495.1
OG0007616	XP_003705809.1	XP_029040629.1
OG0007618	XP_012143684.1	XP_029044559.1
OG0007619	XP_003701561.1	XP_029054820.1
OG0007620	XP_012139289.1	XP_029033423.1
OG0007621	XP_003703678.1	XP_029046429.1
OG0007622	XP_003702261.1	XP_029031998.1
OG0007623	XP_012149097.1	XP_029045564.1
OG0007624	XP_003705486.2	XP_029039377.1
OG0007625	XP_003699351.2	XP_029042753.1
OG0007626	XP_003702728.1	XP_029033300.1
OG0007627	XP_003702013.1, XP_012138165.1	XP_029044627.1
OG0007628	XP_003707400.1	XP_029048689.1
OG0007630	XP_003699543.1	XP_029053363.1
OG0007631	XP_012151536.1	XP_029038098.1
OG0007632	XP_003706818.1	XP_029052131.1
OG0007633	XP_003702018.1	XP_029040118.1
OG0007634	XP_003699452.1	XP_029034349.1
OG0007635	XP_003708581.1	XP_029039529.1
OG0007636	XP_012144869.1	XP_029035038.1
OG0007637	XP_012143592.1	XP_029052282.1
OG0007638	XP_012143863.1	XP_029051716.1
OG0007639	XP_012140994.1	XP_029045908.1
OG0007640	XP_012149203.1	XP_029039893.1
OG0007641	XP_012149654.1	XP_029055988.1
OG0007642	XP_012140225.1	XP_029055443.1
OG0007643	XP_003707705.1	XP_029052181.1
OG0007644	XP_003702813.1	XP_029039273.1
OG0007645	XP_012144345.1, XP_003704905.1	XP_029037774.1
OG0007646	XP_012139933.1	XP_029055884.1
OG0007647	XP_003701799.2	XP_029033291.1
OG0007648	XP_012140564.1	XP_029055346.1
OG0007649	XP_003702888.1	XP_029052740.1
OG0007650	XP_003704858.1	XP_029054045.1
OG0007651	XP_012138949.1	XP_029049126.1
OG0007652	XP_012148672.1	XP_029032031.1
OG0007653	XP_012138424.1	XP_029031996.1
OG0007654	XP_012135555.1	XP_029051485.1
OG0007656	XP_003701263.2	XP_029044255.1
OG0007657	XP_003708229.2	XP_029041162.1
OG0007658	XP_012141518.1	XP_029047343.1
OG0007659	XP_012141977.1	XP_029039295.1
OG0007660	XP_003703921.1	XP_029035536.1
OG0007661	XP_012135495.1	XP_029039743.1
OG0007662	XP_003703396.1	XP_029041175.1
OG0007663	XP_012148995.1	XP_029040548.1
OG0007664	XP_003704893.1	XP_029038803.1
OG0007665	XP_003705496.1	XP_029050010.1
OG0007666	XP_003703916.1	XP_029033551.1
OG0007667	XP_012134754.1	XP_029050117.1
OG0007668	XP_012144563.1	XP_029032517.1
OG0007669	XP_012144874.1	XP_029035014.1
OG0007670	XP_012146344.1	XP_029052041.1
OG0007671	XP_003700871.1	XP_029056528.1
OG0007673	XP_003706788.1	XP_029040568.1
OG0007674	XP_003706531.1	XP_029053653.1
OG0007675	XP_003707901.1	XP_029051945.1
OG0007676	XP_003699841.1	XP_029046107.1
OG0007677	XP_003699270.1	XP_029044164.1
OG0007678	XP_012137051.1	XP_029051394.1
OG0007679	XP_012144720.1	XP_029047373.1
OG0007680	XP_012144117.1	XP_029047893.1
OG0007681	XP_003705450.2	XP_029040091.1
OG0007682	XP_003702229.1	XP_029043617.1
OG0007683	XP_003705584.1	XP_029032160.1
OG0007685	XP_012136209.1	XP_029056402.1
OG0007686	XP_003702342.1	XP_029041540.1
OG0007687	XP_012140410.1	XP_029053295.1
OG0007688	XP_003707533.1	XP_029050757.1
OG0007689	XP_012147951.1	XP_029035763.1
OG0007690	XP_003702043.1	XP_029032303.1
OG0007691	XP_012146626.1	XP_029053154.1, XP_029053166.1
OG0007692	XP_012150609.1	XP_029036228.1
OG0007694	XP_003704996.1	XP_029032460.1
OG0007695	XP_003704260.1	XP_029043773.1
OG0007696	XP_012149141.1, XP_012149142.1	XP_029051448.1
OG0007698	XP_012153541.1	XP_029052505.1
OG0007699	XP_012147047.1	XP_029040156.1
OG0007700	XP_012139388.1	XP_029045358.1
OG0007701	XP_012150925.1	XP_029048913.1
OG0007702	XP_012141971.1	XP_029039276.1
OG0007703	XP_012149522.1	XP_029039385.1
OG0007704	XP_003705497.1	XP_029050014.1
OG0007705	XP_003699262.2	XP_029050158.1
OG0007706	XP_012143154.1	XP_029042114.1
OG0007707	XP_003701745.1	XP_029050166.1, XP_029052500.1
OG0007708	XP_012136752.1	XP_029036229.1
OG0007709	XP_012150343.1	XP_029036484.1
OG0007710	XP_003705952.2	XP_029047729.1
OG0007711	XP_012148671.1	XP_029042248.1
OG0007712	XP_012141507.1	XP_029036734.1
OG0007714	XP_012153181.1	XP_029055568.1
OG0007715	XP_003703590.1	XP_029051165.1
OG0007716	XP_012146927.1	XP_029052772.1
OG0007717	XP_003702901.2	XP_029041809.1
OG0007718	XP_003701395.1, XP_012136328.1	XP_029044479.1, XP_029044478.1
OG0007719	XP_003702843.2	XP_029043373.1
OG0007720	XP_012147850.1	XP_029037817.1
OG0007721	XP_012145022.1	XP_029040678.1
OG0007723	XP_003700264.1	XP_029044169.1
OG0007724	XP_012144317.1	XP_029038745.1, XP_029038746.1, XP_029038744.1
OG0007725	XP_012150158.1	XP_029045494.1, XP_029045492.1
OG0007726	XP_003706520.1	XP_029038607.1
OG0007728	XP_012139719.1	XP_029039220.1
OG0007729	XP_003699559.2	XP_029051770.1
OG0007730	XP_003699539.1	XP_029036379.1
OG0007731	XP_012152876.1	XP_029045939.1
OG0007732	XP_012144244.1, XP_012144240.1	XP_029047929.1
OG0007733	XP_003702563.1	XP_029038524.1
OG0007734	XP_003708498.1	XP_029046930.1
OG0007736	XP_012149789.1	XP_029044810.1
OG0007737	XP_012145978.1	XP_029032629.1
OG0007738	XP_012149234.1	XP_029039593.1
OG0007739	XP_012139124.1	XP_029036401.1
OG0007740	XP_003704249.1	XP_029035686.1
OG0007741	XP_012138850.1	XP_029044222.1
OG0007742	XP_003704632.1	XP_029044662.1
OG0007744	XP_012144017.1	XP_029035309.1
OG0007745	XP_012148020.1	XP_029050320.1
OG0007746	XP_003707338.1	XP_029036457.1
OG0007747	XP_012136170.1	XP_029049982.1
OG0007750	XP_003700282.1	XP_029050474.1
OG0007751	XP_012152238.1	XP_029050231.1
OG0007752	XP_012154412.1	XP_029042673.1
OG0007753	XP_003704345.1	XP_029036120.1
OG0007755	XP_012137716.1	XP_029035794.1
OG0007756	XP_012153987.1	XP_029048205.1
OG0007757	XP_012154107.1	XP_029050987.1
OG0007758	XP_012151406.1	XP_029042416.1
OG0007759	XP_003707218.1	XP_029049064.1
OG0007760	XP_012143733.1	XP_029047552.1
OG0007761	XP_012138185.1, XP_012138184.1	XP_029055857.1
OG0007762	XP_012136533.1	XP_029054800.1
OG0007763	XP_012140998.1	XP_029041240.1
OG0007768	XP_012144958.1	XP_029032732.1
OG0007769	XP_003699814.1	XP_029037564.1
OG0007770	XP_003707647.1, XP_012150648.1	XP_029044837.1
OG0007771	XP_012135076.1, XP_012135075.1	XP_029055945.1
OG0007772	XP_012151901.1, XP_012151899.1	XP_029047449.1
OG0007773	XP_012136710.1	XP_029054903.1
OG0007774	XP_012139924.1	XP_029047313.1
OG0007775	XP_012139083.1	XP_029036639.1
OG0007776	XP_003704779.1	XP_029045996.1
OG0007777	XP_012153032.1	XP_029054115.1
OG0007779	XP_012136418.1	XP_029043202.1
OG0007780	XP_012140384.1	XP_029049218.1
OG0007781	XP_012138595.1	XP_029040051.1
OG0007782	XP_012139202.1	XP_029052562.1
OG0007783	XP_012139880.1	XP_029039141.1
OG0007785	XP_012139209.1	XP_029052718.1
OG0007787	XP_003702567.1	XP_029048338.1
OG0007788	XP_012135394.1	XP_029051111.1
OG0007789	XP_012142014.1	XP_029047082.1
OG0007790	XP_012145377.1	XP_029045087.1
OG0007791	XP_003699689.1	XP_029053936.1
OG0007792	XP_003707200.2	XP_029038279.1
OG0007793	XP_012146561.1	XP_029040578.1
OG0007794	XP_012144238.1	XP_029047975.1
OG0007795	XP_012147915.1	XP_029048479.1
OG0007796	XP_012147256.1	XP_029038890.1
OG0007797	XP_012141452.1, XP_003703546.1	XP_029045104.1
OG0007798	XP_003705973.1	XP_029052771.1
OG0007799	XP_003702802.1	XP_029039070.1
OG0007800	XP_003702192.1, XP_012138128.1	XP_029032622.1
OG0007801	XP_003700334.1	XP_029041743.1
OG0007802	XP_012152185.1	XP_029049877.1
OG0007803	XP_012146906.1	XP_029040895.1
OG0007804	XP_012138383.1	XP_029054629.1
OG0007805	XP_003701830.1	XP_029048320.1
OG0007806	XP_003703520.1	XP_029041076.1
OG0007808	XP_012141454.1	XP_029045099.1
OG0007809	XP_012145898.1, XP_012145899.1	XP_029051842.1, XP_029051841.1
OG0007810	XP_012140236.1	XP_029055556.1
OG0007811	XP_012140974.1	XP_029051804.1
OG0007812	XP_003708515.1	XP_029043978.1
OG0007813	XP_012139534.1	XP_029032682.1
OG0007814	XP_012149600.1	XP_029037599.1
OG0007815	XP_012149305.1	XP_029039674.1
OG0007816	XP_003707892.1	XP_029034069.1
OG0007817	XP_003701118.1	XP_029046798.1, XP_029046799.1
OG0007818	XP_003707195.1	XP_029035395.1
OG0007819	XP_003707248.1	XP_029040619.1
OG0007820	XP_003700431.1	XP_029049205.1
OG0007821	XP_003707368.1	XP_029045732.1
OG0007822	XP_012141442.1	XP_029038140.1
OG0007823	XP_003702620.1	XP_029056491.1
OG0007824	XP_012151915.1	XP_029047425.1
OG0007826	XP_003707572.1, XP_012150599.1, XP_012150598.1	XP_029041477.1
OG0007827	XP_012143755.1	XP_029036972.1
OG0007828	XP_003705186.2	XP_029055716.1
OG0007829	XP_003704105.1	XP_029042316.1
OG0007830	XP_003700301.1	XP_029037463.1
OG0007831	XP_012138968.1	XP_029048424.1
OG0007832	XP_003703476.1	XP_029043755.1
OG0007833	XP_003701210.1	XP_029050852.1
OG0007834	XP_003702060.1	XP_029055705.1
OG0007835	XP_003700468.1	XP_029051022.1
OG0007836	XP_003706637.1	XP_029035579.1
OG0007837	XP_003701314.1	XP_029034652.1
OG0007838	XP_012151289.1	XP_029049693.1
OG0007839	XP_003703358.1	XP_029041406.1
OG0007840	XP_012149922.1	XP_029045741.1
OG0007841	XP_012137546.1	XP_029051875.1
OG0007842	XP_012148483.1	XP_029040063.1
OG0007843	XP_003703848.1	XP_029038060.1
OG0007844	XP_003708206.2	XP_029046234.1
OG0007845	XP_003708456.1	XP_029042929.1
OG0007846	XP_012144365.1	XP_029040267.1
OG0007847	XP_012134667.1	XP_029042642.1
OG0007848	XP_012153096.1	XP_029040675.1
OG0007849	XP_003701679.1	XP_029032954.1
OG0007850	XP_003707137.2	XP_029037538.1
OG0007851	XP_003702778.1	XP_029050637.1
OG0007852	XP_003703669.1	XP_029051612.1
OG0007853	XP_003704978.1	XP_029033122.1
OG0007854	XP_012137423.1	XP_029045518.1
OG0007855	XP_012146328.1	XP_029035335.1
OG0007856	XP_003702241.2	XP_029036275.1
OG0007857	XP_012143329.1	XP_029039118.1
