Orthogroup	Megachile_rotundata	Polistes_dominula
OG0006395	XP_012140935.1	XP_015173332.1
OG0006396	XP_012146108.1	XP_015179956.1
OG0006397	XP_003700775.1	XP_015173114.1
OG0006398	XP_003706762.1	XP_015187806.1
OG0006399	XP_012151075.1	XP_015186776.1
OG0006400	XP_012140911.1	XP_015190771.1
OG0006401	XP_012141126.1	XP_015183870.1
OG0006402	XP_012145808.1	XP_015173322.1
OG0006403	XP_012146177.1	XP_015188580.1
OG0006404	XP_003704664.1	XP_015186767.1
OG0006405	XP_003704221.1	XP_015172443.1
OG0006406	XP_003701495.1	XP_015187778.1
OG0006407	XP_012135641.1	XP_015182172.1
OG0006408	XP_003703428.1	XP_015190057.1
OG0006409	XP_003708391.1	XP_015176214.1
OG0006410	XP_012143236.1	XP_015187008.1
OG0006411	XP_012150039.1	XP_015183522.1
OG0006412	XP_003707523.2	XP_015183517.1
OG0006413	XP_012147997.1	XP_015175431.1
OG0006414	XP_003699721.1	XP_015186421.1
OG0006415	XP_012143335.1	XP_015182052.1
OG0006416	XP_012151420.1	XP_015190853.1
OG0006417	XP_003707014.1	XP_015183289.1
OG0006418	XP_012139461.1	XP_015173460.1
OG0006419	XP_003703552.1	XP_015184126.1
OG0006420	XP_003703268.1	XP_015182579.1
OG0006421	XP_012144607.1	XP_015183016.1
OG0006423	XP_003707874.2	XP_015190614.1
OG0006424	XP_012152641.1	XP_015190991.1
OG0006425	XP_012142999.1	XP_015176670.1
OG0006426	XP_012136936.1	XP_015175197.1
OG0006427	XP_003705378.1	XP_015184300.1
OG0006428	XP_003704912.1	XP_015175383.1
OG0006429	XP_003703183.1, XP_012140265.1	XP_015187556.1
OG0006430	XP_003705232.1	XP_015176625.1
OG0006431	XP_012136828.1	XP_015190319.1
OG0006432	XP_003702316.1	XP_015174338.1
OG0006433	XP_003702673.1	XP_015175665.1
OG0006434	XP_003701954.1	XP_015184684.1
OG0006435	XP_012137630.1	XP_015185623.1
OG0006437	XP_003699644.2	XP_015176250.1
OG0006438	XP_012141044.1	XP_015174680.1
OG0006439	XP_003700466.1	XP_015174076.1
OG0006440	XP_012145634.1	XP_015179251.1
OG0006441	XP_003703870.1	XP_015188522.1
OG0006442	XP_003705821.1	XP_015186615.1
OG0006443	XP_003699440.1	XP_015185511.1
OG0006444	XP_003702034.1	XP_015179162.1
OG0006445	XP_003704065.1	XP_015189108.1
OG0006446	XP_012147888.1	XP_015181426.1
OG0006447	XP_012142486.1	XP_015177644.1
OG0006448	XP_012140788.1	XP_015191369.1
OG0006449	XP_003703484.1	XP_015171247.1
OG0006450	XP_003706751.1	XP_015186812.1
OG0006451	XP_003700051.1	XP_015174465.1
OG0006452	XP_003707343.1	XP_015186799.1
OG0006453	XP_003702581.2	XP_015186366.1
OG0006454	XP_012153767.1	XP_015182271.1
OG0006455	XP_012137181.1	XP_015181572.1
OG0006456	XP_003701539.1	XP_015187030.1
OG0006457	XP_012135941.1, XP_012135940.1	XP_015187520.1
OG0006458	XP_003701220.1	XP_015177383.1
OG0006459	XP_012151340.1	XP_015183569.1
OG0006460	XP_012141542.1	XP_015174025.1
OG0006462	XP_012151675.1	XP_015176160.1
OG0006463	XP_012142169.1	XP_015186911.1
OG0006464	XP_003707299.1	XP_015188095.1
OG0006465	XP_012142541.1	XP_015185382.1
OG0006466	XP_003704985.1	XP_015174250.1, XP_015174249.1
OG0006467	XP_003706870.1	XP_015171727.1
OG0006468	XP_012138013.1	XP_015180401.1
OG0006469	XP_012150699.1	XP_015180133.1
OG0006470	XP_012153483.1	XP_015190543.1
OG0006471	XP_012145802.1	XP_015180918.1
OG0006472	XP_012142473.1	XP_015185797.1
OG0006473	XP_003701636.2	XP_015182328.1
OG0006474	XP_012154069.1	XP_015173689.1
OG0006475	XP_003703753.1	XP_015190486.1, XP_015190487.1
OG0006476	XP_003704056.1	XP_015187219.1
OG0006477	XP_003699506.1	XP_015191442.1
OG0006478	XP_012144873.1, XP_003705099.1	XP_015188850.1
OG0006480	XP_003700351.1	XP_015180296.1
OG0006481	XP_012153446.1	XP_015190636.1
OG0006482	XP_003703643.1	XP_015172193.1
OG0006483	XP_012152991.1	XP_015187081.1
OG0006484	XP_012136779.1	XP_015183297.1
OG0006485	XP_003707937.1	XP_015171600.1
OG0006486	XP_012147145.1	XP_015189406.1
OG0006487	XP_012146039.1, XP_012134570.1	XP_015188418.1
OG0006488	XP_003703876.1	XP_015190575.1
OG0006489	XP_012142435.1	XP_015189568.1
OG0006490	XP_012141724.1	XP_015184318.1
OG0006491	XP_003703827.1, XP_012141793.1	XP_015174364.1
OG0006493	XP_003701372.1	XP_015174674.1
OG0006494	XP_003700970.1	XP_015190085.1
OG0006495	XP_003699889.1	XP_015182699.1
OG0006496	XP_012135908.1, XP_012135910.1	XP_015171280.1
OG0006497	XP_012145552.1	XP_015176990.1
OG0006498	XP_003700445.1	XP_015172172.1
OG0006499	XP_003700251.1	XP_015187986.1
OG0006500	XP_012152166.1	XP_015174134.1
OG0006501	XP_012141823.1	XP_015189995.1
OG0006502	XP_003704581.2	XP_015185917.1
OG0006503	XP_012142671.1	XP_015181145.1
OG0006504	XP_012139962.1	XP_015185796.1
OG0006505	XP_012142494.1	XP_015177342.1
OG0006506	XP_012144024.1	XP_015178853.1
OG0006507	XP_012151460.1	XP_015188513.1
OG0006508	XP_012149122.1	XP_015181081.1
OG0006509	XP_012153492.1	XP_015175870.1
OG0006510	XP_003702151.2	XP_015178950.1
OG0006511	XP_003703373.1	XP_015181972.1
OG0006512	XP_012145579.1	XP_015179919.1
OG0006513	XP_012145475.1	XP_015180746.1
OG0006514	XP_012149813.1	XP_015186024.1
OG0006515	XP_012141257.1	XP_015181022.1
OG0006516	XP_003708453.1	XP_015171857.1
OG0006517	XP_012144539.1	XP_015176572.1
OG0006518	XP_012146147.1	XP_015185859.1
OG0006519	XP_012142347.1	XP_015185020.1
OG0006520	XP_003699313.1	XP_015183786.1
OG0006521	XP_003701994.1	XP_015176608.1
OG0006522	XP_003702204.1	XP_015190436.1
OG0006523	XP_012149482.1	XP_015174969.1
OG0006524	XP_012144634.1	XP_015180554.1
OG0006525	XP_003701620.1	XP_015180917.1
OG0006526	XP_012152234.1	XP_015175032.1
OG0006527	XP_012141936.1	XP_015175958.1
OG0006528	XP_012136005.1	XP_015175723.1
OG0006529	XP_003701942.1	XP_015184285.1
OG0006530	XP_012137871.1	XP_015184087.1
OG0006531	XP_003707060.1	XP_015178766.1, XP_015178767.1
OG0006532	XP_003699179.1	XP_015186174.1
OG0006533	XP_003702993.1	XP_015175263.1
OG0006534	XP_003703974.1	XP_015186242.1
OG0006535	XP_012137375.1	XP_015178066.1
OG0006536	XP_012145213.1	XP_015185748.1
OG0006537	XP_003702531.1	XP_015173451.1
OG0006538	XP_003707066.1	XP_015182769.1
OG0006539	XP_003701393.2	XP_015184161.1
OG0006540	XP_003700954.1	XP_015190340.1
OG0006541	XP_003703792.2	XP_015180235.1
OG0006542	XP_012153883.1	XP_015175405.1
OG0006543	XP_003704919.2	XP_015181501.1
OG0006544	XP_003700258.1	XP_015171993.1
OG0006545	XP_003701273.1	XP_015177321.1
OG0006546	XP_012137685.1	XP_015191632.1
OG0006547	XP_012136901.1	XP_015172906.1
OG0006549	XP_003705424.1	XP_015179257.1
OG0006550	XP_012145446.1	XP_015172118.1
OG0006551	XP_012140829.1	XP_015173386.1
OG0006552	XP_003702949.1	XP_015179802.1
OG0006553	XP_012151799.1	XP_015188645.1
OG0006554	XP_003706527.1	XP_015184858.1
OG0006555	XP_012135317.1, XP_003704555.1	XP_015180356.1
OG0006556	XP_003707505.1	XP_015182388.1
OG0006557	XP_012150522.1, XP_012150585.1	XP_015173514.1
OG0006558	XP_003704036.1	XP_015175525.1
OG0006559	XP_012136817.1	XP_015189780.1
OG0006560	XP_012142156.1	XP_015184701.1
OG0006561	XP_003706196.2	XP_015173496.1, XP_015173495.1
OG0006562	XP_003708438.2	XP_015176130.1
OG0006563	XP_003707212.1	XP_015190251.1
OG0006565	XP_003707294.1	XP_015171235.1
OG0006566	XP_012143372.1	XP_015186163.1
OG0006568	XP_003706739.2	XP_015191822.1
OG0006570	XP_012144953.1	XP_015171943.1
OG0006571	XP_012137771.1	XP_015190136.1
OG0006572	XP_012149204.1	XP_015178659.1
OG0006573	XP_012138143.1	XP_015189289.1
OG0006574	XP_012143774.1	XP_015190029.1
OG0006575	XP_012136931.1, XP_003701691.1	XP_015175135.1
OG0006576	XP_003699388.1	XP_015180177.1
OG0006577	XP_012136608.1	XP_015187155.1
OG0006578	XP_012153351.1	XP_015179458.1
OG0006579	XP_003699378.1	XP_015189137.1
OG0006580	XP_003706799.1	XP_015173143.1
OG0006581	XP_012153528.1	XP_015188168.1
OG0006582	XP_003702216.1	XP_015173070.1
OG0006583	XP_012147335.1	XP_015188655.1
OG0006584	XP_012143523.1	XP_015191344.1
OG0006585	XP_012145101.1	XP_015180402.1
OG0006586	XP_003699187.1	XP_015178786.1
OG0006587	XP_003705426.1	XP_015174962.1
OG0006588	XP_012142296.1	XP_015175758.1
OG0006589	XP_003705695.2	XP_015187735.1, XP_015187732.1
OG0006590	XP_012136332.1	XP_015178667.1
OG0006591	XP_012141214.1	XP_015189139.1
OG0006592	XP_003699448.1	XP_015176496.1
OG0006593	XP_012146441.1	XP_015174698.1
OG0006594	XP_003700373.1	XP_015184511.1
OG0006595	XP_012146165.1	XP_015182907.1
OG0006596	XP_012137141.1	XP_015174239.1
OG0006597	XP_012144908.1	XP_015171155.1
OG0006598	XP_003705895.2	XP_015186628.1
OG0006599	XP_012141170.1	XP_015172941.1
OG0006600	XP_012134944.1	XP_015174399.1
OG0006601	XP_003701068.2	XP_015184338.1
OG0006602	XP_012151365.1	XP_015171225.1
OG0006603	XP_012136084.1	XP_015173620.1
OG0006604	XP_003702012.1	XP_015185190.1
OG0006605	XP_012144911.1	XP_015175027.1, XP_015175026.1
OG0006606	XP_012137207.1	XP_015181556.1
OG0006607	XP_003702377.2	XP_015183552.1
OG0006608	XP_012134532.1	XP_015179865.1
OG0006609	XP_012153676.1	XP_015190610.1
OG0006610	XP_012139874.1	XP_015173469.1
OG0006611	XP_012153958.1	XP_015191026.1
OG0006612	XP_012135824.1	XP_015183715.1
OG0006614	XP_012136204.1	XP_015178626.1
OG0006615	XP_012147465.1	XP_015173546.1
OG0006616	XP_003703237.1	XP_015177079.1
OG0006617	XP_003708175.1	XP_015181378.1
OG0006618	XP_012140625.1	XP_015186642.1
OG0006619	XP_003700150.1	XP_015184846.1
OG0006620	XP_012140178.1, XP_012140171.1	XP_015180876.1
OG0006621	XP_003700422.1	XP_015184196.1
OG0006622	XP_012141792.1, XP_003699678.1	XP_015187968.1, XP_015187964.1
OG0006623	XP_003704841.1	XP_015177313.1
OG0006625	XP_012147515.1	XP_015190116.1
OG0006626	XP_012151553.1	XP_015181400.1
OG0006627	XP_012153451.1	XP_015184925.1
OG0006628	XP_012143193.1	XP_015190369.1
OG0006629	XP_003708407.1	XP_015181088.1
OG0006630	XP_003708424.1	XP_015173184.1
OG0006631	XP_003708390.1	XP_015183495.1
OG0006632	XP_012150290.1	XP_015188113.1
OG0006633	XP_003700041.2	XP_015185282.1
OG0006634	XP_012142528.1	XP_015178023.1
OG0006635	XP_003704678.2	XP_015185877.1
OG0006636	XP_003708393.1	XP_015179740.1
OG0006637	XP_003705570.2	XP_015176750.1, XP_015176751.1
OG0006638	XP_012139654.1	XP_015183070.1
OG0006639	XP_012153038.1	XP_015180647.1
OG0006640	XP_012152753.1	XP_015179729.1
OG0006641	XP_012135324.1	XP_015180076.1
OG0006642	XP_012138583.1	XP_015182017.1
OG0006643	XP_003699628.1	XP_015174116.1, XP_015174115.1
OG0006644	XP_012147165.1	XP_015180001.1
OG0006645	XP_012149185.1	XP_015186804.1
OG0006646	XP_003706367.1	XP_015180237.1
OG0006647	XP_003705250.1	XP_015178151.1
OG0006648	XP_003703207.1, XP_012140381.1	XP_015177082.1
OG0006649	XP_012154150.1	XP_015174926.1
OG0006650	XP_012142591.1	XP_015177002.1
OG0006651	XP_012139610.1	XP_015172199.1
OG0006652	XP_012141858.1	XP_015176488.1
OG0006653	XP_012147883.1, XP_012147879.1	XP_015190828.1
OG0006654	XP_003703875.1	XP_015190565.1, XP_015190566.1
OG0006655	XP_012152857.1, XP_003708428.1	XP_015183234.1
OG0006656	XP_003706825.2	XP_015186107.1
OG0006658	XP_012148293.1, XP_012148351.1	XP_015172656.1
OG0006659	XP_003703017.1	XP_015185733.1
OG0006660	XP_003700690.2	XP_015174319.1
OG0006661	XP_012147802.1	XP_015173257.1
OG0006662	XP_012137119.1	XP_015185043.1
OG0006663	XP_012145292.1, XP_012145300.1	XP_015180645.1
OG0006664	XP_012141391.1	XP_015178744.1
OG0006665	XP_003702777.1	XP_015172368.1
OG0006666	XP_003708292.2	XP_015181398.1
OG0006667	XP_012148244.1	XP_015191800.1
OG0006668	XP_003703249.1	XP_015187340.1
OG0006669	XP_012148069.1	XP_015188651.1
OG0006670	XP_012151790.1	XP_015188617.1
OG0006671	XP_012151545.1	XP_015190944.1
OG0006672	XP_003705714.1	XP_015180326.1
OG0006673	XP_012154559.1, XP_012154557.1	XP_015189789.1
OG0006674	XP_003705971.1	XP_015171928.1
OG0006675	XP_012135044.1	XP_015188242.1
OG0006676	XP_012147446.1	XP_015172685.1
OG0006678	XP_012151363.1	XP_015187629.1
OG0006679	XP_003705170.1	XP_015177788.1, XP_015177789.1
OG0006681	XP_012149007.1, XP_012149012.1	XP_015190405.1
OG0006682	XP_012136198.1	XP_015184910.1
OG0006683	XP_012141204.1	XP_015175477.1
OG0006684	XP_003699970.1	XP_015178462.1
OG0006685	XP_003708616.1, XP_012153379.1	XP_015179503.1
OG0006686	XP_003708622.2	XP_015175608.1
OG0006687	XP_003704364.1	XP_015177809.1
OG0006688	XP_003700653.1, XP_012134724.1	XP_015181587.1
OG0006689	XP_003700035.1	XP_015178649.1
OG0006690	XP_003706321.1	XP_015189150.1
OG0006691	XP_012148570.1	XP_015184890.1
OG0006692	XP_003705316.1, XP_012145256.1, XP_012145257.1, XP_012145258.1, XP_012145259.1	XP_015180778.1
OG0006693	XP_003699987.1	XP_015178541.1
OG0006694	XP_003707756.1	XP_015182740.1, XP_015182741.1, XP_015182739.1
OG0006695	XP_003699592.1	XP_015181536.1
OG0006696	XP_003700527.1	XP_015176087.1
OG0006697	XP_012150901.1	XP_015184045.1
OG0006698	XP_003704884.1	XP_015172588.1, XP_015172589.1
OG0006699	XP_012154125.1	XP_015181174.1
OG0006700	XP_003705332.1	XP_015191596.1
OG0006701	XP_003706177.1	XP_015171825.1
OG0006702	XP_003700873.2	XP_015185550.1
OG0006703	XP_003708478.1	XP_015179700.1
OG0006704	XP_012151811.1	XP_015171599.1
OG0006705	XP_012136498.1	XP_015187680.1
OG0006706	XP_012143023.1	XP_015177006.1
OG0006707	XP_003700151.1	XP_015185271.1
OG0006708	XP_003706565.1	XP_015184696.1
OG0006709	XP_003702903.1	XP_015173427.1, XP_015173428.1
OG0006710	XP_003708176.1	XP_015181383.1
OG0006711	XP_012139126.1, XP_003702671.1	XP_015175797.1
OG0006713	XP_012147607.1	XP_015188727.1
OG0006714	XP_003704765.1	XP_015181744.1
OG0006716	XP_012152921.1	XP_015191014.1
OG0006717	XP_003702433.1	XP_015183388.1
OG0006719	XP_012151737.1	XP_015185236.1
OG0006720	XP_003705053.1	XP_015190479.1, XP_015190478.1, XP_015190477.1
OG0006721	XP_003700744.1	XP_015177798.1
OG0006722	XP_003704031.2	XP_015187908.1
OG0006723	XP_003708007.1	XP_015174009.1
OG0006724	XP_003701140.1	XP_015189284.1, XP_015189291.1
OG0006725	XP_012144811.1	XP_015179193.1
OG0006726	XP_003704324.1	XP_015179670.1
OG0006728	XP_003702336.1, XP_012138224.1	XP_015187001.1
OG0006729	XP_003700768.1	XP_015178923.1
OG0006730	XP_012152584.1	XP_015190551.1
OG0006731	XP_003707684.1	XP_015191494.1
OG0006732	XP_003704382.1	XP_015183526.1
OG0006733	XP_012151647.1	XP_015178313.1
OG0006734	XP_012151174.1	XP_015189168.1
OG0006735	XP_012142349.1, XP_012142348.1	XP_015185968.1
OG0006736	XP_012151655.1	XP_015178409.1, XP_015178408.1
OG0006738	XP_003705015.1	XP_015183099.1
OG0006739	XP_003700949.1	XP_015179500.1, XP_015179498.1
OG0006740	XP_012145130.1	XP_015171707.1, XP_015171706.1
OG0006741	XP_012136287.1	XP_015185123.1
OG0006742	XP_012151240.1	XP_015175481.1
OG0006743	XP_012153452.1, XP_012153454.1	XP_015190726.1
OG0006744	XP_012147152.1	XP_015175889.1, XP_015175880.1
OG0006745	XP_003705968.1	XP_015181211.1
OG0006746	XP_003701484.1	XP_015184289.1
OG0006747	XP_003705503.1	XP_015173325.1
OG0006748	XP_003700144.1	XP_015182672.1
OG0006749	XP_012151673.1	XP_015176159.1
OG0006750	XP_012145483.1	XP_015176074.1
OG0006751	XP_012142639.1	XP_015187391.1
OG0006752	XP_012136093.1	XP_015173131.1
OG0006753	XP_012137567.1	XP_015171634.1
OG0006754	XP_003701420.1	XP_015190869.1
OG0006755	XP_012148573.1	XP_015191821.1
OG0006757	XP_003702266.1	XP_015178666.1
OG0006759	XP_012147357.1, XP_012147328.1	XP_015188721.1
OG0006760	XP_012141294.1	XP_015171358.1
OG0006762	XP_012149510.1	XP_015173652.1
OG0006763	XP_012137294.1, XP_012137293.1, XP_012137292.1, XP_012137291.1, XP_003701848.1	XP_015180881.1
OG0006764	XP_012154373.1	XP_015174930.1
OG0006766	XP_003702865.1, XP_012139373.1, XP_012139374.1	XP_015183152.1
OG0006771	XP_003701236.1	XP_015184815.1
OG0006772	XP_012150350.1	XP_015174725.1
OG0006773	XP_003700983.1	XP_015187941.1
OG0006776	XP_003702913.1	XP_015172336.1
OG0006777	XP_012140548.1, XP_012140549.1	XP_015181916.1
OG0006778	XP_012137864.1	XP_015186053.1
OG0006779	XP_012153713.1	XP_015181176.1
OG0006780	XP_012147423.1	XP_015171875.1
OG0006782	XP_003701888.1	XP_015178061.1
OG0006784	XP_012147195.1	XP_015174754.1, XP_015174753.1
OG0006785	XP_012137323.1	XP_015185059.1
OG0006787	XP_003699598.1	XP_015181598.1
OG0006788	XP_012152505.1	XP_015190923.1
OG0006790	XP_012143113.1	XP_015187379.1
OG0006792	XP_012153396.1, XP_012153422.1	XP_015175606.1
OG0006793	XP_012143944.1	XP_015177256.1
OG0006796	XP_012145430.1	XP_015178585.1
OG0006798	XP_003700673.1	XP_015184302.1
OG0006799	XP_003705829.1	XP_015174140.1
OG0006800	XP_003708077.1	XP_015173624.1
OG0006801	XP_003700810.1	XP_015172981.1
OG0006802	XP_003706428.1	XP_015190490.1
OG0006803	XP_012144046.1	XP_015173986.1
OG0006804	XP_003703505.1	XP_015171054.1
OG0006805	XP_003704241.1	XP_015180725.1
OG0006806	XP_012141265.1	XP_015180804.1
OG0006807	XP_003702854.1	XP_015183226.1
OG0006808	XP_003706204.1	XP_015173503.1
OG0006809	XP_003701956.1	XP_015176374.1
OG0006810	XP_003701004.1	XP_015190018.1
OG0006811	XP_003706350.1	XP_015177934.1
OG0006812	XP_012154456.1	XP_015189298.1
OG0006814	XP_012143306.1	XP_015183751.1
OG0006815	XP_003704189.1	XP_015182001.1
OG0006816	XP_012135294.1	XP_015181755.1
OG0006817	XP_003706485.1	XP_015175426.1
OG0006818	XP_003704633.1	XP_015183945.1
OG0006819	XP_003701551.1	XP_015171747.1
OG0006820	XP_003705066.1	XP_015190621.1
OG0006821	XP_003699785.1	XP_015176765.1
OG0006822	XP_012135452.1	XP_015171512.1
OG0006823	XP_012148379.1	XP_015183086.1
OG0006824	XP_003700365.1	XP_015176928.1
OG0006825	XP_012139789.1	XP_015178222.1
OG0006826	XP_003700534.1	XP_015174951.1
OG0006827	XP_003700619.1	XP_015178753.1
OG0006828	XP_003705510.1	XP_015173223.1
OG0006829	XP_003702104.1	XP_015191101.1
OG0006830	XP_012152787.1, XP_003708405.1	XP_015180954.1
OG0006831	XP_003702760.1	XP_015173399.1
OG0006832	XP_003700952.1	XP_015188010.1
OG0006833	XP_012139701.1	XP_015179658.1
OG0006834	XP_003701664.1	XP_015173107.1
OG0006835	XP_003702491.1	XP_015185801.1
OG0006836	XP_003699427.1	XP_015173152.1
OG0006837	XP_012146960.1	XP_015179372.1
OG0006838	XP_003702515.1	XP_015177609.1
OG0006840	XP_003705505.1	XP_015173238.1
OG0006841	XP_003705102.1	XP_015189270.1
OG0006842	XP_003708522.1	XP_015176885.1
OG0006843	XP_003701750.1	XP_015186926.1
OG0006844	XP_003699728.1	XP_015191165.1
OG0006845	XP_003701270.1	XP_015181513.1
OG0006846	XP_003701673.1	XP_015190784.1
OG0006847	XP_003702056.1	XP_015173695.1
OG0006848	XP_003705775.1	XP_015182887.1
OG0006849	XP_003704908.1	XP_015177686.1
OG0006850	XP_003703782.1	XP_015176507.1
OG0006851	XP_012141928.1	XP_015188805.1
OG0006852	XP_003702828.1	XP_015177209.1
OG0006853	XP_003702941.1	XP_015179628.1
OG0006854	XP_012136167.1	XP_015190708.1
OG0006855	XP_003701344.1	XP_015175557.1
OG0006856	XP_003706365.1	XP_015188294.1
OG0006858	XP_003707070.2	XP_015175589.1
OG0006859	XP_003699835.1	XP_015189642.1
OG0006861	XP_012139394.1, XP_012139395.1	XP_015184801.1
OG0006862	XP_003699851.1	XP_015188774.1
OG0006863	XP_003706650.1	XP_015181523.1
OG0006864	XP_003700329.1	XP_015190183.1
OG0006865	XP_012154350.1	XP_015175051.1
OG0006866	XP_012153344.1	XP_015181765.1
OG0006867	XP_012142009.1	XP_015177895.1
OG0006868	XP_003701696.1	XP_015187305.1
OG0006869	XP_003705475.2	XP_015184639.1
OG0006870	XP_003701441.1	XP_015185149.1
OG0006871	XP_003699695.1	XP_015189446.1
OG0006872	XP_003706427.1	XP_015174417.1
OG0006873	XP_003701174.1	XP_015190355.1
OG0006874	XP_012135605.1	XP_015187348.1
OG0006875	XP_003699233.1	XP_015172560.1
OG0006876	XP_012143714.1	XP_015175496.1
OG0006877	XP_003704476.1	XP_015175984.1
OG0006878	XP_003700570.1	XP_015179927.1
OG0006879	XP_003708643.1	XP_015176879.1
OG0006881	XP_003704831.1	XP_015174968.1
OG0006882	XP_003707262.1	XP_015184819.1
OG0006883	XP_003700372.1	XP_015190670.1
OG0006884	XP_003701558.1	XP_015177155.1
OG0006885	XP_003699984.1	XP_015181939.1
OG0006886	XP_012135635.1	XP_015187408.1
OG0006887	XP_012135080.1	XP_015187918.1
OG0006888	XP_003702873.1	XP_015183150.1
OG0006889	XP_012144160.1	XP_015177350.1
OG0006890	XP_003706793.1	XP_015175482.1
OG0006891	XP_003703910.2	XP_015180434.1
OG0006892	XP_003703148.1	XP_015171461.1
OG0006893	XP_012154504.1	XP_015179926.1
OG0006894	XP_003699565.1	XP_015175576.1
OG0006895	XP_003701143.1	XP_015183006.1
OG0006896	XP_003705273.1	XP_015185276.1
OG0006897	XP_003701396.1	XP_015176248.1
OG0006898	XP_012136811.1	XP_015189275.1
OG0006899	XP_012140926.1	XP_015190778.1
OG0006900	XP_003706878.1	XP_015176952.1
OG0006901	XP_012145443.1	XP_015177780.1
OG0006902	XP_003707729.1	XP_015181899.1
OG0006903	XP_003705174.1	XP_015187120.1
OG0006904	XP_003704250.1	XP_015185717.1
OG0006905	XP_012151591.1	XP_015184929.1
OG0006906	XP_003707268.1	XP_015184521.1
OG0006907	XP_012150410.1	XP_015180156.1
OG0006908	XP_003703888.1	XP_015177892.1
OG0006909	XP_012139687.1	XP_015179623.1
OG0006910	XP_012147612.1	XP_015188732.1
OG0006911	XP_012143492.1	XP_015187558.1
OG0006912	XP_003707582.2	XP_015181641.1
OG0006913	XP_012147776.1	XP_015177825.1
OG0006914	XP_003706669.1	XP_015190727.1
OG0006915	XP_003705052.1	XP_015186393.1
OG0006916	XP_012136911.1	XP_015172898.1
OG0006917	XP_012135253.1	XP_015175696.1
OG0006918	XP_003705184.1	XP_015175767.1
OG0006919	XP_012154359.1	XP_015174168.1
OG0006921	XP_003705652.1	XP_015177546.1
OG0006922	XP_012153345.1	XP_015184174.1
OG0006923	XP_003706930.1	XP_015173201.1
OG0006924	XP_003701127.1	XP_015172557.1
OG0006925	XP_003703027.1	XP_015177615.1
OG0006926	XP_012141120.1	XP_015183805.1
OG0006927	XP_003704272.1	XP_015186950.1
OG0006928	XP_012141267.1	XP_015181998.1
OG0006929	XP_012135938.1	XP_015187514.1
OG0006930	XP_003704845.2	XP_015178557.1
OG0006931	XP_003707739.1	XP_015182280.1
OG0006932	XP_003705994.1	XP_015186633.1
OG0006933	XP_012136863.1	XP_015173569.1
OG0006934	XP_012144425.1	XP_015175562.1
OG0006935	XP_003705645.1	XP_015177560.1
OG0006937	XP_003708543.1	XP_015179502.1
OG0006938	XP_012147453.1	XP_015184774.1
OG0006939	XP_012151364.1	XP_015187616.1
OG0006940	XP_003708287.1	XP_015183752.1
OG0006941	XP_003702920.1	XP_015172143.1
OG0006943	XP_003707032.1	XP_015183845.1
OG0006944	XP_012152318.1	XP_015181341.1
OG0006945	XP_012140251.1	XP_015173991.1
OG0006946	XP_003700032.1	XP_015188016.1
OG0006947	XP_003701450.2, XP_012136527.1	XP_015177185.1
OG0006948	XP_003702844.1	XP_015187679.1, XP_015187678.1
OG0006949	XP_003707682.1	XP_015172067.1
OG0006950	XP_003708577.1	XP_015179121.1
OG0006951	XP_003701309.1	XP_015171424.1
OG0006952	XP_003703521.1	XP_015189773.1
OG0006953	XP_012142574.1	XP_015188290.1
OG0006954	XP_012151626.1	XP_015190678.1
OG0006955	XP_012138499.1	XP_015188344.1
OG0006956	XP_003699211.1	XP_015173151.1
OG0006957	XP_003706434.1	XP_015190495.1
OG0006958	XP_003699945.1	XP_015172145.1
OG0006959	XP_012153028.1	XP_015182487.1, XP_015182486.1
OG0006960	XP_003702048.1	XP_015185163.1
OG0006961	XP_012141821.1	XP_015174064.1
OG0006962	XP_003708410.1	XP_015179542.1
OG0006963	XP_003700404.1	XP_015175955.1, XP_015175956.1
OG0006965	XP_003700561.1	XP_015189128.1
OG0006966	XP_012137746.1	XP_015179301.1
OG0006967	XP_012138315.1	XP_015174218.1
OG0006968	XP_012153235.1	XP_015179350.1
OG0006969	XP_003705523.1	XP_015177950.1
OG0006970	XP_003707146.1	XP_015172713.1
OG0006971	XP_012135761.1	XP_015180838.1
OG0006972	XP_012148197.1	XP_015177475.1
OG0006973	XP_003703693.1	XP_015185474.1
OG0006974	XP_012152648.1	XP_015186441.1
OG0006975	XP_012152659.1	XP_015183712.1
OG0006976	XP_003703122.1	XP_015178915.1
OG0006977	XP_003707156.1	XP_015172309.1, XP_015172298.1
OG0006978	XP_012148266.1	XP_015187072.1
OG0006979	XP_003703140.1	XP_015175409.1
OG0006980	XP_012136098.1	XP_015173024.1
OG0006981	XP_003702117.1	XP_015188229.1
OG0006982	XP_012154501.1, XP_012154492.1	XP_015185480.1
OG0006983	XP_012137811.1	XP_015185193.1
OG0006984	XP_012141898.1	XP_015179597.1
OG0006985	XP_012136882.1	XP_015172882.1
OG0006986	XP_012147967.1	XP_015189190.1
OG0006987	XP_003699409.1	XP_015179712.1
OG0006988	XP_003707468.1	XP_015177957.1
OG0006989	XP_003706074.2	XP_015173533.1
OG0006990	XP_012152853.1	XP_015173187.1
OG0006991	XP_012152384.1	XP_015182783.1
OG0006992	XP_003707938.1	XP_015171598.1
OG0006993	XP_012151907.1	XP_015174360.1
OG0006994	XP_003707362.1	XP_015176446.1
OG0006997	XP_012134843.1	XP_015189607.1
OG0006998	XP_003703259.1	XP_015189662.1
