Orthogroup	Megachile_rotundata	Solenopsis_invicta
OG0007006	XP_003707307.1	XP_025988671.1
OG0007007	XP_003703903.1	XP_011163145.1
OG0007008	XP_012142658.1	XP_011161461.2
OG0007009	XP_003708446.1	XP_011158265.1
OG0007010	XP_012146606.1	XP_011166750.2
OG0007011	XP_003706876.2, XP_012149153.1	XP_011159307.1
OG0007012	XP_012143101.1	XP_011163036.2
OG0007013	XP_003699480.1	XP_011162159.2
OG0007014	XP_003704027.1	XP_011165985.1
OG0007016	XP_003699487.1	XP_025987671.2
OG0007017	XP_003702205.1	XP_011170700.1
OG0007018	XP_003700250.1	XP_039305581.1
OG0007019	XP_003701266.1	XP_011155604.1
OG0007020	XP_012142370.1	XP_011168107.1
OG0007021	XP_012151031.1	XP_025993727.1
OG0007022	XP_003706667.1	XP_011169202.2
OG0007023	XP_003706506.2	XP_011170823.1
OG0007024	XP_012141105.1	XP_011162780.1
OG0007025	XP_012143191.1	XP_011157253.1
OG0007026	XP_003699181.1	XP_011176022.1
OG0007027	XP_003701268.1	XP_011164839.1
OG0007028	XP_003705032.1	XP_011165475.2
OG0007029	XP_012154534.1	XP_011156320.1
OG0007030	XP_003702771.1	XP_011157354.1
OG0007031	XP_012142520.1	XP_025988099.1
OG0007033	XP_012147075.1	XP_025995728.1
OG0007035	XP_003705135.1, XP_012144880.1	XP_011176335.1
OG0007036	XP_003706620.1	XP_011163949.1
OG0007037	XP_012135393.1	XP_011160682.1
OG0007038	XP_003704746.1	XP_011161961.1
OG0007039	XP_012144892.1	XP_011169192.1
OG0007040	XP_003706815.1	XP_011156533.1
OG0007041	XP_003707671.1	XP_011165140.2
OG0007042	XP_012150820.1, XP_012150777.1	XP_011175952.1
OG0007043	XP_012150978.1	XP_011160556.1
OG0007044	XP_003699244.1	XP_011168958.1
OG0007045	XP_003700525.1	XP_011170377.1
OG0007046	XP_012147090.1	XP_039307073.1
OG0007047	XP_003702851.1	XP_039310629.1
OG0007048	XP_003704776.1	XP_011165831.1
OG0007049	XP_012138318.1	XP_011167183.1
OG0007050	XP_003703822.1	XP_011168577.1
OG0007051	XP_012154254.1	XP_039302677.1
OG0007052	XP_003706080.2	XP_011175681.1
OG0007053	XP_012144592.1	XP_025989960.1
OG0007054	XP_012147020.1	XP_039308859.1
OG0007055	XP_003707488.1	XP_011166888.1
OG0007056	XP_003701407.1	XP_011170370.3
OG0007057	XP_012146976.1	XP_011170070.1
OG0007058	XP_012139030.1	XP_011169677.1
OG0007059	XP_003704220.2	XP_039310695.1, XP_039310694.1
OG0007060	XP_003700263.1	XP_025988132.1
OG0007061	XP_003706138.1	XP_011167466.2
OG0007062	XP_003703722.1	XP_011172112.1
OG0007063	XP_012140379.1	XP_011158039.2
OG0007064	XP_012141840.1	XP_039309501.1
OG0007066	XP_012149900.1	XP_039315639.1
OG0007067	XP_003700423.1	XP_011164084.1
OG0007068	XP_012150460.1	XP_011168586.1
OG0007069	XP_003704338.1	XP_011168324.1
OG0007070	XP_003707579.1	XP_011172842.2
OG0007071	XP_003705018.2	XP_011168557.1
OG0007072	XP_003703118.1	XP_011162800.1
OG0007073	XP_012139547.1	XP_011157353.2
OG0007074	XP_012139665.1	XP_011163872.1
OG0007075	XP_003705568.1	XP_039309852.1
OG0007076	XP_003706797.1	XP_011167002.2
OG0007077	XP_003706005.1	XP_011169423.1
OG0007078	XP_003705093.1	XP_011172242.1
OG0007079	XP_012152032.1	XP_011162720.1
OG0007080	XP_012137474.1	XP_025992136.2
OG0007081	XP_012137662.1	XP_011163711.2
OG0007082	XP_003706885.1	XP_039312455.1
OG0007083	XP_003701720.1	XP_025990315.1
OG0007084	XP_012147500.1	XP_039308846.1
OG0007085	XP_012140496.1	XP_011164342.1
OG0007086	XP_003702560.1	XP_011156307.1
OG0007087	XP_012150620.1, XP_003707630.1	XP_011166471.1
OG0007088	XP_003701264.1	XP_011155603.1
OG0007089	XP_012141863.1	XP_011162550.1
OG0007090	XP_012141963.1	XP_011159375.1
OG0007091	XP_003704038.1	XP_011176314.1
OG0007092	XP_012134837.1	XP_011170759.1
OG0007093	XP_003707279.1	XP_025996304.1
OG0007094	XP_003707551.2	XP_025990162.1
OG0007095	XP_012138132.1	XP_025992081.1
OG0007096	XP_012147005.1	XP_025991049.1
OG0007097	XP_003699646.1	XP_025992054.2
OG0007098	XP_003707967.1	XP_025993641.1
OG0007099	XP_003701116.1	XP_011158455.1
OG0007100	XP_012141159.1	XP_025992631.2
OG0007101	XP_012150281.1	XP_011155461.1
OG0007102	XP_012139217.1	XP_011173309.2
OG0007103	XP_003699936.1	XP_011168763.1
OG0007104	XP_003706351.1	XP_011167409.1
OG0007105	XP_012149951.1	XP_011169899.1
OG0007106	XP_003702430.1	XP_011175561.1
OG0007107	XP_003705889.1	XP_011157689.1
OG0007108	XP_012136631.1, XP_003701478.1	XP_025987943.1
OG0007109	XP_012154355.1	XP_011159487.1
OG0007110	XP_003703946.1	XP_039314908.1
OG0007111	XP_012146864.1	XP_039310525.1
OG0007112	XP_003705013.1	XP_011162847.1
OG0007113	XP_012151548.1	XP_011170420.1
OG0007114	XP_003705799.1	XP_025988243.1
OG0007115	XP_003702505.1	XP_039302605.1
OG0007116	XP_012147455.1	XP_011159317.1
OG0007117	XP_003699996.1	XP_011166238.1
OG0007118	XP_012150975.1	XP_011162165.1
OG0007119	XP_003704485.1	XP_011176230.1
OG0007120	XP_012143977.1	XP_011159236.1
OG0007121	XP_012134652.1	XP_011171931.1
OG0007122	XP_012154365.1	XP_011167849.1
OG0007123	XP_012146743.1	XP_039304125.1
OG0007124	XP_003699747.1	XP_011163527.1
OG0007125	XP_003701547.1	XP_025989282.1
OG0007126	XP_003700198.1	XP_011175389.1
OG0007127	XP_003703536.1	XP_011162699.2
OG0007128	XP_003703748.1	XP_011169031.1
OG0007129	XP_003706867.1	XP_011165940.1
OG0007130	XP_012152804.1	XP_011168268.1
OG0007131	XP_012146124.1	XP_011173192.1
OG0007132	XP_003708261.1	XP_025991366.1
OG0007133	XP_012149367.1	XP_011171480.1
OG0007134	XP_012139044.1	XP_025989925.1
OG0007135	XP_012147164.1	XP_025995355.1
OG0007136	XP_012152878.1	XP_039312164.1
OG0007137	XP_012145354.1	XP_011166865.1
OG0007139	XP_003704389.1	XP_011157982.1
OG0007140	XP_003700558.1	XP_025996711.1
OG0007141	XP_003704196.1	XP_011160898.1
OG0007142	XP_012138021.1	XP_011157969.1
OG0007143	XP_003708361.1	XP_011156488.1
OG0007144	XP_003706101.1	XP_011173361.1
OG0007145	XP_003701917.1	XP_011157855.1
OG0007146	XP_003705096.1	XP_011164086.1
OG0007147	XP_012139456.1	XP_039302198.1
OG0007148	XP_003699561.1	XP_011165309.1
OG0007150	XP_003701351.1	XP_039304207.1
OG0007151	XP_003704141.1	XP_011167301.1
OG0007152	XP_003699280.1	XP_011169061.1
OG0007153	XP_003707707.1	XP_011172791.1
OG0007154	XP_012153917.1	XP_011173386.1
OG0007155	XP_003700532.1	XP_011173164.1
OG0007156	XP_003701146.1	XP_011163335.1
OG0007157	XP_012151692.1, XP_012151689.1	XP_025992965.1
OG0007158	XP_012137962.1	XP_011161427.1
OG0007159	XP_003704256.1	XP_011167980.2
OG0007160	XP_003702846.1	XP_011173203.1
OG0007161	XP_003705506.1	XP_011163935.1
OG0007162	XP_012150025.1	XP_011161910.1
OG0007163	XP_003703278.2	XP_011175687.1
OG0007164	XP_003704087.2	XP_011157940.1
OG0007165	XP_003705142.1	XP_011163996.1
OG0007166	XP_012137894.1	XP_025992974.1
OG0007168	XP_003704030.1	XP_011171738.1
OG0007169	XP_003708474.1	XP_011164442.2
OG0007170	XP_003707672.1	XP_011160423.1
OG0007171	XP_003707974.1	XP_025996834.2
OG0007172	XP_003702008.1	XP_011175626.1
OG0007173	XP_003705014.1	XP_011159351.1
OG0007174	XP_003705268.1	XP_011172317.1
OG0007175	XP_012153636.1	XP_011155477.1
OG0007176	XP_003702796.1	XP_039306522.1
OG0007177	XP_012135468.1, XP_012135467.1, XP_003701038.1	XP_011166842.1
OG0007178	XP_003706225.1	XP_011163602.1
OG0007179	XP_012154406.1	XP_011176375.1
OG0007180	XP_012142202.1	XP_011164538.2
OG0007181	XP_003699674.2	XP_039304190.1
OG0007182	XP_012145558.1	XP_011155695.2
OG0007183	XP_012147202.1	XP_011157094.1
OG0007184	XP_003703482.1	XP_011175125.1
OG0007185	XP_012145247.1	XP_011159697.1
OG0007186	XP_012152305.1	XP_011163279.2
OG0007187	XP_003705539.1	XP_011168526.1
OG0007188	XP_012146398.1	XP_011169145.2
OG0007189	XP_012138079.1	XP_025986173.2
OG0007190	XP_003702176.1	XP_025993612.1
OG0007192	XP_003701193.1	XP_025995052.2
OG0007193	XP_003702543.1	XP_011155447.1
OG0007194	XP_003704304.1, XP_012142652.1	XP_011161455.2
OG0007195	XP_012146975.1	XP_011171000.1
OG0007197	XP_012139137.1	XP_025989652.1
OG0007198	XP_003704123.1	XP_011172545.1
OG0007199	XP_012134916.1	XP_011171864.1
OG0007200	XP_003705469.2	XP_039302243.1
OG0007201	XP_003700569.1	XP_039307987.1
OG0007202	XP_012136398.1	XP_011158786.2
OG0007205	XP_012140464.1	XP_039311225.1
OG0007206	XP_012144213.1	XP_025992694.2
OG0007207	XP_012151825.1	XP_039307978.1, XP_039307977.1
OG0007208	XP_003703653.1	XP_011158822.1
OG0007209	XP_003704326.1	XP_039311086.1
OG0007210	XP_012140838.1	XP_025991130.2
OG0007211	XP_012146757.1	XP_039301939.1
OG0007212	XP_003702687.1	XP_025993266.2
OG0007213	XP_003707718.2	XP_025990411.1
OG0007214	XP_012144956.1, XP_012144961.1	XP_039307291.1
OG0007216	XP_003701167.1	XP_011175814.1
OG0007217	XP_003707810.1	XP_011168168.1
OG0007218	XP_012150272.1	XP_011155469.1, XP_039308917.1
OG0007219	XP_012139793.1	XP_011170967.2
OG0007220	XP_003700457.1	XP_011165226.1
OG0007221	XP_012152862.1	XP_011163513.3
OG0007222	XP_003705324.1	XP_025991171.1
OG0007223	XP_003699697.1	XP_011156907.1
OG0007225	XP_012140262.1	XP_039312564.1
OG0007226	XP_003706783.1	XP_011168939.1
OG0007227	XP_012142392.1	XP_025992250.2
OG0007228	XP_012141689.1	XP_011161556.1
OG0007229	XP_003702111.1	XP_025995796.1
OG0007230	XP_003701131.2	XP_011164882.1
OG0007231	XP_003700969.1	XP_011162503.1
OG0007232	XP_003699225.1	XP_011158144.1
OG0007233	XP_003701510.1	XP_011159031.1
OG0007234	XP_012153375.1	XP_039315048.1
OG0007235	XP_012153393.1	XP_011156707.1
OG0007236	XP_003702518.1	XP_025988253.1
OG0007237	XP_003701256.1	XP_011175895.1
OG0007238	XP_003702793.1	XP_011175204.1
OG0007239	XP_003706594.1	XP_011165791.1
OG0007240	XP_012148126.1	XP_025987312.1, XP_025987311.1
OG0007241	XP_003708094.1	XP_011158482.1
OG0007242	XP_012144750.1	XP_025987788.1
OG0007243	XP_012136466.1	XP_011176329.1
OG0007244	XP_012138689.1	XP_011176207.1
OG0007245	XP_003706668.1	XP_011169206.1
OG0007246	XP_012149877.1, XP_012149878.1, XP_012149799.1	XP_039302308.1, XP_039302310.1
OG0007247	XP_012151020.1	XP_011163440.1
OG0007248	XP_003705237.1	XP_011159695.1
OG0007249	XP_012142167.1	XP_039314194.1
OG0007250	XP_003706584.1	XP_011156199.1
OG0007251	XP_012147237.1	XP_025991713.1
OG0007252	XP_003702083.1	XP_011172448.1
OG0007253	XP_003707241.1	XP_011175494.1
OG0007254	XP_012136700.1	XP_011157766.1
OG0007255	XP_003703773.1	XP_011162478.1
OG0007256	XP_003703798.1	XP_011167384.2, XP_011167385.2, XP_039305424.1, XP_011167383.2
OG0007257	XP_012141051.1	XP_025995290.1
OG0007259	XP_012143870.1	XP_011168409.1
OG0007260	XP_003702856.1	XP_011157025.1
OG0007262	XP_003708109.1	XP_025994158.1
OG0007263	XP_003702729.1	XP_011161690.1
OG0007264	XP_012150344.1	XP_011171194.1
OG0007265	XP_012151697.1	XP_011168075.1
OG0007266	XP_012144557.1, XP_012146848.1	XP_025994111.2
OG0007268	XP_012147180.1	XP_011176140.1
OG0007269	XP_012145479.1	XP_025992736.2
OG0007270	XP_012141424.1	XP_011162694.1
OG0007271	XP_012146471.1	XP_039312139.1
OG0007272	XP_012149921.1	XP_011172380.1
OG0007273	XP_012147264.1	XP_039311476.1
OG0007274	XP_012141709.1	XP_025986132.1
OG0007275	XP_003705338.1	XP_011155900.1
OG0007276	XP_003706781.1	XP_039312839.1
OG0007277	XP_012138269.1	XP_011158855.1
OG0007278	XP_003703525.1	XP_011169309.1
OG0007279	XP_012142455.1	XP_011157747.1
OG0007280	XP_012150600.1	XP_039308830.1
OG0007281	XP_012137953.1	XP_011156191.1
OG0007282	XP_003700023.1	XP_011156612.2
OG0007283	XP_003705313.2	XP_039307107.1
OG0007284	XP_012137904.1	XP_011165673.1
OG0007285	XP_012135829.1	XP_025994958.1
OG0007286	XP_003707378.1	XP_011169954.2
OG0007287	XP_003699904.2	XP_011171830.1
OG0007288	XP_012143103.1	XP_039311794.1
OG0007289	XP_012140562.1	XP_011175584.1
OG0007290	XP_003705498.2	XP_011163927.1
OG0007291	XP_003706137.1	XP_011167465.1
OG0007293	XP_012135205.1, XP_012135197.1	XP_011172116.2
OG0007294	XP_012147251.1	XP_011173632.1
OG0007295	XP_012141580.1	XP_039314827.1
OG0007296	XP_003703378.1	XP_011166937.2
OG0007297	XP_003704472.1	XP_025990229.2
OG0007298	XP_003707300.1	XP_039305881.1
OG0007299	XP_003705002.1	XP_039305492.1
OG0007300	XP_003702093.1	XP_011163904.1
OG0007301	XP_012141962.1	XP_011159370.1
OG0007302	XP_012153798.1	XP_039305582.1
OG0007303	XP_012150539.1	XP_011159456.1
OG0007304	XP_012153469.1	XP_011166214.1
OG0007305	XP_012153686.1	XP_011169238.1
OG0007306	XP_012149570.1	XP_039310487.1
OG0007307	XP_003705749.1	XP_011169996.1
OG0007309	XP_012146292.1	XP_039315637.1
OG0007310	XP_012137531.1, XP_012137532.1, XP_012137533.1	XP_011172835.1
OG0007311	XP_003699489.1	XP_011162156.1
OG0007312	XP_003702215.1	XP_011162504.1
OG0007313	XP_003699366.1	XP_025996471.1
OG0007314	XP_012139946.1	XP_039305864.1
OG0007315	XP_003708039.1	XP_039312027.1
OG0007316	XP_012147432.1	XP_025992610.1
OG0007318	XP_003705193.1	XP_025989956.1
OG0007319	XP_003706450.1	XP_039307475.1
OG0007320	XP_003703739.1	XP_011165583.1
OG0007321	XP_003707627.1	XP_011166115.1
OG0007322	XP_003703670.1	XP_011162574.1
OG0007323	XP_003706261.1	XP_011167535.1
OG0007324	XP_012147411.1	XP_011165682.1
OG0007325	XP_012147458.1	XP_025992094.1
OG0007326	XP_012152750.1	XP_039305261.1
OG0007327	XP_012140547.1	XP_011175641.2
OG0007328	XP_012149466.1	XP_039303698.1
OG0007329	XP_003708674.1	XP_011175933.1
OG0007330	XP_012146436.1	XP_025996642.1
OG0007331	XP_012138450.1	XP_011155981.2
OG0007332	XP_003705761.2	XP_011169134.1
OG0007333	XP_003701421.1, XP_012136329.1	XP_011166042.1
OG0007334	XP_012145854.1	XP_011168120.1
OG0007335	XP_003702051.1	XP_011166506.1
OG0007336	XP_003705884.1	XP_011157726.1
OG0007337	XP_012138144.1	XP_039311145.1
OG0007338	XP_012151376.1	XP_011155716.1
OG0007339	XP_012137244.1	XP_011164312.1
OG0007340	XP_012136944.1	XP_011164026.2
OG0007341	XP_012152924.1	XP_011168807.2
OG0007342	XP_012142695.1	XP_025986558.1
OG0007343	XP_003699303.2	XP_011174180.2
OG0007344	XP_003706909.1	XP_011166142.1
OG0007345	XP_003701603.1	XP_011158927.1
OG0007346	XP_003699959.1	XP_011172276.2
OG0007347	XP_003701528.1	XP_011158953.1
OG0007348	XP_003702480.1	XP_011172087.1
OG0007350	XP_012140111.1	XP_039307507.1
OG0007351	XP_003701169.1	XP_011175819.2
OG0007352	XP_012153905.1	XP_011157417.1
OG0007353	XP_003700870.2	XP_011172119.2
OG0007355	XP_012151384.1	XP_011165100.1
OG0007356	XP_003700984.1	XP_011170091.1
OG0007357	XP_003708678.1	XP_011160445.1
OG0007358	XP_012145337.1, XP_012145333.1	XP_039311374.1
OG0007359	XP_012136757.1	XP_025986909.1
OG0007360	XP_012147467.1	XP_039305748.1
OG0007361	XP_012142208.1	XP_039313550.1
OG0007362	XP_003699706.2	XP_025990391.2
OG0007363	XP_003704309.1	XP_011167695.2
OG0007364	XP_012134986.1	XP_011169126.1
OG0007365	XP_003706889.1	XP_025990293.1
OG0007366	XP_012144621.1	XP_011161992.2
OG0007367	XP_003705752.1	XP_011172040.1
OG0007368	XP_012145240.1	XP_011170808.1
OG0007369	XP_012142231.1	XP_011170922.1
OG0007370	XP_003708659.1	XP_011166046.1
OG0007371	XP_003700618.1	XP_011156385.1
OG0007372	XP_012147390.1	XP_039305283.1
OG0007374	XP_012140484.1	XP_039301678.1
OG0007375	XP_012154475.1	XP_039308088.1
OG0007376	XP_012140458.1	XP_011166170.2
OG0007377	XP_012140735.1	XP_039301981.1
OG0007378	XP_012149271.1	XP_039308231.1
OG0007379	XP_012144369.1	XP_011171940.2
OG0007380	XP_012139749.1	XP_011161149.1
OG0007381	XP_012141581.1	XP_025987398.1
OG0007382	XP_012151423.1	XP_025991481.1
OG0007383	XP_003704128.2	XP_025986787.1
OG0007385	XP_012152468.1	XP_011161139.2
OG0007386	XP_012139951.1	XP_011163663.1
OG0007387	XP_003701878.1	XP_011159701.1
OG0007388	XP_003700633.1	XP_011171924.2
OG0007389	XP_012138433.1, XP_012138432.1	XP_039304858.1
OG0007390	XP_012135274.1	XP_025987115.1
OG0007391	XP_003706189.1	XP_011163607.1
OG0007392	XP_012139249.1	XP_011157936.1
OG0007394	XP_012146752.1	XP_011172642.2
OG0007395	XP_012139632.1	XP_025994243.1, XP_039306084.1
OG0007396	XP_003701671.1	XP_011162836.2
OG0007397	XP_003700994.1	XP_039305395.1
OG0007398	XP_012148486.1	XP_011155431.2
OG0007399	XP_003707463.2	XP_039314753.1
OG0007400	XP_003705955.2	XP_011165231.1
OG0007401	XP_012150134.1	XP_011165862.1
OG0007402	XP_003702880.1	XP_011161301.1
OG0007403	XP_012145639.1	XP_011162852.1
OG0007404	XP_012137327.1	XP_025991674.1
OG0007405	XP_003706932.1	XP_011171295.2
OG0007406	XP_003701670.1, XP_012136847.1	XP_025986168.2
OG0007407	XP_012151620.1	XP_025993652.1
OG0007408	XP_003706658.2	XP_039302390.1
OG0007409	XP_003703945.1	XP_011164611.1
OG0007410	XP_003703783.1	XP_011156301.1
OG0007411	XP_012143898.1, XP_012143899.1	XP_011174433.1
OG0007412	XP_003707764.1	XP_011168170.2
OG0007413	XP_003700444.1	XP_025995684.2
OG0007414	XP_003700556.1	XP_011158438.1
OG0007415	XP_012140680.1, XP_012140683.1	XP_025989826.2
OG0007416	XP_003700485.1	XP_039314061.1
OG0007417	XP_012141888.1	XP_011175839.1
OG0007418	XP_012152425.1	XP_011165230.1
OG0007419	XP_012145373.1	XP_025990719.1
OG0007420	XP_012141276.1	XP_011171718.1
OG0007421	XP_012149505.1	XP_011159534.1
OG0007422	XP_012141494.1	XP_011161767.1
OG0007423	XP_003705478.1	XP_025986375.1
OG0007425	XP_012143108.1	XP_025993985.1
OG0007426	XP_012148862.1	XP_039308650.1
OG0007427	XP_012145348.1	XP_011161549.1
OG0007428	XP_012141630.1	XP_039307644.1
OG0007429	XP_003706366.1	XP_011155863.2
OG0007430	XP_003700338.1	XP_011168699.1
OG0007431	XP_012148035.1	XP_025989791.1
OG0007432	XP_012140793.1	XP_025991141.1
OG0007433	XP_012138516.1	XP_039305626.1
OG0007434	XP_012138157.1	XP_011168349.1
OG0007435	XP_012152494.1	XP_011169358.1, XP_039315315.1
OG0007436	XP_003707750.1	XP_025986569.1
OG0007437	XP_012154458.1	XP_025986198.1
OG0007438	XP_012139937.1, XP_003703012.1	XP_039305810.1
OG0007439	XP_003703055.1	XP_039307392.1
OG0007440	XP_012153062.1	XP_025993075.1
OG0007441	XP_012153691.1	XP_025993297.2
OG0007442	XP_003707518.1	XP_011162063.2
OG0007443	XP_012146587.1	XP_011158097.2
OG0007444	XP_012147408.1	XP_025988381.1
OG0007445	XP_012145218.1	XP_011167622.2
OG0007446	XP_012149858.1	XP_039309847.1, XP_039309845.1
OG0007447	XP_012142908.1	XP_011162958.1
OG0007448	XP_012149475.1	XP_039302462.1
OG0007449	XP_003702552.1	XP_025988970.2
OG0007450	XP_003703136.1	XP_011159800.1
OG0007451	XP_003702159.2	XP_011166022.2
OG0007452	XP_012139958.1	XP_025986149.1
OG0007453	XP_012137196.1	XP_011161190.1
OG0007454	XP_012138168.1	XP_011173244.1
OG0007455	XP_012137837.1	XP_011173197.1
OG0007456	XP_012140687.1, XP_012140685.1	XP_039301711.1
OG0007457	XP_012136937.1	XP_025995039.1
OG0007458	XP_003704567.1	XP_011164045.1
OG0007459	XP_012151087.1	XP_025994959.1
OG0007460	XP_003706956.1	XP_011161254.1
OG0007461	XP_003701283.1	XP_011164078.1
OG0007462	XP_003704609.1	XP_011165123.1
OG0007463	XP_003703867.2	XP_039307654.1, XP_025989868.2
OG0007464	XP_003708142.1	XP_011159356.2
OG0007465	XP_003704222.1	XP_011162960.1
OG0007466	XP_012139335.1	XP_025986852.2
OG0007467	XP_003699845.1	XP_011168783.1
OG0007468	XP_012153866.1	XP_039301920.1
OG0007469	XP_012143514.1	XP_025988698.1
OG0007470	XP_003701849.2	XP_011155849.2
OG0007471	XP_012142921.1, XP_012142924.1, XP_012142923.1	XP_011155539.2
OG0007472	XP_012154219.1	XP_039313670.1
OG0007473	XP_003707522.1, XP_012150455.1	XP_011168670.2
OG0007474	XP_003700942.1	XP_011162730.1
OG0007475	XP_012152860.1	XP_011157929.1
OG0007477	XP_003703169.1	XP_011166130.1
OG0007478	XP_003702227.1	XP_039305570.1
OG0007479	XP_012142155.1, XP_012142154.1	XP_011164549.1
OG0007480	XP_012137111.1	XP_025995653.1
OG0007481	XP_003706670.1	XP_011159179.1
OG0007482	XP_012137243.1	XP_011163511.1, XP_025992325.1
OG0007483	XP_003706245.1	XP_039312906.1
OG0007484	XP_003700621.1	XP_039307594.1
OG0007485	XP_003704655.1	XP_011166942.1
OG0007486	XP_012150186.1, XP_003707322.1	XP_039305883.1
OG0007487	XP_003700014.2	XP_011166464.2
OG0007488	XP_003706413.2	XP_011157453.1
OG0007489	XP_003700664.1, XP_012134781.1	XP_025995384.1
OG0007490	XP_003701554.1	XP_025989271.2, XP_011157608.2, XP_025989272.2
OG0007491	XP_003700581.1	XP_025991499.1
OG0007492	XP_012138579.1, XP_012138580.1	XP_011156178.2
OG0007493	XP_012143286.1	XP_025987588.2
OG0007494	XP_012149958.1	XP_011169888.2
OG0007495	XP_012146236.1	XP_011158168.2
OG0007496	XP_003707351.1	XP_011173818.1
OG0007497	XP_003699779.1	XP_011170791.1
OG0007498	XP_003703513.2	XP_011162580.1
OG0007499	XP_012147959.1	XP_011162417.1
OG0007500	XP_003700767.1, XP_003704580.1	XP_011157910.2
OG0007501	XP_003705481.1	XP_011170325.1
OG0007503	XP_012150309.1	XP_011167453.2
OG0007505	XP_012142099.1	XP_025992923.1
OG0007506	XP_012148087.1, XP_003706510.1	XP_011170820.1
OG0007507	XP_003700076.1	XP_039304687.1
OG0007508	XP_012142233.1	XP_025987141.1
OG0007509	XP_003704939.2	XP_011162714.2
OG0007510	XP_003706707.1	XP_011165024.1
OG0007511	XP_003702280.1	XP_025987510.2
OG0007512	XP_003706994.1	XP_039311661.1
OG0007513	XP_003706653.1	XP_011161665.1
OG0007514	XP_012149220.1	XP_025992021.1
OG0007515	XP_012153353.1	XP_011155754.1
OG0007516	XP_012142553.1	XP_011174770.1
OG0007517	XP_003702758.1	XP_011156504.1
OG0007518	XP_012144806.1	XP_011172564.1
OG0007519	XP_003702270.1	XP_011158919.2
OG0007521	XP_012136181.1	XP_039303903.1
OG0007522	XP_012145163.1, XP_012145164.1	XP_039303887.1
OG0007523	XP_003708520.1	XP_011172721.1
OG0007524	XP_012153857.1	XP_025997081.2
OG0007525	XP_003705551.2	XP_025991996.1
OG0007526	XP_003703845.1	XP_011162554.2
OG0007527	XP_003701011.1	XP_011156654.1
OG0007528	XP_003702001.1	XP_011159660.1
OG0007529	XP_003699217.2	XP_011158150.2
OG0007530	XP_003704949.1	XP_011159535.3
OG0007531	XP_012151303.1	XP_011173083.1
OG0007532	XP_003705657.2	XP_011164053.1
OG0007533	XP_012136577.1, XP_012136575.1, XP_012136576.1	XP_011158679.1
OG0007534	XP_012139897.1	XP_011173576.1
OG0007535	XP_012151702.1	XP_025992959.1
OG0007536	XP_012152609.1	XP_025996094.1
OG0007537	XP_003703265.2	XP_011175665.3
OG0007538	XP_012147206.1, XP_003706070.1	XP_011158196.2
OG0007539	XP_012143771.1	XP_039315725.1
OG0007540	XP_012149364.1	XP_039307152.1
OG0007541	XP_003703599.1	XP_011158572.1
OG0007542	XP_003703686.1	XP_011162816.3
OG0007543	XP_003707457.1	XP_011170158.3, XP_039315460.1
OG0007544	XP_012149841.1	XP_025987352.2
OG0007545	XP_012153343.1	XP_011166054.1, XP_011166053.1
OG0007546	XP_012134703.1	XP_039303836.1, XP_039303829.1, XP_039303832.1
OG0007547	XP_012134646.1	XP_011171937.1, XP_011171938.1, XP_039302389.1, XP_039302388.1
OG0007548	XP_012138985.1	XP_011161715.1
OG0007549	XP_012149539.1	XP_025992306.2
OG0007550	XP_003705892.1	XP_011167023.1
OG0007551	XP_012136746.1	XP_011158928.2
OG0007552	XP_012150082.1	XP_039312886.1
OG0007553	XP_012153879.1	XP_011163241.2
OG0007554	XP_003701754.2	XP_025995451.2
OG0007555	XP_003707346.1	XP_039315464.1, XP_025996383.2
OG0007556	XP_012149501.1	XP_039312440.1, XP_039312437.1
OG0007558	XP_012150076.1	XP_039303257.1
OG0007559	XP_012152462.1, XP_012147983.1	XP_011155890.2
OG0007560	XP_003706327.1	XP_011162756.1
OG0007561	XP_003699730.1	XP_011159290.1
OG0007562	XP_012151935.1	XP_011165671.2
OG0007563	XP_012134801.1	XP_011167733.2
OG0007564	XP_012154393.1	XP_011171862.2
OG0007565	XP_003706599.1	XP_039310975.1
OG0007566	XP_003700171.1	XP_011171022.1
OG0007567	XP_012151912.1, XP_012151920.1, XP_003700050.1	XP_039306589.1, XP_039306590.1, XP_039306587.1, XP_039306588.1
OG0007568	XP_003703487.1	XP_039310067.1, XP_011162704.1
OG0007569	XP_012140953.1, XP_012140958.1	XP_011161908.1, XP_025985972.1
OG0007570	XP_003702389.1	XP_011158624.1
OG0007572	XP_012148530.1, XP_003706737.1	XP_039302761.1, XP_039302796.1, XP_039311836.1
OG0007573	XP_012145204.1	XP_025990533.1, XP_011159391.1, XP_011159390.1, XP_011159393.1, XP_011159392.1, XP_025990531.1
OG0007574	XP_003701189.2	XP_011156309.1
OG0007575	XP_012138152.1	XP_039309302.1
OG0007576	XP_012151337.1	XP_011166352.1
OG0007577	XP_012136026.1	XP_011176126.1
OG0007578	XP_003700049.2	XP_039308237.1
OG0007579	XP_012145530.1, XP_012145536.1	XP_025996734.1, XP_039304326.1
OG0007580	XP_012143326.1, XP_003704518.2	XP_011163365.1
OG0007581	XP_012153832.1	XP_011162465.1
OG0007582	XP_012140285.1	XP_011168911.1
OG0007584	XP_012150937.1	XP_011171907.1, XP_011171902.1, XP_025989588.1, XP_025989587.1
OG0007586	XP_012136249.1, XP_012136243.1, XP_012136244.1	XP_039314696.1
OG0007587	XP_003702995.1	XP_025993801.2, XP_025993802.2
