Orthogroup	Megachile_rotundata	Tribolium_castaneum
OG0006531	XP_003707060.1	XP_015836152.1, XP_001812872.1, XP_015836153.1
OG0006532	XP_003699179.1	XP_975337.1
OG0006533	XP_003702993.1	XP_974988.1
OG0006534	XP_003703974.1	XP_008198523.1, XP_015839091.1
OG0006535	XP_012137375.1	XP_001810533.2
OG0006536	XP_012145213.1	XP_008196325.1
OG0006537	XP_003702531.1	XP_008195255.1
OG0006538	XP_003707066.1	NP_001280506.1
OG0006539	XP_003701393.2	XP_967878.1
OG0006540	XP_003700954.1	XP_015834054.1
OG0006541	XP_003703792.2	XP_975332.1
OG0006542	XP_012153883.1	XP_969181.2
OG0006543	XP_003704919.2	XP_967443.3
OG0006544	XP_003700258.1	XP_015834618.1
OG0006545	XP_003701273.1	XP_008194661.1, XP_015836341.1
OG0006546	XP_012137685.1	XP_973591.1
OG0006547	XP_012136901.1	XP_973505.1
OG0006548	XP_003706470.1	XP_008196394.1
OG0006549	XP_003705424.1	XP_967047.1
OG0006550	XP_012145446.1	XP_967967.1
OG0006551	XP_012140829.1	XP_008192790.1
OG0006552	XP_003702949.1	XP_008195219.1
OG0006553	XP_012151799.1	XP_015835850.1
OG0006554	XP_003706527.1	XP_968301.1
OG0006555	XP_012135317.1, XP_003704555.1	XP_972655.1
OG0006556	XP_003707505.1	XP_015836858.1
OG0006557	XP_012150522.1, XP_012150585.1	XP_008201037.1
OG0006558	XP_003704036.1	XP_008197665.1
OG0006559	XP_012136817.1	XP_015839389.1
OG0006560	XP_012142156.1	XP_008200220.1
OG0006561	XP_003706196.2	XP_975968.1
OG0006562	XP_003708438.2	XP_015840271.1, XP_966939.1
OG0006563	XP_003707212.1	XP_969170.1
OG0006565	XP_003707294.1	XP_008195658.1
OG0006566	XP_012143372.1	XP_015839213.1
OG0006568	XP_003706739.2	XP_974413.2
OG0006570	XP_012144953.1	XP_008195778.1, XP_015837542.1
OG0006571	XP_012137771.1	XP_008200123.1
OG0006572	XP_012149204.1	XP_008194128.1
OG0006573	XP_012138143.1	XP_001812698.1
OG0006574	XP_012143774.1	XP_015836129.1
OG0006575	XP_012136931.1, XP_003701691.1	XP_001810245.1, XP_970143.1
OG0006576	XP_003699388.1	XP_001814014.1
OG0006577	XP_012136608.1	XP_008195043.1
OG0006578	XP_012153351.1	XP_015834847.1
OG0006579	XP_003699378.1	XP_008196799.1
OG0006580	XP_003706799.1	XP_969232.1
OG0006581	XP_012153528.1	XP_008198570.1
OG0006582	XP_003702216.1	XP_008197636.1
OG0006583	XP_012147335.1	XP_008191437.1
OG0006584	XP_012143523.1	XP_974486.2
OG0006585	XP_012145101.1	XP_975633.1
OG0006586	XP_003699187.1	XP_001811993.1
OG0006587	XP_003705426.1	XP_971352.1
OG0006588	XP_012142296.1	XP_971928.3
OG0006589	XP_003705695.2	XP_974815.1
OG0006590	XP_012136332.1	XP_008194131.1
OG0006591	XP_012141214.1	XP_968338.2
OG0006592	XP_003699448.1	XP_969575.1
OG0006593	XP_012146441.1	XP_015839312.1
OG0006594	XP_003700373.1	XP_970747.3
OG0006595	XP_012146165.1	XP_008192400.1
OG0006596	XP_012137141.1	XP_969219.2
OG0006597	XP_012144908.1	XP_008197106.1
OG0006598	XP_003705895.2	XP_001812786.1
OG0006599	XP_012141170.1	XP_008201205.1
OG0006600	XP_012134944.1	XP_015835340.1
OG0006602	XP_012151365.1	XP_015838644.1
OG0006603	XP_012136084.1	XP_001812268.1
OG0006604	XP_003702012.1	XP_008200193.1
OG0006605	XP_012144911.1	XP_968777.1
OG0006606	XP_012137207.1	XP_008201281.1
OG0006607	XP_003702377.2	XP_015833320.1
OG0006608	XP_012134532.1	XP_975582.3
OG0006609	XP_012153676.1	XP_015836966.1
OG0006610	XP_012139874.1	XP_970236.1
OG0006611	XP_012153958.1	XP_015832873.1
OG0006612	XP_012135824.1	XP_001811995.1
OG0006613	XP_012146538.1, XP_012150445.1, XP_012148715.1, XP_012151024.1, XP_012148426.1, XP_012153567.1	XP_015839413.1, XP_015840241.1
OG0006614	XP_012136204.1	XP_015837421.1
OG0006615	XP_012147465.1	XP_008192595.1
OG0006616	XP_003703237.1	XP_974463.1
OG0006617	XP_003708175.1	XP_970707.2
OG0006618	XP_012140625.1	XP_008199450.1
OG0006619	XP_003700150.1	XP_971096.1
OG0006620	XP_012140178.1, XP_012140171.1	XP_015834239.1
OG0006621	XP_003700422.1	XP_015839076.1
OG0006622	XP_012141792.1, XP_003699678.1	XP_972125.2
OG0006623	XP_003704841.1	XP_008193284.1
OG0006625	XP_012147515.1	XP_008196488.1, XP_971042.2
OG0006626	XP_012151553.1	XP_015836069.1
OG0006627	XP_012153451.1	XP_008195334.1
OG0006628	XP_012143193.1	XP_970549.1
OG0006629	XP_003708407.1	XP_967779.1
OG0006630	XP_003708424.1	XP_008191652.1
OG0006631	XP_003708390.1	XP_015839544.1
OG0006632	XP_012150290.1	XP_974395.1
OG0006634	XP_012142528.1	XP_008193940.1
OG0006635	XP_003704678.2	XP_966682.1
OG0006636	XP_003708393.1	XP_008198300.1
OG0006637	XP_003705570.2	XP_008190846.1
OG0006638	XP_012139654.1	XP_008195200.1
OG0006639	XP_012153038.1	XP_001809693.1
OG0006641	XP_012135324.1	XP_015838319.1
OG0006642	XP_012138583.1	XP_969290.1
OG0006643	XP_003699628.1	XP_971303.1
OG0006644	XP_012147165.1	XP_008197454.1
OG0006645	XP_012149185.1	XP_008191049.1
OG0006646	XP_003706367.1	XP_969314.1
OG0006647	XP_003705250.1	XP_971753.1
OG0006648	XP_003703207.1, XP_012140381.1	XP_974443.1
OG0006649	XP_012154150.1	XP_015835408.1
OG0006650	XP_012142591.1	XP_015840844.1
OG0006651	XP_012139610.1	NP_001164316.1
OG0006652	XP_012141858.1	XP_015840704.1
OG0006653	XP_012147883.1, XP_012147879.1	XP_015835038.1
OG0006654	XP_003703875.1	XP_975015.2
OG0006655	XP_012152857.1, XP_003708428.1	XP_008201159.1
OG0006656	XP_003706825.2	XP_008200689.1
OG0006657	XP_012146498.1	XP_975509.1, XP_008195939.1
OG0006658	XP_012148293.1, XP_012148351.1	XP_008195756.1
OG0006659	XP_003703017.1	NP_001034500.1
OG0006660	XP_003700690.2	XP_974079.1
OG0006661	XP_012147802.1	XP_970246.2
OG0006662	XP_012137119.1	XP_015834463.1
OG0006663	XP_012145292.1, XP_012145300.1	XP_969233.2
OG0006664	XP_012141391.1	XP_015836349.1
OG0006665	XP_003702777.1	XP_008197421.1
OG0006666	XP_003708292.2	XP_015838197.1
OG0006667	XP_012148244.1	XP_015834568.1, XP_008192104.1
OG0006668	XP_003703249.1	XP_973618.1
OG0006669	XP_012148069.1	XP_008192367.1, XP_008192368.1
OG0006670	XP_012151790.1	XP_008200740.1
OG0006671	XP_012151545.1	XP_008195132.1
OG0006672	XP_003705714.1	XP_008191966.1
OG0006673	XP_012154559.1, XP_012154557.1	XP_970412.1
OG0006674	XP_003705971.1	XP_015839554.1
OG0006675	XP_012135044.1	XP_973940.1, XP_008193334.1
OG0006676	XP_012147446.1	XP_967082.1
OG0006677	XP_012148900.1	XP_008193090.1
OG0006679	XP_003705170.1	XP_001808926.2
OG0006680	XP_003701017.1	XP_008194824.1
OG0006681	XP_012149007.1, XP_012149012.1	XP_969055.2
OG0006682	XP_012136198.1	XP_968578.2
OG0006683	XP_012141204.1	XP_971628.1
OG0006684	XP_003699970.1	XP_975522.1
OG0006685	XP_003708616.1, XP_012153379.1	XP_008191780.1
OG0006687	XP_003704364.1	XP_974665.1
OG0006688	XP_003700653.1, XP_012134724.1	XP_008193708.1
OG0006689	XP_003700035.1	XP_975139.1
OG0006690	XP_003706321.1	XP_972919.1
OG0006691	XP_012148570.1	XP_969962.1
OG0006692	XP_003705316.1, XP_012145256.1, XP_012145257.1, XP_012145258.1, XP_012145259.1	XP_975260.1
OG0006693	XP_003699987.1	XP_015835689.1
OG0006694	XP_003707756.1	XP_008193306.1
OG0006695	XP_003699592.1	XP_008198934.1
OG0006696	XP_003700527.1	XP_008192904.1
OG0006698	XP_003704884.1	XP_008191226.1
OG0006699	XP_012154125.1	XP_971167.2
OG0006700	XP_003705332.1	XP_970813.1
OG0006701	XP_003706177.1	XP_971600.1
OG0006702	XP_003700873.2	XP_970182.1
OG0006703	XP_003708478.1	XP_008190969.1
OG0006704	XP_012151811.1	XP_008195726.1
OG0006705	XP_012136498.1	XP_967295.2
OG0006706	XP_012143023.1	XP_008195161.2, XP_015836743.1
OG0006707	XP_003700151.1	XP_008195856.1
OG0006708	XP_003706565.1	XP_967066.1
OG0006710	XP_003708176.1	XP_967766.1
OG0006711	XP_012139126.1, XP_003702671.1	XP_008195936.1
OG0006713	XP_012147607.1	XP_969942.3
OG0006714	XP_003704765.1	XP_015833500.1
OG0006716	XP_012152921.1	XP_975456.1
OG0006717	XP_003702433.1	XP_008197051.1, XP_008197052.1
OG0006718	XP_012153103.1	XP_008197973.1, XP_968710.2, XP_015840283.1
OG0006719	XP_012151737.1	NP_001092297.1, XP_015837047.1, NP_001092296.1
OG0006720	XP_003705053.1	XP_008195359.1
OG0006721	XP_003700744.1	XP_001812516.2
OG0006722	XP_003704031.2	XP_001809969.1
OG0006723	XP_003708007.1	XP_967484.2
OG0006724	XP_003701140.1	XP_001807996.1
OG0006725	XP_012144811.1	XP_008193676.1
OG0006726	XP_003704324.1	XP_015836060.1
OG0006727	XP_012140337.1	XP_001810341.1
OG0006728	XP_003702336.1, XP_012138224.1	XP_008200363.1
OG0006729	XP_003700768.1	XP_972129.2
OG0006731	XP_003707684.1	XP_971647.1
OG0006732	XP_003704382.1	XP_008196374.1
OG0006733	XP_012151647.1	XP_008193363.1
OG0006734	XP_012151174.1	XP_008200728.1
OG0006735	XP_012142349.1, XP_012142348.1	XP_970436.2
OG0006736	XP_012151655.1	XP_015835201.1, NP_001164137.1
OG0006737	XP_012151104.1	XP_015835855.1, XP_008193588.2
OG0006738	XP_003705015.1	XP_008198534.1, XP_015837961.1
OG0006739	XP_003700949.1	XP_008196292.1
OG0006740	XP_012145130.1	XP_008194222.1
OG0006741	XP_012136287.1	XP_008198080.1
OG0006743	XP_012153452.1, XP_012153454.1	XP_015838972.1
OG0006744	XP_012147152.1	XP_015833992.1
OG0006745	XP_003705968.1	XP_015840725.1, XP_015840721.1
OG0006746	XP_003701484.1	XP_974080.1
OG0006748	XP_003700144.1	XP_008195654.1
OG0006749	XP_012151673.1	XP_972111.1
OG0006750	XP_012145483.1	XP_015840393.1
OG0006751	XP_012142639.1	XP_973030.2
OG0006752	XP_012136093.1	XP_015836531.1
OG0006753	XP_012137567.1	XP_008197689.1
OG0006754	XP_003701420.1	XP_967095.1
OG0006755	XP_012148573.1	XP_001816157.1
OG0006757	XP_003702266.1	XP_015834455.1
OG0006762	XP_012149510.1	XP_976191.3
OG0006773	XP_003700983.1	XP_008192764.1
OG0006776	XP_003702913.1	XP_008197428.1
OG0006777	XP_012140548.1, XP_012140549.1	XP_015834564.1
OG0006786	XP_012150788.1	XP_008198932.1
OG0006788	XP_012152505.1	XP_015835633.1
OG0006792	XP_012153396.1, XP_012153422.1	XP_008200867.1
OG0006793	XP_012143944.1	NP_001103252.1
OG0006798	XP_003700673.1	XP_972156.1
OG0006799	XP_003705829.1	XP_968358.1
OG0006800	XP_003708077.1	XP_971874.2
OG0006801	XP_003700810.1	XP_970194.1
OG0006802	XP_003706428.1	XP_968776.1
OG0006803	XP_012144046.1	XP_015840093.1
OG0006804	XP_003703505.1	XP_968727.1
OG0006805	XP_003704241.1	XP_968120.1
OG0006806	XP_012141265.1	XP_971841.2
OG0006807	XP_003702854.1	XP_974360.1
OG0006808	XP_003706204.1	XP_008192808.1
OG0006809	XP_003701956.1	XP_971419.1
OG0006810	XP_003701004.1	XP_969231.1
OG0006811	XP_003706350.1	XP_015838314.1
OG0006812	XP_012154456.1	XP_973149.1
OG0006813	XP_003708284.2	XP_972387.1
OG0006814	XP_012143306.1	XP_975476.1
OG0006815	XP_003704189.1	XP_008195168.1
OG0006816	XP_012135294.1	XP_975241.2
OG0006817	XP_003706485.1	XP_008191759.1
OG0006818	XP_003704633.1	XP_970060.2
OG0006819	XP_003701551.1	XP_008191840.1
OG0006820	XP_003705066.1	XP_975661.1
OG0006821	XP_003699785.1	XP_971657.1
OG0006822	XP_012135452.1	XP_974622.1
OG0006823	XP_012148379.1	XP_967663.2
OG0006824	XP_003700365.1	XP_015834011.1
OG0006825	XP_012139789.1	XP_974101.1
OG0006826	XP_003700534.1	XP_975493.2
OG0006827	XP_003700619.1	XP_973381.1
OG0006828	XP_003705510.1	XP_969284.1
OG0006829	XP_003702104.1	XP_971328.2
OG0006831	XP_003702760.1	XP_968495.1
OG0006832	XP_003700952.1	XP_968351.1
OG0006833	XP_012139701.1	XP_971748.1
OG0006834	XP_003701664.1	XP_970231.1
OG0006835	XP_003702491.1	XP_972583.1
OG0006836	XP_003699427.1	XP_968280.1
OG0006837	XP_012146960.1	XP_976032.1
OG0006838	XP_003702515.1	XP_008191171.1
OG0006841	XP_003705102.1	XP_967620.1
OG0006842	XP_003708522.1	XP_973689.1
OG0006843	XP_003701750.1	XP_968265.1
OG0006844	XP_003699728.1	XP_970635.1
OG0006845	XP_003701270.1	XP_008194739.1
OG0006846	XP_003701673.1	XP_008200228.1
OG0006847	XP_003702056.1	XP_968855.1
OG0006848	XP_003705775.1	XP_966912.1
OG0006849	XP_003704908.1	XP_973889.1
OG0006850	XP_003703782.1	XP_968036.1
OG0006851	XP_012141928.1	XP_008191501.1
OG0006852	XP_003702828.1	XP_972612.1
OG0006853	XP_003702941.1	XP_015838861.1, XP_015838550.1
OG0006854	XP_012136167.1	XP_008198303.1
OG0006855	XP_003701344.1	XP_967365.1
OG0006858	XP_003707070.2	XP_974639.2
OG0006859	XP_003699835.1	XP_972684.2
OG0006860	XP_003705473.1	XP_008197065.1
OG0006861	XP_012139394.1, XP_012139395.1	XP_973169.1
OG0006862	XP_003699851.1	XP_973840.1
OG0006863	XP_003706650.1	XP_008195646.1
OG0006864	XP_003700329.1	XP_971028.1
OG0006865	XP_012154350.1	XP_008199716.1
OG0006866	XP_012153344.1	XP_972465.1
OG0006867	XP_012142009.1	XP_970573.1
OG0006868	XP_003701696.1	NP_001073566.1
OG0006869	XP_003705475.2	XP_969347.1
OG0006870	XP_003701441.1	XP_974317.1
OG0006871	XP_003699695.1	XP_008195652.1
OG0006872	XP_003706427.1	XP_974477.1
OG0006873	XP_003701174.1	XP_967096.2
OG0006874	XP_012135605.1	XP_015840782.1
OG0006875	XP_003699233.1	XP_974756.1
OG0006876	XP_012143714.1	XP_967493.1
OG0006877	XP_003704476.1	XP_008196773.1
OG0006878	XP_003700570.1	XP_971683.1
OG0006879	XP_003708643.1	XP_972215.1
OG0006881	XP_003704831.1	XP_008195305.1
OG0006882	XP_003707262.1	XP_969550.1
OG0006883	XP_003700372.1	XP_001810604.1
OG0006884	XP_003701558.1	XP_969487.1
OG0006885	XP_003699984.1	XP_968609.1
OG0006886	XP_012135635.1	XP_001808466.1
OG0006887	XP_012135080.1	XP_008195222.1
OG0006888	XP_003702873.1	XP_975355.1
OG0006889	XP_012144160.1	XP_008193286.1, XP_001812086.2
OG0006890	XP_003706793.1	XP_970659.1
OG0006891	XP_003703910.2	XP_967650.1
OG0006892	XP_003703148.1	XP_967727.1
OG0006893	XP_012154504.1	XP_001809758.1
OG0006894	XP_003699565.1	XP_008197375.1
OG0006895	XP_003701143.1	XP_970263.1
OG0006896	XP_003705273.1	XP_971537.1
OG0006897	XP_003701396.1	XP_967765.1
OG0006898	XP_012136811.1	XP_008198813.1
OG0006899	XP_012140926.1	XP_008193923.1
OG0006900	XP_003706878.1	XP_973438.1
OG0006901	XP_012145443.1	XP_008200465.1
OG0006902	XP_003707729.1	XP_971215.1
OG0006903	XP_003705174.1	XP_975500.1
OG0006904	XP_003704250.1	XP_975208.1
OG0006906	XP_003707268.1	XP_008197831.1
OG0006907	XP_012150410.1	XP_971517.1
OG0006908	XP_003703888.1	NP_001161316.1
OG0006909	XP_012139687.1	XP_970132.1
OG0006910	XP_012147612.1	XP_975276.2
OG0006911	XP_012143492.1	XP_973298.1
OG0006912	XP_003707582.2	XP_976374.2, XP_972708.1
OG0006914	XP_003706669.1	XP_008195322.1
OG0006915	XP_003705052.1	XP_974961.2
OG0006916	XP_012136911.1	XP_008195174.1
OG0006917	XP_012135253.1	XP_971422.1
OG0006918	XP_003705184.1	XP_975625.1
OG0006919	XP_012154359.1	XP_966691.1, XP_015836563.1
OG0006921	XP_003705652.1	XP_969427.1
OG0006922	XP_012153345.1	XP_969227.1
OG0006923	XP_003706930.1	XP_008201338.1
OG0006924	XP_003701127.1	XP_971629.2
OG0006925	XP_003703027.1	XP_969171.1
OG0006927	XP_003704272.1	XP_971530.1
OG0006928	XP_012141267.1	XP_008193413.1
OG0006929	XP_012135938.1	XP_970082.1
OG0006930	XP_003704845.2	XP_974995.1
OG0006931	XP_003707739.1	XP_973754.1
OG0006932	XP_003705994.1	XP_008195383.1
OG0006933	XP_012136863.1	XP_015838764.1
OG0006935	XP_003705645.1	XP_966334.1
OG0006936	XP_012139722.1	XP_015837768.1
OG0006937	XP_003708543.1	XP_968403.3
OG0006938	XP_012147453.1	XP_969840.1
OG0006939	XP_012151364.1	XP_972739.1
OG0006940	XP_003708287.1	XP_008199995.1
OG0006941	XP_003702920.1	XP_008195762.1
OG0006942	XP_012149777.1, XP_012149778.1	XP_015836050.1, XP_015836048.1, XP_015836047.1
OG0006943	XP_003707032.1	XP_008193746.1
OG0006944	XP_012152318.1	XP_008201060.1
OG0006945	XP_012140251.1	XP_969203.2
OG0006946	XP_003700032.1	XP_008200288.1
OG0006947	XP_003701450.2, XP_012136527.1	XP_973570.1
OG0006948	XP_003702844.1	XP_008198270.1
OG0006949	XP_003707682.1	XP_015838201.1
OG0006950	XP_003708577.1	XP_973480.2
OG0006951	XP_003701309.1	XP_970204.1
OG0006952	XP_003703521.1	XP_015835630.1
OG0006953	XP_012142574.1	XP_015839532.1
OG0006954	XP_012151626.1	XP_967467.2
OG0006956	XP_003699211.1	XP_015833966.1
OG0006957	XP_003706434.1	XP_973468.3
OG0006958	XP_003699945.1	NP_001164082.1
OG0006959	XP_012153028.1	XP_015834024.1
OG0006960	XP_003702048.1	XP_969509.2
OG0006961	XP_012141821.1	XP_015836438.1
OG0006962	XP_003708410.1	XP_974286.2
OG0006963	XP_003700404.1	XP_008195284.1
OG0006964	XP_012138133.1	XP_001812612.1, XP_008195821.1
OG0006965	XP_003700561.1	XP_973950.3
OG0006966	XP_012137746.1	XP_971551.3
OG0006967	XP_012138315.1	XP_008198761.1
OG0006968	XP_012153235.1	XP_008200646.1
OG0006969	XP_003705523.1	XP_969750.1
OG0006970	XP_003707146.1	XP_001814289.1
OG0006971	XP_012135761.1	XP_015839300.1
OG0006972	XP_012148197.1	XP_008192700.1
OG0006973	XP_003703693.1	XP_972631.1
OG0006974	XP_012152648.1	XP_008196668.1
OG0006975	XP_012152659.1	XP_008196993.1
OG0006976	XP_003703122.1	XP_972571.3
OG0006977	XP_003707156.1	NP_001135924.1, XP_008195061.1
OG0006978	XP_012148266.1	XP_968458.1
OG0006979	XP_003703140.1	XP_008195999.1
OG0006980	XP_012136098.1	XP_008194484.1
OG0006981	XP_003702117.1	XP_973880.2
OG0006982	XP_012154501.1, XP_012154492.1	XP_001809957.2
OG0006983	XP_012137811.1	XP_008191400.1
OG0006985	XP_012136882.1	XP_008195301.1
OG0006986	XP_012147967.1	XP_008195731.1
OG0006987	XP_003699409.1	XP_008193981.1
OG0006988	XP_003707468.1	XP_008193701.1
OG0006989	XP_003706074.2	XP_001814386.1
OG0006990	XP_012152853.1	XP_008191786.1
OG0006991	XP_012152384.1	XP_008196992.2
OG0006992	XP_003707938.1	XP_008200240.1
OG0006993	XP_012151907.1	XP_015833265.1
OG0006994	XP_003707362.1	XP_969934.1
OG0006995	XP_012147271.1	XP_971396.2
OG0006997	XP_012134843.1	XP_974845.1
OG0006998	XP_003703259.1	XP_008200604.1
OG0006999	XP_012144419.1	XP_008191989.1
OG0007000	XP_012145381.1	XP_008194861.2
OG0007001	XP_012148551.1	XP_008197627.1
OG0007002	XP_012140233.1	XP_008197274.1
OG0007003	XP_003701886.1	XP_001813943.1
OG0007004	XP_003706163.1	XP_968438.1
OG0007006	XP_003707307.1	XP_972330.1
OG0007007	XP_003703903.1	XP_008201495.2, NP_001034502.1
OG0007008	XP_012142658.1	XP_015838590.1
OG0007009	XP_003708446.1	XP_970941.1
OG0007010	XP_012146606.1	XP_975275.1
OG0007011	XP_003706876.2, XP_012149153.1	XP_008191582.1
OG0007012	XP_012143101.1	XP_008191039.1
OG0007014	XP_003704027.1	XP_971484.2
OG0007015	XP_012141575.1	XP_008201097.1
OG0007016	XP_003699487.1	XP_971522.3
OG0007017	XP_003702205.1	XP_969718.2
OG0007018	XP_003700250.1	XP_969135.2
OG0007019	XP_003701266.1	XP_008198020.1
OG0007020	XP_012142370.1	XP_971952.1
OG0007021	XP_012151031.1	XP_971435.1
OG0007022	XP_003706667.1	XP_966401.2
OG0007023	XP_003706506.2	XP_973447.1
OG0007024	XP_012141105.1	XP_008196115.1
OG0007025	XP_012143191.1	XP_008199146.1
OG0007026	XP_003699181.1	XP_973490.1
OG0007027	XP_003701268.1	XP_972814.1
OG0007028	XP_003705032.1	XP_008196432.1
OG0007029	XP_012154534.1	XP_015833018.1
OG0007030	XP_003702771.1	XP_008196307.1
OG0007031	XP_012142520.1	XP_970259.1
OG0007032	XP_003703365.1	XP_970738.2, NP_001164234.1
OG0007033	XP_012147075.1	XP_008193579.1
OG0007034	XP_012146790.1	XP_967786.3
OG0007035	XP_003705135.1, XP_012144880.1	XP_966789.1
OG0007036	XP_003706620.1	XP_971978.1
OG0007037	XP_012135393.1	XP_015835607.1
OG0007038	XP_003704746.1	XP_968695.1
OG0007039	XP_012144892.1	XP_015837702.1
OG0007040	XP_003706815.1	XP_008199016.1
OG0007041	XP_003707671.1	NP_001153714.1
OG0007042	XP_012150820.1, XP_012150777.1	XP_008191672.1
OG0007043	XP_012150978.1	XP_967929.2
OG0007044	XP_003699244.1	XP_001813224.1
OG0007045	XP_003700525.1	XP_974163.1
OG0007046	XP_012147090.1	XP_008193053.1
OG0007047	XP_003702851.1	XP_008200722.1
OG0007048	XP_003704776.1	XP_008201554.1
OG0007049	XP_012138318.1	XP_008192076.1
OG0007050	XP_003703822.1	XP_008195902.1
OG0007051	XP_012154254.1	XP_015838964.1
OG0007052	XP_003706080.2	XP_966811.1
OG0007053	XP_012144592.1	XP_008201283.1
OG0007054	XP_012147020.1	XP_008195404.1
OG0007055	XP_003707488.1	XP_008196147.1
OG0007056	XP_003701407.1	XP_008198233.1
OG0007057	XP_012146976.1	XP_008201718.1
OG0007058	XP_012139030.1	XP_015838147.1
OG0007059	XP_003704220.2	NP_001123908.1
OG0007060	XP_003700263.1	XP_015840829.1
OG0007061	XP_003706138.1	XP_015836514.1
OG0007062	XP_003703722.1	XP_973732.1
OG0007063	XP_012140379.1	XP_974423.1
OG0007064	XP_012141840.1	XP_973384.2
OG0007066	XP_012149900.1	XP_008197648.1
OG0007067	XP_003700423.1	NP_001280524.1
OG0007068	XP_012150460.1	XP_008192032.1
OG0007069	XP_003704338.1	XP_001812376.1
OG0007070	XP_003707579.1	XP_969516.1
OG0007071	XP_003705018.2	XP_967534.2
OG0007072	XP_003703118.1	XP_008197736.1
OG0007073	XP_012139547.1	XP_008195158.1
OG0007074	XP_012139665.1	XP_001808956.1
OG0007075	XP_003705568.1	XP_008190891.1
OG0007076	XP_003706797.1	XP_008200897.1
OG0007077	XP_003706005.1	XP_001814707.1
OG0007078	XP_003705093.1	XP_973267.1
OG0007079	XP_012152032.1	XP_008197621.1
OG0007080	XP_012137474.1	XP_008196696.1
OG0007081	XP_012137662.1	XP_974701.1
OG0007082	XP_003706885.1	XP_008193543.1
OG0007083	XP_003701720.1	XP_972683.3
OG0007084	XP_012147500.1	XP_015836586.1
OG0007085	XP_012140496.1	XP_970857.2
OG0007086	XP_003702560.1	XP_008198238.1
OG0007088	XP_003701264.1	XP_971540.1
OG0007089	XP_012141863.1	XP_008191778.1
OG0007090	XP_012141963.1	XP_015833371.1
OG0007091	XP_003704038.1	XP_015835224.1
OG0007092	XP_012134837.1	XP_972003.1
OG0007093	XP_003707279.1	XP_971236.1
OG0007094	XP_003707551.2	XP_970123.1
OG0007095	XP_012138132.1	XP_975675.1
OG0007096	XP_012147005.1	XP_008190416.1
OG0007097	XP_003699646.1	XP_008197904.1
OG0007098	XP_003707967.1	XP_008193305.1
OG0007099	XP_003701116.1	XP_008194038.1
OG0007100	XP_012141159.1	XP_008201411.1
OG0007101	XP_012150281.1	XP_966919.1
OG0007102	XP_012139217.1	XP_974278.2
OG0007103	XP_003699936.1	XP_969098.1
OG0007104	XP_003706351.1	XP_966692.1
OG0007105	XP_012149951.1	XP_972929.2
OG0007106	XP_003702430.1	XP_008191478.1
OG0007107	XP_003705889.1	XP_001810630.1
OG0007108	XP_012136631.1, XP_003701478.1	XP_008196119.1
OG0007109	XP_012154355.1	XP_008192381.1
OG0007110	XP_003703946.1	XP_971072.1
OG0007111	XP_012146864.1	XP_008190418.1
OG0007112	XP_003705013.1	XP_969599.2
OG0007113	XP_012151548.1	XP_974276.1
OG0007114	XP_003705799.1	XP_015839247.1
OG0007115	XP_003702505.1	XP_015835463.1
OG0007116	XP_012147455.1	XP_967634.1
OG0007117	XP_003699996.1	XP_015833128.1
OG0007118	XP_012150975.1	XP_971485.1
OG0007119	XP_003704485.1	XP_008192226.1
OG0007120	XP_012143977.1	XP_015840874.1
OG0007121	XP_012134652.1	XP_972051.1
OG0007122	XP_012154365.1	XP_015835775.1
OG0007123	XP_012146743.1	XP_001809966.1
OG0007124	XP_003699747.1	XP_975626.3
OG0007125	XP_003701547.1	XP_008193970.1
OG0007126	XP_003700198.1	XP_001812383.1
OG0007127	XP_003703536.1	XP_972542.1
OG0007128	XP_003703748.1	XP_015833446.1
OG0007129	XP_003706867.1	XP_971515.1
OG0007130	XP_012152804.1	XP_015840059.1
OG0007131	XP_012146124.1	XP_015838202.1
OG0007132	XP_003708261.1	XP_973337.1
OG0007133	XP_012149367.1	XP_969706.1
OG0007134	XP_012139044.1	XP_973727.1
OG0007135	XP_012147164.1	XP_008196769.1
OG0007136	XP_012152878.1	XP_008198288.1
OG0007137	XP_012145354.1	XP_971875.2
OG0007138	XP_003703787.1	XP_008196761.1
OG0007139	XP_003704389.1	XP_015835882.1
OG0007140	XP_003700558.1	XP_971592.1
OG0007141	XP_003704196.1	XP_969519.1, XP_967683.1
OG0007142	XP_012138021.1	XP_008190912.1
OG0007143	XP_003708361.1	XP_008192184.1
OG0007144	XP_003706101.1	XP_975269.1
OG0007145	XP_003701917.1	XP_966534.1
OG0007146	XP_003705096.1	XP_969419.1
OG0007147	XP_012139456.1	XP_015833137.1
OG0007148	XP_003699561.1	XP_966613.1
OG0007150	XP_003701351.1	XP_008197796.1
OG0007151	XP_003704141.1	XP_008194161.1
OG0007152	XP_003699280.1	XP_008200700.1
OG0007153	XP_003707707.1	XP_971137.1
OG0007154	XP_012153917.1	XP_971457.1
OG0007155	XP_003700532.1	XP_008199264.1
OG0007156	XP_003701146.1	XP_971047.1
OG0007157	XP_012151692.1, XP_012151689.1	XP_008190697.1
OG0007158	XP_012137962.1	XP_015838005.1
OG0007159	XP_003704256.1	XP_966996.1
OG0007160	XP_003702846.1	XP_969040.2
OG0007161	XP_003705506.1	XP_967197.1
OG0007162	XP_012150025.1	XP_008192313.1
OG0007163	XP_003703278.2	NP_001103903.1
OG0007164	XP_003704087.2	XP_973842.1
