Orthogroup	Megachile_rotundata	Vespa_mandarinia
OG0006252	XP_003705692.2	XP_035742294.1
OG0006253	XP_003705264.1	XP_035717351.1
OG0006254	XP_012142178.1	XP_035731753.1
OG0006255	XP_003707127.1	XP_035740525.1
OG0006256	XP_012154442.1	XP_035740081.1
OG0006257	XP_003706686.1	XP_035738116.1
OG0006258	XP_003703174.1	XP_035718085.1
OG0006259	XP_003701020.1	XP_035737194.1
OG0006260	XP_003702612.1	XP_035730580.1
OG0006261	XP_003699827.2	XP_035735299.1
OG0006262	XP_003701483.1	XP_035726319.1
OG0006263	XP_012138577.1	XP_035721448.1
OG0006264	XP_003703698.1	XP_035740492.1
OG0006265	XP_012147233.1, XP_012147232.1, XP_003706091.1	XP_035721864.1
OG0006266	XP_012137613.1	XP_035738789.1
OG0006267	XP_003705068.1	XP_035720631.1
OG0006268	XP_003704134.1	XP_035731804.1
OG0006269	XP_003704480.1	XP_035721473.1
OG0006270	XP_003701553.1	XP_035734939.1
OG0006271	XP_012151135.1	XP_035735003.1
OG0006272	XP_012134955.1	XP_035732419.1
OG0006273	XP_003700447.1	XP_035727439.1
OG0006274	XP_003704499.1	XP_035741131.1
OG0006275	XP_012150834.1	XP_035718557.1
OG0006276	XP_012144272.1	XP_035728123.1
OG0006277	XP_003704154.1, XP_012142598.1	XP_035726025.1
OG0006278	XP_003702024.1	XP_035719829.1
OG0006279	XP_003705284.1	XP_035744223.1
OG0006280	XP_012135371.1	XP_035735160.1
OG0006281	XP_003700835.1	XP_035728220.1, XP_035728219.1
OG0006282	XP_012149326.1	XP_035733804.1
OG0006283	XP_003699459.1	XP_035734093.1
OG0006284	XP_003699888.1	XP_035739933.1
OG0006285	XP_003707891.1	XP_035717991.1
OG0006286	XP_003706588.1	XP_035725977.1
OG0006287	XP_003702812.1	XP_035735900.1
OG0006288	XP_003704475.1	XP_035721501.1
OG0006289	XP_003707708.1	XP_035735336.1
OG0006291	XP_003701536.1	XP_035742020.1
OG0006292	XP_012142650.1	XP_035736337.1
OG0006293	XP_003703719.1	XP_035737979.1
OG0006294	XP_003701992.1	XP_035723500.1
OG0006295	XP_012138912.1	XP_035734537.1
OG0006296	XP_003700195.1, XP_012153293.1	XP_035727143.1
OG0006297	XP_003701293.2	XP_035727844.1
OG0006298	XP_003706726.1	XP_035733685.1
OG0006299	XP_012141981.1	XP_035742060.1
OG0006300	XP_003703239.1	XP_035727660.1
OG0006301	XP_003703106.1	XP_035717240.1
OG0006302	XP_003700533.1	XP_035739337.1
OG0006303	XP_003703008.2	XP_035720890.1
OG0006304	XP_003708396.1	XP_035738865.1
OG0006305	XP_003704124.1	XP_035718752.1
OG0006306	XP_003701677.2	XP_035723512.1
OG0006307	XP_003702561.1	XP_035741631.1
OG0006308	XP_003705197.1	XP_035721672.1
OG0006309	XP_003703942.1	XP_035734911.1
OG0006310	XP_003706629.1	XP_035727656.1, XP_035727657.1
OG0006311	XP_003702764.1	XP_035721824.1
OG0006312	XP_012150687.1	XP_035744162.1
OG0006313	XP_003703755.1	XP_035729762.1
OG0006314	XP_012145600.1	XP_035738517.1
OG0006315	XP_012145520.1	XP_035738607.1
OG0006316	XP_003700239.1	XP_035720629.1
OG0006317	XP_012149270.1	XP_035736813.1
OG0006318	XP_012145507.1	XP_035733632.1
OG0006319	XP_003703146.1	XP_035720019.1
OG0006320	XP_003706370.1	XP_035728883.1
OG0006321	XP_003699672.1	XP_035729676.1
OG0006322	XP_003704900.1	XP_035723717.1
OG0006323	XP_003705748.1	XP_035718708.1
OG0006324	XP_003706004.1	XP_035731072.1
OG0006325	XP_003701159.1, XP_012135595.1	XP_035719964.1
OG0006326	XP_012134722.1	XP_035739535.1
OG0006327	XP_012140035.1	XP_035730668.1
OG0006328	XP_012140987.1	XP_035741046.1
OG0006329	XP_012140840.1	XP_035735107.1
OG0006330	XP_003702776.1	XP_035720869.1
OG0006331	XP_012139438.1	XP_035731636.1
OG0006333	XP_003704484.1	XP_035743798.1
OG0006334	XP_003701061.1	XP_035724004.1
OG0006335	XP_003708420.1	XP_035732806.1
OG0006336	XP_003705835.1	XP_035729119.1, XP_035729121.1, XP_035729120.1
OG0006337	XP_003702623.1	XP_035726960.1
OG0006338	XP_003705337.1, XP_012145406.1	XP_035728157.1
OG0006339	XP_003702271.1	XP_035737278.1
OG0006340	XP_012146746.1	XP_035738896.1
OG0006341	XP_003707619.1	XP_035728080.1, XP_035728079.1
OG0006343	XP_003705296.2	XP_035743827.1
OG0006344	XP_012149245.1	XP_035740851.1
OG0006345	XP_012136696.1	XP_035718539.1
OG0006346	XP_012145588.1	XP_035734513.1
OG0006347	XP_012137896.1	XP_035741004.1
OG0006348	XP_003700774.1	XP_035719290.1
OG0006349	XP_012144813.1	XP_035721901.1
OG0006350	XP_003703761.1, XP_012141795.1	XP_035739676.1
OG0006352	XP_012136888.1	XP_035734532.1
OG0006353	XP_003701028.1, XP_003701029.1	XP_035730248.1
OG0006355	XP_003701163.1	XP_035740370.1
OG0006356	XP_003703515.1	XP_035723234.1
OG0006357	XP_012148137.1	XP_035723119.1
OG0006358	XP_003699722.1	XP_035734262.1
OG0006359	XP_012135647.1	XP_035740387.1
OG0006360	XP_003703679.1	XP_035719925.1
OG0006361	XP_003702928.1	XP_035720533.1
OG0006362	XP_003703243.1	XP_035724408.1
OG0006363	XP_012146190.1	XP_035727378.1
OG0006364	XP_003702126.1	XP_035743550.1
OG0006365	XP_012143915.1	XP_035721663.1
OG0006366	XP_003706249.1	XP_035724324.1
OG0006367	XP_012145945.1	XP_035732359.1
OG0006368	XP_012152687.1	XP_035735793.1
OG0006369	XP_003708113.1	XP_035725166.1
OG0006370	XP_003707121.1	XP_035744112.1
OG0006371	XP_003703949.1	XP_035734158.1
OG0006372	XP_003706711.1	XP_035728025.1
OG0006373	XP_003704177.2	XP_035732231.1
OG0006374	XP_003702349.1	XP_035742915.1
OG0006375	XP_003699572.1	XP_035742480.1
OG0006376	XP_003700134.1	XP_035721383.1, XP_035721384.1, XP_035721385.1
OG0006377	XP_012150882.1	XP_035735741.1
OG0006378	XP_003700736.1	XP_035725138.1
OG0006379	XP_012148999.1	XP_035740574.1
OG0006380	XP_003704329.1	XP_035733928.1
OG0006381	XP_003702737.1	XP_035734555.1
OG0006382	XP_003703963.1	XP_035721150.1
OG0006383	XP_003706591.1	XP_035726209.1
OG0006384	XP_003707777.1	XP_035723715.1
OG0006385	XP_003704862.2, XP_012144318.1	XP_035723231.1
OG0006386	XP_003701520.1	XP_035743762.1
OG0006387	XP_012145389.1	XP_035740834.1
OG0006388	XP_003704067.1	XP_035743349.1
OG0006389	XP_012148939.1	XP_035722969.1
OG0006390	XP_003706333.1	XP_035737736.1
OG0006391	XP_012152299.1	XP_035742677.1
OG0006392	XP_003705647.1	XP_035722833.1
OG0006393	XP_003702356.1	XP_035741673.1
OG0006394	XP_012147818.1	XP_035723221.1
OG0006395	XP_012140935.1	XP_035725101.1
OG0006396	XP_012146108.1	XP_035732436.1
OG0006397	XP_003700775.1	XP_035723567.1
OG0006398	XP_003706762.1	XP_035720758.1
OG0006399	XP_012151075.1	XP_035730656.1
OG0006400	XP_012140911.1	XP_035718794.1
OG0006401	XP_012141126.1	XP_035728246.1
OG0006402	XP_012145808.1	XP_035728357.1
OG0006403	XP_012146177.1	XP_035727829.1
OG0006404	XP_003704664.1	XP_035730326.1
OG0006405	XP_003704221.1	XP_035742116.1
OG0006406	XP_003701495.1	XP_035730284.1, XP_035730283.1
OG0006407	XP_012135641.1	XP_035726245.1
OG0006408	XP_003703428.1	XP_035728886.1
OG0006409	XP_003708391.1	XP_035721289.1
OG0006410	XP_012143236.1	XP_035735532.1
OG0006411	XP_012150039.1	XP_035718852.1
OG0006412	XP_003707523.2	XP_035718145.1
OG0006413	XP_012147997.1	XP_035727258.1
OG0006414	XP_003699721.1	XP_035719763.1
OG0006415	XP_012143335.1	XP_035723383.1
OG0006416	XP_012151420.1	XP_035718819.1
OG0006417	XP_003707014.1	XP_035730072.1
OG0006418	XP_012139461.1	XP_035721245.1
OG0006419	XP_003703552.1	XP_035733833.1
OG0006420	XP_003703268.1	XP_035724980.1
OG0006421	XP_012144607.1	XP_035735472.1
OG0006422	XP_003700013.1	XP_035733025.1
OG0006423	XP_003707874.2	XP_035725826.1, XP_035725829.1
OG0006424	XP_012152641.1	XP_035743576.1
OG0006425	XP_012142999.1	XP_035720415.1
OG0006426	XP_012136936.1	XP_035742870.1
OG0006427	XP_003705378.1	XP_035726526.1
OG0006428	XP_003704912.1	XP_035724471.1
OG0006429	XP_003703183.1, XP_012140265.1	XP_035719955.1
OG0006430	XP_003705232.1	XP_035719738.1
OG0006431	XP_012136828.1	XP_035743872.1
OG0006432	XP_003702316.1	XP_035722588.1
OG0006433	XP_003702673.1	XP_035737245.1
OG0006434	XP_003701954.1	XP_035741670.1
OG0006435	XP_012137630.1	XP_035725321.1
OG0006437	XP_003699644.2	XP_035732102.1
OG0006438	XP_012141044.1	XP_035728669.1
OG0006439	XP_003700466.1	XP_035738487.1
OG0006440	XP_012145634.1	XP_035736641.1
OG0006441	XP_003703870.1	XP_035726581.1
OG0006442	XP_003705821.1	XP_035726309.1
OG0006443	XP_003699440.1	XP_035737489.1
OG0006444	XP_003702034.1	XP_035742729.1
OG0006445	XP_003704065.1	XP_035737012.1
OG0006446	XP_012147888.1	XP_035737058.1
OG0006447	XP_012142486.1	XP_035735489.1
OG0006448	XP_012140788.1	XP_035743134.1
OG0006449	XP_003703484.1	XP_035719012.1
OG0006450	XP_003706751.1	XP_035730707.1
OG0006451	XP_003700051.1	XP_035728927.1
OG0006452	XP_003707343.1	XP_035730684.1
OG0006453	XP_003702581.2	XP_035730960.1
OG0006454	XP_012153767.1	XP_035726852.1, XP_035726853.1
OG0006455	XP_012137181.1	XP_035736667.1
OG0006456	XP_003701539.1	XP_035742000.1
OG0006457	XP_012135941.1, XP_012135940.1	XP_035740347.1
OG0006458	XP_003701220.1	XP_035722656.1
OG0006459	XP_012151340.1	XP_035725684.1
OG0006460	XP_012141542.1	XP_035733790.1
OG0006462	XP_012151675.1	XP_035742064.1, XP_035742061.1
OG0006463	XP_012142169.1	XP_035722571.1
OG0006464	XP_003707299.1	XP_035724730.1
OG0006465	XP_012142541.1	XP_035734098.1
OG0006466	XP_003704985.1	XP_035738679.1
OG0006467	XP_003706870.1	XP_035738857.1
OG0006468	XP_012138013.1	XP_035731149.1
OG0006469	XP_012150699.1	XP_035717633.1
OG0006470	XP_012153483.1	XP_035726009.1
OG0006471	XP_012145802.1	XP_035736706.1
OG0006472	XP_012142473.1	XP_035718621.1
OG0006473	XP_003701636.2	XP_035736599.1
OG0006474	XP_012154069.1	XP_035741379.1
OG0006475	XP_003703753.1	XP_035743769.1, XP_035743767.1
OG0006476	XP_003704056.1	XP_035743090.1
OG0006477	XP_003699506.1	XP_035739428.1
OG0006478	XP_012144873.1, XP_003705099.1	XP_035723470.1
OG0006480	XP_003700351.1	XP_035730851.1
OG0006481	XP_012153446.1	XP_035725884.1
OG0006482	XP_003703643.1	XP_035728819.1, XP_035728817.1
OG0006483	XP_012152991.1	XP_035723311.1
OG0006484	XP_012136779.1	XP_035738987.1
OG0006485	XP_003707937.1	XP_035741600.1
OG0006486	XP_012147145.1	XP_035722481.1
OG0006487	XP_012146039.1, XP_012134570.1	XP_035730997.1
OG0006488	XP_003703876.1	XP_035732976.1
OG0006489	XP_012142435.1	XP_035740727.1
OG0006490	XP_012141724.1	XP_035726627.1
OG0006491	XP_003703827.1, XP_012141793.1	XP_035742419.1
OG0006493	XP_003701372.1	XP_035728407.1
OG0006494	XP_003700970.1	XP_035723171.1
OG0006495	XP_003699889.1	XP_035739924.1
OG0006496	XP_012135908.1, XP_012135910.1	XP_035719930.1
OG0006497	XP_012145552.1	XP_035725366.1
OG0006498	XP_003700445.1	XP_035728739.1
OG0006499	XP_003700251.1	XP_035719016.1
OG0006500	XP_012152166.1	XP_035738572.1
OG0006501	XP_012141823.1	XP_035717474.1
OG0006502	XP_003704581.2	XP_035724453.1
OG0006503	XP_012142671.1	XP_035736410.1
OG0006504	XP_012139962.1	XP_035718129.1
OG0006505	XP_012142494.1	XP_035722854.1
OG0006506	XP_012144024.1	XP_035722663.1
OG0006507	XP_012151460.1	XP_035726366.1
OG0006508	XP_012149122.1	XP_035733599.1
OG0006509	XP_012153492.1	XP_035717941.1
OG0006510	XP_003702151.2	XP_035742287.1
OG0006511	XP_003703373.1	XP_035733909.1
OG0006512	XP_012145579.1	XP_035741401.1
OG0006513	XP_012145475.1	XP_035741434.1
OG0006514	XP_012149813.1	XP_035730135.1
OG0006515	XP_012141257.1	XP_035736107.1
OG0006516	XP_003708453.1	XP_035731452.1
OG0006517	XP_012144539.1	XP_035734584.1
OG0006518	XP_012146147.1	XP_035730313.1
OG0006519	XP_012142347.1	XP_035724972.1
OG0006520	XP_003699313.1	XP_035730995.1
OG0006521	XP_003701994.1	XP_035717586.1
OG0006522	XP_003702204.1	XP_035717197.1
OG0006523	XP_012149482.1	XP_035740210.1
OG0006524	XP_012144634.1	XP_035732672.1
OG0006525	XP_003701620.1	XP_035738953.1
OG0006526	XP_012152234.1	XP_035739496.1
OG0006527	XP_012141936.1	XP_035741735.1
OG0006528	XP_012136005.1	XP_035735137.1
OG0006529	XP_003701942.1	XP_035726407.1
OG0006530	XP_012137871.1	XP_035733559.1
OG0006531	XP_003707060.1	XP_035722573.1
OG0006533	XP_003702993.1	XP_035724613.1
OG0006534	XP_003703974.1	XP_035741749.1
OG0006535	XP_012137375.1	XP_035724211.1, XP_035724212.1, XP_035724210.1
OG0006536	XP_012145213.1	XP_035718618.1
OG0006537	XP_003702531.1	XP_035721884.1
OG0006538	XP_003707066.1	XP_035730039.1
OG0006539	XP_003701393.2	XP_035733819.1
OG0006540	XP_003700954.1	XP_035743963.1
OG0006541	XP_003703792.2	XP_035717226.1
OG0006542	XP_012153883.1	XP_035724241.1
OG0006543	XP_003704919.2	XP_035728447.1
OG0006544	XP_003700258.1	XP_035742133.1
OG0006545	XP_003701273.1	XP_035722065.1
OG0006546	XP_012137685.1	XP_035728725.1
OG0006547	XP_012136901.1	XP_035725282.1
OG0006548	XP_003706470.1	XP_035728816.1
OG0006549	XP_003705424.1	XP_035736654.1
OG0006550	XP_012145446.1	XP_035727255.1
OG0006551	XP_012140829.1	XP_035724641.1
OG0006552	XP_003702949.1	XP_035735581.1
OG0006553	XP_012151799.1	XP_035720618.1
OG0006554	XP_003706527.1	XP_035732372.1
OG0006555	XP_012135317.1, XP_003704555.1	XP_035732498.1
OG0006556	XP_003707505.1	XP_035738830.1
OG0006557	XP_012150522.1, XP_012150585.1	XP_035721883.1
OG0006558	XP_003704036.1	XP_035728756.1, XP_035728757.1
OG0006559	XP_012136817.1	XP_035743811.1
OG0006560	XP_012142156.1	XP_035739201.1
OG0006561	XP_003706196.2	XP_035721326.1
OG0006562	XP_003708438.2	XP_035721511.1
OG0006563	XP_003707212.1	XP_035723298.1
OG0006565	XP_003707294.1	XP_035719897.1
OG0006566	XP_012143372.1	XP_035740338.1
OG0006568	XP_003706739.2	XP_035729672.1
OG0006570	XP_012144953.1	XP_035742848.1
OG0006571	XP_012137771.1	XP_035741053.1
OG0006572	XP_012149204.1	XP_035728337.1, XP_035728336.1
OG0006573	XP_012138143.1	XP_035736352.1
OG0006574	XP_012143774.1	XP_035717700.1
OG0006575	XP_012136931.1, XP_003701691.1	XP_035742871.1
OG0006576	XP_003699388.1	XP_035734440.1
OG0006577	XP_012136608.1	XP_035735921.1
OG0006578	XP_012153351.1	XP_035735152.1
OG0006579	XP_003699378.1	XP_035738887.1
OG0006580	XP_003706799.1	XP_035717539.1
OG0006581	XP_012153528.1	XP_035736213.1
OG0006582	XP_003702216.1	XP_035744065.1
OG0006583	XP_012147335.1	XP_035717293.1
OG0006584	XP_012143523.1	XP_035743369.1
OG0006585	XP_012145101.1	XP_035731176.1, XP_035731175.1
OG0006586	XP_003699187.1	XP_035722586.1
OG0006587	XP_003705426.1	XP_035740304.1
OG0006588	XP_012142296.1	XP_035737399.1
OG0006589	XP_003705695.2	XP_035734041.1
OG0006590	XP_012136332.1	XP_035734507.1
OG0006591	XP_012141214.1	XP_035743682.1
OG0006592	XP_003699448.1	XP_035717130.1
OG0006593	XP_012146441.1	XP_035723579.1
OG0006594	XP_003700373.1	XP_035719210.1
OG0006595	XP_012146165.1	XP_035727649.1
OG0006596	XP_012137141.1	XP_035739403.1
OG0006597	XP_012144908.1	XP_035719380.1
OG0006598	XP_003705895.2	XP_035726318.1
OG0006599	XP_012141170.1	XP_035722860.1
OG0006600	XP_012134944.1	XP_035738548.1
OG0006601	XP_003701068.2	XP_035742899.1
OG0006602	XP_012151365.1	XP_035718983.1
OG0006603	XP_012136084.1	XP_035741338.1, XP_035741337.1
OG0006604	XP_003702012.1	XP_035725588.1
OG0006605	XP_012144911.1	XP_035739358.1
OG0006606	XP_012137207.1	XP_035736538.1
OG0006607	XP_003702377.2	XP_035729807.1
OG0006608	XP_012134532.1	XP_035732709.1
OG0006609	XP_012153676.1	XP_035725768.1
OG0006610	XP_012139874.1	XP_035721259.1
OG0006611	XP_012153958.1	XP_035735231.1
OG0006612	XP_012135824.1	XP_035741639.1
OG0006614	XP_012136204.1	XP_035727920.1
OG0006615	XP_012147465.1	XP_035721778.1
OG0006616	XP_003703237.1	XP_035727671.1
OG0006617	XP_003708175.1	XP_035722164.1
OG0006618	XP_012140625.1	XP_035742816.1
OG0006619	XP_003700150.1	XP_035721469.1
OG0006620	XP_012140178.1, XP_012140171.1	XP_035743517.1
OG0006621	XP_003700422.1	XP_035727397.1
OG0006622	XP_012141792.1, XP_003699678.1	XP_035737947.1, XP_035737948.1
OG0006623	XP_003704841.1	XP_035731871.1
OG0006625	XP_012147515.1	XP_035743846.1
OG0006626	XP_012151553.1	XP_035737630.1
OG0006627	XP_012153451.1	XP_035727977.1
OG0006628	XP_012143193.1	XP_035743935.1
OG0006629	XP_003708407.1	XP_035732912.1
OG0006630	XP_003708424.1	XP_035723619.1
OG0006631	XP_003708390.1	XP_035736803.1
OG0006632	XP_012150290.1	XP_035724811.1
OG0006633	XP_003700041.2	XP_035722215.1
OG0006634	XP_012142528.1	XP_035721513.1
OG0006635	XP_003704678.2	XP_035730355.1
OG0006636	XP_003708393.1	XP_035735596.1
OG0006637	XP_003705570.2	XP_035729295.1
OG0006638	XP_012139654.1	XP_035727165.1
OG0006639	XP_012153038.1	XP_035718075.1
OG0006640	XP_012152753.1	XP_035735865.1
OG0006641	XP_012135324.1	XP_035717482.1
OG0006642	XP_012138583.1	XP_035725248.1
OG0006643	XP_003699628.1	XP_035733640.1
OG0006644	XP_012147165.1	XP_035744038.1
OG0006645	XP_012149185.1	XP_035730241.1
OG0006646	XP_003706367.1	XP_035723521.1
OG0006647	XP_003705250.1	XP_035724234.1
OG0006648	XP_003703207.1, XP_012140381.1	XP_035727674.1
OG0006649	XP_012154150.1	XP_035739356.1
OG0006650	XP_012142591.1	XP_035725802.1
OG0006651	XP_012139610.1	XP_035720144.1
OG0006652	XP_012141858.1	XP_035744076.1
OG0006653	XP_012147883.1, XP_012147879.1	XP_035725785.1
OG0006654	XP_003703875.1	XP_035733117.1
OG0006655	XP_012152857.1, XP_003708428.1	XP_035727088.1
OG0006656	XP_003706825.2	XP_035740352.1
OG0006658	XP_012148293.1, XP_012148351.1	XP_035726201.1
OG0006659	XP_003703017.1	XP_035718214.1
OG0006660	XP_003700690.2	XP_035738699.1
OG0006661	XP_012147802.1	XP_035722596.1
OG0006662	XP_012137119.1	XP_035724939.1
OG0006663	XP_012145292.1, XP_012145300.1	XP_035718770.1
OG0006664	XP_012141391.1	XP_035736907.1
OG0006665	XP_003702777.1	XP_035720867.1
OG0006666	XP_003708292.2	XP_035729204.1
OG0006667	XP_012148244.1	XP_035729537.1
OG0006668	XP_003703249.1	XP_035737259.1
OG0006669	XP_012148069.1	XP_035720955.1
OG0006670	XP_012151790.1	XP_035720612.1
OG0006671	XP_012151545.1	XP_035726059.1
OG0006672	XP_003705714.1	XP_035736203.1, XP_035736204.1
OG0006673	XP_012154559.1, XP_012154557.1	XP_035741872.1
OG0006674	XP_003705971.1	XP_035740764.1
OG0006675	XP_012135044.1	XP_035719169.1
OG0006676	XP_012147446.1	XP_035734661.1
OG0006677	XP_012148900.1	XP_035717542.1, XP_035717543.1
OG0006678	XP_012151363.1	XP_035744150.1
OG0006679	XP_003705170.1	XP_035743608.1
OG0006681	XP_012149007.1, XP_012149012.1	XP_035744166.1
OG0006682	XP_012136198.1	XP_035728277.1, XP_035728276.1
OG0006683	XP_012141204.1	XP_035728466.1
OG0006684	XP_003699970.1	XP_035718409.1
OG0006685	XP_003708616.1, XP_012153379.1	XP_035735170.1
OG0006686	XP_003708622.2	XP_035735195.1
OG0006687	XP_003704364.1	XP_035736688.1
OG0006688	XP_003700653.1, XP_012134724.1	XP_035739532.1
OG0006689	XP_003700035.1	XP_035728166.1
OG0006690	XP_003706321.1	XP_035718128.1
OG0006691	XP_012148570.1	XP_035728378.1
OG0006692	XP_003705316.1, XP_012145256.1, XP_012145257.1, XP_012145258.1, XP_012145259.1	XP_035738913.1
OG0006693	XP_003699987.1	XP_035718359.1
OG0006694	XP_003707756.1	XP_035738777.1
OG0006695	XP_003699592.1	XP_035739685.1
OG0006696	XP_003700527.1	XP_035741438.1
OG0006697	XP_012150901.1	XP_035733541.1
OG0006699	XP_012154125.1	XP_035736433.1, XP_035736434.1, XP_035736431.1
OG0006700	XP_003705332.1	XP_035729578.1
OG0006701	XP_003706177.1	XP_035734244.1
OG0006702	XP_003700873.2	XP_035726797.1
OG0006703	XP_003708478.1	XP_035725700.1
OG0006704	XP_012151811.1	XP_035741876.1
OG0006705	XP_012136498.1	XP_035720530.1
OG0006706	XP_012143023.1	XP_035727758.1
OG0006707	XP_003700151.1	XP_035724311.1
OG0006708	XP_003706565.1	XP_035741667.1
OG0006709	XP_003702903.1	XP_035721360.1, XP_035721361.1
OG0006710	XP_003708176.1	XP_035722165.1
OG0006711	XP_012139126.1, XP_003702671.1	XP_035737241.1
OG0006713	XP_012147607.1	XP_035734336.1
OG0006714	XP_003704765.1	XP_035723245.1
OG0006716	XP_012152921.1	XP_035734306.1
OG0006717	XP_003702433.1	XP_035719998.1
OG0006718	XP_012153103.1	XP_035735427.1
OG0006719	XP_012151737.1	XP_035717756.1
OG0006720	XP_003705053.1	XP_035743972.1
OG0006721	XP_003700744.1	XP_035741342.1
OG0006722	XP_003704031.2	XP_035736894.1
OG0006723	XP_003708007.1	XP_035740080.1
OG0006724	XP_003701140.1	XP_035723386.1, XP_035723385.1, XP_035723384.1
OG0006725	XP_012144811.1	XP_035742660.1
OG0006726	XP_003704324.1	XP_035732144.1
OG0006727	XP_012140337.1	XP_035732488.1
OG0006728	XP_003702336.1, XP_012138224.1	XP_035726442.1
OG0006729	XP_003700768.1	XP_035736950.1
OG0006730	XP_012152584.1	XP_035733005.1
OG0006731	XP_003707684.1	XP_035743376.1
OG0006732	XP_003704382.1	XP_035718414.1
OG0006733	XP_012151647.1	XP_035718476.1
OG0006734	XP_012151174.1	XP_035733953.1
OG0006735	XP_012142349.1, XP_012142348.1	XP_035723782.1
OG0006736	XP_012151655.1	XP_035718005.1
OG0006737	XP_012151104.1	XP_035741292.1
OG0006739	XP_003700949.1	XP_035737180.1
OG0006740	XP_012145130.1	XP_035743538.1, XP_035743537.1
OG0006741	XP_012136287.1	XP_035729089.1
OG0006742	XP_012151240.1	XP_035728467.1
OG0006743	XP_012153452.1, XP_012153454.1	XP_035725990.1, XP_035725989.1
OG0006744	XP_012147152.1	XP_035742753.1
OG0006745	XP_003705968.1	XP_035740753.1, XP_035740754.1
OG0006746	XP_003701484.1	XP_035726324.1
OG0006747	XP_003705503.1	XP_035728945.1, XP_035728928.1
OG0006748	XP_003700144.1	XP_035740251.1
OG0006749	XP_012151673.1	XP_035742067.1
OG0006750	XP_012145483.1	XP_035721716.1
OG0006751	XP_012142639.1	XP_035743993.1
OG0006752	XP_012136093.1	XP_035723347.1
OG0006753	XP_012137567.1	XP_035740331.1
OG0006754	XP_003701420.1	XP_035718013.1
OG0006755	XP_012148573.1	XP_035729671.1
OG0006757	XP_003702266.1	XP_035728373.1
OG0006759	XP_012147357.1, XP_012147328.1	XP_035717282.1
OG0006760	XP_012141294.1	XP_035719118.1
OG0006762	XP_012149510.1	XP_035728535.1
OG0006763	XP_012137294.1, XP_012137293.1, XP_012137292.1, XP_012137291.1, XP_003701848.1	XP_035738866.1
OG0006764	XP_012154373.1	XP_035739820.1
OG0006765	XP_003708209.1	XP_035739307.1, XP_035739314.1, XP_035739312.1, XP_035739311.1, XP_035739310.1, XP_035739315.1, XP_035739308.1, XP_035739309.1, XP_035739316.1
OG0006766	XP_003702865.1, XP_012139373.1, XP_012139374.1	XP_035727084.1, XP_035727083.1
OG0006768	XP_003702757.1	XP_035721269.1, XP_035721272.1
OG0006770	XP_003705840.1	XP_035726726.1
OG0006771	XP_003701236.1	XP_035721281.1
OG0006772	XP_012150350.1	XP_035738080.1, XP_035738001.1, XP_035738256.1, XP_035738164.1, XP_035737911.1
OG0006773	XP_003700983.1	XP_035728221.1
OG0006775	XP_012150623.1	XP_035737955.1, XP_035737954.1
OG0006776	XP_003702913.1	XP_035721012.1, XP_035721015.1
OG0006777	XP_012140548.1, XP_012140549.1	XP_035733997.1
OG0006778	XP_012137864.1	XP_035741966.1
OG0006779	XP_012153713.1	XP_035720167.1
OG0006780	XP_012147423.1	XP_035734250.1
OG0006782	XP_003701888.1	XP_035724069.1
OG0006783	XP_012138437.1, XP_012138289.1	XP_035733358.1
OG0006784	XP_012147195.1	XP_035717975.1
OG0006785	XP_012137323.1	XP_035723260.1
OG0006787	XP_003699598.1	XP_035729040.1
OG0006788	XP_012152505.1	XP_035733010.1
OG0006790	XP_012143113.1	XP_035728861.1
OG0006791	XP_003708310.1	XP_035735483.1
OG0006792	XP_012153396.1, XP_012153422.1	XP_035735180.1
OG0006793	XP_012143944.1	XP_035737075.1, XP_035737076.1, XP_035737077.1, XP_035737074.1
OG0006798	XP_003700673.1	XP_035726523.1
OG0006799	XP_003705829.1	XP_035738418.1
OG0006800	XP_003708077.1	XP_035741364.1
OG0006801	XP_003700810.1	XP_035725743.1
OG0006802	XP_003706428.1	XP_035743771.1
OG0006803	XP_012144046.1	XP_035741191.1
OG0006804	XP_003703505.1	XP_035719498.1
OG0006805	XP_003704241.1	XP_035718110.1
OG0006806	XP_012141265.1	XP_035738874.1
OG0006807	XP_003702854.1	XP_035727067.1
OG0006808	XP_003706204.1	XP_035721926.1
OG0006809	XP_003701956.1	XP_035744100.1
OG0006810	XP_003701004.1	XP_035717473.1
OG0006811	XP_003706350.1	XP_035721588.1
OG0006812	XP_012154456.1	XP_035722494.1
OG0006813	XP_003708284.2	XP_035729360.1
OG0006814	XP_012143306.1	XP_035732486.1
OG0006815	XP_003704189.1	XP_035733548.1
OG0006816	XP_012135294.1	XP_035730922.1
OG0006817	XP_003706485.1	XP_035727266.1
OG0006818	XP_003704633.1	XP_035718615.1
OG0006819	XP_003701551.1	XP_035743544.1
OG0006820	XP_003705066.1	XP_035742341.1
OG0006821	XP_003699785.1	XP_035720449.1
OG0006822	XP_012135452.1	XP_035731422.1
OG0006823	XP_012148379.1	XP_035727327.1
OG0006824	XP_003700365.1	XP_035719809.1
OG0006825	XP_012139789.1	XP_035724057.1
OG0006826	XP_003700534.1	XP_035739341.1
OG0006827	XP_003700619.1	XP_035736785.1
OG0006828	XP_003705510.1	XP_035729560.1
OG0006829	XP_003702104.1	XP_035728942.1
OG0006830	XP_012152787.1, XP_003708405.1	XP_035732430.1
