Orthogroup	Megachile_rotundata	Apis_mellifera
OG0007706	XP_012143154.1	XP_001123212.2
OG0007707	XP_003701745.1	XP_026297053.1
OG0007708	XP_012136752.1	XP_623690.5
OG0007709	XP_012150343.1	XP_006567733.2
OG0007711	XP_012148671.1	XP_006568137.2
OG0007712	XP_012141507.1	XP_026301206.1
OG0007714	XP_012153181.1	XP_006568699.1
OG0007715	XP_003703590.1	XP_393262.1
OG0007716	XP_012146927.1	XP_001122096.2
OG0007717	XP_003702901.2	XP_016771783.1
OG0007718	XP_003701395.1, XP_012136328.1	XP_003249728.1
OG0007719	XP_003702843.2	XP_006566017.1
OG0007720	XP_012147850.1	XP_026301019.1
OG0007721	XP_012145022.1	XP_026295544.1
OG0007723	XP_003700264.1	XP_016772834.1
OG0007724	XP_012144317.1	XP_026298525.1, XP_026298526.1, XP_026298527.1, XP_026298524.1
OG0007725	XP_012150158.1	XP_026296561.1
OG0007726	XP_003706520.1	XP_003249779.1
OG0007728	XP_012139719.1	XP_006564958.2
OG0007729	XP_003699559.2	XP_396816.5
OG0007730	XP_003699539.1	XP_395986.4
OG0007731	XP_012152876.1	XP_624023.2
OG0007732	XP_012144244.1, XP_012144240.1	XP_026298480.1
OG0007733	XP_003702563.1	XP_006559945.2
OG0007734	XP_003708498.1	XP_625245.2
OG0007736	XP_012149789.1	XP_016769408.2
OG0007737	XP_012145978.1	XP_026299686.1
OG0007738	XP_012149234.1	XP_026299116.1
OG0007739	XP_012139124.1	XP_003251120.1
OG0007740	XP_003704249.1	XP_392754.3
OG0007741	XP_012138850.1	XP_016769147.2
OG0007742	XP_003704632.1	XP_026297681.1
OG0007743	XP_012149835.1, XP_003707193.1	XP_395972.4
OG0007744	XP_012144017.1	XP_003249360.1
OG0007745	XP_012148020.1	XP_001120925.1
OG0007746	XP_003707338.1	XP_003251113.1
OG0007747	XP_012136170.1	XP_026300104.1
OG0007750	XP_003700282.1	XP_003251181.2
OG0007751	XP_012152238.1	XP_026299123.1
OG0007752	XP_012154412.1	XP_026299512.1
OG0007753	XP_003704345.1	XP_006560472.1
OG0007754	XP_012138561.1	XP_006565554.1
OG0007755	XP_012137716.1	XP_016767276.2
OG0007756	XP_012153987.1	XP_026296754.1
OG0007757	XP_012154107.1	XP_006557753.2
OG0007758	XP_012151406.1	XP_006570003.1
OG0007759	XP_003707218.1	XP_016768254.1
OG0007760	XP_012143733.1	XP_006563321.2
OG0007761	XP_012138185.1, XP_012138184.1	XP_026302171.1
OG0007762	XP_012136533.1	XP_006568908.2
OG0007763	XP_012140998.1	XP_395385.3
OG0007764	XP_012143750.1	XP_006560495.3
OG0007768	XP_012144958.1	XP_006562384.1
OG0007769	XP_003699814.1	XP_016771853.1
OG0007770	XP_003707647.1, XP_012150648.1	NP_001165877.1
OG0007771	XP_012135076.1, XP_012135075.1	XP_006564298.2
OG0007772	XP_012151901.1, XP_012151899.1	XP_026302077.1
OG0007773	XP_012136710.1	XP_006569098.1
OG0007774	XP_012139924.1	XP_026295810.1
OG0007775	XP_012139083.1	XP_006567709.1
OG0007776	XP_003704779.1	XP_003251794.2
OG0007777	XP_012153032.1	XP_006559060.2
OG0007778	XP_012146872.1	XP_026295462.1
OG0007779	XP_012136418.1	XP_392189.5
OG0007780	XP_012140384.1	XP_026300613.1
OG0007781	XP_012138595.1	XP_006569262.2
OG0007782	XP_012139202.1	XP_026296676.1
OG0007783	XP_012139880.1	XP_016771878.2
OG0007785	XP_012139209.1	XP_006567803.2
OG0007787	XP_003702567.1	XP_623930.2
OG0007788	XP_012135394.1	XP_026299217.1
OG0007789	XP_012142014.1	XP_006558764.1
OG0007790	XP_012145377.1	XP_026297809.1
OG0007791	XP_003699689.1	XP_026299504.1
OG0007792	XP_003707200.2	XP_026297025.1
OG0007793	XP_012146561.1	XP_003251343.2
OG0007794	XP_012144238.1	XP_006560831.1
OG0007796	XP_012147256.1	XP_006569965.2
OG0007797	XP_012141452.1, XP_003703546.1	XP_003249221.1
OG0007798	XP_003705973.1	NP_001011572.1
OG0007799	XP_003702802.1	XP_397233.2
OG0007800	XP_003702192.1, XP_012138128.1	XP_026302085.1
OG0007801	XP_003700334.1	XP_001122030.2
OG0007803	XP_012146906.1	XP_016772017.1
OG0007804	XP_012138383.1	XP_006569011.1
OG0007805	XP_003701830.1	XP_006572195.2
OG0007806	XP_003703520.1	XP_003249454.1
OG0007808	XP_012141454.1	XP_395721.5
OG0007809	XP_012145898.1, XP_012145899.1	XP_006569770.1
OG0007810	XP_012140236.1	XP_026295932.1
OG0007811	XP_012140974.1	XP_006558716.1, XP_026298158.1, XP_026298159.1
OG0007812	XP_003708515.1	NP_001011644.1
OG0007813	XP_012139534.1	XP_394035.3
OG0007814	XP_012149600.1	XP_001120439.3
OG0007815	XP_012149305.1	XP_026299044.1
OG0007816	XP_003707892.1	NP_001129659.1
OG0007817	XP_003701118.1	XP_026298353.1
OG0007818	XP_003707195.1	XP_392954.1
OG0007819	XP_003707248.1	XP_001120556.1
OG0007820	XP_003700431.1	XP_392102.4
OG0007821	XP_003707368.1	XP_395694.2
OG0007822	XP_012141442.1	XP_016768646.1
OG0007823	XP_003702620.1	XP_396645.4
OG0007824	XP_012151915.1	XP_026299538.1
OG0007826	XP_003707572.1, XP_012150599.1, XP_012150598.1	XP_016769681.2
OG0007827	XP_012143755.1	XP_026295307.1
OG0007828	XP_003705186.2	XP_624317.2
OG0007829	XP_003704105.1	XP_392391.2
OG0007830	XP_003700301.1	XP_026302067.1
OG0007831	XP_012138968.1	XP_001120665.2
OG0007832	XP_003703476.1	XP_006561531.1
OG0007833	XP_003701210.1	XP_001122379.3
OG0007834	XP_003702060.1	XP_624532.3
OG0007835	XP_003700468.1	XP_026301545.1, XP_006557342.1
OG0007836	XP_003706637.1	XP_001121747.1
OG0007837	XP_003701314.1	XP_006566998.2
OG0007838	XP_012151289.1	XP_006566774.2
OG0007839	XP_003703358.1	NP_001104182.1
OG0007840	XP_012149922.1	XP_016767751.1
OG0007841	XP_012137546.1	XP_026300853.1
OG0007842	XP_012148483.1	XP_026299060.1
OG0007843	XP_003703848.1	XP_016767270.2
OG0007844	XP_003708206.2	XP_026295193.1
OG0007845	XP_003708456.1	XP_016767214.1
OG0007846	XP_012144365.1	XP_026300050.1
OG0007847	XP_012134667.1	XP_006570533.1
OG0007848	XP_012153096.1	XP_016773095.1
OG0007849	XP_003701679.1	XP_001120448.3
OG0007850	XP_003707137.2	XP_001123300.3
OG0007851	XP_003702778.1	XP_016771581.2
OG0007852	XP_003703669.1	XP_016768599.1
OG0007853	XP_003704978.1	XP_003250951.2
OG0007854	XP_012137423.1	XP_026296515.1
OG0007855	XP_012146328.1	XP_006558650.1
OG0007856	XP_003702241.2	XP_006568973.1
OG0007857	XP_012143329.1	XP_026298427.1
OG0007858	XP_012153542.1	XP_393172.2
OG0007859	XP_012137730.1	XP_006568381.2
OG0007860	XP_012139507.1	XP_006565802.2
OG0007861	XP_003702345.1	XP_392222.3
OG0007862	XP_012139491.1, XP_012139490.1	XP_394041.4, XP_006565743.1
OG0007863	XP_012135846.1	XP_026298006.1
OG0007864	XP_003700020.1	XP_006561802.1
OG0007865	XP_012135557.1	XP_026297818.1
OG0007866	XP_012142719.1	XP_006560455.1
OG0007867	XP_012138726.1	XP_001120899.3
OG0007868	XP_003699953.1	XP_006566667.2
OG0007869	XP_012147955.1	XP_392183.1
OG0007870	XP_012149454.1	XP_003250005.2
OG0007872	XP_012136461.1	XP_006568815.1
OG0007874	XP_003707731.1	XP_006566414.1
OG0007875	XP_012147800.1	XP_006566410.1
OG0007876	XP_012152817.1	XP_026295796.1
OG0007877	XP_012141207.1	XP_016769027.1
OG0007878	XP_012147639.1	XP_006559161.1
OG0007879	XP_012145894.1	XP_026297832.1
OG0007880	XP_003705741.1	XP_391867.3
OG0007882	XP_012141115.1	XP_396603.5
OG0007883	XP_003702209.1	XP_396806.3
OG0007884	XP_012149485.1	XP_006561402.1
OG0007885	XP_003704682.1	XP_392107.4
OG0007886	XP_012150840.1	XP_016769639.2, XP_016769640.2
OG0007888	XP_003705817.2	XP_003251792.1
OG0007889	XP_012146533.1	XP_006563324.2
OG0007890	XP_012153811.1	XP_016773314.2
OG0007892	XP_003707273.1	XP_393080.4
OG0007893	XP_003703426.1	XP_623278.2
OG0007894	XP_003708513.2	XP_001121471.3
OG0007896	XP_003700142.1	XP_026298581.1
OG0007897	XP_003701394.1	XP_016772065.1
OG0007898	XP_012139135.1	XP_016767784.1
OG0007899	XP_012137582.1	XP_006559342.1
OG0007900	XP_012138939.1	XP_006566323.1
OG0007901	XP_012140555.1	XP_006570563.1
OG0007902	XP_003705202.1	XP_001121319.3
OG0007903	XP_012145602.1	XP_006564248.1
OG0007904	XP_003702783.1	XP_394025.4
OG0007905	XP_012154191.1	XP_026301535.1
OG0007907	XP_003706016.2	XP_001120817.2
OG0007908	XP_003703250.1	XP_003251581.1
OG0007910	XP_003702381.1	XP_003251819.1
OG0007911	XP_012149310.1	NP_001035294.1, XP_006566010.1
OG0007912	XP_012141692.1	NP_001108550.1
OG0007913	XP_003701123.1	NP_001135933.1
OG0007914	XP_012136369.1, XP_012136368.1	XP_001122210.1
OG0007915	XP_012140378.1	XP_001122338.2
OG0007916	XP_003707812.1	XP_001122620.2
OG0007917	XP_003700139.1	XP_003249967.1
OG0007918	XP_003706920.1	XP_003250799.1
OG0007919	XP_003702689.1	XP_026296634.1, XP_003251129.1
OG0007920	XP_003706617.1	XP_003251417.1, XP_006569652.1
OG0007921	XP_012138455.1	XP_003251898.2
OG0007922	XP_012153790.1, XP_012153791.1, XP_012153792.1, XP_012153789.1	XP_006558669.1, XP_393487.3
OG0007923	XP_003706304.2	XP_006559170.2, XP_006559171.2
OG0007924	XP_012142894.1	XP_006560462.1
OG0007925	XP_012136280.1	XP_006560700.1
OG0007926	XP_012143235.1, XP_003704433.1	XP_006565118.2
OG0007927	XP_012138167.1	XP_006565503.2
OG0007928	XP_003701084.1	XP_006566221.2, XP_006566223.2
OG0007929	XP_003701739.1	XP_006566277.1, XP_026299240.1
OG0007930	XP_012150294.1, XP_012150295.1, XP_003707459.2	XP_016767638.2
OG0007931	XP_012148952.1, XP_003706987.1	XP_016769925.1
OG0007932	XP_003705673.2	XP_016773366.1
OG0007933	XP_003700904.1	XP_026294829.1
OG0007934	XP_012143349.1	XP_395227.5
OG0007935	XP_012150587.1	XP_026301538.1, XP_026296053.1
OG0007936	XP_012141275.1	XP_026297971.1
OG0007937	XP_012154438.1	XP_026299458.1
OG0007938	XP_003704266.2, XP_012143031.1	XP_026300496.1, XP_026300583.1
OG0007939	XP_012141700.1, XP_012141701.1, XP_012141699.1, XP_003703880.2	XP_026300682.1, XP_026300697.1
OG0007940	XP_003699404.2, XP_012139831.1, XP_003702978.2	XP_026301114.1
OG0007941	XP_012151189.1	XP_393809.4
OG0007942	XP_003701470.1	XP_395776.1
OG0007958	XP_012134643.1	XP_006566978.1
OG0007959	XP_003699838.1	XP_395755.2
OG0007961	XP_003705138.1	XP_006559586.3
OG0007962	XP_012135085.1	XP_392244.1
OG0007963	XP_003705810.1	XP_016767673.2
OG0007964	XP_012142026.1	XP_026296197.1
OG0007967	XP_012149688.1	XP_016772482.2
OG0007968	XP_003700464.1	XP_026301726.1
OG0007969	XP_012146916.1	XP_006563609.1, XP_026301088.1
OG0007971	XP_003699826.1	NP_001035925.1, XP_026300666.1
OG0007973	XP_012143131.1	XP_006562922.1
OG0007974	XP_012146188.1, XP_003705663.1	XP_393777.2
OG0007975	XP_012145787.1	XP_006562356.1
OG0007976	XP_012142992.1	XP_006559394.2
OG0007977	XP_012154175.1	XP_016770057.2
OG0007981	XP_003701063.1	XP_001123248.2
OG0007982	XP_003706951.1	XP_395767.4
OG0007983	XP_003705923.1	XP_006557650.1
OG0007984	XP_003706899.1	XP_006562918.1
OG0007985	XP_003707297.1	XP_394546.3
OG0007986	XP_012138339.1	XP_006568962.1
OG0007987	XP_012136852.1	XP_003251353.1
OG0007988	XP_003702153.1	XP_003251482.3, XP_026301852.1
OG0007989	XP_003704265.2	XP_006557892.1
OG0007990	XP_012142197.1, XP_003704026.1	XP_016766750.1
OG0007991	XP_003708451.1	XP_625265.1
OG0007992	XP_012144118.1	XP_624597.2
OG0007994	XP_012150841.1	XP_624596.4
OG0007995	XP_012138183.1	XP_026295917.1
OG0007996	XP_003701322.1	XP_016771115.2
OG0007997	XP_003701833.1	XP_006559190.1
OG0007998	XP_012149966.1	XP_026296853.1
OG0007999	XP_012138016.1	XP_026297546.1
OG0008000	XP_012134556.1	XP_006560829.2
OG0008002	XP_012149130.1	XP_006566106.1
OG0008003	XP_003700598.1	XP_016770478.1
OG0008005	XP_012135564.1	XP_006564581.2
OG0008006	XP_003705357.1	XP_623715.2
OG0008008	XP_003702960.1	XP_003250547.2
OG0008009	XP_003707781.2	XP_396871.5
OG0008010	XP_012139569.1, XP_003702775.1	XP_001122739.1
OG0008011	XP_003699861.2	XP_396835.3
OG0008014	XP_003699263.2	XP_016770378.1
OG0008016	XP_003702579.1, XP_012138946.1	XP_006561976.1
OG0008018	XP_003701105.1	XP_003250495.1
OG0008019	XP_012149967.1	XP_026296829.1
OG0008020	XP_003702893.1	XP_394968.3
OG0008021	XP_012148089.1	XP_016767881.1
OG0008023	XP_012143107.1	XP_026300353.1
OG0008025	XP_012153303.1	XP_006561098.2
OG0008026	XP_003699238.1	NP_001265634.1
OG0008028	XP_012141261.1	XP_026297840.1
OG0008030	XP_003701491.2	XP_016766266.2
OG0008031	XP_012154123.1	XP_026301704.1, XP_026301703.1
OG0008032	XP_003701173.1	XP_006564759.1
OG0008033	XP_012148487.1	XP_006562422.1
OG0008035	XP_003707832.1	XP_006557413.1
OG0008036	XP_012152179.1	XP_026299121.1, XP_026299119.1
OG0008039	XP_003703478.1	XP_006557328.1, XP_006557329.1
OG0008040	XP_012134938.1	XP_006566966.1
OG0008041	XP_012136844.1	XP_016766465.2
OG0008042	XP_012141747.1, XP_012141759.1	XP_016769645.1
OG0008043	XP_012138860.1	XP_026298152.1
OG0008044	XP_003700488.1	XP_001120800.1
OG0008045	XP_003702506.1	XP_006566895.1, XP_395120.3
OG0008046	XP_003708605.1, XP_012153357.1	XP_003250271.1
OG0008047	XP_012142350.1	XP_006559762.2
OG0008049	XP_003704570.1, XP_012143535.1	XP_003250223.1
OG0008050	XP_012139915.1, XP_012139912.1, XP_012139913.1, XP_012139911.1, XP_012139914.1, XP_012139908.1, XP_012139903.1, XP_012139902.1, XP_012139905.1	XP_026295858.1
OG0008053	XP_003706299.1	XP_396321.3
OG0008055	XP_012143160.1	XP_006567357.1
OG0008056	XP_012138538.1	XP_016768628.1
OG0008057	XP_012146917.1	XP_001121888.2
OG0008058	XP_012141651.1	XP_026295543.1
OG0008059	XP_012142023.1	XP_006560670.1
OG0008060	XP_003704708.2	XP_003249112.3
OG0008061	XP_012139864.1	XP_006557626.1
OG0008062	XP_012142855.1	XP_006560481.1
OG0008063	XP_012153774.1	XP_016773353.2
OG0008064	XP_003702930.1	XP_016771594.1
OG0008065	XP_012136434.1	XP_026302048.1
OG0008066	XP_003704358.1	XP_026300574.1
OG0008067	XP_003701422.1	XP_026301355.1
OG0008068	XP_003708549.1	XP_026301198.1
OG0008069	XP_012153773.1	XP_026296661.1, NP_001201833.1
OG0008070	XP_012151390.1	XP_026301565.1
OG0008071	XP_012149986.1	XP_006570271.1
OG0008072	XP_003704121.2	XP_006572265.1
OG0008073	XP_012150608.1, XP_003707569.1	XP_625284.1
OG0008074	XP_003702835.1	XP_006564888.1
OG0008075	XP_003702534.1	XP_397054.2
OG0008076	XP_012145794.1	XP_006561050.1
OG0008078	XP_003706329.1	XP_625166.2
OG0008079	XP_003700946.1	XP_006568942.1
OG0008080	XP_012143975.1	XP_006563488.2
OG0008081	XP_003708684.1	XP_625103.3
OG0008084	XP_003705452.1	XP_392416.4, XP_006565449.2
OG0008085	XP_003699252.1	XP_624989.2
OG0008086	XP_003701178.1	XP_026298076.1
OG0008088	XP_012141649.1	XP_026295559.1
OG0008089	XP_012154371.1	XP_006561474.1
OG0008090	XP_012145801.1	XP_001121861.1
OG0008093	XP_012145458.1	XP_006559459.1
OG0008094	XP_003706467.1	XP_001120482.1
OG0008095	XP_003701303.1, XP_012136064.1	XP_001121859.1
OG0008096	XP_012151635.1	XP_003251738.1
OG0008099	XP_003707464.1	XP_001121920.1
OG0008100	XP_012142685.1	XP_003249184.2
OG0008101	XP_012137816.1	XP_016767406.1
OG0008102	XP_012151403.1	XP_001122059.2
OG0008103	XP_003703970.1	XP_003250933.1
OG0008104	XP_012151850.1	XP_393219.2
OG0008105	XP_003706656.1	XP_026297046.1
OG0008106	XP_012152772.1	XP_006567272.1
OG0008107	XP_003705083.1	XP_026297904.1
OG0008108	XP_012141474.1	XP_001120020.1
OG0008109	XP_012146814.1	XP_006563594.1
OG0008110	XP_012151197.1	XP_026299626.1
OG0008111	XP_003699266.2	XP_006570451.1
OG0008113	XP_003703854.1	XP_006571427.1
OG0008114	XP_012139460.1	XP_006565783.1
OG0008115	XP_012142628.1	XP_026299706.1
OG0008116	XP_012134617.1	XP_003250057.1
OG0008117	XP_012149459.1	XP_006566136.2
OG0008118	XP_012149327.1	XP_016769784.2
OG0008119	XP_012148572.1	XP_006562746.2
OG0008120	XP_012137758.1	XP_026297411.1
OG0008121	XP_012135731.1	XP_006559528.1
OG0008122	XP_012148781.1	XP_026299207.1
OG0008124	XP_003707145.1	XP_393324.2
OG0008125	XP_003703523.2	XP_001122377.3
OG0008126	XP_012150968.1	XP_003250860.1
OG0008127	XP_003701290.1	XP_391822.2
OG0008128	XP_012137025.1	XP_393146.1
OG0008129	XP_003706312.2	XP_016766496.1
OG0008130	XP_003702386.1	XP_392873.4
OG0008132	XP_012138627.1	XP_396294.3
OG0008133	XP_012147128.1, XP_012147127.1	XP_026298093.1, XP_026298088.1
OG0008134	XP_012135766.1	XP_006559519.2
OG0008135	XP_012145729.1	XP_006560097.1
OG0008136	XP_003706089.1	XP_392656.3
OG0008137	XP_003701531.1	XP_026294728.1
OG0008141	XP_012148610.1	XP_001119946.2
OG0008143	XP_012146003.1	NP_001242964.1, XP_026299341.1
OG0008144	XP_012134604.1, XP_003700682.1	XP_001120601.2
OG0008145	XP_012147347.1	XP_001120712.2
OG0008146	XP_003701697.1	XP_001120957.3
OG0008147	XP_003703541.1	XP_001121052.1
OG0008148	XP_003705395.1	XP_001121801.2
OG0008149	XP_003702556.1, XP_012138914.1	XP_001122830.2
OG0008150	XP_003702900.1	XP_001122996.1
OG0008151	XP_003701348.1	XP_006563738.1, XP_003250307.1
OG0008152	XP_003707377.2	XP_003251088.2
OG0008153	XP_003703312.1	XP_003251208.1
OG0008154	XP_003702185.2, XP_012138055.1	XP_003251494.2
OG0008155	XP_003703356.1	XP_003251580.2
OG0008156	XP_012141880.1	XP_003251741.1
OG0008157	XP_012152336.1	XP_006558072.1
OG0008158	XP_003703469.1	XP_006558272.1
OG0008159	XP_012136285.1	XP_006560037.1
OG0008160	XP_012144210.1	XP_006561659.1
OG0008161	XP_003706955.1	XP_006562906.1
OG0008162	XP_012144386.1	XP_006562941.1
OG0008163	XP_003702741.2	XP_006568331.1
OG0008164	XP_012135640.1	XP_006570455.2, XP_016770237.2, XP_026299898.1
OG0008165	XP_012147041.1, XP_012147042.1	XP_006571694.1
OG0008166	XP_012134977.1	XP_026295795.1
OG0008167	XP_003706501.1	XP_026297457.1, XP_016768511.2
OG0008168	XP_003704117.1, XP_012142533.1, XP_012142567.1	XP_016771026.2
OG0008169	XP_003704690.1	XP_016772605.1
OG0008170	XP_003700311.1	XP_026294761.1
OG0008171	XP_012138501.1	XP_026294934.1
OG0008172	XP_003705259.2, XP_012145230.1	XP_026296384.1
OG0008173	XP_003706401.1	XP_026297106.1
OG0008174	XP_003703340.2	XP_026297357.1
OG0008175	XP_003702011.1	XP_026297729.1, XP_026297728.1
OG0008176	XP_012135812.1	XP_026298211.1
OG0008177	XP_012146437.1, XP_012146438.1	XP_026299370.1
OG0008178	XP_003708623.1	XP_026301336.1, XP_393326.4
OG0008179	XP_012144544.1	XP_026301619.1
OG0008180	XP_012150911.1	XP_026301654.1
OG0008181	XP_012154120.1, XP_012154122.1	XP_026301698.1, XP_026301699.1
OG0008182	XP_012136459.1	XP_393616.4
OG0008183	XP_003699445.1	XP_396044.4
OG0008184	XP_003701928.1	XP_623517.3
OG0008185	XP_012137597.1	XP_625201.3
OG0008186	XP_003701913.1	XP_625237.3
OG0008198	XP_003699583.1	XP_001122724.2
OG0008199	XP_003708019.1	XP_623181.2
OG0008200	XP_003705746.1	XP_016770709.1
OG0008201	XP_012136265.1	XP_026301311.1
OG0008202	XP_003705907.1	XP_016772082.1
OG0008203	XP_003703771.1	XP_001120530.1
OG0008204	XP_003700036.1	XP_624877.1
OG0008206	XP_003704586.1	XP_003251327.1
OG0008207	XP_012147384.1, XP_003706191.1	XP_001121520.2
OG0008208	XP_012146776.1	XP_006561079.1
OG0008209	XP_012135008.1	XP_026295802.1
OG0008210	XP_012135089.1	XP_026295020.1
OG0008211	XP_012141570.1	XP_006562666.1
OG0008212	XP_012135180.1	XP_006566093.1
OG0008213	XP_012135134.1	XP_006565937.2
OG0008214	XP_003703251.1, XP_012140616.1	XP_624025.3
OG0008215	XP_003704042.1	XP_392826.1
OG0008217	XP_012149822.1	XP_006561837.1
OG0008219	XP_003708564.1	XP_001120581.3
OG0008220	XP_003708071.1	XP_026295869.1
OG0008221	XP_012134964.1	XP_006558791.2
OG0008223	XP_012137709.1	XP_624430.3
OG0008224	XP_003703326.1	XP_001121188.2
OG0008226	XP_012140054.1	XP_006568442.1
OG0008228	XP_012152279.1	XP_016769573.1
OG0008229	XP_012142955.1	XP_026300536.1, XP_006558594.3
OG0008230	XP_003705577.1	XP_026299687.1
OG0008231	XP_012148561.1	XP_026301295.1
OG0008232	XP_012135084.1	XP_001121279.1
OG0008233	XP_012152253.1	XP_026295375.1
OG0008234	XP_012141706.1	XP_001120659.3
OG0008235	XP_003701493.1	XP_006568841.1
OG0008236	XP_012146717.1, XP_012146716.1	XP_026297332.1
OG0008237	XP_003700082.1	XP_026298749.1
OG0008238	XP_003707179.1	XP_003249357.1
OG0008239	XP_012147914.1	NP_001314881.1
OG0008240	XP_003708114.1	XP_016766916.1
OG0008243	XP_012142122.1, XP_012142182.1	XP_026299432.1
OG0008244	XP_012142580.1	XP_026300230.1
OG0008246	XP_012137595.1	XP_016767386.1
OG0008247	XP_012146792.1	XP_006561073.2
OG0008248	XP_012137798.1	XP_026297647.1
OG0008249	XP_012143009.1, XP_012143008.1	XP_016771131.1, NP_001127805.1
OG0008252	XP_012136956.1	XP_394435.3
OG0008253	XP_012148569.1	XP_026301415.1
OG0008254	XP_012145375.1	XP_016768884.2
OG0008255	XP_012141771.1	XP_006571384.2
OG0008256	XP_012136072.1	XP_006563151.1
OG0008257	XP_012145699.1	XP_393531.4
OG0008258	XP_012139661.1	XP_006564878.1
OG0008259	XP_012146922.1	XP_016772077.1
OG0008261	XP_003704716.1	XP_003250659.1
OG0008262	XP_012135314.1	XP_026301739.1
OG0008263	XP_012149298.1, XP_012149299.1	XP_006566168.2
OG0008265	XP_003707007.1	XP_006564533.2
OG0008266	XP_012145982.1	XP_026299858.1
OG0008267	XP_012139754.1	XP_001120731.3
OG0008269	XP_012136073.1	XP_016771109.1
OG0008276	XP_003700272.1	XP_396506.4
OG0008277	XP_003699653.1	XP_001122354.2
OG0008281	XP_003704792.1	XP_393422.3
OG0008283	XP_012151829.1	XP_001120029.4
OG0008285	XP_012140567.1, XP_012140565.1	XP_001121014.2
OG0008286	XP_003707840.1	XP_006570013.1
OG0008287	XP_003703329.2	XP_016768360.1, XP_016768359.1
OG0008289	XP_003699605.1	XP_003249259.2
OG0008290	XP_003702125.1	XP_006568357.1
OG0008291	XP_003701706.1	XP_394822.5
OG0008292	XP_003703177.2	XP_006564116.2
OG0008293	XP_012148345.1	XP_026301653.1
OG0008296	XP_012148477.1	XP_026299054.1
OG0008297	XP_003708346.1	XP_006563097.2
OG0008299	XP_012149677.1	XP_026301542.1
OG0008300	XP_003704320.2	NP_001318046.1
OG0008301	XP_003705302.1	XP_006568583.2
OG0008302	XP_003700164.2	XP_394768.4
OG0008303	XP_012145723.1, XP_012145722.1	XP_393493.3
OG0008305	XP_003707782.1	XP_003251557.1
OG0008306	XP_012135702.1	XP_026299499.1
OG0008307	XP_012143519.1	XP_026295731.1, NP_001229316.1
OG0008309	XP_012137535.1, XP_012137515.1, XP_003699477.2	XP_016767077.2
OG0008310	XP_012142770.1	XP_001121276.2
OG0008311	XP_003703658.2	XP_006560223.1, XP_006560227.1
OG0008313	XP_003701762.1	NP_001011615.1
OG0008314	XP_012147046.1, XP_003706036.1	NP_001012981.1
OG0008315	XP_003701476.1	XP_001120565.2
OG0008316	XP_003703704.1	NP_001161181.1
OG0008317	XP_003708574.1	XP_001119915.1
OG0008318	XP_003704240.1	XP_001120213.2
OG0008319	XP_012146334.1, XP_012146335.1, XP_012146332.1, XP_012146333.1, XP_012146331.1, XP_003705717.1	XP_001120937.2
OG0008320	XP_003708314.1	XP_001121075.2
OG0008321	XP_003700083.1	XP_001121195.3
OG0008322	XP_003700658.1	XP_001122155.2
OG0008324	XP_003704843.2, XP_012144140.1	XP_003249913.2
OG0008325	XP_012141959.1, XP_003703892.1	XP_003250151.1
OG0008326	XP_003706942.1	XP_003250478.1, XP_026299118.1
OG0008327	XP_003705246.2	XP_003250530.3
OG0008328	XP_003702919.1	XP_003250694.2
OG0008329	XP_012150227.1, XP_003707335.1	XP_003251098.2
OG0008330	XP_003702352.1	XP_006557712.2, XP_006557711.2
OG0008331	XP_003708220.1	XP_006558067.1
OG0008332	XP_012142823.1, XP_012142825.1, XP_012142824.1, XP_012142822.1	XP_006558575.2
OG0008333	XP_012145757.1, XP_012145758.1	XP_006560249.3, XP_026300959.1, XP_026300958.1, XP_026300957.1
OG0008334	XP_012149783.1, XP_012149784.1, XP_012149782.1, XP_012149780.1	XP_006561322.1
OG0008335	XP_012140037.1	XP_006561986.1
OG0008336	XP_003700975.2	XP_006564293.1, XP_396233.3
OG0008337	XP_012138688.1	XP_006564453.2
OG0008338	XP_003701141.1	XP_006564579.2
OG0008339	XP_012135381.1	XP_006566253.2
OG0008340	XP_012135675.1, XP_012135681.1	XP_026298086.1, XP_006566898.1
OG0008341	XP_012150493.1	XP_026298656.1, XP_006567511.1
OG0008342	XP_012135161.1	XP_006568293.1, XP_006568294.1
OG0008343	XP_003700947.2	XP_006569113.1
OG0008344	XP_012138438.1	XP_006569119.1
OG0008345	XP_012138434.1	XP_006569245.1
OG0008346	XP_003704109.1	XP_006572153.1
OG0008347	XP_012136709.1	XP_016766255.1
OG0008348	XP_012136403.1	XP_016766313.1
OG0008349	XP_012135073.1	XP_016766426.1
OG0008350	XP_012134973.1	XP_016767258.1
OG0008351	XP_012140480.1	XP_016768006.1
OG0008352	XP_003702590.1	XP_016768351.1
OG0008353	XP_012141441.1	XP_016768754.2
OG0008354	XP_003703565.2	XP_016769216.1
OG0008355	XP_003701103.1	XP_016769294.1
OG0008356	XP_012144208.1	XP_016769452.2
OG0008357	XP_012149190.1	XP_016769968.1
OG0008359	XP_012150971.1	XP_016770625.2
OG0008361	XP_003705384.1, XP_012145476.1	XP_016772403.2
OG0008363	XP_012141978.1	XP_026295811.1
OG0008364	XP_012137312.1, XP_012137319.1	XP_026296009.1
OG0008365	XP_012151813.1	XP_026296525.1
OG0008366	XP_012136795.1	XP_026296698.1
OG0008367	XP_012154075.1	XP_026296747.1
OG0008368	XP_012149786.1	XP_026297180.1
