Ob_GeneID,Dm_GeneID
LOC114881028,FBgn0053897
LOC114881028,FBgn0053887
LOC114881028,FBgn0053895
LOC114881028,FBgn0053889
LOC114881028,FBgn0053875
LOC114881028,FBgn0053899
LOC114881028,FBgn0053871
LOC114881028,FBgn0053883
LOC114881028,FBgn0053903
LOC114881028,FBgn0053893
LOC114881028,FBgn0053905
LOC114881028,FBgn0053901
LOC114881028,FBgn0053891
LOC114881028,FBgn0053885
LOC114881028,FBgn0053909
LOC114881028,FBgn0053873
LOC114881028,FBgn0051611
LOC114881028,FBgn0053907
LOC114881028,FBgn0013981
LOC114881028,FBgn0053897
LOC114881028,FBgn0053887
LOC114881028,FBgn0053895
LOC114881028,FBgn0053889
LOC114881028,FBgn0053875
LOC114881028,FBgn0053899
LOC114881028,FBgn0053871
LOC114881028,FBgn0053883
LOC114881028,FBgn0053903
LOC114881028,FBgn0053893
LOC114881028,FBgn0053905
LOC114881028,FBgn0053901
LOC114881028,FBgn0053891
LOC114881028,FBgn0053885
LOC114881028,FBgn0053909
LOC114881028,FBgn0053873
LOC114881028,FBgn0051611
LOC114881028,FBgn0053907
LOC114881028,FBgn0013981
LOC114881028,FBgn0053897
LOC114881028,FBgn0053887
LOC114881028,FBgn0053895
LOC114881028,FBgn0053889
LOC114881028,FBgn0053875
LOC114881028,FBgn0053899
LOC114881028,FBgn0053871
LOC114881028,FBgn0053883
LOC114881028,FBgn0053903
LOC114881028,FBgn0053893
LOC114881028,FBgn0053905
LOC114881028,FBgn0053901
LOC114881028,FBgn0053891
LOC114881028,FBgn0053885
LOC114881028,FBgn0053909
LOC114881028,FBgn0053873
LOC114881028,FBgn0051611
LOC114881028,FBgn0053907
LOC114881028,FBgn0013981
LOC114881028,FBgn0053897
LOC114881028,FBgn0053887
LOC114881028,FBgn0053895
LOC114881028,FBgn0053889
LOC114881028,FBgn0053875
LOC114881028,FBgn0053899
LOC114881028,FBgn0053871
LOC114881028,FBgn0053883
LOC114881028,FBgn0053903
LOC114881028,FBgn0053893
LOC114881028,FBgn0053905
LOC114881028,FBgn0053901
LOC114881028,FBgn0053891
LOC114881028,FBgn0053885
LOC114881028,FBgn0053909
LOC114881028,FBgn0053873
LOC114881028,FBgn0051611
LOC114881028,FBgn0053907
LOC114881028,FBgn0013981
LOC114881028,FBgn0053897
LOC114881028,FBgn0053887
LOC114881028,FBgn0053895
LOC114881028,FBgn0053889
LOC114881028,FBgn0053875
LOC114881028,FBgn0053899
LOC114881028,FBgn0053871
LOC114881028,FBgn0053883
LOC114881028,FBgn0053903
LOC114881028,FBgn0053893
LOC114881028,FBgn0053905
LOC114881028,FBgn0053901
LOC114881028,FBgn0053891
LOC114881028,FBgn0053885
LOC114881028,FBgn0053909
LOC114881028,FBgn0053873
LOC114881028,FBgn0051611
LOC114881028,FBgn0053907
LOC114881028,FBgn0013981
LOC114881028,FBgn0053897
LOC114881028,FBgn0053887
LOC114881028,FBgn0053895
LOC114881028,FBgn0053889
LOC114881028,FBgn0053875
LOC114881028,FBgn0053899
LOC114881028,FBgn0053871
LOC114881028,FBgn0053883
LOC114881028,FBgn0053903
LOC114881028,FBgn0053893
LOC114881028,FBgn0053905
LOC114881028,FBgn0053901
LOC114881028,FBgn0053891
LOC114881028,FBgn0053885
LOC114881028,FBgn0053909
LOC114881028,FBgn0053873
LOC114881028,FBgn0051611
LOC114881028,FBgn0053907
LOC114881028,FBgn0013981
LOC114881028,FBgn0053897
LOC114881028,FBgn0053887
LOC114881028,FBgn0053895
LOC114881028,FBgn0053889
LOC114881028,FBgn0053875
LOC114881028,FBgn0053899
LOC114881028,FBgn0053871
LOC114881028,FBgn0053883
LOC114881028,FBgn0053903
LOC114881028,FBgn0053893
LOC114881028,FBgn0053905
LOC114881028,FBgn0053901
LOC114881028,FBgn0053891
LOC114881028,FBgn0053885
LOC114881028,FBgn0053909
LOC114881028,FBgn0053873
LOC114881028,FBgn0051611
LOC114881028,FBgn0053907
LOC114881028,FBgn0013981
LOC114881028,FBgn0053897
LOC114881028,FBgn0053887
LOC114881028,FBgn0053895
LOC114881028,FBgn0053889
LOC114881028,FBgn0053875
LOC114881028,FBgn0053899
LOC114881028,FBgn0053871
LOC114881028,FBgn0053883
LOC114881028,FBgn0053903
LOC114881028,FBgn0053893
LOC114881028,FBgn0053905
LOC114881028,FBgn0053901
LOC114881028,FBgn0053891
LOC114881028,FBgn0053885
LOC114881028,FBgn0053909
LOC114881028,FBgn0053873
LOC114881028,FBgn0051611
LOC114881028,FBgn0053907
LOC114881028,FBgn0013981
LOC114881028,FBgn0053897
LOC114881028,FBgn0053887
LOC114881028,FBgn0053895
LOC114881028,FBgn0053889
LOC114881028,FBgn0053875
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881026,FBgn0053878
LOC114881026,FBgn0053888
LOC114881026,FBgn0053890
LOC114881026,FBgn0053898
LOC114881026,FBgn0053872
LOC114881026,FBgn0053906
LOC114881026,FBgn0053900
LOC114881026,FBgn0053876
LOC114881026,FBgn0053896
LOC114881026,FBgn0053884
LOC114881026,FBgn0053882
LOC114881026,FBgn0053892
LOC114881026,FBgn0053894
LOC114881026,FBgn0053868
LOC114881026,FBgn0061209
LOC114881026,FBgn0053886
LOC114881026,FBgn0053910
LOC114881026,FBgn0053902
LOC114881026,FBgn0053904
LOC114881026,FBgn0053874
LOC114881026,FBgn0053880
LOC114881026,FBgn0053870
LOC114881026,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
LOC114881027,FBgn0053910
LOC114881027,FBgn0053902
LOC114881027,FBgn0053904
LOC114881027,FBgn0053874
LOC114881027,FBgn0053880
LOC114881027,FBgn0053870
LOC114881027,FBgn0053908
LOC114881027,FBgn0053878
LOC114881027,FBgn0053888
LOC114881027,FBgn0053890
LOC114881027,FBgn0053898
LOC114881027,FBgn0053872
LOC114881027,FBgn0053906
LOC114881027,FBgn0053900
LOC114881027,FBgn0053876
LOC114881027,FBgn0053896
LOC114881027,FBgn0053884
LOC114881027,FBgn0053882
LOC114881027,FBgn0053892
LOC114881027,FBgn0053894
LOC114881027,FBgn0053868
LOC114881027,FBgn0061209
LOC114881027,FBgn0053886
