ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
864	"LOC114879234"	NA	chrOU015514.1	+	9908024	9908565	9908024	9908263	9908361	9908565
865	"LOC114879234"	NA	chrOU015514.1	+	9910910	9911129	9910910	9911001	9911031	9911129
866	"LOC114877833"	NA	chrOU015506.1	+	2444488	2448069	2444488	2444599	2446705	2448069
867	"LOC114877833"	NA	chrOU015506.1	+	2444488	2448069	2444488	2444624	2446705	2448069
868	"LOC114877833"	NA	chrOU015506.1	+	2444488	2448069	2444488	2444599	2447097	2448069
869	"LOC114877833"	NA	chrOU015506.1	+	2444488	2448069	2444488	2444599	2447459	2448069
870	"LOC114877833"	NA	chrOU015506.1	+	2444488	2448069	2444488	2444624	2447459	2448069
871	"LOC114877833"	NA	chrOU015506.1	+	2444488	2448069	2444488	2447391	2447459	2448069
872	"LOC114874540"	NA	chrOU015509.1	+	4246879	4248200	4246879	4246953	4247764	4248200
873	"LOC114874540"	NA	chrOU015509.1	+	4246879	4248200	4246879	4246953	4248057	4248200
874	"LOC114874540"	NA	chrOU015509.1	+	4246879	4248200	4246879	4247889	4248057	4248200
875	"LOC114874540"	NA	chrOU015509.1	+	4246879	4248200	4246879	4247971	4248057	4248200
876	"LOC114881257"	NA	chrCAJRAL010000425.1	+	1341866	1342966	1341866	1341969	1342053	1342966
877	"LOC114875912"	NA	chrOU015517.1	-	5080356	5080766	5080356	5080430	5080577	5080766
878	"LOC114881384"	NA	chrOU015509.1	+	10288879	10289347	10288879	10289200	10289296	10289347
879	"LOC114881384"	NA	chrOU015509.1	+	10289428	10290059	10289428	10289602	10289680	10290059
880	"LOC114881384"	NA	chrOU015509.1	+	10289428	10290059	10289428	10289602	10289686	10290059
881	"LOC114871814"	NA	chrOU015516.1	-	2462107	2462447	2462107	2462355	2462434	2462447
882	"LOC114871814"	NA	chrOU015516.1	-	2462107	2462447	2462107	2462355	2462438	2462447
883	"LOC114879152"	NA	chrOU015519.1	-	6610599	6612277	6610599	6611036	6611118	6612277
884	"LOC114879152"	NA	chrOU015519.1	-	6610599	6612277	6610599	6611036	6611259	6612277
885	"LOC114877946"	NA	chrOU015511.1	-	7567386	7568227	7567386	7567531	7567748	7568227
886	"LOC114882446"	NA	chrOU015508.1	+	455336	455918	455336	455496	455644	455918
887	"LOC114879087"	NA	chrOU015516.1	+	8236491	8240229	8236491	8237605	8239363	8240229
888	"LOC114880746"	NA	chrOU015510.1	-	34573	34880	34573	34672	34738	34880
889	"LOC114880733"	NA	chrOU015510.1	+	85027	85670	85027	85165	85401	85670
890	"LOC114878324"	NA	chrOU015510.1	+	164075	164343	164075	164215	164308	164343
891	"LOC114878324"	NA	chrOU015510.1	+	164075	164343	164075	164219	164308	164343
892	"LOC114877365"	NA	chrOU015506.1	-	3642369	3642790	3642369	3642511	3642583	3642790
893	"LOC114878318"	NA	chrOU015510.1	-	173589	174104	173589	173798	173858	174104
894	"LOC114879860"	NA	chrOU015511.1	+	5388342	5388844	5388342	5388518	5388662	5388844
895	"LOC114879860"	NA	chrOU015511.1	+	5388342	5388844	5388342	5388589	5388662	5388844
896	"LOC114879860"	NA	chrOU015511.1	+	5410214	5410718	5410214	5410488	5410579	5410718
897	"LOC114878369"	NA	chrOU015510.1	-	292889	293747	292889	293121	293314	293747
898	"LOC114874514"	NA	chrOU015508.1	+	6785091	6786755	6785091	6785620	6785689	6786755
899	"LOC114878603"	NA	chrOU015514.1	+	1457385	1457850	1457385	1457496	1457570	1457850
900	"LOC114878603"	NA	chrOU015514.1	+	1459268	1459616	1459268	1459394	1459456	1459616
901	"LOC114878339"	NA	chrOU015510.1	-	383437	385942	383437	383558	383630	385942
902	"LOC114873417"	NA	chrOU015513.1	-	10204153	10205665	10204153	10204375	10205302	10205665
903	"LOC114874062"	NA	chrOU015510.1	+	713895	715010	713895	714155	714259	715010
904	"LOC114873815"	NA	chrOU015514.1	+	6613233	6613820	6613233	6613419	6613494	6613820
905	"LOC114881380"	NA	chrOU015510.1	+	1373190	1374933	1373190	1373390	1374166	1374933
906	"LOC114881465"	NA	chrOU015510.1	+	1929926	1930300	1929926	1930031	1930138	1930300
907	"LOC114880151"	NA	chrOU015510.1	-	2313221	2313324	2313221	2313251	2313287	2313324
908	"LOC114880151"	NA	chrOU015510.1	-	2338061	2338351	2338061	2338136	2338211	2338351
909	"LOC114880151"	NA	chrOU015510.1	-	2338061	2338351	2338061	2338136	2338215	2338351
910	"LOC114878818"	NA	chrOU015514.1	-	9142196	9143170	9142196	9142419	9142559	9143170
911	"LOC114882965"	NA	chrOU015505.1	-	8626544	8627936	8626544	8627249	8627757	8627936
912	"LOC114873391"	NA	chrOU015510.1	-	2749664	2750078	2749664	2750021	2750051	2750078
913	"LOC114873391"	NA	chrOU015510.1	-	2749664	2750711	2749664	2749990	2750101	2750711
914	"LOC114873391"	NA	chrOU015510.1	-	2749664	2750711	2749664	2750044	2750110	2750711
915	"LOC114873391"	NA	chrOU015510.1	-	2749664	2750711	2749664	2750021	2750114	2750711
916	"LOC114873391"	NA	chrOU015510.1	-	2749664	2750711	2749664	2750078	2750114	2750711
917	"LOC114873391"	NA	chrOU015510.1	-	2749664	2750711	2749664	2750038	2750128	2750711
918	"LOC114873391"	NA	chrOU015510.1	-	2749664	2750711	2749664	2750029	2750131	2750711
919	"LOC114873391"	NA	chrOU015510.1	-	2749664	2750711	2749664	2750029	2750137	2750711
920	"LOC114873391"	NA	chrOU015510.1	-	2749664	2750711	2749664	2750024	2750138	2750711
921	"LOC114877308"	NA	chrOU015509.1	+	2101535	2102823	2101535	2101698	2102397	2102823
922	"LOC114877308"	NA	chrOU015509.1	+	2101535	2102823	2101535	2101698	2102545	2102823
923	"LOC114877308"	NA	chrOU015509.1	+	2101535	2102823	2101535	2102052	2102545	2102823
924	"LOC114877308"	NA	chrOU015509.1	+	2101535	2102823	2101535	2101698	2102596	2102823
925	"LOC114873811"	NA	chrOU015510.1	+	2902742	2907123	2902742	2905469	2905559	2907123
926	"LOC114875894"	NA	chrOU015516.1	-	3862545	3874765	3862545	3874558	3874685	3874765
927	"LOC114871266"	NA	chrOU015513.1	-	6827913	6829298	6827913	6828150	6828381	6829298
928	"LOC114873652"	NA	chrOU015510.1	-	3172695	3175666	3172695	3175321	3175558	3175666
929	"LOC114873002"	NA	chrOU015510.1	+	3342855	3343166	3342855	3342987	3343106	3343166
930	"LOC114873002"	NA	chrOU015510.1	+	3343106	3343519	3343106	3343166	3343286	3343519
931	"LOC114877302"	NA	chrOU015518.1	-	6801318	6801500	6801318	6801351	6801403	6801500
932	"LOC114873179"	NA	chrOU015510.1	+	3964819	3966197	3964819	3964945	3965490	3966197
933	"LOC114880756"	NA	chrOU015519.1	-	8195120	8199894	8195120	8196482	8199512	8199894
934	"LOC114880756"	NA	chrOU015519.1	-	8195120	8199894	8195120	8199169	8199512	8199894
935	"LOC114880756"	NA	chrOU015519.1	-	8195120	8199894	8195120	8196482	8199797	8199894
936	"LOC114880756"	NA	chrOU015519.1	-	8195120	8199894	8195120	8199169	8199797	8199894
937	"LOC114870956"	NA	chrOU015504.1	-	13922231	13922433	13922231	13922344	13922422	13922433
938	"LOC114870956"	NA	chrOU015504.1	-	13923525	13925398	13923525	13925127	13925193	13925398
939	"LOC114876944"	NA	chrOU015510.1	-	4851362	4851644	4851362	4851436	4851518	4851644
940	"LOC114876967"	NA	chrOU015510.1	-	5272604	5273038	5272604	5272820	5272909	5273038
941	"LOC114876967"	NA	chrOU015510.1	-	5272604	5273038	5272604	5272820	5272936	5273038
942	"LOC114880936"	NA	chrOU015510.1	+	5346007	5348447	5346007	5346170	5346598	5348447
943	"LOC114875074"	NA	chrOU015512.1	-	7783725	7788654	7783725	7785241	7785598	7788654
944	"LOC114875074"	NA	chrOU015512.1	-	7783725	7788654	7783725	7785241	7788521	7788654
945	"LOC114875074"	NA	chrOU015512.1	-	7791803	7792595	7791803	7792075	7792152	7792595
946	"LOC114875374"	NA	chrOU015510.1	+	5750451	5751030	5750451	5750896	5750999	5751030
947	"LOC114878671"	NA	chrOU015517.1	+	222260	226072	222260	224815	225208	226072
948	"LOC114876772"	NA	chrOU015512.1	+	2101138	2101310	2101138	2101177	2101262	2101310
949	"LOC114878207"	NA	chrOU015515.1	-	8665068	8666170	8665068	8665985	8666102	8666170
950	"LOC114878207"	NA	chrOU015515.1	-	8665068	8666922	8665068	8665985	8666265	8666922
951	"LOC114878207"	NA	chrOU015515.1	-	8665068	8666922	8665068	8666170	8666265	8666922
952	"LOC114874996"	NA	chrOU015515.1	+	929077	930182	929077	929182	929285	930182
953	"LOC114879029"	NA	chrOU015512.1	+	3965044	3965807	3965044	3965366	3965465	3965807
954	"LOC114874274"	NA	chrOU015513.1	+	9636576	9638331	9636576	9636683	9636746	9638331
955	"LOC114877011"	NA	chrOU015514.1	-	3056085	3056914	3056085	3056263	3056755	3056914
956	"LOC114871875"	NA	chrOU015504.1	+	16929314	16929697	16929314	16929467	16929541	16929697
957	"LOC114880130"	NA	chrOU015511.1	+	2194829	2195454	2194829	2195184	2195265	2195454
958	"LOC114880140"	NA	chrOU015511.1	+	2247172	2247807	2247172	2247600	2247679	2247807
959	"LOC114881643"	NA	chrOU015511.1	-	2326495	2326901	2326495	2326693	2326800	2326901
960	"LOC114881549"	NA	chrOU015511.1	+	2471428	2474599	2471428	2473893	2474233	2474599
961	"LOC114881549"	NA	chrOU015511.1	+	2471428	2474599	2471428	2473893	2474301	2474599
962	"LOC114880324"	NA	chrOU015515.1	+	817901	819074	817901	818239	818322	819074
963	"LOC114871479"	NA	chrOU015505.1	-	11656994	11657956	11656994	11657490	11657578	11657956
964	"LOC114875758"	NA	chrOU015511.1	-	3435345	3441794	3435345	3436680	3437326	3441794
965	"LOC114875758"	NA	chrOU015511.1	-	3435345	3441794	3435345	3438199	3438340	3441794
966	"LOC114875758"	NA	chrOU015511.1	-	3442218	3442501	3442218	3442294	3442372	3442501
967	"LOC114877097"	NA	chrOU015511.1	+	4898434	4899348	4898434	4898806	4898945	4899348
968	"LOC114880865"	NA	chrOU015511.1	+	5552909	5564739	5552909	5562595	5562683	5564739
969	"LOC114875169"	NA	chrOU015511.1	-	5694896	5695332	5694896	5695133	5695212	5695332
970	"LOC114873476"	NA	chrOU015513.1	+	10473566	10474292	10473566	10473619	10473698	10474292
971	"LOC114873476"	NA	chrOU015513.1	+	10473566	10474292	10473566	10473788	10473875	10474292
972	"LOC114882709"	NA	chrOU015508.1	-	136323	136567	136323	136391	136466	136567
973	"LOC114873569"	NA	chrOU015516.1	+	9129644	9130192	9129644	9129866	9129970	9130192
974	"LOC114873569"	NA	chrOU015516.1	+	9129644	9130192	9129644	9129866	9130081	9130192
975	"LOC114878805"	NA	chrOU015514.1	+	9097775	9098587	9097775	9097969	9098082	9098587
976	"LOC114877207"	NA	chrOU015511.1	+	6456312	6456644	6456312	6456382	6456447	6456644
977	"LOC114872097"	NA	chrOU015512.1	+	2944634	2945049	2944634	2944720	2944792	2945049
978	"LOC114879898"	NA	chrOU015509.1	-	3079313	3082031	3079313	3080637	3081348	3082031
979	"LOC114879898"	NA	chrOU015509.1	-	3079334	3082031	3079334	3081689	3081829	3082031
980	"LOC114873763"	NA	chrOU015514.1	-	6745498	6745829	6745498	6745640	6745698	6745829
981	"LOC114875001"	NA	chrOU015515.1	-	903713	904497	903713	904050	904197	904497
982	"LOC114877962"	NA	chrOU015511.1	-	7489906	7490823	7489906	7490251	7490426	7490823
983	"LOC114878844"	NA	chrOU015514.1	+	8993688	8995766	8993688	8993786	8994512	8995766
984	"LOC114878844"	NA	chrOU015514.1	+	8993688	8995766	8993688	8993786	8995162	8995766
985	"LOC114877956"	NA	chrOU015511.1	-	7620165	7621205	7620165	7620381	7620467	7621205
986	"LOC114877448"	NA	chrOU015512.1	+	594641	596349	594641	595243	596176	596349
987	"LOC114878083"	NA	chrOU015511.1	-	8035327	8036929	8035327	8036624	8036843	8036929
988	"LOC114881182"	NA	chrOU015506.1	-	10726869	10728503	10726869	10728294	10728398	10728503
989	"LOC114877722"	NA	chrOU015514.1	-	2054801	2058749	2054801	2055784	2055879	2058749
990	"LOC114877722"	NA	chrOU015514.1	-	2054801	2058749	2054801	2056276	2057044	2058749
991	"LOC114877722"	NA	chrOU015514.1	-	2054801	2058749	2054801	2056276	2057764	2058749
992	"LOC114877722"	NA	chrOU015514.1	-	2054801	2058749	2054801	2057341	2057764	2058749
993	"LOC114873724"	NA	chrOU015511.1	+	8628431	8630580	8628431	8630194	8630368	8630580
994	"LOC114875354"	NA	chrOU015510.1	+	5939680	5940061	5939680	5939744	5939802	5940061
995	"LOC114881538"	NA	chrCAJRAL010000285.1	-	1313466	1315074	1313466	1314064	1314266	1315074
996	"LOC114881538"	NA	chrCAJRAL010000285.1	-	1313466	1315074	1313466	1314704	1314905	1315074
997	"LOC114881538"	NA	chrCAJRAL010000285.1	-	1315832	1316443	1315832	1316006	1316083	1316443
998	"LOC114881538"	NA	chrCAJRAL010000285.1	-	1315832	1316443	1315832	1316006	1316107	1316443
999	"LOC114873712"	NA	chrOU015511.1	-	9079215	9079829	9079215	9079539	9079599	9079829
1000	"LOC114875291"	NA	chrOU015511.1	-	9099048	9099789	9099048	9099087	9099147	9099789
1001	"LOC114875289"	NA	chrOU015511.1	+	9103349	9103887	9103349	9103537	9103678	9103887
1002	"LOC114875287"	NA	chrOU015511.1	-	9152068	9153262	9152068	9152430	9152510	9153262
1003	"LOC114875287"	NA	chrOU015511.1	-	9152068	9153262	9152068	9152800	9152875	9153262
1004	"LOC114871909"	NA	chrOU015504.1	-	16921581	16924677	16921581	16923822	16923912	16924677
1005	"LOC114875322"	NA	chrOU015511.1	+	9314514	9315188	9314514	9314889	9315083	9315188
1006	"LOC114872813"	NA	chrOU015504.1	+	12898741	12901261	12898741	12899141	12900642	12901261
1007	"LOC114872813"	NA	chrOU015504.1	+	12898741	12901261	12898741	12899498	12900642	12901261
1008	"LOC114872813"	NA	chrOU015504.1	+	12898741	12901261	12898741	12899498	12900886	12901261
1009	"LOC114875249"	NA	chrOU015511.1	-	9390599	9392208	9390599	9391405	9391510	9392208
1010	"LOC114875249"	NA	chrOU015511.1	-	9390599	9392208	9390599	9391405	9391576	9392208
1011	"LOC114875307"	NA	chrOU015511.1	+	9465770	9465934	9465770	9465791	9465879	9465934
1012	"LOC114873789"	NA	chrOU015514.1	+	6217890	6220327	6217890	6218457	6218535	6220327
1013	"LOC114875233"	NA	chrOU015511.1	-	9548809	9549894	9548809	9549502	9549579	9549894
1014	"LOC114875240"	NA	chrOU015511.1	+	9567446	9568349	9567446	9567755	9567830	9568349
1015	"LOC114875226"	NA	chrOU015511.1	-	9605746	9606238	9605746	9605837	9605921	9606238
1016	"LOC114875265"	NA	chrOU015511.1	-	9648564	9649161	9648564	9648821	9648945	9649161
1017	"LOC114880209"	NA	chrOU015511.1	-	5225989	5228030	5225989	5226835	5227841	5228030
1018	"LOC114880209"	NA	chrOU015511.1	-	5225989	5228030	5225989	5227595	5227841	5228030
1019	"LOC114880209"	NA	chrOU015511.1	-	5228112	5228684	5228112	5228429	5228486	5228684
1020	"LOC114875278"	NA	chrOU015511.1	-	9697355	9698030	9697355	9697843	9697940	9698030
1021	"LOC114875199"	NA	chrOU015511.1	+	9729057	9729679	9729057	9729309	9729499	9729679
1022	"LOC114875199"	NA	chrOU015511.1	+	9731210	9731931	9731210	9731268	9731481	9731931
1023	"LOC114875199"	NA	chrOU015511.1	+	9731210	9731931	9731210	9731273	9731481	9731931
1024	"LOC114877897"	NA	chrOU015513.1	+	3826107	3828360	3826107	3826494	3826548	3828360
1025	"LOC114877897"	NA	chrOU015513.1	+	3826107	3828360	3826107	3827142	3827412	3828360
1026	"LOC114877897"	NA	chrOU015513.1	+	3826107	3828360	3826107	3827412	3827544	3828360
1027	"LOC114877897"	NA	chrOU015513.1	+	3826107	3828360	3826107	3827412	3827676	3828360
1028	"LOC114875282"	NA	chrOU015511.1	+	9804746	9805701	9804746	9805003	9805104	9805701
1029	"LOC114875282"	NA	chrOU015511.1	+	9804746	9805701	9804746	9805003	9805569	9805701
1030	"LOC114875282"	NA	chrOU015511.1	+	9804746	9805701	9804746	9805246	9805569	9805701
1031	"LOC114879914"	NA	chrOU015511.1	+	9842127	9843282	9842127	9843054	9843120	9843282
1032	"LOC114877171"	NA	chrOU015505.1	-	13339913	13341419	13339913	13340080	13340256	13341419
1033	"LOC114875613"	NA	chrOU015513.1	-	8131443	8134498	8131443	8133405	8134335	8134498
1034	"LOC114877640"	NA	chrOU015511.1	-	10087594	10091083	10087594	10090959	10091021	10091083
1035	"LOC114877640"	NA	chrOU015511.1	-	10091092	10094529	10091092	10091883	10091972	10094529
1036	"LOC114877684"	NA	chrOU015511.1	-	10159301	10160263	10159301	10159425	10159525	10160263
1037	"LOC114872978"	NA	chrOU015518.1	+	1618799	1619202	1618799	1618900	1619002	1619202
1038	"LOC114880547"	NA	chrOU015512.1	-	5144	9305	5144	6243	6272	9305
1039	"LOC114880547"	NA	chrOU015512.1	-	5144	9305	5144	6248	6278	9305
1040	"LOC114880544"	NA	chrOU015512.1	+	116675	117370	116675	116773	117181	117370
1041	"LOC114880544"	NA	chrOU015512.1	+	116675	117370	116675	116797	117181	117370
1042	"LOC114880544"	NA	chrOU015512.1	+	116675	117370	116675	116773	117253	117370
1043	"LOC114880544"	NA	chrOU015512.1	+	116675	117370	116675	117170	117253	117370
1044	"LOC114878407"	NA	chrOU015507.1	+	11797805	11799385	11797805	11799006	11799115	11799385
1045	"LOC114878407"	NA	chrOU015507.1	+	11799861	11800587	11799861	11799993	11800161	11800587
1046	"LOC114877472"	NA	chrOU015512.1	-	278129	279181	278129	278335	278434	279181
1047	"LOC114877472"	NA	chrOU015512.1	-	278129	279181	278129	278335	279020	279181
1048	"LOC114877419"	NA	chrOU015512.1	+	316316	321174	316316	316492	317054	321174
1049	"LOC114877494"	NA	chrOU015512.1	-	365628	367707	365628	367198	367274	367707
1050	"LOC114872001"	NA	chrOU015506.1	-	5055909	5057051	5055909	5056228	5056740	5057051
1051	"LOC114871782"	NA	chrOU015516.1	-	1819814	1820710	1819814	1820486	1820558	1820710
1052	"LOC114877466"	NA	chrOU015512.1	+	446703	447346	446703	446896	447007	447346
1053	"LOC114880175"	NA	chrOU015516.1	-	4642168	4642711	4642168	4642495	4642550	4642711
1054	"LOC114880175"	NA	chrOU015516.1	-	4642168	4642711	4642168	4642495	4642564	4642711
1055	"LOC114871383"	NA	chrOU015515.1	-	4193939	4194890	4193939	4194022	4194115	4194890
1056	"LOC114871383"	NA	chrOU015515.1	-	4193939	4194890	4193939	4194340	4194449	4194890
1057	"LOC114871034"	NA	chrOU015508.1	+	2217551	2218317	2217551	2218038	2218123	2218317
1058	"LOC114877449"	NA	chrOU015512.1	+	592317	592760	592317	592476	592569	592760
1059	"LOC114873022"	NA	chrOU015512.1	+	1145187	1145826	1145187	1145572	1145698	1145826
1060	"LOC114873095"	NA	chrOU015512.1	+	785863	786575	785863	786005	786201	786575
1061	"LOC114880893"	NA	chrOU015515.1	-	1741931	1743387	1741931	1742968	1743270	1743387
1062	"LOC114871843"	NA	chrOU015504.1	+	17012776	17013477	17012776	17013209	17013287	17013477
1063	"LOC114877761"	NA	chrOU015514.1	-	1832541	1835598	1832541	1833934	1834020	1835598
1064	"LOC114874350"	NA	chrOU015513.1	-	2992448	2992876	2992448	2992694	2992755	2992876
1065	"LOC114874350"	NA	chrOU015513.1	-	2992448	2992876	2992448	2992697	2992755	2992876
1066	"LOC114873042"	NA	chrOU015512.1	-	987253	988088	987253	987718	988016	988088
1067	"LOC114871299"	NA	chrOU015515.1	+	3283839	3285033	3283839	3284088	3284319	3285033
1068	"LOC114871299"	NA	chrOU015515.1	+	3283839	3285033	3283839	3284187	3284319	3285033
1069	"LOC114871299"	NA	chrOU015515.1	+	3283839	3285033	3283839	3284218	3284319	3285033
1070	"LOC114876353"	NA	chrOU015513.1	-	8961363	8962449	8961363	8961549	8961620	8962449
1071	"LOC114876353"	NA	chrOU015513.1	-	8964516	8967022	8964516	8965885	8966241	8967022
1072	"LOC114876353"	NA	chrOU015513.1	-	8964516	8967022	8964516	8965885	8966478	8967022
1073	"LOC114879436"	NA	chrOU015514.1	-	2644054	2646163	2644054	2644790	2644867	2646163
1074	"LOC114882964"	NA	chrOU015505.1	-	8652754	8659873	8652754	8653513	8653632	8659873
1075	"LOC114882964"	NA	chrOU015505.1	-	8652754	8659873	8652754	8654727	8654997	8659873
1076	"LOC114876671"	NA	chrOU015519.1	+	5578215	5581037	5578215	5578357	5578628	5581037
1077	"LOC114876671"	NA	chrOU015519.1	+	5578215	5581037	5578215	5578357	5579293	5581037
1078	"LOC114876671"	NA	chrOU015519.1	+	5578215	5581037	5578215	5578357	5579546	5581037
1079	"LOC114876671"	NA	chrOU015519.1	+	5579293	5581037	5579293	5579358	5579546	5581037
1080	"LOC114876947"	NA	chrOU015510.1	+	5096523	5098659	5096523	5096997	5097120	5098659
1081	"LOC114876947"	NA	chrOU015510.1	+	5096523	5098659	5096523	5097862	5097862	5098659
1082	"LOC114876947"	NA	chrOU015510.1	+	5096523	5098659	5096523	5097862	5097867	5098659
1083	"LOC114876947"	NA	chrOU015510.1	+	5096523	5098659	5096523	5097862	5097885	5098659
1084	"LOC114876947"	NA	chrOU015510.1	+	5096523	5098659	5096523	5097867	5098059	5098659
1085	"LOC114876947"	NA	chrOU015510.1	+	5096523	5098659	5096523	5097888	5098080	5098659
1086	"LOC114880350"	NA	chrOU015517.1	-	1125598	1126443	1125598	1125870	1126229	1126443
1087	"LOC114875934"	NA	chrOU015514.1	+	5623258	5624072	5623258	5623546	5623948	5624072
1088	"LOC114872094"	NA	chrOU015512.1	-	2411533	2414431	2411533	2413214	2414022	2414431
1089	"LOC114872136"	NA	chrOU015512.1	+	2618581	2618922	2618581	2618772	2618856	2618922
1090	"LOC114872130"	NA	chrOU015512.1	+	2805508	2805893	2805508	2805668	2805731	2805893
1091	"LOC114878006"	NA	chrOU015519.1	+	3471445	3473320	3471445	3472365	3472462	3473320
1092	"LOC114872102"	NA	chrOU015512.1	+	2978362	2980454	2978362	2978901	2979673	2980454
1093	"LOC114872102"	NA	chrOU015512.1	+	2979461	2980454	2979461	2979596	2979673	2980454
1094	"LOC114880651"	NA	chrOU015513.1	+	9109911	9115164	9109911	9113699	9113799	9115164
1095	"LOC114880651"	NA	chrOU015513.1	+	9109911	9115164	9109911	9113930	9114033	9115164
1096	"LOC114880651"	NA	chrOU015513.1	+	9109911	9115164	9109911	9114198	9114285	9115164
1097	"LOC114880651"	NA	chrOU015513.1	+	9109911	9115164	9109911	9114763	9114830	9115164
1098	"LOC114877628"	NA	chrOU015515.1	-	307729	308365	307729	308116	308191	308365
1099	"LOC114877628"	NA	chrOU015515.1	-	313579	313884	313579	313683	313803	313884
1100	"LOC114872085"	NA	chrOU015512.1	+	3374658	3375161	3374658	3374819	3374897	3375161
1101	"LOC114873343"	NA	chrOU015513.1	+	10130228	10132837	10130228	10130829	10130904	10132837
1102	"LOC114875266"	NA	chrOU015507.1	+	11454622	11454854	11454622	11454716	11454779	11454854
1103	"LOC114879012"	NA	chrOU015512.1	-	4002607	4003098	4002607	4002796	4002862	4003098
1104	"LOC114873003"	NA	chrOU015518.1	-	796823	797314	796823	797162	797248	797314
1105	"LOC114872287"	NA	chrOU015508.1	+	8337418	8339948	8337418	8338768	8339233	8339948
1106	"LOC114883123"	NA	chrOU015512.1	-	4231335	4233757	4231335	4231770	4232253	4233757
1107	"LOC114883123"	NA	chrOU015512.1	-	4231335	4233757	4231335	4231875	4232253	4233757
1108	"LOC114883123"	NA	chrOU015512.1	-	4231335	4233757	4231335	4231770	4232357	4233757
1109	"LOC114883123"	NA	chrOU015512.1	-	4231335	4233757	4231335	4232357	4232431	4233757
1110	"LOC114883098"	NA	chrOU015512.1	+	4261437	4262780	4261437	4261759	4261834	4262780
1111	"LOC114883098"	NA	chrOU015512.1	+	4261437	4262780	4261437	4262021	4262473	4262780
1112	"LOC114883142"	NA	chrOU015512.1	+	4277634	4277935	4277634	4277764	4277866	4277935
1113	"LOC114875932"	NA	chrOU015514.1	+	5810710	5812087	5810710	5811029	5811630	5812087
1114	"LOC114883135"	NA	chrOU015512.1	-	5616642	5617773	5616642	5617279	5617359	5617773
1115	"LOC114883135"	NA	chrOU015512.1	-	5616642	5617773	5616642	5617282	5617359	5617773
1116	"LOC114871165"	NA	chrOU015508.1	+	2073509	2075824	2073509	2074330	2074549	2075824
1117	"LOC114882263"	NA	chrOU015504.1	-	7185289	7187912	7185289	7185849	7185976	7187912
1118	"LOC114882263"	NA	chrOU015504.1	-	7185289	7187912	7185289	7185849	7186075	7187912
1119	"LOC114882263"	NA	chrOU015504.1	-	7185289	7187912	7185289	7185849	7187452	7187912
1120	"LOC114882263"	NA	chrOU015504.1	-	7185289	7187912	7185289	7186071	7187452	7187912
1121	"LOC114882263"	NA	chrOU015504.1	-	7185289	7187912	7185289	7186158	7187452	7187912
1122	"LOC114877564"	NA	chrOU015506.1	-	2495181	2495466	2495181	2495204	2495293	2495466
1123	"LOC114879359"	NA	chrOU015512.1	+	6248691	6249276	6248691	6248869	6249071	6249276
1124	"LOC114879359"	NA	chrOU015512.1	+	6248691	6249276	6248691	6248885	6249071	6249276
1125	"LOC114873159"	NA	chrOU015512.1	+	730984	731615	730984	731182	731272	731615
1126	"LOC114871197"	NA	chrOU015514.1	-	9652767	9653436	9652767	9653026	9653087	9653436
1127	"LOC114871197"	NA	chrOU015514.1	-	9652767	9653436	9652767	9653043	9653087	9653436
1128	"LOC114874421"	NA	chrOU015512.1	-	6967638	6968432	6967638	6967814	6967901	6968432
1129	"LOC114874590"	NA	chrOU015509.1	+	3208488	3209080	3208488	3208603	3208684	3209080
1130	"LOC114874403"	NA	chrOU015512.1	-	7177242	7180507	7177242	7178874	7178950	7180507
1131	"LOC114874443"	NA	chrOU015512.1	+	7224693	7225318	7224693	7224818	7225028	7225318
1132	"LOC114871106"	NA	chrOU015508.1	-	1942025	1942321	1942025	1942135	1942216	1942321
1133	"LOC114872273"	NA	chrOU015506.1	-	5157010	5158965	5157010	5157498	5157837	5158965
1134	"LOC114876239"	NA	chrOU015513.1	+	8767654	8767905	8767654	8767777	8767851	8767905
1135	"LOC114878170"	NA	chrOU015511.1	-	4550096	4551423	4550096	4550570	4550661	4551423
1136	"LOC114878170"	NA	chrOU015511.1	-	4550096	4551423	4550096	4550570	4550887	4551423
1137	"LOC114878170"	NA	chrOU015511.1	-	4550096	4551423	4550096	4550796	4550887	4551423
1138	"LOC114875132"	NA	chrOU015512.1	+	7633882	7635443	7633882	7634908	7634974	7635443
1139	"LOC114875134"	NA	chrOU015512.1	+	7641533	7642124	7641533	7641663	7641738	7642124
1140	"LOC114878020"	NA	chrOU015515.1	-	7677793	7680088	7677793	7679100	7679821	7680088
1141	"LOC114880847"	NA	chrOU015512.1	-	8296190	8296466	8296190	8296366	8296456	8296466
1142	"LOC114872513"	NA	chrOU015506.1	+	9427369	9428002	9427369	9427595	9427747	9428002
1143	"LOC114872513"	NA	chrOU015506.1	+	9427369	9428002	9427369	9427606	9427747	9428002
1144	"LOC114872513"	NA	chrOU015506.1	+	9427369	9428002	9427369	9427656	9427747	9428002
1145	"LOC114870904"	NA	chrOU015504.1	+	13985968	13986879	13985968	13986293	13986371	13986879
1146	"LOC114877147"	NA	chrOU015505.1	+	13282334	13284791	13282334	13284340	13284401	13284791
1147	"LOC114878244"	NA	chrOU015512.1	-	8627108	8628008	8627108	8627487	8627577	8628008
