Orthogroup	Dufourea_novaeangliae	Aedes_aegypti
OG0006460	XP_015434842.1	XP_001661961.1
OG0006463	XP_015434279.1	XP_001664316.1
OG0006464	XP_015439800.1	XP_021707837.1
OG0006465	XP_015432164.1	XP_021709281.1
OG0006466	XP_015437551.1	XP_021704187.1
OG0006467	XP_015438479.1	XP_001654812.1
OG0006468	XP_015430688.1	XP_021694829.1
OG0006469	XP_015436246.1	XP_021698220.1
OG0006470	XP_015434827.1	XP_021704077.1
OG0006471	XP_015433676.1	XP_021703560.1
OG0006472	XP_015428731.1	XP_001652850.2
OG0006473	XP_015437120.1	XP_021709807.1
OG0006474	XP_015433258.1	XP_001652417.2
OG0006475	XP_015435394.1	XP_021701211.1
OG0006476	XP_015434843.1	XP_021697068.1
OG0006477	XP_015435535.1	XP_021700677.1
OG0006478	XP_015437483.1	XP_001656937.1
OG0006480	XP_015439953.1	XP_001650487.2
OG0006481	XP_015439768.1	XP_021699696.1, XP_001662108.1
OG0006482	XP_015429647.1	XP_001648880.2
OG0006483	XP_015429843.1	XP_021697737.1
OG0006484	XP_015433959.1	XP_021713424.1
OG0006485	XP_015435338.1	XP_021709595.1, XP_021709594.1
OG0006486	XP_015429784.1	XP_021709153.1
OG0006487	XP_015438318.1	XP_001659448.2
OG0006488	XP_015433016.1	XP_001657902.2
OG0006489	XP_015432697.1	XP_021694898.1
OG0006490	XP_015435363.1	XP_001660418.2
OG0006491	XP_015429774.1	XP_001660916.2
OG0006492	XP_015429326.1	XP_021712273.1, XP_021694720.1
OG0006493	XP_015435738.1	XP_011493096.1
OG0006494	XP_015429026.1	XP_021708500.1
OG0006495	XP_015433648.1	XP_001649467.1
OG0006496	XP_015430968.1	XP_021706328.1
OG0006497	XP_015434600.1	XP_021700020.1
OG0006498	XP_015430343.1	XP_001650131.1
OG0006499	XP_015429707.1	XP_021707065.1
OG0006500	XP_015429341.1	XP_001656926.2
OG0006501	XP_015436843.1	XP_001650005.1
OG0006502	XP_015434593.1	XP_001648450.1
OG0006503	XP_015432337.1	XP_001662670.1
OG0006505	XP_015432782.1	XP_021702162.1
OG0006506	XP_015434523.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_015433042.1	XP_021709249.1
OG0006508	XP_015437650.1	XP_021699337.1
OG0006509	XP_015430184.1	XP_021711973.1, XP_021693609.1
OG0006510	XP_015438271.1	XP_001650335.1
OG0006511	XP_015436785.1	XP_021701335.1
OG0006512	XP_015432669.1	XP_021713034.1, XP_021712351.1
OG0006513	XP_015432715.1	XP_001654102.2
OG0006514	XP_015438785.1	XP_001659016.2
OG0006515	XP_015439334.1	XP_021694817.1
OG0006516	XP_015430839.1	XP_001653438.1
OG0006517	XP_015432750.1	XP_021694575.1
OG0006518	XP_015433640.1	XP_021698137.1
OG0006519	XP_015435774.1	XP_021707312.1
OG0006520	XP_015437760.1	XP_001656464.2
OG0006521	XP_015429185.1	XP_001653443.2
OG0006522	XP_015434485.1	XP_001655315.1
OG0006523	XP_015436442.1	XP_021699726.1
OG0006524	XP_015430290.1	XP_021703268.1
OG0006525	XP_015435003.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_015435798.1	XP_021706331.1
OG0006527	XP_015431703.1	XP_021699671.1
OG0006528	XP_015431057.1	XP_021703214.1
OG0006529	XP_015429001.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_015434484.1	XP_021694164.1
OG0006532	XP_015428888.1	XP_001664109.2
OG0006533	XP_015437888.1	XP_001662904.1
OG0006534	XP_015435726.1	XP_001654737.1
OG0006535	XP_015439993.1	XP_001660944.1
OG0006536	XP_015433287.1	XP_021695744.1
OG0006537	XP_015433812.1	XP_021697183.1
OG0006538	XP_015431329.1	XP_021701619.1
OG0006539	XP_015435601.1	XP_021707172.1
OG0006540	XP_015429011.1	XP_001649665.2
OG0006541	XP_015432977.1	XP_001650870.1
OG0006542	XP_015429703.1	XP_021701853.1
OG0006543	XP_015433775.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_015440099.1	XP_021694656.1
OG0006545	XP_015433518.1	XP_021704327.1
OG0006546	XP_015431618.1	XP_001661121.1
OG0006547	XP_015436889.1	XP_001664204.1
OG0006548	XP_015436806.1	XP_001662694.2
OG0006549	XP_015440013.1	XP_001655852.1
OG0006551	XP_015437197.1	XP_001650886.2
OG0006552	XP_015439151.1	XP_001663333.1
OG0006553	XP_015435250.1	XP_021707819.1
OG0006554	XP_015428739.1	XP_001658388.1
OG0006555	XP_015434527.1	XP_011493288.2, XP_021693043.1
OG0006556	XP_015433401.1	XP_001654277.1
OG0006558	XP_015431573.1	XP_021697069.1
OG0006559	XP_015434226.1, XP_015434224.1	XP_021703739.1
OG0006560	XP_015431517.1	XP_021700104.1
OG0006561	XP_015430772.1	XP_001658164.1
OG0006562	XP_015436953.1	XP_021708171.1
OG0006563	XP_015438774.1	XP_021705845.1
OG0006565	XP_015440237.1	XP_021693766.1
OG0006566	XP_015429664.1	XP_021698895.1
OG0006568	XP_015431677.1	XP_001660405.1
OG0006570	XP_015439855.1	XP_021699637.1
OG0006571	XP_015433946.1	XP_021701970.1
OG0006573	XP_015438210.1	XP_001656668.1
OG0006574	XP_015438679.1	XP_021702968.1
OG0006575	XP_015434217.1	XP_021702168.1
OG0006576	XP_015438723.1	XP_021705145.1
OG0006577	XP_015435034.1	XP_021709301.1
OG0006579	XP_015436547.1	XP_001656789.2
OG0006580	XP_015431291.1	XP_021705060.1
OG0006581	XP_015437986.1	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_015429128.1	XP_001650857.1
OG0006583	XP_015435793.1	XP_021700455.1
OG0006584	XP_015434248.1	XP_001655336.2
OG0006585	XP_015440070.1	XP_001651220.2
OG0006586	XP_015437663.1	XP_001662311.1
OG0006587	XP_015440022.1	XP_001663056.2
OG0006588	XP_015434378.1	XP_001662977.2
OG0006590	XP_015430150.1	XP_021703546.1
OG0006591	XP_015429258.1	XP_001660548.1
OG0006592	XP_015430761.1	XP_001658166.2
OG0006593	XP_015437028.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_015440114.1	XP_021699913.1
OG0006595	XP_015429981.1	XP_021699828.1
OG0006596	XP_015429404.1	XP_021695771.1
OG0006597	XP_015439213.1	XP_021695160.1
OG0006598	XP_015431964.1	XP_021706205.1
OG0006599	XP_015439320.1	XP_021703880.1
OG0006600	XP_015438624.1	XP_001658690.2
OG0006601	XP_015438410.1	XP_021709738.1
OG0006602	XP_015432765.1	XP_001660447.1
OG0006603	XP_015436988.1	XP_021706843.1
OG0006604	XP_015434535.1	XP_021698653.1
OG0006605	XP_015430404.1	XP_001649766.2
OG0006606	XP_015440297.1	XP_021713002.1
OG0006607	XP_015429059.1	XP_021697634.1
OG0006608	XP_015435558.1	XP_021708619.1
OG0006609	XP_015439873.1	XP_021692953.1
OG0006610	XP_015434104.1	XP_021704132.1
OG0006611	XP_015439726.1	XP_021706441.1
OG0006612	XP_015437467.1	XP_001654859.1
OG0006614	XP_015430127.1	XP_021708235.1
OG0006615	XP_015437602.1	XP_021712414.1, XP_021701511.1
OG0006616	XP_015433602.1	XP_001655801.1
OG0006617	XP_015435892.1	XP_001656925.1
OG0006618	XP_015437193.1	XP_021710584.1
OG0006619	XP_015436078.1	XP_021709530.1, XP_021712417.1
OG0006620	XP_015438243.1	XP_021702057.1
OG0006621	XP_015430380.1	XP_021713359.1
OG0006623	XP_015436436.1	XP_001647648.2
OG0006625	XP_015428811.1	XP_021693017.1
OG0006626	XP_015435424.1	XP_021709882.1, XP_021709905.1
OG0006627	XP_015434879.1	XP_021704811.1
OG0006628	XP_015428761.1	XP_021712803.1
OG0006629	XP_015430640.1	XP_001650268.1
OG0006630	XP_015431632.1	XP_021702740.1
OG0006631	XP_015436962.1	XP_021703476.1
OG0006632	XP_015433310.1	XP_021703175.1
OG0006633	XP_015436345.1	XP_021706356.1
OG0006634	XP_015428431.1	XP_001654338.2
OG0006635	XP_015435883.1	XP_021703806.1
OG0006637	XP_015438772.1	XP_021699276.1, XP_021699277.1
OG0006638	XP_015438979.1	XP_001657730.2
OG0006639	XP_015436729.1	XP_021694514.1
OG0006640	XP_015436912.1	XP_021693918.1
OG0006641	XP_015433889.1	XP_001659192.2
OG0006642	XP_015430015.1	XP_021698330.1
OG0006643	XP_015439403.1	XP_001659742.2
OG0006644	XP_015431594.1	XP_021698027.1
OG0006645	XP_015431304.1	XP_021700538.1
OG0006646	XP_015430191.1	XP_001659809.1
OG0006647	XP_015433303.1	XP_021694152.1, XP_021694025.1
OG0006648	XP_015433619.1	XP_001655800.2
OG0006649	XP_015430305.1	XP_001660547.2
OG0006650	XP_015430177.1	XP_021694894.1
OG0006651	XP_015439260.1	XP_021707903.1
OG0006652	XP_015429752.1	XP_021695167.1
OG0006653	XP_015432805.1	XP_021705980.1
OG0006654	XP_015433018.1	XP_001657903.2
OG0006655	XP_015438079.1	XP_021693218.1
OG0006656	XP_015428961.1	XP_021696607.1, XP_021696608.1
OG0006657	XP_015433681.1	XP_001661237.1
OG0006658	XP_015437331.1	XP_001651882.1
OG0006659	XP_015431687.1	XP_001653516.2
OG0006660	XP_015435183.1	XP_021710900.1
OG0006661	XP_015438335.1	XP_001657977.2
OG0006662	XP_015431958.1	XP_021709178.1
OG0006663	XP_015434154.1	XP_001657582.2
OG0006664	XP_015435955.1	XP_021710662.1
OG0006665	XP_015439265.1	XP_001657248.1
OG0006666	XP_015436473.1	XP_021707292.1, XP_021712363.1
OG0006667	XP_015435218.1	XP_021702177.1
OG0006668	XP_015437200.1	XP_021693528.1
OG0006669	XP_015431887.1	XP_021711268.1, XP_021711263.1, XP_021711259.1
OG0006670	XP_015435434.1	XP_001651908.2
OG0006671	XP_015435444.1	XP_021694700.1
OG0006672	XP_015431035.1	XP_001648305.2
OG0006673	XP_015437309.1	XP_001649363.2
OG0006674	XP_015433109.1	XP_001649614.2
OG0006675	XP_015431802.1	XP_021697515.1, XP_001649753.1
OG0006676	XP_015435905.1	XP_001650486.2
OG0006677	XP_015431290.1	XP_001650535.2
OG0006678	XP_015436989.1	XP_001650658.1
OG0006679	XP_015434331.1	XP_001650939.1
OG0006680	XP_015433746.1	XP_021711357.1, XP_021711356.1, XP_001651111.1
OG0006681	XP_015428907.1	XP_001651467.2
OG0006682	XP_015436810.1	XP_001651485.1
OG0006683	XP_015429640.1	XP_001651641.2
OG0006684	XP_015437365.1	XP_021695984.1, XP_001652310.1
OG0006685	XP_015432490.1	XP_001652628.1
OG0006686	XP_015434885.1	XP_021707041.1, XP_021707039.1, XP_021707038.1, XP_001653140.2
OG0006687	XP_015428545.1	XP_001653797.2
OG0006688	XP_015430065.1	XP_021701821.1, XP_021701820.1, XP_001654402.2
OG0006689	XP_015436314.1	XP_001654433.1
OG0006690	XP_015431588.1	XP_021701275.1, XP_021701276.1, XP_021701274.1, XP_001654893.1
OG0006692	XP_015430870.1	XP_001655345.2
OG0006693	XP_015440475.1	XP_001655525.2
OG0006694	XP_015440432.1	XP_001655639.2
OG0006695	XP_015436301.1	XP_001655962.2
OG0006696	XP_015430354.1	XP_001656638.2
OG0006697	XP_015429818.1	XP_001657371.1
OG0006698	XP_015431169.1	XP_001657531.1
OG0006699	XP_015430251.1	XP_001657892.1
OG0006700	XP_015433086.1	XP_001659279.2, XP_021702719.1, XP_021702718.1
OG0006702	XP_015428449.1	XP_001659401.2
OG0006703	XP_015429857.1	XP_001659696.2
OG0006704	XP_015435367.1	XP_001659808.1
OG0006705	XP_015434001.1	XP_001660790.2
OG0006706	XP_015428601.1	XP_001661378.2
OG0006707	XP_015436291.1	XP_001661397.1
OG0006708	XP_015429235.1	XP_001662978.1
OG0006709	XP_015439210.1	XP_001662982.2
OG0006710	XP_015435900.1	XP_001663461.1
OG0006711	XP_015440048.1	XP_021693038.1
OG0006713	XP_015431686.1	XP_021693731.1
OG0006714	XP_015430187.1	XP_021693953.1
OG0006715	XP_015436173.1	XP_021695989.1
OG0006716	XP_015436880.1	XP_021696745.1
OG0006717	XP_015432606.1	XP_021696914.1
OG0006718	XP_015438707.1	XP_021697247.1
OG0006719	XP_015436172.1	XP_021697274.1
OG0006720	XP_015432925.1	XP_021697553.1
OG0006721	XP_015432249.1	XP_021697876.1, XP_021697877.1
OG0006722	XP_015434875.1	XP_021698307.1
OG0006723	XP_015432823.1	XP_021698606.1
OG0006724	XP_015430542.1	XP_021700236.1
OG0006725	XP_015433480.1	XP_021700773.1
OG0006726	XP_015428543.1	XP_021700931.1
OG0006727	XP_015437068.1	XP_021701153.1
OG0006728	XP_015429101.1	XP_021701229.1
OG0006729	XP_015434624.1	XP_021701639.1, XP_021701640.1
OG0006731	XP_015438847.1	XP_021701718.1
OG0006732	XP_015428582.1	XP_021702123.1
OG0006733	XP_015432998.1	XP_021702247.1
OG0006734	XP_015435514.1	XP_021702385.1, XP_021702373.1
OG0006735	XP_015435773.1	XP_021702801.1, XP_021702766.1
OG0006736	XP_015432969.1	XP_021703000.1
OG0006737	XP_015435592.1	XP_021703021.1, XP_021712146.1
OG0006738	XP_015431563.1	XP_021703763.1
OG0006739	XP_015431245.1	XP_021703878.1
OG0006740	XP_015433389.1	XP_021704283.1
OG0006741	XP_015433171.1	XP_021705141.1
OG0006742	XP_015440452.1	XP_021705342.1
OG0006743	XP_015434914.1	XP_021705453.1
OG0006744	XP_015435657.1	XP_021706745.1
OG0006745	XP_015433225.1	XP_021706761.1
OG0006746	XP_015435036.1	XP_021706769.1
OG0006747	XP_015434808.1	XP_021707018.1
OG0006748	XP_015439511.1	XP_021710739.1, XP_021707799.1
OG0006749	XP_015432854.1	XP_021708789.1
OG0006750	XP_015428436.1	XP_021708822.1
OG0006751	XP_015432340.1	XP_021709044.1
OG0006752	XP_015432095.1	XP_021709282.1
OG0006753	XP_015438748.1	XP_021709369.1
OG0006754	XP_015439319.1	XP_021712263.1, XP_021713262.1
OG0006755	XP_015431701.1	XP_021713296.1
OG0006798	XP_015432268.1	XP_001662431.1
OG0006799	XP_015438429.1	XP_001652015.1
OG0006800	XP_015434315.1	XP_001663436.1
OG0006801	XP_015436917.1	XP_001663403.2
OG0006802	XP_015432924.1	XP_001654090.1
OG0006803	XP_015434460.1	XP_001655519.1
OG0006804	XP_015429596.1	XP_001651784.1
OG0006805	XP_015432356.1	XP_001663981.1
OG0006806	XP_015436008.1	XP_001656429.1
OG0006807	XP_015438937.1	XP_001663765.1
OG0006808	XP_015437608.1	XP_021704085.1
OG0006809	XP_015435724.1	XP_001649130.1
OG0006810	XP_015435540.1	XP_001652245.1
OG0006811	XP_015428708.1	XP_001649336.1
OG0006812	XP_015437371.1	XP_001661903.1
OG0006813	XP_015436494.1	XP_001658970.1
OG0006814	XP_015431147.1	XP_001648627.1
OG0006815	XP_015428653.1	XP_001652716.2
OG0006816	XP_015436574.1	XP_001660799.1
OG0006817	XP_015433749.1	XP_001662426.2
OG0006818	XP_015438902.1	XP_001661672.2
OG0006819	XP_015434010.1	XP_001648902.1
OG0006820	XP_015430432.1	XP_001649871.1
OG0006821	XP_015431382.1	XP_001654333.2
OG0006822	XP_015433894.1	XP_021704837.1
OG0006823	XP_015438687.1	XP_001650494.1
OG0006824	XP_015439952.1	XP_001655825.1
OG0006825	XP_015439075.1	XP_021701660.1
OG0006826	XP_015430345.1	XP_001655586.1
OG0006827	XP_015437772.1	XP_001662633.1
OG0006828	XP_015433203.1	XP_001656225.2
OG0006829	XP_015430034.1	XP_001648569.1
OG0006830	XP_015430643.1	XP_021709625.1
OG0006831	XP_015436467.1	XP_001654332.2
OG0006832	XP_015429012.1	XP_001654398.2
OG0006833	XP_015439175.1	XP_001648564.1
OG0006834	XP_015431871.1	XP_001656511.2
OG0006835	XP_015430494.1	XP_001661657.1
OG0006836	XP_015437885.1	XP_021700389.1
OG0006838	XP_015434532.1	XP_021700506.1
OG0006839	XP_015436079.1	XP_001659264.1
OG0006840	XP_015433208.1	XP_001648765.1
OG0006841	XP_015437487.1	XP_001648001.1
OG0006842	XP_015437274.1	XP_001652937.1
OG0006843	XP_015430997.1	XP_001648944.1
OG0006844	XP_015428928.1	XP_001659470.1
OG0006845	XP_015433836.1	XP_001662295.2
OG0006846	XP_015428528.1	XP_001655352.1
OG0006847	XP_015438241.1	XP_001659482.1
OG0006848	XP_015434591.1	XP_021695001.1
OG0006849	XP_015432147.1	XP_021707215.1
OG0006850	XP_015430436.1	XP_001649116.1
OG0006851	XP_015432830.1	XP_001648667.1
OG0006852	XP_015439158.1	XP_001647892.2
OG0006853	XP_015439187.1	XP_021707412.1
OG0006854	XP_015430141.1	XP_001655578.1
OG0006855	XP_015431923.1	XP_021702225.1
OG0006856	XP_015430102.1	XP_001663785.1
OG0006857	XP_015430352.1	XP_021707300.1, XP_001651133.2
OG0006858	XP_015438349.1	XP_001664061.1
OG0006859	XP_015434136.1	XP_001654150.1
OG0006860	XP_015439248.1	XP_021704437.1, XP_021704438.1
OG0006861	XP_015439166.1	XP_001652621.1
OG0006862	XP_015429768.1	XP_001661241.1
OG0006863	XP_015432036.1	XP_001655624.2
OG0006864	XP_015438323.1	XP_001663442.1
OG0006865	XP_015440449.1	XP_001659377.1
OG0006866	XP_015439449.1	XP_021698769.1
OG0006867	XP_015437582.1	XP_001662974.1
OG0006868	XP_015432637.1	XP_001656501.2
OG0006869	XP_015438912.1	XP_001657653.1
OG0006870	XP_015433140.1	XP_001656652.2
OG0006871	XP_015433863.1	XP_001661113.1
OG0006872	XP_015430461.1	XP_001658760.1
OG0006874	XP_015437476.1	XP_021699546.1
OG0006875	XP_015437373.1	XP_001652035.1
OG0006876	XP_015435198.1	XP_001648589.2
OG0006878	XP_015437288.1	XP_001656467.1
OG0006879	XP_015432479.1	XP_001661804.1
OG0006880	XP_015435630.1	XP_021708366.1, XP_021708365.1, XP_021712780.1
OG0006881	XP_015436242.1, XP_015436240.1	XP_021693079.1
OG0006882	XP_015439907.1	XP_001659284.1
OG0006884	XP_015431418.1	XP_001658212.1
OG0006885	XP_015440434.1	XP_001661806.2
OG0006886	XP_015437516.1	XP_001659497.1
OG0006887	XP_015429062.1	XP_001663197.2
OG0006888	XP_015430234.1	XP_001663881.1
OG0006890	XP_015431302.1	XP_001664309.1
OG0006891	XP_015431704.1	XP_001652851.2
OG0006892	XP_015436098.1	XP_001659845.2
OG0006893	XP_015437339.1	XP_001661570.1
OG0006894	XP_015429126.1	XP_011493542.1, XP_001654507.1
OG0006895	XP_015430900.1	XP_001651096.1
OG0006896	XP_015433335.1	XP_001654929.2
OG0006897	XP_015437533.1	XP_001663931.1
OG0006898	XP_015434304.1	XP_001660269.1
OG0006899	XP_015435100.1	XP_001651670.2
OG0006900	XP_015438529.1	XP_001658248.1
OG0006901	XP_015439290.1	XP_001648358.1
OG0006902	XP_015440521.1	XP_001656686.2
OG0006903	XP_015434316.1	XP_001654738.1
OG0006904	XP_015436866.1	XP_001659542.1
OG0006905	XP_015435386.1	XP_001653951.1
OG0006906	XP_015440095.1	XP_001649896.2
OG0006907	XP_015429208.1	XP_001652952.2
OG0006908	XP_015439043.1	XP_021703551.1
OG0006909	XP_015439069.1	XP_001653974.1
OG0006910	XP_015431795.1	XP_021693726.1
OG0006911	XP_015436999.1	XP_001662018.2
OG0006912	XP_015436282.1	XP_021701816.1
OG0006913	XP_015436499.1	XP_021707577.1
OG0006914	XP_015429937.1	XP_001659386.1
OG0006915	XP_015433081.1	XP_021698994.1
OG0006916	XP_015436929.1	XP_021702895.1
OG0006917	XP_015435517.1	XP_001657887.1
OG0006918	XP_015440064.1	XP_021693821.1
OG0006919	XP_015430389.1	XP_021700266.1
OG0006920	XP_015429389.1	XP_001657573.2
OG0006921	XP_015429942.1	XP_001654806.1
OG0006922	XP_015439394.1	XP_001652869.2
OG0006923	XP_015428874.1	XP_001653060.2
OG0006924	XP_015430567.1	XP_001653726.2
OG0006925	XP_015431726.1	XP_001659922.2
OG0006927	XP_015437435.1	XP_021697592.1
OG0006928	XP_015436005.1	XP_021706425.1
OG0006929	XP_015433487.1	XP_001648761.2
OG0006930	XP_015439499.1	XP_001650620.1
OG0006931	XP_015440488.1	XP_001651840.1
OG0006932	XP_015432493.1	XP_021703913.1
OG0006933	XP_015428566.1	XP_001659319.2
OG0006934	XP_015432098.1	XP_021710698.1
OG0006935	XP_015429881.1	XP_001655906.1
OG0006937	XP_015432486.1	XP_001650856.2
OG0006938	XP_015430708.1	XP_001658686.2
OG0006940	XP_015436468.1	XP_001650711.1
OG0006941	XP_015430232.1	XP_001653714.2
OG0006942	XP_015438779.1	XP_021697121.1, XP_021695183.1
OG0006943	XP_015431250.1	XP_021703016.1
OG0006944	XP_015435938.1	XP_001656755.2
OG0006945	XP_015429875.1	XP_001655040.1
OG0006946	XP_015436295.1	XP_021704361.1
OG0006948	XP_015439011.1	XP_001651868.2
OG0006949	XP_015438826.1	XP_001648832.1
OG0006950	XP_015437969.1	XP_021713260.1
OG0006951	XP_015432240.1	XP_001649289.2
OG0006952	XP_015435986.1	XP_001658759.1
OG0006953	XP_015439316.1	XP_021693940.1
OG0006954	XP_015435360.1	XP_021698685.1
OG0006955	XP_015438505.1	XP_021693759.1
OG0006956	XP_015440419.1	XP_001649979.1
OG0006957	XP_015430671.1	XP_021697154.1
OG0006958	XP_015437771.1	XP_001655918.2
OG0006959	XP_015430001.1	XP_021697595.1
OG0006960	XP_015429913.1	XP_001653167.1
OG0006961	XP_015433163.1	XP_001651548.1
OG0006962	XP_015430721.1	XP_001655375.2
OG0006963	XP_015439658.1	XP_001656935.1, XP_021700525.1
OG0006964	XP_015437006.1	XP_021698920.1
OG0006965	XP_015437361.1	XP_021698157.1
OG0006966	XP_015433742.1	XP_021704121.1
OG0006967	XP_015430630.1	XP_001656650.2
OG0006968	XP_015439425.1	XP_001657496.1
OG0006969	XP_015428743.1	XP_001653055.1
OG0006970	XP_015428515.1	XP_021696539.1
OG0006971	XP_015433562.1	XP_021713353.1
OG0006972	XP_015429688.1	XP_001657794.2
OG0006973	XP_015429580.1	XP_001657325.2
OG0006974	XP_015436460.1	XP_001663383.1
OG0006975	XP_015436470.1	XP_021708629.1
OG0006976	XP_015438234.1	XP_021698676.1
OG0006979	XP_015437355.1	XP_021695269.1
OG0006980	XP_015432195.1	XP_021705880.1
OG0006981	XP_015440402.1	XP_021700823.1
OG0006982	XP_015438792.1	XP_021696526.1
OG0006983	XP_015434536.1	XP_021698649.1
OG0006984	XP_015436833.1	XP_021708933.1
OG0006985	XP_015436915.1	XP_021695908.1
OG0006986	XP_015429624.1	XP_021700394.1
OG0006987	XP_015430163.1	XP_021695967.1
OG0006988	XP_015440168.1	XP_001650246.1
OG0006989	XP_015434332.1	XP_001657402.1
OG0006990	XP_015431633.1	XP_021703948.1
OG0006991	XP_015435869.1	XP_001656318.2
OG0006992	XP_015435291.1	XP_021697405.1
OG0006993	XP_015437080.1	XP_021701809.1
OG0006994	XP_015433306.1	XP_021696955.1
OG0006995	XP_015434588.1	XP_021707679.1
OG0006996	XP_015434152.1	XP_001648997.1
OG0006998	XP_015437206.1	XP_001655209.2
OG0006999	XP_015437556.1	XP_001648288.1
OG0007001	XP_015437947.1	XP_001659260.2
OG0007002	XP_015437113.1	XP_021696070.1
OG0007003	XP_015439916.1	XP_021710880.1
OG0007004	XP_015437596.1	XP_001659514.1
OG0007005	XP_015435785.1	XP_021694229.1
OG0007006	XP_015439865.1	XP_001653135.2
OG0007007	XP_015438927.1	XP_001662973.2
OG0007008	XP_015432311.1	XP_001649385.2
OG0007009	XP_015430749.1	XP_001650271.2
OG0007010	XP_015436768.1	XP_001661571.1
OG0007012	XP_015433564.1	XP_001653953.1
OG0007013	XP_015431629.1	XP_001653417.2
OG0007014	XP_015434250.1	XP_001657046.1
OG0007015	XP_015435080.1	XP_021710788.1
OG0007016	XP_015439440.1	XP_001661901.2
OG0007017	XP_015434481.1	XP_021702308.1
OG0007018	XP_015429727.1	XP_001655444.2
OG0007020	XP_015434805.1	XP_001655003.1
OG0007021	XP_015435907.1	XP_021705246.1
OG0007022	XP_015432887.1	XP_001654913.2
OG0007023	XP_015440023.1	XP_021693712.1
OG0007024	XP_015435153.1	XP_021708220.1
OG0007025	XP_015428760.1	XP_001652146.1
OG0007026	XP_015428864.1	XP_011493168.2
OG0007027	XP_015437493.1	XP_001654470.1
OG0007028	XP_015433012.1	XP_021699353.1
OG0007029	XP_015437395.1	XP_021707715.1
OG0007030	XP_015430242.1	XP_001664206.2
OG0007031	XP_015433737.1	XP_021702882.1
OG0007032	XP_015437179.1	XP_001659378.1
OG0007033	XP_015429636.1	XP_021702525.1
OG0007034	XP_015433205.1	XP_001657512.3
OG0007035	XP_015437490.1	XP_001656938.1
OG0007036	XP_015438219.1	XP_021695868.1
OG0007038	XP_015430189.1	XP_001663147.2
OG0007039	XP_015438915.1	XP_021699395.1
OG0007040	XP_015428938.1	XP_021702282.1
OG0007041	XP_015429887.1	XP_001661932.1
OG0007043	XP_015438504.1	XP_021698239.1
OG0007044	XP_015440497.1	XP_001661096.2
OG0007045	XP_015432746.1	XP_021697072.1
OG0007046	XP_015430793.1	XP_021710389.1
OG0007047	XP_015438984.1	XP_021702026.1
OG0007049	XP_015432784.1	XP_021699297.1
OG0007050	XP_015432826.1	XP_021697938.1
OG0007051	XP_015430335.1	XP_001660147.3
OG0007052	XP_015431521.1	XP_001650205.1
OG0007053	XP_015439852.1	XP_021713143.1
OG0007054	XP_015433917.1	XP_001651607.1
OG0007055	XP_015429260.1	XP_021699715.1
OG0007056	XP_015434464.1	XP_001655773.1
OG0007057	XP_015434919.1	XP_001656301.2
OG0007058	XP_015433963.1	XP_021709471.1
OG0007059	XP_015432339.1	XP_001649970.1
OG0007060	XP_015428759.1	XP_021706192.1
OG0007061	XP_015434249.1	XP_021710016.1, XP_021710015.1
OG0007063	XP_015433601.1	XP_021707982.1, XP_001662684.2
OG0007064	XP_015436840.1	XP_021710033.1
OG0007065	XP_015432435.1	XP_001658614.1
OG0007066	XP_015434204.1	XP_021703944.1
OG0007067	XP_015430283.1	XP_001652343.2
OG0007068	XP_015433571.1	XP_021702550.1
OG0007070	XP_015436135.1	XP_021696489.1
OG0007071	XP_015431461.1	XP_001652160.1
OG0007072	XP_015438069.1	XP_001661842.1
OG0007074	XP_015434211.1	XP_001660397.2
OG0007075	XP_015435071.1	XP_021699158.1
OG0007076	XP_015431297.1	XP_001649813.1
OG0007077	XP_015432420.1	XP_001656403.1
OG0007078	XP_015433491.1	XP_001655808.1
OG0007079	XP_015431496.1	XP_001648030.2
OG0007080	XP_015434189.1	XP_001653922.2
OG0007081	XP_015436554.1	XP_021700181.1
OG0007082	XP_015431344.1	XP_001653153.1
OG0007083	XP_015432503.1	XP_011493248.1
OG0007084	XP_015430069.1	XP_021707871.1
OG0007086	XP_015430897.1	XP_021697878.1
OG0007087	XP_015436234.1	XP_021708361.1
OG0007088	XP_015437523.1	XP_001662951.1
OG0007089	XP_015430942.1	XP_021707395.1
OG0007090	XP_015431713.1	XP_021700012.1
OG0007091	XP_015434253.1	XP_001657782.1
OG0007092	XP_015432177.1	XP_021705407.1
OG0007093	XP_015439990.1	XP_001662138.2
OG0007094	XP_015439530.1	XP_001658036.2
OG0007095	XP_015438090.1	XP_021702532.1
OG0007096	XP_015429779.1	XP_001652655.2
OG0007097	XP_015433226.1	XP_021712857.1
OG0007098	XP_015433070.1	XP_001659672.1
OG0007099	XP_015433655.1	XP_001658172.2
OG0007100	XP_015429574.1	XP_021700031.1
OG0007101	XP_015439966.1	XP_001655691.1, XP_021708110.1
OG0007102	XP_015431894.1	XP_001654005.2
OG0007103	XP_015433670.1	XP_001661342.2
OG0007104	XP_015428732.1	XP_001654680.1
OG0007105	XP_015439689.1	XP_021706625.1
