Orthogroup	Dufourea_novaeangliae	Solenopsis_invicta
OG0007757	XP_015430279.1	XP_025991574.1
OG0007758	XP_015428497.1	XP_011156565.1
OG0007759	XP_015438734.1	XP_025986014.1
OG0007761	XP_015428991.1	XP_011162511.1, XP_039310593.1
OG0007762	XP_015432897.1	XP_025989376.2
OG0007763	XP_015429202.1	XP_025990729.1
OG0007764	XP_015433411.1	XP_011165126.1
OG0007768	XP_015439216.1	XP_011176204.1
OG0007769	XP_015434143.1	XP_011161249.1
OG0007771	XP_015428981.1	XP_011172150.1
OG0007772	XP_015436253.1	XP_039314354.1
OG0007773	XP_015432418.1	XP_039305054.1
OG0007774	XP_015431666.1	XP_011173420.1
OG0007775	XP_015440018.1	XP_039314774.1
OG0007776	XP_015437920.1	XP_011158053.1
OG0007778	XP_015429775.1	XP_039310531.1
OG0007779	XP_015435063.1	XP_039303156.1
OG0007780	XP_015433624.1	XP_025986668.2
OG0007783	XP_015438978.1	XP_039306169.1, XP_039306168.1
OG0007784	XP_015431974.1	XP_011157713.1
OG0007785	XP_015431933.1	XP_011173318.1
OG0007786	XP_015429521.1	XP_039313656.1
OG0007787	XP_015437576.1	XP_025997320.1
OG0007788	XP_015430605.1	XP_011160683.1
OG0007789	XP_015430856.1	XP_011173409.2
OG0007791	XP_015434935.1	XP_011156897.1
OG0007792	XP_015434307.1	XP_011175431.1
OG0007793	XP_015430876.1	XP_011164140.2
OG0007794	XP_015431176.1	XP_011161921.2
OG0007795	XP_015430082.1	XP_025993447.2
OG0007796	XP_015434587.1	XP_011173638.1
OG0007798	XP_015433221.1	NP_001291533.1
OG0007799	XP_015439174.1	XP_011175177.1
OG0007800	XP_015436331.1	XP_011163902.1
OG0007801	XP_015437096.1	XP_011158247.1
OG0007802	XP_015429315.1	XP_011159360.2
OG0007803	XP_015432499.1	XP_011167870.1
OG0007804	XP_015431311.1	XP_025986811.1
OG0007805	XP_015440283.1, XP_015440278.1	XP_011162447.2
OG0007806	XP_015435949.1	XP_011162439.2
OG0007808	XP_015429584.1	XP_025995118.1
OG0007809	XP_015428688.1	XP_011157071.2
OG0007810	XP_015437536.1	XP_011172315.2
OG0007811	XP_015438046.1	XP_011160111.2
OG0007812	XP_015430012.1	XP_011163577.1
OG0007813	XP_015430223.1	XP_011157330.2
OG0007814	XP_015434051.1	XP_039313288.1
OG0007815	XP_015428902.1	XP_039306774.1
OG0007816	XP_015432993.1	XP_011165736.1
OG0007817	XP_015433848.1	XP_011171995.1
OG0007818	XP_015438764.1	XP_011164211.2
OG0007819	XP_015437840.1	XP_011162449.1
OG0007820	XP_015428453.1	XP_011159540.1
OG0007821	XP_015439984.1	XP_011170858.2
OG0007822	XP_015429528.1	XP_011162675.1
OG0007823	XP_015437908.1	XP_025987192.1
OG0007824	XP_015437038.1	XP_039314371.1
OG0007826	XP_015436277.1	XP_039308273.1
OG0007827	XP_015433454.1	XP_025987241.2, XP_039302145.1
OG0007828	XP_015439992.1	XP_039302417.1
OG0007829	XP_015432660.1	XP_039304091.1
OG0007830	XP_015429729.1	XP_011158792.1
OG0007831	XP_015437095.1	XP_011162941.1
OG0007832	XP_015429269.1	XP_011156758.1
OG0007833	XP_015430533.1	XP_011171947.2
OG0007834	XP_015438010.1	XP_011167727.2
OG0007835	XP_015430318.1	XP_011155736.1
OG0007836	XP_015436668.1	XP_011158122.1
OG0007837	XP_015432123.1	XP_011167088.1
OG0007838	XP_015437286.1	XP_039308639.1
OG0007839	XP_015437209.1	NP_001291527.1
OG0007840	XP_015439707.1	XP_011172381.2
OG0007841	XP_015432530.1	XP_011168768.1
OG0007843	XP_015432827.1	XP_011168594.1
OG0007844	XP_015433633.1	XP_011159903.2
OG0007845	XP_015436945.1	XP_011165608.1
OG0007846	XP_015432198.1	XP_039314580.1, XP_025987010.1, XP_039314582.1
OG0007847	XP_015438818.1	XP_025986220.2
OG0007848	XP_015436012.1	XP_011169751.2
OG0007849	XP_015433407.1	XP_011164264.2
OG0007850	XP_015431203.1	XP_011170770.1
OG0007851	XP_015439053.1	XP_011160803.1
OG0007852	XP_015435983.1	XP_011162576.2
OG0007853	XP_015434620.1	XP_011164879.1
OG0007855	XP_015435846.1	XP_011155438.1
OG0007856	XP_015432086.1	XP_039303615.1
OG0007857	XP_015431209.1	XP_011156447.1
OG0007858	XP_015435634.1	XP_025995002.2
OG0007859	XP_015434415.1	XP_025995793.1
OG0007860	XP_015438953.1	XP_011156521.3
OG0007861	XP_015429099.1	XP_011158725.2
OG0007862	XP_015434145.1	XP_011166983.1
OG0007863	XP_015437462.1	XP_011173846.2
OG0007864	XP_015436435.1	XP_011156608.1
OG0007865	XP_015430922.1	XP_025991490.2
OG0007866	XP_015428611.1	XP_025986665.1
OG0007867	XP_015436579.1	XP_011161280.1
OG0007868	XP_015437765.1	XP_025996812.1
OG0007869	XP_015429841.1	XP_039309541.1
OG0007870	XP_015438370.1	XP_039311585.1
OG0007871	XP_015430422.1	XP_011172409.1
OG0007872	XP_015435025.1, XP_015435026.1	XP_011172973.1
OG0007874	XP_015440477.1	XP_011167672.1
OG0007875	XP_015440540.1	XP_025992799.1
OG0007876	XP_015430863.1	XP_039305532.1
OG0007877	XP_015429523.1	XP_011159074.1
OG0007878	XP_015429468.1	XP_011162754.2
OG0007879	XP_015428690.1	XP_011176139.2
OG0007880	XP_015440430.1	XP_011175344.1
OG0007882	XP_015435959.1	XP_011162597.1
OG0007883	XP_015433731.1	XP_025995945.2
OG0007884	XP_015434423.1	XP_011161099.1
OG0007885	XP_015438708.1	XP_011161806.1
OG0007886	XP_015436056.1	XP_039308742.1
OG0007887	XP_015433102.1	XP_011163354.1
OG0007889	XP_015432600.1	XP_011164242.1
OG0007892	XP_015439822.1	XP_011160146.1
OG0007893	XP_015428700.1	XP_039307095.1
OG0007894	XP_015437835.1	XP_039314231.1
OG0007895	XP_015436954.1	XP_011173559.1
OG0007896	XP_015439513.1	XP_011166497.1
OG0007897	XP_015435646.1, XP_015435641.1	XP_025994062.1
OG0007899	XP_015431898.1	XP_011175165.1
OG0007900	XP_015435550.1	XP_039305496.1
OG0007901	XP_015438897.1	XP_039313386.1
OG0007902	XP_015433339.1	XP_025995181.1
OG0007903	XP_015440245.1	XP_025995339.1
OG0007904	XP_015439139.1	XP_011160820.1
OG0007905	XP_015430355.1	XP_025993882.1
OG0007906	XP_015435502.1	XP_025992386.1
OG0007907	XP_015433755.1	XP_011159496.1, XP_011159497.1
OG0007908	XP_015437182.1	XP_011164248.2
OG0007909	XP_015428504.1	XP_011160660.1, XP_011161534.1, XP_011161535.1
OG0007910	XP_015429032.1	XP_011156249.2
OG0007911	XP_015428922.1	XP_025990560.1, NP_001291515.1
OG0007912	XP_015433015.1	XP_011161554.1
OG0007913	XP_015433478.1, XP_015433471.1, XP_015433464.1	XP_011159016.1
OG0007914	XP_015435024.1	XP_011170353.1
OG0007915	XP_015433600.1	XP_011158072.2
OG0007916	XP_015435524.1	XP_011168157.1, XP_011168155.1, XP_039313631.1
OG0007917	XP_015439515.1	XP_011166494.1
OG0007918	XP_015438356.1	XP_011171277.2
OG0007919	XP_015433355.1	XP_011169713.1
OG0007920	XP_015438206.1	XP_025991705.2
OG0007921	XP_015429679.1	XP_039308407.1
OG0007922	XP_015429694.1	XP_025986736.1, XP_011158793.1, XP_039305587.1, XP_011158794.1
OG0007923	XP_015429446.1	XP_025987414.1, XP_011162630.1, XP_025987415.1
OG0007926	XP_015436970.1	XP_011162981.1
OG0007927	XP_015434411.1	XP_011171195.1
OG0007928	XP_015440424.1	XP_039312234.1, XP_039312226.1
OG0007930	XP_015433265.1	XP_011162351.1
OG0007931	XP_015428958.1	XP_011157230.3
OG0007933	XP_015428993.1	XP_039310607.1, XP_011162527.2
OG0007934	XP_015434400.1	XP_039310161.1
OG0007936	XP_015436006.1	XP_025986255.1
OG0007938	XP_015437615.1	XP_011168656.1
OG0007939	XP_015433019.1	XP_039307672.1
OG0007941	XP_015435523.1	XP_011156693.1
OG0007942	XP_015435033.1	XP_039302636.1, XP_039302635.1
OG0007952	XP_015436570.1	XP_025997276.1, XP_039315723.1, XP_039315724.1, XP_039315722.1, XP_039308171.1, XP_039308169.1, XP_039308170.1, XP_039310864.1, XP_039312008.1
OG0007958	XP_015432081.1	XP_025987939.1
OG0007959	XP_015433659.1	XP_011161930.1
OG0007960	XP_015429345.1	XP_011159361.2
OG0007961	XP_015430523.1	XP_011163777.2
OG0007962	XP_015429079.1	XP_011161594.1
OG0007963	XP_015430883.1	XP_039312935.1
OG0007964	XP_015438193.1, XP_015430108.1, XP_015436946.1	XP_011173367.1
OG0007965	XP_015428455.1	XP_025990816.2
OG0007966	XP_015438552.1	XP_011167576.1
OG0007967	XP_015438623.1	XP_011161837.1
OG0007968	XP_015430356.1	XP_011164095.1
OG0007971	XP_015436478.1	XP_011167266.1
OG0007972	XP_015434056.1	XP_011167192.1
OG0007973	XP_015438359.1	XP_011170492.1
OG0007974	XP_015438114.1	XP_011155324.1
OG0007975	XP_015438922.1	XP_025986447.1
OG0007976	XP_015428506.1	XP_039309255.1
OG0007978	XP_015430525.1	XP_011159408.2
OG0007981	XP_015428830.1	XP_011164268.2
OG0007982	XP_015438544.1	XP_011166627.1
OG0007983	XP_015434804.1	XP_011170059.1
OG0007984	XP_015438535.1	XP_025986976.2
OG0007985	XP_015440049.1	XP_011172235.3
OG0007986	XP_015432067.1	XP_011167173.3
OG0007987	XP_015437827.1	XP_011167353.2
OG0007988	XP_015438165.1	XP_025987609.1
OG0007989	XP_015432375.1	XP_025986580.1, XP_025986582.1
OG0007990	XP_015434290.1	XP_011176311.1
OG0007991	XP_015430690.1	XP_011173625.1
OG0007993	XP_015433656.1, XP_015433654.1	XP_011159900.1
OG0007994	XP_015436137.1	XP_039308267.1
OG0007995	XP_015430760.1	XP_011159097.2
OG0007996	XP_015434611.1	XP_011156525.1
OG0007997	XP_015431842.1	XP_011170976.1
OG0007999	XP_015438216.1	XP_011165993.2
OG0008000	XP_015431058.1	XP_011166397.2
OG0008001	XP_015437386.1	XP_025997166.1, XP_011172259.1
OG0008002	XP_015437646.1	XP_011165941.1, XP_039312057.1, XP_039312058.1
OG0008003	XP_015438821.1	XP_011171238.1
OG0008004	XP_015431890.1	XP_011163829.2
OG0008005	XP_015430894.1	XP_011156310.2
OG0008006	XP_015428469.1	XP_011163673.1
OG0008008	XP_015438975.1	XP_011161162.2
OG0008009	XP_015440536.1	XP_039307897.1
OG0008011	XP_015433637.1	XP_011164452.1
OG0008012	XP_015434803.1	XP_025994117.2
OG0008013	XP_015430625.1	XP_011165571.1
OG0008014	XP_015437753.1, XP_015437754.1	XP_011168987.1
OG0008015	XP_015434020.1	XP_039305842.1
OG0008016	XP_015440398.1	XP_011175480.1
OG0008017	XP_015429223.1	XP_025989525.2
OG0008018	XP_015430537.1	XP_039302765.1
OG0008019	XP_015439903.1	XP_011167640.1
OG0008020	XP_015434054.1	XP_025994255.1
OG0008021	XP_015440082.1	XP_011170817.1
OG0008024	XP_015434819.1	XP_011167777.1
OG0008025	XP_015432423.1	XP_039310911.1, XP_039310910.1
OG0008026	XP_015440428.1	XP_011168961.1
OG0008028	XP_015435953.1	XP_025987391.1
OG0008030	XP_015434956.1	XP_025987895.2
OG0008031	XP_015430370.1	XP_025994337.1
OG0008035	XP_015434369.1	XP_011170978.2
OG0008036	XP_015435904.1	XP_011167718.1
OG0008038	XP_015434389.1	XP_039306300.1
OG0008039	XP_015429301.1	XP_011166160.1
OG0008040	XP_015432083.1	XP_039314462.1
OG0008041	XP_015431823.1	XP_039307999.1
OG0008042	XP_015435458.1	XP_039308174.1
OG0008043	XP_015430546.1	XP_025988930.2
OG0008044	XP_015430362.1	XP_025995419.1
OG0008047	XP_015435865.1	XP_011167360.2
OG0008049	XP_015434664.1	XP_011161842.1
OG0008051	XP_015429855.1, XP_015429853.1	XP_011173492.1, XP_011173489.1
OG0008055	XP_015440342.1	XP_039311286.1
OG0008056	XP_015429999.1	XP_025994998.1
OG0008057	XP_015433107.1	XP_011170134.2
OG0008058	XP_015432831.1	XP_039309973.1
OG0008059	XP_015430116.1	XP_011173369.1
OG0008060	XP_015438146.1, XP_015429917.1	XP_011176103.1
OG0008061	XP_015439056.1	XP_011176224.1
OG0008062	XP_015432293.1	XP_011157962.1
OG0008064	XP_015439089.1	XP_011160806.2
OG0008067	XP_015438492.1	XP_011164715.1
OG0008069	XP_015435196.1	XP_011176275.1
OG0008070	XP_015432673.1	XP_011165094.1
OG0008071	XP_015440205.1	XP_011167639.1
OG0008072	XP_015432651.1	XP_011162089.2, XP_025986870.2
OG0008073	XP_015436256.1	XP_011168933.1, XP_039312844.1
OG0008074	XP_015439269.1	XP_025995679.1
OG0008076	XP_015433135.1	XP_025992076.1
OG0008077	XP_015435972.1	XP_011156737.1
OG0008078	XP_015431812.1	XP_039308007.1
OG0008079	XP_015432440.1	XP_039303176.1
OG0008080	XP_015434891.1	XP_025994205.1
OG0008081	XP_015438715.1	XP_011166593.1
OG0008084	XP_015432010.1	XP_011166812.2
OG0008085	XP_015435560.1	XP_011165973.1
OG0008086	XP_015433508.1	XP_011163503.1
OG0008087	XP_015438233.1	XP_011157863.1
OG0008088	XP_015432828.1	XP_011168595.3
OG0008089	XP_015428420.1	XP_025995680.1
OG0008090	XP_015433123.1	XP_011163926.1
OG0008091	XP_015439693.1	XP_039314472.1
OG0008092	XP_015430173.1	XP_011167886.3
OG0008093	XP_015428416.1	XP_039303898.1
OG0008094	XP_015433001.1	XP_011157498.1
OG0008095	XP_015428692.1	XP_011161942.1
OG0008096	XP_015432956.1	XP_011159187.1
OG0008097	XP_015433999.1	XP_011169741.2, XP_039303634.1, XP_011169740.2
OG0008099	XP_015432113.1	XP_025991064.1
OG0008101	XP_015430796.1	XP_011173421.1
OG0008102	XP_015428474.1	XP_011156563.1
OG0008103	XP_015434132.1	XP_011157031.1
OG0008104	XP_015438773.1	XP_039303548.1
OG0008105	XP_015438746.1	XP_011170379.1
OG0008106	XP_015430646.1	XP_025986863.1, XP_011162122.1
OG0008107	XP_015433525.1	XP_039312269.1
OG0008109	XP_015432416.1	XP_011156810.1
OG0008110	XP_015435566.1	XP_011156675.1
OG0008111	XP_015437392.1	XP_039305222.1
OG0008113	XP_015430695.1	XP_011162560.1
OG0008114	XP_015434153.1	XP_039301664.1
OG0008115	XP_015433722.1	XP_025994244.1
OG0008116	XP_015434606.1	XP_011171486.2
OG0008119	XP_015439378.1	XP_039312163.1
OG0008120	XP_015433936.1	XP_011172444.1
OG0008121	XP_015433300.1	XP_011158458.1
OG0008122	XP_015438343.1	XP_039308771.1
OG0008123	XP_015430667.1	XP_011163588.2
OG0008124	XP_015428494.1	XP_039310583.1
OG0008125	XP_015435108.1	XP_025989517.1
OG0008126	XP_015438802.1	XP_039308494.1
OG0008127	XP_015431924.1	XP_039304205.1
OG0008128	XP_015438539.1	XP_011160569.2
OG0008130	XP_015428549.1	XP_025989303.1
OG0008132	XP_015438155.1, XP_015436606.1	XP_011172869.2
OG0008133	XP_015430266.1	XP_011156602.1
OG0008134	XP_015430545.1	XP_039301786.1
OG0008135	XP_015431016.1	XP_011167038.1
OG0008136	XP_015434293.1	XP_011167264.2
OG0008137	XP_015434939.1	XP_011158959.1
OG0008138	XP_015440295.1	XP_011162194.2
OG0008140	XP_015437577.1	XP_011160890.2
OG0008142	XP_015434238.1	XP_011169013.1
OG0008143	XP_015437706.1	XP_011167632.1, XP_039307495.1
OG0008144	XP_015432241.1	XP_011155728.1
OG0008145	XP_015435845.1	XP_011168710.1
OG0008146	XP_015432634.1	XP_011164154.2
OG0008147	XP_015429553.1	XP_011162682.1
OG0008148	XP_015434679.1	XP_011158167.1
OG0008149	XP_015433717.1	XP_011169623.1
OG0008150	XP_015439184.1	XP_011167141.1
OG0008151	XP_015430160.1	XP_011162071.1
OG0008153	XP_015437202.1	XP_011160710.2
OG0008154	XP_015436264.1	XP_039307404.1, XP_039307401.1, XP_039307403.1
OG0008155	XP_015437205.1	XP_011164262.2
OG0008156	XP_015430148.1	XP_011162561.1
OG0008157	XP_015435908.1	XP_039311468.1
OG0008158	XP_015429276.1, XP_015429275.1	XP_011156801.1
OG0008159	XP_015437135.1	XP_039315103.1
OG0008160	XP_015436358.1	XP_039303737.1, XP_011160352.1
OG0008161	XP_015438583.1	XP_011166975.1
OG0008162	XP_015438365.1	XP_011159713.3
OG0008163	XP_015429388.1, XP_015429393.1	XP_011175642.1
OG0008164	XP_015437710.1	XP_039303226.1, XP_039303230.1, XP_039303216.1
OG0008165	XP_015429378.1	XP_039310478.1
OG0008167	XP_015435663.1, XP_015435662.1	XP_039306626.1, XP_039306553.1
OG0008169	XP_015438683.1	XP_011161855.1
OG0008170	XP_015431805.1	XP_011162466.1
OG0008172	XP_015439678.1	XP_025988703.1
OG0008173	XP_015430170.1	XP_011165570.2
OG0008174	XP_015438816.1	XP_039313026.1
OG0008175	XP_015434521.1	XP_011175702.1
OG0008176	XP_015437461.1	XP_039313905.1
OG0008177	XP_015437018.1	XP_011173332.1
OG0008178	XP_015434788.1	XP_039304401.1
OG0008182	XP_015434968.1	XP_039307147.1, XP_025991626.2
OG0008183	XP_015430792.1	XP_011156053.2
OG0008184	XP_015435221.1	XP_025986362.1
OG0008185	XP_015428701.1	XP_025995581.1
OG0008186	XP_015435229.1	XP_011161221.2
OG0008187	XP_015428933.1	XP_011171267.2
OG0008188	XP_015429660.1	XP_039304037.1
OG0008198	XP_015436039.1	XP_011171034.1
OG0008199	XP_015432980.1	XP_025994867.1
OG0008200	XP_015437023.1	XP_025993995.1
OG0008201	XP_015434876.1	XP_011164613.1
OG0008202	XP_015433190.1	XP_011174300.3
OG0008203	XP_015436842.1	XP_011173202.1
OG0008204	XP_015436307.1	XP_039308932.1
OG0008206	XP_015431307.1	XP_011167741.1
OG0008207	XP_015430660.1	XP_011165633.1
OG0008208	XP_015433184.1	XP_011166011.1
OG0008209	XP_015430866.1	XP_025987620.1
OG0008210	XP_015429085.1	XP_011162523.2
OG0008211	XP_015429504.1	XP_025992650.1
OG0008212	XP_015437640.1	XP_011163538.1
OG0008213	XP_015432097.1	XP_011158630.2
OG0008214	XP_015437196.1	XP_011164249.2
OG0008215	XP_015431554.1	XP_011155703.1
OG0008217	XP_015436223.1	XP_011166365.2
OG0008219	XP_015430192.1	XP_011165023.1
OG0008221	XP_015431732.1	XP_011163521.1
OG0008222	XP_015429141.1	XP_011161057.2
OG0008223	XP_015436820.1	XP_025993625.2
OG0008224	XP_015437183.1	XP_011164345.1
OG0008225	XP_015434138.1	XP_039306831.1
OG0008226	XP_015429418.1	XP_011156170.2
OG0008228	XP_015439490.1	XP_039304461.1
OG0008232	XP_015429080.1	XP_011161595.1
OG0008233	XP_015433632.1	XP_011159898.2
OG0008234	XP_015433011.1	XP_011165558.1
OG0008235	XP_015435038.1	XP_011172058.1
OG0008239	XP_015430106.1	XP_011158584.1
OG0008240	XP_015431476.1	XP_011162477.1
OG0008243	XP_015437278.1	XP_011167372.2
OG0008246	XP_015431622.1	XP_011162163.1
OG0008248	XP_015433896.1	XP_025995946.1
OG0008251	XP_015429697.1	XP_039303566.1
OG0008252	XP_015435895.1	XP_025993724.1
OG0008253	XP_015434822.1	XP_011167779.1
OG0008254	XP_015437538.1	XP_011156088.1
OG0008255	XP_015435258.1	XP_011165578.1
OG0008256	XP_015429041.1	XP_011161133.2
OG0008257	XP_015431463.1	XP_025990554.2
OG0008258	XP_015438981.1	XP_011175209.2
OG0008259	XP_015433108.1	XP_039314811.1
OG0008260	XP_015436961.1	XP_011169079.2
OG0008261	XP_015429838.1	XP_011162972.1
OG0008262	XP_015436800.1	XP_011171627.1
OG0008263	XP_015438351.1	XP_039306777.1
OG0008265	XP_015428855.1	XP_039308910.1, XP_011175938.1
OG0008266	XP_015436680.1	XP_011156218.1
OG0008267	XP_015439161.1	XP_011161147.1
OG0008268	XP_015437237.1	XP_039314373.1
OG0008269	XP_015428844.1	XP_025986972.2
OG0008270	XP_015438625.1	XP_011167732.2
OG0008271	XP_015440444.1	XP_011162399.1
OG0008274	XP_015433736.1	XP_039306988.1
OG0008276	XP_015430071.1	XP_011164171.1
OG0008277	XP_015434894.1	XP_011164632.1
OG0008279	XP_015433853.1	XP_011155349.1
OG0008281	XP_015435859.1	XP_011155439.1
OG0008283	XP_015435401.1	XP_025992894.1
OG0008285	XP_015438532.1	XP_011166672.3
OG0008286	XP_015432663.1	XP_011156566.1
OG0008287	XP_015438804.1	XP_039313600.1
OG0008289	XP_015434862.1	XP_011164635.1
OG0008290	XP_015433728.1	XP_011171555.1
OG0008292	XP_015428525.1	XP_011160236.1
OG0008293	XP_015429946.1	XP_011167307.1
OG0008294	XP_015435421.1	XP_011156940.1
OG0008297	XP_015434116.1	XP_011167598.2
OG0008298	XP_015434241.1	XP_011163857.1
OG0008300	XP_015428511.1	XP_011161539.2
OG0008301	XP_015428797.1	XP_011162249.1
OG0008303	XP_015431004.1	XP_011166794.1
OG0008304	XP_015436798.1	XP_039309485.1, XP_011163768.1
OG0008311	XP_015435964.1	XP_039314395.1, XP_039314396.1, XP_039314397.1
OG0008314	XP_015430730.1	XP_011172976.1
OG0008315	XP_015435017.1	XP_039303287.1, XP_011172161.1
OG0008316	XP_015429582.1	XP_011161424.1, XP_011161777.1
OG0008317	XP_015432464.1, XP_015432462.1	XP_039314347.1
OG0008318	XP_015432361.1	XP_039309623.1
OG0008319	XP_015435751.1	XP_011155436.1
OG0008321	XP_015439537.1	XP_011166268.1
OG0008322	XP_015434732.1	XP_011159545.2, XP_011159541.2
OG0008323	XP_015433505.1	XP_025994541.1
OG0008324	XP_015431163.1	XP_011157201.2
OG0008325	XP_015431769.1	XP_011155942.1
OG0008326	XP_015428946.1	XP_011168942.1
OG0008327	XP_015433273.1	XP_039304743.1
OG0008328	XP_015430233.1	XP_011157347.1
OG0008329	XP_015440268.1	XP_039304432.1, XP_025988593.1
OG0008330	XP_015429750.1	XP_011158212.1
OG0008331	XP_015435910.1	XP_011159980.1
OG0008332	XP_015432404.1	XP_025994405.1
OG0008335	XP_015428604.1	XP_025990185.2
OG0008336	XP_015428982.1	XP_025987541.1
OG0008338	XP_015430951.1	XP_011160384.1
OG0008339	XP_015430591.1	XP_025988561.2
OG0008340	XP_015430416.1	XP_039302339.1
OG0008341	XP_015436073.1	XP_011165843.1, XP_011165844.1
OG0008342	XP_015429015.1	XP_011171182.1
OG0008343	XP_015429020.1	XP_011158844.1
OG0008344	XP_015429018.1	XP_011159035.1
OG0008345	XP_015438470.1	XP_025988479.1
OG0008346	XP_015432689.1	XP_039314593.1
OG0008347	XP_015432429.1	XP_011158884.1
OG0008348	XP_015434982.1	XP_039305875.1
OG0008350	XP_015431642.1	XP_011163563.2
OG0008351	XP_015437144.1	XP_011166891.1, XP_025985950.1
OG0008352	XP_015434235.1	XP_011169668.1
OG0008354	XP_015435081.1	XP_011155783.1
OG0008355	XP_015430508.1	XP_011171963.2
OG0008356	XP_015436356.1	XP_039304527.1
OG0008357	XP_015431331.1, XP_015431332.1	XP_025987552.1
OG0008358	XP_015429996.1	XP_011169839.1
OG0008361	XP_015432707.1	XP_011157931.2
OG0008362	XP_015431446.1	XP_011176288.1
OG0008364	XP_015431682.1	XP_011176398.1
OG0008365	XP_015435470.1	XP_039307353.1
OG0008369	XP_015430086.1	XP_011167102.1
OG0008370	XP_015436788.1	XP_011164416.1
OG0008371	XP_015438403.1	XP_039311586.1
OG0008372	XP_015431286.1	XP_039309051.1
OG0008373	XP_015428858.1	XP_011156531.2
OG0008374	XP_015435471.1	XP_011165903.2
OG0008376	XP_015439397.1	XP_011165211.1
OG0008379	XP_015435347.1	XP_011170384.1, XP_011170452.1, XP_025986099.1
OG0008381	XP_015437046.1	XP_011157539.1
OG0008382	XP_015438968.1	XP_011161148.1
OG0008383	XP_015436433.1	XP_011161894.1
OG0008385	XP_015430527.1	XP_011171949.1
OG0008386	XP_015438353.1	XP_039311625.1
OG0008387	XP_015434892.1	XP_011156754.1
OG0008388	XP_015438446.1, XP_015438445.1	XP_011159285.1
OG0008389	XP_015429740.1	XP_011157407.1
OG0008390	XP_015431009.1	XP_011166809.1, XP_039301977.1
OG0008392	XP_015438603.1	XP_011166141.1
OG0008393	XP_015438686.1	XP_025986871.1, XP_039315448.1
OG0008405	XP_015433156.1	XP_011164466.1
OG0008407	XP_015431038.1	XP_039308424.1
OG0008408	XP_015428707.1	XP_011170299.1
OG0008409	XP_015435109.1, XP_015435110.1	XP_011176106.2
OG0008410	XP_015438931.1	XP_011157367.1
OG0008411	XP_015432106.1	XP_011156518.1
OG0008415	XP_015438659.1	XP_011161834.1, XP_039303218.1
OG0008417	XP_015439978.1	XP_011159394.1
OG0008419	XP_015428419.1	XP_039315189.1
OG0008422	XP_015437452.1	XP_011175142.1
OG0008424	XP_015433307.1	XP_025991946.1
OG0008427	XP_015439607.1	XP_039311896.1
OG0008429	XP_015435182.1	XP_011158233.1
OG0008431	XP_015439521.1	XP_011166371.1
OG0008433	XP_015432159.1	XP_011162256.1
OG0008434	XP_015429936.1	XP_039310974.1
OG0008439	XP_015430029.1	XP_011170436.1
OG0008440	XP_015437847.1	XP_011162457.1
OG0008441	XP_015434610.1	XP_039313184.1
OG0008442	XP_015428834.1	XP_039308059.1
OG0008444	XP_015439141.1	XP_011168035.1
OG0008445	XP_015432210.1	XP_011155743.1
OG0008446	XP_015437684.1	XP_011171904.1
OG0008449	XP_015428462.1	XP_011163672.1
OG0008451	XP_015438050.1	XP_011166198.1
OG0008452	XP_015434642.1	XP_039315707.1
OG0008453	XP_015429777.1	XP_011168781.1
OG0008454	XP_015437338.1	XP_011156423.2
OG0008457	XP_015439057.1	XP_011175178.2
OG0008460	XP_015433403.1	XP_011164551.2
OG0008461	XP_015435319.1	XP_011169049.2
OG0008463	XP_015435770.1	XP_011159263.1
OG0008464	XP_015434965.1	XP_011172937.1
OG0008466	XP_015432812.1	XP_025986154.2
OG0008472	XP_015435870.1	XP_011168794.1
OG0008473	XP_015436041.1	XP_011171033.1
OG0008474	XP_015431122.1	XP_011175722.1
OG0008475	XP_015432089.1	XP_025990065.2
OG0008476	XP_015431409.1	XP_025992025.1
OG0008477	XP_015435489.1	XP_039312608.1
OG0008479	XP_015432712.1	XP_011163815.1
OG0008483	XP_015431941.1	XP_011164333.1
OG0008485	XP_015432648.1	XP_011157504.2
OG0008486	XP_015430179.1	XP_011166001.2
OG0008490	XP_015434820.1	XP_039303647.1
OG0008493	XP_015429524.1	XP_011156782.1
OG0008494	XP_015429991.1	XP_011170437.1
OG0008496	XP_015433875.1	XP_039309972.1
OG0008497	XP_015434631.1	XP_039305926.1
OG0008500	XP_015434524.1	XP_011168336.1
OG0008501	XP_015437124.1	XP_011166936.2
OG0008502	XP_015435259.1	XP_011172227.1
OG0008503	XP_015440510.1	XP_011164827.1
OG0008504	XP_015437703.1	XP_011173518.1
OG0008505	XP_015434399.1	XP_011166322.2
OG0008506	XP_015429933.1	XP_011163424.1
OG0008507	XP_015436394.1	XP_011158605.1
OG0008508	XP_015437122.1	XP_011157068.1
OG0008509	XP_015432325.1	XP_011161435.2
OG0008510	XP_015439330.1	XP_011159169.1
OG0008511	XP_015431739.1	XP_011163518.1
OG0008512	XP_015439616.1	XP_039303326.1
OG0008513	XP_015437226.1	XP_011175509.1
OG0008515	XP_015429503.1	XP_011161778.1
OG0008516	XP_015439654.1	XP_011163167.1
OG0008517	XP_015437889.1	XP_011158138.1
OG0008518	XP_015432149.1	XP_011155726.1
OG0008519	XP_015430205.1	XP_025992113.1
OG0008521	XP_015429701.1	XP_025987062.1
OG0008522	XP_015435984.1	XP_011162438.1
OG0008523	XP_015428487.1	XP_011171979.1
