Orthogroup	Dufourea_novaeangliae	Anopheles_gambiae
OG0005708	XP_015436459.1	XP_313514.5
OG0005709	XP_015435089.1	XP_316918.4
OG0005710	XP_015437817.1	XP_552016.3
OG0005711	XP_015428465.1	XP_001688960.2
OG0005712	XP_015438994.1	XP_309158.3
OG0005713	XP_015437966.1	XP_321114.1
OG0005714	XP_015433986.1	XP_556147.3
OG0005715	XP_015431657.1	XP_317097.4
OG0005716	XP_015432419.1	XP_314524.4
OG0005717	XP_015430551.1	XP_001238304.2
OG0005718	XP_015429030.1	XP_321065.4
OG0005719	XP_015438220.1	XP_308260.5
OG0005720	XP_015432214.1	XP_318831.4
OG0005721	XP_015431879.1	XP_310424.4
OG0005722	XP_015432789.1	XP_315752.4
OG0005723	XP_015439226.1	XP_321696.3, XP_003435829.1, XP_003435830.1
OG0005724	XP_015436292.1	XP_318756.2
OG0005725	XP_015439191.1	XP_317853.3
OG0005727	XP_015429113.1	XP_320880.4
OG0005728	XP_015438644.1	XP_318418.4, XP_003436673.1
OG0005729	XP_015431972.1	XP_551819.3
OG0005730	XP_015438508.1	XP_024667081.1, XP_001230947.2, XP_313490.5
OG0005731	XP_015432509.1, XP_015438134.1	XP_553840.2
OG0005732	XP_015437941.1	XP_001689194.1
OG0005733	XP_015436270.1	XP_312442.5
OG0005734	XP_015430298.1	XP_321276.4
OG0005735	XP_015435106.1	XP_321395.5
OG0005736	XP_015431155.1	XP_319796.4
OG0005737	XP_015430953.1	XP_313715.5
OG0005738	XP_015430306.1	XP_001689106.1, XP_001689107.1, XP_318183.4
OG0005740	XP_015431742.1	XP_309976.4
OG0005741	XP_015429904.1	XP_319609.4
OG0005742	XP_015431319.1	XP_311901.5, XP_003436338.1
OG0005743	XP_015432066.1	XP_310575.5
OG0005744	XP_015431591.1	XP_317524.4
OG0005745	XP_015435010.1	XP_321169.5
OG0005746	XP_015440010.1	XP_319061.3
OG0005747	XP_015439944.1	XP_318517.3
OG0005748	XP_015433499.1	XP_313587.5
OG0005750	XP_015440177.1	XP_315361.4
OG0005751	XP_015432110.1	XP_310789.4
OG0005752	XP_015432909.1	XP_317139.4
OG0005753	XP_015438073.1	NP_008076.1
OG0005754	XP_015430453.1	XP_319651.2
OG0005755	XP_015438196.1	XP_316630.4
OG0005756	XP_015439516.1	XP_311917.5
OG0005757	XP_015429139.1	XP_310879.5
OG0005758	XP_015429299.1	XP_312753.5, XP_001237487.2, XP_001237486.1
OG0005759	XP_015432968.1	XP_318815.4
OG0005760	XP_015439902.1	XP_321744.5
OG0005762	XP_015433142.1	XP_310886.5
OG0005763	XP_015429900.1	XP_317018.3
OG0005764	XP_015436690.1	XP_317022.4
OG0005765	XP_015436380.1	XP_001230707.2
OG0005766	XP_015437356.1	XP_317508.3
OG0005767	XP_015434181.1	XP_320983.2
OG0005768	XP_015434995.1	XP_314002.4, XP_001688502.1
OG0005769	XP_015435584.1	XP_318716.4
OG0005770	XP_015437346.1	XP_317830.4
OG0005771	XP_015438200.1	XP_003436262.1, XP_312071.5
OG0005772	XP_015437042.1	XP_314015.4
OG0005773	XP_015438381.1	XP_001689281.1
OG0005774	XP_015435203.1, XP_015435202.1	XP_312202.4
OG0005775	XP_015428519.1	XP_001688998.1
OG0005776	XP_015429314.1	XP_319783.4
OG0005777	XP_015428682.1	XP_318979.4
OG0005778	XP_015439366.1	XP_313130.5
OG0005779	XP_015429809.1	XP_315118.4
OG0005780	XP_015434397.1	XP_318877.4
OG0005781	XP_015440493.1	XP_319176.2
OG0005782	XP_015435960.1	XP_003435815.1
OG0005784	XP_015436539.1	XP_320638.3
OG0005785	XP_015434036.1	XP_001688116.1
OG0005786	XP_015431422.1	XP_317425.4
OG0005787	XP_015436657.1	XP_314306.2, XP_001688556.1, XP_001688555.1
OG0005788	XP_015435508.1, XP_015435507.1	XP_319067.3
OG0005789	XP_015430928.1	XP_562507.4, XP_306966.4
OG0005790	XP_015433470.1	XP_001237372.3
OG0005791	XP_015431044.1	XP_001237369.2
OG0005792	XP_015439518.1	XP_310713.5
OG0005793	XP_015438540.1	XP_315811.2
OG0005794	XP_015432080.1	XP_564779.1
OG0005795	XP_015439613.1	XP_314049.4
OG0005796	XP_015432075.1	XP_001688935.1
OG0005798	XP_015438490.1	XP_312935.5
OG0005799	XP_015437056.1	XP_319126.4
OG0005800	XP_015436103.1	XP_319186.4
OG0005801	XP_015433513.1	XP_307303.4, XP_001230714.2
OG0005802	XP_015437982.1	XP_001689332.2
OG0005803	XP_015428941.1	XP_316925.4, XP_308029.3
OG0005804	XP_015436507.1	XP_311074.5
OG0005805	XP_015430465.1	XP_314791.4
OG0005806	XP_015433058.1	XP_317442.4
OG0005807	XP_015428470.1	XP_001688598.1, XP_314981.2
OG0005808	XP_015435897.1	XP_321034.5
OG0005809	XP_015438619.1	XP_320787.4
OG0005810	XP_015432829.1	XP_308002.5
OG0005811	XP_015438135.1, XP_015429682.1	XP_309768.4
OG0005813	XP_015440508.1	XP_317937.4
OG0005814	XP_015435028.1	XP_001238364.2
OG0005815	XP_015436548.1	XP_321156.5
OG0005816	XP_015437546.1	XP_321796.4
OG0005817	XP_015430310.1	XP_563834.4
OG0005818	XP_015433643.1	XP_315807.4
OG0005845	XP_015431362.1	XP_318648.4
OG0005846	XP_015436848.1	XP_309930.2
OG0005847	XP_015436465.1	XP_309516.3
OG0005848	XP_015432117.1	XP_313355.4
OG0005849	XP_015431995.1	XP_313357.3
OG0005850	XP_015431934.1	XP_552148.2
OG0005851	XP_015438456.1	XP_319222.2
OG0005852	XP_015438055.1	XP_321877.2
OG0005853	XP_015440502.1	XP_314292.2
OG0005854	XP_015438311.1	XP_310998.2
OG0005855	XP_015439066.1	XP_311570.4
OG0005856	XP_015431153.1	XP_312465.2
OG0005857	XP_015438655.1	XP_319401.2
OG0005858	XP_015432148.1	XP_320428.3
OG0005859	XP_015431499.1	XP_318743.3
OG0005860	XP_015430514.1	XP_309142.3
OG0005861	XP_015436186.1	XP_317010.3
OG0005863	XP_015433771.1	XP_308251.4
OG0005864	XP_015439417.1	XP_001687910.1
OG0005865	XP_015431355.1	XP_558608.3
OG0005866	XP_015428618.1	XP_317219.3
OG0005867	XP_015438060.1	XP_318656.4
OG0005868	XP_015437756.1	XP_319355.3
OG0005869	XP_015438498.1	XP_309616.5, XP_003436701.1
OG0005870	XP_015434005.1	XP_553409.3
OG0005871	XP_015433349.1	XP_315909.4
OG0005872	XP_015430728.1	XP_001230917.2
OG0005873	XP_015439389.1	XP_320327.2
OG0005875	XP_015432881.1	XP_001237521.2
OG0005876	XP_015430336.1	XP_320442.4, XP_320447.4
OG0005877	XP_015437367.1	XP_314349.4, XP_001688565.1
OG0005878	XP_015436261.1	XP_001238010.2
OG0005879	XP_015438841.1	XP_316875.5
OG0005880	XP_015432740.1, XP_015432739.1	XP_316219.4
OG0005881	XP_015430610.1	XP_320776.2
OG0005883	XP_015440123.1	XP_312545.3
OG0005884	XP_015435197.1	XP_320585.1
OG0005886	XP_015430504.1	XP_310246.2, XP_310245.5
OG0005887	XP_015431402.1	XP_003435741.1
OG0005888	XP_015429612.1	XP_313729.3
OG0005889	XP_015433458.1	XP_309349.3
OG0005890	XP_015431414.1	XP_316178.4
OG0005891	XP_015436498.1	XP_320488.3
OG0005892	XP_015430070.1	XP_309477.3
OG0005893	XP_015429259.1	XP_564611.3
OG0005894	XP_015436222.1	XP_308392.4
OG0005895	XP_015436671.1	XP_316970.3
OG0005896	XP_015428927.1	XP_320237.3
OG0005897	XP_015436204.1	XP_321087.2
OG0005898	XP_015428784.1	XP_312872.4
OG0005899	XP_015436239.1	XP_321925.2
OG0005900	XP_015429348.1	XP_308501.2
OG0005901	XP_015436312.1	XP_312196.1
OG0005902	XP_015434745.1	XP_316147.4
OG0005903	XP_015432976.1	XP_318387.2
OG0005904	XP_015429127.1	XP_313653.4
OG0005905	XP_015428936.1	XP_321335.3
OG0005906	XP_015431853.1	XP_319028.4
OG0005907	XP_015439142.1	XP_316392.3
OG0005908	XP_015436393.1	XP_317351.1
OG0005909	XP_015431080.1	XP_316000.1
OG0005910	XP_015435205.1	XP_318952.3
OG0005911	XP_015430438.1	XP_318301.4
OG0005912	XP_015431391.1	XP_315439.4
OG0005913	XP_015439462.1	XP_310416.7
OG0005914	XP_015428579.1	XP_311398.3
OG0005915	XP_015434407.1	XP_001689215.1
OG0005916	XP_015429743.1	XP_318683.2
OG0005917	XP_015435233.1	XP_318076.3
OG0005918	XP_015438531.1	XP_321189.4
OG0005919	XP_015430614.1	XP_316602.1
OG0005920	XP_015439874.1	XP_319141.3
OG0005921	XP_015433660.1	XP_320969.4
OG0005922	XP_015431182.1	XP_308676.4
OG0005924	XP_015432623.1	XP_315750.3
OG0005925	XP_015433194.1	XP_320424.4
OG0005926	XP_015430763.1	XP_318954.3
OG0005927	XP_015433191.1	XP_316402.2
OG0005928	XP_015430188.1	XP_309652.2
OG0005929	XP_015430565.1	XP_554509.2
OG0005930	XP_015429746.1	XP_555357.2
OG0005931	XP_015429657.1	XP_310578.5
OG0005932	XP_015435115.1	XP_306849.2, XP_318426.5
OG0005933	XP_015434706.1	XP_315192.4
OG0005934	XP_015430598.1	XP_314737.4
OG0005935	XP_015440305.1	XP_310818.3
OG0005936	XP_015437793.1	XP_316159.4
OG0005937	XP_015437133.1	XP_320871.3
OG0005939	XP_015432252.1	XP_309192.2
OG0005940	XP_015438162.1	XP_313374.4, XP_003436536.1
OG0005941	XP_015440074.1	XP_313276.4
OG0005942	XP_015433431.1	XP_003435965.1
OG0005944	XP_015433522.1	XP_308117.4
OG0005945	XP_015435888.1	XP_319985.2
OG0005946	XP_015430608.1	XP_320743.4
OG0005947	XP_015428843.1	XP_314532.3
OG0005948	XP_015433162.1	XP_311498.2
OG0005949	XP_015439839.1	XP_560261.3, XP_003437181.1
OG0005950	XP_015433758.1	XP_315327.3
OG0005951	XP_015431927.1	XP_001237910.2
OG0005952	XP_015430745.1	XP_316820.5
OG0005956	XP_015439076.1	XP_316555.4
OG0005957	XP_015434700.1	XP_316854.4
OG0005958	XP_015429118.1	XP_320211.4
OG0005959	XP_015436038.1	XP_321077.2
OG0005960	XP_015433856.1	XP_313381.4
OG0005961	XP_015434317.1	XP_316218.4
OG0005962	XP_015436035.1	XP_308162.3
OG0005963	XP_015439856.1	XP_001688932.1, XP_316642.2
OG0005965	XP_015430123.1	XP_319870.3
OG0005966	XP_015439112.1	XP_320754.1
OG0005967	XP_015439211.1	XP_314432.2
OG0005968	XP_015434513.1	XP_307560.4, XP_314356.4
OG0005969	XP_015434030.1	XP_311293.5
OG0005970	XP_015436790.1	XP_312921.3
OG0005971	XP_015438553.1	XP_315342.3
OG0005972	XP_015432965.1	XP_321994.5
OG0005973	XP_015431721.1	XP_308350.2
OG0005974	XP_015431445.1	XP_308441.4
OG0005975	XP_015433352.1	XP_318437.3
OG0005976	XP_015429373.1	XP_319573.4
OG0005977	XP_015432022.1	XP_003435736.1
OG0005978	XP_015431854.1	XP_314355.4
OG0005979	XP_015436427.1	XP_321323.3
OG0005980	XP_015436773.1	XP_314717.3
OG0005981	XP_015430595.1	XP_319347.2
OG0005982	XP_015433913.1	XP_001237213.1
OG0005983	XP_015429967.1	XP_309929.3
OG0005984	XP_015439392.1	XP_311211.5
OG0005985	XP_015431424.1	XP_317419.4
OG0005986	XP_015430848.1	XP_316306.3
OG0005987	XP_015438158.1	XP_001688635.1
OG0005988	XP_015437843.1	XP_308018.4
OG0005989	XP_015430786.1	XP_308418.4
OG0005990	XP_015432302.1	XP_317151.4
OG0005991	XP_015434736.1	XP_321527.2
OG0005992	XP_015432012.1	XP_558141.3
OG0005993	XP_015429231.1	XP_317836.3
OG0005994	XP_015440340.1	XP_001238545.2
OG0005995	XP_015428461.1	XP_308101.3
OG0005996	XP_015437480.1	XP_314715.3
OG0005997	XP_015428763.1	XP_319155.2
OG0005999	XP_015431926.1	XP_311981.5
OG0006000	XP_015439374.1, XP_015439373.1	XP_311295.4
OG0006001	XP_015435378.1	XP_310192.3
OG0006002	XP_015429971.1	XP_314559.4
OG0006003	XP_015437495.1	XP_312519.3
OG0006004	XP_015433313.1	XP_317017.4
OG0006005	XP_015434478.1	XP_316595.4
OG0006006	XP_015436347.1	XP_321082.5, XP_003435983.1
OG0006007	XP_015430680.1	XP_003436548.1, XP_313423.5
OG0006008	XP_015438204.1	XP_321399.5
OG0006009	XP_015430180.1	XP_308135.4
OG0006010	XP_015439761.1	XP_560072.4
OG0006011	XP_015434659.1	XP_317717.3
OG0006012	XP_015433989.1	XP_312197.3
OG0006013	XP_015432206.1	XP_311858.5
OG0006014	XP_015436452.1	XP_319649.4
OG0006015	XP_015440253.1	XP_311424.1
OG0006016	XP_015439382.1	XP_314636.3
OG0006017	XP_015438235.1	XP_566290.4
OG0006018	XP_015429204.1	XP_001687753.2
OG0006019	XP_015432196.1	XP_321352.4
OG0006020	XP_015431940.1	XP_556934.3
OG0006021	XP_015433113.1	XP_321822.5
OG0006022	XP_015434737.1	XP_560198.4
OG0006023	XP_015433392.1	XP_312466.2
OG0006024	XP_015439254.1	XP_309524.4
OG0006025	XP_015438414.1	XP_307919.5
OG0006026	XP_015434628.1	XP_322015.3
OG0006028	XP_015436524.1	XP_311455.4
OG0006029	XP_015430480.1	XP_564621.3
OG0006030	XP_015432618.1	XP_319583.4
OG0006031	XP_015431242.1	XP_317220.3, XP_307671.3
OG0006032	XP_015439014.1	XP_319939.4
OG0006033	XP_015434465.1	XP_315419.5, XP_001688659.2
OG0006034	XP_015429947.1	XP_318114.3
OG0006036	XP_015437648.1	XP_321782.4
OG0006037	XP_015432169.1	XP_308567.4
OG0006038	XP_015432027.1	XP_319464.4
OG0006039	XP_015430632.1	XP_001237172.1
OG0006040	XP_015432019.1	XP_320467.4
OG0006042	XP_015439890.1	XP_308792.4
OG0006043	XP_015435256.1	XP_316344.4
OG0006044	XP_015430888.1	XP_315527.3
OG0006045	XP_015436426.1	XP_321324.2
OG0006046	XP_015435126.1	XP_313818.4
OG0006047	XP_015435531.1	XP_319728.4
OG0006048	XP_015436260.1	XP_320719.3
OG0006049	XP_015429519.1	XP_309566.4
OG0006050	XP_015429022.1	XP_311900.4
OG0006051	XP_015438426.1	XP_317666.4
OG0006052	XP_015438149.1, XP_015438150.1	XP_317609.3
OG0006053	XP_015429253.1	XP_312571.3, XP_003436104.1
OG0006054	XP_015434284.1	XP_315435.4
OG0006055	XP_015436754.1	XP_312429.5
OG0006056	XP_015436867.1	XP_317753.4
OG0006057	XP_015432990.1	XP_319596.4
OG0006058	XP_015432702.1	XP_316473.2
OG0006059	XP_015438833.1	XP_319454.4
OG0006060	XP_015429678.1	XP_552222.3
OG0006061	XP_015432880.1	XP_309679.5
OG0006062	XP_015430711.1	XP_320688.4
OG0006063	XP_015436807.1	XP_312441.4
OG0006064	XP_015435364.1	XP_312882.5
OG0006065	XP_015429564.1	XP_317279.4
OG0006066	XP_015429065.1	XP_312321.5
OG0006067	XP_015429203.1	XP_312390.4
OG0006068	XP_015432362.1	XP_316217.3
OG0006069	XP_015435266.1	XP_317558.4
OG0006070	XP_015436925.1	XP_321844.5
OG0006071	XP_015429950.1	XP_312594.1
OG0006072	XP_015434085.1	XP_310529.5
OG0006073	XP_015433965.1	XP_559033.3
OG0006074	XP_015437698.1	XP_309991.2
OG0006075	XP_015436965.1	XP_310122.4, XP_307094.2
OG0006076	XP_015440487.1	XP_312315.5
OG0006077	XP_015435388.1	XP_564713.3
OG0006078	XP_015429313.1	XP_318953.4
OG0006079	XP_015430497.1	XP_311489.4
OG0006080	XP_015438119.1	XP_315698.4
OG0006081	XP_015430448.1	XP_310354.1
OG0006082	XP_015432710.1	XP_314553.3
OG0006083	XP_015430440.1	XP_314172.1
OG0006084	XP_015439755.1	XP_321536.5
OG0006085	XP_015439875.1	XP_309541.4
OG0006086	XP_015434412.1	XP_315463.3
OG0006087	XP_015436947.1	XP_317270.4
OG0006088	XP_015430762.1	XP_003436507.1, XP_313256.2
OG0006089	XP_015429599.1	XP_317855.2
OG0006090	XP_015437758.1	XP_320147.4
OG0006091	XP_015430970.1	XP_312401.5
OG0006092	XP_015433813.1	XP_315563.4
OG0006093	XP_015431827.1	XP_309311.4
OG0006094	XP_015432915.1	XP_318814.4
OG0006095	XP_015433342.1	XP_308662.1
OG0006096	XP_015439346.1	XP_310914.4
OG0006097	XP_015435632.1, XP_015435624.1	XP_308048.5
OG0006098	XP_015429704.1	XP_309832.4
OG0006099	XP_015433492.1	XP_312236.5
OG0006100	XP_015438797.1	XP_321446.3
OG0006101	XP_015431142.1, XP_015431143.1	XP_001689239.1
OG0006102	XP_015431462.1	XP_310695.4
OG0006103	XP_015428589.1	XP_317368.3
OG0006104	XP_015432985.1	XP_553580.3
OG0006105	XP_015432108.1	XP_320947.5
OG0006106	XP_015428873.1	XP_003436228.1
OG0006107	XP_015429189.1	XP_313727.3
OG0006108	XP_015430062.1	XP_003435756.1, XP_322013.5
OG0006109	XP_015437055.1	XP_320597.3
OG0006110	XP_015429609.1	XP_309899.3
OG0006111	XP_015432468.1	XP_320945.5
OG0006112	XP_015436631.1	XP_315542.3
OG0006113	XP_015434656.1	XP_312937.5
OG0006114	XP_015429464.1	XP_307940.5
OG0006116	XP_015436263.1	XP_308293.4
OG0006117	XP_015434964.1	XP_309513.3
OG0006118	XP_015439122.1	XP_560205.4
OG0006119	XP_015439246.1	XP_312577.3
OG0006120	XP_015439124.1	XP_317062.4
OG0006121	XP_015430713.1	XP_307284.3, XP_551203.4
OG0006123	XP_015429659.1	XP_308395.4
OG0006124	XP_015439884.1	XP_317207.2
OG0006125	XP_015437671.1	XP_315964.4
OG0006126	XP_015430292.1	XP_317113.3
OG0006127	XP_015438756.1	XP_320715.3
OG0006128	XP_015438031.1	XP_315966.4
OG0006129	XP_015437525.1	XP_001688308.2
OG0006130	XP_015430940.1	XP_317055.4
OG0006131	XP_015439960.1	XP_003436396.1, XP_312792.5
OG0006134	XP_015435826.1	XP_312605.5, XP_003436095.1
OG0006135	XP_015436670.1	XP_319386.4
OG0006136	XP_015435862.1	XP_319489.4
OG0006137	XP_015429895.1	XP_316891.5
OG0006138	XP_015431328.1	XP_314316.4
OG0006139	XP_015436948.1	XP_314811.4
OG0006140	XP_015430889.1	XP_307850.4
OG0006141	XP_015431969.1	XP_318752.4
OG0006142	XP_015437550.1	XP_001689304.1
OG0006143	XP_015438007.1	XP_001237874.2
OG0006144	XP_015432761.1	XP_311956.5
OG0006145	XP_015434177.1	XP_320748.3
OG0006147	XP_015438254.1	XP_312628.5
OG0006149	XP_015429573.1, XP_015429572.1	XP_320712.4
OG0006150	XP_015436821.1	XP_318073.4, XP_001689095.1
OG0006151	XP_015437854.1	XP_001689206.1
OG0006152	XP_015434636.1	XP_316684.3, XP_001688944.1
OG0006153	XP_015436698.1	XP_318500.4
OG0006154	XP_015437176.1	XP_310920.4
OG0006155	XP_015436958.1	XP_320791.4
OG0006156	XP_015431251.1	XP_317735.4
OG0006157	XP_015430930.1	XP_003436037.1, XP_320907.4
OG0006158	XP_015428471.1	XP_001688962.1
OG0006159	XP_015429620.1	XP_307982.5
OG0006160	XP_015437937.1	XP_318524.3
OG0006161	XP_015432127.1	XP_319944.4
OG0006162	XP_015429219.1	XP_321883.4
OG0006164	XP_015434292.1	XP_317165.4
OG0006165	XP_015433653.1	XP_316904.4, XP_316905.3
OG0006166	XP_015436154.1	XP_309798.4
OG0006167	XP_015432277.1	XP_564675.3
OG0006168	XP_015434479.1	XP_001237943.1, XP_564527.3
OG0006169	XP_015430450.1	XP_319940.4
OG0006170	XP_015435195.1	XP_310791.5
OG0006171	XP_015431550.1	XP_318287.4
OG0006172	XP_015431556.1	XP_310168.3
OG0006173	XP_015433207.1	XP_311756.5
OG0006174	XP_015437942.1	XP_001237540.3
OG0006175	XP_015431822.1	XP_313843.5
OG0006176	XP_015436138.1	XP_307419.2
OG0006177	XP_015435013.1	XP_310422.5
OG0006178	XP_015438656.1	XP_310816.5
OG0006179	XP_015435032.1	XP_321107.4, XP_003435975.1
OG0006180	XP_015428820.1	XP_308444.4
OG0006181	XP_015435176.1	XP_001688662.1
OG0006182	XP_015431165.1	XP_312280.3
OG0006183	XP_015439287.1	XP_312407.2
OG0006184	XP_015430482.1	XP_310082.4
OG0006186	XP_015437454.1	XP_315024.4
OG0006187	XP_015435118.1	XP_316810.5
OG0006188	XP_015439137.1	XP_001238516.3
OG0006189	XP_015435723.1	XP_313459.5
OG0006191	XP_015431727.1	XP_311951.4
OG0006192	XP_015430583.1	XP_312255.5
OG0006193	XP_015428861.1, XP_015430426.1	XP_321602.5
OG0006194	XP_015437944.1	XP_309500.4, XP_564375.2
OG0006195	XP_015429510.1	XP_321688.4
OG0006196	XP_015439065.1	XP_310191.2
OG0006197	XP_015440336.1	XP_311953.3
OG0006199	XP_015428783.1	XP_318824.2
OG0006200	XP_015440116.1	XP_308011.5
OG0006201	XP_015434848.1	XP_311002.5
OG0006202	XP_015432568.1	XP_320865.4
OG0006203	XP_015438598.1	XP_320779.3
OG0006204	XP_015432308.1	XP_307416.4
OG0006205	XP_015434776.1	XP_309336.4
OG0006206	XP_015435304.1	XP_001689321.2
OG0006207	XP_015439051.1	XP_316268.4
OG0006208	XP_015434786.1	XP_313605.4
OG0006209	XP_015433618.1	XP_314653.4
OG0006210	XP_015431752.1	XP_315219.5
OG0006211	XP_015439628.1	XP_321547.3
OG0006212	XP_015440463.1	XP_320382.3
OG0006213	XP_015434604.1	XP_557166.3, XP_001688884.1
OG0006215	XP_015433774.1	XP_309476.2
OG0006216	XP_015429938.1	XP_319655.2
OG0006217	XP_015437041.1	XP_312782.3
OG0006218	XP_015438510.1	XP_559505.6
OG0006219	XP_015439106.1	XP_309949.3, XP_310465.3
OG0006220	XP_015440425.1	XP_315901.4
OG0006221	XP_015429684.1	XP_001688349.2
OG0006222	XP_015432125.1	XP_317111.1
OG0006223	XP_015429115.1	XP_311512.4
OG0006224	XP_015439275.1	XP_310772.4, XP_003436975.1
OG0006225	XP_015436560.1	XP_312160.4
OG0006226	XP_015436488.1	XP_550737.3
OG0006228	XP_015438572.1	XP_312173.2
OG0006229	XP_015435909.1	XP_314720.1
OG0006230	XP_015435232.1	XP_315436.3
OG0006231	XP_015432900.1	XP_318627.4
OG0006232	XP_015435105.1	XP_312491.4
OG0006233	XP_015434947.1	XP_309512.3
OG0006234	XP_015437164.1	XP_315581.4
OG0006235	XP_015436099.1	XP_319930.4
OG0006236	XP_015438173.1	XP_310648.3
OG0006237	XP_015440105.1	XP_312877.4
OG0006238	XP_015440387.1	XP_307895.3
OG0006239	XP_015430228.1	XP_003435846.1, XP_321663.4
OG0006240	XP_015434561.1	XP_001689336.2
OG0006241	XP_015438533.1	XP_315097.4
OG0006242	XP_015430433.1	XP_311595.3
OG0006245	XP_015434079.1	XP_309997.3
OG0006246	XP_015437985.1	XP_312222.2
OG0006247	XP_015429095.1	XP_001237635.3
OG0006248	XP_015434896.1	XP_315218.4
OG0006249	XP_015439849.1	XP_318327.5, XP_003437215.1
OG0006250	XP_015432599.1	XP_556482.2
OG0006251	XP_015437249.1	XP_314741.3
OG0006252	XP_015434563.1	XP_319856.4
OG0006253	XP_015439833.1	XP_320993.2
OG0006254	XP_015434256.1	XP_308493.4
OG0006255	XP_015439107.1	XP_313427.5
OG0006257	XP_015432923.1	XP_319446.4
OG0006258	XP_015436855.1	XP_316733.3
OG0006259	XP_015433754.1	XP_308815.4
OG0006260	XP_015433557.1	XP_001689384.2
OG0006261	XP_015438949.1	XP_312846.5
OG0006263	XP_015429997.1	XP_308719.3
OG0006264	XP_015429514.1	XP_309651.5
OG0006265	XP_015434264.1	XP_003436518.1
OG0006266	XP_015429270.1	XP_318917.4
OG0006267	XP_015430526.1	XP_320716.4
OG0006268	XP_015432134.1	XP_001230547.1, XP_314301.3
OG0006269	XP_015437883.1	XP_551697.4
OG0006270	XP_015433973.1	XP_312548.5
OG0006271	XP_015440473.1	XP_311257.2
OG0006273	XP_015430321.1	XP_313813.5
OG0006274	XP_015431137.1	XP_315054.2
OG0006275	XP_015436248.1	XP_318369.5
OG0006276	XP_015431167.1	XP_316505.3, XP_001688877.1
OG0006277	XP_015439315.1	XP_318355.4
OG0006278	XP_015434548.1	XP_314652.2
OG0006279	XP_015435660.1	XP_314728.3
OG0006280	XP_015433868.1	XP_312452.4
OG0006281	XP_015429143.1	XP_001237961.1
OG0006282	XP_015433757.1	XP_001689261.1
OG0006283	XP_015430779.1	XP_320602.4
OG0006284	XP_015429355.1	XP_313083.5
OG0006285	XP_015432921.1	XP_319000.3
OG0006286	XP_015437254.1	XP_317958.4
OG0006287	XP_015439099.1	XP_321256.5
OG0006288	XP_015437875.1	XP_310874.5
OG0006289	XP_015432589.1	XP_308001.3
OG0006290	XP_015437764.1	XP_320421.3
OG0006291	XP_015433980.1	XP_313400.3
OG0006292	XP_015432367.1	XP_310815.3
OG0006293	XP_015432970.1	XP_313191.5
OG0006294	XP_015436501.1	XP_321845.5
OG0006295	XP_015436628.1	XP_317209.4
OG0006296	XP_015435749.1	XP_310189.4
OG0006297	XP_015438681.1	XP_318422.5
OG0006298	XP_015437990.1	XP_314913.2
OG0006299	XP_015438306.1	XP_310994.5
OG0006300	XP_015428542.1	XP_001237548.2
OG0006301	XP_015437808.1	XP_316333.3
OG0006302	XP_015430257.1	XP_311937.4
OG0006303	XP_015431654.1	XP_565200.3
OG0006304	XP_015430750.1	XP_319677.2
OG0006305	XP_015432144.1	XP_310961.4
OG0006306	XP_015428532.1	XP_316235.2
OG0006307	XP_015437519.1, XP_015437520.1	XP_321837.3
OG0006308	XP_015439928.1	XP_308012.5
OG0006309	XP_015430722.1	XP_001688498.1, XP_313985.4
OG0006310	XP_015438059.1	XP_310128.4
OG0006311	XP_015439095.1	XP_316158.3
OG0006312	XP_015436303.1	XP_314892.4
OG0006313	XP_015435333.1	XP_321726.5
OG0006314	XP_015431567.1	XP_001688808.1, XP_316223.4
OG0006315	XP_015431584.1	XP_315109.3
OG0006316	XP_015428564.1	XP_321804.3
OG0006317	XP_015438575.1	XP_308231.4
OG0006318	XP_015432118.1	XP_003436534.1
OG0006319	XP_015437748.1	XP_313987.1
OG0006320	XP_015431011.1	XP_311344.3
OG0006322	XP_015429667.1	XP_320385.4
OG0006323	XP_015437040.1	XP_314880.2
OG0006324	XP_015432449.1	XP_314526.3
OG0006325	XP_015430927.1	XP_310002.4
OG0006326	XP_015430066.1	XP_317652.4
OG0006327	XP_015437142.1	XP_308633.4
OG0006328	XP_015438048.1	XP_313960.3
OG0006329	XP_015434791.1	XP_308544.4
OG0006330	XP_015439146.1	XP_318637.4
OG0006331	XP_015434055.1	XP_314314.1
OG0006332	XP_015440496.1	XP_321841.2
OG0006333	XP_015431148.1	XP_315383.4
OG0006334	XP_015432603.1	XP_320366.3
OG0006335	XP_015430719.1	XP_317919.4
OG0006337	XP_015434471.1	XP_321878.4
OG0006338	XP_015437891.1	XP_313880.5
OG0006339	XP_015429170.1	XP_312769.5
OG0006340	XP_015432060.1	XP_003436130.1, XP_312489.3
OG0006343	XP_015428752.1	XP_317217.4
OG0006344	XP_015437678.1	XP_311909.5
OG0006345	XP_015432200.1	XP_003436681.1
OG0006346	XP_015433867.1	XP_313298.3
OG0006347	XP_015429417.1	XP_316057.3
OG0006348	XP_015432215.1	XP_316311.4
OG0006350	XP_015429796.1	XP_320388.3
OG0006351	XP_015434710.1	XP_311732.5
OG0006352	XP_015432578.1	XP_552627.3
OG0006355	XP_015430470.1	XP_312849.5
OG0006356	XP_015436010.1	XP_001689118.2
OG0006357	XP_015429229.1	XP_318507.4
OG0006358	XP_015428891.1	XP_316422.3
