Orthogroup	Dufourea_novaeangliae	Vespa_mandarinia
OG0007380	XP_015439136.1	XP_035735545.1
OG0007381	XP_015429530.1	XP_035743562.1
OG0007382	XP_015433057.1	XP_035718823.1
OG0007383	XP_015432201.1	XP_035722974.1
OG0007384	XP_015432317.1	XP_035734715.1
OG0007385	XP_015439198.1	XP_035726922.1
OG0007386	XP_015431774.1	XP_035717931.1
OG0007387	XP_015439892.1	XP_035737350.1
OG0007388	XP_015435483.1	XP_035732716.1
OG0007389	XP_015428973.1	XP_035737343.1
OG0007390	XP_015436633.1	XP_035734454.1
OG0007391	XP_015430765.1	XP_035731444.1
OG0007393	XP_015430638.1	XP_035721447.1
OG0007394	XP_015432061.1	XP_035729391.1
OG0007395	XP_015439046.1	XP_035727312.1
OG0007396	XP_015431826.1	XP_035729033.1
OG0007397	XP_015436591.1	XP_035737349.1
OG0007398	XP_015438383.1	XP_035722863.1
OG0007399	XP_015439995.1	XP_035731980.1
OG0007400	XP_015432438.1	XP_035736763.1
OG0007401	XP_015439910.1	XP_035732743.1
OG0007402	XP_015430212.1	XP_035735964.1
OG0007403	XP_015440196.1	XP_035736644.1
OG0007404	XP_015439731.1	XP_035723301.1
OG0007405	XP_015438355.1	XP_035731978.1
OG0007406	XP_015431811.1	XP_035729024.1, XP_035729023.1, XP_035729025.1
OG0007407	XP_015435425.1	XP_035725835.1
OG0007408	XP_015437975.1	XP_035741057.1
OG0007409	XP_015430774.1	XP_035744291.1
OG0007410	XP_015432860.1	XP_035730114.1
OG0007411	XP_015437925.1	XP_035739656.1
OG0007412	XP_015435477.1	XP_035733886.1, XP_035733885.1
OG0007413	XP_015428421.1	XP_035743059.1
OG0007414	XP_015440498.1	XP_035740073.1
OG0007415	XP_015436763.1	XP_035738138.1
OG0007416	XP_015430304.1	XP_035739378.1
OG0007417	XP_015436847.1	XP_035723522.1
OG0007418	XP_015432124.1	XP_035723278.1, XP_035723274.1
OG0007419	XP_015437537.1	XP_035729557.1
OG0007420	XP_015435951.1	XP_035743893.1
OG0007421	XP_015431157.1	XP_035727155.1
OG0007422	XP_015429285.1	XP_035743499.1
OG0007423	XP_015439045.1	XP_035723014.1
OG0007424	XP_015439020.1	XP_035726972.1, XP_035726974.1, XP_035726973.1
OG0007425	XP_015432315.1	XP_035734858.1
OG0007426	XP_015431339.1	XP_035730169.1
OG0007428	XP_015432824.1	XP_035722947.1
OG0007429	XP_015430101.1	XP_035726690.1
OG0007430	XP_015435739.1	XP_035726857.1
OG0007431	XP_015438014.1	XP_035729728.1
OG0007432	XP_015437213.1	XP_035724550.1
OG0007433	XP_015428724.1	XP_035730608.1
OG0007434	XP_015430030.1	XP_035728933.1
OG0007435	XP_015434119.1	XP_035731325.1
OG0007436	XP_015435490.1	XP_035731663.1
OG0007437	XP_015437291.1	XP_035736791.1
OG0007438	XP_015431662.1	XP_035743877.1
OG0007439	XP_015429763.1	XP_035737642.1
OG0007440	XP_015435977.1	XP_035729969.1
OG0007441	XP_015436655.1	XP_035729614.1
OG0007442	XP_015430990.1	XP_035717602.1
OG0007443	XP_015433573.1	XP_035722176.1
OG0007444	XP_015430661.1	XP_035734231.1
OG0007445	XP_015433386.1	XP_035717936.1
OG0007446	XP_015436022.1	XP_035727300.1
OG0007447	XP_015432345.1	XP_035719804.1
OG0007449	XP_015430568.1	XP_035722751.1
OG0007450	XP_015436951.1	XP_035735762.1
OG0007452	XP_015429163.1	XP_035731402.1
OG0007453	XP_015436509.1	XP_035731748.1
OG0007454	XP_015433103.1	XP_035731544.1
OG0007455	XP_015438070.1	XP_035722356.1
OG0007456	XP_015436766.1	XP_035728737.1
OG0007457	XP_015434286.1	XP_035742867.1
OG0007458	XP_015435741.1	XP_035735928.1
OG0007459	XP_015434277.1	XP_035718114.1
OG0007460	XP_015437664.1	XP_035728876.1
OG0007461	XP_015432116.1	XP_035729800.1
OG0007462	XP_015433423.1, XP_015433422.1	XP_035738489.1
OG0007463	XP_015432804.1	XP_035717225.1
OG0007464	XP_015429352.1	XP_035742438.1
OG0007465	XP_015432320.1	XP_035742121.1
OG0007466	XP_015430215.1	XP_035727339.1
OG0007467	XP_015429790.1	XP_035737624.1
OG0007468	XP_015436814.1	XP_035733999.1
OG0007469	XP_015433950.1	XP_035736064.1
OG0007470	XP_015429444.1	XP_035720586.1
OG0007471	XP_015432405.1	XP_035728392.1
OG0007472	XP_015430349.1	XP_035719035.1
OG0007473	XP_015433231.1	XP_035733240.1
OG0007474	XP_015428632.1	XP_035720393.1
OG0007475	XP_015438091.1	XP_035727089.1
OG0007477	XP_015437611.1	XP_035718232.1
OG0007478	XP_015435030.1	XP_035733516.1
OG0007479	XP_015431527.1	XP_035722635.1
OG0007480	XP_015438520.1	XP_035727413.1
OG0007481	XP_015430603.1	XP_035725814.1
OG0007482	XP_015432632.1	XP_035720543.1
OG0007483	XP_015435522.1	XP_035724358.1
OG0007484	XP_015437784.1	XP_035743797.1
OG0007485	XP_015432071.1	XP_035724327.1
OG0007486	XP_015440135.1	XP_035724876.1
OG0007487	XP_015433756.1	XP_035733701.1
OG0007488	XP_015429652.1	XP_035728868.1
OG0007489	XP_015438652.1	XP_035719264.1
OG0007490	XP_015431971.1	XP_035730573.1
OG0007491	XP_015437779.1	XP_035743808.1
OG0007492	XP_015429840.1	XP_035721117.1
OG0007493	XP_015431020.1	XP_035730272.1
OG0007494	XP_015440097.1	XP_035743760.1
OG0007495	XP_015433574.1	XP_035722821.1
OG0007496	XP_015433374.1	XP_035719968.1
OG0007497	XP_015438360.1	XP_035742985.1
OG0007498	XP_015435991.1	XP_035728236.1
OG0007499	XP_015429830.1	XP_035726638.1
OG0007500	XP_015435736.1	XP_035732627.1
OG0007501	XP_015438924.1	XP_035725391.1, XP_035725388.1
OG0007502	XP_015436765.1	XP_035718123.1
OG0007503	XP_015433263.1	XP_035719966.1
OG0007504	XP_015438170.1	XP_035743129.1
OG0007505	XP_015436933.1	XP_035740957.1
OG0007506	XP_015439938.1	XP_035731990.1
OG0007507	XP_015439528.1	XP_035739608.1
OG0007508	XP_015434348.1	XP_035727223.1
OG0007509	XP_015438621.1	XP_035731556.1
OG0007510	XP_015438387.1	XP_035729022.1
OG0007511	XP_015429140.1	XP_035728248.1
OG0007512	XP_015438342.1	XP_035730494.1
OG0007513	XP_015438676.1	XP_035742231.1
OG0007514	XP_015438368.1	XP_035732706.1
OG0007515	XP_015439300.1	XP_035735094.1
OG0007516	XP_015433803.1	XP_035724033.1
OG0007517	XP_015434146.1	XP_035721746.1
OG0007518	XP_015433506.1	XP_035722027.1
OG0007519	XP_015428972.1	XP_035737294.1, XP_035737293.1
OG0007523	XP_015437852.1	XP_035733950.1
OG0007524	XP_015437255.1	XP_035724599.1
OG0007525	XP_015430152.1	XP_035730530.1
OG0007526	XP_015430636.1	XP_035730280.1
OG0007527	XP_015430151.1	XP_035729200.1
OG0007528	XP_015436584.1, XP_015436586.1	XP_035725104.1
OG0007529	XP_015437868.1	XP_035724398.1
OG0007530	XP_015438643.1	XP_035725077.1
OG0007531	XP_015440519.1	XP_035735914.1
OG0007532	XP_015429935.1	XP_035743208.1
OG0007533	XP_015433962.1	XP_035733568.1
OG0007534	XP_015431612.1	XP_035729294.1
OG0007535	XP_015435349.1	XP_035721282.1
OG0007537	XP_015437150.1	XP_035724533.1
OG0007538	XP_015434333.1	XP_035739160.1
OG0007539	XP_015438658.1	XP_035739500.1
OG0007540	XP_015438524.1	XP_035731582.1
OG0007541	XP_015429197.1	XP_035744069.1
OG0007542	XP_015429526.1	XP_035737344.1
OG0007543	XP_015433267.1	XP_035719649.1
OG0007544	XP_015437839.1	XP_035742449.1
OG0007545	XP_015435611.1	XP_035729759.1
OG0007546	XP_015431441.1	XP_035737542.1
OG0007547	XP_015432219.1	XP_035723705.1, XP_035723704.1
OG0007548	XP_015433559.1	XP_035730577.1
OG0007549	XP_015433452.1	XP_035742163.1
OG0007550	XP_015436723.1	XP_035726480.1
OG0007551	XP_015431482.1	XP_035722979.1
OG0007552	XP_015440027.1	XP_035734354.1
OG0007553	XP_015437060.1	XP_035719759.1
OG0007554	XP_015438168.1	XP_035727475.1
OG0007555	XP_015433268.1	XP_035719664.1
OG0007556	XP_015431046.1	XP_035720963.1
OG0007557	XP_015439644.1	XP_035721666.1
OG0007558	XP_015440195.1	XP_035734373.1
OG0007559	XP_015438314.1	XP_035722605.1
OG0007560	XP_015428438.1	XP_035738849.1, XP_035738847.1, XP_035738848.1
OG0007562	XP_015431649.1	XP_035732098.1
OG0007563	XP_015438649.1	XP_035738528.1
OG0007564	XP_015438800.1	XP_035723413.1
OG0007565	XP_015438186.1	XP_035738819.1, XP_035738816.1, XP_035738818.1, XP_035738820.1, XP_035738817.1
OG0007566	XP_015436355.1	XP_035737939.1, XP_035737941.1
OG0007567	XP_015436386.1, XP_015436387.1	XP_035733269.1
OG0007569	XP_015438045.1	XP_035742614.1
OG0007570	XP_015440525.1	XP_035730642.1
OG0007571	XP_015436702.1	XP_035723256.1
OG0007572	XP_015437989.1	XP_035736013.1
OG0007573	XP_015433337.1	XP_035724236.1
OG0007574	XP_015430896.1	XP_035727815.1
OG0007576	XP_015439552.1	XP_035740314.1
OG0007578	XP_015436296.1	XP_035721487.1
OG0007579	XP_015432766.1	XP_035721810.1, XP_035721815.1
OG0007580	XP_015431248.1	XP_035740536.1
OG0007582	XP_015431191.1	XP_035723462.1, XP_035723463.1
OG0007583	XP_015438447.1, XP_015438448.1, XP_015438449.1	XP_035719357.1, XP_035719358.1
OG0007584	XP_015438849.1	XP_035725021.1
OG0007586	XP_015437929.1	XP_035729442.1
OG0007587	XP_015437887.1	XP_035724337.1
OG0007588	XP_015434637.1	XP_035742652.1
OG0007589	XP_015439667.1	XP_035732423.1
OG0007590	XP_015433295.1	XP_035719669.1, XP_035719676.1
OG0007591	XP_015436708.1	XP_035723268.1
OG0007592	XP_015438331.1	XP_035738690.1
OG0007593	XP_015436272.1	XP_035737907.1, XP_035737906.1, XP_035737908.1
OG0007595	XP_015430236.1	XP_035727043.1, XP_035727048.1
OG0007596	XP_015429700.1	XP_035733016.1
OG0007597	XP_015434991.1	XP_035721386.1
OG0007598	XP_015429317.1	XP_035738689.1
OG0007604	XP_015432514.1	XP_035724899.1
OG0007605	XP_015440290.1	XP_035727963.1
OG0007606	XP_015438613.1	XP_035735463.1
OG0007607	XP_015433004.1	XP_035723273.1
OG0007608	XP_015432150.1	XP_035726406.1
OG0007609	XP_015433667.1	XP_035731112.1
OG0007610	XP_015432749.1	XP_035725095.1
OG0007611	XP_015431841.1	XP_035725945.1
OG0007612	XP_015429451.1	XP_035739146.1
OG0007615	XP_015428600.1	XP_035718658.1
OG0007616	XP_015430874.1	XP_035735218.1
OG0007618	XP_015431318.1	XP_035728858.1
OG0007619	XP_015432983.1	XP_035717777.1
OG0007620	XP_015437262.1	XP_035738334.1
OG0007622	XP_015432371.1	XP_035728621.1
OG0007624	XP_015439172.1	XP_035722715.1
OG0007625	XP_015440513.1	XP_035722791.1
OG0007626	XP_015429401.1	XP_035738932.1
OG0007627	XP_015434474.1	XP_035730293.1
OG0007628	XP_015439702.1	XP_035719778.1
OG0007629	XP_015439741.1	XP_035730813.1
OG0007631	XP_015435417.1	XP_035718299.1
OG0007632	XP_015428904.1	XP_035721125.1
OG0007633	XP_015434558.1	XP_035721856.1
OG0007634	XP_015430756.1	XP_035739921.1
OG0007635	XP_015437967.1	XP_035736209.1
OG0007636	XP_015433555.1	XP_035729458.1
OG0007637	XP_015431381.1	XP_035724608.1
OG0007638	XP_015429832.1	XP_035726061.1
OG0007639	XP_015439357.1	XP_035729512.1
OG0007641	XP_015432234.1	XP_035733956.1
OG0007643	XP_015432774.1	XP_035731795.1
OG0007644	XP_015439195.1	XP_035735902.1, XP_035735903.1
OG0007646	XP_015429073.1	XP_035731472.1
OG0007647	XP_015436614.1	XP_035731992.1, XP_035731993.1
OG0007649	XP_015439126.1	XP_035722539.1
OG0007650	XP_015436418.1	XP_035738752.1
OG0007651	XP_015438322.1	XP_035717908.1
OG0007652	XP_015428988.1	XP_035720749.1
OG0007653	XP_015431783.1	XP_035728769.1
OG0007654	XP_015433255.1	XP_035744255.1
OG0007655	XP_015436949.1	XP_035721432.1
OG0007656	XP_015437513.1	XP_035740498.1
OG0007657	XP_015435787.1	XP_035737692.1
OG0007658	XP_015434385.1	XP_035725071.1
OG0007660	XP_015431598.1	XP_035740375.1
OG0007661	XP_015433713.1	XP_035717574.1
OG0007662	XP_015431944.1	XP_035743142.1
OG0007663	XP_015428952.1	XP_035738423.1, XP_035738434.1
OG0007664	XP_015436210.1	XP_035723228.1
OG0007665	XP_015433126.1	XP_035723441.1
OG0007666	XP_015436907.1	XP_035727091.1
OG0007667	XP_015431597.1	XP_035731326.1
OG0007668	XP_015439301.1	XP_035743832.1
OG0007669	XP_015437517.1	XP_035723473.1
OG0007671	XP_015439614.1	XP_035741318.1
OG0007672	XP_015430446.1	XP_035723186.1
OG0007673	XP_015431397.1	XP_035729970.1
OG0007674	XP_015429193.1	XP_035734521.1
OG0007675	XP_015433076.1	XP_035742096.1
OG0007676	XP_015433706.1	XP_035739854.1
OG0007677	XP_015437731.1	XP_035735913.1
OG0007678	XP_015431959.1	XP_035724932.1
OG0007679	XP_015432801.1	XP_035740776.1
OG0007680	XP_015436299.1	XP_035738277.1
OG0007681	XP_015430993.1	XP_035729359.1
OG0007682	XP_015435011.1	XP_035733412.1
OG0007683	XP_015435300.1	XP_035721207.1
OG0007684	XP_015439670.1	XP_035724108.1
OG0007685	XP_015436028.1	XP_035729474.1
OG0007686	XP_015429158.1	XP_035718689.1, XP_035718688.1
OG0007687	XP_015436036.1	XP_035728797.1
OG0007688	XP_015433785.1	XP_035718147.1
OG0007689	XP_015429064.1	XP_035728792.1
OG0007690	XP_015436391.1	XP_035719286.1
OG0007694	XP_015439595.1	XP_035728126.1
OG0007695	XP_015428622.1	XP_035727568.1, XP_035727567.1
OG0007697	XP_015428822.1	XP_035734883.1
OG0007698	XP_015439322.1	XP_035735009.1, XP_035735011.1, XP_035735010.1
OG0007699	XP_015429367.1	XP_035722070.1
OG0007702	XP_015439491.1	XP_035732745.1
OG0007704	XP_015433125.1	XP_035729680.1
OG0007705	XP_015437751.1	XP_035726336.1
OG0007706	XP_015433843.1	XP_035734842.1
OG0007707	XP_015432032.1	XP_035723913.1
OG0007708	XP_015431639.1	XP_035722997.1
OG0007709	XP_015440092.1	XP_035733668.1
OG0007710	XP_015432424.1	XP_035743672.1
OG0007711	XP_015436677.1	XP_035743191.1
OG0007712	XP_015439402.1	XP_035733638.1
OG0007714	XP_015437862.1	XP_035731581.1
OG0007715	XP_015429288.1	XP_035740755.1
OG0007716	XP_015433172.1	XP_035721418.1
OG0007717	XP_015439197.1	XP_035721458.1, XP_035721464.1
OG0007718	XP_015435625.1	XP_035733842.1
OG0007720	XP_015430684.1	XP_035743946.1
OG0007722	XP_015433593.1	XP_035744034.1
OG0007723	XP_015431828.1	XP_035720973.1
OG0007724	XP_015436359.1	XP_035738438.1, XP_035738427.1
OG0007725	XP_015439641.1	XP_035732610.1
OG0007726	XP_015431453.1	XP_035728177.1
OG0007728	XP_015438974.1	XP_035735775.1
OG0007729	XP_015439840.1	XP_035743653.1
OG0007730	XP_015439288.1	XP_035733178.1
OG0007732	XP_015431103.1	XP_035730110.1
OG0007733	XP_015428526.1	XP_035723076.1
OG0007735	XP_015430421.1	XP_035744119.1
OG0007736	XP_015436129.1	XP_035731692.1
OG0007737	XP_015436695.1	XP_035721160.1
OG0007738	XP_015437665.1	XP_035725518.1
OG0007739	XP_015440246.1	XP_035742553.1
OG0007740	XP_015436858.1	XP_035718166.1
OG0007741	XP_015430474.1	XP_035727637.1
OG0007743	XP_015437846.1	XP_035743456.1
OG0007744	XP_015435441.1	XP_035721910.1
OG0007745	XP_015428779.1	XP_035742774.1
OG0007746	XP_015439673.1	XP_035723840.1
OG0007747	XP_015431913.1	XP_035728296.1
OG0007748	XP_015432567.1	XP_035730666.1
OG0007750	XP_015429735.1	XP_035733095.1
OG0007751	XP_015435850.1	XP_035735408.1
OG0007752	XP_015438791.1	XP_035722082.1
OG0007753	XP_015432292.1	XP_035742947.1
OG0007754	XP_015429836.1	XP_035722279.1
OG0007755	XP_015430622.1	XP_035731339.1
OG0007757	XP_015430279.1	XP_035736435.1
OG0007758	XP_015428497.1	XP_035731829.1
OG0007759	XP_015438734.1	XP_035723420.1
OG0007760	XP_015432577.1	XP_035723842.1
OG0007761	XP_015428991.1	XP_035728372.1
OG0007762	XP_015432897.1	XP_035730435.1, XP_035730426.1
OG0007763	XP_015429202.1	XP_035744164.1
OG0007764	XP_015433411.1	XP_035738488.1
OG0007768	XP_015439216.1	XP_035723824.1
OG0007769	XP_015434143.1	XP_035726786.1
OG0007771	XP_015428981.1	XP_035720189.1
OG0007772	XP_015436253.1	XP_035739150.1
OG0007773	XP_015432418.1	XP_035717753.1
OG0007774	XP_015431666.1	XP_035724093.1
OG0007775	XP_015440018.1	XP_035725891.1
OG0007776	XP_015437920.1	XP_035722194.1
OG0007777	XP_015429803.1	XP_035725703.1
OG0007778	XP_015429775.1	XP_035737599.1
OG0007779	XP_015435063.1	XP_035721392.1
OG0007780	XP_015433624.1	XP_035727691.1
OG0007783	XP_015438978.1	XP_035735577.1
OG0007784	XP_015431974.1	XP_035720518.1
OG0007785	XP_015431933.1	XP_035738979.1, XP_035738978.1
OG0007786	XP_015429521.1	XP_035735768.1, XP_035735766.1, XP_035735767.1
OG0007787	XP_015437576.1	XP_035735050.1
OG0007788	XP_015430605.1	XP_035718435.1
OG0007789	XP_015430856.1	XP_035717202.1
OG0007791	XP_015434935.1	XP_035735347.1
OG0007792	XP_015434307.1	XP_035729531.1
OG0007793	XP_015430876.1	XP_035735212.1
OG0007794	XP_015431176.1	XP_035743173.1
OG0007795	XP_015430082.1	XP_035736986.1
OG0007796	XP_015434587.1	XP_035742368.1
OG0007797	XP_015429513.1	XP_035740497.1, XP_035740496.1, XP_035740495.1
OG0007798	XP_015433221.1	XP_035740737.1
OG0007799	XP_015439174.1	XP_035735698.1
OG0007800	XP_015436331.1	XP_035723184.1
OG0007801	XP_015437096.1	XP_035742115.1
OG0007802	XP_015429315.1	XP_035717379.1
OG0007803	XP_015432499.1	XP_035724903.1, XP_035724904.1, XP_035724902.1
OG0007804	XP_015431311.1	XP_035722138.1
OG0007805	XP_015440283.1, XP_015440278.1	XP_035743415.1
OG0007806	XP_015435949.1	XP_035723219.1
OG0007808	XP_015429584.1	XP_035739121.1
OG0007809	XP_015428688.1	XP_035723515.1
OG0007810	XP_015437536.1	XP_035743447.1
OG0007811	XP_015438046.1	XP_035744273.1
OG0007812	XP_015430012.1	XP_035730747.1
OG0007813	XP_015430223.1	XP_035720320.1
OG0007814	XP_015434051.1	XP_035732509.1
OG0007815	XP_015428902.1	XP_035736629.1
OG0007816	XP_015432993.1	XP_035718411.1
OG0007817	XP_015433848.1	XP_035741611.1, XP_035741610.1
OG0007818	XP_015438764.1	XP_035729919.1
OG0007819	XP_015437840.1	XP_035743419.1
OG0007820	XP_015428453.1	XP_035741453.1
OG0007821	XP_015439984.1	XP_035720663.1
OG0007822	XP_015429528.1	XP_035743459.1
OG0007823	XP_015437908.1	XP_035727117.1
OG0007824	XP_015437038.1	XP_035730966.1
OG0007826	XP_015436277.1	XP_035737967.1
OG0007827	XP_015433454.1	XP_035732046.1
OG0007828	XP_015439992.1	XP_035730292.1
OG0007830	XP_015429729.1	XP_035719256.1
OG0007831	XP_015437095.1	XP_035735058.1
OG0007832	XP_015429269.1	XP_035743681.1
OG0007833	XP_015430533.1	XP_035722272.1
OG0007834	XP_015438010.1	XP_035732571.1
OG0007836	XP_015436668.1	XP_035722654.1
OG0007837	XP_015432123.1	XP_035723345.1
OG0007838	XP_015437286.1	XP_035730991.1
OG0007839	XP_015437209.1	XP_035740487.1
OG0007840	XP_015439707.1	XP_035721683.1
OG0007841	XP_015432530.1	XP_035737009.1
OG0007844	XP_015433633.1	XP_035739338.1
OG0007845	XP_015436945.1	XP_035721436.1
OG0007846	XP_015432198.1	XP_035718992.1
OG0007847	XP_015438818.1	XP_035738319.1
OG0007848	XP_015436012.1	XP_035735346.1
OG0007849	XP_015433407.1	XP_035719610.1
OG0007850	XP_015431203.1	XP_035720344.1
OG0007851	XP_015439053.1	XP_035720133.1
OG0007852	XP_015435983.1	XP_035728230.1
OG0007853	XP_015434620.1	XP_035723726.1
OG0007855	XP_015435846.1	XP_035724484.1
OG0007856	XP_015432086.1	XP_035737468.1
OG0007857	XP_015431209.1	XP_035744211.1
OG0007858	XP_015435634.1	XP_035729067.1
OG0007859	XP_015434415.1	XP_035720964.1
OG0007860	XP_015438953.1	XP_035721816.1
OG0007861	XP_015429099.1	XP_035732960.1
OG0007862	XP_015434145.1	XP_035721359.1
OG0007863	XP_015437462.1	XP_035722626.1
OG0007864	XP_015436435.1	XP_035733215.1
OG0007865	XP_015430922.1	XP_035729721.1
OG0007866	XP_015428611.1	XP_035736432.1, XP_035736412.1
OG0007867	XP_015436579.1	XP_035732759.1
OG0007868	XP_015437765.1	XP_035744243.1
OG0007869	XP_015429841.1	XP_035720905.1
OG0007870	XP_015438370.1	XP_035737383.1, XP_035737373.1
OG0007871	XP_015430422.1	XP_035723269.1
OG0007872	XP_015435025.1, XP_015435026.1	XP_035731118.1
OG0007874	XP_015440477.1	XP_035740062.1
OG0007875	XP_015440540.1	XP_035740146.1
OG0007876	XP_015430863.1	XP_035725322.1
OG0007878	XP_015429468.1	XP_035737768.1
OG0007879	XP_015428690.1	XP_035727110.1
OG0007880	XP_015440430.1	XP_035739762.1
OG0007882	XP_015435959.1	XP_035728242.1
OG0007883	XP_015433731.1	XP_035743027.1
OG0007884	XP_015434423.1	XP_035741171.1
OG0007885	XP_015438708.1	XP_035717693.1
OG0007886	XP_015436056.1	XP_035741679.1
OG0007887	XP_015433102.1	XP_035719761.1
OG0007889	XP_015432600.1	XP_035719756.1
OG0007890	XP_015429738.1	XP_035719141.1
OG0007891	XP_015429300.1	XP_035721534.1, XP_035721535.1
OG0007892	XP_015439822.1	XP_035720861.1
OG0007893	XP_015428700.1	XP_035732195.1
OG0007894	XP_015437835.1	XP_035720608.1
OG0007895	XP_015436954.1	XP_035727780.1
OG0007896	XP_015439513.1	XP_035740248.1
OG0007897	XP_015435646.1, XP_015435641.1	XP_035733821.1
OG0007898	XP_015439857.1	XP_035724008.1
OG0007899	XP_015431898.1	XP_035743133.1
OG0007900	XP_015435550.1	XP_035719888.1
OG0007901	XP_015438897.1	XP_035730387.1
OG0007902	XP_015433339.1	XP_035724517.1
OG0007903	XP_015440245.1	XP_035724506.1
OG0007904	XP_015439139.1	XP_035720138.1
OG0007905	XP_015430355.1	XP_035722705.1
OG0007906	XP_015435502.1	XP_035733939.1
OG0007907	XP_015433755.1	XP_035719216.1
OG0007908	XP_015437182.1	XP_035742815.1
OG0007909	XP_015428504.1	XP_035729212.1, XP_035733062.1, XP_035739126.1, XP_035739127.1, XP_035739128.1, XP_035739129.1, XP_035739130.1, XP_035739125.1
OG0007910	XP_015429032.1	XP_035717821.1
OG0007911	XP_015428922.1	XP_035736704.1, XP_035736703.1
OG0007912	XP_015433015.1	XP_035733026.1, XP_035733027.1
OG0007913	XP_015433478.1, XP_015433471.1, XP_015433464.1	XP_035727827.1
OG0007914	XP_015435024.1	XP_035740866.1
OG0007915	XP_015433600.1	XP_035727687.1
OG0007916	XP_015435524.1	XP_035733972.1
OG0007917	XP_015439515.1	XP_035740242.1
OG0007919	XP_015433355.1	XP_035732526.1
OG0007920	XP_015438206.1	XP_035725864.1
OG0007921	XP_015429679.1	XP_035725231.1
OG0007923	XP_015429446.1	XP_035733031.1
OG0007925	XP_015439398.1	XP_035740361.1
OG0007926	XP_015436970.1	XP_035735679.1, XP_035735688.1, XP_035735713.1, XP_035735696.1, XP_035735705.1
OG0007927	XP_015434411.1	XP_035717900.1
OG0007928	XP_015440424.1	XP_035718590.1
OG0007930	XP_015433265.1	XP_035741339.1
OG0007931	XP_015428958.1	XP_035732786.1
OG0007932	XP_015438218.1	XP_035728679.1
OG0007933	XP_015428993.1	XP_035728204.1, XP_035728203.1, XP_035728206.1
OG0007934	XP_015434400.1	XP_035739704.1
OG0007936	XP_015436006.1	XP_035741898.1
OG0007937	XP_015440429.1	XP_035738071.1
OG0007938	XP_015437615.1	XP_035736874.1
OG0007939	XP_015433019.1	XP_035733163.1
OG0007941	XP_015435523.1	XP_035736199.1
OG0007942	XP_015435033.1	XP_035743165.1
OG0007958	XP_015432081.1	XP_035723703.1
OG0007959	XP_015433659.1	XP_035739864.1
OG0007961	XP_015430523.1	XP_035735932.1
OG0007962	XP_015429079.1	XP_035728057.1
OG0007963	XP_015430883.1	XP_035734896.1
OG0007964	XP_015438193.1, XP_015430108.1, XP_015436946.1	XP_035742872.1
OG0007966	XP_015438552.1	XP_035734701.1
OG0007967	XP_015438623.1	XP_035729218.1
OG0007968	XP_015430356.1	XP_035737596.1, XP_035737595.1
OG0007969	XP_015432497.1	XP_035734142.1
OG0007970	XP_015431873.1	XP_035720439.1
OG0007971	XP_015436478.1	XP_035725055.1
OG0007972	XP_015434056.1	XP_035725076.1
OG0007973	XP_015438359.1	XP_035730265.1
OG0007975	XP_015438922.1	XP_035722216.1
OG0007976	XP_015428506.1	XP_035718415.1
OG0007977	XP_015439587.1	XP_035737850.1
OG0007978	XP_015430525.1	XP_035721978.1
OG0007981	XP_015428830.1	XP_035718993.1
OG0007982	XP_015438544.1	XP_035722297.1
OG0007983	XP_015434804.1	XP_035725778.1
OG0007984	XP_015438535.1	XP_035722581.1
OG0007985	XP_015440049.1	XP_035724773.1
OG0007986	XP_015432067.1	XP_035741925.1
OG0007987	XP_015437827.1	XP_035743296.1
OG0007988	XP_015438165.1	XP_035741022.1
OG0007989	XP_015432375.1	XP_035736425.1
OG0007991	XP_015430690.1	XP_035725359.1
OG0007992	XP_015436104.1	XP_035738276.1
OG0007993	XP_015433656.1, XP_015433654.1	XP_035735398.1
OG0007995	XP_015430760.1	XP_035744051.1
OG0007996	XP_015434611.1	XP_035726305.1
OG0007997	XP_015431842.1	XP_035741990.1
OG0007999	XP_015438216.1	XP_035719784.1, XP_035719780.1
OG0008000	XP_015431058.1	XP_035742362.1
OG0008001	XP_015437386.1	XP_035724030.1
OG0008002	XP_015437646.1	XP_035730068.1
OG0008004	XP_015431890.1	XP_035724465.1
OG0008005	XP_015430894.1	XP_035727802.1
OG0008006	XP_015428469.1	XP_035731756.1, XP_035731757.1
OG0008009	XP_015440536.1	XP_035729425.1
OG0008012	XP_015434803.1	XP_035737243.1
OG0008013	XP_015430625.1	XP_035743810.1
OG0008014	XP_015437753.1, XP_015437754.1	XP_035726338.1, XP_035726337.1
OG0008015	XP_015434020.1	XP_035733567.1
OG0008016	XP_015440398.1	XP_035724439.1
OG0008017	XP_015429223.1	XP_035734309.1
OG0008018	XP_015430537.1	XP_035722137.1
OG0008019	XP_015439903.1	XP_035719681.1
OG0008020	XP_015434054.1	XP_035743332.1
OG0008021	XP_015440082.1	XP_035725170.1
OG0008024	XP_015434819.1	XP_035728002.1
OG0008025	XP_015432423.1	XP_035743185.1
OG0008026	XP_015440428.1	XP_035740156.1
OG0008028	XP_015435953.1	XP_035739920.1
OG0008030	XP_015434956.1	XP_035739136.1
OG0008032	XP_015433524.1	XP_035741075.1
OG0008039	XP_015429301.1	XP_035719220.1
OG0008040	XP_015432083.1	XP_035742311.1
OG0008041	XP_015431823.1	XP_035728859.1
OG0008042	XP_015435458.1	XP_035721783.1
OG0008043	XP_015430546.1	XP_035722750.1
OG0008044	XP_015430362.1	XP_035722738.1
