Orthogroup	Dufourea_novaeangliae	Nasonia_vitripennis
OG0007416	XP_015430304.1	XP_008212293.3
OG0007417	XP_015436847.1	XP_008202927.2
OG0007418	XP_015432124.1	XP_031778309.1
OG0007419	XP_015437537.1	XP_031779975.1, XP_031779976.1
OG0007420	XP_015435951.1	XP_016838747.2
OG0007422	XP_015429285.1	XP_001604585.1
OG0007423	XP_015439045.1	XP_008204051.1
OG0007425	XP_015432315.1	XP_031785979.1
OG0007426	XP_015431339.1	XP_003425833.1
OG0007428	XP_015432824.1	XP_003428026.1
OG0007429	XP_015430101.1	XP_016841851.1
OG0007430	XP_015435739.1	XP_008209671.2
OG0007431	XP_015438014.1	XP_003424312.1
OG0007432	XP_015437213.1	XP_016843681.1
OG0007433	XP_015428724.1	XP_008211689.1
OG0007434	XP_015430030.1	XP_016841929.1
OG0007435	XP_015434119.1	XP_031788892.1, XP_031788893.1, XP_031788891.1
OG0007436	XP_015435490.1	XP_001605629.3
OG0007437	XP_015437291.1	XP_008206600.1
OG0007438	XP_015431662.1	XP_032456208.1, XP_008201926.1
OG0007439	XP_015429763.1	XP_031780254.1
OG0007440	XP_015435977.1	XP_031783644.1
OG0007442	XP_015430990.1	XP_001607688.1
OG0007443	XP_015433573.1	XP_008215608.1
OG0007444	XP_015430661.1	XP_008204928.1
OG0007445	XP_015433386.1	XP_003427586.2
OG0007446	XP_015436022.1	XP_031786748.1
OG0007447	XP_015432345.1	XP_001606013.2
OG0007448	XP_015434552.1	XP_016837692.1
OG0007449	XP_015430568.1	XP_031785201.1
OG0007450	XP_015436951.1	XP_008209890.1
OG0007451	XP_015429802.1	XP_008216797.2
OG0007452	XP_015429163.1	XP_016837200.1
OG0007453	XP_015436509.1	XP_001607627.1
OG0007455	XP_015438070.1	XP_031783800.1
OG0007456	XP_015436766.1	XP_008204289.1
OG0007457	XP_015434286.1	XP_031779886.1
OG0007458	XP_015435741.1	XP_001606006.1
OG0007459	XP_015434277.1	XP_016838578.1
OG0007461	XP_015432116.1	XP_016845546.1
OG0007462	XP_015433423.1, XP_015433422.1	NP_001128393.1
OG0007463	XP_015432804.1	XP_008210504.2
OG0007464	XP_015429352.1	XP_001607772.1
OG0007465	XP_015432320.1	XP_016839773.1
OG0007466	XP_015430215.1	XP_031778559.1
OG0007467	XP_015429790.1	XP_001605267.1
OG0007468	XP_015436814.1	XP_032454270.1
OG0007469	XP_015433950.1	XP_031778829.1
OG0007470	XP_015429444.1	XP_001600063.1
OG0007471	XP_015432405.1	XP_001603222.1
OG0007472	XP_015430349.1	XP_001602539.2
OG0007473	XP_015433231.1	XP_008216163.1
OG0007474	XP_015428632.1	XP_001608145.2
OG0007475	XP_015438091.1	NP_001123268.1
OG0007477	XP_015437611.1	XP_016840180.1
OG0007478	XP_015435030.1	XP_001601181.1
OG0007479	XP_015431527.1	XP_008207966.1
OG0007480	XP_015438520.1	XP_016837016.1, NP_001123218.1
OG0007481	XP_015430603.1	XP_031782840.1
OG0007485	XP_015432071.1	XP_003427705.1
OG0007486	XP_015440135.1	XP_001602821.1
OG0007487	XP_015433756.1	XP_008215394.1
OG0007488	XP_015429652.1	XP_001606539.1
OG0007489	XP_015438652.1	XP_008202097.1
OG0007490	XP_015431971.1	XP_008214456.1
OG0007491	XP_015437779.1	NP_001155850.1, XP_016844688.1
OG0007492	XP_015429840.1	XP_031776625.1, XP_001602825.1
OG0007494	XP_015440097.1	XP_003425818.1
OG0007495	XP_015433574.1	XP_032458057.1
OG0007496	XP_015433374.1	XP_001606840.1
OG0007497	XP_015438360.1	XP_008202169.1
OG0007498	XP_015435991.1	XP_003424208.1
OG0007499	XP_015429830.1	XP_003426724.1
OG0007501	XP_015438924.1	XP_031788164.1
OG0007502	XP_015436765.1	XP_003425848.1
OG0007503	XP_015433263.1	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1
OG0007504	XP_015438170.1	XP_001604416.1
OG0007505	XP_015436933.1	XP_008204888.1
OG0007506	XP_015439938.1	NP_001127785.1, XP_031778367.1
OG0007507	XP_015439528.1	NP_001122408.2, XP_031778055.1
OG0007508	XP_015434348.1	XP_001603578.2
OG0007511	XP_015429140.1	XP_008202965.1
OG0007512	XP_015438342.1	XP_003423857.1
OG0007513	XP_015438676.1	XP_001607368.1
OG0007514	XP_015438368.1	XP_031784227.1
OG0007515	XP_015439300.1	NP_001155068.1
OG0007516	XP_015433803.1	XP_031778490.1
OG0007517	XP_015434146.1	XP_032454610.1
OG0007518	XP_015433506.1	XP_016845761.1
OG0007519	XP_015428972.1	XP_008201964.1
OG0007523	XP_015437852.1	XP_001608036.2
OG0007525	XP_015430152.1	XP_001604646.2
OG0007526	XP_015430636.1	XP_001603138.1
OG0007527	XP_015430151.1	XP_031786933.1, XP_003426889.1
OG0007529	XP_015437868.1	XP_031785557.1
OG0007530	XP_015438643.1	XP_008215383.1
OG0007531	XP_015440519.1	XP_031784786.1
OG0007532	XP_015429935.1	XP_001604649.2
OG0007534	XP_015431612.1	XP_001602343.2
OG0007535	XP_015435349.1	XP_031785355.1, XP_031785302.1
OG0007536	XP_015438959.1	XP_003425314.1
OG0007538	XP_015434333.1	XP_003424560.1
OG0007539	XP_015438658.1	XP_031779254.1
OG0007540	XP_015438524.1	XP_031787306.1
OG0007541	XP_015429197.1	XP_003425003.1
OG0007543	XP_015433267.1	XP_001600720.1
OG0007544	XP_015437839.1	XP_031787751.1
OG0007546	XP_015431441.1	XP_032452245.1
OG0007547	XP_015432219.1	NP_001155050.1
OG0007549	XP_015433452.1	XP_031783045.1, NP_001234887.1
OG0007550	XP_015436723.1	XP_001604519.1
OG0007552	XP_015440027.1	XP_031784351.1
OG0007553	XP_015437060.1	NP_001166278.1
OG0007554	XP_015438168.1	XP_003425038.1
OG0007555	XP_015433268.1	XP_031785493.1
OG0007557	XP_015439644.1	XP_031780462.1, XP_031780463.1
OG0007558	XP_015440195.1	XP_008203648.1
OG0007559	XP_015438314.1	XP_008211795.2
OG0007560	XP_015428438.1	XP_001607036.2
OG0007561	XP_015438444.1	XP_001606656.2
OG0007562	XP_015431649.1	XP_031777917.1
OG0007563	XP_015438649.1	XP_008212595.1
OG0007564	XP_015438800.1	XP_001599110.3, NP_001164356.2, XP_031778331.1
OG0007565	XP_015438186.1	XP_032453950.1
OG0007566	XP_015436355.1	XP_016836856.1, XP_001600382.1, XP_008215107.1
OG0007567	XP_015436386.1, XP_015436387.1	XP_032456848.1
OG0007569	XP_015438045.1	XP_001606360.1, XP_031788136.1
OG0007570	XP_015440525.1	XP_001607294.1
OG0007571	XP_015436702.1	XP_001605554.1, XP_001605540.1
OG0007572	XP_015437989.1	XP_016840252.1
OG0007573	XP_015433337.1	XP_003426959.1
OG0007574	XP_015430896.1	XP_032456614.1
OG0007576	XP_015439552.1	XP_003423956.1
OG0007577	XP_015435370.1	XP_001602378.2
OG0007578	XP_015436296.1	XP_008207025.2
OG0007579	XP_015432766.1	XP_031781500.1
OG0007580	XP_015431248.1	XP_001601096.1
OG0007582	XP_015431191.1	XP_031777972.1, XP_003425589.1, XP_016841883.1
OG0007583	XP_015438447.1, XP_015438448.1, XP_015438449.1	XP_008217811.1
OG0007584	XP_015438849.1	XP_008209531.1
OG0007585	XP_015436512.1	XP_001607768.1, XP_001604452.1
OG0007587	XP_015437887.1	XP_003424691.2
OG0007589	XP_015439667.1	XP_008214814.1
OG0007590	XP_015433295.1	XP_001607479.1, XP_008207232.1
OG0007591	XP_015436708.1	XP_008204317.1
OG0007593	XP_015436272.1	XP_031789413.1
OG0007596	XP_015429699.1, XP_015429700.1	XP_031780398.1
OG0007597	XP_015434991.1	XP_016841156.1
OG0007598	XP_015429317.1	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1
OG0007602	XP_015434023.1	XP_016844224.1
OG0007604	XP_015432514.1	XP_001605555.2
OG0007605	XP_015440290.1	XP_001600973.1, XP_008204780.1
OG0007607	XP_015433004.1	XP_001601799.1
OG0007608	XP_015432150.1	XP_001605794.2
OG0007609	XP_015433667.1	XP_032455309.1
OG0007610	XP_015432749.1	XP_001600325.1
OG0007611	XP_015431841.1	XP_016839306.1
OG0007612	XP_015429451.1	NP_001161334.1
OG0007613	XP_015433260.1	XP_016843537.1
OG0007615	XP_015428600.1	XP_008203208.1
OG0007616	XP_015430874.1	NP_001165854.1
OG0007617	XP_015433824.1	NP_001156932.1, XP_031788689.1
OG0007618	XP_015431318.1	XP_001600882.1
OG0007619	XP_015432983.1	NP_001193393.1
OG0007622	XP_015432371.1	XP_031782820.1
OG0007623	XP_015428882.1	XP_001600663.1
OG0007624	XP_015439172.1	XP_003427547.1
OG0007625	XP_015440513.1	XP_001604826.2
OG0007626	XP_015429401.1	XP_008212899.1
OG0007627	XP_015434474.1	XP_008211961.1
OG0007629	XP_015439741.1	NP_001166087.1
OG0007630	XP_015439284.1	XP_031789091.1
OG0007631	XP_015435417.1	XP_031776999.1
OG0007632	XP_015428904.1	XP_031786374.1
OG0007633	XP_015434558.1	XP_016843091.1
OG0007634	XP_015430756.1	XP_008204569.1
OG0007638	XP_015429832.1	XP_001603911.1
OG0007639	XP_015439357.1	XP_032456820.1
OG0007640	XP_015431327.1	XP_016844043.2
OG0007644	XP_015439195.1	XP_031786836.1
OG0007645	XP_015431037.1	XP_001601757.1
OG0007646	XP_015429073.1	XP_016837210.1
OG0007647	XP_015436614.1	XP_008210039.1
OG0007648	XP_015437026.1	XP_001599511.2
OG0007649	XP_015439126.1	XP_001604675.1
OG0007650	XP_015436418.1	XP_031778933.1
OG0007651	XP_015438322.1	XP_008210404.2
OG0007652	XP_015428988.1	XP_031782789.1
OG0007653	XP_015431783.1	XP_001603682.2
OG0007655	XP_015436949.1	XP_008216270.1
OG0007656	XP_015437513.1	XP_003426992.1
OG0007657	XP_015435787.1	XP_001599859.1
OG0007658	XP_015434385.1	XP_001606188.1
OG0007659	XP_015438609.1	XP_008216692.1
OG0007660	XP_015431598.1	XP_016838811.1
OG0007661	XP_015433713.1	XP_016838616.1
OG0007662	XP_015431944.1	XP_016839443.1
OG0007663	XP_015428952.1	XP_008211910.1
OG0007664	XP_015436210.1	XP_008204265.1
OG0007665	XP_015433126.1	XP_008214624.1
OG0007666	XP_015436907.1	XP_031785208.1
OG0007667	XP_015431597.1	XP_008204034.1
OG0007668	XP_015439301.1	XP_001603424.1
OG0007671	XP_015439614.1	XP_008217228.2
OG0007673	XP_015431397.1	XP_001604229.1
OG0007675	XP_015433076.1	XP_031782620.1
OG0007676	XP_015433706.1	XP_016839990.1
OG0007677	XP_015437731.1	XP_001607967.2
OG0007678	XP_015431959.1	XP_031783294.1
OG0007679	XP_015432801.1	XP_001605964.1
OG0007680	XP_015436299.1	XP_001605131.1
OG0007682	XP_015435011.1	XP_001606372.1
OG0007683	XP_015435300.1	XP_032454654.1
OG0007684	XP_015439670.1	NP_001164390.1, XP_031778372.1
OG0007685	XP_015436028.1	XP_031784586.1
OG0007686	XP_015429158.1	XP_031788411.1
OG0007687	XP_015436036.1	NP_001153497.1
OG0007688	XP_015433785.1	XP_001599603.1
OG0007690	XP_015436391.1	XP_001604403.1
OG0007692	XP_015436396.1	XP_031786948.1
OG0007694	XP_015439595.1	XP_003426057.1
OG0007695	XP_015428622.1	XP_001601396.2
OG0007697	XP_015428822.1	XP_031787514.1
OG0007699	XP_015429367.1	XP_016844493.1
OG0007700	XP_015438963.1	XP_031788238.2
OG0007702	XP_015439491.1	NP_001136168.1
OG0007704	XP_015433125.1	XP_031786369.1
OG0007705	XP_015437751.1	XP_003426067.1
OG0007707	XP_015432032.1	XP_003426379.1
OG0007708	XP_015431639.1	XP_016841899.1
OG0007709	XP_015440092.1	XP_031785180.1
OG0007710	XP_015432424.1	XP_016845440.1, XP_016845439.1, XP_031786640.1
OG0007711	XP_015436677.1	XP_031785891.1
OG0007712	XP_015439402.1	XP_032452744.1, XP_008203065.1, XP_008203066.1
OG0007714	XP_015437862.1	XP_008216309.1
OG0007715	XP_015429288.1	XP_003424771.1
OG0007716	XP_015433172.1	XP_001604126.2
OG0007717	XP_015439197.1	XP_001604913.2
OG0007718	XP_015435625.1	XP_031777952.1
OG0007719	XP_015439221.1	XP_008206193.1
OG0007720	XP_015430684.1	XP_031787539.1
OG0007721	XP_015434326.1	XP_001604437.1
OG0007722	XP_015433593.1	XP_008205334.1
OG0007723	XP_015431828.1	XP_031782339.1
OG0007726	XP_015431453.1	XP_003426812.1
OG0007728	XP_015438974.1	XP_031787225.1
OG0007730	XP_015439288.1	XP_008214794.1
OG0007731	XP_015438083.1	XP_001602982.1
OG0007732	XP_015431103.1	XP_016844452.1
OG0007733	XP_015428526.1	XP_001600305.1
OG0007734	XP_015429998.1	XP_031778166.1
OG0007735	XP_015430421.1	XP_031783233.1
OG0007736	XP_015436129.1	XP_003424812.1
OG0007737	XP_015436695.1	XP_031782036.1
OG0007738	XP_015437665.1	XP_008207414.2
OG0007739	XP_015440246.1	XP_008204852.1
OG0007741	XP_015430474.1	XP_001603197.1
OG0007742	XP_015438901.1	XP_032451753.1, XP_032451752.1
OG0007743	XP_015437846.1	XP_001602573.1
OG0007744	XP_015435441.1	XP_031782596.1
OG0007745	XP_015428779.1	XP_003424608.1
OG0007746	XP_015439673.1	XP_016837582.1
OG0007747	XP_015431913.1	XP_008207525.2
OG0007748	XP_015432567.1	XP_031778600.1
OG0007750	XP_015429735.1	XP_031780777.1
OG0007751	XP_015435850.1	NP_001152815.1, XP_008215062.1
OG0007752	XP_015438791.1	XP_016839804.1
OG0007753	XP_015432292.1	XP_016844520.1
OG0007754	XP_015429836.1	NP_001155160.1
OG0007755	XP_015430622.1	XP_016845496.1
OG0007758	XP_015428497.1	XP_008204543.1
OG0007759	XP_015438734.1	XP_031785336.1
OG0007760	XP_015432577.1	XP_001602527.3
OG0007761	XP_015428991.1	XP_008202911.1
OG0007763	XP_015429202.1	XP_001604935.1
OG0007764	XP_015433411.1	XP_001606585.2
OG0007768	XP_015439216.1	XP_001606537.1
OG0007769	XP_015434143.1	XP_001607218.1
OG0007770	XP_015436371.1, XP_015436370.1	XP_008202614.1
OG0007771	XP_015428981.1	XP_032454440.1
OG0007772	XP_015436253.1	XP_031787956.1
OG0007773	XP_015432418.1	XP_031777943.1
OG0007775	XP_015440018.1	XP_031781135.1
OG0007776	XP_015437920.1	XP_016836701.1
OG0007777	XP_015429803.1	XP_031781103.1
OG0007778	XP_015429775.1	XP_032453593.1
OG0007779	XP_015435063.1	XP_032452919.1
OG0007780	XP_015433624.1	XP_016841750.1
OG0007783	XP_015438978.1	XP_031779322.1
OG0007785	XP_015431933.1	XP_003424912.2
OG0007787	XP_015437576.1	XP_001603368.1
OG0007789	XP_015430856.1	XP_016839167.1
OG0007791	XP_015434935.1	XP_001604415.1
OG0007793	XP_015430876.1	XP_001608250.2
OG0007794	XP_015431176.1	XP_016842304.1
OG0007795	XP_015430082.1	XP_008204030.1
OG0007796	XP_015434587.1	NP_001135428.1
OG0007797	XP_015429513.1	XP_016841278.1
OG0007798	XP_015433221.1	XP_031787919.1
OG0007799	XP_015439174.1	XP_031779328.1
OG0007801	XP_015437096.1	XP_001605943.1
OG0007802	XP_015429315.1	XP_008209713.1
OG0007803	XP_015432499.1	XP_008209164.1
OG0007804	XP_015431311.1	XP_031782127.1
OG0007805	XP_015440283.1, XP_015440278.1	XP_031788334.1
OG0007806	XP_015435949.1	XP_001602220.1
OG0007808	XP_015429584.1	XP_001606722.1
OG0007809	XP_015428688.1	XP_031788076.1
OG0007810	XP_015437536.1	XP_008206938.1
OG0007811	XP_015438046.1	XP_001607700.1
OG0007812	XP_015430012.1	XP_016844316.1
OG0007813	XP_015430223.1	XP_016837845.1
OG0007814	XP_015434051.1	XP_001603163.2
OG0007815	XP_015428902.1	XP_008204173.1
OG0007816	XP_015432993.1	XP_031786738.1, NP_001129658.1
OG0007818	XP_015438764.1	XP_008209885.1, XP_031780738.1
OG0007819	XP_015437840.1	XP_001602242.1
OG0007821	XP_015439984.1	XP_008205904.1
OG0007822	XP_015429528.1	XP_031787626.1
OG0007823	XP_015437908.1	XP_031779593.1
OG0007824	XP_015437038.1	XP_008210718.1
OG0007826	XP_015436277.1	XP_001605079.1
OG0007827	XP_015433454.1	XP_031779180.1
OG0007828	XP_015439992.1	NP_001166858.1
OG0007829	XP_015432660.1	XP_031781490.1, XP_032457637.1, XP_031781491.1
OG0007830	XP_015429729.1	XP_032454084.1
OG0007831	XP_015437095.1	XP_003424198.1
OG0007832	XP_015429269.1	XP_003427029.1
OG0007835	XP_015430318.1	XP_016845855.1
OG0007836	XP_015436668.1	XP_001602291.2
OG0007837	XP_015432123.1	XP_001604351.1
OG0007838	XP_015437286.1	XP_031784515.1
OG0007839	XP_015437209.1	NP_001161197.1
OG0007840	XP_015439707.1	XP_008211581.1
OG0007841	XP_015432530.1	XP_008211719.2
OG0007842	XP_015438382.1	XP_003426609.1
OG0007843	XP_015432827.1	XP_001604128.1
OG0007844	XP_015433633.1	XP_001604483.1
OG0007845	XP_015436945.1	XP_003424158.1, XP_032453416.1
OG0007846	XP_015432198.1	XP_031789524.1
OG0007848	XP_015436012.1	XP_032457277.1
OG0007849	XP_015433407.1	XP_016842359.1
OG0007850	XP_015431203.1	XP_003425658.1
OG0007851	XP_015439053.1	XP_016841074.1
OG0007852	XP_015435983.1	XP_001605476.2
OG0007853	XP_015434620.1	XP_031776605.1
OG0007856	XP_015432086.1	XP_031782014.1
OG0007857	XP_015431209.1	XP_031785498.1
OG0007858	XP_015435634.1	XP_001607174.1
OG0007859	XP_015434415.1	XP_031782311.1
OG0007860	XP_015438953.1	XP_031788395.1
OG0007861	XP_015429099.1	XP_001608187.1
OG0007862	XP_015434145.1	XP_001604506.2
OG0007863	XP_015437462.1	XP_008208254.1
OG0007864	XP_015436435.1	XP_001601024.2
OG0007865	XP_015430922.1	XP_031787654.1
OG0007868	XP_015437765.1	XP_001603244.1
OG0007869	XP_015429841.1	XP_016837282.1
OG0007870	XP_015438370.1	XP_003425105.1
OG0007872	XP_015435025.1, XP_015435026.1	XP_008204767.1
OG0007874	XP_015440477.1	XP_031784928.1
OG0007875	XP_015440540.1	XP_008211441.1
OG0007876	XP_015430863.1	XP_008211330.1
OG0007877	XP_015429523.1	XP_031777178.1
OG0007880	XP_015440430.1	XP_003427877.1
OG0007882	XP_015435959.1	XP_016839889.1
OG0007883	XP_015433731.1	XP_016839631.1
OG0007884	XP_015434423.1	XP_008204943.1
OG0007885	XP_015438708.1	XP_016837482.1
OG0007886	XP_015436056.1	XP_016840988.1, NP_001123524.1
OG0007887	XP_015433102.1	XP_001600850.1
OG0007889	XP_015432600.1	XP_001606414.3
OG0007890	XP_015429738.1	XP_008203504.1
OG0007891	XP_015429300.1	XP_031777558.1, XP_001605324.2
OG0007892	XP_015439822.1	XP_001600109.2
OG0007893	XP_015428700.1	XP_001605082.1
OG0007894	XP_015437835.1	XP_001604282.3
OG0007895	XP_015436954.1	XP_001602339.2
OG0007898	XP_015439857.1	XP_031784465.1
OG0007900	XP_015435550.1	XP_031781304.1, XP_031781305.1
OG0007901	XP_015438897.1	XP_003424657.1
OG0007902	XP_015433339.1	XP_008205475.1
OG0007903	XP_015440245.1	XP_001599413.4
OG0007904	XP_015439139.1	XP_008216956.1
OG0007905	XP_015430355.1	XP_031784567.1
OG0007908	XP_015437182.1	XP_008207834.1, XP_008207833.1
OG0007909	XP_015428504.1	XP_001600893.1
OG0007910	XP_015429032.1	XP_001601570.2
OG0007911	XP_015428922.1	XP_001606881.1
OG0007912	XP_015433015.1	XP_031784840.1
OG0007914	XP_015435024.1	XP_003425497.1
OG0007915	XP_015433600.1	XP_008202090.1
OG0007916	XP_015435524.1	XP_008214105.1
OG0007917	XP_015439515.1	XP_003423858.1
OG0007918	XP_015438356.1	XP_016844919.1
OG0007919	XP_015433355.1	XP_008208678.1
OG0007920	XP_015438206.1	XP_016839145.1
OG0007921	XP_015429679.1	XP_016836815.1, XP_016836817.1
OG0007922	XP_015429694.1	XP_016838961.1
OG0007923	XP_015429446.1	XP_008215897.2
OG0007925	XP_015439398.1	XP_001604355.2
OG0007927	XP_015434411.1	XP_031782380.1
OG0007930	XP_015433265.1	XP_003426450.1
OG0007931	XP_015428958.1	XP_003428231.1
OG0007933	XP_015428993.1	XP_008213504.1
OG0007934	XP_015434400.1	XP_016842325.1
OG0007936	XP_015436006.1	XP_031787607.1
OG0007937	XP_015440429.1	XP_016844040.1, XP_016844041.1, XP_016844042.1
OG0007938	XP_015437615.1	XP_031787840.1
OG0007941	XP_015435523.1	XP_001601448.2
OG0007942	XP_015435033.1	XP_008213381.1
OG0007952	XP_015436570.1	XP_031789327.1
OG0007958	XP_015432081.1	NP_001155061.1
OG0007960	XP_015429345.1	XP_003427152.1, XP_001605618.2
OG0007961	XP_015430523.1	XP_032455516.1
OG0007962	XP_015429079.1	XP_001599035.1
OG0007963	XP_015430883.1	NP_001165851.1
OG0007964	XP_015438193.1, XP_015430108.1, XP_015436946.1	XP_031787178.1
OG0007966	XP_015438552.1	XP_031786885.1
OG0007967	XP_015438623.1	XP_008202167.1, XP_008202164.1
OG0007968	XP_015430356.1	XP_001599727.1
OG0007970	XP_015431873.1	XP_001603626.1
OG0007971	XP_015436478.1	XP_016844090.1
OG0007972	XP_015434056.1	XP_008213532.1, XP_008213531.1
OG0007973	XP_015438359.1	XP_003427574.2
OG0007974	XP_015438114.1	XP_003425021.1
OG0007975	XP_015438922.1	XP_031788629.1
OG0007976	XP_015428506.1	XP_008206928.1, XP_001602935.2
OG0007977	XP_015439587.1	XP_031776759.1
OG0007978	XP_015430525.1	XP_001604251.1
OG0007981	XP_015428830.1	XP_001603121.2
OG0007982	XP_015438544.1	XP_003426096.3, XP_031788896.1
OG0007983	XP_015434804.1	XP_001605312.2
OG0007984	XP_015438535.1	XP_001602032.1
OG0007985	XP_015440049.1	XP_001601010.1
OG0007986	XP_015432067.1	XP_003428020.1
OG0007987	XP_015437827.1	XP_001607483.1
OG0007988	XP_015438165.1	XP_001599516.2
OG0007989	XP_015432375.1	XP_003428149.1
OG0007990	XP_015434290.1	XP_003424699.1
OG0007991	XP_015430690.1	XP_003427507.1
OG0007992	XP_015436104.1	XP_031780339.1
OG0007994	XP_015436137.1	XP_031784564.1
OG0007995	XP_015430760.1	XP_001603842.3
OG0007996	XP_015434611.1	XP_016845654.1
OG0007997	XP_015431842.1	XP_001607242.2
OG0007998	XP_015439900.1	XP_008204104.1
OG0008000	XP_015431058.1	XP_008213083.1
OG0008001	XP_015437386.1	XP_031783478.1
OG0008002	XP_015437646.1	XP_031779196.1
OG0008003	XP_015438821.1	XP_001602214.2
OG0008005	XP_015430894.1	XP_016844891.1
OG0008006	XP_015428469.1	XP_001603332.2
OG0008008	XP_015438975.1	XP_008206807.1
OG0008011	XP_015433637.1	XP_016837853.1
OG0008012	XP_015434803.1	XP_031787560.1, XP_032456324.1
OG0008013	XP_015430625.1	XP_031780151.1
OG0008014	XP_015437753.1, XP_015437754.1	XP_031783707.1
OG0008015	XP_015434020.1	XP_001604287.2
OG0008017	XP_015429223.1	XP_008215484.1
OG0008019	XP_015439903.1	NP_001136158.1
OG0008020	XP_015434054.1	XP_001603009.1
OG0008021	XP_015440082.1	NP_001127784.2, XP_008212395.1
OG0008026	XP_015440428.1	XP_001605368.1
OG0008028	XP_015435953.1	XP_031782315.1
OG0008030	XP_015434956.1	XP_008203760.1, XP_032453979.1
OG0008032	XP_015433524.1	XP_016837114.1
OG0008035	XP_015434369.1	XP_031787553.1
OG0008038	XP_015434389.1	XP_031789488.1, XP_031789483.1
OG0008039	XP_015429301.1	NP_001135881.1
OG0008040	XP_015432083.1	XP_031777262.1, XP_031777265.1
OG0008041	XP_015431823.1	XP_003425372.1
OG0008042	XP_015435458.1	XP_031788912.1
OG0008044	XP_015430362.1	XP_032452021.1
OG0008045	XP_015430475.1	XP_031783280.1
OG0008047	XP_015435865.1	XP_008203366.1
OG0008049	XP_015434664.1	XP_001606078.1
OG0008051	XP_015429855.1, XP_015429853.1	XP_001607485.1
OG0008053	XP_015431503.1	NP_001153404.1, XP_031778332.1
OG0008055	XP_015440342.1	XP_031783274.1
OG0008057	XP_015433107.1	NP_001166085.1
OG0008058	XP_015432831.1	NP_001123219.2
OG0008059	XP_015430116.1	XP_008215425.1
OG0008060	XP_015438146.1, XP_015429917.1	XP_003425025.1
OG0008061	XP_015439056.1	XP_001608024.2, XP_003424578.1
OG0008062	XP_015432293.1	XP_031784676.1
OG0008064	XP_015439089.1	XP_008216966.1
OG0008065	XP_015433998.1	XP_016838513.1
OG0008068	XP_015434903.1	XP_016845236.2
OG0008069	XP_015435196.1	XP_003424582.1
OG0008070	XP_015432673.1	XP_008216369.1
OG0008071	XP_015440205.1	XP_008217805.1
OG0008074	XP_015439269.1	XP_003424540.1
OG0008076	XP_015433135.1	XP_001601833.1
OG0008077	XP_015435972.1	XP_003424441.1
OG0008078	XP_015431812.1	XP_001603280.1
OG0008079	XP_015432440.1	XP_008213414.1
OG0008081	XP_015438715.1	XP_031784981.1
OG0008084	XP_015432010.1	XP_001602858.1
OG0008085	XP_015435560.1	XP_001606856.1
OG0008086	XP_015433508.1	XP_001602403.1
OG0008087	XP_015438233.1	XP_031780482.1, XP_032451741.1, XP_008208196.1, XP_008208195.1, XP_032451742.1
OG0008088	XP_015432828.1	XP_008210398.1
OG0008089	XP_015428420.1	XP_031783268.2
OG0008090	XP_015433123.1	XP_001602976.1
OG0008091	XP_015439693.1	XP_031785762.1
OG0008092	XP_015430173.1	XP_003426648.1
OG0008093	XP_015428416.1	XP_031783343.1
OG0008094	XP_015433001.1	XP_003426333.1
OG0008096	XP_015432956.1	XP_031788729.1
OG0008097	XP_015433999.1	XP_001606772.1, XP_008202302.1
OG0008099	XP_015432113.1	XP_008205428.1, NP_001161252.1
OG0008101	XP_015430796.1	XP_016840843.1
OG0008103	XP_015434132.1	XP_001599705.1
OG0008104	XP_015438773.1	XP_008214055.1
OG0008106	XP_015430646.1	XP_001604702.1
OG0008114	XP_015434153.1	XP_031782162.1
OG0008115	XP_015433722.1	XP_031779655.1
OG0008116	XP_015434606.1	XP_031779678.1
OG0008119	XP_015439378.1	XP_008216686.1, XP_032453958.1
OG0008120	XP_015433936.1	XP_003427376.1
OG0008121	XP_015433300.1	XP_031780955.1
OG0008122	XP_015438343.1	XP_031780566.1
OG0008124	XP_015428494.1	XP_001602562.2, XP_008210371.2
OG0008125	XP_015435108.1	XP_008203221.1
OG0008127	XP_015431924.1	XP_008202277.2
OG0008128	XP_015438539.1	XP_001607357.1
OG0008130	XP_015428549.1	XP_008215743.1
OG0008131	XP_015438961.1	XP_032453025.1
OG0008133	XP_015430266.1	XP_031780163.2
OG0008134	XP_015430545.1	XP_008216077.2
OG0008135	XP_015431016.1	XP_008205729.1
OG0008136	XP_015434293.1	XP_003426380.1
OG0008137	XP_015434939.1	XP_016844855.1
OG0008138	XP_015440295.1	XP_016843855.1
OG0008140	XP_015437577.1	NP_001161255.1
OG0008142	XP_015434238.1	XP_003427098.1
OG0008143	XP_015437706.1	XP_016839454.1
OG0008144	XP_015432241.1	NP_001136030.1
OG0008146	XP_015432634.1	XP_031787713.1
OG0008147	XP_015429553.1	XP_008206246.1, XP_001603585.2
OG0008148	XP_015434679.1	XP_003425850.1
OG0008149	XP_015433717.1	XP_016843064.1, XP_003426112.1
OG0008150	XP_015439184.1	XP_016839540.1, XP_031782367.1
OG0008151	XP_015430160.1	XP_032457741.1
OG0008153	XP_015437202.1	XP_008207863.1
OG0008154	XP_015436264.1	XP_031776886.1
OG0008155	XP_015437205.1	XP_003424423.1
