Orthogroup	Tribolium_castaneum	Nomia_melanderi
OG0006846	XP_008200228.1	XP_031841010.1
OG0006847	XP_968855.1	XP_031840621.1
OG0006848	XP_966912.1	XP_031843444.1
OG0006849	XP_973889.1	XP_031837660.1
OG0006850	XP_968036.1	XP_031846811.1
OG0006851	XP_008191501.1	XP_031839442.1
OG0006852	XP_972612.1	XP_031832612.1
OG0006853	XP_015838861.1, XP_015838550.1	XP_031832870.1
OG0006854	XP_008198303.1	XP_031842210.1
OG0006855	XP_967365.1	XP_031827636.1
OG0006857	XP_970243.1	XP_031827093.1
OG0006858	XP_974639.2	XP_031843774.1
OG0006859	XP_972684.2	XP_031832998.1
OG0006860	XP_008197065.1	XP_031837671.1
OG0006861	XP_973169.1	XP_031833034.1
OG0006862	XP_973840.1	XP_031840714.1
OG0006863	XP_008195646.1	XP_031848593.1
OG0006864	XP_971028.1	XP_031831774.1
OG0006865	XP_008199716.1	XP_031835792.1
OG0006866	XP_972465.1	XP_031842559.1
OG0006867	XP_970573.1	XP_031834403.1
OG0006868	NP_001073566.1	XP_031850355.1
OG0006869	XP_969347.1	XP_031837771.1
OG0006870	XP_974317.1	XP_031844766.1
OG0006871	XP_008195652.1	XP_031845615.1
OG0006872	XP_974477.1	XP_031841987.1
OG0006873	XP_967096.2	XP_031830237.1
OG0006874	XP_015840782.1	XP_031829924.1
OG0006875	XP_974756.1	XP_031835359.1
OG0006876	XP_967493.1	XP_031826488.1
OG0006877	XP_008196773.1	XP_031850565.1
OG0006878	XP_971683.1	XP_031849251.1
OG0006879	XP_972215.1	XP_031847493.1
OG0006880	XP_001814678.1	XP_031847482.1
OG0006882	XP_969550.1	XP_031825349.1
OG0006883	XP_001810604.1	XP_031831289.1, XP_031831290.1
OG0006884	XP_969487.1	XP_031833768.1
OG0006885	XP_968609.1	XP_031849392.1
OG0006886	XP_001808466.1	XP_031829868.1
OG0006887	XP_008195222.1	XP_031834723.1
OG0006888	XP_975355.1	XP_031832994.1
OG0006889	XP_008193286.1, XP_001812086.2	XP_031844665.1, XP_031844637.1, XP_031844657.1, XP_031844647.1
OG0006890	XP_970659.1	XP_031843859.1
OG0006891	XP_967650.1	XP_031845995.1
OG0006892	XP_967727.1	XP_031840413.1
OG0006893	XP_001809758.1	XP_031848767.1
OG0006894	XP_008197375.1	XP_031843288.1
OG0006895	XP_970263.1	XP_031829693.1
OG0006896	XP_971537.1	XP_031831473.1
OG0006897	XP_967765.1	XP_031825769.1
OG0006898	XP_008198813.1	XP_031834313.1
OG0006899	XP_008193923.1	XP_031831986.1
OG0006900	XP_973438.1	XP_031830509.1
OG0006901	XP_008200465.1	XP_031833757.1
OG0006902	XP_971215.1	XP_031850237.1
OG0006903	XP_975500.1	XP_031836855.1
OG0006904	XP_975208.1	XP_031844424.1
OG0006906	XP_008197831.1	XP_031825410.1
OG0006907	XP_971517.1	XP_031834040.1
OG0006908	NP_001161316.1	XP_031834410.1
OG0006909	XP_970132.1	XP_031832844.1
OG0006910	XP_975276.2	XP_031842303.1
OG0006911	XP_973298.1	XP_031848046.1
OG0006912	XP_976374.2, XP_972708.1	XP_031835173.1
OG0006914	XP_008195322.1	XP_031832558.1
OG0006915	XP_974961.2	XP_031832513.1
OG0006916	XP_008195174.1	XP_031842340.1
OG0006917	XP_971422.1	XP_031838582.1
OG0006918	XP_975625.1	XP_031833607.1
OG0006919	XP_966691.1, XP_015836563.1	XP_031827195.1
OG0006920	XP_967471.1	XP_031844023.1
OG0006921	XP_969427.1	XP_031828259.1
OG0006922	XP_969227.1	XP_031842940.1
OG0006923	XP_008201338.1	XP_031843833.1
OG0006924	XP_971629.2	XP_031841195.1
OG0006925	XP_969171.1	XP_031846034.1
OG0006927	XP_971530.1	XP_031836025.1
OG0006928	XP_008193413.1	XP_031832265.1
OG0006929	XP_970082.1	XP_031830270.1
OG0006930	XP_974995.1	XP_031838220.1
OG0006931	XP_973754.1	XP_031850266.1
OG0006932	XP_008195383.1	XP_031842593.1
OG0006933	XP_015838764.1	XP_031840943.1
OG0006935	XP_966334.1	XP_031828232.1
OG0006936	XP_015837768.1	XP_031832792.1
OG0006937	XP_968403.3	XP_031847285.1
OG0006938	XP_969840.1	XP_031833256.1
OG0006939	XP_972739.1	XP_031834415.1
OG0006940	XP_008199995.1	XP_031832899.1
OG0006941	XP_008195762.1	XP_031848208.1
OG0006942	XP_015836050.1, XP_015836048.1, XP_015836047.1	XP_031843417.1, XP_031843420.1
OG0006944	XP_008201060.1	XP_031844327.1
OG0006945	XP_969203.2	XP_031828061.1
OG0006946	XP_008200288.1	XP_031840170.1
OG0006947	XP_973570.1	XP_031833731.1, XP_031833735.1
OG0006948	XP_008198270.1	XP_031836790.1
OG0006949	XP_015838201.1	XP_031850010.1
OG0006950	XP_973480.2	XP_031842575.1
OG0006951	XP_970204.1	XP_031841710.1
OG0006952	XP_015835630.1	XP_031831927.1
OG0006953	XP_015839532.1	XP_031829518.1
OG0006954	XP_967467.2	XP_031844733.1
OG0006956	XP_015833966.1	XP_031834491.1
OG0006957	XP_973468.3	XP_031832441.1
OG0006958	NP_001164082.1	XP_031849314.1
OG0006960	XP_969509.2	XP_031826062.1
OG0006961	XP_015836438.1	XP_031842665.1
OG0006962	XP_974286.2	XP_031845611.1
OG0006963	XP_008195284.1	XP_031831173.1
OG0006964	XP_001812612.1, XP_008195821.1	XP_031846773.1
OG0006965	XP_973950.3	XP_031835389.1
OG0006966	XP_971551.3	XP_031836979.1
OG0006967	XP_008198761.1	XP_031845304.1
OG0006968	XP_008200646.1	XP_031842478.1
OG0006969	XP_969750.1	XP_031829675.1
OG0006970	XP_001814289.1	XP_031828687.1
OG0006971	XP_015839300.1	XP_031829928.1
OG0006972	XP_008192700.1	XP_031828654.1
OG0006973	XP_972631.1	XP_031845748.1
OG0006974	XP_008196668.1	XP_031832703.1
OG0006975	XP_008196993.1	XP_031832894.1
OG0006976	XP_972571.3	XP_031828366.1
OG0006977	NP_001135924.1, XP_008195061.1	XP_031845897.1
OG0006978	XP_968458.1	XP_031840416.1
OG0006979	XP_008195999.1	XP_031826675.1
OG0006980	XP_008194484.1	XP_031841611.1
OG0006981	XP_973880.2	XP_031826586.1
OG0006982	XP_001809957.2	XP_031835570.1
OG0006983	XP_008191400.1	XP_031826672.1
OG0006985	XP_008195301.1	XP_031842329.1
OG0006986	XP_008195731.1	XP_031843989.1
OG0006987	XP_008193981.1	XP_031835089.1
OG0006988	XP_008193701.1	XP_031846612.1
OG0006989	XP_001814386.1	XP_031848339.1
OG0006990	XP_008191786.1	XP_031845548.1
OG0006991	XP_008196992.2	XP_031844573.1
OG0006992	XP_008200240.1	XP_031839500.1
OG0006993	XP_015833265.1	XP_031840427.1
OG0006994	XP_969934.1	XP_031825399.1
OG0006995	XP_971396.2	XP_031828413.1
OG0006996	XP_015833010.1	XP_031829578.1
OG0006997	XP_974845.1	XP_031826699.1
OG0006998	XP_008200604.1	XP_031838741.1
OG0006999	XP_008191989.1	XP_031845505.1
OG0007000	XP_008194861.2	XP_031834142.1
OG0007001	XP_008197627.1	XP_031829435.1
OG0007002	XP_008197274.1	XP_031828020.1
OG0007003	XP_001813943.1	XP_031831786.1
OG0007004	XP_968438.1	XP_031847550.1
OG0007006	XP_972330.1	XP_031825611.1
OG0007007	XP_008201495.2, NP_001034502.1	XP_031834365.1
OG0007008	XP_015838590.1	XP_031847627.1
OG0007009	XP_970941.1	XP_031845577.1
OG0007010	XP_975275.1	XP_031838807.1
OG0007011	XP_008191582.1	XP_031830484.1, XP_031830483.1
OG0007012	XP_008191039.1	XP_031833210.1
OG0007014	XP_971484.2	XP_031840768.1
OG0007015	XP_008201097.1	XP_031848775.1, XP_031832304.1
OG0007016	XP_971522.3	XP_031845385.1
OG0007017	XP_969718.2	XP_031846749.1
OG0007018	XP_969135.2	XP_031828504.1
OG0007019	XP_008198020.1	XP_031829961.1
OG0007020	XP_971952.1	XP_031843227.1
OG0007022	XP_966401.2	XP_031832553.1
OG0007023	XP_973447.1	XP_031831362.1
OG0007024	XP_008196115.1	XP_031832165.1
OG0007025	XP_008199146.1	XP_031846541.1
OG0007026	XP_973490.1	XP_031825896.1
OG0007027	XP_972814.1	XP_031829951.1
OG0007028	XP_008196432.1	XP_031832448.1
OG0007029	XP_015833018.1	XP_031835636.1
OG0007030	XP_008196307.1	XP_031848192.1
OG0007031	XP_970259.1	XP_031842415.1
OG0007032	XP_970738.2, NP_001164234.1	XP_031846911.1
OG0007033	XP_008193579.1	XP_031844083.1
OG0007034	XP_967786.3	XP_031847369.1
OG0007035	XP_966789.1	XP_031829700.1
OG0007036	XP_971978.1	XP_031828291.1
OG0007038	XP_968695.1	XP_031843057.1
OG0007039	XP_015837702.1	XP_031837371.1
OG0007040	XP_008199016.1	XP_031847747.1
OG0007041	NP_001153714.1	XP_031827907.1
OG0007042	XP_008191672.1	XP_031840324.1
OG0007043	XP_967929.2	XP_031830828.1
OG0007044	XP_001813224.1	XP_031838552.1
OG0007045	XP_974163.1	XP_031827064.1
OG0007046	XP_008193053.1	XP_031843913.1
OG0007047	XP_008200722.1	XP_031837252.1
OG0007048	XP_008201554.1	XP_031843275.1
OG0007049	XP_008192076.1	XP_031834656.1
OG0007050	XP_008195902.1	XP_031839428.1
OG0007051	XP_015838964.1	XP_031826924.1
OG0007052	XP_966811.1	XP_031844303.1
OG0007053	XP_008201283.1	XP_031848595.1
OG0007054	XP_008195404.1	XP_031826312.1
OG0007055	XP_008196147.1	XP_031841816.1
OG0007056	XP_008198233.1	XP_031825723.1
OG0007057	XP_008201718.1	XP_031844804.1
OG0007058	XP_015838147.1	XP_031843911.1
OG0007059	NP_001123908.1	XP_031847617.1
OG0007060	XP_015840829.1	XP_031837057.1
OG0007061	XP_015836514.1	XP_031840667.1
OG0007062	XP_973732.1	XP_031827376.1
OG0007063	XP_974423.1	XP_031827708.1
OG0007064	XP_973384.2	XP_031837411.1
OG0007065	XP_970566.1	XP_031842791.1
OG0007066	XP_008197648.1	XP_031843627.1
OG0007067	NP_001280524.1	XP_031827168.1
OG0007068	XP_008192032.1	XP_031841056.1
OG0007069	XP_001812376.1	XP_031844364.1
OG0007070	XP_969516.1	XP_031835103.1
OG0007071	XP_967534.2	XP_031849729.1
OG0007072	XP_008197736.1	XP_031828027.1
OG0007073	XP_008195158.1	XP_031848194.1
OG0007074	XP_001808956.1	XP_031838327.1
OG0007075	XP_008190891.1	XP_031831678.1
OG0007076	XP_008200897.1	XP_031830397.1
OG0007077	XP_001814707.1	XP_031842726.1
OG0007078	XP_973267.1	XP_031830364.1
OG0007079	XP_008197621.1	XP_031836872.1
OG0007080	XP_008196696.1	XP_031833132.1
OG0007081	XP_974701.1	XP_031846988.1
OG0007082	XP_008193543.1	XP_031831009.1
OG0007083	XP_972683.3	XP_031828766.1
OG0007084	XP_015836586.1	XP_031828782.1
OG0007085	XP_970857.2	XP_031840286.1
OG0007086	XP_008198238.1	XP_031828952.1
OG0007088	XP_971540.1	XP_031829963.1
OG0007089	XP_008191778.1	XP_031832542.1
OG0007090	XP_015833371.1	XP_031846001.1
OG0007091	XP_015835224.1	XP_031848345.1
OG0007092	XP_972003.1	XP_031826812.1
OG0007093	XP_971236.1	XP_031848837.1
OG0007094	XP_970123.1	XP_031838075.1
OG0007095	XP_975675.1	XP_031826446.1
OG0007096	XP_008190416.1	XP_031840654.1
OG0007097	XP_008197904.1	XP_031847356.1
OG0007098	XP_008193305.1	XP_031846874.1
OG0007099	XP_008194038.1	XP_031830049.1
OG0007100	XP_008201411.1	XP_031838372.1
OG0007101	XP_966919.1	XP_031833857.1
OG0007102	XP_974278.2	XP_031833842.1
OG0007103	XP_969098.1	XP_031849498.1
OG0007104	XP_966692.1	XP_031846405.1
OG0007105	XP_972929.2	XP_031825646.1
OG0007106	XP_008191478.1	XP_031838772.1
OG0007107	XP_001810630.1	XP_031840230.1
OG0007108	XP_008196119.1	XP_031839947.1
OG0007109	XP_008192381.1	XP_031827257.1
OG0007110	XP_971072.1	XP_031845181.1
OG0007111	XP_008190418.1	XP_031840810.1
OG0007112	XP_969599.2	XP_031840736.1
OG0007113	XP_974276.1	XP_031839114.1
OG0007114	XP_015839247.1	XP_031849678.1, XP_031849677.1
OG0007115	XP_015835463.1	XP_031830217.1
OG0007116	XP_967634.1	XP_031840905.1
OG0007117	XP_015833128.1	XP_031843199.1
OG0007118	XP_971485.1	XP_031835498.1
OG0007119	XP_008192226.1	XP_031848190.1
OG0007120	XP_015840874.1	XP_031825772.1
OG0007121	XP_972051.1	XP_031827575.1
OG0007122	XP_015835775.1	XP_031827048.1
OG0007123	XP_001809966.1	XP_031840689.1
OG0007124	XP_975626.3	XP_031835924.1
OG0007125	XP_008193970.1	XP_031833474.1
OG0007126	XP_001812383.1	XP_031827138.1
OG0007127	XP_972542.1	XP_031845724.1
OG0007128	XP_015833446.1	XP_031847126.1
OG0007129	XP_971515.1	XP_031847908.1
OG0007130	XP_015840059.1	XP_031845572.1
OG0007131	XP_015838202.1	XP_031828424.1
OG0007132	XP_973337.1	XP_031829583.1
OG0007133	XP_969706.1	XP_031848277.1
OG0007134	XP_973727.1	XP_031843548.1
OG0007135	XP_008196769.1	XP_031844343.1
OG0007136	XP_008198288.1	XP_031842293.1
OG0007137	XP_971875.2	XP_031832997.1
OG0007138	XP_008196761.1	XP_031839443.1
OG0007139	XP_015835882.1	XP_031827815.1
OG0007140	XP_971592.1	XP_031835439.1
OG0007141	XP_969519.1, XP_967683.1	XP_031844378.1
OG0007142	XP_008190912.1	XP_031840611.1
OG0007143	XP_008192184.1	XP_031829560.1
OG0007144	XP_975269.1	XP_031828131.1
OG0007145	XP_966534.1	XP_031837133.1
OG0007146	XP_969419.1	XP_031830866.1
OG0007147	XP_015833137.1	XP_031833150.1
OG0007148	XP_966613.1	XP_031849956.1
OG0007149	NP_001161912.1	XP_031840067.1
OG0007150	XP_008197796.1	XP_031836806.1
OG0007151	XP_008194161.1	XP_031841344.1
OG0007152	XP_008200700.1	XP_031849334.1
OG0007153	XP_971137.1	XP_031833292.1
OG0007154	XP_971457.1	XP_031847054.1
OG0007155	XP_008199264.1	XP_031826993.1
OG0007156	XP_971047.1	XP_031829671.1
OG0007157	XP_008190697.1	XP_031847194.1
OG0007158	XP_015838005.1	XP_031846774.1
OG0007159	XP_966996.1	XP_031827698.1
OG0007160	XP_969040.2	XP_031836769.1
OG0007161	XP_967197.1	XP_031847408.1
OG0007162	XP_008192313.1	XP_031838295.1
OG0007163	NP_001103903.1	XP_031848130.1
OG0007164	XP_973842.1	XP_031834042.1
OG0007165	XP_008194930.1	XP_031829987.1
OG0007166	XP_967328.1	XP_031826115.1
OG0007168	XP_974633.1	XP_031844510.1
OG0007169	XP_969130.2	XP_031827930.1
OG0007171	XP_969670.3	XP_031839113.1
OG0007173	XP_974792.1	XP_031844226.1
OG0007174	XP_975635.1	XP_031831320.1
OG0007175	XP_968222.2	XP_031833756.1
OG0007176	XP_008199627.1	XP_031832814.1
OG0007178	XP_969971.1	XP_031845617.1
OG0007179	XP_015838696.1	XP_031835487.1
OG0007180	XP_015838690.1	XP_031848354.1
OG0007181	XP_008198645.1, XP_008198647.1	XP_031842532.1
OG0007182	XP_968551.1	XP_031840942.1
OG0007183	XP_008195882.1	XP_031844284.1
OG0007184	XP_015832906.1	XP_031834205.1
OG0007185	XP_008196296.1	XP_031833545.1
OG0007186	XP_015839447.1	XP_031844229.1
OG0007187	XP_968231.1	XP_031844702.1
OG0007188	XP_971149.1	XP_031850144.1
OG0007189	XP_015838931.1, NP_001036036.1	XP_031840457.1
OG0007190	XP_969008.2	XP_031840626.1
OG0007192	XP_975105.3	XP_031829975.1
OG0007193	XP_008201042.1	XP_031829810.1
OG0007194	XP_008201563.1	XP_031847629.1
OG0007195	XP_001815629.1	XP_031840713.1
OG0007196	XP_008192248.1	XP_031829782.1
OG0007197	XP_008195661.1	XP_031843331.1
OG0007198	XP_975504.1	XP_031826745.1
OG0007199	XP_967923.1	XP_031842131.1
OG0007200	XP_008190461.1	XP_031836797.1
OG0007201	XP_008192657.1	XP_031849253.1
OG0007202	XP_001811434.1	XP_031831871.1
OG0007203	XP_001814107.1	XP_031834170.1
OG0007204	XP_008201248.1, NP_001038090.1, NP_001036813.1	XP_031846350.1
OG0007205	XP_008197825.1	XP_031836314.1
OG0007206	XP_008195323.1	XP_031843867.1
OG0007208	XP_968840.1	XP_031832269.1
OG0007209	XP_008195715.1	XP_031832367.1
OG0007210	XP_015840541.1	XP_031838716.1
OG0007211	XP_008193025.1	XP_031838648.1
OG0007212	XP_966496.1	XP_031833651.1
OG0007213	XP_015835477.1	XP_031836856.1
OG0007214	XP_015837044.1, NP_001034536.1	XP_031831209.1
OG0007216	XP_015833514.1	XP_031830242.1
OG0007217	XP_008194411.1	XP_031850146.1
OG0007218	XP_001815244.2	XP_031833910.1
OG0007219	XP_008199269.2	XP_031836997.1
OG0007220	XP_971766.1	XP_031827066.1
OG0007221	XP_015840172.1, XP_015840182.1	XP_031846109.1
OG0007222	XP_973105.1	XP_031846378.1
OG0007223	XP_967839.1	XP_031845561.1
OG0007225	XP_971019.1	XP_031837859.1
OG0007226	XP_969731.1	XP_031825915.1
OG0007227	XP_968441.2	XP_031836200.1
OG0007228	XP_975059.2	XP_031846831.1
OG0007229	XP_975201.1	XP_031826424.1
OG0007230	XP_969003.3	XP_031830572.1
OG0007231	XP_008191602.1	XP_031834917.1
OG0007232	XP_969887.1	XP_031834468.1, XP_031834467.1
OG0007233	NP_001034494.1	XP_031832834.1
OG0007234	XP_008200633.1	XP_031842902.1
OG0007235	XP_015838601.1	XP_031843104.1
OG0007236	XP_015834042.1	XP_031835060.1
OG0007237	XP_008198009.2	XP_031830015.1
OG0007238	XP_969925.2	XP_031832868.1, XP_031832869.1
OG0007239	XP_967995.2	XP_031828174.1
OG0007240	XP_008198372.1	XP_031838370.1
OG0007241	XP_001812287.1	XP_031829579.1
OG0007242	XP_015840640.1	XP_031830112.1
OG0007243	XP_967524.1	XP_031842247.1
OG0007244	XP_008198257.1	XP_031838584.1
OG0007245	XP_973962.1	XP_031832540.1
OG0007247	XP_008193996.1	XP_031843072.1
OG0007248	XP_008195420.1	XP_031833603.1
OG0007249	XP_008191719.1	XP_031825812.1
OG0007250	XP_971879.2	XP_031828155.1
OG0007251	XP_969311.1	XP_031841737.1
OG0007252	XP_015833838.1	XP_031836994.1
OG0007253	XP_969241.1	XP_031838271.1
OG0007254	XP_001811450.1	XP_031840005.1
OG0007255	XP_015834601.1	XP_031837442.1
OG0007256	XP_008200730.1	XP_031839204.1
OG0007257	XP_008191981.1	XP_031838310.1
OG0007259	XP_008190963.1	XP_031826371.1
OG0007260	XP_008193034.1	XP_031848083.1
OG0007262	XP_008190807.1	XP_031849700.1
OG0007263	XP_973446.3	XP_031830385.1
OG0007264	XP_015840525.1	XP_031825457.1
OG0007265	XP_970112.1	XP_031847135.1
OG0007267	XP_015838527.1	XP_031835466.1, XP_031835467.1
OG0007268	XP_001812757.1	XP_031844562.1
OG0007269	XP_967400.1	XP_031827018.1
OG0007270	XP_008190728.1	XP_031845783.1
OG0007271	XP_974100.1	XP_031849198.1
OG0007272	XP_975616.1	XP_031846628.1
OG0007273	XP_008201268.1	XP_031849474.1
OG0007275	XP_966940.1	XP_031829447.1
OG0007276	XP_971936.1	XP_031825942.1
OG0007277	XP_008192620.1	XP_031834867.1, XP_031834858.1
OG0007278	XP_967748.1	XP_031832198.1
OG0007279	XP_008193020.1	XP_031846525.1
OG0007280	XP_008200287.1	XP_031839802.1
OG0007281	XP_001807104.1	XP_031825976.1
OG0007282	XP_972905.1	XP_031839429.1
OG0007283	XP_973892.2	XP_031828746.1
OG0007284	XP_008190394.1	XP_031845473.1
OG0007285	XP_970257.1	XP_031849926.1
OG0007286	XP_008196323.1	XP_031825642.1
OG0007287	XP_969070.1	XP_031849468.1
OG0007288	XP_015839619.1, NP_001164152.1	XP_031833220.1
OG0007289	XP_001809986.1	XP_031849102.1
OG0007290	XP_972144.1	XP_031847363.1
OG0007291	XP_974635.1	XP_031840673.1
OG0007292	XP_015833859.1	XP_031836983.1
OG0007293	XP_008200359.1	XP_031834956.1
OG0007294	XP_968165.1	XP_031827482.1
OG0007295	XP_008200637.1	XP_031848841.1
OG0007297	XP_969394.1	XP_031850383.1
OG0007298	XP_966727.1	XP_031825679.1
OG0007299	XP_967657.1	XP_031846071.1
OG0007300	XP_008201418.1	XP_031826447.1
OG0007301	XP_975432.1	XP_031846016.1
OG0007302	XP_008196093.1	XP_031828605.1
OG0007303	XP_967428.1	XP_031831169.1
OG0007304	XP_008199397.1	XP_031842599.1
OG0007305	XP_008191060.1	XP_031835503.1
OG0007306	XP_008191539.1	XP_031840765.1
OG0007307	XP_974006.1	XP_031850255.1
OG0007308	XP_015840372.1	XP_031841291.1
OG0007309	XP_008195093.1, XP_008195092.1	XP_031847467.1
OG0007311	XP_968887.1	XP_031833326.1
OG0007312	XP_973963.1	XP_031834768.1, XP_031848874.1
OG0007313	XP_968704.1	XP_031835774.1
OG0007314	XP_015838869.1	XP_031845102.1
OG0007315	XP_008191493.1	XP_031838618.1
OG0007316	XP_015835093.1	XP_031845512.1
OG0007317	XP_008193043.1	XP_031831014.1
OG0007318	XP_971349.1	XP_031833581.1
OG0007319	XP_968103.1	XP_031846363.1
OG0007320	XP_969453.1	XP_031847122.1
OG0007321	XP_008198269.1	XP_031835249.1
OG0007322	XP_008192069.1	XP_031831892.1
OG0007323	XP_008197212.1	XP_031835221.1
OG0007324	XP_974603.1	XP_031845381.1
OG0007325	XP_008192969.1	XP_031847555.1
OG0007326	XP_974584.2	XP_031829367.1
OG0007327	XP_975414.2	XP_031838675.1
OG0007328	XP_008193320.1	XP_031833949.1
OG0007329	XP_974735.1	XP_031842314.1
OG0007330	XP_008201148.1	XP_031849503.1
OG0007331	XP_969224.2	XP_031848653.1
OG0007332	XP_971037.1	XP_031850154.1
OG0007333	XP_015832914.1	XP_031843226.1
OG0007334	XP_015838807.1	XP_031829674.1
OG0007335	XP_971953.1	XP_031826100.1
OG0007336	XP_008194234.2	XP_031840218.1
OG0007337	XP_008191355.1	XP_031846659.1
OG0007338	XP_008197688.1	XP_031850219.1
OG0007339	XP_015840528.1	XP_031836586.1
OG0007340	XP_008191178.1, NP_001164142.1	XP_031849684.1
OG0007341	XP_001810176.2	XP_031848580.1, XP_031848579.1
OG0007342	XP_972350.2	XP_031835986.1
OG0007343	XP_008194632.1	XP_031835739.1
OG0007344	XP_015837006.1	XP_031843769.1
OG0007345	NP_001034499.1	XP_031839995.1
OG0007346	XP_015835530.1	XP_031849387.1
OG0007347	XP_008190899.1	XP_031831329.1, XP_031839670.1
OG0007348	XP_008193614.1	XP_031829686.1
OG0007349	XP_015840822.1	XP_031840666.1
OG0007350	XP_015838467.1	XP_031826244.1
OG0007351	XP_972294.2	XP_031830274.1
OG0007352	XP_008201623.1	XP_031828606.1
OG0007353	XP_971778.1	XP_031834740.1, XP_031834739.1
OG0007355	XP_008195845.1	XP_031826958.1
OG0007356	XP_970427.1	XP_031829062.1
OG0007357	XP_972041.1	XP_031840080.1
OG0007358	XP_008197965.1	XP_031848160.1
OG0007359	XP_015834573.1	XP_031833200.1
OG0007360	XP_008192581.1	XP_031847974.1
OG0007361	XP_015838693.1	XP_031848310.1
OG0007362	XP_008192342.1	XP_031830862.1
OG0007363	XP_970873.1	XP_031832406.1
OG0007364	XP_972870.1	XP_031849226.1
OG0007365	XP_975158.1	XP_031830748.1
OG0007366	XP_008199209.1	XP_031845884.1
OG0007367	XP_008197362.1	XP_031850177.1
OG0007368	XP_973716.2	XP_031831515.1
OG0007369	XP_008200052.1	XP_031844687.1
OG0007370	XP_967040.1	XP_031842560.1
OG0007371	XP_969497.1	XP_031849290.1
OG0007372	XP_967896.1	XP_031845256.1
OG0007373	XP_015839467.1, NP_001107810.1	XP_031836569.1
OG0007374	XP_015840615.1	XP_031840237.1
OG0007375	XP_015835021.1	XP_031849354.1
OG0007376	XP_008199884.1	XP_031836019.1
OG0007377	XP_015834849.1	XP_031848635.1
OG0007378	XP_008194255.1	XP_031843762.1
OG0007379	XP_008194717.1	XP_031841763.1
OG0007380	XP_008196564.1	XP_031832578.1
OG0007381	XP_015834977.1	XP_031845811.1
OG0007382	XP_008196370.1	XP_031848680.1
OG0007383	XP_008199108.1	XP_031841435.1
OG0007384	XP_008195826.1	XP_031847635.1
OG0007385	XP_015838449.1	XP_031837286.1
OG0007386	XP_008201422.1	XP_031846134.1
OG0007387	XP_008195616.1	XP_031833803.1
OG0007388	XP_015834926.1	XP_031829020.1
OG0007389	XP_967416.1	XP_031839869.1
OG0007390	XP_015837796.1	XP_031849850.1
OG0007391	XP_015834734.1, XP_015834735.1, XP_015834736.1	XP_031845540.1
OG0007392	XP_015836550.1	XP_031847657.1
OG0007393	XP_008192063.2	XP_031845566.1
OG0007394	XP_974748.1	XP_031838802.1
OG0007395	XP_015834017.1	XP_031832747.1
OG0007396	XP_008190721.1	XP_031837009.1
OG0007397	XP_969461.1	XP_031828803.1
OG0007398	XP_008198081.1	XP_031830939.1
OG0007399	XP_975345.2	XP_031825535.1
OG0007401	XP_008194941.1	XP_031825378.1
OG0007402	XP_008196910.1	XP_031832937.1
OG0007403	NP_001164293.1	XP_031825633.1
OG0007404	XP_008196416.1	XP_031833726.1
OG0007405	XP_008200386.1	XP_031848273.1
OG0007406	XP_015835690.1	XP_031837000.1
OG0007407	XP_015833344.1	XP_031844709.1
OG0007408	XP_008198691.1	XP_031838811.1
OG0007409	XP_008201165.1	XP_031845180.1
OG0007410	XP_969609.1	XP_031839432.1
OG0007411	XP_008195877.1	XP_031847420.1
OG0007412	XP_015836078.1	XP_031850153.1
OG0007413	XP_968346.2	XP_031850005.1
OG0007414	XP_968074.1	XP_031849456.1
OG0007415	XP_970543.1	XP_031849137.1
OG0007416	XP_008193121.1	XP_031848763.1, XP_031848749.1
OG0007417	XP_008195391.1	XP_031837484.1
OG0007418	XP_008194460.1	XP_031827379.1
OG0007419	XP_970878.1	XP_031847032.1
OG0007420	XP_972406.2	XP_031831957.1
OG0007421	XP_970052.1, XP_969906.2	XP_031838059.1
OG0007422	XP_967756.1	XP_031838360.1
OG0007423	XP_008191818.1	XP_031837126.1
OG0007424	XP_008191009.1	XP_031837086.1
OG0007425	XP_008195160.1	XP_031847650.1
OG0007426	XP_008192974.1	XP_031843789.1
OG0007428	XP_015837641.1	XP_031839431.1
OG0007429	XP_974929.1	XP_031827340.1
OG0007430	XP_971970.1	XP_031845866.1
OG0007431	XP_972831.1	XP_031836752.1
OG0007432	XP_015834570.1	XP_031838831.1
OG0007433	XP_008193451.1	XP_031829153.1
OG0007434	XP_971391.1	XP_031846786.1
OG0007435	XP_008196148.1	XP_031848539.1
OG0007436	XP_008199883.1	XP_031849898.1
OG0007437	XP_008194162.1	XP_031835369.1
OG0007438	XP_008191282.1	XP_031834428.1
OG0007439	XP_008193999.1	XP_031829274.1
OG0007440	XP_008190900.1	XP_031828012.1
OG0007441	XP_008199194.1	XP_031831332.1
OG0007442	XP_967193.1	XP_031846484.1
OG0007443	XP_008190293.1	XP_031841115.1
OG0007444	XP_015834518.1	XP_031845368.1
OG0007445	XP_015837450.1	XP_031833458.1
OG0007446	XP_008191462.1	XP_031847255.1
OG0007447	XP_969728.1	XP_031832376.1
OG0007448	XP_008201074.1	XP_031842160.1
OG0007449	XP_015838817.1	XP_031830214.1
OG0007450	XP_972477.1	XP_031826238.1
OG0007451	XP_015833693.1	XP_031826516.1
OG0007452	XP_008199691.1	XP_031843305.1
OG0007453	XP_008193139.1	XP_031842274.1
OG0007454	XP_008190905.1	XP_031826133.1
