Orthogroup	Tribolium_castaneum	Solenopsis_invicta
OG0006415	XP_015837698.1, XP_015837695.1	XP_025991635.1
OG0006416	XP_973026.1	XP_011172610.1
OG0006417	XP_008195262.1	XP_039312152.1, XP_039312151.1
OG0006418	XP_015834030.1	XP_025991348.1
OG0006419	XP_975423.1	XP_011157849.1
OG0006420	XP_975447.1	XP_011175660.1
OG0006421	XP_015839225.1	XP_025988665.2
OG0006422	XP_970089.1	XP_011171069.1
OG0006423	XP_008193406.1	XP_039307358.1
OG0006424	XP_008197285.1	XP_039312804.1
OG0006425	XP_967594.1	XP_039311124.1
OG0006426	XP_970005.1	XP_011166575.1
OG0006427	XP_967239.1	XP_011159580.1
OG0006428	XP_015835351.1	XP_039302255.1
OG0006429	XP_015838597.1, XP_015838592.1	XP_011176247.1
OG0006431	XP_967482.1	XP_011175541.1
OG0006432	XP_008192443.1	XP_011158894.2
OG0006433	XP_008195500.1	XP_039304130.1, XP_011175173.1
OG0006434	XP_008198977.1	XP_011176006.1
OG0006435	XP_008196000.1	XP_011159664.2
OG0006437	XP_008190829.1	XP_011166538.1
OG0006438	XP_974586.1	XP_025994002.2
OG0006439	XP_972658.1	XP_025994547.2
OG0006440	XP_973240.2	XP_011162848.1
OG0006441	XP_973953.2	XP_039310099.1
OG0006442	XP_967088.1	XP_011164341.1, XP_011164339.1
OG0006443	XP_970720.1	XP_011173603.1
OG0006444	XP_968770.1	XP_011155553.1
OG0006445	XP_968396.2	XP_011159349.1
OG0006446	XP_008193494.1	XP_011156009.2, XP_039310128.1
OG0006447	XP_008198789.1	XP_011159527.1
OG0006448	XP_966816.1	XP_011164332.2
OG0006449	XP_008191527.1, XP_008200414.1	XP_011170093.1
OG0006450	XP_008196630.1	XP_039311906.1, XP_011159995.1
OG0006451	XP_972120.1	XP_011166450.1
OG0006452	XP_969562.1	XP_025994803.1
OG0006454	XP_001810629.1	XP_011162841.1
OG0006455	XP_015840692.1	XP_025986969.2
OG0006456	XP_975491.1	XP_011158785.1
OG0006457	XP_971596.1	XP_011175818.1
OG0006459	XP_015840501.1	XP_011159549.2
OG0006460	XP_008194721.1	XP_025989473.1
OG0006462	XP_008190692.1, NP_001034526.1	XP_011163222.1
OG0006463	XP_971577.2	XP_039309141.1
OG0006464	XP_001813884.2	XP_011169409.1
OG0006465	XP_008193545.1, XP_008193544.1	XP_039313701.1
OG0006466	XP_970735.1	XP_011162077.1
OG0006467	XP_008193210.1	XP_011160756.1
OG0006468	XP_970419.2, XP_015836661.1, XP_015840389.1	XP_011173335.1
OG0006469	XP_008199426.1	XP_011166486.1
OG0006470	XP_015838948.1, XP_015838947.1	XP_039314721.1
OG0006471	XP_015838045.1	XP_011168622.1
OG0006472	XP_008197389.1	XP_039314149.1
OG0006473	XP_015839075.1	XP_011175426.1
OG0006474	XP_015838946.1, XP_015840119.1	XP_025989430.1
OG0006476	XP_967236.1	XP_025991362.2
OG0006477	XP_966732.1	XP_011167962.1
OG0006478	XP_015839380.1	XP_011158446.1
OG0006480	XP_974460.1	XP_011167697.1
OG0006482	XP_008195897.1	XP_011166393.1
OG0006483	XP_015840054.1	XP_025987606.1
OG0006484	XP_015833919.1	XP_039305928.1
OG0006485	XP_970704.1	XP_025993647.2
OG0006486	NP_001034501.1	XP_025993950.1
OG0006488	XP_975046.1	XP_011161557.1
OG0006489	XP_975178.1	XP_039302220.1, XP_011164246.1
OG0006490	XP_008200796.2	XP_011156270.2
OG0006491	XP_974195.1	XP_025988853.2
OG0006492	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2	XP_011159872.1
OG0006493	XP_974653.1	XP_039304189.1
OG0006494	XP_015836407.1	XP_011170724.1
OG0006495	XP_008193526.1	XP_025988646.1
OG0006496	XP_015835810.1	XP_039314073.1
OG0006497	XP_968788.2	XP_039307574.1
OG0006498	XP_968216.1	XP_025997238.1, XP_039313589.1
OG0006499	XP_015837754.1	XP_039305585.1
OG0006500	XP_008201619.1	XP_011159870.1
OG0006501	XP_971919.1	XP_025986145.1
OG0006502	XP_008190868.1	XP_011161841.1, XP_025988953.1
OG0006503	XP_008197741.1	XP_011161443.1
OG0006504	XP_015838512.1	XP_039305131.1
OG0006505	XP_972170.1	XP_039311023.1
OG0006506	XP_008191365.1	XP_011168337.1
OG0006507	XP_015837209.1	XP_039307604.1
OG0006508	XP_972197.1	XP_039311593.1
OG0006509	XP_008197902.1	XP_039314180.1, XP_039314181.1
OG0006510	XP_970302.1	XP_039310881.1
OG0006511	XP_008192857.1	XP_011175693.1, XP_011175692.1
OG0006512	XP_015840657.1	XP_011170513.3
OG0006513	XP_966706.1	XP_011170512.1
OG0006514	XP_015839674.1	XP_011164205.1
OG0006515	XP_008199871.2	XP_011167362.1
OG0006516	XP_968072.1	XP_011173610.2
OG0006517	XP_008196560.1	XP_025990004.1
OG0006518	XP_969385.2, XP_008193040.1	XP_011168015.1
OG0006519	XP_974169.1	XP_011167262.1
OG0006520	XP_008192744.1	XP_011168037.1
OG0006521	XP_975406.1	XP_039313358.1
OG0006522	XP_008195578.1	XP_011170689.2
OG0006523	XP_015834602.1	XP_011155949.3
OG0006524	XP_975575.1	XP_025994697.1
OG0006525	XP_973643.1	XP_011172944.1
OG0006526	XP_008200345.1	XP_039312923.1
OG0006527	XP_970294.2	XP_011162858.1
OG0006528	XP_015833785.1	XP_025990126.1
OG0006529	XP_972074.1	XP_039302450.1
OG0006530	XP_970036.2	XP_039314502.1, XP_011172382.2
OG0006531	XP_015836152.1, XP_001812872.1, XP_015836153.1	XP_039311631.1
OG0006532	XP_975337.1	XP_025996167.1, XP_025996168.1
OG0006533	XP_974988.1	XP_011165918.1
OG0006534	XP_008198523.1, XP_015839091.1	XP_011156979.1
OG0006535	XP_001810533.2	XP_025995766.2
OG0006536	XP_008196325.1	XP_011167625.2
OG0006537	XP_008195255.1	XP_025986856.1
OG0006538	NP_001280506.1	XP_039308372.1
OG0006539	XP_967878.1	XP_011159271.1
OG0006540	XP_015834054.1	XP_011172094.1
OG0006541	XP_975332.1	XP_039307972.1
OG0006542	XP_969181.2	XP_039313351.1
OG0006543	XP_967443.3	XP_039312315.1
OG0006544	XP_015834618.1	XP_011157489.1
OG0006545	XP_008194661.1, XP_015836341.1	XP_039303592.1
OG0006546	XP_973591.1	XP_011162157.1
OG0006547	XP_973505.1	XP_011170204.2, XP_011170203.2
OG0006548	XP_008196394.1	XP_011169372.1
OG0006549	XP_967047.1	XP_011166260.1
OG0006550	XP_967967.1	XP_039312569.1
OG0006551	XP_008192790.1	XP_011160725.2
OG0006552	XP_008195219.1	XP_025991438.1
OG0006553	XP_015835850.1	XP_011162827.1
OG0006554	XP_968301.1	XP_039306850.1
OG0006555	XP_972655.1	XP_039310536.1
OG0006556	XP_015836858.1	XP_011169374.1
OG0006557	XP_008201037.1	XP_011162222.2
OG0006558	XP_008197665.1	XP_011164542.2
OG0006559	XP_015839389.1	XP_039313234.1
OG0006560	XP_008200220.1	XP_011164544.2
OG0006561	XP_975968.1	XP_025992921.1
OG0006562	XP_015840271.1, XP_966939.1	XP_011169588.1
OG0006565	XP_008195658.1	XP_011172199.1
OG0006566	XP_015839213.1	XP_039304025.1
OG0006568	XP_974413.2	XP_011170778.1
OG0006569	XP_015839917.1	XP_039311984.1, XP_039315438.1, XP_039314841.1, XP_039305720.1, XP_039304132.1, XP_039306190.1, XP_039302991.1, XP_039306808.1
OG0006570	XP_008195778.1, XP_015837542.1	XP_025995770.1
OG0006571	XP_008200123.1	XP_025996402.1
OG0006572	XP_008194128.1	XP_025990305.2
OG0006573	XP_001812698.1	XP_011167713.1
OG0006574	XP_015836129.1	XP_025988965.1
OG0006576	XP_001814014.1	XP_011156358.1
OG0006577	XP_008195043.1	XP_011157800.1
OG0006578	XP_015834847.1	XP_025994004.1
OG0006579	XP_008196799.1	XP_025997255.1, XP_039308259.1
OG0006580	XP_969232.1	XP_011167006.1
OG0006581	XP_008198570.1	XP_011164646.2
OG0006582	XP_008197636.1	XP_039305110.1
OG0006583	XP_008191437.1	XP_011156000.1
OG0006584	XP_974486.2	XP_025988081.1
OG0006586	XP_001811993.1	XP_011169581.1
OG0006587	XP_971352.1	XP_011166267.1, XP_011166266.1
OG0006588	XP_971928.3	XP_039306701.1
OG0006589	XP_974815.1	XP_011162360.1
OG0006590	XP_008194131.1	XP_039306686.1
OG0006591	XP_968338.2	XP_011156757.1
OG0006592	XP_969575.1	XP_011173354.1
OG0006593	XP_015839312.1	XP_039305005.1
OG0006594	XP_970747.3	XP_011159876.1
OG0006595	XP_008192400.1	XP_011160244.2
OG0006596	XP_969219.2	XP_039313634.1
OG0006597	XP_008197106.1	XP_011169186.2
OG0006598	XP_001812786.1	XP_011166715.1
OG0006599	XP_008201205.1	XP_039313776.1
OG0006600	XP_015835340.1	XP_025993622.2
OG0006602	XP_015838644.1	XP_039313990.1
OG0006603	XP_001812268.1	XP_039315293.1
OG0006604	XP_008200193.1	XP_011165083.1
OG0006605	XP_968777.1	XP_011164000.2
OG0006606	XP_008201281.1	XP_025986979.2
OG0006607	XP_015833320.1	XP_011176016.2
OG0006608	XP_975582.3	XP_025987884.1
OG0006609	XP_015836966.1	XP_025992183.1
OG0006610	XP_970236.1	XP_025991344.2
OG0006611	XP_015832873.1	XP_025985854.1
OG0006612	XP_001811995.1	XP_011172028.1
OG0006613	XP_015839413.1, XP_015840241.1	XP_025997533.2, XP_039307709.1
OG0006614	XP_015837421.1	XP_025991088.1
OG0006615	XP_008192595.1	XP_011175355.1
OG0006616	XP_974463.1	XP_025986561.1
OG0006617	XP_970707.2	XP_011159983.2
OG0006618	XP_008199450.1	XP_011164256.1
OG0006619	XP_971096.1	XP_011166368.1
OG0006620	XP_015834239.1	XP_011167720.2
OG0006621	XP_015839076.1	XP_039302681.1
OG0006622	XP_972125.2	XP_039315041.1
OG0006623	XP_008193284.1	XP_011170783.1
OG0006624	XP_008195886.1	XP_025986093.1
OG0006625	XP_008196488.1, XP_971042.2	XP_039306525.1
OG0006626	XP_015836069.1	XP_039307982.1
OG0006627	XP_008195334.1	XP_011166205.1
OG0006628	XP_970549.1	XP_011157255.1
OG0006629	XP_967779.1	XP_011168275.1, XP_011168274.1
OG0006630	XP_008191652.1	XP_011165948.1
OG0006631	XP_015839544.1	XP_011157933.1
OG0006632	XP_974395.1	XP_011169767.1
OG0006634	XP_008193940.1	XP_025993711.2
OG0006635	XP_966682.1	XP_011166768.1
OG0006636	XP_008198300.1	XP_011165614.2
OG0006637	XP_008190846.1	XP_039309880.1
OG0006638	XP_008195200.1	XP_039306535.1, XP_011175208.1
OG0006639	XP_001809693.1	XP_039314846.1
OG0006641	XP_015838319.1	XP_025990359.1
OG0006642	XP_969290.1	XP_039310868.1
OG0006643	XP_971303.1	XP_039303894.1
OG0006644	XP_008197454.1	XP_039313374.1
OG0006645	XP_008191049.1	XP_039312683.1
OG0006646	XP_969314.1	XP_039309830.1
OG0006647	XP_971753.1	XP_011170777.1
OG0006648	XP_974443.1	XP_011158040.1
OG0006649	XP_015835408.1	XP_025996569.1
OG0006650	XP_015840844.1	XP_039311832.1
OG0006651	NP_001164316.1	XP_011160808.2
OG0006652	XP_015840704.1	XP_039310625.1
OG0006653	XP_015835038.1	XP_025989117.1
OG0006654	XP_975015.2	XP_025992893.1
OG0006655	XP_008201159.1	XP_011162143.1
OG0006656	XP_008200689.1	XP_011176029.1
OG0006657	XP_975509.1, XP_008195939.1	XP_011168510.1
OG0006658	XP_008195756.1	XP_011163947.1
OG0006659	NP_001034500.1	XP_025992074.2
OG0006660	XP_974079.1	XP_039312006.1
OG0006661	XP_970246.2	XP_011155897.1
OG0006662	XP_015834463.1	XP_039307590.1
OG0006663	XP_969233.2	XP_025992115.1
OG0006664	XP_015836349.1	XP_039310080.1
OG0006665	XP_008197421.1	XP_039306705.1, XP_011157372.1
OG0006666	XP_015838197.1	XP_011158410.2
OG0006667	XP_015834568.1, XP_008192104.1	XP_025997063.1
OG0006669	XP_008192367.1, XP_008192368.1	XP_039312382.1
OG0006670	XP_008200740.1	XP_039303286.1
OG0006671	XP_008195132.1	XP_011170097.1
OG0006672	XP_008191966.1	XP_039305298.1
OG0006673	XP_970412.1	XP_039307640.1
OG0006674	XP_015839554.1	XP_039314815.1, XP_011175470.2
OG0006675	XP_973940.1, XP_008193334.1	XP_011162421.1
OG0006676	XP_967082.1	XP_011159310.1
OG0006677	XP_008193090.1	XP_039308268.1
OG0006679	XP_001808926.2	XP_011159985.2
OG0006680	XP_008194824.1	XP_011175927.1
OG0006681	XP_969055.2	XP_039312014.1
OG0006682	XP_968578.2	XP_011167756.1
OG0006683	XP_971628.1	XP_039314013.1
OG0006684	XP_975522.1	XP_011168054.2
OG0006685	XP_008191780.1	XP_025991920.1
OG0006687	XP_974665.1	XP_011167703.1
OG0006688	XP_008193708.1	XP_011173080.1
OG0006689	XP_975139.1	XP_011160932.1, XP_025995140.1
OG0006690	XP_972919.1	XP_011167391.1
OG0006691	XP_969962.1	XP_011167820.1
OG0006692	XP_975260.1	XP_011161550.1, XP_039309771.1
OG0006693	XP_015835689.1	XP_011168205.2
OG0006694	XP_008193306.1	XP_011161846.1
OG0006695	XP_008198934.1	XP_025990102.1
OG0006696	XP_008192904.1	XP_011170507.1
OG0006698	XP_008191226.1	XP_011156862.1
OG0006699	XP_971167.2	XP_025991565.1
OG0006700	XP_970813.1	XP_011156083.2
OG0006701	XP_971600.1	XP_011163585.1
OG0006702	XP_970182.1	XP_039313986.1
OG0006703	XP_008190969.1	XP_011173493.1
OG0006704	XP_008195726.1	XP_011175299.1
OG0006705	XP_967295.2	XP_011161036.2, XP_025990692.2
OG0006706	XP_008195161.2, XP_015836743.1	XP_011158054.1
OG0006707	XP_008195856.1	XP_011163412.1
OG0006708	XP_967066.1	XP_025990886.1
OG0006710	XP_967766.1	XP_011159959.2
OG0006711	XP_008195936.1	XP_011166138.1
OG0006714	XP_015833500.1	XP_011161962.1
OG0006716	XP_975456.1	XP_039305032.1
OG0006717	XP_008197051.1, XP_008197052.1	XP_039304472.1, XP_011157516.1
OG0006718	XP_008197973.1, XP_968710.2, XP_015840283.1	XP_025987145.2
OG0006719	NP_001092297.1, XP_015837047.1, NP_001092296.1	XP_039308751.1
OG0006720	XP_008195359.1	XP_011165522.2
OG0006721	XP_001812516.2	XP_011171450.1, XP_011171451.1
OG0006722	XP_001809969.1	XP_039308756.1, XP_011171737.1
OG0006723	XP_967484.2	XP_011165305.1
OG0006724	XP_001807996.1	XP_011172003.1
OG0006725	XP_008193676.1	XP_025988998.1
OG0006726	XP_015836060.1	XP_011160250.1, XP_011160252.1
OG0006727	XP_001810341.1	XP_011172051.1, XP_011172050.1
OG0006728	XP_008200363.1	XP_011158718.2
OG0006729	XP_972129.2	XP_025990624.1, XP_011171400.1
OG0006731	XP_971647.1	XP_039312451.1
OG0006732	XP_008196374.1	XP_011164035.1
OG0006733	XP_008193363.1	XP_025994450.1
OG0006734	XP_008200728.1	XP_011168153.2
OG0006735	XP_970436.2	XP_011167244.1
OG0006736	XP_015835201.1, NP_001164137.1	XP_025994441.1
OG0006737	XP_015835855.1, XP_008193588.2	XP_039308760.1, XP_039308761.1, XP_039308759.1
OG0006739	XP_008196292.1	XP_011158763.1
OG0006740	XP_008194222.1	XP_039308504.1
OG0006741	XP_008198080.1	XP_025990760.1
OG0006743	XP_015838972.1	XP_011165379.1
OG0006744	XP_015833992.1	XP_025985937.1, XP_011175981.1
OG0006745	XP_015840725.1, XP_015840721.1	XP_039315010.1
OG0006746	XP_974080.1	XP_025990677.2
OG0006748	XP_008195654.1	XP_011166498.2
OG0006749	XP_972111.1	XP_025992966.1
OG0006750	XP_015840393.1	XP_039309345.1
OG0006751	XP_973030.2	XP_039311216.1
OG0006752	XP_015836531.1	XP_025993852.1
OG0006753	XP_008197689.1	XP_011175156.1
OG0006754	XP_967095.1	XP_025993452.2
OG0006755	XP_001816157.1	XP_011159381.2
OG0006757	XP_015834455.1	XP_011162516.1
OG0006762	XP_976191.3	XP_011159532.2
OG0006773	XP_008192764.1	XP_011162526.2
OG0006776	XP_008197428.1	XP_025992137.1
OG0006777	XP_015834564.1	XP_039313464.1
OG0006788	XP_015835633.1	XP_039306784.1, XP_039306783.1
OG0006792	XP_008200867.1	XP_039314108.1
OG0006793	NP_001103252.1	XP_025994007.1
OG0006798	XP_972156.1	XP_025990007.1
OG0006799	XP_968358.1	XP_025996658.1
OG0006800	XP_971874.2	XP_011168715.1
OG0006801	XP_970194.1	XP_011163166.1
OG0006802	XP_968776.1	XP_011167408.1
OG0006803	XP_015840093.1	XP_039307041.1
OG0006804	XP_968727.1	XP_025991944.1
OG0006805	XP_968120.1	XP_011168302.2
OG0006806	XP_971841.2	XP_025987393.2
OG0006807	XP_974360.1	XP_011162160.1
OG0006808	XP_008192808.1	XP_011165604.1
OG0006809	XP_971419.1	XP_011172828.1
OG0006810	XP_969231.1	XP_011155977.1
OG0006811	XP_015838314.1	XP_011170297.1
OG0006812	XP_973149.1	XP_011169017.1
OG0006813	XP_972387.1	XP_011161226.1
OG0006814	XP_975476.1	NP_001291537.1
OG0006815	XP_008195168.1	XP_011161467.1
OG0006816	XP_975241.2	XP_025991711.1
OG0006817	XP_008191759.1	XP_011167682.1
OG0006818	XP_970060.2	XP_011157662.1
OG0006819	XP_008191840.1	XP_011158807.1
OG0006820	XP_975661.1	XP_011155675.1
OG0006821	XP_971657.1	XP_039303711.1
OG0006822	XP_974622.1	XP_011176399.1
OG0006823	XP_967663.2	XP_039303593.1, XP_025993025.1
OG0006824	XP_015834011.1	XP_011158447.1
OG0006825	XP_974101.1	XP_011168951.1
OG0006826	XP_975493.2	XP_011155370.1
OG0006827	XP_973381.1	XP_011156375.1
OG0006828	XP_969284.1	XP_011163922.1
OG0006829	XP_971328.2	XP_011168351.1
OG0006831	XP_968495.1	XP_011161999.1
OG0006832	XP_968351.1	XP_011172082.1
OG0006833	XP_971748.1	XP_011161189.1
OG0006834	XP_970231.1	XP_025987630.1
OG0006835	XP_972583.1	XP_011166948.1
OG0006836	XP_968280.1	XP_011169117.1
OG0006837	XP_976032.1	XP_025985986.1
OG0006838	XP_008191171.1	XP_011168540.1
OG0006839	XP_008191122.1	XP_025988539.1
OG0006841	XP_967620.1	XP_011155627.1
OG0006842	XP_973689.1	XP_011172417.1
OG0006843	XP_968265.1	XP_011158275.1
OG0006844	XP_970635.1	XP_011161410.1
OG0006845	XP_008194739.1	XP_011156516.1
OG0006846	XP_008200228.1	XP_011165194.1, XP_011165191.1
OG0006847	XP_968855.1	XP_011157965.1
OG0006848	XP_966912.1	XP_011166844.1
OG0006849	XP_973889.1	XP_011170969.1
OG0006850	XP_968036.1	XP_011162559.1
OG0006851	XP_008191501.1	XP_011168599.1
OG0006852	XP_972612.1	XP_039306913.1
OG0006853	XP_015838861.1, XP_015838550.1	XP_011175199.1
OG0006854	XP_008198303.1	XP_011161500.1
OG0006855	XP_967365.1	XP_039304202.1
OG0006857	XP_970243.1	XP_011167091.1
OG0006858	XP_974639.2	XP_011166355.1
OG0006859	XP_972684.2	XP_025991358.2
OG0006860	XP_008197065.1	XP_011170328.2
OG0006861	XP_973169.1	XP_039312819.1
OG0006862	XP_973840.1	XP_011170995.1
OG0006863	XP_008195646.1	XP_011172628.1
OG0006864	XP_971028.1	XP_011164043.1
OG0006865	XP_008199716.1	XP_025995970.1
OG0006866	XP_972465.1	XP_025992525.1
OG0006867	XP_970573.1	XP_011163140.1
OG0006868	NP_001073566.1	XP_011164146.1
OG0006869	XP_969347.1	XP_011170318.1
OG0006870	XP_974317.1	XP_011165354.1
OG0006871	XP_008195652.1	XP_011160858.1
OG0006872	XP_974477.1	XP_011170427.1
OG0006873	XP_967096.2	XP_011175896.1
OG0006874	XP_015840782.1	XP_025997118.1
OG0006875	XP_974756.1	XP_011173376.2
OG0006876	XP_967493.1	XP_011156047.1
OG0006877	XP_008196773.1	XP_011168125.1
OG0006878	XP_971683.1	XP_039307986.1
OG0006879	XP_972215.1	XP_025986620.1
OG0006880	XP_001814678.1	XP_011164983.1
OG0006881	XP_008195305.1	XP_011175115.1
OG0006882	XP_969550.1	XP_011170726.1
OG0006883	XP_001810604.1	XP_011159332.2
OG0006884	XP_969487.1	XP_011158660.1
OG0006885	XP_968609.1	XP_011172260.1
OG0006886	XP_001808466.1	XP_011155598.2
OG0006887	XP_008195222.1	XP_011162472.1
OG0006888	XP_975355.1	XP_011170187.1
OG0006889	XP_008193286.1, XP_001812086.2	XP_039312642.1
OG0006890	XP_970659.1	XP_025990083.1
OG0006891	XP_967650.1	XP_011155931.1
OG0006892	XP_967727.1	XP_011172426.1
OG0006893	XP_001809758.1	XP_011162880.2
OG0006894	XP_008197375.1	XP_011164954.1
OG0006895	XP_970263.1	XP_011163228.1
OG0006896	XP_971537.1	XP_011157724.1
OG0006897	XP_967765.1	XP_025991950.1
OG0006898	XP_008198813.1	XP_011175550.2
OG0006899	XP_008193923.1	XP_025996263.1
OG0006900	XP_973438.1	XP_039304227.1
OG0006901	XP_008200465.1	XP_011160403.2
OG0006902	XP_971215.1	XP_025992813.1
OG0006903	XP_975500.1	XP_011168087.1
OG0006904	XP_975208.1	XP_039304896.1, XP_039311131.1
OG0006906	XP_008197831.1	XP_011169153.1
OG0006907	XP_971517.1	XP_011160303.1
OG0006908	NP_001161316.1	XP_011163154.1
OG0006909	XP_970132.1	XP_011175183.1
OG0006910	XP_975276.2	XP_011158113.2
OG0006911	XP_973298.1	XP_025988214.2
OG0006912	XP_976374.2, XP_972708.1	XP_011158190.3
OG0006914	XP_008195322.1	XP_011162567.1
OG0006915	XP_974961.2	XP_011165510.1
OG0006916	XP_008195174.1	XP_039309219.1
OG0006917	XP_971422.1	XP_011159779.2
OG0006918	XP_975625.1	XP_011176373.1
OG0006919	XP_966691.1, XP_015836563.1	XP_011163389.1
OG0006920	XP_967471.1	XP_039302652.1
OG0006921	XP_969427.1	XP_011168364.1
OG0006922	XP_969227.1	XP_011166044.1
OG0006923	XP_008201338.1	XP_011167013.1
OG0006924	XP_971629.2	XP_039301806.1
OG0006925	XP_969171.1	XP_025987983.1
OG0006927	XP_971530.1	XP_011173517.1
OG0006928	XP_008193413.1	XP_039307264.1
OG0006929	XP_970082.1	XP_025988918.1
OG0006930	XP_974995.1	XP_011166430.2
OG0006931	XP_973754.1	XP_025986323.1
OG0006932	XP_008195383.1	XP_025990985.1
OG0006933	XP_015838764.1	XP_011175428.1
OG0006935	XP_966334.1	XP_011168311.1
OG0006936	XP_015837768.1	XP_011161177.1, XP_011161178.1
OG0006937	XP_968403.3	XP_025991919.1
OG0006938	XP_969840.1	XP_011161422.1
OG0006939	XP_972739.1	XP_011173708.3
OG0006940	XP_008199995.1	XP_011158521.1
OG0006941	XP_008195762.1	XP_025992126.1
OG0006942	XP_015836050.1, XP_015836048.1, XP_015836047.1	XP_039301927.1
OG0006943	XP_008193746.1	XP_011159500.1
OG0006944	XP_008201060.1	XP_011163294.1
OG0006945	XP_969203.2	XP_011164397.1
OG0006946	XP_008200288.1	XP_011155489.1
OG0006947	XP_973570.1	XP_025989324.1
OG0006948	XP_008198270.1	XP_011166086.1
OG0006949	XP_015838201.1	XP_025996968.1
OG0006950	XP_973480.2	XP_011174346.1
OG0006951	XP_970204.1	XP_011161131.1
OG0006952	XP_015835630.1	XP_011169317.1
OG0006953	XP_015839532.1	XP_039312037.1
OG0006954	XP_967467.2	XP_039310217.1
OG0006956	XP_015833966.1	XP_011173656.1
OG0006957	XP_973468.3	XP_025986244.1
OG0006958	NP_001164082.1	XP_011155483.1
OG0006959	XP_015834024.1	XP_039314138.1
OG0006960	XP_969509.2	XP_011167698.1
OG0006961	XP_015836438.1	XP_039303774.1
OG0006962	XP_974286.2	XP_011173461.1
OG0006963	XP_008195284.1	XP_011159331.1
OG0006964	XP_001812612.1, XP_008195821.1	XP_011167714.1
OG0006965	XP_973950.3	XP_011158266.1
OG0006966	XP_971551.3	XP_039314503.1, XP_011172368.1
OG0006967	XP_008198761.1	XP_039305151.1, XP_039305917.1
OG0006968	XP_008200646.1	XP_011166196.1
OG0006969	XP_969750.1	XP_039308918.1
OG0006970	XP_001814289.1	XP_039310580.1
OG0006971	XP_015839300.1	XP_025994196.2
OG0006972	XP_008192700.1	XP_039311409.1
OG0006973	XP_972631.1	XP_011162679.1
OG0006974	XP_008196668.1	XP_011167602.1
OG0006975	XP_008196993.1	XP_025991372.1
OG0006976	XP_972571.3	XP_011169432.1
OG0006977	NP_001135924.1, XP_008195061.1	XP_011173387.2
OG0006978	XP_968458.1	XP_039314419.1, XP_039314422.1, XP_011160166.2, XP_025987787.2
OG0006979	XP_008195999.1	XP_039310946.1
OG0006980	XP_008194484.1	XP_039313697.1
OG0006981	XP_973880.2	XP_039310706.1
OG0006982	XP_001809957.2	XP_039302772.1
OG0006983	XP_008191400.1	XP_011165080.1
OG0006986	XP_008195731.1	XP_011160990.1
OG0006987	XP_008193981.1	XP_011175088.2
OG0006988	XP_008193701.1	XP_011169651.1
OG0006989	XP_001814386.1	XP_039313035.1
OG0006990	XP_008191786.1	XP_025993792.1
OG0006991	XP_008196992.2	XP_025987100.1
OG0006992	XP_008200240.1	XP_011165343.1
OG0006993	XP_015833265.1	XP_011160117.1
OG0006994	XP_969934.1	XP_011162641.1
OG0006995	XP_971396.2	XP_025992398.1
OG0006996	XP_015833010.1	XP_011172767.1, XP_039306116.1
OG0006997	XP_974845.1	XP_025990003.2, XP_039310062.1, XP_039310059.1
OG0006998	XP_008200604.1	XP_011155476.1
OG0006999	XP_008191989.1	XP_011162081.1
OG0007000	XP_008194861.2	XP_011161358.2
OG0007001	XP_008197627.1	XP_011159151.1
OG0007002	XP_008197274.1	XP_011172219.1
OG0007003	XP_001813943.1	XP_011169753.1
OG0007004	XP_968438.1	XP_011175367.1
OG0007006	XP_972330.1	XP_025988671.1
OG0007007	XP_008201495.2, NP_001034502.1	XP_011163145.1
OG0007008	XP_015838590.1	XP_011161461.2
OG0007009	XP_970941.1	XP_011158265.1
OG0007010	XP_975275.1	XP_011166750.2
OG0007011	XP_008191582.1	XP_011159307.1
OG0007012	XP_008191039.1	XP_011163036.2
OG0007014	XP_971484.2	XP_011165985.1
OG0007016	XP_971522.3	XP_025987671.2
OG0007017	XP_969718.2	XP_011170700.1
OG0007018	XP_969135.2	XP_039305581.1
OG0007019	XP_008198020.1	XP_011155604.1
OG0007020	XP_971952.1	XP_011168107.1
OG0007021	XP_971435.1	XP_025993727.1
OG0007022	XP_966401.2	XP_011169202.2
OG0007023	XP_973447.1	XP_011170823.1
OG0007024	XP_008196115.1	XP_011162780.1
OG0007025	XP_008199146.1	XP_011157253.1
OG0007026	XP_973490.1	XP_011176022.1
OG0007027	XP_972814.1	XP_011164839.1
OG0007028	XP_008196432.1	XP_011165475.2
OG0007029	XP_015833018.1	XP_011156320.1
OG0007030	XP_008196307.1	XP_011157354.1
OG0007031	XP_970259.1	XP_025988099.1
OG0007033	XP_008193579.1	XP_025995728.1
OG0007035	XP_966789.1	XP_011176335.1
OG0007036	XP_971978.1	XP_011163949.1
OG0007038	XP_968695.1	XP_011161961.1
OG0007039	XP_015837702.1	XP_011169192.1
OG0007040	XP_008199016.1	XP_011156533.1
OG0007041	NP_001153714.1	XP_011165140.2
OG0007042	XP_008191672.1	XP_011175952.1
OG0007043	XP_967929.2	XP_011160556.1
OG0007044	XP_001813224.1	XP_011168958.1
OG0007045	XP_974163.1	XP_011170377.1
OG0007046	XP_008193053.1	XP_039307073.1
OG0007047	XP_008200722.1	XP_039310629.1
OG0007048	XP_008201554.1	XP_011165831.1
OG0007049	XP_008192076.1	XP_011167183.1
OG0007050	XP_008195902.1	XP_011168577.1
