Orthogroup	Tribolium_castaneum	Ceratina_calcarata
OG0006824	XP_015834011.1	XP_017890198.1
OG0006825	XP_974101.1	XP_017884984.1
OG0006826	XP_975493.2	XP_017890664.1
OG0006827	XP_973381.1	XP_026668810.1
OG0006828	XP_969284.1	XP_017891507.1
OG0006829	XP_971328.2	XP_017880441.1
OG0006831	XP_968495.1	XP_017884458.1
OG0006832	XP_968351.1	XP_017880500.1
OG0006833	XP_971748.1	XP_017875429.1
OG0006834	XP_970231.1	XP_017889892.1
OG0006835	XP_972583.1	XP_017890816.1
OG0006836	XP_968280.1	XP_017878003.1
OG0006837	XP_976032.1	XP_017886384.1
OG0006838	XP_008191171.1	XP_026670936.1
OG0006839	XP_008191122.1	XP_017887329.1
OG0006841	XP_967620.1	XP_017883377.1
OG0006842	XP_973689.1	XP_017881493.1
OG0006843	XP_968265.1	XP_017875608.1
OG0006844	XP_970635.1	XP_017883898.1
OG0006845	XP_008194739.1	XP_017882361.1
OG0006846	XP_008200228.1	XP_017889308.1
OG0006847	XP_968855.1	XP_017885253.1
OG0006848	XP_966912.1	XP_017887870.1
OG0006849	XP_973889.1	XP_017879034.1
OG0006850	XP_968036.1	XP_017890400.1
OG0006851	XP_008191501.1	XP_017875105.1
OG0006852	XP_972612.1	XP_017884874.1
OG0006853	XP_015838861.1, XP_015838550.1	XP_017875471.1
OG0006854	XP_008198303.1	XP_017889749.1
OG0006855	XP_967365.1	XP_017882582.1
OG0006857	XP_970243.1	XP_026671124.1
OG0006858	XP_974639.2	XP_026667244.1
OG0006859	XP_972684.2	XP_017888101.1
OG0006860	XP_008197065.1	XP_017882144.1
OG0006861	XP_973169.1	XP_017884463.1
OG0006862	XP_973840.1	XP_017882450.1
OG0006863	XP_008195646.1	XP_017890908.1
OG0006864	XP_971028.1	XP_017892447.1
OG0006865	XP_008199716.1	XP_017880006.1
OG0006866	XP_972465.1	XP_017886457.1
OG0006867	XP_970573.1	XP_017881189.1
OG0006868	NP_001073566.1	XP_017886036.1
OG0006869	XP_969347.1	XP_026670261.1
OG0006870	XP_974317.1	XP_017878163.1
OG0006871	XP_008195652.1	XP_017878993.1
OG0006872	XP_974477.1	XP_017889346.1
OG0006873	XP_967096.2	XP_017893091.1
OG0006874	XP_015840782.1	XP_026666500.1
OG0006875	XP_974756.1	XP_017892902.1
OG0006876	XP_967493.1	XP_017885182.1
OG0006877	XP_008196773.1	XP_026668801.1
OG0006878	XP_971683.1	XP_017878548.1
OG0006879	XP_972215.1	XP_017889407.1
OG0006880	XP_001814678.1	XP_017887411.1
OG0006882	XP_969550.1	XP_017879599.1
OG0006883	XP_001810604.1	XP_017890050.1
OG0006884	XP_969487.1	XP_017879282.1
OG0006885	XP_968609.1	XP_017878588.1
OG0006886	XP_001808466.1	XP_017888353.1
OG0006887	XP_008195222.1	XP_017891353.1
OG0006888	XP_975355.1	XP_017890122.1
OG0006889	XP_008193286.1, XP_001812086.2	XP_026672098.1, XP_026672097.1, XP_026672096.1, XP_017885463.1
OG0006890	XP_970659.1	XP_017882181.1
OG0006891	XP_967650.1	XP_017877747.1
OG0006892	XP_967727.1	XP_017892379.1
OG0006893	XP_001809758.1	XP_017878547.1
OG0006894	XP_008197375.1	XP_017892772.1
OG0006895	XP_970263.1	XP_017888905.1
OG0006896	XP_971537.1	XP_017883052.1
OG0006897	XP_967765.1	XP_017889698.1
OG0006898	XP_008198813.1	XP_017881641.1
OG0006899	XP_008193923.1	XP_017892654.1
OG0006900	XP_973438.1	XP_017882207.1
OG0006901	XP_008200465.1	XP_017879877.1
OG0006902	XP_971215.1	XP_017878535.1
OG0006903	XP_975500.1	XP_017891814.1
OG0006904	XP_975208.1	XP_017881260.1
OG0006906	XP_008197831.1	XP_017876203.1
OG0006907	XP_971517.1	XP_017877370.1
OG0006908	NP_001161316.1	XP_017877002.1
OG0006909	XP_970132.1	XP_017875433.1
OG0006910	XP_975276.2	XP_017878712.1
OG0006911	XP_973298.1	XP_017885856.1
OG0006912	XP_976374.2, XP_972708.1	XP_026675284.1
OG0006914	XP_008195322.1	XP_017888970.1
OG0006915	XP_974961.2	XP_017890759.1
OG0006917	XP_971422.1	XP_017876654.1
OG0006918	XP_975625.1	XP_017879829.1
OG0006919	XP_966691.1, XP_015836563.1	XP_026671114.1
OG0006920	XP_967471.1	XP_026674730.1
OG0006921	XP_969427.1	XP_017887901.1
OG0006922	XP_969227.1	XP_017886336.1
OG0006923	XP_008201338.1	XP_017876470.1
OG0006924	XP_971629.2	XP_017882690.1, XP_026670678.1
OG0006925	XP_969171.1	XP_017878399.1
OG0006927	XP_971530.1	XP_026667530.1
OG0006928	XP_008193413.1	XP_017892195.1
OG0006929	XP_970082.1	XP_017877652.1
OG0006930	XP_974995.1	XP_017885771.1
OG0006931	XP_973754.1	XP_017878402.1
OG0006932	XP_008195383.1	XP_017886463.1
OG0006933	XP_015838764.1	XP_017891842.1
OG0006935	XP_966334.1	XP_017887894.1
OG0006936	XP_015837768.1	XP_026667110.1
OG0006937	XP_968403.3	XP_017886437.1
OG0006938	XP_969840.1	XP_017879125.1
OG0006940	XP_008199995.1	XP_017888108.1
OG0006941	XP_008195762.1	XP_017884525.1
OG0006943	XP_008193746.1	XP_017882174.1
OG0006944	XP_008201060.1	XP_026669585.1
OG0006945	XP_969203.2	XP_017887956.1
OG0006947	XP_973570.1	XP_017878231.1
OG0006948	XP_008198270.1	XP_017884976.1
OG0006949	XP_015838201.1	XP_017881121.1
OG0006950	XP_973480.2	XP_017892597.1
OG0006951	XP_970204.1	XP_017882608.1
OG0006952	XP_015835630.1	XP_017875314.1
OG0006953	XP_015839532.1	XP_017879451.1
OG0006954	XP_967467.2	XP_017888266.1
OG0006956	XP_015833966.1	XP_017886587.1
OG0006957	XP_973468.3	XP_017888963.1
OG0006958	NP_001164082.1	XP_017878617.1
OG0006959	XP_015834024.1	XP_017875082.1
OG0006960	XP_969509.2	XP_026671992.1
OG0006961	XP_015836438.1	XP_017889446.1
OG0006962	XP_974286.2	XP_017877954.1
OG0006964	XP_001812612.1, XP_008195821.1	XP_017888011.1
OG0006965	XP_973950.3	XP_017878964.1
OG0006966	XP_971551.3	XP_026675477.1
OG0006967	XP_008198761.1	XP_017885325.1
OG0006968	XP_008200646.1	XP_017886351.1
OG0006969	XP_969750.1	XP_017888908.1
OG0006970	XP_001814289.1	XP_017877266.1
OG0006971	XP_015839300.1	XP_017893085.1
OG0006972	XP_008192700.1	XP_017875829.1
OG0006973	XP_972631.1	XP_017893318.1
OG0006974	XP_008196668.1	XP_017888054.1
OG0006975	XP_008196993.1	XP_017888106.1
OG0006976	XP_972571.3	XP_017884324.1
OG0006977	NP_001135924.1, XP_008195061.1	XP_017875539.1
OG0006978	XP_968458.1	XP_026667517.1
OG0006979	XP_008195999.1	XP_017885924.1
OG0006980	XP_008194484.1	XP_017892679.1
OG0006981	XP_973880.2	XP_017887565.1
OG0006982	XP_001809957.2	XP_017879932.1
OG0006983	XP_008191400.1	XP_017887573.1
OG0006985	XP_008195301.1	XP_017878812.1
OG0006986	XP_008195731.1	XP_026667353.1
OG0006987	XP_008193981.1	XP_017891206.1
OG0006988	XP_008193701.1	XP_017876427.1
OG0006989	XP_001814386.1	XP_026671336.1
OG0006990	XP_008191786.1	XP_017878011.1
OG0006991	XP_008196992.2	XP_017880588.1
OG0006992	XP_008200240.1	XP_017880404.1
OG0006993	XP_015833265.1	XP_017887922.1
OG0006994	XP_969934.1	XP_017879521.1
OG0006995	XP_971396.2	XP_026670193.1
OG0006996	XP_015833010.1	XP_017884646.1
OG0006997	XP_974845.1	XP_017880140.1
OG0006998	XP_008200604.1	XP_017875880.1
OG0006999	XP_008191989.1	XP_017879918.1
OG0007000	XP_008194861.2	XP_017892248.1
OG0007001	XP_008197627.1	XP_017882846.1
OG0007002	XP_008197274.1	XP_017893303.1
OG0007003	XP_001813943.1	XP_017879873.1
OG0007004	XP_968438.1	XP_017878779.1
OG0007006	XP_972330.1	XP_017891811.1
OG0007007	XP_008201495.2, NP_001034502.1	XP_017881192.1
OG0007008	XP_015838590.1	XP_026674416.1, XP_017890317.1
OG0007009	XP_970941.1	XP_017877957.1
OG0007010	XP_975275.1	XP_017888546.1
OG0007011	XP_008191582.1	XP_017881185.1
OG0007012	XP_008191039.1	XP_026670308.1
OG0007014	XP_971484.2	XP_017880840.1
OG0007015	XP_008201097.1	XP_017893196.1
OG0007016	XP_971522.3	XP_017881725.1
OG0007017	XP_969718.2	XP_017887859.1
OG0007018	XP_969135.2	XP_017875809.1
OG0007019	XP_008198020.1	XP_017877271.1
OG0007020	XP_971952.1	XP_017889778.1
OG0007021	XP_971435.1	XP_017887277.1
OG0007022	XP_966401.2	XP_017879800.1
OG0007023	XP_973447.1	XP_017883527.1
OG0007024	XP_008196115.1	XP_017885560.1
OG0007025	XP_008199146.1	XP_017878996.1
OG0007026	XP_973490.1	XP_017876518.1
OG0007027	XP_972814.1	XP_026667386.1
OG0007028	XP_008196432.1	XP_026674627.1
OG0007029	XP_015833018.1	XP_017890530.1
OG0007030	XP_008196307.1	XP_017884985.1
OG0007031	XP_970259.1	XP_017879026.1
OG0007033	XP_008193579.1	XP_017880515.1
OG0007034	XP_967786.3	XP_026674966.1
OG0007035	XP_966789.1	XP_017883456.1
OG0007036	XP_971978.1	XP_017885900.1
OG0007038	XP_968695.1	XP_017889830.1
OG0007039	XP_015837702.1	XP_017882282.1
OG0007040	XP_008199016.1	XP_017892133.1
OG0007041	NP_001153714.1	XP_017887697.1
OG0007042	XP_008191672.1	XP_017888553.1
OG0007043	XP_967929.2	XP_017886561.1
OG0007044	XP_001813224.1	XP_017887454.1
OG0007045	XP_974163.1	XP_017875325.1
OG0007046	XP_008193053.1	XP_026670649.1
OG0007047	XP_008200722.1	XP_017884778.1
OG0007048	XP_008201554.1	XP_017889891.1
OG0007049	XP_008192076.1	XP_017884185.1
OG0007050	XP_008195902.1	XP_017881622.1
OG0007051	XP_015838964.1	XP_026674248.1
OG0007052	XP_966811.1	XP_017884029.1
OG0007053	XP_008201283.1	XP_017885446.1
OG0007054	XP_008195404.1	XP_026672144.1
OG0007055	XP_008196147.1	XP_026666691.1
OG0007056	XP_008198233.1	XP_017878153.1
OG0007057	XP_008201718.1	XP_017878116.1
OG0007058	XP_015838147.1	XP_017875935.1
OG0007059	NP_001123908.1	XP_017890274.1
OG0007060	XP_015840829.1	XP_026671870.1
OG0007061	XP_015836514.1	XP_017880642.1
OG0007062	XP_973732.1	XP_017881046.1
OG0007063	XP_974423.1	XP_017888557.1
OG0007064	XP_973384.2	XP_017876135.1
OG0007065	XP_970566.1	XP_017889915.1
OG0007066	XP_008197648.1	XP_017877099.1
OG0007067	NP_001280524.1	XP_017889969.1
OG0007068	XP_008192032.1	XP_026670491.1
OG0007069	XP_001812376.1	XP_017893374.1
OG0007070	XP_969516.1	XP_017881468.1
OG0007071	XP_967534.2	XP_017882485.1
OG0007072	XP_008197736.1	XP_026673080.1
OG0007073	XP_008195158.1	XP_017884987.1
OG0007074	XP_001808956.1	XP_017885764.1
OG0007075	XP_008190891.1	XP_017889425.1
OG0007076	XP_008200897.1	XP_017876649.1
OG0007077	XP_001814707.1	XP_017886308.1
OG0007078	XP_973267.1	XP_017883452.1
OG0007079	XP_008197621.1	XP_017882474.1
OG0007080	XP_008196696.1	XP_017884578.1
OG0007081	XP_974701.1	XP_017883707.1
OG0007082	XP_008193543.1	XP_017881973.1
OG0007083	XP_972683.3	XP_017890843.1
OG0007084	XP_015836586.1	XP_017888541.1
OG0007085	XP_970857.2	XP_017890918.1
OG0007086	XP_008198238.1	XP_017880059.1
OG0007088	XP_971540.1	XP_017877302.1
OG0007089	XP_008191778.1	XP_017879789.1
OG0007090	XP_015833371.1	XP_017877901.1
OG0007091	XP_015835224.1	XP_017880787.1
OG0007092	XP_972003.1	XP_017880227.1
OG0007093	XP_971236.1	XP_017879618.1
OG0007094	XP_970123.1	XP_017875620.1
OG0007095	XP_975675.1	XP_017893127.1
OG0007096	XP_008190416.1	XP_017882421.2
OG0007097	XP_008197904.1	XP_017891604.1
OG0007098	XP_008193305.1	XP_017876105.1
OG0007099	XP_008194038.1	XP_017881892.1
OG0007100	XP_008201411.1	XP_026666586.1
OG0007101	XP_966919.1	XP_017890042.1
OG0007102	XP_974278.2	XP_017882993.1
OG0007103	XP_969098.1	XP_017881205.1
OG0007104	XP_966692.1	XP_017891103.1
OG0007105	XP_972929.2	XP_017890105.1
OG0007106	XP_008191478.1	XP_017893014.1
OG0007108	XP_008196119.1	XP_017879215.1
OG0007109	XP_008192381.1	XP_017880406.1
OG0007110	XP_971072.1	XP_017877949.2
OG0007111	XP_008190418.1	XP_017882471.1
OG0007112	XP_969599.2	XP_026672030.1
OG0007113	XP_974276.1	XP_017877038.1
OG0007114	XP_015839247.1	XP_017875252.1
OG0007115	XP_015835463.1	XP_017877642.1
OG0007116	XP_967634.1	XP_017880679.1
OG0007117	XP_015833128.1	XP_017882714.1
OG0007118	XP_971485.1	XP_017876783.1
OG0007119	XP_008192226.1	XP_017887989.1
OG0007120	XP_015840874.1	XP_017889627.1
OG0007121	XP_972051.1	XP_017875346.1
OG0007122	XP_015835775.1	XP_017893657.1
OG0007123	XP_001809966.1	XP_017880896.1
OG0007124	XP_975626.3	XP_026671227.1
OG0007125	XP_008193970.1	XP_017879279.1
OG0007126	XP_001812383.1	XP_017882785.1
OG0007127	XP_972542.1	XP_017893249.1
OG0007128	XP_015833446.1	XP_017888234.1
OG0007129	XP_971515.1	XP_017875648.1
OG0007130	XP_015840059.1	XP_017878054.1
OG0007131	XP_015838202.1	XP_017887993.1
OG0007132	XP_973337.1	XP_017888058.1
OG0007133	XP_969706.1	XP_017882113.1
OG0007134	XP_973727.1	XP_017879371.1
OG0007135	XP_008196769.1	XP_017884062.1
OG0007136	XP_008198288.1	XP_017878788.1
OG0007137	XP_971875.2	XP_017888099.1
OG0007138	XP_008196761.1	XP_017890635.1
OG0007139	XP_015835882.1	XP_017890312.1
OG0007140	XP_971592.1	XP_017879029.1
OG0007141	XP_969519.1, XP_967683.1	XP_017893387.1
OG0007142	XP_008190912.1	XP_017893416.1
OG0007143	XP_008192184.1	XP_017888079.1
OG0007144	XP_975269.1	XP_017884152.1
OG0007145	XP_966534.1	XP_017893320.1
OG0007146	XP_969419.1	XP_017883387.1
OG0007147	XP_015833137.1	XP_017884385.1
OG0007148	XP_966613.1	XP_017880502.1
OG0007149	NP_001161912.1	XP_026668049.1
OG0007150	XP_008197796.1	XP_017889747.1
OG0007151	XP_008194161.1	XP_017888488.1
OG0007152	XP_008200700.1	XP_017890542.1
OG0007153	XP_971137.1	XP_017890437.1
OG0007154	XP_971457.1	XP_017884531.1
OG0007155	XP_008199264.1	XP_017886851.1
OG0007156	XP_971047.1	XP_017888901.1
OG0007157	XP_008190697.1	XP_017888949.1
OG0007158	XP_015838005.1	XP_017892544.1
OG0007159	XP_966996.1	XP_026671080.1
OG0007160	XP_969040.2	XP_017885042.1
OG0007161	XP_967197.1	XP_017891509.1
OG0007162	XP_008192313.1	XP_026672987.1
OG0007163	NP_001103903.1	XP_017892992.1
OG0007164	XP_973842.1	XP_017892841.1
OG0007165	XP_008194930.1	XP_017876048.1
OG0007166	XP_967328.1	XP_017879544.1
OG0007168	XP_974633.1	XP_017884050.1
OG0007169	XP_969130.2	XP_017887738.1
OG0007171	XP_969670.3	XP_017877103.2
OG0007173	XP_974792.1	XP_017880613.1
OG0007174	XP_975635.1	XP_017883568.1
OG0007175	XP_968222.2	XP_017879856.1
OG0007176	XP_008199627.1	XP_017875448.1
OG0007177	XP_008199911.1	XP_017878180.1
OG0007178	XP_969971.1	XP_017881773.1
OG0007179	XP_015838696.1	XP_017876900.1
OG0007180	XP_015838690.1	XP_017880804.1
OG0007181	XP_008198645.1, XP_008198647.1	XP_017889480.1
OG0007182	XP_968551.1	XP_017884853.1
OG0007183	XP_008195882.1	XP_017887290.1
OG0007184	XP_015832906.1	XP_017892275.1
OG0007185	XP_008196296.1	XP_017879822.1
OG0007186	XP_015839447.1	XP_017887294.1, XP_017887295.1
OG0007187	XP_968231.1	XP_017877027.1
OG0007188	XP_971149.1	XP_026667775.1
OG0007189	XP_015838931.1, NP_001036036.1	XP_017887618.1
OG0007190	XP_969008.2	XP_017885246.1
OG0007192	XP_975105.3	XP_017877258.1
OG0007193	XP_008201042.1	XP_026674665.1
OG0007194	XP_008201563.1	XP_017890291.1
OG0007195	XP_001815629.1	XP_017882449.1
OG0007196	XP_008192248.1	XP_017888639.1, XP_017887439.1
OG0007197	XP_008195661.1	XP_017883576.1
OG0007198	XP_975504.1	XP_017893685.1
OG0007199	XP_967923.1	XP_017891853.1
OG0007200	XP_008190461.1	XP_017875050.1
OG0007201	XP_008192657.1	XP_026668542.1
OG0007202	XP_001811434.1	XP_017878208.1
OG0007203	XP_001814107.1	XP_017882808.1
OG0007204	XP_008201248.1, NP_001038090.1, NP_001036813.1	XP_026674607.1
OG0007205	XP_008197825.1	XP_017880901.1
OG0007206	XP_008195323.1	XP_026675563.1
OG0007208	XP_968840.1	XP_017891069.1
OG0007209	XP_008195715.1	XP_026666746.1
OG0007210	XP_015840541.1	XP_026670049.1
OG0007211	XP_008193025.1	XP_017880682.1
OG0007212	XP_966496.1	XP_026670857.1
OG0007213	XP_015835477.1	XP_017893460.1
OG0007216	XP_015833514.1	XP_017876030.1
OG0007217	XP_008194411.1	XP_017878640.1
OG0007218	XP_001815244.2	XP_026674303.1
OG0007219	XP_008199269.2	XP_026670063.1
OG0007220	XP_971766.1	XP_017875369.1
OG0007221	XP_015840172.1, XP_015840182.1	XP_017878031.1
OG0007222	XP_973105.1	XP_017878630.1
OG0007223	XP_967839.1	XP_026674543.1
OG0007225	XP_971019.1	XP_026673872.1
OG0007226	XP_969731.1	XP_017876520.1
OG0007227	XP_968441.2	XP_017892664.2
OG0007228	XP_975059.2	XP_017881015.1
OG0007229	XP_975201.1	XP_017892443.1
OG0007230	XP_969003.3	XP_017880054.1
OG0007231	XP_008191602.1	XP_017891374.1
OG0007232	XP_969887.1	XP_017893480.1
OG0007233	NP_001034494.1	XP_017876775.1, XP_026667737.1
OG0007234	XP_008200633.1	XP_017889872.1
OG0007235	XP_015838601.1	XP_017878313.1
OG0007236	XP_015834042.1	XP_017883275.1
OG0007237	XP_008198009.2	XP_017893081.1
OG0007238	XP_969925.2	XP_017875470.1
OG0007239	XP_967995.2	XP_017885879.1
OG0007240	XP_008198372.1	XP_026669004.1, XP_026669067.1, XP_026669002.1
OG0007241	XP_001812287.1	XP_017884875.1
OG0007242	XP_015840640.1	XP_017888752.1
OG0007243	XP_967524.1	XP_017878805.1
OG0007244	XP_008198257.1	XP_017890611.1
OG0007245	XP_973962.1	XP_017879763.1
OG0007247	XP_008193996.1	XP_017881482.1
OG0007248	XP_008195420.1	XP_026669189.1
OG0007249	XP_008191719.1	XP_026674104.1
OG0007250	XP_971879.2	XP_017885945.1
OG0007251	XP_969311.1	XP_017886854.1
OG0007252	XP_015833838.1	XP_017892458.1
OG0007253	XP_969241.1	XP_017877046.1
OG0007254	XP_001811450.1	XP_017876811.1
OG0007255	XP_015834601.1	XP_017876167.1
OG0007256	XP_008200730.1	XP_017891425.2
OG0007257	XP_008191981.1	XP_017891155.1
OG0007259	XP_008190963.1	XP_017881455.1
OG0007260	XP_008193034.1	XP_017884396.1
OG0007262	XP_008190807.1	XP_017880821.1
OG0007263	XP_973446.3	XP_026667496.1
OG0007264	XP_015840525.1	XP_017885380.1
OG0007265	XP_970112.1	XP_017889063.1
OG0007267	XP_015838527.1	XP_026668177.1
OG0007268	XP_001812757.1	XP_017882498.1
OG0007269	XP_967400.1	XP_017875345.1
OG0007270	XP_008190728.1	XP_026666606.1
OG0007271	XP_974100.1	XP_017876583.1
OG0007272	XP_975616.1	XP_017883573.1
OG0007273	XP_008201268.1	XP_026668092.1
OG0007275	XP_966940.1	XP_017878161.1
OG0007276	XP_971936.1	XP_026667648.1
OG0007277	XP_008192620.1	XP_017884314.1
OG0007278	XP_967748.1	XP_017891760.1
OG0007279	XP_008193020.1	XP_017881109.1
OG0007280	XP_008200287.1	XP_026666895.1
OG0007281	XP_001807104.1	XP_017892360.1
OG0007282	XP_972905.1	XP_026671948.1
OG0007283	XP_973892.2	XP_017887427.1
OG0007284	XP_008190394.1	XP_017881780.1
OG0007285	XP_970257.1	XP_017892833.2
OG0007286	XP_008196323.1	XP_017883587.1
OG0007287	XP_969070.1	XP_017887302.1
OG0007288	XP_015839619.1, NP_001164152.1	XP_017882033.1
OG0007289	XP_001809986.1	XP_017889042.1
OG0007290	XP_972144.1	XP_017891516.1
OG0007291	XP_974635.1	XP_017880646.1
OG0007292	XP_015833859.1	XP_026669018.1, XP_026666823.1
OG0007292	XP_015834233.1	XP_026667096.1
OG0007293	XP_008200359.1	XP_017884249.1
OG0007294	XP_968165.1	XP_017880115.1
OG0007295	XP_008200637.1	XP_017883186.1
OG0007296	XP_008199223.2	XP_017875157.1
OG0007297	XP_969394.1	XP_017879127.1
OG0007298	XP_966727.1	XP_017879563.1
OG0007299	XP_967657.1	XP_017885450.1
OG0007300	XP_008201418.1	XP_017892439.1
OG0007301	XP_975432.1	XP_017877965.1
OG0007302	XP_008196093.1	XP_017889117.1
OG0007303	XP_967428.1	XP_017879835.1
OG0007304	XP_008199397.1	XP_017889644.1
OG0007305	XP_008191060.1	XP_026669247.1
OG0007306	XP_008191539.1	XP_017889275.1
OG0007307	XP_974006.1	XP_017887496.1
OG0007308	XP_015840372.1	XP_026669966.1
OG0007309	XP_008195093.1, XP_008195092.1	XP_017890956.1
OG0007311	XP_968887.1	XP_017881744.1
OG0007312	XP_973963.1	XP_026675116.1
OG0007313	XP_968704.1	XP_026669423.1
OG0007314	XP_015838869.1	XP_017877697.1
OG0007315	XP_008191493.1	XP_017892732.1
OG0007316	XP_015835093.1	XP_017882526.1
OG0007317	XP_008193043.1	XP_017881974.1, XP_026670307.1
OG0007318	XP_971349.1	XP_017891754.1
OG0007319	XP_968103.1	XP_017889964.1
OG0007320	XP_969453.1	XP_017879938.1
OG0007321	XP_008198269.1	XP_017886728.1
OG0007322	XP_008192069.1	XP_017876480.1
OG0007323	XP_008197212.1	XP_017876373.1
OG0007324	XP_974603.1	XP_017893650.1
OG0007325	XP_008192969.1	XP_017888714.1
OG0007326	XP_974584.2	XP_026675064.1
OG0007327	XP_975414.2	XP_017891032.1
OG0007328	XP_008193320.1	XP_017879886.1
OG0007329	XP_974735.1	XP_017877343.1
OG0007330	XP_008201148.1	XP_026669647.1
OG0007331	XP_969224.2	XP_017884303.1
OG0007332	XP_971037.1	XP_017876857.1
OG0007333	XP_015832914.1	XP_017886310.1
OG0007334	XP_015838807.1	XP_017888909.1
OG0007335	XP_971953.1	XP_017882983.1
OG0007336	XP_008194234.2	XP_017891094.1
OG0007337	XP_008191355.1	XP_017880434.1
OG0007338	XP_008197688.1	XP_017890684.1
OG0007339	XP_015840528.1	XP_026673778.1
OG0007340	XP_008191178.1, NP_001164142.1	XP_017880615.1
OG0007341	XP_001810176.2	XP_017881702.1
OG0007342	XP_972350.2	XP_017892137.1
OG0007343	XP_008194632.1	XP_026666476.1
OG0007344	XP_015837006.1	XP_017875683.1
OG0007345	NP_001034499.1	XP_017892774.1
OG0007346	XP_015835530.1	XP_017878583.1
OG0007347	XP_008190899.1	XP_017883961.1
OG0007348	XP_008193614.1	XP_017881446.1
OG0007350	XP_015838467.1	XP_026672296.1
OG0007351	XP_972294.2	XP_017877655.1
OG0007352	XP_008201623.1	XP_017883972.1
OG0007353	XP_971778.1	XP_017884169.1
OG0007355	XP_008195845.1	XP_017886668.1
OG0007356	XP_970427.1	XP_017883952.1
OG0007357	XP_972041.1	XP_017887328.1
OG0007358	XP_008197965.1	XP_017885088.1
OG0007359	XP_015834573.1	XP_026670161.1
OG0007360	XP_008192581.1	XP_026668704.1
OG0007361	XP_015838693.1	XP_017880951.1
OG0007362	XP_008192342.1	XP_026668876.1
OG0007363	XP_970873.1	XP_017891849.1
OG0007364	XP_972870.1	XP_017890489.1
OG0007365	XP_975158.1	XP_017882145.1
OG0007366	XP_008199209.1	XP_017875473.1
OG0007367	XP_008197362.1	XP_017892904.1
OG0007368	XP_973716.2	XP_017878367.1
OG0007369	XP_008200052.1	XP_017880866.1
OG0007370	XP_967040.1	XP_017886458.1
OG0007371	XP_969497.1	XP_026668838.1, XP_026668837.1
OG0007372	XP_967896.1	XP_026666851.1
OG0007373	XP_015839467.1, NP_001107810.1	XP_026674818.1, XP_017883740.1
OG0007374	XP_015840615.1	XP_026671185.1
OG0007375	XP_015835021.1	XP_017878471.1
OG0007376	XP_008199884.1	XP_017885276.1
OG0007377	XP_015834849.1	XP_017891946.1
OG0007378	XP_008194255.1	XP_017875709.1
OG0007379	XP_008194717.1	XP_017888755.1
OG0007380	XP_008196564.1	XP_017875514.1
OG0007381	XP_015834977.1	XP_017893222.2
OG0007382	XP_008196370.1	XP_017889111.1
OG0007383	XP_008199108.1	XP_017883729.1
OG0007384	XP_008195826.1	XP_026666701.1
OG0007385	XP_015838449.1	XP_017887176.1
OG0007386	XP_008201422.1	XP_017885797.1
OG0007387	XP_008195616.1	XP_017879818.1
OG0007388	XP_015834926.1	XP_017881668.1
OG0007389	XP_967416.1	XP_026674954.1
OG0007390	XP_015837796.1	XP_017892615.1
OG0007391	XP_015834734.1, XP_015834735.1, XP_015834736.1	XP_017882537.1
OG0007392	XP_015836550.1	XP_026667846.1
OG0007393	XP_008192063.2	XP_017882534.1
OG0007394	XP_974748.1	XP_017875217.1
OG0007395	XP_015834017.1	XP_026671561.1
OG0007396	XP_008190721.1	XP_017893573.1
OG0007397	XP_969461.1	XP_017883962.1
OG0007398	XP_008198081.1	XP_026667682.1
OG0007399	XP_975345.2	XP_017876428.1
OG0007401	XP_008194941.1	XP_017887341.1
OG0007402	XP_008196910.1	XP_017890250.1
OG0007403	NP_001164293.1	XP_026674916.1
OG0007404	XP_008196416.1	XP_026674373.1
OG0007405	XP_008200386.1	XP_017882047.1
OG0007406	XP_015835690.1	XP_017893568.1
OG0007407	XP_015833344.1	XP_017888286.1
OG0007408	XP_008198691.1	XP_017883938.1
OG0007409	XP_008201165.1	XP_017878039.1
OG0007410	XP_969609.1	XP_017890639.1
OG0007411	XP_008195877.1	XP_017889845.1
OG0007412	XP_015836078.1	XP_017878377.1
OG0007413	XP_968346.2	XP_017892674.1
OG0007414	XP_968074.1	XP_017888335.1
OG0007415	XP_970543.1	XP_026666531.1
OG0007416	XP_008193121.1	XP_017874992.1
OG0007417	XP_008195391.1	XP_017876155.1
OG0007418	XP_008194460.1	XP_026669392.1
OG0007419	XP_970878.1	XP_026667323.1
OG0007420	XP_972406.2	XP_017891188.1
OG0007421	XP_970052.1, XP_969906.2	XP_017879641.1
OG0007422	XP_967756.1	XP_017893284.1
OG0007423	XP_008191818.1	XP_017885526.1
OG0007424	XP_008191009.1	XP_017884924.1
OG0007425	XP_008195160.1	XP_017890295.1
OG0007426	XP_008192974.1	XP_017876582.1
OG0007427	XP_015839209.1	XP_026668677.1
OG0007428	XP_015837641.1	XP_026670055.1
OG0007429	XP_974929.1	XP_017887787.1
OG0007430	XP_971970.1	XP_017880250.1
OG0007431	XP_972831.1	XP_017886081.1
OG0007432	XP_015834570.1	XP_017878440.1
OG0007433	XP_008193451.1	XP_026674641.1
OG0007434	XP_971391.1	XP_017880464.1
OG0007435	XP_008196148.1	XP_017884484.1
OG0007436	XP_008199883.1	XP_017876275.1
OG0007437	XP_008194162.1	XP_017878383.1
OG0007438	XP_008191282.1	XP_017881705.1, XP_026670179.1
OG0007439	XP_008193999.1	XP_017892747.1
