Orthogroup	Tribolium_castaneum	Aedes_aegypti
OG0006269	XP_008195313.1	XP_001655113.1
OG0006270	XP_968806.3	XP_021705036.1
OG0006271	XP_968366.1	XP_001659155.1
OG0006273	XP_974567.2	XP_001661529.1
OG0006274	XP_973671.2	XP_021699399.1
OG0006275	XP_975323.1	XP_001656034.2
OG0006276	XP_008199318.1	XP_001661085.2
OG0006277	XP_972150.2	XP_001654122.2
OG0006278	XP_971450.1	XP_021701929.1
OG0006279	XP_008199174.1	XP_001649464.1
OG0006280	XP_015835096.1	XP_021706949.1
OG0006281	XP_008192768.1	XP_021701193.1
OG0006282	XP_008200283.1	XP_021711621.1
OG0006283	NP_001164094.1, XP_008200461.1	XP_001662069.2
OG0006284	XP_008201728.1	XP_001658130.2
OG0006285	XP_967513.1	XP_001656619.1
OG0006286	XP_008195631.1	XP_001657422.1
OG0006287	XP_015836430.1	XP_001650345.1
OG0006288	XP_008192776.1	XP_021697338.1
OG0006289	XP_972899.1	XP_001662357.1
OG0006290	XP_968844.1	XP_021695110.1
OG0006291	XP_015836383.1	XP_021706632.1
OG0006292	XP_971490.1, XP_015836264.1	XP_001659750.2
OG0006293	XP_968467.1, XP_967097.1	XP_001649003.1, XP_021707585.1
OG0006294	XP_966616.1	XP_001653052.1
OG0006295	XP_008195028.1	XP_001650202.1
OG0006296	XP_975638.1	XP_021704011.1
OG0006297	XP_008197797.1	XP_001658958.2
OG0006298	XP_968109.1	XP_001662051.2
OG0006299	XP_008201533.1	XP_021695016.1, XP_021694917.1
OG0006300	XP_008192925.1	XP_021693795.1
OG0006301	XP_008200121.1	XP_021697011.1
OG0006302	XP_975194.2	XP_021706178.1
OG0006303	XP_008197566.1	XP_001657255.2
OG0006304	XP_967396.1	XP_021700110.1
OG0006305	XP_008192163.1	XP_021694598.1
OG0006306	XP_008198935.1	XP_001648253.1
OG0006307	XP_008194418.1	XP_021706343.1
OG0006308	XP_972593.1	XP_001648949.2
OG0006309	XP_969584.1	XP_001662411.1
OG0006310	XP_008199323.1	XP_001650763.1
OG0006311	XP_975769.1	XP_021696841.1, XP_001650609.2
OG0006312	XP_008201336.1	XP_001649746.1
OG0006313	XP_967788.1	XP_001649399.1
OG0006314	XP_008197803.1	XP_021699555.1
OG0006315	XP_015838682.1	XP_021699711.1
OG0006316	XP_001814047.1	XP_021704286.1
OG0006317	XP_971377.1	XP_021696014.1
OG0006318	XP_015840161.1	XP_021709632.1
OG0006319	XP_973781.1	XP_001662409.1
OG0006320	XP_974032.3	XP_021698478.1
OG0006322	XP_969081.1	XP_011493441.1
OG0006323	XP_969881.1	XP_011493383.1
OG0006324	XP_015839977.1	XP_001649078.2
OG0006325	XP_975115.1	XP_021702947.1
OG0006326	XP_008193707.1	XP_001654401.2
OG0006327	XP_973265.1	XP_001658204.2
OG0006328	XP_973520.1	XP_001660887.1
OG0006329	XP_008200453.1	XP_001659032.1
OG0006330	XP_008196849.1	XP_021701539.1, XP_021701541.1, XP_021701540.1
OG0006331	XP_970043.2	XP_001658276.1
OG0006332	XP_966737.1	XP_001653669.1, XP_001653667.1, XP_021707232.1
OG0006333	XP_967150.1	XP_001662996.1
OG0006334	XP_970258.3	XP_001663180.1
OG0006335	XP_975679.2	XP_021710512.1
OG0006337	XP_008193898.1	XP_001661825.1
OG0006338	XP_008198894.1	XP_001662618.1
OG0006339	XP_969974.2	XP_021712646.1, XP_001662501.2
OG0006340	XP_969014.1	XP_021693362.1
OG0006342	XP_972140.1, XP_008192387.1	XP_001650150.2
OG0006343	XP_008197440.1	XP_021703591.1
OG0006344	XP_967064.1	XP_001654070.2
OG0006345	XP_008194877.1	XP_021709008.1
OG0006346	XP_975242.1	XP_001656402.1
OG0006347	XP_967413.1	XP_021696286.1
OG0006348	XP_008197900.1	XP_001654328.1
OG0006349	XP_971770.1	XP_001658824.2
OG0006350	XP_008191855.1	XP_021706106.1
OG0006351	XP_008201369.1	XP_021713409.1
OG0006352	XP_008199164.1	XP_021706867.1
OG0006353	XP_008196657.1	XP_021705989.1
OG0006355	XP_008197719.1	XP_021693425.1
OG0006356	XP_973551.1	XP_001657729.1
OG0006357	XP_008194944.1	XP_021707656.1
OG0006358	XP_966409.1	XP_001652359.1
OG0006359	XP_015834095.1	XP_001660612.2
OG0006360	XP_968892.1	XP_021697513.1
OG0006361	XP_008194669.1	XP_001660716.2
OG0006362	XP_015833389.1, XP_008190921.1	XP_001656892.1
OG0006363	XP_968124.2	XP_021699101.1
OG0006364	XP_008191418.1	XP_021710562.1, XP_021712143.1
OG0006365	XP_968712.2	XP_021712422.1, XP_001657668.2
OG0006366	XP_008191093.1	XP_021707076.1
OG0006368	XP_974191.1	XP_021705623.1
OG0006369	XP_015839149.1	XP_001657123.1
OG0006370	XP_968179.1	XP_001662032.1
OG0006373	XP_008193147.1	XP_001648654.2
OG0006374	XP_971689.1	XP_021712817.1, XP_001658799.2
OG0006375	XP_008198624.1	XP_001663666.2
OG0006377	XP_008190836.1	XP_021695198.1
OG0006378	XP_970244.1	XP_001653879.2
OG0006379	XP_015833902.1, XP_972461.1	XP_021701522.1
OG0006380	XP_975069.1	XP_021710493.1
OG0006381	XP_008192680.1	XP_021706258.1
OG0006382	XP_008198299.1	XP_001664244.2
OG0006383	XP_966740.1	XP_021702590.1
OG0006384	XP_008200069.1, XP_008200070.1	XP_001652638.1
OG0006385	XP_008200175.1	XP_001648348.3
OG0006386	XP_971252.1	XP_001660840.2
OG0006387	XP_015836426.1, XP_015836408.1	XP_021709494.1
OG0006388	XP_008190611.1	XP_021707726.1
OG0006389	XP_967510.2	XP_001653143.2
OG0006390	XP_974784.1	XP_001652466.1
OG0006391	XP_008201022.1	XP_001649858.2, XP_001649859.2
OG0006392	XP_969056.1	XP_021703657.1
OG0006393	XP_968347.1	XP_001657121.1
OG0006394	XP_008193619.1	XP_021706817.1
OG0006395	XP_008201476.1, XP_008201477.1	XP_021709944.1
OG0006396	XP_015835444.1	XP_001654731.2
OG0006397	XP_008193042.1	XP_001651394.2
OG0006398	XP_974084.1	XP_001658688.2
OG0006399	XP_015838133.1	XP_021712108.1, XP_021695083.1
OG0006400	XP_015837215.1	XP_021698933.1
OG0006401	XP_008194829.2	XP_021704579.1
OG0006403	XP_015833396.1	XP_021695823.1
OG0006404	XP_973226.1	XP_001653183.2
OG0006405	XP_968294.1	XP_021696127.1
OG0006406	XP_008199618.1	XP_001656444.1
OG0006407	XP_008197696.1	XP_021706770.1
OG0006408	XP_008199399.1	XP_021695876.1
OG0006409	XP_968188.1	XP_021694165.1, XP_021694166.1
OG0006411	XP_973116.1, XP_008195776.1	XP_021698270.1
OG0006412	XP_968536.1	XP_001649124.1
OG0006413	XP_008192636.1	XP_001653824.1, XP_001653823.1
OG0006415	XP_015837698.1, XP_015837695.1	XP_021708154.1
OG0006416	XP_973026.1	XP_021711898.1, XP_001661064.2
OG0006417	XP_008195262.1	XP_021700324.1
OG0006418	XP_015834030.1	XP_021707602.1
OG0006419	XP_975423.1	XP_021708497.1
OG0006420	XP_975447.1	XP_001657527.2
OG0006422	XP_970089.1	XP_001663654.1
OG0006423	XP_008193406.1	XP_021709939.1
OG0006425	XP_967594.1	XP_021709132.1
OG0006426	XP_970005.1	XP_001650919.1
OG0006427	XP_967239.1	XP_021709504.1
OG0006428	XP_015835351.1	XP_021706620.1, XP_021711982.1
OG0006429	XP_015838597.1, XP_015838592.1	XP_021712998.1
OG0006431	XP_967482.1	XP_021705127.1
OG0006432	XP_008192443.1	XP_021694828.1
OG0006433	XP_008195500.1	XP_001656845.2
OG0006434	XP_008198977.1	XP_021698604.1
OG0006435	XP_008196000.1	XP_001659327.1
OG0006437	XP_008190829.1	XP_001653312.1
OG0006438	XP_974586.1	XP_021704712.1
OG0006439	XP_972658.1	XP_001659227.2
OG0006440	XP_973240.2	XP_021701538.1
OG0006441	XP_973953.2	XP_001654260.2
OG0006442	XP_967088.1	XP_001655350.2
OG0006443	XP_970720.1	XP_021705140.1
OG0006444	XP_968770.1	XP_001648196.1
OG0006445	XP_968396.2	XP_021708505.1
OG0006446	XP_008193494.1	XP_021705676.1
OG0006447	XP_008198789.1	XP_001648609.1
OG0006448	XP_966816.1	XP_011493731.1
OG0006449	XP_008191527.1, XP_008200414.1	XP_001650574.2
OG0006450	XP_008196630.1	XP_021700848.1
OG0006451	XP_972120.1	XP_001664282.1
OG0006452	XP_969562.1	XP_001659778.1
OG0006454	XP_001810629.1	XP_021695339.1
OG0006455	XP_015840692.1	XP_021697448.1
OG0006456	XP_975491.1	XP_001654061.2
OG0006457	XP_971596.1	XP_001649604.1
OG0006459	XP_015840501.1	XP_021706028.1
OG0006460	XP_008194721.1	XP_001661961.1
OG0006463	XP_971577.2	XP_001664316.1
OG0006464	XP_001813884.2	XP_021707837.1
OG0006465	XP_008193545.1, XP_008193544.1	XP_021709281.1
OG0006466	XP_970735.1	XP_021704187.1
OG0006467	XP_008193210.1	XP_001654812.1
OG0006468	XP_970419.2, XP_015836661.1, XP_015840389.1	XP_021694829.1
OG0006469	XP_008199426.1	XP_021698220.1
OG0006470	XP_015838948.1, XP_015838947.1	XP_021704077.1
OG0006471	XP_015838045.1	XP_021703560.1
OG0006472	XP_008197389.1	XP_001652850.2
OG0006473	XP_015839075.1	XP_021709807.1
OG0006474	XP_015838946.1, XP_015840119.1	XP_001652417.2
OG0006476	XP_967236.1	XP_021697068.1
OG0006477	XP_966732.1	XP_021700677.1
OG0006478	XP_015839380.1	XP_001656937.1
OG0006479	XP_975528.1	XP_021700339.1, XP_021700341.1, XP_021700337.1, XP_021700344.1, XP_021700335.1, XP_021700336.1, XP_021700349.1, XP_021700348.1, XP_021700342.1, XP_021700343.1, XP_021700347.1, XP_021700346.1, XP_021700345.1, XP_021700338.1, XP_001652472.1, XP_021700352.1
OG0006480	XP_974460.1	XP_001650487.2
OG0006481	XP_015840848.1, XP_008195976.1	XP_021699696.1, XP_001662108.1
OG0006482	XP_008195897.1	XP_001648880.2
OG0006483	XP_015840054.1	XP_021697737.1
OG0006484	XP_015833919.1	XP_021713424.1
OG0006485	XP_970704.1	XP_021709595.1, XP_021709594.1
OG0006486	NP_001034501.1	XP_021709153.1
OG0006487	XP_008191452.1	XP_001659448.2
OG0006488	XP_975046.1	XP_001657902.2
OG0006489	XP_975178.1	XP_021694898.1
OG0006490	XP_008200796.2	XP_001660418.2
OG0006491	XP_974195.1	XP_001660916.2
OG0006492	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2	XP_021712273.1, XP_021694720.1
OG0006493	XP_974653.1	XP_011493096.1
OG0006494	XP_015836407.1	XP_021708500.1
OG0006495	XP_008193526.1	XP_001649467.1
OG0006496	XP_015835810.1	XP_021706328.1
OG0006497	XP_968788.2	XP_021700020.1
OG0006498	XP_968216.1	XP_001650131.1
OG0006499	XP_015837754.1	XP_021707065.1
OG0006500	XP_008201619.1	XP_001656926.2
OG0006501	XP_971919.1	XP_001650005.1
OG0006502	XP_008190868.1	XP_001648450.1
OG0006503	XP_008197741.1	XP_001662670.1
OG0006505	XP_972170.1	XP_021702162.1
OG0006506	XP_008191365.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_015837209.1	XP_021709249.1
OG0006508	XP_972197.1	XP_021699337.1
OG0006509	XP_008197902.1	XP_021711973.1, XP_021693609.1
OG0006510	XP_970302.1	XP_001650335.1
OG0006511	XP_008192857.1	XP_021701335.1
OG0006512	XP_015840657.1	XP_021713034.1, XP_021712351.1
OG0006513	XP_966706.1	XP_001654102.2
OG0006514	XP_015839674.1	XP_001659016.2
OG0006515	XP_008199871.2	XP_021694817.1
OG0006516	XP_968072.1	XP_001653438.1
OG0006517	XP_008196560.1	XP_021694575.1
OG0006518	XP_969385.2, XP_008193040.1	XP_021698137.1
OG0006519	XP_974169.1	XP_021707312.1
OG0006520	XP_008192744.1	XP_001656464.2
OG0006521	XP_975406.1	XP_001653443.2
OG0006522	XP_008195578.1	XP_001655315.1
OG0006523	XP_015834602.1	XP_021699726.1
OG0006524	XP_975575.1	XP_021703268.1
OG0006525	XP_973643.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_008200345.1	XP_021706331.1
OG0006527	XP_970294.2	XP_021699671.1
OG0006528	XP_015833785.1	XP_021703214.1
OG0006529	XP_972074.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_970036.2	XP_021694164.1
OG0006532	XP_975337.1	XP_001664109.2
OG0006533	XP_974988.1	XP_001662904.1
OG0006534	XP_008198523.1, XP_015839091.1	XP_001654737.1
OG0006535	XP_001810533.2	XP_001660944.1
OG0006536	XP_008196325.1	XP_021695744.1
OG0006537	XP_008195255.1	XP_021697183.1
OG0006538	NP_001280506.1	XP_021701619.1
OG0006539	XP_967878.1	XP_021707172.1
OG0006540	XP_015834054.1	XP_001649665.2
OG0006541	XP_975332.1	XP_001650870.1
OG0006542	XP_969181.2	XP_021701853.1
OG0006543	XP_967443.3	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_015834618.1	XP_021694656.1
OG0006545	XP_008194661.1, XP_015836341.1	XP_021704327.1
OG0006546	XP_973591.1	XP_001661121.1
OG0006547	XP_973505.1	XP_001664204.1
OG0006548	XP_008196394.1	XP_001662694.2
OG0006549	XP_967047.1	XP_001655852.1
OG0006551	XP_008192790.1	XP_001650886.2
OG0006552	XP_008195219.1	XP_001663333.1
OG0006553	XP_015835850.1	XP_021707819.1
OG0006554	XP_968301.1	XP_001658388.1
OG0006555	XP_972655.1	XP_011493288.2, XP_021693043.1
OG0006556	XP_015836858.1	XP_001654277.1
OG0006558	XP_008197665.1	XP_021697069.1
OG0006559	XP_015839389.1	XP_021703739.1
OG0006560	XP_008200220.1	XP_021700104.1
OG0006561	XP_975968.1	XP_001658164.1
OG0006562	XP_015840271.1, XP_966939.1	XP_021708171.1
OG0006563	XP_969170.1	XP_021705845.1
OG0006565	XP_008195658.1	XP_021693766.1
OG0006566	XP_015839213.1	XP_021698895.1
OG0006568	XP_974413.2	XP_001660405.1
OG0006570	XP_008195778.1, XP_015837542.1	XP_021699637.1
OG0006571	XP_008200123.1	XP_021701970.1
OG0006573	XP_001812698.1	XP_001656668.1
OG0006574	XP_015836129.1	XP_021702968.1
OG0006575	XP_001810245.1, XP_970143.1	XP_021702168.1
OG0006576	XP_001814014.1	XP_021705145.1
OG0006577	XP_008195043.1	XP_021709301.1
OG0006579	XP_008196799.1	XP_001656789.2
OG0006580	XP_969232.1	XP_021705060.1
OG0006581	XP_008198570.1	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_008197636.1	XP_001650857.1
OG0006583	XP_008191437.1	XP_021700455.1
OG0006584	XP_974486.2	XP_001655336.2
OG0006585	XP_975633.1	XP_001651220.2
OG0006586	XP_001811993.1	XP_001662311.1
OG0006587	XP_971352.1	XP_001663056.2
OG0006588	XP_971928.3	XP_001662977.2
OG0006590	XP_008194131.1	XP_021703546.1
OG0006591	XP_968338.2	XP_001660548.1
OG0006592	XP_969575.1	XP_001658166.2
OG0006593	XP_015839312.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_970747.3	XP_021699913.1
OG0006595	XP_008192400.1	XP_021699828.1
OG0006596	XP_969219.2	XP_021695771.1
OG0006597	XP_008197106.1	XP_021695160.1
OG0006598	XP_001812786.1	XP_021706205.1
OG0006599	XP_008201205.1	XP_021703880.1
OG0006600	XP_015835340.1	XP_001658690.2
OG0006602	XP_015838644.1	XP_001660447.1
OG0006603	XP_001812268.1	XP_021706843.1
OG0006604	XP_008200193.1	XP_021698653.1
OG0006605	XP_968777.1	XP_001649766.2
OG0006606	XP_008201281.1	XP_021713002.1
OG0006607	XP_015833320.1	XP_021697634.1
OG0006608	XP_975582.3	XP_021708619.1
OG0006609	XP_015836966.1	XP_021692953.1
OG0006610	XP_970236.1	XP_021704132.1
OG0006611	XP_015832873.1	XP_021706441.1
OG0006612	XP_001811995.1	XP_001654859.1
OG0006614	XP_015837421.1	XP_021708235.1
OG0006615	XP_008192595.1	XP_021712414.1, XP_021701511.1
OG0006616	XP_974463.1	XP_001655801.1
OG0006617	XP_970707.2	XP_001656925.1
OG0006618	XP_008199450.1	XP_021710584.1
OG0006619	XP_971096.1	XP_021709530.1, XP_021712417.1
OG0006620	XP_015834239.1	XP_021702057.1
OG0006621	XP_015839076.1	XP_021713359.1
OG0006623	XP_008193284.1	XP_001647648.2
OG0006624	XP_008195886.1	XP_021696038.1
OG0006625	XP_008196488.1, XP_971042.2	XP_021693017.1
OG0006626	XP_015836069.1	XP_021709882.1, XP_021709905.1
OG0006627	XP_008195334.1	XP_021704811.1
OG0006628	XP_970549.1	XP_021712803.1
OG0006629	XP_967779.1	XP_001650268.1
OG0006630	XP_008191652.1	XP_021702740.1
OG0006631	XP_015839544.1	XP_021703476.1
OG0006632	XP_974395.1	XP_021703175.1
OG0006634	XP_008193940.1	XP_001654338.2
OG0006635	XP_966682.1	XP_021703806.1
OG0006637	XP_008190846.1	XP_021699276.1, XP_021699277.1
OG0006638	XP_008195200.1	XP_001657730.2
OG0006639	XP_001809693.1	XP_021694514.1
OG0006641	XP_015838319.1	XP_001659192.2
OG0006642	XP_969290.1	XP_021698330.1
OG0006643	XP_971303.1	XP_001659742.2
OG0006644	XP_008197454.1	XP_021698027.1
OG0006645	XP_008191049.1	XP_021700538.1
OG0006646	XP_969314.1	XP_001659809.1
OG0006647	XP_971753.1	XP_021694152.1, XP_021694025.1
OG0006648	XP_974443.1	XP_001655800.2
OG0006649	XP_015835408.1	XP_001660547.2
OG0006650	XP_015840844.1	XP_021694894.1
OG0006651	NP_001164316.1	XP_021707903.1
OG0006652	XP_015840704.1	XP_021695167.1
OG0006653	XP_015835038.1	XP_021705980.1
OG0006654	XP_975015.2	XP_001657903.2
OG0006655	XP_008201159.1	XP_021693218.1
OG0006656	XP_008200689.1	XP_021696607.1, XP_021696608.1
OG0006657	XP_975509.1, XP_008195939.1	XP_001661237.1
OG0006658	XP_008195756.1	XP_001651882.1
OG0006659	NP_001034500.1	XP_001653516.2
OG0006660	XP_974079.1	XP_021710900.1
OG0006661	XP_970246.2	XP_001657977.2
OG0006662	XP_015834463.1	XP_021709178.1
OG0006663	XP_969233.2	XP_001657582.2
OG0006664	XP_015836349.1	XP_021710662.1
OG0006665	XP_008197421.1	XP_001657248.1
OG0006666	XP_015838197.1	XP_021707292.1, XP_021712363.1
OG0006667	XP_015834568.1, XP_008192104.1	XP_021702177.1
OG0006668	XP_973618.1	XP_021693528.1
OG0006669	XP_008192367.1, XP_008192368.1	XP_021711268.1, XP_021711263.1, XP_021711259.1
OG0006670	XP_008200740.1	XP_001651908.2
OG0006671	XP_008195132.1	XP_021694700.1
OG0006672	XP_008191966.1	XP_001648305.2
OG0006673	XP_970412.1	XP_001649363.2
OG0006674	XP_015839554.1	XP_001649614.2
OG0006675	XP_973940.1, XP_008193334.1	XP_021697515.1, XP_001649753.1
OG0006676	XP_967082.1	XP_001650486.2
OG0006677	XP_008193090.1	XP_001650535.2
OG0006679	XP_001808926.2	XP_001650939.1
OG0006680	XP_008194824.1	XP_021711357.1, XP_021711356.1, XP_001651111.1
OG0006681	XP_969055.2	XP_001651467.2
OG0006682	XP_968578.2	XP_001651485.1
OG0006683	XP_971628.1	XP_001651641.2
OG0006684	XP_975522.1	XP_021695984.1, XP_001652310.1
OG0006685	XP_008191780.1	XP_001652628.1
OG0006687	XP_974665.1	XP_001653797.2
OG0006688	XP_008193708.1	XP_021701821.1, XP_021701820.1, XP_001654402.2
OG0006689	XP_975139.1	XP_001654433.1
OG0006690	XP_972919.1	XP_021701275.1, XP_021701276.1, XP_021701274.1, XP_001654893.1
OG0006691	XP_969962.1	XP_001655031.2, XP_001655032.2
OG0006692	XP_975260.1	XP_001655345.2
OG0006693	XP_015835689.1	XP_001655525.2
OG0006694	XP_008193306.1	XP_001655639.2
OG0006695	XP_008198934.1	XP_001655962.2
OG0006696	XP_008192904.1	XP_001656638.2
OG0006698	XP_008191226.1	XP_001657531.1
OG0006699	XP_971167.2	XP_001657892.1
OG0006700	XP_970813.1	XP_001659279.2, XP_021702719.1, XP_021702718.1
OG0006701	XP_971600.1	XP_021702715.1, XP_021702716.1, XP_021702713.1, XP_021702714.1, XP_001659282.2
OG0006702	XP_970182.1	XP_001659401.2
OG0006703	XP_008190969.1	XP_001659696.2
OG0006704	XP_008195726.1	XP_001659808.1
OG0006705	XP_967295.2	XP_001660790.2
OG0006706	XP_008195161.2, XP_015836743.1	XP_001661378.2
OG0006707	XP_008195856.1	XP_001661397.1
OG0006708	XP_967066.1	XP_001662978.1
OG0006710	XP_967766.1	XP_001663461.1
OG0006711	XP_008195936.1	XP_021693038.1
OG0006713	XP_969942.3	XP_021693731.1
OG0006714	XP_015833500.1	XP_021693953.1
OG0006716	XP_975456.1	XP_021696745.1
OG0006717	XP_008197051.1, XP_008197052.1	XP_021696914.1
OG0006718	XP_008197973.1, XP_968710.2, XP_015840283.1	XP_021697247.1
OG0006719	NP_001092297.1, XP_015837047.1, NP_001092296.1	XP_021697274.1
OG0006720	XP_008195359.1	XP_021697553.1
OG0006721	XP_001812516.2	XP_021697876.1, XP_021697877.1
OG0006722	XP_001809969.1	XP_021698307.1
OG0006723	XP_967484.2	XP_021698606.1
OG0006724	XP_001807996.1	XP_021700236.1
OG0006725	XP_008193676.1	XP_021700773.1
OG0006726	XP_015836060.1	XP_021700931.1
OG0006727	XP_001810341.1	XP_021701153.1
OG0006728	XP_008200363.1	XP_021701229.1
OG0006729	XP_972129.2	XP_021701639.1, XP_021701640.1
OG0006730	XP_008193956.1, XP_015835007.1	XP_021701650.1
OG0006731	XP_971647.1	XP_021701718.1
OG0006732	XP_008196374.1	XP_021702123.1
OG0006733	XP_008193363.1	XP_021702247.1
OG0006734	XP_008200728.1	XP_021702385.1, XP_021702373.1
OG0006735	XP_970436.2	XP_021702801.1, XP_021702766.1
OG0006736	XP_015835201.1, NP_001164137.1	XP_021703000.1
OG0006737	XP_015835855.1, XP_008193588.2	XP_021703021.1, XP_021712146.1
OG0006738	XP_008198534.1, XP_015837961.1	XP_021703763.1
OG0006739	XP_008196292.1	XP_021703878.1
OG0006740	XP_008194222.1	XP_021704283.1
OG0006741	XP_008198080.1	XP_021705141.1
OG0006743	XP_015838972.1	XP_021705453.1
OG0006744	XP_015833992.1	XP_021706745.1
OG0006745	XP_015840725.1, XP_015840721.1	XP_021706761.1
OG0006746	XP_974080.1	XP_021706769.1
OG0006748	XP_008195654.1	XP_021710739.1, XP_021707799.1
OG0006749	XP_972111.1	XP_021708789.1
OG0006750	XP_015840393.1	XP_021708822.1
OG0006751	XP_973030.2	XP_021709044.1
OG0006752	XP_015836531.1	XP_021709282.1
OG0006753	XP_008197689.1	XP_021709369.1
OG0006754	XP_967095.1	XP_021712263.1, XP_021713262.1
OG0006755	XP_001816157.1	XP_021713296.1
OG0006798	XP_972156.1	XP_001662431.1
OG0006799	XP_968358.1	XP_001652015.1
OG0006800	XP_971874.2	XP_001663436.1
OG0006801	XP_970194.1	XP_001663403.2
OG0006802	XP_968776.1	XP_001654090.1
OG0006803	XP_015840093.1	XP_001655519.1
OG0006804	XP_968727.1	XP_001651784.1
OG0006805	XP_968120.1	XP_001663981.1
OG0006806	XP_971841.2	XP_001656429.1
OG0006807	XP_974360.1	XP_001663765.1
OG0006808	XP_008192808.1	XP_021704085.1
OG0006809	XP_971419.1	XP_001649130.1
OG0006810	XP_969231.1	XP_001652245.1
OG0006811	XP_015838314.1	XP_001649336.1
OG0006812	XP_973149.1	XP_001661903.1
OG0006813	XP_972387.1	XP_001658970.1
OG0006814	XP_975476.1	XP_001648627.1
OG0006815	XP_008195168.1	XP_001652716.2
OG0006816	XP_975241.2	XP_001660799.1
OG0006817	XP_008191759.1	XP_001662426.2
OG0006818	XP_970060.2	XP_001661672.2
OG0006819	XP_008191840.1	XP_001648902.1
OG0006820	XP_975661.1	XP_001649871.1
OG0006821	XP_971657.1	XP_001654333.2
OG0006822	XP_974622.1	XP_021704837.1
OG0006823	XP_967663.2	XP_001650494.1
OG0006824	XP_015834011.1	XP_001655825.1
OG0006825	XP_974101.1	XP_021701660.1
OG0006826	XP_975493.2	XP_001655586.1
OG0006827	XP_973381.1	XP_001662633.1
OG0006828	XP_969284.1	XP_001656225.2
OG0006829	XP_971328.2	XP_001648569.1
OG0006831	XP_968495.1	XP_001654332.2
OG0006832	XP_968351.1	XP_001654398.2
OG0006833	XP_971748.1	XP_001648564.1
OG0006834	XP_970231.1	XP_001656511.2
OG0006835	XP_972583.1	XP_001661657.1
OG0006836	XP_968280.1	XP_021700389.1
OG0006838	XP_008191171.1	XP_021700506.1
OG0006839	XP_008191122.1	XP_001659264.1
OG0006841	XP_967620.1	XP_001648001.1
OG0006842	XP_973689.1	XP_001652937.1
OG0006843	XP_968265.1	XP_001648944.1
OG0006844	XP_970635.1	XP_001659470.1
OG0006845	XP_008194739.1	XP_001662295.2
OG0006846	XP_008200228.1	XP_001655352.1
OG0006847	XP_968855.1	XP_001659482.1
OG0006848	XP_966912.1	XP_021695001.1
OG0006849	XP_973889.1	XP_021707215.1
OG0006850	XP_968036.1	XP_001649116.1
OG0006851	XP_008191501.1	XP_001648667.1
OG0006852	XP_972612.1	XP_001647892.2
OG0006853	XP_015838861.1, XP_015838550.1	XP_021707412.1
OG0006854	XP_008198303.1	XP_001655578.1
OG0006855	XP_967365.1	XP_021702225.1
OG0006857	XP_970243.1	XP_021707300.1, XP_001651133.2
OG0006858	XP_974639.2	XP_001664061.1
OG0006859	XP_972684.2	XP_001654150.1
OG0006860	XP_008197065.1	XP_021704437.1, XP_021704438.1
OG0006861	XP_973169.1	XP_001652621.1
OG0006862	XP_973840.1	XP_001661241.1
OG0006863	XP_008195646.1	XP_001655624.2
OG0006864	XP_971028.1	XP_001663442.1
OG0006865	XP_008199716.1	XP_001659377.1
OG0006866	XP_972465.1	XP_021698769.1
OG0006867	XP_970573.1	XP_001662974.1
OG0006868	NP_001073566.1	XP_001656501.2
OG0006869	XP_969347.1	XP_001657653.1
OG0006870	XP_974317.1	XP_001656652.2
OG0006871	XP_008195652.1	XP_001661113.1
OG0006872	XP_974477.1	XP_001658760.1
OG0006874	XP_015840782.1	XP_021699546.1
OG0006875	XP_974756.1	XP_001652035.1
OG0006876	XP_967493.1	XP_001648589.2
OG0006878	XP_971683.1	XP_001656467.1
OG0006879	XP_972215.1	XP_001661804.1
OG0006880	XP_001814678.1	XP_021708366.1, XP_021708365.1, XP_021712780.1
OG0006881	XP_008195305.1	XP_021693079.1
OG0006882	XP_969550.1	XP_001659284.1
OG0006884	XP_969487.1	XP_001658212.1
OG0006885	XP_968609.1	XP_001661806.2
OG0006886	XP_001808466.1	XP_001659497.1
OG0006887	XP_008195222.1	XP_001663197.2
OG0006888	XP_975355.1	XP_001663881.1
OG0006889	XP_008193286.1, XP_001812086.2	XP_001658586.1
OG0006890	XP_970659.1	XP_001664309.1
OG0006891	XP_967650.1	XP_001652851.2
OG0006892	XP_967727.1	XP_001659845.2
OG0006893	XP_001809758.1	XP_001661570.1
OG0006894	XP_008197375.1	XP_011493542.1, XP_001654507.1
OG0006895	XP_970263.1	XP_001651096.1
OG0006896	XP_971537.1	XP_001654929.2
OG0006897	XP_967765.1	XP_001663931.1
OG0006898	XP_008198813.1	XP_001660269.1
OG0006899	XP_008193923.1	XP_001651670.2
OG0006900	XP_973438.1	XP_001658248.1
OG0006901	XP_008200465.1	XP_001648358.1
OG0006902	XP_971215.1	XP_001656686.2
OG0006903	XP_975500.1	XP_001654738.1
OG0006904	XP_975208.1	XP_001659542.1
OG0006906	XP_008197831.1	XP_001649896.2
OG0006907	XP_971517.1	XP_001652952.2
