Orthogroup	Tribolium_castaneum	Dufourea_novaeangliae
OG0005614	XP_015837263.1	XP_015433334.1
OG0005615	XP_967684.1	XP_015439353.1
OG0005616	XP_973420.1	XP_015434725.1
OG0005617	XP_015838662.1	XP_015432723.1
OG0005618	XP_970807.1, XP_015838160.1	XP_015434188.1
OG0005619	XP_974629.1	XP_015434265.1
OG0005620	XP_969873.1	XP_015429812.1
OG0005621	XP_008199868.1	XP_015432045.1
OG0005622	XP_008191591.1	XP_015438513.1
OG0005623	XP_015836534.1	XP_015429435.1
OG0005624	XP_008194577.1	XP_015432381.1
OG0005626	XP_008192705.1	XP_015435076.1
OG0005627	XP_967962.1	XP_015437369.1
OG0005628	XP_968236.1	XP_015430596.1, XP_015430597.1
OG0005629	XP_966621.1	XP_015440171.1
OG0005630	XP_008197862.1	XP_015433220.1
OG0005631	XP_975107.1	XP_015432958.1
OG0005632	XP_015839078.1	XP_015435876.1
OG0005633	XP_008200968.1, XP_015838364.1	XP_015434612.1
OG0005634	XP_008193611.1	XP_015436836.1
OG0005635	XP_971101.2	XP_015434102.1
OG0005636	XP_015839340.1	XP_015430253.1
OG0005637	XP_008190932.1	XP_015437723.1
OG0005638	XP_967706.1	XP_015439183.1
OG0005639	XP_971230.2	XP_015433790.1
OG0005640	XP_966896.1	XP_015428985.1
OG0005641	XP_971415.2	XP_015439182.1
OG0005642	XP_015834732.1	XP_015437803.1
OG0005643	XP_008191488.1	XP_015438916.1
OG0005644	XP_008195576.1	XP_015439965.1
OG0005645	XP_008199535.1	XP_015435257.1
OG0005646	XP_008192422.1	XP_015436906.1
OG0005647	XP_008191197.1	XP_015438820.1
OG0005649	XP_001811313.1	XP_015434160.1
OG0005650	XP_015838337.1	XP_015428706.1
OG0005651	XP_972980.2	XP_015440294.1
OG0005652	XP_015833242.1	XP_015438161.1
OG0005653	XP_970640.2	XP_015434274.1
OG0005654	XP_008191771.1	XP_015437408.1, XP_015437407.1, XP_015437406.1
OG0005655	XP_008198247.1	XP_015429242.1
OG0005656	XP_008197183.1	XP_015431515.1
OG0005658	XP_015835639.1	XP_015435476.1
OG0005659	XP_015838700.1	XP_015433169.1
OG0005660	XP_015832984.1	XP_015440181.1
OG0005661	XP_015836150.1, XP_008193651.1	XP_015438487.1
OG0005662	XP_015835784.1	XP_015433608.1
OG0005663	XP_967385.1	XP_015431652.1
OG0005664	XP_968992.1	XP_015433193.1
OG0005665	XP_015836655.1, XP_008195221.1	XP_015436870.1
OG0005666	XP_008195192.1	XP_015432531.1
OG0005667	XP_971924.1	XP_015433854.1
OG0005668	XP_008199010.1, XP_967102.4	XP_015440269.1
OG0005669	XP_015838792.1	XP_015435801.1
OG0005670	XP_015838635.1, NP_001280543.1	XP_015433187.1
OG0005671	XP_008194314.1	XP_015430908.1
OG0005672	XP_969548.2, XP_008193652.1	XP_015440293.1
OG0005673	XP_969408.1	XP_015436629.1
OG0005674	XP_008198373.1	XP_015429237.1, XP_015429238.1, XP_015429236.1
OG0005675	XP_008199566.1	XP_015434657.1
OG0005676	XP_008195410.1	XP_015439844.1, XP_015439843.1
OG0005677	XP_008191125.1, XP_008191123.1	XP_015435009.1
OG0005679	XP_015839852.1	XP_015431653.1
OG0005680	XP_973336.1	XP_015431030.1
OG0005682	XP_971265.1	XP_015428443.1
OG0005683	XP_015840603.1	XP_015429353.1
OG0005684	XP_972460.1	XP_015429459.1
OG0005685	XP_008194740.1	XP_015432186.1
OG0005686	XP_015835288.1, XP_008193311.1	XP_015428391.1
OG0005687	XP_015839698.1	XP_015436087.1
OG0005688	XP_001809624.1	XP_015439558.1
OG0005689	XP_015836591.1	XP_015429589.1
OG0005690	XP_008193846.1	XP_015428953.1
OG0005691	XP_008191553.2, XP_008197204.1	XP_015437757.1
OG0005692	XP_015834364.1	XP_015431042.1
OG0005693	XP_008190653.1	XP_015434413.1
OG0005694	XP_008198203.2, XP_015839032.1	XP_015438938.1
OG0005695	XP_001816234.2	XP_015436061.1
OG0005696	XP_015835760.1	XP_015435491.1
OG0005697	XP_001807213.1	XP_015436784.1
OG0005698	XP_008195574.1	XP_015438284.1
OG0005699	XP_008191893.1	XP_015438780.1
OG0005700	XP_008199386.1	XP_015437218.1
OG0005701	XP_008190444.1	XP_015434382.1
OG0005703	XP_015840942.1, XP_008199917.1	XP_015438078.1
OG0005704	XP_015836803.1	XP_015440130.1
OG0005705	XP_015834742.1	XP_015433418.1
OG0005706	XP_008198596.1	XP_015429695.1
OG0005707	XP_968416.2	XP_015436199.1
OG0005708	XP_008194602.1	XP_015436459.1
OG0005709	XP_975136.4	XP_015435089.1
OG0005710	XP_015837447.1	XP_015437817.1
OG0005711	NP_001107762.1	XP_015428465.1
OG0005712	NP_001103418.1, NP_001156000.1	XP_015438994.1
OG0005713	XP_008201227.1, XP_975412.2, XP_008201229.1	XP_015437966.1
OG0005714	XP_008195977.1	XP_015433986.1
OG0005715	XP_015834444.1	XP_015431657.1
OG0005717	XP_008191426.1, XP_015834044.1, XP_008191427.1	XP_015430551.1
OG0005718	XP_015834672.1	XP_015429030.1
OG0005719	XP_008195958.1	XP_015438220.1
OG0005720	XP_008200672.1, XP_008200671.1, XP_967638.1	XP_015432214.1
OG0005721	XP_975052.1	XP_015431879.1
OG0005722	XP_015834235.1	XP_015432789.1
OG0005723	NP_001107775.1, NP_001103244.1, XP_008199351.1, NP_001107776.1	XP_015439226.1
OG0005724	XP_966556.1	XP_015436292.1
OG0005725	XP_015838520.1, XP_015838521.1, XP_008197478.1	XP_015439191.1
OG0005726	XP_974953.1	XP_015433569.1
OG0005727	NP_001164083.1, XP_008195711.1	XP_015429113.1
OG0005728	XP_975436.1	XP_015438644.1
OG0005729	XP_008197901.1, XP_969096.1	XP_015431972.1
OG0005730	XP_015834563.1	XP_015438508.1
OG0005731	XP_008192201.1	XP_015432509.1, XP_015438134.1
OG0005732	XP_966399.1, XP_015839291.1	XP_015437941.1
OG0005733	XP_008192428.1, XP_008192429.1	XP_015436270.1
OG0005734	XP_974479.1	XP_015430298.1
OG0005735	XP_008198379.1	XP_015435106.1
OG0005736	XP_015834102.1, XP_015834101.1	XP_015431155.1
OG0005737	XP_008193748.1	XP_015430953.1
OG0005738	XP_967978.1	XP_015430306.1
OG0005740	XP_973508.1	XP_015431742.1
OG0005741	XP_008197143.1	XP_015429904.1
OG0005742	XP_015835465.1	XP_015431319.1
OG0005743	XP_015840616.1	XP_015432066.1
OG0005744	XP_008190612.1	XP_015431591.1
OG0005745	XP_008190490.1	XP_015435010.1
OG0005746	XP_971782.2	XP_015440010.1
OG0005747	XP_974155.1	XP_015439944.1
OG0005748	XP_968367.1	XP_015433499.1
OG0005749	XP_008196572.2, XP_015837758.1, XP_008196571.2, XP_015837757.1, XP_015837759.1	XP_015430898.1
OG0005750	XP_967927.1	XP_015440177.1
OG0005751	XP_970731.1	XP_015432110.1
OG0005752	XP_008200200.1	XP_015432909.1
OG0005753	NP_203162.1	XP_015438073.1
OG0005754	XP_971772.1, XP_001813407.1	XP_015430453.1
OG0005755	XP_966802.1	XP_015438196.1
OG0005756	XP_015839935.1	XP_015439516.1
OG0005757	XP_966941.1	XP_015429139.1
OG0005758	XP_973180.1	XP_015429299.1
OG0005759	XP_008193179.1	XP_015432968.1
OG0005760	XP_008200159.1, XP_008193188.2	XP_015439902.1
OG0005761	XP_008195193.1	XP_015433000.1
OG0005762	XP_008190844.1, XP_015833561.1, XP_008190859.1	XP_015433142.1
OG0005763	XP_008191278.1	XP_015429900.1
OG0005764	XP_015837994.1	XP_015436690.1
OG0005765	XP_966810.1, XP_015835627.1	XP_015436380.1
OG0005766	XP_008199809.1	XP_015437356.1
OG0005767	XP_008195414.1	XP_015434181.1
OG0005768	XP_968412.1	XP_015434995.1
OG0005769	XP_008192998.2	XP_015435584.1
OG0005770	XP_969735.1	XP_015437346.1
OG0005771	XP_001810795.2	XP_015438200.1
OG0005772	XP_008193738.1	XP_015437042.1
OG0005773	XP_973951.1	XP_015438381.1
OG0005774	XP_972232.1	XP_015435203.1, XP_015435202.1
OG0005775	XP_974257.1	XP_015428519.1
OG0005776	XP_971893.1	XP_015429314.1
OG0005777	XP_008194323.1	XP_015428682.1
OG0005778	XP_015839015.1	XP_015439366.1
OG0005779	XP_971676.1	XP_015429809.1
OG0005780	XP_976139.1	XP_015434397.1
OG0005781	XP_008194231.1, XP_968061.1	XP_015440493.1
OG0005782	XP_008200378.2	XP_015435960.1
OG0005783	XP_008190643.1, XP_008190641.1, XP_008190642.1	XP_015435383.1
OG0005784	XP_008191668.2	XP_015436539.1
OG0005785	XP_015837329.1	XP_015434036.1
OG0005786	XP_008193718.1	XP_015431422.1
OG0005787	XP_008191446.1	XP_015436657.1
OG0005788	XP_015836014.1	XP_015435508.1, XP_015435507.1
OG0005789	XP_966348.3	XP_015430928.1
OG0005790	XP_015834363.1	XP_015433470.1
OG0005791	NP_001103425.1, XP_015834309.1	XP_015431044.1
OG0005793	XP_015836059.1	XP_015438540.1
OG0005795	XP_969125.1	XP_015439613.1
OG0005796	XP_008200025.1	XP_015432075.1
OG0005798	XP_974333.2	XP_015438490.1
OG0005799	XP_975152.2	XP_015437056.1
OG0005800	XP_001812039.1	XP_015436103.1
OG0005801	XP_008191792.1	XP_015433513.1
OG0005802	XP_967562.2	XP_015437982.1
OG0005803	XP_972099.1	XP_015428941.1
OG0005804	XP_008200325.1	XP_015436507.1
OG0005806	XP_008195833.1	XP_015433058.1
OG0005807	XP_008192382.1	XP_015428470.1
OG0005808	XP_968475.1	XP_015435897.1
OG0005809	XP_015834554.1	XP_015438619.1
OG0005811	XP_001811565.1	XP_015438135.1, XP_015429682.1
OG0005813	XP_969848.1	XP_015440508.1
OG0005814	XP_967401.1	XP_015435028.1
OG0005815	XP_008195335.1	XP_015436548.1
OG0005816	XP_015836172.1, XP_015836170.1, XP_015836173.1	XP_015437546.1
OG0005817	XP_969995.1	XP_015430310.1
OG0005818	XP_015835570.1	XP_015433643.1
OG0005819	XP_015839040.1	XP_015428645.1, XP_015428644.1, XP_015428643.1
OG0005820	XP_015834937.1	XP_015432265.1
OG0005822	XP_008198833.1	XP_015431205.1
OG0005823	XP_008198134.1	XP_015430472.1
OG0005826	XP_969824.1	XP_015432737.1
OG0005827	XP_008194634.1	XP_015438131.1, XP_015438137.1
OG0005831	XP_008194079.1	XP_015438153.1, XP_015438068.1
OG0005832	XP_973367.1	XP_015435950.1
OG0005833	XP_015839111.1, XP_008195984.1, XP_008195971.1, XP_008195965.1, XP_008195978.1, XP_969762.1	XP_015435656.1
OG0005835	XP_967201.2, XP_008199300.1	XP_015431124.1
OG0005838	XP_008201306.2	XP_015439279.1
OG0005845	XP_008196912.1	XP_015431362.1
OG0005846	XP_973326.1	XP_015436848.1
OG0005847	XP_968885.1	XP_015436465.1
OG0005848	XP_015840156.1	XP_015432117.1
OG0005849	XP_968733.1	XP_015431995.1
OG0005850	XP_968178.1	XP_015431934.1
OG0005851	XP_975530.1	XP_015438456.1
OG0005852	XP_973139.1	XP_015438055.1
OG0005853	XP_969085.1	XP_015440502.1
OG0005854	XP_970430.1	XP_015438311.1
OG0005855	XP_973632.1	XP_015439066.1
OG0005856	XP_975016.1	XP_015431153.1
OG0005857	XP_966448.1	XP_015438655.1
OG0005858	XP_973916.1	XP_015432148.1
OG0005859	XP_967224.1	XP_015431499.1
OG0005860	XP_969650.2	XP_015430514.1
OG0005861	XP_008193890.1	XP_015436186.1
OG0005863	XP_972793.1	XP_015433771.1
OG0005864	XP_973422.1	XP_015439417.1
OG0005865	XP_015833158.1	XP_015431355.1
OG0005866	XP_968355.1	XP_015428618.1
OG0005867	XP_015833912.1	XP_015438060.1
OG0005868	XP_968469.2	XP_015437756.1
OG0005869	XP_974124.1	XP_015438498.1
OG0005870	XP_966459.2	XP_015434005.1
OG0005871	XP_008194056.1	XP_015433349.1
OG0005872	XP_973623.1	XP_015430728.1
OG0005873	XP_015838706.1, XP_972497.1	XP_015439389.1
OG0005874	XP_972224.1	XP_015432227.1
OG0005875	XP_008197572.1	XP_015432881.1
OG0005876	XP_973092.3	XP_015430336.1
OG0005877	XP_968270.1	XP_015437367.1
OG0005878	XP_008200264.1	XP_015436261.1
OG0005879	XP_008196780.1	XP_015438841.1
OG0005880	XP_971703.1	XP_015432740.1, XP_015432739.1
OG0005881	XP_974133.1	XP_015430610.1
OG0005882	XP_974274.1	XP_015438770.1
OG0005883	XP_008195940.1	XP_015440123.1
OG0005884	XP_974883.1	XP_015435197.1
OG0005885	XP_015836788.1	XP_015437207.1
OG0005886	XP_969933.1	XP_015430504.1
OG0005887	XP_971023.1	XP_015431402.1
OG0005888	XP_967613.2	XP_015429612.1
OG0005889	XP_975558.1	XP_015433458.1
OG0005890	XP_966773.1	XP_015431414.1
OG0005891	XP_974159.1	XP_015436498.1
OG0005892	XP_971759.1	XP_015430070.1
OG0005893	XP_008201452.1	XP_015429259.1
OG0005894	XP_015838035.1	XP_015436222.1
OG0005895	XP_001811714.1	XP_015436671.1
OG0005896	XP_975000.1	XP_015428927.1
OG0005897	XP_008193639.1	XP_015436204.1
OG0005898	XP_015837344.1	XP_015428784.1
OG0005899	XP_008193014.1	XP_015436239.1
OG0005900	XP_008200927.1	XP_015429348.1
OG0005901	XP_968263.1	XP_015436312.1
OG0005902	XP_008200832.1	XP_015434745.1
OG0005903	XP_968655.1	XP_015432976.1
OG0005904	XP_008195523.1	XP_015429127.1
OG0005905	XP_967123.1	XP_015428936.1
OG0005906	XP_973003.1	XP_015431853.1
OG0005907	XP_967777.1	XP_015439142.1
OG0005908	XP_974526.1	XP_015436393.1
OG0005909	XP_967235.1	XP_015431080.1
OG0005910	XP_974981.1	XP_015435205.1
OG0005911	XP_008200551.1	XP_015430438.1
OG0005912	XP_967771.1	XP_015431391.1
OG0005913	XP_971130.1	XP_015439462.1
OG0005914	XP_970454.1	XP_015428579.1
OG0005915	XP_015833427.1	XP_015434407.1
OG0005916	XP_008192815.1	XP_015429743.1
OG0005917	XP_971914.1	XP_015435233.1
OG0005918	XP_001816527.1	XP_015438531.1
OG0005919	XP_967890.1	XP_015430614.1
OG0005920	XP_008195119.1	XP_015439874.1
OG0005921	XP_015832908.1	XP_015433660.1
OG0005922	XP_975662.1	XP_015431182.1
OG0005923	XP_974837.1, XP_969673.1	XP_015440034.1
OG0005924	XP_969540.1	XP_015432623.1
OG0005925	XP_008195838.1	XP_015433194.1
OG0005926	XP_970144.1	XP_015430763.1
OG0005927	XP_967615.2	XP_015433191.1
OG0005928	XP_968988.1	XP_015430188.1
OG0005929	XP_975129.1	XP_015430565.1
OG0005930	XP_015834846.1	XP_015429746.1
OG0005931	XP_972315.1	XP_015429657.1
OG0005933	XP_970979.1	XP_015434706.1
OG0005934	XP_973675.1	XP_015430598.1
OG0005935	XP_975468.1	XP_015440305.1
OG0005936	XP_968660.2	XP_015437793.1
OG0005937	XP_974787.2	XP_015437133.1
OG0005938	XP_974541.1	XP_015435457.1
OG0005939	XP_968325.1	XP_015432252.1
OG0005940	XP_970581.1	XP_015438162.1
OG0005941	XP_008200477.1	XP_015440074.1
OG0005942	XP_968744.1	XP_015433431.1
OG0005943	XP_008196502.1	XP_015430093.1
OG0005944	XP_972242.2	XP_015433522.1
OG0005945	XP_966925.1	XP_015435888.1
OG0005946	XP_973141.1	XP_015430608.1
OG0005947	XP_015835164.1	XP_015428843.1
OG0005948	XP_972108.1	XP_015433162.1
OG0005949	XP_972979.1	XP_015439839.1
OG0005950	XP_970740.2	XP_015433758.1
OG0005951	XP_968060.1	XP_015431927.1
OG0005952	XP_008195725.1	XP_015430745.1
OG0005953	XP_974511.1	XP_015434033.1
OG0005954	XP_015837261.1	XP_015434579.1
OG0005955	XP_971559.1	XP_015432395.1
OG0005956	XP_008195605.1	XP_015439076.1
OG0005957	NP_001161919.1	XP_015434700.1
OG0005958	XP_968248.1	XP_015429118.1
OG0005959	XP_015836024.1	XP_015436038.1
OG0005960	XP_971943.2	XP_015433856.1
OG0005961	XP_968289.1	XP_015434317.1
OG0005962	XP_015839659.1	XP_015436035.1
OG0005963	XP_966955.1	XP_015439856.1
OG0005964	XP_966494.1	XP_015434503.1
OG0005965	XP_015835418.1	XP_015430123.1
OG0005966	XP_008194882.1	XP_015439112.1
OG0005967	XP_008190656.1	XP_015439211.1
OG0005968	XP_968508.1	XP_015434513.1
OG0005969	XP_008195198.1	XP_015434030.1
OG0005970	XP_968008.1	XP_015436790.1
OG0005971	XP_972764.1	XP_015438553.1
OG0005972	XP_008190857.1	XP_015432965.1
OG0005973	XP_974707.1	XP_015431721.1
OG0005974	XP_970076.1	XP_015431445.1
OG0005975	XP_967206.1	XP_015433352.1
OG0005976	XP_008190409.1	XP_015429373.1
OG0005977	XP_008195389.1	XP_015432022.1
OG0005978	XP_008190672.1	XP_015431854.1
OG0005979	XP_971411.1	XP_015436427.1
OG0005980	XP_008191619.1, XP_015834983.1	XP_015436773.1
OG0005981	XP_973579.1	XP_015430595.1
OG0005982	XP_008196504.1	XP_015433913.1
OG0005983	XP_969352.1	XP_015429967.1
OG0005984	XP_967318.2	XP_015439392.1
OG0005985	XP_001815071.1	XP_015431424.1
OG0005986	XP_970059.1	XP_015430848.1
OG0005987	XP_974790.1	XP_015438158.1
OG0005988	XP_969318.1	XP_015437843.1
OG0005989	XP_975610.1	XP_015430786.1
OG0005990	XP_008191718.1	XP_015432302.1
OG0005991	XP_975233.2	XP_015434736.1
OG0005992	XP_015834772.1	XP_015432012.1
OG0005993	XP_968963.1	XP_015429231.1
OG0005994	XP_969254.2	XP_015440340.1
OG0005995	XP_973561.1	XP_015428461.1
OG0005996	XP_972013.1	XP_015437480.1
OG0005997	XP_970827.1, XP_015834512.1	XP_015428763.1
OG0005998	XP_008195879.1	XP_015430710.1
OG0005999	XP_967903.1	XP_015431926.1
OG0006000	XP_973353.1	XP_015439374.1, XP_015439373.1
OG0006001	XP_008192777.1	XP_015435378.1
OG0006002	XP_972753.1	XP_015429971.1
OG0006003	XP_972504.1	XP_015437495.1
OG0006004	XP_967118.1	XP_015433313.1
OG0006005	XP_969076.2	XP_015434478.1
OG0006006	NP_001153545.1	XP_015436347.1
OG0006007	XP_008200322.1	XP_015430680.1
OG0006008	XP_008200316.1	XP_015438204.1
OG0006009	XP_974616.1	XP_015430180.1
OG0006010	XP_015837004.1	XP_015439761.1
OG0006011	XP_008193073.1	XP_015434659.1
OG0006012	XP_967027.2	XP_015433989.1
OG0006013	XP_015836548.1	XP_015432206.1
OG0006014	XP_008199578.1	XP_015436452.1
OG0006015	XP_968023.1	XP_015440253.1
OG0006016	XP_972028.1	XP_015439382.1
OG0006017	XP_015834055.1	XP_015438235.1
OG0006018	XP_008200332.1	XP_015429204.1
OG0006019	XP_008190573.1	XP_015432196.1
OG0006020	XP_008195444.1	XP_015431940.1
OG0006021	XP_015832919.1, XP_008190459.1	XP_015433113.1
OG0006022	XP_008196614.1	XP_015434737.1
OG0006023	XP_975549.1	XP_015433392.1
OG0006024	XP_008197009.1	XP_015439254.1
OG0006025	XP_015835432.1	XP_015438414.1
OG0006026	XP_970038.1	XP_015434628.1
OG0006027	XP_970918.1	XP_015432052.1
OG0006028	XP_015833149.1	XP_015436524.1
OG0006029	XP_008196097.1	XP_015430480.1
OG0006030	XP_974086.2	XP_015432618.1
OG0006031	XP_008190529.1	XP_015431242.1
OG0006032	XP_973665.1	XP_015439014.1
OG0006033	XP_969665.1	XP_015434465.1
OG0006034	XP_008198963.1	XP_015429947.1
OG0006035	XP_969092.1	XP_015433895.1
OG0006036	XP_015836850.1	XP_015437648.1
OG0006037	XP_015834289.1	XP_015432169.1
OG0006038	XP_968035.2	XP_015432027.1
OG0006039	XP_015837622.1, XP_008196398.1	XP_015430632.1
OG0006040	XP_968097.2	XP_015432019.1
OG0006041	XP_972311.1	XP_015435119.1
OG0006042	XP_971938.1	XP_015439890.1
OG0006043	XP_970065.3	XP_015435256.1
OG0006044	XP_008199644.1	XP_015430888.1
OG0006045	XP_008195413.1	XP_015436426.1
OG0006046	XP_015839099.1	XP_015435126.1
OG0006047	XP_972826.1	XP_015435531.1
OG0006048	XP_008196946.1	XP_015436260.1
OG0006049	XP_008195091.1	XP_015429519.1
OG0006050	XP_970844.1	XP_015429022.1
OG0006051	XP_015833164.1	XP_015438426.1
OG0006052	XP_974343.1	XP_015438149.1, XP_015438150.1
OG0006053	XP_008201367.1	XP_015429253.1
OG0006054	XP_973804.1	XP_015434284.1
OG0006055	XP_015838151.1	XP_015436754.1
OG0006056	XP_008195140.1, XP_015836736.1	XP_015436867.1
OG0006057	XP_968863.2	XP_015432990.1
OG0006058	XP_001808147.1	XP_015432702.1
OG0006059	XP_008200063.1	XP_015438833.1
OG0006060	XP_015838089.1, XP_967353.1	XP_015429678.1
OG0006061	XP_008197571.1	XP_015432880.1
OG0006062	XP_975238.1	XP_015430711.1
OG0006063	XP_974245.1	XP_015436807.1
OG0006064	XP_015835819.1	XP_015435364.1
OG0006065	XP_008196033.1	XP_015429564.1
OG0006066	XP_008192691.1	XP_015429065.1
OG0006067	XP_971811.1	XP_015429203.1
OG0006068	XP_972846.1	XP_015432362.1
OG0006069	XP_971084.2	XP_015435266.1
OG0006070	XP_015840675.1	XP_015436925.1
OG0006071	XP_971483.1, XP_008197391.1	XP_015429950.1
OG0006072	XP_008195580.1	XP_015434085.1
OG0006073	XP_008191932.1	XP_015433965.1
OG0006074	XP_970611.1	XP_015437698.1
OG0006075	XP_008197353.1	XP_015436965.1
OG0006076	XP_008200459.1	XP_015440487.1
OG0006077	XP_008193971.1	XP_015435388.1
OG0006078	XP_972184.1	XP_015429313.1
OG0006079	XP_968214.1	XP_015430497.1
OG0006080	XP_972784.2	XP_015438119.1
OG0006081	XP_969821.1	XP_015430448.1
OG0006082	XP_975299.1	XP_015432710.1
OG0006083	XP_969292.2	XP_015430440.1
OG0006084	XP_975200.2	XP_015439755.1
OG0006085	XP_008193426.1	XP_015439875.1
OG0006086	XP_975172.1	XP_015434412.1
OG0006087	XP_008191807.1	XP_015436947.1
OG0006088	XP_015840737.1	XP_015430762.1
OG0006089	XP_971921.1	XP_015429599.1
OG0006090	XP_015837916.1	XP_015437758.1
OG0006091	XP_969328.1	XP_015430970.1
OG0006092	XP_967408.1	XP_015433813.1
OG0006093	XP_968117.1	XP_015431827.1
OG0006094	XP_015835531.1	XP_015432915.1
OG0006095	XP_970606.1	XP_015433342.1
OG0006096	XP_969753.1	XP_015439346.1
OG0006097	XP_008196003.1	XP_015435632.1, XP_015435624.1
OG0006098	XP_015833475.1	XP_015429704.1
OG0006099	XP_008191976.1	XP_015433492.1
OG0006100	XP_970018.1	XP_015438797.1
OG0006101	NP_001136167.1	XP_015431142.1, XP_015431143.1
OG0006102	XP_008197945.1	XP_015431462.1
OG0006103	NP_001164117.1	XP_015428589.1
OG0006104	NP_001107822.1, XP_008193162.1	XP_015432985.1
OG0006105	XP_015834586.1, XP_970787.2	XP_015432108.1
OG0006106	NP_001153741.1, XP_008199600.1	XP_015428873.1
OG0006107	XP_974190.1	XP_015429189.1
OG0006109	NP_001095946.1	XP_015437055.1
OG0006110	XP_973449.1	XP_015429609.1
OG0006111	XP_969313.1	XP_015432468.1
OG0006112	XP_971899.1	XP_015436631.1
OG0006113	NP_001153722.1	XP_015434656.1
OG0006114	XP_969197.1	XP_015429464.1
OG0006115	XP_001813478.1	XP_015434916.1, XP_015434915.1
OG0006116	XP_015836815.1	XP_015436263.1
OG0006117	XP_008194939.1	XP_015434964.1
OG0006118	XP_974055.1	XP_015439122.1
OG0006119	XP_969793.1	XP_015439246.1
OG0006120	XP_008196845.1	XP_015439124.1
OG0006121	XP_975394.1	XP_015430713.1
OG0006123	XP_967947.2	XP_015429659.1
OG0006124	XP_968460.1	XP_015439884.1
OG0006125	XP_972705.1	XP_015437671.1
OG0006126	XP_969150.1	XP_015430292.1
OG0006127	XP_966585.1	XP_015438756.1
OG0006128	XP_008196205.1	XP_015438031.1
OG0006129	XP_015838761.1	XP_015437525.1
OG0006130	XP_967502.1	XP_015430940.1
OG0006131	XP_008195462.1	XP_015439960.1
OG0006132	XP_008194472.1	XP_015433298.1
OG0006133	XP_008190500.1	XP_015437184.1, XP_015437194.1
OG0006134	XP_008191343.1	XP_015435826.1
OG0006135	XP_967817.2	XP_015436670.1
OG0006136	XP_015839689.1	XP_015435862.1
OG0006137	XP_968202.1	XP_015429895.1
OG0006138	XP_015834406.1	XP_015431328.1
OG0006139	XP_008194175.1	XP_015436948.1
OG0006140	XP_008200089.1	XP_015430889.1
OG0006141	XP_970646.1	XP_015431969.1
OG0006143	XP_001811667.1	XP_015438007.1
OG0006144	XP_008195509.1	XP_015432761.1
OG0006145	XP_970462.1	XP_015434177.1
OG0006146	XP_972818.2	XP_015439061.1
OG0006147	XP_973312.1	XP_015438254.1
OG0006149	XP_974377.1	XP_015429573.1, XP_015429572.1
OG0006150	XP_970568.2	XP_015436821.1
OG0006151	XP_008190797.1	XP_015437854.1
OG0006152	XP_973922.1	XP_015434636.1
OG0006153	XP_008191866.1	XP_015436698.1
OG0006154	XP_008192041.2	XP_015437176.1
OG0006155	XP_008195300.1	XP_015436958.1
OG0006156	XP_967600.2	XP_015431251.1
OG0006157	XP_008194660.1	XP_015430930.1
OG0006158	XP_008201238.1, NP_001034510.1	XP_015428471.1
OG0006159	XP_001810169.2	XP_015429620.1
OG0006160	XP_015835761.1	XP_015437937.1
OG0006161	XP_015836311.1	XP_015432127.1
OG0006162	XP_008195053.1	XP_015429219.1
OG0006163	XP_966716.1	XP_015431626.1
OG0006164	XP_968028.1	XP_015434292.1
OG0006165	XP_975134.2	XP_015433653.1
OG0006166	XP_001807129.1	XP_015436154.1
OG0006167	XP_015839012.1	XP_015432277.1
OG0006168	XP_970015.2	XP_015434479.1
OG0006169	XP_968057.1	XP_015430450.1
OG0006170	XP_008191382.2, XP_971029.1	XP_015435195.1
OG0006171	XP_969175.1	XP_015431550.1
OG0006172	XP_967760.1	XP_015431556.1
OG0006173	XP_008198463.1	XP_015433207.1
OG0006174	XP_966482.1	XP_015437942.1
OG0006175	XP_008190662.1	XP_015431822.1
OG0006176	XP_015833069.1	XP_015436138.1
OG0006177	XP_972963.1	XP_015435013.1
OG0006178	XP_008197383.1	XP_015438656.1
OG0006179	XP_008194805.1	XP_015435032.1
OG0006180	XP_972555.3	XP_015428820.1
OG0006181	XP_967438.2	XP_015435176.1
OG0006182	XP_015836222.1	XP_015431165.1
OG0006183	XP_973095.1	XP_015439287.1
OG0006184	NP_001161915.1	XP_015430482.1
OG0006186	XP_008194151.1	XP_015437454.1
OG0006187	XP_969860.2	XP_015435118.1
OG0006188	XP_969276.2	XP_015439137.1
OG0006189	XP_974964.1	XP_015435723.1
OG0006191	NP_001164154.1, XP_008200418.1	XP_015431727.1
OG0006192	XP_008196113.1	XP_015430583.1
OG0006193	XP_008196472.1	XP_015428861.1, XP_015430426.1
OG0006194	XP_008201501.1	XP_015437944.1
OG0006195	XP_971097.1	XP_015429510.1
OG0006196	XP_973323.1	XP_015439065.1
OG0006197	XP_967679.1	XP_015440336.1
OG0006199	XP_973597.1	XP_015428783.1
OG0006200	XP_008196414.1	XP_015440116.1
OG0006201	XP_008191241.1	XP_015434848.1
OG0006202	XP_971116.2	XP_015432568.1
OG0006203	XP_973025.1	XP_015438598.1
OG0006204	XP_008193768.1, XP_008193759.1	XP_015432308.1
OG0006205	XP_008197358.1	XP_015434776.1
OG0006206	XP_015833212.1	XP_015435304.1
OG0006207	XP_008192481.1	XP_015439051.1
OG0006208	XP_015835132.1	XP_015434786.1
OG0006209	XP_966390.1	XP_015433618.1
OG0006210	XP_008201451.1	XP_015431752.1
OG0006211	XP_008195304.1	XP_015439628.1
