Orthogroup	Tribolium_castaneum	Apis_mellifera
OG0006248	XP_974638.1	XP_026301433.1
OG0006249	XP_015837072.1	XP_395225.2
OG0006250	XP_015840452.1, XP_969448.1	XP_397293.3
OG0006251	XP_973772.1	XP_006566224.2
OG0006252	NP_001034525.1	XP_001120202.2
OG0006253	XP_008196309.1	XP_392367.3
OG0006254	XP_971710.2	XP_026295298.1
OG0006255	XP_968858.3	XP_001120040.2
OG0006256	XP_008192355.1	XP_026299349.1, NP_001035327.1
OG0006257	XP_974304.1	XP_623813.1
OG0006258	NP_001107765.1	XP_393948.3
OG0006259	XP_969365.1	XP_006569795.3
OG0006260	XP_015836489.1	XP_001122083.2
OG0006261	XP_008199143.1	XP_016773003.2
OG0006262	XP_972829.1	XP_392611.4
OG0006263	XP_015840946.1	XP_026297748.1
OG0006264	XP_001811917.1	XP_624007.4
OG0006266	XP_968122.1	XP_006559709.1
OG0006267	XP_975078.2	XP_396738.2
OG0006268	XP_967117.1	XP_006572161.1
OG0006269	XP_008195313.1	XP_394711.4
OG0006270	XP_968806.3	XP_623958.2
OG0006271	XP_968366.1	XP_391917.2
OG0006272	XP_008191065.1	XP_016767415.1
OG0006273	XP_974567.2	XP_001119916.1
OG0006274	XP_973671.2	XP_026298831.1, XP_026298829.1
OG0006275	XP_975323.1	XP_006561747.1
OG0006276	XP_008199318.1	XP_394952.4
OG0006277	XP_972150.2	XP_623598.1
OG0006278	XP_971450.1	XP_396015.2
OG0006279	XP_008199174.1	XP_624513.2
OG0006280	XP_015835096.1	XP_006571839.1
OG0006281	XP_008192768.1	XP_003249809.1
OG0006282	XP_008200283.1	XP_001120178.3
OG0006283	NP_001164094.1, XP_008200461.1	XP_016767523.1
OG0006284	XP_008201728.1	XP_006558457.2, XP_026295585.1
OG0006285	XP_967513.1	XP_396943.1
OG0006286	XP_008195631.1	XP_003251418.2
OG0006287	XP_015836430.1	XP_624861.2
OG0006288	XP_008192776.1	XP_624093.3
OG0006289	XP_972899.1	XP_624466.1
OG0006290	XP_968844.1	XP_006570354.1
OG0006291	XP_015836383.1	XP_392190.2
OG0006292	XP_971490.1, XP_015836264.1	XP_393883.3
OG0006293	XP_968467.1, XP_967097.1	XP_397113.1
OG0006294	XP_966616.1	XP_623893.3
OG0006295	XP_008195028.1	NP_001265608.1
OG0006296	XP_975638.1	XP_006569554.2
OG0006297	XP_008197797.1	XP_393867.2
OG0006298	XP_968109.1	XP_006559305.1
OG0006299	XP_008201533.1	XP_026296113.1
OG0006300	XP_008192925.1	XP_391978.2
OG0006301	XP_008200121.1	XP_393350.4
OG0006302	XP_975194.2	XP_396972.6
OG0006303	XP_008197566.1	XP_006557400.2
OG0006304	XP_967396.1	XP_396966.2
OG0006305	XP_008192163.1	XP_395207.4
OG0006306	XP_008198935.1	XP_003251352.1
OG0006307	XP_008194418.1	XP_016769299.2
OG0006308	XP_972593.1	XP_392366.2
OG0006309	XP_969584.1	XP_006560659.1
OG0006310	XP_008199323.1	XP_006569641.1
OG0006311	XP_975769.1	XP_625050.3
OG0006312	XP_008201336.1	XP_392837.4
OG0006313	XP_967788.1	XP_006571393.1
OG0006314	XP_008197803.1	XP_016766741.1
OG0006315	XP_015838682.1	XP_026295179.1
OG0006316	XP_001814047.1	XP_001119959.2
OG0006317	XP_971377.1	XP_006571875.2
OG0006318	XP_015840161.1	XP_006561370.1
OG0006319	XP_973781.1	XP_393599.2
OG0006320	XP_974032.3	XP_006571498.1
OG0006321	XP_015837795.1, XP_015837794.1	XP_016772373.1, XP_001120192.2
OG0006322	XP_969081.1	XP_026295457.1
OG0006323	XP_969881.1	XP_624674.1
OG0006324	XP_015839977.1	XP_006563577.1
OG0006325	XP_975115.1	XP_006564587.1
OG0006326	XP_008193707.1	XP_003251674.2
OG0006327	XP_973265.1	XP_026299286.1
OG0006328	XP_973520.1	XP_026298167.1
OG0006329	XP_008200453.1	XP_392993.2
OG0006330	XP_008196849.1	XP_006565836.1
OG0006331	XP_970043.2	XP_016771790.2, XP_026300809.1
OG0006332	XP_966737.1	XP_001122049.2
OG0006333	XP_967150.1	XP_624393.1
OG0006334	XP_970258.3	XP_623552.1
OG0006335	XP_975679.2	XP_003250988.1
OG0006336	XP_974732.3	XP_394646.4
OG0006337	XP_008193898.1	XP_006562013.1
OG0006338	XP_008198894.1	NP_001166189.1
OG0006339	XP_969974.2	XP_003251195.1
OG0006340	XP_969014.1	XP_026297145.1
OG0006341	XP_969694.1	XP_392880.5
OG0006343	XP_008197440.1	XP_026299549.1, XP_393124.4
OG0006344	XP_967064.1	XP_006566104.2
OG0006345	XP_008194877.1	XP_006569064.1
OG0006346	XP_975242.1	XP_026299449.1
OG0006347	XP_967413.1	XP_394674.3
OG0006348	XP_008197900.1	XP_624708.2
OG0006349	XP_971770.1	XP_006563869.2, XP_006563867.2
OG0006350	XP_008191855.1	XP_625039.1
OG0006351	XP_008201369.1	XP_006564335.1
OG0006352	XP_008199164.1	XP_026295522.1, XP_026295521.1
OG0006353	XP_008196657.1	XP_001122738.2
OG0006355	XP_008197719.1	XP_006564673.2
OG0006356	XP_973551.1	XP_623749.3
OG0006357	XP_008194944.1	XP_006557330.1
OG0006358	XP_966409.1	XP_393700.2
OG0006359	XP_015834095.1	XP_624437.4
OG0006360	XP_968892.1	XP_016768436.1
OG0006361	XP_008194669.1	XP_394029.5
OG0006362	XP_015833389.1, XP_008190921.1	XP_396436.3
OG0006363	XP_968124.2	XP_006569451.2
OG0006364	XP_008191418.1	XP_026297442.1
OG0006365	XP_968712.2	XP_006563531.2
OG0006366	XP_008191093.1	XP_006563344.1
OG0006368	XP_974191.1	XP_016771837.1
OG0006369	XP_015839149.1	XP_001121186.3
OG0006370	XP_968179.1	XP_396879.3
OG0006371	XP_967247.2	XP_006557406.1
OG0006372	XP_974114.2	XP_016772364.1
OG0006373	XP_008193147.1	XP_026300481.1
OG0006374	XP_971689.1	XP_395961.4
OG0006375	XP_008198624.1	XP_026294824.1
OG0006376	XP_008195117.1	XP_026298857.1
OG0006377	XP_008190836.1	XP_006570173.2
OG0006378	XP_970244.1	XP_001120974.1, XP_026300268.1
OG0006379	XP_015833902.1, XP_972461.1	XP_003250470.1
OG0006380	XP_975069.1	XP_026300648.1
OG0006381	XP_008192680.1	XP_016769115.1
OG0006382	XP_008198299.1	XP_393397.5
OG0006383	XP_966740.1	XP_016770942.2
OG0006384	XP_008200069.1, XP_008200070.1	XP_001122306.2
OG0006385	XP_008200175.1	XP_006561652.2
OG0006386	XP_971252.1	XP_026294856.1
OG0006387	XP_015836426.1, XP_015836408.1	XP_026298039.1
OG0006388	XP_008190611.1	XP_624898.3
OG0006389	XP_967510.2	XP_026299028.1
OG0006390	XP_974784.1	XP_006571053.2, XP_016768321.2
OG0006391	XP_008201022.1	XP_026295256.1
OG0006392	XP_969056.1	XP_395043.3
OG0006393	XP_968347.1	XP_392996.1
OG0006394	XP_008193619.1	XP_016771524.1
OG0006395	XP_008201476.1, XP_008201477.1	XP_006558948.1
OG0006396	XP_015835444.1	XP_026298931.1
OG0006397	XP_008193042.1	XP_391940.2
OG0006398	XP_974084.1	XP_006564782.1, XP_026302234.1
OG0006399	XP_015838133.1	XP_016766829.1
OG0006400	XP_015837215.1	XP_016769201.1
OG0006401	XP_008194829.2	XP_001122422.1
OG0006402	XP_008196798.1	XP_006561066.2
OG0006403	XP_015833396.1	XP_026299822.1
OG0006404	XP_973226.1	XP_006563309.1
OG0006405	XP_968294.1	XP_026300426.1
OG0006406	XP_008199618.1	XP_001120955.2
OG0006407	XP_008197696.1	XP_016768935.1
OG0006408	XP_008199399.1	XP_006558941.1
OG0006409	XP_968188.1	XP_016767438.1
OG0006410	XP_008197354.1	XP_016771457.1
OG0006411	XP_973116.1, XP_008195776.1	XP_026296831.1
OG0006412	XP_968536.1	XP_026298627.1
OG0006413	XP_008192636.1	XP_006568085.2
OG0006415	XP_015837698.1, XP_015837695.1	XP_623829.4
OG0006416	XP_973026.1	XP_006571218.1
OG0006417	XP_008195262.1	XP_016769989.1
OG0006418	XP_015834030.1	XP_006565765.2
OG0006419	XP_975423.1	XP_003249878.1
OG0006420	XP_975447.1	XP_003250103.1
OG0006421	XP_015839225.1	XP_026295391.1
OG0006422	XP_970089.1	XP_006567516.1
OG0006423	XP_008193406.1	XP_006571263.1
OG0006424	XP_008197285.1	XP_026300706.1, XP_026300704.1
OG0006425	XP_967594.1	XP_392577.4
OG0006426	XP_970005.1	XP_392284.2
OG0006427	XP_967239.1	XP_006561440.1
OG0006428	XP_015835351.1	XP_026299955.1
OG0006429	XP_015838597.1, XP_015838592.1	XP_003249297.2
OG0006431	XP_967482.1	XP_026295328.1
OG0006432	XP_008192443.1	XP_006569034.2
OG0006433	XP_008195500.1	XP_001122139.1
OG0006434	XP_008198977.1	XP_624819.1
OG0006435	XP_008196000.1	XP_006569755.1
OG0006437	XP_008190829.1	XP_625067.1
OG0006438	XP_974586.1	XP_026301079.1
OG0006439	XP_972658.1	XP_006557362.1
OG0006440	XP_973240.2	XP_006564220.1
OG0006441	XP_973953.2	XP_624511.1
OG0006442	XP_967088.1	XP_001120233.1
OG0006443	XP_970720.1	XP_394517.4
OG0006444	XP_968770.1	XP_624173.1
OG0006445	XP_968396.2	XP_393141.2
OG0006446	XP_008193494.1	XP_397001.3
OG0006447	XP_008198789.1	XP_394596.2
OG0006448	XP_966816.1	XP_026296935.1
OG0006449	XP_008191527.1, XP_008200414.1	XP_001122101.2
OG0006450	XP_008196630.1	XP_016766566.1
OG0006451	XP_972120.1	XP_395299.2
OG0006452	XP_969562.1	XP_396160.4
OG0006454	XP_001810629.1	XP_006572101.1
OG0006455	XP_015840692.1	XP_395217.4
OG0006456	XP_975491.1	XP_394275.2
OG0006457	XP_971596.1	XP_393051.1
OG0006459	XP_015840501.1	XP_026301622.1
OG0006460	XP_008194721.1	XP_026301194.1
OG0006462	XP_008190692.1, NP_001034526.1	XP_006571299.1, NP_001239361.1
OG0006463	XP_971577.2	XP_016766807.2
OG0006464	XP_001813884.2	XP_006562211.1
OG0006465	XP_008193545.1, XP_008193544.1	XP_026300280.1
OG0006466	XP_970735.1	XP_395643.2
OG0006467	XP_008193210.1	XP_624384.4
OG0006468	XP_970419.2, XP_015836661.1, XP_015840389.1	XP_016767115.1
OG0006469	XP_008199426.1	XP_006561789.1
OG0006470	XP_015838948.1, XP_015838947.1	XP_026301171.1
OG0006471	XP_015838045.1	XP_026295433.1, XP_006563941.2
OG0006472	XP_008197389.1	XP_006572241.1
OG0006473	XP_015839075.1	XP_003251347.2
OG0006474	XP_015838946.1, XP_015840119.1	XP_396142.4
OG0006476	XP_967236.1	XP_623747.1
OG0006477	XP_966732.1	XP_006566359.1
OG0006478	XP_015839380.1	XP_395835.2
OG0006480	XP_974460.1	XP_394550.2
OG0006481	XP_015840848.1, XP_008195976.1	XP_006560080.1
OG0006482	XP_008195897.1	XP_016773045.1
OG0006483	XP_015840054.1	XP_006559059.1
OG0006484	XP_015833919.1	XP_026294641.1
OG0006485	XP_970704.1	XP_395173.2
OG0006486	NP_001034501.1	XP_006558032.1
OG0006487	XP_008191452.1	XP_016770746.1
OG0006488	XP_975046.1	XP_001120208.2, XP_026301492.1
OG0006489	XP_975178.1	XP_395016.2
OG0006490	XP_008200796.2	XP_026301995.1, XP_026301993.1
OG0006492	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2	XP_026295497.1
OG0006493	XP_974653.1	XP_026300036.1
OG0006494	XP_015836407.1	XP_026294725.1
OG0006495	XP_008193526.1	XP_395921.4
OG0006496	XP_015835810.1	XP_016769113.2
OG0006497	XP_968788.2	XP_026301617.1
OG0006498	XP_968216.1	XP_006557347.1
OG0006499	XP_015837754.1	XP_397273.4
OG0006500	XP_008201619.1	XP_026295499.1
OG0006501	XP_971919.1	XP_392651.2
OG0006502	XP_008190868.1	XP_006563262.2
OG0006503	XP_008197741.1	XP_006557863.1, NP_001172034.1
OG0006504	XP_015838512.1	XP_016767363.2
OG0006505	XP_972170.1	XP_006570241.1
OG0006506	XP_008191365.1	XP_016772823.1
OG0006507	XP_015837209.1	XP_026295127.1
OG0006508	XP_972197.1	XP_026298944.1
OG0006509	XP_008197902.1	XP_006560766.2
OG0006510	XP_970302.1	XP_006570058.1
OG0006511	XP_008192857.1	XP_395342.4
OG0006512	XP_015840657.1	XP_006559452.1
OG0006513	XP_966706.1	XP_006559448.1
OG0006514	XP_015839674.1	XP_006561341.1
OG0006515	XP_008199871.2	XP_026301153.1
OG0006516	XP_968072.1	XP_001120915.2
OG0006517	XP_008196560.1	XP_623635.3
OG0006518	XP_969385.2, XP_008193040.1	XP_397251.4
OG0006519	XP_974169.1	NP_001071292.1, XP_026295144.1
OG0006520	XP_008192744.1	XP_006566708.1
OG0006521	XP_975406.1	XP_623492.4
OG0006522	XP_008195578.1	XP_026297455.1
OG0006523	XP_015834602.1	XP_026298789.1
OG0006524	XP_975575.1	XP_392753.2
OG0006525	XP_973643.1	XP_006568814.1
OG0006526	XP_008200345.1	XP_006572335.2
OG0006527	XP_970294.2	XP_016767365.2
OG0006528	XP_015833785.1	XP_026298428.1
OG0006529	XP_972074.1	XP_396134.2
OG0006530	XP_970036.2	XP_006572216.1
OG0006531	XP_015836152.1, XP_001812872.1, XP_015836153.1	XP_016769761.1
OG0006532	XP_975337.1	XP_001119907.2
OG0006533	XP_974988.1	XP_006572261.1
OG0006534	XP_008198523.1, XP_015839091.1	XP_397097.2
OG0006535	XP_001810533.2	XP_006562160.1
OG0006536	XP_008196325.1	XP_006564269.1
OG0006537	XP_008195255.1	XP_016768732.1
OG0006538	NP_001280506.1	XP_393709.3
OG0006539	XP_967878.1	XP_026301093.1
OG0006540	XP_015834054.1	XP_026302168.1
OG0006541	XP_975332.1	XP_394155.4
OG0006542	XP_969181.2	XP_026301011.1
OG0006543	XP_967443.3	XP_026296497.1
OG0006544	XP_015834618.1	XP_006559905.1
OG0006545	XP_008194661.1, XP_015836341.1	XP_395545.1
OG0006546	XP_973591.1	XP_395929.2
OG0006547	XP_973505.1	XP_016767161.1
OG0006548	XP_008196394.1	XP_001121783.2
OG0006549	XP_967047.1	XP_394555.2
OG0006550	XP_967967.1	XP_016771788.1
OG0006551	XP_008192790.1	XP_006568300.1
OG0006552	XP_008195219.1	XP_001120779.3
OG0006553	XP_015835850.1	XP_006570815.1
OG0006554	XP_968301.1	XP_624690.4
OG0006556	XP_015836858.1	XP_026298573.1
OG0006557	XP_008201037.1	XP_026297775.1
OG0006558	XP_008197665.1	XP_392919.3
OG0006559	XP_015839389.1	XP_026295437.1
OG0006560	XP_008200220.1	XP_006568026.2
OG0006562	XP_015840271.1, XP_966939.1	XP_016767439.1
OG0006563	XP_969170.1	XP_016768078.2
OG0006565	XP_008195658.1	XP_003250531.1
OG0006566	XP_015839213.1	XP_026295641.1
OG0006568	XP_974413.2	XP_394503.6
OG0006570	XP_008195778.1, XP_015837542.1	XP_016767742.2
OG0006571	XP_008200123.1	XP_026297436.1
OG0006572	XP_008194128.1	XP_006569712.2
OG0006573	XP_001812698.1	XP_006569529.1
OG0006574	XP_015836129.1	XP_026301637.1
OG0006575	XP_001810245.1, XP_970143.1	XP_006561020.1
OG0006576	XP_001814014.1	XP_001121177.2
OG0006577	XP_008195043.1	XP_006568876.1
OG0006578	XP_015834847.1	XP_006563433.2
OG0006579	XP_008196799.1	XP_396284.2
OG0006580	XP_969232.1	XP_016769861.1
OG0006581	XP_008198570.1	XP_006563481.1
OG0006582	XP_008197636.1	XP_623875.1
OG0006583	XP_008191437.1	XP_026295241.1
OG0006584	XP_974486.2	XP_026297954.1
OG0006585	XP_975633.1	XP_016767774.2
OG0006586	XP_001811993.1	XP_624424.1
OG0006587	XP_971352.1	XP_623878.1
OG0006588	XP_971928.3	XP_026295381.1
OG0006589	XP_974815.1	XP_006565039.1
OG0006590	XP_008194131.1	XP_026301417.1
OG0006591	XP_968338.2	XP_394728.2
OG0006592	XP_969575.1	XP_625083.1
OG0006593	XP_015839312.1	XP_026299371.1
OG0006594	XP_970747.3	XP_624543.3
OG0006595	XP_008192400.1	XP_396292.3
OG0006596	XP_969219.2	XP_026298472.1, XP_026298469.1
OG0006597	XP_008197106.1	XP_006562381.1
OG0006598	XP_001812786.1	XP_026297331.1
OG0006599	XP_008201205.1	XP_006560739.1
OG0006600	XP_015835340.1	XP_006565329.1
OG0006602	XP_015838644.1	XP_016771089.2
OG0006603	XP_001812268.1	XP_006566924.1
OG0006604	XP_008200193.1	XP_394245.2
OG0006605	XP_968777.1	XP_026298358.1
OG0006606	XP_008201281.1	XP_026297372.1
OG0006607	XP_015833320.1	XP_026302188.1
OG0006608	XP_975582.3	XP_006564481.1
OG0006609	XP_015836966.1	XP_006560078.2
OG0006610	XP_970236.1	XP_016771772.2
OG0006611	XP_015832873.1	XP_026296589.1
OG0006614	XP_015837421.1	XP_026299987.1
OG0006615	XP_008192595.1	XP_006569353.1
OG0006616	XP_974463.1	XP_026300614.1
OG0006617	XP_970707.2	XP_003249202.3
OG0006618	XP_008199450.1	XP_006562505.1
OG0006619	XP_971096.1	XP_026298506.1
OG0006620	XP_015834239.1	XP_026297589.1
OG0006621	XP_015839076.1	XP_001121716.2
OG0006622	XP_972125.2	XP_624412.2
OG0006623	XP_008193284.1	XP_026298827.1
OG0006624	XP_008195886.1	XP_016772983.2
OG0006625	XP_008196488.1, XP_971042.2	XP_026299755.1
OG0006626	XP_015836069.1	XP_026301969.1, XP_026301963.1
OG0006627	XP_008195334.1	XP_026301468.1
OG0006628	XP_970549.1	XP_006572271.1
OG0006629	XP_967779.1	XP_395538.2
OG0006630	XP_008191652.1	XP_003250991.1
OG0006631	XP_015839544.1	XP_003249699.1
OG0006632	XP_974395.1	XP_623146.2
OG0006634	XP_008193940.1	XP_026300183.1
OG0006635	XP_966682.1	XP_006563266.1, NP_001012431.1
OG0006636	XP_008198300.1	XP_006569370.1
OG0006638	XP_008195200.1	XP_006564876.1
OG0006639	XP_001809693.1	XP_016770383.1
OG0006641	XP_015838319.1	XP_006569827.1
OG0006642	XP_969290.1	XP_026297660.1
OG0006643	XP_971303.1	XP_003249593.1
OG0006644	XP_008197454.1	XP_016766768.1
OG0006645	XP_008191049.1	XP_026299064.1
OG0006646	XP_969314.1	XP_396967.4
OG0006647	XP_971753.1	XP_006564277.1
OG0006648	XP_974443.1	XP_026300615.1
OG0006649	XP_015835408.1	XP_026301648.1
OG0006650	XP_015840844.1	XP_016771065.2
OG0006651	NP_001164316.1	XP_001122664.2
OG0006652	XP_015840704.1	XP_016769843.2
OG0006653	XP_015835038.1	XP_006571410.1
OG0006654	XP_975015.2	XP_003251638.1
OG0006655	XP_008201159.1	XP_623993.3
OG0006656	XP_008200689.1	XP_006564513.1
OG0006657	XP_975509.1, XP_008195939.1	XP_006558480.1
OG0006658	XP_008195756.1	XP_392133.2
OG0006659	NP_001034500.1	XP_026296041.1
OG0006660	XP_974079.1	XP_624199.2
OG0006661	XP_970246.2	XP_026297862.1
OG0006662	XP_015834463.1	XP_026297156.1, XP_026297073.1
OG0006663	XP_969233.2	XP_016771818.1
OG0006664	XP_015836349.1	XP_026297631.1
OG0006665	XP_008197421.1	XP_001122722.2
OG0006666	XP_015838197.1	XP_393985.4
OG0006667	XP_015834568.1, XP_008192104.1	XP_006559909.2
OG0006668	XP_973618.1	XP_396341.3
OG0006670	XP_008200740.1	XP_026301899.1
OG0006671	XP_008195132.1	XP_026301893.1
OG0006673	XP_970412.1	XP_026299863.1
OG0006674	XP_015839554.1	XP_006563628.2
OG0006675	XP_973940.1, XP_008193334.1	XP_026294843.1
OG0006676	XP_967082.1	XP_006560984.1
OG0006677	XP_008193090.1	XP_016769709.1
OG0006679	XP_001808926.2	XP_001120447.3
OG0006680	XP_008194824.1	XP_026298168.1
OG0006681	XP_969055.2	XP_006564504.1, XP_006564505.1
OG0006682	XP_968578.2	XP_016771113.1
OG0006683	XP_971628.1	XP_016769029.1
OG0006684	XP_975522.1	XP_001119824.1
OG0006685	XP_008191780.1	XP_026301246.1
OG0006687	XP_974665.1	XP_026300381.1
OG0006688	XP_008193708.1	XP_395106.4
OG0006689	XP_975139.1	XP_624863.2
OG0006690	XP_972919.1	XP_392257.1
OG0006691	XP_969962.1	XP_001122615.2
OG0006692	XP_975260.1	XP_026300407.1
OG0006693	XP_015835689.1	XP_393805.3
OG0006694	XP_008193306.1	NP_001265609.1, XP_006566320.1
OG0006695	XP_008198934.1	XP_396632.3
OG0006696	XP_008192904.1	XP_395550.3
OG0006698	XP_008191226.1	XP_006559976.1
OG0006699	XP_971167.2	XP_026301700.1
OG0006700	XP_970813.1	XP_001121709.2
OG0006701	XP_971600.1	XP_016767295.1
OG0006702	XP_970182.1	XP_006561160.1
OG0006703	XP_008190969.1	XP_016770163.2
OG0006704	XP_008195726.1	XP_006570793.1
OG0006705	XP_967295.2	XP_006568827.1
OG0006706	XP_008195161.2, XP_015836743.1	XP_006560384.1
OG0006707	XP_008195856.1	XP_624893.1
OG0006708	XP_967066.1	XP_003249880.3
OG0006710	XP_967766.1	XP_396161.2
OG0006711	XP_008195936.1	NP_001124510.1
OG0006713	XP_969942.3	XP_624961.2
OG0006714	XP_015833500.1	XP_003250261.1
OG0006716	XP_975456.1	XP_026296142.1, XP_026296141.1
OG0006717	XP_008197051.1, XP_008197052.1	XP_003249612.2
OG0006718	XP_008197973.1, XP_968710.2, XP_015840283.1	XP_026300191.1
OG0006719	NP_001092297.1, XP_015837047.1, NP_001092296.1	XP_006567489.1
OG0006720	XP_008195359.1	XP_026299120.1
OG0006721	XP_001812516.2	XP_001121507.2
OG0006722	XP_001809969.1	XP_397130.4
OG0006723	XP_967484.2	XP_394949.4
OG0006724	XP_001807996.1	XP_003250488.2
OG0006725	XP_008193676.1	XP_006563865.1
OG0006726	XP_015836060.1	XP_006559371.1
OG0006727	XP_001810341.1	XP_006565364.1
OG0006728	XP_008200363.1	XP_006568260.1
OG0006729	XP_972129.2	XP_396090.2
OG0006731	XP_971647.1	XP_026299646.1
OG0006732	XP_008196374.1	XP_001122204.2
OG0006733	XP_008193363.1	XP_026296319.1, NP_001229507.1
OG0006734	XP_008200728.1	XP_016770454.2
OG0006735	XP_970436.2	XP_006563992.1
OG0006736	XP_015835201.1, NP_001164137.1	XP_016771882.1
OG0006737	XP_015835855.1, XP_008193588.2	XP_026295204.1
OG0006739	XP_008196292.1	NP_001229912.1, XP_006565897.2
OG0006740	XP_008194222.1	XP_623918.4
OG0006741	XP_008198080.1	XP_006560152.2
OG0006743	XP_015838972.1	XP_393106.4
OG0006744	XP_015833992.1	XP_026302053.1
OG0006745	XP_015840725.1, XP_015840721.1	XP_006563630.1
OG0006746	XP_974080.1	XP_624420.3
OG0006748	XP_008195654.1	XP_003249929.1
OG0006749	XP_972111.1	XP_006571326.2
OG0006750	XP_015840393.1	XP_026301495.1
OG0006751	XP_973030.2	XP_016771378.2
OG0006752	XP_015836531.1	XP_026300126.1
OG0006753	XP_008197689.1	XP_026300732.1
OG0006754	XP_967095.1	XP_006560031.3
OG0006755	XP_001816157.1	XP_026295946.1, XP_016767070.2
OG0006757	XP_015834455.1	XP_001120244.1
OG0006762	XP_976191.3	NP_001135908.1, XP_006557270.1
OG0006773	XP_008192764.1	XP_006561220.1
OG0006776	XP_008197428.1	XP_006565695.1, XP_026300768.1
OG0006777	XP_015834564.1	XP_006570731.1
OG0006786	XP_008198932.1	XP_026298615.1, XP_026298752.1
OG0006788	XP_015835633.1	XP_026298719.1, XP_026298639.1
OG0006792	XP_008200867.1	XP_026301354.1
OG0006793	NP_001103252.1	XP_392070.3
OG0006798	XP_972156.1	XP_006565317.1
OG0006799	XP_968358.1	XP_006570969.1
OG0006800	XP_971874.2	XP_001121282.3
OG0006801	XP_970194.1	XP_394680.3
OG0006802	XP_968776.1	XP_397475.2
OG0006803	XP_015840093.1	XP_026297767.1
OG0006804	XP_968727.1	XP_393294.2
OG0006805	XP_968120.1	XP_393914.1
OG0006806	XP_971841.2	XP_016769230.1
OG0006807	XP_974360.1	XP_392812.2
OG0006808	XP_008192808.1	XP_026296237.1
OG0006809	XP_971419.1	XP_026300889.1
OG0006810	XP_969231.1	XP_625206.1
OG0006811	XP_015838314.1	XP_006563749.1
OG0006812	XP_973149.1	XP_006566799.1
OG0006813	XP_972387.1	XP_393995.1
OG0006814	XP_975476.1	XP_026298454.1
OG0006815	XP_008195168.1	XP_393902.1
OG0006816	XP_975241.2	XP_006564093.1
OG0006817	XP_008191759.1	XP_026298171.1
OG0006818	XP_970060.2	XP_026297680.1
OG0006819	XP_008191840.1	XP_624971.1
OG0006820	XP_975661.1	XP_001121462.1
OG0006821	XP_971657.1	XP_395122.1
OG0006822	XP_974622.1	XP_016772679.1
OG0006823	XP_967663.2	XP_016768331.1
OG0006824	XP_015834011.1	XP_625098.1
OG0006825	XP_974101.1	XP_624330.3
OG0006826	XP_975493.2	NP_001090623.1
OG0006827	XP_973381.1	XP_396159.2
OG0006828	XP_969284.1	XP_001121985.1
OG0006829	XP_971328.2	XP_016773166.1
OG0006831	XP_968495.1	XP_392037.1
OG0006832	XP_968351.1	XP_624378.1
OG0006833	XP_971748.1	XP_006565002.1
OG0006834	XP_970231.1	XP_003249688.1
OG0006835	XP_972583.1	XP_006559497.1
OG0006836	XP_968280.1	XP_006558739.1
OG0006837	XP_976032.1	XP_001122341.1
OG0006838	XP_008191171.1	XP_001120148.2
OG0006839	XP_008191122.1	XP_625181.4
OG0006841	XP_967620.1	XP_624109.1
OG0006842	XP_973689.1	XP_625157.2
OG0006843	XP_968265.1	XP_006559119.1
OG0006844	XP_970635.1	XP_624836.1
OG0006845	XP_008194739.1	XP_001120359.2
OG0006846	XP_008200228.1	XP_001121893.2
OG0006847	XP_968855.1	XP_395163.2
OG0006848	XP_966912.1	XP_392156.2
OG0006849	XP_973889.1	XP_001122504.1
OG0006850	XP_968036.1	XP_624282.1
OG0006851	XP_008191501.1	XP_026295577.1
OG0006852	XP_972612.1	XP_006564915.1
OG0006853	XP_015838861.1, XP_015838550.1	XP_016771509.1
OG0006854	XP_008198303.1	XP_006558384.1
OG0006855	XP_967365.1	XP_016769781.1
OG0006857	XP_970243.1	XP_397213.2
OG0006858	XP_974639.2	XP_001121371.2
OG0006859	XP_972684.2	XP_624801.1
OG0006860	XP_008197065.1	XP_003249659.1
OG0006861	XP_973169.1	XP_006564883.1
OG0006862	XP_973840.1	XP_623456.1
OG0006863	XP_008195646.1	XP_006570991.1
OG0006864	XP_971028.1	NP_001229473.1
OG0006865	XP_008199716.1	NP_001161897.1
OG0006866	XP_972465.1	XP_026301291.1
OG0006867	XP_970573.1	NP_001161365.1
OG0006868	NP_001073566.1	NP_001165849.1
OG0006869	XP_969347.1	XP_393962.3
OG0006870	XP_974317.1	XP_001121593.3
OG0006871	XP_008195652.1	XP_623274.2
OG0006872	XP_974477.1	XP_623429.3
OG0006873	XP_967096.2	XP_006564652.1
OG0006874	XP_015840782.1	XP_016769032.1
OG0006875	XP_974756.1	XP_393466.2
OG0006877	XP_008196773.1	XP_624118.1
OG0006878	XP_971683.1	XP_001121911.1
OG0006879	XP_972215.1	XP_623160.1
OG0006880	XP_001814678.1	XP_624506.1
OG0006881	XP_008195305.1	XP_026298562.1
OG0006882	XP_969550.1	XP_001121144.1
OG0006883	XP_001810604.1	XP_003251833.2
OG0006884	XP_969487.1	XP_003251281.1
OG0006885	XP_968609.1	XP_393829.3
OG0006886	XP_001808466.1	XP_006564616.1
OG0006887	XP_008195222.1	XP_016773517.2
OG0006888	XP_975355.1	XP_393973.2
OG0006890	XP_970659.1	XP_624879.1
OG0006891	XP_967650.1	XP_016767520.1
OG0006892	XP_967727.1	XP_624325.2
