Orthogroup	Tribolium_castaneum	Osmia_lignaria
OG0005769	XP_008192998.2	XP_034187571.1
OG0005770	XP_969735.1	XP_034193342.1
OG0005771	XP_001810795.2	XP_034192426.1
OG0005772	XP_008193738.1	XP_034176065.1
OG0005773	XP_973951.1	XP_034189509.1
OG0005774	XP_972232.1	XP_034175640.1
OG0005775	XP_974257.1	XP_034178708.1, XP_034178707.1
OG0005776	XP_971893.1	XP_034182107.1
OG0005777	XP_008194323.1	XP_034185627.1, XP_034185630.1
OG0005778	XP_015839015.1	XP_034179430.1
OG0005779	XP_971676.1	XP_034184232.1, XP_034184220.1
OG0005780	XP_976139.1	XP_034190587.1
OG0005781	XP_008194231.1, XP_968061.1	XP_034176288.1
OG0005782	XP_008200378.2	XP_034181489.1
OG0005783	XP_008190643.1, XP_008190641.1, XP_008190642.1	XP_034173426.1, XP_034173425.1
OG0005784	XP_008191668.2	XP_034176018.1
OG0005785	XP_015837329.1	XP_034180903.1
OG0005786	XP_008193718.1	XP_034190005.1
OG0005787	XP_008191446.1	XP_034196302.1
OG0005789	XP_966348.3	XP_034185353.1
OG0005790	XP_015834363.1	XP_034183061.1, XP_034183087.1
OG0005791	NP_001103425.1, XP_015834309.1	XP_034191780.1
OG0005793	XP_015836059.1	XP_034189765.1
OG0005795	XP_969125.1	XP_034171269.1
OG0005796	XP_008200025.1	XP_034171747.1
OG0005798	XP_974333.2	XP_034183560.1
OG0005799	XP_975152.2	XP_034176123.1
OG0005800	XP_001812039.1	XP_034184361.1
OG0005801	XP_008191792.1	XP_034185178.1
OG0005802	XP_967562.2	XP_034179761.1
OG0005803	XP_972099.1	XP_034189839.1
OG0005804	XP_008200325.1	XP_034185524.1
OG0005806	XP_008195833.1	XP_034172802.1
OG0005807	XP_008192382.1	XP_034187079.1
OG0005808	XP_968475.1	XP_034181917.1
OG0005809	XP_015834554.1	XP_034194907.1
OG0005811	XP_001811565.1	XP_034184030.1
OG0005813	XP_969848.1	XP_034176087.1
OG0005814	XP_967401.1	XP_034188685.1
OG0005815	XP_008195335.1	XP_034175564.1
OG0005816	XP_015836172.1, XP_015836170.1, XP_015836173.1	XP_034183312.1, XP_034183314.1
OG0005817	XP_969995.1	XP_034191191.1
OG0005818	XP_015835570.1	XP_034190607.1
OG0005819	XP_015839040.1	XP_034178122.1
OG0005820	XP_015834937.1	XP_034171243.1, XP_034171241.1
OG0005822	XP_008198833.1	XP_034196233.1, XP_034196237.1
OG0005823	XP_008198134.1	XP_034190505.1
OG0005824	XP_008196430.1	XP_034170825.1
OG0005826	XP_969824.1	XP_034191345.1, XP_034191344.1
OG0005827	XP_008194634.1	XP_034176271.1
OG0005831	XP_008194079.1	XP_034192320.1
OG0005832	XP_973367.1	XP_034188059.1
OG0005833	XP_015839111.1, XP_008195984.1, XP_008195971.1, XP_008195965.1, XP_008195978.1, XP_969762.1	XP_034188795.1
OG0005835	XP_967201.2, XP_008199300.1	XP_034180053.1
OG0005845	XP_008196912.1	XP_034189967.1
OG0005846	XP_973326.1	XP_034172094.1
OG0005847	XP_968885.1	XP_034180806.1
OG0005848	XP_015840156.1	XP_034191308.1
OG0005849	XP_968733.1	XP_034170840.1
OG0005850	XP_968178.1	XP_034196487.1
OG0005851	XP_975530.1	XP_034183890.1
OG0005852	XP_973139.1	XP_034192521.1
OG0005853	XP_969085.1	XP_034175861.1
OG0005854	XP_970430.1	XP_034187355.1
OG0005855	XP_973632.1	XP_034180665.1
OG0005856	XP_975016.1	XP_034184469.1
OG0005857	XP_966448.1	XP_034190928.1
OG0005858	XP_973916.1	XP_034186403.1
OG0005859	XP_967224.1	XP_034182041.1
OG0005860	XP_969650.2	XP_034184815.1
OG0005861	XP_008193890.1	XP_034187542.1
OG0005862	XP_001810703.1	XP_034187210.1
OG0005863	XP_972793.1	XP_034194827.1
OG0005864	XP_973422.1	XP_034181795.1
OG0005865	XP_015833158.1	XP_034186250.1
OG0005866	XP_968355.1	XP_034177932.1
OG0005867	XP_015833912.1	XP_034192458.1
OG0005868	XP_968469.2	XP_034175127.1
OG0005869	XP_974124.1	XP_034185854.1
OG0005870	XP_966459.2	XP_034189380.1
OG0005871	XP_008194056.1	XP_034177784.1
OG0005872	XP_973623.1	XP_034174283.1
OG0005873	XP_015838706.1, XP_972497.1	XP_034178955.1
OG0005874	XP_972224.1	XP_034186945.1
OG0005875	XP_008197572.1	XP_034172885.1
OG0005876	XP_973092.3	XP_034191187.1
OG0005877	XP_968270.1	XP_034176179.1
OG0005878	XP_008200264.1	XP_034183939.1
OG0005879	XP_008196780.1	XP_034175170.1
OG0005880	XP_971703.1	XP_034186690.1
OG0005881	XP_974133.1	XP_034183383.1
OG0005882	XP_974274.1	XP_034171294.1
OG0005883	XP_008195940.1	XP_034177505.1
OG0005884	XP_974883.1	XP_034184082.1
OG0005885	XP_015836788.1	XP_034196148.1
OG0005886	XP_969933.1	XP_034190653.1
OG0005887	XP_971023.1	XP_034185880.1
OG0005889	XP_975558.1	XP_034183538.1
OG0005890	XP_966773.1	XP_034183769.1
OG0005891	XP_974159.1	XP_034183381.1, XP_034183380.1
OG0005892	XP_971759.1	XP_034189373.1
OG0005893	XP_008201452.1	XP_034188101.1
OG0005894	XP_015838035.1	XP_034185664.1
OG0005895	XP_001811714.1	XP_034180524.1
OG0005896	XP_975000.1	XP_034185532.1
OG0005897	XP_008193639.1	XP_034186479.1, XP_034186488.1
OG0005898	XP_015837344.1	XP_034190492.1
OG0005899	XP_008193014.1	XP_034184406.1
OG0005900	XP_008200927.1	XP_034182315.1
OG0005901	XP_968263.1	XP_034193732.1, XP_034193733.1
OG0005902	XP_008200832.1	XP_034185029.1
OG0005903	XP_968655.1	XP_034172954.1
OG0005904	XP_008195523.1	XP_034196660.1
OG0005905	XP_967123.1	XP_034183478.1
OG0005906	XP_973003.1	XP_034171506.1
OG0005907	XP_967777.1	XP_034180159.1
OG0005908	XP_974526.1	XP_034174243.1
OG0005909	XP_967235.1	XP_034195584.1
OG0005910	XP_974981.1	XP_034184135.1
OG0005911	XP_008200551.1	XP_034184797.1
OG0005912	XP_967771.1	XP_034189692.1
OG0005913	XP_971130.1	XP_034174097.1
OG0005914	XP_970454.1	XP_034178234.1
OG0005916	XP_008192815.1	XP_034181036.1
OG0005917	XP_971914.1	XP_034188806.1
OG0005918	XP_001816527.1	XP_034189814.1
OG0005919	XP_967890.1	XP_034196349.1
OG0005920	XP_008195119.1	XP_034177146.1
OG0005921	XP_015832908.1	XP_034182240.1
OG0005922	XP_975662.1	XP_034180465.1, XP_034180466.1
OG0005923	XP_974837.1, XP_969673.1	XP_034192869.1
OG0005924	XP_969540.1	XP_034194069.1
OG0005925	XP_008195838.1	XP_034193798.1
OG0005926	XP_970144.1	XP_034187744.1
OG0005927	XP_967615.2	XP_034193811.1
OG0005928	XP_968988.1	XP_034178898.1
OG0005929	XP_975129.1	XP_034173648.1
OG0005930	XP_015834846.1	XP_034193111.1
OG0005931	XP_972315.1	XP_034181191.1
OG0005933	XP_970979.1	XP_034195650.1
OG0005934	XP_973675.1	XP_034186240.1
OG0005936	XP_968660.2	XP_034175355.1
OG0005937	XP_974787.2	XP_034179649.1
OG0005938	XP_974541.1	XP_034173055.1
OG0005939	XP_968325.1	XP_034183221.1
OG0005940	XP_970581.1	XP_034178063.1
OG0005941	XP_008200477.1	XP_034177002.1
OG0005942	XP_968744.1	XP_034185833.1
OG0005943	XP_008196502.1	XP_034173295.1
OG0005944	XP_972242.2	XP_034184882.1
OG0005945	XP_966925.1	XP_034182748.1
OG0005946	XP_973141.1	XP_034194022.1
OG0005947	XP_015835164.1	XP_034183026.1
OG0005948	XP_972108.1	XP_034179005.1
OG0005949	XP_972979.1	XP_034177621.1
OG0005950	XP_970740.2	XP_034187898.1
OG0005951	XP_968060.1	XP_034187169.1
OG0005952	XP_008195725.1	XP_034187643.1
OG0005953	XP_974511.1	XP_034180741.1
OG0005954	XP_015837261.1	XP_034182729.1, XP_034182730.1
OG0005955	XP_971559.1	XP_034171750.1
OG0005956	XP_008195605.1	XP_034191935.1
OG0005957	NP_001161919.1	XP_034186696.1
OG0005958	XP_968248.1	XP_034171945.1
OG0005959	XP_015836024.1	XP_034186296.1
OG0005960	XP_971943.2	XP_034192318.1
OG0005961	XP_968289.1	XP_034182079.1
OG0005962	XP_015839659.1	XP_034191966.1
OG0005963	XP_966955.1	XP_034193005.1
OG0005964	XP_966494.1	XP_034189590.1
OG0005965	XP_015835418.1	XP_034184895.1
OG0005966	XP_008194882.1	XP_034192045.1
OG0005967	XP_008190656.1	XP_034180800.1
OG0005968	XP_968508.1	XP_034181215.1, XP_034181206.1
OG0005969	XP_008195198.1	XP_034191481.1
OG0005970	XP_968008.1	XP_034193485.1
OG0005971	XP_972764.1	XP_034183553.1
OG0005972	XP_008190857.1	XP_034172213.1
OG0005973	XP_974707.1	XP_034173939.1
OG0005975	XP_967206.1	XP_034177552.1
OG0005976	XP_008190409.1	XP_034194392.1
OG0005977	XP_008195389.1	XP_034183730.1
OG0005978	XP_008190672.1	XP_034171507.1
OG0005979	XP_971411.1	XP_034183950.1
OG0005980	XP_008191619.1, XP_015834983.1	XP_034195498.1
OG0005981	XP_973579.1	XP_034179879.1
OG0005982	XP_008196504.1	XP_034174503.1
OG0005983	XP_969352.1	XP_034184592.1
OG0005984	XP_967318.2	XP_034179777.1
OG0005985	XP_001815071.1	XP_034190039.1
OG0005986	XP_970059.1	XP_034187528.1
OG0005987	XP_974790.1	XP_034182670.1
OG0005988	XP_969318.1	XP_034182617.1
OG0005989	XP_975610.1	XP_034187475.1
OG0005990	XP_008191718.1	XP_034171968.1
OG0005991	XP_975233.2	XP_034185374.1
OG0005992	XP_015834772.1	XP_034195106.1
OG0005993	XP_968963.1	XP_034180953.1
OG0005994	XP_969254.2	XP_034195522.1
OG0005995	XP_973561.1	XP_034187085.1
OG0005996	XP_972013.1	XP_034185175.1
OG0005997	XP_970827.1, XP_015834512.1	XP_034181843.1
OG0005998	XP_008195879.1	XP_034174866.1, XP_034174867.1
OG0005999	XP_967903.1	XP_034187076.1
OG0006000	XP_973353.1	XP_034179778.1
OG0006001	XP_008192777.1	XP_034172800.1
OG0006002	XP_972753.1	XP_034195756.1
OG0006003	XP_972504.1	XP_034184801.1
OG0006004	XP_967118.1	XP_034177631.1
OG0006005	XP_969076.2	XP_034183474.1
OG0006006	NP_001153545.1	XP_034186021.1
OG0006007	XP_008200322.1	XP_034173776.1
OG0006008	XP_008200316.1	XP_034179400.1
OG0006009	XP_974616.1	XP_034173575.1
OG0006011	XP_008193073.1	XP_034182522.1
OG0006012	XP_967027.2	XP_034189083.1
OG0006013	XP_015836548.1	XP_034182925.1
OG0006014	XP_008199578.1	XP_034184553.1
OG0006015	XP_968023.1	XP_034196637.1
OG0006016	XP_972028.1	XP_034193895.1
OG0006017	XP_015834055.1	XP_034174729.1
OG0006018	XP_008200332.1	XP_034188095.1
OG0006019	XP_008190573.1	XP_034186429.1
OG0006020	XP_008195444.1	XP_034195741.1
OG0006021	XP_015832919.1, XP_008190459.1	XP_034193740.1
OG0006022	XP_008196614.1	XP_034185007.1
OG0006023	XP_975549.1	XP_034177809.1
OG0006024	XP_008197009.1	XP_034191617.1
OG0006025	XP_015835432.1	XP_034183670.1
OG0006026	XP_970038.1	XP_034187066.1
OG0006027	XP_970918.1	XP_034196000.1
OG0006028	XP_015833149.1	XP_034175874.1
OG0006029	XP_008196097.1	XP_034190502.1
OG0006030	XP_974086.2	XP_034188347.1
OG0006031	XP_008190529.1	XP_034195573.1
OG0006032	XP_973665.1	XP_034180364.1
OG0006033	XP_969665.1	XP_034189690.1
OG0006034	XP_008198963.1	XP_034176977.1
OG0006035	XP_969092.1	XP_034174377.1
OG0006036	XP_015836850.1	XP_034178246.1
OG0006037	XP_015834289.1	XP_034191061.1
OG0006038	XP_968035.2	XP_034195428.1
OG0006039	XP_015837622.1, XP_008196398.1	XP_034187645.1
OG0006040	XP_968097.2	XP_034196486.1
OG0006041	XP_972311.1	XP_034192522.1
OG0006042	XP_971938.1	XP_034192966.1
OG0006043	XP_970065.3	XP_034172530.1
OG0006044	XP_008199644.1	XP_034185345.1
OG0006045	XP_008195413.1	XP_034183945.1
OG0006046	XP_015839099.1	XP_034181717.1
OG0006047	XP_972826.1	XP_034176042.1
OG0006048	XP_008196946.1	XP_034178722.1
OG0006049	XP_008195091.1	XP_034181342.1
OG0006050	XP_970844.1	XP_034189313.1
OG0006051	XP_015833164.1	XP_034183879.1
OG0006052	XP_974343.1	XP_034188962.1
OG0006053	XP_008201367.1	XP_034172847.1
OG0006054	XP_973804.1	XP_034182596.1
OG0006055	XP_015838151.1	XP_034177519.1
OG0006056	XP_008195140.1, XP_015836736.1	XP_034178462.1
OG0006057	XP_968863.2	XP_034172315.1
OG0006058	XP_001808147.1	XP_034191312.1
OG0006059	XP_008200063.1	XP_034174963.1
OG0006060	XP_015838089.1, XP_967353.1	XP_034173549.1
OG0006061	XP_008197571.1	XP_034172881.1
OG0006062	XP_975238.1	XP_034174863.1
OG0006063	XP_974245.1	XP_034178141.1
OG0006064	XP_015835819.1	XP_034172122.1
OG0006065	XP_008196033.1	XP_034181777.1
OG0006066	XP_008192691.1	XP_034182754.1
OG0006067	XP_971811.1	XP_034181055.1
OG0006068	XP_972846.1	XP_034178560.1
OG0006069	XP_971084.2	XP_034172774.1
OG0006070	XP_015840675.1	XP_034174456.1
OG0006071	XP_971483.1, XP_008197391.1	XP_034188877.1
OG0006072	XP_008195580.1	XP_034191480.1
OG0006073	XP_008191932.1	XP_034188819.1
OG0006074	XP_970611.1	XP_034178400.1
OG0006075	XP_008197353.1	XP_034178278.1
OG0006076	XP_008200459.1	XP_034175133.1
OG0006077	XP_008193971.1	XP_034172365.1
OG0006078	XP_972184.1	XP_034182658.1
OG0006079	XP_968214.1	XP_034190361.1
OG0006080	XP_972784.2	XP_034173664.1
OG0006081	XP_969821.1	XP_034172585.1
OG0006082	XP_975299.1	XP_034191376.1
OG0006083	XP_969292.2	XP_034185546.1
OG0006084	XP_975200.2	XP_034185519.1
OG0006085	XP_008193426.1	XP_034192959.1
OG0006086	XP_975172.1	XP_034187978.1
OG0006087	XP_008191807.1	XP_034187418.1
OG0006088	XP_015840737.1	XP_034187611.1
OG0006089	XP_971921.1	XP_034181392.1
OG0006090	XP_015837916.1	XP_034175233.1
OG0006091	XP_969328.1	XP_034185415.1
OG0006092	XP_967408.1	XP_034180922.1
OG0006093	XP_968117.1	XP_034170868.1
OG0006094	XP_015835531.1	XP_034173058.1
OG0006095	XP_970606.1	XP_034177556.1
OG0006096	XP_969753.1	XP_034187679.1
OG0006097	XP_008196003.1	XP_034188774.1
OG0006098	XP_015833475.1	XP_034189183.1
OG0006099	XP_008191976.1	XP_034185080.1
OG0006100	XP_970018.1	XP_034175191.1
OG0006101	NP_001136167.1	XP_034193678.1
OG0006102	XP_008197945.1	XP_034182712.1
OG0006103	NP_001164117.1	XP_034178467.1
OG0006104	NP_001107822.1, XP_008193162.1	XP_034173108.1
OG0006105	XP_015834586.1, XP_970787.2	XP_034172051.1
OG0006106	NP_001153741.1, XP_008199600.1	XP_034190131.1
OG0006107	XP_974190.1	XP_034181116.1
OG0006109	NP_001095946.1	XP_034174969.1
OG0006110	XP_973449.1	XP_034181231.1
OG0006111	XP_969313.1	XP_034193574.1
OG0006112	XP_971899.1	XP_034195455.1
OG0006113	NP_001153722.1	XP_034191394.1
OG0006114	XP_969197.1	XP_034176404.1
OG0006115	XP_001813478.1	XP_034178929.1
OG0006116	XP_015836815.1	XP_034173429.1
OG0006117	XP_008194939.1	XP_034196452.1
OG0006118	XP_974055.1	XP_034180513.1
OG0006119	XP_969793.1	XP_034180682.1
OG0006120	XP_008196845.1	XP_034195251.1
OG0006121	XP_975394.1	XP_034187474.1
OG0006123	XP_967947.2	XP_034171184.1
OG0006124	XP_968460.1	XP_034177617.1
OG0006125	XP_972705.1	XP_034177996.1
OG0006126	XP_969150.1	XP_034186721.1
OG0006127	XP_966585.1	XP_034171585.1
OG0006128	XP_008196205.1	XP_034178712.1
OG0006129	XP_015838761.1	XP_034190338.1
OG0006130	XP_967502.1	XP_034184653.1
OG0006131	XP_008195462.1	XP_034192577.1
OG0006132	XP_008194472.1	XP_034177765.1
OG0006133	XP_008190500.1	XP_034171037.1
OG0006134	XP_008191343.1	XP_034188606.1
OG0006135	XP_967817.2	XP_034187650.1
OG0006136	XP_015839689.1	XP_034182034.1
OG0006137	XP_968202.1	XP_034187075.1
OG0006138	XP_015834406.1	XP_034183571.1
OG0006139	XP_008194175.1	XP_034173820.1
OG0006140	XP_008200089.1	XP_034190311.1
OG0006141	XP_970646.1	XP_034193549.1
OG0006143	XP_001811667.1	XP_034180508.1
OG0006144	XP_008195509.1	XP_034191285.1
OG0006145	XP_970462.1	XP_034180726.1
OG0006146	XP_972818.2	XP_034192029.1, XP_034192027.1
OG0006147	XP_973312.1	XP_034176962.1
OG0006149	XP_974377.1	XP_034181433.1
OG0006150	XP_970568.2	XP_034183603.1
OG0006151	XP_008190797.1	XP_034180401.1
OG0006152	XP_973922.1	XP_034189045.1
OG0006153	XP_008191866.1	XP_034191751.1
OG0006154	XP_008192041.2	XP_034195736.1
OG0006155	XP_008195300.1	XP_034174513.1
OG0006156	XP_967600.2	XP_034183484.1
OG0006157	XP_008194660.1	XP_034172845.1
OG0006158	XP_008201238.1, NP_001034510.1	XP_034183018.1
OG0006159	XP_001810169.2	XP_034180972.1
OG0006160	XP_015835761.1	XP_034179050.1
OG0006161	XP_015836311.1	XP_034191119.1
OG0006162	XP_008195053.1	XP_034192529.1
OG0006163	XP_966716.1	XP_034173925.1
OG0006164	XP_968028.1	XP_034188528.1
OG0006165	XP_975134.2	XP_034188207.1
OG0006166	XP_001807129.1	XP_034196617.1
OG0006167	XP_015839012.1	XP_034183162.1
OG0006168	XP_970015.2	XP_034189945.1
OG0006169	XP_968057.1	XP_034184768.1
OG0006170	XP_008191382.2, XP_971029.1	XP_034180202.1
OG0006171	XP_969175.1	XP_034194335.1
OG0006172	XP_967760.1	XP_034188283.1
OG0006173	XP_008198463.1	XP_034179161.1
OG0006174	XP_966482.1	XP_034179220.1
OG0006175	XP_008190662.1	XP_034171951.1
OG0006176	XP_015833069.1	XP_034184099.1
OG0006177	XP_972963.1	XP_034171286.1
OG0006178	XP_008197383.1	XP_034186490.1
OG0006179	XP_008194805.1	XP_034196461.1
OG0006180	XP_972555.3	XP_034190386.1
OG0006181	XP_967438.2	XP_034189881.1
OG0006182	XP_015836222.1	XP_034186289.1
OG0006183	XP_973095.1	XP_034174675.1
OG0006184	NP_001161915.1	XP_034190229.1
OG0006185	XP_001808071.2	XP_034190912.1
OG0006186	XP_008194151.1	XP_034182073.1
OG0006187	XP_969860.2	XP_034192216.1
OG0006188	XP_969276.2	XP_034180204.1
OG0006189	XP_974964.1	XP_034189441.1
OG0006191	NP_001164154.1, XP_008200418.1	XP_034187339.1
OG0006192	XP_008196113.1	XP_034195420.1
OG0006193	XP_008196472.1	XP_034190317.1
OG0006194	XP_008201501.1	XP_034179066.1
OG0006195	XP_971097.1	XP_034180973.1
OG0006196	XP_973323.1	XP_034192063.1
OG0006197	XP_967679.1	XP_034196426.1
OG0006199	XP_973597.1	XP_034181748.1
OG0006200	XP_008196414.1	XP_034177272.1
OG0006201	XP_008191241.1	XP_034194004.1
OG0006202	XP_971116.2	XP_034182559.1
OG0006203	XP_973025.1	XP_034195136.1
OG0006204	XP_008193768.1, XP_008193759.1	XP_034178592.1
OG0006205	XP_008197358.1	XP_034182407.1
OG0006206	XP_015833212.1	XP_034172328.1
OG0006207	XP_008192481.1	XP_034179979.1
OG0006208	XP_015835132.1	XP_034179833.1
OG0006209	XP_966390.1	XP_034178805.1
OG0006210	XP_008201451.1	XP_034173731.1
OG0006211	XP_008195304.1	XP_034176316.1
OG0006212	XP_008194346.1	XP_034176538.1
OG0006214	XP_008198272.1	XP_034182387.1
OG0006215	XP_972389.1	XP_034189594.1
OG0006216	XP_015833492.1	XP_034176366.1
OG0006217	XP_974716.1	XP_034175823.1
OG0006218	XP_974418.1	XP_034189625.1
OG0006219	XP_967673.1	XP_034180145.1
OG0006220	XP_968878.1	XP_034186224.1
OG0006221	XP_970593.2	XP_034175615.1
OG0006222	XP_008192239.1	XP_034190950.1
OG0006223	XP_008191963.1	XP_034171530.1
OG0006224	XP_971011.1, XP_008201542.1	XP_034187376.1
OG0006225	XP_967459.1	XP_034185520.1
OG0006226	XP_015837923.1	XP_034180164.1
OG0006228	XP_969161.2	XP_034183481.1
OG0006229	XP_008196961.1, NP_001127850.1	XP_034182401.1
OG0006230	XP_008198972.1	XP_034180441.1
OG0006231	XP_008199267.1	XP_034173309.1
OG0006232	XP_968899.1	XP_034181291.1
OG0006233	XP_008194458.1	XP_034189326.1
OG0006234	XP_015834942.1	XP_034195826.1
OG0006235	XP_970755.2	XP_034184286.1
OG0006236	XP_971934.2	XP_034179178.1
OG0006237	XP_008195326.1	XP_034177592.1
OG0006238	XP_008192284.1	XP_034195813.1
OG0006239	XP_973089.1	XP_034179994.1
OG0006240	XP_008198164.1	XP_034193229.1
OG0006241	XP_973652.1	XP_034183884.1
OG0006242	XP_972226.3	XP_034190370.1
OG0006243	XP_974351.1	XP_034176255.1
OG0006244	XP_972740.1	XP_034179669.1
OG0006245	XP_970678.1	XP_034191835.1
OG0006246	XP_967705.1	XP_034179225.1
OG0006247	XP_975203.2	XP_034170932.1
OG0006248	XP_974638.1	XP_034193981.1
OG0006250	XP_015840452.1, XP_969448.1	XP_034180000.1
OG0006251	XP_973772.1	XP_034186213.1
OG0006252	NP_001034525.1	XP_034189887.1
OG0006253	XP_008196309.1	XP_034176928.1
OG0006254	XP_971710.2	XP_034182710.1
OG0006255	XP_968858.3	XP_034192094.1
OG0006256	XP_008192355.1	XP_034175296.1
OG0006257	XP_974304.1	XP_034172356.1
OG0006258	NP_001107765.1	XP_034178466.1
OG0006259	XP_969365.1	XP_034171437.1
OG0006260	XP_015836489.1	XP_034171113.1
OG0006261	XP_008199143.1	XP_034191573.1
OG0006262	XP_972829.1	XP_034188772.1
OG0006263	XP_015840946.1	XP_034190779.1
OG0006264	XP_001811917.1	XP_034188078.1
OG0006266	XP_968122.1	XP_034187935.1
OG0006267	XP_975078.2	XP_034184802.1
OG0006268	XP_967117.1	XP_034191228.1
OG0006269	XP_008195313.1	XP_034171949.1
OG0006270	XP_968806.3	XP_034189085.1
OG0006271	XP_968366.1	XP_034175809.1
OG0006272	XP_008191065.1	XP_034187335.1
OG0006273	XP_974567.2	XP_034191077.1
OG0006274	XP_973671.2	XP_034191696.1
OG0006275	XP_975323.1	XP_034184123.1
OG0006276	XP_008199318.1	XP_034184407.1
OG0006277	XP_972150.2	XP_034179090.1
OG0006278	XP_971450.1	XP_034171565.1
OG0006279	XP_008199174.1	XP_034184998.1
OG0006280	XP_015835096.1	XP_034189626.1
OG0006281	XP_008192768.1	XP_034171132.1
OG0006282	XP_008200283.1	XP_034187838.1
OG0006283	NP_001164094.1, XP_008200461.1	XP_034174862.1
OG0006284	XP_008201728.1	XP_034194270.1
OG0006285	XP_967513.1	XP_034173096.1
OG0006286	XP_008195631.1	XP_034179274.1
OG0006287	XP_015836430.1	XP_034192123.1
OG0006288	XP_008192776.1	XP_034196683.1
OG0006289	XP_972899.1	XP_034192235.1
OG0006290	XP_968844.1	XP_034193087.1
OG0006291	XP_015836383.1	XP_034189281.1
OG0006292	XP_971490.1, XP_015836264.1	XP_034178002.1
OG0006293	XP_968467.1, XP_967097.1	XP_034172874.1
OG0006294	XP_966616.1	XP_034181106.1
OG0006295	XP_008195028.1	XP_034193067.1
OG0006296	XP_975638.1	XP_034182874.1
OG0006297	XP_008197797.1	XP_034186734.1
OG0006298	XP_968109.1	XP_034179075.1
OG0006299	XP_008201533.1	XP_034187795.1
OG0006300	XP_008192925.1	XP_034178828.1
OG0006301	XP_008200121.1	XP_034191465.1
OG0006302	XP_975194.2	XP_034186740.1, XP_034186736.1
OG0006303	XP_008197566.1	XP_034174265.1
OG0006304	XP_967396.1	XP_034187411.1
OG0006305	XP_008192163.1	XP_034190984.1
OG0006306	XP_008198935.1	XP_034182758.1
OG0006307	XP_008194418.1	XP_034185311.1
OG0006308	XP_972593.1	XP_034176927.1
OG0006309	XP_969584.1	XP_034173798.1
OG0006310	XP_008199323.1	XP_034179221.1
OG0006311	XP_975769.1	XP_034180099.1
OG0006312	XP_008201336.1	XP_034184530.1
OG0006313	XP_967788.1	XP_034172562.1
OG0006314	XP_008197803.1	XP_034182152.1
OG0006315	XP_015838682.1	XP_034182169.1
OG0006316	XP_001814047.1	XP_034175633.1
OG0006317	XP_971377.1	XP_034190105.1
OG0006318	XP_015840161.1	XP_034191309.1
OG0006319	XP_973781.1	XP_034172969.1
OG0006320	XP_974032.3	XP_034172985.1
OG0006321	XP_015837795.1, XP_015837794.1	XP_034193479.1
OG0006322	XP_969081.1	XP_034182514.1
OG0006323	XP_969881.1	XP_034176137.1
OG0006324	XP_015839977.1	XP_034193576.1
OG0006325	XP_975115.1	XP_034190325.1
OG0006326	XP_008193707.1	XP_034183933.1, XP_034183932.1
OG0006327	XP_973265.1	XP_034195770.1
OG0006328	XP_973520.1	XP_034187919.1
OG0006329	XP_008200453.1	XP_034193823.1
OG0006330	XP_008196849.1	XP_034191825.1
OG0006331	XP_970043.2	XP_034180040.1
OG0006332	XP_966737.1	XP_034176113.1
OG0006333	XP_967150.1	XP_034191951.1
OG0006334	XP_970258.3	XP_034189702.1
OG0006335	XP_975679.2	XP_034173665.1
OG0006336	XP_974732.3	XP_034194558.1
OG0006337	XP_008193898.1	XP_034189338.1
OG0006338	XP_008198894.1	XP_034193532.1
OG0006339	XP_969974.2	XP_034171195.1
OG0006340	XP_969014.1	XP_034195015.1
OG0006341	XP_969694.1	XP_034184315.1
OG0006342	XP_972140.1, XP_008192387.1	XP_034178221.1, XP_034178302.1
OG0006343	XP_008197440.1	XP_034187865.1
OG0006344	XP_967064.1	XP_034186328.1
OG0006345	XP_008194877.1	XP_034171312.1
OG0006346	XP_975242.1	XP_034194976.1
OG0006347	XP_967413.1	XP_034184941.1
OG0006348	XP_008197900.1	XP_034190859.1
OG0006349	XP_971770.1	XP_034185121.1
OG0006350	XP_008191855.1	XP_034172305.1
OG0006351	XP_008201369.1	XP_034184999.1
OG0006352	XP_008199164.1	XP_034182550.1
OG0006353	XP_008196657.1	XP_034189641.1
OG0006355	XP_008197719.1	XP_034185233.1
OG0006356	XP_973551.1	XP_034181486.1
OG0006357	XP_008194944.1	XP_034192525.1
OG0006358	XP_966409.1	XP_034189743.1
OG0006359	XP_015834095.1	XP_034185249.1
OG0006360	XP_968892.1	XP_034181905.1
OG0006361	XP_008194669.1	XP_034180249.1
OG0006362	XP_015833389.1, XP_008190921.1	XP_034192846.1
OG0006363	XP_968124.2	XP_034191202.1
OG0006364	XP_008191418.1	XP_034174281.1
OG0006365	XP_968712.2	XP_034178877.1
OG0006366	XP_008191093.1	XP_034189079.1
OG0006368	XP_974191.1	XP_034191466.1
OG0006369	XP_015839149.1	XP_034194711.1
OG0006370	XP_968179.1	XP_034191750.1
OG0006371	XP_967247.2	XP_034174001.1
OG0006372	XP_974114.2	XP_034179229.1
OG0006373	XP_008193147.1	XP_034178440.1
OG0006374	XP_971689.1	XP_034188745.1
OG0006375	XP_008198624.1	XP_034196648.1
OG0006376	XP_008195117.1	XP_034184083.1
OG0006377	XP_008190836.1	XP_034181351.1
OG0006378	XP_970244.1	XP_034183195.1
OG0006379	XP_015833902.1, XP_972461.1	XP_034189828.1
OG0006380	XP_975069.1	XP_034178257.1
OG0006381	XP_008192680.1	XP_034185638.1
