Orthogroup	Megalopta_genalis	Apis_mellifera
OG0007090	XP_033333889.1	XP_006562769.1
OG0007091	XP_033323245.1	XP_395623.2
OG0007092	XP_033338508.1	XP_006565309.1
OG0007093	XP_033321259.1	XP_623363.1
OG0007094	XP_033325975.1	XP_006567524.1
OG0007095	XP_033340570.1	XP_006570066.1
OG0007096	XP_033322041.1	XP_016766793.2
OG0007097	XP_033340736.1	XP_392087.3
OG0007098	XP_033341398.1	XP_006570768.1
OG0007099	XP_033321867.1	XP_006559529.1
OG0007100	XP_033329307.1	XP_026298015.1
OG0007101	XP_033328158.1	XP_016767630.1
OG0007103	XP_033327939.1	XP_006558513.3
OG0007104	XP_033334987.1	XP_006563745.1
OG0007105	XP_033324288.1	XP_016767905.1
OG0007106	XP_033331049.1	XP_001121426.2
OG0007107	XP_033321061.1	XP_623745.2
OG0007108	XP_033323624.1	XP_006568868.2
OG0007109	XP_033338686.1	XP_006559464.1
OG0007110	XP_033336905.1	XP_623486.1
OG0007111	XP_033321735.1	XP_392295.3
OG0007112	XP_033325908.1	XP_624047.2
OG0007113	XP_033341304.1	XP_026297751.1, NP_001229484.1
OG0007114	XP_033331228.1	XP_003249693.1
OG0007115	XP_033332566.1	XP_016769149.1
OG0007116	XP_033321755.1	XP_006560985.1
OG0007117	XP_033323331.1	XP_001120297.2
OG0007118	XP_033342596.1	XP_624661.1
OG0007119	XP_033324031.1	XP_026298027.1
OG0007120	XP_033341634.1	XP_006563491.1
OG0007121	XP_033325118.1	XP_006566986.1
OG0007122	XP_033338781.1	XP_396976.2
OG0007123	XP_033321979.1	XP_394446.4
OG0007124	XP_033325515.1	XP_392877.1
OG0007125	XP_033321581.1	XP_396658.3
OG0007126	XP_033323618.1	XP_393863.3
OG0007127	XP_033333173.1	XP_006558856.1
OG0007128	XP_033328534.1	XP_006571390.1
OG0007129	XP_033325706.1	XP_026299008.1
OG0007130	XP_033336891.1	XP_006567267.1
OG0007131	XP_033340526.1	XP_026299494.1
OG0007132	XP_033336408.1	XP_016771903.2
OG0007133	XP_033325948.1	XP_016769720.1
OG0007134	XP_033325884.1	XP_006569897.2
OG0007135	XP_033321854.1	XP_006564003.1
OG0007136	XP_033333827.1	XP_392327.4
OG0007137	XP_033336661.1	XP_624821.1
OG0007138	XP_033323023.1	XP_016773364.2
OG0007139	XP_033332037.1	XP_006560452.1
OG0007140	XP_033342697.1	XP_623891.2
OG0007142	XP_033340542.1	XP_026297547.1
OG0007143	XP_033336371.1	XP_006563059.1
OG0007144	XP_033322548.1	XP_625119.1
OG0007145	XP_033335709.1	XP_624319.1
OG0007146	XP_033337932.1	XP_395811.2
OG0007147	XP_033330847.1	XP_006565787.1
OG0007148	XP_033324830.1	XP_397372.4
OG0007150	XP_033323117.1	XP_395812.4
OG0007151	XP_033335315.1	XP_396194.3
OG0007152	XP_033343067.1	XP_392764.1
OG0007153	XP_033336734.1	XP_624438.1
OG0007154	XP_033331665.1	XP_016773304.2
OG0007155	XP_033338578.1	XP_395927.4
OG0007156	XP_033337574.1	XP_397412.2
OG0007157	XP_033328915.1	XP_026301948.1
OG0007158	XP_033340211.1	XP_016768634.1
OG0007159	XP_033334163.1	XP_391981.3
OG0007160	XP_033336079.1	XP_396426.5
OG0007161	XP_033340287.1	XP_016772174.1
OG0007162	XP_033339222.1	NP_001229927.1
OG0007163	XP_033322771.1	XP_001120478.2
OG0007164	XP_033333966.1	XP_006572119.2
OG0007165	XP_033330330.1	XP_006559584.2
OG0007166	XP_033331819.1	XP_006568392.1
OG0007168	XP_033323166.1	XP_003250379.1
OG0007169	XP_033326821.1	XP_396802.3
OG0007170	XP_033328289.1	XP_026296616.1
OG0007171	XP_033341302.1	XP_392816.2
OG0007172	XP_033328866.1	XP_394689.3
OG0007173	XP_033321964.1	XP_001119885.1
OG0007174	XP_033338990.1	XP_016767773.1
OG0007175	XP_033322551.1	XP_006559844.1
OG0007176	XP_033336283.1	XP_394000.4
OG0007178	XP_033338086.1	XP_394464.1
OG0007179	XP_033342563.1	XP_026299526.1
OG0007180	XP_033322003.1	XP_026295305.1
OG0007181	XP_033324676.1	XP_006560013.1
OG0007182	XP_033326119.1	XP_006560931.1
OG0007183	XP_033321616.1	XP_026295291.1
OG0007184	XP_033329358.1	XP_394701.3
OG0007185	XP_033338326.1	XP_006564792.1
OG0007186	XP_033325812.1	XP_006568550.1
OG0007187	XP_033341087.1	XP_392932.3
OG0007188	XP_033342957.1	XP_624936.3
OG0007189	XP_033340301.1	XP_006570089.1
OG0007190	XP_033340652.1	XP_026297432.1
OG0007192	XP_033337634.1	XP_392767.4
OG0007193	XP_033332658.1	NP_001012633.1
OG0007194	XP_033339286.1, XP_033339341.1	XP_016771176.2
OG0007195	XP_033321831.1	XP_016766792.2
OG0007196	XP_033337529.1	XP_026299452.1
OG0007197	XP_033339263.1	XP_392371.3
OG0007198	XP_033326267.1	XP_625165.1
OG0007200	XP_033323722.1	XP_006559113.3
OG0007201	XP_033342490.1	XP_016770535.1
OG0007202	XP_033334179.1, XP_033334177.1, XP_033334178.1	XP_001122118.2
OG0007205	XP_033333572.1	XP_026300448.1
OG0007206	XP_033321349.1	XP_026298631.1
OG0007207	XP_033341291.1	XP_016772948.1
OG0007208	XP_033333267.1	XP_003249755.1
OG0007209	XP_033331980.1	XP_391954.4
OG0007210	XP_033329158.1	XP_026296979.1
OG0007211	XP_033322814.1	XP_006557561.1
OG0007212	XP_033324081.1	XP_001121636.2
OG0007213	XP_033323233.1	XP_006568037.1
OG0007216	XP_033337857.1	XP_006564669.2
OG0007217	XP_033335050.1	XP_026299414.1
OG0007218	XP_033328110.1	XP_006567880.1
OG0007219	XP_033325618.1	XP_026296231.1
OG0007220	XP_033326290.1	XP_624824.3
OG0007221	XP_033332179.1	XP_006558801.1
OG0007222	XP_033334900.1	XP_623539.1
OG0007223	XP_033327170.1	XP_026299503.1
OG0007225	XP_033322179.1	XP_026298514.1
OG0007226	XP_033325462.1	XP_006564548.1
OG0007227	XP_033332284.1	XP_396511.3
OG0007228	XP_033328740.1	XP_001120268.3
OG0007230	XP_033327485.1	XP_016769151.1
OG0007231	XP_033321507.1	XP_006561239.1
OG0007232	XP_033326404.1	XP_625012.1
OG0007234	XP_033327683.1	XP_006563445.1
OG0007235	XP_033342139.1	XP_016772372.2
OG0007236	XP_033330401.1	XP_006563346.1
OG0007237	XP_033337430.1	XP_026298081.1
OG0007238	XP_033335783.1	XP_001121339.1
OG0007239	XP_033340601.1	XP_006569683.1
OG0007240	XP_033333108.1	XP_001122632.3
OG0007241	XP_033330819.1	XP_006565027.1
OG0007242	XP_033337892.1	XP_393593.4
OG0007243	XP_033343076.1	XP_003251000.2
OG0007244	XP_033334511.1	XP_001120667.3
OG0007245	XP_033340118.1	XP_001120529.2
OG0007246	XP_033341874.1	XP_006561358.2
OG0007247	XP_033333747.1	XP_006567442.2
OG0007248	XP_033338329.1	XP_016767904.1
OG0007249	XP_033341410.1	XP_026301213.1
OG0007250	XP_033340685.1	XP_006569643.2
OG0007251	XP_033330016.1	XP_006563216.3
OG0007252	XP_033333328.1	XP_396208.4
OG0007253	XP_033342019.1	XP_006561337.1
OG0007254	XP_033341932.1	XP_006569062.1
OG0007255	XP_033326145.1	XP_006571648.1
OG0007257	XP_033329404.1	XP_393264.2
OG0007259	XP_033331911.1	XP_016768556.2
OG0007260	XP_033336053.1	XP_397317.2
OG0007262	XP_033321720.1	XP_006560996.1
OG0007263	XP_033327618.1	XP_003251210.1
OG0007264	XP_033326505.1	XP_006562229.1
OG0007265	XP_033328744.1	XP_392115.1
OG0007266	XP_033324730.1, XP_033324731.1, XP_033324728.1	XP_006563575.2
OG0007267	XP_033342615.1, XP_033342616.1	XP_026299766.1
OG0007268	XP_033321767.1	XP_006559789.1
OG0007269	XP_033338421.1	XP_026301683.1
OG0007270	XP_033333162.1	XP_006558857.1
OG0007271	XP_033343053.1	XP_006566617.1, XP_006566620.1
OG0007272	XP_033324042.1	XP_006567699.1
OG0007273	XP_033326200.1	XP_026295422.1
OG0007275	XP_033324866.1	XP_001121268.2
OG0007276	XP_033340593.1, XP_033340594.1	XP_026299152.1
OG0007278	XP_033329383.1	XP_026297640.1
OG0007279	XP_033337921.1	XP_026299651.1
OG0007280	XP_033333761.1	XP_006567463.2
OG0007281	XP_033340906.1	XP_006568416.2
OG0007282	XP_033332810.1	NP_001229451.1
OG0007283	XP_033327403.1	XP_006562100.1
OG0007284	XP_033324146.1	XP_026295913.1
OG0007285	XP_033334836.1	XP_393789.2
OG0007286	XP_033324287.1	XP_006567785.2
OG0007287	XP_033327640.1	XP_026295421.1
OG0007288	XP_033327055.1	XP_026296280.1
OG0007289	XP_033322823.1	XP_006570561.1
OG0007290	XP_033340380.1	XP_392084.1
OG0007291	XP_033323304.1	XP_392863.3
OG0007294	XP_033322522.1	XP_006569964.1
OG0007295	XP_033329213.1	XP_026297552.1
OG0007296	XP_033339343.1	XP_003250098.2
OG0007297	XP_033327472.1	XP_026295487.1
OG0007298	XP_033324346.1	XP_394543.3
OG0007299	XP_033325309.1	XP_006562726.1
OG0007300	XP_033340992.1	XP_006570067.1
OG0007301	XP_033333898.1	XP_016767395.1
OG0007303	XP_033332142.1	XP_026296801.1
OG0007304	XP_033341693.1	XP_016772102.1
OG0007305	XP_033342283.1	XP_396542.5
OG0007306	XP_033327908.1	XP_026298777.1
OG0007307	XP_033334740.1	XP_392676.2
OG0007308	XP_033335504.1	XP_026300281.1
OG0007309	XP_033330948.1	XP_016768247.1
OG0007311	XP_033327047.1	XP_001122740.5
OG0007313	XP_033342603.1	XP_396706.4
OG0007314	XP_033336755.1	XP_393267.5
OG0007315	XP_033329683.1	XP_026297215.1
OG0007316	XP_033338083.1	XP_016767396.2
OG0007317	XP_033340967.1	XP_006569198.1
OG0007318	XP_033337239.1	XP_006564279.1
OG0007319	XP_033337712.1	XP_624144.2
OG0007320	XP_033341507.1	XP_006571383.1
OG0007321	XP_033331755.1	XP_026298456.1
OG0007322	XP_033329475.1	XP_001120363.1
OG0007323	XP_033331790.1	XP_006569870.1
OG0007324	XP_033327124.1	XP_016767296.1
OG0007325	XP_033326511.1	XP_016767223.1
OG0007326	XP_033336912.1	XP_006569369.2
OG0007327	XP_033321091.1	XP_006570730.1
OG0007329	XP_033325335.1	XP_396280.4
OG0007330	XP_033340249.1	XP_016766596.1
OG0007331	XP_033330614.1	XP_392968.2
OG0007332	XP_033342763.1	XP_624890.1
OG0007333	XP_033324896.1, XP_033324897.1	XP_006560709.1
OG0007334	XP_033329926.1	XP_001122532.3
OG0007335	XP_033328442.1	XP_394669.2
OG0007336	XP_033321063.1	XP_026296939.1
OG0007337	XP_033340040.1, XP_033340041.1	XP_391887.4
OG0007338	XP_033335253.1	XP_006561268.2
OG0007339	XP_033333805.1	XP_016772954.2
OG0007342	XP_033330247.1	XP_391948.3
OG0007343	XP_033343023.1	XP_001119971.2
OG0007344	XP_033330434.1	XP_001122585.3
OG0007345	XP_033323570.1	XP_006569049.1
OG0007346	XP_033342318.1	XP_393828.2
OG0007347	XP_033341903.1	XP_392195.5
OG0007348	XP_033337489.1	XP_393479.3
OG0007349	XP_033321587.1	XP_003249307.1
OG0007350	XP_033331843.1	XP_006569637.2
OG0007351	XP_033337865.1	XP_392763.3
OG0007352	XP_033339556.1	XP_393110.1
OG0007354	XP_033326887.1	XP_006570560.1
OG0007355	XP_033338859.1	XP_006561443.1
OG0007356	XP_033334433.1	XP_003250387.2
OG0007357	XP_033327897.1	XP_394781.4
OG0007358	XP_033330832.1	XP_026295021.1
OG0007359	XP_033327174.1	XP_006558743.1
OG0007360	XP_033338063.1	XP_026296240.1
OG0007361	XP_033322011.1	XP_006568016.1
OG0007362	XP_033320940.1	XP_006560181.1
OG0007363	XP_033330243.1	XP_393890.1
OG0007364	XP_033334928.1	XP_395329.2
OG0007365	XP_033330543.1	XP_026298881.1
OG0007366	XP_033336506.1	XP_003251930.2
OG0007367	XP_033334558.1	XP_397380.1
OG0007368	XP_033335585.1	XP_026296620.1
OG0007369	XP_033322060.1	XP_006566858.1
OG0007370	XP_033340974.1	XP_392078.2
OG0007371	XP_033334693.1	XP_026299810.1
OG0007373	XP_033330980.1	XP_016768215.2
OG0007374	XP_033329148.1	XP_026297344.1
OG0007375	XP_033342333.1	NP_001238948.1
OG0007376	XP_033339310.1	XP_003250394.3
OG0007377	XP_033329178.1	XP_006570038.2
OG0007378	XP_033330478.1	XP_026295645.1
OG0007379	XP_033338452.1	XP_003250595.1
OG0007380	XP_033335786.1	XP_392019.4
OG0007381	XP_033332762.1	XP_006559869.2
OG0007382	XP_033323069.1	XP_396056.5
OG0007383	XP_033326107.1	XP_625184.4
OG0007384	XP_033339091.1	XP_016771413.2
OG0007385	XP_033330835.1	XP_001121796.2
OG0007386	XP_033329789.1	XP_026296037.1
OG0007387	XP_033338366.1	XP_392365.1
OG0007388	XP_033335126.1	XP_006564475.2
OG0007389	XP_033321558.1	XP_026294930.1
OG0007390	XP_033334982.1	XP_006566331.1
OG0007391	XP_033338077.1	XP_026296025.1
OG0007392	XP_033341255.1	XP_026301558.1
OG0007394	XP_033326863.1	XP_623365.1
OG0007395	XP_033336521.1	XP_026301029.1
OG0007396	XP_033334426.1	XP_026302223.1
OG0007397	XP_033334463.1	XP_003250392.2
OG0007398	XP_033340949.1	XP_396388.5
OG0007399	XP_033328218.1	XP_394599.3
OG0007400	XP_033324794.1	XP_001121410.2
OG0007401	XP_033328093.1	NP_001229444.1
OG0007402	XP_033330810.1	XP_026300747.1
OG0007403	XP_033337274.1	XP_026296837.1
OG0007404	XP_033339771.1	XP_006562242.2
OG0007405	XP_033325935.1	XP_006566135.1
OG0007406	XP_033334420.1	XP_016766410.2
OG0007407	XP_033341440.1	XP_026298382.1
OG0007409	XP_033336903.1	XP_395004.3
OG0007410	XP_033323021.1	XP_026302081.1
OG0007412	XP_033334674.1	XP_026299488.1
OG0007413	XP_033332474.1	XP_026301576.1
OG0007414	XP_033342620.1	XP_016770578.1
OG0007415	XP_033322762.1	XP_026296944.1
OG0007416	XP_033338820.1	XP_392937.2
OG0007417	XP_033326164.1	XP_026301784.1
OG0007418	XP_033325078.1	XP_026300172.1
OG0007419	XP_033324832.1	XP_026297517.1
OG0007420	XP_033329510.1, XP_033329511.1, XP_033329512.1	XP_001121647.2
OG0007421	XP_033337638.1	XP_026298560.1
OG0007422	XP_033329409.1	XP_396279.3
OG0007423	XP_033323883.1	XP_006562359.1
OG0007425	XP_033339300.1	XP_001122113.1
OG0007426	XP_033339318.1	XP_026299274.1
OG0007427	XP_033325316.1, XP_033325315.1, XP_033325317.1	XP_026300512.1
OG0007428	XP_033341147.1	XP_026300457.1
OG0007429	XP_033341390.1	XP_001121332.3
OG0007430	XP_033322431.1	XP_395563.4
OG0007431	XP_033330991.1	XP_006563283.2
OG0007432	XP_033323742.1	XP_026297303.1
OG0007433	XP_033339738.1	XP_026297003.1
OG0007434	XP_033340393.1	XP_026295698.1, NP_001229483.1
OG0007435	XP_033336653.1	XP_026300892.1
OG0007436	XP_033334840.1	XP_026299473.1
OG0007437	XP_033342347.1	XP_006566798.2
OG0007438	XP_033332374.1	XP_003251943.1
OG0007439	XP_033330440.1	XP_016768314.2
OG0007440	XP_033329969.1	XP_026299731.1
OG0007442	XP_033337359.1	XP_396906.3
OG0007443	XP_033323026.1	XP_006571791.1
OG0007444	XP_033327092.1	XP_394473.2
OG0007445	XP_033337152.1	XP_006564268.2
OG0007447	XP_033331455.1	XP_006557930.1
OG0007448	XP_033329760.1	XP_006561392.2
OG0007449	XP_033330294.1	XP_026298212.1
OG0007450	XP_033331840.1	XP_624006.3
OG0007451	XP_033328410.1	XP_006568704.2, XP_006568703.2
OG0007453	XP_033335147.1	XP_001123126.4
OG0007454	XP_033340107.1	XP_026297556.1
OG0007455	XP_033340265.1	XP_006569533.1
OG0007456	XP_033322840.1	XP_016768377.1
OG0007457	XP_033322083.1	XP_006561021.1
OG0007458	XP_033321743.1	XP_001121569.3
OG0007459	XP_033323231.1	XP_006568034.1
OG0007460	XP_033320974.1	XP_003250167.2
OG0007461	XP_033338897.1	XP_026300004.1
OG0007462	XP_033320952.1	XP_001121066.2
OG0007463	XP_033340022.1	XP_006571469.1
OG0007464	XP_033339040.1	XP_624351.3
OG0007465	XP_033331425.1	XP_003249178.1
OG0007466	XP_033336249.1	XP_026300937.1
OG0007467	XP_033321737.1	XP_016766739.1
OG0007468	XP_033332309.1	XP_016766417.2
OG0007469	XP_033323958.1	XP_006569839.1
OG0007470	XP_033339481.1	XP_395197.2
OG0007471	XP_033331521.1	XP_001122511.2
OG0007472	XP_033338477.1	XP_006557814.2
OG0007473	XP_033329965.1	XP_026298728.1
OG0007474	XP_033341824.1	XP_624725.1
OG0007475	XP_033332084.1	XP_026295859.1
OG0007477	XP_033334358.1	XP_001120814.2
OG0007479	XP_033322175.1	XP_001121254.2
OG0007480	XP_033339955.1	XP_006570973.2
OG0007481	XP_033340037.1	XP_006571419.1, XP_001121501.2
OG0007482	XP_033322958.1	XP_395905.2
OG0007483	XP_033325461.1	XP_003251429.1
OG0007485	XP_033338946.1	XP_006563316.1
OG0007486	XP_033324347.1	XP_003250023.2
OG0007487	XP_033323350.1	XP_016769495.1
OG0007488	XP_033332596.1	XP_624257.1
OG0007489	XP_033325077.1	XP_395319.2
OG0007490	XP_033341871.1	XP_016766278.1
OG0007491	XP_033335155.1, XP_033335154.1	XP_006570344.1
OG0007492	XP_033328370.1	XP_003250660.1
OG0007493	XP_033321732.1	XP_026297817.1
OG0007494	XP_033324130.1	XP_026296630.1
OG0007495	XP_033328861.1	XP_001120941.3
OG0007496	XP_033328192.1, XP_033328193.1	XP_026296720.1
OG0007497	XP_033331594.1	XP_001121369.1
OG0007498	XP_033329456.1	XP_392607.3
OG0007499	XP_033329872.1	XP_003251750.1
OG0007500	XP_033329518.1, XP_033322417.1	XP_003251403.2
OG0007501	XP_033324024.1	XP_016771575.2
OG0007502	XP_033322837.1, XP_033322839.1, XP_033322838.1, XP_033322836.1	XP_625001.2
OG0007503	XP_033328164.1	XP_026296841.1
OG0007504	XP_033328971.1	XP_624178.2
OG0007505	XP_033326957.1	XP_006567213.1
OG0007506	XP_033332074.1, XP_033332073.1	XP_003249799.2
OG0007507	XP_033339168.1	XP_003249946.2
OG0007508	XP_033322052.1	XP_395364.3
OG0007509	XP_033338618.1	XP_016770925.2, XP_006565301.2
OG0007510	XP_033340762.1	XP_026299026.1
OG0007512	XP_033325519.1	XP_624935.3
OG0007514	XP_033331621.1	XP_001120993.2, XP_006562091.2
OG0007515	XP_033322191.1	XP_006563436.1
OG0007516	XP_033327236.1, XP_033327235.1	XP_026299709.1
OG0007518	XP_033337928.1	XP_026298373.1
OG0007521	XP_033338110.1	XP_016770959.2
OG0007522	XP_033338327.1	XP_026296532.1
OG0007523	XP_033330473.1	XP_016770414.2
OG0007525	XP_033340999.1	XP_003249984.2
OG0007526	XP_033340080.1	XP_394150.4
OG0007527	XP_033327347.1	XP_026300878.1
OG0007528	XP_033324417.1	XP_016769957.1
OG0007529	XP_033326396.1	XP_026295976.1, XP_016767515.2
OG0007530	XP_033335241.1	XP_026299960.1
OG0007531	XP_033342711.1	XP_396781.2
OG0007532	XP_033328300.1	XP_006568182.1
OG0007533	XP_033341795.1	XP_026295012.1
OG0007534	XP_033336763.1, XP_033336762.1, XP_033336761.1	XP_006560635.1
OG0007535	XP_033341187.1	XP_016771545.1
OG0007536	XP_033336263.1	XP_026300973.1
OG0007537	XP_033320816.1	XP_003250111.1
OG0007538	XP_033331268.1, XP_033331184.1	XP_001121988.2
OG0007539	XP_033330068.1	XP_006563200.1
OG0007540	XP_033331429.1	XP_006566143.2
OG0007541	XP_033329624.1, XP_033329623.1	XP_006559727.1
OG0007542	XP_033332944.1	XP_003249566.1
OG0007543	XP_033328172.1	XP_396895.4
OG0007544	XP_033338215.1	XP_026302179.1
OG0007546	XP_033330511.1	XP_016768085.1
OG0007547	XP_033325127.1	XP_001120975.1
OG0007548	XP_033329722.1	XP_016768317.2
OG0007550	XP_033322727.1	XP_026297223.1
OG0007551	XP_033339925.1, XP_033323682.1	XP_026302259.1
OG0007552	XP_033324100.1	XP_016767851.2
OG0007555	XP_033328241.1	XP_006567940.1
OG0007556	XP_033338002.1	XP_001122675.2
OG0007557	XP_033333978.1	XP_006564858.1
OG0007558	XP_033324348.1	XP_026296611.1
OG0007560	XP_033334285.1	XP_397308.1
OG0007562	XP_033329772.1	XP_026295988.1, XP_026295990.1
OG0007563	XP_033325102.1	XP_006565331.1
OG0007564	XP_033342556.1	XP_016770154.2, NP_001094493.1
OG0007565	XP_033340777.1	XP_001120151.1
OG0007566	XP_033334335.1	XP_001120735.1
OG0007567	XP_033321213.1	XP_001120774.1, XP_006561882.1
OG0007568	XP_033329335.1, XP_033329336.1	XP_001120831.2, XP_016769228.1
OG0007569	XP_033339095.1, XP_033339097.1	XP_001121229.2
OG0007570	XP_033339759.1, XP_033339758.1, XP_033339757.1, XP_033339756.1	XP_001123019.2
OG0007571	XP_033330962.1	XP_003249130.2
OG0007572	XP_033322318.1	XP_003249400.1
OG0007573	XP_033337229.1	XP_006564271.2, XP_003250434.2
OG0007574	XP_033337609.1	XP_003250507.1
OG0007575	XP_033340188.1	XP_006557479.1, XP_006557478.1
OG0007576	XP_033333288.1	XP_006561808.1, XP_006561809.1, XP_006561810.1
OG0007577	XP_033325686.1	XP_006562017.1
OG0007578	XP_033335540.1, XP_033336292.1	XP_006567499.1
OG0007579	XP_033338670.1	XP_006569992.2, XP_625062.4
OG0007580	XP_033337475.1	XP_006572005.1, XP_006572006.1, XP_006572007.1, XP_006572008.1
OG0007581	XP_033341893.1	XP_006572096.1, XP_006572095.1
OG0007582	XP_033337829.1	XP_016769520.2
OG0007583	XP_033341057.1	XP_016769932.1, XP_016769933.1
OG0007584	XP_033342571.1	XP_016770410.1
OG0007585	XP_033342896.1	XP_016770560.2, XP_016770561.2
OG0007586	XP_033327667.1	XP_016771976.2
OG0007587	XP_033339603.1, XP_033339602.1	XP_026294787.1
OG0007588	XP_033322524.1	XP_026296531.1
OG0007589	XP_033331150.1	XP_026296845.1
OG0007590	XP_033328185.1	XP_026296719.1
OG0007591	XP_033329132.1, XP_033329131.1, XP_033329130.1	XP_026297335.1
OG0007592	XP_033325891.1	XP_026298046.1
OG0007593	XP_033332936.1	XP_026298585.1
OG0007594	XP_033334344.1	XP_026298743.1
OG0007595	XP_033336250.1	XP_026300929.1
OG0007596	XP_033321461.1	XP_026302061.1
OG0007597	XP_033342203.1	XP_026302302.1
OG0007604	XP_033324847.1	XP_026301086.1
OG0007606	XP_033330040.1	XP_623821.1
OG0007607	XP_033322910.1	XP_001120805.1
OG0007609	XP_033329960.1	XP_026298729.1
OG0007610	XP_033338684.1	XP_006570022.2
OG0007612	XP_033339406.1, XP_033339407.1	NP_001257742.1
OG0007613	XP_033332088.1	XP_006561132.1
OG0007615	XP_033330293.1	XP_016771434.2
OG0007616	XP_033323128.1	NP_001165850.1
OG0007619	XP_033323663.1	NP_001193396.1
OG0007620	XP_033327559.1	XP_396502.5
OG0007621	XP_033329384.1	XP_623654.3
OG0007624	XP_033323939.1	XP_026300963.1
OG0007625	XP_033342447.1	XP_391879.2
OG0007626	XP_033327617.1	NP_001229360.1
OG0007627	XP_033328899.1	XP_006568403.1
OG0007628	XP_033334030.1	XP_393224.2
OG0007629	XP_033338989.1	XP_625051.2
OG0007630	XP_033332785.1	XP_006567763.1
OG0007631	XP_033328837.1	XP_026300300.1
OG0007632	XP_033331468.1	XP_016770081.2
OG0007633	XP_033328728.1	XP_394692.3
OG0007634	XP_033338180.1	XP_394462.2
OG0007635	XP_033340790.1	XP_625227.2
OG0007636	XP_033337547.1	XP_026298036.1
OG0007638	XP_033331828.1	XP_001122271.2
OG0007640	XP_033330532.1	XP_026299252.1
OG0007641	XP_033322683.1	XP_026300242.1
OG0007643	XP_033326313.1	XP_026299940.1
OG0007644	XP_033335970.1	XP_026300904.1, XP_026300903.1
OG0007647	XP_033334680.1	XP_624166.2
OG0007648	XP_033326852.1	XP_016768427.2
OG0007649	XP_033335775.1	XP_006560291.2
OG0007650	XP_033321291.1	XP_006561668.2
OG0007654	XP_033329911.1	XP_026298629.1
OG0007655	XP_033337089.1	XP_001121220.1
OG0007656	XP_033337608.1	XP_624808.1
OG0007657	XP_033321757.1	XP_003249782.1
OG0007658	XP_033334012.1, XP_033334010.1, XP_033334011.1	XP_397464.4
OG0007659	XP_033335170.1	XP_003250145.2, XP_016767462.1
OG0007660	XP_033336857.1	XP_026296194.1
OG0007661	XP_033338019.1	XP_001123287.3
OG0007662	XP_033321039.1	XP_026297077.1
OG0007663	XP_033331461.1	XP_006564509.1
OG0007664	XP_033321437.1	XP_624777.3
OG0007665	XP_033341533.1	XP_006561059.1
OG0007666	XP_033327160.1	XP_026296195.1
OG0007668	XP_033332356.1	XP_001120788.1
OG0007669	XP_033327420.1	XP_006563842.1
OG0007670	XP_033334387.1	XP_393342.3
OG0007672	XP_033327577.1	XP_016769164.1, XP_003249512.1
OG0007673	XP_033340724.1	XP_393726.2
OG0007674	XP_033332769.1	XP_003249082.2
OG0007675	XP_033328540.1	XP_006571336.1
OG0007676	XP_033321741.1	XP_395034.3
OG0007677	XP_033342934.1	XP_026299896.1
OG0007678	XP_033327754.1	XP_623573.2
OG0007679	XP_033340017.1	XP_026301896.1, XP_016770824.1
OG0007680	XP_033321300.1	XP_001121969.2
OG0007681	XP_033323729.1	XP_001120291.5
OG0007684	XP_033327974.1	XP_003251111.1
OG0007685	XP_033337848.1	XP_006563752.1
OG0007686	XP_033321578.1	XP_003251197.1
OG0007687	XP_033333466.1	XP_006561719.1
OG0007688	XP_033329955.1	XP_001123277.1
OG0007689	XP_033338721.1	XP_016773384.2
OG0007690	XP_033328497.1	XP_006569607.1
OG0007692	XP_033333777.1	XP_006567454.1
OG0007694	XP_033332370.1	XP_394499.4
OG0007695	XP_033334844.1	XP_391980.1
OG0007696	XP_033331743.1	XP_026299200.1
OG0007697	XP_033335087.1	NP_001265257.1, XP_006572423.1
OG0007698	XP_033322258.1	XP_016772228.1
OG0007699	XP_033340806.1	XP_001119904.4
OG0007700	XP_033336264.1, XP_033335997.1	XP_026300966.1
OG0007701	XP_033342561.1	XP_001121184.1
OG0007703	XP_033333358.1	XP_016771536.1
OG0007704	XP_033341558.1	XP_006561058.1, XP_016772177.1
OG0007706	XP_033321408.1	XP_001123212.2
OG0007707	XP_033327729.1	XP_026297053.1
OG0007708	XP_033323571.1	XP_623690.5
OG0007709	XP_033321151.1	XP_006567733.2
OG0007711	XP_033326736.1	XP_006568137.2
OG0007712	XP_033324662.1	XP_026301206.1
OG0007713	XP_033341173.1	XP_016772376.2
OG0007715	XP_033329634.1	XP_393262.1
OG0007716	XP_033342757.1	XP_001122096.2
OG0007717	XP_033336151.1	XP_016771783.1
OG0007718	XP_033324871.1	XP_003249728.1
OG0007719	XP_033335871.1	XP_006566017.1
OG0007721	XP_033321813.1	XP_026295544.1
OG0007723	XP_033341777.1	XP_016772834.1
OG0007724	XP_033321325.1	XP_026298525.1, XP_026298526.1, XP_026298527.1, XP_026298524.1
OG0007725	XP_033324171.1, XP_033324170.1	XP_026296561.1
OG0007726	XP_033326300.1	XP_003249779.1
OG0007728	XP_033335943.1	XP_006564958.2
OG0007729	XP_033325299.1	XP_396816.5
OG0007730	XP_033332787.1	XP_395986.4
OG0007731	XP_033322570.1	XP_624023.2
OG0007732	XP_033323795.1	XP_026298480.1
OG0007733	XP_033335565.1	XP_006559945.2
OG0007735	XP_033337893.1	XP_624229.2
OG0007736	XP_033334306.1	XP_016769408.2
