Orthogroup	Megalopta_genalis	Solenopsis_invicta
OG0007856	XP_033337099.1	XP_039303615.1
OG0007857	XP_033337390.1	XP_011156447.1
OG0007860	XP_033335747.1	XP_011156521.3
OG0007861	XP_033321576.1	XP_011158725.2
OG0007862	XP_033336019.1	XP_011166983.1
OG0007863	XP_033337468.1, XP_033337466.1	XP_011173846.2
OG0007864	XP_033332870.1	XP_011156608.1
OG0007865	XP_033327482.1	XP_025991490.2
OG0007866	XP_033332044.1	XP_025986665.1
OG0007867	XP_033334837.1, XP_033334838.1	XP_011161280.1
OG0007868	XP_033342707.1	XP_025996812.1
OG0007869	XP_033326149.1	XP_039309541.1
OG0007870	XP_033331622.1	XP_039311585.1
OG0007871	XP_033327588.1, XP_033327575.1	XP_011172409.1
OG0007872	XP_033334136.1	XP_011172973.1
OG0007874	XP_033342477.1	XP_011167672.1
OG0007875	XP_033342470.1	XP_025992799.1
OG0007876	XP_033327197.1	XP_039305532.1
OG0007877	XP_033329673.1	XP_011159074.1
OG0007878	XP_033330656.1	XP_011162754.2
OG0007879	XP_033327469.1	XP_011176139.2
OG0007880	XP_033334548.1	XP_011175344.1
OG0007882	XP_033329450.1	XP_011162597.1
OG0007883	XP_033333592.1, XP_033333591.1	XP_025995945.2
OG0007884	XP_033329733.1	XP_011161099.1
OG0007885	XP_033329997.1	XP_011161806.1
OG0007886	XP_033333742.1	XP_039308742.1
OG0007887	XP_033330728.1	XP_011163354.1
OG0007888	XP_033323031.1	XP_011158041.2
OG0007889	XP_033322618.1	XP_011164242.1
OG0007892	XP_033328262.1	XP_011160146.1
OG0007893	XP_033335216.1	XP_039307095.1
OG0007894	XP_033331791.1	XP_039314231.1
OG0007895	XP_033326951.1	XP_011173559.1
OG0007896	XP_033338313.1	XP_011166497.1
OG0007897	XP_033324815.1	XP_025994062.1
OG0007899	XP_033323877.1	XP_011175165.1
OG0007900	XP_033335116.1	XP_039305496.1
OG0007901	XP_033322827.1	XP_039313386.1
OG0007902	XP_033337153.1	XP_025995181.1
OG0007903	XP_033327826.1	XP_025995339.1
OG0007904	XP_033336187.1	XP_011160820.1
OG0007905	XP_033338866.1	XP_025993882.1
OG0007906	XP_033334525.1	XP_025992386.1
OG0007907	XP_033331111.1	XP_011159496.1, XP_011159497.1
OG0007908	XP_033326879.1	XP_011164248.2
OG0007910	XP_033330612.1	XP_011156249.2
OG0007911	XP_033331486.1, XP_033331495.1	XP_025990560.1, NP_001291515.1
OG0007912	XP_033328737.1	XP_011161554.1
OG0007913	XP_033327629.1	XP_011159016.1
OG0007914	XP_033342082.1	XP_011170353.1
OG0007915	XP_033334700.1	XP_011158072.2
OG0007916	XP_033334827.1, XP_033334687.1	XP_011168157.1, XP_011168155.1, XP_039313631.1
OG0007917	XP_033338294.1	XP_011166494.1
OG0007918	XP_033331509.1	XP_011171277.2
OG0007919	XP_033324094.1	XP_011169713.1
OG0007920	XP_033340704.1, XP_033340706.1, XP_033340705.1	XP_025991705.2
OG0007921	XP_033330761.1	XP_039308407.1
OG0007922	XP_033339533.1	XP_025986736.1, XP_011158793.1, XP_039305587.1, XP_011158794.1
OG0007923	XP_033334199.1	XP_025987414.1, XP_011162630.1, XP_025987415.1
OG0007924	XP_033323407.1	XP_011157939.1
OG0007926	XP_033339251.1	XP_011162981.1
OG0007927	XP_033328709.1, XP_033328712.1	XP_011171195.1
OG0007928	XP_033340540.1	XP_039312234.1, XP_039312226.1
OG0007929	XP_033340715.1	XP_011160568.1
OG0007930	XP_033328136.1, XP_033328135.1	XP_011162351.1
OG0007931	XP_033331469.1	XP_011157230.3
OG0007934	XP_033333919.1	XP_039310161.1
OG0007936	XP_033329502.1	XP_025986255.1
OG0007938	XP_033328646.1	XP_011168656.1
OG0007939	XP_033322945.1, XP_033322944.1	XP_039307672.1
OG0007941	XP_033342808.1	XP_011156693.1
OG0007942	XP_033341764.1	XP_039302636.1, XP_039302635.1
OG0007952	XP_033339906.1, XP_033332888.1	XP_025997276.1, XP_039315723.1, XP_039315724.1, XP_039315722.1, XP_039308171.1, XP_039308169.1, XP_039308170.1, XP_039310864.1, XP_039312008.1
OG0007957	XP_033338714.1	XP_025985875.1
OG0007958	XP_033325126.1	XP_025987939.1
OG0007959	XP_033327949.1	XP_011161930.1
OG0007960	XP_033339043.1	XP_011159361.2
OG0007961	XP_033332605.1	XP_011163777.2
OG0007962	XP_033337962.1	XP_011161594.1
OG0007963	XP_033323129.1	XP_039312935.1
OG0007965	XP_033338286.1	XP_025990816.2
OG0007966	XP_033340623.1	XP_011167576.1
OG0007967	XP_033325131.1	XP_011161837.1
OG0007968	XP_033338643.1	XP_011164095.1
OG0007971	XP_033335733.1	XP_011167266.1
OG0007972	XP_033335674.1	XP_011167192.1
OG0007974	XP_033340763.1	XP_011155324.1
OG0007975	XP_033323906.1	XP_025986447.1
OG0007976	XP_033340000.1	XP_039309255.1
OG0007978	XP_033332559.1, XP_033332561.1	XP_011159408.2
OG0007981	XP_033327769.1	XP_011164268.2
OG0007982	XP_033340710.1	XP_011166627.1
OG0007983	XP_033322392.1	XP_011170059.1
OG0007984	XP_033340602.1	XP_025986976.2
OG0007985	XP_033324353.1	XP_011172235.3
OG0007986	XP_033337169.1	XP_011167173.3
OG0007987	XP_033339472.1	XP_011167353.2
OG0007988	XP_033340286.1	XP_025987609.1
OG0007989	XP_033330185.1	XP_025986580.1, XP_025986582.1
OG0007990	XP_033327229.1	XP_011176311.1
OG0007991	XP_033327222.1	XP_011173625.1
OG0007993	XP_033326565.1	XP_011159900.1
OG0007994	XP_033339522.1	XP_039308267.1
OG0007995	XP_033336778.1	XP_011159097.2
OG0007996	XP_033335239.1, XP_033335233.1	XP_011156525.1
OG0007997	XP_033330737.1	XP_011170976.1
OG0008002	XP_033325716.1	XP_011165941.1, XP_039312057.1, XP_039312058.1
OG0008003	XP_033342525.1	XP_011171238.1
OG0008004	XP_033329414.1	XP_011163829.2
OG0008005	XP_033337595.1	XP_011156310.2
OG0008006	XP_033338674.1	XP_011163673.1
OG0008008	XP_033335610.1	XP_011161162.2
OG0008009	XP_033335015.1	XP_039307897.1
OG0008011	XP_033326677.1	XP_011164452.1
OG0008012	XP_033324873.1	XP_025994117.2
OG0008014	XP_033342820.1	XP_011168987.1
OG0008015	XP_033342127.1	XP_039305842.1
OG0008016	XP_033343093.1	XP_011175480.1
OG0008017	XP_033329497.1	XP_025989525.2
OG0008018	XP_033327388.1	XP_039302765.1
OG0008019	XP_033328244.1	XP_011167640.1
OG0008020	XP_033336112.1	XP_025994255.1
OG0008021	XP_033332093.1	XP_011170817.1
OG0008024	XP_033334392.1	XP_011167777.1
OG0008025	XP_033324640.1	XP_039310911.1, XP_039310910.1
OG0008027	XP_033337206.1	XP_025987972.1
OG0008028	XP_033329537.1, XP_033329313.1	XP_025987391.1
OG0008030	XP_033342007.1	XP_025987895.2
OG0008031	XP_033338835.1	XP_025994337.1
OG0008033	XP_033340956.1	XP_039308621.1
OG0008035	XP_033321021.1	XP_011170978.2
OG0008036	XP_033321944.1	XP_011167718.1
OG0008038	XP_033332479.1	XP_039306300.1
OG0008039	XP_033329367.1	XP_011166160.1
OG0008040	XP_033325095.1	XP_039314462.1
OG0008041	XP_033334400.1	XP_039307999.1
OG0008042	XP_033328973.1	XP_039308174.1
OG0008043	XP_033332562.1	XP_025988930.2
OG0008044	XP_033338819.1	XP_025995419.1
OG0008046	XP_033322205.1	XP_039310997.1, XP_039310996.1
OG0008047	XP_033331178.1	XP_011167360.2
OG0008049	XP_033330066.1	XP_011161842.1
OG0008050	XP_033336982.1	XP_025987577.2
OG0008055	XP_033326386.1	XP_039311286.1
OG0008056	XP_033331951.1	XP_025994998.1
OG0008058	XP_033341496.1	XP_039309973.1
OG0008060	XP_033323772.1	XP_011176103.1
OG0008061	XP_033336232.1	XP_011176224.1
OG0008062	XP_033332003.1	XP_011157962.1
OG0008064	XP_033336212.1, XP_033336211.1	XP_011160806.2
OG0008067	XP_033324647.1	XP_011164715.1
OG0008069	XP_033339660.1	XP_011176275.1
OG0008070	XP_033338879.1	XP_011165094.1
OG0008071	XP_033328259.1	XP_011167639.1
OG0008072	XP_033332434.1	XP_011162089.2, XP_025986870.2
OG0008074	XP_033335999.1	XP_025995679.1
OG0008076	XP_033339958.1	XP_025992076.1
OG0008077	XP_033329343.1, XP_033329342.1	XP_011156737.1
OG0008078	XP_033330651.1	XP_039308007.1
OG0008080	XP_033340672.1	XP_025994205.1
OG0008081	XP_033325196.1	XP_011166593.1
OG0008085	XP_033334908.1	XP_011165973.1
OG0008087	XP_033332158.1, XP_033332147.1	XP_011157863.1
OG0008088	XP_033341397.1	XP_011168595.3
OG0008090	XP_033340726.1	XP_011163926.1
OG0008091	XP_033328223.1	XP_039314472.1
OG0008092	XP_033331039.1	XP_011167886.3
OG0008093	XP_033338832.1	XP_039303898.1
OG0008095	XP_033325004.1	XP_011161942.1
OG0008096	XP_033323025.1, XP_033323024.1	XP_011159187.1
OG0008097	XP_033341983.1	XP_011169741.2, XP_039303634.1, XP_011169740.2
OG0008099	XP_033328195.1, XP_033328194.1	XP_025991064.1
OG0008100	XP_033330177.1	XP_025986541.1
OG0008101	XP_033326962.1	XP_011173421.1
OG0008102	XP_033338754.1	XP_011156563.1
OG0008103	XP_033329853.1	XP_011157031.1
OG0008104	XP_033329689.1, XP_033329690.1	XP_039303548.1
OG0008106	XP_033337044.1, XP_033337045.1	XP_025986863.1, XP_011162122.1
OG0008107	XP_033337740.1	XP_039312269.1
OG0008108	XP_033334041.1	XP_011176257.1
OG0008109	XP_033324632.1	XP_011156810.1
OG0008110	XP_033335095.1	XP_011156675.1
OG0008111	XP_033342289.1	XP_039305222.1
OG0008113	XP_033340130.1	XP_011162560.1
OG0008114	XP_033330836.1	XP_039301664.1
OG0008115	XP_033327243.1	XP_025994244.1
OG0008116	XP_033335473.1	XP_011171486.2
OG0008117	XP_033325439.1	XP_011171297.2
OG0008119	XP_033335834.1	XP_039312163.1
OG0008120	XP_033333318.1	XP_011172444.1
OG0008121	XP_033321880.1	XP_011158458.1
OG0008123	XP_033327105.1	XP_011163588.2
OG0008124	XP_033333588.1	XP_039310583.1
OG0008125	XP_033329381.1	XP_025989517.1
OG0008126	XP_033334916.1	XP_039308494.1
OG0008127	XP_033338308.1	XP_039304205.1
OG0008128	XP_033340718.1	XP_011160569.2
OG0008130	XP_033339752.1	XP_025989303.1
OG0008132	XP_033334470.1	XP_011172869.2
OG0008133	XP_033328609.1	XP_011156602.1
OG0008134	XP_033332604.1	XP_039301786.1
OG0008135	XP_033333682.1	XP_011167038.1
OG0008136	XP_033331263.1	XP_011167264.2
OG0008137	XP_033341794.1, XP_033339914.1	XP_011158959.1
OG0008138	XP_033342218.1	XP_011162194.2
OG0008141	XP_033335861.1	XP_011163155.1
OG0008142	XP_033327018.1	XP_011169013.1
OG0008143	XP_033342996.1	XP_011167632.1, XP_039307495.1
OG0008144	XP_033331343.1	XP_011155728.1
OG0008145	XP_033323249.1	XP_011168710.1
OG0008146	XP_033341737.1	XP_011164154.2
OG0008147	XP_033333029.1	XP_011162682.1
OG0008148	XP_033338829.1, XP_033338507.1	XP_011158167.1
OG0008149	XP_033323929.1	XP_011169623.1
OG0008150	XP_033335940.1	XP_011167141.1
OG0008151	XP_033326572.1	XP_011162071.1
OG0008152	XP_033324133.1	XP_011169871.2
OG0008153	XP_033323737.1	XP_011160710.2
OG0008154	XP_033340478.1	XP_039307404.1, XP_039307401.1, XP_039307403.1
OG0008155	XP_033326877.1	XP_011164262.2
OG0008156	XP_033340133.1	XP_011162561.1
OG0008158	XP_033329660.1	XP_011156801.1
OG0008159	XP_033322391.1	XP_039315103.1
OG0008160	XP_033321352.1	XP_039303737.1, XP_011160352.1
OG0008161	XP_033320972.1, XP_033320971.1	XP_011166975.1
OG0008162	XP_033331751.1	XP_011159713.3
OG0008163	XP_033327372.1	XP_011175642.1
OG0008164	XP_033342366.1	XP_039303226.1, XP_039303230.1, XP_039303216.1
OG0008165	XP_033340797.1	XP_039310478.1
OG0008167	XP_033335060.1	XP_039306626.1, XP_039306553.1
OG0008168	XP_033326304.1	XP_039312845.1
OG0008169	XP_033331323.1	XP_011161855.1
OG0008170	XP_033341895.1	XP_011162466.1
OG0008172	XP_033327848.1, XP_033327849.1	XP_025988703.1
OG0008173	XP_033328649.1	XP_011165570.2
OG0008174	XP_033322826.1	XP_039313026.1
OG0008175	XP_033328902.1	XP_011175702.1
OG0008176	XP_033337795.1	XP_039313905.1
OG0008177	XP_033334689.1	XP_011173332.1
OG0008178	XP_033342027.1, XP_033342041.1	XP_039304401.1
OG0008180	XP_033328288.1, XP_033328287.1	XP_025995692.1
OG0008182	XP_033341888.1	XP_039307147.1, XP_025991626.2
OG0008183	XP_033327231.1	XP_011156053.2
OG0008184	XP_033323866.1	XP_025986362.1
OG0008185	XP_033332965.1	XP_025995581.1
OG0008186	XP_033335704.1, XP_033336327.1	XP_011161221.2
OG0008187	XP_033331449.1	XP_011171267.2
OG0008188	XP_033328140.1	XP_039304037.1
OG0008189	XP_033333526.1, XP_033340103.1	XP_039313043.1, XP_011157088.2
OG0008193	XP_033323533.1	XP_039312648.1, XP_039302813.1, XP_039302734.1, XP_039314794.1, XP_025997878.2, XP_025995411.2, XP_039312009.1, XP_011163681.1, XP_039312718.1, XP_039309516.1, XP_039305529.1, XP_039304413.1, XP_039309159.1, XP_039309931.1, XP_039312063.1, XP_039308097.1, XP_039309166.1, XP_039307235.1
OG0008198	XP_033333425.1	XP_011171034.1
OG0008199	XP_033328558.1	XP_025994867.1
OG0008200	XP_033334646.1	XP_025993995.1
OG0008203	XP_033326223.1	XP_011173202.1
OG0008204	XP_033333708.1	XP_039308932.1
OG0008205	XP_033322460.1	XP_025995740.1
OG0008206	XP_033330529.1	XP_011167741.1
OG0008207	XP_033327118.1	XP_011165633.1
OG0008208	XP_033341597.1	XP_011166011.1
OG0008209	XP_033324262.1	XP_025987620.1
OG0008211	XP_033329360.1	XP_025992650.1
OG0008212	XP_033331426.1	XP_011163538.1
OG0008214	XP_033326878.1	XP_011164249.2
OG0008215	XP_033322142.1	XP_011155703.1
OG0008217	XP_033333016.1	XP_011166365.2
OG0008221	XP_033332129.1	XP_011163521.1
OG0008222	XP_033342181.1	XP_011161057.2
OG0008224	XP_033329110.1	XP_011164345.1
OG0008225	XP_033336667.1	XP_039306831.1
OG0008226	XP_033340897.1	XP_011156170.2
OG0008228	XP_033339141.1	XP_039304461.1
OG0008232	XP_033337942.1	XP_011161595.1
OG0008233	XP_033327309.1	XP_011159898.2
OG0008234	XP_033322950.1	XP_011165558.1
OG0008235	XP_033334186.1	XP_011172058.1
OG0008237	XP_033339142.1	XP_011166291.1
OG0008239	XP_033328647.1	XP_011158584.1
OG0008240	XP_033329893.1	XP_011162477.1
OG0008243	XP_033342436.1	XP_011167372.2
OG0008244	XP_033322261.1	XP_039311349.1
OG0008246	XP_033327185.1	XP_011162163.1
OG0008251	XP_033321456.1, XP_033321455.1	XP_039303566.1
OG0008252	XP_033321672.1	XP_025993724.1
OG0008253	XP_033330720.1	XP_011167779.1
OG0008255	XP_033341499.1	XP_011165578.1
OG0008256	XP_033324996.1	XP_011161133.2
OG0008257	XP_033325919.1	XP_025990554.2
OG0008258	XP_033335830.1	XP_011175209.2
OG0008259	XP_033342661.1	XP_039314811.1
OG0008260	XP_033336252.1	XP_011169079.2
OG0008261	XP_033331876.1	XP_011162972.1
OG0008262	XP_033323081.1	XP_011171627.1
OG0008264	XP_033329419.1	XP_011161775.1
OG0008265	XP_033341075.1	XP_039308910.1, XP_011175938.1
OG0008267	XP_033336489.1	XP_011161147.1
OG0008268	XP_033330634.1	XP_039314373.1
OG0008269	XP_033322483.1	XP_025986972.2
OG0008273	XP_033334281.1	XP_039303809.1
OG0008274	XP_033326389.1	XP_039306988.1
OG0008276	XP_033332295.1	XP_011164171.1
OG0008277	XP_033342299.1	XP_011164632.1
OG0008279	XP_033338026.1	XP_011155349.1
OG0008281	XP_033334342.1	XP_011155439.1
OG0008283	XP_033328966.1, XP_033328961.1	XP_025992894.1
OG0008285	XP_033329133.1	XP_011166672.3
OG0008287	XP_033326928.1	XP_039313600.1
OG0008289	XP_033342313.1	XP_011164635.1
OG0008290	XP_033321328.1	XP_011171555.1
OG0008292	XP_033333804.1	XP_011160236.1
OG0008293	XP_033321444.1	XP_011167307.1
OG0008294	XP_033341250.1	XP_011156940.1
OG0008297	XP_033336474.1	XP_011167598.2
OG0008298	XP_033339013.1	XP_011163857.1
OG0008299	XP_033338851.1	XP_011161863.1
OG0008303	XP_033333429.1	XP_011166794.1
OG0008304	XP_033332999.1	XP_039309485.1, XP_011163768.1
OG0008305	XP_033335028.1	XP_039307915.1
OG0008306	XP_033342513.1	XP_025995608.1
OG0008309	XP_033326687.1	XP_025988437.1, XP_039305992.1
OG0008311	XP_033329345.1	XP_039314395.1, XP_039314396.1, XP_039314397.1
OG0008313	XP_033330979.1	NP_001306577.1
OG0008314	XP_033340805.1	XP_011172976.1
OG0008315	XP_033341997.1	XP_039303287.1, XP_011172161.1
OG0008316	XP_033329271.1	XP_011161424.1, XP_011161777.1
OG0008317	XP_033327669.1	XP_039314347.1
OG0008318	XP_033332246.1	XP_039309623.1
OG0008319	XP_033334332.1	XP_011155436.1
OG0008320	XP_033336413.1	XP_025991399.1
OG0008321	XP_033339232.1	XP_011166268.1
OG0008322	XP_033324537.1	XP_011159545.2, XP_011159541.2
OG0008323	XP_033337925.1, XP_033337926.1	XP_025994541.1
OG0008324	XP_033334083.1	XP_011157201.2
OG0008325	XP_033333857.1	XP_011155942.1
OG0008326	XP_033340599.1	XP_011168942.1
OG0008327	XP_033337136.1	XP_039304743.1
OG0008328	XP_033336083.1	XP_011157347.1
OG0008329	XP_033327942.1	XP_039304432.1, XP_025988593.1
OG0008331	XP_033326777.1	XP_011159980.1
OG0008332	XP_033330212.1	XP_025994405.1
OG0008333	XP_033324030.1, XP_033324026.1	XP_039312292.1
OG0008335	XP_033325438.1	XP_025990185.2
OG0008336	XP_033334239.1	XP_025987541.1
OG0008338	XP_033327489.1, XP_033327486.1	XP_011160384.1
OG0008339	XP_033341059.1, XP_033341060.1	XP_025988561.2
OG0008340	XP_033327341.1	XP_039302339.1
OG0008341	XP_033321105.1, XP_033321104.1	XP_011165843.1, XP_011165844.1
OG0008342	XP_033321537.1	XP_011171182.1
OG0008345	XP_033325620.1	XP_025988479.1
OG0008346	XP_033326281.1	XP_039314593.1
OG0008348	XP_033341766.1	XP_039305875.1
OG0008350	XP_033332167.1	XP_011163563.2
OG0008351	XP_033329119.1	XP_011166891.1, XP_025985950.1
OG0008352	XP_033333509.1	XP_011169668.1
OG0008354	XP_033329471.1	XP_011155783.1
OG0008355	XP_033327352.1	XP_011171963.2
OG0008356	XP_033321361.1	XP_039304527.1
OG0008357	XP_033340972.1	XP_025987552.1
OG0008358	XP_033340357.1	XP_011169839.1
OG0008359	XP_033334926.1	XP_039309122.1
OG0008360	XP_033328929.1	XP_011165721.1
OG0008361	XP_033339502.1	XP_011157931.2
OG0008362	XP_033329895.1, XP_033329894.1	XP_011176288.1
OG0008364	XP_033333789.1	XP_011176398.1
OG0008365	XP_033341386.1	XP_039307353.1
OG0008367	XP_033338375.1	XP_039304598.1, XP_025991654.2
OG0008369	XP_033327709.1, XP_033338878.1	XP_011167102.1
OG0008371	XP_033339894.1, XP_033331814.1	XP_039311586.1
OG0008372	XP_033325444.1	XP_039309051.1
OG0008374	XP_033328823.1, XP_033339892.1, XP_033328827.1	XP_011165903.2
OG0008376	XP_033341209.1, XP_033341199.1	XP_011165211.1
OG0008378	XP_033332411.1, XP_033332405.1	XP_039311438.1, XP_025988045.2, XP_039311370.1, XP_025988016.2, XP_039311336.1, XP_039311264.1, XP_039311457.1, XP_039311460.1, XP_039311282.1, XP_025988042.2, XP_039311330.1, XP_039311304.1, XP_025988025.2, XP_039311293.1
OG0008379	XP_033322939.1	XP_011170384.1, XP_011170452.1, XP_025986099.1
OG0008380	XP_033337737.1	XP_011155523.1
OG0008381	XP_033342519.1	XP_011157539.1
OG0008382	XP_033336493.1	XP_011161148.1
OG0008383	XP_033332889.1	XP_011161894.1
OG0008385	XP_033327517.1, XP_033327516.1	XP_011171949.1
OG0008386	XP_033325726.1	XP_039311625.1
OG0008387	XP_033342125.1	XP_011156754.1
OG0008388	XP_033331642.1	XP_011159285.1
OG0008389	XP_033339647.1, XP_033339648.1	XP_011157407.1
OG0008390	XP_033333469.1	XP_011166809.1, XP_039301977.1
OG0008392	XP_033330431.1	XP_011166141.1
OG0008393	XP_033332516.1	XP_025986871.1, XP_039315448.1
OG0008407	XP_033339356.1	XP_039308424.1
OG0008408	XP_033329632.1	XP_011170299.1
OG0008409	XP_033329388.1	XP_011176106.2
OG0008410	XP_033336056.1	XP_011157367.1
OG0008411	XP_033330041.1	XP_011156518.1
OG0008415	XP_033325130.1	XP_011161834.1, XP_039303218.1
OG0008417	XP_033322554.1	XP_011159394.1
OG0008419	XP_033338598.1	XP_039315189.1
OG0008422	XP_033323875.1	XP_011175142.1
OG0008423	XP_033331243.1	XP_025993947.1
OG0008424	XP_033324768.1	XP_025991946.1
OG0008425	XP_033332540.1	XP_011159514.1
OG0008426	XP_033330222.1	XP_011157390.1
OG0008427	XP_033325775.1	XP_039311896.1
OG0008429	XP_033333376.1	XP_011158233.1
OG0008431	XP_033338257.1, XP_033338244.1	XP_011166371.1
OG0008432	XP_033326772.1	XP_025988111.2
OG0008434	XP_033329816.1	XP_039310974.1
OG0008435	XP_033333174.1	XP_025987351.2
OG0008439	XP_033331663.1	XP_011170436.1
OG0008440	XP_033338261.1	XP_011162457.1
OG0008441	XP_033321711.1, XP_033321708.1	XP_039313184.1
OG0008442	XP_033322044.1	XP_039308059.1
OG0008444	XP_033336621.1	XP_011168035.1
OG0008445	XP_033331311.1	XP_011155743.1
OG0008449	XP_033338682.1	XP_011163672.1
OG0008452	XP_033323389.1	XP_039315707.1
OG0008453	XP_033321718.1	XP_011168781.1
OG0008454	XP_033342227.1	XP_011156423.2
OG0008457	XP_033336564.1	XP_011175178.2
OG0008458	XP_033325658.1, XP_033325659.1, XP_033325660.1	XP_011161723.1
OG0008460	XP_033337611.1	XP_011164551.2
OG0008461	XP_033341426.1	XP_011169049.2
OG0008462	XP_033335106.1	XP_025992380.1
OG0008463	XP_033321918.1	XP_011159263.1
OG0008464	XP_033334169.1	XP_011172937.1
OG0008465	XP_033338788.1	XP_011167851.1
OG0008466	XP_033328868.1	XP_025986154.2
OG0008468	XP_033330719.1	XP_011167817.2
OG0008470	XP_033336556.1, XP_033336538.1	XP_025991421.1
OG0008471	XP_033330856.1	XP_039305190.1
OG0008472	XP_033323094.1	XP_011168794.1
OG0008473	XP_033333421.1	XP_011171033.1
OG0008474	XP_033322674.1	XP_011175722.1
OG0008475	XP_033335354.1	XP_025990065.2
OG0008476	XP_033339652.1	XP_025992025.1
OG0008477	XP_033334682.1	XP_039312608.1
OG0008479	XP_033332418.1	XP_011163815.1
OG0008480	XP_033339832.1, XP_033331852.1, XP_033331851.1	XP_039302344.1
OG0008483	XP_033343123.1	XP_011164333.1
OG0008485	XP_033320842.1	XP_011157504.2
OG0008489	XP_033340865.1	XP_011168532.1
OG0008490	XP_033330376.1	XP_039303647.1
OG0008493	XP_033329352.1	XP_011156782.1
OG0008494	XP_033331676.1	XP_011170437.1
OG0008496	XP_033337530.1	XP_039309972.1
OG0008497	XP_033322507.1	XP_039305926.1
OG0008500	XP_033329535.1	XP_011168336.1
OG0008501	XP_033339354.1	XP_011166936.2
OG0008502	XP_033341175.1	XP_011172227.1
OG0008503	XP_033342714.1	XP_011164827.1
OG0008504	XP_033328323.1, XP_033328314.1, XP_033328334.1	XP_011173518.1
OG0008505	XP_033335041.1	XP_011166322.2
OG0008506	XP_033340344.1	XP_011163424.1
OG0008507	XP_033323817.1	XP_011158605.1
OG0008509	XP_033330176.1	XP_011161435.2
OG0008510	XP_033324652.1	XP_011159169.1
OG0008511	XP_033332161.1	XP_011163518.1
OG0008513	XP_033326841.1	XP_011175509.1
OG0008515	XP_033329666.1	XP_011161778.1
OG0008516	XP_033335846.1	XP_011163167.1
OG0008517	XP_033326727.1	XP_011158138.1
OG0008518	XP_033331345.1	XP_011155726.1
OG0008519	XP_033336107.1	XP_025992113.1
OG0008520	XP_033337159.1	XP_025993779.1
OG0008521	XP_033330641.1	XP_025987062.1
OG0008522	XP_033329554.1	XP_011162438.1
OG0008523	XP_033326295.1, XP_033326297.1, XP_033326296.1	XP_011171979.1
OG0008524	XP_033323162.1	XP_025994791.1
OG0008525	XP_033339308.1	XP_039304302.1
OG0008526	XP_033335355.1	XP_011155500.1, XP_039308627.1
OG0008528	XP_033343078.1	XP_011166728.2
OG0008529	XP_033325088.1	XP_011166598.1
OG0008530	XP_033330693.1	XP_025992314.1, XP_011163343.1
OG0008533	XP_033321154.1	XP_025989690.2
OG0008535	XP_033324140.1, XP_033324142.1	XP_011171528.2
OG0008536	XP_033326443.1	XP_011155314.1
OG0008537	XP_033327391.1	XP_039313761.1, XP_039313760.1
OG0008538	XP_033338243.1	XP_025994734.1
OG0008539	XP_033327612.1	XP_039313848.1, XP_025994332.2
OG0008542	XP_033326157.1, XP_033326158.1	XP_011167282.1
OG0008543	XP_033338470.1	XP_011157471.1
OG0008544	XP_033337046.1	XP_025993778.2
OG0008546	XP_033321827.1	XP_025992676.2
OG0008547	XP_033338765.1	XP_011156556.1
OG0008548	XP_033330982.1, XP_033330967.1, XP_033339902.1	XP_011173064.2
OG0008549	XP_033342794.1	XP_011162207.2
OG0008550	XP_033337506.1	XP_011172030.1
OG0008551	XP_033330550.1	XP_011170981.1
OG0008552	XP_033335760.1, XP_033335763.1	XP_039302035.1
OG0008553	XP_033326098.1	XP_011163671.1
OG0008554	XP_033338450.1	XP_011165223.2
OG0008555	XP_033323623.1, XP_033323622.1, XP_033323621.1	XP_011158658.2
OG0008558	XP_033330506.1	XP_039308358.1, XP_025997137.1
OG0008559	XP_033328227.1	XP_039314555.1
OG0008561	XP_033333969.1	XP_011170999.2
OG0008562	XP_033340324.1	XP_011159591.1
OG0008563	XP_033333317.1	XP_025985924.2
OG0008564	XP_033321095.1	XP_039302003.1
OG0008566	XP_033335062.1	XP_011162239.1
OG0008567	XP_033329428.1	XP_025992624.1, XP_011161773.1
OG0008568	XP_033329578.1	XP_039303350.1
OG0008570	XP_033325630.1	XP_039304402.1
OG0008571	XP_033330524.1	XP_025995341.1
OG0008572	XP_033331750.1	XP_039303897.1
OG0008574	XP_033338190.1	XP_011166312.1
OG0008575	XP_033326175.1	XP_011160773.1
OG0008576	XP_033322975.1	XP_039314709.1
OG0008577	XP_033326822.1	XP_011168387.1
OG0008578	XP_033320947.1	XP_011165162.1
OG0008579	XP_033325414.1, XP_033325417.1	XP_025988510.2
OG0008580	XP_033340912.1	XP_025991682.1
OG0008581	XP_033335847.1	XP_025996191.2
OG0008582	XP_033323246.1	XP_011159114.1
OG0008583	XP_033334284.1	XP_039310373.1
OG0008584	XP_033322101.1	XP_039313180.1
OG0008585	XP_033330209.1	XP_039309230.1
OG0008586	XP_033338816.1	XP_039313832.1
OG0008588	XP_033324226.1	XP_039314148.1
OG0008589	XP_033335591.1	XP_011159328.1, XP_011159329.1
OG0008600	XP_033321651.1	XP_011159909.1
OG0008601	XP_033340947.1	XP_011156169.2
OG0008603	XP_033333544.1, XP_033333533.1	XP_025986566.2
OG0008604	XP_033330850.1	XP_011161303.1
OG0008608	XP_033336607.1	XP_025992366.2
OG0008612	XP_033338780.1	XP_039313700.1
OG0008613	XP_033321939.1	XP_011167394.2
OG0008615	XP_033327117.1	XP_025987677.1
