Orthogroup	Megalopta_genalis	Bombyx_mori
OG0006031	XP_033329063.1	XP_012548996.1
OG0006032	XP_033335981.1	XP_004922016.1
OG0006033	XP_033325239.1	XP_037869765.1
OG0006034	XP_033331918.1, XP_033331919.1	XP_004932811.2
OG0006035	XP_033333593.1	XP_004921996.2
OG0006036	XP_033328469.1	XP_012550261.1
OG0006037	XP_033326305.1	NP_001037678.1
OG0006038	XP_033323723.1	XP_012544940.2
OG0006039	XP_033327123.1	XP_021203091.1
OG0006040	XP_033341748.1	XP_004923163.2
OG0006042	XP_033339536.1, XP_033339534.1	XP_037866902.1
OG0006043	XP_033341527.1	XP_037875260.1
OG0006044	XP_033332303.1, XP_033337354.1	XP_021207466.1
OG0006045	XP_033333745.1	XP_004923360.1
OG0006046	XP_033332740.1	XP_012546828.1
OG0006047	XP_033335035.1	XP_037867906.1
OG0006048	XP_033333726.1	XP_004932952.1
OG0006049	XP_033333122.1	XP_037873904.1
OG0006050	XP_033334107.1	XP_037874266.1
OG0006051	XP_033339505.1	XP_021209311.1
OG0006052	XP_033325893.1	XP_004930407.1
OG0006053	XP_033341176.1	XP_004925265.2
OG0006054	XP_033322093.1	XP_037869446.1
OG0006055	XP_033328452.1	XP_004925775.1
OG0006056	XP_033339195.1	XP_012545704.3
OG0006057	XP_033340119.1	XP_037867169.1
OG0006058	XP_033338604.1	XP_037874460.1
OG0006059	XP_033342434.1	NP_001157371.1
OG0006060	XP_033326168.1	XP_004931664.1
OG0006062	XP_033327192.1	XP_037873839.1, XP_037873838.1
OG0006063	XP_033326529.1	XP_004928272.1
OG0006064	XP_033341342.1	XP_004922915.1
OG0006065	XP_033333944.1	XP_021207187.1, XP_021207195.1
OG0006066	XP_033330740.1	XP_004928248.2
OG0006067	XP_033334046.1	XP_004933463.1
OG0006068	XP_033339078.1	XP_004924994.1
OG0006069	XP_033341284.1	XP_037870641.1
OG0006070	XP_033326969.1	XP_004922631.1
OG0006071	XP_033326832.1	XP_004921947.1
OG0006072	XP_033336476.1	XP_004922465.1
OG0006073	XP_033342026.1	XP_037870881.1
OG0006074	XP_033328351.1	XP_012543984.1
OG0006075	XP_033339230.1	XP_021202319.2
OG0006076	XP_033334949.1	XP_037873084.1
OG0006077	XP_033341306.1	XP_004928466.1
OG0006078	XP_033331193.1	XP_037874703.1
OG0006079	XP_033332622.1	NP_001040349.1
OG0006080	XP_033340600.1	XP_037876044.1, XP_021203773.1
OG0006081	XP_033341367.1	XP_004925773.1
OG0006082	XP_033338503.1	NP_001073348.1
OG0006083	XP_033330311.1	XP_037874640.1, NP_001037620.1
OG0006084	XP_033332199.1	NP_001189464.1
OG0006085	XP_033324115.1	NP_001040302.1, XP_037866754.1
OG0006086	XP_033328729.1	XP_004932228.1
OG0006087	XP_033336913.1	XP_004926807.1
OG0006088	XP_033324245.1	NP_001182135.1
OG0006089	XP_033333125.1	XP_004927283.1
OG0006090	XP_033342827.1	XP_004932252.1
OG0006091	XP_033337408.1	XP_004930767.1, XP_012549876.1
OG0006092	XP_033323878.1	XP_004932363.1, XP_021207689.1
OG0006093	XP_033330710.1	XP_037877104.1
OG0006094	XP_033328921.1	XP_037866541.1
OG0006095	XP_033324080.1	XP_004933398.1
OG0006096	XP_033325320.1	XP_004925257.1
OG0006097	XP_033340851.1	XP_037869445.1
OG0006098	XP_033334278.1	XP_037875624.1
OG0006099	XP_033337561.1, XP_033339940.1	XP_037872191.1
OG0006100	XP_033342451.1, XP_033342452.1	XP_004923313.2
OG0006101	XP_033322741.1	XP_037870970.1
OG0006102	XP_033329837.1	XP_037869258.1
OG0006103	XP_033334303.1	XP_004921658.1
OG0006104	XP_033328738.1	NP_001037315.1
OG0006105	XP_033334147.1	XP_004923802.1
OG0006106	XP_033341074.1	NP_001040511.1
OG0006107	XP_033329545.1	XP_037875680.1
OG0006108	XP_033325275.1	XP_037868096.1
OG0006109	XP_033334860.1	XP_004929283.2
OG0006110	XP_033329399.1	XP_037866596.1
OG0006111	XP_033324724.1	XP_004927345.2, XP_037875806.1
OG0006112	XP_033340774.1	XP_004932338.1
OG0006113	XP_033338936.1	XP_004931326.1
OG0006114	XP_033331660.1	XP_004928884.1
OG0006115	XP_033322291.1	XP_004932649.1
OG0006116	XP_033321160.1	XP_004922481.2
OG0006118	XP_033336221.1	XP_037872841.1
OG0006119	XP_033324025.1	XP_004932563.3
OG0006120	XP_033335713.1	XP_004927042.1
OG0006121	XP_033337021.1	XP_004926949.2
OG0006122	XP_033331414.1	XP_021208081.1
OG0006123	XP_033326087.1	NP_001036917.1
OG0006124	XP_033327983.1	XP_004922460.1
OG0006125	XP_033330228.1	XP_004922459.1
OG0006126	XP_033335292.1	XP_037874960.1, XP_004926452.2
OG0006127	XP_033327785.1, XP_033327786.1	NP_001040544.1
OG0006128	XP_033330267.1	NP_001040288.1, XP_012553379.1
OG0006130	XP_033337343.1	XP_004926215.2
OG0006131	XP_033339731.1	XP_012544448.1
OG0006134	XP_033321686.1	XP_012549007.1
OG0006135	XP_033326837.1	XP_004929468.1
OG0006136	XP_033328154.1	XP_012547897.1
OG0006137	XP_033330283.1	XP_004932890.1
OG0006138	XP_033325375.1	XP_004923904.3
OG0006139	XP_033335201.1	XP_037867704.1
OG0006140	XP_033337564.1	XP_004924786.1
OG0006141	XP_033327726.1	NP_001040109.1
OG0006142	XP_033331365.1	XP_037871823.1
OG0006143	XP_033339672.1	XP_004929164.2
OG0006144	XP_033338499.1	XP_021202546.2
OG0006145	XP_033336609.1	NP_001036843.1, XP_012551197.1
OG0006146	XP_033336567.1	XP_004922940.1
OG0006147	XP_033340764.1	XP_004928942.1
OG0006149	XP_033333977.1	XP_004927892.1
OG0006150	XP_033332686.1	XP_037875968.1
OG0006151	XP_033335711.1	XP_037870067.1
OG0006152	XP_033333517.1	XP_004923231.1
OG0006153	XP_033321543.1	XP_037875394.1
OG0006154	XP_033323715.1	NP_001243933.1
OG0006155	XP_033327161.1	XP_037874124.1
OG0006156	XP_033340875.1	XP_004931824.1
OG0006157	XP_033328683.1	XP_037872170.1
OG0006158	XP_033325170.1	NP_001037341.1
OG0006161	XP_033331315.1	XP_037875397.1
OG0006162	XP_033333111.1	XP_004929080.3
OG0006163	XP_033336760.1	NP_001239599.1, XP_012553079.1
OG0006164	XP_033323306.1	XP_004928644.1
OG0006165	XP_033323312.1	XP_004926292.2
OG0006166	XP_033338651.1	NP_001091807.1
OG0006167	XP_033325106.1	XP_037874743.1, XP_037874744.1
OG0006168	XP_033328512.1	NP_001040299.1
OG0006169	XP_033330357.1	XP_004928460.2
OG0006170	XP_033323997.1	XP_004930978.1
OG0006171	XP_033321784.1	NP_001040156.1
OG0006172	XP_033326170.1, XP_033326160.1	XP_012552374.2
OG0006173	XP_033340236.1	XP_004926122.1
OG0006174	XP_033341606.1	XP_004933015.1
OG0006175	XP_033342169.1	XP_037876047.1
OG0006176	XP_033339525.1	XP_037869647.1
OG0006177	XP_033341988.1	XP_004922750.3
OG0006178	XP_033325030.1	NP_001296501.1, XP_004932289.2
OG0006180	XP_033336576.1	XP_012549692.2
OG0006181	XP_033339389.1	XP_012545160.1
OG0006182	XP_033337820.1	XP_004922739.1
OG0006183	XP_033334019.1	XP_004932657.2
OG0006184	XP_033327354.1	XP_004928563.1, XP_037871582.1
OG0006185	XP_033337847.1, XP_033337846.1	XP_037877353.1, XP_004926406.2
OG0006186	XP_033340439.1	XP_037869369.1
OG0006187	XP_033327029.1	XP_004932502.1
OG0006188	XP_033336143.1	XP_004921953.1
OG0006189	XP_033339395.1	XP_004922117.1
OG0006191	XP_033332095.1	NP_001091833.1
OG0006193	XP_033337754.1	NP_001040375.1
OG0006194	XP_033324939.1	XP_037868465.1
OG0006195	XP_033329262.1	XP_004922191.2
OG0006196	XP_033336600.1	NP_001040107.1
OG0006197	XP_033326385.1	XP_004923679.2
OG0006199	XP_033335141.1	XP_004931003.2
OG0006200	XP_033338332.1	XP_004925740.1
OG0006201	XP_033324851.1	XP_037867445.1
OG0006202	XP_033323124.1	XP_012550985.1
OG0006203	XP_033339339.1	XP_004927739.1
OG0006204	XP_033339105.1	XP_004923217.1
OG0006205	XP_033341761.1	XP_012550604.1
OG0006206	XP_033341341.1	XP_037866500.1
OG0006207	XP_033330800.1, XP_033330799.1, XP_033330801.1	XP_021203286.2
OG0006208	XP_033341608.1	XP_037869662.1
OG0006209	XP_033330168.1	XP_037866560.1
OG0006210	XP_033326813.1	XP_004925217.2
OG0006211	XP_033333791.1	XP_037873951.1
OG0006212	XP_033342978.1	XP_004929287.1
OG0006213	XP_033335470.1	XP_004924277.1
OG0006214	XP_033329820.1	XP_004923263.2
OG0006215	XP_033337662.1	XP_004923974.1
OG0006216	XP_033340361.1, XP_033340362.1	NP_001037211.1
OG0006217	XP_033342528.1	XP_037871553.1, NP_001040483.1
OG0006218	XP_033330497.1	NP_001037600.1
OG0006219	XP_033323948.1	XP_004923401.1
OG0006220	XP_033340537.1	XP_012552973.1
OG0006221	XP_033339489.1	XP_037874306.1
OG0006222	XP_033326264.1	XP_037877286.1
OG0006223	XP_033321492.1	XP_004923117.1
OG0006225	XP_033335138.1	XP_004925108.2
OG0006226	XP_033336067.1	XP_004932567.1
OG0006228	XP_033325699.1	NP_001296552.1
OG0006229	XP_033341557.1	XP_021207412.2
OG0006230	XP_033323860.1	XP_004931573.1
OG0006231	XP_033341153.1	XP_004930077.1
OG0006232	XP_033329481.1	XP_004926885.1
OG0006233	XP_033323620.1, XP_033323619.1	XP_004930564.1
OG0006234	XP_033343083.1	XP_021204837.1
OG0006235	XP_033332799.1	XP_037874715.1
OG0006236	XP_033340680.1	XP_004924877.1
OG0006237	XP_033324443.1, XP_033324403.1	XP_021209262.1
OG0006238	XP_033327720.1	XP_004922640.1
OG0006239	XP_033335927.1	XP_004929640.1, XP_012548825.1
OG0006241	XP_033339571.1	XP_012548985.2
OG0006242	XP_033332621.1	XP_037872389.1
OG0006243	XP_033343052.1	NP_001040117.1
OG0006244	XP_033324578.1	XP_004925158.1
OG0006245	XP_033335809.1	XP_004923953.1
OG0006246	XP_033341607.1	NP_001040405.1, XP_037877365.1
OG0006247	XP_033338235.1	NP_001161185.1
OG0006248	XP_033324888.1, XP_033324649.1	XP_004924020.1
OG0006249	XP_033328138.1	XP_004921861.1
OG0006250	XP_033331718.1	XP_004931488.1
OG0006251	XP_033340694.1	XP_004931867.1
OG0006252	XP_033330988.1	XP_004922104.1, XP_004922102.1
OG0006253	XP_033321143.1	XP_037876172.1
OG0006254	XP_033331190.1	XP_021206385.1
OG0006255	XP_033336618.1	NP_001091770.1
OG0006256	XP_033335066.1	XP_012547613.2
OG0006257	XP_033340182.1	NP_001037156.1
OG0006258	XP_033339207.1, XP_033339220.1	XP_004932259.1
OG0006259	XP_033337814.1	XP_004932316.1
OG0006260	XP_033329725.1	XP_037872437.1
OG0006261	XP_033336510.1	XP_004926166.1
OG0006262	XP_033342001.1	NP_001040301.1
OG0006263	XP_033328428.1, XP_033328396.1	XP_012548903.2
OG0006264	XP_033333098.1	XP_037870711.1
OG0006265	XP_033331206.1, XP_033331205.1	XP_004931323.2
OG0006266	XP_033332884.1	XP_037867486.1
OG0006267	XP_033337463.1	NP_001040166.1
OG0006268	XP_033326298.1	XP_004932208.1
OG0006269	XP_033326331.1	XP_012544702.2
OG0006270	XP_033341985.1	XP_004932625.1
OG0006271	XP_033334785.1	XP_037877634.1, NP_001093271.1
OG0006272	XP_033332134.1	XP_021205075.1
OG0006273	XP_033335458.1, XP_033335459.1	XP_004932003.1
OG0006274	XP_033332699.1	XP_037873653.1
OG0006275	XP_033331590.1	XP_004928263.1
OG0006276	XP_033333103.1	XP_037867053.1
OG0006277	XP_033322432.1	NP_001040312.1
OG0006278	XP_033322988.1	NP_001166623.2
OG0006279	XP_033334795.1	XP_004926544.2
OG0006280	XP_033337734.1	XP_021205078.1, XP_012547476.2
OG0006282	XP_033323352.1	XP_012550524.1
OG0006283	XP_033327191.1	XP_012549289.1
OG0006284	XP_033321984.1	XP_004923266.1
OG0006285	XP_033328930.1	XP_012549973.1
OG0006286	XP_033340679.1	XP_004924345.1
OG0006287	XP_033335969.1	XP_004930199.1
OG0006288	XP_033332127.1	XP_004930530.2
OG0006289	XP_033336737.1	XP_004932572.1
OG0006290	XP_033334537.1	XP_012553409.1
OG0006291	XP_033334182.1	NP_001093275.1, XP_037872103.1, XP_037872141.1
OG0006292	XP_033339352.1	XP_037868457.1
OG0006294	XP_033324442.1	XP_012545526.1
OG0006295	XP_033334657.1	XP_004925557.1
OG0006296	XP_033321643.1	XP_004929397.2
OG0006297	XP_033330032.1	XP_037866759.1
OG0006298	XP_033324829.1	XP_037868691.1
OG0006299	XP_033326458.1	XP_037870432.1
OG0006300	XP_033333488.1	XP_004931062.2
OG0006301	XP_033340565.1	XP_021208415.1
OG0006302	XP_033338924.1	XP_037868415.1
OG0006303	XP_033326418.1	XP_004928583.1
OG0006304	XP_033336930.1	XP_004922916.1
OG0006305	XP_033326254.1	NP_001128674.1, XP_012551138.1
OG0006306	XP_033341646.1	XP_004930526.1
OG0006307	XP_033327413.1	XP_004923674.2
OG0006308	XP_033333968.1	XP_004921889.3
OG0006309	XP_033336865.1	XP_004931156.1
OG0006310	XP_033340637.1	XP_004929188.2
OG0006311	XP_033335761.1	NP_001106225.1
OG0006312	XP_033334383.1	XP_021204624.1
OG0006313	XP_033341411.1	NP_001040484.1
OG0006314	XP_033327840.1	XP_037869142.1
OG0006315	XP_033326096.1	XP_004921638.1
OG0006316	XP_033341829.1	XP_037872345.1
OG0006317	XP_033330484.1	XP_004926247.1
OG0006318	XP_033338543.1	NP_001037189.1
OG0006319	XP_033329465.1	XP_004933404.1
OG0006320	XP_033332598.1	XP_012551338.2
OG0006322	XP_033333011.1	XP_004923246.1, XP_004923245.1
OG0006323	XP_033334754.1	NP_001040330.1
OG0006324	XP_033324741.1	XP_037874371.1
OG0006325	XP_033337635.1	XP_004926308.1
OG0006326	XP_033333569.1	XP_012550007.2
OG0006327	XP_033325599.1	XP_037873091.1
OG0006328	XP_033339299.1	XP_004932103.1
OG0006329	XP_033342162.1	XP_004922163.1
OG0006331	XP_033335681.1	XP_012551440.2
OG0006332	XP_033335168.1	NP_001040449.1
OG0006333	XP_033322232.1, XP_033322244.1	XP_004925198.1
OG0006334	XP_033322582.1	NP_001091761.1
OG0006335	XP_033336944.1	XP_021207055.1
OG0006336	XP_033326868.1	XP_004927302.1
OG0006337	XP_033325589.1	NP_001040340.1
OG0006338	XP_033324862.1	XP_004923557.1
OG0006339	XP_033321546.1, XP_033321547.1	XP_037871272.1
OG0006341	XP_033325789.1	XP_012551572.3
OG0006343	XP_033337551.1	XP_004932487.1
OG0006344	XP_033325702.1	XP_037871666.1
OG0006345	XP_033341935.1	XP_004929713.2
OG0006346	XP_033327166.1	XP_004924175.1
OG0006347	XP_033331875.1	NP_001296518.1
OG0006348	XP_033331304.1, XP_033340603.1	XP_004926444.1
OG0006349	XP_033337502.1, XP_033337504.1	XP_004924785.1
OG0006350	XP_033340026.1	NP_001243942.1
OG0006351	XP_033324494.1	XP_012553262.1, NP_001037043.1
OG0006353	XP_033337856.1	XP_004930118.1
OG0006355	XP_033327384.1	XP_037874906.1
OG0006356	XP_033334067.1	XP_037876765.1, XP_037876772.1
OG0006357	XP_033332736.1	XP_037872222.1
OG0006358	XP_033325655.1	XP_004921724.1
OG0006359	XP_033337585.1	XP_037872311.1
OG0006360	XP_033329234.1	XP_037874933.1
OG0006361	XP_033336215.1	XP_004931334.1
OG0006362	XP_033329149.1	XP_037869805.1
OG0006366	XP_033330412.1	XP_004932206.1
OG0006367	XP_033329983.1	XP_021206626.1
OG0006368	XP_033336368.1	XP_004930202.2
OG0006369	XP_033329892.1	XP_037869098.1
OG0006370	XP_033336462.1, XP_033336458.1	XP_004922575.1
OG0006371	XP_033326539.1	XP_004931102.2
OG0006372	XP_033330752.1	XP_004924060.1
OG0006373	XP_033330223.1	XP_037877705.1
OG0006374	XP_033330625.1	NP_001268826.1
OG0006375	XP_033342200.1	XP_004925484.1
OG0006376	XP_033333283.1	XP_037877108.1
OG0006377	XP_033328377.1	XP_037866843.1
OG0006378	XP_033335356.1	XP_004927170.1
OG0006379	XP_033331435.1	XP_004930132.1
OG0006380	XP_033332035.1	XP_012551891.1
OG0006381	XP_033336589.1	NP_001103762.1
OG0006382	XP_033329852.1	XP_012553008.2
OG0006383	XP_033341056.1	XP_037873696.1, XP_037873697.1
OG0006384	XP_033335152.1	XP_004932365.2
OG0006385	XP_033321360.1	XP_004922516.1
OG0006387	XP_033332861.1	XP_004923044.1
OG0006388	XP_033321600.1	XP_004932152.2
OG0006389	XP_033330370.1, XP_033339559.1	XP_012552801.1
OG0006390	XP_033333627.1	XP_004933409.1
OG0006391	XP_033321786.1	XP_037871824.1
OG0006392	XP_033332347.1, XP_033332339.1	XP_037873701.1
OG0006393	XP_033330673.1	XP_004924171.1
OG0006394	XP_033340197.1, XP_033340145.1	XP_004931048.2
OG0006396	XP_033325690.1	XP_012545533.1
OG0006397	XP_033325114.1	NP_001040293.1
OG0006398	XP_033342199.1	XP_004922527.1
OG0006399	XP_033323196.1	XP_012547880.2
OG0006400	XP_033329296.1	XP_012551960.2
OG0006401	XP_033329484.1	XP_012548284.1
OG0006402	XP_033339843.1	XP_012549822.2
OG0006403	XP_033331650.1	XP_004932509.1
OG0006404	XP_033323576.1	NP_001037283.1
OG0006405	XP_033331209.1	XP_012547530.1
OG0006406	XP_033341865.1	XP_004929707.1
OG0006407	XP_033337594.1	XP_004921642.1
OG0006408	XP_033329321.1	NP_001036905.1
OG0006409	XP_033335175.1	XP_004930568.1
OG0006410	XP_033323427.1, XP_033323423.1	XP_037868366.1
OG0006411	XP_033334006.1	XP_004924250.1, NP_001274768.1
OG0006412	XP_033329909.1	XP_004922406.1
OG0006413	XP_033330315.1	XP_012547253.2
OG0006414	XP_033325672.1	XP_037867071.1, XP_021207735.1
OG0006415	XP_033337699.1	XP_012545253.2
OG0006416	XP_033341114.1	XP_037866571.1
OG0006417	XP_033325382.1	XP_037873618.1
OG0006418	XP_033330872.1	XP_037875703.1
OG0006419	XP_033332826.1	XP_004926504.3
OG0006420	XP_033321077.1, XP_033321078.1	XP_004922844.2
OG0006421	XP_033329867.1	XP_012552864.1
OG0006422	XP_033321168.1	XP_004922415.2
OG0006423	XP_033341461.1	XP_037876793.1
OG0006424	XP_033335843.1, XP_033336692.1	XP_021202137.2
OG0006425	XP_033330136.1	XP_004925145.3
OG0006426	XP_033326749.1, XP_033322089.1	XP_004921562.2
OG0006427	XP_033338505.1	XP_004921755.2
OG0006430	XP_033332895.1	XP_004933323.1
OG0006431	XP_033333642.1	XP_004928669.1
OG0006432	XP_033334117.1, XP_033334118.1	XP_037871387.1
OG0006433	XP_033339231.1	XP_037876318.1
OG0006434	XP_033331679.1, XP_033331680.1	XP_004931652.2
OG0006435	XP_033324410.1	XP_012553125.2, XP_037876260.1
OG0006437	XP_033341668.1	XP_004927400.1, XP_004927401.1
OG0006438	XP_033324820.1	XP_004926352.1, XP_021203786.1
OG0006439	XP_033338600.1	XP_021203522.1
OG0006440	XP_033337271.1	XP_004925722.1
OG0006441	XP_033341542.1	XP_037876504.1
OG0006442	XP_033343111.1	XP_012544505.3
OG0006443	XP_033324149.1	XP_004931306.1
OG0006444	XP_033340278.1, XP_033340279.1	NP_001091839.1
OG0006445	XP_033321943.1	XP_004929846.1
OG0006447	XP_033338607.1	XP_037867467.1
OG0006448	XP_033329099.1	XP_012548199.1
OG0006449	XP_033329487.1	XP_037876525.1
OG0006451	XP_033323336.1	XP_012549904.2, NP_001037572.1
OG0006452	XP_033324071.1	XP_037877067.1
OG0006453	XP_033335064.1	NP_001269273.1
OG0006454	XP_033327286.1	XP_004930905.1
OG0006455	XP_033342538.1	XP_037868644.1
OG0006456	XP_033334180.1	XP_037871411.1
OG0006457	XP_033337864.1	XP_004926521.1
OG0006458	XP_033337954.1	XP_004928708.1
OG0006459	XP_033324428.1	XP_004924043.2
OG0006460	XP_033331279.1	XP_004928986.1
OG0006463	XP_033323179.1	XP_004931093.1
OG0006464	XP_033324350.1	XP_037867228.1
OG0006465	XP_033332532.1	XP_037871632.1
OG0006466	XP_033331372.1	NP_001040346.1
OG0006467	XP_033330538.1	XP_037866627.1
OG0006469	XP_033334312.1	XP_012543922.1
OG0006471	XP_033323185.1	XP_021207333.2
OG0006472	XP_033337917.1	XP_037872616.1
OG0006473	XP_033338380.1	XP_012549478.1
OG0006474	XP_033332072.1	XP_037877747.1
OG0006475	XP_033328538.1	XP_004930062.1
OG0006476	XP_033321824.1	XP_004928645.1
OG0006477	XP_033334855.1	NP_001040406.1
OG0006478	XP_033327419.1	XP_012547997.1
OG0006480	XP_033338358.1	XP_012545868.2
OG0006481	XP_033322568.1	XP_012544187.2
OG0006482	XP_033329579.1	XP_037873593.1
OG0006483	XP_033331921.1	NP_001233136.1, XP_037869091.1
OG0006484	XP_033334152.1	XP_037876913.1, XP_037877310.1
OG0006485	XP_033341433.1	XP_021203254.2
OG0006486	XP_033322018.1	XP_004928670.1, NP_001296565.1
OG0006487	XP_033338955.1, XP_033338956.1	NP_001166197.1
OG0006488	XP_033328651.1	XP_004933124.1
OG0006489	XP_033332600.1, XP_033339889.1	XP_021204389.1
OG0006490	XP_033323071.1	XP_004932768.2
OG0006491	XP_033340003.1	XP_004927874.2
OG0006493	XP_033326513.1	XP_037866695.1
OG0006494	XP_033327770.1	XP_004928833.2
OG0006495	XP_033326444.1	XP_004932468.1
OG0006496	XP_033337403.1	XP_012549046.1
OG0006497	XP_033338912.1	XP_037870223.1
OG0006498	XP_033338641.1	XP_004925988.1
OG0006499	XP_033339629.1	NP_001036923.1
OG0006500	XP_033338996.1, XP_033339019.1	XP_004928618.1
OG0006501	XP_033326128.1	XP_012551934.1, NP_001037612.1
OG0006502	XP_033330065.1	XP_004931366.1
OG0006503	XP_033330179.1	XP_012552998.2
OG0006504	XP_033329741.1	XP_037876760.1
OG0006505	XP_033326250.1	XP_012550071.1
OG0006506	XP_033329547.1	XP_004923000.1
OG0006507	XP_033341094.1	XP_037874255.1
OG0006508	XP_033325381.1	XP_037869617.1, XP_037869615.1
OG0006510	XP_033340285.1	XP_004931590.2
OG0006511	XP_033322835.1	XP_004929479.2
OG0006512	XP_033338434.1	XP_037867630.1
OG0006513	XP_033338430.1, XP_033338429.1	XP_004923565.1
OG0006514	XP_033342095.1	XP_021203181.2
OG0006515	XP_033324586.1	XP_004932644.1
OG0006516	XP_033342542.1	XP_004925346.1
OG0006517	XP_033332439.1	XP_004922182.1
OG0006518	XP_033326603.1	XP_021205157.1
OG0006519	XP_033321707.1	NP_001243923.1
OG0006520	XP_033342262.1	XP_012547622.2
OG0006521	XP_033332797.1	XP_004932122.2
OG0006522	XP_033328724.1	XP_021204475.1
OG0006523	XP_033327918.1	XP_037873362.1
OG0006524	XP_033340146.1	XP_004922448.1
OG0006525	XP_033334137.1	XP_004931028.1
OG0006526	XP_033321934.1	XP_037872033.1
OG0006527	XP_033333800.1	XP_004931139.2
OG0006529	XP_033321538.1	XP_004922744.1
OG0006530	XP_033340472.1	XP_004932886.2
OG0006531	XP_033325910.1	XP_021203889.1, XP_004926536.1
OG0006532	XP_033325956.1	XP_004931895.2
OG0006533	XP_033339627.1	NP_001040303.1, XP_021208988.1
OG0006534	XP_033329847.1	XP_004930405.1
OG0006536	XP_033337214.1	XP_037876398.1
OG0006537	XP_033339382.1	XP_012544020.1
OG0006538	XP_033325768.1	NP_001037041.1
OG0006539	XP_033324802.1	XP_021203870.1
OG0006540	XP_033342117.1	XP_037866715.1, NP_001106734.1
OG0006541	XP_033340104.1	XP_004926251.2
OG0006542	XP_033334523.1	XP_037877624.1
OG0006544	XP_033335569.1	XP_037870703.1
OG0006545	XP_033337895.1	XP_021205458.2
OG0006546	XP_033327184.1	XP_037870477.1
OG0006547	XP_033326583.1	XP_004922531.1
OG0006548	XP_033329190.1	XP_004922391.1
OG0006549	XP_033337162.1	XP_004923340.1
OG0006551	XP_033329098.1, XP_033329084.1	XP_004925418.1
OG0006552	XP_033336566.1	XP_037866936.1
OG0006553	XP_033341218.1	XP_021206483.2
OG0006554	XP_033329633.1	XP_004925868.1
OG0006555	XP_033323163.1	XP_004928539.1
OG0006556	XP_033329974.1	XP_012553089.1, NP_001037576.1
OG0006557	XP_033342859.1	XP_004931169.2
OG0006558	XP_033322015.1	XP_004924853.1
OG0006559	XP_033333629.1	XP_037871750.1
OG0006560	XP_033322170.1	XP_004923697.2
OG0006561	XP_033326608.1	XP_004929436.1
OG0006562	XP_033335172.1	XP_004927103.1
OG0006563	XP_033342018.1	XP_004925070.1
OG0006565	XP_033327996.1	XP_012545462.1, XP_012545455.1
OG0006566	XP_033324610.1	XP_012544099.1
OG0006568	XP_033323529.1	XP_004928627.1
OG0006570	XP_033335360.1	XP_012549735.1
OG0006571	XP_033333329.1	XP_037873484.1
OG0006573	XP_033340193.1	NP_001239603.1, XP_012546676.1
OG0006574	XP_033331332.1, XP_033331329.1	XP_021206849.1
OG0006575	XP_033322088.1, XP_033322087.1	XP_004930498.3
OG0006576	XP_033331704.1	XP_037872239.1
OG0006577	XP_033341845.1	XP_004929096.2
OG0006578	XP_033322197.1	NP_001108471.1
OG0006579	XP_033334676.1	XP_004924104.1
OG0006580	XP_033325376.1	XP_004928459.2
OG0006581	XP_033340814.1	XP_012553052.3
OG0006582	XP_033321493.1	XP_004922095.2
OG0006583	XP_033331272.1	NP_001266413.1, XP_021207538.1
OG0006584	XP_033322774.1	XP_021204463.2
OG0006585	XP_033338992.1	XP_012550149.1, XP_004922420.1
OG0006586	XP_033325905.1	XP_004931874.1
OG0006587	XP_033337250.1	XP_004921822.1
OG0006588	XP_033325853.1	XP_012550922.2
OG0006589	XP_033329038.1	XP_037867891.1
OG0006590	XP_033340559.1	XP_021206841.1
OG0006591	XP_033329597.1	XP_037868750.1
OG0006592	XP_033338143.1	XP_004925556.3
OG0006593	XP_033334800.1	XP_004921693.2
OG0006594	XP_033339557.1	XP_004921602.1
OG0006595	XP_033328420.1	XP_037867058.1
OG0006596	XP_033327448.1, XP_033327449.1	XP_004931923.2
OG0006597	XP_033336572.1	XP_037872791.1, XP_037877265.1
OG0006598	XP_033329091.1	XP_037870437.1
OG0006599	XP_033324577.1	XP_037873048.1
OG0006600	XP_033325136.1	XP_037866483.1
OG0006601	XP_033325875.1	XP_012547626.1
OG0006602	XP_033335254.1	XP_037874699.1
OG0006603	XP_033338336.1	XP_004933203.2
OG0006604	XP_033328510.1	NP_001268818.1, XP_012550379.1
OG0006605	XP_033330333.1	XP_004931938.1
OG0006606	XP_033342215.1	XP_037867311.1
OG0006607	XP_033330669.1	XP_021208054.1
OG0006608	XP_033334670.1	XP_037873088.1
OG0006609	XP_033322516.1	XP_021202506.1
OG0006610	XP_033330818.1	XP_012552943.1
OG0006611	XP_033322504.1, XP_033326457.1	XP_021209197.1
OG0006614	XP_033339447.1	XP_037867397.1
OG0006615	XP_033338071.1	XP_037870203.1
OG0006616	XP_033334014.1	XP_004925034.4
OG0006617	XP_033326757.1, XP_033326728.1	XP_004928629.1
OG0006618	XP_033326857.1	XP_037872274.1
OG0006619	XP_033324051.1	XP_012552866.1
OG0006620	XP_033331833.1	XP_037866842.1, XP_021207772.1
OG0006621	XP_033335469.1	XP_021207510.2
OG0006622	XP_033324987.1	XP_037876812.1
OG0006623	XP_033333295.1	NP_001040184.1
OG0006624	XP_033322936.1, XP_033322938.1	XP_037874119.1
OG0006625	XP_033327503.1	XP_021203829.2
OG0006626	XP_033341292.1	XP_021206076.1
OG0006627	XP_033340084.1	XP_004925637.1
