Orthogroup	Megalopta_genalis	Anopheles_gambiae
OG0005759	XP_033328926.1	XP_318815.4
OG0005760	XP_033324067.1	XP_321744.5
OG0005762	XP_033324772.1	XP_310886.5
OG0005763	XP_033333079.1	XP_317018.3
OG0005764	XP_033321973.1	XP_317022.4
OG0005765	XP_033333422.1	XP_001230707.2
OG0005766	XP_033342949.1	XP_317508.3
OG0005767	XP_033336619.1, XP_033336628.1	XP_320983.2
OG0005768	XP_033334138.1	XP_314002.4, XP_001688502.1
OG0005769	XP_033327066.1	XP_318716.4
OG0005770	XP_033334881.1	XP_317830.4
OG0005772	XP_033342963.1	XP_314015.4
OG0005773	XP_033325365.1, XP_033325366.1, XP_033340951.1	XP_001689281.1
OG0005774	XP_033339675.1	XP_312202.4
OG0005775	XP_033330271.1	XP_001688998.1
OG0005776	XP_033339036.1, XP_033339037.1	XP_319783.4
OG0005777	XP_033327452.1	XP_318979.4
OG0005778	XP_033324953.1	XP_313130.5
OG0005779	XP_033328417.1	XP_315118.4
OG0005780	XP_033340350.1	XP_318877.4
OG0005781	XP_033342469.1	XP_319176.2
OG0005782	XP_033334047.1	XP_003435815.1
OG0005784	XP_033335091.1, XP_033335093.1, XP_033335092.1, XP_033335094.1	XP_320638.3
OG0005786	XP_033325976.1, XP_033325977.1	XP_317425.4
OG0005787	XP_033340751.1	XP_314306.2, XP_001688556.1, XP_001688555.1
OG0005789	XP_033337374.1, XP_033337373.1	XP_562507.4, XP_306966.4
OG0005791	XP_033337535.1	XP_001237369.2
OG0005792	XP_033340893.1, XP_033338398.1, XP_033338389.1	XP_310713.5
OG0005793	XP_033341046.1, XP_033341047.1, XP_033341048.1, XP_033341049.1	XP_315811.2
OG0005794	XP_033325121.1	XP_564779.1
OG0005798	XP_033331596.1	XP_312935.5
OG0005799	XP_033335165.1	XP_319126.4
OG0005800	XP_033333303.1	XP_319186.4
OG0005801	XP_033337745.1	XP_307303.4, XP_001230714.2
OG0005802	XP_033341010.1	XP_001689332.2
OG0005803	XP_033331418.1	XP_316925.4, XP_308029.3
OG0005804	XP_033335139.1	XP_311074.5
OG0005805	XP_033332646.1	XP_314791.4
OG0005806	XP_033328998.1	XP_317442.4
OG0005807	XP_033338893.1, XP_033338894.1, XP_033338892.1	XP_001688598.1, XP_314981.2
OG0005808	XP_033327808.1	XP_321034.5
OG0005809	XP_033339332.1	XP_320787.4
OG0005810	XP_033341368.1	XP_308002.5
OG0005811	XP_033333507.1	XP_309768.4
OG0005813	XP_033342322.1	XP_317937.4
OG0005814	XP_033323631.1	XP_001238364.2
OG0005815	XP_033334677.1	XP_321156.5
OG0005816	XP_033331314.1	XP_321796.4
OG0005817	XP_033338818.1, XP_033338817.1	XP_563834.4
OG0005818	XP_033321719.1	XP_315807.4
OG0005845	XP_033340698.1	XP_318648.4
OG0005846	XP_033326147.1	XP_309930.2
OG0005847	XP_033335762.1	XP_309516.3
OG0005848	XP_033338542.1, XP_033338541.1	XP_313355.4
OG0005849	XP_033341957.1	XP_313357.3
OG0005850	XP_033341974.1	XP_552148.2
OG0005851	XP_033325534.1	XP_319222.2
OG0005852	XP_033333967.1	XP_321877.2
OG0005853	XP_033342972.1	XP_314292.2
OG0005854	XP_033326501.1	XP_310998.2
OG0005855	XP_033335957.1	XP_311570.4
OG0005856	XP_033334092.1	XP_312465.2
OG0005857	XP_033335250.1	XP_319401.2
OG0005858	XP_033330003.1	XP_320428.3
OG0005859	XP_033333694.1	XP_318743.3
OG0005860	XP_033330334.1	XP_309142.3
OG0005861	XP_033333948.1	XP_317010.3
OG0005862	XP_033338283.1	XP_317626.4
OG0005863	XP_033331106.1	XP_308251.4
OG0005864	XP_033333988.1	XP_001687910.1
OG0005865	XP_033320979.1	XP_558608.3
OG0005866	XP_033339998.1	XP_317219.3
OG0005867	XP_033339313.1	XP_318656.4
OG0005868	XP_033342634.1	XP_319355.3
OG0005869	XP_033330374.1	XP_309616.5, XP_003436701.1
OG0005870	XP_033342212.1	XP_553409.3
OG0005871	XP_033321422.1	XP_315909.4
OG0005872	XP_033327221.1	XP_001230917.2
OG0005873	XP_033341617.1	XP_320327.2
OG0005875	XP_033322946.1	XP_001237521.2
OG0005876	XP_033338880.1	XP_320442.4, XP_320447.4
OG0005877	XP_033340744.1	XP_314349.4, XP_001688565.1
OG0005878	XP_033321236.1	XP_001238010.2
OG0005879	XP_033342600.1	XP_316875.5
OG0005880	XP_033332442.1	XP_316219.4
OG0005881	XP_033342168.1	XP_320776.2
OG0005883	XP_033337277.1	XP_312545.3
OG0005884	XP_033333656.1	XP_320585.1
OG0005886	XP_033337871.1	XP_310246.2, XP_310245.5
OG0005887	XP_033326048.1, XP_033326049.1	XP_003435741.1
OG0005888	XP_033329672.1	XP_313729.3
OG0005889	XP_033322585.1	XP_309349.3
OG0005890	XP_033340597.1	XP_316178.4
OG0005891	XP_033342163.1	XP_320488.3
OG0005892	XP_033330613.1	XP_309477.3
OG0005893	XP_033332885.1	XP_564611.3
OG0005894	XP_033333015.1	XP_308392.4
OG0005895	XP_033340659.1	XP_316970.3
OG0005896	XP_033330326.1	XP_320237.3
OG0005897	XP_033333393.1	XP_321087.2
OG0005898	XP_033329931.1	XP_312872.4
OG0005899	XP_033339204.1	XP_321925.2
OG0005900	XP_033322166.1	XP_308501.2
OG0005901	XP_033331126.1	XP_312196.1
OG0005902	XP_033324409.1	XP_316147.4
OG0005905	XP_033331440.1	XP_321335.3
OG0005906	XP_033323990.1	XP_319028.4
OG0005907	XP_033323923.1	XP_316392.3
OG0005908	XP_033323816.1	XP_317351.1
OG0005909	XP_033329076.1	XP_316000.1
OG0005910	XP_033333660.1	XP_318952.3
OG0005911	XP_033330335.1	XP_318301.4
OG0005912	XP_033330498.1	XP_315439.4
OG0005913	XP_033324156.1	XP_310416.7
OG0005914	XP_033323382.1	XP_311398.3
OG0005915	XP_033322990.1	XP_001689215.1
OG0005916	XP_033332276.1	XP_318683.2
OG0005917	XP_033325863.1	XP_318076.3
OG0005918	XP_033325364.1	XP_321189.4
OG0005919	XP_033340807.1	XP_316602.1
OG0005920	XP_033326713.1	XP_319141.3
OG0005921	XP_033321790.1	XP_320969.4
OG0005922	XP_033337697.1	XP_308676.4
OG0005924	XP_033331627.1	XP_315750.3
OG0005925	XP_033324638.1	XP_320424.4
OG0005926	XP_033326607.1	XP_318954.3
OG0005927	XP_033324981.1	XP_316402.2
OG0005928	XP_033331044.1	XP_309652.2
OG0005929	XP_033340016.1	XP_554509.2
OG0005930	XP_033323482.1, XP_033323483.1	XP_555357.2
OG0005931	XP_033338208.1	XP_310578.5
OG0005932	XP_033333055.1	XP_306849.2, XP_318426.5
OG0005933	XP_033331620.1	XP_315192.4
OG0005934	XP_033340666.1	XP_314737.4
OG0005935	XP_033342797.1	XP_310818.3
OG0005936	XP_033342618.1	XP_316159.4
OG0005937	XP_033322350.1	XP_320871.3
OG0005939	XP_033338411.1	XP_309192.2
OG0005940	XP_033329959.1	XP_313374.4, XP_003436536.1
OG0005941	XP_033337126.1, XP_033337127.1	XP_313276.4
OG0005942	XP_033321004.1	XP_003435965.1
OG0005944	XP_033337548.1	XP_308117.4
OG0005945	XP_033323323.1	XP_319985.2
OG0005946	XP_033322919.1	XP_320743.4
OG0005947	XP_033322019.1	XP_314532.3
OG0005948	XP_033340417.1	XP_311498.2
OG0005949	XP_033328145.1	XP_560261.3, XP_003437181.1
OG0005950	XP_033323335.1	XP_315327.3
OG0005951	XP_033338311.1	XP_001237910.2
OG0005952	XP_033327122.1	XP_316820.5
OG0005956	XP_033335878.1	XP_316555.4
OG0005957	XP_033324551.1	XP_316854.4
OG0005958	XP_033334140.1	XP_320211.4
OG0005959	XP_033333435.1	XP_321077.2
OG0005960	XP_033336739.1	XP_313381.4
OG0005961	XP_033323109.1	XP_316218.4
OG0005962	XP_033324007.1	XP_308162.3
OG0005963	XP_033324331.1	XP_001688932.1, XP_316642.2
OG0005965	XP_033326770.1	XP_319870.3
OG0005966	XP_033335778.1	XP_320754.1
OG0005967	XP_033335721.1	XP_314432.2
OG0005969	XP_033336378.1	XP_311293.5
OG0005970	XP_033322651.1	XP_312921.3
OG0005971	XP_033339623.1, XP_033339628.1	XP_315342.3
OG0005972	XP_033341131.1	XP_321994.5
OG0005973	XP_033332406.1	XP_308350.2
OG0005974	XP_033329833.1	XP_308441.4
OG0005975	XP_033324079.1	XP_318437.3
OG0005976	XP_033338999.1	XP_319573.4
OG0005977	XP_033322648.1	XP_003435736.1
OG0005978	XP_033324000.1	XP_314355.4
OG0005979	XP_033333752.1	XP_321323.3
OG0005981	XP_033333655.1	XP_319347.2
OG0005982	XP_033333608.1	XP_001237213.1
OG0005983	XP_033340697.1	XP_309929.3
OG0005984	XP_033322325.1	XP_311211.5
OG0005985	XP_033325979.1	XP_317419.4
OG0005986	XP_033338108.1	XP_316306.3
OG0005987	XP_033340634.1	XP_001688635.1
OG0005988	XP_033330577.1	XP_308018.4
OG0005989	XP_033337026.1	XP_308418.4
OG0005990	XP_033334266.1	XP_317151.4
OG0005991	XP_033324435.1	XP_321527.2
OG0005992	XP_033321056.1	XP_558141.3
OG0005993	XP_033329260.1	XP_317836.3
OG0005994	XP_033326445.1	XP_001238545.2
OG0005995	XP_033338586.1	XP_308101.3
OG0005996	XP_033327578.1	XP_314715.3
OG0005997	XP_033333209.1	XP_319155.2
OG0005999	XP_033338310.1	XP_311981.5
OG0006000	XP_033322322.1	XP_311295.4
OG0006001	XP_033341310.1	XP_310192.3
OG0006003	XP_033337994.1	XP_312519.3
OG0006004	XP_033332753.1	XP_317017.4
OG0006005	XP_033332628.1	XP_316595.4
OG0006006	XP_033333464.1	XP_321082.5, XP_003435983.1
OG0006007	XP_033327017.1	XP_003436548.1, XP_313423.5
OG0006008	XP_033340688.1	XP_321399.5
OG0006009	XP_033340172.1, XP_033340173.1	XP_308135.4
OG0006010	XP_033339666.1	XP_560072.4
OG0006011	XP_033341717.1	XP_317717.3
OG0006012	XP_033341860.1	XP_312197.3
OG0006013	XP_033335444.1	XP_311858.5
OG0006014	XP_033334296.1	XP_319649.4
OG0006015	XP_033339779.1	XP_311424.1
OG0006016	XP_033339973.1	XP_314636.3
OG0006017	XP_033332041.1	XP_566290.4
OG0006018	XP_033332874.1	XP_001687753.2
OG0006019	XP_033325186.1	XP_321352.4
OG0006020	XP_033343128.1	XP_556934.3
OG0006021	XP_033341580.1	XP_321822.5
OG0006022	XP_033324488.1	XP_560198.4
OG0006023	XP_033328171.1	XP_312466.2
OG0006024	XP_033335613.1	XP_309524.4
OG0006025	XP_033339591.1	XP_307919.5
OG0006026	XP_033322454.1	XP_322015.3
OG0006028	XP_033334681.1	XP_311455.4
OG0006029	XP_033332606.1	XP_564621.3
OG0006030	XP_033341711.1	XP_319583.4
OG0006031	XP_033329063.1	XP_317220.3, XP_307671.3
OG0006032	XP_033335981.1	XP_319939.4
OG0006033	XP_033325239.1	XP_315419.5, XP_001688659.2
OG0006034	XP_033331918.1, XP_033331919.1	XP_318114.3
OG0006036	XP_033328469.1	XP_321782.4
OG0006037	XP_033326305.1	XP_308567.4
OG0006038	XP_033323723.1	XP_319464.4
OG0006039	XP_033327123.1	XP_001237172.1
OG0006040	XP_033341748.1	XP_320467.4
OG0006042	XP_033339536.1, XP_033339534.1	XP_308792.4
OG0006043	XP_033341527.1	XP_316344.4
OG0006044	XP_033332303.1, XP_033337354.1	XP_315527.3
OG0006045	XP_033333745.1	XP_321324.2
OG0006046	XP_033332740.1	XP_313818.4
OG0006047	XP_033335035.1	XP_319728.4
OG0006048	XP_033333726.1	XP_320719.3
OG0006049	XP_033333122.1	XP_309566.4
OG0006050	XP_033334107.1	XP_311900.4
OG0006051	XP_033339505.1	XP_317666.4
OG0006052	XP_033325893.1	XP_317609.3
OG0006053	XP_033341176.1	XP_312571.3, XP_003436104.1
OG0006054	XP_033322093.1	XP_315435.4
OG0006055	XP_033328452.1	XP_312429.5
OG0006056	XP_033339195.1	XP_317753.4
OG0006057	XP_033340119.1	XP_319596.4
OG0006058	XP_033338604.1	XP_316473.2
OG0006059	XP_033342434.1	XP_319454.4
OG0006060	XP_033326168.1	XP_552222.3
OG0006061	XP_033322941.1	XP_309679.5
OG0006062	XP_033327192.1	XP_320688.4
OG0006063	XP_033326529.1	XP_312441.4
OG0006064	XP_033341342.1	XP_312882.5
OG0006065	XP_033333944.1	XP_317279.4
OG0006066	XP_033330740.1	XP_312321.5
OG0006067	XP_033334046.1	XP_312390.4
OG0006068	XP_033339078.1	XP_316217.3
OG0006069	XP_033341284.1	XP_317558.4
OG0006070	XP_033326969.1	XP_321844.5
OG0006071	XP_033326832.1	XP_312594.1
OG0006072	XP_033336476.1	XP_310529.5
OG0006073	XP_033342026.1	XP_559033.3
OG0006074	XP_033328351.1	XP_309991.2
OG0006075	XP_033339230.1	XP_310122.4, XP_307094.2
OG0006076	XP_033334949.1	XP_312315.5
OG0006077	XP_033341306.1	XP_564713.3
OG0006078	XP_033331193.1	XP_318953.4
OG0006079	XP_033332622.1	XP_311489.4
OG0006080	XP_033340600.1	XP_315698.4
OG0006081	XP_033341367.1	XP_310354.1
OG0006082	XP_033338503.1	XP_314553.3
OG0006083	XP_033330311.1	XP_314172.1
OG0006084	XP_033332199.1	XP_321536.5
OG0006085	XP_033324115.1	XP_309541.4
OG0006086	XP_033328729.1	XP_315463.3
OG0006087	XP_033336913.1	XP_317270.4
OG0006088	XP_033324245.1	XP_003436507.1, XP_313256.2
OG0006089	XP_033333125.1	XP_317855.2
OG0006090	XP_033342827.1	XP_320147.4
OG0006091	XP_033337408.1	XP_312401.5
OG0006092	XP_033323878.1	XP_315563.4
OG0006093	XP_033330710.1	XP_309311.4
OG0006094	XP_033328921.1	XP_318814.4
OG0006095	XP_033324080.1	XP_308662.1
OG0006096	XP_033325320.1	XP_310914.4
OG0006097	XP_033340851.1	XP_308048.5
OG0006098	XP_033334278.1	XP_309832.4
OG0006099	XP_033337561.1, XP_033339940.1	XP_312236.5
OG0006100	XP_033342451.1, XP_033342452.1	XP_321446.3
OG0006101	XP_033322741.1	XP_001689239.1
OG0006102	XP_033329837.1	XP_310695.4
OG0006103	XP_033334303.1	XP_317368.3
OG0006104	XP_033328738.1	XP_553580.3
OG0006105	XP_033334147.1	XP_320947.5
OG0006106	XP_033341074.1	XP_003436228.1
OG0006107	XP_033329545.1	XP_313727.3
OG0006108	XP_033325275.1	XP_003435756.1, XP_322013.5
OG0006109	XP_033334860.1	XP_320597.3
OG0006110	XP_033329399.1	XP_309899.3
OG0006111	XP_033324724.1	XP_320945.5
OG0006112	XP_033340774.1	XP_315542.3
OG0006113	XP_033338936.1	XP_312937.5
OG0006114	XP_033331660.1	XP_307940.5
OG0006116	XP_033321160.1	XP_308293.4
OG0006118	XP_033336221.1	XP_560205.4
OG0006119	XP_033324025.1	XP_312577.3
OG0006120	XP_033335713.1	XP_317062.4
OG0006121	XP_033337021.1	XP_307284.3, XP_551203.4
OG0006123	XP_033326087.1	XP_308395.4
OG0006124	XP_033327983.1	XP_317207.2
OG0006125	XP_033330228.1	XP_315964.4
OG0006126	XP_033335292.1	XP_317113.3
OG0006127	XP_033327785.1, XP_033327786.1	XP_320715.3
OG0006128	XP_033330267.1	XP_315966.4
OG0006130	XP_033337343.1	XP_317055.4
OG0006131	XP_033339731.1	XP_003436396.1, XP_312792.5
OG0006134	XP_033321686.1	XP_312605.5, XP_003436095.1
OG0006135	XP_033326837.1	XP_319386.4
OG0006136	XP_033328154.1	XP_319489.4
OG0006137	XP_033330283.1	XP_316891.5
OG0006138	XP_033325375.1	XP_314316.4
OG0006139	XP_033335201.1	XP_314811.4
OG0006140	XP_033337564.1	XP_307850.4
OG0006141	XP_033327726.1	XP_318752.4
OG0006142	XP_033331365.1	XP_001689304.1
OG0006143	XP_033339672.1	XP_001237874.2
OG0006144	XP_033338499.1	XP_311956.5
OG0006145	XP_033336609.1	XP_320748.3
OG0006147	XP_033340764.1	XP_312628.5
OG0006149	XP_033333977.1	XP_320712.4
OG0006150	XP_033332686.1	XP_318073.4, XP_001689095.1
OG0006151	XP_033335711.1	XP_001689206.1
OG0006152	XP_033333517.1	XP_316684.3, XP_001688944.1
OG0006153	XP_033321543.1	XP_318500.4
OG0006154	XP_033323715.1	XP_310920.4
OG0006155	XP_033327161.1	XP_320791.4
OG0006156	XP_033340875.1	XP_317735.4
OG0006157	XP_033328683.1	XP_003436037.1, XP_320907.4
OG0006158	XP_033325170.1	XP_001688962.1
OG0006159	XP_033329359.1	XP_307982.5
OG0006160	XP_033322304.1, XP_033322305.1	XP_318524.3
OG0006161	XP_033331315.1	XP_319944.4
OG0006162	XP_033333111.1	XP_321883.4
OG0006164	XP_033323306.1	XP_317165.4
OG0006165	XP_033323312.1	XP_316904.4, XP_316905.3
OG0006166	XP_033338651.1	XP_309798.4
OG0006167	XP_033325106.1	XP_564675.3
OG0006168	XP_033328512.1	XP_001237943.1, XP_564527.3
OG0006169	XP_033330357.1	XP_319940.4
OG0006170	XP_033323997.1	XP_310791.5
OG0006171	XP_033321784.1	XP_318287.4
OG0006172	XP_033326170.1, XP_033326160.1	XP_310168.3
OG0006173	XP_033340236.1	XP_311756.5
OG0006174	XP_033341606.1	XP_001237540.3
OG0006175	XP_033342169.1	XP_313843.5
OG0006176	XP_033339525.1	XP_307419.2
OG0006177	XP_033341988.1	XP_310422.5
OG0006178	XP_033325030.1	XP_310816.5
OG0006180	XP_033336576.1	XP_308444.4
OG0006181	XP_033339389.1	XP_001688662.1
OG0006182	XP_033337820.1	XP_312280.3
OG0006183	XP_033334019.1	XP_312407.2
OG0006184	XP_033327354.1	XP_310082.4
OG0006185	XP_033337847.1, XP_033337846.1	XP_001238049.2
OG0006186	XP_033340439.1	XP_315024.4
OG0006187	XP_033327029.1	XP_316810.5
OG0006188	XP_033336143.1	XP_001238516.3
OG0006189	XP_033339395.1	XP_313459.5
OG0006191	XP_033332095.1	XP_311951.4
OG0006193	XP_033337754.1	XP_321602.5
OG0006194	XP_033324939.1	XP_309500.4, XP_564375.2
OG0006195	XP_033329262.1	XP_321688.4
OG0006196	XP_033336600.1	XP_310191.2
OG0006197	XP_033326385.1	XP_311953.3
OG0006199	XP_033335141.1	XP_318824.2
OG0006200	XP_033338332.1	XP_308011.5
OG0006201	XP_033324851.1	XP_311002.5
OG0006202	XP_033323124.1	XP_320865.4
OG0006203	XP_033339339.1	XP_320779.3
OG0006204	XP_033339105.1	XP_307416.4
OG0006205	XP_033341761.1	XP_309336.4
OG0006206	XP_033341341.1	XP_001689321.2
OG0006207	XP_033330800.1, XP_033330799.1, XP_033330801.1	XP_316268.4
OG0006208	XP_033341608.1	XP_313605.4
OG0006209	XP_033330168.1	XP_314653.4
OG0006210	XP_033326813.1	XP_315219.5
OG0006211	XP_033333791.1	XP_321547.3
OG0006212	XP_033342978.1	XP_320382.3
OG0006213	XP_033335470.1	XP_557166.3, XP_001688884.1
OG0006215	XP_033337662.1	XP_309476.2
OG0006216	XP_033340361.1, XP_033340362.1	XP_319655.2
OG0006217	XP_033342528.1	XP_312782.3
OG0006218	XP_033330497.1	XP_559505.6
OG0006219	XP_033323948.1	XP_309949.3, XP_310465.3
OG0006220	XP_033340537.1	XP_315901.4
OG0006221	XP_033339489.1	XP_001688349.2
OG0006222	XP_033326264.1	XP_317111.1
OG0006223	XP_033321492.1	XP_311512.4
OG0006225	XP_033335138.1	XP_312160.4
OG0006226	XP_033336067.1	XP_550737.3
OG0006228	XP_033325699.1	XP_312173.2
OG0006229	XP_033341557.1	XP_314720.1
OG0006230	XP_033323860.1	XP_315436.3
OG0006231	XP_033341153.1	XP_318627.4
OG0006232	XP_033329481.1	XP_312491.4
OG0006233	XP_033323620.1, XP_033323619.1	XP_309512.3
OG0006234	XP_033343083.1	XP_315581.4
OG0006235	XP_033332799.1	XP_319930.4
OG0006236	XP_033340680.1	XP_310648.3
OG0006237	XP_033324443.1, XP_033324403.1	XP_312877.4
OG0006238	XP_033327720.1	XP_307895.3
OG0006239	XP_033335927.1	XP_003435846.1, XP_321663.4
OG0006240	XP_033322620.1	XP_001689336.2
OG0006241	XP_033339571.1	XP_315097.4
OG0006242	XP_033332621.1	XP_311595.3
OG0006245	XP_033335809.1	XP_309997.3
OG0006246	XP_033341607.1	XP_312222.2
OG0006247	XP_033338235.1	XP_001237635.3
OG0006248	XP_033324888.1, XP_033324649.1	XP_315218.4
OG0006249	XP_033328138.1	XP_318327.5, XP_003437215.1
OG0006250	XP_033331718.1	XP_556482.2
OG0006251	XP_033340694.1	XP_314741.3
OG0006252	XP_033330988.1	XP_319856.4
OG0006253	XP_033321143.1	XP_320993.2
OG0006254	XP_033331190.1	XP_308493.4
OG0006255	XP_033336618.1	XP_313427.5
OG0006257	XP_033340182.1	XP_319446.4
OG0006258	XP_033339207.1, XP_033339220.1	XP_316733.3
OG0006259	XP_033337814.1	XP_308815.4
OG0006260	XP_033329725.1	XP_001689384.2
OG0006261	XP_033336510.1	XP_312846.5
OG0006263	XP_033328428.1, XP_033328396.1	XP_308719.3
OG0006264	XP_033333098.1	XP_309651.5
OG0006265	XP_033331206.1, XP_033331205.1	XP_003436518.1
OG0006266	XP_033332884.1	XP_318917.4
OG0006267	XP_033337463.1	XP_320716.4
OG0006268	XP_033326298.1	XP_001230547.1, XP_314301.3
OG0006269	XP_033326331.1	XP_551697.4
OG0006270	XP_033341985.1	XP_312548.5
OG0006271	XP_033334785.1	XP_311257.2
OG0006273	XP_033335458.1, XP_033335459.1	XP_313813.5
OG0006274	XP_033332699.1	XP_315054.2
OG0006275	XP_033331590.1	XP_318369.5
OG0006276	XP_033333103.1	XP_316505.3, XP_001688877.1
OG0006277	XP_033322432.1	XP_318355.4
OG0006278	XP_033322988.1	XP_314652.2
OG0006279	XP_033334795.1	XP_314728.3
OG0006280	XP_033337734.1	XP_312452.4
OG0006282	XP_033323352.1	XP_001689261.1
OG0006283	XP_033327191.1	XP_320602.4
OG0006284	XP_033321984.1	XP_313083.5
OG0006285	XP_033328930.1	XP_319000.3
OG0006286	XP_033340679.1	XP_317958.4
OG0006287	XP_033335969.1	XP_321256.5
OG0006288	XP_033332127.1	XP_310874.5
OG0006289	XP_033336737.1	XP_308001.3
OG0006290	XP_033334537.1	XP_320421.3
OG0006291	XP_033334182.1	XP_313400.3
OG0006292	XP_033339352.1	XP_310815.3
OG0006293	XP_033322928.1	XP_313191.5
OG0006294	XP_033324442.1	XP_321845.5
OG0006295	XP_033334657.1	XP_317209.4
OG0006296	XP_033321643.1	XP_310189.4
OG0006297	XP_033330032.1	XP_318422.5
OG0006298	XP_033324829.1	XP_314913.2
OG0006299	XP_033326458.1	XP_310994.5
OG0006300	XP_033333488.1	XP_001237548.2
OG0006301	XP_033340565.1	XP_316333.3
OG0006302	XP_033338924.1	XP_311937.4
OG0006303	XP_033326418.1	XP_565200.3
OG0006304	XP_033336930.1	XP_319677.2
OG0006305	XP_033326254.1	XP_310961.4
OG0006306	XP_033341646.1	XP_316235.2
OG0006307	XP_033327413.1	XP_321837.3
OG0006308	XP_033333968.1	XP_308012.5
OG0006309	XP_033336865.1	XP_001688498.1, XP_313985.4
OG0006310	XP_033340637.1	XP_310128.4
OG0006311	XP_033335761.1	XP_316158.3
OG0006312	XP_033334383.1	XP_314892.4
OG0006313	XP_033341411.1	XP_321726.5
OG0006314	XP_033327840.1	XP_001688808.1, XP_316223.4
OG0006315	XP_033326096.1	XP_315109.3
OG0006316	XP_033341829.1	XP_321804.3
OG0006317	XP_033330484.1	XP_308231.4
OG0006318	XP_033338543.1	XP_003436534.1
OG0006319	XP_033329465.1	XP_313987.1
OG0006320	XP_033332598.1	XP_311344.3
OG0006322	XP_033333011.1	XP_320385.4
OG0006323	XP_033334754.1	XP_314880.2
OG0006324	XP_033324741.1	XP_314526.3
OG0006325	XP_033337635.1	XP_310002.4
OG0006326	XP_033333569.1	XP_317652.4
OG0006327	XP_033325599.1	XP_308633.4
OG0006328	XP_033339299.1	XP_313960.3
OG0006329	XP_033342162.1	XP_308544.4
OG0006330	XP_033336190.1	XP_318637.4
OG0006331	XP_033335681.1	XP_314314.1
OG0006332	XP_033335168.1	XP_321841.2
OG0006333	XP_033322232.1, XP_033322244.1	XP_315383.4
OG0006334	XP_033322582.1	XP_320366.3
OG0006335	XP_033336944.1	XP_317919.4
OG0006337	XP_033325589.1	XP_321878.4
OG0006338	XP_033324862.1	XP_313880.5
OG0006339	XP_033321546.1, XP_033321547.1	XP_312769.5
OG0006343	XP_033337551.1	XP_317217.4
OG0006344	XP_033325702.1	XP_311909.5
OG0006345	XP_033341935.1	XP_003436681.1
OG0006346	XP_033327166.1	XP_313298.3
OG0006347	XP_033331875.1	XP_316057.3
OG0006348	XP_033331304.1, XP_033340603.1	XP_316311.4
OG0006350	XP_033340026.1	XP_320388.3
OG0006351	XP_033324494.1	XP_311732.5
OG0006355	XP_033327384.1	XP_312849.5
OG0006356	XP_033334067.1	XP_001689118.2
OG0006357	XP_033332736.1	XP_318507.4
OG0006358	XP_033325655.1	XP_316422.3
OG0006359	XP_033337585.1	XP_320119.6
OG0006360	XP_033329234.1	XP_308801.3
OG0006361	XP_033336215.1	XP_322034.3
OG0006362	XP_033329149.1	XP_317131.4
OG0006363	XP_033340808.1	XP_001688557.1
OG0006364	XP_033321326.1	XP_308108.5, XP_003436646.1
OG0006367	XP_033329983.1	XP_311146.5
OG0006368	XP_033336368.1	XP_321043.4
OG0006369	XP_033329892.1	XP_319023.4
OG0006370	XP_033336462.1, XP_033336458.1	XP_552528.1
OG0006371	XP_033326539.1	XP_553120.3, XP_001238233.2
OG0006372	XP_033330752.1	XP_003436924.1
OG0006373	XP_033330223.1	XP_319093.4
OG0006374	XP_033330625.1	XP_308470.4
OG0006375	XP_033342200.1	XP_320698.3
OG0006377	XP_033328377.1	XP_308953.4, XP_001688142.1
OG0006378	XP_033335356.1	XP_001237735.1
OG0006379	XP_033331435.1	XP_316922.3
OG0006380	XP_033332035.1	XP_312234.5
OG0006381	XP_033336589.1	XP_551886.3
OG0006382	XP_033329852.1	XP_001688719.1, XP_315746.3
OG0006383	XP_033341056.1	XP_317043.4
OG0006384	XP_033335152.1	XP_321629.5
OG0006385	XP_033321360.1	XP_317309.4
OG0006388	XP_033321600.1	XP_320668.4
OG0006389	XP_033330370.1, XP_033339559.1	XP_321134.5
OG0006390	XP_033333627.1	XP_314766.4
OG0006391	XP_033321786.1	XP_554654.3
OG0006392	XP_033332347.1, XP_033332339.1	XP_310014.4
OG0006393	XP_033330673.1	XP_319021.3
OG0006394	XP_033340197.1, XP_033340145.1	XP_554753.3
OG0006396	XP_033325690.1	XP_003436252.1, XP_312097.5
OG0006397	XP_033325114.1	XP_557743.2
OG0006398	XP_033342199.1	XP_001237950.2
OG0006399	XP_033323196.1	XP_309117.5
OG0006400	XP_033329296.1	XP_308919.3
OG0006401	XP_033329484.1	XP_565616.4, XP_003436061.1
OG0006403	XP_033331650.1	XP_001687882.2, XP_308283.5
OG0006404	XP_033323576.1	XP_319897.4
OG0006405	XP_033331209.1	XP_315969.4
OG0006406	XP_033341865.1	XP_550715.2
OG0006407	XP_033337594.1	XP_320523.4
OG0006408	XP_033329321.1	XP_564631.3
OG0006409	XP_033335175.1	XP_313783.5
OG0006410	XP_033323427.1, XP_033323423.1	XP_319327.2
OG0006412	XP_033329909.1	XP_309515.4
OG0006413	XP_033330315.1	XP_317233.4
OG0006414	XP_033325672.1	XP_316438.5
OG0006415	XP_033337699.1	XP_312428.5
OG0006416	XP_033341114.1	XP_318822.4
OG0006417	XP_033325382.1	XP_314764.4
OG0006418	XP_033330872.1	XP_001238303.2
OG0006419	XP_033332826.1	XP_003435974.1
