Orthogroup	Megalopta_genalis	Megachile_rotundata
OG0006754	XP_033324969.1	XP_003701420.1
OG0006755	XP_033333886.1	XP_012148573.1
OG0006759	XP_033331277.1, XP_033331276.1, XP_033331274.1, XP_033331278.1	XP_012147328.1
OG0006760	XP_033332744.1	XP_012141294.1
OG0006761	XP_033327932.1	XP_003700073.1
OG0006762	XP_033337640.1, XP_033337639.1	XP_012149510.1
OG0006763	XP_033339437.1	XP_012137294.1, XP_012137293.1, XP_012137292.1, XP_012137291.1, XP_003701848.1
OG0006764	XP_033342852.1, XP_033342851.1	XP_012154373.1
OG0006765	XP_033321832.1	XP_003708209.1
OG0006766	XP_033330814.1	XP_003702865.1, XP_012139373.1, XP_012139374.1
OG0006768	XP_033330916.1, XP_033330828.1	XP_003702757.1
OG0006769	XP_033334321.1, XP_033334320.1, XP_033334319.1	XP_003705718.1
OG0006770	XP_033322625.1, XP_033322624.1, XP_033322623.1	XP_003705840.1
OG0006771	XP_033327281.1	XP_003701236.1
OG0006772	XP_033332954.1	XP_012150350.1
OG0006774	XP_033324535.1, XP_033324536.1, XP_033324533.1, XP_033324534.1	XP_012153308.1, XP_012153329.1, XP_012153323.1, XP_012153302.1, XP_012153317.1
OG0006775	XP_033332932.1	XP_012150623.1
OG0006776	XP_033335680.1	XP_003702913.1
OG0006777	XP_033321093.1, XP_033321092.1	XP_012140548.1, XP_012140549.1
OG0006778	XP_033328480.1, XP_033340295.1	XP_012137864.1
OG0006779	XP_033341786.1	XP_012153713.1
OG0006780	XP_033338097.1	XP_012147423.1
OG0006782	XP_033321179.1	XP_003701888.1
OG0006784	XP_033321851.1	XP_012147195.1
OG0006785	XP_033339698.1	XP_012137323.1
OG0006786	XP_033333401.1	XP_012150788.1
OG0006787	XP_033333420.1	XP_003699598.1
OG0006788	XP_033321170.1, XP_033339852.1, XP_033321141.1	XP_012152505.1
OG0006790	XP_033330234.1	XP_012143113.1
OG0006791	XP_033336475.1	XP_003708310.1
OG0006792	XP_033342010.1	XP_012153396.1, XP_012153422.1
OG0006793	XP_033331015.1	XP_012143944.1
OG0006798	XP_033338474.1	XP_003700673.1
OG0006799	XP_033329695.1	XP_003705829.1
OG0006800	XP_033323108.1	XP_003708077.1
OG0006801	XP_033329750.1	XP_003700810.1
OG0006803	XP_033333021.1	XP_012144046.1
OG0006804	XP_033329227.1	XP_003703505.1
OG0006805	XP_033332249.1	XP_003704241.1
OG0006806	XP_033329339.1	XP_012141265.1
OG0006807	XP_033335881.1	XP_003702854.1
OG0006808	XP_033326544.1	XP_003706204.1
OG0006809	XP_033331597.1	XP_003701956.1
OG0006810	XP_033334980.1	XP_003701004.1
OG0006811	XP_033329631.1	XP_003706350.1
OG0006812	XP_033342356.1	XP_012154456.1
OG0006813	XP_033336505.1	XP_003708284.2
OG0006814	XP_033337698.1	XP_012143306.1
OG0006815	XP_033332062.1	XP_003704189.1
OG0006816	XP_033334439.1	XP_012135294.1
OG0006817	XP_033330321.1	XP_003706485.1
OG0006818	XP_033340066.1	XP_003704633.1
OG0006819	XP_033341913.1	XP_003701551.1
OG0006820	XP_033337464.1	XP_003705066.1
OG0006821	XP_033339611.1	XP_003699785.1
OG0006822	XP_033337735.1	XP_012135452.1
OG0006824	XP_033325624.1	XP_003700365.1
OG0006825	XP_033336558.1	XP_012139789.1
OG0006826	XP_033338877.1	XP_003700534.1
OG0006827	XP_033334696.1	XP_003700619.1
OG0006828	XP_033340263.1	XP_003705510.1
OG0006829	XP_033340403.1	XP_003702104.1
OG0006830	XP_033336887.1	XP_012152787.1, XP_003708405.1
OG0006831	XP_033335742.1	XP_003702760.1
OG0006832	XP_033334114.1	XP_003700952.1
OG0006833	XP_033335779.1	XP_012139701.1
OG0006834	XP_033339726.1	XP_003701664.1
OG0006835	XP_033332660.1	XP_003702491.1
OG0006836	XP_033327196.1	XP_003699427.1
OG0006837	XP_033322272.1, XP_033322273.1	XP_012146960.1
OG0006838	XP_033340862.1	XP_003702515.1
OG0006840	XP_033340275.1	XP_003705505.1
OG0006841	XP_033327371.1	XP_003705102.1
OG0006842	XP_033330086.1	XP_003708522.1
OG0006843	XP_033322757.1	XP_003701750.1
OG0006844	XP_033325555.1	XP_003699728.1
OG0006845	XP_033329952.1	XP_003701270.1
OG0006846	XP_033337094.1	XP_003701673.1
OG0006847	XP_033340544.1	XP_003702056.1
OG0006848	XP_033327940.1	XP_003705775.1
OG0006849	XP_033330000.1	XP_003704908.1
OG0006850	XP_033340131.1	XP_003703782.1
OG0006851	XP_033341495.1	XP_012141928.1
OG0006852	XP_033336690.1	XP_003702828.1
OG0006853	XP_033335888.1	XP_003702941.1
OG0006854	XP_033326610.1	XP_012136167.1
OG0006855	XP_033338307.1	XP_003701344.1
OG0006856	XP_033341204.1	XP_003706365.1
OG0006858	XP_033330426.1	XP_003707070.2
OG0006859	XP_033336665.1	XP_003699835.1
OG0006860	XP_033324029.1	XP_003705473.1
OG0006861	XP_033336109.1	XP_012139394.1, XP_012139395.1
OG0006862	XP_033322046.1	XP_003699851.1
OG0006863	XP_033323727.1	XP_003706650.1
OG0006865	XP_033342853.1	XP_012154350.1
OG0006866	XP_033340958.1	XP_012153344.1
OG0006867	XP_033322760.1	XP_012142009.1
OG0006868	XP_033341744.1	XP_003701696.1
OG0006869	XP_033323951.1	XP_003705475.2
OG0006870	XP_033324967.1	XP_003701441.1
OG0006871	XP_033327246.1	XP_003699695.1
OG0006872	XP_033340079.1	XP_003706427.1
OG0006873	XP_033337447.1, XP_033337448.1	XP_003701174.1
OG0006874	XP_033337327.1	XP_012135605.1
OG0006875	XP_033342854.1	XP_003699233.1
OG0006876	XP_033340248.1	XP_012143714.1
OG0006877	XP_033328750.1	XP_003704476.1
OG0006878	XP_033342492.1	XP_003700570.1
OG0006879	XP_033324979.1	XP_003708643.1
OG0006881	XP_033332800.1, XP_033332801.1, XP_033332802.1	XP_003704831.1
OG0006882	XP_033324219.1	XP_003707262.1
OG0006883	XP_033325990.1	XP_003700372.1
OG0006884	XP_033323632.1	XP_003701558.1
OG0006885	XP_033342323.1	XP_003699984.1
OG0006886	XP_033337615.1, XP_033337614.1	XP_012135635.1
OG0006887	XP_033321481.1	XP_012135080.1
OG0006888	XP_033330815.1	XP_003702873.1
OG0006889	XP_033333299.1	XP_012144160.1
OG0006890	XP_033326080.1	XP_003706793.1
OG0006891	XP_033333851.1	XP_003703910.2
OG0006892	XP_033331100.1	XP_003703148.1
OG0006893	XP_033342489.1	XP_012154504.1
OG0006895	XP_033337480.1	XP_003701143.1
OG0006896	XP_033321427.1	XP_003705273.1
OG0006897	XP_033324835.1	XP_003701396.1
OG0006898	XP_033333884.1	XP_012136811.1
OG0006899	XP_033329312.1	XP_012140926.1
OG0006900	XP_033325448.1	XP_003706878.1
OG0006902	XP_033342813.1	XP_003707729.1
OG0006903	XP_033323116.1	XP_003705174.1
OG0006904	XP_033330149.1	XP_003704250.1
OG0006905	XP_033341126.1	XP_012151591.1
OG0006906	XP_033328208.1	XP_003707268.1
OG0006907	XP_033333955.1	XP_012150410.1
OG0006909	XP_033336291.1	XP_012139687.1
OG0006910	XP_033326515.1	XP_012147612.1
OG0006911	XP_033330932.1	XP_012143492.1
OG0006912	XP_033333947.1	XP_003707582.2
OG0006913	XP_033324444.1	XP_012147776.1
OG0006914	XP_033340116.1	XP_003706669.1
OG0006915	XP_033328880.1	XP_003705052.1
OG0006916	XP_033326581.1	XP_012136911.1
OG0006917	XP_033334850.1	XP_012135253.1
OG0006918	XP_033338335.1	XP_003705184.1
OG0006921	XP_033332392.1	XP_003705652.1
OG0006922	XP_033341307.1	XP_012153345.1
OG0006923	XP_033325785.1	XP_003706930.1
OG0006924	XP_033332602.1	XP_003701127.1
OG0006925	XP_033323481.1	XP_003703027.1
OG0006926	XP_033329267.1	XP_012141120.1
OG0006927	XP_033328453.1	XP_003704272.1
OG0006928	XP_033329519.1	XP_012141267.1
OG0006929	XP_033337862.1	XP_012135938.1
OG0006930	XP_033329747.1	XP_003704845.2
OG0006931	XP_033334901.1	XP_003707739.1
OG0006932	XP_033324633.1	XP_003705994.1
OG0006933	XP_033336537.1	XP_012136863.1
OG0006934	XP_033326336.1	XP_012144425.1
OG0006935	XP_033333001.1	XP_003705645.1
OG0006936	XP_033336693.1	XP_012139722.1
OG0006937	XP_033342517.1	XP_003708543.1
OG0006938	XP_033326723.1	XP_012147453.1
OG0006940	XP_033335667.1	XP_003708287.1
OG0006941	XP_033335972.1	XP_003702920.1
OG0006942	XP_033327877.1	XP_012149777.1, XP_012149778.1
OG0006943	XP_033340876.1	XP_003707032.1
OG0006944	XP_033327999.1	XP_012152318.1
OG0006945	XP_033340616.1	XP_012140251.1
OG0006946	XP_033333763.1	XP_003700032.1
OG0006947	XP_033334157.1	XP_003701450.2, XP_012136527.1
OG0006948	XP_033335653.1	XP_003702844.1
OG0006949	XP_033334918.1	XP_003707682.1
OG0006950	XP_033343069.1	XP_003708577.1
OG0006951	XP_033330078.1	XP_003701309.1
OG0006952	XP_033329607.1	XP_003703521.1
OG0006953	XP_033341618.1	XP_012142574.1
OG0006954	XP_033341392.1	XP_012151626.1
OG0006955	XP_033325447.1	XP_012138499.1
OG0006956	XP_033326497.1	XP_003699211.1
OG0006958	XP_033342292.1	XP_003699945.1
OG0006959	XP_033339982.1	XP_012153028.1
OG0006960	XP_033328397.1	XP_003702048.1
OG0006961	XP_033324637.1	XP_012141821.1
OG0006962	XP_033336886.1	XP_003708410.1
OG0006963	XP_033335587.1	XP_003700404.1
OG0006964	XP_033340225.1	XP_012138133.1
OG0006965	XP_033342833.1	XP_003700561.1
OG0006966	XP_033333450.1	XP_012137746.1
OG0006967	XP_033327169.1	XP_012138315.1
OG0006968	XP_033322371.1	XP_012153235.1
OG0006969	XP_033329927.1	XP_003705523.1
OG0006970	XP_033333535.1	XP_003707146.1
OG0006971	XP_033327423.1	XP_012135761.1
OG0006972	XP_033323492.1	XP_012148197.1
OG0006973	XP_033332863.1	XP_003703693.1
OG0006974	XP_033336315.1	XP_012152648.1
OG0006975	XP_033335660.1	XP_012152659.1
OG0006976	XP_033332007.1	XP_003703122.1
OG0006977	XP_033336244.1, XP_033336617.1	XP_003707156.1
OG0006978	XP_033329225.1	XP_012148266.1
OG0006979	XP_033328459.1	XP_003703140.1
OG0006980	XP_033335332.1	XP_012136098.1
OG0006981	XP_033337130.1	XP_003702117.1
OG0006982	XP_033342691.1	XP_012154501.1, XP_012154492.1
OG0006983	XP_033328656.1	XP_012137811.1
OG0006984	XP_033326139.1	XP_012141898.1
OG0006985	XP_033320774.1, XP_033333798.1	XP_012136882.1
OG0006986	XP_033340192.1	XP_012147967.1
OG0006987	XP_033340564.1	XP_003699409.1
OG0006988	XP_033324205.1	XP_003707468.1
OG0006989	XP_033331271.1, XP_033331185.1	XP_003706074.2
OG0006990	XP_033337082.1	XP_012152853.1
OG0006991	XP_033321838.1	XP_012152384.1
OG0006992	XP_033341438.1	XP_003707938.1
OG0006993	XP_033330823.1	XP_012151907.1
OG0006994	XP_033328078.1	XP_003707362.1
OG0006995	XP_033322486.1	XP_012147271.1
OG0006997	XP_033338512.1, XP_033338511.1, XP_033338513.1	XP_012134843.1
OG0006998	XP_033326875.1	XP_003703259.1
OG0006999	XP_033331334.1	XP_012144419.1
OG0007000	XP_033333118.1	XP_012145381.1
OG0007001	XP_033324944.1	XP_012148551.1
OG0007002	XP_033332211.1	XP_012140233.1
OG0007003	XP_033338960.1	XP_003701886.1
OG0007004	XP_033338064.1	XP_003706163.1
OG0007005	XP_033321760.1	XP_003708180.1
OG0007006	XP_033337166.1	XP_003707307.1
OG0007007	XP_033322883.1	XP_003703903.1
OG0007008	XP_033339379.1	XP_012142658.1
OG0007009	XP_033336898.1	XP_003708446.1
OG0007010	XP_033322690.1	XP_012146606.1
OG0007011	XP_033331613.1	XP_003706876.2, XP_012149153.1
OG0007012	XP_033327037.1	XP_012143101.1
OG0007013	XP_033327193.1	XP_003699480.1
OG0007014	XP_033321774.1	XP_003704027.1
OG0007015	XP_033332957.1	XP_012141575.1
OG0007016	XP_033324145.1	XP_003699487.1
OG0007017	XP_033328723.1	XP_003702205.1
OG0007018	XP_033339529.1	XP_003700250.1
OG0007019	XP_033337606.1	XP_003701266.1
OG0007020	XP_033324898.1	XP_012142370.1
OG0007021	XP_033321681.1, XP_033321682.1	XP_012151031.1
OG0007022	XP_033340136.1	XP_003706667.1
OG0007023	XP_033332070.1	XP_003706506.2
OG0007024	XP_033333214.1	XP_012141105.1
OG0007025	XP_033336850.1	XP_012143191.1
OG0007026	XP_033331581.1	XP_003699181.1
OG0007027	XP_033337419.1	XP_003701268.1
OG0007028	XP_033328761.1	XP_003705032.1
OG0007029	XP_033342231.1	XP_012154534.1
OG0007030	XP_033335891.1	XP_003702771.1
OG0007031	XP_033332149.1	XP_012142520.1
OG0007032	XP_033343108.1	XP_003703365.1
OG0007033	XP_033328694.1	XP_012147075.1
OG0007034	XP_033341083.1, XP_033341091.1	XP_012146790.1
OG0007035	XP_033327367.1	XP_003705135.1, XP_012144880.1
OG0007036	XP_033340337.1	XP_003706620.1
OG0007038	XP_033331042.1	XP_003704746.1
OG0007039	XP_033336582.1	XP_012144892.1
OG0007040	XP_033325460.1	XP_003706815.1
OG0007041	XP_033328280.1	XP_003707671.1
OG0007042	XP_033333774.1	XP_012150820.1, XP_012150777.1
OG0007043	XP_033340811.1	XP_012150978.1
OG0007044	XP_033343002.1	XP_003699244.1
OG0007045	XP_033326284.1	XP_003700525.1
OG0007047	XP_033335882.1	XP_003702851.1
OG0007048	XP_033339800.1	XP_003704776.1
OG0007050	XP_033341145.1	XP_003703822.1
OG0007051	XP_033335463.1	XP_012154254.1
OG0007052	XP_033335271.1	XP_003706080.2
OG0007053	XP_033325354.1	XP_012144592.1
OG0007054	XP_033331119.1	XP_012147020.1
OG0007055	XP_033329255.1	XP_003707488.1
OG0007056	XP_033324952.1	XP_003701407.1
OG0007057	XP_033322287.1	XP_012146976.1
OG0007058	XP_033325554.1	XP_012139030.1
OG0007059	XP_033339121.1	XP_003704220.2
OG0007060	XP_033335597.1	XP_003700263.1
OG0007061	XP_033323299.1	XP_003706138.1
OG0007062	XP_033328857.1	XP_003703722.1
OG0007063	XP_033334712.1	XP_012140379.1
OG0007064	XP_033326221.1	XP_012141840.1
OG0007066	XP_033323578.1	XP_012149900.1
OG0007067	XP_033335466.1	XP_003700423.1
OG0007068	XP_033329966.1	XP_012150460.1
OG0007069	XP_033330126.1	XP_003704338.1
OG0007070	XP_033323798.1	XP_003707579.1
OG0007071	XP_033329885.1	XP_003705018.2
OG0007072	XP_033332247.1	XP_003703118.1
OG0007073	XP_033335892.1	XP_012139547.1
OG0007074	XP_033332992.1	XP_012139665.1
OG0007076	XP_033326027.1	XP_003706797.1
OG0007077	XP_033324763.1	XP_003706005.1
OG0007078	XP_033337562.1, XP_033339941.1	XP_003705093.1
OG0007079	XP_033329834.1	XP_012152032.1
OG0007080	XP_033335671.1	XP_012137474.1
OG0007081	XP_033324491.1	XP_012137662.1
OG0007082	XP_033340968.1	XP_003706885.1
OG0007083	XP_033339493.1	XP_003701720.1
OG0007084	XP_033329715.1	XP_012147500.1
OG0007085	XP_033329116.1	XP_012140496.1
OG0007086	XP_033332617.1	XP_003702560.1
OG0007087	XP_033320856.1	XP_012150620.1, XP_003707630.1
OG0007088	XP_033337607.1	XP_003701264.1
OG0007089	XP_033340082.1	XP_012141863.1
OG0007090	XP_033333889.1	XP_012141963.1
OG0007091	XP_033323245.1	XP_003704038.1
OG0007092	XP_033338508.1	XP_012134837.1
OG0007093	XP_033321259.1	XP_003707279.1
OG0007094	XP_033325975.1	XP_003707551.2
OG0007095	XP_033340570.1	XP_012138132.1
OG0007096	XP_033322041.1	XP_012147005.1
OG0007097	XP_033340736.1	XP_003699646.1
OG0007098	XP_033341398.1	XP_003707967.1
OG0007099	XP_033321867.1	XP_003701116.1
OG0007100	XP_033329307.1	XP_012141159.1
OG0007101	XP_033328158.1	XP_012150281.1
OG0007103	XP_033327939.1	XP_003699936.1
OG0007104	XP_033334987.1	XP_003706351.1
OG0007105	XP_033324288.1	XP_012149951.1
OG0007106	XP_033331049.1	XP_003702430.1
OG0007107	XP_033321061.1	XP_003705889.1
OG0007108	XP_033323624.1	XP_012136631.1, XP_003701478.1
OG0007109	XP_033338686.1	XP_012154355.1
OG0007110	XP_033336905.1	XP_003703946.1
OG0007111	XP_033321735.1	XP_012146864.1
OG0007112	XP_033325908.1	XP_003705013.1
OG0007113	XP_033341304.1	XP_012151548.1
OG0007114	XP_033331228.1	XP_003705799.1
OG0007115	XP_033332566.1	XP_003702505.1
OG0007116	XP_033321755.1	XP_012147455.1
OG0007117	XP_033323331.1	XP_003699996.1
OG0007118	XP_033342596.1	XP_012150975.1
OG0007119	XP_033324031.1	XP_003704485.1
OG0007120	XP_033341634.1	XP_012143977.1
OG0007121	XP_033325118.1	XP_012134652.1
OG0007122	XP_033338781.1	XP_012154365.1
OG0007123	XP_033321979.1	XP_012146743.1
OG0007124	XP_033325515.1	XP_003699747.1
OG0007125	XP_033321581.1	XP_003701547.1
OG0007126	XP_033323618.1	XP_003700198.1
OG0007127	XP_033333173.1	XP_003703536.1
OG0007128	XP_033328534.1	XP_003703748.1
OG0007129	XP_033325706.1	XP_003706867.1
OG0007130	XP_033336891.1	XP_012152804.1
OG0007131	XP_033340526.1	XP_012146124.1
OG0007132	XP_033336408.1	XP_003708261.1
OG0007133	XP_033325948.1	XP_012149367.1
OG0007134	XP_033325884.1	XP_012139044.1
OG0007135	XP_033321854.1	XP_012147164.1
OG0007136	XP_033333827.1	XP_012152878.1
OG0007137	XP_033336661.1	XP_012145354.1
OG0007138	XP_033323023.1	XP_003703787.1
OG0007139	XP_033332037.1	XP_003704389.1
OG0007140	XP_033342697.1	XP_003700558.1
OG0007141	XP_033330250.1	XP_003704196.1
OG0007142	XP_033340542.1	XP_012138021.1
OG0007143	XP_033336371.1	XP_003708361.1
OG0007144	XP_033322548.1	XP_003706101.1
OG0007145	XP_033335709.1	XP_003701917.1
OG0007146	XP_033337932.1	XP_003705096.1
OG0007147	XP_033330847.1	XP_012139456.1
OG0007148	XP_033324830.1	XP_003699561.1
OG0007150	XP_033323117.1	XP_003701351.1
OG0007151	XP_033335315.1	XP_003704141.1
OG0007152	XP_033343067.1	XP_003699280.1
OG0007153	XP_033336734.1	XP_003707707.1
OG0007154	XP_033331665.1	XP_012153917.1
OG0007155	XP_033338578.1	XP_003700532.1
OG0007156	XP_033337574.1	XP_003701146.1
OG0007157	XP_033328915.1	XP_012151692.1, XP_012151689.1
OG0007158	XP_033340211.1	XP_012137962.1
OG0007159	XP_033334163.1	XP_003704256.1
OG0007160	XP_033336079.1	XP_003702846.1
OG0007161	XP_033340287.1	XP_003705506.1
OG0007162	XP_033339222.1	XP_012150025.1
OG0007163	XP_033322771.1	XP_003703278.2
OG0007164	XP_033333966.1	XP_003704087.2
OG0007165	XP_033330330.1	XP_003705142.1
OG0007166	XP_033331819.1	XP_012137894.1
OG0007168	XP_033323166.1	XP_003704030.1
OG0007169	XP_033326821.1	XP_003708474.1
OG0007170	XP_033328289.1	XP_003707672.1
OG0007171	XP_033341302.1	XP_003707974.1
OG0007172	XP_033328866.1	XP_003702008.1
OG0007173	XP_033321964.1	XP_003705014.1
OG0007174	XP_033338990.1	XP_003705268.1
OG0007175	XP_033322551.1	XP_012153636.1
OG0007176	XP_033336283.1	XP_003702796.1
OG0007178	XP_033338086.1	XP_003706225.1
OG0007179	XP_033342563.1	XP_012154406.1
OG0007180	XP_033322003.1	XP_012142202.1
OG0007181	XP_033324676.1	XP_003699674.2
OG0007182	XP_033326119.1	XP_012145558.1
OG0007183	XP_033321616.1	XP_012147202.1
OG0007184	XP_033329358.1	XP_003703482.1
OG0007185	XP_033338326.1	XP_012145247.1
OG0007186	XP_033325812.1	XP_012152305.1
OG0007187	XP_033341087.1	XP_003705539.1
OG0007188	XP_033342957.1	XP_012146398.1
OG0007189	XP_033340301.1	XP_012138079.1
OG0007190	XP_033340652.1	XP_003702176.1
OG0007192	XP_033337634.1	XP_003701193.1
OG0007193	XP_033332658.1	XP_003702543.1
OG0007194	XP_033339286.1, XP_033339341.1	XP_003704304.1, XP_012142652.1
OG0007195	XP_033321831.1	XP_012146975.1
OG0007196	XP_033337529.1	XP_003705295.1, XP_012145307.1
OG0007197	XP_033339263.1	XP_012139137.1
OG0007198	XP_033326267.1	XP_003704123.1
OG0007200	XP_033323722.1	XP_003705469.2
OG0007201	XP_033342490.1	XP_003700569.1
OG0007202	XP_033334179.1, XP_033334177.1, XP_033334178.1	XP_012136398.1
OG0007205	XP_033333572.1	XP_012140464.1
OG0007206	XP_033321349.1	XP_012144213.1
OG0007207	XP_033341291.1	XP_012151825.1
OG0007208	XP_033333267.1	XP_003703653.1
OG0007209	XP_033331980.1	XP_003704326.1
OG0007210	XP_033329158.1	XP_012140838.1
OG0007211	XP_033322814.1	XP_012146757.1
OG0007212	XP_033324081.1	XP_003702687.1
OG0007213	XP_033323233.1	XP_003707718.2
OG0007216	XP_033337857.1	XP_003701167.1
OG0007217	XP_033335050.1	XP_003707810.1
OG0007218	XP_033328110.1	XP_012150272.1
OG0007219	XP_033325618.1	XP_012139793.1
OG0007220	XP_033326290.1	XP_003700457.1
OG0007221	XP_033332179.1	XP_012152862.1
OG0007222	XP_033334900.1	XP_003705324.1
OG0007223	XP_033327170.1	XP_003699697.1
OG0007225	XP_033322179.1	XP_012140262.1
OG0007226	XP_033325462.1	XP_003706783.1
OG0007227	XP_033332284.1	XP_012142392.1
OG0007228	XP_033328740.1	XP_012141689.1
OG0007230	XP_033327485.1	XP_003701131.2
OG0007231	XP_033321507.1	XP_003700969.1
OG0007232	XP_033326404.1	XP_003699225.1
OG0007234	XP_033327683.1	XP_012153375.1
OG0007235	XP_033342139.1	XP_012153393.1
OG0007236	XP_033330401.1	XP_003702518.1
OG0007237	XP_033337430.1	XP_003701256.1
OG0007238	XP_033335783.1	XP_003702793.1
OG0007239	XP_033340601.1	XP_003706594.1
OG0007240	XP_033333108.1	XP_012148126.1
OG0007241	XP_033330819.1	XP_003708094.1
OG0007242	XP_033337892.1	XP_012144750.1
OG0007243	XP_033343076.1	XP_012136466.1
OG0007244	XP_033334511.1	XP_012138689.1
OG0007245	XP_033340118.1	XP_003706668.1
OG0007246	XP_033341874.1	XP_012149877.1, XP_012149878.1
OG0007247	XP_033333747.1	XP_012151020.1
OG0007248	XP_033338329.1	XP_003705237.1
OG0007249	XP_033341410.1	XP_012142167.1
OG0007250	XP_033340685.1	XP_003706584.1
OG0007251	XP_033330016.1	XP_012147237.1
OG0007252	XP_033333328.1	XP_003702083.1
OG0007253	XP_033342019.1	XP_003707241.1
OG0007254	XP_033341932.1	XP_012136700.1
OG0007255	XP_033326145.1	XP_003703773.1
OG0007257	XP_033329404.1	XP_012141051.1
OG0007259	XP_033331911.1	XP_012143870.1
OG0007260	XP_033336053.1	XP_003702856.1
OG0007262	XP_033321720.1	XP_003708109.1
OG0007263	XP_033327618.1	XP_003702729.1
OG0007264	XP_033326505.1	XP_012150344.1
OG0007265	XP_033328744.1	XP_012151697.1
OG0007266	XP_033324730.1, XP_033324731.1, XP_033324728.1	XP_012144557.1, XP_012146848.1
OG0007267	XP_033342615.1, XP_033342616.1	XP_012153498.1
OG0007268	XP_033321767.1	XP_012147180.1
OG0007269	XP_033338421.1	XP_012145479.1
OG0007270	XP_033333162.1	XP_012141424.1
OG0007271	XP_033343053.1	XP_012146471.1
OG0007272	XP_033324042.1	XP_012149921.1
OG0007273	XP_033326200.1	XP_012147264.1
OG0007274	XP_033323000.1	XP_012141709.1
OG0007275	XP_033324866.1	XP_003705338.1
OG0007276	XP_033340593.1, XP_033340594.1	XP_003706781.1
OG0007278	XP_033329383.1	XP_003703525.1
OG0007279	XP_033337921.1	XP_012142455.1
OG0007280	XP_033333761.1	XP_012150600.1
OG0007281	XP_033340906.1	XP_012137953.1
OG0007282	XP_033332810.1	XP_003700023.1
OG0007283	XP_033327403.1	XP_003705313.2
OG0007284	XP_033324146.1	XP_012137904.1
OG0007285	XP_033334836.1	XP_012135829.1
OG0007286	XP_033324287.1	XP_003707378.1
OG0007287	XP_033327640.1	XP_003699904.2
OG0007288	XP_033327055.1	XP_012143103.1
OG0007289	XP_033322823.1	XP_012140562.1
OG0007290	XP_033340380.1	XP_003705498.2
OG0007291	XP_033323304.1	XP_003706137.1
OG0007294	XP_033322522.1	XP_012147251.1
OG0007295	XP_033329213.1	XP_012141580.1
OG0007296	XP_033339343.1	XP_003703378.1
OG0007297	XP_033327472.1	XP_003704472.1
OG0007298	XP_033324346.1	XP_003707300.1
OG0007299	XP_033325309.1	XP_003705002.1
OG0007300	XP_033340992.1	XP_003702093.1
OG0007301	XP_033333898.1	XP_012141962.1
OG0007302	XP_033339538.1	XP_012153798.1
OG0007303	XP_033332142.1	XP_012150539.1
OG0007304	XP_033341693.1	XP_012153469.1
OG0007305	XP_033342283.1	XP_012153686.1
OG0007306	XP_033327908.1	XP_012149570.1
OG0007307	XP_033334740.1	XP_003705749.1
OG0007308	XP_033335504.1	XP_012136115.1
OG0007309	XP_033330948.1	XP_012146292.1
OG0007310	XP_033330545.1	XP_012137531.1, XP_012137532.1, XP_012137533.1
OG0007311	XP_033327047.1	XP_003699489.1
OG0007313	XP_033342603.1	XP_003699366.1
OG0007314	XP_033336755.1	XP_012139946.1
OG0007315	XP_033329683.1	XP_003708039.1
OG0007316	XP_033338083.1	XP_012147432.1
OG0007318	XP_033337239.1	XP_003705193.1
OG0007319	XP_033337712.1	XP_003706450.1
OG0007320	XP_033341507.1	XP_003703739.1
OG0007321	XP_033331755.1	XP_003707627.1
OG0007322	XP_033329475.1	XP_003703670.1
OG0007323	XP_033331790.1	XP_003706261.1
OG0007324	XP_033327124.1	XP_012147411.1
OG0007325	XP_033326511.1	XP_012147458.1
OG0007326	XP_033336912.1	XP_012152750.1
OG0007327	XP_033321091.1	XP_012140547.1
OG0007329	XP_033325335.1	XP_003708674.1
OG0007330	XP_033340249.1	XP_012146436.1
OG0007331	XP_033330614.1	XP_012138450.1
OG0007332	XP_033342763.1	XP_003705761.2
OG0007333	XP_033324896.1, XP_033324897.1	XP_003701421.1, XP_012136329.1
OG0007334	XP_033329926.1	XP_012145854.1
OG0007335	XP_033328442.1	XP_003702051.1
OG0007336	XP_033321063.1	XP_003705884.1
OG0007337	XP_033340040.1, XP_033340041.1	XP_012138144.1
OG0007338	XP_033335253.1	XP_012151376.1
OG0007339	XP_033333805.1	XP_012137244.1
OG0007340	XP_033321684.1	XP_012136944.1
OG0007342	XP_033330247.1	XP_012142695.1
OG0007343	XP_033343023.1	XP_003699303.2
OG0007344	XP_033330434.1	XP_003706909.1
OG0007345	XP_033323570.1	XP_003701603.1
OG0007346	XP_033342318.1	XP_003699959.1
OG0007347	XP_033341903.1	XP_003701528.1
OG0007348	XP_033337489.1	XP_003702480.1
OG0007349	XP_033321587.1	XP_003699850.1
OG0007350	XP_033331843.1	XP_012140111.1
OG0007351	XP_033337865.1	XP_003701169.1
OG0007352	XP_033339556.1	XP_012153905.1
OG0007354	XP_033326887.1	XP_012140524.1
OG0007355	XP_033338859.1	XP_012151384.1
OG0007356	XP_033334433.1	XP_003700984.1
OG0007357	XP_033327897.1	XP_003708678.1
OG0007358	XP_033330832.1	XP_012145337.1, XP_012145333.1
OG0007359	XP_033327174.1	XP_012136757.1
OG0007360	XP_033338063.1	XP_012147467.1
OG0007361	XP_033322011.1	XP_012142208.1
OG0007362	XP_033320940.1	XP_003699706.2
OG0007363	XP_033330243.1	XP_003704309.1
