Orthogroup	Megalopta_genalis	Polistes_dominula
OG0006366	XP_033330412.1	XP_015182642.1
OG0006367	XP_033329983.1	XP_015172475.1
OG0006368	XP_033336368.1	XP_015179708.1
OG0006369	XP_033329892.1	XP_015186276.1
OG0006370	XP_033336462.1, XP_033336458.1	XP_015174855.1
OG0006371	XP_033326539.1	XP_015172089.1
OG0006372	XP_033330752.1	XP_015184899.1
OG0006373	XP_033330223.1	XP_015176287.1
OG0006374	XP_033330625.1	XP_015188072.1
OG0006375	XP_033342200.1	XP_015175503.1, XP_015175504.1
OG0006376	XP_033333283.1	XP_015187859.1
OG0006377	XP_033328377.1	XP_015185391.1
OG0006378	XP_033335356.1	XP_015172990.1
OG0006379	XP_033331435.1	XP_015186120.1
OG0006380	XP_033332035.1	XP_015185178.1
OG0006381	XP_033336589.1	XP_015176466.1
OG0006382	XP_033329852.1	XP_015176193.1
OG0006383	XP_033341056.1	XP_015180701.1
OG0006384	XP_033335152.1	XP_015180226.1
OG0006385	XP_033321360.1	XP_015172632.1
OG0006387	XP_033332861.1	XP_015181183.1
OG0006388	XP_033321600.1	XP_015191204.1, XP_015191203.1
OG0006389	XP_033330370.1, XP_033339559.1	XP_015189510.1
OG0006390	XP_033333627.1	XP_015191468.1
OG0006391	XP_033321786.1	XP_015179194.1
OG0006392	XP_033332347.1, XP_033332339.1	XP_015177311.1
OG0006393	XP_033330673.1	XP_015183604.1
OG0006394	XP_033340197.1, XP_033340145.1	XP_015180245.1
OG0006396	XP_033325690.1	XP_015179956.1
OG0006397	XP_033325114.1	XP_015173114.1
OG0006398	XP_033342199.1	XP_015187806.1
OG0006399	XP_033323196.1	XP_015186776.1
OG0006400	XP_033329296.1	XP_015190771.1
OG0006401	XP_033329484.1	XP_015183870.1
OG0006402	XP_033339843.1	XP_015173322.1
OG0006403	XP_033331650.1	XP_015188580.1
OG0006404	XP_033323576.1	XP_015186767.1
OG0006405	XP_033331209.1	XP_015172443.1
OG0006406	XP_033341865.1	XP_015187778.1
OG0006407	XP_033337594.1	XP_015182172.1
OG0006408	XP_033329321.1	XP_015190057.1
OG0006409	XP_033335175.1	XP_015176214.1
OG0006410	XP_033323427.1, XP_033323423.1	XP_015187008.1
OG0006411	XP_033334006.1	XP_015183522.1
OG0006412	XP_033329909.1	XP_015183517.1
OG0006413	XP_033330315.1	XP_015175431.1
OG0006414	XP_033325672.1	XP_015186421.1
OG0006415	XP_033337699.1	XP_015182052.1
OG0006416	XP_033341114.1	XP_015190853.1
OG0006417	XP_033325382.1	XP_015183289.1
OG0006418	XP_033330872.1	XP_015173460.1
OG0006419	XP_033332826.1	XP_015184126.1
OG0006420	XP_033321077.1, XP_033321078.1	XP_015182579.1
OG0006421	XP_033329867.1	XP_015183016.1
OG0006423	XP_033341461.1	XP_015190614.1
OG0006424	XP_033335843.1, XP_033336692.1	XP_015190991.1
OG0006425	XP_033330136.1	XP_015176670.1
OG0006426	XP_033326749.1, XP_033322089.1	XP_015175197.1
OG0006427	XP_033338505.1	XP_015184300.1
OG0006428	XP_033331353.1	XP_015175383.1
OG0006429	XP_033337536.1	XP_015187556.1
OG0006430	XP_033332895.1	XP_015176625.1
OG0006431	XP_033333642.1	XP_015190319.1
OG0006432	XP_033334117.1, XP_033334118.1	XP_015174338.1
OG0006433	XP_033339231.1	XP_015175665.1
OG0006434	XP_033331679.1, XP_033331680.1	XP_015184684.1
OG0006435	XP_033324410.1	XP_015185623.1
OG0006437	XP_033341668.1	XP_015176250.1
OG0006438	XP_033324820.1	XP_015174680.1
OG0006439	XP_033338600.1	XP_015174076.1
OG0006440	XP_033337271.1	XP_015179251.1
OG0006441	XP_033341542.1	XP_015188522.1
OG0006442	XP_033343111.1	XP_015186615.1
OG0006443	XP_033324149.1	XP_015185511.1
OG0006444	XP_033340278.1, XP_033340279.1	XP_015179162.1
OG0006445	XP_033321943.1	XP_015189108.1
OG0006447	XP_033338607.1	XP_015177644.1
OG0006448	XP_033329099.1	XP_015191369.1
OG0006449	XP_033329487.1	XP_015171247.1
OG0006450	XP_033321922.1	XP_015186812.1
OG0006451	XP_033323336.1	XP_015174465.1
OG0006452	XP_033324071.1	XP_015186799.1
OG0006453	XP_033335064.1	XP_015186366.1
OG0006454	XP_033327286.1	XP_015182271.1
OG0006455	XP_033342538.1	XP_015181572.1
OG0006456	XP_033334180.1	XP_015187030.1
OG0006457	XP_033337864.1	XP_015187520.1
OG0006458	XP_033337954.1	XP_015177383.1
OG0006459	XP_033324428.1	XP_015183569.1
OG0006460	XP_033331279.1	XP_015174025.1
OG0006462	XP_033328730.1	XP_015176160.1
OG0006463	XP_033323179.1	XP_015186911.1
OG0006464	XP_033324350.1	XP_015188095.1
OG0006465	XP_033332532.1	XP_015185382.1
OG0006466	XP_033331372.1	XP_015174250.1, XP_015174249.1
OG0006467	XP_033330538.1	XP_015171727.1
OG0006468	XP_033336799.1	XP_015180401.1
OG0006469	XP_033334312.1	XP_015180133.1
OG0006471	XP_033323185.1	XP_015180918.1
OG0006472	XP_033337917.1	XP_015185797.1
OG0006473	XP_033338380.1	XP_015182328.1
OG0006474	XP_033332072.1	XP_015173689.1
OG0006475	XP_033328538.1	XP_015190486.1, XP_015190487.1
OG0006476	XP_033321824.1	XP_015187219.1
OG0006477	XP_033334855.1	XP_015191442.1
OG0006478	XP_033327419.1	XP_015188850.1
OG0006480	XP_033338358.1	XP_015180296.1
OG0006481	XP_033322568.1	XP_015190636.1
OG0006482	XP_033329579.1	XP_015172193.1
OG0006483	XP_033331921.1	XP_015187081.1
OG0006484	XP_033334152.1	XP_015183297.1
OG0006485	XP_033341433.1	XP_015171600.1
OG0006486	XP_033322018.1	XP_015189406.1
OG0006487	XP_033338955.1, XP_033338956.1	XP_015188418.1
OG0006488	XP_033328651.1	XP_015190575.1
OG0006489	XP_033339889.1	XP_015189568.1
OG0006490	XP_033323071.1	XP_015184318.1
OG0006491	XP_033340003.1	XP_015174364.1
OG0006493	XP_033326513.1	XP_015174674.1
OG0006494	XP_033327770.1	XP_015190085.1
OG0006495	XP_033326444.1	XP_015182699.1
OG0006496	XP_033337403.1	XP_015171280.1
OG0006497	XP_033338912.1	XP_015176990.1
OG0006498	XP_033338641.1	XP_015172172.1
OG0006499	XP_033339629.1	XP_015187986.1
OG0006500	XP_033338996.1, XP_033339019.1	XP_015174134.1
OG0006501	XP_033326128.1	XP_015189995.1
OG0006502	XP_033330065.1	XP_015185917.1
OG0006503	XP_033330179.1	XP_015181145.1
OG0006504	XP_033329741.1	XP_015185796.1
OG0006505	XP_033326250.1	XP_015177342.1
OG0006506	XP_033329547.1	XP_015178853.1
OG0006507	XP_033341094.1	XP_015188513.1
OG0006508	XP_033325381.1	XP_015181081.1
OG0006510	XP_033340285.1	XP_015178950.1
OG0006511	XP_033322835.1	XP_015181972.1
OG0006512	XP_033338434.1	XP_015179919.1
OG0006513	XP_033338430.1, XP_033338429.1	XP_015180746.1
OG0006514	XP_033342095.1	XP_015186024.1
OG0006515	XP_033324586.1	XP_015181022.1
OG0006516	XP_033342542.1	XP_015171857.1
OG0006517	XP_033332439.1	XP_015176572.1
OG0006518	XP_033326603.1	XP_015185859.1
OG0006519	XP_033321707.1	XP_015185020.1
OG0006520	XP_033342262.1	XP_015183786.1
OG0006521	XP_033332797.1	XP_015176608.1
OG0006522	XP_033328724.1	XP_015190436.1
OG0006523	XP_033327918.1	XP_015174969.1
OG0006524	XP_033340146.1	XP_015180554.1
OG0006525	XP_033334137.1	XP_015180917.1
OG0006526	XP_033321934.1	XP_015175032.1
OG0006527	XP_033333800.1	XP_015175958.1
OG0006529	XP_033321538.1	XP_015184285.1
OG0006530	XP_033340472.1	XP_015184087.1
OG0006531	XP_033325910.1	XP_015178766.1, XP_015178767.1
OG0006532	XP_033325956.1	XP_015186174.1
OG0006533	XP_033339627.1	XP_015175263.1
OG0006534	XP_033329847.1	XP_015186242.1
OG0006535	XP_033321133.1	XP_015178066.1
OG0006536	XP_033337214.1	XP_015185748.1
OG0006537	XP_033339382.1	XP_015173451.1
OG0006538	XP_033325768.1	XP_015182769.1
OG0006539	XP_033324802.1	XP_015184161.1
OG0006540	XP_033342117.1	XP_015190340.1
OG0006541	XP_033340104.1	XP_015180235.1
OG0006542	XP_033334523.1	XP_015175405.1
OG0006543	XP_033337006.1	XP_015181501.1
OG0006544	XP_033335569.1	XP_015171993.1
OG0006545	XP_033337895.1	XP_015177321.1
OG0006546	XP_033327184.1	XP_015191632.1
OG0006547	XP_033326583.1	XP_015172906.1
OG0006549	XP_033337162.1	XP_015179257.1
OG0006550	XP_033336228.1, XP_033336320.1	XP_015172118.1
OG0006551	XP_033329098.1, XP_033329084.1	XP_015173386.1
OG0006552	XP_033336566.1	XP_015179802.1
OG0006553	XP_033341218.1	XP_015188645.1
OG0006554	XP_033329633.1	XP_015184858.1
OG0006555	XP_033323163.1	XP_015180356.1
OG0006556	XP_033329974.1	XP_015182388.1
OG0006557	XP_033342859.1	XP_015173514.1
OG0006558	XP_033322015.1	XP_015175525.1
OG0006559	XP_033333629.1	XP_015189780.1
OG0006560	XP_033322170.1	XP_015184701.1
OG0006561	XP_033326608.1	XP_015173496.1, XP_015173495.1
OG0006562	XP_033335172.1	XP_015176130.1
OG0006563	XP_033342018.1	XP_015190251.1
OG0006565	XP_033327996.1	XP_015171235.1
OG0006566	XP_033324610.1	XP_015186163.1
OG0006568	XP_033323529.1	XP_015191822.1
OG0006570	XP_033335360.1	XP_015171943.1
OG0006571	XP_033333329.1	XP_015190136.1
OG0006572	XP_033330386.1, XP_033339928.1	XP_015178659.1
OG0006573	XP_033340193.1	XP_015189289.1
OG0006574	XP_033331332.1, XP_033331329.1	XP_015190029.1
OG0006575	XP_033322088.1, XP_033322087.1	XP_015175135.1
OG0006576	XP_033331704.1	XP_015180177.1
OG0006577	XP_033341845.1	XP_015187155.1
OG0006578	XP_033322197.1	XP_015179458.1
OG0006579	XP_033334676.1	XP_015189137.1
OG0006580	XP_033325376.1	XP_015173143.1
OG0006581	XP_033340814.1	XP_015188168.1
OG0006582	XP_033321493.1	XP_015173070.1
OG0006583	XP_033331272.1	XP_015188655.1
OG0006584	XP_033322774.1	XP_015191344.1
OG0006585	XP_033338992.1	XP_015180402.1
OG0006586	XP_033325905.1	XP_015178786.1
OG0006587	XP_033337250.1	XP_015174962.1
OG0006588	XP_033325853.1	XP_015175758.1
OG0006589	XP_033329038.1	XP_015187735.1, XP_015187732.1
OG0006590	XP_033340559.1	XP_015178667.1
OG0006591	XP_033329597.1	XP_015189139.1
OG0006592	XP_033338143.1	XP_015176496.1
OG0006593	XP_033334800.1	XP_015174698.1
OG0006594	XP_033339557.1	XP_015184511.1
OG0006595	XP_033328420.1	XP_015182907.1
OG0006596	XP_033327448.1, XP_033327449.1	XP_015174239.1
OG0006597	XP_033336572.1	XP_015171155.1
OG0006598	XP_033329091.1	XP_015186628.1
OG0006599	XP_033324577.1	XP_015172941.1
OG0006600	XP_033325136.1	XP_015174399.1
OG0006601	XP_033325875.1	XP_015184338.1
OG0006602	XP_033335254.1	XP_015171225.1
OG0006603	XP_033338336.1	XP_015173620.1
OG0006604	XP_033328510.1	XP_015185190.1
OG0006605	XP_033330333.1	XP_015175027.1, XP_015175026.1
OG0006606	XP_033342215.1	XP_015181556.1
OG0006607	XP_033330669.1	XP_015183552.1
OG0006608	XP_033334670.1	XP_015179865.1
OG0006609	XP_033322516.1	XP_015190610.1
OG0006610	XP_033330818.1	XP_015173469.1
OG0006611	XP_033322504.1, XP_033326457.1	XP_015191026.1
OG0006614	XP_033339447.1	XP_015178626.1
OG0006615	XP_033338071.1	XP_015173546.1
OG0006616	XP_033334014.1	XP_015177079.1
OG0006617	XP_033326757.1, XP_033326728.1	XP_015181378.1
OG0006618	XP_033326857.1	XP_015186642.1
OG0006619	XP_033324051.1	XP_015184846.1
OG0006620	XP_033331833.1	XP_015180876.1
OG0006621	XP_033335469.1	XP_015184196.1
OG0006622	XP_033324987.1	XP_015187968.1, XP_015187964.1
OG0006623	XP_033333295.1	XP_015177313.1
OG0006624	XP_033322936.1, XP_033322938.1	XP_015190856.1, XP_015190868.1
OG0006625	XP_033327503.1	XP_015190116.1
OG0006626	XP_033341292.1	XP_015181400.1
OG0006627	XP_033340084.1	XP_015184925.1
OG0006628	XP_033336864.1	XP_015190369.1
OG0006629	XP_033336899.1	XP_015181088.1
OG0006630	XP_033336941.1	XP_015173184.1
OG0006631	XP_033335188.1, XP_033335190.1, XP_033335189.1	XP_015183495.1
OG0006632	XP_033324068.1	XP_015188113.1
OG0006633	XP_033333724.1	XP_015185282.1
OG0006634	XP_033335460.1, XP_033335461.1	XP_015178023.1
OG0006635	XP_033323674.1	XP_015185877.1
OG0006636	XP_033336910.1, XP_033336911.1	XP_015179740.1
OG0006638	XP_033335839.1	XP_015183070.1
OG0006639	XP_033329682.1	XP_015180647.1
OG0006640	XP_033337090.1, XP_033336906.1	XP_015179729.1
OG0006641	XP_033337822.1	XP_015180076.1
OG0006642	XP_033331926.1	XP_015182017.1
OG0006643	XP_033324663.1	XP_015174116.1, XP_015174115.1
OG0006644	XP_033321855.1	XP_015180001.1
OG0006645	XP_033340874.1	XP_015186804.1
OG0006646	XP_033340787.1	XP_015180237.1
OG0006647	XP_033337263.1	XP_015178151.1
OG0006648	XP_033333710.1	XP_015177082.1
OG0006649	XP_033338837.1	XP_015174926.1
OG0006650	XP_033322422.1	XP_015177002.1
OG0006651	XP_033336207.1, XP_033336202.1	XP_015172199.1
OG0006652	XP_033340049.1	XP_015176488.1
OG0006654	XP_033328662.1	XP_015190565.1, XP_015190566.1
OG0006655	XP_033338197.1	XP_015183234.1
OG0006656	XP_033331407.1	XP_015186107.1
OG0006658	XP_033340330.1	XP_015172656.1
OG0006659	XP_033329794.1	XP_015185733.1
OG0006660	XP_033333512.1	XP_015174319.1
OG0006661	XP_033322959.1	XP_015173257.1
OG0006662	XP_033320776.1	XP_015185043.1
OG0006663	XP_033336730.1	XP_015180645.1
OG0006664	XP_033329368.1	XP_015178744.1
OG0006665	XP_033336182.1	XP_015172368.1
OG0006666	XP_033336480.1	XP_015181398.1
OG0006667	XP_033322485.1	XP_015191800.1
OG0006668	XP_033326901.1	XP_015187340.1
OG0006669	XP_033333936.1	XP_015188651.1
OG0006670	XP_033341311.1	XP_015188617.1
OG0006671	XP_033328588.1	XP_015190944.1
OG0006673	XP_033342745.1	XP_015189789.1
OG0006674	XP_033342690.1, XP_033342698.1	XP_015171928.1
OG0006675	XP_033342174.1, XP_033342173.1	XP_015188242.1
OG0006676	XP_033321747.1	XP_015172685.1
OG0006679	XP_033321814.1	XP_015177788.1, XP_015177789.1
OG0006681	XP_033331470.1	XP_015190405.1
OG0006682	XP_033339445.1	XP_015184910.1
OG0006683	XP_033329667.1	XP_015175477.1
OG0006684	XP_033342789.1	XP_015178462.1
OG0006685	XP_033342557.1	XP_015179503.1
OG0006686	XP_033341979.1	XP_015175608.1
OG0006687	XP_033332016.1	XP_015177809.1
OG0006688	XP_033333565.1	XP_015181587.1
OG0006689	XP_033333725.1	XP_015178649.1
OG0006690	XP_033341725.1	XP_015189150.1
OG0006691	XP_033330583.1	XP_015184890.1
OG0006693	XP_033342999.1	XP_015178541.1
OG0006694	XP_033334790.1	XP_015182740.1, XP_015182741.1, XP_015182739.1
OG0006695	XP_033333408.1, XP_033333407.1	XP_015181536.1
OG0006696	XP_033338539.1	XP_015176087.1
OG0006697	XP_033328339.1	XP_015184045.1
OG0006698	XP_033334310.1	XP_015172588.1, XP_015172589.1
OG0006699	XP_033338571.1	XP_015181174.1
OG0006700	XP_033327658.1	XP_015191596.1
OG0006701	XP_033327120.1	XP_015171825.1
OG0006702	XP_033323562.1	XP_015185550.1
OG0006703	XP_033332028.1, XP_033332019.1	XP_015179700.1
OG0006704	XP_033341248.1	XP_015171599.1
OG0006705	XP_033342060.1	XP_015187680.1
OG0006706	XP_033334857.1	XP_015177006.1
OG0006707	XP_033333715.1	XP_015185271.1
OG0006708	XP_033334096.1	XP_015184696.1
OG0006709	XP_033336141.1	XP_015173427.1, XP_015173428.1
OG0006710	XP_033326769.1	XP_015181383.1
OG0006711	XP_033339245.1	XP_015175797.1
OG0006713	XP_033326814.1	XP_015188727.1
OG0006714	XP_033331043.1	XP_015181744.1
OG0006717	XP_033322716.1	XP_015183388.1
OG0006719	XP_033332330.1	XP_015185236.1
OG0006721	XP_033325177.1	XP_015177798.1
OG0006722	XP_033323092.1	XP_015187908.1
OG0006723	XP_033323010.1, XP_033323011.1, XP_033323012.1	XP_015174009.1
OG0006724	XP_033327339.1	XP_015189284.1, XP_015189291.1
OG0006725	XP_033337499.1	XP_015179193.1
OG0006726	XP_033323400.1	XP_015179670.1
OG0006729	XP_033335377.1	XP_015178923.1
OG0006730	XP_033321137.1	XP_015190551.1
OG0006731	XP_033334518.1	XP_015191494.1
OG0006732	XP_033339999.1	XP_015183526.1
OG0006733	XP_033328524.1	XP_015178313.1
OG0006734	XP_033334683.1	XP_015189168.1
OG0006735	XP_033321702.1	XP_015185968.1
OG0006736	XP_033328927.1	XP_015178409.1, XP_015178408.1
OG0006738	XP_033329866.1, XP_033329865.1	XP_015183099.1
OG0006740	XP_033324127.1	XP_015171707.1, XP_015171706.1
OG0006741	XP_033324960.1	XP_015185123.1
OG0006742	XP_033334956.1, XP_033334955.1	XP_015175481.1
OG0006744	XP_033328628.1	XP_015175889.1, XP_015175880.1
OG0006745	XP_033342676.1	XP_015181211.1
OG0006746	XP_033342003.1, XP_033342002.1	XP_015184289.1
OG0006747	XP_033341025.1	XP_015173325.1
OG0006748	XP_033338159.1	XP_015182672.1
OG0006749	XP_033328759.1, XP_033328760.1	XP_015176159.1
OG0006750	XP_033338390.1	XP_015176074.1
OG0006751	XP_033339435.1	XP_015187391.1
OG0006752	XP_033335491.1	XP_015173131.1
OG0006753	XP_033330947.1	XP_015171634.1
OG0006754	XP_033324969.1	XP_015190869.1
OG0006755	XP_033333886.1	XP_015191821.1
OG0006759	XP_033331277.1, XP_033331276.1, XP_033331274.1, XP_033331278.1	XP_015188721.1
OG0006760	XP_033332744.1	XP_015171358.1
OG0006762	XP_033337640.1, XP_033337639.1	XP_015173652.1
OG0006763	XP_033339437.1	XP_015180881.1
OG0006764	XP_033342852.1, XP_033342851.1	XP_015174930.1
OG0006766	XP_033330814.1	XP_015183152.1
OG0006771	XP_033327281.1	XP_015184815.1
OG0006772	XP_033332954.1	XP_015174725.1
OG0006776	XP_033335680.1	XP_015172336.1
OG0006777	XP_033321093.1, XP_033321092.1	XP_015181916.1
OG0006778	XP_033328480.1, XP_033340295.1	XP_015186053.1
OG0006779	XP_033341786.1	XP_015181176.1
OG0006780	XP_033338097.1	XP_015171875.1
OG0006781	XP_033337226.1	XP_015178039.1
OG0006782	XP_033321179.1	XP_015178061.1
OG0006784	XP_033321852.1, XP_033339974.1, XP_033321851.1	XP_015174754.1, XP_015174753.1
OG0006785	XP_033339698.1	XP_015185059.1
OG0006787	XP_033333420.1	XP_015181598.1
OG0006788	XP_033321141.1	XP_015190923.1
OG0006790	XP_033330234.1	XP_015187379.1
OG0006792	XP_033342010.1	XP_015175606.1
OG0006793	XP_033331015.1	XP_015177256.1
OG0006798	XP_033338474.1	XP_015184302.1
OG0006799	XP_033329695.1	XP_015174140.1
OG0006800	XP_033323108.1	XP_015173624.1
OG0006801	XP_033329750.1	XP_015172981.1
OG0006803	XP_033333021.1	XP_015173986.1
OG0006804	XP_033329227.1	XP_015171054.1
OG0006805	XP_033332249.1	XP_015180725.1
OG0006806	XP_033329339.1	XP_015180804.1
OG0006807	XP_033335881.1	XP_015183226.1
OG0006808	XP_033326544.1	XP_015173503.1
OG0006809	XP_033331597.1	XP_015176374.1
OG0006810	XP_033334980.1	XP_015190018.1
OG0006811	XP_033329631.1	XP_015177934.1
OG0006812	XP_033342356.1	XP_015189298.1
OG0006814	XP_033337698.1	XP_015183751.1
OG0006815	XP_033332062.1	XP_015182001.1
OG0006816	XP_033334439.1	XP_015181755.1
OG0006817	XP_033330321.1	XP_015175426.1
OG0006818	XP_033340066.1	XP_015183945.1
OG0006819	XP_033341913.1	XP_015171747.1
OG0006820	XP_033337464.1	XP_015190621.1
OG0006821	XP_033339611.1	XP_015176765.1
OG0006822	XP_033337735.1	XP_015171512.1
OG0006824	XP_033325624.1	XP_015176928.1
OG0006825	XP_033336558.1	XP_015178222.1
OG0006826	XP_033338877.1	XP_015174951.1
OG0006827	XP_033334696.1	XP_015178753.1
OG0006828	XP_033340263.1	XP_015173223.1
OG0006829	XP_033340403.1	XP_015191101.1
OG0006830	XP_033336887.1	XP_015180954.1
OG0006831	XP_033335742.1	XP_015173399.1
OG0006832	XP_033334114.1	XP_015188010.1
OG0006833	XP_033335779.1	XP_015179658.1
OG0006834	XP_033339726.1	XP_015173107.1
OG0006835	XP_033332660.1	XP_015185801.1
OG0006836	XP_033327196.1	XP_015173152.1
OG0006837	XP_033322272.1, XP_033322273.1	XP_015179372.1
OG0006838	XP_033340862.1	XP_015177609.1
OG0006839	XP_033327907.1	XP_015178735.1
OG0006840	XP_033340275.1	XP_015173238.1
OG0006841	XP_033327371.1	XP_015189270.1
OG0006842	XP_033330086.1	XP_015176885.1
OG0006843	XP_033322757.1	XP_015186926.1
OG0006844	XP_033325555.1	XP_015191165.1
OG0006845	XP_033329952.1	XP_015181513.1
OG0006846	XP_033337094.1	XP_015190784.1
OG0006847	XP_033340544.1	XP_015173695.1
OG0006848	XP_033327940.1	XP_015182887.1
OG0006849	XP_033330000.1	XP_015177686.1
OG0006850	XP_033340131.1	XP_015176507.1
OG0006851	XP_033341495.1	XP_015188805.1
OG0006852	XP_033336690.1	XP_015177209.1
OG0006853	XP_033335888.1	XP_015179628.1
OG0006854	XP_033326610.1	XP_015190708.1
OG0006855	XP_033338307.1	XP_015175557.1
OG0006856	XP_033341204.1	XP_015188294.1
OG0006857	XP_033338431.1	XP_015182904.1
OG0006858	XP_033330426.1	XP_015175589.1
OG0006859	XP_033336665.1	XP_015189642.1
OG0006861	XP_033336109.1	XP_015184801.1
OG0006862	XP_033322046.1	XP_015188774.1
OG0006863	XP_033323727.1	XP_015181523.1
OG0006865	XP_033342853.1	XP_015175051.1
OG0006866	XP_033340958.1	XP_015181765.1
OG0006867	XP_033322760.1	XP_015177895.1
OG0006868	XP_033341744.1	XP_015187305.1
OG0006869	XP_033323951.1	XP_015184639.1
OG0006870	XP_033324967.1	XP_015185149.1
OG0006871	XP_033327246.1	XP_015189446.1
OG0006872	XP_033340079.1	XP_015174417.1
OG0006873	XP_033337447.1, XP_033337448.1	XP_015190355.1
OG0006874	XP_033337327.1	XP_015187348.1
OG0006875	XP_033342854.1	XP_015172560.1
OG0006876	XP_033340248.1	XP_015175496.1
OG0006877	XP_033328750.1	XP_015175984.1
OG0006878	XP_033342492.1	XP_015179927.1
OG0006879	XP_033324979.1	XP_015176879.1
OG0006880	XP_033341594.1	XP_015179373.1
OG0006881	XP_033332800.1, XP_033332801.1, XP_033332802.1	XP_015174968.1
OG0006882	XP_033324219.1	XP_015184819.1
OG0006883	XP_033325990.1	XP_015190670.1
OG0006884	XP_033323632.1	XP_015177155.1
OG0006885	XP_033342323.1	XP_015181939.1
OG0006886	XP_033337615.1, XP_033337614.1	XP_015187408.1
OG0006887	XP_033321481.1	XP_015187918.1
OG0006888	XP_033330815.1	XP_015183150.1
OG0006889	XP_033333299.1	XP_015177350.1
OG0006890	XP_033326080.1	XP_015175482.1
OG0006891	XP_033333851.1	XP_015180434.1
OG0006892	XP_033331100.1	XP_015171461.1
OG0006893	XP_033342489.1	XP_015179926.1
OG0006895	XP_033337480.1	XP_015183006.1
OG0006896	XP_033321427.1	XP_015185276.1
OG0006897	XP_033324835.1	XP_015176248.1
OG0006898	XP_033333884.1	XP_015189275.1
OG0006899	XP_033329312.1	XP_015190778.1
OG0006900	XP_033325448.1	XP_015176952.1
OG0006902	XP_033342813.1	XP_015181899.1
OG0006903	XP_033323116.1	XP_015187120.1
OG0006904	XP_033330149.1	XP_015185717.1
OG0006905	XP_033341126.1	XP_015184929.1
OG0006906	XP_033328208.1	XP_015184521.1
OG0006907	XP_033333955.1	XP_015180156.1
OG0006909	XP_033336291.1	XP_015179623.1
OG0006910	XP_033326515.1	XP_015188732.1
OG0006911	XP_033330932.1	XP_015187558.1
OG0006912	XP_033333947.1	XP_015181641.1
OG0006913	XP_033324444.1	XP_015177825.1
OG0006914	XP_033340116.1	XP_015190727.1
OG0006915	XP_033328880.1	XP_015186393.1
OG0006916	XP_033326581.1	XP_015172898.1
OG0006917	XP_033334850.1	XP_015175696.1
OG0006918	XP_033338335.1	XP_015175767.1
OG0006920	XP_033340206.1, XP_033332620.1	XP_015185849.1
OG0006921	XP_033332392.1	XP_015177546.1
OG0006922	XP_033341307.1	XP_015184174.1
OG0006923	XP_033325785.1	XP_015173201.1
OG0006924	XP_033332602.1	XP_015172557.1
OG0006925	XP_033323481.1	XP_015177615.1
OG0006926	XP_033329267.1	XP_015183805.1
OG0006927	XP_033328453.1	XP_015186950.1
OG0006928	XP_033329519.1	XP_015181998.1
OG0006929	XP_033337862.1	XP_015187514.1
OG0006930	XP_033329747.1	XP_015178557.1
OG0006931	XP_033334901.1	XP_015182280.1
OG0006932	XP_033324633.1	XP_015186633.1
OG0006933	XP_033336537.1	XP_015173569.1
OG0006934	XP_033326336.1	XP_015175562.1
OG0006935	XP_033333001.1	XP_015177560.1
OG0006937	XP_033342517.1	XP_015179502.1
OG0006938	XP_033326723.1	XP_015184774.1
OG0006940	XP_033335667.1	XP_015183752.1
OG0006941	XP_033335972.1	XP_015172143.1
OG0006943	XP_033340876.1	XP_015183845.1
OG0006944	XP_033327999.1	XP_015181341.1
OG0006945	XP_033340616.1	XP_015173991.1
OG0006946	XP_033333763.1	XP_015188016.1
OG0006947	XP_033334157.1	XP_015177185.1
OG0006948	XP_033335653.1	XP_015187679.1, XP_015187678.1
OG0006949	XP_033334918.1	XP_015172067.1
OG0006950	XP_033343069.1	XP_015179121.1
OG0006951	XP_033330078.1	XP_015171424.1
OG0006952	XP_033329607.1	XP_015189773.1
OG0006953	XP_033341618.1	XP_015188290.1
OG0006954	XP_033341392.1	XP_015190678.1
OG0006955	XP_033325447.1	XP_015188344.1
OG0006956	XP_033326497.1	XP_015173151.1
OG0006958	XP_033342292.1	XP_015172145.1
OG0006959	XP_033339982.1	XP_015182487.1, XP_015182486.1
OG0006960	XP_033328397.1	XP_015185163.1
OG0006961	XP_033324637.1	XP_015174064.1
OG0006962	XP_033336886.1	XP_015179542.1
OG0006963	XP_033335587.1	XP_015175955.1, XP_015175956.1
OG0006965	XP_033342833.1	XP_015189128.1
OG0006966	XP_033333450.1	XP_015179301.1
OG0006967	XP_033327169.1	XP_015174218.1
OG0006968	XP_033322371.1	XP_015179350.1
OG0006969	XP_033329927.1	XP_015177950.1
OG0006970	XP_033333535.1	XP_015172713.1
OG0006971	XP_033327423.1	XP_015180838.1
OG0006972	XP_033323492.1	XP_015177475.1
OG0006973	XP_033332863.1	XP_015185474.1
OG0006974	XP_033336315.1	XP_015186441.1
OG0006975	XP_033335660.1	XP_015183712.1
OG0006976	XP_033332007.1	XP_015178915.1
OG0006977	XP_033336244.1, XP_033336617.1	XP_015172309.1, XP_015172298.1
OG0006978	XP_033329225.1	XP_015187072.1
OG0006979	XP_033328459.1	XP_015175409.1
OG0006980	XP_033335332.1	XP_015173024.1
OG0006981	XP_033337130.1	XP_015188229.1
OG0006982	XP_033342691.1	XP_015185480.1
OG0006983	XP_033328656.1	XP_015185193.1
OG0006984	XP_033326139.1	XP_015179597.1
OG0006985	XP_033320774.1, XP_033333798.1	XP_015172882.1
