Orthogroup	Megalopta_genalis	Ceratina_calcarata
OG0006523	XP_033327918.1	XP_017889276.1
OG0006524	XP_033340146.1	XP_017882963.1
OG0006525	XP_033334137.1	XP_017883904.1
OG0006526	XP_033321934.1	XP_017881196.1
OG0006527	XP_033333800.1	XP_017878412.1
OG0006529	XP_033321538.1	XP_017891284.1
OG0006530	XP_033340472.1	XP_026671952.1
OG0006531	XP_033325910.1	XP_017875651.1
OG0006532	XP_033325956.1	XP_017891889.1
OG0006534	XP_033329847.1	XP_017877493.1
OG0006535	XP_033321133.1	XP_017891777.1
OG0006536	XP_033337214.1	XP_017883105.1
OG0006537	XP_033339382.1	XP_017879414.1
OG0006538	XP_033325768.1	XP_017876636.1
OG0006539	XP_033324802.1	XP_026672534.1, XP_017886484.1
OG0006540	XP_033342117.1	XP_017880546.1
OG0006541	XP_033340104.1	XP_017892367.1
OG0006542	XP_033334523.1	XP_017890867.1
OG0006543	XP_033337006.1	XP_026669099.1
OG0006544	XP_033335569.1	XP_026671676.1
OG0006545	XP_033337895.1	XP_017876040.1
OG0006546	XP_033327184.1	XP_017877916.1
OG0006548	XP_033329190.1	XP_017885743.1
OG0006549	XP_033337162.1	XP_017891310.1
OG0006550	XP_033336228.1	XP_017884889.1
OG0006551	XP_033329098.1, XP_033329084.1	XP_017878681.1
OG0006552	XP_033336566.1	XP_026673330.1
OG0006553	XP_033341218.1	XP_017889072.1
OG0006554	XP_033329633.1	XP_026672905.1
OG0006555	XP_033323163.1	XP_017883779.1
OG0006556	XP_033329974.1	XP_017877263.1
OG0006557	XP_033342859.1	XP_017882929.2, XP_026672363.1
OG0006558	XP_033322015.1	XP_017880815.1
OG0006559	XP_033333629.1	XP_017875629.2
OG0006560	XP_033322170.1	XP_026669719.1
OG0006561	XP_033326608.1	XP_017879108.1
OG0006562	XP_033335172.1	XP_017881784.1
OG0006563	XP_033342018.1	XP_017877035.1
OG0006565	XP_033327996.1	XP_017883147.1
OG0006566	XP_033324610.1	XP_017875893.1
OG0006568	XP_033323529.1	XP_026668202.1
OG0006570	XP_033335360.1	XP_026674920.1
OG0006571	XP_033333329.1	XP_026675488.1
OG0006572	XP_033330386.1, XP_033339928.1	XP_017881921.1
OG0006573	XP_033340193.1	XP_017881372.1
OG0006574	XP_033331332.1, XP_033331329.1	XP_017882782.1
OG0006576	XP_033331704.1	XP_017891288.1
OG0006577	XP_033341845.1	XP_017879248.1
OG0006578	XP_033322197.1	XP_026674169.1
OG0006579	XP_033334676.1	XP_017892861.1
OG0006580	XP_033325376.1	XP_017876643.1
OG0006581	XP_033340814.1	XP_017889521.1
OG0006582	XP_033321493.1	XP_017884345.1
OG0006583	XP_033331272.1	XP_017886069.1
OG0006584	XP_033322774.1	XP_017876348.2
OG0006585	XP_033338992.1	XP_017883569.1
OG0006586	XP_033325905.1	XP_017875729.1
OG0006587	XP_033337250.1	XP_017891323.1
OG0006588	XP_033325853.1	XP_017882492.1
OG0006589	XP_033329038.1	XP_017891721.1
OG0006590	XP_033340559.1	XP_017891138.1
OG0006591	XP_033329597.1	XP_017885619.1
OG0006592	XP_033338143.1	XP_017885343.1
OG0006593	XP_033334800.1	XP_026669427.1
OG0006594	XP_033339557.1	XP_017890170.1
OG0006595	XP_033328420.1	XP_017885830.2
OG0006596	XP_033327448.1, XP_033327449.1	XP_017892974.2
OG0006597	XP_033336572.1	XP_017882225.1
OG0006598	XP_033329091.1	XP_017880564.1
OG0006599	XP_033324577.1	XP_017886466.1
OG0006600	XP_033325136.1	XP_017886693.1
OG0006601	XP_033325875.1	XP_017876626.1
OG0006602	XP_033335254.1	XP_017877184.1
OG0006603	XP_033338336.1	XP_017882568.1
OG0006604	XP_033328510.1	XP_017887571.1
OG0006606	XP_033342215.1	XP_026669953.1
OG0006607	XP_033330669.1	XP_017892868.1
OG0006608	XP_033334670.1	XP_017881660.1
OG0006609	XP_033322516.1	XP_017879881.1
OG0006610	XP_033330818.1	XP_017884974.1
OG0006611	XP_033322504.1, XP_033326457.1	XP_017885370.1
OG0006614	XP_033339447.1	XP_026675046.1
OG0006615	XP_033338071.1	XP_017878813.1
OG0006616	XP_033334014.1	XP_017888574.1
OG0006617	XP_033326757.1, XP_033326728.1	XP_017880673.1
OG0006618	XP_033326857.1	XP_017875878.1
OG0006619	XP_033324051.1	XP_017876242.1
OG0006620	XP_033331833.1	XP_026672350.1, XP_017885931.1
OG0006621	XP_033335469.1	XP_017889982.1
OG0006622	XP_033324987.1	XP_017889460.1
OG0006623	XP_033333295.1	XP_017885459.1
OG0006624	XP_033322936.1, XP_033322938.1	XP_026668378.1
OG0006625	XP_033327503.1	XP_017878940.2
OG0006626	XP_033341292.1	XP_017877053.1
OG0006627	XP_033340084.1	XP_017889784.1
OG0006628	XP_033336864.1	XP_017878997.1
OG0006629	XP_033336899.1	XP_017878069.1
OG0006630	XP_033336941.1	XP_017877979.1
OG0006631	XP_033335188.1, XP_033335190.1, XP_033335189.1	XP_017881746.1
OG0006632	XP_033324068.1	XP_026672449.1
OG0006633	XP_033333724.1	XP_017878246.2
OG0006634	XP_033335460.1, XP_033335461.1	XP_017888382.1
OG0006635	XP_033323674.1	XP_017877098.1
OG0006636	XP_033336910.1, XP_033336911.1	XP_026675062.1, XP_017891671.1
OG0006638	XP_033335839.1	XP_017884915.2
OG0006639	XP_033329682.1	XP_017881426.1
OG0006640	XP_033337090.1, XP_033336906.1	XP_026675050.1
OG0006641	XP_033337822.1	XP_017887674.1
OG0006642	XP_033331926.1	XP_017887947.1
OG0006643	XP_033324663.1	XP_017889662.1
OG0006644	XP_033321855.1	XP_017884028.1
OG0006645	XP_033340874.1	XP_017880998.1
OG0006646	XP_033340787.1	XP_017882972.1
OG0006647	XP_033337263.1	XP_017876399.1
OG0006648	XP_033333710.1	XP_017888560.1
OG0006649	XP_033338837.1	XP_017890648.2
OG0006650	XP_033322422.1	XP_017886299.1
OG0006651	XP_033336207.1, XP_033336202.1	XP_017884819.1
OG0006652	XP_033340049.1	XP_017879764.1
OG0006654	XP_033328662.1	XP_017888177.1
OG0006655	XP_033338197.1	XP_017877899.1
OG0006656	XP_033331407.1	XP_017891883.1
OG0006657	XP_033341716.1	XP_017880759.1, XP_017880758.1
OG0006658	XP_033340330.1	XP_017885891.1
OG0006659	XP_033329794.1	XP_017888715.1
OG0006660	XP_033333512.1	XP_017876958.1
OG0006661	XP_033322959.1	XP_026667099.1
OG0006662	XP_033320776.1	XP_026674850.1
OG0006663	XP_033336730.1	XP_017888064.1
OG0006664	XP_033329368.1	XP_017881447.1
OG0006665	XP_033336182.1	XP_026671617.1
OG0006666	XP_033336480.1	XP_026675307.1
OG0006667	XP_033322485.1	XP_026668436.1
OG0006668	XP_033326901.1	XP_017891041.1
OG0006669	XP_033333936.1	XP_026668208.1
OG0006670	XP_033341311.1	XP_026673744.1
OG0006671	XP_033328588.1	XP_026670982.1
OG0006673	XP_033342745.1	XP_017890479.1
OG0006674	XP_033342690.1, XP_033342698.1	XP_017889406.1
OG0006675	XP_033342174.1, XP_033342173.1	XP_017876911.1
OG0006676	XP_033321747.1	XP_017880592.1
OG0006677	XP_033326031.1	XP_026667678.1, XP_026667679.1
OG0006679	XP_033321814.1	XP_017887011.1
OG0006680	XP_033323987.1	XP_017887545.1
OG0006681	XP_033331470.1	XP_017891899.1
OG0006682	XP_033339445.1	XP_026675001.1, XP_017891613.1
OG0006683	XP_033329667.1	XP_017885537.1
OG0006684	XP_033342789.1	XP_017878439.1
OG0006685	XP_033342557.1	XP_026672470.1, XP_017886441.1
OG0006686	XP_033341979.1	XP_017878190.1
OG0006687	XP_033332016.1	XP_017890351.1
OG0006688	XP_033333565.1	XP_017884520.1
OG0006689	XP_033333725.1	XP_026666898.1
OG0006690	XP_033341725.1	XP_017880837.1
OG0006691	XP_033330583.1	XP_017882877.1
OG0006693	XP_033342999.1	XP_017887518.1, XP_017887517.2
OG0006694	XP_033334790.1	XP_026668900.1
OG0006695	XP_033333408.1, XP_033333407.1	XP_017876210.1
OG0006696	XP_033338539.1	XP_017883723.1
OG0006697	XP_033328339.1	XP_017887529.1
OG0006698	XP_033334310.1	XP_017882311.1
OG0006699	XP_033338571.1	XP_017877200.1
OG0006700	XP_033327658.1	XP_026667320.1
OG0006701	XP_033327120.1	XP_026666843.1
OG0006702	XP_033323562.1	XP_017876871.1
OG0006703	XP_033332028.1, XP_033332019.1	XP_017875087.1
OG0006704	XP_033341248.1	XP_017888979.1
OG0006705	XP_033342060.1	XP_017879322.1
OG0006706	XP_033334857.1	XP_017888567.1
OG0006707	XP_033333715.1	XP_017878250.1, XP_017878249.1
OG0006708	XP_033334096.1	XP_017879676.2
OG0006709	XP_033336141.1	XP_017884555.1
OG0006710	XP_033326769.1	XP_017887253.1
OG0006711	XP_033339245.1	XP_017883169.1
OG0006713	XP_033326814.1	XP_017878715.1
OG0006714	XP_033331043.1	XP_017889831.1
OG0006715	XP_033333437.1	XP_017876440.2, XP_017875922.2
OG0006718	XP_033330082.1, XP_033330084.1	XP_026669317.1
OG0006719	XP_033332330.1	XP_026669763.1
OG0006721	XP_033325177.1	XP_017882559.1
OG0006722	XP_033323092.1	XP_017884052.1
OG0006723	XP_033323010.1, XP_033323011.1, XP_033323012.1	XP_017876085.1
OG0006724	XP_033327339.1	XP_017888794.1
OG0006725	XP_033337499.1	XP_017881406.1
OG0006726	XP_033323400.1	XP_017887128.1
OG0006727	XP_033333505.1	XP_017888157.1
OG0006729	XP_033335377.1	XP_017879446.1
OG0006730	XP_033321137.1	XP_026670077.1
OG0006731	XP_033334518.1	XP_017881103.1
OG0006732	XP_033339999.1	XP_017886827.1
OG0006733	XP_033328524.1	XP_026667004.1
OG0006734	XP_033334683.1	XP_026668527.1, XP_026668528.1
OG0006735	XP_033321702.1	XP_017887320.1
OG0006736	XP_033328927.1	XP_017875492.1
OG0006738	XP_033329866.1, XP_033329865.1	XP_017882514.1, XP_026670583.1, XP_017882515.1
OG0006740	XP_033324127.1	XP_017883110.1
OG0006741	XP_033324960.1	XP_017878162.1
OG0006742	XP_033334956.1, XP_033334955.1	XP_026667825.1
OG0006744	XP_033328628.1	XP_026667460.1
OG0006745	XP_033342676.1	XP_017889886.1
OG0006746	XP_033342003.1, XP_033342002.1	XP_017879263.1, XP_026668962.1
OG0006747	XP_033341025.1	XP_017891498.1
OG0006748	XP_033338159.1	XP_026667714.1
OG0006749	XP_033328759.1, XP_033328760.1	XP_017889172.1
OG0006750	XP_033338390.1	XP_017886762.1
OG0006751	XP_033339435.1	XP_026666788.1
OG0006752	XP_033335491.1	XP_017892682.1
OG0006753	XP_033330947.1	XP_017876374.1
OG0006754	XP_033324969.1	XP_026674989.1
OG0006755	XP_033333886.1	XP_017877889.1, XP_017877882.1
OG0006759	XP_033331277.1, XP_033331276.1, XP_033331274.1, XP_033331278.1	XP_026672398.1
OG0006760	XP_033332744.1	XP_017893259.1
OG0006761	XP_033327932.1	XP_017882663.1
OG0006762	XP_033337640.1, XP_033337639.1	XP_017888125.1
OG0006763	XP_033339437.1	XP_026666463.1, XP_026666462.1, XP_017892894.1, XP_026666465.1
OG0006764	XP_033342852.1, XP_033342851.1	XP_017880008.1, XP_017880007.1, XP_026669260.1
OG0006765	XP_033321832.1	XP_026672974.1
OG0006766	XP_033330814.1	XP_017890284.1
OG0006768	XP_033330916.1, XP_033330828.1	XP_017884389.1
OG0006770	XP_033322625.1, XP_033322624.1, XP_033322623.1	XP_017890411.1
OG0006771	XP_033327281.1	XP_017888792.1
OG0006772	XP_033332954.1	XP_017879168.1
OG0006774	XP_033324535.1, XP_033324536.1, XP_033324533.1, XP_033324534.1	XP_026673507.1, XP_026673508.1, XP_026673506.1, XP_017888384.1, XP_017888383.1
OG0006775	XP_033332932.1	XP_017881176.1, XP_017881174.1, XP_026669908.1
OG0006776	XP_033335680.1	XP_017884579.1
OG0006777	XP_033321093.1, XP_033321092.1	XP_017891256.1
OG0006778	XP_033328480.1, XP_033340295.1	XP_017885162.1
OG0006779	XP_033341786.1	XP_026673392.1, XP_026673035.1
OG0006780	XP_033338097.1	XP_026666854.1, XP_026666856.1, XP_026666855.1
OG0006781	XP_033337226.1	XP_026674384.1, XP_026674383.1, XP_017890231.1, XP_017890234.1, XP_017890232.1
OG0006782	XP_033321179.1	XP_026675135.1, XP_017891757.1
OG0006784	XP_033321851.1	XP_017884044.1, XP_017884043.1
OG0006785	XP_033339698.1	XP_026674346.1, XP_017890244.1
OG0006787	XP_033333420.1	XP_026675636.1, XP_017875750.2
OG0006788	XP_033321141.1	XP_026670111.1
OG0006791	XP_033336475.1	XP_017884640.1, XP_017884639.1
OG0006792	XP_033342010.1	XP_017878089.2
OG0006793	XP_033331015.1	XP_017889928.2
OG0006798	XP_033338474.1	XP_017880237.1
OG0006800	XP_033323108.1	XP_017885827.1
OG0006801	XP_033329750.1	XP_017878775.1
OG0006803	XP_033333021.1	XP_017875144.1
OG0006804	XP_033329227.1	XP_017883182.1
OG0006805	XP_033332249.1	XP_017877469.1
OG0006806	XP_033329339.1	XP_017892183.1
OG0006807	XP_033335881.1	XP_017884470.1
OG0006808	XP_033326544.1	XP_017878799.1
OG0006809	XP_033331597.1	XP_017893316.1
OG0006810	XP_033334980.1	XP_017888343.1
OG0006811	XP_033329631.1	XP_017881360.1
OG0006812	XP_033342356.1	XP_017878688.1
OG0006813	XP_033336505.1	XP_017888151.1
OG0006814	XP_033337698.1	XP_017889608.1
OG0006815	XP_033332062.1	XP_017893381.2
OG0006816	XP_033334439.1	XP_017883959.1
OG0006817	XP_033330321.1	XP_017888352.1
OG0006818	XP_033340066.1	XP_017887774.1
OG0006819	XP_033341913.1	XP_017876881.1
OG0006820	XP_033337464.1	XP_017883466.1
OG0006821	XP_033339611.1	XP_017882205.1
OG0006822	XP_033337735.1	XP_017884295.1
OG0006824	XP_033325624.1	XP_017890198.1
OG0006825	XP_033336558.1	XP_017884984.1
OG0006826	XP_033338877.1	XP_017890664.1
OG0006827	XP_033334696.1	XP_026668810.1
OG0006828	XP_033340263.1	XP_017891507.1
OG0006829	XP_033340403.1	XP_017880441.1
OG0006830	XP_033336887.1	XP_017878078.1
OG0006831	XP_033335742.1	XP_017884458.1
OG0006832	XP_033334114.1	XP_017880500.1
OG0006833	XP_033335779.1	XP_017875429.1
OG0006834	XP_033339726.1	XP_017889892.1
OG0006835	XP_033332660.1	XP_017890816.1
OG0006836	XP_033327196.1	XP_017878003.1
OG0006837	XP_033322272.1, XP_033322273.1	XP_017886384.1
OG0006838	XP_033340862.1	XP_026670936.1
OG0006839	XP_033327907.1	XP_017887329.1
OG0006840	XP_033340275.1	XP_017891510.1
OG0006841	XP_033327371.1	XP_017883377.1
OG0006842	XP_033330086.1	XP_017881493.1
OG0006843	XP_033322757.1	XP_017875608.1
OG0006844	XP_033325555.1	XP_017883898.1
OG0006845	XP_033329952.1	XP_017882361.1
OG0006846	XP_033337094.1	XP_017889308.1
OG0006847	XP_033340544.1	XP_017885253.1
OG0006848	XP_033327940.1	XP_017887870.1
OG0006849	XP_033330000.1	XP_017879034.1
OG0006850	XP_033340131.1	XP_017890400.1
OG0006851	XP_033341495.1	XP_017875105.1
OG0006852	XP_033336690.1	XP_017884874.1
OG0006853	XP_033335888.1	XP_017875471.1
OG0006854	XP_033326610.1	XP_017889749.1
OG0006855	XP_033338307.1	XP_017882582.1
OG0006856	XP_033341204.1	XP_017879702.1
OG0006857	XP_033338431.1	XP_026671124.1
OG0006858	XP_033330426.1	XP_026667244.1
OG0006859	XP_033336665.1	XP_017888101.1
OG0006860	XP_033324029.1	XP_017882144.1
OG0006861	XP_033336109.1	XP_017884463.1
OG0006862	XP_033322046.1	XP_017882450.1
OG0006863	XP_033323727.1	XP_017890908.1
OG0006865	XP_033342853.1	XP_017880006.1
OG0006866	XP_033340958.1	XP_017886457.1
OG0006867	XP_033322760.1	XP_017881189.1
OG0006868	XP_033341744.1	XP_017886036.1
OG0006869	XP_033323951.1	XP_026670261.1
OG0006870	XP_033324967.1	XP_017878163.1
OG0006871	XP_033327246.1	XP_017878993.1
OG0006872	XP_033340079.1	XP_017889346.1
OG0006873	XP_033337447.1, XP_033337448.1	XP_017893091.1
OG0006874	XP_033337327.1	XP_026666500.1
OG0006875	XP_033342854.1	XP_017892902.1
OG0006876	XP_033340248.1	XP_017885182.1
OG0006877	XP_033328750.1	XP_026668801.1
OG0006878	XP_033342492.1	XP_017878548.1
OG0006879	XP_033324979.1	XP_017889407.1
OG0006880	XP_033341594.1	XP_017887411.1
OG0006882	XP_033324219.1	XP_017879599.1
OG0006883	XP_033325990.1	XP_017890050.1
OG0006884	XP_033323632.1	XP_017879282.1
OG0006885	XP_033342323.1	XP_017878588.1
OG0006886	XP_033337615.1, XP_033337614.1	XP_017888353.1
OG0006887	XP_033321481.1	XP_017891353.1
OG0006888	XP_033330815.1	XP_017890122.1
OG0006889	XP_033333299.1	XP_026672098.1, XP_026672097.1, XP_026672096.1, XP_017885463.1
OG0006890	XP_033326080.1	XP_017882181.1
OG0006891	XP_033333851.1	XP_017877747.1
OG0006892	XP_033331100.1	XP_017892379.1
OG0006893	XP_033342489.1	XP_017878547.1
OG0006895	XP_033337480.1	XP_017888905.1
OG0006896	XP_033321427.1	XP_017883052.1
OG0006897	XP_033324835.1	XP_017889698.1
OG0006898	XP_033333884.1	XP_017881641.1
OG0006899	XP_033329312.1	XP_017892654.1
OG0006900	XP_033325448.1	XP_017882207.1
OG0006902	XP_033342813.1	XP_017878535.1
OG0006903	XP_033323116.1	XP_017891814.1
OG0006904	XP_033330149.1	XP_017881260.1
OG0006905	XP_033341126.1	XP_026673196.1
OG0006906	XP_033328208.1	XP_017876203.1
OG0006907	XP_033333955.1	XP_017877370.1
OG0006909	XP_033336291.1	XP_017875433.1
OG0006910	XP_033326515.1	XP_017878712.1
OG0006911	XP_033330932.1	XP_017885856.1
OG0006912	XP_033333947.1	XP_026675284.1
OG0006913	XP_033324444.1	XP_026671378.1
OG0006914	XP_033340116.1	XP_017888970.1
OG0006915	XP_033328880.1	XP_017890759.1
OG0006917	XP_033334850.1	XP_017876654.1
OG0006918	XP_033338335.1	XP_017879829.1
OG0006920	XP_033340206.1, XP_033332620.1	XP_026674730.1
OG0006921	XP_033332392.1	XP_017887901.1
OG0006922	XP_033341307.1	XP_017886336.1
OG0006923	XP_033325785.1	XP_017876470.1
OG0006924	XP_033332602.1	XP_017882690.1, XP_026670678.1
OG0006925	XP_033323481.1	XP_017878399.1
OG0006926	XP_033329267.1	XP_026668392.1
OG0006927	XP_033328453.1	XP_026667530.1
OG0006928	XP_033329519.1	XP_017892195.1
OG0006929	XP_033337862.1	XP_017877652.1
OG0006930	XP_033329747.1	XP_017885771.1
OG0006931	XP_033334901.1	XP_017878402.1
OG0006932	XP_033324633.1	XP_017886463.1
OG0006933	XP_033336537.1	XP_017891842.1
OG0006934	XP_033326336.1	XP_017877569.1
OG0006935	XP_033333001.1	XP_017887894.1
OG0006936	XP_033336693.1	XP_026667110.1
OG0006937	XP_033342517.1	XP_017886437.1
OG0006938	XP_033326723.1	XP_017879125.1
OG0006940	XP_033335667.1	XP_017888108.1
OG0006941	XP_033335972.1	XP_017884525.1
OG0006943	XP_033340876.1	XP_017882174.1
OG0006944	XP_033327999.1	XP_026669585.1
OG0006945	XP_033340616.1	XP_017887956.1
OG0006947	XP_033334157.1	XP_017878231.1
OG0006948	XP_033335653.1	XP_017884976.1
OG0006949	XP_033334918.1	XP_017881121.1
OG0006950	XP_033343069.1	XP_017892597.1
OG0006951	XP_033330078.1	XP_017882608.1
OG0006952	XP_033329607.1	XP_017875314.1
OG0006953	XP_033341618.1	XP_017879451.1
OG0006954	XP_033341392.1	XP_017888266.1
OG0006955	XP_033325447.1	XP_017893377.1
OG0006956	XP_033326497.1	XP_017886587.1
OG0006958	XP_033342292.1	XP_017878617.1
OG0006959	XP_033339982.1	XP_017875082.1
OG0006960	XP_033328397.1	XP_026671992.1
OG0006961	XP_033324637.1	XP_017889446.1
OG0006962	XP_033336886.1	XP_017877954.1
OG0006964	XP_033340225.1	XP_017888011.1
OG0006965	XP_033342833.1	XP_017878964.1
OG0006966	XP_033333450.1	XP_026675477.1
OG0006967	XP_033327169.1	XP_017885325.1
OG0006968	XP_033322371.1	XP_017886351.1
OG0006969	XP_033329927.1	XP_017888908.1
OG0006970	XP_033333535.1	XP_017877266.1
OG0006971	XP_033327423.1	XP_017893085.1
OG0006972	XP_033323492.1	XP_017875829.1
OG0006973	XP_033332863.1	XP_017893318.1
OG0006974	XP_033336315.1	XP_017888054.1
OG0006975	XP_033335660.1	XP_017888106.1
OG0006976	XP_033332007.1	XP_017884324.1
OG0006977	XP_033336244.1, XP_033336617.1	XP_017875539.1
OG0006978	XP_033329225.1	XP_026667517.1
OG0006979	XP_033328459.1	XP_017885924.1
OG0006980	XP_033335332.1	XP_017892679.1
OG0006981	XP_033337130.1	XP_017887565.1
OG0006982	XP_033342691.1	XP_017879932.1
OG0006983	XP_033328656.1	XP_017887573.1
OG0006984	XP_033326139.1	XP_017876169.1
OG0006985	XP_033320774.1, XP_033333798.1	XP_017878812.1
OG0006986	XP_033340192.1	XP_026667353.1
OG0006987	XP_033340564.1	XP_017891206.1
OG0006988	XP_033324205.1	XP_017876427.1
OG0006989	XP_033331271.1, XP_033331185.1	XP_026671336.1
OG0006990	XP_033337082.1	XP_017878011.1
OG0006991	XP_033321838.1	XP_017880588.1
OG0006992	XP_033341438.1	XP_017880404.1
OG0006993	XP_033330823.1	XP_017887922.1
OG0006994	XP_033328078.1	XP_017879521.1
OG0006995	XP_033322486.1	XP_026670193.1
OG0006996	XP_033336401.1	XP_017884646.1
OG0006997	XP_033338512.1, XP_033338511.1, XP_033338513.1	XP_017880140.1
OG0006998	XP_033326875.1	XP_017875880.1
OG0006999	XP_033331334.1	XP_017879918.1
OG0007000	XP_033333118.1	XP_017892248.1
OG0007001	XP_033324944.1	XP_017882846.1
OG0007002	XP_033332211.1	XP_017893303.1
OG0007003	XP_033338960.1	XP_017879873.1
OG0007004	XP_033338064.1	XP_017878779.1
OG0007005	XP_033321760.1	XP_026670479.1
OG0007006	XP_033337166.1	XP_017891811.1
OG0007007	XP_033322883.1	XP_017881192.1
OG0007008	XP_033339379.1	XP_026674416.1, XP_017890317.1
OG0007009	XP_033336898.1	XP_017877957.1
OG0007010	XP_033322690.1	XP_017888546.1
OG0007011	XP_033331613.1	XP_017881185.1
OG0007012	XP_033327037.1	XP_026670308.1
OG0007013	XP_033327193.1	XP_017877920.1
OG0007014	XP_033321774.1	XP_017880840.1
OG0007015	XP_033332957.1	XP_017893196.1
OG0007016	XP_033324145.1	XP_017881725.1
OG0007017	XP_033328723.1	XP_017887859.1
OG0007018	XP_033339529.1	XP_017875809.1
OG0007019	XP_033337606.1	XP_017877271.1
OG0007020	XP_033324898.1	XP_017889778.1
OG0007021	XP_033321681.1, XP_033321682.1	XP_017887277.1
OG0007022	XP_033340136.1	XP_017879800.1
OG0007023	XP_033332070.1	XP_017883527.1
OG0007024	XP_033333214.1	XP_017885560.1
OG0007025	XP_033336850.1	XP_017878996.1
OG0007026	XP_033331581.1	XP_017876518.1
OG0007027	XP_033337419.1	XP_026667386.1
OG0007028	XP_033328761.1	XP_026674627.1
OG0007029	XP_033342231.1	XP_017890530.1
OG0007030	XP_033335891.1	XP_017884985.1
OG0007031	XP_033332149.1	XP_017879026.1
OG0007033	XP_033328694.1	XP_017880515.1
OG0007034	XP_033341083.1, XP_033341091.1	XP_026674966.1
OG0007035	XP_033327367.1	XP_017883456.1
OG0007036	XP_033340337.1	XP_017885900.1
OG0007038	XP_033331042.1	XP_017889830.1
OG0007039	XP_033336582.1	XP_017882282.1
OG0007040	XP_033325460.1	XP_017892133.1
OG0007041	XP_033328280.1	XP_017887697.1
OG0007042	XP_033333774.1	XP_017888553.1
OG0007043	XP_033340811.1	XP_017886561.1
OG0007044	XP_033343002.1	XP_017887454.1
OG0007045	XP_033326284.1	XP_017875325.1
OG0007047	XP_033335882.1	XP_017884778.1
OG0007048	XP_033339800.1	XP_017889891.1
OG0007050	XP_033341145.1	XP_017881622.1
OG0007051	XP_033335463.1	XP_026674248.1
OG0007052	XP_033335271.1	XP_017884029.1
OG0007053	XP_033325354.1	XP_017885446.1
OG0007054	XP_033331119.1	XP_026672144.1
OG0007055	XP_033329255.1	XP_026666691.1
OG0007056	XP_033324952.1	XP_017878153.1
OG0007057	XP_033322287.1	XP_017878116.1
OG0007058	XP_033325554.1	XP_017875935.1
OG0007059	XP_033339121.1	XP_017890274.1
OG0007060	XP_033335597.1	XP_026671870.1
OG0007061	XP_033323299.1	XP_017880642.1
OG0007062	XP_033328857.1	XP_017881046.1
OG0007063	XP_033334712.1	XP_017888557.1
OG0007064	XP_033326221.1	XP_017876135.1
OG0007065	XP_033320918.1	XP_017889915.1
OG0007066	XP_033323578.1	XP_017877099.1
OG0007067	XP_033335466.1	XP_017889969.1
OG0007068	XP_033329966.1	XP_026670491.1
OG0007069	XP_033330126.1	XP_017893374.1
OG0007070	XP_033323798.1	XP_017881468.1
OG0007071	XP_033329885.1	XP_017882485.1
OG0007072	XP_033332247.1	XP_026673080.1
OG0007073	XP_033335892.1	XP_017884987.1
OG0007074	XP_033332992.1	XP_017885764.1
OG0007076	XP_033326027.1	XP_017876649.1
OG0007077	XP_033324763.1	XP_017886308.1
OG0007078	XP_033337562.1, XP_033339941.1	XP_017883452.1
OG0007079	XP_033329834.1	XP_017882474.1
OG0007080	XP_033335671.1	XP_017884578.1
OG0007081	XP_033324491.1	XP_017883707.1
OG0007082	XP_033340968.1	XP_017881973.1
OG0007083	XP_033339493.1	XP_017890843.1
OG0007084	XP_033329715.1	XP_017888541.1
OG0007085	XP_033329116.1	XP_017890918.1
OG0007086	XP_033332617.1	XP_017880059.1
OG0007087	XP_033320856.1	XP_017881248.1
OG0007088	XP_033337607.1	XP_017877302.1
OG0007089	XP_033340082.1	XP_017879789.1
OG0007090	XP_033333889.1	XP_017877901.1
OG0007091	XP_033323245.1	XP_017880787.1
OG0007092	XP_033338508.1	XP_017880227.1
OG0007093	XP_033321259.1	XP_017879618.1
OG0007094	XP_033325975.1	XP_017875620.1
OG0007095	XP_033340570.1	XP_017893127.1
OG0007096	XP_033322041.1	XP_017882421.2
OG0007097	XP_033340736.1	XP_017891604.1
OG0007098	XP_033341398.1	XP_017876105.1
OG0007099	XP_033321867.1	XP_017881892.1
OG0007100	XP_033329307.1	XP_026666586.1
OG0007101	XP_033328158.1	XP_017890042.1
OG0007103	XP_033327939.1	XP_017881205.1
OG0007104	XP_033334987.1	XP_017891103.1
OG0007105	XP_033324288.1	XP_017890105.1
OG0007106	XP_033331049.1	XP_017893014.1
OG0007108	XP_033323624.1	XP_017879215.1
OG0007109	XP_033338686.1	XP_017880406.1
OG0007110	XP_033336905.1	XP_017877949.2
OG0007111	XP_033321735.1	XP_017882471.1
OG0007112	XP_033325908.1	XP_026672030.1
OG0007113	XP_033341304.1	XP_017877038.1
OG0007114	XP_033331228.1	XP_017875252.1
OG0007115	XP_033332566.1	XP_017877642.1
OG0007116	XP_033321755.1	XP_017880679.1
OG0007117	XP_033323331.1	XP_017882714.1
OG0007118	XP_033342596.1	XP_017876783.1
OG0007119	XP_033324031.1	XP_017887989.1
OG0007120	XP_033341634.1	XP_017889627.1
OG0007121	XP_033325118.1	XP_017875346.1
OG0007122	XP_033338781.1	XP_017893657.1
OG0007123	XP_033321979.1	XP_017880896.1
OG0007124	XP_033325515.1	XP_026671227.1
OG0007125	XP_033321581.1	XP_017879279.1
OG0007126	XP_033323618.1	XP_017882785.1
OG0007127	XP_033333173.1	XP_017893249.1
OG0007128	XP_033328534.1	XP_017888234.1
