Orthogroup	Megalopta_genalis	Tribolium_castaneum
OG0005425	XP_033331727.1	XP_008196161.1
OG0005426	XP_033338451.1	XP_015838152.1
OG0005427	XP_033333813.1	XP_971859.1
OG0005428	XP_033338309.1	XP_967422.1
OG0005429	XP_033342006.1	XP_008194349.1
OG0005430	XP_033332175.1	XP_008196358.1, XP_008196357.1
OG0005431	XP_033325902.1	NP_001164084.1
OG0005432	XP_033327028.1	XP_973527.1
OG0005433	XP_033321580.1	XP_008199376.1
OG0005434	XP_033325063.1, XP_033325062.1	XP_973949.1
OG0005435	XP_033341524.1, XP_033341525.1	XP_969503.1
OG0005436	XP_033340377.1	XP_008197711.1, XP_008197712.1
OG0005437	XP_033334755.1	XP_967836.1
OG0005438	XP_033323582.1	XP_015833097.1
OG0005439	XP_033332328.1	NP_001135819.1, XP_008201251.1
OG0005440	XP_033327663.1	XP_015839629.1
OG0005441	XP_033321214.1	XP_015838741.1
OG0005442	XP_033331442.1	XP_974396.1
OG0005443	XP_033334429.1	XP_008196473.1
OG0005444	XP_033327407.1	XP_008197565.1
OG0005445	XP_033333959.1	XP_969158.1
OG0005446	XP_033329783.1	XP_008194438.1
OG0005447	XP_033331577.1	XP_001814215.1
OG0005448	XP_033327836.1	XP_008195789.1
OG0005449	XP_033342613.1	XP_968736.2
OG0005450	XP_033323598.1	XP_973692.1
OG0005451	XP_033320788.1	XP_008192048.1
OG0005452	XP_033331500.1	XP_008196658.1
OG0005453	XP_033334476.1	XP_968243.2
OG0005454	XP_033324550.1	XP_015837037.1
OG0005455	XP_033321991.1	XP_015839566.1
OG0005456	XP_033324457.1	XP_974621.1
OG0005458	XP_033325274.1, XP_033325272.1	XP_008200585.1
OG0005459	XP_033339351.1	XP_970012.2
OG0005460	XP_033322793.1	XP_008195318.1
OG0005461	XP_033339686.1	NP_001127849.1, XP_008200659.1
OG0005462	XP_033330117.1	XP_966738.1
OG0005463	XP_033329112.1	XP_008193419.1
OG0005464	XP_033342286.1	XP_008194511.1
OG0005465	XP_033326502.1	XP_970909.1, XP_008192810.1, XP_008192811.1
OG0005466	XP_033325087.1	XP_972982.2
OG0005467	XP_033322914.1	XP_015837954.1
OG0005468	XP_033330231.1	XP_015834704.1, XP_008191548.1
OG0005469	XP_033324558.1	XP_008192846.1, XP_008200964.1
OG0005470	XP_033332555.1, XP_033332485.1	XP_972682.1
OG0005471	XP_033331559.1, XP_033339871.1	XP_001809262.1
OG0005472	XP_033341246.1	XP_015835827.1
OG0005473	XP_033323716.1	XP_008192040.1
OG0005474	XP_033336302.1	XP_001810755.3
OG0005475	XP_033342752.1	XP_008201671.1
OG0005476	XP_033337966.1, XP_033337967.1, XP_033337968.1, XP_033337969.1, XP_033337970.1, XP_033337971.1, XP_033337965.1	XP_971822.3
OG0005477	XP_033330570.1	XP_974852.2
OG0005478	XP_033323332.1	XP_001812500.2
OG0005479	XP_033326844.1	XP_008191092.1
OG0005481	XP_033333733.1	NP_001034528.2
OG0005482	XP_033330503.1	XP_968127.1
OG0005483	XP_033327032.1	XP_967008.1, XP_969920.2
OG0005484	XP_033321652.1	XP_008194745.1
OG0005485	XP_033339788.1	XP_001810064.1
OG0005486	XP_033337185.1	XP_972341.1
OG0005487	XP_033333744.1	NP_001034503.2
OG0005488	XP_033334978.1	XP_008197770.1
OG0005489	XP_033339311.1	XP_015838115.1
OG0005490	XP_033340205.1	XP_008190916.1
OG0005491	XP_033337915.1	XP_973813.1
OG0005492	XP_033332650.1	XP_972505.1
OG0005493	XP_033325412.1	XP_015836795.1
OG0005494	XP_033324445.1	XP_008200831.1
OG0005495	XP_033338127.1	XP_973718.1
OG0005496	XP_033340105.1, XP_033340106.1	XP_008190695.1
OG0005497	XP_033336087.1	XP_008195817.1
OG0005498	XP_033331869.1	XP_015833408.1
OG0005499	XP_033322781.1	XP_008198939.1
OG0005500	XP_033332245.1	XP_973086.1
OG0005501	XP_033328972.1	XP_967110.1
OG0005502	XP_033325987.1, XP_033332601.1	XP_974198.1
OG0005503	XP_033340392.1	XP_967532.1
OG0005504	XP_033326407.1, XP_033326406.1, XP_033326405.1	XP_008198705.1
OG0005506	XP_033334395.1	XP_971393.2
OG0005507	XP_033340227.1	XP_008192238.1
OG0005508	XP_033337717.1	XP_015836567.1
OG0005510	XP_033332840.1	XP_008190584.1
OG0005511	XP_033334555.1	XP_008197037.1
OG0005512	XP_033342801.1	XP_008193259.1
OG0005513	XP_033320926.1	XP_972312.1
OG0005514	XP_033341241.1	XP_008193361.1
OG0005515	XP_033329308.1	XP_008191442.1
OG0005516	XP_033339423.1	XP_008197614.1
OG0005517	XP_033324332.1	XP_973053.2
OG0005519	XP_033332294.1	XP_008190559.1
OG0005520	XP_033332642.1	XP_008195639.2
OG0005521	XP_033333688.1	XP_008195810.1, XP_008191843.1
OG0005522	XP_033336779.1	XP_008196727.1
OG0005523	XP_033327778.1	XP_975695.2
OG0005524	XP_033330411.1	XP_967462.1
OG0005525	XP_033327379.1	XP_008198289.1
OG0005526	XP_033333277.1	XP_966382.1
OG0005527	XP_033327089.1	XP_971197.1
OG0005528	XP_033322066.1	XP_008194625.1
OG0005529	XP_033325978.1	XP_973566.1
OG0005530	XP_033332934.1	XP_008196481.1
OG0005531	XP_033341588.1	XP_015833767.1
OG0005532	XP_033336325.1	XP_969979.1
OG0005534	XP_033330184.1	XP_008200499.1
OG0005535	XP_033335583.1	XP_967515.1
OG0005537	XP_033321802.1	XP_008199116.1
OG0005538	XP_033339578.1	XP_015835734.1
OG0005539	XP_033327959.1	XP_008200376.1
OG0005540	XP_033336640.1	XP_015836505.1
OG0005541	XP_033335798.1	XP_973773.2
OG0005542	XP_033332716.1	XP_008192259.1
OG0005544	XP_033342514.1	XP_008201376.1, XP_974636.1
OG0005545	XP_033323167.1	XP_970414.1
OG0005546	XP_033331338.1	XP_008198597.1
OG0005548	XP_033326340.1	XP_015838257.1
OG0005549	XP_033340244.1, XP_033340243.1, XP_033340242.1	XP_015839980.1
OG0005550	XP_033342971.1	XP_973165.1
OG0005551	XP_033339353.1	XP_008196703.1
OG0005552	XP_033337249.1	XP_975507.2
OG0005553	XP_033339209.1	XP_008195933.1
OG0005554	XP_033329917.1	XP_008193966.1
OG0005555	XP_033338957.1	XP_972538.1
OG0005556	XP_033328556.1, XP_033328557.1	XP_008191315.1
OG0005557	XP_033320983.1	XP_008192694.2
OG0005558	XP_033324650.1	XP_974637.1
OG0005559	XP_033339932.1	XP_015835774.1, XP_015835773.1
OG0005560	XP_033323409.1	XP_001807632.1
OG0005561	XP_033325878.1	XP_966906.2
OG0005562	XP_033338391.1	XP_001813896.1
OG0005563	XP_033342876.1	XP_001812636.1
OG0005565	XP_033340056.1	NP_001092299.1
OG0005566	XP_033320782.1	XP_008191937.1
OG0005567	XP_033338106.1	XP_015838411.1
OG0005568	XP_033322753.1	XP_015832996.1
OG0005569	XP_033323176.1	XP_008194003.1
OG0005571	XP_033328946.1	XP_008198377.1
OG0005572	XP_033323818.1	XP_968960.1
OG0005573	XP_033340479.1	XP_015835884.1
OG0005574	XP_033332796.1	XP_008200152.1
OG0005575	XP_033329468.1	XP_008192758.1
OG0005576	XP_033329599.1	XP_015836415.1
OG0005577	XP_033332914.1, XP_033322575.1	XP_975111.2
OG0005579	XP_033324973.1	XP_970340.2
OG0005580	XP_033330010.1	XP_973507.1
OG0005581	XP_033342107.1	XP_008191715.1
OG0005582	XP_033341669.1	XP_967640.1
OG0005583	XP_033333547.1	XP_970964.1
OG0005584	XP_033338958.1	XP_967567.1
OG0005585	XP_033341831.1	XP_966471.1
OG0005586	XP_033321626.1	XP_969420.2
OG0005587	XP_033327076.1	XP_015839094.1
OG0005588	XP_033321902.1	XP_008195802.1
OG0005589	XP_033322036.1	XP_973990.1
OG0005590	XP_033327775.1	XP_008191978.1
OG0005591	XP_033338298.1	XP_008194004.1
OG0005593	XP_033321351.1	XP_972133.2
OG0005594	XP_033327686.1	XP_970159.1
OG0005595	XP_033326573.1	XP_971290.1
OG0005596	XP_033330251.1	XP_008193314.1, XP_008191259.1
OG0005598	XP_033325571.1	XP_966796.1
OG0005599	XP_033329236.1	XP_970886.1
OG0005601	XP_033334353.1	XP_015839104.1
OG0005602	XP_033341178.1	XP_008201524.1
OG0005603	XP_033338745.1	XP_015834326.1
OG0005604	XP_033330475.1	XP_015838074.1
OG0005607	XP_033328131.1	XP_970456.1
OG0005608	XP_033333793.1	XP_972325.1
OG0005609	XP_033330465.1	XP_973709.1
OG0005610	XP_033330445.1	XP_008197272.1
OG0005611	XP_033322182.1	XP_015838591.1
OG0005612	XP_033332329.1	XP_973472.3
OG0005613	XP_033333511.1	XP_974794.1
OG0005614	XP_033324300.1	XP_015837263.1
OG0005615	XP_033322192.1	XP_967684.1
OG0005616	XP_033324527.1, XP_033324529.1, XP_033324528.1	XP_973420.1
OG0005617	XP_033332421.1	XP_015838662.1
OG0005618	XP_033335802.1	XP_970807.1, XP_015838160.1
OG0005619	XP_033331208.1	XP_974629.1
OG0005621	XP_033323769.1	XP_008199868.1
OG0005622	XP_033325517.1	XP_008191591.1
OG0005623	XP_033340908.1	XP_015836534.1
OG0005624	XP_033332018.1	XP_008194577.1
OG0005626	XP_033331155.1	XP_008192705.1
OG0005627	XP_033342915.1, XP_033342914.1	XP_967962.1
OG0005628	XP_033325683.1	XP_968236.1
OG0005629	XP_033335588.1	XP_966621.1
OG0005630	XP_033341652.1	XP_008197862.1
OG0005631	XP_033322929.1	XP_975107.1
OG0005632	XP_033321834.1	XP_015839078.1
OG0005633	XP_033322447.1	XP_008200968.1, XP_015838364.1
OG0005634	XP_033326125.1	XP_008193611.1
OG0005635	XP_033336436.1, XP_033336437.1, XP_033336438.1	XP_971101.2
OG0005636	XP_033338638.1	XP_015839340.1
OG0005637	XP_033334866.1	XP_008190932.1
OG0005639	XP_033337532.1	XP_971230.2
OG0005640	XP_033334240.1	XP_966896.1
OG0005641	XP_033335787.1	XP_971415.2
OG0005642	XP_033342923.1	XP_015834732.1
OG0005643	XP_033329696.1	XP_008191488.1
OG0005644	XP_033328157.1	XP_008195576.1
OG0005645	XP_033341412.1, XP_033341413.1	XP_008199535.1
OG0005646	XP_033326417.1	XP_008192422.1
OG0005647	XP_033342549.1	XP_008191197.1
OG0005649	XP_033336663.1, XP_033336662.1	XP_001811313.1
OG0005650	XP_033329628.1	XP_015838337.1
OG0005651	XP_033334097.1	XP_972980.2
OG0005652	XP_033329025.1	XP_015833242.1
OG0005653	XP_033333885.1	XP_970640.2
OG0005655	XP_033329610.1	XP_008198247.1
OG0005656	XP_033329830.1, XP_033329832.1	XP_008197183.1
OG0005658	XP_033335104.1	XP_015835639.1
OG0005659	XP_033327659.1	XP_015838700.1
OG0005660	XP_033326700.1, XP_033326701.1	XP_015832984.1
OG0005661	XP_033330433.1, XP_033330432.1	XP_015836150.1, XP_008193651.1
OG0005662	XP_033334727.1	XP_015835784.1
OG0005663	XP_033326689.1	XP_967385.1
OG0005664	XP_033340432.1	XP_968992.1
OG0005665	XP_033330127.1	XP_015836655.1, XP_008195221.1
OG0005666	XP_033325816.1	XP_008195192.1
OG0005667	XP_033323869.1	XP_971924.1
OG0005668	XP_033331149.1	XP_008199010.1, XP_967102.4
OG0005669	XP_033321891.1	XP_015838792.1
OG0005670	XP_033327701.1	XP_015838635.1, NP_001280543.1
OG0005671	XP_033337544.1, XP_033337341.1	XP_008194314.1
OG0005672	XP_033339783.1	XP_969548.2, XP_008193652.1
OG0005673	XP_033334861.1	XP_969408.1
OG0005674	XP_033333106.1	XP_008198373.1
OG0005675	XP_033322508.1	XP_008199566.1
OG0005676	XP_033328004.1	XP_008195410.1
OG0005677	XP_033321301.1	XP_008191125.1, XP_008191123.1
OG0005679	XP_033326715.1	XP_015839852.1
OG0005680	XP_033329057.1	XP_973336.1
OG0005682	XP_033326292.1	XP_971265.1
OG0005683	XP_033321978.1	XP_015840603.1
OG0005684	XP_033330618.1, XP_033330619.1	XP_972460.1
OG0005685	XP_033325005.1	XP_008194740.1
OG0005686	XP_033334779.1	XP_015835288.1, XP_008193311.1
OG0005687	XP_033331040.1	XP_015839698.1
OG0005688	XP_033341391.1	XP_001809624.1
OG0005689	XP_033329395.1	XP_015836591.1
OG0005690	XP_033340581.1	XP_008193846.1
OG0005691	XP_033342625.1	XP_008191553.2, XP_008197204.1
OG0005692	XP_033337675.1	XP_015834364.1
OG0005693	XP_033328900.1	XP_008190653.1
OG0005694	XP_033335658.1	XP_008198203.2, XP_015839032.1
OG0005695	XP_033333723.1	XP_001816234.2
OG0005696	XP_033334610.1	XP_015835760.1
OG0005697	XP_033322630.1, XP_033322631.1, XP_033322632.1	XP_001807213.1
OG0005698	XP_033341078.1	XP_008195574.1
OG0005699	XP_033325292.1	XP_008191893.1
OG0005700	XP_033326908.1	XP_008199386.1
OG0005701	XP_033332822.1	XP_008190444.1
OG0005703	XP_033332117.1, XP_033332128.1, XP_033332137.1, XP_033332108.1	XP_015840942.1, XP_008199917.1
OG0005704	XP_033324344.1	XP_015836803.1
OG0005705	XP_033320929.1	XP_015834742.1
OG0005706	XP_033339638.1	XP_008198596.1
OG0005707	XP_033331115.1	XP_968416.2
OG0005708	XP_033336316.1	XP_008194602.1
OG0005709	XP_033333230.1	XP_975136.4
OG0005710	XP_033322672.1	XP_015837447.1
OG0005711	XP_033332473.1	NP_001107762.1
OG0005712	XP_033323933.1	NP_001103418.1, NP_001156000.1
OG0005713	XP_033324940.1	XP_008201227.1, XP_975412.2, XP_008201229.1
OG0005714	XP_033341940.1	XP_008195977.1
OG0005715	XP_033333830.1	XP_015834444.1
OG0005717	XP_033321322.1	XP_008191426.1, XP_015834044.1, XP_008191427.1
OG0005718	XP_033321498.1	XP_015834672.1
OG0005719	XP_033340670.1	XP_008195958.1
OG0005720	XP_033338466.1	XP_008200672.1, XP_008200671.1, XP_967638.1
OG0005721	XP_033322894.1	XP_975052.1
OG0005722	XP_033339654.1	XP_015834235.1
OG0005723	XP_033336305.1, XP_033336308.1	NP_001107775.1, NP_001103244.1, XP_008199351.1, NP_001107776.1
OG0005724	XP_033333285.1	XP_966556.1
OG0005725	XP_033336186.1	XP_015838520.1, XP_015838521.1, XP_008197478.1
OG0005726	XP_033339390.1	XP_974953.1
OG0005727	XP_033323681.1	NP_001164083.1, XP_008195711.1
OG0005728	XP_033338844.1	XP_975436.1
OG0005729	XP_033330963.1	XP_008197901.1, XP_969096.1
OG0005730	XP_033321094.1	XP_015834563.1
OG0005731	XP_033334213.1	XP_008192201.1
OG0005732	XP_033341334.1	XP_966399.1, XP_015839291.1
OG0005733	XP_033333734.1, XP_033333735.1	XP_008192428.1, XP_008192429.1
OG0005734	XP_033338574.1	XP_974479.1
OG0005735	XP_033332790.1	XP_008198379.1
OG0005736	XP_033337815.1	XP_015834102.1, XP_015834101.1
OG0005737	XP_033337296.1	XP_008193748.1
OG0005738	XP_033335299.1	XP_967978.1
OG0005740	XP_033326436.1	XP_973508.1
OG0005741	XP_033340311.1	XP_008197143.1
OG0005742	XP_033325585.1	XP_015835465.1
OG0005743	XP_033320827.1	XP_015840616.1
OG0005744	XP_033329848.1	XP_008190612.1
OG0005746	XP_033328236.1	XP_971782.2
OG0005747	XP_033334055.1, XP_033334057.1, XP_033334054.1	XP_974155.1
OG0005748	XP_033337927.1	XP_968367.1
OG0005749	XP_033337543.1	XP_008196572.2, XP_015837758.1, XP_008196571.2, XP_015837757.1, XP_015837759.1
OG0005750	XP_033339737.1	XP_967927.1
OG0005751	XP_033339364.1	XP_970731.1
OG0005753	XP_033321097.1	NP_203162.1
OG0005754	XP_033330363.1	XP_971772.1, XP_001813407.1
OG0005755	XP_033329515.1	XP_966802.1
OG0005756	XP_033338376.1	XP_015839935.1
OG0005757	XP_033334104.1	XP_966941.1
OG0005758	XP_033329530.1, XP_033329531.1	XP_973180.1
OG0005759	XP_033328926.1	XP_008193179.1
OG0005760	XP_033324067.1	XP_008200159.1, XP_008193188.2
OG0005761	XP_033328920.1	XP_008195193.1
OG0005762	XP_033324772.1	XP_008190844.1, XP_015833561.1, XP_008190859.1
OG0005763	XP_033333079.1	XP_008191278.1
OG0005764	XP_033321973.1	XP_015837994.1
OG0005765	XP_033333422.1	XP_966810.1, XP_015835627.1
OG0005766	XP_033342949.1	XP_008199809.1
OG0005767	XP_033336619.1, XP_033336628.1	XP_008195414.1
OG0005768	XP_033334138.1	XP_968412.1
OG0005769	XP_033327066.1	XP_008192998.2
OG0005770	XP_033334881.1	XP_969735.1
OG0005772	XP_033342963.1	XP_008193738.1
OG0005773	XP_033325365.1, XP_033325366.1, XP_033340951.1	XP_973951.1
OG0005774	XP_033339675.1	XP_972232.1
OG0005775	XP_033330271.1	XP_974257.1
OG0005776	XP_033339036.1, XP_033339037.1	XP_971893.1
OG0005777	XP_033327452.1	XP_008194323.1
OG0005778	XP_033324953.1	XP_015839015.1
OG0005779	XP_033328417.1	XP_971676.1
OG0005780	XP_033340350.1	XP_976139.1
OG0005781	XP_033342469.1	XP_008194231.1, XP_968061.1
OG0005782	XP_033334047.1	XP_008200378.2
OG0005783	XP_033328575.1	XP_008190643.1, XP_008190641.1, XP_008190642.1
OG0005784	XP_033335091.1, XP_033335093.1, XP_033335092.1, XP_033335094.1	XP_008191668.2
OG0005786	XP_033325976.1, XP_033325977.1	XP_008193718.1
OG0005787	XP_033340751.1	XP_008191446.1
OG0005789	XP_033337374.1, XP_033337373.1	XP_966348.3
OG0005791	XP_033337535.1	NP_001103425.1, XP_015834309.1
OG0005793	XP_033341046.1, XP_033341047.1, XP_033341048.1, XP_033341049.1	XP_015836059.1
OG0005798	XP_033331596.1	XP_974333.2
OG0005799	XP_033335165.1	XP_975152.2
OG0005800	XP_033333303.1	XP_001812039.1
OG0005801	XP_033337745.1	XP_008191792.1
OG0005802	XP_033341010.1	XP_967562.2
OG0005803	XP_033331418.1	XP_972099.1
OG0005804	XP_033335139.1	XP_008200325.1
OG0005806	XP_033328998.1	XP_008195833.1
OG0005807	XP_033338893.1, XP_033338894.1, XP_033338892.1	XP_008192382.1
OG0005808	XP_033327808.1	XP_968475.1
OG0005809	XP_033339332.1	XP_015834554.1
OG0005811	XP_033333507.1	XP_001811565.1
OG0005813	XP_033342322.1	XP_969848.1
OG0005814	XP_033323631.1	XP_967401.1
OG0005815	XP_033334677.1	XP_008195335.1
OG0005816	XP_033331314.1	XP_015836172.1, XP_015836170.1, XP_015836173.1
OG0005817	XP_033338818.1, XP_033338817.1	XP_969995.1
OG0005818	XP_033321719.1	XP_015835570.1
OG0005819	XP_033323405.1	XP_015839040.1
OG0005820	XP_033337197.1, XP_033337183.1, XP_033337189.1	XP_015834937.1
OG0005822	XP_033322811.1, XP_033322810.1	XP_008198833.1
OG0005823	XP_033332657.1	XP_008198134.1
OG0005824	XP_033337974.1	XP_008196430.1
OG0005826	XP_033332443.1	XP_969824.1
OG0005827	XP_033343028.1	XP_008194634.1
OG0005832	XP_033329513.1	XP_973367.1
OG0005835	XP_033337683.1	XP_967201.2, XP_008199300.1
OG0005845	XP_033340698.1	XP_008196912.1
OG0005846	XP_033326147.1	XP_973326.1
OG0005847	XP_033335762.1	XP_968885.1
OG0005848	XP_033338542.1, XP_033338541.1	XP_015840156.1
OG0005849	XP_033341957.1	XP_968733.1
OG0005850	XP_033341974.1	XP_968178.1
OG0005851	XP_033325534.1	XP_975530.1
OG0005852	XP_033333967.1	XP_973139.1
OG0005853	XP_033342972.1	XP_969085.1
OG0005854	XP_033326463.1, XP_033326501.1	XP_970430.1
OG0005855	XP_033335957.1	XP_973632.1
OG0005856	XP_033334092.1	XP_975016.1
OG0005857	XP_033335250.1	XP_966448.1
OG0005858	XP_033330003.1	XP_973916.1
OG0005859	XP_033333694.1	XP_967224.1
OG0005860	XP_033330334.1	XP_969650.2
OG0005861	XP_033333948.1	XP_008193890.1
OG0005862	XP_033338283.1	XP_001810703.1
OG0005863	XP_033331106.1	XP_972793.1
OG0005864	XP_033333988.1	XP_973422.1
OG0005865	XP_033320979.1	XP_015833158.1
OG0005866	XP_033339998.1	XP_968355.1
OG0005867	XP_033339313.1	XP_015833912.1
OG0005868	XP_033342634.1	XP_968469.2
OG0005869	XP_033330374.1	XP_974124.1
OG0005870	XP_033342212.1	XP_966459.2
OG0005871	XP_033321422.1	XP_008194056.1
OG0005872	XP_033327221.1	XP_973623.1
OG0005873	XP_033341617.1	XP_015838706.1, XP_972497.1
OG0005874	XP_033332426.1	XP_972224.1
OG0005875	XP_033322946.1	XP_008197572.1
OG0005876	XP_033338880.1	XP_973092.3
OG0005877	XP_033340744.1	XP_968270.1
OG0005878	XP_033321236.1	XP_008200264.1
OG0005879	XP_033342600.1	XP_008196780.1
OG0005880	XP_033332442.1	XP_971703.1
OG0005881	XP_033342168.1	XP_974133.1
OG0005882	XP_033327812.1	XP_974274.1
OG0005883	XP_033337277.1	XP_008195940.1
OG0005884	XP_033333656.1	XP_974883.1
OG0005885	XP_033326937.1	XP_015836788.1
OG0005886	XP_033337871.1	XP_969933.1
OG0005887	XP_033326048.1, XP_033326049.1	XP_971023.1
OG0005888	XP_033329672.1	XP_967613.2
OG0005889	XP_033322585.1	XP_975558.1
OG0005890	XP_033340597.1	XP_966773.1
OG0005891	XP_033342163.1	XP_974159.1
OG0005892	XP_033330613.1	XP_971759.1
OG0005893	XP_033332885.1	XP_008201452.1
OG0005894	XP_033333015.1	XP_015838035.1
OG0005895	XP_033340659.1	XP_001811714.1
OG0005896	XP_033330326.1	XP_975000.1
OG0005897	XP_033333393.1	XP_008193639.1
OG0005898	XP_033329931.1	XP_015837344.1
OG0005899	XP_033339204.1	XP_008193014.1
OG0005900	XP_033322166.1	XP_008200927.1
OG0005901	XP_033331126.1	XP_968263.1
OG0005902	XP_033324409.1	XP_008200832.1
OG0005905	XP_033331440.1	XP_967123.1
OG0005906	XP_033323990.1	XP_973003.1
OG0005907	XP_033323923.1	XP_967777.1
OG0005908	XP_033323816.1	XP_974526.1
OG0005909	XP_033329076.1	XP_967235.1
OG0005910	XP_033333660.1	XP_974981.1
OG0005911	XP_033330335.1	XP_008200551.1
OG0005912	XP_033330498.1	XP_967771.1
OG0005913	XP_033324156.1	XP_971130.1
OG0005914	XP_033323382.1	XP_970454.1
OG0005915	XP_033322990.1	XP_015833427.1
OG0005916	XP_033332276.1	XP_008192815.1
OG0005917	XP_033325863.1	XP_971914.1
OG0005918	XP_033325364.1	XP_001816527.1
OG0005919	XP_033340807.1	XP_967890.1
OG0005920	XP_033326713.1	XP_008195119.1
OG0005921	XP_033321790.1	XP_015832908.1
OG0005922	XP_033337697.1	XP_975662.1
OG0005923	XP_033325999.1	XP_974837.1, XP_969673.1
OG0005924	XP_033331627.1	XP_969540.1
OG0005925	XP_033324638.1	XP_008195838.1
OG0005926	XP_033326607.1	XP_970144.1
OG0005927	XP_033324981.1	XP_967615.2
OG0005928	XP_033331044.1	XP_968988.1
OG0005929	XP_033340016.1	XP_975129.1
OG0005930	XP_033323482.1, XP_033323483.1	XP_015834846.1
OG0005931	XP_033338208.1	XP_972315.1
OG0005933	XP_033331620.1	XP_970979.1
OG0005934	XP_033340666.1	XP_973675.1
OG0005935	XP_033342797.1	XP_975468.1
OG0005936	XP_033342618.1	XP_968660.2
OG0005937	XP_033322350.1	XP_974787.2
OG0005938	XP_033328854.1, XP_033328853.1	XP_974541.1
OG0005939	XP_033338411.1	XP_968325.1
OG0005940	XP_033329959.1	XP_970581.1
OG0005941	XP_033337126.1, XP_033337127.1	XP_008200477.1
OG0005942	XP_033321004.1	XP_968744.1
OG0005943	XP_033341159.1	XP_008196502.1
OG0005944	XP_033337548.1	XP_972242.2
OG0005945	XP_033323323.1	XP_966925.1
OG0005946	XP_033322919.1	XP_973141.1
OG0005947	XP_033322019.1	XP_015835164.1
OG0005948	XP_033340417.1	XP_972108.1
OG0005949	XP_033328145.1	XP_972979.1
OG0005950	XP_033323335.1	XP_970740.2
OG0005951	XP_033338311.1	XP_968060.1
OG0005952	XP_033327122.1	XP_008195725.1
OG0005953	XP_033335865.1	XP_974511.1
OG0005954	XP_033342798.1	XP_015837261.1
OG0005956	XP_033335878.1	XP_008195605.1
OG0005957	XP_033324551.1	NP_001161919.1
OG0005958	XP_033334140.1	XP_968248.1
OG0005959	XP_033333435.1	XP_015836024.1
OG0005960	XP_033336739.1	XP_971943.2
OG0005961	XP_033323109.1	XP_968289.1
OG0005962	XP_033324007.1	XP_015839659.1
OG0005963	XP_033324331.1	XP_966955.1
OG0005964	XP_033323046.1	XP_966494.1
OG0005965	XP_033326770.1	XP_015835418.1
OG0005966	XP_033335778.1	XP_008194882.1
OG0005967	XP_033335721.1	XP_008190656.1
OG0005969	XP_033336378.1	XP_008195198.1
OG0005970	XP_033322651.1	XP_968008.1
OG0005971	XP_033339623.1, XP_033339628.1	XP_972764.1
OG0005972	XP_033341131.1	XP_008190857.1
OG0005973	XP_033332406.1	XP_974707.1
OG0005974	XP_033329833.1	XP_970076.1
OG0005975	XP_033324079.1	XP_967206.1
OG0005976	XP_033338999.1	XP_008190409.1
OG0005977	XP_033322648.1	XP_008195389.1
OG0005978	XP_033324000.1	XP_008190672.1
OG0005979	XP_033333752.1	XP_971411.1
OG0005981	XP_033333655.1	XP_973579.1
OG0005982	XP_033333608.1	XP_008196504.1
OG0005983	XP_033340697.1	XP_969352.1
OG0005984	XP_033322325.1	XP_967318.2
OG0005985	XP_033325979.1	XP_001815071.1
OG0005986	XP_033338108.1	XP_970059.1
OG0005987	XP_033340634.1	XP_974790.1
OG0005988	XP_033330577.1	XP_969318.1
OG0005989	XP_033337026.1	XP_975610.1
OG0005990	XP_033334266.1	XP_008191718.1
OG0005991	XP_033324435.1	XP_975233.2
OG0005992	XP_033321056.1	XP_015834772.1
OG0005993	XP_033329260.1	XP_968963.1
OG0005994	XP_033326445.1	XP_969254.2
OG0005995	XP_033338586.1	XP_973561.1
OG0005996	XP_033327578.1	XP_972013.1
OG0005997	XP_033333209.1	XP_970827.1, XP_015834512.1
OG0005998	XP_033327195.1	XP_008195879.1
OG0005999	XP_033338310.1	XP_967903.1
OG0006000	XP_033322322.1	XP_973353.1
OG0006001	XP_033341310.1	XP_008192777.1
OG0006003	XP_033337994.1	XP_972504.1
OG0006004	XP_033332753.1	XP_967118.1
OG0006005	XP_033332628.1	XP_969076.2
OG0006006	XP_033333464.1	NP_001153545.1
OG0006007	XP_033327017.1	XP_008200322.1
OG0006008	XP_033340688.1	XP_008200316.1
OG0006009	XP_033340172.1, XP_033340173.1	XP_974616.1
OG0006010	XP_033339666.1	XP_015837004.1
OG0006011	XP_033341717.1	XP_008193073.1
OG0006012	XP_033341860.1	XP_967027.2
OG0006013	XP_033335444.1	XP_015836548.1
OG0006014	XP_033334296.1	XP_008199578.1
OG0006015	XP_033339779.1	XP_968023.1
OG0006016	XP_033339973.1	XP_972028.1
OG0006017	XP_033332041.1	XP_015834055.1
OG0006018	XP_033332874.1	XP_008200332.1
OG0006019	XP_033325186.1	XP_008190573.1
OG0006020	XP_033343128.1	XP_008195444.1
OG0006021	XP_033341580.1	XP_015832919.1, XP_008190459.1
OG0006022	XP_033324488.1	XP_008196614.1
OG0006023	XP_033328171.1	XP_975549.1
OG0006024	XP_033335613.1	XP_008197009.1
OG0006025	XP_033339591.1	XP_015835432.1
OG0006026	XP_033322454.1	XP_970038.1
OG0006027	XP_033343116.1	XP_970918.1
OG0006028	XP_033334681.1	XP_015833149.1
OG0006029	XP_033332606.1	XP_008196097.1
OG0006030	XP_033341711.1	XP_974086.2
OG0006031	XP_033329063.1	XP_008190529.1
OG0006032	XP_033335981.1	XP_973665.1
OG0006033	XP_033325239.1	XP_969665.1
