Orthogroup	Megalopta_genalis	Nasonia_vitripennis
OG0007153	XP_033336734.1	XP_001601481.1
OG0007154	XP_033331665.1	XP_001602625.1
OG0007155	XP_033338578.1	XP_003423815.1
OG0007156	XP_033337574.1	XP_032454558.1
OG0007157	XP_033328915.1	XP_008210333.1, XP_031782808.1
OG0007158	XP_033340211.1	XP_016845595.1
OG0007159	XP_033334163.1	XP_001599568.2
OG0007160	XP_033336079.1	XP_031787973.1
OG0007161	XP_033340287.1	NP_001161268.1
OG0007162	XP_033339222.1	XP_001599076.1
OG0007163	XP_033322771.1	XP_001607989.1
OG0007164	XP_033333966.1	XP_003425640.1
OG0007165	XP_033330330.1	XP_008215083.1
OG0007166	XP_033331819.1	XP_016837889.1
OG0007168	XP_033323166.1	XP_008209390.1
OG0007169	XP_033326821.1	XP_001606702.2
OG0007170	XP_033328289.1	XP_001605048.2
OG0007171	XP_033341302.1	XP_001600441.2
OG0007172	XP_033328866.1	XP_001604504.2
OG0007173	XP_033321964.1	XP_001599008.1
OG0007174	XP_033338990.1	XP_001602460.2
OG0007175	XP_033322551.1	XP_008205450.1
OG0007176	XP_033336283.1	XP_008211130.1
OG0007178	XP_033338086.1	XP_031785377.1
OG0007179	XP_033342563.1	XP_031779409.1
OG0007180	XP_033322003.1	XP_031787984.1
OG0007181	XP_033324676.1	XP_031787839.1, XP_032456258.1
OG0007182	XP_033326119.1	XP_001600575.1
OG0007183	XP_033321616.1	XP_008208058.1, XP_008208059.1, XP_032452410.1
OG0007184	XP_033329358.1	XP_031789577.1
OG0007185	XP_033338326.1	XP_031784574.1
OG0007186	XP_033325812.1	XP_008212497.1
OG0007187	XP_033341087.1	XP_031778817.1
OG0007188	XP_033342957.1	XP_008211515.1
OG0007190	XP_033340652.1	XP_001605633.1
OG0007193	XP_033332658.1	XP_031787003.1
OG0007194	XP_033339286.1, XP_033339341.1	XP_008203415.1
OG0007195	XP_033321831.1	XP_031779555.1
OG0007196	XP_033337529.1	XP_001601126.1
OG0007197	XP_033339263.1	XP_031786380.1
OG0007198	XP_033326267.1	XP_001606777.1
OG0007200	XP_033323722.1	XP_003427318.1
OG0007202	XP_033334179.1, XP_033334177.1, XP_033334178.1	XP_001606148.4
OG0007205	XP_033333572.1	XP_008217019.1
OG0007206	XP_033321349.1	XP_008208776.1
OG0007208	XP_033333267.1	XP_001606403.1
OG0007209	XP_033331980.1	XP_031784910.1
OG0007210	XP_033329158.1	XP_008214207.1
OG0007211	XP_033322814.1	XP_031779665.1
OG0007212	XP_033324081.1	XP_031785715.1
OG0007213	XP_033323233.1	XP_008210525.1
OG0007216	XP_033337857.1	XP_031789425.1, XP_031788627.1
OG0007217	XP_033335050.1	XP_031785295.1
OG0007218	XP_033328110.1	XP_003428052.1
OG0007219	XP_033325618.1	XP_008201923.1
OG0007220	XP_033326290.1	XP_001599316.1
OG0007221	XP_033332179.1	XP_003427394.1
OG0007222	XP_033334900.1	XP_001603212.2
OG0007223	XP_033327170.1	XP_008210417.1
OG0007225	XP_033322179.1	XP_008202942.1
OG0007226	XP_033325462.1	XP_031777196.1
OG0007227	XP_033332284.1	XP_001607130.2
OG0007228	XP_033328740.1	XP_001601013.2
OG0007230	XP_033327485.1	XP_001608116.1
OG0007231	XP_033321507.1	XP_001606187.2
OG0007234	XP_033327683.1	XP_008207137.1
OG0007235	XP_033342139.1	XP_001600638.2
OG0007236	XP_033330401.1	XP_008202121.2
OG0007237	XP_033337430.1	XP_031784900.1
OG0007238	XP_033336324.1, XP_033335783.1	XP_008214546.1
OG0007239	XP_033340601.1	XP_003424236.1
OG0007240	XP_033333108.1	XP_031782304.1
OG0007241	XP_033330819.1	XP_008202980.1
OG0007242	XP_033337892.1	XP_001603556.2
OG0007243	XP_033343076.1	XP_016838564.1
OG0007244	XP_033334511.1	XP_003425290.1
OG0007245	XP_033340118.1	XP_001606498.1
OG0007246	XP_033341874.1	XP_031778417.1
OG0007247	XP_033333747.1	XP_016840433.1
OG0007248	XP_033338329.1	XP_008205858.2
OG0007249	XP_033341410.1	XP_016843679.1
OG0007250	XP_033340685.1	XP_001603116.2
OG0007251	XP_033330016.1	XP_031783752.1
OG0007252	XP_033333328.1	XP_001608028.2
OG0007253	XP_033342019.1	NP_001180239.1
OG0007255	XP_033326145.1	XP_031779773.1, XP_031779906.1, XP_031786430.1, XP_031780274.1
OG0007259	XP_033331911.1	XP_008217460.1
OG0007260	XP_033336053.1	XP_001604590.2
OG0007262	XP_033321720.1	XP_016838326.1
OG0007263	XP_033327618.1	XP_031776706.1
OG0007264	XP_033326505.1	XP_016840677.1, XP_008211685.1
OG0007265	XP_033328744.1	NP_001162022.1
OG0007266	XP_033324730.1, XP_033324731.1, XP_033324728.1	XP_016840593.1
OG0007267	XP_033342615.1, XP_033342616.1	XP_016836559.1, XP_016836556.1
OG0007268	XP_033321767.1	XP_003425378.1
OG0007269	XP_033338421.1	XP_001605115.1
OG0007270	XP_033333162.1	XP_031782533.1
OG0007271	XP_033343053.1	XP_008206998.1
OG0007272	XP_033324042.1	XP_016840454.1
OG0007273	XP_033326200.1	XP_003424124.1
OG0007275	XP_033324866.1	XP_001608308.1
OG0007278	XP_033329383.1	XP_001606486.2
OG0007279	XP_033337921.1	XP_031776991.1
OG0007280	XP_033333761.1	XP_031776762.1
OG0007281	XP_033340906.1	XP_001604457.2
OG0007282	XP_033332810.1	XP_016845577.1
OG0007284	XP_033324146.1	XP_031783689.1
OG0007285	XP_033334836.1	XP_001608218.1
OG0007286	XP_033324287.1	XP_001603443.2
OG0007287	XP_033327640.1	XP_008212439.1
OG0007288	XP_033327055.1	XP_031783100.1
OG0007289	XP_033322823.1	XP_031787044.1
OG0007290	XP_033340380.1	XP_001602919.1
OG0007291	XP_033323304.1	XP_001606055.1
OG0007294	XP_033322522.1	XP_008205349.2
OG0007295	XP_033329213.1	XP_001607438.2
OG0007296	XP_033339343.1	XP_008205140.3
OG0007297	XP_033327472.1	XP_016841229.1
OG0007298	XP_033324346.1	XP_001601114.2
OG0007299	XP_033325309.1	XP_031780751.1
OG0007300	XP_033340992.1	XP_032457783.1
OG0007301	XP_033333898.1	XP_031783470.1
OG0007302	XP_033339538.1	XP_008204568.1
OG0007303	XP_033332142.1	XP_001607590.1
OG0007304	XP_033341693.1	XP_001605751.1
OG0007305	XP_033342283.1	XP_001602726.2
OG0007306	XP_033327908.1	XP_001603418.2
OG0007307	XP_033334740.1	XP_016837235.1
OG0007308	XP_033335504.1	XP_008208165.1
OG0007311	XP_033327047.1	XP_001602053.1
OG0007313	XP_033342603.1	XP_001604190.2
OG0007314	XP_033336755.1	XP_031781558.1
OG0007315	XP_033329683.1	XP_008214041.1
OG0007316	XP_033338083.1	XP_032457749.1
OG0007317	XP_033340967.1	XP_016842908.1
OG0007318	XP_033337239.1	XP_001601386.4
OG0007319	XP_033337712.1	XP_001601122.1
OG0007320	XP_033341507.1	XP_003425288.1
OG0007321	XP_033331755.1	XP_008209383.1
OG0007322	XP_033329475.1	XP_003424223.1
OG0007323	XP_033331790.1	XP_031778812.1
OG0007324	XP_033327124.1	XP_016839643.1
OG0007326	XP_033336912.1	XP_003424168.1
OG0007327	XP_033321091.1	XP_003423897.1
OG0007329	XP_033325335.1	XP_001604976.1
OG0007330	XP_033340249.1	XP_031779333.1
OG0007331	XP_033330614.1	XP_016837247.1
OG0007332	XP_033342763.1	XP_003427350.4
OG0007333	XP_033324896.1, XP_033324897.1	XP_031784115.1
OG0007334	XP_033329926.1	XP_031788230.1
OG0007335	XP_033328442.1	XP_031789450.1
OG0007336	XP_033321063.1	XP_031788114.1
OG0007337	XP_033340040.1, XP_033340041.1	XP_031776933.1
OG0007338	XP_033335253.1	XP_008217430.1
OG0007339	XP_033333805.1	XP_032453379.1
OG0007340	XP_033321684.1	XP_001606591.1
OG0007342	XP_033330247.1	XP_016844839.2
OG0007343	XP_033343023.1	XP_003424337.1
OG0007344	XP_033330434.1	XP_003425289.1
OG0007345	XP_033323570.1	XP_001599735.2
OG0007346	XP_033342318.1	XP_003427661.1
OG0007347	XP_033341903.1	XP_003424434.1
OG0007348	XP_033337489.1	XP_016840287.1
OG0007349	XP_033321587.1	XP_001605160.1
OG0007350	XP_033331843.1	XP_031778838.1
OG0007351	XP_033337865.1	XP_008210955.1
OG0007352	XP_033339556.1	XP_001607621.1
OG0007355	XP_033338859.1	XP_003424145.1
OG0007356	XP_033334433.1	XP_001605386.1
OG0007357	XP_033327897.1	XP_008207191.1
OG0007358	XP_033330832.1	XP_031784312.1
OG0007359	XP_033327174.1	XP_031783482.1
OG0007360	XP_033338063.1	XP_032453401.1
OG0007361	XP_033322011.1	XP_016844895.1
OG0007362	XP_033320940.1	XP_031789594.1
OG0007363	XP_033330243.1	XP_032457604.1
OG0007364	XP_033334928.1	XP_001603481.1
OG0007365	XP_033330543.1	XP_008215266.1
OG0007366	XP_033336506.1	XP_008202699.1
OG0007367	XP_033334558.1	XP_001605609.2
OG0007368	XP_033335585.1	XP_001601176.1
OG0007369	XP_033322060.1	XP_001601889.1
OG0007370	XP_033340974.1	XP_008201977.1
OG0007372	XP_033327234.1	XP_001606102.2
OG0007373	XP_033330980.1	XP_001606268.2
OG0007374	XP_033329148.1	XP_031780868.1
OG0007375	XP_033342333.1	XP_031786197.1
OG0007376	XP_033339310.1	XP_008205344.1
OG0007377	XP_033329178.1	XP_016839723.1
OG0007378	XP_033330478.1	XP_008203228.1
OG0007379	XP_033338452.1	XP_001600896.2
OG0007380	XP_033335786.1	XP_003424823.1
OG0007382	XP_033323069.1	XP_016841343.1
OG0007383	XP_033326107.1	XP_001602630.2
OG0007385	XP_033330835.1	XP_032454766.1
OG0007386	XP_033329789.1	XP_008203454.2
OG0007387	XP_033338366.1	XP_001601439.1
OG0007388	XP_033335126.1	XP_001602139.2
OG0007389	XP_033321558.1	XP_031777965.1
OG0007390	XP_033334982.1	XP_016844969.1
OG0007392	XP_033341255.1	XP_008214639.1
OG0007394	XP_033326863.1	XP_001605117.2
OG0007395	XP_033336521.1	XP_008209456.1
OG0007396	XP_033334426.1	XP_001604898.2
OG0007397	XP_033334463.1	XP_001607207.1
OG0007398	XP_033340949.1	XP_016842848.2
OG0007399	XP_033328218.1	XP_016837464.1
OG0007400	XP_033324794.1	NP_001123262.1
OG0007401	XP_033328093.1	XP_008208464.3
OG0007402	XP_033330810.1	XP_008204135.1
OG0007403	XP_033337274.1	XP_008206634.2
OG0007404	XP_033339771.1	XP_031784531.1
OG0007405	XP_033325935.1	XP_001606394.2
OG0007406	XP_033334420.1	XP_031779648.1
OG0007407	XP_033341440.1	XP_031777926.1
OG0007409	XP_033336903.1	XP_016840697.1
OG0007410	XP_033323021.1	XP_001602553.1
OG0007412	XP_033334674.1	XP_001599577.1
OG0007413	XP_033332474.1	XP_008206325.2
OG0007414	XP_033342620.1	XP_016844959.1
OG0007416	XP_033338820.1	XP_008212293.3
OG0007417	XP_033326164.1	XP_008202927.2
OG0007418	XP_033325078.1	XP_031778309.1
OG0007419	XP_033324832.1	XP_031779975.1, XP_031779976.1
OG0007420	XP_033329510.1, XP_033329511.1, XP_033329512.1	XP_016838747.2
OG0007422	XP_033329409.1	XP_001604585.1
OG0007423	XP_033323883.1	XP_008204051.1
OG0007425	XP_033339300.1	XP_031785979.1
OG0007426	XP_033339318.1	XP_003425833.1
OG0007428	XP_033341147.1	XP_003428026.1
OG0007429	XP_033341390.1	XP_016841851.1
OG0007430	XP_033322431.1	XP_008209671.2
OG0007431	XP_033330991.1	XP_003424312.1
OG0007432	XP_033323742.1	XP_016843681.1
OG0007433	XP_033339738.1	XP_008211689.1
OG0007434	XP_033340393.1	XP_016841929.1
OG0007435	XP_033336653.1	XP_031788892.1, XP_031788893.1, XP_031788891.1
OG0007436	XP_033334840.1	XP_001605629.3
OG0007437	XP_033342347.1	XP_008206600.1
OG0007438	XP_033332374.1	XP_032456208.1, XP_008201926.1
OG0007439	XP_033330440.1	XP_031780254.1
OG0007440	XP_033329969.1	XP_031783644.1
OG0007442	XP_033337359.1	XP_001607688.1
OG0007443	XP_033323026.1	XP_008215608.1
OG0007444	XP_033327092.1	XP_008204928.1
OG0007445	XP_033337152.1	XP_003427586.2
OG0007447	XP_033331455.1	XP_001606013.2
OG0007448	XP_033329760.1	XP_016837692.1
OG0007449	XP_033330294.1	XP_031785201.1
OG0007450	XP_033331840.1	XP_008209890.1
OG0007451	XP_033328410.1	XP_008216797.2
OG0007453	XP_033335147.1	XP_001607627.1
OG0007455	XP_033340265.1	XP_031783800.1
OG0007456	XP_033322840.1	XP_008204289.1
OG0007457	XP_033322083.1	XP_031779886.1
OG0007458	XP_033321743.1	XP_001606006.1
OG0007459	XP_033323231.1	XP_016838578.1
OG0007461	XP_033338897.1	XP_016845546.1
OG0007462	XP_033320952.1	NP_001128393.1
OG0007463	XP_033340022.1	XP_008210504.2
OG0007464	XP_033339040.1	XP_001607772.1
OG0007465	XP_033331425.1	XP_016839773.1
OG0007466	XP_033336249.1	XP_031778559.1
OG0007467	XP_033321737.1	XP_001605267.1
OG0007468	XP_033332309.1	XP_032454270.1
OG0007469	XP_033323958.1	XP_031778829.1
OG0007470	XP_033339481.1	XP_001600063.1
OG0007471	XP_033331521.1	XP_001603222.1
OG0007472	XP_033338477.1	XP_001602539.2
OG0007473	XP_033329965.1	XP_008216163.1
OG0007474	XP_033341824.1	XP_001608145.2
OG0007475	XP_033332084.1	NP_001123268.1
OG0007477	XP_033334358.1	XP_016840180.1
OG0007479	XP_033322175.1	XP_008207966.1
OG0007480	XP_033339955.1	XP_016837016.1, NP_001123218.1
OG0007481	XP_033340037.1	XP_031782840.1
OG0007485	XP_033338946.1	XP_003427705.1
OG0007486	XP_033324347.1	XP_001602821.1
OG0007487	XP_033323350.1	XP_008215394.1
OG0007488	XP_033332596.1	XP_001606539.1
OG0007489	XP_033325077.1	XP_008202097.1
OG0007490	XP_033341871.1	XP_008214456.1
OG0007491	XP_033335155.1, XP_033335154.1	NP_001155850.1, XP_016844688.1
OG0007492	XP_033328370.1	XP_031776625.1, XP_001602825.1
OG0007494	XP_033324130.1	XP_003425818.1
OG0007495	XP_033328861.1	XP_032458057.1
OG0007496	XP_033328192.1, XP_033328193.1	XP_001606840.1
OG0007497	XP_033331594.1	XP_008202169.1
OG0007498	XP_033329456.1	XP_003424208.1
OG0007499	XP_033329872.1	XP_003426724.1
OG0007501	XP_033324024.1	XP_031788164.1
OG0007502	XP_033322837.1, XP_033322839.1, XP_033322838.1, XP_033322836.1	XP_003425848.1
OG0007503	XP_033328164.1	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1
OG0007504	XP_033328971.1	XP_001604416.1
OG0007505	XP_033326957.1	XP_008204888.1
OG0007506	XP_033332074.1, XP_033332073.1	NP_001127785.1, XP_031778367.1
OG0007507	XP_033339168.1	NP_001122408.2, XP_031778055.1
OG0007508	XP_033322052.1	XP_001603578.2
OG0007512	XP_033325519.1	XP_003423857.1
OG0007514	XP_033331621.1	XP_031784227.1
OG0007515	XP_033322191.1	NP_001155068.1
OG0007516	XP_033327236.1, XP_033327235.1	XP_031778490.1
OG0007517	XP_033330896.1	XP_032454610.1
OG0007518	XP_033337928.1	XP_016845761.1
OG0007519	XP_033321548.1	XP_008201964.1
OG0007521	XP_033338110.1	XP_008213989.2
OG0007522	XP_033338327.1	XP_031785211.1
OG0007523	XP_033330473.1	XP_001608036.2
OG0007525	XP_033340999.1	XP_001604646.2
OG0007526	XP_033340080.1	XP_001603138.1
OG0007527	XP_033327347.1	XP_031786933.1, XP_003426889.1
OG0007529	XP_033326396.1	XP_031785557.1
OG0007530	XP_033335241.1	XP_008215383.1
OG0007531	XP_033342711.1	XP_031784786.1
OG0007532	XP_033328300.1	XP_001604649.2
OG0007534	XP_033336763.1, XP_033336762.1, XP_033336761.1	XP_001602343.2
OG0007535	XP_033341187.1	XP_031785355.1, XP_031785302.1
OG0007536	XP_033336263.1	XP_003425314.1
OG0007538	XP_033331268.1, XP_033331184.1	XP_003424560.1
OG0007539	XP_033330068.1	XP_031779254.1
OG0007540	XP_033331429.1	XP_031787306.1
OG0007541	XP_033329624.1, XP_033329623.1	XP_003425003.1
OG0007543	XP_033328172.1	XP_001600720.1
OG0007544	XP_033338215.1	XP_031787751.1
OG0007546	XP_033330511.1	XP_032452245.1
OG0007547	XP_033325127.1	NP_001155050.1
OG0007550	XP_033322727.1	XP_001604519.1
OG0007552	XP_033324100.1	XP_031784351.1
OG0007555	XP_033328241.1	XP_031785493.1
OG0007557	XP_033333978.1	XP_031780462.1, XP_031780463.1
OG0007558	XP_033324348.1	XP_008203648.1
OG0007559	XP_033322966.1	XP_008211795.2
OG0007560	XP_033334285.1	XP_001607036.2
OG0007562	XP_033329772.1	XP_031777917.1
OG0007563	XP_033325102.1	XP_008212595.1
OG0007564	XP_033342556.1	XP_001599110.3, NP_001164356.2, XP_031778331.1
OG0007565	XP_033340777.1	XP_032453950.1
OG0007566	XP_033334335.1	XP_016836856.1, XP_001600382.1, XP_008215107.1
OG0007567	XP_033321213.1	XP_032456848.1
OG0007568	XP_033329335.1, XP_033329336.1	XP_001606524.1
OG0007569	XP_033339095.1, XP_033339097.1	XP_001606360.1, XP_031788136.1
OG0007570	XP_033339759.1, XP_033339758.1, XP_033339757.1, XP_033339756.1	XP_001607294.1
OG0007571	XP_033330962.1	XP_001605554.1, XP_001605540.1
OG0007572	XP_033322318.1	XP_016840252.1
OG0007573	XP_033337229.1	XP_003426959.1
OG0007574	XP_033337609.1	XP_032456614.1
OG0007576	XP_033333288.1	XP_003423956.1
OG0007577	XP_033325686.1	XP_001602378.2
OG0007578	XP_033335540.1, XP_033336292.1	XP_008207025.2
OG0007579	XP_033338670.1	XP_031781500.1
OG0007580	XP_033337475.1	XP_001601096.1
OG0007581	XP_033341893.1	XP_008203896.1
OG0007582	XP_033337829.1	XP_031777972.1, XP_003425589.1, XP_016841883.1
OG0007583	XP_033341057.1	XP_008217811.1
OG0007584	XP_033342571.1	XP_008209531.1
OG0007585	XP_033342896.1	XP_001607768.1, XP_001604452.1
OG0007587	XP_033339603.1, XP_033339602.1	XP_003424691.2
OG0007589	XP_033331150.1	XP_008214814.1
OG0007590	XP_033328185.1	XP_001607479.1, XP_008207232.1
OG0007591	XP_033329132.1, XP_033329131.1, XP_033329130.1	XP_008204317.1
OG0007593	XP_033332936.1	XP_031789413.1
OG0007596	XP_033321460.1, XP_033321458.1, XP_033321461.1	XP_031780398.1
OG0007597	XP_033342203.1	XP_016841156.1
OG0007598	XP_033339016.1	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1
OG0007604	XP_033324847.1	XP_001605555.2
OG0007605	XP_033339403.1	XP_001600973.1, XP_008204780.1
OG0007607	XP_033322910.1	XP_001601799.1
OG0007609	XP_033329960.1	XP_032455309.1
OG0007610	XP_033338684.1	XP_001600325.1
OG0007612	XP_033339406.1, XP_033339407.1	NP_001161334.1
OG0007613	XP_033332088.1	XP_016843537.1
OG0007615	XP_033330293.1	XP_008203208.1
OG0007616	XP_033323128.1	NP_001165854.1
OG0007618	XP_033320998.1	XP_001600882.1
OG0007619	XP_033323663.1	NP_001193393.1
OG0007621	XP_033329384.1	XP_003424289.1
OG0007624	XP_033323939.1	XP_003427547.1
OG0007625	XP_033342447.1	XP_001604826.2
OG0007626	XP_033327617.1	XP_008212899.1
OG0007627	XP_033328899.1	XP_008211961.1
OG0007629	XP_033338989.1	NP_001166087.1
OG0007630	XP_033332785.1	XP_031789091.1
OG0007631	XP_033328837.1	XP_031776999.1
OG0007632	XP_033331468.1	XP_031786374.1
OG0007633	XP_033328728.1	XP_016843091.1
OG0007634	XP_033338180.1	XP_008204569.1
OG0007638	XP_033331828.1	XP_001603911.1
OG0007640	XP_033330532.1	XP_016844043.2
OG0007644	XP_033335970.1	XP_031786836.1
OG0007645	XP_033322206.1, XP_033322218.1, XP_033321269.1, XP_033322221.1	XP_001601757.1
OG0007647	XP_033334680.1	XP_008210039.1
OG0007648	XP_033326852.1	XP_001599511.2
OG0007649	XP_033335775.1	XP_001604675.1
OG0007650	XP_033321291.1	XP_031778933.1
OG0007652	XP_033342185.1	XP_031782789.1
OG0007655	XP_033337089.1	XP_008216270.1
OG0007656	XP_033337608.1	XP_003426992.1
OG0007657	XP_033321757.1	XP_001599859.1
OG0007658	XP_033334012.1, XP_033334010.1, XP_033334011.1	XP_001606188.1
OG0007659	XP_033335170.1	XP_008216692.1
OG0007660	XP_033336857.1	XP_016838811.1
OG0007661	XP_033338019.1	XP_016838616.1
OG0007662	XP_033321039.1	XP_016839443.1
OG0007663	XP_033331461.1	XP_008211910.1
OG0007664	XP_033321437.1	XP_008204265.1
OG0007665	XP_033341533.1	XP_008214624.1
OG0007666	XP_033327160.1	XP_031785208.1
OG0007668	XP_033332356.1	XP_001603424.1
OG0007673	XP_033340724.1	XP_001604229.1
OG0007675	XP_033328540.1	XP_031782620.1
OG0007676	XP_033321741.1	XP_016839990.1
OG0007677	XP_033342934.1	XP_001607967.2
OG0007678	XP_033327754.1	XP_031783294.1
OG0007679	XP_033340017.1	XP_001605964.1
OG0007680	XP_033321300.1	XP_001605131.1
OG0007684	XP_033327974.1	NP_001164390.1, XP_031778372.1
OG0007685	XP_033337848.1	XP_031784586.1
OG0007686	XP_033321578.1	XP_031788411.1
OG0007687	XP_033333466.1	NP_001153497.1
OG0007688	XP_033329955.1	XP_001599603.1
OG0007690	XP_033328497.1	XP_001604403.1
OG0007692	XP_033333777.1	XP_031786948.1
OG0007694	XP_033332370.1	XP_003426057.1
OG0007695	XP_033334844.1	XP_001601396.2
OG0007697	XP_033335087.1	XP_031787514.1
OG0007699	XP_033340806.1	XP_016844493.1
OG0007700	XP_033336264.1, XP_033335997.1	XP_031788238.2
OG0007701	XP_033342561.1	XP_016837280.1
OG0007703	XP_033333358.1	XP_031780118.1
OG0007704	XP_033341558.1	XP_031786369.1
OG0007705	XP_033342823.1	XP_003426067.1
OG0007707	XP_033327729.1	XP_003426379.1
OG0007708	XP_033323571.1	XP_016841899.1
OG0007709	XP_033321151.1	XP_031785180.1
OG0007710	XP_033320818.1	XP_016845440.1, XP_016845439.1, XP_031786640.1
OG0007711	XP_033326736.1	XP_031785891.1
OG0007712	XP_033324662.1	XP_032452744.1, XP_008203065.1, XP_008203066.1
OG0007713	XP_033341173.1	XP_016845501.1, XP_001601482.2
OG0007715	XP_033329634.1	XP_003424771.1
OG0007716	XP_033342757.1	XP_001604126.2
OG0007717	XP_033336151.1	XP_001604913.2
OG0007718	XP_033324871.1	XP_031777952.1
OG0007719	XP_033335871.1	XP_008206193.1
OG0007721	XP_033321813.1	XP_001604437.1
OG0007722	XP_033326524.1	XP_008205334.1
OG0007723	XP_033341777.1	XP_031782339.1
OG0007726	XP_033326300.1	XP_003426812.1
OG0007728	XP_033335943.1	XP_031787225.1
OG0007730	XP_033332787.1	XP_008214794.1
OG0007731	XP_033322570.1	XP_001602982.1
OG0007732	XP_033323795.1	XP_016844452.1
OG0007733	XP_033335565.1	XP_001600305.1
OG0007735	XP_033337893.1	XP_031783233.1
OG0007736	XP_033334306.1	XP_003424812.1
OG0007738	XP_033325714.1	XP_008207414.2
OG0007739	XP_033328137.1	XP_008204852.1
OG0007741	XP_033332570.1	XP_001603197.1
OG0007742	XP_033340060.1	XP_032451753.1, XP_032451752.1
OG0007744	XP_033321377.1	XP_031782596.1
OG0007745	XP_033337666.1	XP_003424608.1
OG0007746	XP_033328083.1	XP_016837582.1
OG0007747	XP_033326785.1	XP_008207525.2
OG0007748	XP_033321828.1	XP_031778600.1
OG0007749	XP_033330488.1, XP_033330487.1	XP_031785103.1
OG0007750	XP_033339551.1	XP_031780777.1
OG0007751	XP_033321958.1	NP_001152815.1, XP_008215062.1
OG0007752	XP_033342685.1	XP_016839804.1
OG0007753	XP_033332033.1	XP_016844520.1
OG0007754	XP_033331877.1	NP_001155160.1
OG0007755	XP_033337047.1	XP_016845496.1
OG0007756	XP_033338351.1, XP_033338350.1	XP_003425484.2
OG0007758	XP_033338746.1	XP_008204543.1
OG0007759	XP_033327880.1	XP_031785336.1
OG0007760	XP_033338631.1	XP_001602527.3
OG0007763	XP_033334049.1	XP_001604935.1
OG0007764	XP_033320889.1	XP_001606585.2
OG0007768	XP_033336585.1	XP_001606537.1
OG0007769	XP_033335866.1	XP_001607218.1
OG0007770	XP_033334007.1	XP_008202614.1
OG0007771	XP_033334247.1	XP_032454440.1
OG0007772	XP_033330722.1, XP_033330730.1	XP_031787956.1
OG0007775	XP_033328053.1, XP_033328038.1	XP_031781135.1
OG0007776	XP_033322999.1	XP_016836701.1
OG0007777	XP_033332200.1	XP_031781103.1
OG0007779	XP_033334183.1	XP_032452919.1
OG0007780	XP_033334326.1	XP_016841750.1
OG0007781	XP_033325430.1	XP_031780292.1
OG0007782	XP_033328059.1	XP_003426151.2, XP_032455610.1, XP_032455609.1
OG0007783	XP_033336560.1	XP_031779322.1
OG0007789	XP_033336768.1	XP_016839167.1
OG0007790	XP_033333112.1	XP_031780559.1
OG0007791	XP_033327173.1	XP_001604415.1
OG0007793	XP_033323125.1	XP_001608250.2
OG0007794	XP_033323826.1	XP_016842304.1
OG0007795	XP_033328810.1	XP_008204030.1
OG0007796	XP_033322523.1	NP_001135428.1
OG0007797	XP_033333102.1	XP_016841278.1
OG0007798	XP_033342744.1	XP_031787919.1
OG0007799	XP_033336569.1	XP_031779328.1
OG0007801	XP_033322032.1	XP_001605943.1
OG0007802	XP_033339035.1	XP_008209713.1
OG0007804	XP_033334159.1	XP_031782127.1
OG0007805	XP_033342141.1	XP_031788334.1
OG0007806	XP_033329529.1	XP_001602220.1
OG0007808	XP_033332854.1	XP_001606722.1
OG0007809	XP_033327477.1	XP_031788076.1
OG0007810	XP_033331804.1	XP_008206938.1
OG0007811	XP_033339094.1	XP_001607700.1
OG0007812	XP_033329083.1, XP_033329075.1	XP_016844316.1
OG0007813	XP_033336536.1	XP_016837845.1
OG0007814	XP_033336453.1	XP_001603163.2
OG0007815	XP_033331416.1	XP_008204173.1
OG0007816	XP_033328527.1	XP_031786738.1, NP_001129658.1
OG0007818	XP_033333816.1	XP_008209885.1, XP_031780738.1
OG0007821	XP_033324389.1	XP_008205904.1
OG0007822	XP_033332783.1	XP_031787626.1
OG0007823	XP_033325881.1	XP_031779593.1
OG0007824	XP_033330849.1	XP_008210718.1
OG0007826	XP_033333770.1	XP_001605079.1
OG0007828	XP_033324234.1	NP_001166858.1
OG0007829	XP_033338613.1	XP_031781490.1, XP_032457637.1, XP_031781491.1
OG0007830	XP_033339530.1	XP_032454084.1
OG0007832	XP_033329594.1	XP_003427029.1
OG0007835	XP_033338636.1	XP_016845855.1
OG0007836	XP_033326627.1	XP_001602291.2
OG0007837	XP_033335333.1	XP_001604351.1
OG0007838	XP_033334883.1	XP_031784515.1
OG0007839	XP_033326895.1	NP_001161197.1
OG0007840	XP_033324048.1	XP_008211581.1
OG0007841	XP_033331625.1	XP_008211719.2
OG0007842	XP_033340964.1	XP_003426609.1
OG0007843	XP_033341133.1	XP_001604128.1
OG0007844	XP_033326613.1	XP_001604483.1
OG0007845	XP_033336916.1	XP_003424158.1, XP_032453416.1
OG0007846	XP_033338653.1	XP_031789524.1
OG0007848	XP_033331816.1, XP_033339837.1	XP_032457277.1
OG0007849	XP_033337494.1	XP_016842359.1
OG0007850	XP_033338003.1	XP_003425658.1
OG0007851	XP_033336179.1	XP_016841074.1
OG0007852	XP_033329447.1	XP_001605476.2
OG0007853	XP_033335518.1	XP_031776605.1
OG0007854	XP_033338980.1	XP_008211287.1, XP_032454847.1
OG0007856	XP_033337099.1	XP_031782014.1
