Orthogroup	Megalopta_genalis	Acyrthosiphon_pisum
OG0005675	XP_033322508.1	XP_016662317.1
OG0005676	XP_033328004.1	XP_016662328.1
OG0005677	XP_033321301.1	XP_029342180.1, XP_016662372.1
OG0005678	XP_033338973.1, XP_033338975.1	XP_016662668.1
OG0005679	XP_033326715.1	XP_016662713.1
OG0005680	XP_033329057.1	XP_029347241.1, XP_016663036.1, XP_029347821.1
OG0005681	XP_033339376.1	XP_016663579.1
OG0005682	XP_033326292.1	XP_016663628.1
OG0005683	XP_033321978.1	XP_016663880.1
OG0005684	XP_033330618.1, XP_033330619.1	XP_016664871.1
OG0005685	XP_033325005.1	XP_029341024.1, XP_029341257.1
OG0005686	XP_033334779.1	XP_029341642.1
OG0005687	XP_033331040.1	XP_029342024.1, XP_029342543.1
OG0005688	XP_033341391.1	XP_029342068.1
OG0005689	XP_033329395.1	XP_029342094.1
OG0005690	XP_033340581.1	XP_029342119.1
OG0005691	XP_033342625.1	XP_029342169.1
OG0005692	XP_033337675.1	XP_029342223.1
OG0005693	XP_033328900.1	XP_029342249.1
OG0005694	XP_033335658.1	XP_029342282.1
OG0005694	XP_033335657.1	XP_029344664.1
OG0005695	XP_033333723.1	XP_029342306.1, XP_029342848.1
OG0005696	XP_033334610.1	XP_029348546.1, XP_029342418.1
OG0005697	XP_033322630.1, XP_033322631.1, XP_033322632.1	XP_029342426.1
OG0005698	XP_033341078.1	XP_029342437.1
OG0005699	XP_033325292.1	XP_029342555.1
OG0005700	XP_033326908.1	XP_029342733.1
OG0005701	XP_033332822.1	XP_029342754.1
OG0005702	XP_033330838.1	XP_029342779.1
OG0005703	XP_033332117.1, XP_033332128.1, XP_033332137.1, XP_033332108.1	XP_029342791.1
OG0005704	XP_033324344.1	XP_029343020.1
OG0005705	XP_033320929.1	XP_029343102.1
OG0005706	XP_033339638.1	XP_029343182.1
OG0005707	XP_033331115.1	XP_029343231.1
OG0005708	XP_033336316.1	XP_029343239.1
OG0005709	XP_033333230.1	XP_029343593.1
OG0005710	XP_033322672.1	XP_029343735.1
OG0005711	XP_033332473.1	XP_029343811.1
OG0005712	XP_033323933.1	XP_029343813.1
OG0005713	XP_033324940.1	XP_029343842.1
OG0005714	XP_033341940.1	XP_029343883.1
OG0005715	XP_033333830.1	XP_029343886.1
OG0005716	XP_033324732.1, XP_033324738.1	XP_029343989.1
OG0005717	XP_033321322.1	XP_029344047.1
OG0005718	XP_033321498.1	XP_029344220.1
OG0005719	XP_033340670.1	XP_029344289.1
OG0005720	XP_033338466.1	XP_029344319.1
OG0005721	XP_033322894.1	XP_029345368.1
OG0005722	XP_033339654.1	XP_029344434.1
OG0005723	XP_033336305.1, XP_033336308.1	XP_029344547.1
OG0005724	XP_033333285.1	XP_029345044.1
OG0005725	XP_033336186.1	XP_029345132.1
OG0005726	XP_033339390.1	XP_029345225.1
OG0005727	XP_033323681.1	XP_029345235.1, XP_029346269.1
OG0005728	XP_033338844.1	XP_029345238.1
OG0005729	XP_033330963.1	XP_029345419.1
OG0005730	XP_033321094.1	XP_029345423.1
OG0005731	XP_033334213.1	XP_029345557.1
OG0005732	XP_033341334.1	XP_029345808.1
OG0005733	XP_033333734.1, XP_033333735.1	XP_029345964.1
OG0005734	XP_033338574.1	XP_029346241.1, XP_029346242.1
OG0005735	XP_033332790.1	XP_029346255.1
OG0005736	XP_033337815.1	XP_029346546.1
OG0005737	XP_033337296.1	XP_029346578.1
OG0005738	XP_033335299.1	XP_029346648.1
OG0005739	XP_033328009.1	XP_029346650.1
OG0005740	XP_033326436.1	XP_029346759.1
OG0005741	XP_033340311.1	XP_029346847.1
OG0005742	XP_033325585.1	XP_029346984.1
OG0005743	XP_033320827.1	XP_029347220.1, XP_029346986.1, XP_029347057.1
OG0005744	XP_033329848.1	XP_029347014.1, XP_029347013.1
OG0005746	XP_033328236.1	XP_029347026.1
OG0005747	XP_033334055.1, XP_033334057.1, XP_033334054.1	XP_029347049.1
OG0005748	XP_033337927.1	XP_029347147.1
OG0005749	XP_033337543.1	XP_029347158.1
OG0005750	XP_033339737.1	XP_029347333.1
OG0005751	XP_033339364.1	XP_029348573.1
OG0005753	XP_033321097.1	YP_002323937.1
OG0005845	XP_033340698.1	NP_001119611.2, XP_029344722.1
OG0005846	XP_033326147.1	NP_001119623.2
OG0005847	XP_033335762.1	NP_001119624.1
OG0005848	XP_033338542.1, XP_033338541.1	XP_016656103.1, XP_001948248.1, NP_001119634.2
OG0005849	XP_033341957.1	XP_029341861.1, NP_001119636.1
OG0005850	XP_033341974.1	NP_001119642.1
OG0005851	XP_033325534.1	NP_001119643.1
OG0005852	XP_033333967.1	NP_001119679.1, NP_001129592.1
OG0005853	XP_033342972.1	NP_001119681.1
OG0005854	XP_033326463.1, XP_033326501.1	NP_001119686.1
OG0005855	XP_033335957.1	NP_001119689.1
OG0005856	XP_033334092.1	NP_001119690.1
OG0005857	XP_033335250.1	NP_001119698.1
OG0005858	XP_033330003.1	NP_001119699.1
OG0005859	XP_033333694.1	XP_008181451.1, NP_001128403.1
OG0005860	XP_033330334.1	NP_001129424.1
OG0005861	XP_033333948.1	NP_001135965.1
OG0005862	XP_033338283.1	XP_016662319.1, NP_001153592.1
OG0005863	XP_033331106.1	NP_001153809.1
OG0005864	XP_033333988.1	NP_001153816.1
OG0005865	XP_033320979.1	NP_001153854.1
OG0005866	XP_033339998.1	NP_001153860.1
OG0005867	XP_033339313.1	NP_001154181.1
OG0005868	XP_033342634.1	NP_001155376.1
OG0005869	XP_033330374.1	NP_001155392.1
OG0005870	XP_033342212.1	NP_001155394.1, XP_029344732.1
OG0005871	XP_033321422.1	NP_001155396.1, XP_003240869.1
OG0005872	XP_033327221.1	XP_008181490.1, NP_001155403.1
OG0005873	XP_033341617.1	NP_001155412.1
OG0005874	XP_033332426.1	NP_001155413.1, XP_016662282.1
OG0005875	XP_033322946.1	NP_001155419.1, XP_008183988.1
OG0005876	XP_033338880.1	NP_001155427.1
OG0005877	XP_033340744.1	NP_001155433.1
OG0005878	XP_033321236.1	XP_008180667.1, NP_001155439.1
OG0005879	XP_033342600.1	NP_001155450.1
OG0005880	XP_033332442.1	NP_001155478.1
OG0005881	XP_033342168.1	NP_001155489.1
OG0005882	XP_033327812.1	XP_008183574.1, NP_001155490.1
OG0005883	XP_033337277.1	NP_001155496.1
OG0005884	XP_033333656.1	NP_001155525.1, XP_008185681.1
OG0005885	XP_033326937.1	NP_001155540.1
OG0005886	XP_033337871.1	NP_001155545.1
OG0005887	XP_033326048.1, XP_033326049.1	NP_001155555.1
OG0005888	XP_033329672.1	NP_001155564.1
OG0005889	XP_033322585.1	NP_001155568.1
OG0005890	XP_033340597.1	XP_016660060.1, NP_001155570.1
OG0005891	XP_033342163.1	NP_001155575.1
OG0005892	XP_033330613.1	NP_001155584.1, NP_001155753.1
OG0005893	XP_033332885.1	NP_001155608.1
OG0005894	XP_033333015.1	NP_001155609.1
OG0005895	XP_033340659.1	XP_008178787.1, NP_001155618.1
OG0005896	XP_033330326.1	NP_001155623.1
OG0005897	XP_033333393.1	NP_001155627.1
OG0005898	XP_033329931.1	NP_001155631.1
OG0005899	XP_033339204.1	NP_001155645.1
OG0005900	XP_033322166.1	NP_001155647.1
OG0005901	XP_033331126.1	NP_001155651.1
OG0005902	XP_033324409.1	NP_001155653.1
OG0005905	XP_033331440.1	NP_001155690.1
OG0005906	XP_033323990.1	XP_029344789.1, NP_001155700.1
OG0005907	XP_033323923.1	NP_001156236.1, NP_001155710.1
OG0005908	XP_033323816.1	XP_016663936.1, NP_001155715.1
OG0005909	XP_033329076.1	NP_001155721.1
OG0005910	XP_033333660.1	XP_008186522.1, NP_001155729.1
OG0005911	XP_033330335.1	XP_003246769.1, NP_001155741.1
OG0005912	XP_033330498.1	NP_001155744.1
OG0005913	XP_033324156.1	XP_001952365.1, NP_001155754.1
OG0005914	XP_033323382.1	XP_008180671.1, NP_001155762.1
OG0005915	XP_033322990.1	NP_001155780.1, XP_008183929.1
OG0005916	XP_033332276.1	NP_001155781.1
OG0005917	XP_033325863.1	NP_001155803.1
OG0005918	XP_033325364.1	NP_001155805.1
OG0005919	XP_033340807.1	NP_001155812.1, XP_001943852.1
OG0005920	XP_033326713.1	NP_001155823.1
OG0005921	XP_033321790.1	NP_001155830.1, XP_008188010.1
OG0005922	XP_033337697.1	NP_001155921.1
OG0005923	XP_033325999.1	NP_001155927.1
OG0005924	XP_033331627.1	NP_001155942.1, XP_001947024.2
OG0005925	XP_033324638.1	NP_001156050.1
OG0005926	XP_033326607.1	XP_001945424.1, XP_008187178.1, NP_001156055.1
OG0005927	XP_033324981.1	NP_001156082.1
OG0005928	XP_033331044.1	NP_001156086.1
OG0005929	XP_033340016.1	NP_001156111.1, XP_003248911.1
OG0005930	XP_033323482.1, XP_033323483.1	NP_001156128.1
OG0005931	XP_033338208.1	NP_001156132.1
OG0005932	XP_033333055.1	NP_001156147.1
OG0005933	XP_033331620.1	NP_001156169.1
OG0005934	XP_033340666.1	NP_001156181.1
OG0005935	XP_033342797.1	NP_001156187.1
OG0005936	XP_033342618.1	NP_001156190.1
OG0005937	XP_033322350.1	NP_001156196.1, NP_001280433.1
OG0005938	XP_033328854.1, XP_033328853.1	NP_001156198.1, XP_008182088.1
OG0005939	XP_033338411.1	NP_001156208.1
OG0005940	XP_033329959.1	NP_001156228.1
OG0005941	XP_033337126.1, XP_033337127.1	NP_001156230.1
OG0005942	XP_033321004.1	NP_001156235.1
OG0005943	XP_033341159.1	NP_001156249.1, XP_008187390.1
OG0005944	XP_033337548.1	NP_001156260.1
OG0005945	XP_033323323.1	NP_001156261.1, XP_008185713.1
OG0005946	XP_033322919.1	NP_001156262.1
OG0005947	XP_033322019.1	NP_001156272.1, XP_008184373.1
OG0005948	XP_033340417.1	NP_001156286.1
OG0005949	XP_033328145.1	NP_001156436.1
OG0005950	XP_033323335.1	NP_001156457.1
OG0005951	XP_033338311.1	NP_001156458.1
OG0005952	XP_033327122.1	NP_001156604.1
OG0005953	XP_033335865.1	XP_016657025.1, NP_001156676.1
OG0005954	XP_033342798.1	NP_001156841.1, XP_029342006.1
OG0005956	XP_033335878.1	NP_001165436.1, XP_003246548.1
OG0005957	XP_033324551.1	NP_001165848.1, XP_029346308.1
OG0005958	XP_033334140.1	NP_001191853.1
OG0005959	XP_033333435.1	NP_001191889.1
OG0005960	XP_033336739.1	NP_001191921.1
OG0005961	XP_033323109.1	NP_001191929.1
OG0005962	XP_033324007.1	NP_001191942.1
OG0005963	XP_033324331.1	NP_001191944.1
OG0005964	XP_033323046.1	NP_001191951.1, XP_016661162.1
OG0005965	XP_033326770.1	NP_001192095.1, NP_001192094.1
OG0005966	XP_033335778.1	NP_001229570.1
OG0005967	XP_033335721.1	NP_001232938.1, XP_008179279.1
OG0005969	XP_033336378.1	NP_001232976.1, XP_029344769.1
OG0005970	XP_033322651.1	NP_001232986.1, XP_008186571.1
OG0005971	XP_033339623.1, XP_033339628.1	NP_001232994.1
OG0005972	XP_033341131.1	NP_001233010.1, XP_029342008.1
OG0005973	XP_033332406.1	NP_001233071.1
OG0005974	XP_033329833.1	NP_001233076.1
OG0005975	XP_033324079.1	NP_001233078.1
OG0005976	XP_033338999.1	NP_001233089.1
OG0005977	XP_033322648.1	NP_001233097.1
OG0005978	XP_033324000.1	NP_001233120.1, XP_016657692.1
OG0005979	XP_033333752.1	NP_001280255.1
OG0005981	XP_033333655.1	NP_001280259.1
OG0005982	XP_033333608.1	XP_008187894.1, NP_001280284.1
OG0005983	XP_033340697.1	NP_001280302.1
OG0005984	XP_033322325.1	NP_001280316.1, XP_001951901.2
OG0005985	XP_033325979.1	XP_016658303.1, NP_001280319.1
OG0005986	XP_033338108.1	XP_008187009.1, NP_001280335.1
OG0005987	XP_033340634.1	NP_001280341.1, XP_029341887.1, XP_001945194.2
OG0005988	XP_033330577.1	XP_001946901.1, NP_001280342.1
OG0005989	XP_033337026.1	NP_001280352.1
OG0005990	XP_033334266.1	NP_001280358.1
OG0005991	XP_033324435.1	NP_001280381.1
OG0005992	XP_033321056.1	NP_001280395.1, XP_029346882.1
OG0005993	XP_033329260.1	NP_001280414.1, XP_008187414.1
OG0005994	XP_033326445.1	NP_001280420.1
OG0005995	XP_033338586.1	XP_016663205.1, NP_001280430.1
OG0005996	XP_033327578.1	XP_008181412.1, NP_001280449.1
OG0005997	XP_033333209.1	NP_001280453.1
OG0005998	XP_033327195.1	NP_001280474.1, XP_001945013.2
OG0005999	XP_033338310.1	NP_001280477.1
OG0006000	XP_033322322.1	NP_001280485.1
OG0006001	XP_033341310.1	NP_001313549.1
OG0006003	XP_033337994.1	NP_001313565.1
OG0006004	XP_033332753.1	NP_001313570.1
OG0006005	XP_033332628.1	NP_001313593.1
OG0006006	XP_033333464.1	XP_001942534.1
OG0006007	XP_033327017.1	XP_001942573.2
OG0006008	XP_033340688.1	XP_001942592.2
OG0006009	XP_033340172.1, XP_033340173.1	XP_001942663.1
OG0006010	XP_033339666.1	XP_001942728.1
OG0006011	XP_033341717.1	XP_001942737.1
OG0006012	XP_033341860.1	XP_001942745.1
OG0006013	XP_033335444.1	XP_001942746.2
OG0006014	XP_033334296.1	XP_003245638.1, XP_001942748.2
OG0006015	XP_033339779.1	XP_001942780.2
OG0006016	XP_033339973.1	XP_001942818.2
OG0006017	XP_033332041.1	XP_001942820.2
OG0006018	XP_033332874.1	XP_001942832.2
OG0006019	XP_033325186.1	XP_001942851.3, XP_029345849.1
OG0006020	XP_033343128.1	XP_001942885.1
OG0006021	XP_033341580.1	XP_001942890.2
OG0006022	XP_033324488.1	XP_001942914.1
OG0006023	XP_033328171.1	XP_001942922.1, XP_008182860.1
OG0006024	XP_033335613.1	XP_001942930.2
OG0006025	XP_033339591.1	XP_001942943.2
OG0006026	XP_033322454.1	XP_001942955.2
OG0006027	XP_033343116.1	XP_001942957.2
OG0006028	XP_033334681.1	XP_001942969.2
OG0006029	XP_033332606.1	XP_001943012.2
OG0006030	XP_033341711.1	XP_001943013.2
OG0006031	XP_033329063.1	XP_001943017.2
OG0006032	XP_033335981.1	XP_001943051.1
OG0006033	XP_033325239.1	XP_001943111.1
OG0006034	XP_033331918.1, XP_033331919.1	XP_001943122.1
OG0006035	XP_033333593.1	XP_001943152.1
OG0006036	XP_033328469.1	XP_001943219.2
OG0006037	XP_033326305.1	XP_001943223.1
OG0006038	XP_033323723.1	XP_001943231.1
OG0006039	XP_033327123.1	XP_001943272.1
OG0006040	XP_033341748.1	XP_001943293.1
OG0006041	XP_033333145.1	XP_001943300.2
OG0006042	XP_033339536.1, XP_033339534.1	XP_001943338.2
OG0006043	XP_033341526.1, XP_033341527.1	XP_001943365.2
OG0006044	XP_033332303.1, XP_033337354.1	XP_001943401.2
OG0006045	XP_033333745.1	XP_001943407.1, XP_008185132.1
OG0006046	XP_033332740.1	XP_003243863.1, XP_001943453.2
OG0006047	XP_033335035.1	XP_001943489.1
OG0006048	XP_033333726.1	XP_001943558.3
OG0006049	XP_033333122.1	XP_001943651.2
OG0006050	XP_033334107.1	XP_001943653.1
OG0006051	XP_033339505.1	XP_001946500.2, XP_001943674.1
OG0006052	XP_033325893.1	XP_001943727.1
OG0006053	XP_033341176.1	XP_001943731.2
OG0006054	XP_033322093.1	XP_001943765.1
OG0006055	XP_033328452.1	XP_001943831.2
OG0006056	XP_033339195.1	XP_001943840.2
OG0006057	XP_033340119.1	XP_001943846.2, XP_003248904.2
OG0006058	XP_033338604.1	XP_001943886.1
OG0006059	XP_033342434.1	XP_001943895.2
OG0006060	XP_033326168.1	XP_001943933.2
OG0006061	XP_033322941.1	XP_001943966.2
OG0006062	XP_033327192.1	XP_001943983.1
OG0006063	XP_033326529.1	XP_001944025.1
OG0006064	XP_033341342.1	XP_001944044.1
OG0006065	XP_033333944.1	XP_001944107.2
OG0006066	XP_033330740.1	XP_001944113.1
OG0006067	XP_033334046.1	XP_001944116.1
OG0006068	XP_033339078.1	XP_008179861.1, XP_016657351.1, XP_001944237.1
OG0006069	XP_033341284.1	XP_001944272.2, XP_003247238.1
OG0006070	XP_033326969.1	XP_001944291.2
OG0006071	XP_033326832.1	XP_001944307.2
OG0006072	XP_033336476.1	XP_001944318.1
OG0006073	XP_033342026.1	XP_001944319.2
OG0006074	XP_033328351.1	XP_008189617.1, XP_001944385.1
OG0006075	XP_033339230.1	XP_001944489.1
OG0006076	XP_033334949.1	XP_016657449.1, XP_001944509.2
OG0006077	XP_033341306.1	XP_001944540.1
OG0006078	XP_033331193.1	XP_001944546.2
OG0006079	XP_033332622.1	XP_001944560.1, XP_029344372.1
OG0006080	XP_033340600.1	XP_001944611.1
OG0006081	XP_033341367.1	XP_001944615.3
OG0006082	XP_033338503.1	XP_001944638.1, XP_001946818.1
OG0006083	XP_033330311.1	XP_001944695.1
OG0006084	XP_033332199.1	XP_001944722.2
OG0006085	XP_033324115.1	XP_001944743.2
OG0006086	XP_033328729.1	XP_001944795.1
OG0006087	XP_033336913.1	XP_001944891.1
OG0006088	XP_033324245.1	XP_001944944.1
OG0006089	XP_033333125.1	XP_001944971.1, XP_016658301.1
OG0006090	XP_033342827.1	XP_001944973.1
OG0006091	XP_033337408.1	XP_001944977.1
OG0006092	XP_033323878.1	XP_001944986.2
OG0006093	XP_033330710.1	XP_001945086.1
OG0006094	XP_033328921.1	XP_001945091.2, XP_008183120.1
OG0006095	XP_033324080.1	XP_001945092.1
OG0006096	XP_033325320.1	XP_001945125.2
OG0006097	XP_033340851.1	XP_001945177.2
OG0006098	XP_033334278.1	XP_001945184.2
OG0006099	XP_033337561.1, XP_033339940.1	XP_016660591.1, XP_001945193.2
OG0006100	XP_033342451.1, XP_033342452.1	XP_001945247.1
OG0006101	XP_033322741.1	XP_001945259.1
OG0006102	XP_033329837.1	XP_001945260.2
OG0006103	XP_033334303.1	XP_001945286.2
OG0006104	XP_033328738.1	XP_001945295.1
OG0006105	XP_033334147.1	XP_001945306.2
OG0006106	XP_033341074.1	XP_001945316.1
OG0006107	XP_033329545.1	XP_001945391.2
OG0006108	XP_033325275.1	XP_001945415.1
OG0006109	XP_033334860.1	XP_001945418.2
OG0006110	XP_033329399.1	XP_001945450.1, XP_003248783.2
OG0006111	XP_033324724.1	XP_001945496.2
OG0006112	XP_033340774.1	XP_001945531.2
OG0006113	XP_033338936.1	XP_001945591.2
OG0006114	XP_033331660.1	XP_001945602.1
OG0006115	XP_033322291.1	XP_001945617.1
OG0006116	XP_033321160.1	XP_001945628.2
OG0006118	XP_033336221.1	XP_001945645.2
OG0006119	XP_033324025.1	XP_029346628.1, XP_001945655.1
OG0006120	XP_033335713.1	XP_001945659.2
OG0006121	XP_033337021.1	XP_001945688.2
OG0006122	XP_033331414.1	XP_001945753.2, XP_001948811.1
OG0006123	XP_033326087.1	XP_001945771.1
OG0006124	XP_033327983.1	XP_001945803.2
OG0006125	XP_033330228.1	XP_001945873.1
OG0006126	XP_033335292.1	XP_001945885.1
OG0006127	XP_033327785.1, XP_033327786.1	XP_001945887.2
OG0006128	XP_033330267.1	XP_008181998.1, XP_001945913.1
OG0006130	XP_033337343.1	XP_001945945.1
OG0006131	XP_033339731.1	XP_001945995.1
OG0006132	XP_033333086.1, XP_033333085.1	XP_029344348.1, XP_001946001.2, XP_016658427.1
OG0006133	XP_033329245.1	XP_001946006.2
OG0006134	XP_033321686.1	XP_001946016.2
OG0006135	XP_033326837.1	XP_001951702.2, XP_001946049.2
OG0006136	XP_033328154.1	XP_001946064.2
OG0006137	XP_033330283.1	XP_001946086.1
OG0006138	XP_033325375.1	XP_001946120.3, XP_008182784.3
OG0006139	XP_033335201.1	XP_001946136.1
OG0006140	XP_033337564.1	XP_001946141.1
OG0006141	XP_033327726.1	XP_001948721.1, XP_001946187.1
OG0006142	XP_033331365.1	XP_001946196.1
OG0006143	XP_033339672.1	XP_001946235.2
OG0006144	XP_033338499.1	XP_016661387.1, XP_001946260.2
OG0006145	XP_033336609.1	XP_001946335.1
OG0006146	XP_033336567.1	XP_001946386.2
OG0006147	XP_033340764.1	XP_001946510.1
OG0006149	XP_033333977.1	XP_001946641.1
OG0006150	XP_033332686.1	XP_001946664.2
OG0006151	XP_033335711.1	XP_001946721.2
OG0006152	XP_033333517.1	XP_001946751.1
OG0006153	XP_033321543.1	XP_001946781.1
OG0006154	XP_033323715.1	XP_001946824.2
OG0006155	XP_033327161.1	XP_008181592.1, XP_029341658.1, XP_001946855.2
OG0006156	XP_033340875.1	XP_001946877.1
OG0006157	XP_033328683.1	XP_001946888.1
OG0006158	XP_033325170.1	XP_001946891.2
OG0006159	XP_033329359.1	XP_001946893.2
OG0006160	XP_033322304.1, XP_033322305.1	XP_001946926.1, XP_016659077.1
OG0006161	XP_033331315.1	XP_001946946.1, XP_001947929.1
OG0006162	XP_033333111.1	XP_016659324.1, XP_001946989.2
OG0006163	XP_033336760.1	XP_001946995.1
OG0006164	XP_033323306.1	XP_016660452.1, XP_001947006.2
OG0006165	XP_033323312.1	XP_001947011.2
OG0006166	XP_033338651.1	XP_001947029.1
OG0006167	XP_033325106.1	XP_001947067.2
OG0006168	XP_033328512.1	XP_001947113.1
OG0006169	XP_033330357.1	XP_003245500.1, XP_001947124.2
OG0006170	XP_033323997.1	XP_001947127.1
OG0006171	XP_033321784.1	XP_001947142.1
OG0006172	XP_033326170.1, XP_033326160.1	XP_001947201.2
OG0006173	XP_033340236.1	XP_001947233.2
OG0006174	XP_033341606.1	XP_001947263.4
OG0006175	XP_033342169.1	XP_001947291.1
OG0006176	XP_033339525.1	XP_001947303.2, XP_008183197.1
OG0006177	XP_033341988.1	XP_016659891.1, XP_001947314.2
OG0006178	XP_033325030.1	XP_001947330.2
OG0006180	XP_033336576.1	XP_001947406.2
OG0006181	XP_033339389.1	XP_008179930.1, XP_001947431.2
OG0006182	XP_033337820.1	XP_001947448.1
OG0006183	XP_033334019.1	XP_001947449.1
OG0006184	XP_033327354.1	XP_001947458.1
OG0006185	XP_033337847.1, XP_033337846.1	XP_001947527.1
OG0006186	XP_033340439.1	XP_001947613.1, XP_008182530.1
OG0006187	XP_033327029.1	XP_001947621.1
OG0006188	XP_033336143.1	XP_001947663.2
OG0006189	XP_033339395.1	XP_001947685.1
OG0006191	XP_033332095.1	XP_001947742.1
OG0006193	XP_033337754.1	XP_001947942.2
OG0006194	XP_033324939.1	XP_001948002.2
OG0006195	XP_033329262.1	XP_001948073.1
OG0006196	XP_033336600.1	XP_001948080.1
OG0006197	XP_033326385.1	XP_001948129.1
OG0006198	XP_033330846.1, XP_033330845.1	XP_001948160.1
OG0006199	XP_033335141.1	XP_001948180.1
OG0006200	XP_033338332.1	XP_001948203.1
OG0006201	XP_033324851.1	XP_001948245.2
OG0006202	XP_033323124.1	XP_001948281.1
OG0006203	XP_033339339.1	XP_001948296.1
OG0006204	XP_033339105.1	XP_001948330.1
OG0006205	XP_033341761.1	XP_001948334.1
OG0006206	XP_033341341.1	XP_001948347.4, XP_029341439.1
OG0006207	XP_033330800.1, XP_033330799.1, XP_033330801.1	XP_001948376.1
OG0006208	XP_033341608.1	XP_001948390.2
OG0006209	XP_033330168.1	XP_001948392.1
OG0006210	XP_033326813.1	XP_029347879.1, XP_001948404.3
OG0006211	XP_033333791.1	XP_001948412.2
OG0006212	XP_033342978.1	XP_029341163.1, XP_001948436.1
OG0006213	XP_033335470.1	XP_001948459.1
OG0006214	XP_033329820.1	XP_001948484.2
OG0006215	XP_033337662.1	XP_001948503.1
OG0006216	XP_033340361.1, XP_033340362.1	XP_001948537.1
OG0006217	XP_033342528.1	XP_001948634.1
OG0006218	XP_033330497.1	XP_001948686.1
OG0006219	XP_033323948.1	XP_001948697.1
OG0006220	XP_033340537.1	XP_001948759.1
OG0006221	XP_033339489.1	XP_001948771.2
OG0006222	XP_033326264.1	XP_001948776.2
OG0006223	XP_033321492.1	XP_001948833.3
OG0006225	XP_033335138.1	XP_001948962.1
OG0006226	XP_033336067.1	XP_001948971.2
OG0006227	XP_033335348.1, XP_033335346.1	XP_008184822.1, XP_001949023.2
OG0006228	XP_033325699.1	XP_001949024.1
OG0006229	XP_033341557.1	XP_001949027.1
OG0006230	XP_033323860.1	XP_001949038.1
OG0006231	XP_033341153.1	XP_001949040.2
OG0006232	XP_033329481.1	XP_001949082.2
OG0006233	XP_033323620.1, XP_033323619.1	XP_001949083.2
OG0006234	XP_033343083.1	XP_001949102.3
OG0006235	XP_033332799.1	XP_001949129.2, XP_029342198.1
OG0006236	XP_033340680.1	XP_001949187.1
OG0006237	XP_033324443.1, XP_033324403.1	XP_001949199.2
OG0006238	XP_033327720.1	XP_001949207.2
OG0006239	XP_033335927.1	XP_001949209.1
OG0006240	XP_033322620.1	XP_001949216.2
OG0006241	XP_033339571.1	XP_001949235.1, XP_003248530.3
OG0006242	XP_033332621.1	XP_001949236.2
OG0006243	XP_033343052.1	XP_001949241.1
OG0006244	XP_033324578.1	XP_001949265.2
OG0006245	XP_033335809.1	XP_001949377.2
OG0006246	XP_033341607.1	XP_001949387.1
OG0006247	XP_033338235.1	XP_001949408.1, XP_003243065.1
OG0006248	XP_033324888.1, XP_033324649.1	XP_001949435.1
OG0006249	XP_033328138.1	XP_001949439.2
OG0006250	XP_033331718.1	XP_001949441.1
OG0006251	XP_033340694.1	XP_001949456.1
OG0006252	XP_033330988.1	XP_001949483.1
OG0006253	XP_033321143.1	XP_001949524.2
OG0006254	XP_033331190.1	XP_001949533.1, XP_029346613.1
OG0006255	XP_033336618.1	XP_016660229.1, XP_001949552.1
OG0006256	XP_033335066.1	XP_001949607.2
OG0006257	XP_033340182.1	XP_001949629.1
OG0006258	XP_033339207.1, XP_033339220.1	XP_001949685.1
OG0006259	XP_033337814.1	XP_001949748.1, XP_001949723.3
OG0006260	XP_033329725.1	XP_001949727.1
OG0006261	XP_033336510.1	XP_001949755.1
OG0006262	XP_033342001.1	XP_001949810.1
OG0006263	XP_033328428.1, XP_033328396.1	XP_001949840.1
OG0006264	XP_033333098.1	XP_001949841.2
OG0006265	XP_033331206.1, XP_033331205.1	XP_001949885.1
OG0006266	XP_033332884.1	XP_001949958.1
OG0006267	XP_033337463.1	XP_001950033.1, XP_029344349.1
OG0006268	XP_033326298.1	XP_001950058.1
OG0006269	XP_033326331.1	XP_001950092.2
OG0006270	XP_033341985.1	XP_001950093.1
OG0006271	XP_033334785.1	XP_001950124.1
OG0006272	XP_033332134.1	XP_001950125.2
OG0006273	XP_033335458.1, XP_033335459.1	XP_001950148.1
OG0006274	XP_033332699.1	XP_001950169.1
OG0006275	XP_033331590.1	XP_001950193.1
OG0006276	XP_033333103.1	XP_001950272.2
OG0006277	XP_033322432.1	XP_001950344.1
OG0006278	XP_033322988.1	XP_001950345.1
OG0006279	XP_033334795.1	XP_016657723.1, XP_001950381.1
OG0006280	XP_033337734.1	XP_001950483.2
OG0006282	XP_033323352.1	XP_001950604.2
OG0006283	XP_033327191.1	XP_001950632.1
OG0006284	XP_033321984.1	XP_001950636.1
OG0006285	XP_033328930.1	XP_001950639.2
OG0006286	XP_033340679.1	XP_008188226.1, XP_001950666.2
OG0006287	XP_033335969.1	XP_016658909.1, XP_001950708.1
OG0006288	XP_033332127.1	XP_001950738.2
OG0006289	XP_033336737.1	XP_001950750.1, XP_008182503.1
OG0006290	XP_033334537.1	XP_001950783.1, XP_001950840.1, XP_016657239.1
OG0006291	XP_033334182.1	XP_001950796.1
OG0006292	XP_033339352.1	XP_001950808.1
OG0006293	XP_033322928.1	XP_001950809.2
OG0006294	XP_033324442.1	XP_001950826.2
OG0006295	XP_033334657.1	XP_001950893.1
OG0006296	XP_033321643.1	XP_001950979.1
OG0006297	XP_033330032.1	XP_001950995.1
OG0006298	XP_033324829.1	XP_001951023.1
