Orthogroup	Osmia_bicornis	Eufriesea_mexicana
OG0006699	XP_029042502.1	XP_017758007.1
OG0006700	XP_029042501.1	XP_017758006.1
OG0006701	XP_029037994.1	XP_017763270.1
OG0006702	XP_029037858.1	XP_017763265.1
OG0006703	XP_029037991.1	XP_017763264.1
OG0006704	XP_029040405.1	XP_017753727.1
OG0006705	XP_029040720.1	XP_017764253.1
OG0006706	XP_029047351.1	XP_017762557.1
OG0006707	XP_029038118.1	XP_017765424.1
OG0006708	XP_029044944.1	XP_017765454.1
OG0006709	XP_029037863.1	XP_017757653.1
OG0006710	XP_029040806.1	XP_017762601.1
OG0006711	XP_029033909.1	XP_017762587.1
OG0006712	XP_029047390.1	XP_017753515.1
OG0006713	XP_029035778.1	XP_017753513.1
OG0006714	XP_029040863.1	XP_017763606.1
OG0006715	XP_029052797.1	XP_017755895.1
OG0006716	XP_029046004.1	XP_017761122.1
OG0006717	XP_029044419.1	XP_017762250.1
OG0006718	XP_029039652.1	XP_017756514.1
OG0006719	XP_029039650.1	XP_017756512.1
OG0006720	XP_029039980.1	XP_017764697.1
OG0006721	XP_029044871.1	XP_017753374.1
OG0006722	XP_029050152.1	XP_017760009.1
OG0006723	XP_029053589.1	XP_017762753.1
OG0006724	XP_029045254.1	XP_017762157.1
OG0006725	XP_029045190.1	XP_017762111.1
OG0006726	XP_029033189.1	XP_017762140.1
OG0006727	XP_029035846.1	XP_017765747.1
OG0006728	XP_029038005.1	XP_017764842.1
OG0006729	XP_029048462.1	XP_017763722.1
OG0006730	XP_029042139.1	XP_017755674.1
OG0006731	XP_029037494.1	XP_017767254.1
OG0006732	XP_029042100.1	XP_017755584.1
OG0006733	XP_029040227.1	XP_017761003.1
OG0006734	XP_029056524.1	XP_017760472.1
OG0006735	XP_029052798.1	XP_017755902.1
OG0006736	XP_029041532.1	XP_017765688.1
OG0006737	XP_029034397.1	XP_017757055.1
OG0006738	XP_029034296.1	XP_017756295.1
OG0006739	XP_029041587.1	XP_017754595.1
OG0006740	XP_029041611.1	XP_017765714.1
OG0006741	XP_029034250.1	XP_017755389.1
OG0006742	XP_029056567.1	XP_017766454.1
OG0006743	XP_029031974.1	XP_017759784.1
OG0006744	XP_029050503.1	XP_017764614.1
OG0006745	XP_029055910.1	XP_017765485.1
OG0006746	XP_029035910.1	XP_017753985.1
OG0006747	XP_029033860.1	XP_017767009.1, XP_017766550.1
OG0006748	XP_029046239.1	XP_017765183.1
OG0006749	XP_029056542.1	XP_017762359.1
OG0006750	XP_029047597.1	XP_017763904.1
OG0006751	XP_029037209.1	XP_017760376.1
OG0006752	XP_029032836.1	XP_017767063.1
OG0006753	XP_029033723.1	XP_017767006.1
OG0006754	XP_029032994.1	XP_017755406.1
OG0006755	XP_029037181.1	XP_017760405.1
OG0006756	XP_029037184.1	XP_017760361.1
OG0006757	XP_029033814.1	XP_017755952.1
OG0006758	XP_029040701.1	XP_017764815.1
OG0006759	XP_029053235.1	XP_017752305.1
OG0006760	XP_029052075.1	XP_017759586.1
OG0006761	XP_029050925.1	XP_017754003.1
OG0006762	XP_029033748.1	XP_017767068.1
OG0006763	XP_029049553.1	XP_017766698.1
OG0006764	XP_029033790.1	XP_017756068.1
OG0006765	XP_029049012.1	XP_017762465.1
OG0006766	XP_029032957.1	XP_017766103.1
OG0006767	XP_029047562.1	XP_017767030.1
OG0006768	XP_029049651.1	XP_017766197.1
OG0006769	XP_029049568.1	XP_017756067.1
OG0006770	XP_029037191.1	XP_017755600.1
OG0006771	XP_029034042.1	XP_017756204.1
OG0006772	XP_029036093.1	XP_017756381.1
OG0006773	XP_029035593.1	XP_017765967.1
OG0006774	XP_029033627.1	XP_017765926.1
OG0006775	XP_029033049.1	XP_017767112.1
OG0006776	XP_029048003.1	XP_017760079.1
OG0006777	XP_029042929.1	XP_017760093.1
OG0006778	XP_029047486.1	XP_017760122.1
OG0006779	XP_029048099.1	XP_017758556.1
OG0006780	XP_029035850.1	XP_017767283.1
OG0006781	XP_029042933.1	XP_017757206.1
OG0006782	XP_029042954.1	XP_017757168.1
OG0006783	XP_029038058.1	XP_017765976.1
OG0006784	XP_029035975.1	XP_017757178.1
OG0006785	XP_029039275.1	XP_017752667.1
OG0006786	XP_029035587.1	XP_017758552.1
OG0006787	XP_029032826.1	XP_017754580.1
OG0006788	XP_029034110.1	XP_017755968.1
OG0006789	XP_029035928.1	XP_017760087.1
OG0006790	XP_029044329.1	XP_017767256.1
OG0006791	XP_029044369.1	XP_017767171.1
OG0006792	XP_029035549.1	XP_017758572.1
OG0006793	XP_029040183.1	XP_017767579.1
OG0006794	XP_029039279.1	XP_017762673.1
OG0006795	XP_029046704.1	XP_017754561.1
OG0006796	XP_029032094.1	XP_017765827.1
OG0006797	XP_029036505.1	XP_017757619.1
OG0006798	XP_029036444.1	XP_017757425.1
OG0006799	XP_029036450.1	XP_017757526.1
OG0006800	XP_029043845.1	XP_017767685.1
OG0006801	XP_029040630.1	XP_017764819.1
OG0006802	XP_029042077.1	XP_017757458.1
OG0006803	XP_029055710.1	XP_017758223.1
OG0006804	XP_029045741.1	XP_017761402.1
OG0006805	XP_029048250.1	XP_017752921.1
OG0006806	XP_029036571.1	XP_017757492.1
OG0006807	XP_029046446.1	XP_017757577.1
OG0006808	XP_029046066.1	XP_017760583.1
OG0006810	XP_029055831.1	XP_017755645.1
OG0006811	XP_029036381.1	XP_017767708.1
OG0006812	XP_029052512.1	XP_017755262.1
OG0006813	XP_029046049.1	XP_017760547.1
OG0006814	XP_029053418.1, XP_029053381.1	XP_017752452.1
OG0006815	XP_029050180.1	XP_017761317.1
OG0006816	XP_029051604.1	XP_017758243.1
OG0006817	XP_029052805.1	XP_017761682.1
OG0006818	XP_029050505.1	XP_017764020.1
OG0006819	XP_029048051.1	XP_017757129.1
OG0006820	XP_029037004.1	XP_017762430.1
OG0006821	XP_029053009.1	XP_017758959.1, XP_017758960.1
OG0006822	XP_029040070.1	XP_017767634.1
OG0006823	XP_029040933.1, XP_029040942.1	XP_017753648.1
OG0006824	XP_029055350.1	XP_017760185.1
OG0006825	XP_029055346.1	XP_017760156.1
OG0006826	XP_029046343.1	XP_017754257.1
OG0006827	XP_029055287.1	XP_017759680.1
OG0006828	XP_029045053.1	XP_017763147.1
OG0006829	XP_029045094.1	XP_017752690.1
OG0006830	XP_029039682.1	XP_017759660.1
OG0006831	XP_029051612.1	XP_017754268.1
OG0006832	XP_029055171.1	XP_017764361.1
OG0006833	XP_029055397.1	XP_017762770.1
OG0006834	XP_029038140.1	XP_017763063.1
OG0006835	XP_029034857.1	XP_017767296.1
OG0006836	XP_029051852.1	XP_017760419.1
OG0006837	XP_029043732.1	XP_017753937.1
OG0006838	XP_029038143.1	XP_017763072.1
OG0006839	XP_029032512.1	XP_017765142.1
OG0006840	XP_029046792.1	XP_017758986.1
OG0006841	XP_029051063.1	XP_017760283.1
OG0006843	XP_029033308.1	XP_017756633.1, XP_017756634.1
OG0006844	XP_029034929.1	XP_017763663.1
OG0006845	XP_029050846.1	XP_017761666.1
OG0006846	XP_029047119.1	XP_017752548.1
OG0006847	XP_029051504.1	XP_017765793.1
OG0006848	XP_029044196.1	XP_017756277.1
OG0006849	XP_029046382.1	XP_017753943.1
OG0006850	XP_029047136.1	XP_017756270.1
OG0006851	XP_029052267.1	XP_017753472.1
OG0006852	XP_029033415.1	XP_017752509.1
OG0006853	XP_029044222.1	XP_017755876.1
OG0006854	XP_029044221.1	XP_017755870.1
OG0006855	XP_029047155.1	XP_017764314.1
OG0006856	XP_029038150.1	XP_017762608.1
OG0006857	XP_029053463.1	XP_017763457.1
OG0006858	XP_029040973.1	XP_017763045.1
OG0006859	XP_029041188.1	XP_017761759.1
OG0006860	XP_029052317.1	XP_017752527.1
OG0006861	XP_029051789.1	XP_017763492.1
OG0006862	XP_029051810.1	XP_017763451.1
OG0006863	XP_029044216.1	XP_017752495.1
OG0006864	XP_029050835.1	XP_017761654.1
OG0006865	XP_029047945.1	XP_017755720.1
OG0006866	XP_029038672.1	XP_017756825.1
OG0006867	XP_029044810.1	XP_017761814.1
OG0006868	XP_029044148.1	XP_017759203.1
OG0006869	XP_029050587.1	XP_017759429.1
OG0006870	XP_029052911.1	XP_017756859.1
OG0006871	XP_029037106.1	XP_017763252.1
OG0006872	XP_029038801.1	XP_017755041.1
OG0006873	XP_029033516.1	XP_017767440.1
OG0006874	XP_029039910.1	XP_017758139.1
OG0006875	XP_029039923.1	XP_017757953.1
OG0006876	XP_029041962.1	XP_017759287.1
OG0006877	XP_029039598.1	XP_017764741.1
OG0006878	XP_029039876.1	XP_017760511.1
OG0006879	XP_029039695.1	XP_017764712.1
OG0006880	XP_029034473.1	XP_017757868.1
OG0006881	XP_029034482.1	XP_017757855.1
OG0006882	XP_029050873.1	XP_017753716.1
OG0006883	XP_029043350.1	XP_017763175.1
OG0006884	XP_029039904.1	XP_017762670.1
OG0006885	XP_029045594.1	XP_017767470.1
OG0006886	XP_029039973.1	XP_017762848.1
OG0006887	XP_029039775.1	XP_017767448.1
OG0006888	XP_029034458.1	XP_017757847.1
OG0006889	XP_029037704.1	XP_017767408.1
OG0006890	XP_029045664.1	XP_017767366.1
OG0006891	XP_029052131.1	XP_017767540.1
OG0006892	XP_029048263.1	XP_017756599.1
OG0006893	XP_029046897.1	XP_017754377.1
OG0006894	XP_029044109.1	XP_017762261.1
OG0006895	XP_029054006.1	XP_017761503.1
OG0006896	XP_029044882.1	XP_017761430.1
OG0006897	XP_029046574.1	XP_017760864.1
OG0006898	XP_029042696.1	XP_017761947.1
OG0006899	XP_029035403.1	XP_017754830.1
OG0006900	XP_029043939.1	XP_017752615.1
OG0006901	XP_029048919.1	XP_017761463.1
OG0006902	XP_029032337.1	XP_017760674.1
OG0006903	XP_029046534.1	XP_017760912.1
OG0006904	XP_029053613.1	XP_017759996.1
OG0006905	XP_029035390.1	XP_017758843.1
OG0006906	XP_029046494.1	XP_017760871.1
OG0006907	XP_029032820.1	XP_017753770.1
OG0006908	XP_029049160.1	XP_017760885.1
OG0006909	XP_029048835.1	XP_017761459.1
OG0006910	XP_029048819.1	XP_017762325.1
OG0006911	XP_029046520.1	XP_017760858.1
OG0006912	XP_029038511.1	XP_017763944.1
OG0006913	XP_029046608.1	XP_017760794.1
OG0006914	XP_029034654.1	XP_017758687.1
OG0006915	XP_029041713.1	XP_017763658.1
OG0006916	XP_029056010.1	XP_017762240.1
OG0006917	XP_029035356.1	XP_017753351.1
OG0006918	XP_029049302.1	XP_017753982.1
OG0006919	XP_029033160.1	XP_017762921.1
OG0006920	XP_029047360.1	XP_017762556.1
OG0006921	XP_029034850.1	XP_017752958.1
OG0006922	XP_029040343.1	XP_017761041.1
OG0006923	XP_029040244.1	XP_017761004.1
OG0006924	XP_029033239.1	XP_017759264.1
OG0006925	XP_029034651.1	XP_017758702.1
OG0006926	XP_029043785.1	XP_017766783.1
OG0006927	XP_029036167.1	XP_017766722.1
OG0006928	XP_029050884.1	XP_017765984.1
OG0006929	XP_029035680.1	XP_017753007.1
OG0006930	XP_029052354.1	XP_017764636.1
OG0006931	XP_029048584.1	XP_017757769.1
OG0006933	XP_029039041.1	XP_017759898.1
OG0006934	XP_029039006.1	XP_017759904.1
OG0006935	XP_029050264.1	XP_017754018.1
OG0006936	XP_029050637.1	XP_017761558.1
OG0006937	XP_029045337.1	XP_017756797.1
OG0006938	XP_029050673.1	XP_017767213.1
OG0006939	XP_029050588.1	XP_017761569.1
OG0006940	XP_029041809.1	XP_017767188.1
OG0006941	XP_029041790.1	XP_017767151.1
OG0006942	XP_029037397.1	XP_017760623.1
OG0006943	XP_029037564.1	XP_017760612.1
OG0006944	XP_029039053.1	XP_017759951.1
OG0006945	XP_029034055.1	XP_017754088.1
OG0006946	XP_029043311.1	XP_017759391.1
OG0006947	XP_029043394.1	XP_017759292.1
OG0006948	XP_029051887.1	XP_017755468.1
OG0006949	XP_029037903.1	XP_017765458.1
OG0006951	XP_029040895.1	XP_017765086.1
OG0006952	XP_029036729.1	XP_017758173.1
OG0006953	XP_029045968.1	XP_017763001.1
OG0006954	XP_029052775.1	XP_017765242.1
OG0006955	XP_029039518.1	XP_017758141.1
OG0006956	XP_029040882.1	XP_017753870.1
OG0006957	XP_029045782.1	XP_017752845.1
OG0006958	XP_029050382.1	XP_017764104.1
OG0006959	XP_029050000.1	XP_017752325.1
OG0006960	XP_029049332.1	XP_017764957.1
OG0006961	XP_029034696.1	XP_017752812.1
OG0006962	XP_029036967.1	XP_017765060.1
OG0006963	XP_029045910.1	XP_017752853.1
OG0006964	XP_029045781.1	XP_017752846.1
OG0006965	XP_029040997.1	XP_017759484.1
OG0006966	XP_029050017.1	XP_017752189.1
OG0006967	XP_029047620.1	XP_017753810.1
OG0006968	XP_029049634.1	XP_017753610.1
OG0006969	XP_029043285.1	XP_017766890.1
OG0006970	XP_029049850.1	XP_017764398.1
OG0006971	XP_029033141.1	XP_017766755.1
OG0006972	XP_029050749.1	XP_017763327.1
OG0006973	XP_029048657.1	XP_017763297.1
OG0006974	XP_029043300.1	XP_017766871.1
OG0006975	XP_029049831.1	XP_017754611.1
OG0006976	XP_029046635.1	XP_017762483.1
OG0006977	XP_029049990.1	XP_017753584.1
OG0006978	XP_029039654.1	XP_017756517.1
OG0006979	XP_029032178.1	XP_017755172.1
OG0006980	XP_029042792.1	XP_017755611.1
OG0006981	XP_029047251.1	XP_017763753.1
OG0006982	XP_029048756.1	XP_017760973.1
OG0006983	XP_029048759.1	XP_017760984.1
OG0006985	XP_029048449.1	XP_017763716.1
OG0006986	XP_029048339.1	XP_017763725.1
OG0006987	XP_029035405.1	XP_017763729.1
OG0006988	XP_029038141.1	XP_017763069.1
OG0006989	XP_029055665.1	XP_017763850.1
OG0006990	XP_029055673.1	XP_017763851.1
OG0006991	XP_029048859.1	XP_017755568.1
OG0006992	XP_029042617.1	XP_017762856.1
OG0006993	XP_029035766.1	XP_017760974.1
OG0006994	XP_029037809.1	XP_017766014.1
OG0006995	XP_029038089.1	XP_017764660.1, XP_017764659.1
OG0006996	XP_029035763.1	XP_017753503.1
OG0006997	XP_029035298.1	XP_017753311.1
OG0006998	XP_029033971.1	XP_017765986.1
OG0006999	XP_029032093.1	XP_017756360.1
OG0007000	XP_029031844.1	XP_017754741.1
OG0007001	XP_029055938.1	XP_017758677.1
OG0007002	XP_029043703.1	XP_017762514.1
OG0007003	XP_029043704.1	XP_017762535.1
OG0007004	XP_029051862.1	XP_017753413.1
OG0007005	XP_029034331.1	XP_017762719.1
OG0007006	XP_029035371.1	XP_017754410.1
OG0007007	XP_029032972.1	XP_017765321.1
OG0007008	XP_029034307.1	XP_017761278.1
OG0007009	XP_029052243.1	XP_017755976.1
OG0007010	XP_029056529.1	XP_017754698.1
OG0007011	XP_029031954.1, XP_029031955.1	XP_017754687.1
OG0007012	XP_029052025.1	XP_017765300.1
OG0007013	XP_029048321.1	XP_017753384.1
OG0007014	XP_029055943.1	XP_017754760.1
OG0007015	XP_029053893.1	XP_017756285.1
OG0007016	XP_029031850.1	XP_017754693.1
OG0007017	XP_029055895.1	XP_017760704.1
OG0007018	XP_029055979.1	XP_017765475.1
OG0007019	XP_029041570.1	XP_017754727.1
OG0007020	XP_029043167.1	XP_017756325.1
OG0007021	XP_029056593.1	XP_017765462.1
OG0007022	XP_029038287.1	XP_017758945.1
OG0007023	XP_029055873.1	XP_017754549.1
OG0007024	XP_029035275.1	XP_017761773.1
OG0007025	XP_029048275.1	XP_017765703.1
OG0007026	XP_029034410.1	XP_017756564.1
OG0007027	XP_029036193.1	XP_017754763.1, XP_017756388.1
OG0007028	XP_029032063.1	XP_017756289.1
OG0007029	XP_029049492.1	XP_017754168.1
OG0007030	XP_029032866.1	XP_017756222.1
OG0007031	XP_029032883.1	XP_017756221.1
OG0007032	XP_029033787.1, XP_029033786.1	XP_017756074.1
OG0007033	XP_029033885.1	XP_017762917.1
OG0007034	XP_029032848.1	XP_017767077.1
OG0007035	XP_029035302.1	XP_017753312.1
OG0007036	XP_029046234.1	XP_017757305.1
OG0007037	XP_029033720.1	XP_017767036.1
OG0007038	XP_029040631.1	XP_017764828.1
OG0007039	XP_029052845.1	XP_017757377.1
OG0007040	XP_029037231.1	XP_017767044.1
OG0007041	XP_029032892.1	XP_017752425.1
OG0007042	XP_029046177.1	XP_017757282.1
OG0007043	XP_029052670.1	XP_017755353.1
OG0007044	XP_029037153.1	XP_017752330.1
OG0007045	XP_029040601.1	XP_017759568.1
OG0007046	XP_029036972.1	XP_017760270.1
OG0007047	XP_029033899.1	XP_017766714.1
OG0007048	XP_029040669.1	XP_017762925.1
OG0007049	XP_029038620.1	XP_017766183.1
OG0007050	XP_029038642.1	XP_017766184.1
OG0007052	XP_029047565.1	XP_017762364.1
OG0007053	XP_029052037.1	XP_017755625.1
OG0007054	XP_029037125.1	XP_017755757.1
OG0007055	XP_029047206.1	XP_017752303.1
OG0007056	XP_029033114.1	XP_017762916.1
OG0007057	XP_029033080.1	XP_017762356.1
OG0007058	XP_029033875.1	XP_017767054.1
OG0007059	XP_029032980.1	XP_017762350.1
OG0007060	XP_029046170.1	XP_017757264.1
OG0007061	XP_029032862.1	XP_017766996.1
OG0007062	XP_029050243.1	XP_017757343.1
OG0007063	XP_029031867.1	XP_017754503.1
OG0007064	XP_029031889.1	XP_017754458.1
OG0007065	XP_029040570.1	XP_017755963.1
OG0007066	XP_029050932.1	XP_017754022.1
OG0007067	XP_029033861.1	XP_017753082.1
OG0007068	XP_029037813.1	XP_017765972.1
OG0007069	XP_029038064.1	XP_017765975.1
OG0007070	XP_029038054.1	XP_017765974.1
OG0007071	XP_029049566.1	XP_017762370.1
OG0007072	XP_029033088.1	XP_017755415.1
OG0007073	XP_029037201.1	XP_017764742.1
OG0007074	XP_029040586.1	XP_017764348.1
OG0007075	XP_029031870.1	XP_017762340.1
OG0007076	XP_029039657.1	XP_017764751.1
OG0007077	XP_029032846.1	XP_017767021.1
OG0007078	XP_029047794.1	XP_017756493.1
OG0007079	XP_029042949.1	XP_017757249.1
OG0007080	XP_029047044.1	XP_017758589.1
OG0007081	XP_029047313.1	XP_017761105.1
OG0007082	XP_029042937.1	XP_017757133.1
OG0007083	XP_029035591.1	XP_017758622.1
OG0007084	XP_029035567.1	XP_017758583.1
OG0007085	XP_029034275.1	XP_017757149.1
OG0007086	XP_029035529.1	XP_017758596.1
OG0007087	XP_029036984.1	XP_017759649.1
OG0007088	XP_029045839.1	XP_017761106.1
OG0007089	XP_029039321.1	XP_017760057.1
OG0007090	XP_029035534.1	XP_017765877.1
OG0007091	XP_029047442.1	XP_017758579.1
OG0007092	XP_029055550.1	XP_017753145.1
OG0007093	XP_029034522.1	XP_017753047.1
OG0007094	XP_029034736.1	XP_017767557.1
OG0007095	XP_029051771.1	XP_017764682.1
OG0007096	XP_029035946.1	XP_017760066.1
OG0007097	XP_029035885.1	XP_017760109.1
OG0007098	XP_029035647.1	XP_017758609.1
OG0007099	XP_029035655.1	XP_017758625.1
OG0007100	XP_029036012.1	XP_017767635.1
OG0007101	XP_029036015.1	XP_017767611.1
OG0007102	XP_029039331.1	XP_017756742.1
OG0007103	XP_029045419.1	XP_017756683.1
OG0007105	XP_029035997.1	XP_017762906.1
OG0007106	XP_029035740.1	XP_017752542.1, XP_017752573.1
OG0007107	XP_029033612.1	XP_017765879.1
OG0007108	XP_029036021.1	XP_017759613.1
OG0007109	XP_029035950.1	XP_017760073.1
OG0007110	XP_029038386.1	XP_017753116.1
OG0007111	XP_029038412.1	XP_017756679.1
OG0007112	XP_029042917.1	XP_017760135.1
OG0007113	XP_029042993.1	XP_017760106.1
OG0007114	XP_029046668.1	XP_017761104.1
OG0007115	XP_029034770.1	XP_017767626.1
OG0007116	XP_029050941.1	XP_017761136.1
OG0007117	XP_029042426.1	XP_017762162.1
OG0007118	XP_029036503.1	XP_017755230.1
OG0007119	XP_029038858.1	XP_017753537.1
OG0007120	XP_029042050.1	XP_017767672.1
OG0007121	XP_029045267.1	XP_017762152.1
OG0007122	XP_029036394.1	XP_017757539.1
OG0007123	XP_029053503.1	XP_017757706.1
OG0007124	XP_029042015.1	XP_017753526.1, XP_017759616.1
OG0007125	XP_029038887.1	XP_017752741.1
OG0007126	XP_029043814.1	XP_017755633.1
OG0007127	XP_029036360.1	XP_017761339.1
OG0007128	XP_029046732.1	XP_017758768.1
OG0007129	XP_029038972.1	XP_017758692.1
OG0007130	XP_029041334.1	XP_017767670.1
OG0007132	XP_029036530.1	XP_017758707.1
OG0007134	XP_029053063.1	XP_017761383.1
OG0007135	XP_029035332.1	XP_017764912.1
OG0007136	XP_029043881.1	XP_017755627.1
OG0007137	XP_029036512.1	XP_017758710.1
OG0007138	XP_029051982.1	XP_017754017.1
OG0007139	XP_029055708.1	XP_017758219.1
OG0007140	XP_029055743.1	XP_017765330.1
OG0007141	XP_029041330.1	XP_017762944.1
OG0007142	XP_029041159.1	XP_017752719.1
OG0007143	XP_029036680.1	XP_017755652.1
OG0007144	XP_029055746.1	XP_017755580.1
OG0007145	XP_029055776.1	XP_017757406.1
OG0007146	XP_029042009.1	XP_017759273.1
OG0007147	XP_029048151.1	XP_017752625.1
OG0007149	XP_029042829.1, XP_029042828.1	XP_017760480.1
OG0007150	XP_029045288.1	XP_017762085.1
OG0007151	XP_029055722.1	XP_017765331.1
OG0007152	XP_029055806.1	XP_017765333.1
OG0007153	XP_029036559.1	XP_017757601.1
OG0007154	XP_029042880.1	XP_017762036.1
OG0007155	XP_029036388.1	XP_017755282.1
OG0007156	XP_029048688.1	XP_017763890.1
OG0007157	XP_029036341.1	XP_017761346.1
OG0007158	XP_029045523.1	XP_017757546.1
OG0007159	XP_029043820.1	XP_017755585.1
OG0007160	XP_029045272.1	XP_017752144.1
OG0007161	XP_029040146.1	XP_017756771.1
OG0007162	XP_029048058.1	XP_017756779.1
OG0007163	XP_029046031.1	XP_017760256.1
OG0007164	XP_029050450.1	XP_017758918.1
OG0007165	XP_029036749.1	XP_017766258.1
OG0007167	XP_029031890.1	XP_017759408.1
OG0007168	XP_029043596.1	XP_017767587.1
OG0007169	XP_029043579.1	XP_017767562.1
OG0007170	XP_029038279.1	XP_017761976.1, XP_017758667.1
OG0007171	XP_029048056.1	XP_017761717.1
OG0007173	XP_029040175.1	XP_017754874.1
OG0007174	XP_029041175.1	XP_017757058.1
OG0007175	XP_029050404.1	XP_017758914.1
OG0007176	XP_029053509.1	XP_017766272.1
OG0007177	XP_029040116.1	XP_017767565.1
OG0007178	XP_029051229.1	XP_017764042.1
OG0007179	XP_029053696.1, XP_029053570.1	XP_017763981.1
OG0007181	XP_029038685.1	XP_017760331.1
OG0007183	XP_029054421.1	XP_017758260.1
OG0007184	XP_029037304.1	XP_017766080.1
OG0007185	XP_029054307.1	XP_017758259.1
OG0007188	XP_029031956.1	XP_017767757.1
OG0007189	XP_029038689.1	XP_017762236.1
OG0007190	XP_029037703.1	XP_017766259.1
OG0007191	XP_029055538.1	XP_017760154.1
OG0007192	XP_029053018.1	XP_017764148.1
OG0007193	XP_029043447.1, XP_029043848.1	XP_017763577.1
OG0007195	XP_029056486.1	XP_017760436.1
OG0007196	XP_029052880.1	XP_017766124.1
OG0007197	XP_029032587.1	XP_017761024.1
OG0007198	XP_029041665.1	XP_017763581.1
OG0007199	XP_029054543.1	XP_017762902.1
OG0007200	XP_029055695.1	XP_017756588.1
OG0007201	XP_029047325.1	XP_017755914.1
OG0007202	XP_029038154.1	XP_017752270.1
OG0007203	XP_029032223.1	XP_017765169.1
OG0007204	XP_029048527.1	XP_017758196.1
OG0007205	XP_029055461.1	XP_017762813.1
OG0007206	XP_029032161.1	XP_017765125.1
OG0007207	XP_029032279.1	XP_017765162.1
OG0007208	XP_029051844.1	XP_017760423.1
OG0007209	XP_029032322.1	XP_017755003.1
OG0007210	XP_029035049.1	XP_017767310.1
OG0007212	XP_029052082.1	XP_017759805.1
OG0007213	XP_029055327.1	XP_017759655.1
OG0007214	XP_029055376.1	XP_017762786.1
OG0007215	XP_029041282.1	XP_017752260.1
OG0007216	XP_029055395.1	XP_017762805.1
OG0007217	XP_029047292.1	XP_017758210.1
OG0007218	XP_029047395.1	XP_017762583.1
OG0007219	XP_029052483.1	XP_017758193.1
OG0007220	XP_029047396.1	XP_017762564.1
OG0007221	XP_029041227.1	XP_017754293.1
OG0007222	XP_029041239.1	XP_017754275.1
OG0007223	XP_029047332.1	XP_017753121.1
OG0007224	XP_029055628.1	XP_017759676.1
OG0007225	XP_029044661.1	XP_017755005.1
OG0007226	XP_029044663.1	XP_017754991.1
OG0007227	XP_029044644.1	XP_017757114.1
OG0007228	XP_029041300.1	XP_017762614.1
OG0007229	XP_029032326.1	XP_017765139.1
OG0007230	XP_029039660.1	XP_017759682.1
OG0007231	XP_029032499.1	XP_017765131.1
OG0007232	XP_029052719.1	XP_017766277.1
OG0007233	XP_029050913.1	XP_017753998.1
OG0007234	XP_029047151.1	XP_017764327.1
OG0007235	XP_029047047.1	XP_017764306.1
OG0007236	XP_029043118.1	XP_017761069.1
OG0007237	XP_029038476.1	XP_017757972.1
OG0007238	XP_029040981.1	XP_017763089.1
OG0007239	XP_029046336.1	XP_017761752.1
OG0007240	XP_029052948.1	XP_017755997.1
OG0007242	XP_029047020.1	XP_017756772.1
OG0007243	XP_029043749.1	XP_017753921.1
OG0007244	XP_029038470.1	XP_017757894.1
OG0007245	XP_029051469.1	XP_017763608.1
OG0007246	XP_029035038.1	XP_017754471.1
OG0007247	XP_029035015.1	XP_017764515.1
OG0007248	XP_029051816.1	XP_017760316.1
OG0007249	XP_029051798.1	XP_017763471.1
OG0007250	XP_029047088.1	XP_017752549.1
OG0007251	XP_029052296.1	XP_017752533.1
OG0007252	XP_029049602.1	XP_017761990.1
OG0007253	XP_029053661.1	XP_017761757.1
OG0007254	XP_029034914.1	XP_017754525.1
OG0007255	XP_029038414.1	XP_017757889.1
OG0007256	XP_029053170.1	XP_017763449.1
OG0007257	XP_029035158.1	XP_017759519.1
OG0007258	XP_029051048.1	XP_017763502.1
OG0007259	XP_029044189.1	XP_017752496.1
OG0007260	XP_029044286.1	XP_017755877.1
OG0007261	XP_029044232.1	XP_017763128.1
OG0007262	XP_029033429.1	XP_017756636.1
OG0007263	XP_029051918.1	XP_017760497.1
OG0007264	XP_029046296.1	XP_017763445.1
OG0007265	XP_029042240.1	XP_017752685.1
OG0007266	XP_029034981.1	XP_017754468.1
OG0007267	XP_029035039.1	XP_017754461.1
OG0007268	XP_029033947.1	XP_017765109.1
OG0007269	XP_029033962.1	XP_017765115.1
OG0007270	XP_029039118.1	XP_017757964.1
OG0007271	XP_029053976.1, XP_029053919.1	XP_017761182.1
OG0007272	XP_029043496.1	XP_017757967.1
OG0007273	XP_029043391.1	XP_017757962.1
OG0007274	XP_029047982.1	XP_017756964.1
OG0007275	XP_029044756.1	XP_017758786.1
OG0007276	XP_029038570.1	XP_017755540.1
OG0007277	XP_029047906.1	XP_017755774.1
OG0007278	XP_029037684.1	XP_017758799.1
OG0007279	XP_029041481.1	XP_017758910.1
OG0007280	XP_029038549.1	XP_017759222.1
OG0007282	XP_029047969.1	XP_017755712.1
OG0007284	XP_029037893.1	XP_017753359.1
OG0007285	XP_029037658.1	XP_017763255.1
OG0007286	XP_029037262.1	XP_017758791.1
OG0007288	XP_029038726.1	XP_017756830.1
OG0007289	XP_029051485.1	XP_017765798.1
OG0007290	XP_029038730.1	XP_017755724.1
OG0007291	XP_029041387.1	XP_017761798.1
OG0007292	XP_029044137.1	XP_017759188.1
OG0007295	XP_029043495.1	XP_017757909.1
OG0007296	XP_029038742.1	XP_017755710.1
OG0007297	XP_029047823.1	XP_017755772.1
OG0007298	XP_029037637.1	XP_017758795.1
