Orthogroup	Osmia_bicornis	Megalopta_genalis
OG0006537	XP_029044309.1	XP_033322121.1
OG0006538	XP_029044187.1	XP_033330315.1
OG0006539	XP_029033292.1	XP_033330326.1
OG0006540	XP_029050086.1	XP_033326443.1
OG0006541	XP_029042248.1	XP_033326736.1
OG0006542	XP_029035375.1	XP_033328300.1
OG0006543	XP_029040160.1	XP_033332380.1
OG0006544	XP_029040803.1	XP_033332392.1
OG0006546	XP_029048280.1	XP_033321487.1
OG0006547	XP_029041645.1	XP_033338243.1
OG0006548	XP_029041602.1	XP_033321466.1
OG0006549	XP_029034395.1	XP_033321551.1
OG0006550	XP_029045511.1	XP_033329087.1
OG0006551	XP_029035351.1, XP_029036385.1	XP_033323716.1
OG0006552	XP_029033293.1	XP_033327621.1
OG0006553	XP_029033301.1	XP_033327372.1
OG0006554	XP_029048506.1	XP_033332686.1
OG0006555	XP_029048524.1	XP_033338232.1
OG0006556	XP_029048525.1	XP_033338094.1
OG0006557	XP_029044631.1	XP_033331819.1
OG0006558	XP_029044629.1	XP_033328900.1
OG0006559	XP_029046946.1	XP_033328656.1
OG0006560	XP_029053084.1	XP_033340675.1
OG0006561	XP_029053094.1	XP_033340907.1
OG0006562	XP_029053093.1	XP_033340906.1
OG0006563	XP_029040242.1	XP_033340947.1
OG0006564	XP_029040229.1	XP_033340897.1
OG0006565	XP_029040598.1	XP_033339008.1
OG0006566	XP_029040594.1	XP_033339014.1
OG0006567	XP_029037119.1	XP_033327999.1
OG0006568	XP_029035099.1	XP_033327632.1
OG0006569	XP_029047460.1	XP_033330283.1
OG0006570	XP_029047409.1	XP_033329225.1
OG0006571	XP_029047407.1	XP_033329264.1
OG0006572	XP_029055499.1	XP_033329380.1
OG0006573	XP_029055411.1	XP_033332211.1
OG0006574	XP_029055414.1	XP_033332041.1
OG0006575	XP_029055545.1	XP_033331691.1
OG0006576	XP_029043209.1	XP_033334171.1
OG0006577	XP_029043189.1	XP_033334137.1
OG0006578	XP_029034125.1	XP_033321561.1
OG0006579	XP_029034116.1	XP_033323628.1
OG0006580	XP_029031854.1	XP_033341879.1
OG0006581	XP_029031914.1	XP_033323624.1
OG0006582	XP_029032075.1	XP_033341845.1
OG0006583	XP_029053894.1	XP_033341950.1
OG0006585	XP_029036225.1	XP_033337169.1
OG0006586	XP_029036288.1	XP_033337273.1
OG0006587	XP_029036275.1	XP_033337099.1
OG0006588	XP_029054629.1	XP_033334159.1
OG0006589	XP_029054693.1	XP_033334231.1
OG0006590	XP_029036226.1	XP_033323570.1
OG0006591	XP_029056589.1	XP_033341974.1
OG0006592	XP_029031860.1	XP_033341932.1
OG0006593	XP_029056561.1	XP_033341935.1
OG0006595	XP_029043047.1	XP_033338287.1
OG0006596	XP_029039851.1	XP_033325447.1
OG0006597	XP_029034444.1	XP_033325699.1
OG0006598	XP_029034443.1	XP_033325620.1
OG0006599	XP_029033015.1	XP_033336537.1
OG0006600	XP_029033075.1	XP_033341659.1
OG0006601	XP_029043004.1	XP_033338071.1
OG0006602	XP_029042893.1	XP_033326502.1
OG0006603	XP_029042900.1	XP_033336912.1
OG0006604	XP_029046458.1	XP_033327132.1
OG0006605	XP_029042976.1	XP_033338153.1
OG0006606	XP_029052189.1, XP_029052207.1	XP_033340808.1
OG0006607	XP_029055536.1	XP_033340447.1
OG0006609	XP_029055378.1	XP_033340914.1
OG0006610	XP_029055394.1	XP_033340193.1
OG0006611	XP_029052391.1	XP_033340265.1
OG0006612	XP_029038857.1	XP_033322579.1
OG0006613	XP_029032302.1	XP_033340280.1
OG0006614	XP_029032303.1	XP_033328497.1
OG0006615	XP_029035205.1	XP_033331843.1
OG0006616	XP_029035262.1	XP_033340637.1
OG0006617	XP_029035297.1	XP_033340685.1
OG0006618	XP_029035182.1	XP_033340337.1
OG0006619	XP_029035354.1	XP_033340670.1
OG0006620	XP_029055392.1	XP_033340601.1
OG0006621	XP_029055459.1	XP_033341077.1
OG0006622	XP_029041192.1	XP_033324491.1
OG0006623	XP_029041186.1	XP_033324410.1
OG0006624	XP_029051837.1	XP_033327474.1
OG0006625	XP_029035150.1	XP_033329925.1
OG0006626	XP_029038481.1	XP_033323997.1
OG0006627	XP_029036299.1	XP_033337814.1
OG0006628	XP_029044703.1	XP_033337822.1
OG0006629	XP_029052652.1	XP_033323958.1
OG0006630	XP_029044709.1	XP_033340813.1
OG0006631	XP_029044740.1	XP_033331790.1
OG0006632	XP_029035109.1	XP_033327362.1
OG0006633	XP_029056514.1	XP_033325884.1
OG0006634	XP_029033108.1	XP_033341709.1
OG0006635	XP_029031865.1	XP_033329117.1
OG0006636	XP_029042017.1	XP_033322507.1
OG0006637	XP_029038959.1	XP_033322522.1
OG0006638	XP_029045187.1	XP_033338682.1
OG0006639	XP_029045270.1	XP_033338758.1
OG0006640	XP_029042416.1	XP_033338746.1
OG0006641	XP_029037284.1	XP_033329178.1
OG0006642	XP_029032590.1	XP_033340285.1
OG0006643	XP_029032384.1	XP_033340570.1
OG0006644	XP_029032626.1	XP_033340992.1
OG0006645	XP_029032538.1	XP_033340301.1
OG0006647	XP_029032495.1	XP_033340479.1
OG0006648	XP_029040256.1	XP_033340322.1
OG0006649	XP_029035227.1	XP_033328377.1
OG0006650	XP_029035308.1	XP_033328399.1
OG0006651	XP_029035247.1	XP_033328387.1
OG0006652	XP_029045132.1	XP_033326250.1
OG0006653	XP_029045260.1	XP_033326241.1
OG0006654	XP_029045201.1	XP_033326264.1
OG0006655	XP_029048661.1	XP_033328259.1
OG0006656	XP_029048752.1	XP_033324204.1
OG0006657	XP_029048753.1	XP_033324205.1
OG0006658	XP_029048727.1	XP_033324218.1
OG0006659	XP_029048694.1	XP_033328250.1
OG0006660	XP_029042340.1	XP_033342924.1
OG0006661	XP_029046561.1	XP_033342289.1
OG0006662	XP_029042642.1	XP_033342387.1
OG0006663	XP_029055678.1	XP_033322823.1
OG0006664	XP_029055679.1	XP_033322827.1
OG0006665	XP_029053840.1	XP_033320772.1
OG0006666	XP_029049466.1	XP_033328542.1
OG0006667	XP_029049445.1	XP_033341306.1
OG0006668	XP_029049448.1	XP_033341241.1
OG0006669	XP_029050393.1	XP_033320782.1
OG0006670	XP_029050384.1	XP_033321091.1
OG0006671	XP_029042594.1	XP_033329101.1
OG0006672	XP_029049516.1	XP_033323018.1
OG0006673	XP_029049510.1	XP_033341398.1
OG0006674	XP_029051978.1	XP_033341248.1
OG0006675	XP_029037920.1	XP_033341218.1
OG0006676	XP_029051979.1	XP_033341310.1
OG0006677	XP_029050273.1	XP_033341426.1
OG0006678	XP_029051730.1	XP_033328859.1
OG0006679	XP_029048114.1	XP_033339955.1
OG0006681	XP_029040560.1	XP_033323727.1
OG0006682	XP_029050675.1	XP_033322797.1
OG0006683	XP_029050608.1	XP_033323088.1
OG0006684	XP_029050401.1	XP_033320807.1
OG0006685	XP_029043263.1	XP_033332278.1
OG0006686	XP_029036211.1	XP_033333628.1
OG0006687	XP_029048775.1	XP_033328777.1
OG0006688	XP_029048779.1	XP_033328761.1
OG0006689	XP_029033917.1	XP_033341114.1
OG0006690	XP_029050881.1	XP_033341339.1
OG0006691	XP_029050859.1	XP_033341458.1
OG0006692	XP_029033982.1	XP_033341126.1
OG0006693	XP_029049461.1	XP_033341131.1
OG0006694	XP_029034078.1	XP_033341461.1
OG0006695	XP_029034011.1	XP_033328921.1
OG0006696	XP_029051948.1	XP_033328903.1
OG0006697	XP_029051945.1	XP_033328540.1
OG0006698	XP_029042495.1	XP_033328615.1
OG0006699	XP_029042502.1	XP_033341507.1
OG0006700	XP_029042501.1	XP_033341499.1
OG0006701	XP_029037994.1	XP_033328538.1
OG0006702	XP_029037858.1	XP_033328534.1
OG0006703	XP_029037991.1	XP_033341411.1
OG0006705	XP_029040720.1	XP_033340082.1
OG0006706	XP_029047351.1	XP_033340022.1
OG0006707	XP_029038118.1	XP_033340085.1
OG0006708	XP_029044944.1	XP_033325223.1
OG0006709	XP_029037863.1	XP_033340192.1
OG0006710	XP_029040806.1	XP_033326168.1
OG0006711	XP_029033909.1	XP_033326139.1
OG0006712	XP_029047390.1	XP_033326145.1
OG0006713	XP_029035778.1	XP_033338458.1
OG0006714	XP_029040863.1	XP_033328694.1
OG0006715	XP_029052797.1	XP_033322923.1
OG0006716	XP_029046004.1	XP_033322949.1
OG0006717	XP_029044419.1	XP_033323026.1
OG0006719	XP_029039650.1	XP_033337734.1
OG0006720	XP_029039980.1	XP_033330484.1
OG0006721	XP_029044871.1	XP_033341786.1
OG0006722	XP_029050152.1	XP_033327286.1
OG0006723	XP_029053589.1	XP_033333966.1
OG0006724	XP_029045254.1	XP_033326333.1
OG0006725	XP_029045190.1	XP_033326298.1
OG0006726	XP_029033189.1	XP_033332434.1
OG0006727	XP_029035846.1	XP_033336850.1
OG0006728	XP_029038005.1	XP_033328815.1
OG0006729	XP_029048462.1	XP_033333796.1
OG0006730	XP_029042139.1	XP_033321422.1
OG0006731	XP_029037494.1	XP_033336103.1
OG0006732	XP_029042100.1	XP_033332728.1
OG0006733	XP_029040227.1	XP_033332418.1
OG0006734	XP_029056524.1	XP_033325554.1
OG0006736	XP_029041532.1	XP_033324111.1
OG0006737	XP_029034397.1	XP_033321552.1
OG0006738	XP_029034296.1	XP_033342007.1
OG0006739	XP_029041587.1	XP_033341871.1
OG0006740	XP_029041611.1	XP_033338235.1
OG0006741	XP_029034250.1	XP_033341766.1
OG0006742	XP_029056567.1	XP_033342128.1
OG0006744	XP_029050503.1	XP_033332309.1
OG0006745	XP_029055910.1	XP_033342169.1
OG0006746	XP_029035910.1	XP_033338952.1
OG0006747	XP_029033860.1	XP_033321827.1
OG0006748	XP_029046239.1	XP_033340249.1
OG0006749	XP_029056542.1	XP_033333224.1
OG0006750	XP_029047597.1	XP_033323220.1
OG0006751	XP_029037209.1	XP_033321737.1
OG0006752	XP_029032836.1	XP_033327840.1
OG0006753	XP_029033723.1	XP_033321838.1
OG0006754	XP_029032994.1	XP_033321855.1
OG0006755	XP_029037181.1	XP_033321831.1
OG0006756	XP_029037184.1	XP_033322041.1
OG0006757	XP_029033814.1	XP_033323196.1
OG0006758	XP_029040701.1	XP_033323172.1
OG0006759	XP_029053235.1	XP_033331259.1
OG0006760	XP_029052075.1	XP_033322068.1
OG0006761	XP_029050925.1	XP_033341330.1
OG0006762	XP_029033748.1	XP_033321918.1
OG0006763	XP_029049553.1	XP_033322093.1
OG0006764	XP_029033790.1	XP_033329893.1
OG0006765	XP_029049012.1	XP_033337820.1
OG0006766	XP_029032957.1	XP_033337611.1
OG0006767	XP_029047562.1	XP_033321913.1
OG0006768	XP_029049651.1	XP_033331225.1
OG0006769	XP_029049568.1	XP_033329850.1
OG0006770	XP_029037191.1	XP_033322025.1
OG0006771	XP_029034042.1	XP_033327015.1
OG0006772	XP_029036093.1	XP_033326965.1
OG0006773	XP_029035593.1	XP_033336799.1
OG0006774	XP_029033627.1	XP_033327163.1
OG0006775	XP_029033049.1	XP_033326583.1, XP_033326618.1
OG0006776	XP_029048003.1	XP_033326723.1
OG0006777	XP_029042929.1	XP_033336916.1
OG0006778	XP_029047486.1	XP_033326511.1
OG0006779	XP_029048099.1	XP_033332167.1
OG0006780	XP_029035850.1	XP_033326573.1
OG0006781	XP_029042933.1	XP_033324233.1
OG0006782	XP_029042954.1	XP_033324245.1
OG0006783	XP_029038058.1	XP_033341145.1
OG0006784	XP_029035975.1	XP_033327124.1
OG0006785	XP_029039275.1	XP_033326775.1
OG0006786	XP_029035587.1	XP_033329741.1
OG0006787	XP_029032826.1	XP_033333800.1
OG0006788	XP_029034110.1	XP_033338038.1
OG0006789	XP_029035928.1	XP_033338083.1
OG0006790	XP_029044329.1	XP_033335175.1
OG0006791	XP_029044369.1	XP_033335172.1
OG0006792	XP_029035549.1	XP_033329712.1
OG0006793	XP_029040183.1	XP_033326385.1
OG0006794	XP_029039279.1	XP_033326732.1
OG0006795	XP_029046704.1	XP_033333851.1
OG0006796	XP_029032094.1	XP_033327191.1
OG0006797	XP_029036505.1	XP_033327959.1
OG0006798	XP_029036444.1	XP_033328157.1
OG0006799	XP_029036450.1	XP_033328158.1
OG0006800	XP_029043845.1	XP_033337247.1
OG0006801	XP_029040630.1	XP_033323129.1
OG0006802	XP_029042077.1	XP_033328160.1
OG0006803	XP_029055710.1	XP_033335360.1
OG0006804	XP_029045741.1	XP_033324048.1
OG0006805	XP_029048250.1	XP_033338990.1
OG0006806	XP_029036571.1	XP_033339196.1
OG0006807	XP_029046446.1	XP_033324100.1
OG0006808	XP_029046066.1	XP_033332093.1
OG0006809	XP_029051561.1	XP_033329976.1
OG0006810	XP_029055831.1	XP_033324187.1
OG0006811	XP_029036381.1	XP_033338329.1
OG0006812	XP_029052512.1	XP_033324288.1
OG0006813	XP_029046049.1	XP_033332070.1
OG0006814	XP_029053418.1, XP_029053381.1	XP_033320770.1
OG0006815	XP_029050180.1	XP_033342018.1
OG0006816	XP_029051604.1	XP_033330511.1
OG0006817	XP_029052805.1	XP_033322781.1
OG0006818	XP_029050505.1	XP_033330980.1
OG0006820	XP_029037004.1	XP_033330948.1
OG0006821	XP_029053009.1	XP_033322660.1
OG0006822	XP_029040070.1	XP_033330440.1
OG0006824	XP_029055350.1	XP_033326854.1
OG0006825	XP_029055346.1	XP_033326852.1
OG0006826	XP_029046343.1	XP_033329234.1
OG0006827	XP_029055287.1	XP_033331911.1
OG0006828	XP_029045053.1	XP_033332971.1
OG0006829	XP_029045094.1	XP_033334093.1
OG0006830	XP_029039682.1	XP_033328374.1
OG0006831	XP_029051612.1	XP_033329447.1
OG0006832	XP_029055171.1	XP_033340343.1
OG0006833	XP_029055397.1	XP_033340211.1
OG0006834	XP_029038140.1	XP_033332783.1
OG0006835	XP_029034857.1	XP_033332199.1
OG0006836	XP_029051852.1	XP_033339382.1
OG0006837	XP_029043732.1	XP_033329399.1
OG0006838	XP_029038143.1	XP_033332969.1
OG0006839	XP_029032512.1	XP_033333450.1
OG0006840	XP_029046792.1	XP_033321756.1
OG0006841	XP_029051063.1	XP_033329443.1
OG0006843	XP_029033308.1	XP_033327461.1
OG0006844	XP_029034929.1	XP_033337768.1
OG0006845	XP_029050846.1	XP_033327509.1
OG0006846	XP_029047119.1	XP_033337594.1
OG0006847	XP_029051504.1	XP_033329953.1
OG0006848	XP_029044196.1	XP_033337617.1
OG0006849	XP_029046382.1	XP_033329673.1
OG0006850	XP_029047136.1	XP_033337327.1
OG0006851	XP_029052267.1	XP_033340600.1
OG0006852	XP_029033415.1	XP_033336589.1
OG0006853	XP_029044222.1	XP_033332570.1
OG0006854	XP_029044221.1	XP_033332566.1
OG0006855	XP_029047155.1	XP_033327485.1
OG0006856	XP_029038150.1	XP_033329295.1
OG0006857	XP_029053463.1	XP_033329296.1
OG0006858	XP_029040973.1	XP_033329339.1
OG0006859	XP_029041188.1	XP_033333122.1
OG0006860	XP_029052317.1	XP_033337800.1
OG0006861	XP_029051789.1	XP_033333087.1
OG0006863	XP_029044216.1	XP_033330317.1
OG0006864	XP_029050835.1	XP_033327352.1
OG0006865	XP_029047945.1	XP_033329747.1
OG0006866	XP_029038672.1	XP_033339163.1
OG0006867	XP_029044810.1	XP_033334306.1
OG0006868	XP_029044148.1	XP_033325537.1
OG0006869	XP_029050587.1	XP_033334077.1
OG0006870	XP_029052911.1	XP_033339525.1
OG0006871	XP_029037106.1	XP_033339284.1
OG0006872	XP_029038801.1	XP_033321110.1
OG0006873	XP_029033516.1	XP_033325910.1
OG0006874	XP_029039910.1	XP_033340877.1
OG0006875	XP_029039923.1	XP_033339575.1
OG0006876	XP_029041962.1	XP_033338307.1
OG0006877	XP_029039598.1	XP_033331401.1
OG0006878	XP_029039876.1	XP_033339513.1
OG0006879	XP_029039695.1	XP_033331409.1
OG0006880	XP_029034473.1	XP_033326022.1
OG0006881	XP_029034482.1	XP_033325376.1
OG0006882	XP_029050873.1	XP_033340134.1
OG0006883	XP_029043350.1	XP_033335654.1
OG0006884	XP_029039904.1	XP_033320926.1
OG0006885	XP_029045594.1	XP_033325396.1
OG0006886	XP_029039973.1	XP_033320990.1
OG0006887	XP_029039775.1	XP_033325382.1
OG0006888	XP_029034458.1	XP_033339597.1
OG0006889	XP_029037704.1	XP_033331709.1
OG0006890	XP_029045664.1	XP_033325456.1
OG0006891	XP_029052131.1	XP_033331468.1
OG0006892	XP_029048263.1	XP_033320951.1
OG0006893	XP_029046897.1	XP_033340357.1
OG0006894	XP_029044109.1	XP_033342540.1
OG0006895	XP_029054006.1	XP_033334775.1
OG0006896	XP_029044882.1	XP_033334786.1
OG0006898	XP_029042696.1	XP_033342809.1
OG0006899	XP_029035403.1	XP_033334971.1
OG0006900	XP_029043939.1	XP_033329682.1
OG0006901	XP_029048919.1	XP_033342571.1
OG0006902	XP_029032337.1	XP_033342525.1
OG0006903	XP_029046534.1	XP_033342650.1
OG0006904	XP_029053613.1	XP_033321409.1
OG0006905	XP_029035390.1	XP_033334850.1
OG0006906	XP_029046494.1	XP_033342490.1
OG0006907	XP_029032820.1	XP_033336591.1
OG0006908	XP_029049160.1	XP_033342764.1
OG0006909	XP_029048835.1	XP_033342620.1
OG0006910	XP_029048819.1	XP_033342219.1
OG0006911	XP_029046520.1	XP_033334646.1
OG0006912	XP_029038511.1	XP_033334454.1
OG0006913	XP_029046608.1	XP_033342506.1
OG0006914	XP_029034654.1	XP_033341928.1
OG0006915	XP_029041713.1	XP_033331334.1
OG0006916	XP_029056010.1	XP_033323389.1
OG0006917	XP_029035356.1	XP_033341056.1
OG0006918	XP_029049302.1	XP_033338110.1
OG0006920	XP_029047360.1	XP_033340170.1
OG0006921	XP_029034850.1	XP_033324943.1
OG0006922	XP_029040343.1	XP_033335254.1
OG0006923	XP_029040244.1	XP_033332468.1
OG0006924	XP_029033239.1	XP_033322483.1
OG0006925	XP_029034651.1	XP_033335332.1
OG0006926	XP_029043785.1	XP_033334870.1
OG0006927	XP_029036167.1	XP_033332254.1
OG0006928	XP_029050884.1	XP_033341341.1
OG0006929	XP_029035680.1	XP_033330133.1
OG0006930	XP_029052354.1	XP_033339435.1
OG0006931	XP_029048584.1	XP_033328494.1
OG0006933	XP_029039041.1	XP_033335888.1
OG0006934	XP_029039006.1	XP_033336268.1
OG0006935	XP_029050264.1	XP_033341187.1
OG0006936	XP_029050637.1	XP_033336179.1
OG0006937	XP_029045337.1	XP_033335981.1
OG0006938	XP_029050673.1	XP_033336470.1, XP_033336469.1
OG0006939	XP_029050588.1	XP_033336125.1
OG0006940	XP_029041809.1	XP_033336151.1
OG0006941	XP_029041790.1	XP_033335676.1
OG0006942	XP_029037397.1	XP_033330945.1
OG0006943	XP_029037564.1	XP_033335866.1
OG0006944	XP_029039053.1	XP_033336275.1
OG0006945	XP_029034055.1	XP_033328927.1
OG0006946	XP_029043311.1	XP_033336408.1
OG0006947	XP_029043394.1	XP_033336402.1
OG0006948	XP_029051887.1	XP_033330831.1
OG0006949	XP_029037903.1	XP_033340090.1
OG0006950	XP_029040892.1	XP_033324849.1
OG0006952	XP_029036729.1	XP_033343087.1
OG0006953	XP_029045968.1	XP_033341582.1
OG0006954	XP_029052775.1	XP_033342661.1
OG0006955	XP_029039518.1	XP_033339800.1
OG0006956	XP_029040882.1	XP_033341693.1
OG0006957	XP_029045782.1	XP_033324650.1
OG0006958	XP_029050382.1	XP_033328862.1
OG0006959	XP_029050000.1	XP_033340287.1
OG0006960	XP_029049332.1	XP_033324913.1
OG0006961	XP_029034696.1	XP_033324975.1
OG0006963	XP_029045910.1	XP_033324822.1
OG0006964	XP_029045781.1	XP_033324821.1
OG0006965	XP_029040997.1	XP_033329625.1
OG0006966	XP_029050017.1	XP_033341652.1
OG0006967	XP_029047620.1	XP_033342139.1
OG0006968	XP_029049634.1	XP_033332500.1
OG0006969	XP_029043285.1	XP_033326111.1
OG0006971	XP_029033141.1	XP_033325131.1
OG0006972	XP_029050749.1	XP_033338745.1
OG0006973	XP_029048657.1	XP_033326291.1
OG0006974	XP_029043300.1	XP_033331323.1
OG0006975	XP_029049831.1	XP_033338450.1
OG0006976	XP_029046635.1	XP_033324412.1
OG0006977	XP_029049990.1	XP_033332415.1
OG0006978	XP_029039654.1	XP_033337735.1
OG0006979	XP_029032178.1	XP_033340616.1
OG0006980	XP_029042792.1	XP_033335594.1
OG0006981	XP_029047251.1	XP_033329547.1
OG0006982	XP_029048756.1	XP_033328949.1, XP_033328948.1
OG0006983	XP_029048759.1	XP_033328956.1
OG0006984	XP_029033386.1	XP_033327447.1
OG0006985	XP_029048449.1	XP_033333805.1
OG0006986	XP_029048339.1	XP_033333791.1
OG0006987	XP_029035405.1	XP_033333813.1
OG0006988	XP_029038141.1	XP_033329579.1
OG0006989	XP_029055665.1	XP_033340400.1
OG0006990	XP_029055673.1	XP_033340403.1
OG0006991	XP_029048859.1	XP_033331665.1
OG0006992	XP_029042617.1	XP_033339638.1
OG0006993	XP_029035766.1	XP_033328950.1
OG0006994	XP_029037809.1	XP_033323023.1
OG0006996	XP_029035763.1	XP_033338721.1
OG0006997	XP_029035298.1	XP_033340617.1
OG0006998	XP_029033971.1	XP_033341388.1
OG0006999	XP_029032093.1	XP_033342106.1
OG0007000	XP_029031844.1	XP_033321481.1
OG0007001	XP_029055938.1	XP_033341971.1
OG0007004	XP_029051862.1	XP_033323814.1
OG0007005	XP_029034331.1	XP_033334152.1
OG0007006	XP_029035371.1	XP_033328324.1
OG0007007	XP_029032972.1	XP_033330593.1
OG0007008	XP_029034307.1	XP_033334278.1
OG0007009	XP_029052243.1	XP_033330709.1
OG0007010	XP_029056529.1	XP_033327770.1
OG0007012	XP_029052025.1	XP_033330605.1
OG0007013	XP_029048321.1	XP_033342142.1
OG0007014	XP_029055943.1	XP_033334244.1
OG0007015	XP_029053893.1	XP_033341948.1
OG0007017	XP_029055895.1	XP_033342200.1
OG0007018	XP_029055979.1	XP_033342174.1, XP_033342173.1
OG0007019	XP_029041570.1	XP_033334267.1
OG0007020	XP_029043167.1	XP_033342026.1
OG0007021	XP_029056593.1	XP_033331976.1
OG0007022	XP_029038287.1	XP_033339144.1, XP_033339143.1
OG0007023	XP_029055873.1	XP_033323681.1
OG0007024	XP_029035275.1	XP_033321301.1
OG0007025	XP_029048275.1	XP_033321492.1
OG0007027	XP_029036193.1	XP_033334260.1
OG0007028	XP_029032063.1	XP_033341998.1
OG0007029	XP_029049492.1	XP_033341094.1
OG0007030	XP_029032866.1	XP_033333885.1
OG0007031	XP_029032883.1	XP_033333884.1
OG0007032	XP_029033787.1, XP_029033786.1	XP_033329827.1
OG0007033	XP_029033885.1	XP_033334340.1
OG0007034	XP_029032848.1	XP_033326096.1
OG0007035	XP_029035302.1	XP_033340742.1
OG0007036	XP_029046234.1	XP_033326613.1
OG0007037	XP_029033720.1	XP_033321826.1, XP_033321898.1
OG0007038	XP_029040631.1	XP_033323168.1
OG0007039	XP_029052845.1	XP_033328154.1
OG0007040	XP_029037231.1	XP_033321660.1
OG0007041	XP_029032892.1	XP_033331272.1
OG0007042	XP_029046177.1	XP_033321786.1
OG0007043	XP_029052670.1	XP_033321616.1
OG0007044	XP_029037153.1	XP_033331190.1
OG0007045	XP_029040601.1	XP_033322003.1
OG0007047	XP_029033899.1	XP_033321754.1
OG0007048	XP_029040669.1	XP_033333642.1
OG0007049	XP_029038620.1	XP_033325853.1
OG0007050	XP_029038642.1	XP_033327018.1
OG0007051	XP_029038613.1	XP_033331219.1
OG0007052	XP_029047565.1	XP_033329867.1
OG0007053	XP_029052037.1	XP_033327640.1
OG0007054	XP_029037125.1	XP_033326200.1
OG0007055	XP_029047206.1	XP_033323087.1
OG0007056	XP_029033114.1	XP_033333629.1
OG0007057	XP_029033080.1	XP_033341699.1
OG0007058	XP_029033875.1	XP_033321985.1
OG0007059	XP_029032980.1	XP_033333011.1
OG0007060	XP_029046170.1	XP_033321830.1
OG0007061	XP_029032862.1	XP_033326432.1
OG0007062	XP_029050243.1	XP_033321884.1
OG0007063	XP_029031867.1	XP_033327472.1
OG0007064	XP_029031889.1	XP_033326207.1
OG0007065	XP_029040570.1	XP_033323118.1
OG0007066	XP_029050932.1	XP_033341541.1
OG0007067	XP_029033861.1	XP_033321991.1
OG0007068	XP_029037813.1	XP_033341496.1
OG0007069	XP_029038064.1	XP_033341397.1
OG0007070	XP_029038054.1	XP_033341495.1
OG0007071	XP_029049566.1	XP_033322185.1
OG0007072	XP_029033088.1	XP_033341761.1
OG0007073	XP_029037201.1	XP_033321658.1
OG0007074	XP_029040586.1	XP_033323112.1
OG0007075	XP_029031870.1	XP_033324610.1
OG0007076	XP_029039657.1	XP_033330478.1
OG0007077	XP_029032846.1	XP_033321834.1
OG0007078	XP_029047794.1	XP_033327197.1
OG0007079	XP_029042949.1	XP_033324262.1
OG0007080	XP_029047044.1	XP_033332095.1
OG0007081	XP_029047313.1	XP_033322470.1
OG0007082	XP_029042937.1	XP_033338115.1
OG0007083	XP_029035591.1	XP_033336870.1
OG0007084	XP_029035567.1	XP_033336767.1
OG0007085	XP_029034275.1	XP_033327017.1
OG0007086	XP_029035529.1	XP_033329721.1
OG0007087	XP_029036984.1	XP_033323578.1
OG0007088	XP_029045839.1	XP_033332375.1
OG0007089	XP_029039321.1	XP_033329756.1
OG0007090	XP_029035534.1	XP_033324146.1
OG0007091	XP_029047442.1	XP_033336778.1
OG0007092	XP_029055550.1	XP_033331752.1
OG0007094	XP_029034736.1	XP_033327037.1
OG0007095	XP_029051771.1	XP_033325338.1
OG0007096	XP_029035946.1	XP_033337024.1
OG0007097	XP_029035885.1	XP_033338077.1
OG0007098	XP_029035647.1	XP_033329789.1
OG0007099	XP_029035655.1	XP_033329794.1
OG0007100	XP_029036012.1	XP_033326410.1
OG0007101	XP_029036015.1	XP_033326388.1
OG0007102	XP_029039331.1	XP_033326458.1
OG0007103	XP_029045419.1	XP_033333573.1
OG0007104	XP_029044343.1	XP_033335401.1
OG0007105	XP_029035997.1	XP_033326837.1
OG0007108	XP_029036021.1	XP_033339718.1
OG0007109	XP_029035950.1	XP_033337021.1
OG0007110	XP_029038386.1	XP_033339672.1
OG0007111	XP_029038412.1	XP_033340659.1
OG0007112	XP_029042917.1	XP_033326544.1
OG0007113	XP_029042993.1	XP_033338063.1
OG0007114	XP_029046668.1	XP_033332357.1
OG0007115	XP_029034770.1	XP_033327055.1
OG0007117	XP_029042426.1	XP_033338755.1
OG0007118	XP_029036503.1	XP_033324292.1
OG0007119	XP_029038858.1	XP_033322580.1
OG0007120	XP_029042050.1	XP_033337133.1
OG0007121	XP_029045267.1	XP_033326108.1
OG0007122	XP_029036394.1	XP_033331132.1
OG0007123	XP_029053503.1	XP_033340869.1
OG0007124	XP_029042015.1	XP_033322473.1
OG0007125	XP_029038887.1	XP_033337006.1
OG0007126	XP_029043814.1	XP_033332752.1
OG0007127	XP_029036360.1	XP_033328126.1
OG0007128	XP_029046732.1	XP_033326703.1
OG0007129	XP_029038972.1	XP_033322525.1
OG0007130	XP_029041334.1	XP_033338327.1
OG0007132	XP_029036530.1	XP_033324115.1
OG0007133	XP_029042092.1	XP_033328007.1
OG0007134	XP_029053063.1	XP_033324348.1
OG0007135	XP_029035332.1	XP_033328289.1
OG0007136	XP_029043881.1	XP_033335585.1
OG0007137	XP_029036512.1	XP_033324335.1
OG0007138	XP_029051982.1	XP_033341284.1
OG0007139	XP_029055708.1	XP_033336039.1
OG0007140	XP_029055743.1	XP_033322457.1
OG0007141	XP_029041330.1	XP_033339682.1
OG0007142	XP_029041159.1	XP_033324444.1
OG0007143	XP_029036680.1	XP_033332720.1
OG0007144	XP_029055746.1	XP_033333077.1
OG0007145	XP_029055776.1	XP_033323855.1
OG0007146	XP_029042009.1	XP_033338298.1
