Orthogroup	Osmia_bicornis	Dufourea_novaeangliae
OG0007674	XP_029045912.1	XP_015439413.1
OG0007675	XP_029044282.1	XP_015430507.1
OG0007676	XP_029032690.1	XP_015439106.1
OG0007677	XP_029038061.1	XP_015432943.1
OG0007678	XP_029038121.1	XP_015430290.1
OG0007679	XP_029035686.1	XP_015436858.1
OG0007680	XP_029031963.1	XP_015431995.1
OG0007681	XP_029049619.1	XP_015433501.1
OG0007682	XP_029049687.1	XP_015437383.1
OG0007683	XP_029047345.1	XP_015430930.1
OG0007684	XP_029041418.1	XP_015433847.1
OG0007685	XP_029038752.1	XP_015436157.1
OG0007686	XP_029044374.1	XP_015431974.1
OG0007687	XP_029043492.1	XP_015438937.1
OG0007688	XP_029033060.1	XP_015434320.1
OG0007689	XP_029037891.1	XP_015435356.1
OG0007690	XP_029047997.1	XP_015436121.1
OG0007691	XP_029038773.1	XP_015436303.1
OG0007692	XP_029046094.1	XP_015433384.1
OG0007693	XP_029034997.1	XP_015433493.1
OG0007694	XP_029047208.1	XP_015434249.1
OG0007695	XP_029047212.1	XP_015434285.1
OG0007696	XP_029032347.1	XP_015429858.1
OG0007697	XP_029043595.1	XP_015428549.1
OG0007698	XP_029038885.1	XP_015434612.1
OG0007699	XP_029045554.1	XP_015438474.1
OG0007700	XP_029047954.1	XP_015436249.1
OG0007701	XP_029044257.1	XP_015437524.1
OG0007702	XP_029039984.1	XP_015428866.1
OG0007703	XP_029043757.1	XP_015429304.1
OG0007704	XP_029040621.1	XP_015431573.1
OG0007705	XP_029050708.1	XP_015436483.1
OG0007706	XP_029041291.1	XP_015435960.1
OG0007707	XP_029054139.1	XP_015434726.1
OG0007708	XP_029052997.1	XP_015430304.1
OG0007709	XP_029056661.1	XP_015435054.1
OG0007710	XP_029035395.1	XP_015438764.1
OG0007711	XP_029040837.1	XP_015430595.1
OG0007712	XP_029034145.1	XP_015429765.1
OG0007713	XP_029036945.1	XP_015434791.1
OG0007714	XP_029052042.1	XP_015429063.1
OG0007715	XP_029054886.1	XP_015433306.1
OG0007716	XP_029053015.1	XP_015431080.1
OG0007717	XP_029037589.1	XP_015435521.1
OG0007718	XP_029035018.1	XP_015433513.1
OG0007719	XP_029040218.1	XP_015437819.1
OG0007720	XP_029036344.1	XP_015439822.1
OG0007721	XP_029042140.1	XP_015433335.1
OG0007722	XP_029037506.1	XP_015431195.1
OG0007723	XP_029053294.1	XP_015436203.1
OG0007724	XP_029050492.1	XP_015429762.1
OG0007725	XP_029045840.1	XP_015439423.1
OG0007726	XP_029050707.1	XP_015434089.1
OG0007727	XP_029051843.1	XP_015428754.1
OG0007728	XP_029047195.1	XP_015431535.1
OG0007729	XP_029050077.1	XP_015435851.1
OG0007730	XP_029049030.1	XP_015438539.1
OG0007731	XP_029049920.1	XP_015429338.1
OG0007732	XP_029052494.1	XP_015433113.1
OG0007733	XP_029045831.1	XP_015437948.1
OG0007734	XP_029047291.1	XP_015434478.1
OG0007735	XP_029044928.1	XP_015430095.1
OG0007736	XP_029052485.1	XP_015439324.1
OG0007737	XP_029052511.1	XP_015439839.1
OG0007738	XP_029048689.1	XP_015439702.1
OG0007739	XP_029050081.1	XP_015436807.1
OG0007740	XP_029051687.1	XP_015436538.1
OG0007741	XP_029051165.1	XP_015429288.1
OG0007742	XP_029051180.1	XP_015429603.1
OG0007743	XP_029035643.1	XP_015430677.1
OG0007744	XP_029052038.1	XP_015437843.1
OG0007745	XP_029036386.1	XP_015439902.1
OG0007746	XP_029041033.1	XP_015429596.1
OG0007747	XP_029048844.1	XP_015431969.1
OG0007748	XP_029042121.1	XP_015439853.1
OG0007749	XP_029051292.1	XP_015428618.1
OG0007750	XP_029039194.1	XP_015428494.1
OG0007751	XP_029052041.1	XP_015435740.1
OG0007752	XP_029047599.1	XP_015434316.1
OG0007753	XP_029032618.1	XP_015437414.1
OG0007754	XP_029051774.1	XP_015439346.1
OG0007755	XP_029047348.1	XP_015436840.1
OG0007756	XP_029050088.1	XP_015434798.1
OG0007757	XP_029045775.1	XP_015432460.1
OG0007758	XP_029047696.1	XP_015431385.1
OG0007759	XP_029050497.1	XP_015433095.1
OG0007760	XP_029032179.1	XP_015429967.1
OG0007761	XP_029044626.1	XP_015434480.1
OG0007762	XP_029048124.1	XP_015438465.1
OG0007763	XP_029044051.1	XP_015437373.1
OG0007764	XP_029051222.1	XP_015430229.1
OG0007765	XP_029050781.1	XP_015430932.1
OG0007766	XP_029050794.1	XP_015430958.1
OG0007767	XP_029040167.1	XP_015431004.1
OG0007768	XP_029051721.1	XP_015432936.1
OG0007769	XP_029039746.1	XP_015438489.1
OG0007770	XP_029036046.1	XP_015440327.1
OG0007771	XP_029049257.1	XP_015428544.1
OG0007772	XP_029034599.1	XP_015432286.1
OG0007773	XP_029039335.1	XP_015439524.1
OG0007774	XP_029033054.1	XP_015437831.1
OG0007775	XP_029034884.1	XP_015430493.1
OG0007776	XP_029055478.1	XP_015437748.1
OG0007777	XP_029043405.1	XP_015438992.1
OG0007778	XP_029043340.1	XP_015439124.1
OG0007779	XP_029040010.1	XP_015430604.1
OG0007780	XP_029043083.1	XP_015434008.1
OG0007781	XP_029043187.1	XP_015434968.1
OG0007782	XP_029040513.1	XP_015438600.1
OG0007783	XP_029039853.1	XP_015438422.1
OG0007784	XP_029045562.1	XP_015428892.1
OG0007785	XP_029045561.1	XP_015438461.1
OG0007786	XP_029040534.1	XP_015431329.1
OG0007787	XP_029040451.1	XP_015431308.1
OG0007788	XP_029034460.1	XP_015431297.1
OG0007789	XP_029046572.1	XP_015437029.1
OG0007790	XP_029051327.1	XP_015440532.1, XP_015440533.1
OG0007791	XP_029042708.1	XP_015438855.1
OG0007792	XP_029047241.1	XP_015438114.1
OG0007793	XP_029048526.1	XP_015429944.1
OG0007794	XP_029049119.1	XP_015436602.1
OG0007795	XP_029049184.1	XP_015435531.1
OG0007796	XP_029042608.1	XP_015440476.1
OG0007797	XP_029042678.1	XP_015435523.1
OG0007798	XP_029038327.1	XP_015435548.1
OG0007799	XP_029038334.1	XP_015440463.1
OG0007800	XP_029038333.1	XP_015440443.1
OG0007801	XP_029044881.1	XP_015440454.1
OG0007802	XP_029044851.1	XP_015440455.1
OG0007803	XP_029044855.1	XP_015440434.1
OG0007804	XP_029034839.1	XP_015437966.1
OG0007805	XP_029033206.1	XP_015428835.1
OG0007806	XP_029033211.1	XP_015428836.1
OG0007807	XP_029040211.1	XP_015432174.1
OG0007808	XP_029041945.1	XP_015438681.1
OG0007809	XP_029052396.1	XP_015432367.1
OG0007810	XP_029052410.1	XP_015432339.1
OG0007811	XP_029052098.1	XP_015432396.1
OG0007812	XP_029052826.1	XP_015428653.1
OG0007813	XP_029036111.1	XP_015432356.1
OG0007814	XP_029049254.1	XP_015433596.1
OG0007815	XP_029046851.1	XP_015439246.1
OG0007816	XP_029039392.1	XP_015438912.1
OG0007817	XP_029037591.1	XP_015434195.1
OG0007818	XP_029037689.1	XP_015430234.1
OG0007819	XP_029039393.1	XP_015436473.1
OG0007820	XP_029045385.1	XP_015436468.1
OG0007821	XP_029045355.1	XP_015436494.1
OG0007822	XP_029039034.1	XP_015439200.1
OG0007823	XP_029039136.1	XP_015438972.1
OG0007824	XP_029038449.1	XP_015439144.1
OG0007825	XP_029050602.1	XP_015439139.1
OG0007826	XP_029051377.1	XP_015438934.1
OG0007827	XP_029052166.1	XP_015430242.1
OG0007828	XP_029032682.1	XP_015430223.1
OG0007829	XP_029041875.1	XP_015439039.1
OG0007830	XP_029036816.1	XP_015432420.1
OG0007831	XP_029039526.1	XP_015439401.1
OG0007832	XP_029056451.1	XP_015433183.1
OG0007833	XP_029040770.1	XP_015430636.1
OG0007834	XP_029033906.1	XP_015432871.1
OG0007835	XP_029049462.1	XP_015433005.1
OG0007836	XP_029054246.1	XP_015431224.1
OG0007837	XP_029047553.1	XP_015437626.1
OG0007838	XP_029046021.1	XP_015436146.1
OG0007839	XP_029046943.1	XP_015434535.1
OG0007840	XP_029043395.1, XP_029044244.1	XP_015430014.1
OG0007841	XP_029048296.1	XP_015429147.1
OG0007842	XP_029048295.1	XP_015429088.1
OG0007843	XP_029055967.1	XP_015429045.1
OG0007844	XP_029056605.1	XP_015439611.1
OG0007845	XP_029031967.1	XP_015429072.1
OG0007846	XP_029034382.1	XP_015429005.1
OG0007847	XP_029034384.1	XP_015429003.1
OG0007848	XP_029052261.1	XP_015431856.1
OG0007849	XP_029047611.1	XP_015435873.1
OG0007850	XP_029049554.1	XP_015435824.1
OG0007851	XP_029037239.1	XP_015435895.1
OG0007852	XP_029046246.1	XP_015433685.1
OG0007853	XP_029042944.1	XP_015437596.1
OG0007854	XP_029035872.1	XP_015430758.1
OG0007855	XP_029035937.1	XP_015430848.1
OG0007856	XP_029035956.1	XP_015430661.1
OG0007857	XP_029032456.1	XP_015431677.1
OG0007858	XP_029035597.1	XP_015430759.1
OG0007859	XP_029035598.1	XP_015439643.1
OG0007860	XP_029047522.1	XP_015436885.1
OG0007861	XP_029048231.1	XP_015440016.1
OG0007862	XP_029048152.1	XP_015440049.1
OG0007863	XP_029048201.1	XP_015439953.1
OG0007864	XP_029043932.1	XP_015440013.1
OG0007865	XP_029041323.1	XP_015440064.1
OG0007866	XP_029036553.1	XP_015440108.1
OG0007867	XP_029048658.1	XP_015439995.1
OG0007868	XP_029051560.1	XP_015436657.1
OG0007869	XP_029052123.1	XP_015438205.1
OG0007870	XP_029055218.1	XP_015438028.1
OG0007871	XP_029055530.1	XP_015429986.1
OG0007872	XP_029048539.1	XP_015436917.1
OG0007873	XP_029046960.1	XP_015434511.1
OG0007874	XP_029040118.1	XP_015434558.1
OG0007875	XP_029038220.1	XP_015435999.1
OG0007876	XP_029038187.1	XP_015429214.1
OG0007877	XP_029046373.1	XP_015435089.1
OG0007878	XP_029038200.1	XP_015429189.1
OG0007879	XP_029052974.1	XP_015437502.1
OG0007880	XP_029043768.1	XP_015429568.1
OG0007881	XP_029041237.1	XP_015429203.1
OG0007882	XP_029049610.1	XP_015430923.1
OG0007883	XP_029049633.1	XP_015430900.1
OG0007884	XP_029039208.1	XP_015436306.1
OG0007885	XP_029039243.1	XP_015436214.1
OG0007886	XP_029037321.1	XP_015436328.1
OG0007887	XP_029036411.1	XP_015436063.1
OG0007888	XP_029039102.1	XP_015436230.1
OG0007889	XP_029037078.1	XP_015436433.1
OG0007890	XP_029041483.1	XP_015436213.1
OG0007892	XP_029054382.1	XP_015431818.1
OG0007893	XP_029052293.1	XP_015430887.1
OG0007894	XP_029049111.1	XP_015436595.1
OG0007895	XP_029037026.1	XP_015434144.1
OG0007896	XP_029052290.1	XP_015431349.1
OG0007897	XP_029045188.1	XP_015428433.1
OG0007898	XP_029041283.1	XP_015437152.1
OG0007899	XP_029041484.1	XP_015436390.1
OG0007900	XP_029041485.1	XP_015436392.1
OG0007901	XP_029048610.1	XP_015428443.1
OG0007902	XP_029047943.1	XP_015431167.1
OG0007903	XP_029041350.1	XP_015436051.1
OG0007904	XP_029041791.1	XP_015434054.1
OG0007905	XP_029047776.1	XP_015436189.1
OG0007906	XP_029047962.1	XP_015430728.1
OG0007907	XP_029039154.1	XP_015439148.1
OG0007908	XP_029046552.1	XP_015430774.1
OG0007909	XP_029045150.1	XP_015432711.1
OG0007910	XP_029038218.1	XP_015436154.1
OG0007911	XP_029045155.1	XP_015432697.1
OG0007912	XP_029049695.1	XP_015437345.1
OG0007913	XP_029032408.1	XP_015437824.1
OG0007914	XP_029038929.1	XP_015432208.1
OG0007915	XP_029045281.1	XP_015432706.1
OG0007916	XP_029052455.1	XP_015431382.1
OG0007917	XP_029032817.1	XP_015439155.1
OG0007918	XP_029045121.1	XP_015434495.1
OG0007919	XP_029045058.1	XP_015434476.1
OG0007920	XP_029050022.1	XP_015432459.1
OG0007921	XP_029055385.1	XP_015438241.1
OG0007922	XP_029050906.1	XP_015435291.1
OG0007923	XP_029050880.1	XP_015435338.1
OG0007924	XP_029039884.1	XP_015428910.1
OG0007925	XP_029034105.1	XP_015429444.1
OG0007926	XP_029045210.1	XP_015432144.1
OG0007927	XP_029036930.1	XP_015433194.1
OG0007928	XP_029049398.1	XP_015435678.1
OG0007929	XP_029036404.1	XP_015439849.1
OG0007930	XP_029046598.1	XP_015435578.1
OG0007931	XP_029032691.1	XP_015439142.1
OG0007932	XP_029050042.1	XP_015431907.1
OG0007933	XP_029037010.1	XP_015436997.1
OG0007934	XP_029034768.1	XP_015434880.1
OG0007935	XP_029034745.1	XP_015430201.1
OG0007936	XP_029034612.1	XP_015436690.1
OG0007937	XP_029041430.1	XP_015433793.1
OG0007938	XP_029038458.1	XP_015436432.1
OG0007939	XP_029049625.1	XP_015433522.1
OG0007940	XP_029046289.1	XP_015437098.1
OG0007941	XP_029049824.1	XP_015437747.1
OG0007942	XP_029052806.1	XP_015440253.1
OG0007943	XP_029036363.1	XP_015439869.1
OG0007944	XP_029052690.1	XP_015435772.1
OG0007945	XP_029052053.1	XP_015434348.1
OG0007946	XP_029033012.1	XP_015435909.1
OG0007947	XP_029037471.1	XP_015437723.1
OG0007948	XP_029047848.1	XP_015436101.1
OG0007949	XP_029038028.1	XP_015430551.1
OG0007950	XP_029032374.1	XP_015429956.1
OG0007951	XP_029037571.1	XP_015437361.1
OG0007952	XP_029046308.1	XP_015435138.1
OG0007953	XP_029051476.1	XP_015430419.1
OG0007954	XP_029045967.1	XP_015438088.1
OG0007955	XP_029046427.1	XP_015430640.1
OG0007956	XP_029036325.1	XP_015429107.1
OG0007957	XP_029047069.1	XP_015433518.1
OG0007958	XP_029035016.1	XP_015433503.1
OG0007959	XP_029046632.1	XP_015435739.1
OG0007960	XP_029037422.1	XP_015429727.1
OG0007961	XP_029044254.1	XP_015437523.1
OG0007962	XP_029052709.1	XP_015434253.1
OG0007963	XP_029055501.1	XP_015438161.1
OG0007964	XP_029056612.1	XP_015435000.1
OG0007965	XP_029041724.1	XP_015437551.1
OG0007966	XP_029044678.1	XP_015435708.1
OG0007967	XP_029044677.1	XP_015434763.1
OG0007968	XP_029038067.1	XP_015435450.1
OG0007969	XP_029032610.1	XP_015437454.1
OG0007970	XP_029045099.1	XP_015429584.1
OG0007971	XP_029040719.1	XP_015432990.1
OG0007972	XP_029037149.1	XP_015431547.1
OG0007973	XP_029053430.1	XP_015429688.1
OG0007974	XP_029046210.1	XP_015433659.1
OG0007975	XP_029041793.1	XP_015434168.1
OG0007976	XP_029039936.1	XP_015438544.1
OG0007977	XP_029040299.1	XP_015432193.1
OG0007978	XP_029039161.1	XP_015439239.1
OG0007979	XP_029041750.1	XP_015432207.1
OG0007980	XP_029051148.1	XP_015432617.1
OG0007981	XP_029041742.1	XP_015428843.1
OG0007982	XP_029034992.1	XP_015433527.1
OG0007983	XP_029049985.1	XP_015431931.1
OG0007984	XP_029054731.1	XP_015435197.1
OG0007985	XP_029042498.1	XP_015432963.1
OG0007986	XP_029046457.1	XP_015439916.1
OG0007987	XP_029049677.1	XP_015437368.1
OG0007988	XP_029038517.1	XP_015436521.1
OG0007989	XP_029033464.1	XP_015436923.1
OG0007990	XP_029050967.1	XP_015430374.1
OG0007991	XP_029048871.1	XP_015440241.1
OG0007992	XP_029039824.1	XP_015437069.1
OG0007993	XP_029041942.1	XP_015431927.1
OG0007994	XP_029034261.1	XP_015429726.1
OG0007995	XP_029049908.1	XP_015429313.1
OG0007997	XP_029039922.1	XP_015431249.1
OG0007998	XP_029036379.1	XP_015439288.1
OG0007999	XP_029045742.1	XP_015439883.1
OG0008000	XP_029032209.1	XP_015434548.1
OG0008001	XP_029050390.1	XP_015437560.1
OG0008002	XP_029056546.1	XP_015435020.1
OG0008003	XP_029032777.1	XP_015430792.1
OG0008004	XP_029047781.1	XP_015431742.1
OG0008005	XP_029050933.1	XP_015433057.1
OG0008006	XP_029041658.1	XP_015434624.1
OG0008007	XP_029033107.1	XP_015431499.1
OG0008008	XP_029031970.1	XP_015429001.1
OG0008009	XP_029036630.1	XP_015433258.1
OG0008010	XP_029052966.1	XP_015433388.1
OG0008011	XP_029056599.1	XP_015429022.1
OG0008012	XP_029037454.1	XP_015437772.1
OG0008013	XP_029054374.1	XP_015433301.1
OG0008014	XP_029043069.1	XP_015429482.1
OG0008015	XP_029038815.1	XP_015436201.1
OG0008016	XP_029051713.1	XP_015429937.1
OG0008017	XP_029048804.1	XP_015432152.1
OG0008018	XP_029036202.1	XP_015431813.1
OG0008019	XP_029044805.1	XP_015436347.1
OG0008020	XP_029039457.1	XP_015434799.1
OG0008021	XP_029040424.1	XP_015438490.1
OG0008022	XP_029055391.1, XP_029055390.1	XP_015437006.1
OG0008023	XP_029055600.1	XP_015437164.1
OG0008024	XP_029049101.1	XP_015436547.1
OG0008025	XP_029035183.1	XP_015429981.1
OG0008026	XP_029047164.1	XP_015431470.1
OG0008027	XP_029047198.1	XP_015431532.1
OG0008028	XP_029055789.1	XP_015440009.1
OG0008029	XP_029032923.1	XP_015431503.1
OG0008030	XP_029045446.1	XP_015435227.1
OG0008031	XP_029050172.1	XP_015438777.1
OG0008032	XP_029040065.1	XP_015438383.1
OG0008033	XP_029042331.1	XP_015430357.1
OG0008034	XP_029043567.1	XP_015439159.1
OG0008035	XP_029053843.1	XP_015440375.1
OG0008036	XP_029040842.1	XP_015430171.1
OG0008037	XP_029040836.1	XP_015430172.1
OG0008038	XP_029038680.1	XP_015438916.1
OG0008039	XP_029052538.1	XP_015439884.1
OG0008040	XP_029048701.1	XP_015440095.1
OG0008041	XP_029033423.1	XP_015437262.1
OG0008042	XP_029050460.1	XP_015430071.1
OG0008043	XP_029054779.1	XP_015431869.1
OG0008044	XP_029045649.1	XP_015431159.1
OG0008045	XP_029052072.1	XP_015431534.1
OG0008046	XP_029044170.1	XP_015437297.1
OG0008047	XP_029034091.1	XP_015432909.1
OG0008048	XP_029048267.1	XP_015433419.1
OG0008049	XP_029051164.1	XP_015429292.1
OG0008050	XP_029037399.1	XP_015434124.1
OG0008051	XP_029054454.1	XP_015431553.1
OG0008052	XP_029051622.1	XP_015435959.1
OG0008053	XP_029042245.1	XP_015429226.1
OG0008054	XP_029047324.1	XP_015429274.1
OG0008055	XP_029046996.1	XP_015429510.1
OG0008056	XP_029056491.1	XP_015437908.1
OG0008057	XP_029034355.1	XP_015433960.1
OG0008058	XP_029035268.1	XP_015438047.1
OG0008059	XP_029051578.1	XP_015428585.1
OG0008060	XP_029049776.1	XP_015437410.1
OG0008061	XP_029049774.1	XP_015437326.1
OG0008062	XP_029047706.1	XP_015431268.1
OG0008063	XP_029036313.1	XP_015431849.1
OG0008064	XP_029051477.1	XP_015430526.1
OG0008065	XP_029043470.1	XP_015439145.1
OG0008066	XP_029032252.1	XP_015429799.1
OG0008067	XP_029032469.1	XP_015433731.1
OG0008068	XP_029032471.1	XP_015433895.1
OG0008069	XP_029037273.1	XP_015433637.1
OG0008070	XP_029033003.1	XP_015431521.1
OG0008071	XP_029048432.1	XP_015440536.1
OG0008072	XP_029048431.1	XP_015440488.1
OG0008073	XP_029037657.1	XP_015434126.1
OG0008074	XP_029046200.1	XP_015433647.1
OG0008075	XP_029038925.1	XP_015432212.1
OG0008076	XP_029044197.1	XP_015430990.1
OG0008077	XP_029032321.1	XP_015434481.1
OG0008078	XP_029046938.1	XP_015434510.1
OG0008079	XP_029034040.1	XP_015432921.1
OG0008080	XP_029042925.1	XP_015430744.1
OG0008081	XP_029042903.1	XP_015430750.1
OG0008082	XP_029054448.1	XP_015430191.1
OG0008083	XP_029053004.1	XP_015430379.1
OG0008084	XP_029040384.1	XP_015430111.1
OG0008085	XP_029042514.1	XP_015432844.1
OG0008086	XP_029042012.1	XP_015431926.1
OG0008088	XP_029038147.1	XP_015429231.1
OG0008089	XP_029051984.1	XP_015435366.1
OG0008090	XP_029047125.1	XP_015437493.1
OG0008091	XP_029051742.1	XP_015435726.1
OG0008092	XP_029042540.1	XP_015432970.1
OG0008093	XP_029042532.1	XP_015432951.1
OG0008094	XP_029047110.1	XP_015430482.1
OG0008095	XP_029049319.1	XP_015432160.1
OG0008096	XP_029051755.1	XP_015431507.1
OG0008097	XP_029055352.1	XP_015436790.1
OG0008098	XP_029052570.1	XP_015433352.1
OG0008099	XP_029052539.1	XP_015433345.1
OG0008100	XP_029039070.1	XP_015439174.1
OG0008101	XP_029050729.1	XP_015430262.1
OG0008102	XP_029050220.1	XP_015433640.1
OG0008103	XP_029053933.1	XP_015435118.1
OG0008104	XP_029041095.1	XP_015435996.1
OG0008105	XP_029042770.1	XP_015429707.1
OG0008106	XP_029040315.1	XP_015432199.1
OG0008107	XP_029041773.1	XP_015432599.1
OG0008108	XP_029043178.1	XP_015428438.1
OG0008109	XP_029043469.1	XP_015439178.1
OG0008110	XP_029046310.1	XP_015435105.1
OG0008111	XP_029031848.1	XP_015431853.1
OG0008112	XP_029055905.1	XP_015428655.1
OG0008113	XP_029046530.1	XP_015437032.1
OG0008114	XP_029032100.1	XP_015429171.1
OG0008115	XP_029051272.1	XP_015430905.1
OG0008116	XP_029038405.1	XP_015431900.1
OG0008117	XP_029055573.1	XP_015438254.1
OG0008118	XP_029045612.1	XP_015438531.1
OG0008119	XP_029055576.1	XP_015429936.1
OG0008120	XP_029035235.1	XP_015429952.1
OG0008121	XP_029042818.1	XP_015439856.1
OG0008122	XP_029034173.1	XP_015435041.1
OG0008123	XP_029054885.1	XP_015432756.1
OG0008124	XP_029055906.1	XP_015429127.1
OG0008125	XP_029055528.1	XP_015437212.1
OG0008126	XP_029041256.1	XP_015435958.1
OG0008127	XP_029034484.1	XP_015431358.1
OG0008128	XP_029032748.1	XP_015439218.1
OG0008129	XP_029054426.1	XP_015432324.1
OG0008130	XP_029054375.1	XP_015433310.1
OG0008131	XP_029049989.1	XP_015432479.1
OG0008132	XP_029049487.1	XP_015432980.1
OG0008133	XP_029053533.1	XP_015433974.1
OG0008134	XP_029031920.1	XP_015439612.1
OG0008135	XP_029044365.1	XP_015436901.1
OG0008136	XP_029044241.1	XP_015430440.1
OG0008137	XP_029034848.1	XP_015437947.1
OG0008138	XP_029054408.1	XP_015433863.1
OG0008139	XP_029041123.1	XP_015428700.1
OG0008140	XP_029053016.1	XP_015431152.1
OG0008141	XP_029036044.1	XP_015435584.1
OG0008142	XP_029051894.1	XP_015430897.1
OG0008143	XP_029053409.1	XP_015433094.1
OG0008144	XP_029053100.1	XP_015429420.1
OG0008145	XP_029036640.1	XP_015439990.1
OG0008146	XP_029037297.1	XP_015432061.1
OG0008147	XP_029047445.1	XP_015437932.1
OG0008148	XP_029049902.1	XP_015429347.1
OG0008149	XP_029032083.1	XP_015435015.1
OG0008150	XP_029055045.1	XP_015431850.1
OG0008151	XP_029053926.1	XP_015430461.1
OG0008152	XP_029034606.1	XP_015432229.1
OG0008153	XP_029050723.1	XP_015430283.1
OG0008154	XP_029037193.1	XP_015429768.1
OG0008155	XP_029037029.1	XP_015429312.1
OG0008156	XP_029046566.1	XP_015430794.1
OG0008157	XP_029038501.1	XP_015433854.1
OG0008158	XP_029042284.1	XP_015434598.1
OG0008159	XP_029049992.1	XP_015435758.1
OG0008160	XP_029036586.1	XP_015433262.1
OG0008161	XP_029050330.1	XP_015428784.1
OG0008162	XP_029040993.1	XP_015428741.1
OG0008163	XP_029054172.1	XP_015433856.1
OG0008164	XP_029050269.1	XP_015435303.1
OG0008165	XP_029051394.1	XP_015431959.1
OG0008166	XP_029048025.1	XP_015438619.1
OG0008167	XP_029040250.1	XP_015432723.1
OG0008168	XP_029047359.1	XP_015432955.1
OG0008169	XP_029046428.1	XP_015439339.1
OG0008170	XP_029042244.1	XP_015429259.1
OG0008171	XP_029043068.1	XP_015429483.1
OG0008172	XP_029049772.1	XP_015437340.1
OG0008173	XP_029040797.1	XP_015433003.1
OG0008174	XP_029036229.1	XP_015431639.1
OG0008175	XP_029045398.1	XP_015439160.1
OG0008176	XP_029045177.1	XP_015428469.1
OG0008177	XP_029032750.1	XP_015439214.1
OG0008178	XP_029033768.1	XP_015434250.1
OG0008179	XP_029041034.1	XP_015436010.1
OG0008180	XP_029055965.1	XP_015429146.1
OG0008181	XP_029041187.1	XP_015435785.1
OG0008182	XP_029052425.1	XP_015438375.1
OG0008183	XP_029035088.1	XP_015428792.1
OG0008184	XP_029053942.1	XP_015430531.1
OG0008185	XP_029047013.1	XP_015429657.1
OG0008186	XP_029043933.1	XP_015440123.1
OG0008187	XP_029048041.1	XP_015438316.1
OG0008188	XP_029048485.1	XP_015431724.1
OG0008189	XP_029053429.1	XP_015429743.1
OG0008190	XP_029040743.1	XP_015432923.1
OG0008191	XP_029043934.1	XP_015438260.1
OG0008192	XP_029040365.1	XP_015438613.1
OG0008193	XP_029042060.1	XP_015431940.1
OG0008194	XP_029039098.1	XP_015431210.1
OG0008195	XP_029042383.1	XP_015432710.1
OG0008196	XP_029043502.1	XP_015431160.1
OG0008197	XP_029050232.1	XP_015433661.1
OG0008198	XP_029040737.1	XP_015432887.1
OG0008199	XP_029048289.1	XP_015429128.1
OG0008200	XP_029043849.1	XP_015440022.1
OG0008201	XP_029037445.1	XP_015437716.1
OG0008202	XP_029041090.1	XP_015436501.1
OG0008203	XP_029042641.1	XP_015438819.1
OG0008204	XP_029042489.1	XP_015428459.1
OG0008205	XP_029053562.1	XP_015428949.1
OG0008206	XP_029045811.1	XP_015437953.1
OG0008207	XP_029042096.1	XP_015433389.1
OG0008208	XP_029038753.1	XP_015436252.1
OG0008209	XP_029044240.1	XP_015430397.1
OG0008210	XP_029034213.1	XP_015433973.1
OG0008211	XP_029055676.1	XP_015430044.1
OG0008212	XP_029039880.1	XP_015431391.1
OG0008213	XP_029049018.1	XP_015438438.1
OG0008214	XP_029048760.1	XP_015432874.1
OG0008215	XP_029037178.1	XP_015435888.1
OG0008216	XP_029035202.1	XP_015436951.1
OG0008217	XP_029045095.1	XP_015429514.1
OG0008218	XP_029039091.1	XP_015435699.1
OG0008219	XP_029045939.1	XP_015438083.1
OG0008220	XP_029053643.1	XP_015438055.1
OG0008221	XP_029037136.1	XP_015434325.1
OG0008222	XP_029054428.1	XP_015432836.1
OG0008223	XP_029041004.1	XP_015428821.1
OG0008224	XP_029035376.1	XP_015435174.1
OG0008225	XP_029039920.1	XP_015431344.1
OG0008226	XP_029032293.1	XP_015436754.1
OG0008227	XP_029031902.1	XP_015437875.1
OG0008228	XP_029051923.1	XP_015437487.1
OG0008229	XP_029045909.1	XP_015439331.1
OG0008230	XP_029031903.1	XP_015437881.1
OG0008231	XP_029032634.1	XP_015438812.1
OG0008232	XP_029035651.1	XP_015431743.1
OG0008233	XP_029050327.1	XP_015428781.1
OG0008234	XP_029040436.1	XP_015438605.1
OG0008235	XP_029040545.1	XP_015428864.1
OG0008236	XP_029049851.1	XP_015430292.1
OG0008237	XP_029032107.1	XP_015430711.1
OG0008238	XP_029033291.1	XP_015436614.1
OG0008239	XP_029054730.1	XP_015435183.1
OG0008240	XP_029055509.1	XP_015437921.1
OG0008241	XP_029034688.1	XP_015439366.1
OG0008242	XP_029048502.1	XP_015434489.1
OG0008243	XP_029040431.1	XP_015438457.1
OG0008244	XP_029051725.1	XP_015435341.1
OG0008245	XP_029050872.1	XP_015430436.1
OG0008246	XP_029047375.1	XP_015436836.1
OG0008247	XP_029051366.1	XP_015437715.1
OG0008248	XP_029055716.1	XP_015439992.1
OG0008249	XP_029032770.1	XP_015437855.1
OG0008250	XP_029055482.1	XP_015436098.1
OG0008251	XP_029045445.1	XP_015439075.1
OG0008252	XP_029047222.1	XP_015434303.1
OG0008253	XP_029052339.1	XP_015430947.1
OG0008254	XP_029047734.1	XP_015432461.1
OG0008255	XP_029035954.1	XP_015430685.1
OG0008256	XP_029049894.1	XP_015429352.1
