Orthogroup	Habropoda_laboriosa	Drosophila_melanogaster
OG0005706	XP_017797891.1	NP_611010.4
OG0005707	XP_017792915.1	NP_523919.1
OG0005708	XP_017797675.1	NP_001189281.1
OG0005709	XP_017790002.1	NP_608574.2
OG0005710	XP_017793216.1	NP_001014513.1
OG0005711	XP_017792794.1	NP_476613.1
OG0005712	XP_017794641.1	NP_523927.2
OG0005713	XP_017796309.1	NP_536750.2
OG0005714	XP_017796425.1	NP_610534.3
OG0005715	XP_017793744.1	NP_001285726.1
OG0005716	XP_017796707.1	NP_726441.1
OG0005717	XP_017799248.1	NP_725856.1
OG0005718	XP_017792562.1	NP_572530.1
OG0005719	XP_017792396.1	NP_523815.2
OG0005721	XP_017795465.1	NP_524919.2
OG0005722	XP_017792394.1	NP_648245.2
OG0005723	XP_017788034.1	NP_001287408.1
OG0005724	XP_017797355.1	NP_609217.1
OG0005725	XP_017798632.1	NP_001261921.1
OG0005726	XP_017793194.1	NP_001015498.5, NP_651541.2, NP_651540.1
OG0005727	XP_017795010.1	NP_001262178.1
OG0005728	XP_017787538.1	NP_001303484.1
OG0005729	XP_017796113.1	NP_648452.1
OG0005730	XP_017789118.1	NP_572335.1
OG0005731	XP_017799380.1, XP_017789637.1	NP_001137775.1
OG0005732	XP_017796669.1	NP_611498.1
OG0005733	XP_017795727.1	NP_650702.1
OG0005734	XP_017798379.1	NP_001247135.1
OG0005735	XP_017793842.1	NP_001262686.1
OG0005736	XP_017798230.1	NP_523760.1
OG0005737	XP_017793973.1	NP_001162796.1
OG0005738	XP_017798354.1	NP_001303555.1
OG0005740	XP_017797204.1	NP_649255.1
OG0005741	XP_017795178.1	NP_787969.1
OG0005742	XP_017791587.1	NP_001138013.2
OG0005743	XP_017796119.1	NP_001259366.1
OG0005744	XP_017788478.1	NP_610086.3
OG0005745	XP_017790454.1	NP_001262400.1
OG0005746	XP_017792185.1	NP_536735.2
OG0005747	XP_017793683.1	NP_001097990.2
OG0005748	XP_017791139.1	NP_001027049.1
OG0005749	XP_017787414.1	NP_001137629.2
OG0005750	XP_017793779.1	NP_648633.2
OG0005751	XP_017787644.1	NP_001285238.1
OG0005752	XP_017799137.1	NP_609486.2
OG0005753	XP_017796771.1, XP_017794320.1	YP_009047273.1
OG0005754	XP_017799597.1, XP_017799596.1	NP_001286929.1
OG0005755	XP_017794154.1	NP_647734.1
OG0005756	XP_017787375.1	NP_001369031.1, NP_651262.1
OG0005757	XP_017787758.1	NP_001259780.1
OG0005758	XP_017793323.1	NP_731751.1
OG0005759	XP_017799207.1	NP_609109.3
OG0005760	XP_017792173.1	NP_001097638.1
OG0005761	XP_017799345.1	NP_001188957.1
OG0005762	XP_017794809.1	NP_001262565.1
OG0005763	XP_017792016.1	NP_572520.1
OG0005764	XP_017791674.1	NP_001285735.1
OG0005765	XP_017797361.1	NP_001027448.1
OG0005766	XP_017793082.1	NP_001015389.1
OG0005767	XP_017797780.1	NP_001285298.1
OG0005768	XP_017796513.1, XP_017796514.1	NP_609901.5
OG0005769	XP_017796931.1	NP_610111.3
OG0005770	XP_017793337.1	NP_001036571.2
OG0005771	XP_017797460.1	NP_608336.1, NP_608333.1
OG0005772	XP_017792883.1	NP_725169.3
OG0005773	XP_017789960.1	NP_609898.1
OG0005774	XP_017797901.1	NP_001259694.1
OG0005775	XP_017788880.1	NP_001033973.1
OG0005776	XP_017789418.1	NP_001260711.1
OG0005778	XP_017799578.1	NP_524493.1
OG0005779	XP_017791475.1	NP_001261778.1
OG0005780	XP_017787834.1	NP_610019.2
OG0005781	XP_017792829.1	NP_001285907.1
OG0005782	XP_017790049.1	NP_733083.1, NP_001303579.2, NP_523572.1, NP_573012.1
OG0005783	XP_017799031.1	NP_001262518.1
OG0005784	XP_017790298.1	NP_001262950.1
OG0005786	XP_017792441.1	NP_476817.1
OG0005787	XP_017791472.1	NP_001261474.1
OG0005788	XP_017792846.1	NP_001245912.1
OG0005789	XP_017794057.1	NP_732202.2
OG0005790	XP_017798521.1	NP_001284849.1
OG0005791	XP_017788598.1	NP_573090.3
OG0005792	XP_017794383.1	NP_001259610.1, NP_573125.1
OG0005793	XP_017790146.1	NP_648162.2
OG0005794	XP_017791331.1	NP_648462.1
OG0005795	XP_017794453.1	NP_001163165.1
OG0005798	XP_017790161.1	NP_649926.2
OG0005799	XP_017793409.1	NP_652664.2, NP_723704.1
OG0005800	XP_017797329.1	NP_608989.1
OG0005801	XP_017791224.1	NP_651710.1
OG0005803	XP_017791028.1	NP_001245809.1
OG0005804	XP_017792548.1	NP_001356888.1
OG0005805	XP_017799471.1	NP_649945.1
OG0005806	XP_017799395.1	NP_001097270.1
OG0005807	XP_017798410.1	NP_572720.2
OG0005808	XP_017789322.1	NP_001259494.1
OG0005809	XP_017789110.1	NP_001262185.1
OG0005810	XP_017798991.1	NP_732443.4
OG0005812	XP_017787938.1	NP_001162674.1
OG0005813	XP_017789282.1	NP_001246760.1
OG0005814	XP_017796510.1	NP_610724.1
OG0005815	XP_017790284.1	NP_650697.1
OG0005817	XP_017798402.1	NP_001027078.1
OG0005818	XP_017791095.1	NP_001286910.1
OG0005832	XP_017790020.1	NP_001303422.1
OG0005845	XP_017791556.1	NP_477223.2
OG0005846	XP_017788297.1	NP_611604.1
OG0005847	XP_017798712.1	NP_001287401.1
OG0005848	XP_017794899.1	NP_524357.2
OG0005849	XP_017796393.1	NP_524358.2
OG0005850	XP_017796394.1	NP_477034.1
OG0005851	XP_017795461.1	NP_524819.1
OG0005852	XP_017789987.1	NP_611136.1
OG0005853	XP_017798172.1	NP_524002.1
OG0005855	XP_017797810.1	NP_476964.1
OG0005856	XP_017795079.1	NP_476969.1
OG0005857	XP_017791501.1	NP_001285895.1
OG0005858	XP_017795036.1	NP_001260537.1
OG0005859	XP_017795228.1	NP_722745.1
OG0005860	XP_017799564.1	NP_001259561.1, NP_611757.1
OG0005861	XP_017794338.1	NP_609095.1
OG0005862	XP_017790110.1	NP_609504.2
OG0005863	XP_017792831.1	NP_001287144.1
OG0005864	XP_017790376.1	NP_001259878.1
OG0005865	XP_017793948.1	NP_725672.2
OG0005866	XP_017788818.1	NP_523707.1
OG0005867	XP_017789985.1	NP_001287067.1
OG0005868	XP_017793115.1	NP_001285131.1
OG0005869	XP_017793866.1	NP_001285072.1
OG0005870	XP_017796515.1	NP_001261214.1
OG0005871	XP_017795332.1	NP_648058.1
OG0005872	XP_017798162.1	NP_001285737.1
OG0005873	XP_017787689.1	NP_001261849.1
OG0005874	XP_017794817.1	NP_723568.1, NP_573347.1
OG0005875	XP_017799125.1	NP_001263094.1, NP_001097975.1
OG0005876	XP_017798397.1	NP_610986.1
OG0005877	XP_017792303.1	NP_724594.1
OG0005878	XP_017795287.1	NP_001285869.1
OG0005879	XP_017789269.1	NP_573196.1
OG0005880	XP_017794959.1	NP_649783.2
OG0005881	XP_017793256.1	NP_001286781.1
OG0005882	XP_017798416.1	NP_001247279.1
OG0005883	XP_017796089.1	NP_731252.1
OG0005884	XP_017790154.1	NP_524185.1
OG0005885	XP_017789160.1	NP_001287612.1
OG0005886	XP_017791199.1	NP_650338.1
OG0005887	XP_017792214.1	NP_648312.3
OG0005888	XP_017793288.1	NP_651884.1
OG0005889	XP_017798243.1	NP_648514.1
OG0005890	XP_017793874.1	NP_001246806.1
OG0005891	XP_017793191.1	NP_001262845.1
OG0005892	XP_017792699.1	NP_001286614.1
OG0005893	XP_017790411.1	NP_649969.1
OG0005894	XP_017794379.1	NP_001285148.1
OG0005895	XP_017795486.1	NP_001259997.1
OG0005896	XP_017799532.1	NP_001014522.2
OG0005897	XP_017797352.1	NP_650975.1
OG0005898	XP_017798010.1	NP_001246833.1
OG0005899	XP_017797327.1	NP_647772.1
OG0005900	XP_017789463.1	NP_610238.2
OG0005901	XP_017793126.1	NP_001259579.1
OG0005902	XP_017792508.1, XP_017794486.1	NP_651066.2
OG0005903	XP_017799203.1	NP_524837.2, NP_001163078.1
OG0005904	XP_017797303.1	NP_524467.1
OG0005905	XP_017791720.1	NP_649527.1
OG0005906	XP_017794746.1	NP_523598.2
OG0005907	XP_017794700.1	NP_610454.2
OG0005908	XP_017794364.1	NP_609247.1
OG0005909	XP_017797481.1	NP_001284944.1
OG0005910	XP_017790147.1	NP_650619.1
OG0005911	XP_017799498.1	NP_651323.3
OG0005912	XP_017791616.1	NP_648848.1
OG0005913	XP_017796980.1	NP_001246916.1
OG0005914	XP_017788822.1	NP_611983.2, NP_001246514.1
OG0005916	XP_017797897.1	NP_610057.1
OG0005917	XP_017790949.1	NP_001284862.1
OG0005918	XP_017791771.1	NP_001259714.1
OG0005919	XP_017797498.1	NP_649293.1
OG0005920	XP_017790733.1	NP_725114.1
OG0005921	XP_017789414.1	NP_788762.1
OG0005922	XP_017788597.1	NP_573385.1
OG0005923	XP_017795534.1, XP_017795449.1	NP_001286315.1
OG0005924	XP_017794710.1	NP_648242.1
OG0005925	XP_017794788.1	NP_523397.1
OG0005926	XP_017798130.1	NP_648167.1
OG0005927	XP_017794748.1	NP_611224.1
OG0005928	XP_017791855.1	NP_001303457.1
OG0005929	XP_017797217.1	NP_611731.1
OG0005930	XP_017789729.1	NP_733074.1
OG0005931	XP_017797886.1	NP_001285026.1
OG0005932	XP_017793798.1	NP_524321.1
OG0005933	XP_017789707.1	NP_611078.1
OG0005934	XP_017789821.1	NP_610067.1, NP_001286113.1
OG0005935	XP_017798825.1	NP_001262997.1
OG0005936	XP_017793110.1	NP_524113.1
OG0005937	XP_017794771.1	NP_651001.2
OG0005938	XP_017799035.1	NP_649057.1
OG0005939	XP_017787606.1	NP_001246062.1
OG0005940	XP_017794258.1	NP_611072.2
OG0005941	XP_017796053.1	NP_001137933.1
OG0005942	XP_017793921.1	NP_001245490.1
OG0005943	XP_017794553.1, XP_017794552.1	NP_001137646.1
OG0005944	XP_017787407.1	NP_651335.2
OG0005945	XP_017789109.1	NP_609836.1
OG0005946	XP_017792798.1	NP_001260048.1
OG0005947	XP_017791152.1	NP_001303388.1
OG0005948	XP_017799119.1	NP_524022.1
OG0005949	XP_017792153.1, XP_017792152.1	NP_572572.1
OG0005950	XP_017794141.1	NP_001163220.1
OG0005951	XP_017790171.1	NP_001285220.1
OG0005952	XP_017798176.1	NP_523420.1
OG0005953	XP_017797773.1	NP_001287207.1
OG0005954	XP_017792635.1	NP_001303571.1
OG0005955	XP_017795956.1	NP_649357.1, NP_996139.1
OG0005956	XP_017797769.1	NP_648910.1
OG0005957	XP_017789941.1	NP_476792.1
OG0005958	XP_017794466.1	NP_001262085.1
OG0005959	XP_017797354.1	NP_001262270.1
OG0005960	XP_017789594.1	NP_001284975.1
OG0005961	XP_017791725.1	NP_648769.2
OG0005962	XP_017788531.1	NP_648064.1
OG0005963	XP_017795344.1	NP_001286260.1
OG0005964	XP_017787825.1	NP_001036321.2
OG0005965	XP_017798005.1	NP_001097110.1
OG0005966	XP_017798738.1	NP_609246.1
OG0005967	XP_017798668.1	NP_001163390.1
OG0005968	XP_017795674.1	NP_610314.1
OG0005969	XP_017798503.1	NP_569916.1
OG0005970	XP_017789155.1	NP_647889.2
OG0005971	XP_017795483.1	NP_001260465.1
OG0005973	XP_017796970.1	NP_001015354.3
OG0005974	XP_017788468.1	NP_724484.1
OG0005975	XP_017790785.1	NP_611243.1
OG0005976	XP_017789353.1	NP_001260688.1
OG0005977	XP_017793187.1	NP_610662.1
OG0005978	XP_017794468.1	NP_610313.1
OG0005979	XP_017794510.1	NP_001262295.1
OG0005980	XP_017789171.1	NP_608902.1
OG0005981	XP_017790055.1	NP_001260218.1
OG0005982	XP_017795672.1	NP_730354.2
OG0005983	XP_017795179.1	NP_524742.1
OG0005984	XP_017796317.1	NP_651556.2
OG0005985	XP_017792167.1	NP_523606.1
OG0005986	XP_017798288.1	NP_648582.1
OG0005987	XP_017792354.1	NP_001097261.1
OG0005988	XP_017792719.1	NP_001285378.1
OG0005989	XP_017798199.1	NP_477225.1
OG0005990	XP_017788421.1	NP_609202.1
OG0005991	XP_017796865.1	NP_650767.1
OG0005992	XP_017789139.1	NP_001163480.1
OG0005993	XP_017798890.1	NP_001285455.1
OG0005994	XP_017796929.1	NP_001027191.1
OG0005995	XP_017798388.1	NP_648603.1
OG0005996	XP_017791100.1	NP_573314.1
OG0005997	XP_017789584.1	NP_650252.1
OG0005998	XP_017796206.1	NP_001260437.1
OG0005999	XP_017790097.1	NP_511074.1
OG0006000	XP_017796289.1	NP_524606.1
OG0006001	XP_017799053.1	NP_524867.2
OG0006002	XP_017797206.1	NP_652605.1
OG0006003	XP_017787498.1	NP_647633.1
OG0006004	XP_017790633.1	NP_651715.1
OG0006005	XP_017787862.1	NP_649295.1, NP_649294.1
OG0006007	XP_017798148.1	NP_524288.3
OG0006008	XP_017792388.1	NP_730996.2
OG0006009	XP_017797431.1	NP_572329.3
OG0006010	XP_017793775.1	NP_001262302.1
OG0006011	XP_017795232.1	NP_001014475.1
OG0006012	XP_017796471.1	NP_001285314.1
OG0006013	XP_017787710.1	NP_001015241.3
OG0006014	XP_017794342.1	NP_001162944.1
OG0006015	XP_017788681.1	NP_523588.2
OG0006016	XP_017791798.1	NP_649710.1
OG0006017	XP_017794274.1	NP_996434.2
OG0006018	XP_017790602.1	NP_001334699.1, NP_001263046.1
OG0006019	XP_017792462.1	NP_001262932.1
OG0006020	XP_017797503.1	NP_649703.1
OG0006021	XP_017791825.1	NP_001261597.1
OG0006022	XP_017794497.1	NP_001027262.1
OG0006023	XP_017790745.1	NP_650257.1
OG0006024	XP_017798807.1	NP_788346.1, NP_725314.1
OG0006025	XP_017790028.1	NP_001262138.1
OG0006026	XP_017796752.1	NP_650705.1
OG0006027	XP_017797473.1	NP_523743.1
OG0006028	XP_017790260.1	NP_001286439.1, NP_001036532.1
OG0006029	XP_017799468.1	NP_001286155.1
OG0006031	XP_017797528.1	NP_476999.1
OG0006032	XP_017798628.1	NP_001036415.2
OG0006033	XP_017791019.1	NP_001097456.2
OG0006034	XP_017791657.1	NP_572162.2
OG0006036	XP_017792351.1	NP_650428.1
OG0006037	XP_017794893.1	NP_524043.1
OG0006038	XP_017797635.1	NP_477133.1
OG0006039	XP_017798063.1	NP_610675.1
OG0006040	XP_017796397.1	NP_001286717.1
OG0006041	XP_017798879.1	NP_001027443.1
OG0006042	XP_017795217.1	NP_001262058.1
OG0006043	XP_017799241.1	NP_001260714.1
OG0006045	XP_017794508.1	NP_001246932.1
OG0006046	XP_017793960.1	NP_001262252.1
OG0006047	XP_017795571.1	NP_524999.2
OG0006048	XP_017795729.1	NP_648607.3
OG0006049	XP_017790494.1	NP_001286188.1
OG0006050	XP_017794455.1	NP_726036.2
OG0006051	XP_017795441.1	NP_001285881.1
OG0006052	XP_017790956.1	NP_001261482.1
OG0006053	XP_017788345.1	NP_649471.3
OG0006054	XP_017788811.1	NP_001261750.1
OG0006055	XP_017792324.1	NP_648642.1
OG0006056	XP_017789855.1	NP_001137842.2
OG0006057	XP_017788326.1	NP_476573.1
OG0006058	XP_017794980.1	NP_001246712.1
OG0006059	XP_017789262.1	NP_001247193.1
OG0006060	XP_017788366.1	NP_001262018.1
OG0006061	XP_017799198.1	NP_651356.1
OG0006062	XP_017796213.1	NP_477378.1
OG0006063	XP_017791308.1	NP_569845.2
OG0006064	XP_017798969.1	NP_477281.1
OG0006065	XP_017790426.1	NP_001334737.1
OG0006066	XP_017792692.1	NP_651276.2
OG0006067	XP_017798866.1	NP_609378.1
OG0006069	XP_017799134.1	NP_477497.1
OG0006070	XP_017797154.1	NP_001262263.1
OG0006071	XP_017795174.1	NP_001285391.1
OG0006072	XP_017798502.1	NP_001285492.1
OG0006073	XP_017788409.1	NP_611426.1
OG0006074	XP_017795775.1	NP_612053.1
OG0006075	XP_017788496.1	NP_610427.2
OG0006076	XP_017793061.1	NP_649580.1
OG0006077	XP_017799250.1	NP_608579.1
OG0006078	XP_017789350.1	NP_001284992.1
OG0006079	XP_017799599.1	NP_001259667.1
OG0006080	XP_017788230.1	NP_001261414.1
OG0006081	XP_017787657.1	NP_001262442.1
OG0006082	XP_017794902.1	NP_610418.1
OG0006083	XP_017799574.1	NP_001356961.1
OG0006084	XP_017792530.1	NP_001262557.1
OG0006085	XP_017790772.1	NP_648408.1
OG0006086	XP_017795666.1	NP_647985.1
OG0006087	XP_017798201.1	NP_608734.2
OG0006088	XP_017798165.1	NP_651237.1
OG0006089	XP_017790510.1	NP_523765.1
OG0006090	XP_017792972.1	NP_649083.2
OG0006091	XP_017787464.1	NP_001259101.1
OG0006092	XP_017795325.1	NP_647852.1
OG0006093	XP_017787895.1	NP_995833.1
OG0006094	XP_017799206.1	NP_523503.2
OG0006095	XP_017790779.1	NP_001261575.1
OG0006096	XP_017796249.1	NP_650582.1, NP_001259842.1
OG0006097	XP_017790989.1	NP_609899.1
OG0006098	XP_017787891.1	NP_608860.1
OG0006099	XP_017791165.1	NP_001284815.1
OG0006100	XP_017789257.1	NP_651176.1
OG0006101	XP_017797642.1	NP_001303349.1
OG0006102	XP_017788283.1	NP_650124.1
OG0006103	XP_017789869.1	NP_001286173.1
OG0006104	XP_017799256.1	NP_523502.1
OG0006105	XP_017788263.1	NP_001245926.1
OG0006106	XP_017789710.1	NP_477156.1
OG0006107	XP_017793947.1	NP_651750.1
OG0006108	XP_017794932.1	NP_001262702.1
OG0006109	XP_017792862.1	NP_001262062.1
OG0006110	XP_017790188.1	NP_610849.1
OG0006111	XP_017796625.1	NP_001104390.2
OG0006112	XP_017791466.1	NP_648320.1
OG0006113	XP_017794968.1	NP_649898.1
OG0006114	XP_017797899.1	NP_001260811.1, NP_001104407.2
OG0006116	XP_017796816.1	NP_647763.1
OG0006117	XP_017790543.1	NP_572505.1
OG0006118	XP_017797697.1	NP_477286.2
OG0006119	XP_017794727.1	NP_650586.2
OG0006120	XP_017797755.1	NP_648202.1
OG0006121	XP_017798263.1	NP_001261137.1
OG0006123	XP_017797946.1	NP_523915.1
OG0006124	XP_017792155.1	NP_001259982.1
OG0006125	XP_017794232.1, XP_017794229.1	NP_524120.1
OG0006126	XP_017798366.1	NP_001260299.1
OG0006127	XP_017798091.1	NP_523835.2
OG0006128	XP_017788882.1	NP_726372.1
OG0006129	XP_017794106.1	NP_572797.3
OG0006130	XP_017794053.1	NP_001163006.1
OG0006131	XP_017793778.1	NP_001027151.1
OG0006134	XP_017788090.1	NP_727526.2
OG0006135	XP_017792158.1	NP_001137821.1
OG0006136	XP_017789405.1	NP_001097030.1
OG0006137	XP_017794204.1	NP_572545.1
OG0006138	XP_017789748.1	NP_725252.1
OG0006139	XP_017791958.1	NP_733421.1
OG0006140	XP_017787460.1	NP_649304.1
OG0006141	XP_017793719.1	NP_572524.1
OG0006142	XP_017791316.1	NP_727103.1, NP_001286037.1
OG0006143	XP_017796829.1	NP_724277.2
OG0006144	XP_017794842.1	NP_524471.2
OG0006145	XP_017797824.1	NP_001097600.1
OG0006147	XP_017788180.1	NP_649470.2
OG0006149	XP_017790386.1	NP_001286791.1
OG0006150	XP_017795638.1	NP_001189184.1
OG0006152	XP_017796935.1	NP_730244.1
OG0006153	XP_017791903.1	NP_611646.1
OG0006154	XP_017789080.1	NP_524603.2
OG0006155	XP_017797260.1	NP_524691.1
OG0006156	XP_017791564.1	NP_001259853.1
OG0006157	XP_017788318.1	NP_001262724.1
OG0006158	XP_017792796.1	NP_477201.1
OG0006159	XP_017790088.1	NP_649435.2
OG0006160	XP_017796280.1	NP_651514.1
OG0006161	XP_017787549.1	NP_476597.2
OG0006162	XP_017790403.1	NP_732563.2
OG0006164	XP_017788045.1	NP_608834.1
OG0006165	XP_017788005.1	NP_001260320.1
OG0006166	XP_017794128.1	NP_524887.2
OG0006167	XP_017791428.1	NP_611885.3
OG0006168	XP_017791065.1	NP_523876.2
OG0006169	XP_017799584.1	NP_610399.1
OG0006170	XP_017788610.1	NP_001285142.1
OG0006171	XP_017789440.1	NP_477222.1
OG0006172	XP_017788892.1	NP_001027215.1
OG0006173	XP_017787737.1	NP_001262307.1
OG0006174	XP_017796618.1	NP_647745.1
OG0006175	XP_017794543.1	NP_001284899.1
OG0006176	XP_017791172.1	NP_001261682.1
OG0006177	XP_017796503.1	NP_001287536.1
OG0006178	XP_017787536.1	NP_001285196.1
OG0006179	XP_017790504.1	NP_001247201.1
OG0006180	XP_017797963.1	NP_001097279.2
OG0006181	XP_017793248.1	NP_001261385.1
OG0006182	XP_017798615.1	NP_511129.3
OG0006183	XP_017788592.1	NP_001261920.1
OG0006184	XP_017791184.1	NP_723116.1
OG0006185	XP_017791039.1	NP_001015119.2
OG0006186	XP_017792248.1	NP_730508.1
OG0006187	XP_017789702.1	NP_727611.1
OG0006188	XP_017794685.1	NP_523389.3, NP_001285389.1
OG0006189	XP_017793213.1	NP_001097943.1
OG0006191	XP_017797190.1	NP_001163710.1
OG0006192	XP_017792765.1	NP_647943.2
OG0006193	XP_017794094.1	NP_001287235.1
OG0006194	XP_017796283.1	NP_001285517.1
OG0006195	XP_017790178.1	NP_001247313.1
OG0006196	XP_017797695.1	NP_609579.1
OG0006197	XP_017796918.1	NP_651211.2
OG0006199	XP_017789687.1	NP_608931.1
OG0006200	XP_017791940.1	NP_650001.2
OG0006201	XP_017791596.1	NP_001036772.2
OG0006202	XP_017796852.1	NP_611178.1, NP_001259623.1
OG0006203	XP_017789112.1	NP_524098.2
OG0006204	XP_017788852.1	NP_477499.1
OG0006205	XP_017788168.1	NP_611419.1
OG0006206	XP_017799296.1	NP_733391.1
OG0006207	XP_017794673.1	NP_523959.2
OG0006208	XP_017793534.1	NP_731761.3
OG0006209	XP_017789872.1	NP_001245852.1
OG0006210	XP_017797188.1	NP_733077.3
OG0006211	XP_017797425.1	NP_001259340.1, NP_001262941.1
OG0006212	XP_017792879.1	NP_648758.1
OG0006213	XP_017791418.1	NP_001261417.1
OG0006214	XP_017788465.1	NP_001097658.1
OG0006215	XP_017795073.1, XP_017795074.1	NP_477473.1
OG0006216	XP_017792329.1	NP_476596.1
OG0006217	XP_017793464.1	NP_573245.1
OG0006218	XP_017789886.1	NP_727306.1
OG0006219	XP_017794668.1	NP_524464.1
OG0006220	XP_017796831.1	NP_001303424.1
OG0006221	XP_017797871.1	NP_001162664.2
OG0006222	XP_017794891.1	NP_476702.1
OG0006223	XP_017790361.1	NP_611600.1
OG0006224	XP_017796265.1	NP_651530.1
OG0006225	XP_017792531.1	NP_649835.1
OG0006226	XP_017798725.1	NP_651580.3
OG0006228	XP_017791599.1	NP_649916.1
OG0006229	XP_017788128.1	NP_523443.1
OG0006230	XP_017794701.1	NP_648400.1
OG0006231	XP_017799123.1	NP_524929.1
OG0006232	XP_017798936.1	NP_650739.2
OG0006233	XP_017796416.1	NP_611215.1
OG0006234	XP_017789040.1	NP_728264.1, NP_648139.1
OG0006235	XP_017797325.1	NP_001286524.1
OG0006236	XP_017792385.1	NP_610996.1
OG0006237	XP_017796795.1	NP_608950.3
OG0006238	XP_017789202.1	NP_001285439.1
OG0006240	XP_017793195.1	NP_001263068.1
OG0006241	XP_017791567.1	NP_524116.2
OG0006242	XP_017799469.1	NP_001285458.1
OG0006243	XP_017793129.1	NP_723893.1
OG0006244	XP_017787529.1	NP_001245621.1
OG0006245	XP_017798589.1	NP_787990.1
OG0006246	XP_017796662.1	NP_001138209.1
OG0006247	XP_017790350.1	NP_569958.2
OG0006248	XP_017795915.1	NP_001262556.1
OG0006249	XP_017790643.1	NP_001263082.1
OG0006250	XP_017794672.1	NP_647705.1
OG0006251	XP_017788890.1	NP_723730.2
OG0006252	XP_017793219.1	NP_001245944.1
OG0006253	XP_017790693.1	NP_648947.1, NP_647858.2
OG0006254	XP_017788093.1	NP_001286950.1
OG0006255	XP_017788009.1	NP_649130.2
OG0006256	XP_017793130.1	NP_001287243.1
OG0006257	XP_017788313.1	NP_649560.1
OG0006258	XP_017789842.1	NP_001014577.1
OG0006259	XP_017795329.1	NP_476833.1
OG0006260	XP_017790121.1	NP_524330.2
OG0006261	XP_017798817.1	NP_648837.2
OG0006262	XP_017796460.1	NP_001287107.1
OG0006263	XP_017791663.1	NP_001246449.1
OG0006264	XP_017790388.1	NP_001303458.1
OG0006265	XP_017788159.1	NP_001262396.1
OG0006266	XP_017790434.1	NP_726016.1
OG0006267	XP_017791233.1	NP_611223.4
OG0006268	XP_017794938.1	NP_647979.1
OG0006269	XP_017790928.1	NP_649826.3
OG0006270	XP_017796502.1	NP_651665.2
OG0006271	XP_017789255.1	NP_001285268.1
OG0006273	XP_017792801.1	NP_732199.2
OG0006274	XP_017788549.1	NP_001286160.1
OG0006275	XP_017791203.1	NP_728606.1, NP_726727.1
OG0006276	XP_017795087.1	NP_524040.2
OG0006277	XP_017796287.1	NP_651757.1
OG0006278	XP_017787868.1	NP_477226.2
OG0006279	XP_017795346.1	NP_001285719.1
OG0006280	XP_017795352.1	NP_608318.5
OG0006282	XP_017791764.1, XP_017791763.1	NP_649414.1
OG0006283	XP_017796194.1	NP_524100.1
OG0006284	XP_017789445.1	NP_572441.1
OG0006285	XP_017799372.1	NP_001163022.1, NP_001260629.1
OG0006286	XP_017792230.1	NP_001262267.1
OG0006287	XP_017798673.1	NP_523969.1
OG0006288	XP_017798025.1	NP_572901.1
OG0006289	XP_017789693.1	NP_650822.1
OG0006290	XP_017793097.1	NP_525063.1
OG0006291	XP_017796541.1	NP_648556.3
OG0006292	XP_017788773.1	NP_001259502.1
OG0006293	XP_017799252.1	NP_001262699.1
OG0006294	XP_017790163.1	NP_649499.1
OG0006295	XP_017795610.1	NP_608738.1
OG0006296	XP_017791929.1	NP_609375.1
OG0006297	XP_017795039.1	NP_608779.1
OG0006298	XP_017796298.1	NP_001285902.1
OG0006299	XP_017793799.1	NP_001247105.1
OG0006300	XP_017788796.1	NP_572930.3
OG0006301	XP_017792375.1	NP_611332.1
OG0006302	XP_017798390.1	NP_572215.1
OG0006303	XP_017797208.1	NP_001262065.1
OG0006304	XP_017798278.1	NP_651005.1
OG0006305	XP_017795009.1	NP_523357.2
OG0006306	XP_017796362.1	NP_610167.3
OG0006307	XP_017794091.1	NP_001261793.1
OG0006308	XP_017793656.1	NP_477318.1
OG0006309	XP_017797099.1	NP_001286949.1
OG0006310	XP_017792381.1	NP_001260349.1
OG0006311	XP_017798685.1	NP_001261955.1
OG0006312	XP_017794367.1	NP_001246038.1
OG0006313	XP_017799066.1	NP_572308.3, NP_001287039.1
OG0006314	XP_017789120.1	NP_001286676.1
OG0006315	XP_017788385.1	NP_001097366.1
OG0006316	XP_017797881.1	NP_001285018.1, NP_611485.1
OG0006317	XP_017790491.1	NP_611265.1
OG0006318	XP_017794900.1	NP_001262587.1
OG0006319	XP_017794176.1	NP_001261559.1
OG0006320	XP_017794587.1	NP_001303467.1
OG0006322	XP_017793815.1	NP_648756.1
OG0006323	XP_017796864.1, XP_017798926.1	NP_001303317.1
OG0006324	XP_017796612.1	NP_525123.2
OG0006325	XP_017794046.1	NP_608615.1
OG0006327	XP_017791951.1	NP_611270.1
OG0006328	XP_017798895.1	NP_724578.1
OG0006329	XP_017795879.1	NP_524303.2, NP_477371.1
OG0006331	XP_017798649.1	NP_648257.1
OG0006332	XP_017793393.1	NP_608996.1
OG0006333	XP_017788578.1	NP_477332.1
OG0006334	XP_017797917.1	NP_523663.1
OG0006335	XP_017798144.1	NP_001263028.1
OG0006337	XP_017790913.1	NP_001163572.1, NP_648007.1
OG0006340	XP_017789203.1	NP_001262553.1
OG0006343	XP_017787515.1	NP_610953.1
OG0006344	XP_017790706.1	NP_001247302.1
OG0006345	XP_017796399.1	NP_651390.2
OG0006346	XP_017789598.1	NP_650662.1
OG0006347	XP_017787767.1	NP_612080.1
OG0006348	XP_017792450.1	NP_647884.1
