Orthogroup	Habropoda_laboriosa	Vespa_mandarinia
OG0006205	XP_017788168.1	XP_035741244.1
OG0006206	XP_017799296.1	XP_035726139.1
OG0006208	XP_017793534.1	XP_035735069.1
OG0006209	XP_017789872.1	XP_035732063.1
OG0006210	XP_017797188.1	XP_035734335.1
OG0006211	XP_017797425.1	XP_035719133.1
OG0006212	XP_017792879.1	XP_035733969.1
OG0006213	XP_017791418.1	XP_035725430.1
OG0006214	XP_017788465.1	XP_035741863.1
OG0006215	XP_017795073.1, XP_017795074.1	XP_035717571.1
OG0006216	XP_017792329.1	XP_035722534.1
OG0006217	XP_017793464.1	XP_035742613.1
OG0006218	XP_017789886.1	XP_035723107.1
OG0006219	XP_017794668.1	XP_035729323.1
OG0006221	XP_017797871.1	XP_035743351.1
OG0006222	XP_017794891.1	XP_035727147.1
OG0006223	XP_017790361.1	XP_035718324.1
OG0006224	XP_017796265.1	XP_035739614.1
OG0006225	XP_017792531.1	XP_035731870.1
OG0006226	XP_017798725.1	XP_035729222.1
OG0006227	XP_017791502.1	XP_035740813.1
OG0006228	XP_017791599.1	XP_035719504.1
OG0006229	XP_017788128.1	XP_035741239.1
OG0006230	XP_017794701.1	XP_035721647.1, XP_035721648.1
OG0006231	XP_017799123.1	XP_035736749.1
OG0006232	XP_017798936.1	XP_035723691.1
OG0006233	XP_017796416.1	XP_035737091.1
OG0006234	XP_017789040.1	XP_035734315.1
OG0006235	XP_017797325.1	XP_035740876.1
OG0006236	XP_017792385.1	XP_035724836.1
OG0006238	XP_017789202.1	XP_035726384.1
OG0006239	XP_017798484.1	XP_035729172.1
OG0006240	XP_017793195.1	XP_035721980.1
OG0006241	XP_017791567.1	XP_035736297.1
OG0006242	XP_017799469.1	XP_035727773.1
OG0006243	XP_017793129.1	XP_035739847.1
OG0006244	XP_017787529.1	XP_035736296.1, XP_035736294.1
OG0006245	XP_017798589.1	XP_035720315.1
OG0006246	XP_017796662.1	XP_035739596.1
OG0006247	XP_017790350.1	XP_035741780.1
OG0006248	XP_017795915.1	XP_035743123.1
OG0006249	XP_017790643.1	XP_035742235.1
OG0006250	XP_017794672.1	XP_035741664.1
OG0006251	XP_017788890.1	XP_035718452.1, XP_035718451.1, XP_035718453.1
OG0006252	XP_017793219.1	XP_035742294.1
OG0006253	XP_017790693.1	XP_035717351.1
OG0006254	XP_017788093.1	XP_035731753.1
OG0006255	XP_017788009.1	XP_035740525.1
OG0006256	XP_017793130.1	XP_035740081.1
OG0006257	XP_017788313.1	XP_035738116.1
OG0006258	XP_017789842.1	XP_035718085.1
OG0006259	XP_017795329.1	XP_035737194.1
OG0006260	XP_017790121.1	XP_035730580.1
OG0006261	XP_017798817.1	XP_035735299.1
OG0006262	XP_017796460.1	XP_035726319.1
OG0006263	XP_017791663.1	XP_035721448.1
OG0006264	XP_017790388.1	XP_035740492.1
OG0006265	XP_017788159.1	XP_035721864.1
OG0006266	XP_017790434.1	XP_035738789.1
OG0006267	XP_017791233.1	XP_035720631.1
OG0006268	XP_017794938.1	XP_035731804.1
OG0006269	XP_017790928.1	XP_035721473.1
OG0006270	XP_017796502.1	XP_035734939.1
OG0006271	XP_017789255.1	XP_035735003.1
OG0006272	XP_017797201.1	XP_035732419.1
OG0006273	XP_017792801.1	XP_035727439.1
OG0006274	XP_017788549.1	XP_035741131.1
OG0006275	XP_017791203.1	XP_035718557.1
OG0006276	XP_017795087.1	XP_035728123.1
OG0006277	XP_017796287.1	XP_035726025.1
OG0006278	XP_017787868.1	XP_035719829.1
OG0006279	XP_017795346.1	XP_035744223.1
OG0006280	XP_017795352.1	XP_035735160.1
OG0006281	XP_017796876.1, XP_017796877.1	XP_035728220.1, XP_035728219.1
OG0006282	XP_017791764.1, XP_017791763.1	XP_035733804.1
OG0006283	XP_017796194.1	XP_035734093.1
OG0006284	XP_017789445.1	XP_035739933.1
OG0006285	XP_017799372.1	XP_035717991.1
OG0006286	XP_017792230.1	XP_035725977.1
OG0006287	XP_017798673.1	XP_035735900.1
OG0006288	XP_017798025.1	XP_035721501.1
OG0006289	XP_017789693.1	XP_035735336.1
OG0006290	XP_017793097.1	XP_035718767.1
OG0006291	XP_017796541.1	XP_035742020.1
OG0006292	XP_017788773.1	XP_035736337.1
OG0006293	XP_017799252.1	XP_035737979.1
OG0006294	XP_017790163.1	XP_035723500.1
OG0006295	XP_017795610.1	XP_035734537.1
OG0006296	XP_017791929.1	XP_035727143.1
OG0006297	XP_017795039.1	XP_035727844.1
OG0006298	XP_017796298.1	XP_035733685.1
OG0006299	XP_017793799.1	XP_035742060.1
OG0006300	XP_017788796.1	XP_035727660.1
OG0006301	XP_017792375.1	XP_035717240.1
OG0006302	XP_017798390.1	XP_035739337.1
OG0006303	XP_017797208.1	XP_035720890.1
OG0006304	XP_017798278.1	XP_035738865.1
OG0006305	XP_017795009.1	XP_035718752.1
OG0006306	XP_017796362.1	XP_035723512.1
OG0006307	XP_017794091.1	XP_035741631.1
OG0006308	XP_017793656.1	XP_035721672.1
OG0006309	XP_017797099.1	XP_035734911.1
OG0006310	XP_017792381.1	XP_035727656.1, XP_035727657.1
OG0006311	XP_017798685.1	XP_035721824.1
OG0006312	XP_017794367.1	XP_035744162.1
OG0006313	XP_017799066.1	XP_035729762.1
OG0006314	XP_017789120.1	XP_035738517.1
OG0006315	XP_017788385.1	XP_035738607.1
OG0006316	XP_017797881.1	XP_035720629.1
OG0006317	XP_017790491.1	XP_035736813.1
OG0006318	XP_017794900.1	XP_035733632.1
OG0006319	XP_017794176.1	XP_035720019.1
OG0006320	XP_017794587.1	XP_035728883.1
OG0006321	XP_017794795.1	XP_035729676.1
OG0006322	XP_017793815.1	XP_035723717.1
OG0006323	XP_017796864.1, XP_017798926.1	XP_035718708.1
OG0006324	XP_017796612.1	XP_035731072.1
OG0006325	XP_017794046.1	XP_035719964.1
OG0006327	XP_017791951.1	XP_035730668.1
OG0006328	XP_017798895.1	XP_035741046.1
OG0006329	XP_017795879.1	XP_035735107.1
OG0006330	XP_017798711.1	XP_035720869.1
OG0006331	XP_017798649.1	XP_035731636.1
OG0006332	XP_017793393.1	XP_035743267.1
OG0006333	XP_017788578.1	XP_035743798.1
OG0006334	XP_017797917.1	XP_035724004.1
OG0006335	XP_017798144.1	XP_035732806.1
OG0006336	XP_017789153.1	XP_035729119.1, XP_035729121.1, XP_035729120.1
OG0006337	XP_017790913.1	XP_035726960.1
OG0006338	XP_017791584.1	XP_035728157.1
OG0006339	XP_017790604.1	XP_035737278.1
OG0006340	XP_017789203.1	XP_035738896.1
OG0006341	XP_017791091.1	XP_035728080.1, XP_035728079.1
OG0006343	XP_017787515.1	XP_035743827.1
OG0006344	XP_017790706.1	XP_035740851.1
OG0006345	XP_017796399.1	XP_035718539.1
OG0006346	XP_017789598.1	XP_035734513.1
OG0006347	XP_017787767.1	XP_035741004.1
OG0006348	XP_017792450.1	XP_035719290.1
OG0006349	XP_017791294.1	XP_035721901.1
OG0006350	XP_017795265.1	XP_035739676.1
OG0006352	XP_017796850.1	XP_035734532.1
OG0006353	XP_017795136.1	XP_035730248.1
OG0006355	XP_017787458.1	XP_035740370.1
OG0006356	XP_017790233.1	XP_035723234.1
OG0006357	XP_017790585.1	XP_035723119.1
OG0006358	XP_017792071.1	XP_035734262.1
OG0006359	XP_017794015.1	XP_035740387.1
OG0006360	XP_017789907.1	XP_035719925.1
OG0006361	XP_017798689.1	XP_035720533.1
OG0006362	XP_017795828.1	XP_035724408.1
OG0006363	XP_017791482.1	XP_035727378.1
OG0006364	XP_017795612.1	XP_035743550.1
OG0006365	XP_017796609.1	XP_035721663.1
OG0006366	XP_017790911.1	XP_035724324.1
OG0006367	XP_017792712.1	XP_035732359.1
OG0006368	XP_017798507.1	XP_035735793.1
OG0006369	XP_017788485.1	XP_035725166.1
OG0006370	XP_017788015.1	XP_035744112.1
OG0006371	XP_017797212.1	XP_035734158.1
OG0006372	XP_017789556.1	XP_035728025.1
OG0006373	XP_017788810.1	XP_035732231.1
OG0006374	XP_017792628.1	XP_035742915.1
OG0006375	XP_017797302.1	XP_035742480.1
OG0006376	XP_017799421.1	XP_035721383.1, XP_035721384.1, XP_035721385.1
OG0006377	XP_017788245.1	XP_035735741.1
OG0006378	XP_017791420.1	XP_035725138.1
OG0006379	XP_017791403.1	XP_035740574.1
OG0006380	XP_017788719.1	XP_035733928.1
OG0006381	XP_017787396.1	XP_035734555.1
OG0006382	XP_017791703.1	XP_035721150.1
OG0006383	XP_017792398.1	XP_035726209.1
OG0006384	XP_017793089.1	XP_035723715.1
OG0006385	XP_017790919.1	XP_035723231.1
OG0006386	XP_017795973.1	XP_035743762.1
OG0006387	XP_017790552.1	XP_035740834.1
OG0006388	XP_017788076.1	XP_035743349.1
OG0006389	XP_017789967.1	XP_035722969.1
OG0006390	XP_017791441.1	XP_035737736.1
OG0006391	XP_017789432.1	XP_035742677.1
OG0006392	XP_017792063.1	XP_035722833.1
OG0006393	XP_017792687.1	XP_035741673.1
OG0006394	XP_017797541.1	XP_035723221.1
OG0006395	XP_017798832.1	XP_035725101.1
OG0006396	XP_017789721.1	XP_035732436.1
OG0006397	XP_017791329.1	XP_035723567.1
OG0006398	XP_017794425.1	XP_035720758.1
OG0006399	XP_017791691.1	XP_035730656.1
OG0006400	XP_017798857.1	XP_035718794.1
OG0006401	XP_017790185.1	XP_035728246.1
OG0006402	XP_017799535.1	XP_035728357.1
OG0006403	XP_017791483.1	XP_035727829.1
OG0006404	XP_017793252.1	XP_035730326.1
OG0006405	XP_017788825.1	XP_035742116.1
OG0006406	XP_017796511.1	XP_035730284.1, XP_035730283.1
OG0006407	XP_017794109.1	XP_035726245.1
OG0006408	XP_017798934.1	XP_035728886.1
OG0006409	XP_017791982.1	XP_035721289.1
OG0006410	XP_017788495.1	XP_035735532.1
OG0006411	XP_017792138.1	XP_035718852.1
OG0006412	XP_017791243.1	XP_035718145.1
OG0006413	XP_017799512.1	XP_035727258.1
OG0006414	XP_017795395.1	XP_035719763.1
OG0006415	XP_017788612.1	XP_035723383.1
OG0006416	XP_017799385.1	XP_035718819.1
OG0006417	XP_017790148.1	XP_035730072.1
OG0006418	XP_017798811.1	XP_035721245.1
OG0006419	XP_017798903.1	XP_035733833.1
OG0006420	XP_017789115.1	XP_035724980.1
OG0006421	XP_017788305.1	XP_035735472.1
OG0006422	XP_017796818.1	XP_035733025.1
OG0006423	XP_017799394.1	XP_035725826.1, XP_035725829.1
OG0006424	XP_017797678.1, XP_017797792.1	XP_035743576.1
OG0006425	XP_017789889.1	XP_035720415.1
OG0006426	XP_017788682.1	XP_035742870.1
OG0006427	XP_017794914.1	XP_035726526.1
OG0006428	XP_017791385.1	XP_035724471.1
OG0006429	XP_017791993.1	XP_035719955.1
OG0006430	XP_017794944.1	XP_035719738.1
OG0006431	XP_017795250.1	XP_035743872.1
OG0006432	XP_017787701.1	XP_035722588.1
OG0006433	XP_017790824.1	XP_035737245.1
OG0006434	XP_017794712.1	XP_035741670.1
OG0006435	XP_017789936.1	XP_035725321.1
OG0006437	XP_017787658.1	XP_035732102.1
OG0006438	XP_017799486.1	XP_035728669.1
OG0006439	XP_017798368.1	XP_035738487.1
OG0006440	XP_017796082.1	XP_035736641.1
OG0006441	XP_017799158.1	XP_035726581.1
OG0006442	XP_017797506.1	XP_035726309.1
OG0006443	XP_017797194.1	XP_035737489.1
OG0006444	XP_017792367.1	XP_035742729.1
OG0006445	XP_017788091.1	XP_035737012.1
OG0006446	XP_017794561.1	XP_035737058.1
OG0006447	XP_017794838.1	XP_035735489.1
OG0006448	XP_017789079.1	XP_035743134.1
OG0006449	XP_017793675.1	XP_035719012.1
OG0006450	XP_017795306.1	XP_035730707.1
OG0006451	XP_017791770.1	XP_035728927.1
OG0006452	XP_017790765.1	XP_035730684.1
OG0006453	XP_017797979.1	XP_035730960.1
OG0006454	XP_017789627.1	XP_035726852.1, XP_035726853.1
OG0006455	XP_017798859.1	XP_035736667.1
OG0006456	XP_017796470.1	XP_035742000.1
OG0006457	XP_017787485.1	XP_035740347.1
OG0006458	XP_017787499.1	XP_035722656.1
OG0006459	XP_017791521.1	XP_035725684.1
OG0006460	XP_017794785.1	XP_035733790.1
OG0006462	XP_017799183.1	XP_035742064.1, XP_035742061.1
OG0006463	XP_017791736.1	XP_035722571.1
OG0006464	XP_017790699.1	XP_035724730.1
OG0006465	XP_017794985.1	XP_035734098.1
OG0006466	XP_017791399.1	XP_035738679.1
OG0006467	XP_017793901.1	XP_035738857.1
OG0006468	XP_017796518.1	XP_035731149.1
OG0006469	XP_017794354.1	XP_035717633.1
OG0006470	XP_017799178.1	XP_035726009.1
OG0006471	XP_017789441.1	XP_035736706.1
OG0006472	XP_017789591.1	XP_035718621.1
OG0006473	XP_017796372.1	XP_035736599.1
OG0006474	XP_017789788.1	XP_035741379.1
OG0006475	XP_017799276.1	XP_035743769.1, XP_035743767.1
OG0006476	XP_017796158.1	XP_035743090.1
OG0006477	XP_017795583.1	XP_035739428.1
OG0006478	XP_017791123.1	XP_035723470.1
OG0006480	XP_017790668.1	XP_035730851.1
OG0006481	XP_017793644.1	XP_035725884.1
OG0006482	XP_017790156.1	XP_035728819.1, XP_035728817.1
OG0006483	XP_017794172.1	XP_035723311.1
OG0006484	XP_017796430.1	XP_035738987.1
OG0006485	XP_017799062.1	XP_035741600.1
OG0006486	XP_017789505.1	XP_035722481.1
OG0006487	XP_017792524.1	XP_035730997.1
OG0006488	XP_017799284.1	XP_035732976.1
OG0006489	XP_017794873.1	XP_035740727.1
OG0006490	XP_017799124.1	XP_035726627.1
OG0006491	XP_017796867.1	XP_035742419.1
OG0006493	XP_017789747.1	XP_035728407.1
OG0006494	XP_017792572.1	XP_035723171.1
OG0006495	XP_017789394.1	XP_035739924.1
OG0006496	XP_017787429.1	XP_035719930.1
OG0006497	XP_017794997.1	XP_035725366.1
OG0006498	XP_017797069.1	XP_035728739.1
OG0006499	XP_017797858.1	XP_035719016.1
OG0006500	XP_017789438.1	XP_035738572.1
OG0006501	XP_017788309.1	XP_035717474.1
OG0006502	XP_017792597.1	XP_035724453.1
OG0006503	XP_017788959.1	XP_035736410.1
OG0006504	XP_017796030.1	XP_035718129.1
OG0006505	XP_017794858.1	XP_035722854.1
OG0006506	XP_017787777.1	XP_035722663.1
OG0006507	XP_017798950.1	XP_035726366.1
OG0006508	XP_017789783.1	XP_035733599.1
OG0006509	XP_017799589.1	XP_035717941.1
OG0006510	XP_017792278.1	XP_035742287.1
OG0006511	XP_017789149.1	XP_035733909.1
OG0006512	XP_017798426.1	XP_035741401.1
OG0006513	XP_017798428.1	XP_035741434.1
OG0006514	XP_017797445.1	XP_035730135.1
OG0006515	XP_017799467.1	XP_035736107.1
OG0006516	XP_017798078.1	XP_035731452.1
OG0006517	XP_017794820.1	XP_035734584.1
OG0006518	XP_017789488.1	XP_035730313.1
OG0006519	XP_017788112.1	XP_035724972.1
OG0006520	XP_017793436.1	XP_035730995.1
OG0006521	XP_017790375.1	XP_035717586.1
OG0006522	XP_017795658.1	XP_035717197.1
OG0006523	XP_017794522.1	XP_035740210.1
OG0006524	XP_017797360.1	XP_035732672.1
OG0006525	XP_017796499.1	XP_035738953.1
OG0006526	XP_017789470.1	XP_035739496.1
OG0006527	XP_017787950.1	XP_035741735.1
OG0006528	XP_017795061.1, XP_017796354.1	XP_035735137.1
OG0006529	XP_017792566.1	XP_035726407.1
OG0006530	XP_017787796.1	XP_035733559.1
OG0006531	XP_017789400.1	XP_035722573.1
OG0006533	XP_017791942.1	XP_035724613.1
OG0006534	XP_017791728.1	XP_035741749.1
OG0006535	XP_017796050.1	XP_035724211.1, XP_035724212.1, XP_035724210.1
OG0006536	XP_017796100.1	XP_035718618.1
OG0006537	XP_017797999.1	XP_035721884.1
OG0006538	XP_017792309.1	XP_035730039.1
OG0006539	XP_017787408.1	XP_035733819.1
OG0006540	XP_017794433.1	XP_035743963.1
OG0006541	XP_017788354.1	XP_035717226.1
OG0006542	XP_017787677.1	XP_035724241.1
OG0006543	XP_017790007.1	XP_035728447.1
OG0006544	XP_017797860.1	XP_035742133.1
OG0006545	XP_017794058.1	XP_035722065.1
OG0006546	XP_017797202.1	XP_035728725.1
OG0006547	XP_017797174.1	XP_035725282.1
OG0006548	XP_017788576.1	XP_035728816.1
OG0006549	XP_017796087.1	XP_035736654.1
OG0006550	XP_017797699.1	XP_035727255.1
OG0006551	XP_017789209.1	XP_035724641.1
OG0006552	XP_017798556.1	XP_035735581.1
OG0006553	XP_017799407.1	XP_035720618.1
OG0006554	XP_017793091.1	XP_035732372.1
OG0006556	XP_017791129.1	XP_035738830.1
OG0006557	XP_017793257.1	XP_035721883.1
OG0006558	XP_017791676.1	XP_035728756.1, XP_035728757.1
OG0006559	XP_017795260.1	XP_035743811.1
OG0006560	XP_017791715.1	XP_035739201.1
OG0006561	XP_017798131.1	XP_035721326.1
OG0006562	XP_017791959.1	XP_035721511.1
OG0006563	XP_017797429.1	XP_035723298.1
OG0006565	XP_017793712.1	XP_035719897.1
OG0006566	XP_017793819.1	XP_035740338.1
OG0006568	XP_017787955.1	XP_035729672.1
OG0006570	XP_017793613.1	XP_035742848.1
OG0006571	XP_017795637.1	XP_035741053.1
OG0006573	XP_017792074.1	XP_035736352.1
OG0006574	XP_017792599.1	XP_035717700.1
OG0006575	XP_017788222.1	XP_035742871.1
OG0006576	XP_017790943.1	XP_035734440.1
OG0006577	XP_017796523.1	XP_035735921.1
OG0006578	XP_017791859.1	XP_035735152.1
OG0006579	XP_017790285.1	XP_035738887.1
OG0006580	XP_017789749.1	XP_035717539.1
OG0006581	XP_017791874.1	XP_035736213.1
OG0006582	XP_017790413.1	XP_035744065.1
OG0006583	XP_017788049.1	XP_035717293.1
OG0006584	XP_017790872.1, XP_017790873.1	XP_035743369.1
OG0006585	XP_017790784.1	XP_035731176.1, XP_035731175.1
OG0006586	XP_017790159.1	XP_035722586.1
OG0006587	XP_017796056.1	XP_035740304.1
OG0006588	XP_017791751.1	XP_035737399.1
OG0006589	XP_017798281.1	XP_035734041.1
OG0006590	XP_017790916.1	XP_035734507.1
OG0006591	XP_017794078.1	XP_035743682.1
OG0006592	XP_017798210.1	XP_035717130.1
OG0006593	XP_017793320.1	XP_035723579.1
OG0006594	XP_017795404.1	XP_035719210.1
OG0006595	XP_017791474.1	XP_035727649.1
OG0006596	XP_017791273.1	XP_035739403.1
OG0006597	XP_017794665.1	XP_035719380.1
OG0006598	XP_017797477.1	XP_035726318.1
OG0006599	XP_017787377.1	XP_035722860.1
OG0006600	XP_017787582.1	XP_035738548.1
OG0006601	XP_017795443.1	XP_035742899.1
OG0006602	XP_017794850.1	XP_035718983.1
OG0006603	XP_017791375.1	XP_035741338.1, XP_035741337.1
OG0006604	XP_017791064.1	XP_035725588.1
OG0006605	XP_017799575.1	XP_035739358.1
OG0006606	XP_017798702.1	XP_035736538.1
OG0006607	XP_017792685.1	XP_035729807.1
OG0006608	XP_017795561.1	XP_035732709.1
OG0006609	XP_017793612.1	XP_035725768.1
OG0006610	XP_017798600.1	XP_035721259.1
OG0006611	XP_017790680.1	XP_035735231.1
OG0006612	XP_017787444.1	XP_035741639.1
OG0006614	XP_017789653.1	XP_035727920.1
OG0006615	XP_017798123.1	XP_035721778.1
OG0006616	XP_017788839.1	XP_035727671.1
OG0006617	XP_017789437.1	XP_035722164.1
OG0006618	XP_017789046.1	XP_035742816.1
OG0006619	XP_017794382.1	XP_035721469.1
OG0006620	XP_017792403.1, XP_017792401.1	XP_035743517.1
OG0006621	XP_017798451.1	XP_035727397.1
OG0006622	XP_017794749.1	XP_035737947.1, XP_035737948.1
OG0006623	XP_017797330.1	XP_035731871.1
OG0006624	XP_017799175.1	XP_035725907.1
OG0006625	XP_017792746.1	XP_035743846.1
OG0006626	XP_017799409.1	XP_035737630.1
OG0006627	XP_017793548.1	XP_035727977.1
OG0006628	XP_017792704.1	XP_035743935.1
OG0006629	XP_017798224.1	XP_035732912.1
OG0006630	XP_017791989.1	XP_035723619.1
OG0006631	XP_017791980.1	XP_035736803.1
OG0006632	XP_017790685.1	XP_035724811.1
OG0006633	XP_017795740.1	XP_035722215.1
OG0006634	XP_017794947.1	XP_035721513.1
OG0006635	XP_017798636.1	XP_035730355.1
OG0006636	XP_017798179.1	XP_035735596.1
OG0006637	XP_017792551.1	XP_035729295.1
OG0006638	XP_017798528.1	XP_035727165.1
OG0006639	XP_017794315.1	XP_035718075.1
OG0006640	XP_017798075.1	XP_035735865.1
OG0006641	XP_017793174.1	XP_035717482.1
OG0006642	XP_017791636.1	XP_035725248.1
OG0006643	XP_017794763.1	XP_035733640.1
OG0006644	XP_017796188.1	XP_035744038.1
OG0006645	XP_017791600.1	XP_035730241.1
OG0006646	XP_017797228.1	XP_035723521.1
OG0006647	XP_017796070.1	XP_035724234.1
OG0006648	XP_017788844.1	XP_035727674.1
OG0006649	XP_017798414.1	XP_035739356.1
OG0006650	XP_017796286.1	XP_035725802.1
OG0006651	XP_017798616.1	XP_035720144.1
OG0006652	XP_017788304.1	XP_035744076.1
OG0006653	XP_017788306.1	XP_035725785.1
OG0006654	XP_017799246.1	XP_035733117.1
OG0006655	XP_017797161.1	XP_035727088.1
OG0006656	XP_017791285.1	XP_035740352.1
OG0006658	XP_017792296.1	XP_035726201.1
OG0006659	XP_017796461.1	XP_035718214.1
OG0006660	XP_017790155.1	XP_035738699.1
OG0006661	XP_017795497.1	XP_035722596.1
OG0006662	XP_017796107.1	XP_035724939.1
OG0006663	XP_017787973.1	XP_035718770.1
OG0006664	XP_017789904.1	XP_035736907.1
OG0006665	XP_017798568.1	XP_035720867.1
OG0006666	XP_017798717.1	XP_035729204.1
OG0006667	XP_017797870.1	XP_035729537.1
OG0006668	XP_017789103.1	XP_035737259.1
OG0006669	XP_017788515.1	XP_035720955.1
OG0006670	XP_017799400.1	XP_035720612.1
OG0006671	XP_017799103.1	XP_035726059.1
OG0006672	XP_017797928.1	XP_035736203.1, XP_035736204.1
OG0006673	XP_017793396.1	XP_035741872.1
OG0006674	XP_017796568.1	XP_035740764.1
OG0006675	XP_017794717.1	XP_035719169.1
OG0006676	XP_017788952.1	XP_035734661.1
OG0006677	XP_017789746.1	XP_035717542.1, XP_035717543.1
OG0006678	XP_017793801.1	XP_035744150.1
OG0006679	XP_017795313.1	XP_035743608.1
OG0006681	XP_017791708.1	XP_035744166.1
OG0006682	XP_017789641.1	XP_035728277.1, XP_035728276.1
OG0006683	XP_017794114.1	XP_035728466.1
OG0006684	XP_017793505.1	XP_035718409.1
OG0006685	XP_017795897.1	XP_035735170.1
OG0006686	XP_017795900.1	XP_035735195.1
OG0006687	XP_017788794.1	XP_035736688.1
OG0006688	XP_017796127.1	XP_035739532.1
OG0006689	XP_017795744.1	XP_035728166.1
OG0006691	XP_017789725.1	XP_035728378.1
OG0006692	XP_017796964.1	XP_035738913.1
OG0006693	XP_017792817.1	XP_035718359.1
OG0006694	XP_017789287.1	XP_035738777.1
OG0006695	XP_017797353.1	XP_035739685.1
OG0006696	XP_017792803.1	XP_035741438.1
OG0006697	XP_017788184.1	XP_035733541.1
OG0006699	XP_017798296.1	XP_035736433.1, XP_035736434.1, XP_035736431.1
OG0006700	XP_017795859.1	XP_035729578.1
OG0006701	XP_017798248.1	XP_035734244.1
OG0006702	XP_017795016.1	XP_035726797.1
OG0006703	XP_017794269.1	XP_035725700.1
OG0006704	XP_017799225.1	XP_035741876.1
OG0006705	XP_017796428.1	XP_035720530.1
OG0006706	XP_017789879.1	XP_035727758.1
OG0006707	XP_017795715.1	XP_035724311.1
OG0006708	XP_017790405.1	XP_035741667.1
OG0006709	XP_017798774.1, XP_017798773.1	XP_035721360.1, XP_035721361.1
OG0006710	XP_017789457.1	XP_035722165.1
OG0006711	XP_017790770.1	XP_035737241.1
OG0006713	XP_017796484.1	XP_035734336.1
OG0006714	XP_017791862.1	XP_035723245.1
OG0006716	XP_017791978.1	XP_035734306.1
OG0006717	XP_017793517.1	XP_035719998.1
OG0006718	XP_017791499.1	XP_035735427.1
OG0006719	XP_017795720.1	XP_035717756.1
OG0006720	XP_017799150.1	XP_035743972.1
OG0006721	XP_017791338.1	XP_035741342.1
OG0006722	XP_017788115.1	XP_035736894.1
OG0006723	XP_017799097.1	XP_035740080.1
OG0006724	XP_017787489.1	XP_035723386.1, XP_035723385.1, XP_035723384.1
OG0006725	XP_017791134.1	XP_035742660.1
OG0006726	XP_017788819.1	XP_035732144.1
OG0006727	XP_017792622.1	XP_035732488.1
OG0006728	XP_017790418.1	XP_035726442.1
OG0006729	XP_017791414.1	XP_035736950.1
OG0006730	XP_017794372.1, XP_017795375.1	XP_035733005.1
OG0006731	XP_017789233.1	XP_035743376.1
OG0006732	XP_017788924.1	XP_035718414.1
OG0006733	XP_017799374.1	XP_035718476.1
OG0006734	XP_017792833.1	XP_035733953.1
OG0006735	XP_017788083.1	XP_035723782.1
OG0006736	XP_017799208.1	XP_035718005.1
OG0006737	XP_017788042.1	XP_035741292.1
OG0006739	XP_017795941.1	XP_035737180.1
OG0006740	XP_017795322.1	XP_035743538.1, XP_035743537.1
OG0006741	XP_017794808.1	XP_035729089.1
OG0006742	XP_017793022.1	XP_035728467.1
OG0006743	XP_017787849.1	XP_035725990.1, XP_035725989.1
OG0006744	XP_017792760.1, XP_017797931.1	XP_035742753.1
OG0006745	XP_017796617.1	XP_035740753.1, XP_035740754.1
OG0006746	XP_017796527.1	XP_035726324.1
OG0006747	XP_017792929.1, XP_017792930.1	XP_035728945.1, XP_035728928.1
OG0006748	XP_017799414.1	XP_035740251.1
OG0006749	XP_017799219.1	XP_035742067.1
OG0006750	XP_017794897.1	XP_035721716.1
OG0006751	XP_017788953.1	XP_035743993.1
OG0006752	XP_017795031.1	XP_035723347.1
OG0006753	XP_017794619.1	XP_035740331.1
OG0006754	XP_017794753.1	XP_035718013.1
OG0006755	XP_017787949.1	XP_035729671.1
OG0006759	XP_017788166.1	XP_035717282.1
OG0006760	XP_017794032.1	XP_035719118.1
OG0006762	XP_017788513.1	XP_035728535.1
OG0006763	XP_017792736.1	XP_035738866.1
OG0006764	XP_017792986.1	XP_035739820.1
OG0006765	XP_017789363.1	XP_035739307.1, XP_035739314.1, XP_035739312.1, XP_035739311.1, XP_035739310.1, XP_035739315.1, XP_035739308.1, XP_035739309.1, XP_035739316.1
OG0006766	XP_017787995.1	XP_035727084.1, XP_035727083.1
OG0006770	XP_017797636.1	XP_035726726.1
OG0006771	XP_017787490.1	XP_035721281.1
OG0006772	XP_017790548.1	XP_035738080.1, XP_035738001.1, XP_035738256.1, XP_035738164.1, XP_035737911.1
OG0006773	XP_017787764.1	XP_035728221.1
OG0006775	XP_017794135.1	XP_035737955.1, XP_035737954.1
OG0006776	XP_017798542.1	XP_035721012.1, XP_035721015.1
OG0006777	XP_017789193.1	XP_035733997.1
OG0006778	XP_017787769.1, XP_017787841.1	XP_035741966.1
OG0006779	XP_017795698.1	XP_035720167.1
OG0006780	XP_017798093.1	XP_035734250.1
OG0006781	XP_017796034.1	XP_035724209.1
OG0006782	XP_017796068.1	XP_035724069.1
OG0006783	XP_017790612.1	XP_035733358.1
OG0006784	XP_017796159.1	XP_035717975.1
OG0006785	XP_017789791.1	XP_035723260.1
OG0006787	XP_017797370.1	XP_035729040.1
OG0006788	XP_017794374.1	XP_035733010.1
OG0006789	XP_017793324.1, XP_017793470.1	XP_035737503.1
OG0006790	XP_017788717.1	XP_035728861.1
OG0006791	XP_017798641.1	XP_035735483.1
OG0006792	XP_017795907.1	XP_035735180.1
OG0006793	XP_017791849.1	XP_035737075.1, XP_035737076.1, XP_035737077.1, XP_035737074.1
OG0006798	XP_017787544.1	XP_035726523.1
