Orthogroup	Habropoda_laboriosa	Nomia_melanderi
OG0007650	XP_017797374.1	XP_031846191.1
OG0007651	XP_017790318.1	XP_031831738.1
OG0007652	XP_017787752.1	XP_031843306.1
OG0007653	XP_017795957.1	XP_031835438.1
OG0007654	XP_017797969.1	XP_031841085.1
OG0007655	XP_017798227.1	XP_031829369.1
OG0007657	XP_017788475.1	XP_031844597.1
OG0007658	XP_017790524.1	XP_031834025.1
OG0007659	XP_017796237.1	XP_031834393.1
OG0007660	XP_017796144.1	XP_031845182.1
OG0007661	XP_017796101.1	XP_031841169.1
OG0007662	XP_017789104.1	XP_031840291.1
OG0007663	XP_017792011.1	XP_031847830.1
OG0007664	XP_017790914.1	XP_031845872.1
OG0007665	XP_017787635.1	XP_031847315.1
OG0007666	XP_017796794.1	XP_031833217.1
OG0007667	XP_017792612.1	XP_031837795.1
OG0007668	XP_017796227.1	XP_031846096.1
OG0007669	XP_017791242.1	XP_031830463.1
OG0007670	XP_017791008.1	XP_031846296.1
OG0007671	XP_017795980.1	XP_031834577.1
OG0007672	XP_017787478.1	XP_031830107.1
OG0007673	XP_017793926.1	XP_031843908.1
OG0007674	XP_017790402.1	XP_031834204.1
OG0007675	XP_017799293.1	XP_031847160.1
OG0007676	XP_017789475.1	XP_031840674.1
OG0007677	XP_017793080.1	XP_031835806.1
OG0007678	XP_017793720.1	XP_031838950.1
OG0007679	XP_017788363.1	XP_031827317.1
OG0007680	XP_017797351.1	XP_031845138.1
OG0007681	XP_017797643.1	XP_031836801.1
OG0007682	XP_017790489.1	XP_031834600.1
OG0007683	XP_017790336.1	XP_031831579.1
OG0007684	XP_017790734.1	XP_031843376.1
OG0007685	XP_017792738.1	XP_031843590.1
OG0007686	XP_017790358.1	XP_031839809.1
OG0007687	XP_017797357.1	XP_031840639.1
OG0007688	XP_017791235.1	XP_031830698.1
OG0007689	XP_017787971.1	XP_031837449.1
OG0007690	XP_017792348.1	XP_031826400.1
OG0007692	XP_017792115.1, XP_017795748.1	XP_031838700.1
OG0007694	XP_017796226.1	XP_031846092.1
OG0007695	XP_017789856.1	XP_031827720.1
OG0007699	XP_017797474.1	XP_031844032.1
OG0007701	XP_017789291.1	XP_031835483.1, XP_031835486.1
OG0007702	XP_017796266.1	XP_031834454.1
OG0007704	XP_017787884.1	XP_031847362.1
OG0007705	XP_017793118.1	XP_031835452.1
OG0007706	XP_017789712.1	XP_031842174.1
OG0007707	XP_017793724.1	XP_031838943.1
OG0007708	XP_017788261.1	XP_031839996.1
OG0007709	XP_017788653.1	XP_031848896.1
OG0007710	XP_017793553.1	XP_031842979.1
OG0007711	XP_017794407.1	XP_031836388.1
OG0007712	XP_017794752.1	XP_031842643.1
OG0007713	XP_017799131.1	XP_031847358.1
OG0007715	XP_017798914.1	XP_031848990.1
OG0007716	XP_017796564.1	XP_031847352.1
OG0007717	XP_017798537.1	XP_031836560.1
OG0007718	XP_017787455.1	XP_031848774.1
OG0007719	XP_017797757.1	XP_031836495.1
OG0007720	XP_017799261.1	XP_031832420.1
OG0007721	XP_017795311.1	XP_031840725.1
OG0007722	XP_017793808.1	XP_031834413.1, XP_031834412.1
OG0007723	XP_017795700.1	XP_031834817.1
OG0007725	XP_017790660.1	XP_031825488.1
OG0007726	XP_017788074.1	XP_031850373.1
OG0007728	XP_017798491.1	XP_031832733.1
OG0007729	XP_017796254.1	XP_031834516.1
OG0007730	XP_017788590.1	XP_031838406.1
OG0007731	XP_017797189.1	XP_031846139.1
OG0007732	XP_017795093.1	XP_031840226.1
OG0007733	XP_017797896.1	XP_031837048.1
OG0007734	XP_017792083.1	XP_031840498.1
OG0007735	XP_017791110.1	XP_031830115.1
OG0007736	XP_017794378.1	XP_031839455.1
OG0007737	XP_017790311.1	XP_031831512.1
OG0007738	XP_017790717.1	XP_031847919.1
OG0007739	XP_017790644.1	XP_031825595.1
OG0007740	XP_017789849.1	XP_031844365.1
OG0007741	XP_017799465.1	XP_031830273.1
OG0007742	XP_017787853.1	XP_031826602.1
OG0007743	XP_017792735.1	XP_031834552.1
OG0007744	XP_017791054.1	XP_031846228.1
OG0007745	XP_017798009.1	XP_031846515.1
OG0007746	XP_017790822.1	XP_031833918.1
OG0007747	XP_017789713.1	XP_031836654.1
OG0007748	XP_017795296.1	XP_031850300.1
OG0007749	XP_017789995.1	XP_031843749.1
OG0007750	XP_017787688.1	XP_031828725.1
OG0007751	XP_017789462.1	XP_031844124.1
OG0007752	XP_017793142.1	XP_031835630.1
OG0007753	XP_017788752.1	XP_031848985.1
OG0007754	XP_017791637.1	XP_031826373.1
OG0007755	XP_017797268.1	XP_031829370.1
OG0007757	XP_017798333.1	XP_031826866.1
OG0007758	XP_017795004.1	XP_031841644.1
OG0007759	XP_017797406.1	XP_031843406.1
OG0007760	XP_017793179.1	XP_031843601.1
OG0007761	XP_017796874.1	XP_031834752.1
OG0007762	XP_017788428.1	XP_031833816.1
OG0007763	XP_017798835.1	XP_031849031.1
OG0007764	XP_017793849.1	XP_031830670.1
OG0007768	XP_017794670.1	XP_031837375.1
OG0007769	XP_017788036.1	XP_031832973.1
OG0007770	XP_017794339.1	XP_031835034.1
OG0007771	XP_017787745.1	XP_031834936.1, XP_031834934.1
OG0007772	XP_017794307.1	XP_031840435.1
OG0007773	XP_017790364.1	XP_031833063.1
OG0007774	XP_017795267.1	XP_031834424.1
OG0007775	XP_017788648.1	XP_031833419.1, XP_031833420.1
OG0007776	XP_017793197.1	XP_031841120.1
OG0007777	XP_017794162.1	XP_031828293.1
OG0007778	XP_017789420.1	XP_031840656.1
OG0007779	XP_017796542.1	XP_031834160.1, XP_031834141.1
OG0007780	XP_017788851.1	XP_031827706.1
OG0007781	XP_017791543.1	XP_031831055.1
OG0007782	XP_017792143.1	XP_031825309.1
OG0007783	XP_017798526.1	XP_031832684.1
OG0007784	XP_017797606.1	XP_031836406.1
OG0007785	XP_017793643.1	XP_031833852.1
OG0007787	XP_017790310.1	XP_031831761.1
OG0007788	XP_017787741.1	XP_031831104.1
OG0007789	XP_017797283.1	XP_031845258.1
OG0007790	XP_017790465.1	XP_031834139.1
OG0007791	XP_017789726.1	XP_031845563.1
OG0007793	XP_017795328.1	XP_031841003.1
OG0007794	XP_017795092.1	XP_031840578.1, XP_031840568.1, XP_031840559.1
OG0007795	XP_017794577.1	XP_031837552.1
OG0007797	XP_017790531.1	XP_031834147.1
OG0007798	XP_017796706.1	XP_031847327.1
OG0007799	XP_017798732.1	XP_031832664.1
OG0007801	XP_017791128.1	XP_031834726.1
OG0007802	XP_017789303.1	XP_031844159.1
OG0007803	XP_017796697.1	XP_031842777.1, XP_031842778.1
OG0007804	XP_017787590.1	XP_031839727.1
OG0007805	XP_017796862.1	XP_031844940.1
OG0007806	XP_017790199.1	XP_031832028.1, XP_031832031.1
OG0007808	XP_017790517.1	XP_031834033.1
OG0007810	XP_017794295.1	XP_031828117.1
OG0007811	XP_017790157.1	XP_031832241.1
OG0007812	XP_017794272.1	XP_031828336.1
OG0007813	XP_017798654.1	XP_031848244.1
OG0007814	XP_017787978.1	XP_031833047.1
OG0007815	XP_017789617.1	XP_031847877.1
OG0007816	XP_017799375.1	XP_031847603.1
OG0007817	XP_017791236.1	XP_031830062.1
OG0007818	XP_017797426.1	XP_031836525.1
OG0007819	XP_017792724.1	XP_031834721.1
OG0007820	XP_017792779.1	XP_031850512.1
OG0007821	XP_017788655.1	XP_031846622.1
OG0007822	XP_017789909.1	XP_031845745.1
OG0007823	XP_017790925.1	XP_031843534.1
OG0007824	XP_017794215.1	XP_031827854.1
OG0007826	XP_017795743.1	XP_031841550.1
OG0007827	XP_017798188.1	XP_031849069.1
OG0007828	XP_017793623.1	XP_031831334.1
OG0007829	XP_017794966.1	XP_031827293.1
OG0007830	XP_017797852.1	XP_031828502.1
OG0007831	XP_017790346.1	XP_031831776.1
OG0007832	XP_017794231.1	XP_031839069.1
OG0007834	XP_017792302.1	XP_031827879.1
OG0007835	XP_017798447.1	XP_031827264.1
OG0007836	XP_017797292.1	XP_031834384.1
OG0007837	XP_017795041.1	XP_031841612.1
OG0007838	XP_017793338.1	XP_031849275.1
OG0007839	XP_017789184.1	XP_031838828.1
OG0007840	XP_017788634.1	XP_031846637.1
OG0007841	XP_017794625.1	XP_031846177.1
OG0007842	XP_017789959.1, XP_017789958.1	XP_031831069.1, XP_031831071.1, XP_031831070.1
OG0007843	XP_017799260.1	XP_031839425.1, XP_031839426.1
OG0007844	XP_017789422.1	XP_031844095.1
OG0007845	XP_017798223.1	XP_031829345.1
OG0007846	XP_017792424.1	XP_031841770.1
OG0007848	XP_017792017.1	XP_031828033.1
OG0007849	XP_017796364.1	XP_031848412.1
OG0007850	XP_017788603.1	XP_031837871.1
OG0007851	XP_017798570.1	XP_031832635.1
OG0007852	XP_017790054.1	XP_031831888.1
OG0007853	XP_017791386.1	XP_031827604.1
OG0007855	XP_017797079.1, XP_017791024.1	XP_031846164.1
OG0007856	XP_017788455.1	XP_031839695.1
OG0007857	XP_017788613.1	XP_031837752.1
OG0007858	XP_017792925.1	XP_031825822.1
OG0007859	XP_017795619.1	XP_031826413.1
OG0007860	XP_017798531.1	XP_031845883.1
OG0007862	XP_017798597.1	XP_031832611.1
OG0007863	XP_017787421.1	XP_031830019.1
OG0007864	XP_017799561.1	XP_031839714.1
OG0007865	XP_017794115.1	XP_031830525.1
OG0007866	XP_017788833.1	XP_031827820.1
OG0007867	XP_017790291.1	XP_031849894.1
OG0007868	XP_017793452.1	XP_031849164.1
OG0007869	XP_017788370.1	XP_031837618.1
OG0007870	XP_017789973.1	XP_031831057.1
OG0007871	XP_017787417.1	XP_031830179.1
OG0007872	XP_017796509.1	XP_031832976.1
OG0007874	XP_017792838.1	XP_031850295.1
OG0007875	XP_017792835.1	XP_031838538.1
OG0007876	XP_017798092.1	XP_031829318.1
OG0007877	XP_017794277.1	XP_031838420.1
OG0007878	XP_017787930.1	XP_031836151.1
OG0007879	XP_017797958.1	XP_031829756.1
OG0007880	XP_017793384.1	XP_031847726.1
OG0007882	XP_017790245.1	XP_031831899.1
OG0007883	XP_017795633.1	XP_031836956.1
OG0007884	XP_017791517.1	XP_031842113.1
OG0007885	XP_017792620.1	XP_031841741.1
OG0007886	XP_017795746.1	XP_031841636.1
OG0007887	XP_017787716.1	XP_031837023.1
OG0007888	XP_017793068.1	XP_031841153.1
OG0007889	XP_017793243.1	XP_031839006.1
OG0007890	XP_017797907.1	XP_031828583.1
OG0007891	XP_017795590.1	XP_031841983.1
OG0007892	XP_017788656.1	XP_031833382.1
OG0007893	XP_017789585.1	XP_031829818.1
OG0007894	XP_017794143.1	XP_031828092.1
OG0007895	XP_017796337.1	XP_031845438.1
OG0007896	XP_017799415.1	XP_031846179.1
OG0007897	XP_017787963.1	XP_031825720.1
OG0007898	XP_017790811.1	XP_031843325.1
OG0007899	XP_017794644.1	XP_031837154.1
OG0007900	XP_017795541.1	XP_031850003.1
OG0007901	XP_017789067.1	XP_031848247.1
OG0007902	XP_017796037.1	XP_031833706.1
OG0007903	XP_017795999.1	XP_031825288.1
OG0007904	XP_017798698.1	XP_031832785.1
OG0007905	XP_017798304.1	XP_031827082.1
OG0007906	XP_017797060.1, XP_017792860.1	XP_031850173.1
OG0007907	XP_017792669.1	XP_031826161.1
OG0007908	XP_017789143.1	XP_031838871.1, XP_031838870.1
OG0007910	XP_017792684.1	XP_031844896.1
OG0007911	XP_017789700.1	XP_031847895.1
OG0007912	XP_017799174.1	XP_031846828.1
OG0007913	XP_017791098.1	XP_031830046.1, XP_031830047.1, XP_031830048.1
OG0007914	XP_017796475.1	XP_031839634.1
OG0007915	XP_017788696.1	XP_031827707.1
OG0007916	XP_017791486.1	XP_031850126.1
OG0007917	XP_017799419.1	XP_031843982.1
OG0007918	XP_017789829.1	XP_031845514.1
OG0007919	XP_017790804.1	XP_031833666.1
OG0007920	XP_017792391.1	XP_031828069.1
OG0007921	XP_017792639.1	XP_031844909.1
OG0007922	XP_017797869.1	XP_031828487.1
OG0007923	XP_017787901.1	XP_031836117.1
OG0007924	XP_017788894.1	XP_031845829.1
OG0007925	XP_017799428.1	XP_031825730.1
OG0007926	XP_017788504.1	XP_031836068.1
OG0007927	XP_017795621.1	XP_031846680.1
OG0007928	XP_017798833.1	XP_031830878.1, XP_031830879.1
OG0007929	XP_017789824.1	XP_031831050.1
OG0007930	XP_017790786.1	XP_031833703.1, XP_031833701.1, XP_031833702.1, XP_031833700.1
OG0007931	XP_017791955.1	XP_031847854.1, XP_031847855.1
OG0007932	XP_017788207.1, XP_017788257.1	XP_031828132.1
OG0007933	XP_017787751.1	XP_031834912.1
OG0007934	XP_017795489.1	XP_031834097.1
OG0007936	XP_017790213.1	XP_031832263.1
OG0007937	XP_017792957.1	XP_031850209.1, XP_031850207.1, XP_031850208.1, XP_031850211.1
OG0007938	XP_017795764.1	XP_031836217.1
OG0007939	XP_017799304.1	XP_031846849.1
OG0007941	XP_017792820.1	XP_031850235.1
OG0007942	XP_017796439.1	XP_031839835.1
OG0007946	XP_017795321.1	XP_031849060.1, XP_031848670.1
OG0007951	XP_017795526.1	XP_031840906.1, XP_031840932.1, XP_031840879.1, XP_031840896.1, XP_031840945.1, XP_031840917.1
OG0007957	XP_017792792.1	XP_031826708.1
OG0007959	XP_017789479.1	XP_031849472.1
OG0007960	XP_017789452.1	XP_031844186.1
OG0007961	XP_017799472.1	XP_031829817.1, XP_031829816.1
OG0007962	XP_017787754.1	XP_031834612.1
OG0007963	XP_017795338.1	XP_031840969.1
OG0007964	XP_017797211.1	XP_031833262.1
OG0007965	XP_017797745.1	XP_031825645.1
OG0007966	XP_017789963.1	XP_031830570.1, XP_031830569.1
OG0007967	XP_017787660.1	XP_031827814.1
OG0007968	XP_017798398.1	XP_031827217.1
OG0007970	XP_017796857.1	XP_031834816.1
OG0007971	XP_017798627.1	XP_031845947.1
OG0007972	XP_017798662.1	XP_031833071.1
OG0007973	XP_017795490.1	XP_031830709.1
OG0007974	XP_017791481.1	XP_031828140.1
OG0007975	XP_017794742.1	XP_031837209.1
OG0007976	XP_017788922.1	XP_031836002.1
OG0007977	XP_017791730.1	XP_031825888.1
OG0007978	XP_017791232.1	XP_031841079.1
OG0007981	XP_017797905.1	XP_031843380.1
OG0007982	XP_017793927.1	XP_031825843.1
OG0007983	XP_017795104.1	XP_031844834.1
OG0007984	XP_017793910.1	XP_031825854.1
OG0007985	XP_017790809.1	XP_031825469.1
OG0007986	XP_017788403.1	XP_031834771.1
OG0007987	XP_017796366.1	XP_031841009.1
OG0007989	XP_017788872.1	XP_031835965.1
OG0007990	XP_017796148.1	XP_031840884.1
OG0007991	XP_017798146.1	XP_031829293.1
OG0007992	XP_017797307.1	XP_031845152.1
OG0007994	XP_017791260.1	XP_031835269.1
OG0007995	XP_017797169.1	XP_031845186.1
OG0007996	XP_017791487.1	XP_031841309.1
OG0007997	XP_017787911.1	XP_031847234.1
OG0007998	XP_017792170.1	XP_031825649.1, XP_031825648.1
OG0007999	XP_017792410.1	XP_031840594.1
OG0008000	XP_017793750.1	XP_031840062.1
OG0008001	XP_017792984.1	XP_031835556.1
OG0008002	XP_017790102.1	XP_031847907.1
OG0008003	XP_017793438.1	XP_031849369.1
OG0008004	XP_017793586.1	XP_031834068.1
OG0008005	XP_017793969.1	XP_031828807.1
OG0008006	XP_017794941.1	XP_031826545.1
OG0008008	XP_017798806.1	XP_031832722.1
OG0008009	XP_017793034.1	XP_031850082.1
OG0008011	XP_017789461.1	XP_031849477.1
OG0008012	XP_017795099.1	XP_031842814.1
OG0008013	XP_017799262.1	XP_031832431.1
OG0008014	XP_017793117.1, XP_017793116.1	XP_031835403.1
OG0008015	XP_017788391.1	XP_031839665.1
OG0008016	XP_017798190.1	XP_031837047.1
OG0008018	XP_017794093.1	XP_031830125.1
OG0008019	XP_017792174.1	XP_031825661.1
OG0008020	XP_017798694.1	XP_031833078.1
OG0008021	XP_017789777.1	XP_031831706.1
OG0008024	XP_017789660.1	XP_031837864.1
OG0008025	XP_017792941.1	XP_031847492.1, XP_031847490.1
OG0008027	XP_017796080.1	XP_031825553.1
OG0008028	XP_017789914.1	XP_031831952.1
OG0008031	XP_017798449.1	XP_031826695.1
OG0008032	XP_017794041.1	XP_031830240.1
OG0008033	XP_017789957.1, XP_017789955.1	XP_031830942.1, XP_031830945.1
OG0008035	XP_017791020.1	XP_031849864.1
OG0008036	XP_017789471.1	XP_031844131.1, XP_031844133.1
OG0008039	XP_017793664.1	XP_031838358.1
OG0008040	XP_017791413.1	XP_031827537.1
OG0008041	XP_017795515.1	XP_031836998.1
OG0008042	XP_017799355.1	XP_031839161.1
OG0008043	XP_017787395.1	XP_031830208.1, XP_031830178.1
OG0008044	XP_017798411.1	XP_031827061.1
OG0008046	XP_017791863.1, XP_017791864.1	XP_031842949.1
OG0008049	XP_017792598.1	XP_031841797.1
OG0008053	XP_017795248.1	XP_031834319.1
OG0008055	XP_017796908.1	XP_031833238.1
OG0008056	XP_017791664.1	XP_031826509.1
OG0008058	XP_017798989.1	XP_031839439.1
OG0008059	XP_017797227.1	XP_031833268.1
OG0008060	XP_017791644.1	XP_031840552.1
OG0008061	XP_017797717.1	XP_031837307.1
OG0008062	XP_017788869.1	XP_031848986.1
OG0008063	XP_017797847.1	XP_031828552.1
OG0008064	XP_017798571.1	XP_031832632.1
OG0008065	XP_017790968.1	XP_031843503.1
OG0008066	XP_017788707.1	XP_031832385.1
OG0008067	XP_017799381.1	XP_031825765.1
OG0008068	XP_017795905.1	XP_031843086.1
OG0008069	XP_017797850.1	XP_031828549.1
OG0008070	XP_017794913.1	XP_031826982.1
OG0008071	XP_017792213.1	XP_031825467.1
OG0008072	XP_017794818.1	XP_031841639.1
OG0008073	XP_017795733.1	XP_031839848.1
OG0008074	XP_017798612.1	XP_031833167.1
OG0008076	XP_017799107.1	XP_031847374.1
OG0008077	XP_017794137.1	XP_031845729.1
OG0008078	XP_017787919.1	XP_031836153.1
OG0008079	XP_017788427.1	XP_031834767.1
OG0008080	XP_017791851.1	XP_031825704.1
OG0008081	XP_017787576.1	XP_031827520.1
OG0008085	XP_017795581.1	XP_031838520.1
OG0008086	XP_017793965.1	XP_031829885.1
OG0008088	XP_017798992.1	XP_031839424.1
OG0008089	XP_017792771.1	XP_031825749.1
OG0008090	XP_017787861.1	XP_031847364.1
OG0008091	XP_017792122.1	XP_031825644.1, XP_031825643.1
OG0008092	XP_017791779.1	XP_031843098.1
OG0008093	XP_017798315.1	XP_031827254.1
OG0008094	XP_017798405.1	XP_031848873.1
OG0008095	XP_017791326.1	XP_031837938.1, XP_031837939.1
OG0008096	XP_017799067.1	XP_031846943.1
OG0008099	XP_017790683.1	XP_031833549.1
OG0008100	XP_017788768.1	XP_031835976.1
OG0008101	XP_017796359.1	XP_031845088.1
OG0008102	XP_017794976.1	XP_031841659.1
OG0008103	XP_017791705.1	XP_031840834.1
OG0008104	XP_017793519.1	XP_031838655.1
OG0008105	XP_017797464.1	XP_031840209.1
OG0008107	XP_017791254.1	XP_031846552.1, XP_031846553.1
OG0008108	XP_017790378.1	XP_031834210.1
OG0008109	XP_017796584.1	XP_031842591.1
OG0008110	XP_017792857.1	XP_031850072.1
OG0008111	XP_017793020.1	XP_031835513.1
OG0008113	XP_017788337.1	XP_031846842.1
OG0008114	XP_017798763.1	XP_031833007.1
OG0008115	XP_017789596.1	XP_031845612.1
OG0008116	XP_017791346.1	XP_031841336.1
OG0008117	XP_017789469.1	XP_031848276.1
OG0008118	XP_017789531.1	XP_031847787.1
OG0008119	XP_017796250.1	XP_031834362.1
OG0008120	XP_017795626.1	XP_031836967.1
OG0008121	XP_017791293.1	XP_031830065.1
OG0008122	XP_017793935.1	XP_031825913.1
OG0008124	XP_017794708.1	XP_031828522.1
OG0008125	XP_017793875.1	XP_031832305.1
OG0008126	XP_017789259.1	XP_031850006.1
OG0008127	XP_017790166.1	XP_031827647.1
OG0008128	XP_017789818.1	XP_031830623.1
OG0008129	XP_017787922.1	XP_031836229.1
OG0008130	XP_017791433.1	XP_031829188.1
OG0008131	XP_017798498.1	XP_031832992.1
OG0008132	XP_017793304.1	XP_031828833.1
OG0008133	XP_017797936.1	XP_031842074.1
OG0008134	XP_017787371.1	XP_031841171.1
OG0008135	XP_017797580.1	XP_031836784.1
OG0008136	XP_017788101.1	XP_031848305.1, XP_031848306.1
OG0008137	XP_017796488.1	XP_031839611.1, XP_031839612.1
OG0008138	XP_017798837.1	XP_031849127.1
OG0008140	XP_017790345.1	XP_031831773.1, XP_031831771.1
OG0008141	XP_017796252.1	XP_031834364.1
OG0008142	XP_017788461.1	XP_031840805.1, XP_031840806.1
OG0008143	XP_017792983.1, XP_017793822.1	XP_031835732.1
OG0008144	XP_017792456.1	XP_031827570.1
OG0008145	XP_017788066.1	XP_031844583.1
OG0008147	XP_017790184.1	XP_031845799.1
OG0008148	XP_017794978.1	XP_031826941.1
OG0008149	XP_017795502.1	XP_031848150.1, XP_031848152.1, XP_031848151.1
OG0008150	XP_017798566.1	XP_031836178.1
OG0008151	XP_017789632.1	XP_031842173.1
OG0008152	XP_017792118.1	XP_031825511.1
OG0008153	XP_017789138.1	XP_031838664.1
OG0008154	XP_017792243.1	XP_031840353.1
OG0008155	XP_017789047.1	XP_031848652.1
OG0008157	XP_017789466.1	XP_031844301.1
OG0008158	XP_017794182.1	XP_031847995.1
OG0008159	XP_017794756.1	XP_031825696.1
OG0008160	XP_017790973.1	XP_031845494.1
OG0008161	XP_017793942.1	XP_031825903.1
OG0008162	XP_017795431.1	XP_031831063.1
OG0008163	XP_017794074.1	XP_031830393.1
OG0008163	XP_017794312.1	XP_031830389.1
OG0008165	XP_017797452.1	XP_031843986.1, XP_031843984.1, XP_031843985.1
OG0008166	XP_017791963.1	XP_031845603.1
OG0008168	XP_017787524.1	XP_031843528.1
OG0008169	XP_017787630.1	XP_031841787.1
OG0008171	XP_017792631.1, XP_017792632.1	XP_031848662.1
OG0008172	XP_017795996.1	XP_031833454.1
OG0008173	XP_017799283.1	XP_031832446.1
OG0008174	XP_017789172.1	XP_031848389.1
OG0008176	XP_017787418.1	XP_031830195.1
OG0008177	XP_017793480.1, XP_017793479.1	XP_031849761.1
OG0008178	XP_017793529.1	XP_031843050.1
OG0008179	XP_017791520.1	XP_031850064.1
OG0008180	XP_017788185.1	XP_031828395.1
OG0008181	XP_017798295.1	XP_031826725.1
OG0008182	XP_017796465.1	XP_031832879.1
OG0008183	XP_017796413.1	XP_031833265.1
OG0008184	XP_017794686.1	XP_031837094.1
OG0008185	XP_017789643.1	XP_031846448.1
OG0008186	XP_017794697.1	XP_031837358.1
OG0008187	XP_017789688.1	XP_031847881.1, XP_031847878.1, XP_031847880.1
OG0008188	XP_017793813.1	XP_031850480.1, XP_031850482.1, XP_031850478.1, XP_031850479.1, XP_031850477.1
OG0008189	XP_017789917.1	XP_031830708.1
OG0008198	XP_017797348.1	XP_031842183.1
OG0008199	XP_017799339.1	XP_031846847.1
OG0008200	XP_017793458.1	XP_031849781.1
OG0008201	XP_017795916.1	XP_031843258.1
OG0008204	XP_017795737.1	XP_031841365.1
OG0008205	XP_017792522.1	XP_031831524.1
OG0008206	XP_017791603.1	XP_031830961.1
OG0008207	XP_017798236.1	XP_031845257.1
OG0008209	XP_017798056.1	XP_031845032.1
OG0008210	XP_017795345.1	XP_031834911.1
OG0008211	XP_017798844.1	XP_031838369.1
OG0008212	XP_017789349.1	XP_031835821.1
OG0008213	XP_017795943.1	XP_031835070.1
OG0008214	XP_017789048.1	XP_031838868.1
OG0008215	XP_017791735.1	XP_031848436.1
OG0008217	XP_017794386.1	XP_031839687.1
OG0008219	XP_017787669.1	XP_031825792.1
OG0008220	XP_017796018.1	XP_031846031.1
OG0008221	XP_017797210.1	XP_031834404.1
OG0008222	XP_017787739.1	XP_031847211.1
OG0008224	XP_017795794.1	XP_031840276.1
OG0008225	XP_017797789.1	XP_031845815.1
OG0008226	XP_017787840.1	XP_031826075.1
OG0008227	XP_017796578.1	XP_031842754.1
OG0008228	XP_017799432.1	XP_031838531.1
OG0008229	XP_017788712.1	XP_031844380.1
OG0008230	XP_017790312.1	XP_031831510.1
OG0008231	XP_017789739.1	XP_031837918.1
OG0008232	XP_017787755.1	XP_031834613.1
OG0008234	XP_017799279.1	XP_031846833.1
OG0008235	XP_017796524.1	XP_031844898.1
OG0008236	XP_017797511.1	XP_031840177.1, XP_031840178.1
OG0008237	XP_017799431.1	XP_031838544.1
OG0008238	XP_017791001.1	XP_031849234.1, XP_031849224.1, XP_031849243.1, XP_031849212.1, XP_031849203.1
OG0008240	XP_017788487.1	XP_031849593.1
OG0008243	XP_017792980.1	XP_031835416.1
OG0008247	XP_017792910.1	XP_031847367.1
OG0008252	XP_017789042.1	XP_031849669.1
OG0008253	XP_017789555.1	XP_031837917.1
OG0008254	XP_017795886.1	XP_031829264.1
OG0008255	XP_017799101.1	XP_031847088.1
OG0008256	XP_017791328.1	XP_031837623.1
OG0008257	XP_017788028.1	XP_031840991.1
OG0008258	XP_017798749.1	XP_031832711.1
OG0008259	XP_017796569.1	XP_031847332.1
OG0008260	XP_017791957.1	XP_031848584.1
OG0008261	XP_017791640.1	XP_031825986.1
OG0008262	XP_017790412.1	XP_031836666.1
OG0008264	XP_017798929.1	XP_031838367.1
OG0008265	XP_017789667.1	XP_031825848.1
OG0008266	XP_017790313.1	XP_031831845.1
OG0008267	XP_017798674.1	XP_031832585.1
OG0008268	XP_017794241.1	XP_031827988.1
OG0008269	XP_017791402.1	XP_031841453.1
OG0008271	XP_017792988.1	XP_031835631.1
OG0008272	XP_017797930.1	XP_031841961.1
OG0008276	XP_017787711.1	XP_031828744.1
OG0008277	XP_017795899.1	XP_031843132.1, XP_031843131.1
OG0008279	XP_017796102.1	XP_031849426.1
OG0008281	XP_017791053.1	XP_031846216.1
OG0008283	XP_017798962.1	XP_031839347.1
OG0008285	XP_017795814.1	XP_031840247.1, XP_031840248.1, XP_031840249.1
OG0008286	XP_017794832.1	XP_031841665.1
OG0008287	XP_017789177.1	XP_031847909.1
OG0008289	XP_017795908.1	XP_031843137.1
OG0008290	XP_017795680.1	XP_031846290.1
OG0008291	XP_017794827.1	XP_031836295.1
OG0008292	XP_017789881.1	XP_031836344.1
OG0008293	XP_017788247.1	XP_031828170.1
OG0008296	XP_017789964.1	XP_031830563.1
OG0008297	XP_017798719.1	XP_031829629.1
OG0008299	XP_017787651.1	XP_031827599.1
OG0008300	XP_017788727.1	XP_031836004.1
OG0008302	XP_017794521.1	XP_031842080.1
OG0008303	XP_017797648.1	XP_031836696.1
OG0008304	XP_017793588.1	XP_031838414.1
OG0008305	XP_017793121.1	XP_031850093.1
OG0008306	XP_017793105.1	XP_031835707.1
OG0008309	XP_017796251.1	XP_031833235.1
OG0008310	XP_017788877.1, XP_017788878.1	XP_031832353.1
OG0008311	XP_017793626.1	XP_031845730.1
OG0008313	XP_017796112.1	XP_031836465.1
OG0008315	XP_017796494.1	XP_031839991.1
OG0008316	XP_017798893.1	XP_031838341.1
OG0008317	XP_017796641.1, XP_017796640.1	XP_031847301.1, XP_031847303.1
OG0008318	XP_017788832.1	XP_031827745.1
OG0008319	XP_017791026.1	XP_031846297.1
OG0008320	XP_017798509.1	XP_031829606.1
OG0008321	XP_017799551.1	XP_031838115.1
OG0008322	XP_017791532.1	XP_031828533.1
OG0008323	XP_017791157.1	XP_031830798.1
OG0008324	XP_017795088.1	XP_031838759.1, XP_031838822.1
OG0008325	XP_017787957.1	XP_031846106.1
OG0008326	XP_017789741.1	XP_031825943.1
OG0008327	XP_017796072.1	XP_031833600.1
OG0008328	XP_017798517.1	XP_031848201.1
OG0008329	XP_017790799.1	XP_031833892.1
