Orthogroup	Habropoda_laboriosa	Tribolium_castaneum
OG0006598	XP_017797477.1	XP_001812786.1
OG0006599	XP_017787377.1	XP_008201205.1
OG0006600	XP_017787582.1	XP_015835340.1
OG0006602	XP_017794850.1	XP_015838644.1
OG0006603	XP_017791375.1	XP_001812268.1
OG0006604	XP_017791064.1	XP_008200193.1
OG0006605	XP_017799575.1	XP_968777.1
OG0006606	XP_017798702.1	XP_008201281.1
OG0006607	XP_017792685.1	XP_015833320.1
OG0006608	XP_017795561.1	XP_975582.3
OG0006609	XP_017793612.1	XP_015836966.1
OG0006610	XP_017798600.1	XP_970236.1
OG0006611	XP_017790680.1	XP_015832873.1
OG0006612	XP_017787444.1	XP_001811995.1
OG0006614	XP_017789653.1	XP_015837421.1
OG0006615	XP_017798123.1	XP_008192595.1
OG0006616	XP_017788839.1	XP_974463.1
OG0006617	XP_017789437.1	XP_970707.2
OG0006618	XP_017789046.1	XP_008199450.1
OG0006619	XP_017794382.1	XP_971096.1
OG0006620	XP_017792403.1, XP_017792401.1	XP_015834239.1
OG0006621	XP_017798451.1	XP_015839076.1
OG0006622	XP_017794749.1	XP_972125.2
OG0006623	XP_017797330.1	XP_008193284.1
OG0006624	XP_017799175.1	XP_008195886.1
OG0006625	XP_017792746.1	XP_008196488.1, XP_971042.2
OG0006626	XP_017799409.1	XP_015836069.1
OG0006627	XP_017793548.1	XP_008195334.1
OG0006628	XP_017792704.1	XP_970549.1
OG0006629	XP_017798224.1	XP_967779.1
OG0006630	XP_017791989.1	XP_008191652.1
OG0006631	XP_017791980.1	XP_015839544.1
OG0006632	XP_017790685.1	XP_974395.1
OG0006634	XP_017794947.1	XP_008193940.1
OG0006635	XP_017798636.1	XP_966682.1
OG0006636	XP_017798179.1	XP_008198300.1
OG0006637	XP_017792551.1	XP_008190846.1
OG0006638	XP_017798528.1	XP_008195200.1
OG0006639	XP_017794315.1	XP_001809693.1
OG0006641	XP_017793174.1	XP_015838319.1
OG0006642	XP_017791636.1	XP_969290.1
OG0006643	XP_017794763.1	XP_971303.1
OG0006644	XP_017796188.1	XP_008197454.1
OG0006645	XP_017791600.1	XP_008191049.1
OG0006646	XP_017797228.1	XP_969314.1
OG0006647	XP_017796070.1	XP_971753.1
OG0006648	XP_017788844.1	XP_974443.1
OG0006649	XP_017798414.1	XP_015835408.1
OG0006650	XP_017796286.1	XP_015840844.1
OG0006651	XP_017798616.1	NP_001164316.1
OG0006652	XP_017788304.1	XP_015840704.1
OG0006653	XP_017788306.1	XP_015835038.1
OG0006654	XP_017799246.1	XP_975015.2
OG0006655	XP_017797161.1	XP_008201159.1
OG0006656	XP_017791285.1	XP_008200689.1
OG0006657	XP_017789339.1	XP_975509.1, XP_008195939.1
OG0006658	XP_017792296.1	XP_008195756.1
OG0006659	XP_017796461.1	NP_001034500.1
OG0006660	XP_017790155.1	XP_974079.1
OG0006661	XP_017795497.1	XP_970246.2
OG0006662	XP_017796107.1	XP_015834463.1
OG0006663	XP_017787973.1	XP_969233.2
OG0006664	XP_017789904.1	XP_015836349.1
OG0006665	XP_017798568.1	XP_008197421.1
OG0006666	XP_017798717.1	XP_015838197.1
OG0006667	XP_017797870.1	XP_015834568.1, XP_008192104.1
OG0006668	XP_017789103.1	XP_973618.1
OG0006669	XP_017788515.1	XP_008192367.1, XP_008192368.1
OG0006670	XP_017799400.1	XP_008200740.1
OG0006671	XP_017799103.1	XP_008195132.1
OG0006672	XP_017797928.1	XP_008191966.1
OG0006673	XP_017793396.1	XP_970412.1
OG0006674	XP_017796568.1	XP_015839554.1
OG0006675	XP_017794717.1	XP_973940.1, XP_008193334.1
OG0006676	XP_017788952.1	XP_967082.1
OG0006677	XP_017789746.1	XP_008193090.1
OG0006679	XP_017795313.1	XP_001808926.2
OG0006680	XP_017791995.1	XP_008194824.1
OG0006681	XP_017791708.1	XP_969055.2
OG0006682	XP_017789641.1	XP_968578.2
OG0006683	XP_017794114.1	XP_971628.1
OG0006684	XP_017793505.1	XP_975522.1
OG0006685	XP_017795897.1	XP_008191780.1
OG0006687	XP_017788794.1	XP_974665.1
OG0006688	XP_017796127.1	XP_008193708.1
OG0006689	XP_017795744.1	XP_975139.1
OG0006691	XP_017789725.1	XP_969962.1
OG0006692	XP_017796964.1	XP_975260.1
OG0006693	XP_017792817.1	XP_015835689.1
OG0006694	XP_017789287.1	XP_008193306.1
OG0006695	XP_017797353.1	XP_008198934.1
OG0006696	XP_017792803.1	XP_008192904.1
OG0006698	XP_017797671.1	XP_008191226.1
OG0006699	XP_017798296.1	XP_971167.2
OG0006700	XP_017795859.1	XP_970813.1
OG0006701	XP_017798248.1	XP_971600.1
OG0006702	XP_017795016.1	XP_970182.1
OG0006703	XP_017794269.1	XP_008190969.1
OG0006704	XP_017799225.1	XP_008195726.1
OG0006705	XP_017796428.1	XP_967295.2
OG0006706	XP_017789879.1	XP_008195161.2, XP_015836743.1
OG0006707	XP_017795715.1	XP_008195856.1
OG0006708	XP_017790405.1	XP_967066.1
OG0006710	XP_017789457.1	XP_967766.1
OG0006711	XP_017790770.1	XP_008195936.1
OG0006713	XP_017796484.1	XP_969942.3
OG0006714	XP_017791862.1	XP_015833500.1
OG0006716	XP_017791978.1	XP_975456.1
OG0006717	XP_017793517.1	XP_008197051.1, XP_008197052.1
OG0006718	XP_017791499.1	XP_008197973.1, XP_968710.2, XP_015840283.1
OG0006719	XP_017795720.1	NP_001092297.1, XP_015837047.1, NP_001092296.1
OG0006720	XP_017799150.1	XP_008195359.1
OG0006721	XP_017791338.1	XP_001812516.2
OG0006722	XP_017788115.1	XP_001809969.1
OG0006723	XP_017799097.1	XP_967484.2
OG0006724	XP_017787489.1	XP_001807996.1
OG0006725	XP_017791134.1	XP_008193676.1
OG0006726	XP_017788819.1	XP_015836060.1
OG0006727	XP_017792622.1	XP_001810341.1
OG0006728	XP_017790418.1	XP_008200363.1
OG0006729	XP_017791414.1	XP_972129.2
OG0006730	XP_017794372.1	XP_008193956.1, XP_015835007.1
OG0006731	XP_017789233.1	XP_971647.1
OG0006732	XP_017788924.1	XP_008196374.1
OG0006733	XP_017799374.1	XP_008193363.1
OG0006734	XP_017792833.1	XP_008200728.1
OG0006735	XP_017788083.1	XP_970436.2
OG0006736	XP_017799208.1	XP_015835201.1, NP_001164137.1
OG0006737	XP_017788042.1	XP_015835855.1, XP_008193588.2
OG0006738	XP_017788916.1	XP_008198534.1, XP_015837961.1
OG0006739	XP_017795941.1	XP_008196292.1
OG0006740	XP_017795322.1	XP_008194222.1
OG0006741	XP_017794808.1	XP_008198080.1
OG0006743	XP_017787849.1	XP_015838972.1
OG0006744	XP_017792760.1, XP_017797931.1	XP_015833992.1
OG0006745	XP_017796617.1	XP_015840725.1, XP_015840721.1
OG0006746	XP_017796527.1	XP_974080.1
OG0006748	XP_017799414.1	XP_008195654.1
OG0006749	XP_017799219.1	XP_972111.1
OG0006750	XP_017794897.1	XP_015840393.1
OG0006751	XP_017788953.1	XP_973030.2
OG0006752	XP_017795031.1	XP_015836531.1
OG0006753	XP_017794619.1	XP_008197689.1
OG0006754	XP_017794753.1	XP_967095.1
OG0006755	XP_017787949.1	XP_001816157.1
OG0006762	XP_017788513.1	XP_976191.3
OG0006773	XP_017787764.1	XP_008192764.1
OG0006776	XP_017798542.1	XP_008197428.1
OG0006777	XP_017789193.1	XP_015834564.1
OG0006786	XP_017799582.1, XP_017799487.1	XP_008198932.1
OG0006788	XP_017794375.1, XP_017794374.1	XP_015835633.1
OG0006792	XP_017795907.1	XP_008200867.1
OG0006793	XP_017791849.1	NP_001103252.1
OG0006798	XP_017787544.1	XP_972156.1
OG0006799	XP_017797501.1	XP_968358.1
OG0006800	XP_017788118.1	XP_971874.2
OG0006801	XP_017798169.1	XP_970194.1
OG0006802	XP_017799267.1	XP_968776.1
OG0006803	XP_017787858.1	XP_015840093.1
OG0006804	XP_017793994.1	XP_968727.1
OG0006805	XP_017788848.1	XP_968120.1
OG0006806	XP_017789913.1	XP_971841.2
OG0006807	XP_017797742.1	XP_974360.1
OG0006808	XP_017798150.1	XP_008192808.1
OG0006809	XP_017794703.1	XP_971419.1
OG0006810	XP_017795587.1	XP_969231.1
OG0006811	XP_017793173.1	XP_015838314.1
OG0006812	XP_017793094.1	XP_973149.1
OG0006813	XP_017797766.1	XP_972387.1
OG0006814	XP_017788601.1	XP_975476.1
OG0006815	XP_017788722.1	XP_008195168.1
OG0006816	XP_017797551.1	XP_975241.2
OG0006817	XP_017787358.1	XP_008191759.1
OG0006818	XP_017787819.1	XP_970060.2
OG0006819	XP_017796427.1	XP_008191840.1
OG0006820	XP_017791240.1	XP_975661.1
OG0006821	XP_017795478.1	XP_971657.1
OG0006822	XP_017797067.1	XP_974622.1
OG0006823	XP_017797459.1	XP_967663.2
OG0006824	XP_017795312.1	XP_015834011.1
OG0006825	XP_017798809.1	XP_974101.1
OG0006826	XP_017798406.1	XP_975493.2
OG0006827	XP_017793017.1	XP_973381.1
OG0006828	XP_017787724.1	XP_969284.1
OG0006829	XP_017792025.1	XP_971328.2
OG0006831	XP_017798768.1, XP_017798767.1	XP_968495.1
OG0006832	XP_017794459.1	XP_968351.1
OG0006833	XP_017798523.1	XP_971748.1
OG0006834	XP_017794768.1	XP_970231.1
OG0006835	XP_017799588.1, XP_017799590.1	XP_972583.1
OG0006836	XP_017796229.1	XP_968280.1
OG0006837	XP_017796716.1	XP_976032.1
OG0006838	XP_017790890.1	XP_008191171.1
OG0006841	XP_017791225.1	XP_967620.1
OG0006842	XP_017794210.1	XP_973689.1
OG0006843	XP_017797637.1	XP_968265.1
OG0006844	XP_017792095.1	XP_970635.1
OG0006845	XP_017798032.1	XP_008194739.1
OG0006846	XP_017796361.1	XP_008200228.1
OG0006847	XP_017792353.1	XP_968855.1
OG0006848	XP_017793241.1	XP_966912.1
OG0006849	XP_017795050.1, XP_017795051.1	XP_973889.1
OG0006850	XP_017788342.1	XP_968036.1
OG0006851	XP_017798990.1	XP_008191501.1
OG0006852	XP_017798493.1	XP_972612.1
OG0006853	XP_017798742.1	XP_015838861.1, XP_015838550.1
OG0006854	XP_017789636.1	XP_008198303.1
OG0006855	XP_017790176.1	XP_967365.1
OG0006857	XP_017798309.1	XP_970243.1
OG0006858	XP_017789561.1	XP_974639.2
OG0006859	XP_017788023.1	XP_972684.2
OG0006860	XP_017794729.1	XP_008197065.1
OG0006861	XP_017798708.1	XP_973169.1
OG0006862	XP_017789419.1	XP_973840.1
OG0006863	XP_017797455.1	XP_008195646.1
OG0006864	XP_017790309.1	XP_971028.1
OG0006865	XP_017793150.1	XP_008199716.1
OG0006866	XP_017791881.1	XP_972465.1
OG0006867	XP_017796757.1	XP_970573.1
OG0006869	XP_017794599.1	XP_969347.1
OG0006870	XP_017794810.1	XP_974317.1
OG0006871	XP_017789705.1	XP_008195652.1
OG0006872	XP_017795704.1	XP_974477.1
OG0006873	XP_017794080.1	XP_967096.2
OG0006874	XP_017793978.1	XP_015840782.1
OG0006875	XP_017793101.1	XP_974756.1
OG0006877	XP_017798031.1	XP_008196773.1
OG0006878	XP_017793488.1	XP_971683.1
OG0006879	XP_017792947.1	XP_972215.1
OG0006880	XP_017792913.1	XP_001814678.1
OG0006881	XP_017797328.1	XP_008195305.1
OG0006882	XP_017792147.1	XP_969550.1
OG0006883	XP_017795544.1	XP_001810604.1
OG0006885	XP_017789283.1	XP_968609.1
OG0006886	XP_017793966.1	XP_001808466.1
OG0006887	XP_017787747.1	XP_008195222.1
OG0006888	XP_017788022.1	XP_975355.1
OG0006889	XP_017797308.1	XP_008193286.1, XP_001812086.2
OG0006890	XP_017792553.1	XP_970659.1
OG0006891	XP_017787956.1	XP_967650.1
OG0006892	XP_017794199.1	XP_967727.1
OG0006894	XP_017796212.1	XP_008197375.1
OG0006895	XP_017787448.1	XP_970263.1
OG0006896	XP_017795473.1	XP_971537.1
OG0006897	XP_017787676.1	XP_967765.1
OG0006898	XP_017795256.1	XP_008198813.1
OG0006899	XP_017798883.1	XP_008193923.1
OG0006900	XP_017795477.1	XP_973438.1
OG0006901	XP_017793633.1	XP_008200465.1
OG0006902	XP_017792847.1	XP_971215.1
OG0006903	XP_017795315.1	XP_975500.1
OG0006904	XP_017789888.1	XP_975208.1
OG0006906	XP_017792192.1	XP_008197831.1
OG0006907	XP_017790535.1	XP_971517.1
OG0006908	XP_017796256.1	NP_001161316.1
OG0006909	XP_017798697.1	XP_970132.1
OG0006910	XP_017797167.1	XP_975276.2
OG0006911	XP_017788604.1	XP_973298.1
OG0006912	XP_017794363.1	XP_976374.2, XP_972708.1
OG0006914	XP_017788350.1	XP_008195322.1
OG0006915	XP_017799068.1	XP_974961.2
OG0006916	XP_017797164.1	XP_008195174.1
OG0006917	XP_017790277.1	XP_971422.1
OG0006918	XP_017796047.1	XP_975625.1
OG0006919	XP_017798338.1	XP_966691.1, XP_015836563.1
OG0006920	XP_017796336.1	XP_967471.1
OG0006921	XP_017792064.1	XP_969427.1
OG0006922	XP_017791860.1	XP_969227.1
OG0006923	XP_017789737.1	XP_008201338.1
OG0006924	XP_017799611.1	XP_971629.2
OG0006925	XP_017795272.1	XP_969171.1
OG0006927	XP_017795774.1	XP_971530.1
OG0006928	XP_017790201.1	XP_008193413.1
OG0006929	XP_017787449.1	XP_970082.1
OG0006930	XP_017790874.1	XP_974995.1
OG0006931	XP_017793052.1	XP_973754.1
OG0006932	XP_017796673.1	XP_008195383.1
OG0006933	XP_017796376.1	XP_015838764.1
OG0006935	XP_017792039.1	XP_966334.1
OG0006936	XP_017798611.1	XP_015837768.1
OG0006937	XP_017795896.1	XP_968403.3
OG0006938	XP_017798163.1	XP_969840.1
OG0006940	XP_017796765.1	XP_008199995.1
OG0006941	XP_017798516.1	XP_008195762.1
OG0006942	XP_017797424.1	XP_015836050.1, XP_015836048.1, XP_015836047.1
OG0006943	XP_017791566.1	XP_008193746.1
OG0006944	XP_017789519.1	XP_008201060.1
OG0006945	XP_017795183.1	XP_969203.2
OG0006946	XP_017795736.1	XP_008200288.1
OG0006947	XP_017788419.1	XP_973570.1
OG0006948	XP_017797785.1	XP_008198270.1
OG0006949	XP_017789251.1	XP_015838201.1
OG0006950	XP_017796645.1	XP_973480.2
OG0006951	XP_017792457.1	XP_970204.1
OG0006952	XP_017790135.1	XP_015835630.1
OG0006953	XP_017796292.1	XP_015839532.1
OG0006954	XP_017799401.1	XP_967467.2
OG0006956	XP_017793806.1	XP_015833966.1
OG0006957	XP_017799269.1	XP_973468.3
OG0006958	XP_017793469.1	NP_001164082.1
OG0006959	XP_017794163.1	XP_015834024.1
OG0006960	XP_017792362.1	XP_969509.2
OG0006961	XP_017794765.1	XP_015836438.1
OG0006962	XP_017798154.1	XP_974286.2
OG0006964	XP_017792055.1	XP_001812612.1, XP_008195821.1
OG0006965	XP_017793075.1	XP_973950.3
OG0006966	XP_017795642.1	XP_971551.3
OG0006967	XP_017798059.1	XP_008198761.1
OG0006968	XP_017796605.1	XP_008200646.1
OG0006969	XP_017798018.1	XP_969750.1
OG0006970	XP_017794689.1	XP_001814289.1
OG0006971	XP_017791142.1	XP_015839300.1
OG0006972	XP_017797840.1	XP_008192700.1
OG0006973	XP_017790059.1	XP_972631.1
OG0006974	XP_017797676.1	XP_008196668.1
OG0006975	XP_017796763.1	XP_008196993.1
OG0006976	XP_017794183.1	XP_972571.3
OG0006977	XP_017788029.1	NP_001135924.1, XP_008195061.1
OG0006978	XP_017794156.1	XP_968458.1
OG0006979	XP_017792272.1	XP_008195999.1
OG0006980	XP_017795054.1	XP_008194484.1
OG0006981	XP_017795685.1	XP_973880.2
OG0006982	XP_017792989.1	XP_001809957.2
OG0006983	XP_017791011.1	XP_008191400.1
OG0006985	XP_017798171.1	XP_008195301.1
OG0006986	XP_017787632.1	XP_008195731.1
OG0006987	XP_017790894.1	XP_008193981.1
OG0006988	XP_017792125.1	XP_008193701.1
OG0006989	XP_017788161.1	XP_001814386.1
OG0006990	XP_017791972.1	XP_008191786.1
OG0006991	XP_017788096.1	XP_008196992.2
OG0006992	XP_017799051.1	XP_008200240.1
OG0006993	XP_017794303.1	XP_015833265.1
OG0006994	XP_017792194.1	XP_969934.1
OG0006995	XP_017790905.1	XP_971396.2
OG0006996	XP_017798756.1	XP_015833010.1
OG0006997	XP_017787600.1	XP_974845.1
OG0006998	XP_017789151.1	XP_008200604.1
OG0006999	XP_017791317.1	XP_008191989.1
OG0007000	XP_017790482.1	XP_008194861.2
OG0007001	XP_017796326.1	XP_008197627.1
OG0007002	XP_017794188.1	XP_008197274.1
OG0007003	XP_017796033.1	XP_001813943.1
OG0007004	XP_017798074.1	XP_968438.1
OG0007006	XP_017796032.1	XP_972330.1
OG0007007	XP_017796258.1	XP_008201495.2, NP_001034502.1
OG0007008	XP_017788871.1	XP_015838590.1
OG0007009	XP_017798205.1	XP_970941.1
OG0007010	XP_017797603.1	XP_975275.1
OG0007011	XP_017795484.1	XP_008191582.1
OG0007012	XP_017796889.1	XP_008191039.1
OG0007014	XP_017796149.1	XP_971484.2
OG0007015	XP_017793510.1	XP_008201097.1
OG0007016	XP_017797153.1	XP_971522.3
OG0007017	XP_017795624.1	XP_969718.2
OG0007018	XP_017797880.1	XP_969135.2
OG0007019	XP_017794003.1, XP_017794002.1	XP_008198020.1
OG0007020	XP_017799368.1	XP_971952.1
OG0007021	XP_017789054.1, XP_017789062.1	XP_971435.1
OG0007022	XP_017788321.1	XP_966401.2
OG0007023	XP_017789781.1	XP_973447.1
OG0007024	XP_017789996.1	XP_008196115.1
OG0007025	XP_017792707.1	XP_008199146.1
OG0007026	XP_017791440.1	XP_973490.1
OG0007027	XP_017794043.1	XP_972814.1
OG0007028	XP_017799290.1	XP_008196432.1
OG0007029	XP_017793489.1	XP_015833018.1
OG0007030	XP_017798643.1	XP_008196307.1
OG0007031	XP_017789595.1	XP_970259.1
OG0007032	XP_017789072.1	XP_970738.2, NP_001164234.1
OG0007033	XP_017796781.1	XP_008193579.1
OG0007034	XP_017792939.1	XP_967786.3
OG0007035	XP_017791209.1	XP_966789.1
OG0007036	XP_017792292.1	XP_971978.1
OG0007037	XP_017790057.1	XP_015835607.1
OG0007038	XP_017791853.1	XP_968695.1
OG0007039	XP_017794594.1	XP_015837702.1
OG0007040	XP_017791633.1	XP_008199016.1
OG0007041	XP_017788240.1	NP_001153714.1
OG0007042	XP_017795716.1	XP_008191672.1
OG0007043	XP_017789805.1	XP_967929.2
OG0007044	XP_017792849.1	XP_001813224.1
OG0007045	XP_017798321.1	XP_974163.1
OG0007046	XP_017797633.1	XP_008193053.1
OG0007047	XP_017797708.1	XP_008200722.1
OG0007048	XP_017791820.1	XP_008201554.1
OG0007049	XP_017788445.1	XP_008192076.1
OG0007050	XP_017799135.1	XP_008195902.1
OG0007051	XP_017798307.1	XP_015838964.1
OG0007052	XP_017796164.1	XP_966811.1
OG0007053	XP_017796275.1	XP_008201283.1
OG0007054	XP_017792863.1	XP_008195404.1
OG0007055	XP_017790483.1	XP_008196147.1
OG0007056	XP_017799417.1	XP_008198233.1
OG0007057	XP_017795118.1	XP_008201718.1
OG0007058	XP_017796953.1	XP_015838147.1
OG0007059	XP_017788802.1	NP_001123908.1
OG0007060	XP_017797875.1	XP_015840829.1
OG0007061	XP_017788167.1	XP_015836514.1
OG0007062	XP_017799367.1	XP_973732.1
OG0007063	XP_017788883.1	XP_974423.1
OG0007064	XP_017788330.1	XP_973384.2
OG0007065	XP_017793557.1	XP_970566.1
OG0007066	XP_017797794.1	XP_008197648.1
OG0007067	XP_017798330.1	NP_001280524.1
OG0007068	XP_017791081.1	XP_008192032.1
OG0007069	XP_017788715.1	XP_001812376.1
OG0007070	XP_017794329.1	XP_969516.1
OG0007071	XP_017788529.1	XP_967534.2
OG0007072	XP_017794220.1	XP_008197736.1
OG0007073	XP_017798714.1	XP_008195158.1
OG0007074	XP_017788593.1	XP_001808956.1
OG0007075	XP_017790347.1	XP_008190891.1
OG0007076	XP_017789532.1	XP_008200897.1
OG0007077	XP_017796581.1	XP_001814707.1
OG0007078	XP_017791117.1	XP_973267.1
OG0007079	XP_017788480.1	XP_008197621.1
OG0007080	XP_017798788.1	XP_008196696.1
OG0007081	XP_017790131.1	XP_974701.1
OG0007082	XP_017791607.1	XP_008193543.1
OG0007083	XP_017790117.1	XP_972683.3
OG0007084	XP_017788687.1	XP_015836586.1
OG0007085	XP_017795838.1	XP_970857.2
OG0007086	XP_017794001.1	XP_008198238.1
OG0007088	XP_017794000.1	XP_971540.1
OG0007089	XP_017788286.1	XP_008191778.1
OG0007090	XP_017787945.1	XP_015833371.1
OG0007091	XP_017788140.1	XP_015835224.1
OG0007092	XP_017787572.1	XP_972003.1
OG0007093	XP_017788637.1	XP_971236.1
OG0007094	XP_017791088.1	XP_970123.1
OG0007095	XP_017792390.1	XP_975675.1
OG0007096	XP_017789425.1	XP_008190416.1
OG0007097	XP_017787468.1	XP_008197904.1
OG0007098	XP_017799130.1	XP_008193305.1
OG0007099	XP_017791213.1	XP_008194038.1
OG0007100	XP_017798853.1	XP_008201411.1
OG0007101	XP_017790834.1	XP_966919.1
OG0007102	XP_017793630.1	XP_974278.2
OG0007103	XP_017789337.1	XP_969098.1
OG0007104	XP_017792844.1	XP_966692.1
OG0007105	XP_017792180.1	XP_972929.2
OG0007106	XP_017797630.1	XP_008191478.1
OG0007107	XP_017789147.1	XP_001810630.1
OG0007108	XP_017796521.1	XP_008196119.1
OG0007109	XP_017798471.1	XP_008192381.1
OG0007110	XP_017797221.1	XP_971072.1
OG0007111	XP_017789525.1	XP_008190418.1
OG0007112	XP_017788144.1	XP_969599.2
OG0007113	XP_017799161.1	XP_974276.1
OG0007114	XP_017788353.1	XP_015839247.1
OG0007115	XP_017799527.1	XP_015835463.1
OG0007116	XP_017788757.1, XP_017788765.1	XP_967634.1
OG0007117	XP_017794138.1	XP_015833128.1
OG0007118	XP_017789263.1	XP_971485.1
OG0007119	XP_017788559.1	XP_008192226.1
OG0007120	XP_017791878.1	XP_015840874.1
OG0007121	XP_017791334.1	XP_972051.1
OG0007122	XP_017798461.1	XP_015835775.1
OG0007123	XP_017789395.1	XP_001809966.1
OG0007124	XP_017791581.1	XP_975626.3
OG0007125	XP_017796486.1	XP_008193970.1
OG0007126	XP_017791387.1	XP_001812383.1
OG0007127	XP_017790113.1	XP_972542.1
OG0007128	XP_017799139.1	XP_015833446.1
OG0007129	XP_017789895.1	XP_971515.1
OG0007131	XP_017794213.1	XP_015838202.1
OG0007132	XP_017798691.1	XP_973337.1
OG0007133	XP_017790825.1	XP_969706.1
OG0007134	XP_017790939.1	XP_973727.1
OG0007135	XP_017796160.1	XP_008196769.1
OG0007136	XP_017797052.1	XP_008198288.1
OG0007137	XP_017787989.1	XP_971875.2
OG0007138	XP_017799197.1	XP_008196761.1
OG0007139	XP_017788699.1	XP_015835882.1
OG0007140	XP_017793081.1	XP_971592.1
OG0007141	XP_017788862.1	XP_969519.1, XP_967683.1
OG0007142	XP_017792220.1	XP_008190912.1
OG0007143	XP_017798670.1	XP_008192184.1
OG0007144	XP_017796746.1	XP_975269.1
OG0007145	XP_017794680.1	XP_966534.1
OG0007146	XP_017791178.1	XP_969419.1
OG0007147	XP_017798534.1	XP_015833137.1
OG0007148	XP_017797306.1	XP_966613.1
OG0007149	XP_017795091.1	NP_001161912.1
OG0007150	XP_017789571.1	XP_008197796.1
OG0007151	XP_017794879.1	XP_008194161.1
OG0007152	XP_017793412.1	XP_008200700.1
OG0007153	XP_017789686.1	XP_971137.1
OG0007154	XP_017797855.1	XP_971457.1
OG0007155	XP_017798415.1	XP_008199264.1
OG0007156	XP_017787484.1	XP_971047.1
OG0007157	XP_017799091.1	XP_008190697.1
OG0007158	XP_017792026.1	XP_015838005.1
OG0007159	XP_017789866.1	XP_966996.1
OG0007160	XP_017797777.1	XP_969040.2
OG0007161	XP_017799060.1	XP_967197.1
OG0007162	XP_017787364.1	XP_008192313.1
OG0007163	XP_017789099.1	NP_001103903.1
OG0007164	XP_017795423.1	XP_973842.1
OG0007165	XP_017799570.1	XP_008194930.1
OG0007166	XP_017787768.1	XP_967328.1
OG0007168	XP_017788122.1	XP_974633.1
OG0007169	XP_017795186.1	XP_969130.2
OG0007171	XP_017799202.1	XP_969670.3
OG0007173	XP_017788130.1	XP_974792.1
OG0007174	XP_017790675.1	XP_975635.1
OG0007175	XP_017796798.1	XP_968222.2
OG0007176	XP_017798623.1	XP_008199627.1
OG0007177	XP_017798211.1	XP_008199911.1
OG0007178	XP_017798202.1	XP_969971.1
OG0007179	XP_017789253.1	XP_015838696.1
OG0007180	XP_017791740.1	XP_015838690.1
OG0007181	XP_017794793.1	XP_008198645.1, XP_008198647.1
OG0007182	XP_017788775.1	XP_968551.1
OG0007183	XP_017796145.1	XP_008195882.1
OG0007184	XP_017793809.1	XP_015832906.1
OG0007185	XP_017796040.1	XP_008196296.1
OG0007186	XP_017789319.1	XP_015839447.1
OG0007187	XP_017790867.1	XP_968231.1
OG0007188	XP_017793392.1	XP_971149.1
OG0007189	XP_017792242.1	XP_015838931.1, NP_001036036.1
OG0007190	XP_017792054.1	XP_969008.2
OG0007192	XP_017794052.1	XP_975105.3
OG0007193	XP_017799606.1	XP_008201042.1
OG0007194	XP_017788866.1	XP_008201563.1
OG0007195	XP_017789528.1	XP_001815629.1
OG0007197	XP_017790649.1	XP_008195661.1
OG0007198	XP_017794934.1	XP_975504.1
OG0007200	XP_017797593.1	XP_008190461.1
OG0007201	XP_017793371.1	XP_008192657.1
OG0007202	XP_017796434.1	XP_001811434.1
OG0007203	XP_017790606.1, XP_017790605.1	XP_001814107.1
OG0007205	XP_017789838.1	XP_008197825.1
OG0007206	XP_017790879.1	XP_008195323.1
OG0007208	XP_017794194.1	XP_968840.1
OG0007209	XP_017788860.1	XP_008195715.1
OG0007210	XP_017789081.1	XP_015840541.1
OG0007211	XP_017795211.1	XP_008193025.1
OG0007212	XP_017790846.1	XP_966496.1
OG0007213	XP_017791701.1	XP_015835477.1
OG0007214	XP_017793592.1	XP_015837044.1, NP_001034536.1
OG0007216	XP_017787504.1	XP_015833514.1
OG0007217	XP_017792891.1	XP_008194411.1
OG0007218	XP_017790805.1	XP_001815244.2
OG0007219	XP_017790995.1	XP_008199269.2
OG0007220	XP_017798386.1	XP_971766.1
OG0007221	XP_017796572.1	XP_015840172.1, XP_015840182.1
OG0007222	XP_017789676.1	XP_973105.1
OG0007223	XP_017789727.1	XP_967839.1
OG0007225	XP_017791997.1	XP_971019.1
OG0007226	XP_017791094.1	XP_969731.1
OG0007227	XP_017794706.1	XP_968441.2
OG0007228	XP_017799199.1	XP_975059.2
OG0007229	XP_017795618.1	XP_975201.1
OG0007230	XP_017794075.1	XP_969003.3
OG0007231	XP_017792567.1	XP_008191602.1
OG0007232	XP_017796405.1	XP_969887.1
OG0007233	XP_017790474.1	NP_001034494.1
OG0007234	XP_017791797.1	XP_008200633.1
OG0007235	XP_017795904.1	XP_015838601.1
OG0007236	XP_017790926.1	XP_015834042.1
OG0007237	XP_017794079.1	XP_008198009.2
OG0007238	XP_017798728.1	XP_969925.2
OG0007239	XP_017792314.1	XP_967995.2
OG0007240	XP_017790538.1	XP_008198372.1
OG0007241	XP_017797711.1	XP_001812287.1
OG0007242	XP_017791187.1	XP_015840640.1
OG0007243	XP_017798122.1	XP_967524.1
OG0007244	XP_017790266.1	XP_008198257.1
OG0007245	XP_017788361.1	XP_973962.1
OG0007247	XP_017794514.1	XP_008193996.1
OG0007248	XP_017795989.1	XP_008195420.1
OG0007249	XP_017794811.1	XP_008191719.1
OG0007250	XP_017792389.1	XP_971879.2
OG0007251	XP_017792592.1	XP_969311.1
OG0007252	XP_017795661.1	XP_015833838.1
