Orthogroup	Habropoda_laboriosa	Aedes_aegypti
OG0005601	XP_017794336.1	XP_021694948.1
OG0005602	XP_017788331.1	XP_021694074.1
OG0005603	XP_017798314.1	XP_021692939.1
OG0005604	XP_017796828.1	XP_021697543.1
OG0005605	XP_017789248.1, XP_017789250.1	XP_001661622.1
OG0005606	XP_017792407.1	XP_021699592.1, XP_021699583.1
OG0005607	XP_017788646.1	XP_021708900.1
OG0005608	XP_017793749.1	XP_001658264.2
OG0005609	XP_017796946.1	XP_021696080.1
OG0005610	XP_017796945.1	XP_021696083.1
OG0005611	XP_017791721.1	XP_021706163.1
OG0005612	XP_017795726.1	XP_001659705.2
OG0005613	XP_017791952.1	XP_001649210.1
OG0005614	XP_017790763.1	XP_021693091.1
OG0005615	XP_017791799.1	XP_021713162.1, XP_001658107.2, XP_021712560.1
OG0005616	XP_017790139.1	XP_021706703.1
OG0005617	XP_017794963.1	XP_021693314.1
OG0005618	XP_017798543.1	XP_021700091.1, XP_021700092.1
OG0005619	XP_017788058.1	XP_001656563.1
OG0005620	XP_017795168.1	XP_001649256.2
OG0005621	XP_017797662.1, XP_017797666.1	XP_021707763.1
OG0005622	XP_017791804.1	XP_021705109.1, XP_001651895.1
OG0005623	XP_017787766.1	XP_001650896.2
OG0005624	XP_017788881.1	XP_001654311.1
OG0005625	XP_017796907.1	XP_021702622.1
OG0005626	XP_017797981.1	XP_021694519.1
OG0005627	XP_017793428.1	XP_021698114.1
OG0005628	XP_017789825.1	XP_001664064.2
OG0005629	XP_017795603.1	XP_001649208.2
OG0005630	XP_017799523.1	XP_021694041.1
OG0005631	XP_017799155.1	XP_021709999.1
OG0005632	XP_017788618.1	XP_021696132.1
OG0005633	XP_017790513.1	XP_021706616.1
OG0005634	XP_017788299.1	XP_021704529.1
OG0005635	XP_017788011.1	XP_001656010.2
OG0005637	XP_017792961.1	XP_021713334.1
OG0005638	XP_017796225.1	XP_021697328.1, XP_021697327.1, XP_011493059.2, XP_001653719.2
OG0005639	XP_017795350.1	XP_021710800.1
OG0005640	XP_017787761.1	XP_021695966.1
OG0005641	XP_017798727.1	XP_021712883.1, XP_021712880.1, XP_021712879.1, XP_021712882.1, XP_021712881.1, XP_001658094.2
OG0005642	XP_017793005.1	XP_021708469.1
OG0005643	XP_017793571.1	XP_021702637.1
OG0005644	XP_017790833.1	XP_001658977.2, XP_021708701.1, XP_001663362.1
OG0005645	XP_017798979.1	XP_001649398.2
OG0005646	XP_017797233.1	XP_021698438.1
OG0005647	XP_017793472.1	XP_001659861.2
OG0005649	XP_017797808.1	XP_001657570.1
OG0005650	XP_017792987.1	XP_001662902.1
OG0005651	XP_017795841.1	XP_001653377.1
OG0005652	XP_017794235.1	XP_021694834.1, XP_021694835.1
OG0005653	XP_017795227.1	XP_021706793.1
OG0005654	XP_017793340.1	XP_021706270.1
OG0005655	XP_017798869.1	XP_021703045.1
OG0005656	XP_017788103.1	XP_001660834.1, XP_021704340.1
OG0005657	XP_017795098.1	XP_021707808.1, XP_021707809.1
OG0005658	XP_017792889.1	XP_021700085.1
OG0005659	XP_017796601.1	XP_021708544.1
OG0005660	XP_017790831.1	XP_001654548.2, XP_021693462.1
OG0005661	XP_017789572.1	XP_001654405.1
OG0005662	XP_017788930.1	XP_021703538.1
OG0005663	XP_017795976.1	XP_001663412.1, XP_021712944.1
OG0005664	XP_017787816.1	XP_001656223.1
OG0005665	XP_017789887.1	XP_021703934.1
OG0005666	XP_017789947.1	XP_021705904.1
OG0005667	XP_017795324.1	XP_001654880.1
OG0005668	XP_017790821.1	XP_021703193.1
OG0005669	XP_017788508.1	XP_021697834.1
OG0005670	XP_017796636.1	XP_021693210.1
OG0005671	XP_017794020.1	XP_001661219.1
OG0005672	XP_017788692.1	XP_011493097.1
OG0005673	XP_017795572.1	XP_001650875.1
OG0005674	XP_017790450.1	XP_021712744.1
OG0005675	XP_017796741.1	XP_021707022.1
OG0005676	XP_017793689.1	XP_021710890.1
OG0005677	XP_017791037.1	XP_001659262.2
OG0005678	XP_017796059.1	XP_021713415.1
OG0005679	XP_017796536.1, XP_017796544.1	XP_021699347.1
OG0005682	XP_017798364.1	XP_021703270.1
OG0005683	XP_017789495.1	XP_021699209.1
OG0005684	XP_017787888.1	XP_021708011.1
OG0005685	XP_017792451.1	XP_021698257.1
OG0005686	XP_017792858.1	XP_021702395.1
OG0005687	XP_017794150.1	XP_021708013.1
OG0005688	XP_017792775.1	XP_021706983.1
OG0005689	XP_017789900.1	XP_021704159.1
OG0005690	XP_017789760.1	XP_021710519.1
OG0005691	XP_017793070.1	XP_001664223.1
OG0005692	XP_017788535.1	XP_021698874.1
OG0005693	XP_017791027.1	XP_001659295.2
OG0005695	XP_017795131.1	XP_001648087.1
OG0005696	XP_017795577.1	XP_021709415.1
OG0005697	XP_017789074.1	XP_021700878.1
OG0005698	XP_017792282.1	XP_021697754.1
OG0005699	XP_017794411.1	XP_021711309.1
OG0005700	XP_017789194.1	XP_021693854.1, XP_021693870.1
OG0005701	XP_017790408.1	XP_021709128.1
OG0005702	XP_017794694.1	XP_021701030.1, XP_021701029.1
OG0005704	XP_017790709.1	XP_001653286.2
OG0005705	XP_017793893.1	XP_021711437.1
OG0005706	XP_017797891.1	XP_021710240.1
OG0005707	XP_017792915.1	XP_021707695.1
OG0005708	XP_017797675.1	XP_021693132.1
OG0005709	XP_017790002.1	XP_001662634.2
OG0005710	XP_017793216.1	XP_021708830.1, XP_021711825.1
OG0005711	XP_017792794.1	XP_001650511.2
OG0005712	XP_017794641.1	XP_001660921.1
OG0005713	XP_017796309.1	XP_001656738.1
OG0005714	XP_017796425.1	XP_021699693.1
OG0005715	XP_017793744.1	XP_021702211.1
OG0005716	XP_017796707.1	XP_021707235.1
OG0005717	XP_017799248.1	XP_021708798.1
OG0005718	XP_017792562.1	XP_001661139.1
OG0005719	XP_017792396.1	XP_021695903.1, XP_021695904.1
OG0005721	XP_017795465.1	XP_001659247.1
OG0005722	XP_017792394.1	XP_021699580.1
OG0005724	XP_017797355.1	XP_001658297.1
OG0005725	XP_017798632.1	XP_021708086.1
OG0005726	XP_017793194.1	XP_021710262.1, XP_021711907.1
OG0005727	XP_017795010.1	XP_021706187.1
OG0005728	XP_017787538.1	XP_001658963.1
OG0005729	XP_017796113.1	XP_021710239.1
OG0005730	XP_017789118.1	XP_001657231.1
OG0005732	XP_017796669.1	XP_001659130.2
OG0005733	XP_017795727.1	XP_001652387.1
OG0005734	XP_017798379.1	XP_001654071.1
OG0005735	XP_017793842.1	XP_021707136.1
OG0005736	XP_017798230.1	XP_021701842.1, XP_001658464.2
OG0005737	XP_017793973.1	XP_021709659.1
OG0005738	XP_017798354.1	XP_021707684.1
OG0005740	XP_017797204.1	XP_001664113.2
OG0005741	XP_017795178.1	XP_001659131.2
OG0005742	XP_017791587.1	XP_021708526.1, XP_021708522.1
OG0005743	XP_017796119.1	XP_021694724.1
OG0005744	XP_017788478.1	XP_001652102.2
OG0005745	XP_017790454.1	XP_021708396.1, XP_001659006.2, XP_021711743.1, XP_021711744.1
OG0005746	XP_017792185.1	XP_001655140.1
OG0005747	XP_017793683.1	XP_001651608.1
OG0005748	XP_017791139.1	XP_021704788.1
OG0005749	XP_017787414.1	XP_021711360.1
OG0005750	XP_017793779.1	XP_001661373.2
OG0005751	XP_017787644.1	XP_021712079.1, XP_001653614.2
OG0005752	XP_017799137.1	XP_021701680.1
OG0005753	XP_017796771.1, XP_017794320.1	YP_009389267.1
OG0005754	XP_017799597.1, XP_017799596.1	XP_001647695.2
OG0005755	XP_017794154.1	XP_001648157.1
OG0005756	XP_017787375.1	XP_001648276.2, XP_001648277.2
OG0005757	XP_017787758.1	XP_001648484.2
OG0005758	XP_017793323.1	XP_001648725.1, XP_001648727.1, XP_001648726.1
OG0005759	XP_017799207.1	XP_001649191.2, XP_021703003.1, XP_021703001.1
OG0005760	XP_017792173.1	XP_001649382.2
OG0005761	XP_017799345.1	XP_001651005.2
OG0005762	XP_017794809.1	XP_001651967.2
OG0005763	XP_017792016.1	XP_001652439.1
OG0005764	XP_017791674.1	XP_001652932.1
OG0005765	XP_017797361.1	XP_001653029.1
OG0005766	XP_017793082.1	XP_001653462.1
OG0005767	XP_017797780.1	XP_001654174.2
OG0005768	XP_017796513.1, XP_017796514.1	XP_001654308.1, XP_011493529.1
OG0005769	XP_017796931.1	XP_001654894.1
OG0005770	XP_017793337.1	XP_001655423.2
OG0005771	XP_017797460.1	XP_001655489.1, XP_001655487.1, XP_021707422.1, XP_021707421.1
OG0005772	XP_017792883.1	XP_001655911.1
OG0005773	XP_017789960.1	XP_001655996.2
OG0005774	XP_017797901.1	XP_001656458.2
OG0005775	XP_017788880.1	XP_001656558.1
OG0005776	XP_017789418.1	XP_001656615.2
OG0005777	XP_017798030.1	XP_001656679.2
OG0005778	XP_017799578.1	XP_001658235.3
OG0005779	XP_017791475.1	XP_001658394.2
OG0005780	XP_017787834.1	XP_001658432.1
OG0005781	XP_017792829.1	XP_021712236.1, XP_001658596.1
OG0005782	XP_017790049.1	XP_001658869.1
OG0005783	XP_017799031.1	XP_001658967.2
OG0005784	XP_017790298.1	XP_001660021.2
OG0005786	XP_017792441.1	XP_001660806.2
OG0005787	XP_017791472.1	XP_001662150.1
OG0005788	XP_017792846.1	XP_021701704.1, XP_001662959.1
OG0005789	XP_017794057.1	XP_021693093.1
OG0005790	XP_017798521.1	XP_021693209.1, XP_021694927.1
OG0005791	XP_017788598.1	XP_021694939.1, XP_021694940.1
OG0005792	XP_017794383.1	XP_021694976.1
OG0005793	XP_017790146.1	XP_021695576.1
OG0005794	XP_017791331.1	XP_021696606.1
OG0005795	XP_017794453.1	XP_021697337.1
OG0005796	XP_017795955.1	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1
OG0005797	XP_017795280.1	XP_021713257.1, XP_021698889.1
OG0005798	XP_017790161.1	XP_021700109.1
OG0005799	XP_017793409.1	XP_021700428.1
OG0005800	XP_017797329.1	XP_021700476.1
OG0005801	XP_017791224.1	XP_021701068.1
OG0005802	XP_017791871.1	XP_021701217.1
OG0005803	XP_017791028.1	XP_021701525.1, XP_021709660.1
OG0005804	XP_017792548.1	XP_021702264.1
OG0005805	XP_017799471.1	XP_021702499.1
OG0005806	XP_017799395.1	XP_021703206.1
OG0005807	XP_017798410.1	XP_021703985.1
OG0005808	XP_017789322.1	XP_021704643.1
OG0005809	XP_017789110.1	XP_021704878.1, XP_021704880.1
OG0005810	XP_017798991.1	XP_021705482.1
OG0005811	XP_017796133.1	XP_021705974.1
OG0005812	XP_017787938.1	XP_021706292.1
OG0005813	XP_017789282.1	XP_021706702.1
OG0005814	XP_017796510.1	XP_021712012.1, XP_021708780.1
OG0005815	XP_017790284.1	XP_021710073.1
OG0005816	XP_017791415.1	XP_021710192.1
OG0005817	XP_017798402.1	XP_021713411.1
OG0005845	XP_017791556.1	XP_021701334.1
OG0005846	XP_017788297.1	XP_001651796.1
OG0005847	XP_017798712.1	XP_001649125.1
OG0005848	XP_017794899.1	XP_021709631.1
OG0005849	XP_017796393.1	XP_001655005.1
OG0005850	XP_017796394.1	XP_001648107.1, XP_001648108.1
OG0005851	XP_017795461.1	XP_001647834.1
OG0005852	XP_017789987.1	XP_001661827.1
OG0005853	XP_017798172.1	XP_021712413.1, XP_001648567.1
OG0005854	XP_017793802.1	XP_021701840.1
OG0005855	XP_017797810.1	XP_001660320.1
OG0005856	XP_017795079.1	XP_001655376.1
OG0005857	XP_017791501.1	XP_001659139.1
OG0005858	XP_017795036.1	XP_001655992.1
OG0005859	XP_017795228.1	XP_001655159.1
OG0005860	XP_017799564.1	XP_011493218.1
OG0005861	XP_017794338.1	XP_021703642.1
OG0005862	XP_017790110.1	XP_021704087.1
OG0005863	XP_017792831.1	XP_021695920.1
OG0005864	XP_017790376.1	XP_001659904.1
OG0005865	XP_017793948.1	XP_001661551.2
OG0005866	XP_017788818.1	XP_021703581.1, XP_021703582.1
OG0005867	XP_017789985.1	XP_021701161.1, XP_001650904.1
OG0005868	XP_017793115.1	XP_001652665.1
OG0005869	XP_017793866.1	XP_001651182.2
OG0005870	XP_017796515.1	XP_001658185.1
OG0005871	XP_017795332.1	XP_001653151.2
OG0005872	XP_017798162.1	XP_001648064.1
OG0005873	XP_017787689.1	XP_001656828.1
OG0005875	XP_017799125.1	XP_001657213.1
OG0005876	XP_017798397.1	XP_001656000.1
OG0005877	XP_017792303.1	XP_021699957.1
OG0005878	XP_017795287.1	XP_021710242.1
OG0005879	XP_017789269.1	XP_001656310.2
OG0005880	XP_017794959.1	XP_001650442.1
OG0005881	XP_017793256.1	XP_001652542.1, XP_001658052.2
OG0005882	XP_017798416.1	XP_021712825.1, XP_001657476.1
OG0005883	XP_017796089.1	XP_001658323.1
OG0005884	XP_017790154.1	XP_001656814.2
OG0005885	XP_017789160.1	XP_021706593.1
OG0005886	XP_017791199.1	XP_001650844.2
OG0005887	XP_017792214.1	XP_001658790.2
OG0005888	XP_017793288.1	XP_001648060.1
OG0005889	XP_017798243.1	XP_001656504.1
OG0005890	XP_017793874.1	XP_021697115.1
OG0005891	XP_017793191.1	XP_001650980.2
OG0005892	XP_017792699.1	XP_001663129.1
OG0005893	XP_017790411.1	XP_001650506.1
OG0005894	XP_017794379.1	XP_001658389.1
OG0005895	XP_017795486.1	XP_001654974.1
OG0005896	XP_017799532.1	XP_001652273.1
OG0005897	XP_017797352.1	XP_001662944.2
OG0005898	XP_017798010.1	XP_001662341.2
OG0005899	XP_017797327.1	XP_021706104.1, XP_001655818.2
OG0005900	XP_017789463.1	XP_001653076.1
OG0005901	XP_017793126.1	XP_001656446.1
OG0005902	XP_017792508.1, XP_017794486.1	XP_001655849.1
OG0005903	XP_017799203.1	XP_001654091.1
OG0005904	XP_017797303.1	XP_001654851.1
OG0005905	XP_017791720.1	XP_001662201.1
OG0005906	XP_017794746.1	XP_001657133.1
OG0005907	XP_017794700.1	XP_001652167.1
OG0005908	XP_017794364.1	XP_021702147.1
OG0005909	XP_017797481.1	XP_021702823.1
OG0005910	XP_017790147.1	XP_021701319.1
OG0005911	XP_017799498.1	XP_021702328.1
OG0005912	XP_017791616.1	XP_001652052.1
OG0005913	XP_017796980.1	XP_001654707.1
OG0005915	XP_017787831.1	XP_001659682.2
OG0005916	XP_017797897.1	XP_021712109.1, XP_001649019.1
OG0005917	XP_017790949.1	XP_001658907.1
OG0005918	XP_017791771.1	XP_001653814.1
OG0005919	XP_017797498.1	XP_001655512.2
OG0005920	XP_017790733.1	XP_001655146.1
OG0005921	XP_017789414.1	XP_021707753.1
OG0005922	XP_017788597.1	XP_001663929.2
OG0005923	XP_017795534.1, XP_017795449.1	XP_001663469.1
OG0005924	XP_017794710.1	XP_001663087.2
OG0005925	XP_017794788.1	XP_001652288.1, XP_021712654.1
OG0005926	XP_017798130.1	XP_001658165.2
OG0005927	XP_017794748.1	XP_001650598.2
OG0005928	XP_017791855.1	XP_001658413.1
OG0005929	XP_017797217.1	XP_001664192.2
OG0005930	XP_017789729.1	XP_001657637.2
OG0005931	XP_017797886.1	XP_001655305.2
OG0005932	XP_017793798.1	XP_001658955.1
OG0005933	XP_017789707.1	XP_001655787.1
OG0005934	XP_017789821.1	XP_001649339.1
OG0005935	XP_017798825.1	XP_021693196.1
OG0005936	XP_017793110.1	XP_001650607.1
OG0005937	XP_017794771.1	XP_021705245.1
OG0005938	XP_017799035.1	XP_001650252.1
OG0005939	XP_017787606.1	XP_001648368.1
OG0005940	XP_017794258.1	XP_001658877.1
OG0005941	XP_017796053.1	XP_001651592.1
OG0005942	XP_017793921.1	XP_001658980.2
OG0005943	XP_017794553.1, XP_017794552.1	XP_001656556.3
OG0005944	XP_017787407.1	XP_001657418.1, XP_021711980.1
OG0005945	XP_017789109.1	XP_021702014.1
OG0005946	XP_017792798.1	XP_021706173.1
OG0005947	XP_017791152.1	XP_001657467.1
OG0005948	XP_017799119.1	XP_001658945.1
OG0005949	XP_017792153.1, XP_017792152.1	XP_021700021.1
OG0005950	XP_017794141.1	XP_021697148.1, XP_021697149.1, XP_021697150.1, XP_021697147.1
OG0005951	XP_017790171.1	XP_001648343.1
OG0005952	XP_017798176.1	XP_021706990.1
OG0005954	XP_017792635.1	XP_021705988.1
OG0005956	XP_017797769.1	XP_001656371.1
OG0005957	XP_017789941.1	XP_001658066.2, XP_001652469.2
OG0005958	XP_017794466.1	XP_021704184.1
OG0005959	XP_017797354.1	XP_001663472.2
OG0005960	XP_017789594.1	XP_001654684.1
OG0005961	XP_017791725.1	XP_001655459.2
OG0005962	XP_017788531.1	XP_001661327.1
OG0005963	XP_017795344.1	XP_001662374.1
OG0005965	XP_017798005.1	XP_021702732.1
OG0005966	XP_017798738.1	XP_001656796.2
OG0005967	XP_017798668.1	XP_021698314.1
OG0005968	XP_017795674.1	XP_001660155.1
OG0005969	XP_017798503.1	XP_001648601.2
OG0005970	XP_017789155.1	XP_001648630.1
OG0005971	XP_017795483.1	XP_001664075.2, XP_021699358.1, XP_001664073.1, XP_001650394.1
OG0005973	XP_017796970.1	XP_021696447.1
OG0005974	XP_017788468.1	XP_021711869.1, XP_001656848.2
OG0005975	XP_017790785.1	XP_001661410.2
OG0005976	XP_017789353.1	XP_001663356.2
OG0005977	XP_017793187.1	XP_001661520.1
OG0005978	XP_017794468.1	XP_021699960.1
OG0005979	XP_017794510.1	XP_001652782.1
OG0005980	XP_017789171.1	XP_001657933.2
OG0005981	XP_017790055.1	XP_001663282.1
OG0005982	XP_017795672.1	XP_001647963.1
OG0005983	XP_017795179.1	XP_001651798.1
OG0005984	XP_017796317.1	XP_001655177.1
OG0005985	XP_017792167.1	XP_001660797.2
OG0005986	XP_017798288.1	XP_001652173.1
OG0005987	XP_017792354.1	XP_001659332.1
OG0005988	XP_017792719.1	XP_001651019.1
OG0005989	XP_017798199.1	XP_001659177.2
OG0005990	XP_017788421.1	XP_001663059.1, XP_021702043.1
OG0005991	XP_017796865.1	XP_001663717.1
OG0005992	XP_017789139.1	XP_001657494.2
OG0005993	XP_017798890.1	XP_021710266.1
OG0005994	XP_017796929.1	XP_001658149.1
OG0005995	XP_017798388.1	XP_001656059.1
OG0005996	XP_017791100.1	XP_001648370.1
OG0005997	XP_017789584.1	XP_001661638.1
OG0005998	XP_017796206.1	XP_001663263.1
OG0005999	XP_017790097.1	XP_001647934.2
OG0006000	XP_017796289.1	XP_021694846.1
OG0006001	XP_017799053.1	XP_001652823.2
OG0006002	XP_017797206.1	XP_021694973.1
OG0006003	XP_017787498.1	XP_001661201.1
OG0006004	XP_017790633.1	XP_021700664.1
OG0006005	XP_017787862.1	XP_021697915.1
OG0006006	XP_017797371.1	XP_021706799.1
OG0006007	XP_017798148.1	XP_021693531.1
OG0006008	XP_017792388.1	XP_021704210.1
OG0006009	XP_017797431.1	XP_001661450.1
OG0006010	XP_017793775.1	XP_021713400.1, XP_021708566.1
OG0006011	XP_017795232.1	XP_011493072.1
OG0006012	XP_017796471.1	XP_001656445.1
OG0006013	XP_017787710.1	XP_001651356.2
OG0006014	XP_017794342.1	XP_001658437.2
OG0006015	XP_017788681.1	XP_001653427.2
OG0006016	XP_017791798.1	XP_001661948.1
OG0006017	XP_017794274.1	XP_021694297.1, XP_021711896.1
OG0006018	XP_017790602.1	XP_021695067.1
OG0006019	XP_017792462.1	XP_001649511.2
OG0006020	XP_017797503.1	XP_021699051.1
OG0006021	XP_017791825.1	XP_021711092.1
OG0006022	XP_017794497.1	XP_001655300.2
OG0006023	XP_017790745.1	XP_001655231.2
OG0006024	XP_017798807.1	XP_021708658.1
OG0006025	XP_017790028.1	XP_021705604.1
OG0006026	XP_017796752.1	XP_001648996.2
OG0006027	XP_017797473.1	XP_021706774.1
OG0006028	XP_017790260.1	XP_021704838.1
OG0006029	XP_017799468.1	XP_021695918.1
OG0006031	XP_017797528.1	XP_021703577.1
OG0006032	XP_017798628.1	XP_021695290.1
OG0006033	XP_017791019.1	XP_021697075.1
OG0006034	XP_017791657.1	XP_021704323.1
OG0006035	XP_017795636.1	XP_001652627.2, XP_021709724.1
OG0006036	XP_017792351.1	XP_001661928.2
OG0006037	XP_017794893.1	XP_021697880.1
OG0006038	XP_017797635.1	XP_011493159.2
OG0006039	XP_017798063.1	XP_021694425.1
OG0006040	XP_017796397.1	XP_001648109.1
OG0006041	XP_017798879.1	XP_001659197.1
OG0006042	XP_017795217.1	XP_021697520.1
OG0006043	XP_017799241.1	XP_021697029.1
OG0006044	XP_017794077.1	XP_021712133.1, XP_021699888.1
OG0006045	XP_017794508.1	XP_001652784.1
OG0006046	XP_017793960.1	XP_021713379.1
OG0006047	XP_017795571.1	XP_021701486.1
OG0006048	XP_017795729.1	XP_021712433.1, XP_001655696.1
OG0006049	XP_017790494.1	XP_001654429.1
OG0006050	XP_017794455.1	XP_021704493.1, XP_001656074.1
OG0006051	XP_017795441.1	XP_021701146.1
OG0006052	XP_017790956.1	XP_001652129.1
OG0006053	XP_017788345.1	XP_001647995.2
OG0006054	XP_017788811.1	XP_001652050.1
OG0006055	XP_017792324.1	XP_001661907.1
OG0006056	XP_017789855.1	XP_021700723.1
OG0006057	XP_017788326.1	XP_001650717.1
OG0006058	XP_017794980.1	XP_001661185.1
OG0006059	XP_017789262.1	XP_021710439.1
OG0006060	XP_017788366.1	XP_021706897.1
OG0006061	XP_017799198.1	XP_021693611.1
OG0006062	XP_017796213.1	XP_001661254.1
OG0006063	XP_017791308.1	XP_001652386.1
OG0006064	XP_017798969.1	XP_021710500.1, XP_001658653.1
OG0006065	XP_017790426.1	XP_021695262.1
OG0006066	XP_017792692.1	XP_021704229.1
OG0006067	XP_017798866.1	XP_021711726.1, XP_001657519.1
OG0006069	XP_017799134.1	XP_021695392.1
OG0006070	XP_017797154.1	XP_021705981.1
OG0006071	XP_017795174.1	XP_001655028.1
OG0006072	XP_017798502.1	XP_001648636.2
OG0006073	XP_017788409.1	XP_001648929.2
OG0006074	XP_017795775.1	XP_011493488.1
OG0006075	XP_017788496.1	XP_021711453.1
OG0006076	XP_017793061.1	XP_021704446.1
OG0006077	XP_017799250.1	XP_001648973.2
OG0006078	XP_017789350.1	XP_001649736.1
OG0006079	XP_017799599.1	XP_001649558.1
OG0006080	XP_017788230.1	XP_021696913.1
OG0006081	XP_017787657.1	XP_021707579.1
OG0006082	XP_017794902.1	XP_001662847.2
OG0006083	XP_017799574.1	XP_021699758.1
OG0006084	XP_017792530.1	XP_021708363.1
OG0006085	XP_017790772.1	XP_021708770.1
OG0006086	XP_017795666.1	XP_001657223.1
OG0006087	XP_017798201.1	XP_021703167.1
OG0006088	XP_017798165.1	XP_001649522.2
OG0006089	XP_017790510.1	XP_021711510.1
OG0006090	XP_017792972.1	XP_001649776.1
OG0006091	XP_017787464.1	XP_001652330.2
OG0006092	XP_017795325.1	XP_001648652.1
OG0006093	XP_017787895.1	XP_021710072.1
OG0006094	XP_017799206.1	XP_021703004.1
OG0006095	XP_017790779.1	XP_001652810.1
OG0006096	XP_017796249.1	XP_001654349.2
OG0006097	XP_017790989.1	XP_021700082.1
OG0006098	XP_017787891.1	XP_021707208.1
OG0006099	XP_017791165.1	XP_021704688.1
OG0006100	XP_017789257.1	XP_021694071.1
OG0006101	XP_017797642.1	XP_021705817.1
OG0006102	XP_017788283.1	XP_021700393.1
OG0006103	XP_017789869.1	XP_001653341.1, XP_021702175.1
OG0006104	XP_017799256.1	XP_021702999.1
OG0006106	XP_017789710.1	XP_021700101.1
OG0006107	XP_017793947.1	XP_021709529.1
OG0006108	XP_017794932.1	XP_001655114.1
OG0006109	XP_017792862.1	XP_001656823.1
OG0006110	XP_017790188.1	XP_001659457.2
OG0006111	XP_017796625.1	XP_001664301.1
OG0006112	XP_017791466.1	XP_001655069.1
OG0006113	XP_017794968.1	XP_001654078.2
OG0006114	XP_017797899.1	XP_001654917.1
OG0006116	XP_017796816.1	XP_001659270.2, XP_001659269.1
OG0006117	XP_017790543.1	XP_021704644.1
OG0006118	XP_017797697.1	XP_001648749.2
OG0006119	XP_017794727.1	XP_021694181.1
OG0006120	XP_017797755.1	XP_021702450.1
OG0006121	XP_017798263.1	XP_001648670.1
OG0006123	XP_017797946.1	XP_021696504.1
OG0006124	XP_017792155.1	XP_001650201.1
OG0006125	XP_017794232.1, XP_017794229.1	XP_001656115.2
OG0006126	XP_017798366.1	XP_001649726.1
OG0006127	XP_017798091.1	XP_001660027.1
OG0006128	XP_017788882.1	XP_001656113.1
OG0006130	XP_017794053.1	XP_021702437.1
OG0006131	XP_017793778.1	XP_021694314.1
OG0006134	XP_017788090.1	XP_021713024.1
OG0006135	XP_017792158.1	XP_021701152.1
OG0006136	XP_017789405.1	XP_021699717.1
OG0006137	XP_017794204.1	XP_021695931.1, XP_021695922.1
OG0006138	XP_017789748.1	XP_021698409.1
OG0006139	XP_017791958.1	XP_001650883.1, XP_021696255.1, XP_021712153.1
OG0006140	XP_017787460.1	XP_021703752.1
OG0006141	XP_017793719.1	XP_021694661.1
OG0006142	XP_017791316.1	XP_001649217.2, XP_021705469.1
OG0006143	XP_017796829.1	XP_001654972.2, XP_021703376.1
OG0006144	XP_017794842.1	XP_021712876.1
OG0006145	XP_017797824.1	XP_001651673.1
OG0006147	XP_017788180.1	XP_021711767.1, XP_001658105.1
OG0006149	XP_017790386.1	XP_001660024.2
OG0006150	XP_017795638.1	XP_021710551.1
OG0006151	XP_017794722.1	XP_021702412.1
OG0006152	XP_017796935.1	XP_021696550.1
OG0006153	XP_017791903.1	XP_001649570.2
OG0006154	XP_017789080.1	XP_021696188.1
OG0006155	XP_017797260.1	XP_021707090.1
OG0006156	XP_017791564.1	XP_021700807.1
OG0006157	XP_017788318.1	XP_001657524.1
OG0006158	XP_017792796.1	XP_001660498.2
OG0006159	XP_017790088.1	XP_001655573.2
OG0006160	XP_017796280.1	XP_001655851.1
OG0006161	XP_017787549.1	XP_021701325.1
OG0006162	XP_017790403.1	XP_001661820.1
OG0006164	XP_017788045.1	XP_001657798.1
OG0006165	XP_017788005.1	XP_001649657.2, XP_021712847.1
OG0006166	XP_017794128.1	XP_001651530.1
OG0006167	XP_017791428.1	XP_021695783.1
OG0006168	XP_017791065.1	XP_001662181.2
OG0006169	XP_017799584.1	XP_001658177.2
OG0006170	XP_017788610.1	XP_001653613.1
OG0006171	XP_017789440.1	XP_001659248.1
OG0006172	XP_017788892.1	XP_001651760.1
OG0006173	XP_017787737.1	XP_021693381.1
OG0006174	XP_017796618.1	XP_001663011.1
OG0006175	XP_017794543.1	XP_021693796.1
OG0006176	XP_017791172.1	XP_021710504.1
OG0006177	XP_017796503.1	XP_021707996.1
OG0006178	XP_017787536.1	XP_021704112.1
OG0006179	XP_017790504.1	XP_021706244.1, XP_001648502.2
OG0006180	XP_017797963.1	XP_021695635.1
OG0006181	XP_017793248.1	XP_021696820.1
OG0006182	XP_017798615.1	XP_021708688.1
OG0006183	XP_017788592.1	XP_001653128.1
OG0006184	XP_017791184.1	XP_001662027.2
OG0006185	XP_017791039.1	XP_001654454.1
OG0006186	XP_017792248.1	XP_001648588.2
OG0006187	XP_017789702.1	XP_021694638.1
OG0006188	XP_017794685.1	XP_021707431.1
OG0006189	XP_017793213.1	XP_021711889.1, XP_021710220.1
OG0006191	XP_017797190.1	XP_011493301.2
OG0006192	XP_017792765.1	XP_001656421.2
OG0006193	XP_017794094.1	XP_001661836.1
OG0006194	XP_017796283.1	XP_021704882.1
OG0006195	XP_017790178.1	XP_001661894.2
OG0006196	XP_017797695.1	XP_001652824.1
OG0006197	XP_017796918.1	XP_001651465.2
OG0006199	XP_017789687.1	XP_001662260.1
OG0006200	XP_017791940.1	XP_001658056.1
OG0006201	XP_017791596.1	XP_001664046.2, XP_021701956.1
