Orthogroup	Habropoda_laboriosa	Megalopta_genalis
OG0007212	XP_017790846.1	XP_033324081.1
OG0007213	XP_017791701.1	XP_033323233.1
OG0007216	XP_017787504.1	XP_033337857.1
OG0007217	XP_017792891.1	XP_033335050.1
OG0007218	XP_017790805.1	XP_033328110.1
OG0007219	XP_017790995.1	XP_033325618.1
OG0007220	XP_017798386.1	XP_033326290.1
OG0007221	XP_017796572.1	XP_033332179.1
OG0007222	XP_017789676.1	XP_033334900.1
OG0007223	XP_017789727.1	XP_033327170.1
OG0007225	XP_017791997.1	XP_033322179.1
OG0007226	XP_017791094.1	XP_033325462.1
OG0007227	XP_017794706.1	XP_033332284.1
OG0007228	XP_017799199.1	XP_033328740.1
OG0007230	XP_017794075.1	XP_033327485.1
OG0007231	XP_017792567.1	XP_033321507.1
OG0007232	XP_017796405.1	XP_033326404.1
OG0007234	XP_017791797.1	XP_033327683.1
OG0007235	XP_017795904.1	XP_033342139.1
OG0007236	XP_017790926.1	XP_033330401.1
OG0007237	XP_017794079.1	XP_033337430.1
OG0007238	XP_017798728.1	XP_033335783.1
OG0007239	XP_017792314.1	XP_033340601.1
OG0007240	XP_017790538.1	XP_033333108.1
OG0007241	XP_017797711.1	XP_033330819.1
OG0007242	XP_017791187.1	XP_033337892.1
OG0007243	XP_017798122.1	XP_033343076.1
OG0007244	XP_017790266.1	XP_033334511.1
OG0007245	XP_017788361.1	XP_033340118.1
OG0007246	XP_017797388.1	XP_033341874.1
OG0007247	XP_017794514.1	XP_033333747.1
OG0007248	XP_017795989.1	XP_033338329.1
OG0007249	XP_017794811.1	XP_033341410.1
OG0007250	XP_017792389.1	XP_033340685.1
OG0007251	XP_017792592.1	XP_033330016.1
OG0007252	XP_017795661.1	XP_033333328.1
OG0007253	XP_017797434.1	XP_033342019.1
OG0007254	XP_017796396.1	XP_033341932.1
OG0007255	XP_017788351.1	XP_033326145.1
OG0007257	XP_017798896.1	XP_033329404.1
OG0007259	XP_017791668.1	XP_033331911.1
OG0007260	XP_017797788.1	XP_033336053.1
OG0007262	XP_017789175.1	XP_033321720.1
OG0007263	XP_017793835.1	XP_033327618.1
OG0007264	XP_017790838.1	XP_033326505.1
OG0007265	XP_017799215.1	XP_033328744.1
OG0007266	XP_017796580.1	XP_033324730.1, XP_033324731.1, XP_033324728.1
OG0007267	XP_017793102.1	XP_033342615.1, XP_033342616.1
OG0007268	XP_017788100.1	XP_033321767.1
OG0007270	XP_017790025.1	XP_033333162.1
OG0007271	XP_017793355.1	XP_033343053.1
OG0007272	XP_017788632.1	XP_033324042.1
OG0007273	XP_017789332.1	XP_033326200.1
OG0007274	XP_017799209.1	XP_033323000.1
OG0007275	XP_017791617.1	XP_033324866.1
OG0007276	XP_017789533.1	XP_033340593.1, XP_033340594.1
OG0007278	XP_017790212.1	XP_033329383.1
OG0007279	XP_017789738.1	XP_033337921.1
OG0007280	XP_017795745.1	XP_033333761.1
OG0007281	XP_017787811.1	XP_033340906.1
OG0007282	XP_017799568.1	XP_033332810.1
OG0007283	XP_017787445.1	XP_033327403.1
OG0007284	XP_017797209.1	XP_033324146.1
OG0007285	XP_017790292.1	XP_033334836.1
OG0007286	XP_017792183.1	XP_033324287.1
OG0007287	XP_017789331.1	XP_033327640.1
OG0007288	XP_017796947.1	XP_033327055.1
OG0007289	XP_017789126.1	XP_033322823.1
OG0007290	XP_017787804.1	XP_033340380.1
OG0007291	XP_017788092.1	XP_033323304.1
OG0007294	XP_017796738.1	XP_033322522.1
OG0007295	XP_017793440.1	XP_033329213.1
OG0007296	XP_017789180.1	XP_033339343.1
OG0007297	XP_017798012.1	XP_033327472.1
OG0007298	XP_017790751.1	XP_033324346.1
OG0007299	XP_017796248.1	XP_033325309.1
OG0007300	XP_017792265.1	XP_033340992.1
OG0007301	XP_017787947.1	XP_033333898.1
OG0007302	XP_017797879.1	XP_033339538.1
OG0007303	XP_017793614.1	XP_033332142.1
OG0007304	XP_017793540.1	XP_033341693.1
OG0007305	XP_017793039.1	XP_033342283.1
OG0007306	XP_017794505.1	XP_033327908.1
OG0007307	XP_017793381.1	XP_033334740.1
OG0007308	XP_017791373.1	XP_033335504.1
OG0007309	XP_017793211.1	XP_033330948.1
OG0007310	XP_017792116.1	XP_033330545.1
OG0007311	XP_017797137.1	XP_033327047.1
OG0007313	XP_017793360.1	XP_033342603.1
OG0007314	XP_017796116.1	XP_033336755.1
OG0007315	XP_017793565.1	XP_033329683.1
OG0007316	XP_017798067.1	XP_033338083.1
OG0007318	XP_017796042.1	XP_033337239.1
OG0007319	XP_017798019.1	XP_033337712.1
OG0007320	XP_017799216.1	XP_033341507.1
OG0007321	XP_017791189.1	XP_033331755.1
OG0007322	XP_017790234.1	XP_033329475.1
OG0007323	XP_017790900.1	XP_033331790.1
OG0007324	XP_017798142.1	XP_033327124.1
OG0007325	XP_017798109.1	XP_033326511.1
OG0007326	XP_017798076.1	XP_033336912.1
OG0007327	XP_017789029.1	XP_033321091.1
OG0007329	XP_017795851.1	XP_033325335.1
OG0007330	XP_017789482.1	XP_033340249.1
OG0007331	XP_017792630.1	XP_033330614.1
OG0007332	XP_017793447.1	XP_033342763.1
OG0007333	XP_017787646.1	XP_033324896.1, XP_033324897.1
OG0007334	XP_017798034.1	XP_033329926.1
OG0007335	XP_017792406.1	XP_033328442.1
OG0007336	XP_017789078.1	XP_033321063.1
OG0007337	XP_017792050.1	XP_033340040.1, XP_033340041.1
OG0007338	XP_017794863.1	XP_033335253.1
OG0007339	XP_017797381.1	XP_033333805.1
OG0007340	XP_017789031.1	XP_033321684.1
OG0007342	XP_017788780.1	XP_033330247.1
OG0007343	XP_017793112.1	XP_033343023.1
OG0007344	XP_017790444.1	XP_033330434.1
OG0007345	XP_017788260.1	XP_033323570.1
OG0007346	XP_017789266.1	XP_033342318.1
OG0007347	XP_017796456.1	XP_033341903.1
OG0007348	XP_017794016.1	XP_033337489.1
OG0007349	XP_017789511.1	XP_033321587.1
OG0007350	XP_017792323.1	XP_033331843.1
OG0007351	XP_017787461.1	XP_033337865.1
OG0007352	XP_017787709.1	XP_033339556.1
OG0007354	XP_017789089.1, XP_017789090.1	XP_033326887.1
OG0007355	XP_017794843.1	XP_033338859.1
OG0007356	XP_017797544.1	XP_033334433.1
OG0007357	XP_017799507.1	XP_033327897.1
OG0007358	XP_017795509.1	XP_033330832.1
OG0007359	XP_017796179.1	XP_033327174.1
OG0007360	XP_017798277.1	XP_033338063.1
OG0007361	XP_017791693.1	XP_033322011.1
OG0007362	XP_017793931.1	XP_033320940.1
OG0007363	XP_017788755.1	XP_033330243.1
OG0007364	XP_017793332.1	XP_033334928.1
OG0007365	XP_017791551.1	XP_033330543.1
OG0007366	XP_017798544.1	XP_033336506.1
OG0007367	XP_017793354.1	XP_033334558.1
OG0007368	XP_017795394.1	XP_033335585.1
OG0007369	XP_017791706.1	XP_033322060.1
OG0007370	XP_017791882.1	XP_033340974.1
OG0007371	XP_017793014.1	XP_033334693.1
OG0007372	XP_017798062.1	XP_033327234.1
OG0007373	XP_017796115.1	XP_033330980.1
OG0007374	XP_017795834.1	XP_033329148.1
OG0007375	XP_017793021.1	XP_033342333.1
OG0007376	XP_017789884.1	XP_033339310.1
OG0007377	XP_017789023.1	XP_033329178.1
OG0007378	XP_017790479.1	XP_033330478.1
OG0007379	XP_017792449.1	XP_033338452.1
OG0007380	XP_017798606.1	XP_033335786.1
OG0007381	XP_017790092.1	XP_033332762.1
OG0007382	XP_017799065.1	XP_033323069.1
OG0007383	XP_017794828.1	XP_033326107.1
OG0007384	XP_017788764.1	XP_033339091.1
OG0007385	XP_017794713.1	XP_033330835.1
OG0007386	XP_017797248.1	XP_033329789.1
OG0007387	XP_017791937.1	XP_033338366.1
OG0007388	XP_017795536.1	XP_033335126.1
OG0007390	XP_017795604.1	XP_033334982.1
OG0007391	XP_017798159.1	XP_033338077.1
OG0007392	XP_017792876.1	XP_033341255.1
OG0007394	XP_017789076.1	XP_033326863.1
OG0007395	XP_017798686.1	XP_033336521.1
OG0007396	XP_017787904.1	XP_033334426.1
OG0007397	XP_017797542.1	XP_033334463.1
OG0007398	XP_017789956.1	XP_033340949.1
OG0007399	XP_017792191.1	XP_033328218.1
OG0007400	XP_017796642.1	XP_033324794.1
OG0007401	XP_017790657.1	XP_033328093.1
OG0007402	XP_017787997.1	XP_033330810.1
OG0007403	XP_017796084.1	XP_033337274.1
OG0007404	XP_017791936.1	XP_033339771.1
OG0007405	XP_017789817.1	XP_033325935.1
OG0007406	XP_017787917.1	XP_033334420.1
OG0007407	XP_017799061.1	XP_033341440.1
OG0007409	XP_017797180.1	XP_033336903.1
OG0007410	XP_017799196.1	XP_033323021.1
OG0007412	XP_017792861.1	XP_033334674.1
OG0007413	XP_017792800.1	XP_033332474.1
OG0007414	XP_017789273.1	XP_033342620.1
OG0007415	XP_017789027.1	XP_033322762.1
OG0007416	XP_017798454.1	XP_033338820.1
OG0007417	XP_017788360.1	XP_033326164.1
OG0007418	XP_017787550.1	XP_033325078.1
OG0007419	XP_017795830.1	XP_033324832.1
OG0007420	XP_017790019.1	XP_033329510.1, XP_033329511.1, XP_033329512.1
OG0007422	XP_017798898.1	XP_033329409.1
OG0007423	XP_017794666.1	XP_033323883.1
OG0007424	XP_017794659.1	XP_033335770.1
OG0007425	XP_017788762.1	XP_033339300.1
OG0007426	XP_017793957.1	XP_033339318.1
OG0007427	XP_017797857.1	XP_033325316.1, XP_033325315.1, XP_033325317.1
OG0007428	XP_017799275.1	XP_033341147.1
OG0007429	XP_017794560.1	XP_033341390.1
OG0007430	XP_017791921.1	XP_033322431.1
OG0007431	XP_017797849.1	XP_033330991.1
OG0007432	XP_017789019.1	XP_033323742.1
OG0007433	XP_017791458.1	XP_033339738.1
OG0007435	XP_017797689.1	XP_033336653.1
OG0007436	XP_017795576.1	XP_033334840.1
OG0007437	XP_017793119.1	XP_033342347.1
OG0007438	XP_017795276.1	XP_033332374.1
OG0007439	XP_017789994.1	XP_033330440.1
OG0007440	XP_017794192.1	XP_033329969.1
OG0007442	XP_017793995.1	XP_033337359.1
OG0007443	XP_017792496.1	XP_033323026.1
OG0007444	XP_017798134.1	XP_033327092.1
OG0007445	XP_017795992.1	XP_033337152.1
OG0007447	XP_017788898.1	XP_033331455.1
OG0007448	XP_017791516.1, XP_017795866.1	XP_033329760.1
OG0007449	XP_017787397.1	XP_033330294.1
OG0007450	XP_017792280.1	XP_033331840.1
OG0007451	XP_017792225.1	XP_033328410.1
OG0007453	XP_017792552.1	XP_033335147.1
OG0007454	XP_017795663.1	XP_033340107.1
OG0007455	XP_017787803.1	XP_033340265.1
OG0007456	XP_017789026.1	XP_033322840.1
OG0007457	XP_017788518.1	XP_033322083.1
OG0007458	XP_017791926.1	XP_033321743.1
OG0007459	XP_017791698.1	XP_033323231.1
OG0007460	XP_017793862.1	XP_033320974.1
OG0007461	XP_017792423.1	XP_033338897.1
OG0007462	XP_017793929.1	XP_033320952.1
OG0007463	XP_017788290.1	XP_033340022.1
OG0007464	XP_017789490.1	XP_033339040.1
OG0007465	XP_017788850.1	XP_033331425.1
OG0007466	XP_017798594.1	XP_033336249.1
OG0007467	XP_017789460.1	XP_033321737.1
OG0007468	XP_017787678.1	XP_033332309.1
OG0007469	XP_017795323.1	XP_033323958.1
OG0007470	XP_017792676.1	XP_033339481.1
OG0007471	XP_017789000.1	XP_033331521.1
OG0007472	XP_017798372.1	XP_033338477.1
OG0007473	XP_017791079.1	XP_033329965.1
OG0007474	XP_017794792.1	XP_033341824.1
OG0007475	XP_017796088.1	XP_033332084.1
OG0007477	XP_017789878.1	XP_033334358.1
OG0007479	XP_017791675.1	XP_033322175.1
OG0007480	XP_017797494.1	XP_033339955.1
OG0007481	XP_017788323.1	XP_033340037.1
OG0007482	XP_017797419.1	XP_033322958.1
OG0007483	XP_017790970.1	XP_033325461.1
OG0007486	XP_017790665.1	XP_033324347.1
OG0007487	XP_017791765.1	XP_033323350.1
OG0007488	XP_017794558.1	XP_033332596.1
OG0007489	XP_017787528.1	XP_033325077.1
OG0007490	XP_017788379.1	XP_033341871.1
OG0007491	XP_017793120.1	XP_033335155.1, XP_033335154.1
OG0007492	XP_017791661.1	XP_033328370.1
OG0007493	XP_017788541.1	XP_033321732.1
OG0007494	XP_017792198.1	XP_033324130.1
OG0007495	XP_017792488.1	XP_033328861.1
OG0007496	XP_017790827.1	XP_033328192.1, XP_033328193.1
OG0007497	XP_017795406.1	XP_033331594.1
OG0007498	XP_017790029.1	XP_033329456.1
OG0007499	XP_017787649.1	XP_033329872.1
OG0007500	XP_017791915.1	XP_033329518.1, XP_033322417.1
OG0007501	XP_017794600.1	XP_033324024.1
OG0007502	XP_017789123.1, XP_017789122.1	XP_033322837.1, XP_033322839.1, XP_033322838.1, XP_033322836.1
OG0007503	XP_017790640.1	XP_033328164.1
OG0007504	XP_017794260.1	XP_033328971.1
OG0007505	XP_017797152.1	XP_033326957.1
OG0007506	XP_017789782.1	XP_033332074.1, XP_033332073.1
OG0007507	XP_017799427.1	XP_033339168.1
OG0007508	XP_017791688.1	XP_033322052.1
OG0007509	XP_017787545.1	XP_033338618.1
OG0007510	XP_017789952.1	XP_033340762.1
OG0007512	XP_017791794.1	XP_033325519.1
OG0007514	XP_017789974.1	XP_033331621.1
OG0007515	XP_017791819.1	XP_033322191.1
OG0007516	XP_017789680.1	XP_033327236.1, XP_033327235.1
OG0007517	XP_017798771.1	XP_033330896.1
OG0007518	XP_017791133.1	XP_033337928.1
OG0007519	XP_017790547.1	XP_033321548.1
OG0007521	XP_017789566.1	XP_033338110.1
OG0007522	XP_017795988.1	XP_033338327.1
OG0007523	XP_017794237.1	XP_033330473.1
OG0007525	XP_017790936.1	XP_033340999.1
OG0007526	XP_017788362.1	XP_033340080.1
OG0007527	XP_017790459.1	XP_033327347.1
OG0007528	XP_017789940.1	XP_033324417.1
OG0007529	XP_017796409.1	XP_033326396.1
OG0007530	XP_017791492.1	XP_033335241.1
OG0007531	XP_017793003.1	XP_033342711.1
OG0007532	XP_017792059.1	XP_033328300.1
OG0007533	XP_017788371.1	XP_033341795.1
OG0007534	XP_017797218.1	XP_033336763.1, XP_033336762.1, XP_033336761.1
OG0007535	XP_017799082.1	XP_033341187.1
OG0007536	XP_017797682.1	XP_033336263.1
OG0007537	XP_017789185.1	XP_033320816.1
OG0007538	XP_017788162.1	XP_033331268.1, XP_033331184.1
OG0007539	XP_017792603.1	XP_033330068.1
OG0007540	XP_017789950.1	XP_033331429.1
OG0007541	XP_017798904.1	XP_033329624.1, XP_033329623.1
OG0007542	XP_017790197.1	XP_033332944.1
OG0007543	XP_017790796.1	XP_033328172.1
OG0007544	XP_017792756.1	XP_033338215.1
OG0007545	XP_017791845.1, XP_017794684.1	XP_033340203.1
OG0007546	XP_017790053.1	XP_033330511.1
OG0007547	XP_017791421.1	XP_033325127.1
OG0007548	XP_017789919.1	XP_033329722.1
OG0007550	XP_017795202.1, XP_017795203.1	XP_033322727.1
OG0007551	XP_017788277.1	XP_033339925.1, XP_033323682.1
OG0007552	XP_017793685.1	XP_033324100.1
OG0007555	XP_017790639.1	XP_033328241.1
OG0007556	XP_017788525.1	XP_033338002.1
OG0007557	XP_017796347.1	XP_033333978.1
OG0007558	XP_017788671.1	XP_033324348.1
OG0007559	XP_017792486.1	XP_033322966.1
OG0007560	XP_017787881.1	XP_033334285.1
OG0007562	XP_017796834.1	XP_033329772.1
OG0007563	XP_017787571.1	XP_033325102.1
OG0007564	XP_017789235.1	XP_033342556.1
OG0007565	XP_017788253.1	XP_033340777.1
OG0007566	XP_017794394.1, XP_017794395.1	XP_033334335.1
OG0007567	XP_017789217.1	XP_033321213.1
OG0007569	XP_017790105.1	XP_033339095.1, XP_033339097.1
OG0007570	XP_017791454.1	XP_033339759.1, XP_033339758.1, XP_033339757.1, XP_033339756.1
OG0007571	XP_017796784.1	XP_033330962.1
OG0007572	XP_017796284.1	XP_033322318.1
OG0007574	XP_017794073.1	XP_033337609.1
OG0007575	XP_017792040.1, XP_017792041.1, XP_017792042.1	XP_033340188.1
OG0007576	XP_017799587.1	XP_033333288.1
OG0007577	XP_017790954.1	XP_033325686.1
OG0007578	XP_017795742.1	XP_033335540.1, XP_033336292.1
OG0007579	XP_017795002.1	XP_033338670.1
OG0007580	XP_017788564.1	XP_033337475.1
OG0007581	XP_017795842.1	XP_033341893.1
OG0007582	XP_017791991.1	XP_033337829.1
OG0007584	XP_017789285.1	XP_033342571.1
OG0007585	XP_017797545.1	XP_033342896.1
OG0007586	XP_017791796.1	XP_033327667.1
OG0007587	XP_017789696.1	XP_033339603.1, XP_033339602.1
OG0007588	XP_017796737.1	XP_033322524.1
OG0007589	XP_017790655.1	XP_033331150.1
OG0007590	XP_017790749.1	XP_033328185.1
OG0007591	XP_017795786.1	XP_033329132.1, XP_033329131.1, XP_033329130.1
OG0007592	XP_017790859.1	XP_033325891.1
OG0007593	XP_017794136.1	XP_033332936.1
OG0007595	XP_017798485.1	XP_033336250.1
OG0007596	XP_017795503.1	XP_033321461.1
OG0007597	XP_017796476.1	XP_033342203.1
OG0007598	XP_017789307.1	XP_033339016.1
OG0007599	XP_017796981.1	XP_033339378.1
OG0007604	XP_017796694.1	XP_033324847.1
OG0007606	XP_017791489.1	XP_033330040.1
OG0007607	XP_017799254.1	XP_033322910.1
OG0007609	XP_017791151.1	XP_033329960.1
OG0007610	XP_017794964.1	XP_033338684.1
OG0007612	XP_017792709.1	XP_033339406.1, XP_033339407.1
OG0007613	XP_017789790.1	XP_033332088.1
OG0007615	XP_017788730.1	XP_033330293.1
OG0007616	XP_017795326.1	XP_033323128.1
OG0007618	XP_017793859.1	XP_033320998.1
OG0007619	XP_017788407.1	XP_033323663.1
OG0007620	XP_017799494.1	XP_033327559.1
OG0007621	XP_017789905.1	XP_033329384.1
OG0007624	XP_017794616.1	XP_033323939.1
OG0007625	XP_017793122.1	XP_033342447.1
OG0007626	XP_017794190.1	XP_033327617.1
OG0007627	XP_017791036.1	XP_033328899.1
OG0007628	XP_017792176.1	XP_033334030.1
OG0007629	XP_017796011.1	XP_033338989.1
OG0007630	XP_017788520.1	XP_033332785.1
OG0007631	XP_017799100.1	XP_033328837.1
OG0007632	XP_017791245.1	XP_033331468.1
OG0007633	XP_017795656.1	XP_033328728.1
OG0007634	XP_017798286.1	XP_033338180.1
OG0007635	XP_017791791.1	XP_033340790.1
OG0007636	XP_017791101.1	XP_033337547.1
OG0007637	XP_017793843.1	XP_033320875.1
OG0007638	XP_017792092.1	XP_033331828.1
OG0007640	XP_017791553.1	XP_033330532.1
OG0007641	XP_017787580.1	XP_033322683.1
OG0007643	XP_017794865.1	XP_033326313.1
OG0007644	XP_017798759.1	XP_033335970.1
OG0007645	XP_017796131.1	XP_033322206.1, XP_033322218.1, XP_033321269.1, XP_033322221.1
OG0007647	XP_017792549.1	XP_033334680.1
OG0007648	XP_017789039.1	XP_033326852.1
OG0007649	XP_017788013.1	XP_033335775.1
OG0007650	XP_017797374.1	XP_033321291.1
OG0007652	XP_017787752.1	XP_033342185.1
OG0007654	XP_017797969.1	XP_033329911.1
OG0007655	XP_017798227.1	XP_033337089.1
OG0007657	XP_017788475.1	XP_033321757.1
OG0007658	XP_017790524.1	XP_033334012.1, XP_033334010.1, XP_033334011.1
OG0007659	XP_017796237.1	XP_033335170.1
OG0007660	XP_017796144.1	XP_033336857.1
OG0007661	XP_017796101.1	XP_033338019.1
OG0007662	XP_017789104.1	XP_033321039.1
OG0007663	XP_017792011.1	XP_033331461.1
OG0007664	XP_017790914.1	XP_033321437.1
OG0007665	XP_017787635.1	XP_033341533.1
OG0007666	XP_017796794.1	XP_033327160.1
OG0007668	XP_017796227.1	XP_033332356.1
OG0007669	XP_017791242.1	XP_033327420.1
OG0007670	XP_017791008.1	XP_033334387.1
OG0007672	XP_017787478.1	XP_033327577.1
OG0007673	XP_017793926.1	XP_033340724.1
OG0007674	XP_017790402.1	XP_033332769.1
OG0007675	XP_017799293.1	XP_033328540.1
OG0007676	XP_017789475.1	XP_033321741.1
OG0007677	XP_017793080.1	XP_033342934.1
OG0007678	XP_017793720.1	XP_033327754.1
OG0007679	XP_017788363.1	XP_033340017.1
OG0007680	XP_017797351.1	XP_033321300.1
OG0007681	XP_017797643.1	XP_033323729.1
OG0007684	XP_017790734.1	XP_033327974.1
OG0007685	XP_017792738.1	XP_033337848.1
OG0007686	XP_017790358.1	XP_033321578.1
OG0007687	XP_017797357.1	XP_033333466.1
OG0007688	XP_017791235.1	XP_033329955.1
OG0007689	XP_017787971.1	XP_033338721.1
OG0007690	XP_017792348.1	XP_033328497.1
OG0007692	XP_017792115.1, XP_017795748.1	XP_033333777.1
OG0007694	XP_017796226.1	XP_033332370.1
OG0007695	XP_017789856.1	XP_033334844.1
OG0007697	XP_017789691.1	XP_033335087.1
OG0007699	XP_017797474.1	XP_033340806.1
OG0007700	XP_017798496.1	XP_033336264.1
OG0007701	XP_017789291.1	XP_033342561.1
OG0007704	XP_017787884.1	XP_033341558.1
OG0007705	XP_017793118.1	XP_033342823.1
OG0007706	XP_017789712.1	XP_033321408.1
OG0007707	XP_017793724.1	XP_033327729.1
OG0007708	XP_017788261.1	XP_033323571.1
OG0007709	XP_017788653.1	XP_033321151.1
OG0007710	XP_017793553.1	XP_033320818.1
OG0007711	XP_017794407.1	XP_033326736.1
OG0007712	XP_017794752.1	XP_033324662.1
OG0007713	XP_017799131.1	XP_033341173.1
OG0007715	XP_017798914.1	XP_033329634.1
OG0007716	XP_017796564.1	XP_033342757.1
OG0007717	XP_017798537.1	XP_033336151.1
OG0007718	XP_017787455.1	XP_033324871.1
OG0007719	XP_017797757.1	XP_033335871.1
OG0007721	XP_017795311.1	XP_033321813.1
OG0007722	XP_017793808.1	XP_033326524.1
OG0007723	XP_017795700.1	XP_033341777.1
OG0007725	XP_017790660.1	XP_033324171.1, XP_033324170.1
OG0007726	XP_017788074.1	XP_033326300.1
OG0007728	XP_017798491.1	XP_033335943.1
OG0007729	XP_017796254.1	XP_033325299.1
OG0007730	XP_017788590.1	XP_033332787.1
OG0007731	XP_017797189.1	XP_033322570.1
OG0007732	XP_017795093.1	XP_033323795.1
OG0007733	XP_017797896.1	XP_033335565.1
OG0007735	XP_017791110.1	XP_033337893.1
OG0007736	XP_017794378.1	XP_033334306.1
OG0007738	XP_017790717.1	XP_033325714.1
OG0007739	XP_017790644.1	XP_033328137.1
OG0007740	XP_017789849.1	XP_033330197.1
OG0007741	XP_017799465.1	XP_033332570.1
OG0007742	XP_017787853.1	XP_033340060.1
OG0007744	XP_017791054.1	XP_033321377.1
OG0007745	XP_017798009.1	XP_033337666.1
OG0007746	XP_017790822.1	XP_033328083.1
OG0007747	XP_017789713.1	XP_033326785.1
OG0007748	XP_017795296.1	XP_033321828.1
OG0007749	XP_017789995.1	XP_033330488.1, XP_033330487.1
OG0007750	XP_017787688.1	XP_033339551.1
OG0007751	XP_017789462.1	XP_033321958.1
OG0007752	XP_017793142.1	XP_033342685.1
OG0007753	XP_017788752.1	XP_033332033.1
OG0007754	XP_017791637.1	XP_033331877.1
OG0007755	XP_017797268.1	XP_033337047.1
OG0007757	XP_017798333.1	XP_033338565.1, XP_033338560.1
OG0007758	XP_017795004.1	XP_033338746.1
OG0007759	XP_017797406.1	XP_033327880.1
OG0007760	XP_017793179.1	XP_033338631.1
OG0007763	XP_017798835.1	XP_033334049.1
OG0007764	XP_017793849.1	XP_033320889.1
OG0007768	XP_017794670.1	XP_033336585.1
OG0007769	XP_017788036.1	XP_033335866.1
OG0007770	XP_017794339.1	XP_033334007.1
OG0007771	XP_017787745.1	XP_033334247.1
OG0007772	XP_017794307.1	XP_033330722.1, XP_033330730.1
OG0007774	XP_017795267.1	XP_033322470.1
OG0007775	XP_017788648.1	XP_033328053.1, XP_033328038.1
OG0007776	XP_017793197.1	XP_033322999.1
OG0007777	XP_017794162.1	XP_033332200.1
OG0007779	XP_017796542.1	XP_033334183.1
OG0007780	XP_017788851.1	XP_033334326.1
OG0007781	XP_017791543.1	XP_033325430.1
OG0007782	XP_017792143.1	XP_033328059.1
OG0007783	XP_017798526.1	XP_033336560.1
OG0007784	XP_017797606.1	XP_033323780.1, XP_033323781.1
OG0007786	XP_017798909.1	XP_033329528.1
OG0007788	XP_017787741.1	XP_033340531.1
OG0007789	XP_017797283.1	XP_033336768.1
OG0007790	XP_017790465.1	XP_033333112.1
OG0007791	XP_017789726.1	XP_033327173.1
OG0007793	XP_017795328.1	XP_033323125.1
OG0007794	XP_017795092.1	XP_033323826.1
OG0007795	XP_017794577.1	XP_033328810.1
OG0007797	XP_017790531.1	XP_033333102.1
OG0007798	XP_017796706.1	XP_033342744.1
OG0007799	XP_017798732.1	XP_033336569.1
OG0007800	XP_017792264.1	XP_033340993.1
OG0007801	XP_017791128.1	XP_033322032.1
OG0007802	XP_017789303.1	XP_033339035.1
OG0007804	XP_017787590.1	XP_033334159.1
OG0007805	XP_017796862.1	XP_033342141.1
OG0007806	XP_017790199.1	XP_033329529.1
OG0007808	XP_017790517.1	XP_033332854.1
OG0007810	XP_017794295.1	XP_033331804.1
OG0007811	XP_017790157.1	XP_033339094.1
OG0007812	XP_017794272.1	XP_033329083.1, XP_033329075.1
OG0007813	XP_017798654.1	XP_033336536.1
OG0007814	XP_017787978.1	XP_033336453.1
OG0007815	XP_017789617.1	XP_033331416.1
OG0007816	XP_017799375.1	XP_033328527.1
OG0007817	XP_017791236.1	XP_033321825.1
OG0007818	XP_017797426.1	XP_033333816.1
OG0007820	XP_017792779.1	XP_033332505.1
OG0007821	XP_017788655.1	XP_033324389.1
OG0007822	XP_017789909.1	XP_033332783.1
OG0007823	XP_017790925.1	XP_033325881.1
OG0007824	XP_017794215.1	XP_033330849.1
OG0007826	XP_017795743.1	XP_033333770.1
OG0007828	XP_017793623.1	XP_033324234.1
OG0007829	XP_017794966.1	XP_033338613.1
OG0007830	XP_017797852.1	XP_033339530.1
OG0007832	XP_017794231.1	XP_033329594.1
OG0007833	XP_017794113.1	XP_033327513.1, XP_033337280.1
OG0007834	XP_017792302.1	XP_033340773.1
OG0007835	XP_017798447.1	XP_033338636.1
OG0007836	XP_017797292.1	XP_033326627.1
OG0007837	XP_017795041.1	XP_033335333.1
OG0007838	XP_017793338.1	XP_033334883.1
OG0007839	XP_017789184.1	XP_033326895.1
OG0007840	XP_017788634.1	XP_033324048.1
OG0007841	XP_017794625.1	XP_033331625.1
OG0007842	XP_017789959.1, XP_017789958.1	XP_033340964.1
OG0007843	XP_017799260.1	XP_033341133.1
OG0007844	XP_017789422.1	XP_033326613.1
OG0007845	XP_017798223.1	XP_033336916.1
OG0007846	XP_017792424.1	XP_033338653.1
OG0007848	XP_017792017.1	XP_033331816.1
OG0007849	XP_017796364.1	XP_033337494.1
OG0007850	XP_017788603.1	XP_033338003.1
OG0007851	XP_017798570.1	XP_033336179.1
OG0007852	XP_017790054.1	XP_033329447.1
OG0007853	XP_017791386.1	XP_033335518.1
OG0007855	XP_017797079.1, XP_017791024.1	XP_033334337.1
OG0007856	XP_017788455.1	XP_033337099.1
OG0007857	XP_017788613.1	XP_033337390.1
OG0007860	XP_017798531.1	XP_033335747.1
OG0007862	XP_017798597.1	XP_033336019.1
OG0007863	XP_017787421.1	XP_033337468.1, XP_033337466.1
OG0007864	XP_017799561.1	XP_033332870.1
OG0007865	XP_017794115.1	XP_033327482.1
OG0007866	XP_017788833.1	XP_033332044.1
OG0007867	XP_017790291.1	XP_033334837.1, XP_033334838.1
OG0007868	XP_017793452.1	XP_033342707.1
OG0007869	XP_017788370.1	XP_033326149.1
OG0007870	XP_017789973.1	XP_033331622.1
OG0007871	XP_017787417.1	XP_033327588.1, XP_033327575.1
