Orthogroup	Eufriesea_mexicana	Megalopta_genalis
OG0006785	XP_017752667.1	XP_033326775.1
OG0006786	XP_017758552.1	XP_033329741.1
OG0006787	XP_017754580.1	XP_033333800.1
OG0006788	XP_017755968.1	XP_033338038.1
OG0006789	XP_017760087.1	XP_033338083.1
OG0006790	XP_017767256.1	XP_033335175.1
OG0006791	XP_017767171.1	XP_033335172.1
OG0006792	XP_017758572.1	XP_033329712.1
OG0006793	XP_017767579.1	XP_033326385.1
OG0006794	XP_017762673.1	XP_033326732.1
OG0006795	XP_017754561.1	XP_033333851.1
OG0006796	XP_017765827.1	XP_033327191.1
OG0006797	XP_017757619.1	XP_033327959.1
OG0006798	XP_017757425.1	XP_033328157.1
OG0006799	XP_017757526.1	XP_033328158.1
OG0006800	XP_017767685.1	XP_033337247.1
OG0006801	XP_017764819.1	XP_033323129.1
OG0006802	XP_017757458.1	XP_033328160.1
OG0006803	XP_017758223.1	XP_033335360.1
OG0006804	XP_017761402.1	XP_033324048.1
OG0006805	XP_017752921.1	XP_033338990.1
OG0006806	XP_017757492.1	XP_033339196.1
OG0006807	XP_017757577.1	XP_033324100.1
OG0006808	XP_017760583.1	XP_033332093.1
OG0006810	XP_017755645.1	XP_033324187.1
OG0006811	XP_017767708.1	XP_033338329.1
OG0006812	XP_017755262.1	XP_033324288.1
OG0006813	XP_017760547.1	XP_033332070.1
OG0006814	XP_017752452.1	XP_033320770.1
OG0006815	XP_017761317.1	XP_033342018.1
OG0006816	XP_017758243.1	XP_033330511.1
OG0006817	XP_017761682.1	XP_033322781.1
OG0006818	XP_017764020.1	XP_033330980.1
OG0006820	XP_017762430.1	XP_033330948.1
OG0006821	XP_017758959.1, XP_017758960.1	XP_033322660.1
OG0006822	XP_017767634.1	XP_033330440.1
OG0006824	XP_017760185.1	XP_033326854.1
OG0006825	XP_017760156.1	XP_033326852.1
OG0006826	XP_017754257.1	XP_033329234.1
OG0006827	XP_017759680.1	XP_033331911.1
OG0006828	XP_017763147.1	XP_033332971.1
OG0006829	XP_017752690.1	XP_033334093.1
OG0006830	XP_017759660.1	XP_033328374.1
OG0006831	XP_017754268.1	XP_033329447.1
OG0006832	XP_017764361.1	XP_033340343.1
OG0006833	XP_017762770.1	XP_033340211.1
OG0006834	XP_017763063.1	XP_033332783.1
OG0006835	XP_017767296.1	XP_033332199.1
OG0006836	XP_017760419.1	XP_033339382.1
OG0006837	XP_017753937.1	XP_033329399.1
OG0006838	XP_017763072.1	XP_033332969.1
OG0006839	XP_017765142.1	XP_033333450.1
OG0006840	XP_017758986.1	XP_033321756.1
OG0006841	XP_017760283.1	XP_033329443.1
OG0006842	XP_017756033.1	XP_033337492.1
OG0006843	XP_017756633.1, XP_017756634.1	XP_033327461.1
OG0006844	XP_017763663.1	XP_033337768.1
OG0006845	XP_017761666.1	XP_033327509.1
OG0006846	XP_017752548.1	XP_033337594.1
OG0006847	XP_017765793.1	XP_033329953.1
OG0006848	XP_017756277.1	XP_033337617.1
OG0006849	XP_017753943.1	XP_033329673.1
OG0006850	XP_017756270.1	XP_033337327.1
OG0006851	XP_017753472.1	XP_033340600.1
OG0006852	XP_017752509.1	XP_033336589.1
OG0006853	XP_017755876.1	XP_033332570.1
OG0006854	XP_017755870.1	XP_033332566.1
OG0006855	XP_017764314.1	XP_033327485.1
OG0006856	XP_017762608.1	XP_033329295.1
OG0006857	XP_017763457.1	XP_033329296.1
OG0006858	XP_017763045.1	XP_033329339.1
OG0006859	XP_017761759.1	XP_033333122.1
OG0006860	XP_017752527.1	XP_033337800.1
OG0006861	XP_017763492.1	XP_033333087.1
OG0006863	XP_017752495.1	XP_033330317.1
OG0006864	XP_017761654.1	XP_033327352.1
OG0006865	XP_017755720.1	XP_033329747.1
OG0006866	XP_017756825.1	XP_033339163.1
OG0006867	XP_017761814.1	XP_033334306.1
OG0006868	XP_017759203.1	XP_033325537.1
OG0006869	XP_017759429.1	XP_033334077.1
OG0006870	XP_017756859.1	XP_033339525.1
OG0006871	XP_017763252.1	XP_033339284.1
OG0006872	XP_017755041.1	XP_033321110.1
OG0006873	XP_017767440.1	XP_033325910.1
OG0006874	XP_017758139.1	XP_033340877.1
OG0006875	XP_017757953.1	XP_033339575.1
OG0006876	XP_017759287.1	XP_033338307.1
OG0006877	XP_017764741.1	XP_033331401.1
OG0006878	XP_017760511.1	XP_033339513.1
OG0006879	XP_017764712.1	XP_033331409.1
OG0006880	XP_017757868.1	XP_033326022.1
OG0006881	XP_017757855.1	XP_033325376.1
OG0006882	XP_017753716.1	XP_033340134.1
OG0006883	XP_017763175.1	XP_033335654.1
OG0006884	XP_017762670.1	XP_033320926.1
OG0006885	XP_017767470.1	XP_033325396.1
OG0006886	XP_017762848.1	XP_033320990.1
OG0006887	XP_017767448.1	XP_033325382.1
OG0006888	XP_017757847.1	XP_033339597.1
OG0006889	XP_017767408.1	XP_033331709.1
OG0006890	XP_017767366.1	XP_033325456.1
OG0006891	XP_017767540.1	XP_033331468.1
OG0006892	XP_017756599.1	XP_033320951.1
OG0006893	XP_017754377.1	XP_033340357.1
OG0006894	XP_017762261.1	XP_033342540.1
OG0006895	XP_017761503.1	XP_033334775.1
OG0006896	XP_017761430.1	XP_033334786.1
OG0006898	XP_017761947.1	XP_033342809.1
OG0006899	XP_017754830.1	XP_033334971.1
OG0006900	XP_017752615.1	XP_033329682.1
OG0006901	XP_017761463.1	XP_033342571.1
OG0006902	XP_017760674.1	XP_033342525.1
OG0006903	XP_017760912.1	XP_033342650.1
OG0006904	XP_017759996.1	XP_033321409.1
OG0006905	XP_017758843.1	XP_033334850.1
OG0006906	XP_017760871.1	XP_033342490.1
OG0006907	XP_017753770.1	XP_033336591.1
OG0006908	XP_017760885.1	XP_033342764.1
OG0006909	XP_017761459.1	XP_033342620.1
OG0006910	XP_017762325.1	XP_033342219.1
OG0006911	XP_017760858.1	XP_033334646.1
OG0006912	XP_017763944.1	XP_033334454.1
OG0006913	XP_017760794.1	XP_033342506.1
OG0006914	XP_017758687.1	XP_033341928.1
OG0006915	XP_017763658.1	XP_033331334.1
OG0006916	XP_017762240.1	XP_033323389.1
OG0006917	XP_017753351.1	XP_033341056.1
OG0006918	XP_017753982.1	XP_033338110.1
OG0006920	XP_017762556.1	XP_033340170.1
OG0006921	XP_017752958.1	XP_033324943.1
OG0006922	XP_017761041.1	XP_033335254.1
OG0006923	XP_017761004.1	XP_033332468.1
OG0006924	XP_017759264.1	XP_033322483.1
OG0006925	XP_017758702.1	XP_033335332.1
OG0006926	XP_017766783.1	XP_033334870.1
OG0006927	XP_017766722.1	XP_033332254.1
OG0006928	XP_017765984.1	XP_033341341.1
OG0006929	XP_017753007.1	XP_033330133.1
OG0006930	XP_017764636.1	XP_033339435.1
OG0006931	XP_017757769.1	XP_033328494.1
OG0006933	XP_017759898.1	XP_033335888.1
OG0006934	XP_017759904.1	XP_033336268.1
OG0006935	XP_017754018.1	XP_033341187.1
OG0006936	XP_017761558.1	XP_033336179.1
OG0006937	XP_017756797.1	XP_033335981.1
OG0006938	XP_017767213.1	XP_033336470.1, XP_033336469.1
OG0006939	XP_017761569.1	XP_033336125.1
OG0006940	XP_017767188.1	XP_033336151.1
OG0006941	XP_017767151.1	XP_033335676.1
OG0006942	XP_017760623.1	XP_033330945.1
OG0006943	XP_017760612.1	XP_033335866.1
OG0006944	XP_017759951.1	XP_033336275.1
OG0006945	XP_017754088.1	XP_033328927.1
OG0006946	XP_017759391.1	XP_033336408.1
OG0006947	XP_017759292.1	XP_033336402.1
OG0006948	XP_017755468.1	XP_033330831.1
OG0006949	XP_017765458.1	XP_033340090.1
OG0006952	XP_017758173.1	XP_033343087.1
OG0006953	XP_017763001.1	XP_033341582.1
OG0006954	XP_017765242.1	XP_033342661.1
OG0006955	XP_017758141.1	XP_033339800.1
OG0006956	XP_017753870.1	XP_033341693.1
OG0006957	XP_017752845.1	XP_033324650.1
OG0006958	XP_017764104.1	XP_033328862.1
OG0006959	XP_017752325.1	XP_033340287.1
OG0006960	XP_017764957.1	XP_033324913.1
OG0006961	XP_017752812.1	XP_033324975.1
OG0006963	XP_017752853.1	XP_033324822.1
OG0006964	XP_017752846.1	XP_033324821.1
OG0006965	XP_017759484.1	XP_033329625.1
OG0006966	XP_017752189.1	XP_033341652.1
OG0006967	XP_017753810.1	XP_033342139.1
OG0006968	XP_017753610.1	XP_033332500.1
OG0006969	XP_017766890.1	XP_033326111.1
OG0006971	XP_017766755.1	XP_033325131.1
OG0006972	XP_017763327.1	XP_033338745.1
OG0006973	XP_017763297.1	XP_033326291.1
OG0006974	XP_017766871.1	XP_033331323.1
OG0006975	XP_017754611.1	XP_033338450.1
OG0006976	XP_017762483.1	XP_033324412.1
OG0006977	XP_017753584.1	XP_033332415.1
OG0006978	XP_017756517.1	XP_033337735.1
OG0006979	XP_017755172.1	XP_033340616.1
OG0006980	XP_017755611.1	XP_033335594.1
OG0006981	XP_017763753.1	XP_033329547.1
OG0006982	XP_017760973.1	XP_033328949.1, XP_033328948.1
OG0006983	XP_017760984.1	XP_033328956.1
OG0006985	XP_017763716.1	XP_033333805.1
OG0006986	XP_017763725.1	XP_033333791.1
OG0006987	XP_017763729.1	XP_033333813.1
OG0006988	XP_017763069.1	XP_033329579.1
OG0006989	XP_017763850.1	XP_033340400.1
OG0006990	XP_017763851.1	XP_033340403.1
OG0006991	XP_017755568.1	XP_033331665.1
OG0006992	XP_017762856.1	XP_033339638.1
OG0006993	XP_017760974.1	XP_033328950.1
OG0006994	XP_017766014.1	XP_033323023.1
OG0006996	XP_017753503.1	XP_033338721.1
OG0006997	XP_017753311.1	XP_033340617.1
OG0006998	XP_017765986.1	XP_033341388.1
OG0006999	XP_017756360.1	XP_033342106.1
OG0007000	XP_017754741.1	XP_033321481.1
OG0007001	XP_017758677.1	XP_033341971.1
OG0007004	XP_017753413.1	XP_033323814.1
OG0007005	XP_017762719.1	XP_033334152.1
OG0007006	XP_017754410.1	XP_033328324.1
OG0007007	XP_017765321.1	XP_033330593.1
OG0007008	XP_017761278.1	XP_033334278.1
OG0007009	XP_017755976.1	XP_033330709.1
OG0007010	XP_017754698.1	XP_033327770.1
OG0007012	XP_017765300.1	XP_033330605.1
OG0007013	XP_017753384.1	XP_033342142.1
OG0007014	XP_017754760.1	XP_033334244.1
OG0007015	XP_017756285.1	XP_033341948.1
OG0007017	XP_017760704.1	XP_033342200.1
OG0007018	XP_017765475.1	XP_033342174.1, XP_033342173.1
OG0007019	XP_017754727.1	XP_033334267.1
OG0007020	XP_017756325.1	XP_033342026.1
OG0007021	XP_017765462.1	XP_033331976.1
OG0007022	XP_017758945.1	XP_033339144.1, XP_033339143.1
OG0007023	XP_017754549.1	XP_033323681.1
OG0007024	XP_017761773.1	XP_033321301.1
OG0007025	XP_017765703.1	XP_033321492.1
OG0007027	XP_017754763.1, XP_017756388.1	XP_033334260.1
OG0007028	XP_017756289.1	XP_033341998.1
OG0007029	XP_017754168.1	XP_033341094.1
OG0007030	XP_017756222.1	XP_033333885.1
OG0007031	XP_017756221.1	XP_033333884.1
OG0007032	XP_017756074.1	XP_033329827.1
OG0007033	XP_017762917.1	XP_033334340.1
OG0007034	XP_017767077.1	XP_033326096.1
OG0007035	XP_017753312.1	XP_033340742.1
OG0007036	XP_017757305.1	XP_033326613.1
OG0007037	XP_017767036.1	XP_033321826.1, XP_033321898.1
OG0007038	XP_017764828.1	XP_033323168.1
OG0007039	XP_017757377.1	XP_033328154.1
OG0007040	XP_017767044.1	XP_033321660.1
OG0007041	XP_017752425.1	XP_033331272.1
OG0007042	XP_017757282.1	XP_033321786.1
OG0007043	XP_017755353.1	XP_033321616.1
OG0007044	XP_017752330.1	XP_033331190.1
OG0007045	XP_017759568.1	XP_033322003.1
OG0007047	XP_017766714.1	XP_033321754.1
OG0007048	XP_017762925.1	XP_033333642.1
OG0007049	XP_017766183.1	XP_033325853.1
OG0007050	XP_017766184.1	XP_033327018.1
OG0007052	XP_017762364.1	XP_033329867.1
OG0007053	XP_017755625.1	XP_033327640.1
OG0007054	XP_017755757.1	XP_033326200.1
OG0007055	XP_017752303.1	XP_033323087.1
OG0007056	XP_017762916.1	XP_033333629.1
OG0007057	XP_017762356.1	XP_033341699.1
OG0007058	XP_017767054.1	XP_033321985.1
OG0007059	XP_017762350.1	XP_033333011.1
OG0007060	XP_017757264.1	XP_033321830.1
OG0007061	XP_017766996.1	XP_033326432.1
OG0007062	XP_017757343.1	XP_033321884.1
OG0007063	XP_017754503.1	XP_033327472.1
OG0007064	XP_017754458.1	XP_033326207.1
OG0007065	XP_017755963.1	XP_033323118.1
OG0007066	XP_017754022.1	XP_033341541.1
OG0007067	XP_017753082.1	XP_033321991.1
OG0007068	XP_017765972.1	XP_033341496.1
OG0007069	XP_017765975.1	XP_033341397.1
OG0007070	XP_017765974.1	XP_033341495.1
OG0007071	XP_017762370.1	XP_033322185.1
OG0007072	XP_017755415.1	XP_033341761.1
OG0007073	XP_017764742.1	XP_033321658.1
OG0007074	XP_017764348.1	XP_033323112.1
OG0007075	XP_017762340.1	XP_033324610.1
OG0007076	XP_017764751.1	XP_033330478.1
OG0007077	XP_017767021.1	XP_033321834.1
OG0007078	XP_017756493.1	XP_033327197.1
OG0007079	XP_017757249.1	XP_033324262.1
OG0007080	XP_017758589.1	XP_033332095.1
OG0007081	XP_017761105.1	XP_033322470.1
OG0007082	XP_017757133.1	XP_033338115.1
OG0007083	XP_017758622.1	XP_033336870.1
OG0007084	XP_017758583.1	XP_033336767.1
OG0007085	XP_017757149.1	XP_033327017.1
OG0007086	XP_017758596.1	XP_033329721.1
OG0007087	XP_017759649.1	XP_033323578.1
OG0007088	XP_017761106.1	XP_033332375.1
OG0007089	XP_017760057.1	XP_033329756.1
OG0007090	XP_017765877.1	XP_033324146.1
OG0007091	XP_017758579.1	XP_033336778.1
OG0007092	XP_017753145.1	XP_033331752.1
OG0007094	XP_017767557.1	XP_033327037.1
OG0007095	XP_017764682.1	XP_033325338.1
OG0007096	XP_017760066.1	XP_033337024.1
OG0007097	XP_017760109.1	XP_033338077.1
OG0007098	XP_017758609.1	XP_033329789.1
OG0007099	XP_017758625.1	XP_033329794.1
OG0007100	XP_017767635.1	XP_033326410.1
OG0007101	XP_017767611.1	XP_033326388.1
OG0007102	XP_017756742.1	XP_033326458.1
OG0007103	XP_017756683.1	XP_033333573.1
OG0007105	XP_017762906.1	XP_033326837.1
OG0007108	XP_017759613.1	XP_033339718.1
OG0007109	XP_017760073.1	XP_033337021.1
OG0007110	XP_017753116.1	XP_033339672.1
OG0007111	XP_017756679.1	XP_033340659.1
OG0007112	XP_017760135.1	XP_033326544.1
OG0007113	XP_017760106.1	XP_033338063.1
OG0007114	XP_017761104.1	XP_033332357.1
OG0007115	XP_017767626.1	XP_033327055.1
OG0007117	XP_017762162.1	XP_033338755.1
OG0007118	XP_017755230.1	XP_033324292.1
OG0007119	XP_017753537.1	XP_033322580.1
OG0007120	XP_017767672.1	XP_033337133.1
OG0007121	XP_017762152.1	XP_033326108.1
OG0007122	XP_017757539.1	XP_033331132.1
OG0007123	XP_017757706.1	XP_033340869.1
OG0007124	XP_017753526.1, XP_017759616.1	XP_033322473.1
OG0007125	XP_017752741.1	XP_033337006.1
OG0007126	XP_017755633.1	XP_033332752.1
OG0007127	XP_017761339.1	XP_033328126.1
OG0007128	XP_017758768.1	XP_033326703.1
OG0007129	XP_017758692.1	XP_033322525.1
OG0007130	XP_017767670.1	XP_033338327.1
OG0007131	XP_017755285.1	XP_033324227.1
OG0007132	XP_017758707.1	XP_033324115.1
OG0007134	XP_017761383.1	XP_033324348.1
OG0007135	XP_017764912.1	XP_033328289.1
OG0007136	XP_017755627.1	XP_033335585.1
OG0007137	XP_017758710.1	XP_033324335.1
OG0007138	XP_017754017.1	XP_033341284.1
OG0007139	XP_017758219.1	XP_033336039.1
OG0007140	XP_017765330.1	XP_033322457.1
OG0007141	XP_017762944.1	XP_033339682.1
OG0007142	XP_017752719.1	XP_033324444.1
OG0007143	XP_017755652.1	XP_033332720.1
OG0007144	XP_017755580.1	XP_033333077.1
OG0007145	XP_017757406.1	XP_033323855.1
OG0007146	XP_017759273.1	XP_033338298.1
OG0007147	XP_017752625.1	XP_033338375.1
OG0007149	XP_017760480.1	XP_033339666.1
OG0007150	XP_017762085.1	XP_033326245.1
OG0007151	XP_017765331.1	XP_033332112.1
OG0007152	XP_017765333.1	XP_033332142.1
OG0007153	XP_017757601.1	XP_033339261.1
OG0007154	XP_017762036.1	XP_033324349.1
OG0007155	XP_017755282.1	XP_033328244.1
OG0007156	XP_017763890.1	XP_033334006.1
OG0007157	XP_017761346.1	XP_033328273.1
OG0007158	XP_017757546.1	XP_033333969.1
OG0007159	XP_017755585.1	XP_033332895.1
OG0007160	XP_017752144.1	XP_033320819.1
OG0007161	XP_017756771.1	XP_033329099.1
OG0007162	XP_017756779.1	XP_033321063.1
OG0007164	XP_017758918.1	XP_033322762.1
OG0007165	XP_017766258.1	XP_033339395.1
OG0007166	XP_017761981.1	XP_033327877.1
OG0007167	XP_017759408.1	XP_033329158.1
OG0007168	XP_017767587.1	XP_033339753.1
OG0007169	XP_017767562.1	XP_033339738.1
OG0007170	XP_017761976.1, XP_017758667.1	XP_033322812.1
OG0007171	XP_017761717.1	XP_033333869.1
OG0007173	XP_017754874.1	XP_033333449.1
OG0007174	XP_017757058.1	XP_033321039.1
OG0007175	XP_017758914.1	XP_033321060.1
OG0007176	XP_017766272.1	XP_033322605.1
OG0007177	XP_017767565.1	XP_033331701.1
OG0007178	XP_017764042.1	XP_033320776.1
OG0007179	XP_017763981.1	XP_033330993.1
OG0007181	XP_017760331.1	XP_033329676.1
OG0007183	XP_017758260.1	XP_033333660.1
OG0007184	XP_017766080.1	XP_033321038.1
OG0007185	XP_017758259.1	XP_033333376.1
OG0007187	XP_017766052.1	XP_033341116.1
OG0007188	XP_017767757.1	XP_033321045.1
OG0007189	XP_017762236.1	XP_033329683.1
OG0007190	XP_017766259.1	XP_033339390.1
OG0007191	XP_017760154.1	XP_033326898.1
OG0007192	XP_017764148.1	XP_033329063.1
OG0007193	XP_017763577.1	XP_033329125.1
OG0007194	XP_017752476.1	XP_033331084.1
OG0007195	XP_017760436.1	XP_033330445.1
OG0007196	XP_017766124.1	XP_033323742.1
OG0007197	XP_017761024.1	XP_033340567.1
OG0007198	XP_017763581.1	XP_033329148.1
OG0007199	XP_017762902.1	XP_033329715.1
OG0007200	XP_017756588.1	XP_033322826.1
OG0007201	XP_017755914.1	XP_033329395.1
OG0007202	XP_017752270.1	XP_033332740.1
OG0007203	XP_017765169.1	XP_033333318.1
OG0007204	XP_017758196.1	XP_033338106.1
OG0007205	XP_017762813.1	XP_033340652.1
OG0007206	XP_017765125.1	XP_033333329.1
OG0007207	XP_017765162.1	XP_033321326.1
OG0007208	XP_017760423.1	XP_033339386.1
OG0007209	XP_017755003.1	XP_033328724.1
OG0007210	XP_017767310.1	XP_033322559.1
OG0007212	XP_017759805.1	XP_033340750.1
OG0007213	XP_017759655.1	XP_033331866.1
OG0007214	XP_017762786.1	XP_033340542.1
OG0007215	XP_017752260.1	XP_033329213.1
OG0007216	XP_017762805.1	XP_033340227.1
OG0007217	XP_017758210.1	XP_033340107.1
OG0007218	XP_017762583.1	XP_033341176.1
OG0007219	XP_017758193.1	XP_033340030.1
OG0007220	XP_017762564.1	XP_033341178.1
OG0007221	XP_017754293.1	XP_033329368.1
OG0007222	XP_017754275.1	XP_033329383.1
OG0007223	XP_017753121.1	XP_033333240.1
OG0007224	XP_017759676.1	XP_033331926.1
OG0007225	XP_017755005.1	XP_033340066.1
OG0007226	XP_017754991.1	XP_033340059.1
OG0007227	XP_017757114.1	XP_033328902.1
OG0007228	XP_017762614.1	XP_033329534.1
OG0007229	XP_017765139.1	XP_033323548.1
OG0007230	XP_017759682.1	XP_033328428.1
OG0007231	XP_017765131.1	XP_033333411.1
OG0007232	XP_017766277.1	XP_033322643.1
OG0007233	XP_017753998.1	XP_033322915.1
OG0007234	XP_017764327.1	XP_033327482.1
OG0007235	XP_017764306.1	XP_033337627.1
OG0007236	XP_017761069.1	XP_033340564.1
OG0007237	XP_017757972.1	XP_033330932.1
OG0007238	XP_017763089.1	XP_033329502.1
OG0007239	XP_017761752.1	XP_033332754.1
OG0007240	XP_017755997.1	XP_033337546.1
OG0007242	XP_017756772.1	XP_033329307.1
OG0007243	XP_017753921.1	XP_033329364.1
OG0007244	XP_017757894.1	XP_033324031.1
OG0007245	XP_017763608.1	XP_033337429.1
OG0007246	XP_017754471.1	XP_033337547.1
OG0007247	XP_017764515.1	XP_033327578.1
OG0007248	XP_017760316.1	XP_033332861.1
OG0007249	XP_017763471.1	XP_033329610.1
OG0007250	XP_017752549.1	XP_033337417.1
OG0007251	XP_017752533.1	XP_033337430.1
OG0007252	XP_017761990.1	XP_033337862.1
OG0007253	XP_017761757.1	XP_033329255.1
OG0007254	XP_017754525.1	XP_033337923.1
OG0007255	XP_017757889.1	XP_033323878.1
OG0007256	XP_017763449.1	XP_033333146.1
OG0007257	XP_017759519.1	XP_033329927.1
OG0007258	XP_017763502.1	XP_033339299.1
OG0007259	XP_017752496.1	XP_033330321.1
OG0007260	XP_017755877.1	XP_033330294.1
OG0007261	XP_017763128.1	XP_033332616.1
OG0007262	XP_017756636.1	XP_033327457.1
OG0007263	XP_017760497.1	XP_033327368.1
OG0007264	XP_017763445.1	XP_033329363.1
OG0007265	XP_017752685.1	XP_033332874.1
OG0007266	XP_017754468.1	XP_033337928.1
OG0007267	XP_017754461.1	XP_033337961.1
OG0007268	XP_017765109.1	XP_033341440.1
OG0007269	XP_017765115.1	XP_033341392.1
OG0007270	XP_017757964.1	XP_033337390.1
OG0007272	XP_017757967.1	XP_033337676.1
OG0007273	XP_017757962.1	XP_033337698.1
OG0007274	XP_017756964.1	XP_033331755.1
OG0007275	XP_017758786.1	XP_033333947.1
OG0007276	XP_017755540.1	XP_033329901.1
OG0007277	XP_017755774.1	XP_033332799.1
OG0007278	XP_017758799.1	XP_033324051.1
OG0007279	XP_017758910.1	XP_033323798.1
OG0007280	XP_017759222.1	XP_033322179.1
OG0007282	XP_017755712.1	XP_033323472.1
OG0007284	XP_017753359.1	XP_033340165.1
OG0007285	XP_017763255.1	XP_033339276.1
OG0007286	XP_017758791.1	XP_033338313.1
OG0007288	XP_017756830.1	XP_033339279.1
OG0007289	XP_017765798.1	XP_033329911.1
OG0007290	XP_017755724.1	XP_033321349.1
OG0007291	XP_017761798.1	XP_033321141.1
OG0007292	XP_017759188.1	XP_033324968.1
OG0007295	XP_017757909.1	XP_033337310.1
OG0007296	XP_017755710.1	XP_033321324.1
OG0007297	XP_017755772.1	XP_033333284.1
OG0007298	XP_017758795.1	XP_033338321.1
OG0007299	XP_017761801.1	XP_033334369.1
OG0007300	XP_017755035.1	XP_033321137.1
OG0007301	XP_017765466.1	XP_033327908.1
OG0007302	XP_017765660.1	XP_033327918.1
OG0007303	XP_017759245.1	XP_033323332.1
OG0007304	XP_017755783.1	XP_033333285.1
OG0007305	XP_017755785.1	XP_033333295.1
OG0007306	XP_017757939.1	XP_033333006.1
OG0007307	XP_017758801.1	XP_033334353.1
OG0007308	XP_017756461.1	XP_033330543.1
OG0007309	XP_017758448.1	XP_033331593.1
OG0007310	XP_017756482.1, XP_017756425.1	XP_033340876.1
OG0007311	XP_017756476.1	XP_033339571.1
OG0007312	XP_017763976.1	XP_033338315.1
OG0007313	XP_017755558.1	XP_033325690.1
OG0007314	XP_017767311.1	XP_033325381.1
OG0007315	XP_017766238.1	XP_033326034.1
OG0007316	XP_017766218.1	XP_033326039.1
OG0007317	XP_017767486.1	XP_033325508.1
OG0007318	XP_017758253.1	XP_033331814.1
OG0007319	XP_017752301.1	XP_033322603.1
OG0007320	XP_017758415.1	XP_033326019.1
OG0007321	XP_017767314.1	XP_033325706.1
OG0007322	XP_017767515.1	XP_033325478.1
OG0007323	XP_017757358.1	XP_033339559.1
OG0007324	XP_017764765.1	XP_033331416.1
OG0007325	XP_017766247.1	XP_033326050.1
OG0007326	XP_017758015.1	XP_033340620.1
OG0007327	XP_017756427.1	XP_033340971.1
OG0007328	XP_017758386.1	XP_033339505.1
OG0007329	XP_017756421.1	XP_033339508.1
OG0007330	XP_017767415.1	XP_033325714.1
OG0007331	XP_017757272.1	XP_033321958.1
OG0007332	XP_017761597.1	XP_033330374.1
OG0007333	XP_017757846.1	XP_033325444.1
OG0007334	XP_017757372.1	XP_033339579.1
OG0007335	XP_017767365.1	XP_033331459.1
OG0007336	XP_017758433.1	XP_033325816.1
OG0007337	XP_017767344.1	XP_033325460.1
OG0007338	XP_017758484.1, XP_017758315.1	XP_033331743.1
OG0007339	XP_017758469.1	XP_033340531.1
OG0007340	XP_017765396.1	XP_033325719.1
OG0007341	XP_017767419.1	XP_033341074.1
OG0007342	XP_017756437.1	XP_033340698.1
OG0007343	XP_017756456.1	XP_033330532.1
OG0007344	XP_017758696.1	XP_033339318.1
OG0007345	XP_017758591.1	XP_033339320.1
OG0007346	XP_017756601.1	XP_033320929.1
OG0007347	XP_017759116.1	XP_033338945.1
OG0007348	XP_017760719.1	XP_033334800.1
OG0007349	XP_017760008.1	XP_033321362.1
OG0007350	XP_017764798.1	XP_033342923.1
OG0007351	XP_017760043.1	XP_033324441.1
OG0007352	XP_017754917.1	XP_033335050.1
OG0007353	XP_017761478.1	XP_033334918.1
OG0007354	XP_017763384.1	XP_033334949.1
OG0007355	XP_017760021.1	XP_033327166.1
OG0007356	XP_017754867.1	XP_033335042.1
OG0007357	XP_017754837.1	XP_033334597.1
OG0007358	XP_017754771.1	XP_033334839.1
OG0007359	XP_017754882.1	XP_033334840.1
OG0007360	XP_017754835.1	XP_033334688.1
OG0007361	XP_017754894.1	XP_033334674.1
OG0007362	XP_017763383.1	XP_033334691.1
OG0007363	XP_017755201.1	XP_033340526.1
OG0007364	XP_017760000.1	XP_033327170.1
OG0007365	XP_017760002.1	XP_033327173.1
OG0007366	XP_017760351.1	XP_033342685.1
OG0007367	XP_017760382.1	XP_033335108.1
OG0007368	XP_017761442.1	XP_033342563.1
OG0007369	XP_017753332.1	XP_033330849.1
OG0007370	XP_017755148.1	XP_033337560.1
OG0007372	XP_017755565.1	XP_033335568.1
OG0007373	XP_017756969.1	XP_033340341.1
OG0007374	XP_017754254.1	XP_033342625.1
OG0007375	XP_017755194.1	XP_033331020.1
OG0007376	XP_017753318.1	XP_033331040.1
OG0007377	XP_017761935.1	XP_033335095.1
OG0007378	XP_017760004.1	XP_033337921.1
OG0007379	XP_017760927.1	XP_033342981.1
OG0007380	XP_017760852.1	XP_033342528.1
OG0007381	XP_017754782.1	XP_033334805.1
OG0007383	XP_017761432.1	XP_033342887.1
OG0007384	XP_017760837.1	XP_033342549.1
OG0007385	XP_017760896.1	XP_033342255.1
OG0007386	XP_017755192.1	XP_033329969.1
OG0007387	XP_017762764.1	XP_033340042.1
OG0007388	XP_017755119.1	XP_033327503.1
OG0007389	XP_017764420.1	XP_033334437.1
OG0007390	XP_017754070.1	XP_033335150.1
OG0007391	XP_017754173.1	XP_033334695.1
OG0007392	XP_017759830.1	XP_033331650.1
OG0007393	XP_017756974.1	XP_033326815.1
OG0007394	XP_017762311.1	XP_033342936.1
OG0007395	XP_017762299.1	XP_033342729.1
OG0007396	XP_017762262.1	XP_033342539.1
OG0007397	XP_017762249.1	XP_033342934.1
OG0007398	XP_017762211.1	XP_033326313.1
OG0007399	XP_017756096.1	XP_033335308.1
OG0007400	XP_017762198.1	XP_033326259.1
OG0007401	XP_017763631.1	XP_033331353.1
OG0007402	XP_017753441.1	XP_033335241.1
OG0007403	XP_017764083.1	XP_033325165.1
