Orthogroup	Eufriesea_mexicana	Osmia_lignaria
OG0007536	XP_017764477.1	XP_034187046.1
OG0007537	XP_017762756.1	XP_034171765.1
OG0007538	XP_017767192.1	XP_034191595.1
OG0007539	XP_017767135.1	XP_034191820.1
OG0007540	XP_017762752.1	XP_034192207.1
OG0007541	XP_017762584.1	XP_034173595.1
OG0007542	XP_017760250.1	XP_034183061.1, XP_034183087.1
OG0007543	XP_017755514.1	XP_034174018.1
OG0007544	XP_017761960.1	XP_034185820.1
OG0007545	XP_017763847.1	XP_034173946.1
OG0007546	XP_017764669.1	XP_034173015.1
OG0007547	XP_017764663.1	XP_034172324.1
OG0007548	XP_017754202.1	XP_034172889.1
OG0007549	XP_017754055.1	XP_034172801.1
OG0007550	XP_017754037.1	XP_034172068.1
OG0007551	XP_017764868.1	XP_034172556.1
OG0007552	XP_017764844.1	XP_034172539.1
OG0007553	XP_017764554.1	XP_034173485.1
OG0007554	XP_017760200.1	XP_034173232.1
OG0007555	XP_017755520.1	XP_034173709.1
OG0007556	XP_017763824.1	XP_034190141.1
OG0007557	XP_017762852.1	XP_034175956.1
OG0007559	XP_017753132.1	XP_034187026.1
OG0007560	XP_017766015.1	XP_034173273.1
OG0007561	XP_017760901.1	XP_034182636.1
OG0007562	XP_017763845.1	XP_034172400.1
OG0007563	XP_017761145.1	XP_034172836.1
OG0007564	XP_017759061.1	XP_034196340.1
OG0007566	XP_017761091.1	XP_034195544.1
OG0007567	XP_017758679.1	XP_034171983.1
OG0007568	XP_017754725.1	XP_034171700.1
OG0007569	XP_017753038.1	XP_034188156.1
OG0007570	XP_017765302.1	XP_034182612.1
OG0007571	XP_017753395.1	XP_034176335.1
OG0007572	XP_017763959.1	XP_034171465.1
OG0007573	XP_017754738.1	XP_034171968.1
OG0007574	XP_017762738.1	XP_034188884.1
OG0007575	XP_017756328.1	XP_034171074.1
OG0007576	XP_017753399.1	XP_034175605.1
OG0007577	XP_017759020.1	XP_034182995.1
OG0007578	XP_017759288.1	XP_034186730.1
OG0007579	XP_017767483.1	XP_034185897.1
OG0007580	XP_017766243.1	XP_034183768.1
OG0007581	XP_017760911.1	XP_034176010.1
OG0007582	XP_017760344.1	XP_034176236.1
OG0007583	XP_017760353.1	XP_034175664.1
OG0007584	XP_017761921.1	XP_034174989.1
OG0007585	XP_017761454.1	XP_034175809.1
OG0007586	XP_017752951.1	XP_034179066.1
OG0007587	XP_017764000.1	XP_034183301.1
OG0007588	XP_017766810.1	XP_034178403.1
OG0007589	XP_017766559.1	XP_034178106.1
OG0007590	XP_017766796.1	XP_034178250.1
OG0007591	XP_017766598.1	XP_034178648.1
OG0007592	XP_017766641.1	XP_034178046.1
OG0007593	XP_017766746.1	XP_034178637.1
OG0007594	XP_017765640.1	XP_034178828.1
OG0007595	XP_017766608.1	XP_034178703.1
OG0007596	XP_017766635.1	XP_034178515.1
OG0007597	XP_017767201.1	XP_034191807.1
OG0007598	XP_017767170.1	XP_034191835.1
OG0007599	XP_017760220.1	XP_034180204.1
OG0007600	XP_017760592.1	XP_034180641.1
OG0007601	XP_017759924.1	XP_034180603.1
OG0007602	XP_017761620.1	XP_034191840.1
OG0007603	XP_017767223.1	XP_034180863.1
OG0007604	XP_017758088.1	XP_034179223.1
OG0007605	XP_017758093.1	XP_034179524.1
OG0007606	XP_017763022.1	XP_034179592.1
OG0007607	XP_017752446.1	XP_034179321.1
OG0007608	XP_017752277.1	XP_034178849.1
OG0007609	XP_017752337.1	XP_034178850.1
OG0007610	XP_017766891.1	XP_034190773.1
OG0007611	XP_017752191.1	XP_034182839.1
OG0007612	XP_017766897.1	XP_034190785.1
OG0007613	XP_017763568.1	XP_034172475.1
OG0007614	XP_017754065.1	XP_034173460.1
OG0007615	XP_017763272.1	XP_034172742.1
OG0007616	XP_017753343.1	XP_034179228.1
OG0007617	XP_017753337.1	XP_034178989.1
OG0007618	XP_017762462.1	XP_034186280.1
OG0007619	XP_017766292.1	XP_034183498.1
OG0007620	XP_017763597.1	XP_034195756.1
OG0007621	XP_017753519.1	XP_034172299.1
OG0007622	XP_017758183.1	XP_034189162.1
OG0007623	XP_017766407.1	XP_034171355.1
OG0007624	XP_017765708.1	XP_034196678.1
OG0007625	XP_017754711.1	XP_034170822.1
OG0007626	XP_017762355.1	XP_034182515.1
OG0007627	XP_017766250.1	XP_034188662.1
OG0007628	XP_017766411.1	XP_034182559.1
OG0007629	XP_017762389.1	XP_034181965.1
OG0007630	XP_017760504.1	XP_034182284.1
OG0007631	XP_017764848.1	XP_034194239.1
OG0007632	XP_017767612.1	XP_034174448.1, XP_034174447.1
OG0007633	XP_017756719.1	XP_034173962.1
OG0007634	XP_017765849.1	XP_034174082.1
OG0007635	XP_017759455.1	XP_034176905.1
OG0007636	XP_017757630.1	XP_034176928.1
OG0007637	XP_017757473.1	XP_034192832.1
OG0007638	XP_017757623.1	XP_034192622.1
OG0007639	XP_017759505.1	XP_034195612.1
OG0007640	XP_017755905.1	XP_034196265.1
OG0007641	XP_017764387.1	XP_034176366.1
OG0007642	XP_017766334.1	XP_034174211.1
OG0007643	XP_017757124.1	XP_034196568.1
OG0007644	XP_017760147.1	XP_034184664.1
OG0007645	XP_017755940.1	XP_034181711.1
OG0007646	XP_017755911.1	XP_034181286.1
OG0007647	XP_017753616.1	XP_034171954.1
OG0007648	XP_017765513.1	XP_034184512.1
OG0007649	XP_017765493.1	XP_034183945.1
OG0007650	XP_017765593.1	XP_034183982.1
OG0007651	XP_017755076.1	XP_034173429.1
OG0007652	XP_017764192.1	XP_034184797.1
OG0007653	XP_017756156.1	XP_034187240.1
OG0007654	XP_017753011.1	XP_034178380.1
OG0007655	XP_017759114.1	XP_034193144.1
OG0007656	XP_017754535.1	XP_034185145.1
OG0007657	XP_017760428.1	XP_034185574.1
OG0007658	XP_017761349.1	XP_034193466.1
OG0007659	XP_017754277.1	XP_034192451.1
OG0007660	XP_017759362.1	XP_034180692.1
OG0007661	XP_017761712.1	XP_034182670.1
OG0007662	XP_017754376.1	XP_034179759.1
OG0007663	XP_017767383.1	XP_034189696.1
OG0007664	XP_017765565.1	XP_034185247.1
OG0007665	XP_017753507.1	XP_034173607.1
OG0007666	XP_017761099.1	XP_034173872.1
OG0007667	XP_017765585.1	XP_034174278.1
OG0007668	XP_017761005.1	XP_034187187.1
OG0007669	XP_017760776.1	XP_034176122.1
OG0007670	XP_017764309.1	XP_034185354.1
OG0007671	XP_017762766.1	XP_034172826.1
OG0007672	XP_017761096.1	XP_034173974.1
OG0007673	XP_017760003.1	XP_034192241.1
OG0007674	XP_017752854.1	XP_034194000.1
OG0007675	XP_017764191.1	XP_034185561.1
OG0007676	XP_017761244.1	XP_034180145.1
OG0007677	XP_017766016.1	XP_034173324.1
OG0007678	XP_017765434.1	XP_034173646.1
OG0007679	XP_017753022.1	XP_034178366.1
OG0007680	XP_017766383.1	XP_034170840.1
OG0007681	XP_017761992.1	XP_034184876.1
OG0007682	XP_017760951.1	XP_034193120.1
OG0007683	XP_017762577.1	XP_034172845.1
OG0007684	XP_017759229.1	XP_034180671.1
OG0007685	XP_017758815.1	XP_034183917.1
OG0007686	XP_017758319.1	XP_034195440.1
OG0007687	XP_017763193.1	XP_034192072.1
OG0007688	XP_017755382.1	XP_034182656.1
OG0007689	XP_017764846.1	XP_034172565.1
OG0007690	XP_017756966.1	XP_034184349.1
OG0007691	XP_017758842.1	XP_034184530.1
OG0007692	XP_017757617.1	XP_034177655.1
OG0007693	XP_017763660.1	XP_034185157.1
OG0007694	XP_017752380.1	XP_034188521.1
OG0007695	XP_017752329.1	XP_034188525.1
OG0007696	XP_017757002.1	XP_034188342.1
OG0007697	XP_017767616.1	XP_034171623.1
OG0007698	XP_017753562.1	XP_034182971.1
OG0007699	XP_017767487.1	XP_034189751.1
OG0007700	XP_017756803.1	XP_034184315.1
OG0007701	XP_017752543.1	XP_034185280.1
OG0007702	XP_017767489.1	XP_034190120.1
OG0007703	XP_017753930.1	XP_034181271.1
OG0007704	XP_017759473.1	XP_034188427.1
OG0007706	XP_017754273.1	XP_034181489.1
OG0007707	XP_017757693.1	XP_034188782.1
OG0007708	XP_017754614.1	XP_034186901.1
OG0007709	XP_017756302.1	XP_034171088.1
OG0007710	XP_017763724.1	XP_034175292.1
OG0007711	XP_017758264.1	XP_034179879.1
OG0007712	XP_017758955.1	XP_034188694.1
OG0007713	XP_017753890.1	XP_034193823.1
OG0007714	XP_017765317.1	XP_034182619.1
OG0007715	XP_017755295.1	XP_034177150.1
OG0007716	XP_017764142.1	XP_034195584.1
OG0007717	XP_017754825.1	XP_034176499.1
OG0007718	XP_017763625.1	XP_034185178.1
OG0007719	XP_017761249.1	XP_034179809.1
OG0007720	XP_017761357.1	XP_034192679.1
OG0007721	XP_017755675.1	XP_034177787.1
OG0007722	XP_017757965.1	XP_034191776.1
OG0007723	XP_017755795.1	XP_034186333.1
OG0007724	XP_017765535.1	XP_034187792.1
OG0007725	XP_017765264.1	XP_034193746.1
OG0007726	XP_017767211.1	XP_034191843.1
OG0007727	XP_017759500.1	XP_034190260.1
OG0007728	XP_017752350.1	XP_034188195.1
OG0007729	XP_017755399.1	XP_034188614.1
OG0007730	XP_017758518.1	XP_034186302.1
OG0007731	XP_017757357.1	XP_034182671.1
OG0007732	XP_017762995.1	XP_034193740.1
OG0007733	XP_017763030.1	XP_034193980.1
OG0007734	XP_017763748.1	XP_034183474.1
OG0007735	XP_017759580.1	XP_034172429.1
OG0007736	XP_017765213.1	XP_034193751.1
OG0007737	XP_017763895.1	XP_034177621.1
OG0007738	XP_017763883.1	XP_034176973.1
OG0007739	XP_017757747.1	XP_034178141.1
OG0007740	XP_017753458.1	XP_034172325.1
OG0007741	XP_017763528.1	XP_034181003.1
OG0007742	XP_017763468.1	XP_034180998.1
OG0007743	XP_017758559.1	XP_034174531.1
OG0007744	XP_017765314.1	XP_034182617.1
OG0007745	XP_017755278.1	XP_034192889.1
OG0007746	XP_017752275.1	XP_034181225.1
OG0007747	XP_017763995.1	XP_034193549.1
OG0007748	XP_017757403.1	XP_034177302.1
OG0007749	XP_017766578.1	XP_034177932.1
OG0007750	XP_017756677.1	XP_034191594.1
OG0007751	XP_017757120.1	XP_034172870.1
OG0007752	XP_017763908.1	XP_034182199.1
OG0007753	XP_017761184.1	XP_034182262.1
OG0007754	XP_017764112.1	XP_034187679.1
OG0007755	XP_017753511.1	XP_034172848.1
OG0007756	XP_017754320.1	XP_034188620.1
OG0007757	XP_017753759.1	XP_034193491.1
OG0007758	XP_017764137.1	XP_034186269.1
OG0007759	XP_017765532.1	XP_034187727.1
OG0007760	XP_017755204.1	XP_034184592.1
OG0007761	XP_017755002.1	XP_034190605.1
OG0007762	XP_017761716.1	XP_034196404.1
OG0007763	XP_017762298.1	XP_034175523.1
OG0007764	XP_017759322.1	XP_034180171.1
OG0007765	XP_017764559.1	XP_034190275.1
OG0007766	XP_017764568.1	XP_034190288.1
OG0007768	XP_017759084.1	XP_034173493.1
OG0007769	XP_017757661.1	XP_034189609.1
OG0007770	XP_017767597.1	XP_034187535.1
OG0007771	XP_017766555.1	XP_034178044.1
OG0007772	XP_017764350.1	XP_034183176.1
OG0007773	XP_017758907.1	XP_034184566.1
OG0007774	XP_017765006.1	XP_034182053.1
OG0007775	XP_017763621.1	XP_034184963.1
OG0007776	XP_017753176.1	XP_034172969.1
OG0007777	XP_017762880.1	XP_034195264.1
OG0007778	XP_017762869.1	XP_034195251.1
OG0007779	XP_017758485.1	XP_034189902.1
OG0007780	XP_017755106.1	XP_034189276.1
OG0007781	XP_017755163.1	XP_034189379.1
OG0007782	XP_017758502.1	XP_034183818.1
OG0007783	XP_017759046.1	XP_034189846.1
OG0007784	XP_017767418.1	XP_034189763.1
OG0007785	XP_017767397.1	XP_034189746.1
OG0007786	XP_017766256.1	XP_034183467.1
OG0007787	XP_017766245.1	XP_034183390.1
OG0007788	XP_017757849.1	XP_034183568.1
OG0007789	XP_017760727.1	XP_034176124.1
OG0007790	XP_017763433.1	XP_034175482.1
OG0007791	XP_017760350.1	XP_034175676.1
OG0007792	XP_017759827.1	XP_034195442.1
OG0007793	XP_017759836.1	XP_034191030.1
OG0007794	XP_017759029.1	XP_034175580.1
OG0007795	XP_017754811.1	XP_034176042.1
OG0007796	XP_017761913.1	XP_034176564.1
OG0007797	XP_017761908.1	XP_034175924.1
OG0007798	XP_017754893.1	XP_034176531.1
OG0007799	XP_017766971.1	XP_034176538.1
OG0007800	XP_017766975.1	XP_034176537.1
OG0007801	XP_017761455.1	XP_034175205.1
OG0007802	XP_017761450.1	XP_034176079.1
OG0007803	XP_017761471.1	XP_034176095.1
OG0007804	XP_017752950.1	XP_034179071.1
OG0007805	XP_017759282.1	XP_034190706.1
OG0007806	XP_017759261.1	XP_034190832.1
OG0007807	XP_017756496.1	XP_034186396.1
OG0007808	XP_017752877.1	XP_034186734.1
OG0007809	XP_017764639.1	XP_034178002.1
OG0007810	XP_017764635.1	XP_034178596.1
OG0007811	XP_017766668.1	XP_034178107.1
OG0007812	XP_017766570.1	XP_034178239.1
OG0007813	XP_017766576.1	XP_034178131.1
OG0007814	XP_017766673.1	XP_034178189.1
OG0007815	XP_017763212.1	XP_034180682.1
OG0007816	XP_017763219.1	XP_034180755.1
OG0007817	XP_017760560.1	XP_034191693.1
OG0007818	XP_017759306.1	XP_034192087.1
OG0007819	XP_017759387.1	XP_034194050.1
OG0007820	XP_017759320.1	XP_034180357.1
OG0007821	XP_017759328.1	XP_034180388.1
OG0007822	XP_017759905.1	XP_034192009.1
OG0007823	XP_017759920.1	XP_034192112.1
OG0007824	XP_017759886.1	XP_034180579.1
OG0007825	XP_017761540.1	XP_034191650.1
OG0007826	XP_017761602.1	XP_034180249.1
OG0007827	XP_017761536.1	XP_034180078.1
OG0007828	XP_017761615.1	XP_034180147.1
OG0007829	XP_017767288.1	XP_034180789.1
OG0007830	XP_017765065.1	XP_034193618.1
OG0007831	XP_017758108.1	XP_034179534.1
OG0007832	XP_017764960.1	XP_034179475.1
OG0007833	XP_017764255.1	XP_034172675.1
OG0007834	XP_017754043.1	XP_034173091.1
OG0007835	XP_017765999.1	XP_034172211.1
OG0007836	XP_017762454.1	XP_034186284.1
OG0007837	XP_017763835.1	XP_034183837.1
OG0007838	XP_017763704.1	XP_034183607.1
OG0007839	XP_017757126.1	XP_034189848.1
OG0007840	XP_017763590.1	XP_034195749.1
OG0007841	XP_017765682.1	XP_034171986.1
OG0007842	XP_017765717.1	XP_034171984.1
OG0007843	XP_017758674.1	XP_034171757.1
OG0007844	XP_017759698.1	XP_034170977.1
OG0007845	XP_017758671.1	XP_034196615.1
OG0007846	XP_017754724.1	XP_034171023.1
OG0007847	XP_017754696.1	XP_034171022.1
OG0007848	XP_017763956.1	XP_034171458.1
OG0007849	XP_017767040.1	XP_034182542.1
OG0007850	XP_017767075.1	XP_034182590.1
OG0007851	XP_017766660.1	XP_034182216.1
OG0007852	XP_017764790.1	XP_034194242.1
OG0007853	XP_017760074.1	XP_034187600.1
OG0007854	XP_017757201.1	XP_034187697.1
OG0007855	XP_017757211.1	XP_034187528.1
OG0007856	XP_017757253.1	XP_034187502.1
OG0007857	XP_017754545.1	XP_034174585.1
OG0007858	XP_017765853.1	XP_034174087.1
OG0007859	XP_017765940.1	XP_034174093.1
OG0007860	XP_017765869.1	XP_034174197.1
OG0007861	XP_017758720.1	XP_034177359.1
OG0007862	XP_017758728.1	XP_034177163.1
OG0007863	XP_017752669.1	XP_034177452.1
OG0007864	XP_017767649.1	XP_034177504.1
OG0007865	XP_017767704.1	XP_034176816.1
OG0007866	XP_017757466.1	XP_034192633.1
OG0007867	XP_017755292.1	XP_034177315.1
OG0007868	XP_017759806.1	XP_034196302.1
OG0007869	XP_017759798.1	XP_034191237.1
OG0007870	XP_017764390.1	XP_034176510.1
OG0007871	XP_017762796.1	XP_034195985.1
OG0007872	XP_017766333.1	XP_034174206.1
OG0007873	XP_017757125.1	XP_034196602.1
OG0007874	XP_017755024.1	XP_034196274.1
OG0007875	XP_017752287.1	XP_034181456.1
OG0007876	XP_017762609.1	XP_034181592.1
OG0007877	XP_017755922.1	XP_034181288.1
OG0007878	XP_017762611.1	XP_034181116.1
OG0007879	XP_017756008.1	XP_034184817.1
OG0007880	XP_017753917.1	XP_034181090.1
OG0007881	XP_017763463.1	XP_034181055.1
OG0007882	XP_017762378.1	XP_034184870.1
OG0007883	XP_017762367.1	XP_034185490.1
OG0007884	XP_017765644.1	XP_034184509.1
OG0007885	XP_017765538.1	XP_034184515.1
OG0007886	XP_017765530.1	XP_034184247.1
OG0007887	XP_017765440.1	XP_034183980.1
OG0007888	XP_017756871.1	XP_034185591.1
OG0007889	XP_017763251.1	XP_034173877.1
OG0007890	XP_017758844.1	XP_034173991.1
OG0007891	XP_017758781.1	XP_034174137.1, XP_034174148.1
OG0007892	XP_017762227.1	XP_034196525.1
OG0007893	XP_017754922.1	XP_034185020.1
OG0007894	XP_017759027.1	XP_034175576.1
OG0007895	XP_017763837.1	XP_034189717.1
OG0007896	XP_017754240.1	XP_034189439.1
OG0007898	XP_017766098.1	XP_034192714.1
OG0007899	XP_017758816.1	XP_034174032.1
OG0007900	XP_017758800.1	XP_034174046.1
OG0007901	XP_017763284.1	XP_034190900.1
OG0007902	XP_017755735.1	XP_034184407.1
OG0007903	XP_017764084.1	XP_034172635.1
OG0007904	XP_017767186.1	XP_034180030.1
OG0007905	XP_017756893.1	XP_034184396.1
OG0007906	XP_017755855.1	XP_034174283.1
OG0007907	XP_017759861.1	XP_034192033.1
OG0007908	XP_017758594.1	XP_034173884.1
OG0007909	XP_017762154.1	XP_034191233.1
OG0007910	XP_017759227.1	XP_034196617.1
OG0007911	XP_017762099.1	XP_034190954.1
OG0007912	XP_017760848.1	XP_034193349.1
OG0007913	XP_017755207.1	XP_034178025.1
OG0007914	XP_017761010.1	XP_034186944.1
OG0007915	XP_017762110.1	XP_034191035.1
OG0007916	XP_017758441.1	XP_034183662.1
OG0007917	XP_017757072.1	XP_034179990.1
OG0007918	XP_017763144.1	XP_034187993.1
OG0007919	XP_017763149.1	XP_034187971.1
OG0007920	XP_017764969.1	XP_034179818.1
OG0007921	XP_017762794.1	XP_034173088.1
OG0007922	XP_017754002.1	XP_034172148.1
OG0007923	XP_017754024.1	XP_034172111.1
OG0007924	XP_017767374.1	XP_034189664.1
OG0007925	XP_017759818.1	XP_034188698.1
OG0007926	XP_017762180.1	XP_034190984.1
OG0007927	XP_017753818.1	XP_034193798.1
OG0007928	XP_017765567.1	XP_034185250.1
OG0007930	XP_017758990.1	XP_034176186.1
OG0007931	XP_017761245.1	XP_034180159.1
OG0007932	XP_017766945.1	XP_034179889.1
OG0007933	XP_017762436.1	XP_034189900.1
OG0007934	XP_017762043.1	XP_034179351.1
OG0007935	XP_017762015.1	XP_034179051.1
OG0007936	XP_017753538.1	XP_034182886.1
OG0007937	XP_017759238.1	XP_034180803.1
OG0007938	XP_017758846.1	XP_034183936.1
OG0007939	XP_017761997.1	XP_034184882.1
OG0007940	XP_017757285.1	XP_034194474.1
OG0007941	XP_017760667.1	XP_034193379.1
OG0007942	XP_017758233.1	XP_034196637.1
OG0007943	XP_017761348.1	XP_034192702.1
OG0007944	XP_017755420.1	XP_034188492.1
OG0007945	XP_017754348.1	XP_034188215.1
OG0007946	XP_017755372.1	XP_034182401.1
OG0007947	XP_017754106.1	XP_034193396.1
OG0007948	XP_017755771.1	XP_034184409.1
OG0007949	XP_017763564.1	XP_034173197.1
OG0007950	XP_017756988.1	XP_034188813.1
OG0007951	XP_017760922.1	XP_034174951.1
OG0007952	XP_017763497.1	XP_034181476.1
OG0007953	XP_017761631.1	XP_034184764.1
OG0007954	XP_017758587.1	XP_034187831.1
OG0007955	XP_017756263.1	XP_034173708.1
OG0007956	XP_017754728.1	XP_034171568.1
OG0007957	XP_017752537.1	XP_034190551.1
OG0007958	XP_017763637.1	XP_034185177.1
OG0007959	XP_017753563.1	XP_034182981.1
OG0007960	XP_017762842.1	XP_034175958.1
OG0007961	XP_017752541.1	XP_034185256.1
OG0007962	XP_017752356.1	XP_034188601.1
OG0007963	XP_017753146.1	XP_034175069.1
OG0007964	XP_017756399.1	XP_034171314.1
OG0007965	XP_017764071.1	XP_034183253.1
OG0007966	XP_017757726.1	XP_034189075.1
OG0007967	XP_017757725.1	XP_034189074.1
OG0007968	XP_017764652.1	XP_034173002.1
OG0007969	XP_017761677.1	XP_034182073.1
OG0007970	XP_017752691.1	XP_034188084.1
OG0007971	XP_017753060.1	XP_034172315.1
OG0007972	XP_017759515.1	XP_034182235.1
OG0007973	XP_017764494.1	XP_034181031.1
OG0007974	XP_017765059.1	XP_034194417.1
OG0007975	XP_017767160.1	XP_034180038.1
OG0007976	XP_017760920.1	XP_034190106.1
OG0007977	XP_017756125.1	XP_034186466.1
OG0007978	XP_017760549.1	XP_034192090.1
OG0007979	XP_017756138.1	XP_034182999.1
OG0007980	XP_017758438.1	XP_034186241.1
OG0007981	XP_017762497.1	XP_034183026.1
OG0007982	XP_017754527.1	XP_034185151.1
OG0007983	XP_017766944.1	XP_034179893.1
OG0007984	XP_017758267.1	XP_034184082.1
OG0007985	XP_017754066.1	XP_034172255.1
OG0007986	XP_017753670.1	XP_034177513.1
OG0007987	XP_017760798.1	XP_034193218.1
OG0007988	XP_017763952.1	XP_034176717.1
OG0007989	XP_017766313.1	XP_034174451.1
OG0007990	XP_017764447.1	XP_034186767.1
OG0007991	XP_017764929.1	XP_034174916.1
OG0007992	XP_017754441.1	XP_034189735.1
OG0007993	XP_017759270.1	XP_034187169.1
OG0007994	XP_017758946.1	XP_034188745.1
OG0007995	XP_017757270.1	XP_034182658.1
OG0007996	XP_017757995.1	XP_034188561.1
OG0007997	XP_017757890.1	XP_034189965.1
OG0007998	XP_017754510.1	XP_034192880.1
OG0007999	XP_017755296.1	XP_034177700.1
OG0008000	XP_017763789.1	XP_034171565.1
OG0008001	XP_017758931.1	XP_034195523.1
OG0008002	XP_017753626.1	XP_034171162.1
OG0008003	XP_017765824.1	XP_034173802.1
OG0008004	XP_017763688.1	XP_034174262.1
OG0008005	XP_017766047.1	XP_034172948.1
OG0008006	XP_017756137.1	XP_034182943.1
OG0008007	XP_017762336.1	XP_034182041.1
OG0008008	XP_017754695.1	XP_034188828.1
OG0008009	XP_017762958.1	XP_034192920.1
OG0008011	XP_017758663.1	XP_034189313.1
OG0008012	XP_017754195.1	XP_034193434.1
OG0008013	XP_017757498.1	XP_034177574.1
OG0008014	XP_017761269.1	XP_034188814.1
OG0008015	XP_017758877.1	XP_034184555.1
OG0008016	XP_017753719.1	XP_034173492.1
OG0008017	XP_017761037.1	XP_034182967.1
OG0008018	XP_017755967.1	XP_034170885.1
OG0008019	XP_017755825.1	XP_034186021.1
OG0008020	XP_017752469.1	XP_034179938.1
OG0008021	XP_017758043.1	XP_034183560.1
OG0008023	XP_017760176.1	XP_034195826.1
OG0008024	XP_017759030.1	XP_034175547.1
OG0008025	XP_017759844.1	XP_034185769.1
OG0008026	XP_017752384.1	XP_034188526.1
OG0008027	XP_017752411.1	XP_034188196.1
OG0008028	XP_017758029.1	XP_034177874.1
OG0008029	XP_017762349.1	XP_034182048.1
OG0008030	XP_017757820.1	XP_034180433.1
OG0008031	XP_017761319.1	XP_034176625.1
OG0008032	XP_017757323.1	XP_034189506.1
OG0008033	XP_017754650.1	XP_034191169.1
OG0008034	XP_017763199.1	XP_034191880.1
OG0008035	XP_017752132.1	XP_034192846.1
OG0008036	XP_017758038.1	XP_034178892.1
OG0008037	XP_017758085.1	XP_034178882.1
OG0008038	XP_017760666.1	XP_034195994.1
OG0008039	XP_017755268.1	XP_034177617.1
OG0008040	XP_017763884.1	XP_034176975.1
OG0008041	XP_017756617.1	XP_034184923.1
OG0008042	XP_017764608.1	XP_034187296.1
OG0008043	XP_017762693.1	XP_034196643.1
OG0008044	XP_017758290.1	XP_034196224.1
OG0008045	XP_017754340.1	XP_034188222.1
OG0008046	XP_017762256.1	XP_034176702.1
OG0008047	XP_017761140.1	XP_034172470.1
OG0008048	XP_017756603.1	XP_034185774.1
OG0008049	XP_017763480.1	XP_034181012.1
OG0008050	XP_017760606.1	XP_034191556.1
OG0008051	XP_017766359.1	XP_034196569.1
OG0008052	XP_017754295.1	XP_034192447.1
OG0008053	XP_017761753.1	XP_034187845.1
OG0008054	XP_017761761.1	XP_034181095.1
OG0008055	XP_017755921.1	XP_034180973.1
OG0008056	XP_017765730.1	XP_034188938.1
OG0008057	XP_017762726.1	XP_034188905.1
OG0008058	XP_017753471.1	XP_034192785.1
OG0008059	XP_017754363.1	XP_034183273.1
OG0008060	XP_017760770.1	XP_034193331.1
OG0008061	XP_017760701.1	XP_034193310.1
OG0008062	XP_017764123.1	XP_034186020.1
OG0008063	XP_017760985.1	XP_034171516.1
OG0008064	XP_017763639.1	XP_034184802.1
OG0008066	XP_017755173.1	XP_034185994.1
OG0008067	XP_017765157.1	XP_034174364.1
OG0008068	XP_017765158.1	XP_034174377.1
OG0008069	XP_017755613.1	XP_034182475.1
OG0008070	XP_017755376.1	XP_034182812.1
OG0008071	XP_017763408.1	XP_034193381.1
OG0008072	XP_017763387.1	XP_034193216.1
OG0008073	XP_017760603.1	XP_034191750.1
OG0008074	XP_017765001.1	XP_034194411.1
OG0008075	XP_017760995.1	XP_034186937.1
OG0008076	XP_017764332.1	XP_034185349.1
OG0008077	XP_017755004.1	XP_034181072.1
OG0008078	XP_017754992.1	XP_034190368.1
OG0008079	XP_017754230.1	XP_034173096.1
OG0008080	XP_017757166.1	XP_034187432.1
OG0008081	XP_017757134.1	XP_034187411.1
OG0008082	XP_017759053.1	XP_034172615.1
OG0008083	XP_017754633.1	XP_034186913.1
OG0008085	XP_017754233.1	XP_034172253.1
OG0008086	XP_017759269.1	XP_034187076.1
OG0008087	XP_017764577.1	XP_034190211.1, XP_034190212.1
OG0008088	XP_017763545.1	XP_034180953.1
OG0008089	XP_017754054.1	XP_034172797.1
OG0008090	XP_017752552.1	XP_034190539.1
OG0008091	XP_017754342.1	XP_034188660.1
OG0008092	XP_017759101.1	XP_034172874.1
OG0008093	XP_017759122.1	XP_034172869.1
OG0008094	XP_017761627.1	XP_034190229.1
OG0008095	XP_017752910.1	XP_034183133.1
OG0008096	XP_017767025.1	XP_034188382.1
OG0008097	XP_017760181.1	XP_034193485.1
OG0008098	XP_017757415.1	XP_034177552.1
OG0008099	XP_017757487.1	XP_034177545.1
OG0008100	XP_017759850.1	XP_034192030.1
OG0008101	XP_017754641.1	XP_034186856.1
OG0008102	XP_017765201.1	XP_034194512.1
OG0008103	XP_017760015.1	XP_034192216.1
OG0008104	XP_017754252.1	XP_034181066.1
OG0008105	XP_017762840.1	XP_034176558.1
OG0008106	XP_017756115.1	XP_034187135.1
OG0008107	XP_017755460.1	XP_034180000.1
OG0008108	XP_017761274.1	XP_034188736.1
OG0008110	XP_017763495.1	XP_034181291.1
OG0008111	XP_017761051.1	XP_034171506.1
OG0008112	XP_017760716.1	XP_034196659.1
OG0008113	XP_017760697.1	XP_034175687.1
OG0008114	XP_017754752.1	XP_034189114.1
OG0008115	XP_017754944.1	XP_034185493.1
OG0008116	XP_017752657.1	XP_034180758.1
OG0008117	XP_017764928.1	XP_034176962.1
OG0008118	XP_017767421.1	XP_034189814.1
OG0008119	XP_017764915.1	XP_034177174.1
OG0008121	XP_017755650.1	XP_034193005.1
OG0008122	XP_017758114.1	XP_034189184.1
OG0008123	XP_017766347.1	XP_034196538.1
OG0008124	XP_017760728.1	XP_034196660.1
OG0008125	XP_017766125.1	XP_034195752.1
OG0008126	XP_017752245.1	XP_034181682.1
OG0008127	XP_017757857.1	XP_034183575.1
