Orthogroup	Eufriesea_mexicana	Bombus_terrestris
OG0006199	XP_017762512.1	XP_003402259.1
OG0006200	XP_017759771.1	XP_012173697.1
OG0006201	XP_017765811.1	XP_012166720.2
OG0006202	XP_017760301.1	XP_003397328.1
OG0006203	XP_017760288.1	XP_003397321.1
OG0006204	XP_017753934.1	XP_003397348.1
OG0006205	XP_017755768.1	XP_012167152.1
OG0006206	XP_017755859.1	XP_012167117.1
OG0006207	XP_017755791.1	XP_012167676.1
OG0006208	XP_017755780.1	XP_012167665.1
OG0006209	XP_017755836.1	XP_003398046.1
OG0006210	XP_017755814.1	XP_003398008.1
OG0006211	XP_017756904.1	XP_003397406.1
OG0006212	XP_017756907.1	XP_012166821.1
OG0006213	XP_017758809.1	XP_012167602.1
OG0006214	XP_017758874.1	XP_012166915.1
OG0006215	XP_017758812.1	XP_020720290.1
OG0006216	XP_017758838.1	XP_003397553.1
OG0006217	XP_017758848.1	XP_012166797.2
OG0006218	XP_017758797.1	XP_003397567.2
OG0006219	XP_017758792.1	XP_003397565.2
OG0006220	XP_017758790.1	XP_012166792.1
OG0006221	XP_017761818.1	XP_012167054.1
OG0006222	XP_017761820.1	XP_012167057.1
OG0006223	XP_017761810.1	XP_012167060.1
OG0006224	XP_017761829.1	XP_003397815.1
OG0006225	XP_017755066.1	XP_003397812.1
OG0006226	XP_017762643.1	XP_012167392.1
OG0006227	XP_017762646.1	XP_020720084.1
OG0006228	XP_017756832.1	XP_012167426.1
OG0006229	XP_017760833.1	XP_012168932.1
OG0006230	XP_017764269.1	XP_003397487.1
OG0006231	XP_017764242.1	XP_012167018.1
OG0006232	XP_017764239.1	XP_012167343.2
OG0006233	XP_017755094.1	XP_012168903.1
OG0006234	XP_017753675.1	XP_003395426.1
OG0006235	XP_017753673.1	XP_012163851.1
OG0006236	XP_017753705.1	XP_012163841.1
OG0006237	XP_017752823.1	XP_012163928.1
OG0006238	XP_017752974.1	XP_012163944.1
OG0006239	XP_017752659.1	XP_003395507.1
OG0006240	XP_017758747.1	XP_003395472.1
OG0006241	XP_017758711.1	XP_012164497.1
OG0006242	XP_017758743.1	XP_012164203.1
OG0006243	XP_017766965.1	XP_012163778.1
OG0006244	XP_017753444.1	XP_012169981.1
OG0006245	XP_017756112.1	XP_003399476.1
OG0006246	XP_017756194.1	XP_003399477.1
OG0006247	XP_017756089.1	XP_003399585.1
OG0006248	XP_017756098.1	XP_012169937.1
OG0006249	XP_017761247.1	XP_012167743.2
OG0006250	XP_017761240.1	XP_003393375.1
OG0006251	XP_017753898.1	XP_012171969.1
OG0006252	XP_017753885.1	XP_012171971.1
OG0006253	XP_017757589.1	XP_020720655.1
OG0006254	XP_017757774.1	XP_003398409.1
OG0006255	XP_017758336.1	XP_003398424.1
OG0006256	XP_017766109.1	XP_020719090.1
OG0006257	XP_017766105.1	XP_012164775.1
OG0006258	XP_017766091.1	XP_012164781.1
OG0006259	XP_017762935.1	XP_012168151.1
OG0006260	XP_017761307.1	XP_012175263.1
OG0006261	XP_017756749.1	XP_020719914.1
OG0006262	XP_017765767.1	XP_012175450.1
OG0006263	XP_017764680.1	XP_012176707.1
OG0006264	XP_017764692.1	XP_012163383.1
OG0006265	XP_017759977.1	XP_012163394.1
OG0006266	XP_017754581.1	XP_020718566.1
OG0006267	XP_017753012.1	XP_003400052.1
OG0006268	XP_017752987.1	XP_012170771.1
OG0006269	XP_017752992.1	XP_012170770.1
OG0006270	XP_017766216.1	XP_012168431.1
OG0006271	XP_017766230.1	XP_012167898.1
OG0006272	XP_017760801.1	XP_012167766.1
OG0006273	XP_017758359.1	XP_003398473.1
OG0006274	XP_017762865.1	XP_003400750.1
OG0006275	XP_017759303.1	XP_020722253.1
OG0006276	XP_017759311.1	XP_012171612.1
OG0006277	XP_017759355.1	XP_012171591.1
OG0006278	XP_017759390.1	XP_012171667.1
OG0006279	XP_017759296.1	XP_020722215.1
OG0006280	XP_017759297.1	XP_012171698.1
OG0006281	XP_017759343.1	XP_003400695.1
OG0006282	XP_017759398.1	XP_012171711.1
OG0006283	XP_017759364.1	XP_003400744.3
OG0006284	XP_017759342.1	XP_012171739.1
OG0006285	XP_017762909.1	XP_012170201.1
OG0006286	XP_017766083.1	XP_020721709.1
OG0006287	XP_017766893.1	XP_012170187.1
OG0006288	XP_017766865.1	XP_012170163.1
OG0006289	XP_017766885.1	XP_012170164.1
OG0006290	XP_017760261.1	XP_003396215.1
OG0006291	XP_017760267.1	XP_012164981.1
OG0006292	XP_017763838.1	XP_003402770.2
OG0006293	XP_017763813.1	XP_003402763.1
OG0006294	XP_017766280.1	XP_012174440.2
OG0006295	XP_017757728.1	XP_020720424.1
OG0006296	XP_017757724.1	XP_003397972.1
OG0006297	XP_017763930.1	XP_012168828.1
OG0006298	XP_017763946.1	XP_012168818.1
OG0006299	XP_017763014.1	XP_012172400.1
OG0006300	XP_017762994.1	XP_020722470.1
OG0006301	XP_017763031.1	XP_012172412.1
OG0006302	XP_017763002.1	XP_020722466.1
OG0006303	XP_017763003.1	XP_003401275.1
OG0006304	XP_017763025.1	XP_020722424.1
OG0006305	XP_017761830.1	XP_012172288.2
OG0006306	XP_017761832.1	XP_012172283.1
OG0006307	XP_017761851.1	XP_003401139.1
OG0006308	XP_017761855.1	XP_012172275.1
OG0006309	XP_017758033.1	XP_012172224.2
OG0006310	XP_017758046.1	XP_012172201.2
OG0006311	XP_017758105.1	XP_012172206.1
OG0006312	XP_017765100.1	XP_012172178.1
OG0006313	XP_017765069.1	XP_003401053.1
OG0006314	XP_017765070.1	XP_020722406.1
OG0006315	XP_017765076.1	XP_012172164.1
OG0006316	XP_017765030.1	XP_012172151.1
OG0006317	XP_017765240.1	XP_012172147.1
OG0006318	XP_017765258.1	XP_020722646.1
OG0006319	XP_017752709.1	XP_003401049.1
OG0006320	XP_017752702.1	XP_012172053.1
OG0006321	XP_017752704.1	XP_012172054.1
OG0006322	XP_017759476.1	XP_012169580.1
OG0006323	XP_017759548.1	XP_012169572.1
OG0006324	XP_017756216.1	XP_020721103.1
OG0006325	XP_017759490.1	XP_003399433.1
OG0006326	XP_017757701.1	XP_003401839.1
OG0006327	XP_017758045.1	XP_003401184.3
OG0006328	XP_017763490.1	XP_003397088.1
OG0006329	XP_017763507.1	XP_012166244.1
OG0006330	XP_017755422.1	XP_012176580.1
OG0006331	XP_017755373.1	XP_003394599.1
OG0006332	XP_017755360.1	XP_012176547.1
OG0006333	XP_017755425.1	XP_020724385.1
OG0006334	XP_017756065.1	XP_012176534.1
OG0006335	XP_017756050.1	XP_003394578.1
OG0006336	XP_017756055.1	XP_003394573.1
OG0006338	XP_017764394.1	XP_020721071.1
OG0006339	XP_017753023.1	XP_003400022.1
OG0006340	XP_017752230.1	XP_012170796.1
OG0006341	XP_017752225.1	XP_020721842.1
OG0006342	XP_017761771.1	XP_012164598.1
OG0006344	XP_017767686.1	XP_012163867.1
OG0006345	XP_017767705.1	XP_003395451.1
OG0006346	XP_017767720.1	XP_003395460.1
OG0006347	XP_017767737.1	XP_012163891.1
OG0006348	XP_017767657.1	XP_003395513.1
OG0006349	XP_017767738.1	XP_012163922.1
OG0006350	XP_017767739.1	XP_012163924.2
OG0006351	XP_017767665.1	XP_020718620.1
OG0006352	XP_017767664.1	XP_012163820.1
OG0006353	XP_017767676.1	XP_003395523.1
OG0006354	XP_017754758.1	XP_003394063.1
OG0006355	XP_017765561.1	XP_020723863.1
OG0006356	XP_017765566.1	XP_003403269.2
OG0006357	XP_017765563.1	XP_003403267.1
OG0006358	XP_017759143.1	XP_012168471.1
OG0006359	XP_017759138.1	XP_020720569.1
OG0006360	XP_017763931.1	XP_020721095.1
OG0006361	XP_017758682.1	XP_012169104.1
OG0006362	XP_017759002.1	XP_020721093.1
OG0006363	XP_017754834.1	XP_020720972.1
OG0006364	XP_017754872.1	XP_003399012.1
OG0006365	XP_017767083.1	XP_012176083.1
OG0006366	XP_017767330.1	XP_003398094.1
OG0006367	XP_017767533.1	XP_012167802.1
OG0006368	XP_017757859.1	XP_012167854.1
OG0006369	XP_017767339.1	XP_003398182.1
OG0006370	XP_017767334.1	XP_003398193.1
OG0006371	XP_017767335.1	XP_012167848.1
OG0006372	XP_017767333.1	XP_012167813.1
OG0006373	XP_017767513.1	XP_012167832.1
OG0006374	XP_017764324.1	XP_012173019.1
OG0006375	XP_017756264.1, XP_017756262.1	XP_003401919.1
OG0006376	XP_017752559.1	XP_003401707.1
OG0006377	XP_017754975.1	XP_003401725.1
OG0006378	XP_017754927.1	XP_003401733.1
OG0006379	XP_017754929.1	XP_012173097.1
OG0006380	XP_017761228.1	XP_020723006.1, XP_012173239.1
OG0006381	XP_017752529.1	XP_003401717.1
OG0006382	XP_017759451.1	XP_020718960.1
OG0006383	XP_017757467.1	XP_012163989.1
OG0006384	XP_017757400.1	XP_012163995.1
OG0006385	XP_017757609.1	XP_020718918.1, XP_020718919.1
OG0006386	XP_017761521.1	XP_003400629.1
OG0006387	XP_017761538.1	XP_020722073.1
OG0006388	XP_017756801.1	XP_003400623.1
OG0006389	XP_017759964.1	XP_003400620.1
OG0006390	XP_017759856.1	XP_003400614.1
OG0006391	XP_017759893.1	XP_003400622.1
OG0006392	XP_017759919.1	XP_003400619.1
OG0006393	XP_017759942.1	XP_020722160.1
OG0006394	XP_017759867.1	XP_003400582.1
OG0006395	XP_017759952.1	XP_003400579.1
OG0006396	XP_017759855.1	XP_003400787.1
OG0006397	XP_017760640.1	XP_012171752.1
OG0006398	XP_017764283.1	XP_012168744.1
OG0006399	XP_017762452.1	XP_003398738.1
OG0006400	XP_017757737.1	XP_003400310.2
OG0006401	XP_017757767.1	XP_003400361.1
OG0006402	XP_017757753.1	XP_020721964.1
OG0006403	XP_017755009.1	XP_020719229.1
OG0006404	XP_017756148.1	XP_012170557.1
OG0006405	XP_017756139.1	XP_012170555.1
OG0006406	XP_017756170.1	XP_020721506.1
OG0006407	XP_017752908.1	XP_012170454.1
OG0006408	XP_017752941.1	XP_003399834.1
OG0006409	XP_017764616.1	XP_003399130.1
OG0006410	XP_017754401.1	XP_003396723.1
OG0006411	XP_017756929.1	XP_003396051.1
OG0006412	XP_017757033.1	XP_012164882.1
OG0006413	XP_017757100.1	XP_012164872.1
OG0006414	XP_017756793.1	XP_012164898.1
OG0006415	XP_017753046.1	XP_003395036.1
OG0006416	XP_017765185.1	XP_012165103.1
OG0006417	XP_017765182.1	XP_012165098.1
OG0006419	XP_017767399.1	XP_012168436.2
OG0006420	XP_017757489.1	XP_003395596.2
OG0006421	XP_017767178.1	XP_003400387.1
OG0006422	XP_017767269.1	XP_012171153.1
OG0006423	XP_017767199.1	XP_020722230.1
OG0006424	XP_017767147.1	XP_020722026.1
OG0006425	XP_017767191.1	XP_003400368.1
OG0006426	XP_017761616.1	XP_003403008.1
OG0006427	XP_017761552.1	XP_003400453.1
OG0006428	XP_017761546.1	XP_003400534.1
OG0006429	XP_017758672.1	XP_003394034.1
OG0006430	XP_017758664.1	XP_012175741.1
OG0006431	XP_017758675.1	XP_003394045.1
OG0006432	XP_017762674.1	XP_012176719.1
OG0006433	XP_017763192.1	XP_003400806.1
OG0006434	XP_017763236.1	XP_012171816.1
OG0006435	XP_017767318.1	XP_012168017.1
OG0006436	XP_017767394.1	XP_012168218.1
OG0006437	XP_017767315.1	XP_012168233.1
OG0006438	XP_017767441.1	XP_012168235.1
OG0006439	XP_017767312.1	XP_020720697.1
OG0006440	XP_017765383.1	XP_003398526.1
OG0006441	XP_017765409.1	XP_003398520.1
OG0006442	XP_017764716.1	XP_003398560.1
OG0006443	XP_017764739.1	XP_003398559.1
OG0006444	XP_017758409.1	XP_012168462.1
OG0006445	XP_017758549.1	XP_003398169.1
OG0006446	XP_017758351.1	XP_003398076.2
OG0006447	XP_017758350.1	XP_020720622.1
OG0006448	XP_017754784.1	XP_003399243.1
OG0006449	XP_017754783.1	XP_012169083.1
OG0006450	XP_017754798.1	XP_003402578.1
OG0006451	XP_017754850.1	XP_020720940.1
OG0006452	XP_017754822.1	XP_020721182.1
OG0006453	XP_017754794.1	XP_012169040.2
OG0006454	XP_017754769.1	XP_012169496.1
OG0006455	XP_017754814.1	XP_012169033.1
OG0006456	XP_017761934.1	XP_003398908.1
OG0006457	XP_017761914.1	XP_003398901.1
OG0006458	XP_017761910.1	XP_003398895.1
OG0006459	XP_017761950.1	XP_003399221.1
OG0006460	XP_017761903.1	XP_003398894.1
OG0006461	XP_017754915.1	XP_020721215.1
OG0006462	XP_017766968.1	XP_012168959.1
OG0006463	XP_017766969.1	XP_003398728.1
OG0006464	XP_017766970.1	XP_020721152.1
OG0006465	XP_017761501.1	XP_012169720.1
OG0006466	XP_017761441.1	XP_003399344.1
OG0006467	XP_017761496.1	XP_012169681.1
OG0006468	XP_017761433.1	XP_012169665.1
OG0006469	XP_017761451.1	XP_003399323.1
OG0006470	XP_017761438.1	XP_012169645.1
OG0006471	XP_017760932.1	XP_012168580.1
OG0006472	XP_017760690.1	XP_003398718.3
OG0006473	XP_017760886.1	XP_012169203.1
OG0006474	XP_017760960.1	XP_012169227.1
OG0006475	XP_017760905.1	XP_012169240.1
OG0006476	XP_017760726.1	XP_020721032.1
OG0006477	XP_017760685.1	XP_012169309.1
OG0006478	XP_017760829.1	XP_003399097.1
OG0006479	XP_017760686.1	XP_012169343.1
OG0006480	XP_017760819.1	XP_003399103.1
OG0006481	XP_017760774.1	XP_012169344.1
OG0006482	XP_017760763.1	XP_003399114.1
OG0006483	XP_017754323.1	XP_020724058.1
OG0006484	XP_017754328.1	XP_012176486.1
OG0006485	XP_017754350.1	XP_020718235.1
OG0006486	XP_017767133.1	XP_012170235.1
OG0006487	XP_017763694.1	XP_012170656.1
OG0006488	XP_017764138.1	XP_003399956.1
OG0006489	XP_017758704.1	XP_003399936.1
OG0006490	XP_017758691.1	XP_020721611.1
OG0006491	XP_017756491.1	XP_003399926.3
OG0006492	XP_017752879.1	XP_003399699.1
OG0006493	XP_017766316.1	XP_012174024.1
OG0006494	XP_017757209.1	XP_020718456.1
OG0006495	XP_017757197.1	XP_003395255.1
OG0006496	XP_017757176.1	XP_012163228.1
OG0006497	XP_017757140.1	XP_012163702.2
OG0006498	XP_017757222.1	XP_012163244.1
OG0006499	XP_017757189.1	XP_020718543.1, XP_012163250.1
OG0006500	XP_017756424.1, XP_017756432.1	XP_012174112.1
OG0006501	XP_017755930.1	XP_012174084.1
OG0006502	XP_017767644.1	XP_012176738.1
OG0006503	XP_017756297.1	XP_012174094.1
OG0006504	XP_017756845.1	XP_003397505.1
OG0006505	XP_017764087.1	XP_012174231.2
OG0006506	XP_017764067.1	XP_012167532.1
OG0006507	XP_017764099.1	XP_012167540.1
OG0006508	XP_017764046.1	XP_012167625.1
OG0006509	XP_017756807.1	XP_012166805.1
OG0006510	XP_017761342.1	XP_003395675.1
OG0006511	XP_017761401.1	XP_012164176.1
OG0006512	XP_017761365.1	XP_012164184.1
OG0006513	XP_017761376.1	XP_012163961.1
OG0006514	XP_017761377.1	XP_012163963.1
OG0006515	XP_017761403.1	XP_020718825.1
OG0006516	XP_017754514.1	XP_012173451.1
OG0006517	XP_017754497.1	XP_003401959.1
OG0006518	XP_017754504.1	XP_012173455.1
OG0006519	XP_017752754.1	XP_003402326.1
OG0006520	XP_017754518.1	XP_003401966.1
OG0006521	XP_017755287.1	XP_003395658.1
OG0006522	XP_017761232.1, XP_017761233.1	XP_012173484.1
OG0006523	XP_017761212.1	XP_003401976.1
OG0006524	XP_017757549.1	XP_012164385.1
OG0006525	XP_017757431.1	XP_012164357.1
OG0006526	XP_017757592.1	XP_003395809.2
OG0006527	XP_017757535.1	XP_020723422.1
OG0006528	XP_017757545.1	XP_012164327.1
OG0006529	XP_017757444.1	XP_003395612.1
OG0006530	XP_017759563.1	XP_012176642.1
OG0006531	XP_017759569.1	XP_012176635.1
OG0006532	XP_017759494.1	XP_020724269.1
OG0006533	XP_017759501.1	XP_012174544.1
OG0006534	XP_017755946.1	XP_003402838.1
OG0006535	XP_017755961.1	XP_012174561.1
OG0006536	XP_017762678.1	XP_012174222.1
OG0006537	XP_017763132.1	XP_012172937.1
OG0006538	XP_017752513.1	XP_003401683.2
OG0006539	XP_017752486.1	XP_012172948.1
OG0006540	XP_017757779.1	XP_003400265.1
OG0006541	XP_017759629.1	XP_012170815.1
OG0006542	XP_017754381.1	XP_020719534.1
OG0006543	XP_017754384.1	XP_003396745.1
OG0006544	XP_017754390.1	XP_003396742.1
OG0006545	XP_017765726.1	NP_001267862.1
OG0006546	XP_017765709.1	XP_012175311.1
OG0006547	XP_017765691.1	XP_003393829.2
OG0006548	XP_017757059.1	XP_012174947.1
OG0006549	XP_017757056.1	XP_012174909.1
OG0006550	XP_017759474.1	XP_003396031.1
OG0006551	XP_017766160.1	XP_003396025.1
OG0006552	XP_017756611.1	XP_020722880.1
OG0006553	XP_017756621.1	XP_003401616.1
OG0006554	XP_017758212.1	XP_020719544.1
OG0006555	XP_017758200.1	XP_012166130.1
OG0006556	XP_017758203.1	XP_020719548.1
OG0006557	XP_017762711.1	XP_020719595.1
OG0006558	XP_017757096.1	XP_003396868.1
OG0006559	XP_017757088.1	XP_012166012.1
OG0006560	XP_017762701.1	XP_003396666.1
OG0006561	XP_017762710.1	XP_003396661.1
OG0006562	XP_017762708.1	XP_012165717.1
OG0006563	XP_017762703.1	XP_012165704.1
OG0006564	XP_017762705.1	XP_003396653.2
OG0006565	XP_017764833.1	XP_012174670.1
OG0006566	XP_017764818.1	XP_003402823.1
OG0006567	XP_017757383.1	XP_012176255.1
OG0006568	XP_017759591.1	XP_012173181.1
OG0006569	XP_017753171.1	XP_012165169.1
OG0006570	XP_017753224.1	XP_012165180.1
OG0006571	XP_017753190.1	XP_012165176.1
OG0006572	XP_017753323.1	XP_003396591.1
OG0006573	XP_017753368.1	XP_012165620.1
OG0006574	XP_017753295.1	XP_003396595.1
OG0006575	XP_017753235.1	XP_012165064.1
OG0006576	XP_017755471.1	XP_003393694.2
OG0006577	XP_017755253.1	XP_012172943.1
OG0006578	XP_017762725.1	XP_012173081.1
OG0006579	XP_017756293.1	XP_012174372.1
OG0006580	XP_017756416.1	XP_003402633.1
OG0006581	XP_017756350.1	XP_020723478.1
OG0006582	XP_017756340.1	XP_012174342.1
OG0006583	XP_017756351.1	XP_020723476.1
OG0006584	XP_017756363.1, XP_017756364.1	XP_012174380.1
OG0006585	XP_017766375.1	XP_012174079.1
OG0006586	XP_017766489.1	XP_012174086.1
OG0006587	XP_017766419.1	XP_012174153.1
OG0006588	XP_017766360.1	XP_003393769.1
OG0006589	XP_017766447.1	XP_003393771.1
OG0006590	XP_017766470.1	XP_012174667.1
OG0006591	XP_017766372.1	XP_012174797.1
OG0006592	XP_017766367.1	XP_012174811.1
OG0006593	XP_017766393.1	XP_012174837.1
OG0006594	XP_017762513.1	XP_020723940.1
OG0006595	XP_017763969.1	XP_003394603.1
OG0006596	XP_017759041.1	XP_003398068.1
OG0006597	XP_017759038.1	XP_003398064.1
OG0006598	XP_017759035.1	XP_012168405.1
OG0006599	XP_017765015.1	XP_012175908.1
OG0006600	XP_017765004.1	XP_012175905.1
OG0006601	XP_017760125.1	XP_003402426.1
OG0006602	XP_017760129.1	XP_003402422.1
OG0006603	XP_017760062.1	XP_012174151.1
OG0006604	XP_017754321.1	XP_012174137.1
OG0006605	XP_017757169.1	XP_020718336.1
OG0006607	XP_017764372.1	XP_020719571.1
OG0006608	XP_017762810.1, XP_017762809.1	XP_003396821.2, XP_020719623.1
OG0006609	XP_017762800.1	XP_012166187.2
OG0006610	XP_017762802.1	XP_012165509.1
OG0006611	XP_017756244.1	XP_020719424.1
OG0006612	XP_017753558.1	XP_003402581.1
OG0006613	XP_017761337.1	XP_012165323.1
OG0006614	XP_017761135.1	XP_012165308.1
OG0006615	XP_017753178.1	XP_012165280.1
OG0006616	XP_017753203.1	XP_012165279.1
OG0006617	XP_017753195.1	XP_003396310.1
OG0006618	XP_017753198.1	XP_003396297.1
OG0006619	XP_017753304.1	XP_003396284.1
OG0006620	XP_017753200.1	XP_003396287.1
OG0006621	XP_017753278.1	XP_003396291.1
OG0006622	XP_017756538.1	XP_012173926.1
OG0006623	XP_017756526.1	XP_020723297.1
OG0006624	XP_017759558.1	XP_012173161.1
OG0006625	XP_017759510.1	XP_003401774.2
OG0006626	XP_017757886.1	XP_012173328.1
OG0006627	XP_017759147.1	XP_003394428.1
OG0006628	XP_017760655.1	XP_003394419.1
OG0006629	XP_017757980.1	XP_012173576.1
OG0006630	XP_017753630.1	XP_012166980.1
OG0006631	XP_017753650.1	XP_020720257.1
OG0006632	XP_017759461.1	XP_003401899.1
OG0006633	XP_017765742.1	XP_003397997.1
OG0006634	XP_017762337.1	XP_012174571.2
OG0006635	XP_017757068.1	XP_003402869.1
OG0006636	XP_017753567.1	XP_012176439.1
OG0006637	XP_017758681.1	XP_003394485.1
OG0006638	XP_017762148.1	XP_003402113.1
OG0006639	XP_017762081.1	XP_003399547.3
OG0006640	XP_017762160.1	XP_020721644.1
OG0006641	XP_017766143.1	XP_020719169.1
OG0006642	XP_017761231.1	XP_012165332.1
OG0006643	XP_017761398.1	XP_003396355.2
OG0006644	XP_017761408.1	XP_003396356.1
OG0006645	XP_017761481.1	XP_003396373.1
OG0006646	XP_017761563.1	XP_003396375.1
OG0006647	XP_017761196.1	XP_012165406.1
OG0006648	XP_017761372.1	XP_012165412.1
OG0006649	XP_017764902.1	XP_003396801.1
OG0006650	XP_017753480.1	XP_012165922.1
OG0006651	XP_017753453.1	XP_020719211.1
OG0006652	XP_017762205.1	XP_012170347.1
OG0006653	XP_017762169.1	XP_003399759.1
OG0006654	XP_017762093.1	XP_003399753.1
OG0006655	XP_017755332.1	XP_020718959.1
OG0006656	XP_017755329.1	XP_012164130.1
OG0006657	XP_017755330.1	XP_012164133.1
OG0006658	XP_017755269.1	XP_012164113.1
OG0006659	XP_017755239.1	XP_020718888.1
OG0006660	XP_017764781.1	XP_003399372.1
OG0006661	XP_017762277.1	XP_003399364.1
OG0006662	XP_017760414.1	XP_012168681.1, XP_012168682.1
OG0006663	XP_017756583.1	XP_020719135.1
OG0006664	XP_017756590.1	XP_012164736.1
OG0006665	XP_017752179.1	XP_020723704.1
OG0006666	XP_017754103.1	XP_012163188.1
OG0006667	XP_017764670.1	XP_012163139.1
OG0006668	XP_017764666.1	XP_012163105.1
OG0006669	XP_017758937.1	XP_012174735.1
OG0006670	XP_017758916.1	XP_012174739.1
OG0006671	XP_017752164.1	XP_012174721.1
OG0006672	XP_017754223.1	XP_012163354.1
OG0006673	XP_017754033.1	XP_012163392.1
OG0006674	XP_017754026.1	XP_003402610.1
OG0006675	XP_017754151.1	XP_020719117.1
OG0006676	XP_017754091.1	XP_003393089.1
OG0006677	XP_017754058.1	XP_012164088.2
OG0006678	XP_017759151.1	XP_012174353.1
OG0006679	XP_017761713.1	XP_012164651.1
OG0006680	XP_017753502.1	XP_012173868.1, XP_003402293.1
OG0006681	XP_017761078.1	XP_003402282.1
OG0006682	XP_017760534.1	XP_003395919.1
OG0006683	XP_017760533.1	XP_012164683.1
OG0006684	XP_017758922.1	XP_003402966.1
OG0006685	XP_017762899.1	XP_012167227.1
OG0006686	XP_017758192.1	XP_012167230.1
OG0006687	XP_017766486.1	XP_020723522.1
OG0006688	XP_017766507.1	XP_012169032.1
OG0006689	XP_017766008.1	XP_003393216.1
OG0006690	XP_017766075.1	XP_012166055.1
OG0006691	XP_017766011.1	XP_003393208.1
OG0006692	XP_017766010.1	XP_003393203.1
OG0006693	XP_017766013.1	XP_012165905.1
OG0006694	XP_017765993.1	XP_020719755.1
OG0006695	XP_017754089.1	XP_003393142.1
OG0006696	XP_017754192.1	XP_003393129.2
OG0006697	XP_017754100.1	XP_012164522.1
OG0006698	XP_017754057.1	XP_003392892.1
OG0006699	XP_017758007.1	XP_012176532.1
OG0006700	XP_017758006.1	XP_012176538.1
OG0006701	XP_017763270.1	XP_003393008.2
OG0006702	XP_017763265.1	XP_012176389.1
OG0006703	XP_017763264.1	XP_012176457.1
OG0006704	XP_017753727.1	XP_003392995.1
OG0006705	XP_017764253.1	XP_003392980.1
OG0006706	XP_017762557.1	XP_003402584.1
OG0006707	XP_017765424.1	XP_012166496.1
OG0006708	XP_017765454.1	XP_012163555.1
OG0006709	XP_017757653.1	XP_012166738.1
OG0006710	XP_017762601.1	XP_012166979.1
OG0006711	XP_017762587.1	XP_012167109.1
OG0006712	XP_017753515.1	XP_003393303.1
OG0006713	XP_017753513.1	XP_003393316.1
OG0006714	XP_017763606.1	XP_020720297.1
OG0006715	XP_017755895.1	XP_003393278.1
OG0006716	XP_017761122.1	XP_012166562.1
OG0006717	XP_017762250.1	XP_012166618.1
OG0006718	XP_017756514.1	XP_012170889.1
OG0006719	XP_017756512.1	XP_012170895.1
OG0006720	XP_017764697.1	XP_012168376.2
OG0006721	XP_017753374.1	XP_012168561.2
OG0006722	XP_017760009.1	XP_003398830.1
OG0006723	XP_017762753.1	XP_012174520.1
OG0006724	XP_017762157.1	XP_003399782.1
OG0006725	XP_017762111.1	XP_012170352.1
OG0006726	XP_017762140.1	XP_003399997.1
OG0006727	XP_017765747.1	XP_003399156.1
OG0006728	XP_017764842.1	XP_003393457.1
OG0006729	XP_017763722.1	XP_012164661.1
OG0006730	XP_017755674.1	XP_020718786.1
OG0006731	XP_017767254.1	XP_003400940.1
OG0006732	XP_017755584.1	XP_003395310.2
OG0006733	XP_017761003.1	XP_012170008.1
OG0006734	XP_017760472.1	XP_012167046.1
OG0006735	XP_017755902.1	XP_012166742.1
OG0006736	XP_017765688.1	XP_003393833.1
OG0006737	XP_017757055.1	XP_003393810.1
OG0006738	XP_017756295.1	XP_003402643.2
OG0006739	XP_017754595.1	XP_020721675.1
OG0006740	XP_017765714.1	XP_003393827.3
OG0006741	XP_017755389.1	XP_020723143.1
OG0006742	XP_017766454.1	XP_020721404.1
OG0006743	XP_017759784.1	XP_020724002.1
OG0006744	XP_017764614.1	XP_012168952.2
OG0006745	XP_017765485.1	XP_003393526.1
OG0006746	XP_017753985.1	XP_020720868.1
OG0006747	XP_017767009.1, XP_017766550.1	XP_020724333.1
OG0006748	XP_017765183.1	XP_012176135.1
OG0006749	XP_017762359.1	XP_012174582.1
OG0006750	XP_017763904.1	XP_003399201.1
OG0006751	XP_017760376.1	XP_003394327.1
OG0006752	XP_017767063.1	XP_012176086.1
OG0006753	XP_017767006.1	XP_003394243.1
OG0006754	XP_017755406.1	XP_012176551.1
OG0006755	XP_017760405.1	XP_003394333.1
OG0006756	XP_017760361.1	XP_012176182.1
OG0006757	XP_017755952.1	XP_012174854.1
OG0006758	XP_017764815.1	XP_020724073.1
OG0006759	XP_017752305.1	XP_020724175.1
OG0006760	XP_017759586.1	XP_020724303.1
OG0006761	XP_017754003.1	XP_012163662.1
OG0006762	XP_017767068.1	XP_020724332.1
OG0006763	XP_017766698.1	XP_003394209.2
OG0006764	XP_017756068.1	XP_020724311.1
OG0006765	XP_017762465.1	XP_012168748.1
OG0006766	XP_017766103.1	XP_003394154.1
OG0006767	XP_017767030.1	XP_012176054.1
OG0006768	XP_017766197.1	XP_020724365.1
OG0006769	XP_017756067.1	XP_012176533.1
OG0006770	XP_017755600.1	XP_020724192.1
OG0006771	XP_017756204.1	XP_020723368.1
OG0006772	XP_017756381.1	XP_003402457.1
OG0006773	XP_017765967.1	XP_012163477.1
OG0006774	XP_017765926.1	XP_012163070.1
OG0006775	XP_017767112.1	XP_003394985.1
OG0006776	XP_017760079.1	XP_012174171.1
OG0006777	XP_017760093.1	XP_003402421.1
OG0006778	XP_017760122.1	XP_012174168.1
OG0006779	XP_017758556.1	XP_012163726.2
