Orthogroup	Anopheles_gambiae	Eufriesea_mexicana
OG0005531	XP_313161.5	XP_017764983.1
OG0005533	XP_317818.4	XP_017762543.1
OG0005534	XP_319372.4	XP_017753229.1
OG0005535	XP_309340.4	XP_017764934.1
OG0005537	XP_311385.3	XP_017767100.1
OG0005538	XP_310378.7	XP_017757754.1
OG0005539	XP_003437079.1, XP_311259.5	XP_017757619.1
OG0005540	XP_316705.4	XP_017759362.1
OG0005541	XP_311215.4	XP_017762877.1
OG0005542	XP_001238439.1	XP_017755917.1
OG0005544	XP_312585.5	XP_017765565.1
OG0005545	XP_306081.1, XP_312973.4	XP_017762482.1
OG0005546	XP_311131.5	XP_017752236.1
OG0005547	XP_314468.4	XP_017753589.1
OG0005548	XP_310001.4, XP_001688259.1	XP_017757390.1
OG0005549	XP_001687914.1, XP_001687913.1	XP_017763785.1
OG0005550	XP_317622.4	XP_017760960.1
OG0005551	XP_311407.4	XP_017766085.1
OG0005552	XP_312636.4	XP_017767652.1
OG0005553	XP_313620.5	XP_017757626.1
OG0005555	XP_001237407.3	XP_017763835.1
OG0005556	XP_307565.4, XP_309576.4	XP_017754131.1
OG0005557	XP_312324.5	XP_017756602.1
OG0005558	XP_318041.4	XP_017752845.1
OG0005559	XP_309028.4	XP_017759016.1
OG0005560	XP_320084.4	XP_017766616.1
OG0005561	XP_314761.4	XP_017758403.1, XP_017757837.1
OG0005562	XP_321825.4	XP_017752910.1
OG0005563	XP_001237659.2	XP_017761465.1
OG0005564	XP_003435987.1	XP_017755794.1
OG0005565	XP_316061.3, XP_001688774.1	XP_017755015.1
OG0005566	XP_001688081.1, XP_308780.4	XP_017758937.1
OG0005567	XP_319502.1	XP_017758196.1
OG0005568	XP_316626.4	XP_017758342.1
OG0005569	XP_310792.5, XP_003436972.1, XP_317634.3	XP_017759501.1
OG0005570	XP_001688933.1	XP_017759834.1
OG0005571	XP_315888.4	XP_017760980.1
OG0005572	XP_317541.3	XP_017758873.1
OG0005573	XP_308458.4	XP_017761196.1
OG0005574	XP_311419.4	XP_017753110.1
OG0005575	XP_317076.1	XP_017754289.1
OG0005576	XP_321226.5	XP_017760300.1
OG0005577	XP_311397.4	XP_017755631.1
OG0005578	XP_321708.4	XP_017759107.1, XP_017759115.1
OG0005579	XP_309653.5	XP_017752850.1
OG0005580	XP_307915.5, XP_003436075.1	XP_017755181.1
OG0005581	XP_309536.4	XP_017756406.1
OG0005582	XP_321116.5	XP_017752788.1
OG0005583	XP_314898.4	XP_017756671.1
OG0005584	XP_562821.2, XP_312747.5	XP_017758587.1
OG0005585	XP_322007.4	XP_017764232.1
OG0005586	XP_310720.4, XP_310723.5	XP_017759563.1
OG0005587	XP_318036.4	XP_017755425.1
OG0005588	XP_312268.5	XP_017762479.1
OG0005589	XP_309312.4	XP_017759527.1
OG0005590	XP_312240.5, XP_003436209.1	XP_017754441.1
OG0005591	XP_315813.4, XP_003435729.1	XP_017759273.1
OG0005593	XP_316337.4	XP_017755709.1
OG0005594	XP_311710.4	XP_017762999.1
OG0005595	XP_316868.5	XP_017767283.1
OG0005596	XP_315965.2	XP_017755190.1, XP_017755189.1
OG0005597	XP_320696.4	XP_017760670.1
OG0005598	XP_321141.5	XP_017756899.1
OG0005599	XP_311947.5	XP_017760288.1
OG0005600	XP_314337.4	XP_017759785.1
OG0005601	XP_003437019.1, XP_310554.5	XP_017758801.1
OG0005602	XP_313785.3	XP_017762564.1
OG0005603	XP_003436921.1, XP_311036.5, XP_003436920.1	XP_017763327.1
OG0005604	XP_308977.4	XP_017753096.1
OG0005605	XP_317705.4	XP_017761505.1
OG0005606	XP_001688721.1, XP_001688722.1, XP_315753.4	XP_017762810.1, XP_017762809.1
OG0005607	XP_312633.5	XP_017761348.1
OG0005608	XP_317275.4	XP_017755218.1
OG0005609	XP_315489.2	XP_017760470.1
OG0005610	XP_316472.4	XP_017760436.1
OG0005611	XP_320820.3	XP_017759515.1
OG0005612	XP_308526.4	XP_017764077.1
OG0005613	XP_311833.1, XP_003436363.1	XP_017755538.1
OG0005614	XP_309637.5	XP_017757440.1
OG0005615	XP_313470.4	XP_017763002.1
OG0005616	XP_308017.5	XP_017752717.1
OG0005617	XP_561487.4, XP_312848.5	XP_017761018.1
OG0005619	XP_317033.2	XP_017752315.1
OG0005620	XP_308182.4	XP_017757016.1, XP_017757014.1
OG0005621	XP_318017.4	XP_017761774.1
OG0005622	XP_312455.4	XP_017767411.1
OG0005623	XP_309119.5	XP_017762704.1
OG0005625	XP_319779.4	XP_017767572.1
OG0005626	XP_311117.5	XP_017754539.1
OG0005627	XP_316655.4	XP_017760827.1
OG0005628	XP_316676.3	XP_017758430.1
OG0005629	XP_311825.5	XP_017755626.1
OG0005630	XP_001688450.2, XP_313591.5	XP_017752189.1
OG0005631	XP_562525.3, XP_003436557.1	XP_017759223.1
OG0005632	XP_316549.4	XP_017767021.1
OG0005633	XP_309487.4	XP_017753562.1
OG0005634	XP_312950.5	XP_017762588.1
OG0005635	XP_317917.3	XP_017760591.1
OG0005637	XP_317367.4	XP_017754106.1
OG0005638	XP_001688695.1	XP_017765761.1
OG0005639	XP_320591.3	XP_017756520.1, XP_017756519.1
OG0005640	XP_315334.4	XP_017754697.1, XP_017754685.1
OG0005641	XP_312433.5	XP_017759871.1
OG0005642	XP_321625.2, XP_003435852.1, XP_003435853.1	XP_017764798.1
OG0005643	XP_314952.3	XP_017760666.1
OG0005644	XP_561359.1, XP_321213.4	XP_017757425.1
OG0005645	XP_001689350.1	XP_017763259.1
OG0005646	XP_315526.4	XP_017765898.1
OG0005647	XP_317983.3	XP_017760837.1
OG0005649	XP_313787.4	XP_017759323.1
OG0005650	XP_314266.5	XP_017759491.1
OG0005651	XP_319339.4	XP_017763372.1
OG0005652	XP_003437043.1, XP_310477.4	XP_017753146.1
OG0005653	XP_310433.5	XP_017756222.1
OG0005654	XP_001688367.2	XP_017760864.1
OG0005655	XP_319682.4	XP_017763471.1
OG0005656	XP_311394.2	XP_017752338.1
OG0005657	XP_561168.5, XP_024667072.1	XP_017762049.1
OG0005658	XP_565673.4	XP_017754915.1
OG0005659	XP_003436738.1, XP_313086.5	XP_017758176.1
OG0005660	XP_001688457.1	XP_017758753.1
OG0005661	XP_319416.4	XP_017764704.1
OG0005662	XP_320070.4	XP_017766738.1
OG0005663	XP_313491.3, XP_313489.1	XP_017763668.1
OG0005664	XP_560633.4, XP_311757.5	XP_017752408.1
OG0005665	XP_317596.4	XP_017753012.1
OG0005666	XP_312356.3, XP_312355.3	XP_017758433.1
OG0005667	XP_318611.3	XP_017757930.1
OG0005668	XP_001238251.2	XP_017757519.1
OG0005669	XP_316175.4	XP_017767012.1
OG0005670	XP_315207.3	XP_017758089.1
OG0005671	XP_001688368.2	XP_017764598.1
OG0005672	XP_319037.3	XP_017758230.1
OG0005673	XP_313649.4	XP_017754798.1
OG0005674	XP_307891.5	XP_017760322.1
OG0005675	XP_003436081.1	XP_017758694.1
OG0005676	XP_003436775.1, XP_313563.4	XP_017757570.1
OG0005677	XP_308296.3	XP_017761773.1
OG0005678	XP_551171.4	XP_017753663.1
OG0005679	XP_003437097.1, XP_311317.5	XP_017763696.1
OG0005682	XP_001689032.1	XP_017763284.1
OG0005683	XP_316724.1	XP_017765152.1
OG0005684	XP_001688320.1	XP_017761283.1
OG0005685	XP_001688518.1, XP_314071.4	XP_017756170.1
OG0005686	XP_553504.3	XP_017766970.1
OG0005687	XP_320190.4	XP_017753318.1
OG0005688	XP_001238575.3	XP_017761865.1
OG0005689	XP_320801.3, XP_314671.3	XP_017755914.1
OG0005690	XP_321328.5	XP_017767513.1
OG0005691	XP_317482.4	XP_017754254.1
OG0005692	XP_309009.4	XP_017757877.1
OG0005693	XP_003437042.1, XP_003437041.1, XP_310482.4	XP_017757096.1
OG0005695	XP_312453.4	XP_017765417.1
OG0005696	XP_314474.4	XP_017754814.1
OG0005697	XP_317286.4	XP_017760175.1
OG0005698	XP_315628.4	XP_017753271.1
OG0005699	XP_551836.1	XP_017763585.1
OG0005700	XP_001688161.2	XP_017752140.1
OG0005701	XP_312121.5, XP_312123.5	XP_017765631.1, XP_017760280.1
OG0005702	XP_314886.4	XP_017755450.1
OG0005704	XP_314365.4	XP_017758735.1
OG0005705	XP_320923.5	XP_017756601.1
OG0005706	XP_309354.4	XP_017762856.1
OG0005707	XP_312096.5	XP_017759477.1
OG0005708	XP_313514.5	XP_017759303.1
OG0005709	XP_316918.4	XP_017755922.1
OG0005710	XP_552016.3	XP_017766260.1
OG0005711	XP_001688960.2	XP_017753600.1
OG0005712	XP_309158.3	XP_017762075.1
OG0005713	XP_321114.1	XP_017752950.1
OG0005714	XP_556147.3	XP_017756318.1
OG0005715	XP_317097.4	XP_017755215.1
OG0005716	XP_314524.4	XP_017765091.1
OG0005717	XP_001238304.2	XP_017763564.1
OG0005718	XP_321065.4	XP_017754703.1
OG0005719	XP_308260.5	XP_017753304.1
OG0005720	XP_318831.4	XP_017752940.1
OG0005721	XP_310424.4	XP_017756669.1
OG0005722	XP_315752.4	XP_017762654.1
OG0005724	XP_318756.2	XP_017755783.1
OG0005725	XP_317853.3	XP_017761618.1
OG0005727	XP_320880.4	XP_017754549.1
OG0005728	XP_318418.4, XP_003436673.1	XP_017752926.1
OG0005729	XP_551819.3	XP_017764043.1
OG0005730	XP_024667081.1, XP_001230947.2, XP_313490.5	XP_017758924.1
OG0005731	XP_553840.2	XP_017766348.1
OG0005732	XP_001689194.1	XP_017758051.1
OG0005733	XP_312442.5	XP_017764075.1
OG0005734	XP_321276.4	XP_017764412.1
OG0005735	XP_321395.5	XP_017752269.1
OG0005736	XP_319796.4	XP_017762462.1
OG0005737	XP_313715.5	XP_017764557.1
OG0005738	XP_001689106.1, XP_001689107.1, XP_318183.4	XP_017754663.1
OG0005740	XP_309976.4	XP_017763688.1
OG0005741	XP_319609.4	XP_017754396.1
OG0005742	XP_311901.5, XP_003436338.1	XP_017756446.1
OG0005743	XP_310575.5	XP_017764003.1
OG0005744	XP_317524.4	XP_017756050.1
OG0005745	XP_321169.5	XP_017762519.1
OG0005746	XP_319061.3	XP_017755284.1, XP_017755283.1
OG0005747	XP_318517.3	XP_017757500.1
OG0005748	XP_313587.5	XP_017754477.1, XP_017754475.1, XP_017754476.1
OG0005750	XP_315361.4	XP_017760483.1
OG0005751	XP_310789.4	XP_017766875.1
OG0005752	XP_317139.4	XP_017761140.1
OG0005753	NP_008076.1	XP_017755888.1, XP_017759019.1
OG0005754	XP_319651.2	XP_017764197.1
OG0005755	XP_316630.4	XP_017753362.1
OG0005756	XP_311917.5	XP_017758790.1
OG0005757	XP_310879.5	XP_017754700.1
OG0005758	XP_312753.5, XP_001237487.2, XP_001237486.1	XP_017753929.1
OG0005759	XP_318815.4	XP_017754087.1
OG0005760	XP_321744.5	XP_017755278.1
OG0005762	XP_310886.5	XP_017752805.1
OG0005763	XP_317018.3	XP_017754379.1
OG0005764	XP_317022.4	XP_017753538.1
OG0005765	XP_001230707.2	XP_017755827.1
OG0005766	XP_317508.3	XP_017762274.1
OG0005767	XP_320983.2	XP_017759338.1
OG0005768	XP_314002.4, XP_001688502.1	XP_017755288.1
OG0005769	XP_318716.4	XP_017767596.1
OG0005770	XP_317830.4	XP_017760769.1
OG0005772	XP_314015.4	XP_017766986.1
OG0005773	XP_001689281.1	XP_017758113.1
OG0005774	XP_312202.4	XP_017762857.1
OG0005775	XP_001688998.1	XP_017766638.1
OG0005776	XP_319783.4	XP_017757306.1
OG0005777	XP_318979.4	XP_017759534.1
OG0005778	XP_313130.5	XP_017752790.1
OG0005779	XP_315118.4	XP_017759826.1
OG0005780	XP_318877.4	XP_017755006.1
OG0005781	XP_319176.2	XP_017761944.1
OG0005782	XP_003435815.1	XP_017754273.1
OG0005784	XP_320638.3	XP_017758930.1
OG0005785	XP_001688116.1	XP_017759325.1
OG0005786	XP_317425.4	XP_017766222.1
OG0005787	XP_314306.2, XP_001688556.1, XP_001688555.1	XP_017759806.1
OG0005788	XP_319067.3	XP_017761919.1, XP_017761917.1
OG0005789	XP_562507.4, XP_306966.4	XP_017764330.1
OG0005790	XP_001237372.3	XP_017760250.1
OG0005791	XP_001237369.2	XP_017757872.1
OG0005792	XP_310713.5	XP_017758891.1
OG0005793	XP_315811.2	XP_017757988.1
OG0005794	XP_564779.1	XP_017763726.1
OG0005795	XP_314049.4	XP_017759733.1
OG0005796	XP_001688935.1	XP_017759789.1
OG0005798	XP_312935.5	XP_017758043.1
OG0005799	XP_319126.4	XP_017760705.1, XP_017760707.1
OG0005800	XP_319186.4	XP_017755786.1
OG0005801	XP_307303.4, XP_001230714.2	XP_017763625.1
OG0005802	XP_001689332.2	XP_017761836.1
OG0005803	XP_316925.4, XP_308029.3	XP_017767539.1
OG0005804	XP_311074.5	XP_017765188.1
OG0005805	XP_314791.4	XP_017764194.1
OG0005806	XP_317442.4	XP_017761159.1
OG0005807	XP_001688598.1, XP_314981.2	XP_017763336.1
OG0005808	XP_321034.5	XP_017767110.1
OG0005809	XP_320787.4	XP_017766162.1
OG0005810	XP_308002.5	XP_017766017.1
OG0005811	XP_309768.4	XP_017758252.1
OG0005813	XP_317937.4	XP_017761470.1
OG0005814	XP_001238364.2	XP_017756345.1
OG0005815	XP_321156.5	XP_017759028.1
OG0005816	XP_321796.4	XP_017764125.1
OG0005817	XP_563834.4	XP_017754655.1
OG0005818	XP_315807.4	XP_017758967.1
OG0005845	XP_318648.4	XP_017756437.1
OG0005846	XP_309930.2	XP_017753516.1
OG0005847	XP_309516.3	XP_017767191.1
OG0005848	XP_313355.4	XP_017759693.1
OG0005849	XP_313357.3	XP_017766383.1
OG0005850	XP_552148.2	XP_017766372.1
OG0005851	XP_319222.2	XP_017758539.1
OG0005852	XP_321877.2	XP_017763057.1
OG0005853	XP_314292.2	XP_017760833.1
OG0005854	XP_310998.2	XP_017756743.1
OG0005855	XP_311570.4	XP_017763177.1
OG0005856	XP_312465.2	XP_017755708.1
OG0005857	XP_319401.2	XP_017753443.1
OG0005858	XP_320428.3	XP_017756554.1, XP_017756497.1
OG0005859	XP_318743.3	XP_017762336.1
OG0005860	XP_309142.3	XP_017764186.1
OG0005861	XP_317010.3	XP_017758809.1
OG0005862	XP_317626.4	XP_017762628.1
OG0005863	XP_308251.4	XP_017759576.1
OG0005864	XP_001687910.1	XP_017753109.1
OG0005865	XP_558608.3	XP_017766174.1
OG0005866	XP_317219.3	XP_017766578.1
OG0005867	XP_318656.4	XP_017763056.1
OG0005868	XP_319355.3	XP_017754094.1
OG0005869	XP_309616.5, XP_003436701.1	XP_017761597.1
OG0005870	XP_553409.3	XP_017755266.1
OG0005871	XP_315909.4	XP_017755674.1
OG0005872	XP_001230917.2	XP_017755855.1
OG0005873	XP_320327.2	XP_017754424.1
OG0005875	XP_001237521.2	XP_017759060.1
OG0005876	XP_320442.4, XP_320447.4	XP_017754623.1
OG0005877	XP_314349.4, XP_001688565.1	XP_017764389.1
OG0005878	XP_001238010.2	XP_017755066.1
OG0005879	XP_316875.5	XP_017761462.1, XP_017761461.1
OG0005880	XP_316219.4	XP_017762197.1
OG0005881	XP_320776.2	XP_017762442.1
OG0005883	XP_312545.3	XP_017767692.1
OG0005884	XP_320585.1	XP_017758267.1
OG0005886	XP_310246.2, XP_310245.5	XP_017761645.1
OG0005887	XP_003435741.1	XP_017766232.1
OG0005888	XP_313729.3	XP_017753938.1
OG0005889	XP_309349.3	XP_017760241.1
OG0005890	XP_316178.4	XP_017766244.1
OG0005891	XP_320488.3	XP_017762408.1
OG0005892	XP_309477.3	XP_017763114.1
OG0005893	XP_564611.3	XP_017752681.1
OG0005894	XP_308392.4	XP_017761819.1
OG0005895	XP_316970.3	XP_017756679.1
OG0005896	XP_320237.3	XP_017752486.1
OG0005897	XP_321087.2	XP_017755805.1
OG0005898	XP_312872.4	XP_017759514.1
OG0005899	XP_321925.2	XP_017755776.1
OG0005900	XP_308501.2	XP_017764977.1
OG0005901	XP_312196.1	XP_017759520.1
OG0005902	XP_316147.4	XP_017759143.1
OG0005903	XP_318387.2	XP_017761136.1
OG0005904	XP_313653.4	XP_017760728.1
OG0005905	XP_321335.3	XP_017767387.1
OG0005906	XP_319028.4	XP_017761051.1
OG0005907	XP_316392.3	XP_017761245.1
OG0005908	XP_317351.1	XP_017758845.1
OG0005909	XP_316000.1	XP_017764142.1
OG0005910	XP_318952.3	XP_017758260.1
OG0005911	XP_318301.4	XP_017764192.1
OG0005912	XP_315439.4	XP_017756480.1
OG0005913	XP_310416.7	XP_017765850.1
OG0005914	XP_311398.3	XP_017766840.1
OG0005915	XP_001689215.1	XP_017763737.1, XP_017763776.1
OG0005916	XP_318683.2	XP_017764512.1
OG0005917	XP_318076.3	XP_017763328.1
OG0005918	XP_321189.4	XP_017767421.1
OG0005919	XP_316602.1	XP_017759075.1
OG0005920	XP_319141.3	XP_017758715.1
OG0005922	XP_308676.4	XP_017757960.1
OG0005924	XP_315750.3	XP_017755451.1
OG0005925	XP_320424.4	XP_017753818.1
OG0005926	XP_318954.3	XP_017760086.1
OG0005927	XP_316402.2	XP_017753733.1
OG0005928	XP_309652.2	XP_017758102.1
OG0005929	XP_554509.2	XP_017765436.1
OG0005930	XP_555357.2	XP_017763369.1
OG0005931	XP_310578.5	XP_017763351.1
OG0005932	XP_306849.2, XP_318426.5	XP_017752259.1
OG0005933	XP_315192.4	XP_017764271.1
OG0005934	XP_314737.4	XP_017758444.1
OG0005935	XP_310818.3	XP_017760146.1
OG0005936	XP_316159.4	XP_017764792.1
OG0005937	XP_320871.3	XP_017761942.1
OG0005939	XP_309192.2	XP_017761415.1
OG0005940	XP_313374.4, XP_003436536.1	XP_017755182.1
OG0005941	XP_313276.4	XP_017753676.1
OG0005942	XP_003435965.1	XP_017756604.1
OG0005944	XP_308117.4	XP_017761997.1
OG0005945	XP_319985.2	XP_017762376.1
OG0005946	XP_320743.4	XP_017753991.1
OG0005947	XP_314532.3	XP_017762497.1
OG0005948	XP_311498.2	XP_017767735.1
OG0005949	XP_560261.3, XP_003437181.1	XP_017763895.1
OG0005951	XP_001237910.2	XP_017759270.1
OG0005952	XP_316820.5	XP_017757185.1
OG0005956	XP_316555.4	XP_017752582.1
OG0005957	XP_316854.4	XP_017758963.1
OG0005958	XP_320211.4	XP_017758672.1
OG0005959	XP_321077.2	XP_017755813.1
OG0005960	XP_313381.4	XP_017759995.1
OG0005961	XP_316218.4	XP_017759528.1
OG0005962	XP_308162.3	XP_017757971.1, XP_017757974.1
OG0005963	XP_001688932.1, XP_316642.2	XP_017755650.1
OG0005965	XP_319870.3	XP_017757701.1
OG0005966	XP_320754.1	XP_017759889.1
OG0005967	XP_314432.2	XP_017767178.1
OG0005968	XP_307560.4, XP_314356.4	XP_017765147.1
OG0005969	XP_311293.5	XP_017759309.1
OG0005970	XP_312921.3	XP_017760181.1
OG0005971	XP_315342.3	XP_017758357.1
OG0005972	XP_321994.5	XP_017766013.1
OG0005973	XP_308350.2	XP_017760059.1, XP_017760060.1
OG0005974	XP_308441.4	XP_017756075.1
OG0005975	XP_318437.3	XP_017757415.1
OG0005976	XP_319573.4	XP_017757373.1
OG0005977	XP_003435736.1	XP_017766285.1
OG0005978	XP_314355.4	XP_017761060.1
OG0005979	XP_321323.3	XP_017765633.1
OG0005980	XP_314717.3	XP_017766087.1
OG0005981	XP_319347.2	XP_017758264.1
OG0005982	XP_001237213.1	XP_017765161.1
OG0005983	XP_309929.3	XP_017755204.1
OG0005984	XP_311211.5	XP_017762011.1
OG0005985	XP_317419.4	XP_017766216.1
OG0005986	XP_316306.3	XP_017757211.1
OG0005987	XP_001688635.1	XP_017761712.1
OG0005988	XP_308018.4	XP_017765314.1
OG0005989	XP_308418.4	XP_017760083.1
OG0005990	XP_317151.4	XP_017754738.1
OG0005991	XP_321527.2	XP_017764807.1
OG0005992	XP_558141.3	XP_017756929.1
OG0005993	XP_317836.3	XP_017763545.1
OG0005994	XP_001238545.2	XP_017767603.1
OG0005995	XP_308101.3	XP_017763307.1
OG0005996	XP_314715.3	XP_017764515.1
OG0005997	XP_319155.2	XP_017755087.1
OG0005999	XP_311981.5	XP_017759269.1
OG0006000	XP_311295.4	XP_017762068.1
OG0006001	XP_310192.3	XP_017754091.1
OG0006002	XP_314559.4	XP_017763597.1
OG0006003	XP_312519.3	XP_017756031.1
OG0006004	XP_317017.4	XP_017757444.1
OG0006005	XP_316595.4	XP_017763748.1
OG0006006	XP_321082.5, XP_003435983.1	XP_017755825.1
OG0006007	XP_003436548.1, XP_313423.5	XP_017757149.1
OG0006008	XP_321399.5	XP_017753202.1
OG0006009	XP_308135.4	XP_017765431.1
OG0006010	XP_560072.4	XP_017760480.1
OG0006011	XP_317717.3	XP_017762335.1
OG0006012	XP_312197.3	XP_017756305.1
OG0006013	XP_311858.5	XP_017761413.1
OG0006014	XP_319649.4	XP_017758908.1
OG0006015	XP_311424.1	XP_017758233.1
OG0006016	XP_314636.3	XP_017762990.1
OG0006017	XP_566290.4	XP_017753295.1
OG0006018	XP_001687753.2	XP_017752685.1
OG0006019	XP_321352.4	XP_017756108.1
OG0006020	XP_556934.3	XP_017761709.1
OG0006021	XP_321822.5	XP_017762995.1
OG0006022	XP_560198.4	XP_017759139.1
OG0006023	XP_312466.2	XP_017757592.1
OG0006024	XP_309524.4	XP_017759942.1
OG0006025	XP_307919.5	XP_017758366.1
OG0006026	XP_322015.3	XP_017753564.1
OG0006028	XP_311455.4	XP_017758682.1
OG0006029	XP_564621.3	XP_017764180.1
OG0006030	XP_319583.4	XP_017766370.1
OG0006031	XP_317220.3, XP_307671.3	XP_017764148.1
OG0006032	XP_319939.4	XP_017756797.1
OG0006033	XP_315419.5, XP_001688659.2	XP_017757115.1, XP_017757116.1
OG0006034	XP_318114.3	XP_017759667.1
OG0006036	XP_321782.4	XP_017753277.1
OG0006037	XP_308567.4	XP_017762104.1
OG0006038	XP_319464.4	XP_017758291.1
OG0006039	XP_001237172.1	XP_017757140.1
OG0006040	XP_320467.4	XP_017766378.1
OG0006042	XP_308792.4	XP_017755604.1
OG0006043	XP_316344.4	XP_017763273.1
OG0006044	XP_315527.3	XP_017764329.1
OG0006045	XP_321324.2	XP_017765493.1
OG0006046	XP_313818.4	XP_017752270.1
OG0006047	XP_319728.4	XP_017754811.1
OG0006048	XP_320719.3	XP_017764067.1
OG0006049	XP_309566.4	XP_017761759.1
OG0006050	XP_311900.4	XP_017758663.1
OG0006051	XP_317666.4	XP_017758386.1
OG0006052	XP_317609.3	XP_017765743.1
OG0006053	XP_312571.3, XP_003436104.1	XP_017762583.1
OG0006054	XP_315435.4	XP_017766698.1
OG0006055	XP_312429.5	XP_017761124.1
OG0006056	XP_317753.4	XP_017753023.1
OG0006057	XP_319596.4	XP_017753060.1
OG0006058	XP_316473.2	XP_017761785.1, XP_017759859.1
OG0006059	XP_319454.4	XP_017761441.1
OG0006060	XP_552222.3	XP_017762601.1
OG0006061	XP_309679.5	XP_017759132.1
OG0006062	XP_320688.4	XP_017765828.1
OG0006063	XP_312441.4	XP_017757747.1
OG0006064	XP_312882.5	XP_017753997.1
OG0006065	XP_317279.4	XP_017761693.1
OG0006066	XP_312321.5	XP_017765304.1
OG0006067	XP_312390.4	XP_017763463.1
OG0006068	XP_316217.3	XP_017764638.1
OG0006069	XP_317558.4	XP_017754017.1
OG0006070	XP_321844.5	XP_017756091.1
OG0006071	XP_312594.1	XP_017757024.1
OG0006072	XP_310529.5	XP_017759297.1
OG0006073	XP_559033.3	XP_017756325.1
OG0006074	XP_309991.2	XP_017757805.1
OG0006075	XP_310122.4, XP_307094.2	XP_017752212.1
OG0006076	XP_312315.5	XP_017763384.1
OG0006077	XP_564713.3	XP_017764670.1
OG0006078	XP_318953.4	XP_017757270.1
OG0006079	XP_311489.4	XP_017764187.1
OG0006080	XP_315698.4	XP_017753472.1
OG0006081	XP_310354.1	XP_017757644.1
OG0006082	XP_314553.3	XP_017759737.1
OG0006083	XP_314172.1	XP_017761261.1
OG0006084	XP_321536.5	XP_017767296.1
OG0006085	XP_309541.4	XP_017758707.1
OG0006086	XP_315463.3	XP_017754993.1
OG0006087	XP_317270.4	XP_017760076.1
OG0006088	XP_003436507.1, XP_313256.2	XP_017757168.1
OG0006089	XP_317855.2	XP_017761743.1
OG0006090	XP_320147.4	XP_017764775.1
OG0006091	XP_312401.5	XP_017754943.1
OG0006092	XP_315563.4	XP_017757889.1
OG0006093	XP_309311.4	XP_017755971.1
OG0006094	XP_318814.4	XP_017754089.1
OG0006095	XP_308662.1	XP_017757525.1
OG0006096	XP_310914.4	XP_017764112.1
OG0006097	XP_308048.5	XP_017757717.1
OG0006098	XP_309832.4	XP_017761278.1
OG0006099	XP_312236.5	XP_017754479.1
OG0006100	XP_321446.3	XP_017761456.1
OG0006102	XP_310695.4	XP_017762369.1
OG0006103	XP_317368.3	XP_017752225.1
OG0006104	XP_553580.3	XP_017754140.1
OG0006105	XP_320947.5	XP_017766384.1
OG0006106	XP_003436228.1	XP_017767419.1
OG0006107	XP_313727.3	XP_017762611.1
OG0006108	XP_003435756.1, XP_322013.5	XP_017765425.1
OG0006109	XP_320597.3	XP_017766991.1
OG0006110	XP_309899.3	XP_017753937.1
OG0006111	XP_320945.5	XP_017765088.1
OG0006112	XP_315542.3	XP_017759825.1
OG0006113	XP_312937.5	XP_017760005.1
OG0006114	XP_307940.5	XP_017755571.1
OG0006116	XP_308293.4	XP_017755076.1
OG0006117	XP_309513.3	XP_017762518.1
OG0006118	XP_560205.4	XP_017752574.1
OG0006119	XP_312577.3	XP_017763212.1
OG0006120	XP_317062.4	XP_017762869.1
OG0006121	XP_307284.3, XP_551203.4	XP_017760073.1
OG0006123	XP_308395.4	XP_017757064.1
OG0006124	XP_317207.2	XP_017755268.1
OG0006125	XP_315964.4	XP_017755183.1
OG0006126	XP_317113.3	XP_017754660.1
OG0006127	XP_320715.3	XP_017760244.1
OG0006128	XP_315966.4	XP_017766657.1
OG0006129	XP_001688308.2	XP_017756264.1, XP_017756262.1
OG0006130	XP_317055.4	XP_017764571.1, XP_017764572.1
OG0006131	XP_003436396.1, XP_312792.5	XP_017760484.1
OG0006134	XP_312605.5, XP_003436095.1	XP_017755422.1
OG0006135	XP_319386.4	XP_017762906.1
OG0006136	XP_319489.4	XP_017757377.1
OG0006137	XP_316891.5	XP_017753171.1
OG0006138	XP_314316.4	XP_017757859.1
OG0006139	XP_314811.4	XP_017767389.1
OG0006140	XP_307850.4	XP_017754938.1
OG0006141	XP_318752.4	XP_017763995.1
OG0006142	XP_001689304.1	XP_017764107.1
OG0006143	XP_001237874.2	XP_017753116.1
OG0006144	XP_311956.5	XP_017760080.1
OG0006145	XP_320748.3	XP_017759359.1
OG0006147	XP_312628.5	XP_017764928.1
OG0006149	XP_320712.4	XP_017752668.1
OG0006150	XP_318073.4, XP_001689095.1	XP_017758212.1
OG0006151	XP_001689206.1	XP_017757075.1
OG0006152	XP_316684.3, XP_001688944.1	XP_017760474.1
OG0006153	XP_318500.4	XP_017755455.1
OG0006154	XP_310920.4	XP_017766158.1
OG0006155	XP_320791.4	XP_017765924.1
OG0006156	XP_317735.4	XP_017756458.1
OG0006157	XP_003436037.1, XP_320907.4	XP_017762577.1
OG0006158	XP_001688962.1	XP_017753574.1
OG0006159	XP_307982.5	XP_017755928.1
OG0006160	XP_318524.3	XP_017765772.1
OG0006161	XP_319944.4	XP_017757537.1
OG0006162	XP_321883.4	XP_017760278.1
OG0006164	XP_317165.4	XP_017752344.1
OG0006165	XP_316904.4, XP_316905.3	XP_017767081.1
OG0006166	XP_309798.4	XP_017759227.1
OG0006167	XP_564675.3	XP_017764226.1
OG0006168	XP_001237943.1, XP_564527.3	XP_017757103.1
