Orthogroup	Anopheles_gambiae	Habropoda_laboriosa
OG0005565	XP_316061.3, XP_001688774.1	XP_017787851.1
OG0005566	XP_001688081.1, XP_308780.4	XP_017789212.1
OG0005567	XP_319502.1	XP_017795641.1
OG0005568	XP_316626.4	XP_017787720.1
OG0005569	XP_310792.5, XP_003436972.1, XP_317634.3	XP_017791711.1
OG0005570	XP_001688933.1	XP_017794898.1
OG0005571	XP_315888.4	XP_017799138.1
OG0005572	XP_317541.3	XP_017794370.1
OG0005573	XP_308458.4	XP_017792340.1
OG0005574	XP_311419.4	XP_017790374.1
OG0005575	XP_317076.1	XP_017789901.1
OG0005576	XP_321226.5	XP_017790563.1
OG0005577	XP_311397.4	XP_017794979.1
OG0005578	XP_321708.4	XP_017792543.1
OG0005579	XP_309653.5	XP_017799601.1
OG0005580	XP_307915.5, XP_003436075.1	XP_017794222.1
OG0005581	XP_309536.4	XP_017796418.1
OG0005582	XP_321116.5	XP_017799270.1
OG0005583	XP_314898.4	XP_017794631.1
OG0005584	XP_562821.2, XP_312747.5	XP_017797166.1
OG0005585	XP_322007.4	XP_017797885.1
OG0005586	XP_310720.4, XP_310723.5	XP_017791739.1
OG0005587	XP_318036.4	XP_017796195.1
OG0005588	XP_312268.5	XP_017791163.1
OG0005589	XP_309312.4	XP_017791727.1
OG0005590	XP_312240.5, XP_003436209.1	XP_017797894.1
OG0005591	XP_315813.4, XP_003435729.1	XP_017790048.1
OG0005593	XP_316337.4	XP_017790942.1
OG0005594	XP_311710.4	XP_017791831.1
OG0005595	XP_316868.5	XP_017797162.1
OG0005596	XP_315965.2	XP_017794270.1
OG0005597	XP_320696.4	XP_017797304.1
OG0005598	XP_321141.5	XP_017799548.1
OG0005599	XP_311947.5	XP_017790589.1
OG0005600	XP_314337.4	XP_017795953.1
OG0005601	XP_003437019.1, XP_310554.5	XP_017794336.1
OG0005602	XP_313785.3	XP_017788331.1
OG0005603	XP_003436921.1, XP_311036.5, XP_003436920.1	XP_017798314.1
OG0005604	XP_308977.4	XP_017796828.1
OG0005605	XP_317705.4	XP_017789248.1, XP_017789250.1
OG0005606	XP_001688721.1, XP_001688722.1, XP_315753.4	XP_017792407.1
OG0005607	XP_312633.5	XP_017788646.1
OG0005608	XP_317275.4	XP_017793749.1
OG0005609	XP_315489.2	XP_017796946.1
OG0005610	XP_316472.4	XP_017796945.1
OG0005611	XP_320820.3	XP_017791721.1
OG0005612	XP_308526.4	XP_017795726.1
OG0005613	XP_311833.1, XP_003436363.1	XP_017791952.1
OG0005614	XP_309637.5	XP_017790763.1
OG0005615	XP_313470.4	XP_017791799.1
OG0005616	XP_308017.5	XP_017790139.1
OG0005617	XP_561487.4, XP_312848.5	XP_017794963.1
OG0005619	XP_317033.2	XP_017788058.1
OG0005620	XP_308182.4	XP_017795168.1
OG0005621	XP_318017.4	XP_017797662.1, XP_017797666.1
OG0005622	XP_312455.4	XP_017791804.1
OG0005623	XP_309119.5	XP_017787766.1
OG0005625	XP_319779.4	XP_017796907.1
OG0005626	XP_311117.5	XP_017797981.1
OG0005627	XP_316655.4	XP_017793428.1
OG0005628	XP_316676.3	XP_017789825.1
OG0005629	XP_311825.5	XP_017795603.1
OG0005630	XP_001688450.2, XP_313591.5	XP_017799523.1
OG0005631	XP_562525.3, XP_003436557.1	XP_017799155.1
OG0005632	XP_316549.4	XP_017788618.1
OG0005633	XP_309487.4	XP_017790513.1
OG0005634	XP_312950.5	XP_017788299.1
OG0005635	XP_317917.3	XP_017788011.1
OG0005637	XP_317367.4	XP_017792961.1
OG0005638	XP_001688695.1	XP_017796225.1
OG0005639	XP_320591.3	XP_017795350.1
OG0005640	XP_315334.4	XP_017787761.1
OG0005641	XP_312433.5	XP_017798727.1
OG0005642	XP_321625.2, XP_003435852.1, XP_003435853.1	XP_017793005.1
OG0005643	XP_314952.3	XP_017793571.1
OG0005644	XP_561359.1, XP_321213.4	XP_017790833.1
OG0005645	XP_001689350.1	XP_017798979.1
OG0005646	XP_315526.4	XP_017797233.1
OG0005647	XP_317983.3	XP_017793472.1
OG0005649	XP_313787.4	XP_017797808.1
OG0005650	XP_314266.5	XP_017792987.1
OG0005651	XP_319339.4	XP_017795841.1
OG0005652	XP_003437043.1, XP_310477.4	XP_017794235.1
OG0005653	XP_310433.5	XP_017795227.1
OG0005654	XP_001688367.2	XP_017793340.1
OG0005655	XP_319682.4	XP_017798869.1
OG0005656	XP_311394.2	XP_017788103.1
OG0005657	XP_561168.5, XP_024667072.1	XP_017795098.1
OG0005658	XP_565673.4	XP_017792889.1
OG0005659	XP_003436738.1, XP_313086.5	XP_017796601.1
OG0005660	XP_001688457.1	XP_017790831.1
OG0005661	XP_319416.4	XP_017789572.1
OG0005662	XP_320070.4	XP_017788930.1
OG0005663	XP_313491.3, XP_313489.1	XP_017795976.1
OG0005664	XP_560633.4, XP_311757.5	XP_017787816.1
OG0005665	XP_317596.4	XP_017789887.1
OG0005666	XP_312356.3, XP_312355.3	XP_017789947.1
OG0005667	XP_318611.3	XP_017795324.1
OG0005668	XP_001238251.2	XP_017790821.1
OG0005669	XP_316175.4	XP_017788508.1
OG0005670	XP_315207.3	XP_017796636.1
OG0005671	XP_001688368.2	XP_017794020.1
OG0005672	XP_319037.3	XP_017788692.1
OG0005673	XP_313649.4	XP_017795572.1
OG0005674	XP_307891.5	XP_017790450.1
OG0005675	XP_003436081.1	XP_017796741.1
OG0005676	XP_003436775.1, XP_313563.4	XP_017793689.1
OG0005677	XP_308296.3	XP_017791037.1
OG0005678	XP_551171.4	XP_017796059.1
OG0005679	XP_003437097.1, XP_311317.5	XP_017796536.1, XP_017796544.1
OG0005682	XP_001689032.1	XP_017798364.1
OG0005683	XP_316724.1	XP_017789495.1
OG0005684	XP_001688320.1	XP_017787888.1
OG0005685	XP_001688518.1, XP_314071.4	XP_017792451.1
OG0005686	XP_553504.3	XP_017792858.1
OG0005687	XP_320190.4	XP_017794150.1
OG0005688	XP_001238575.3	XP_017792775.1
OG0005689	XP_320801.3, XP_314671.3	XP_017789900.1
OG0005690	XP_321328.5	XP_017789760.1
OG0005691	XP_317482.4	XP_017793070.1
OG0005692	XP_309009.4	XP_017788535.1
OG0005693	XP_003437042.1, XP_003437041.1, XP_310482.4	XP_017791027.1
OG0005695	XP_312453.4	XP_017795131.1
OG0005696	XP_314474.4	XP_017795577.1
OG0005697	XP_317286.4	XP_017789074.1
OG0005698	XP_315628.4	XP_017792282.1
OG0005699	XP_551836.1	XP_017794411.1
OG0005700	XP_001688161.2	XP_017789194.1
OG0005701	XP_312121.5, XP_312123.5	XP_017790408.1
OG0005702	XP_314886.4	XP_017794694.1
OG0005704	XP_314365.4	XP_017790709.1
OG0005705	XP_320923.5	XP_017793893.1
OG0005706	XP_309354.4	XP_017797891.1
OG0005707	XP_312096.5	XP_017792915.1
OG0005708	XP_313514.5	XP_017797675.1
OG0005709	XP_316918.4	XP_017790002.1
OG0005710	XP_552016.3	XP_017793216.1
OG0005711	XP_001688960.2	XP_017792794.1
OG0005712	XP_309158.3	XP_017794641.1
OG0005713	XP_321114.1	XP_017796309.1
OG0005714	XP_556147.3	XP_017796425.1
OG0005715	XP_317097.4	XP_017793744.1
OG0005716	XP_314524.4	XP_017796707.1
OG0005717	XP_001238304.2	XP_017799248.1
OG0005718	XP_321065.4	XP_017792562.1
OG0005719	XP_308260.5	XP_017792396.1
OG0005721	XP_310424.4	XP_017795465.1
OG0005722	XP_315752.4	XP_017792394.1
OG0005723	XP_321696.3, XP_003435829.1, XP_003435830.1	XP_017788034.1
OG0005724	XP_318756.2	XP_017797355.1
OG0005725	XP_317853.3	XP_017798632.1
OG0005727	XP_320880.4	XP_017795010.1
OG0005728	XP_318418.4, XP_003436673.1	XP_017787538.1
OG0005729	XP_551819.3	XP_017796113.1
OG0005730	XP_024667081.1, XP_001230947.2, XP_313490.5	XP_017789118.1
OG0005731	XP_553840.2	XP_017799380.1, XP_017789637.1
OG0005732	XP_001689194.1	XP_017796669.1
OG0005733	XP_312442.5	XP_017795727.1
OG0005734	XP_321276.4	XP_017798379.1
OG0005735	XP_321395.5	XP_017793842.1
OG0005736	XP_319796.4	XP_017798230.1
OG0005737	XP_313715.5	XP_017793973.1
OG0005738	XP_001689106.1, XP_001689107.1, XP_318183.4	XP_017798354.1
OG0005740	XP_309976.4	XP_017797204.1
OG0005741	XP_319609.4	XP_017795178.1
OG0005742	XP_311901.5, XP_003436338.1	XP_017791587.1
OG0005743	XP_310575.5	XP_017796119.1
OG0005744	XP_317524.4	XP_017788478.1
OG0005745	XP_321169.5	XP_017790454.1
OG0005746	XP_319061.3	XP_017792185.1
OG0005747	XP_318517.3	XP_017793683.1
OG0005748	XP_313587.5	XP_017791139.1
OG0005750	XP_315361.4	XP_017793779.1
OG0005751	XP_310789.4	XP_017787644.1
OG0005752	XP_317139.4	XP_017799137.1
OG0005753	NP_008076.1	XP_017796771.1, XP_017794320.1
OG0005754	XP_319651.2	XP_017799597.1, XP_017799596.1
OG0005755	XP_316630.4	XP_017794154.1
OG0005756	XP_311917.5	XP_017787375.1
OG0005757	XP_310879.5	XP_017787758.1
OG0005758	XP_312753.5, XP_001237487.2, XP_001237486.1	XP_017793323.1
OG0005759	XP_318815.4	XP_017799207.1
OG0005760	XP_321744.5	XP_017792173.1
OG0005762	XP_310886.5	XP_017794809.1
OG0005763	XP_317018.3	XP_017792016.1
OG0005764	XP_317022.4	XP_017791674.1
OG0005765	XP_001230707.2	XP_017797361.1
OG0005766	XP_317508.3	XP_017793082.1
OG0005767	XP_320983.2	XP_017797780.1
OG0005768	XP_314002.4, XP_001688502.1	XP_017796513.1, XP_017796514.1
OG0005769	XP_318716.4	XP_017796931.1
OG0005770	XP_317830.4	XP_017793337.1
OG0005771	XP_003436262.1, XP_312071.5	XP_017797460.1
OG0005772	XP_314015.4	XP_017792883.1
OG0005773	XP_001689281.1	XP_017789960.1
OG0005774	XP_312202.4	XP_017797901.1
OG0005775	XP_001688998.1	XP_017788880.1
OG0005776	XP_319783.4	XP_017789418.1
OG0005777	XP_318979.4	XP_017798030.1
OG0005778	XP_313130.5	XP_017799578.1
OG0005779	XP_315118.4	XP_017791475.1
OG0005780	XP_318877.4	XP_017787834.1
OG0005781	XP_319176.2	XP_017792829.1
OG0005782	XP_003435815.1	XP_017790049.1
OG0005784	XP_320638.3	XP_017790298.1
OG0005786	XP_317425.4	XP_017792441.1
OG0005787	XP_314306.2, XP_001688556.1, XP_001688555.1	XP_017791472.1
OG0005788	XP_319067.3	XP_017792846.1
OG0005789	XP_562507.4, XP_306966.4	XP_017794057.1
OG0005790	XP_001237372.3	XP_017798521.1
OG0005791	XP_001237369.2	XP_017788598.1
OG0005792	XP_310713.5	XP_017794383.1
OG0005793	XP_315811.2	XP_017790146.1
OG0005794	XP_564779.1	XP_017791331.1
OG0005795	XP_314049.4	XP_017794453.1
OG0005796	XP_001688935.1	XP_017795955.1
OG0005798	XP_312935.5	XP_017790161.1
OG0005799	XP_319126.4	XP_017793409.1
OG0005800	XP_319186.4	XP_017797329.1
OG0005801	XP_307303.4, XP_001230714.2	XP_017791224.1
OG0005802	XP_001689332.2	XP_017791871.1
OG0005803	XP_316925.4, XP_308029.3	XP_017791028.1
OG0005804	XP_311074.5	XP_017792548.1
OG0005805	XP_314791.4	XP_017799471.1
OG0005806	XP_317442.4	XP_017799395.1
OG0005807	XP_001688598.1, XP_314981.2	XP_017798410.1
OG0005808	XP_321034.5	XP_017789322.1
OG0005809	XP_320787.4	XP_017789110.1
OG0005810	XP_308002.5	XP_017798991.1
OG0005811	XP_309768.4	XP_017796133.1
OG0005813	XP_317937.4	XP_017789282.1
OG0005814	XP_001238364.2	XP_017796510.1
OG0005815	XP_321156.5	XP_017790284.1
OG0005816	XP_321796.4	XP_017791415.1
OG0005817	XP_563834.4	XP_017798402.1
OG0005818	XP_315807.4	XP_017791095.1
OG0005845	XP_318648.4	XP_017791556.1
OG0005846	XP_309930.2	XP_017788297.1
OG0005847	XP_309516.3	XP_017798712.1
OG0005848	XP_313355.4	XP_017794899.1
OG0005849	XP_313357.3	XP_017796393.1
OG0005850	XP_552148.2	XP_017796394.1
OG0005851	XP_319222.2	XP_017795461.1
OG0005852	XP_321877.2	XP_017789987.1
OG0005853	XP_314292.2	XP_017798172.1
OG0005854	XP_310998.2	XP_017793802.1
OG0005855	XP_311570.4	XP_017797810.1
OG0005856	XP_312465.2	XP_017795079.1
OG0005857	XP_319401.2	XP_017791501.1
OG0005858	XP_320428.3	XP_017795036.1
OG0005859	XP_318743.3	XP_017795228.1
OG0005860	XP_309142.3	XP_017799564.1
OG0005861	XP_317010.3	XP_017794338.1
OG0005862	XP_317626.4	XP_017790110.1
OG0005863	XP_308251.4	XP_017792831.1
OG0005864	XP_001687910.1	XP_017790376.1
OG0005865	XP_558608.3	XP_017793948.1
OG0005866	XP_317219.3	XP_017788818.1
OG0005867	XP_318656.4	XP_017789985.1
OG0005868	XP_319355.3	XP_017793115.1
OG0005869	XP_309616.5, XP_003436701.1	XP_017793866.1
OG0005870	XP_553409.3	XP_017796515.1
OG0005871	XP_315909.4	XP_017795332.1
OG0005872	XP_001230917.2	XP_017798162.1
OG0005873	XP_320327.2	XP_017787689.1
OG0005875	XP_001237521.2	XP_017799125.1
OG0005876	XP_320442.4, XP_320447.4	XP_017798397.1
OG0005877	XP_314349.4, XP_001688565.1	XP_017792303.1
OG0005878	XP_001238010.2	XP_017795287.1
OG0005879	XP_316875.5	XP_017789269.1
OG0005880	XP_316219.4	XP_017794959.1
OG0005881	XP_320776.2	XP_017793256.1
OG0005883	XP_312545.3	XP_017796089.1
OG0005884	XP_320585.1	XP_017790154.1
OG0005886	XP_310246.2, XP_310245.5	XP_017791199.1
OG0005887	XP_003435741.1	XP_017792214.1
OG0005888	XP_313729.3	XP_017793288.1
OG0005889	XP_309349.3	XP_017798243.1
OG0005890	XP_316178.4	XP_017793874.1
OG0005891	XP_320488.3	XP_017793191.1
OG0005892	XP_309477.3	XP_017792699.1
OG0005893	XP_564611.3	XP_017790411.1
OG0005894	XP_308392.4	XP_017794379.1
OG0005895	XP_316970.3	XP_017795486.1
OG0005896	XP_320237.3	XP_017799532.1
OG0005897	XP_321087.2	XP_017797352.1
OG0005898	XP_312872.4	XP_017798010.1
OG0005899	XP_321925.2	XP_017797327.1
OG0005900	XP_308501.2	XP_017789463.1
OG0005901	XP_312196.1	XP_017793126.1
OG0005902	XP_316147.4	XP_017792508.1, XP_017794486.1
OG0005903	XP_318387.2	XP_017799203.1
OG0005904	XP_313653.4	XP_017797303.1
OG0005905	XP_321335.3	XP_017791720.1
OG0005906	XP_319028.4	XP_017794746.1
OG0005907	XP_316392.3	XP_017794700.1
OG0005908	XP_317351.1	XP_017794364.1
OG0005909	XP_316000.1	XP_017797481.1
OG0005910	XP_318952.3	XP_017790147.1
OG0005911	XP_318301.4	XP_017799498.1
OG0005912	XP_315439.4	XP_017791616.1
OG0005913	XP_310416.7	XP_017796980.1
OG0005914	XP_311398.3	XP_017788822.1
OG0005915	XP_001689215.1	XP_017787831.1
OG0005916	XP_318683.2	XP_017797897.1
OG0005917	XP_318076.3	XP_017790949.1
OG0005918	XP_321189.4	XP_017791771.1
OG0005919	XP_316602.1	XP_017797498.1
OG0005920	XP_319141.3	XP_017790733.1
OG0005921	XP_320969.4	XP_017789414.1
OG0005922	XP_308676.4	XP_017788597.1
OG0005924	XP_315750.3	XP_017794710.1
OG0005925	XP_320424.4	XP_017794788.1
OG0005926	XP_318954.3	XP_017798130.1
OG0005927	XP_316402.2	XP_017794748.1
OG0005928	XP_309652.2	XP_017791855.1
OG0005929	XP_554509.2	XP_017797217.1
OG0005930	XP_555357.2	XP_017789729.1
OG0005931	XP_310578.5	XP_017797886.1
OG0005932	XP_306849.2, XP_318426.5	XP_017793798.1
OG0005933	XP_315192.4	XP_017789707.1
OG0005934	XP_314737.4	XP_017789821.1
OG0005935	XP_310818.3	XP_017798825.1
OG0005936	XP_316159.4	XP_017793110.1
OG0005937	XP_320871.3	XP_017794771.1
OG0005939	XP_309192.2	XP_017787606.1
OG0005940	XP_313374.4, XP_003436536.1	XP_017794258.1
OG0005941	XP_313276.4	XP_017796053.1
OG0005942	XP_003435965.1	XP_017793921.1
OG0005944	XP_308117.4	XP_017787407.1
OG0005945	XP_319985.2	XP_017789109.1
OG0005946	XP_320743.4	XP_017792798.1
OG0005947	XP_314532.3	XP_017791152.1
OG0005948	XP_311498.2	XP_017799119.1
OG0005949	XP_560261.3, XP_003437181.1	XP_017792153.1, XP_017792152.1
OG0005950	XP_315327.3	XP_017794141.1
OG0005951	XP_001237910.2	XP_017790171.1
OG0005952	XP_316820.5	XP_017798176.1
OG0005956	XP_316555.4	XP_017797769.1
OG0005957	XP_316854.4	XP_017789941.1
OG0005958	XP_320211.4	XP_017794466.1
OG0005959	XP_321077.2	XP_017797354.1
OG0005960	XP_313381.4	XP_017789594.1
OG0005961	XP_316218.4	XP_017791725.1
OG0005962	XP_308162.3	XP_017788531.1
OG0005963	XP_001688932.1, XP_316642.2	XP_017795344.1
OG0005965	XP_319870.3	XP_017798005.1
OG0005966	XP_320754.1	XP_017798738.1
OG0005967	XP_314432.2	XP_017798668.1
OG0005968	XP_307560.4, XP_314356.4	XP_017795674.1
OG0005969	XP_311293.5	XP_017798503.1
OG0005970	XP_312921.3	XP_017789155.1
OG0005971	XP_315342.3	XP_017795483.1
OG0005973	XP_308350.2	XP_017796970.1
OG0005974	XP_308441.4	XP_017788468.1
OG0005975	XP_318437.3	XP_017790785.1
OG0005976	XP_319573.4	XP_017789353.1
OG0005977	XP_003435736.1	XP_017793187.1
OG0005978	XP_314355.4	XP_017794468.1
OG0005979	XP_321323.3	XP_017794510.1
OG0005980	XP_314717.3	XP_017789171.1
OG0005981	XP_319347.2	XP_017790055.1
OG0005982	XP_001237213.1	XP_017795672.1
OG0005983	XP_309929.3	XP_017795179.1
OG0005984	XP_311211.5	XP_017796317.1
OG0005985	XP_317419.4	XP_017792167.1
OG0005986	XP_316306.3	XP_017798288.1
OG0005987	XP_001688635.1	XP_017792354.1
OG0005988	XP_308018.4	XP_017792719.1
OG0005989	XP_308418.4	XP_017798199.1
OG0005990	XP_317151.4	XP_017788421.1
OG0005991	XP_321527.2	XP_017796865.1
OG0005992	XP_558141.3	XP_017789139.1
OG0005993	XP_317836.3	XP_017798890.1
OG0005994	XP_001238545.2	XP_017796929.1
OG0005995	XP_308101.3	XP_017798388.1
OG0005996	XP_314715.3	XP_017791100.1
OG0005997	XP_319155.2	XP_017789584.1
OG0005999	XP_311981.5	XP_017790097.1
OG0006000	XP_311295.4	XP_017796289.1
OG0006001	XP_310192.3	XP_017799053.1
OG0006002	XP_314559.4	XP_017797206.1
OG0006003	XP_312519.3	XP_017787498.1
OG0006004	XP_317017.4	XP_017790633.1
OG0006005	XP_316595.4	XP_017787862.1
OG0006006	XP_321082.5, XP_003435983.1	XP_017797371.1
OG0006007	XP_003436548.1, XP_313423.5	XP_017798148.1
OG0006008	XP_321399.5	XP_017792388.1
OG0006009	XP_308135.4	XP_017797431.1
OG0006010	XP_560072.4	XP_017793775.1
OG0006011	XP_317717.3	XP_017795232.1
OG0006012	XP_312197.3	XP_017796471.1
OG0006013	XP_311858.5	XP_017787710.1
OG0006014	XP_319649.4	XP_017794342.1
OG0006015	XP_311424.1	XP_017788681.1
OG0006016	XP_314636.3	XP_017791798.1
OG0006017	XP_566290.4	XP_017794274.1
OG0006018	XP_001687753.2	XP_017790602.1
OG0006019	XP_321352.4	XP_017792462.1
OG0006020	XP_556934.3	XP_017797503.1
OG0006021	XP_321822.5	XP_017791825.1
OG0006022	XP_560198.4	XP_017794497.1
OG0006023	XP_312466.2	XP_017790745.1
OG0006024	XP_309524.4	XP_017798807.1
OG0006025	XP_307919.5	XP_017790028.1
OG0006026	XP_322015.3	XP_017796752.1
OG0006028	XP_311455.4	XP_017790260.1
OG0006029	XP_564621.3	XP_017799468.1
OG0006031	XP_317220.3, XP_307671.3	XP_017797528.1
OG0006032	XP_319939.4	XP_017798628.1
OG0006033	XP_315419.5, XP_001688659.2	XP_017791019.1
OG0006034	XP_318114.3	XP_017791657.1
OG0006036	XP_321782.4	XP_017792351.1
OG0006037	XP_308567.4	XP_017794893.1
OG0006038	XP_319464.4	XP_017797635.1
OG0006039	XP_001237172.1	XP_017798063.1
OG0006040	XP_320467.4	XP_017796397.1
OG0006042	XP_308792.4	XP_017795217.1
OG0006043	XP_316344.4	XP_017799241.1
OG0006044	XP_315527.3	XP_017794077.1
OG0006045	XP_321324.2	XP_017794508.1
OG0006046	XP_313818.4	XP_017793960.1
OG0006047	XP_319728.4	XP_017795571.1
OG0006048	XP_320719.3	XP_017795729.1
OG0006049	XP_309566.4	XP_017790494.1
OG0006050	XP_311900.4	XP_017794455.1
OG0006051	XP_317666.4	XP_017795441.1
OG0006052	XP_317609.3	XP_017790956.1
OG0006053	XP_312571.3, XP_003436104.1	XP_017788345.1
OG0006054	XP_315435.4	XP_017788811.1
OG0006055	XP_312429.5	XP_017792324.1
OG0006056	XP_317753.4	XP_017789855.1
OG0006057	XP_319596.4	XP_017788326.1
OG0006058	XP_316473.2	XP_017794980.1
OG0006059	XP_319454.4	XP_017789262.1
OG0006060	XP_552222.3	XP_017788366.1
OG0006061	XP_309679.5	XP_017799198.1
OG0006062	XP_320688.4	XP_017796213.1
OG0006063	XP_312441.4	XP_017791308.1
OG0006064	XP_312882.5	XP_017798969.1
OG0006065	XP_317279.4	XP_017790426.1
OG0006066	XP_312321.5	XP_017792692.1
OG0006067	XP_312390.4	XP_017798866.1
OG0006069	XP_317558.4	XP_017799134.1
OG0006070	XP_321844.5	XP_017797154.1
OG0006071	XP_312594.1	XP_017795174.1
OG0006072	XP_310529.5	XP_017798502.1
OG0006073	XP_559033.3	XP_017788409.1
OG0006074	XP_309991.2	XP_017795775.1
OG0006075	XP_310122.4, XP_307094.2	XP_017788496.1
OG0006076	XP_312315.5	XP_017793061.1
OG0006077	XP_564713.3	XP_017799250.1
OG0006078	XP_318953.4	XP_017789350.1
OG0006079	XP_311489.4	XP_017799599.1
OG0006080	XP_315698.4	XP_017788230.1
OG0006081	XP_310354.1	XP_017787657.1
OG0006082	XP_314553.3	XP_017794902.1
OG0006083	XP_314172.1	XP_017799574.1
OG0006084	XP_321536.5	XP_017792530.1
OG0006085	XP_309541.4	XP_017790772.1
OG0006086	XP_315463.3	XP_017795666.1
OG0006087	XP_317270.4	XP_017798201.1
OG0006088	XP_003436507.1, XP_313256.2	XP_017798165.1
OG0006089	XP_317855.2	XP_017790510.1
OG0006090	XP_320147.4	XP_017792972.1
OG0006091	XP_312401.5	XP_017787464.1
OG0006092	XP_315563.4	XP_017795325.1
OG0006093	XP_309311.4	XP_017787895.1
OG0006094	XP_318814.4	XP_017799206.1
OG0006095	XP_308662.1	XP_017790779.1
OG0006096	XP_310914.4	XP_017796249.1
OG0006097	XP_308048.5	XP_017790989.1
OG0006098	XP_309832.4	XP_017787891.1
OG0006099	XP_312236.5	XP_017791165.1
OG0006100	XP_321446.3	XP_017789257.1
OG0006101	XP_001689239.1	XP_017797642.1
OG0006102	XP_310695.4	XP_017788283.1
OG0006103	XP_317368.3	XP_017789869.1
OG0006104	XP_553580.3	XP_017799256.1
OG0006105	XP_320947.5	XP_017788263.1
OG0006106	XP_003436228.1	XP_017789710.1
OG0006107	XP_313727.3	XP_017793947.1
OG0006108	XP_003435756.1, XP_322013.5	XP_017794932.1
OG0006109	XP_320597.3	XP_017792862.1
OG0006110	XP_309899.3	XP_017790188.1
OG0006111	XP_320945.5	XP_017796625.1
OG0006112	XP_315542.3	XP_017791466.1
OG0006113	XP_312937.5	XP_017794968.1
OG0006114	XP_307940.5	XP_017797899.1
OG0006116	XP_308293.4	XP_017796816.1
OG0006117	XP_309513.3	XP_017790543.1
OG0006118	XP_560205.4	XP_017797697.1
OG0006119	XP_312577.3	XP_017794727.1
OG0006120	XP_317062.4	XP_017797755.1
OG0006121	XP_307284.3, XP_551203.4	XP_017798263.1
OG0006123	XP_308395.4	XP_017797946.1
OG0006124	XP_317207.2	XP_017792155.1
OG0006125	XP_315964.4	XP_017794232.1, XP_017794229.1
OG0006126	XP_317113.3	XP_017798366.1
OG0006127	XP_320715.3	XP_017798091.1
OG0006128	XP_315966.4	XP_017788882.1
OG0006129	XP_001688308.2	XP_017794106.1
OG0006130	XP_317055.4	XP_017794053.1
OG0006131	XP_003436396.1, XP_312792.5	XP_017793778.1
OG0006134	XP_312605.5, XP_003436095.1	XP_017788090.1
OG0006135	XP_319386.4	XP_017792158.1
OG0006136	XP_319489.4	XP_017789405.1
OG0006137	XP_316891.5	XP_017794204.1
OG0006138	XP_314316.4	XP_017789748.1
OG0006139	XP_314811.4	XP_017791958.1
OG0006140	XP_307850.4	XP_017787460.1
OG0006141	XP_318752.4	XP_017793719.1
OG0006142	XP_001689304.1	XP_017791316.1
OG0006143	XP_001237874.2	XP_017796829.1
OG0006144	XP_311956.5	XP_017794842.1
OG0006145	XP_320748.3	XP_017797824.1
OG0006147	XP_312628.5	XP_017788180.1
OG0006149	XP_320712.4	XP_017790386.1
OG0006150	XP_318073.4, XP_001689095.1	XP_017795638.1
OG0006151	XP_001689206.1	XP_017794722.1
OG0006152	XP_316684.3, XP_001688944.1	XP_017796935.1
OG0006153	XP_318500.4	XP_017791903.1
OG0006154	XP_310920.4	XP_017789080.1
OG0006155	XP_320791.4	XP_017797260.1
OG0006156	XP_317735.4	XP_017791564.1
OG0006157	XP_003436037.1, XP_320907.4	XP_017788318.1
OG0006158	XP_001688962.1	XP_017792796.1
OG0006159	XP_307982.5	XP_017790088.1
OG0006160	XP_318524.3	XP_017796280.1
OG0006161	XP_319944.4	XP_017787549.1
OG0006162	XP_321883.4	XP_017790403.1
OG0006164	XP_317165.4	XP_017788045.1
OG0006165	XP_316904.4, XP_316905.3	XP_017788005.1
OG0006166	XP_309798.4	XP_017794128.1
OG0006167	XP_564675.3	XP_017791428.1
OG0006168	XP_001237943.1, XP_564527.3	XP_017791065.1
OG0006169	XP_319940.4	XP_017799584.1
OG0006170	XP_310791.5	XP_017788610.1
OG0006171	XP_318287.4	XP_017789440.1
OG0006172	XP_310168.3	XP_017788892.1
OG0006173	XP_311756.5	XP_017787737.1
OG0006174	XP_001237540.3	XP_017796618.1
OG0006175	XP_313843.5	XP_017794543.1
OG0006176	XP_307419.2	XP_017791172.1
OG0006177	XP_310422.5	XP_017796503.1
OG0006178	XP_310816.5	XP_017787536.1
OG0006179	XP_321107.4, XP_003435975.1	XP_017790504.1
OG0006180	XP_308444.4	XP_017797963.1
OG0006181	XP_001688662.1	XP_017793248.1
OG0006182	XP_312280.3	XP_017798615.1
OG0006183	XP_312407.2	XP_017788592.1
OG0006184	XP_310082.4	XP_017791184.1
OG0006185	XP_001238049.2	XP_017791039.1
OG0006186	XP_315024.4	XP_017792248.1
OG0006187	XP_316810.5	XP_017789702.1
OG0006188	XP_001238516.3	XP_017794685.1
OG0006189	XP_313459.5	XP_017793213.1
OG0006191	XP_311951.4	XP_017797190.1
OG0006192	XP_312255.5	XP_017792765.1
OG0006193	XP_321602.5	XP_017794094.1
OG0006194	XP_309500.4, XP_564375.2	XP_017796283.1
OG0006195	XP_321688.4	XP_017790178.1
OG0006196	XP_310191.2	XP_017797695.1
OG0006197	XP_311953.3	XP_017796918.1
OG0006199	XP_318824.2	XP_017789687.1
OG0006200	XP_308011.5	XP_017791940.1
OG0006201	XP_311002.5	XP_017791596.1
OG0006202	XP_320865.4	XP_017796852.1
OG0006203	XP_320779.3	XP_017789112.1
OG0006204	XP_307416.4	XP_017788852.1
OG0006205	XP_309336.4	XP_017788168.1
