Orthogroup	Anopheles_gambiae	Nomia_melanderi
OG0006654	XP_313453.5	XP_031839298.1
OG0006655	XP_312572.5	XP_031846141.1
OG0006656	XP_308394.4	XP_031847758.1
OG0006657	XP_309759.4	XP_031849525.1
OG0006658	XP_314067.3	XP_031828287.1
OG0006659	XP_315983.2	XP_031846052.1
OG0006660	XP_309341.4	XP_031828455.1
OG0006661	XP_311944.4	XP_031841163.1
OG0006662	XP_318518.4	XP_031838829.1
OG0006663	XP_310293.3	XP_031832977.1
OG0006665	XP_311375.4	XP_031837190.1
OG0006666	XP_318055.4	XP_031837234.1
OG0006667	XP_555063.3	XP_031847065.1
OG0006668	XP_311149.3	XP_031838872.1
OG0006670	XP_563913.5	XP_031839453.1
OG0006671	XP_310883.5, XP_003436947.1	XP_031839190.1
OG0006673	XP_312976.5	XP_031835611.1
OG0006674	XP_312851.3	XP_031847335.1
OG0006675	XP_308798.4	XP_031835363.1
OG0006676	XP_315867.3	XP_031840760.1
OG0006677	XP_310357.3	XP_031830714.1
OG0006678	XP_308488.4	XP_031834396.1
OG0006679	XP_001237215.2	XP_031840780.1
OG0006680	XP_320281.4	XP_031848228.1
OG0006681	XP_311957.5	XP_031847831.1
OG0006683	XP_313566.5	XP_031838422.1
OG0006684	XP_001687868.1, XP_308219.4	XP_031835772.1
OG0006685	XP_320843.4	XP_031847288.1
OG0006686	XP_312413.4	XP_031843083.1
OG0006687	XP_309994.3	XP_031827754.1
OG0006689	XP_309563.4	XP_031840184.1
OG0006690	XP_318619.4	XP_031834286.1
OG0006691	XP_312595.5, XP_312598.4	XP_031829517.1
OG0006693	XP_320012.4	XP_031838549.1
OG0006694	XP_306324.3, XP_003436484.1	XP_031849756.1
OG0006695	XP_321270.5	XP_031840157.1
OG0006696	XP_308777.4	XP_031826969.1, XP_031826970.1
OG0006698	XP_551101.3	XP_031844205.1
OG0006699	XP_001238168.1, XP_311885.3	XP_031826876.1
OG0006700	XP_319886.4	XP_031837022.1
OG0006701	XP_001238217.1	XP_031845380.1
OG0006702	XP_309521.4	XP_031847265.1
OG0006703	XP_315842.3	XP_031828342.1, XP_031828344.1
OG0006704	XP_320139.3	XP_031839336.1
OG0006705	XP_001689030.1	XP_031832413.1
OG0006706	XP_555988.2	XP_031827722.1
OG0006707	XP_306780.4, XP_319297.4	XP_031841441.1
OG0006708	XP_311171.2	XP_031833973.1, XP_031833971.1, XP_031833972.1
OG0006709	XP_319247.1	XP_031832874.1
OG0006710	XP_320934.4	XP_031844324.1
OG0006711	XP_313623.5	XP_031831878.1
OG0006713	XP_307638.3, XP_315226.3	XP_031842440.1, XP_031842441.1, XP_031842439.1
OG0006714	XP_313663.5	XP_031843058.1
OG0006715	XP_308222.4	XP_031839385.1
OG0006716	XP_308324.3	XP_031842458.1
OG0006717	XP_315695.4	XP_031838982.1, XP_031833849.1
OG0006718	XP_001688861.1, XP_001688863.1, XP_316415.4	XP_031841375.1
OG0006719	XP_308677.4	XP_031843119.1
OG0006720	XP_308982.4	XP_031827352.1
OG0006721	XP_308575.4	XP_031841285.1
OG0006722	XP_316315.4	XP_031844507.1, XP_031844508.1
OG0006723	XP_314091.4	XP_031846860.1
OG0006724	XP_001687969.2	XP_031830186.1
OG0006725	XP_319593.4	XP_031846433.1
OG0006726	XP_319094.3	XP_031840042.1
OG0006727	XP_001238148.2	XP_031828559.1
OG0006728	XP_003437053.1, XP_311188.5	XP_031846336.1
OG0006729	XP_314789.4	XP_031841357.1
OG0006731	XP_317335.2	XP_031849883.1
OG0006732	XP_319743.3	XP_031835955.1
OG0006733	XP_553768.3	XP_031847604.1
OG0006734	XP_310126.4	XP_031850180.1
OG0006735	XP_316836.5	XP_031844256.1
OG0006736	XP_318816.4	XP_031848479.1
OG0006737	XP_553517.2, XP_001689144.1	XP_031844577.1
OG0006738	XP_307868.4	XP_031849683.1, XP_031849682.1
OG0006739	XP_001689012.1	XP_031835004.1
OG0006740	XP_309313.4	XP_031831439.1
OG0006741	XP_003437006.1, XP_310609.4, XP_003437007.1	XP_031844810.1
OG0006742	XP_563692.3	XP_031850275.1
OG0006745	XP_312520.4	XP_031847333.1
OG0006746	XP_320491.4	XP_031839972.1
OG0006747	XP_307904.5	XP_031847314.1
OG0006748	XP_560488.2, XP_563132.3	XP_031844036.1
OG0006749	XP_317813.4	XP_031847562.1
OG0006750	XP_561078.5, XP_312885.5	XP_031826768.1
OG0006751	XP_003435755.1, XP_322019.5	XP_031847652.1
OG0006752	XP_309890.4, XP_307079.4, XP_309887.4	XP_031841447.1
OG0006753	XP_001230813.2	XP_031848183.1
OG0006754	XP_312563.4	XP_031842555.1
OG0006756	XP_559166.1, XP_311381.4, XP_311380.4, XP_307636.4, XP_311408.4, XP_001688265.1, XP_001238092.2, XP_001230511.2, XP_001687805.1, XP_001230278.2, XP_001230715.1, XP_001230717.2, XP_001230550.2, XP_001230718.2, XP_307308.4, XP_001230277.2, XP_001230557.2, XP_001237581.1, XP_307656.4, XP_001237580.2	XP_031849130.1
OG0006757	XP_003435718.1	XP_031834766.1, XP_031834765.1
OG0006759	XP_555903.4	XP_031844632.1, XP_031844633.1
OG0006798	XP_309749.4	XP_031825736.1
OG0006799	XP_310207.3	XP_031838663.1
OG0006800	XP_319038.4	XP_031840949.1
OG0006801	XP_559226.2	XP_031842277.1
OG0006802	XP_318388.2	XP_031827302.1
OG0006803	XP_316594.2	XP_031826023.1
OG0006804	XP_550819.1	XP_031832023.1
OG0006805	XP_321584.5	XP_031827711.1
OG0006806	XP_310431.5	XP_031831991.1
OG0006807	XP_319443.3	XP_031836202.1
OG0006808	XP_317632.3	XP_031829312.1
OG0006809	XP_309508.3	XP_031837944.1
OG0006810	XP_312426.2	XP_031849955.1
OG0006811	XP_318643.3	XP_031841212.1
OG0006812	XP_312889.2	XP_031835469.1
OG0006813	XP_001687809.1, XP_309831.4	XP_031832707.1
OG0006814	XP_321389.2	XP_031837986.1
OG0006815	XP_319471.3	XP_031832351.1
OG0006816	XP_317417.3	XP_031829077.1
OG0006818	XP_315392.3	XP_031826601.1
OG0006819	XP_322023.2	XP_031831449.1
OG0006820	XP_318678.2	XP_031830323.1
OG0006821	XP_308804.2	XP_031830652.1
OG0006822	XP_320796.3	XP_031848808.1
OG0006823	XP_315881.3	XP_031840113.1
OG0006824	XP_312551.1	XP_031831371.1
OG0006825	XP_318676.3	XP_031832929.1
OG0006826	XP_321467.4	XP_031827054.1
OG0006827	XP_318687.4	XP_031849295.1
OG0006828	XP_311759.5	XP_031847469.1
OG0006829	XP_314290.2	XP_031846792.1
OG0006830	XP_312922.4	XP_031845565.1
OG0006831	XP_308803.4	XP_031845949.1
OG0006832	XP_309401.4	XP_031835536.1
OG0006833	XP_314297.3	XP_031832647.1
OG0006834	XP_001688182.1	XP_031836021.1
OG0006836	XP_314877.2	XP_031833354.1
OG0006838	XP_310515.2	XP_031843559.1
OG0006839	XP_308297.3	XP_031840081.1
OG0006840	XP_001230863.2	XP_031847471.1
OG0006841	XP_312567.3	XP_031829755.1
OG0006842	XP_308019.4	XP_031827923.1
OG0006843	XP_320254.2	XP_031836536.1
OG0006844	XP_318245.2	XP_031845499.1
OG0006845	XP_308936.4	XP_031841080.1
OG0006846	XP_001237112.2	XP_031841010.1
OG0006847	XP_315096.4	XP_031840621.1
OG0006848	XP_310655.5	XP_031843444.1
OG0006849	XP_001238318.2	XP_031837660.1
OG0006850	XP_309484.3	XP_031846811.1
OG0006851	XP_321485.5	XP_031839442.1
OG0006852	XP_313763.2	XP_031832612.1
OG0006853	XP_315868.2	XP_031832870.1
OG0006854	XP_321477.2	XP_031842210.1
OG0006855	XP_317641.2	XP_031827636.1
OG0006856	XP_001688103.1	XP_031827351.1
OG0006857	XP_307966.3	XP_031827093.1
OG0006858	XP_316680.3	XP_031843774.1
OG0006859	XP_317733.3	XP_031832998.1
OG0006860	XP_311473.3	XP_031837671.1
OG0006861	XP_309959.3	XP_031833034.1
OG0006862	XP_309756.4	XP_031840714.1
OG0006863	XP_311496.3	XP_031848593.1
OG0006864	XP_308669.2	XP_031831774.1
OG0006865	XP_315787.4	XP_031835792.1
OG0006866	XP_003437090.1, XP_311283.5	XP_031842559.1
OG0006867	XP_316784.4	XP_031834403.1
OG0006868	XP_318884.4	XP_031850355.1
OG0006869	XP_001237757.1	XP_031837771.1
OG0006870	XP_309058.3	XP_031844766.1
OG0006871	XP_315939.2	XP_031845615.1
OG0006872	XP_319979.4	XP_031841987.1
OG0006874	XP_309148.5	XP_031829924.1
OG0006875	XP_556725.3	XP_031835359.1
OG0006876	XP_316317.4	XP_031826488.1
OG0006877	XP_318880.4	XP_031850565.1
OG0006878	XP_312214.4	XP_031849251.1
OG0006879	XP_554756.3	XP_031847493.1
OG0006880	XP_003436524.1	XP_031847482.1
OG0006882	XP_319892.4	XP_031825349.1
OG0006884	XP_319011.4	XP_031833768.1
OG0006885	XP_317849.4	XP_031849392.1
OG0006886	XP_310380.2	XP_031829868.1
OG0006887	XP_314711.4	XP_031834723.1
OG0006888	XP_315900.2	XP_031832994.1
OG0006890	XP_319830.2	XP_031843859.1
OG0006891	XP_311467.3	XP_031845995.1
OG0006892	XP_308945.4	XP_031840413.1
OG0006893	XP_316859.4	XP_031848767.1
OG0006894	XP_316297.4	XP_031843288.1
OG0006895	XP_310117.3	XP_031829693.1
OG0006896	XP_317628.1	XP_031831473.1
OG0006897	XP_312998.4	XP_031825769.1
OG0006898	XP_317654.4	XP_031834313.1
OG0006899	XP_320753.4	XP_031831986.1
OG0006900	XP_320085.4	XP_031830509.1
OG0006901	XP_319827.2	XP_031833757.1
OG0006902	XP_319816.4	XP_031850237.1
OG0006903	XP_312105.2	XP_031836855.1
OG0006904	XP_309936.2	XP_031844424.1
OG0006905	XP_561529.3, XP_313923.3	XP_031844703.1
OG0006906	XP_315631.3	XP_031825410.1
OG0006907	XP_320232.4	XP_031834040.1
OG0006908	XP_003436976.1, XP_001237305.3	XP_031834410.1
OG0006909	XP_308695.4	XP_031832844.1
OG0006910	XP_315220.5	XP_031842303.1
OG0006911	XP_320701.2	XP_031848046.1
OG0006912	XP_319828.3	XP_031835173.1
OG0006913	XP_312391.5	XP_031847006.1
OG0006914	XP_308657.2	XP_031832558.1
OG0006915	XP_001688892.1	XP_031832513.1
OG0006916	XP_318835.4	XP_031842340.1
OG0006917	XP_311882.5	XP_031838582.1
OG0006918	XP_309056.3	XP_031833607.1
OG0006919	XP_317515.4	XP_031827195.1
OG0006920	XP_313789.5	XP_031844023.1
OG0006921	XP_311234.5	XP_031828259.1
OG0006922	XP_315043.4	XP_031842940.1
OG0006923	XP_321856.5	XP_031843833.1
OG0006924	XP_308268.3	XP_031841195.1
OG0006925	XP_313154.4	XP_031846034.1
OG0006927	XP_315413.3	XP_031836025.1
OG0006928	XP_563754.3	XP_031832265.1
OG0006929	XP_319554.4	XP_031830270.1
OG0006930	XP_310702.5	XP_031838220.1
OG0006931	XP_321039.5	XP_031850266.1
OG0006932	XP_314924.3	XP_031842593.1
OG0006933	XP_316230.4	XP_031840943.1
OG0006935	XP_314018.2	XP_031828232.1
OG0006937	XP_310253.6	XP_031847285.1
OG0006938	XP_317575.3	XP_031833256.1
OG0006939	XP_310987.5	XP_031834415.1
OG0006940	XP_319634.4	XP_031832899.1
OG0006941	XP_001688687.1	XP_031848208.1
OG0006942	XP_318626.4	XP_031843417.1, XP_031843420.1
OG0006944	XP_321196.5	XP_031844327.1
OG0006945	XP_316830.5	XP_031828061.1
OG0006946	XP_320720.3	XP_031840170.1
OG0006948	XP_314144.2	XP_031836790.1
OG0006949	XP_317493.4	XP_031850010.1
OG0006950	XP_313695.5	XP_031842575.1
OG0006951	XP_307858.3	XP_031841710.1
OG0006952	XP_319981.3	XP_031831927.1
OG0006953	XP_313053.5	XP_031829518.1
OG0006954	XP_308716.2	XP_031844733.1
OG0006955	XP_310400.3	XP_031830628.1
OG0006956	XP_314013.1	XP_031834491.1
OG0006957	XP_313972.3	XP_031832441.1
OG0006958	XP_314007.3, XP_001688505.1	XP_031849314.1
OG0006960	XP_308558.3	XP_031826062.1
OG0006961	XP_308347.1	XP_031842665.1
OG0006962	XP_318051.4	XP_031845611.1
OG0006963	XP_319588.4	XP_031831173.1
OG0006964	XP_308814.4	XP_031846773.1
OG0006967	XP_309061.4	XP_031845304.1
OG0006968	XP_314572.4	XP_031842478.1
OG0006969	XP_003435802.1	XP_031829675.1
OG0006970	XP_001237853.2	XP_031828687.1
OG0006971	XP_318402.5	XP_031829928.1
OG0006972	XP_317169.2	XP_031828654.1
OG0006973	XP_310613.2	XP_031845748.1
OG0006974	XP_321248.5	XP_031832703.1
OG0006975	XP_312142.5	XP_031832894.1
OG0006976	XP_565171.3	XP_031828366.1
OG0006979	XP_319137.4	XP_031826675.1
OG0006980	XP_001238556.3	XP_031841611.1
OG0006981	XP_001689038.1	XP_031826586.1
OG0006982	XP_316120.4	XP_031835570.1
OG0006983	XP_315744.4	XP_031826672.1
OG0006984	XP_309338.4	XP_031837492.1
OG0006985	XP_308256.3	XP_031842329.1
OG0006986	XP_555462.3	XP_031843989.1
OG0006987	XP_308210.3	XP_031835089.1
OG0006988	XP_317573.3	XP_031846612.1
OG0006989	XP_551404.1	XP_031848339.1
OG0006990	XP_317545.4	XP_031845548.1
OG0006991	XP_308647.4	XP_031844573.1
OG0006992	XP_315935.4	XP_031839500.1
OG0006993	XP_319418.4	XP_031840427.1
OG0006994	XP_315384.3	XP_031825399.1
OG0006995	XP_321074.5	XP_031828413.1
OG0006996	XP_001687782.2	XP_031829578.1
OG0006998	XP_313672.5	XP_031838741.1
OG0006999	XP_312926.5	XP_031845505.1
OG0007001	XP_308299.2	XP_031829435.1
OG0007002	XP_315477.2	XP_031828020.1
OG0007003	XP_312244.5	XP_031831786.1
OG0007004	XP_313776.4	XP_031847550.1
OG0007005	XP_310993.5	XP_031844608.1
OG0007006	XP_312412.4	XP_031825611.1
OG0007007	XP_316782.3	XP_031834365.1
OG0007008	XP_001689354.1	XP_031847627.1
OG0007009	XP_317543.4	XP_031845577.1
OG0007010	XP_310539.4	XP_031838807.1
OG0007012	XP_313920.4	XP_031833210.1
OG0007013	XP_315851.4	XP_031833348.1
OG0007014	XP_310958.5	XP_031840768.1
OG0007015	XP_321966.5	XP_031848775.1, XP_031832304.1
OG0007016	XP_312887.5	XP_031845385.1
OG0007017	XP_318573.3	XP_031846749.1
OG0007018	XP_318286.5	XP_031828504.1
OG0007020	XP_313346.3	XP_031843227.1
OG0007022	XP_307942.5	XP_031832553.1
OG0007023	XP_311352.5	XP_031831362.1
OG0007024	XP_309799.4	XP_031832165.1
OG0007025	XP_321935.4	XP_031846541.1
OG0007026	XP_321225.3	XP_031825896.1
OG0007027	XP_320530.4	XP_031829951.1
OG0007028	XP_309038.2	XP_031832448.1
OG0007029	XP_321283.5	XP_031835636.1
OG0007030	XP_312161.3	XP_031848192.1
OG0007031	XP_319111.4	XP_031842415.1
OG0007032	XP_315789.4	XP_031846911.1
OG0007033	XP_001237863.2	XP_031844083.1
OG0007034	XP_313094.4	XP_031847369.1
OG0007035	XP_317779.3	XP_031829700.1
OG0007036	XP_308273.4	XP_031828291.1
OG0007038	XP_315595.3	XP_031843057.1
OG0007039	XP_315056.4	XP_031837371.1
OG0007040	XP_314733.4	XP_031847747.1
OG0007041	XP_312938.4	XP_031827907.1
OG0007042	XP_003436141.1	XP_031840324.1
OG0007043	XP_316670.4	XP_031830828.1
OG0007044	XP_314072.3	XP_031838552.1
OG0007045	XP_307889.3	XP_031827064.1
OG0007046	XP_320818.4	XP_031843913.1
OG0007047	XP_319108.4	XP_031837252.1
OG0007049	XP_308469.4	XP_031834656.1
OG0007050	XP_316513.4	XP_031839428.1
OG0007051	XP_314341.1	XP_031826924.1
OG0007052	XP_308556.3	XP_031844303.1
OG0007053	XP_313113.4	XP_031848595.1
OG0007054	XP_320188.4	XP_031826312.1
OG0007055	XP_313909.4	XP_031841816.1
OG0007056	XP_311936.4	XP_031825723.1
OG0007057	XP_001688190.1	XP_031844804.1
OG0007058	XP_320533.4	XP_031843911.1
OG0007060	XP_318050.4	XP_031837057.1
OG0007061	XP_318376.5	XP_031840667.1
OG0007062	XP_321316.4, XP_309120.4	XP_031827376.1
OG0007063	XP_320546.4	XP_031827708.1
OG0007064	XP_309901.3	XP_031837411.1
OG0007065	XP_311147.5	XP_031842791.1
OG0007066	XP_317566.4	XP_031843627.1
OG0007067	XP_320877.4	XP_031827168.1
OG0007068	XP_320057.3	XP_031841056.1
OG0007070	XP_316104.4	XP_031835103.1
OG0007071	XP_319165.3	XP_031849729.1
OG0007072	XP_315050.2	XP_031828027.1
OG0007073	XP_315362.4	XP_031848194.1
OG0007074	XP_317065.3	XP_031838327.1
OG0007075	XP_311136.2, XP_001238542.2	XP_031831678.1
OG0007076	XP_551799.2	XP_031830397.1
OG0007077	XP_313299.1	XP_031842726.1
OG0007078	XP_319140.3	XP_031830364.1
OG0007080	XP_321598.5	XP_031833132.1
OG0007081	XP_319486.4	XP_031846988.1
OG0007082	XP_315910.3	XP_031831009.1
OG0007083	XP_310152.4	XP_031828766.1
OG0007084	XP_551659.3	XP_031828782.1
OG0007086	XP_308573.4	XP_031828952.1
OG0007087	XP_313306.5	XP_031837898.1
OG0007088	XP_321706.5	XP_031829963.1
OG0007089	XP_320470.4	XP_031832542.1
OG0007090	XP_313806.5	XP_031846001.1
OG0007091	XP_001689007.1	XP_031848345.1
OG0007092	XP_314552.2	XP_031826812.1
OG0007094	XP_320768.4	XP_031838075.1
OG0007095	XP_310668.5	XP_031826446.1
OG0007096	XP_311867.4	XP_031840654.1
OG0007097	XP_001687824.2	XP_031847356.1
OG0007098	XP_319643.4	XP_031846874.1
OG0007099	XP_319936.4	XP_031830049.1
OG0007100	XP_312182.5	XP_031838372.1
OG0007102	XP_558349.4	XP_031833842.1
OG0007103	XP_321631.5	XP_031849498.1
OG0007104	XP_315644.3	XP_031846405.1
OG0007105	XP_308014.5	XP_031825646.1
OG0007106	XP_316001.4	XP_031838772.1
OG0007107	XP_001689008.1	XP_031840230.1
OG0007108	XP_321934.5	XP_031839947.1
OG0007109	XP_317984.3	XP_031827257.1
OG0007110	XP_318486.5	XP_031845181.1
OG0007111	XP_001689319.2	XP_031840810.1
OG0007112	XP_315635.2	XP_031840736.1
OG0007113	XP_321679.3	XP_031839114.1
OG0007115	XP_309360.3	XP_031830217.1
OG0007116	XP_315554.3	XP_031840905.1
OG0007117	XP_320413.3	XP_031843199.1
OG0007118	XP_315790.3	XP_031835498.1
OG0007119	XP_320740.4	XP_031848190.1
OG0007120	XP_312908.4	XP_031825772.1
OG0007121	XP_313091.4	XP_031827575.1
OG0007122	XP_317120.3	XP_031827048.1
OG0007123	XP_308497.4	XP_031840689.1
OG0007124	XP_311865.4	XP_031835924.1
OG0007125	XP_308338.4	XP_031833474.1
OG0007126	XP_315991.4	XP_031827138.1
OG0007127	XP_319629.4	XP_031845724.1
OG0007128	XP_309181.5	XP_031847126.1
OG0007129	XP_320408.4	XP_031847908.1
OG0007130	XP_319365.4	XP_031845572.1
OG0007131	XP_314852.3	XP_031828424.1
OG0007132	XP_314729.4	XP_031829583.1
OG0007133	XP_313158.3	XP_031848277.1
OG0007134	XP_317136.4	XP_031843548.1
OG0007135	XP_309937.4	XP_031844343.1
OG0007136	XP_308188.4	XP_031842293.1
OG0007137	XP_313303.5	XP_031832997.1
OG0007138	XP_308400.4	XP_031839443.1
OG0007139	XP_319040.3	XP_031827815.1
OG0007140	XP_315659.1	XP_031835439.1
OG0007141	XP_315089.3	XP_031844378.1
OG0007142	XP_315374.4	XP_031840611.1
OG0007143	XP_311995.4	XP_031829560.1
OG0007144	XP_310410.3	XP_031828131.1
OG0007145	XP_320056.4	XP_031837133.1
OG0007146	XP_322018.5	XP_031830866.1
OG0007147	XP_308802.3	XP_031833150.1
OG0007148	XP_312549.3	XP_031849956.1
OG0007149	XP_310217.4	XP_031840067.1
OG0007150	XP_320697.4	XP_031836806.1
OG0007151	XP_317372.3	XP_031841344.1
OG0007152	XP_319449.3	XP_031849334.1
OG0007153	XP_316190.3	XP_031833292.1
OG0007154	XP_319107.3	XP_031847054.1
OG0007155	XP_312850.5	XP_031826993.1
OG0007156	XP_316798.3	XP_031829671.1
OG0007158	XP_308381.4	XP_031846774.1
OG0007159	XP_320074.4	XP_031827698.1
OG0007160	XP_316606.2	XP_031836769.1
OG0007161	XP_313007.1	XP_031847408.1
OG0007162	XP_309755.4	XP_031838295.1
OG0007163	XP_310753.4	XP_031848130.1
OG0007164	XP_311841.2	XP_031834042.1
OG0007165	XP_319025.4	XP_031829987.1
OG0007166	XP_316058.4	XP_031826115.1
OG0007168	XP_316313.2	XP_031844510.1
OG0007169	XP_308272.4	XP_031827930.1
OG0007170	XP_001688927.1	XP_031828396.1
OG0007171	XP_003435826.1	XP_031839113.1
OG0007172	XP_321259.4	XP_031826060.1
OG0007173	XP_317795.4	XP_031844226.1
OG0007174	XP_307854.2	XP_031831320.1
OG0007175	XP_315206.3	XP_031833756.1
OG0007176	XP_317319.4	XP_031832814.1
OG0007178	XP_317329.4	XP_031845617.1
OG0007179	XP_317471.3	XP_031835487.1
OG0007180	XP_316196.4	XP_031848354.1
OG0007182	XP_316221.4	XP_031840942.1
OG0007184	XP_322055.4	XP_031834205.1
OG0007185	XP_313038.5	XP_031833545.1
OG0007186	XP_320205.2	XP_031844229.1
OG0007187	XP_317518.4	XP_031844702.1
OG0007188	XP_310535.5	XP_031850144.1
OG0007189	XP_310620.4	XP_031840457.1
OG0007190	XP_313900.4	XP_031840626.1
OG0007192	XP_319343.4	XP_031829975.1
OG0007193	XP_309147.5	XP_031829810.1
OG0007195	XP_563984.2	XP_031840713.1
OG0007196	XP_003436173.1	XP_031829782.1
OG0007197	XP_309641.5	XP_031843331.1
OG0007199	XP_001689046.1	XP_031842131.1
OG0007200	XP_551895.3	XP_031836797.1
OG0007201	XP_001238451.3	XP_031849253.1
OG0007202	XP_320452.3	XP_031831871.1
OG0007203	XP_001238295.1, XP_551965.2	XP_031834170.1
OG0007204	XP_001231056.3	XP_031846350.1
OG0007205	XP_308760.4	XP_031836314.1
OG0007206	XP_308658.4	XP_031843867.1
OG0007209	XP_308255.4	XP_031832367.1
OG0007210	XP_307205.4	XP_031838716.1
OG0007211	XP_319710.4	XP_031838648.1
OG0007212	XP_308277.4	XP_031833651.1
OG0007213	XP_319423.3	XP_031836856.1
OG0007214	XP_556418.3	XP_031831209.1
OG0007216	XP_001688436.2	XP_031830242.1
OG0007217	XP_319618.4	XP_031850146.1
OG0007219	XP_320883.2, XP_552645.3	XP_031836997.1
OG0007220	XP_313136.3	XP_031827066.1
OG0007221	XP_319678.4	XP_031846109.1
OG0007222	XP_316950.4	XP_031846378.1
OG0007223	XP_311068.3	XP_031845561.1
OG0007225	XP_566411.4	XP_031837859.1
OG0007226	XP_314735.3	XP_031825915.1
OG0007227	XP_564145.3	XP_031836200.1
OG0007228	XP_313452.4	XP_031846831.1
OG0007229	XP_001238137.2	XP_031826424.1
OG0007230	XP_316417.4	XP_031830572.1
OG0007231	XP_314268.5	XP_031834917.1
OG0007232	XP_311351.5	XP_031834468.1, XP_031834467.1
OG0007233	XP_321553.2	XP_031832834.1
OG0007234	XP_313837.5	XP_031842902.1
OG0007236	XP_319780.4	XP_031835060.1
OG0007237	XP_309614.5	XP_031830015.1
OG0007239	XP_315632.3	XP_031828174.1
OG0007241	XP_313706.5	XP_031829579.1
OG0007242	XP_319467.4	XP_031830112.1
OG0007243	XP_309553.4	XP_031842247.1
OG0007244	XP_321031.4	XP_031838584.1
OG0007245	XP_314037.2	XP_031832540.1
OG0007248	XP_318479.4	XP_031833603.1
OG0007249	XP_311160.5	XP_031825812.1
OG0007250	XP_320310.3	XP_031828155.1
OG0007251	XP_564726.3	XP_031841737.1
OG0007253	XP_001689303.1	XP_031838271.1
OG0007254	XP_001237243.2	XP_031840005.1
OG0007255	XP_316952.2	XP_031837442.1
OG0007257	XP_318109.3	XP_031838310.1
OG0007259	XP_319808.4	XP_031826371.1
OG0007260	XP_309611.3	XP_031848083.1
OG0007262	XP_311130.5	XP_031849700.1
OG0007263	XP_317501.4	XP_031830385.1
OG0007265	XP_321758.5	XP_031847135.1
OG0007268	XP_321641.5	XP_031844562.1
OG0007269	XP_310487.4	XP_031827018.1
OG0007270	XP_318833.4	XP_031845783.1
OG0007271	XP_309600.5	XP_031849198.1
OG0007272	XP_003436800.1	XP_031846628.1
OG0007274	XP_308115.5, XP_003436649.1	XP_031827356.1
OG0007275	XP_309190.3	XP_031829447.1
OG0007276	XP_001238468.1	XP_031825942.1
OG0007277	XP_311493.3	XP_031834867.1, XP_031834858.1
OG0007278	XP_311767.4	XP_031832198.1
OG0007279	XP_309964.4	XP_031846525.1
OG0007280	XP_320566.3	XP_031839802.1
OG0007281	XP_307859.4	XP_031825976.1
OG0007282	XP_319348.4	XP_031839429.1
OG0007283	XP_321938.3	XP_031828746.1
OG0007284	XP_310635.4	XP_031845473.1
OG0007285	XP_316741.3	XP_031849926.1
OG0007286	XP_309479.4	XP_031825642.1
OG0007287	XP_314623.2	XP_031849468.1
OG0007289	XP_320777.3	XP_031849102.1
OG0007290	XP_311753.4	XP_031847363.1
OG0007291	XP_314659.3	XP_031840673.1
OG0007293	XP_318042.4	XP_031834956.1
OG0007294	XP_318130.4	XP_031827482.1
OG0007295	XP_321067.5	XP_031848841.1
OG0007297	XP_315544.2	XP_031850383.1
OG0007298	XP_310981.3	XP_031825679.1
OG0007299	XP_562511.3	XP_031846071.1
OG0007300	XP_321124.2	XP_031826447.1
OG0007302	XP_317739.3	XP_031828605.1
OG0007303	XP_310308.5	XP_031831169.1
OG0007304	XP_308213.3	XP_031842599.1
OG0007305	XP_559074.3	XP_031835503.1
OG0007306	XP_312446.4	XP_031840765.1
OG0007307	XP_310909.5	XP_031850255.1
OG0007308	XP_319552.5	XP_031841291.1
OG0007309	XP_001689054.1	XP_031847467.1
OG0007310	XP_319756.3	XP_031835001.1
OG0007311	XP_317556.3	XP_031833326.1
OG0007312	XP_554602.2	XP_031834768.1, XP_031848874.1
OG0007313	XP_317277.4	XP_031835774.1
OG0007314	XP_311685.5	XP_031845102.1
OG0007315	XP_314949.3	XP_031838618.1
OG0007316	XP_317785.3	XP_031845512.1
OG0007317	XP_309610.2	XP_031831014.1
OG0007318	XP_321509.4	XP_031833581.1
OG0007319	XP_320600.4	XP_031846363.1
OG0007320	XP_314698.1	XP_031847122.1
OG0007321	XP_316738.5	XP_031835249.1
OG0007322	XP_321781.3	XP_031831892.1
OG0007323	XP_319302.3	XP_031835221.1
OG0007324	XP_317623.3	XP_031845381.1
OG0007325	XP_555593.3	XP_031847555.1
OG0007326	XP_317210.3	XP_031829367.1
OG0007327	XP_003436727.1	XP_031838675.1
OG0007328	XP_001238459.2, XP_001238458.2, XP_003435930.1	XP_031833949.1
OG0007329	XP_310686.5	XP_031842314.1
OG0007330	XP_310627.5	XP_031849503.1
OG0007331	XP_321391.4	XP_031848653.1
OG0007332	XP_318704.4	XP_031850154.1
OG0007334	XP_313174.3	XP_031829674.1
OG0007335	XP_316305.4	XP_031826100.1
OG0007336	XP_003436889.1	XP_031840218.1
OG0007338	XP_320692.4	XP_031850219.1
OG0007339	XP_322068.4	XP_031836586.1
OG0007340	XP_319999.3	XP_031849684.1
OG0007341	XP_550879.4	XP_031848580.1, XP_031848579.1
OG0007342	XP_310828.4	XP_031835986.1
OG0007344	XP_308809.4	XP_031843769.1
OG0007345	XP_312204.2	XP_031839995.1
OG0007346	XP_310805.5	XP_031849387.1
OG0007347	XP_310405.7	XP_031831329.1, XP_031839670.1
