Orthogroup	Anopheles_gambiae	Megachile_rotundata
OG0006728	XP_003437053.1, XP_311188.5	XP_003702336.1, XP_012138224.1
OG0006729	XP_314789.4	XP_003700768.1
OG0006731	XP_317335.2	XP_003707684.1
OG0006732	XP_319743.3	XP_003704382.1
OG0006733	XP_553768.3	XP_012151647.1
OG0006734	XP_310126.4	XP_012151174.1
OG0006735	XP_316836.5	XP_012142349.1, XP_012142348.1
OG0006736	XP_318816.4	XP_012151655.1
OG0006737	XP_553517.2, XP_001689144.1	XP_012151104.1
OG0006738	XP_307868.4	XP_003705015.1
OG0006739	XP_001689012.1	XP_003700949.1
OG0006740	XP_309313.4	XP_012145130.1
OG0006741	XP_003437006.1, XP_310609.4, XP_003437007.1	XP_012136287.1
OG0006742	XP_563692.3	XP_012151240.1
OG0006744	XP_313363.4, XP_313364.5	XP_012147152.1
OG0006745	XP_312520.4	XP_003705968.1
OG0006746	XP_320491.4	XP_003701484.1
OG0006747	XP_307904.5	XP_003705503.1
OG0006748	XP_560488.2, XP_563132.3	XP_003700144.1
OG0006749	XP_317813.4	XP_012151673.1
OG0006750	XP_561078.5, XP_312885.5	XP_012145483.1
OG0006751	XP_003435755.1, XP_322019.5	XP_012142639.1
OG0006752	XP_309890.4, XP_307079.4, XP_309887.4	XP_012136093.1
OG0006753	XP_001230813.2	XP_012137567.1
OG0006754	XP_312563.4	XP_003701420.1
OG0006757	XP_003435718.1	XP_003702266.1
OG0006759	XP_555903.4	XP_012147357.1, XP_012147328.1
OG0006798	XP_309749.4	XP_003700673.1
OG0006799	XP_310207.3	XP_003705829.1
OG0006800	XP_319038.4	XP_003708077.1
OG0006801	XP_559226.2	XP_003700810.1
OG0006802	XP_318388.2	XP_003706428.1
OG0006803	XP_316594.2	XP_012144046.1
OG0006804	XP_550819.1	XP_003703505.1
OG0006805	XP_321584.5	XP_003704241.1
OG0006806	XP_310431.5	XP_012141265.1
OG0006807	XP_319443.3	XP_003702854.1
OG0006808	XP_317632.3	XP_003706204.1
OG0006809	XP_309508.3	XP_003701956.1
OG0006810	XP_312426.2	XP_003701004.1
OG0006811	XP_318643.3	XP_003706350.1
OG0006812	XP_312889.2	XP_012154456.1
OG0006813	XP_001687809.1, XP_309831.4	XP_003708284.2
OG0006814	XP_321389.2	XP_012143306.1
OG0006815	XP_319471.3	XP_003704189.1
OG0006816	XP_317417.3	XP_012135294.1
OG0006818	XP_315392.3	XP_003704633.1
OG0006819	XP_322023.2	XP_003701551.1
OG0006820	XP_318678.2	XP_003705066.1
OG0006821	XP_308804.2	XP_003699785.1
OG0006822	XP_320796.3	XP_012135452.1
OG0006823	XP_315881.3	XP_012148379.1
OG0006824	XP_312551.1	XP_003700365.1
OG0006825	XP_318676.3	XP_012139789.1
OG0006826	XP_321467.4	XP_003700534.1
OG0006827	XP_318687.4	XP_003700619.1
OG0006828	XP_311759.5	XP_003705510.1
OG0006829	XP_314290.2	XP_003702104.1
OG0006830	XP_312922.4	XP_012152787.1, XP_003708405.1
OG0006831	XP_308803.4	XP_003702760.1
OG0006832	XP_309401.4	XP_003700952.1
OG0006833	XP_314297.3	XP_012139701.1
OG0006834	XP_001688182.1	XP_003701664.1
OG0006835	XP_320178.2	XP_003702491.1
OG0006836	XP_314877.2	XP_003699427.1
OG0006838	XP_310515.2	XP_003702515.1
OG0006840	XP_001230863.2	XP_003705505.1
OG0006841	XP_312567.3	XP_003705102.1
OG0006842	XP_308019.4	XP_003708522.1
OG0006843	XP_320254.2	XP_003701750.1
OG0006844	XP_318245.2	XP_003699728.1
OG0006845	XP_308936.4	XP_003701270.1
OG0006846	XP_001237112.2	XP_003701673.1
OG0006847	XP_315096.4	XP_003702056.1
OG0006848	XP_310655.5	XP_003705775.1
OG0006849	XP_001238318.2	XP_003704908.1
OG0006850	XP_309484.3	XP_003703782.1
OG0006851	XP_321485.5	XP_012141928.1
OG0006852	XP_313763.2	XP_003702828.1
OG0006853	XP_315868.2	XP_003702941.1
OG0006854	XP_321477.2	XP_012136167.1
OG0006855	XP_317641.2	XP_003701344.1
OG0006856	XP_001688103.1	XP_003706365.1
OG0006858	XP_316680.3	XP_003707070.2
OG0006859	XP_317733.3	XP_003699835.1
OG0006860	XP_311473.3	XP_003705473.1
OG0006861	XP_309959.3	XP_012139394.1, XP_012139395.1
OG0006862	XP_309756.4	XP_003699851.1
OG0006863	XP_311496.3	XP_003706650.1
OG0006864	XP_308669.2	XP_003700329.1
OG0006865	XP_315787.4	XP_012154350.1
OG0006866	XP_003437090.1, XP_311283.5	XP_012153344.1
OG0006867	XP_316784.4	XP_012142009.1
OG0006868	XP_318884.4	XP_003701696.1
OG0006869	XP_001237757.1	XP_003705475.2
OG0006870	XP_309058.3	XP_003701441.1
OG0006871	XP_315939.2	XP_003699695.1
OG0006872	XP_319979.4	XP_003706427.1
OG0006874	XP_309148.5	XP_012135605.1
OG0006875	XP_556725.3	XP_003699233.1
OG0006876	XP_316317.4	XP_012143714.1
OG0006877	XP_318880.4	XP_003704476.1
OG0006878	XP_312214.4	XP_003700570.1
OG0006879	XP_554756.3	XP_003708643.1
OG0006881	XP_312794.3	XP_003704831.1
OG0006882	XP_319892.4	XP_003707262.1
OG0006884	XP_319011.4	XP_003701558.1
OG0006885	XP_317849.4	XP_003699984.1
OG0006886	XP_310380.2	XP_012135635.1
OG0006887	XP_314711.4	XP_012135080.1
OG0006888	XP_315900.2	XP_003702873.1
OG0006890	XP_319830.2	XP_003706793.1
OG0006891	XP_311467.3	XP_003703910.2
OG0006892	XP_308945.4	XP_003703148.1
OG0006893	XP_316859.4	XP_012154504.1
OG0006894	XP_316297.4	XP_003699565.1
OG0006895	XP_310117.3	XP_003701143.1
OG0006896	XP_317628.1	XP_003705273.1
OG0006897	XP_312998.4	XP_003701396.1
OG0006898	XP_317654.4	XP_012136811.1
OG0006899	XP_320753.4	XP_012140926.1
OG0006900	XP_320085.4	XP_003706878.1
OG0006901	XP_319827.2	XP_012145443.1
OG0006902	XP_319816.4	XP_003707729.1
OG0006903	XP_312105.2	XP_003705174.1
OG0006904	XP_309936.2	XP_003704250.1
OG0006905	XP_561529.3, XP_313923.3	XP_012151591.1
OG0006906	XP_315631.3	XP_003707268.1
OG0006907	XP_320232.4	XP_012150410.1
OG0006908	XP_003436976.1, XP_001237305.3	XP_003703888.1
OG0006909	XP_308695.4	XP_012139687.1
OG0006910	XP_315220.5	XP_012147612.1
OG0006911	XP_320701.2	XP_012143492.1
OG0006912	XP_319828.3	XP_003707582.2
OG0006913	XP_312391.5	XP_012147776.1
OG0006914	XP_308657.2	XP_003706669.1
OG0006915	XP_001688892.1	XP_003705052.1
OG0006916	XP_318835.4	XP_012136911.1
OG0006917	XP_311882.5	XP_012135253.1
OG0006918	XP_309056.3	XP_003705184.1
OG0006919	XP_317515.4	XP_012154359.1
OG0006921	XP_311234.5	XP_003705652.1
OG0006922	XP_315043.4	XP_012153345.1
OG0006923	XP_321856.5	XP_003706930.1
OG0006924	XP_308268.3	XP_003701127.1
OG0006925	XP_313154.4	XP_003703027.1
OG0006927	XP_315413.3	XP_003704272.1
OG0006928	XP_563754.3	XP_012141267.1
OG0006929	XP_319554.4	XP_012135938.1
OG0006930	XP_310702.5	XP_003704845.2
OG0006931	XP_321039.5	XP_003707739.1
OG0006932	XP_314924.3	XP_003705994.1
OG0006933	XP_316230.4	XP_012136863.1
OG0006935	XP_314018.2	XP_003705645.1
OG0006937	XP_310253.6	XP_003708543.1
OG0006938	XP_317575.3	XP_012147453.1
OG0006939	XP_310987.5	XP_012151364.1
OG0006940	XP_319634.4	XP_003708287.1
OG0006941	XP_001688687.1	XP_003702920.1
OG0006942	XP_318626.4	XP_012149777.1, XP_012149778.1
OG0006943	XP_318802.4	XP_003707032.1
OG0006944	XP_321196.5	XP_012152318.1
OG0006945	XP_316830.5	XP_012140251.1
OG0006946	XP_320720.3	XP_003700032.1
OG0006948	XP_314144.2	XP_003702844.1
OG0006949	XP_317493.4	XP_003707682.1
OG0006950	XP_313695.5	XP_003708577.1
OG0006951	XP_307858.3	XP_003701309.1
OG0006952	XP_319981.3	XP_003703521.1
OG0006953	XP_313053.5	XP_012142574.1
OG0006954	XP_308716.2	XP_012151626.1
OG0006955	XP_310400.3	XP_012138499.1
OG0006956	XP_314013.1	XP_003699211.1
OG0006957	XP_313972.3	XP_003706434.1
OG0006958	XP_314007.3, XP_001688505.1	XP_003699945.1
OG0006959	XP_315948.4	XP_012153028.1
OG0006960	XP_308558.3	XP_003702048.1
OG0006961	XP_308347.1	XP_012141821.1
OG0006962	XP_318051.4	XP_003708410.1
OG0006963	XP_319588.4	XP_003700404.1
OG0006964	XP_308814.4	XP_012138133.1
OG0006967	XP_309061.4	XP_012138315.1
OG0006968	XP_314572.4	XP_012153235.1
OG0006969	XP_003435802.1	XP_003705523.1
OG0006970	XP_001237853.2	XP_003707146.1
OG0006971	XP_318402.5	XP_012135761.1
OG0006972	XP_317169.2	XP_012148197.1
OG0006973	XP_310613.2	XP_003703693.1
OG0006974	XP_321248.5	XP_012152648.1
OG0006975	XP_312142.5	XP_012152659.1
OG0006976	XP_565171.3	XP_003703122.1
OG0006979	XP_319137.4	XP_003703140.1
OG0006980	XP_001238556.3	XP_012136098.1
OG0006981	XP_001689038.1	XP_003702117.1
OG0006982	XP_316120.4	XP_012154501.1, XP_012154492.1
OG0006983	XP_315744.4	XP_012137811.1
OG0006984	XP_309338.4	XP_012141898.1
OG0006985	XP_308256.3	XP_012136882.1
OG0006986	XP_555462.3	XP_012147967.1
OG0006987	XP_308210.3	XP_003699409.1
OG0006988	XP_317573.3	XP_003707468.1
OG0006989	XP_551404.1	XP_003706074.2
OG0006990	XP_317545.4	XP_012152853.1
OG0006991	XP_308647.4	XP_012152384.1
OG0006992	XP_315935.4	XP_003707938.1
OG0006993	XP_319418.4	XP_012151907.1
OG0006994	XP_315384.3	XP_003707362.1
OG0006995	XP_321074.5	XP_012147271.1
OG0006998	XP_313672.5	XP_003703259.1
OG0006999	XP_312926.5	XP_012144419.1
OG0007001	XP_308299.2	XP_012148551.1
OG0007002	XP_315477.2	XP_012140233.1
OG0007003	XP_312244.5	XP_003701886.1
OG0007004	XP_313776.4	XP_003706163.1
OG0007005	XP_310993.5	XP_003708180.1
OG0007006	XP_312412.4	XP_003707307.1
OG0007007	XP_316782.3	XP_003703903.1
OG0007008	XP_001689354.1	XP_012142658.1
OG0007009	XP_317543.4	XP_003708446.1
OG0007010	XP_310539.4	XP_012146606.1
OG0007012	XP_313920.4	XP_012143101.1
OG0007013	XP_315851.4	XP_003699480.1
OG0007014	XP_310958.5	XP_003704027.1
OG0007015	XP_321966.5	XP_012141575.1
OG0007016	XP_312887.5	XP_003699487.1
OG0007017	XP_318573.3	XP_003702205.1
OG0007018	XP_318286.5	XP_003700250.1
OG0007020	XP_313346.3	XP_012142370.1
OG0007021	XP_320870.3	XP_012151031.1
OG0007022	XP_307942.5	XP_003706667.1
OG0007023	XP_311352.5	XP_003706506.2
OG0007024	XP_309799.4	XP_012141105.1
OG0007025	XP_321935.4	XP_012143191.1
OG0007026	XP_321225.3	XP_003699181.1
OG0007027	XP_320530.4	XP_003701268.1
OG0007028	XP_309038.2	XP_003705032.1
OG0007029	XP_321283.5	XP_012154534.1
OG0007030	XP_312161.3	XP_003702771.1
OG0007031	XP_319111.4	XP_012142520.1
OG0007032	XP_315789.4	XP_003703365.1
OG0007033	XP_001237863.2	XP_012147075.1
OG0007034	XP_313094.4	XP_012146790.1
OG0007035	XP_317779.3	XP_003705135.1, XP_012144880.1
OG0007036	XP_308273.4	XP_003706620.1
OG0007037	XP_003436665.1, XP_318390.5	XP_012135393.1
OG0007038	XP_315595.3	XP_003704746.1
OG0007039	XP_315056.4	XP_012144892.1
OG0007040	XP_314733.4	XP_003706815.1
OG0007041	XP_312938.4	XP_003707671.1
OG0007042	XP_003436141.1	XP_012150820.1, XP_012150777.1
OG0007043	XP_316670.4	XP_012150978.1
OG0007044	XP_314072.3	XP_003699244.1
OG0007045	XP_307889.3	XP_003700525.1
OG0007046	XP_320818.4	XP_012147090.1
OG0007047	XP_319108.4	XP_003702851.1
OG0007049	XP_308469.4	XP_012138318.1
OG0007050	XP_316513.4	XP_003703822.1
OG0007051	XP_314341.1	XP_012154254.1
OG0007052	XP_308556.3	XP_003706080.2
OG0007053	XP_313113.4	XP_012144592.1
OG0007054	XP_320188.4	XP_012147020.1
OG0007055	XP_313909.4	XP_003707488.1
OG0007056	XP_311936.4	XP_003701407.1
OG0007057	XP_001688190.1	XP_012146976.1
OG0007058	XP_320533.4	XP_012139030.1
OG0007060	XP_318050.4	XP_003700263.1
OG0007061	XP_318376.5	XP_003706138.1
OG0007062	XP_321316.4, XP_309120.4	XP_003703722.1
OG0007063	XP_320546.4	XP_012140379.1
OG0007064	XP_309901.3	XP_012141840.1
OG0007066	XP_317566.4	XP_012149900.1
OG0007067	XP_320877.4	XP_003700423.1
OG0007068	XP_320057.3	XP_012150460.1
OG0007070	XP_316104.4	XP_003707579.1
OG0007071	XP_319165.3	XP_003705018.2
OG0007072	XP_315050.2	XP_003703118.1
OG0007073	XP_315362.4	XP_012139547.1
OG0007074	XP_317065.3	XP_012139665.1
OG0007075	XP_311136.2, XP_001238542.2	XP_003705568.1
OG0007076	XP_551799.2	XP_003706797.1
OG0007077	XP_313299.1	XP_003706005.1
OG0007078	XP_319140.3	XP_003705093.1
OG0007080	XP_321598.5	XP_012137474.1
OG0007081	XP_319486.4	XP_012137662.1
OG0007082	XP_315910.3	XP_003706885.1
OG0007083	XP_310152.4	XP_003701720.1
OG0007084	XP_551659.3	XP_012147500.1
OG0007086	XP_308573.4	XP_003702560.1
OG0007087	XP_313306.5	XP_012150620.1, XP_003707630.1
OG0007088	XP_321706.5	XP_003701264.1
OG0007089	XP_320470.4	XP_012141863.1
OG0007090	XP_313806.5	XP_012141963.1
OG0007091	XP_001689007.1	XP_003704038.1
OG0007092	XP_314552.2	XP_012134837.1
OG0007094	XP_320768.4	XP_003707551.2
OG0007095	XP_310668.5	XP_012138132.1
OG0007096	XP_311867.4	XP_012147005.1
OG0007097	XP_001687824.2	XP_003699646.1
OG0007098	XP_319643.4	XP_003707967.1
OG0007099	XP_319936.4	XP_003701116.1
OG0007100	XP_312182.5	XP_012141159.1
OG0007102	XP_558349.4	XP_012139217.1
OG0007103	XP_321631.5	XP_003699936.1
OG0007104	XP_315644.3	XP_003706351.1
OG0007105	XP_308014.5	XP_012149951.1
OG0007106	XP_316001.4	XP_003702430.1
OG0007107	XP_001689008.1	XP_003705889.1
OG0007108	XP_321934.5	XP_012136631.1, XP_003701478.1
OG0007109	XP_317984.3	XP_012154355.1
OG0007110	XP_318486.5	XP_003703946.1
OG0007111	XP_001689319.2	XP_012146864.1
OG0007112	XP_315635.2	XP_003705013.1
OG0007113	XP_321679.3	XP_012151548.1
OG0007115	XP_309360.3	XP_003702505.1
OG0007116	XP_315554.3	XP_012147455.1
OG0007117	XP_320413.3	XP_003699996.1
OG0007118	XP_315790.3	XP_012150975.1
OG0007119	XP_320740.4	XP_003704485.1
OG0007120	XP_312908.4	XP_012143977.1
OG0007121	XP_313091.4	XP_012134652.1
OG0007122	XP_317120.3	XP_012154365.1
OG0007123	XP_308497.4	XP_012146743.1
OG0007124	XP_311865.4	XP_003699747.1
OG0007125	XP_308338.4	XP_003701547.1
OG0007126	XP_315991.4	XP_003700198.1
OG0007127	XP_319629.4	XP_003703536.1
OG0007128	XP_309181.5	XP_003703748.1
OG0007129	XP_320408.4	XP_003706867.1
OG0007130	XP_319365.4	XP_012152804.1
OG0007131	XP_314852.3	XP_012146124.1
OG0007132	XP_314729.4	XP_003708261.1
OG0007133	XP_313158.3	XP_012149367.1
OG0007134	XP_317136.4	XP_012139044.1
OG0007135	XP_309937.4	XP_012147164.1
OG0007136	XP_308188.4	XP_012152878.1
OG0007137	XP_313303.5	XP_012145354.1
OG0007138	XP_308400.4	XP_003703787.1
OG0007139	XP_319040.3	XP_003704389.1
OG0007140	XP_315659.1	XP_003700558.1
OG0007141	XP_315089.3	XP_003704196.1
OG0007142	XP_315374.4	XP_012138021.1
OG0007143	XP_311995.4	XP_003708361.1
OG0007144	XP_310410.3	XP_003706101.1
OG0007145	XP_320056.4	XP_003701917.1
OG0007146	XP_322018.5	XP_003705096.1
OG0007147	XP_308802.3	XP_012139456.1
OG0007148	XP_312549.3	XP_003699561.1
OG0007150	XP_320697.4	XP_003701351.1
OG0007151	XP_317372.3	XP_003704141.1
OG0007152	XP_319449.3	XP_003699280.1
OG0007153	XP_316190.3	XP_003707707.1
OG0007154	XP_319107.3	XP_012153917.1
OG0007155	XP_312850.5	XP_003700532.1
OG0007156	XP_316798.3	XP_003701146.1
OG0007158	XP_308381.4	XP_012137962.1
OG0007159	XP_320074.4	XP_003704256.1
OG0007160	XP_316606.2	XP_003702846.1
OG0007161	XP_313007.1	XP_003705506.1
OG0007162	XP_309755.4	XP_012150025.1
OG0007163	XP_310753.4	XP_003703278.2
OG0007164	XP_311841.2	XP_003704087.2
OG0007165	XP_319025.4	XP_003705142.1
OG0007166	XP_316058.4	XP_012137894.1
OG0007168	XP_316313.2	XP_003704030.1
OG0007169	XP_308272.4	XP_003708474.1
OG0007170	XP_001688927.1	XP_003707672.1
OG0007171	XP_003435826.1	XP_003707974.1
OG0007172	XP_321259.4	XP_003702008.1
OG0007173	XP_317795.4	XP_003705014.1
OG0007174	XP_307854.2	XP_003705268.1
OG0007175	XP_315206.3	XP_012153636.1
OG0007176	XP_317319.4	XP_003702796.1
OG0007177	XP_317163.4	XP_012135468.1, XP_012135467.1, XP_003701038.1
OG0007178	XP_317329.4	XP_003706225.1
OG0007179	XP_317471.3	XP_012154406.1
OG0007180	XP_316196.4	XP_012142202.1
OG0007182	XP_316221.4	XP_012145558.1
OG0007184	XP_322055.4	XP_003703482.1
OG0007185	XP_313038.5	XP_012145247.1
OG0007186	XP_320205.2	XP_012152305.1
OG0007187	XP_317518.4	XP_003705539.1
OG0007188	XP_310535.5	XP_012146398.1
OG0007189	XP_310620.4	XP_012138079.1
OG0007190	XP_313900.4	XP_003702176.1
OG0007192	XP_319343.4	XP_003701193.1
OG0007193	XP_309147.5	XP_003702543.1
OG0007195	XP_563984.2	XP_012146975.1
OG0007196	XP_003436173.1	XP_003705295.1, XP_012145307.1
OG0007197	XP_309641.5	XP_012139137.1
OG0007199	XP_001689046.1	XP_012134916.1
OG0007200	XP_551895.3	XP_003705469.2
OG0007201	XP_001238451.3	XP_003700569.1
OG0007202	XP_320452.3	XP_012136398.1
OG0007203	XP_001238295.1, XP_551965.2	XP_012150364.1
OG0007205	XP_308760.4	XP_012140464.1
OG0007206	XP_308658.4	XP_012144213.1
OG0007209	XP_308255.4	XP_003704326.1
OG0007210	XP_307205.4	XP_012140838.1
OG0007211	XP_319710.4	XP_012146757.1
OG0007212	XP_308277.4	XP_003702687.1
OG0007213	XP_319423.3	XP_003707718.2
OG0007214	XP_556418.3	XP_012144956.1, XP_012144961.1
OG0007216	XP_001688436.2	XP_003701167.1
OG0007217	XP_319618.4	XP_003707810.1
OG0007219	XP_320883.2, XP_552645.3	XP_012151362.1, XP_012139793.1
OG0007220	XP_313136.3	XP_003700457.1
OG0007221	XP_319678.4	XP_012152862.1
OG0007222	XP_316950.4	XP_003705324.1
OG0007223	XP_311068.3	XP_003699697.1
OG0007225	XP_566411.4	XP_012140262.1
OG0007226	XP_314735.3	XP_003706783.1
OG0007227	XP_564145.3	XP_012142392.1
OG0007228	XP_313452.4	XP_012141689.1
OG0007229	XP_001238137.2	XP_003702111.1
OG0007230	XP_316417.4	XP_003701131.2
OG0007231	XP_314268.5	XP_003700969.1
OG0007232	XP_311351.5	XP_003699225.1
OG0007233	XP_321553.2	XP_003701510.1
OG0007234	XP_313837.5	XP_012153375.1
OG0007236	XP_319780.4	XP_003702518.1
OG0007237	XP_309614.5	XP_003701256.1
OG0007239	XP_315632.3	XP_003706594.1
OG0007241	XP_313706.5	XP_003708094.1
OG0007242	XP_319467.4	XP_012144750.1
OG0007243	XP_309553.4	XP_012136466.1
OG0007244	XP_321031.4	XP_012138689.1
OG0007245	XP_314037.2	XP_003706668.1
OG0007248	XP_318479.4	XP_003705237.1
OG0007249	XP_311160.5	XP_012142167.1
OG0007250	XP_320310.3	XP_003706584.1
OG0007251	XP_564726.3	XP_012147237.1
OG0007253	XP_001689303.1	XP_003707241.1
OG0007254	XP_001237243.2	XP_012136700.1
OG0007255	XP_316952.2	XP_003703773.1
OG0007257	XP_318109.3	XP_012141051.1
OG0007259	XP_319808.4	XP_012143870.1
OG0007260	XP_309611.3	XP_003702856.1
OG0007262	XP_311130.5	XP_003708109.1
OG0007263	XP_317501.4	XP_003702729.1
OG0007265	XP_321758.5	XP_012151697.1
OG0007268	XP_321641.5	XP_012147180.1
OG0007269	XP_310487.4	XP_012145479.1
OG0007270	XP_318833.4	XP_012141424.1
OG0007271	XP_309600.5	XP_012146471.1
OG0007272	XP_003436800.1	XP_012149921.1
OG0007274	XP_308115.5, XP_003436649.1	XP_012141709.1
OG0007275	XP_309190.3	XP_003705338.1
OG0007276	XP_001238468.1	XP_003706781.1
OG0007277	XP_311493.3	XP_012138269.1
OG0007278	XP_311767.4	XP_003703525.1
OG0007279	XP_309964.4	XP_012142455.1
OG0007280	XP_320566.3	XP_012150600.1
OG0007281	XP_307859.4	XP_012137953.1
OG0007282	XP_319348.4	XP_003700023.1
OG0007283	XP_321938.3	XP_003705313.2
OG0007284	XP_310635.4	XP_012137904.1
OG0007285	XP_316741.3	XP_012135829.1
OG0007286	XP_309479.4	XP_003707378.1
OG0007287	XP_314623.2	XP_003699904.2
OG0007289	XP_320777.3	XP_012140562.1
OG0007290	XP_311753.4	XP_003705498.2
OG0007291	XP_314659.3	XP_003706137.1
OG0007293	XP_318042.4	XP_012135205.1, XP_012135197.1
OG0007294	XP_318130.4	XP_012147251.1
OG0007295	XP_321067.5	XP_012141580.1
OG0007296	XP_318921.4, XP_001238061.2	XP_003703378.1
OG0007297	XP_315544.2	XP_003704472.1
OG0007298	XP_310981.3	XP_003707300.1
OG0007299	XP_562511.3	XP_003705002.1
OG0007300	XP_321124.2	XP_003702093.1
OG0007302	XP_317739.3	XP_012153798.1
OG0007303	XP_310308.5	XP_012150539.1
OG0007304	XP_308213.3	XP_012153469.1
OG0007305	XP_559074.3	XP_012153686.1
OG0007306	XP_312446.4	XP_012149570.1
OG0007307	XP_310909.5	XP_003705749.1
OG0007308	XP_319552.5	XP_012136115.1
OG0007309	XP_001689054.1	XP_012146292.1
OG0007310	XP_319756.3	XP_012137531.1, XP_012137532.1, XP_012137533.1
OG0007311	XP_317556.3	XP_003699489.1
OG0007312	XP_554602.2	XP_003702215.1
OG0007313	XP_317277.4	XP_003699366.1
OG0007314	XP_311685.5	XP_012139946.1
OG0007315	XP_314949.3	XP_003708039.1
OG0007316	XP_317785.3	XP_012147432.1
OG0007318	XP_321509.4	XP_003705193.1
OG0007319	XP_320600.4	XP_003706450.1
OG0007320	XP_314698.1	XP_003703739.1
OG0007321	XP_316738.5	XP_003707627.1
OG0007322	XP_321781.3	XP_003703670.1
OG0007323	XP_319302.3	XP_003706261.1
OG0007324	XP_317623.3	XP_012147411.1
OG0007325	XP_555593.3	XP_012147458.1
OG0007326	XP_317210.3	XP_012152750.1
OG0007327	XP_003436727.1	XP_012140547.1
OG0007328	XP_001238459.2, XP_001238458.2, XP_003435930.1	XP_012149466.1
OG0007329	XP_310686.5	XP_003708674.1
OG0007330	XP_310627.5	XP_012146436.1
OG0007331	XP_321391.4	XP_012138450.1
OG0007332	XP_318704.4	XP_003705761.2
OG0007334	XP_313174.3	XP_012145854.1
OG0007335	XP_316305.4	XP_003702051.1
OG0007336	XP_003436889.1	XP_003705884.1
OG0007338	XP_320692.4	XP_012151376.1
OG0007339	XP_322068.4	XP_012137244.1
OG0007340	XP_319999.3	XP_012136944.1
OG0007341	XP_550879.4	XP_012152924.1
OG0007342	XP_310828.4	XP_012142695.1
OG0007344	XP_308809.4	XP_003706909.1
OG0007345	XP_312204.2	XP_003701603.1
OG0007346	XP_310805.5	XP_003699959.1
OG0007347	XP_310405.7	XP_003701528.1
OG0007348	XP_311513.4	XP_003702480.1
OG0007349	XP_309008.4	XP_003699850.1
OG0007350	XP_308630.4	XP_012140111.1
OG0007351	XP_316426.4	XP_003701169.1
OG0007352	XP_321673.5	XP_012153905.1
OG0007353	XP_317502.3	XP_003700870.2
OG0007354	XP_562810.4	XP_012140524.1
OG0007355	XP_311085.5	XP_012151384.1
OG0007356	XP_001687890.1	XP_003700984.1
OG0007357	XP_001687931.1	XP_003708678.1
OG0007358	XP_313644.5	XP_012145337.1, XP_012145333.1
OG0007359	XP_317557.4	XP_012136757.1
OG0007360	XP_317553.4	XP_012147467.1
OG0007361	XP_311185.5	XP_012142208.1
OG0007362	XP_312112.3	XP_003699706.2
OG0007363	XP_317740.4	XP_003704309.1
OG0007364	XP_320639.4	XP_012134986.1
OG0007365	XP_552360.2	XP_003706889.1
OG0007366	XP_309751.4	XP_012144621.1
OG0007367	XP_320105.3	XP_003705752.1
OG0007368	XP_001238361.2	XP_012145240.1
OG0007369	XP_320349.4	XP_012142231.1
OG0007370	XP_311284.5	XP_003708659.1
OG0007371	XP_320522.4	XP_003700618.1
OG0007372	XP_320300.4	XP_012147390.1
OG0007374	XP_558026.3	XP_012140484.1
OG0007375	XP_312206.5	XP_012154475.1
OG0007376	XP_321718.3	XP_012140458.1
OG0007377	XP_003437001.1, XP_310633.5	XP_012140735.1
OG0007378	XP_314320.4	XP_012149271.1
OG0007379	XP_316447.3	XP_012144369.1
OG0007380	XP_311163.5	XP_012139749.1
OG0007381	XP_311609.4	XP_012141581.1
OG0007382	XP_318870.3	XP_012151423.1
OG0007383	XP_317746.4	XP_003704128.2
OG0007385	XP_552396.1	XP_012152468.1
OG0007386	XP_316491.2	XP_012139951.1
OG0007387	XP_310418.5	XP_003701878.1
OG0007388	XP_321585.4	XP_003700633.1
OG0007389	XP_001688867.1, XP_003436906.1	XP_012138433.1, XP_012138432.1
OG0007390	XP_314493.3	XP_012135274.1
OG0007391	XP_317783.4	XP_003706189.1
OG0007392	XP_309081.4	XP_012139249.1
OG0007393	XP_001689060.1	XP_003706190.1
OG0007394	XP_003436780.1	XP_012146752.1
OG0007395	XP_001687810.1	XP_012139632.1
OG0007396	XP_321597.4	XP_003701671.1
OG0007397	XP_317778.3	XP_003700994.1
OG0007398	XP_308870.4	XP_012148486.1
OG0007399	XP_552742.3	XP_003707463.2
OG0007400	XP_321572.5	XP_003705955.2
OG0007401	XP_553263.2	XP_012150134.1
OG0007402	XP_312259.5	XP_003702880.1
OG0007403	XP_318333.5	XP_012145639.1
OG0007404	XP_001689334.2	XP_012137327.1
OG0007405	XP_321855.5	XP_003706932.1
OG0007407	XP_316844.5	XP_012151620.1
OG0007409	XP_313261.4	XP_003703945.1
OG0007410	XP_550898.4	XP_003703783.1
OG0007411	XP_313793.5	XP_012143898.1, XP_012143899.1
OG0007412	XP_309793.4	XP_003707764.1
OG0007413	XP_311538.4	XP_003700444.1
OG0007414	XP_311571.4	XP_003700556.1
OG0007415	XP_563902.4	XP_012140680.1, XP_012140683.1
OG0007417	XP_313266.5	XP_012141888.1
OG0007419	XP_308125.5	XP_012145373.1
OG0007420	XP_001688418.2	XP_012141276.1
OG0007421	XP_319829.4	XP_012149505.1
OG0007422	XP_318670.4	XP_012141494.1
OG0007423	XP_309552.4	XP_003705478.1
OG0007424	XP_321772.5	XP_003706286.2
OG0007425	XP_001688472.1	XP_012143108.1
OG0007426	XP_001688844.1	XP_012148862.1
OG0007428	XP_001688138.1	XP_012141630.1
