Orthogroup	Anopheles_gambiae	Acyrthosiphon_pisum
OG0006859	XP_317733.3	NP_001156285.1
OG0006860	XP_311473.3	NP_001156315.1
OG0006861	XP_309959.3	NP_001156653.1
OG0006862	XP_309756.4	NP_001156679.1
OG0006863	XP_311496.3	NP_001156699.1
OG0006864	XP_308669.2	NP_001156707.1
OG0006865	XP_315787.4	NP_001161896.1
OG0006866	XP_003437090.1, XP_311283.5	NP_001165435.1
OG0006867	XP_316784.4	NP_001165735.1
OG0006868	XP_318884.4	NP_001165857.1
OG0006869	XP_001237757.1	NP_001191868.1
OG0006870	XP_309058.3	NP_001191870.1
OG0006871	XP_315939.2	NP_001191894.1
OG0006872	XP_319979.4	NP_001191987.1
OG0006874	XP_309148.5	NP_001192092.1
OG0006875	XP_556725.3	NP_001232934.1
OG0006876	XP_316317.4	NP_001232941.1
OG0006877	XP_318880.4	NP_001232942.1, XP_008180433.1
OG0006878	XP_312214.4	NP_001232963.1
OG0006879	XP_554756.3	NP_001232969.1
OG0006880	XP_003436524.1	NP_001232985.1
OG0006881	XP_312794.3	NP_001232988.1, XP_008178713.1
OG0006882	XP_319892.4	NP_001233003.1
OG0006884	XP_319011.4	NP_001233016.1
OG0006885	XP_317849.4	NP_001233018.1
OG0006886	XP_310380.2	NP_001233034.1
OG0006887	XP_314711.4	NP_001233041.1
OG0006888	XP_315900.2	NP_001233048.1
OG0006890	XP_319830.2	NP_001233060.1
OG0006891	XP_311467.3	NP_001233085.1
OG0006892	XP_308945.4	NP_001280291.1
OG0006893	XP_316859.4	NP_001280299.1
OG0006894	XP_316297.4	NP_001280310.1
OG0006895	XP_310117.3	NP_001280326.1
OG0006896	XP_317628.1	NP_001280328.1
OG0006897	XP_312998.4	NP_001280362.1
OG0006898	XP_317654.4	NP_001280364.1
OG0006899	XP_320753.4	NP_001280384.1
OG0006900	XP_320085.4	NP_001280398.1
OG0006901	XP_319827.2	XP_008182039.1, NP_001280421.1
OG0006902	XP_319816.4	NP_001280455.1
OG0006903	XP_312105.2	NP_001280466.1
OG0006904	XP_309936.2	NP_001280476.1, XP_029342100.1
OG0006905	XP_561529.3, XP_313923.3	NP_001280480.1
OG0006906	XP_315631.3	NP_001280483.1
OG0006907	XP_320232.4	NP_001280640.1
OG0006908	XP_003436976.1, XP_001237305.3	NP_001313564.1
OG0006909	XP_308695.4	NP_001313578.1
OG0006910	XP_315220.5	XP_001942527.2
OG0006911	XP_320701.2	XP_001942545.1
OG0006912	XP_319828.3	XP_001942566.2
OG0006913	XP_312391.5	XP_016663532.1, XP_001942698.3
OG0006914	XP_308657.2	XP_001942717.1
OG0006915	XP_001688892.1	XP_001942795.1
OG0006916	XP_318835.4	XP_003247172.1, XP_001942811.1
OG0006917	XP_311882.5	XP_001942837.1
OG0006918	XP_309056.3	XP_001942897.1
OG0006919	XP_317515.4	XP_001942911.2
OG0006920	XP_313789.5	XP_001942954.2
OG0006921	XP_311234.5	XP_001942963.2
OG0006922	XP_315043.4	XP_001942992.1
OG0006923	XP_321856.5	XP_001943057.1
OG0006924	XP_308268.3	XP_001943061.1
OG0006925	XP_313154.4	XP_001943068.1
OG0006927	XP_315413.3	XP_001943100.1
OG0006928	XP_563754.3	XP_001943169.2
OG0006929	XP_319554.4	XP_001943196.1
OG0006930	XP_310702.5	XP_001943197.1
OG0006931	XP_321039.5	XP_001943217.1
OG0006932	XP_314924.3	XP_001943237.4
OG0006933	XP_316230.4	XP_001943328.1
OG0006935	XP_314018.2	XP_001943349.1
OG0006937	XP_310253.6	XP_001943410.1
OG0006938	XP_317575.3	XP_001943432.2
OG0006939	XP_310987.5	XP_029345686.1, XP_029345685.1, XP_029345688.1, XP_029345687.1, XP_016660895.1, XP_001943434.2
OG0006940	XP_319634.4	XP_001943446.1
OG0006941	XP_001688687.1	XP_001943447.1
OG0006942	XP_318626.4	XP_001943543.2
OG0006943	XP_318802.4	XP_001943579.1
OG0006944	XP_321196.5	XP_001943596.1
OG0006945	XP_316830.5	XP_001943618.2
OG0006946	XP_320720.3	XP_001943619.1
OG0006948	XP_314144.2	XP_001943779.2
OG0006949	XP_317493.4	XP_001943838.2
OG0006950	XP_313695.5	XP_001943854.1
OG0006951	XP_307858.3	XP_001943855.1
OG0006952	XP_319981.3	XP_001943874.1
OG0006953	XP_313053.5	XP_001943877.2
OG0006954	XP_308716.2	XP_001943883.2
OG0006955	XP_310400.3	XP_001943884.1
OG0006956	XP_314013.1	XP_001943982.1
OG0006957	XP_313972.3	XP_001944012.3
OG0006958	XP_314007.3, XP_001688505.1	XP_001944046.2
OG0006959	XP_315948.4	XP_001944049.2
OG0006960	XP_308558.3	XP_001944073.2
OG0006961	XP_308347.1	XP_001944078.1
OG0006962	XP_318051.4	XP_001944084.1
OG0006963	XP_319588.4	XP_001944117.1, XP_008186067.1, XP_016662386.1
OG0006964	XP_308814.4	XP_001944128.2
OG0006967	XP_309061.4	XP_016660275.1, XP_001944209.2
OG0006968	XP_314572.4	XP_001944227.2, XP_008185430.1
OG0006969	XP_003435802.1	XP_001944304.1
OG0006970	XP_001237853.2	XP_001944338.2
OG0006971	XP_318402.5	XP_001944426.2
OG0006972	XP_317169.2	XP_001944432.2
OG0006973	XP_310613.2	XP_001944470.1
OG0006974	XP_321248.5	XP_001944483.2
OG0006975	XP_312142.5	XP_001944622.3
OG0006976	XP_565171.3	XP_001944698.3
OG0006979	XP_319137.4	XP_001944757.2
OG0006980	XP_001238556.3	XP_001944776.2
OG0006981	XP_001689038.1	XP_001944836.2
OG0006982	XP_316120.4	XP_001944845.2
OG0006983	XP_315744.4	XP_001944883.2
OG0006984	XP_309338.4	XP_003244546.1, XP_001944908.1
OG0006985	XP_308256.3	XP_001944966.2
OG0006986	XP_555462.3	XP_001944991.2
OG0006987	XP_308210.3	XP_001945003.1
OG0006988	XP_317573.3	XP_001945024.1
OG0006989	XP_551404.1	XP_001945035.1
OG0006990	XP_317545.4	XP_001945046.2
OG0006991	XP_308647.4	XP_001945072.1
OG0006992	XP_315935.4	XP_001945117.1
OG0006993	XP_319418.4	XP_001945124.2
OG0006994	XP_315384.3	XP_001945135.1
OG0006995	XP_321074.5	XP_001945138.1
OG0006996	XP_001687782.2	XP_001945162.1
OG0006998	XP_313672.5	XP_001945320.1
OG0006999	XP_312926.5	XP_001945386.2
OG0007001	XP_308299.2	XP_001945459.1
OG0007002	XP_315477.2	XP_001945624.2
OG0007003	XP_312244.5	XP_001945685.2
OG0007004	XP_313776.4	XP_001945841.2
OG0007005	XP_310993.5	XP_001945881.1
OG0007006	XP_312412.4	XP_001945895.2
OG0007007	XP_316782.3	XP_001945915.1
OG0007008	XP_001689354.1	XP_001945988.4
OG0007009	XP_317543.4	XP_001945994.2
OG0007010	XP_310539.4	XP_001946036.2
OG0007012	XP_313920.4	XP_001946043.2
OG0007013	XP_315851.4	XP_001946051.1
OG0007014	XP_310958.5	XP_001946059.2
OG0007015	XP_321966.5	XP_001946082.2
OG0007016	XP_312887.5	XP_001946118.2
OG0007017	XP_318573.3	XP_001946184.1
OG0007018	XP_318286.5	XP_001946221.1
OG0007020	XP_313346.3	XP_001946406.1
OG0007021	XP_320870.3	XP_001946410.1
OG0007022	XP_307942.5	XP_001946423.2
OG0007023	XP_311352.5	XP_001946427.2
OG0007024	XP_309799.4	XP_001946447.2
OG0007025	XP_321935.4	XP_001946458.1
OG0007026	XP_321225.3	XP_001946466.2
OG0007027	XP_320530.4	XP_001946527.2
OG0007028	XP_309038.2	XP_001946546.2
OG0007029	XP_321283.5	XP_001946583.2
OG0007030	XP_312161.3	XP_001946695.2
OG0007031	XP_319111.4	XP_001946697.2
OG0007032	XP_315789.4	XP_001946744.2, XP_016663817.1
OG0007033	XP_001237863.2	XP_001946761.2
OG0007034	XP_313094.4	XP_001946857.2
OG0007035	XP_317779.3	XP_001946925.1
OG0007036	XP_308273.4	XP_001946968.2
OG0007037	XP_003436665.1, XP_318390.5	XP_016660647.1, XP_029342553.1
OG0007038	XP_315595.3	XP_001947063.1
OG0007039	XP_315056.4	XP_001947092.2
OG0007040	XP_314733.4	XP_001947114.2
OG0007041	XP_312938.4	XP_001947212.1
OG0007042	XP_003436141.1	XP_001947234.1, XP_016661436.1
OG0007043	XP_316670.4	XP_001947278.2
OG0007044	XP_314072.3	XP_001947280.1
OG0007045	XP_307889.3	XP_001947310.2
OG0007046	XP_320818.4	XP_003247424.1, XP_001947358.2
OG0007047	XP_319108.4	XP_001947417.2
OG0007049	XP_308469.4	XP_001947557.2, XP_003240736.1
OG0007050	XP_316513.4	XP_001947581.1
OG0007051	XP_314341.1	XP_001947627.2
OG0007052	XP_308556.3	XP_001947638.1
OG0007053	XP_313113.4	XP_001947642.2
OG0007054	XP_320188.4	XP_001947667.2
OG0007055	XP_313909.4	XP_001947770.2
OG0007056	XP_311936.4	XP_001947790.2
OG0007057	XP_001688190.1	XP_001947892.2
OG0007058	XP_320533.4	XP_001947913.2
OG0007060	XP_318050.4	XP_001947931.2
OG0007061	XP_318376.5	XP_001947975.1
OG0007062	XP_321316.4, XP_309120.4	XP_001948008.1
OG0007063	XP_320546.4	XP_001948057.1
OG0007064	XP_309901.3	XP_001948131.1
OG0007065	XP_311147.5	XP_003247083.1, XP_001948136.3
OG0007066	XP_317566.4	XP_001948151.2
OG0007067	XP_320877.4	XP_001948247.2
OG0007068	XP_320057.3	XP_001948332.1
OG0007070	XP_316104.4	XP_001948353.2
OG0007071	XP_319165.3	XP_001948355.1
OG0007072	XP_315050.2	XP_001948478.1
OG0007073	XP_315362.4	XP_001948491.2
OG0007074	XP_317065.3	XP_001948539.2
OG0007075	XP_311136.2, XP_001238542.2	XP_001948551.2
OG0007076	XP_551799.2	XP_001948566.1
OG0007077	XP_313299.1	XP_001948576.2
OG0007078	XP_319140.3	XP_001948613.1
OG0007080	XP_321598.5	XP_001948659.2
OG0007081	XP_319486.4	XP_001948716.2
OG0007082	XP_315910.3	XP_001948723.2
OG0007083	XP_310152.4	XP_001948731.2
OG0007084	XP_551659.3	XP_001948782.1
OG0007086	XP_308573.4	XP_001948871.2
OG0007087	XP_313306.5	XP_001948900.2
OG0007088	XP_321706.5	XP_001948937.1
OG0007089	XP_320470.4	XP_001949062.2
OG0007090	XP_313806.5	XP_001949074.1
OG0007091	XP_001689007.1	XP_001949296.2
OG0007092	XP_314552.2	XP_001949304.1
OG0007094	XP_320768.4	XP_001949319.1
OG0007095	XP_310668.5	XP_001949339.2
OG0007096	XP_311867.4	XP_001949348.1
OG0007097	XP_001687824.2	XP_001949357.1
OG0007098	XP_319643.4	XP_001949369.1
OG0007099	XP_319936.4	XP_001949454.1
OG0007100	XP_312182.5	XP_001949468.2
OG0007102	XP_558349.4	XP_001949545.2
OG0007103	XP_321631.5	XP_001949577.1
OG0007104	XP_315644.3	XP_001949588.1
OG0007105	XP_308014.5	XP_001949596.2
OG0007106	XP_316001.4	XP_001949645.1
OG0007107	XP_001689008.1	XP_001949750.1
OG0007108	XP_321934.5	XP_001949864.2
OG0007109	XP_317984.3	XP_001949877.1
OG0007110	XP_318486.5	XP_001949913.2
OG0007111	XP_001689319.2	XP_001950063.1
OG0007112	XP_315635.2	XP_001950107.2
OG0007113	XP_321679.3	XP_001950126.1
OG0007115	XP_309360.3	XP_001950170.1
OG0007116	XP_315554.3	XP_001950189.1
OG0007117	XP_320413.3	XP_001950200.2
OG0007118	XP_315790.3	XP_001950215.1
OG0007119	XP_320740.4	XP_001950234.3
OG0007120	XP_312908.4	XP_001950245.2
OG0007121	XP_313091.4	XP_001950254.2
OG0007122	XP_317120.3	XP_001950342.2
OG0007123	XP_308497.4	XP_001950354.2
OG0007124	XP_311865.4	XP_001950389.2
OG0007125	XP_308338.4	XP_001950419.1
OG0007126	XP_315991.4	XP_001950464.1
OG0007127	XP_319629.4	XP_001950506.1
OG0007128	XP_309181.5	XP_001950534.1
OG0007129	XP_320408.4	XP_001950641.3
OG0007130	XP_319365.4	XP_001950745.1
OG0007131	XP_314852.3	XP_001950773.1
OG0007132	XP_314729.4	XP_001950801.2
OG0007133	XP_313158.3	XP_001950841.1
OG0007134	XP_317136.4	XP_001950907.1
OG0007135	XP_309937.4	XP_001950927.1
OG0007136	XP_308188.4	XP_001951013.1
OG0007137	XP_313303.5	XP_001951042.1
OG0007138	XP_308400.4	XP_001951061.1
OG0007139	XP_319040.3	XP_001951085.1
OG0007140	XP_315659.1	XP_001951091.1
OG0007141	XP_315089.3	XP_001951095.1
OG0007142	XP_315374.4	XP_001951142.1
OG0007143	XP_311995.4	XP_001951205.1
OG0007144	XP_310410.3	XP_001951254.1
OG0007145	XP_320056.4	XP_001951262.1
OG0007146	XP_322018.5	XP_001951271.1
OG0007147	XP_308802.3	XP_001951294.2
OG0007148	XP_312549.3	XP_001951360.1
OG0007149	XP_310217.4	XP_001951383.1
OG0007150	XP_320697.4	XP_001951476.1
OG0007151	XP_317372.3	XP_001951482.1
OG0007152	XP_319449.3	XP_001951503.1
OG0007153	XP_316190.3	XP_001951507.1
OG0007154	XP_319107.3	XP_001951514.1
OG0007155	XP_312850.5	XP_001951545.1
OG0007156	XP_316798.3	XP_001951584.1
OG0007158	XP_308381.4	XP_001951716.2
OG0007159	XP_320074.4	XP_001951734.1
OG0007160	XP_316606.2	XP_001951752.1, XP_016661744.1
OG0007161	XP_313007.1	XP_001951787.1
OG0007162	XP_309755.4	XP_001951809.1
OG0007163	XP_310753.4	XP_001951879.1
OG0007164	XP_311841.2	XP_001951891.1
OG0007165	XP_319025.4	XP_001952015.2
OG0007166	XP_316058.4	XP_001952072.2
OG0007168	XP_316313.2	XP_001952116.1
OG0007169	XP_308272.4	XP_001952124.2
OG0007170	XP_001688927.1	XP_001952199.1, XP_029344098.1
OG0007171	XP_003435826.1	XP_001952215.1
OG0007172	XP_321259.4	XP_001952225.1
OG0007173	XP_317795.4	XP_001952236.1
OG0007174	XP_307854.2	XP_001952242.1
OG0007175	XP_315206.3	XP_001952286.2, XP_016664855.2
OG0007176	XP_317319.4	XP_001952338.1
OG0007177	XP_317163.4	XP_001952396.1
OG0007178	XP_317329.4	XP_001952417.2
OG0007179	XP_317471.3	XP_001952428.2
OG0007180	XP_316196.4	XP_001952448.1
OG0007182	XP_316221.4	XP_001952535.2
OG0007184	XP_322055.4	XP_001952573.1
OG0007185	XP_313038.5	XP_001952607.2
OG0007186	XP_320205.2	XP_001952661.2
OG0007187	XP_317518.4	XP_001952672.2
OG0007188	XP_310535.5	XP_001952701.1
OG0007189	XP_310620.4	XP_001952734.2
OG0007190	XP_313900.4	XP_001952794.2
OG0007192	XP_319343.4	XP_001952805.2
OG0007193	XP_309147.5	XP_003240961.1, XP_001952870.2
OG0007195	XP_563984.2	XP_003240098.1
OG0007196	XP_003436173.1	XP_003240259.1
OG0007197	XP_309641.5	XP_003240404.1
OG0007199	XP_001689046.1	XP_003240504.1, XP_029341428.1, XP_029341429.1
OG0007200	XP_551895.3	XP_003240510.1, XP_016658495.1
OG0007201	XP_001238451.3	XP_003240664.1, XP_029347612.1
OG0007202	XP_320452.3	XP_003240767.3
OG0007203	XP_001238295.1, XP_551965.2	XP_003240960.1
OG0007204	XP_001231056.3	XP_003241417.1, XP_003244174.1
OG0007205	XP_308760.4	XP_003241532.2
OG0007206	XP_308658.4	XP_003241691.1
OG0007209	XP_308255.4	XP_003242038.1
OG0007210	XP_307205.4	XP_003242077.1
OG0007211	XP_319710.4	XP_003242312.1
OG0007212	XP_308277.4	XP_003242779.1
OG0007213	XP_319423.3	XP_003242987.1
OG0007214	XP_556418.3	XP_008186828.1, XP_003243139.2
OG0007216	XP_001688436.2	XP_003243527.1
OG0007217	XP_319618.4	XP_003243528.1
OG0007219	XP_320883.2, XP_552645.3	XP_003244209.1
OG0007220	XP_313136.3	XP_003244709.1
OG0007221	XP_319678.4	XP_003244733.1
OG0007222	XP_316950.4	XP_003244866.1
OG0007223	XP_311068.3	XP_003244893.1
OG0007225	XP_566411.4	XP_003245046.1
OG0007226	XP_314735.3	XP_003245136.1
OG0007227	XP_564145.3	XP_003245207.1
OG0007228	XP_313452.4	XP_003245303.1
OG0007229	XP_001238137.2	XP_003245310.1
OG0007230	XP_316417.4	XP_003245487.1
OG0007231	XP_314268.5	XP_003245494.1
OG0007232	XP_311351.5	XP_016661289.1, XP_003245643.1
OG0007233	XP_321553.2	XP_003245762.2
OG0007234	XP_313837.5	XP_003245979.1
OG0007236	XP_319780.4	XP_003246166.1
OG0007237	XP_309614.5	XP_003246362.1
OG0007239	XP_315632.3	XP_003246382.1
OG0007241	XP_313706.5	XP_003246542.1
OG0007242	XP_319467.4	XP_003246575.1
OG0007243	XP_309553.4	XP_003246737.1
OG0007244	XP_321031.4	XP_003246803.1
OG0007245	XP_314037.2	XP_003246997.1
OG0007248	XP_318479.4	XP_003247708.1
OG0007249	XP_311160.5	XP_003247842.1
OG0007250	XP_320310.3	XP_003247907.1
OG0007251	XP_564726.3	XP_003248103.1
OG0007253	XP_001689303.1	XP_008178244.1
OG0007254	XP_001237243.2	XP_008178257.1, XP_029341711.1
OG0007255	XP_316952.2	XP_008178297.1
OG0007257	XP_318109.3	XP_016656196.1, XP_008178412.2
OG0007259	XP_319808.4	XP_008178891.1
OG0007260	XP_309611.3	XP_008178967.1
OG0007262	XP_311130.5	XP_008179201.1
OG0007263	XP_317501.4	XP_008179376.1
OG0007265	XP_321758.5	XP_008179438.1
OG0007268	XP_321641.5	XP_008179660.1
OG0007269	XP_310487.4	XP_008179881.1, XP_008179880.1
OG0007270	XP_318833.4	XP_008180099.1
OG0007271	XP_309600.5	XP_008180257.1
OG0007272	XP_003436800.1	XP_008180331.1
OG0007274	XP_308115.5, XP_003436649.1	XP_008180641.2
OG0007275	XP_309190.3	XP_008180679.1
OG0007276	XP_001238468.1	XP_008180797.1
OG0007277	XP_311493.3	XP_008180836.1
OG0007278	XP_311767.4	XP_008180922.1
OG0007279	XP_309964.4	XP_008181248.1
OG0007280	XP_320566.3	XP_008181279.1
OG0007281	XP_307859.4	XP_008181309.1
OG0007282	XP_319348.4	XP_008181310.1
OG0007283	XP_321938.3	XP_008181335.1
OG0007284	XP_310635.4	XP_008181565.1
OG0007285	XP_316741.3	XP_008181633.1
OG0007286	XP_309479.4	XP_008181985.1
OG0007287	XP_314623.2	XP_008182075.1
OG0007289	XP_320777.3	XP_008182103.1
OG0007290	XP_311753.4	XP_008182307.1
OG0007291	XP_314659.3	XP_008182489.1
OG0007293	XP_318042.4	XP_008182756.1
OG0007294	XP_318130.4	XP_008182931.1
OG0007295	XP_321067.5	XP_008182953.1
OG0007296	XP_318921.4, XP_001238061.2	XP_008183019.3
OG0007297	XP_315544.2	XP_008183109.1
OG0007298	XP_310981.3	XP_008183274.1
OG0007299	XP_562511.3	XP_008183329.1
OG0007300	XP_321124.2	XP_008183485.1
OG0007302	XP_317739.3	XP_008183806.1
OG0007303	XP_310308.5	XP_008183826.1
OG0007304	XP_308213.3	XP_008183893.1
OG0007305	XP_559074.3	XP_008183977.1
OG0007306	XP_312446.4	XP_008184307.1
OG0007307	XP_310909.5	XP_008184321.1
OG0007308	XP_319552.5	XP_008184349.1
OG0007309	XP_001689054.1	XP_008184466.1
OG0007310	XP_319756.3	XP_008184472.2, XP_008187833.2
OG0007311	XP_317556.3	XP_008184581.1
OG0007312	XP_554602.2	XP_008184628.1
OG0007313	XP_317277.4	XP_008184639.1
OG0007314	XP_311685.5	XP_008184720.1
OG0007315	XP_314949.3	XP_008184751.1
OG0007316	XP_317785.3	XP_008184760.1
OG0007317	XP_309610.2	XP_008184813.1, XP_016661342.1
OG0007318	XP_321509.4	XP_008184885.1
OG0007319	XP_320600.4	XP_008185065.1
OG0007320	XP_314698.1	XP_008185186.1
OG0007321	XP_316738.5	XP_008185362.2
OG0007322	XP_321781.3	XP_008185457.1
OG0007323	XP_319302.3	XP_008185489.1
OG0007324	XP_317623.3	XP_008185615.1
OG0007325	XP_555593.3	XP_008185640.1
OG0007326	XP_317210.3	XP_008185646.1
OG0007327	XP_003436727.1	XP_008185667.1
OG0007328	XP_001238459.2, XP_001238458.2, XP_003435930.1	XP_008185801.2, XP_029343196.1
OG0007329	XP_310686.5	XP_008185838.1, XP_008185837.1, XP_029345367.1
OG0007330	XP_310627.5	XP_008185876.1
OG0007331	XP_321391.4	XP_008185895.1
OG0007332	XP_318704.4	XP_008185900.1
OG0007334	XP_313174.3	XP_008186002.1
OG0007335	XP_316305.4	XP_008186292.1
OG0007336	XP_003436889.1	XP_008186455.1
OG0007338	XP_320692.4	XP_008186485.1
OG0007339	XP_322068.4	XP_008186518.1
OG0007340	XP_319999.3	XP_008186579.1
OG0007341	XP_550879.4	XP_008186678.1
OG0007342	XP_310828.4	XP_008186802.1
OG0007344	XP_308809.4	XP_008186886.1
OG0007345	XP_312204.2	XP_008186997.1
OG0007346	XP_310805.5	XP_008187002.1
OG0007347	XP_310405.7	XP_008187027.1
OG0007348	XP_311513.4	XP_008187213.1
OG0007349	XP_309008.4	XP_029343127.1, XP_029343126.1, XP_008187341.1
OG0007350	XP_308630.4	XP_008187564.1
OG0007351	XP_316426.4	XP_008187652.1
OG0007352	XP_321673.5	XP_008188199.1
OG0007353	XP_317502.3	XP_008188206.1
OG0007354	XP_562810.4	XP_008188480.1
OG0007355	XP_311085.5	XP_008188638.1
OG0007356	XP_001687890.1	XP_008188692.3
OG0007357	XP_001687931.1	XP_008188806.1
OG0007358	XP_313644.5	XP_008188888.1
OG0007359	XP_317557.4	XP_008189294.1
OG0007360	XP_317553.4	XP_008189412.1
OG0007361	XP_311185.5	XP_008190018.1
OG0007362	XP_312112.3	XP_008190032.1
OG0007363	XP_317740.4	XP_016655941.1
OG0007364	XP_320639.4	XP_016655995.1
OG0007365	XP_552360.2	XP_016656027.1
OG0007366	XP_309751.4	XP_016656631.1
OG0007367	XP_320105.3	XP_016657497.1
OG0007368	XP_001238361.2	XP_016657833.2
OG0007369	XP_320349.4	XP_016657983.1
OG0007370	XP_311284.5	XP_016658068.1
OG0007371	XP_320522.4	XP_016658251.1
OG0007372	XP_320300.4	XP_016658292.1, XP_016665009.2
OG0007373	XP_566412.4	XP_016658509.1
OG0007374	XP_558026.3	XP_016658703.1
OG0007375	XP_312206.5	XP_016658773.1
OG0007376	XP_321718.3	XP_016658798.1
OG0007377	XP_003437001.1, XP_310633.5	XP_016658858.1
OG0007378	XP_314320.4	XP_016659139.1
OG0007379	XP_316447.3	XP_016659151.1
OG0007380	XP_311163.5	XP_016659386.1
OG0007381	XP_311609.4	XP_016659484.1
OG0007382	XP_318870.3	XP_016659656.1
OG0007383	XP_317746.4	XP_016659766.1
OG0007384	XP_319752.4	XP_016659974.1
OG0007385	XP_552396.1	XP_016660664.2
OG0007386	XP_316491.2	XP_016661027.1
OG0007387	XP_310418.5	XP_016661093.1
OG0007388	XP_321585.4	XP_016661148.1
OG0007389	XP_001688867.1, XP_003436906.1	XP_016661152.1
OG0007390	XP_314493.3	XP_016661255.1
OG0007391	XP_317783.4	XP_016661309.1
OG0007392	XP_309081.4	XP_016661336.1
OG0007393	XP_001689060.1	XP_016661596.1
OG0007394	XP_003436780.1	XP_016661814.1
OG0007395	XP_001687810.1	XP_016661939.1
OG0007396	XP_321597.4	XP_016661998.1, XP_016661997.1
OG0007397	XP_317778.3	XP_016662260.1
OG0007398	XP_308870.4	XP_016662432.1
OG0007399	XP_552742.3	XP_016662583.1
OG0007400	XP_321572.5	XP_016663094.1
OG0007401	XP_553263.2	XP_016663144.1
OG0007402	XP_312259.5	XP_016663475.2
OG0007403	XP_318333.5	XP_016663984.1
OG0007404	XP_001689334.2	XP_016664236.1
OG0007405	XP_321855.5	XP_016664314.1
OG0007407	XP_316844.5	XP_016664510.1
OG0007409	XP_313261.4	XP_016665107.2
OG0007410	XP_550898.4	XP_016665108.1
OG0007411	XP_313793.5	XP_016665123.1
OG0007412	XP_309793.4	XP_029341076.1
OG0007413	XP_311538.4	XP_029341083.1, XP_029345195.1
OG0007414	XP_311571.4	XP_029341109.1
OG0007415	XP_563902.4	XP_029341140.1
OG0007417	XP_313266.5	XP_029341682.1
OG0007419	XP_308125.5	XP_029341825.1
OG0007420	XP_001688418.2	XP_029341829.1
OG0007421	XP_319829.4	XP_029342111.1
OG0007422	XP_318670.4	XP_029342144.1
OG0007423	XP_309552.4	XP_029342192.1
OG0007424	XP_321772.5	XP_029342361.1
OG0007425	XP_001688472.1	XP_029342629.1
OG0007426	XP_001688844.1	XP_029342664.1
OG0007428	XP_001688138.1	XP_029342937.1
OG0007429	XP_308835.4	XP_029342941.1
OG0007430	XP_310978.5	XP_029343096.1
OG0007431	XP_317418.4	XP_029343208.1
OG0007432	XP_311142.5	XP_029343325.1
OG0007433	XP_318044.4	XP_029343395.1
OG0007434	XP_315661.2	XP_029343553.1
OG0007436	XP_307783.5	XP_029343655.1
OG0007437	XP_309970.4	XP_029343746.1
OG0007439	XP_312414.5	XP_029343881.1
OG0007440	XP_315098.3	XP_029343952.1
OG0007441	XP_310389.7, XP_003436630.1	XP_029344011.1, XP_029344009.1
OG0007442	XP_310244.7	XP_029344155.1
OG0007443	XP_317866.4	XP_029344282.1
OG0007444	XP_314868.3	XP_029344475.1
OG0007445	XP_313408.5	XP_029344541.1
OG0007446	XP_319335.3	XP_029344558.1
OG0007447	XP_314165.4	XP_029345019.1
OG0007448	XP_315818.5	XP_029345102.1
OG0007449	XP_314175.4	XP_029345165.1
OG0007450	XP_308929.4	XP_029345266.1
OG0007451	XP_308243.4	XP_029345531.1
OG0007452	XP_001688945.1, XP_001688946.1	XP_029345575.1
OG0007453	XP_309985.4	XP_029345592.1
OG0007454	XP_315840.4, XP_001688734.1	XP_029345611.1
OG0007455	XP_314428.4	XP_029345654.1
OG0007457	XP_315926.2	XP_029345832.1
OG0007458	XP_558129.3	XP_029346181.1
OG0007459	XP_319368.3	XP_029346204.1
OG0007460	XP_001689255.1	XP_029346208.1, XP_029346207.1
OG0007461	XP_307970.5	XP_029346247.1
OG0007462	XP_321187.4	XP_029346641.1
OG0007463	XP_321740.5	XP_029346663.1
OG0007464	XP_310955.4	XP_029346784.1
OG0007465	XP_314166.4	XP_029346804.1
OG0007466	XP_309486.3	XP_029346825.1
OG0007467	XP_313084.3	XP_029347041.1
OG0007468	XP_308102.4	XP_029347189.1
OG0007469	XP_314926.4	XP_029347254.1
OG0007470	XP_319694.4	XP_029347271.1
OG0007472	XP_320298.4	XP_029347824.1
OG0007473	XP_001688383.1	XP_029348044.1
OG0007474	XP_311433.4	XP_029348482.1
OG0007604	XP_312809.4	NP_001153824.1, XP_029348239.1
OG0007605	XP_001230920.1	XP_029342227.1, XP_003242554.1
OG0007606	XP_316873.4	NP_001155420.1
OG0007607	XP_317155.2	NP_001155447.1
OG0007608	XP_308805.4	NP_001155537.1
OG0007609	XP_550679.3	NP_001155565.1
OG0007611	XP_308947.3	NP_001156061.1
OG0007613	XP_562042.3	XP_016658394.1, NP_001156144.1
OG0007614	XP_317589.4	NP_001156209.1, XP_008181006.1
OG0007615	XP_001238160.2	NP_001156281.1
OG0007616	XP_560209.2	NP_001156306.1
OG0007617	XP_001687878.1, XP_564616.1, XP_001687879.1	XP_003243529.1, NP_001156834.1
OG0007618	XP_311506.3	NP_001156839.1
OG0007619	XP_314769.4	NP_001193398.1
OG0007620	XP_314354.2	XP_016662747.1, NP_001232958.1
OG0007621	XP_003436605.1	NP_001280277.1
OG0007622	XP_309402.3	NP_001284567.1
OG0007623	XP_319547.5	XP_001942626.1
OG0007624	XP_552548.2	XP_001942723.1
OG0007625	XP_308840.4	XP_001942941.2
OG0007626	XP_552637.2, XP_320873.3	XP_001943069.2
OG0007628	XP_318593.4	XP_001943783.2
