Orthogroup	Anopheles_gambiae	Bombus_terrestris
OG0006468	XP_309177.5	XP_012163477.1
OG0006469	XP_316665.3, XP_001688936.1	XP_012166915.1
OG0006470	XP_310138.4	XP_012172523.2
OG0006471	XP_317239.4	XP_012176106.1
OG0006472	XP_309523.4	XP_003402526.2, XP_003398825.3
OG0006473	XP_001237982.2	XP_020724079.1, XP_003394151.1
OG0006474	XP_320296.4	XP_003395503.1
OG0006475	XP_314841.2	XP_003393008.2
OG0006476	XP_315428.3	XP_012174685.1
OG0006477	XP_319787.3	XP_012169040.2
OG0006478	XP_552757.1	XP_003403095.1
OG0006480	XP_315869.2	XP_003395502.1
OG0006481	XP_001237679.2	XP_003395770.2
OG0006482	XP_308442.4	XP_003397186.1
OG0006483	XP_308970.4	XP_012165150.1
OG0006484	XP_321463.5	XP_020721448.1
OG0006485	XP_320360.4	XP_003393075.1
OG0006486	XP_318146.2	XP_012176188.1
OG0006487	XP_320441.3	XP_003396473.1
OG0006488	XP_562540.3	XP_003392904.1
OG0006490	XP_319463.4	XP_012174802.1
OG0006491	XP_311076.5	XP_003392936.1
OG0006492	XP_309174.2	XP_020724228.1
OG0006493	XP_313416.4	XP_003401477.1
OG0006494	XP_321886.5	XP_012170852.1
OG0006495	XP_319720.4	XP_003394288.1
OG0006496	XP_321614.4	XP_012173115.1
OG0006497	XP_001689355.2	XP_012173674.2
OG0006498	XP_001237621.1	XP_003399642.1
OG0006499	XP_320545.3	XP_020721296.1
OG0006500	XP_552696.3	XP_012175867.1
OG0006501	XP_556035.3	XP_003393310.1
OG0006502	XP_560368.3	XP_012170175.1
OG0006503	XP_309245.5	XP_012170928.1
OG0006504	XP_001688640.1	XP_020718342.1, XP_012163591.1
OG0006505	XP_317355.4, XP_317356.3	XP_012170347.1
OG0006506	XP_312333.3	XP_012166078.1
OG0006507	XP_003436004.1, XP_321040.4	XP_012163496.1
OG0006508	XP_316682.4	XP_012168247.1
OG0006509	XP_309677.5	XP_020722781.1
OG0006510	XP_316657.3	XP_012165332.1
OG0006511	XP_319387.4	XP_003396157.1
OG0006512	XP_311738.5	XP_020721401.1
OG0006513	XP_001230836.2	XP_020721692.1
OG0006514	XP_003435968.1, XP_321162.5	XP_003402313.1
OG0006515	XP_310728.5, XP_003436978.1	XP_003401310.3
OG0006516	XP_311420.4	XP_003402408.1
OG0006517	XP_309247.3	XP_012170401.1, XP_003399797.1
OG0006518	XP_556653.3	XP_003394293.2
OG0006519	XP_307804.4	XP_012176573.1
OG0006520	XP_312209.4	XP_012169228.1
OG0006521	XP_317814.4	XP_012166341.1
OG0006522	XP_311309.5	XP_003396890.1
OG0006523	XP_319447.2	XP_012167441.1
OG0006524	XP_001689029.1	XP_012166767.2
OG0006525	XP_320986.2	XP_012172943.1
OG0006526	XP_322005.5	XP_012175826.1
OG0006527	XP_003436937.1, XP_566191.4	XP_003395201.1
OG0006528	XP_309160.5	XP_020720108.1
OG0006530	XP_311021.5	XP_003396558.2
OG0006532	XP_315591.4	XP_003398163.1
OG0006533	XP_307497.3, XP_314269.3	XP_003398607.1
OG0006534	XP_312104.5	XP_003394668.1
OG0006535	XP_311521.3	XP_012163851.1
OG0006536	XP_308373.4, XP_001687911.1	XP_012163924.2
OG0006537	XP_558461.2, XP_313950.4	XP_012174295.1
OG0006538	XP_319661.4	XP_003398232.1
OG0006539	XP_566106.4	XP_012172475.1
OG0006540	XP_314800.4	XP_012175740.1
OG0006541	XP_313411.2	XP_012174276.1
OG0006542	XP_319721.4	XP_020720930.1
OG0006543	XP_318647.4	XP_012175822.1
OG0006544	XP_559348.4, XP_003437073.1	XP_003394843.1
OG0006545	XP_309571.4	XP_003401706.1
OG0006546	XP_308602.4	XP_003395152.1
OG0006547	XP_563662.3	XP_003394985.1
OG0006548	XP_317101.3	XP_003401951.1
OG0006549	XP_311020.4	XP_003395444.1
OG0006551	XP_310533.5	XP_012164850.1
OG0006552	XP_319760.4	XP_003400672.1
OG0006553	XP_306959.4, XP_321030.5	XP_020719117.1
OG0006554	XP_308391.3	XP_003399444.2
OG0006555	XP_313633.4, XP_003436791.1	XP_012171342.1
OG0006556	XP_321946.4	XP_003401760.1
OG0006558	XP_315425.4	XP_003394715.1
OG0006559	XP_307835.4, XP_310102.4	XP_012175951.2
OG0006560	XP_562222.4	XP_020724269.1
OG0006561	XP_318955.3	XP_012163144.1
OG0006562	XP_001230898.1	XP_003394963.1
OG0006563	XP_001689302.1	XP_012173896.1
OG0006565	XP_312014.5	XP_003395567.1
OG0006566	XP_565482.2, XP_001688154.1	XP_012174586.1
OG0006568	XP_317070.4	XP_003395212.1
OG0006570	XP_315786.4	XP_020718804.1
OG0006571	XP_319960.4	XP_003396999.1
OG0006573	XP_315933.3	XP_012165509.1
OG0006574	XP_319836.3	XP_003399658.1
OG0006575	XP_001237748.2	XP_003394207.1
OG0006576	XP_563067.4	XP_012167085.1, XP_003397745.1
OG0006577	XP_310268.7	XP_012174342.1
OG0006579	XP_554796.1	XP_003399244.2
OG0006580	XP_307243.2, XP_313190.5	XP_003398199.1
OG0006581	XP_001237728.2	XP_012172288.2
OG0006582	XP_562070.4, XP_313607.4	XP_003393856.1
OG0006583	XP_319115.4	XP_020724180.1
OG0006585	XP_001689229.1	XP_012163834.1, XP_012163835.1
OG0006586	XP_316374.4	XP_003398492.1
OG0006587	XP_316380.2	XP_003395449.1
OG0006588	XP_310896.5	XP_003394565.1
OG0006589	XP_552179.3	XP_012168688.1
OG0006590	XP_320073.4	XP_003397457.1
OG0006591	XP_312592.4	XP_012166620.1
OG0006592	XP_318951.3	XP_003394989.1
OG0006593	XP_310590.3	XP_012169801.1
OG0006594	XP_314132.4	XP_003403243.1
OG0006595	XP_315117.4	XP_003396759.1
OG0006596	XP_308198.5	XP_012172888.1
OG0006597	XP_310498.5	XP_012171969.1
OG0006598	XP_563334.4	XP_012164913.1
OG0006599	XP_310737.5	XP_012172493.1
OG0006600	XP_317590.4	XP_020721568.1
OG0006601	XP_312126.5	XP_003398446.1
OG0006602	XP_003435771.1, XP_321957.3	XP_012169999.1
OG0006603	XP_563445.4	XP_012170235.1
OG0006604	XP_556379.3	XP_003396865.1
OG0006605	XP_001238256.1	XP_003403134.1
OG0006606	XP_312586.5	XP_012175254.1
OG0006607	XP_308635.4	XP_003393628.1
OG0006608	XP_559663.4	XP_003399012.1
OG0006609	XP_309606.5	XP_012164286.1
OG0006610	XP_559175.3	XP_012171164.1
OG0006611	XP_319457.4	XP_020718745.1
OG0006612	XP_307137.2	XP_003401867.1
OG0006614	XP_321544.1, XP_003435880.1	XP_020722477.1
OG0006615	XP_319698.3	XP_003402426.1
OG0006616	XP_315894.2	XP_012170748.1
OG0006617	XP_319576.4	XP_003394356.1
OG0006618	XP_314274.5	XP_012164775.1
OG0006619	XP_313360.3	XP_003397681.1
OG0006621	XP_562267.4, XP_003436830.1	XP_012170579.1
OG0006623	XP_319185.3, XP_560906.4	XP_020720308.1
OG0006624	XP_308189.4	XP_020720457.1, XP_003402561.2
OG0006625	XP_317755.3	XP_003399192.1
OG0006626	XP_319225.4	XP_020720249.1
OG0006627	XP_003435808.1, XP_551520.3	XP_012172720.1
OG0006628	XP_311287.5	XP_012169427.1
OG0006629	XP_309873.2	XP_020723371.1
OG0006630	XP_319865.4	XP_003402482.2
OG0006631	XP_319921.4	XP_003394960.1
OG0006632	XP_318631.4	XP_020718862.1
OG0006633	XP_312524.5	XP_003397855.1
OG0006634	XP_308593.4	XP_003399530.1
OG0006635	XP_310224.3, XP_001230739.1	XP_003396228.1
OG0006637	XP_001688647.1	XP_012165487.1
OG0006638	XP_319519.4	XP_003400629.1
OG0006639	XP_003436950.1, XP_310869.5	XP_012165109.1
OG0006640	XP_313026.4	XP_012174149.2
OG0006641	XP_308355.3, XP_001687903.1	XP_003394419.1
OG0006642	XP_001230358.1, XP_314285.4	XP_012165666.1
OG0006643	XP_314899.3	XP_003401549.1
OG0006644	XP_001688763.1, XP_316007.4	XP_012176551.1
OG0006645	XP_553427.3	XP_003403363.1
OG0006646	XP_551765.3	XP_003392882.1
OG0006647	XP_003436275.1	XP_020718620.1
OG0006648	XP_315893.3	XP_003400026.1
OG0006649	XP_312669.5, XP_003436085.1	XP_012170136.1
OG0006650	XP_003437040.1	XP_020722579.1, XP_020722581.1
OG0006652	XP_566417.4	XP_020724169.1
OG0006653	XP_318424.4	XP_020721134.1
OG0006654	XP_313453.5	XP_003392903.1
OG0006655	XP_312572.5	XP_003395113.1
OG0006656	XP_308394.4	XP_012167802.1
OG0006657	XP_309759.4	XP_003394306.1
OG0006658	XP_314067.3	XP_003396296.1
OG0006659	XP_315983.2	XP_003395131.1
OG0006660	XP_309341.4	XP_003394797.1
OG0006661	XP_311944.4	XP_003393274.1
OG0006662	XP_318518.4	XP_020719083.1
OG0006663	XP_310293.3	XP_012171809.1
OG0006665	XP_311375.4	XP_020722315.1
OG0006666	XP_318055.4	XP_003400631.2
OG0006667	XP_555063.3	XP_012174190.1
OG0006668	XP_311149.3	XP_003402986.1
OG0006670	XP_563913.5	XP_003393084.1
OG0006671	XP_310883.5, XP_003436947.1	XP_012176661.1
OG0006673	XP_312976.5	XP_012169229.1
OG0006674	XP_312851.3	XP_020722758.1
OG0006675	XP_308798.4	XP_003393524.1
OG0006676	XP_315867.3	XP_003394224.1
OG0006677	XP_310357.3	XP_012167860.1
OG0006678	XP_308488.4	XP_020718449.1
OG0006679	XP_001237215.2	XP_003402351.1
OG0006680	XP_320281.4	XP_020723036.1, XP_020723037.1, XP_003403378.2
OG0006681	XP_311957.5	XP_003398089.2
OG0006683	XP_313566.5	XP_020719875.1, XP_003397365.1
OG0006684	XP_001687868.1, XP_308219.4	XP_003399032.1
OG0006685	XP_320843.4	XP_012172556.1
OG0006686	XP_312413.4	XP_003401602.1
OG0006687	XP_309994.3	XP_012170710.1, XP_003400087.1, XP_020721785.1, XP_020721784.1
OG0006689	XP_309563.4	XP_003397846.1
OG0006690	XP_318619.4	XP_003402859.1
OG0006691	XP_312595.5, XP_312598.4	XP_003400986.1
OG0006692	XP_320319.4	XP_012170802.1
OG0006693	XP_320012.4	XP_003398911.1
OG0006694	XP_306324.3, XP_003436484.1	XP_003398735.1
OG0006695	XP_321270.5	XP_012167657.1
OG0006696	XP_308777.4	XP_003402148.2
OG0006698	XP_551101.3	XP_003397729.1
OG0006699	XP_001238168.1, XP_311885.3	XP_012170123.1
OG0006700	XP_319886.4	XP_003397987.1
OG0006701	XP_001238217.1	XP_003395271.1
OG0006702	XP_309521.4	XP_003393531.1
OG0006703	XP_315842.3	XP_020719225.1, XP_003396463.1
OG0006704	XP_320139.3	XP_003402610.1
OG0006705	XP_001689030.1	XP_012173195.1, XP_012173205.1, XP_012173209.1, XP_012173202.1
OG0006706	XP_555988.2	XP_012170754.1
OG0006707	XP_306780.4, XP_319297.4	XP_003397851.1
OG0006708	XP_311171.2	XP_003397379.3
OG0006709	XP_319247.1	XP_003400385.1
OG0006710	XP_320934.4	XP_012176238.1, XP_003394355.1, XP_012176237.1
OG0006711	XP_313623.5	XP_003395836.1
OG0006713	XP_307638.3, XP_315226.3	XP_003395176.1
OG0006714	XP_313663.5	XP_012172241.1
OG0006715	XP_308222.4	XP_012167664.1
OG0006716	XP_308324.3	XP_020718586.1, XP_012163320.1, XP_020718587.1
OG0006717	XP_315695.4	XP_003395950.1
OG0006718	XP_001688861.1, XP_001688863.1, XP_316415.4	XP_012169902.1
OG0006719	XP_308677.4	XP_012167540.1
OG0006720	XP_308982.4	XP_003393489.1
OG0006721	XP_308575.4	XP_012169942.1
OG0006722	XP_316315.4	XP_003394629.1
OG0006723	XP_314091.4	XP_003393048.1
OG0006724	XP_001687969.2	XP_003401850.1
OG0006725	XP_319593.4	XP_003403075.1
OG0006726	XP_319094.3	XP_012171033.1, XP_012171035.1
OG0006727	XP_001238148.2	XP_003398969.1
OG0006728	XP_003437053.1, XP_311188.5	XP_003393830.1
OG0006729	XP_314789.4	XP_003399590.1
OG0006731	XP_317335.2	XP_012169613.1
OG0006732	XP_319743.3	XP_012171059.1
OG0006733	XP_553768.3	XP_012164702.1
OG0006734	XP_310126.4	XP_012168966.1
OG0006735	XP_316836.5	XP_012176572.1
OG0006736	XP_318816.4	XP_012164739.1
OG0006737	XP_553517.2, XP_001689144.1	XP_020724221.1
OG0006738	XP_307868.4	XP_003394187.1, XP_012175967.1
OG0006739	XP_001689012.1	XP_012175610.1
OG0006740	XP_309313.4	XP_012164466.1
OG0006741	XP_003437006.1, XP_310609.4, XP_003437007.1	XP_012172317.1
OG0006742	XP_563692.3	XP_003399399.1
OG0006744	XP_313363.4, XP_313364.5	XP_012166309.1
OG0006745	XP_312520.4	XP_012172147.1
OG0006746	XP_320491.4	XP_012174367.1
OG0006747	XP_307904.5	XP_003401381.1
OG0006748	XP_560488.2, XP_563132.3	XP_003397516.1
OG0006749	XP_317813.4	XP_012164593.1
OG0006750	XP_561078.5, XP_312885.5	XP_003402146.1
OG0006751	XP_003435755.1, XP_322019.5	XP_020721962.1
OG0006752	XP_309890.4, XP_307079.4, XP_309887.4	XP_012170592.1
OG0006753	XP_001230813.2	XP_020723127.1, XP_012174526.1, XP_012171390.1
OG0006754	XP_312563.4	XP_003401554.1
OG0006757	XP_003435718.1	XP_003394080.1
OG0006759	XP_555903.4	XP_020724315.1
OG0006798	XP_309749.4	XP_003399834.1
OG0006799	XP_310207.3	XP_003395896.1
OG0006800	XP_319038.4	XP_003394463.1
OG0006801	XP_559226.2	XP_003394930.1
OG0006802	XP_318388.2	XP_003393496.1
OG0006803	XP_316594.2	XP_003402549.2
OG0006804	XP_550819.1	XP_003403286.1
OG0006805	XP_321584.5	XP_020721776.1
OG0006806	XP_310431.5	XP_003397187.1
OG0006807	XP_319443.3	XP_003400755.1
OG0006808	XP_317632.3	XP_003402423.1
OG0006809	XP_309508.3	XP_003400494.2
OG0006810	XP_312426.2	XP_012169056.1
OG0006811	XP_318643.3	XP_012169572.1
OG0006812	XP_312889.2	XP_003399103.1
OG0006813	XP_001687809.1, XP_309831.4	XP_003400749.1
OG0006814	XP_321389.2	XP_012173383.1
OG0006815	XP_319471.3	XP_003400249.1
OG0006816	XP_317417.3	XP_020721071.1
OG0006818	XP_315392.3	XP_012166061.2
OG0006819	XP_322023.2	XP_003393711.1
OG0006820	XP_318678.2	XP_012174991.1
OG0006821	XP_308804.2	XP_003398354.1
OG0006822	XP_320796.3	XP_003400153.1
OG0006823	XP_315881.3	XP_003402291.2
OG0006824	XP_312551.1	XP_003395302.1
OG0006825	XP_318676.3	XP_020722061.1
OG0006826	XP_321467.4	XP_012170151.1
OG0006827	XP_318687.4	XP_012169385.1
OG0006828	XP_311759.5	XP_003401379.1
OG0006829	XP_314290.2	XP_003396259.1
OG0006830	XP_312922.4	XP_020723413.1
OG0006832	XP_309401.4	XP_003394038.1
OG0006833	XP_314297.3	XP_003400787.1
OG0006834	XP_001688182.1	XP_003393560.1
OG0006835	XP_320178.2	XP_003403155.1
OG0006836	XP_314877.2	XP_003394937.1
OG0006838	XP_310515.2	XP_020719964.1
OG0006839	XP_308297.3	XP_003397417.1
OG0006840	XP_001230863.2	XP_003401369.1
OG0006841	XP_312567.3	XP_003403102.1
OG0006842	XP_308019.4	XP_003402589.1
OG0006843	XP_320254.2	XP_003402905.1
OG0006844	XP_318245.2	XP_012167997.1
OG0006845	XP_308936.4	XP_020722897.1
OG0006846	XP_001237112.2	XP_003394141.1
OG0006847	XP_315096.4	XP_003396794.1
OG0006848	XP_310655.5	XP_003402787.1
OG0006849	XP_001238318.2	XP_003399929.1
OG0006850	XP_309484.3	XP_003392985.1
OG0006851	XP_321485.5	XP_020724288.1
OG0006852	XP_313763.2	XP_003400619.1
OG0006853	XP_315868.2	XP_003400567.1
OG0006854	XP_321477.2	XP_012172352.1
OG0006855	XP_317641.2	XP_020724209.1
OG0006856	XP_001688103.1	XP_012168250.1
OG0006857	XP_307966.3	XP_003399914.1
OG0006858	XP_316680.3	XP_003398570.1
OG0006859	XP_317733.3	XP_003400765.1
OG0006860	XP_311473.3	XP_003400849.1
OG0006861	XP_309959.3	XP_003400623.1
OG0006862	XP_309756.4	XP_003394334.1
OG0006863	XP_311496.3	XP_003402282.1
OG0006864	XP_308669.2	XP_003396809.1
OG0006865	XP_315787.4	XP_003398675.1
OG0006866	XP_003437090.1, XP_311283.5	XP_012172404.1
OG0006867	XP_316784.4	XP_003395021.1
OG0006868	XP_318884.4	XP_003394170.1
OG0006869	XP_001237757.1	XP_003400882.1
OG0006870	XP_309058.3	XP_020722524.1
OG0006871	XP_315939.2	XP_020721225.1
OG0006872	XP_319979.4	XP_003392863.1
OG0006874	XP_309148.5	XP_020723014.1
OG0006875	XP_556725.3	XP_003398800.1
OG0006876	XP_316317.4	XP_012166107.1
OG0006877	XP_318880.4	XP_003402878.1
OG0006878	XP_312214.4	XP_003399099.1
OG0006879	XP_554756.3	XP_003401234.1
OG0006880	XP_003436524.1	XP_003401218.1
OG0006881	XP_312794.3	XP_012174243.1
OG0006882	XP_319892.4	XP_003395636.1
OG0006884	XP_319011.4	XP_012173584.1
OG0006885	XP_317849.4	XP_003399348.1
OG0006886	XP_310380.2	XP_012173051.1
OG0006887	XP_314711.4	XP_003394069.1
OG0006888	XP_315900.2	XP_012171496.1
OG0006890	XP_319830.2	XP_012167870.1
OG0006891	XP_311467.3	XP_012163661.1
OG0006892	XP_308945.4	XP_003396271.1
OG0006893	XP_316859.4	XP_012169313.1
OG0006894	XP_316297.4	XP_003393545.1
OG0006895	XP_310117.3	XP_003403025.2
OG0006896	XP_317628.1	XP_012164469.1
OG0006897	XP_312998.4	XP_020722489.1
OG0006898	XP_317654.4	XP_003394177.1
OG0006899	XP_320753.4	XP_003397098.1
OG0006900	XP_320085.4	XP_003398351.1
OG0006901	XP_319827.2	XP_003401993.1
OG0006902	XP_319816.4	XP_003398894.1
OG0006903	XP_312105.2	XP_012169485.1
OG0006904	XP_309936.2	XP_003400053.1
OG0006905	XP_561529.3, XP_313923.3	XP_003393203.1
OG0006906	XP_315631.3	XP_012164090.1
OG0006907	XP_320232.4	XP_012166313.1
OG0006908	XP_003436976.1, XP_001237305.3	XP_003395016.1
OG0006909	XP_308695.4	XP_003400683.1
OG0006910	XP_315220.5	XP_012163620.1
OG0006911	XP_320701.2	XP_003394422.1
OG0006912	XP_319828.3	XP_012167606.1
OG0006913	XP_312391.5	XP_020723290.1
OG0006914	XP_308657.2	XP_003392992.1
OG0006915	XP_001688892.1	XP_003393482.1
OG0006916	XP_318835.4	XP_003394984.1
OG0006917	XP_311882.5	XP_012169145.1
OG0006918	XP_309056.3	XP_012163791.1
OG0006919	XP_317515.4	XP_020721640.1
OG0006920	XP_313789.5	XP_012165255.1
OG0006921	XP_311234.5	XP_003396742.1
OG0006922	XP_315043.4	XP_020722470.1
OG0006923	XP_321856.5	XP_003398197.1
OG0006924	XP_308268.3	XP_003403121.1
OG0006925	XP_313154.4	XP_003395195.1
OG0006927	XP_315413.3	XP_020721964.1
OG0006928	XP_563754.3	XP_003397246.2
OG0006929	XP_319554.4	XP_012173089.1
OG0006930	XP_310702.5	XP_003397588.3
OG0006931	XP_321039.5	XP_003399144.1
OG0006932	XP_314924.3	XP_003401053.1
OG0006933	XP_316230.4	XP_012175908.1
OG0006935	XP_314018.2	XP_003396735.1
OG0006937	XP_310253.6	XP_003401390.1
OG0006938	XP_317575.3	XP_012174171.1
OG0006939	XP_310987.5	XP_020718445.1
OG0006940	XP_319634.4	XP_012171613.1
OG0006941	XP_001688687.1	XP_003400435.1
OG0006942	XP_318626.4	XP_020723886.1
OG0006943	XP_318802.4	XP_020723925.1
OG0006944	XP_321196.5	XP_012176255.1
OG0006945	XP_316830.5	XP_012165772.1
OG0006946	XP_320720.3	XP_003397842.1
OG0006948	XP_314144.2	XP_012171825.1
OG0006949	XP_317493.4	XP_012169619.2
OG0006950	XP_313695.5	XP_003401072.1
OG0006951	XP_307858.3	XP_020721559.1
OG0006952	XP_319981.3	XP_003397253.1
OG0006953	XP_313053.5	XP_020722523.1
OG0006954	XP_308716.2	XP_003393194.1
OG0006955	XP_310400.3	XP_003398068.1
OG0006956	XP_314013.1	XP_003395033.2
OG0006957	XP_313972.3	XP_003393515.1
OG0006958	XP_314007.3, XP_001688505.1	XP_003398783.1
OG0006959	XP_315948.4	XP_020719227.1
OG0006960	XP_308558.3	XP_003396927.1
OG0006961	XP_308347.1	XP_012172800.1
OG0006962	XP_318051.4	XP_003402503.1
OG0006964	XP_308814.4	XP_012165510.1
OG0006968	XP_314572.4	XP_012172068.1
OG0006969	XP_003435802.1	XP_012173154.1
OG0006970	XP_001237853.2	XP_003400427.1
OG0006971	XP_318402.5	XP_020723752.1
OG0006972	XP_317169.2	XP_003394873.2
OG0006973	XP_310613.2	XP_003397180.1
OG0006974	XP_321248.5	XP_020722310.1
OG0006975	XP_312142.5	XP_012171612.1
OG0006976	XP_565171.3	XP_003396599.1
OG0006979	XP_319137.4	XP_012165593.1
OG0006980	XP_001238556.3	XP_003399935.1
OG0006981	XP_001689038.1	XP_003396973.1
OG0006982	XP_316120.4	XP_003398766.1
OG0006983	XP_315744.4	XP_012166012.1
OG0006984	XP_309338.4	XP_012167109.1
OG0006985	XP_308256.3	XP_003394924.1
OG0006986	XP_555462.3	XP_012166738.1
OG0006987	XP_308210.3	XP_003397461.1
OG0006988	XP_317573.3	XP_012164133.1
OG0006989	XP_551404.1	XP_003394461.1
OG0006990	XP_317545.4	XP_012174084.1
OG0006991	XP_308647.4	XP_003394243.1
OG0006992	XP_315935.4	XP_003393073.1
OG0006993	XP_319418.4	XP_012165164.1
OG0006994	XP_315384.3	XP_003395774.1
OG0006995	XP_321074.5	XP_003394498.1
OG0006996	XP_001687782.2	XP_012171677.1
OG0006998	XP_313672.5	XP_003396149.1
OG0006999	XP_312926.5	XP_012170300.1
OG0007001	XP_308299.2	XP_003401434.1
OG0007002	XP_315477.2	XP_012165620.1
OG0007003	XP_312244.5	XP_003395373.1
OG0007004	XP_313776.4	XP_003402428.1
OG0007005	XP_310993.5	XP_003394390.1
OG0007006	XP_312412.4	XP_012163857.1
OG0007007	XP_316782.3	XP_003395019.1
OG0007008	XP_001689354.1	XP_003400173.1
OG0007009	XP_317543.4	XP_003402496.2
OG0007010	XP_310539.4	XP_020718971.1
OG0007012	XP_313920.4	XP_012169526.1
OG0007013	XP_315851.4	XP_020718510.1, XP_020718511.1
OG0007014	XP_310958.5	XP_003394583.1
OG0007015	XP_321966.5	XP_020719903.1
OG0007016	XP_312887.5	XP_003395049.1
OG0007017	XP_318573.3	XP_012166038.1
OG0007018	XP_318286.5	XP_003399412.1
OG0007020	XP_313346.3	XP_012172479.1
OG0007021	XP_320870.3	XP_012176005.1
OG0007022	XP_307942.5	XP_003393180.1
OG0007023	XP_311352.5	XP_003395792.1
OG0007024	XP_309799.4	XP_012166577.1
OG0007025	XP_321935.4	XP_003399156.1
OG0007026	XP_321225.3	XP_003398167.2
OG0007027	XP_320530.4	XP_003401697.1
OG0007028	XP_309038.2	XP_012169032.1
OG0007029	XP_321283.5	XP_012169240.1
OG0007030	XP_312161.3	XP_003400446.1
OG0007031	XP_319111.4	XP_003398822.1
OG0007032	XP_315789.4	XP_012164770.1
OG0007033	XP_001237863.2	XP_020720297.1
OG0007035	XP_317779.3	XP_003403099.1
OG0007036	XP_308273.4	XP_003396297.1
OG0007037	XP_003436665.1, XP_318390.5	XP_003398595.1
OG0007038	XP_315595.3	XP_003401089.1
OG0007039	XP_315056.4	XP_012171973.1
OG0007040	XP_314733.4	XP_012167931.1
OG0007041	XP_312938.4	XP_020719447.1
OG0007042	XP_003436141.1	XP_012167508.1
OG0007043	XP_316670.4	XP_020720622.1
OG0007044	XP_314072.3	XP_003398908.1
OG0007045	XP_307889.3	XP_003399576.1
OG0007046	XP_320818.4	XP_020719592.1
OG0007047	XP_319108.4	XP_012171816.1
OG0007049	XP_308469.4	XP_012173965.1
OG0007050	XP_316513.4	XP_003392884.1
OG0007051	XP_314341.1	XP_012170576.1
OG0007052	XP_308556.3	XP_003394596.1
OG0007053	XP_313113.4	XP_012163383.1
OG0007054	XP_320188.4	XP_003399443.1
OG0007055	XP_313909.4	XP_003397040.1
OG0007056	XP_311936.4	XP_012172330.1
OG0007057	XP_001688190.1	XP_003401408.1
OG0007058	XP_320533.4	XP_012167046.1
OG0007060	XP_318050.4	XP_012168918.1
OG0007061	XP_318376.5	XP_003394523.1
OG0007062	XP_321316.4, XP_309120.4	XP_003392955.1
OG0007063	XP_320546.4	XP_003400025.1
OG0007064	XP_309901.3	XP_003393305.1
OG0007065	XP_311147.5	XP_003401509.1
OG0007066	XP_317566.4	XP_003396212.1
OG0007067	XP_320877.4	XP_012170580.1
OG0007068	XP_320057.3	XP_003401829.1
OG0007070	XP_316104.4	XP_003397887.2
OG0007071	XP_319165.3	XP_012175969.1
OG0007072	XP_315050.2	XP_003396596.1
OG0007073	XP_315362.4	XP_003400445.1
OG0007074	XP_317065.3	XP_012173451.1
OG0007075	XP_311136.2, XP_001238542.2	XP_020722595.1, XP_003396480.2
OG0007076	XP_551799.2	XP_003398203.1
OG0007077	XP_313299.1	XP_003401039.1
OG0007078	XP_319140.3	XP_003403092.1
OG0007080	XP_321598.5	XP_003400958.1
OG0007081	XP_319486.4	XP_012173926.1
OG0007082	XP_315910.3	XP_003403359.1
OG0007083	XP_310152.4	XP_012163133.1
OG0007084	XP_551659.3	XP_012167224.1
OG0007086	XP_308573.4	XP_003401914.1
OG0007087	XP_313306.5	XP_003397886.1
OG0007088	XP_321706.5	XP_003401925.1
OG0007089	XP_320470.4	XP_003392980.1
OG0007090	XP_313806.5	XP_020718566.1
OG0007091	XP_001689007.1	XP_012176386.1
OG0007092	XP_314552.2	XP_012170454.1
OG0007094	XP_320768.4	XP_012166805.1
OG0007095	XP_310668.5	XP_003396355.2
OG0007096	XP_311867.4	XP_012176182.1
OG0007097	XP_001687824.2	XP_003401362.1
OG0007098	XP_319643.4	XP_012163392.1
OG0007099	XP_319936.4	XP_003403117.2
OG0007100	XP_312182.5	XP_003397166.1
OG0007102	XP_558349.4	XP_003402053.1
OG0007103	XP_321631.5	XP_003394314.1
OG0007104	XP_315644.3	XP_012169580.1
OG0007105	XP_308014.5	XP_012164157.1
OG0007106	XP_316001.4	XP_003396117.1
OG0007107	XP_001689008.1	XP_003396059.1
OG0007108	XP_321934.5	XP_020723478.1
OG0007109	XP_317984.3	XP_003399594.1
OG0007110	XP_318486.5	XP_003395110.2
OG0007111	XP_001689319.2	XP_003394325.1
OG0007112	XP_315635.2	XP_003394626.1
OG0007113	XP_321679.3	XP_003393452.1
OG0007115	XP_309360.3	XP_020723783.1
OG0007116	XP_315554.3	XP_003394222.1
OG0007117	XP_320413.3	XP_003398033.1
OG0007118	XP_315790.3	XP_003399325.1
OG0007119	XP_320740.4	XP_003402001.1
OG0007120	XP_312908.4	XP_012172275.1
OG0007121	XP_313091.4	XP_003399956.1
OG0007122	XP_317120.3	XP_003399641.1
OG0007123	XP_308497.4	XP_003394322.1
OG0007124	XP_311865.4	XP_003398286.1
OG0007125	XP_308338.4	XP_003393701.1
OG0007126	XP_315991.4	XP_003399691.1
OG0007127	XP_319629.4	XP_003397287.3
OG0007128	XP_309181.5	XP_012176389.1
OG0007129	XP_320408.4	XP_003398507.1
OG0007130	XP_319365.4	XP_012174112.1
OG0007131	XP_314852.3	XP_012165769.1
OG0007132	XP_314729.4	XP_003400729.1
OG0007133	XP_313158.3	XP_020720793.1
OG0007134	XP_317136.4	XP_003397997.1
OG0007135	XP_309937.4	XP_003394599.1
OG0007136	XP_308188.4	XP_020718563.1
OG0007137	XP_313303.5	XP_003400694.1
