Orthogroup	Anopheles_gambiae	Osmia_bicornis
OG0006288	XP_310874.5	XP_029031902.1
OG0006289	XP_308001.3	XP_029054604.1
OG0006290	XP_320421.3	XP_029049707.1
OG0006291	XP_313400.3	XP_029043066.1
OG0006292	XP_310815.3	XP_029052396.1
OG0006293	XP_313191.5	XP_029042540.1
OG0006294	XP_321845.5	XP_029041090.1
OG0006295	XP_317209.4	XP_029054336.1
OG0006296	XP_310189.4	XP_029038870.1
OG0006297	XP_318422.5	XP_029041945.1
OG0006298	XP_314913.2	XP_029034841.1
OG0006299	XP_310994.5	XP_029039331.1
OG0006300	XP_001237548.2	XP_029049219.1
OG0006301	XP_316333.3	XP_029032582.1
OG0006302	XP_311937.4	XP_029051037.1
OG0006303	XP_565200.3	XP_029048213.1
OG0006304	XP_319677.2	XP_029042903.1
OG0006305	XP_310961.4	XP_029045210.1
OG0006306	XP_316235.2	XP_029033074.1
OG0006307	XP_321837.3	XP_029051259.1
OG0006308	XP_308012.5	XP_029045520.1
OG0006309	XP_001688498.1, XP_313985.4	XP_029035633.1
OG0006310	XP_310128.4	XP_029035262.1
OG0006311	XP_316158.3	XP_029039409.1
OG0006312	XP_314892.4	XP_029038773.1
OG0006313	XP_321726.5	XP_029037991.1
OG0006314	XP_001688808.1, XP_316223.4	XP_029032836.1
OG0006315	XP_315109.3	XP_029032848.1
OG0006316	XP_321804.3	XP_029037417.1
OG0006317	XP_308231.4	XP_029039980.1
OG0006318	XP_003436534.1	XP_029042356.1
OG0006319	XP_313987.1	XP_029055478.1
OG0006320	XP_311344.3	XP_029035793.1
OG0006322	XP_320385.4	XP_029032980.1
OG0006323	XP_314880.2	XP_029046516.1
OG0006324	XP_314526.3	XP_029036807.1
OG0006325	XP_310002.4	XP_029047104.1
OG0006326	XP_317652.4	XP_029054128.1, XP_029053345.1
OG0006327	XP_308633.4	XP_029041531.1, XP_029041811.1
OG0006328	XP_313960.3	XP_029051048.1
OG0006329	XP_308544.4	XP_029036945.1
OG0006330	XP_318637.4	XP_029050644.1
OG0006331	XP_314314.1	XP_029041795.1
OG0006332	XP_321841.2	XP_029046555.1
OG0006333	XP_315383.4	XP_029039202.1
OG0006334	XP_320366.3	XP_029052291.1
OG0006335	XP_317919.4	XP_029046669.1
OG0006337	XP_321878.4	XP_029043194.1
OG0006338	XP_313880.5	XP_029036758.1
OG0006339	XP_312769.5	XP_029041648.1
OG0006340	XP_003436130.1, XP_312489.3	XP_029048049.1
OG0006343	XP_317217.4	XP_029042222.1
OG0006344	XP_311909.5	XP_029039592.1
OG0006345	XP_003436681.1	XP_029056561.1
OG0006346	XP_313298.3	XP_029054521.1
OG0006347	XP_316057.3	XP_029044623.1
OG0006348	XP_316311.4	XP_029033134.1
OG0006350	XP_320388.3	XP_029037854.1
OG0006351	XP_311732.5	XP_029035118.1, XP_029035162.1
OG0006352	XP_552627.3	XP_029032916.1
OG0006355	XP_312849.5	XP_029044213.1
OG0006356	XP_001689118.2	XP_029041034.1
OG0006357	XP_318507.4	XP_029053654.1
OG0006358	XP_316422.3	XP_029045560.1
OG0006359	XP_320119.6	XP_029044201.1
OG0006360	XP_308801.3	XP_029046343.1
OG0006361	XP_322034.3	XP_029051377.1
OG0006362	XP_317131.4	XP_029053843.1
OG0006363	XP_001688557.1	XP_029052189.1, XP_029052207.1
OG0006364	XP_308108.5, XP_003436646.1	XP_029032279.1
OG0006365	XP_313250.3	XP_029040832.1
OG0006367	XP_311146.5	XP_029041080.1
OG0006368	XP_321043.4	XP_029043304.1, XP_029043305.1
OG0006369	XP_319023.4	XP_029033784.1
OG0006370	XP_552528.1	XP_029037657.1
OG0006371	XP_553120.3, XP_001238233.2	XP_029047601.1
OG0006372	XP_003436924.1	XP_029056378.1, XP_029056377.1
OG0006373	XP_319093.4	XP_029044517.1
OG0006374	XP_308470.4	XP_029034261.1
OG0006375	XP_320698.3	XP_029055895.1
OG0006377	XP_308953.4, XP_001688142.1	XP_029035227.1
OG0006378	XP_001237735.1	XP_029041768.1
OG0006379	XP_316922.3	XP_029040015.1
OG0006380	XP_312234.5	XP_029050358.1
OG0006381	XP_551886.3	XP_029033415.1
OG0006382	XP_001688719.1, XP_315746.3	XP_029050088.1
OG0006383	XP_317043.4	XP_029035356.1
OG0006384	XP_321629.5	XP_029048355.1
OG0006385	XP_317309.4	XP_029038805.1
OG0006386	XP_559178.3	XP_029032055.1
OG0006388	XP_320668.4	XP_029050058.1
OG0006389	XP_321134.5	XP_029039912.1
OG0006390	XP_314766.4	XP_029036209.1
OG0006391	XP_554654.3	XP_029046177.1
OG0006392	XP_310014.4	XP_029053091.1
OG0006393	XP_319021.3	XP_029052042.1
OG0006394	XP_554753.3	XP_029037906.1
OG0006395	XP_315161.5	XP_029053175.1
OG0006396	XP_003436252.1, XP_312097.5	XP_029042019.1
OG0006397	XP_557743.2	XP_029034569.1
OG0006398	XP_001237950.2	XP_029032130.1
OG0006399	XP_309117.5	XP_029033814.1
OG0006400	XP_308919.3	XP_029053463.1
OG0006401	XP_565616.4, XP_003436061.1	XP_029046995.1
OG0006403	XP_001687882.2, XP_308283.5	XP_029048513.1
OG0006404	XP_319897.4	XP_029036688.1
OG0006405	XP_315969.4	XP_029044961.1
OG0006406	XP_550715.2	XP_029034241.1
OG0006407	XP_320523.4	XP_029047119.1
OG0006408	XP_564631.3	XP_029046298.1
OG0006409	XP_313783.5	XP_029044329.1
OG0006410	XP_319327.2	XP_029042570.1, XP_029042573.1
OG0006412	XP_309515.4	XP_029050819.1
OG0006413	XP_317233.4	XP_029044187.1
OG0006414	XP_316438.5	XP_029034499.1
OG0006415	XP_312428.5	XP_029039098.1
OG0006416	XP_318822.4	XP_029033917.1
OG0006417	XP_314764.4	XP_029039775.1
OG0006418	XP_001238303.2	XP_029041923.1
OG0006419	XP_003435974.1	XP_029044593.1
OG0006420	XP_003436332.1	XP_029039504.1
OG0006421	XP_560429.2	XP_029047565.1
OG0006423	XP_554297.3	XP_029034078.1
OG0006425	XP_313739.4, XP_003436815.1	XP_029035684.1
OG0006426	XP_308568.4	XP_029049542.1
OG0006427	XP_314554.2	XP_029042385.1
OG0006428	XP_320427.3	XP_029034571.1
OG0006429	XP_001688391.2	XP_029038561.1
OG0006430	XP_309060.3	XP_029043820.1
OG0006431	XP_318145.4	XP_029040669.1
OG0006432	XP_311006.5	XP_029054945.1
OG0006433	XP_320646.3	XP_029036578.1
OG0006434	XP_314090.4	XP_029041776.1
OG0006435	XP_308773.4	XP_029041186.1
OG0006437	XP_320642.3	XP_029049980.1
OG0006438	XP_003436639.1	XP_029045779.1
OG0006439	XP_315239.4	XP_029050948.1
OG0006440	XP_317594.4	XP_029043925.1
OG0006441	XP_317729.4	XP_029050935.1
OG0006442	XP_565033.3	XP_029037291.1
OG0006443	XP_321766.3	XP_029035598.1
OG0006444	XP_309839.4	XP_029032311.1
OG0006445	XP_309315.3	XP_029050077.1
OG0006446	XP_321506.4, XP_003435888.1	XP_029040384.1
OG0006447	XP_311109.5	XP_029042357.1
OG0006448	XP_312538.5	XP_029040146.1
OG0006449	XP_001230941.2	XP_029041304.1
OG0006450	XP_317770.3	XP_029040684.1
OG0006451	XP_312257.2	XP_029041430.1
OG0006452	XP_319053.4	XP_029054374.1
OG0006453	XP_311017.4	XP_029035078.1
OG0006454	XP_309990.4	XP_029050152.1
OG0006455	XP_001688080.1, XP_308776.4	XP_029049398.1
OG0006456	XP_308713.2	XP_029043082.1
OG0006459	XP_310799.5, XP_003436969.1	XP_029043006.1
OG0006460	XP_557901.3	XP_029045878.1
OG0006463	XP_319833.3	XP_029040699.1
OG0006464	XP_307790.5, XP_003436434.1	XP_029048228.1
OG0006465	XP_003436916.1	XP_029038828.1
OG0006466	XP_312282.4	XP_029041724.1
OG0006467	XP_310949.5	XP_029053551.1
OG0006468	XP_309177.5	XP_029035593.1
OG0006469	XP_316665.3, XP_001688936.1	XP_029038770.1
OG0006470	XP_310138.4	XP_029039456.1
OG0006471	XP_317239.4	XP_029044075.1
OG0006472	XP_309523.4	XP_029054023.1
OG0006473	XP_001237982.2	XP_029032950.1
OG0006474	XP_320296.4	XP_029036630.1
OG0006475	XP_314841.2	XP_029037994.1
OG0006476	XP_315428.3	XP_029040681.1
OG0006477	XP_319787.3	XP_029052857.1
OG0006478	XP_552757.1	XP_029034980.1
OG0006480	XP_315869.2	XP_029048201.1
OG0006481	XP_001237679.2	XP_029055804.1
OG0006482	XP_308442.4	XP_029038141.1
OG0006483	XP_308970.4	XP_029054034.1
OG0006484	XP_321463.5	XP_029034331.1
OG0006485	XP_320360.4	XP_029050880.1
OG0006486	XP_318146.2	XP_029037042.1
OG0006487	XP_320441.3	XP_029038505.1
OG0006488	XP_562540.3	XP_029042492.1
OG0006490	XP_319463.4	XP_029051723.1
OG0006491	XP_311076.5	XP_029037849.1, XP_029037850.1
OG0006492	XP_309174.2	XP_029049891.1
OG0006493	XP_313416.4	XP_029049984.1
OG0006494	XP_321886.5	XP_029056529.1
OG0006495	XP_319720.4	XP_029046237.1
OG0006496	XP_321614.4	XP_029052332.1
OG0006497	XP_001689355.2	XP_029042391.1
OG0006498	XP_001237621.1	XP_029051033.1
OG0006499	XP_320545.3	XP_029042770.1
OG0006500	XP_552696.3	XP_029049880.1
OG0006501	XP_556035.3	XP_029035767.1
OG0006502	XP_560368.3	XP_029043267.1
OG0006503	XP_309245.5	XP_029049939.1
OG0006504	XP_001688640.1	XP_029035587.1
OG0006505	XP_317355.4, XP_317356.3	XP_029045132.1
OG0006506	XP_312333.3	XP_029047251.1
OG0006507	XP_003436004.1, XP_321040.4	XP_029049492.1
OG0006508	XP_316682.4	XP_029039769.1
OG0006509	XP_309677.5	XP_029039567.1
OG0006510	XP_316657.3	XP_029032590.1
OG0006511	XP_319387.4	XP_029050433.1
OG0006512	XP_311738.5	XP_029050710.1
OG0006513	XP_001230836.2	XP_029050739.1
OG0006514	XP_003435968.1, XP_321162.5	XP_029050161.1
OG0006515	XP_310728.5, XP_003436978.1	XP_029044396.1
OG0006516	XP_311420.4	XP_029046364.1
OG0006517	XP_309247.3	XP_029033190.1
OG0006518	XP_556653.3	XP_029050220.1
OG0006519	XP_307804.4	XP_029052678.1
OG0006520	XP_312209.4	XP_029049800.1
OG0006521	XP_317814.4	XP_029054492.1
OG0006522	XP_311309.5	XP_029032322.1
OG0006523	XP_319447.2	XP_029038082.1
OG0006524	XP_001689029.1	XP_029038121.1
OG0006525	XP_320986.2	XP_029043189.1
OG0006526	XP_322005.5	XP_029046235.1
OG0006527	XP_003436937.1, XP_566191.4	XP_029032826.1
OG0006528	XP_309160.5	XP_029053976.1, XP_029053919.1
OG0006530	XP_311021.5	XP_029032413.1
OG0006532	XP_315591.4	XP_029040551.1
OG0006533	XP_307497.3, XP_314269.3	XP_029042930.1
OG0006534	XP_312104.5	XP_029051742.1
OG0006535	XP_311521.3	XP_029053049.1
OG0006536	XP_308373.4, XP_001687911.1	XP_029042125.1
OG0006537	XP_558461.2, XP_313950.4	XP_029051852.1
OG0006538	XP_319661.4	XP_029040534.1
OG0006539	XP_566106.4	XP_029044385.1
OG0006540	XP_314800.4	XP_029048300.1
OG0006541	XP_313411.2	XP_029047354.1
OG0006542	XP_319721.4	XP_029050314.1
OG0006543	XP_318647.4	XP_029038887.1
OG0006544	XP_559348.4, XP_003437073.1	XP_029048853.1
OG0006545	XP_309571.4	XP_029047069.1
OG0006547	XP_563662.3	XP_029033049.1
OG0006548	XP_317101.3	XP_029033397.1
OG0006549	XP_311020.4	XP_029043932.1
OG0006551	XP_310533.5	XP_029040651.1
OG0006552	XP_319760.4	XP_029039149.1
OG0006553	XP_306959.4, XP_321030.5	XP_029037920.1
OG0006554	XP_308391.3	XP_029041006.1
OG0006555	XP_313633.4, XP_003436791.1	XP_029052650.1
OG0006556	XP_321946.4	XP_029046839.1
OG0006558	XP_315425.4	XP_029040621.1
OG0006559	XP_307835.4, XP_310102.4	XP_029033114.1
OG0006560	XP_562222.4	XP_029037088.1
OG0006561	XP_318955.3	XP_029035994.1
OG0006562	XP_001230898.1	XP_029044369.1
OG0006563	XP_001689302.1	XP_029050180.1
OG0006565	XP_312014.5	XP_029042069.1
OG0006566	XP_565482.2, XP_001688154.1	XP_029031870.1
OG0006568	XP_317070.4	XP_029032456.1
OG0006570	XP_315786.4	XP_029055710.1
OG0006571	XP_319960.4	XP_029032161.1
OG0006573	XP_315933.3	XP_029055394.1
OG0006574	XP_319836.3	XP_029043296.1
OG0006575	XP_001237748.2	XP_029049555.1
OG0006576	XP_563067.4	XP_029043230.1
OG0006577	XP_310268.7	XP_029032075.1
OG0006579	XP_554796.1	XP_029049101.1
OG0006580	XP_307243.2, XP_313190.5	XP_029034482.1
OG0006581	XP_001237728.2	XP_029039532.1
OG0006582	XP_562070.4, XP_313607.4	XP_029048289.1
OG0006583	XP_319115.4	XP_029032892.1
OG0006585	XP_001689229.1	XP_029048251.1
OG0006586	XP_316374.4	XP_029033540.1, XP_029033586.1
OG0006587	XP_316380.2	XP_029043849.1
OG0006588	XP_310896.5	XP_029038620.1
OG0006589	XP_552179.3	XP_029037694.1
OG0006590	XP_320073.4	XP_029056630.1
OG0006591	XP_312592.4	XP_029043756.1
OG0006592	XP_318951.3	XP_029034535.1
OG0006593	XP_310590.3	XP_029046503.1
OG0006594	XP_314132.4	XP_029036683.1
OG0006595	XP_315117.4	XP_029035183.1
OG0006596	XP_308198.5	XP_029033376.1
OG0006597	XP_310498.5	XP_029032724.1
OG0006598	XP_563334.4	XP_029053288.1, XP_029053233.1
OG0006599	XP_310737.5	XP_029045915.1
OG0006600	XP_317590.4	XP_029056050.1, XP_029056149.1
OG0006601	XP_312126.5	XP_029039587.1
OG0006602	XP_003435771.1, XP_321957.3	XP_029040343.1
OG0006603	XP_563445.4	XP_029033203.1
OG0006604	XP_556379.3	XP_029046943.1
OG0006605	XP_001238256.1	XP_029051547.1
OG0006606	XP_312586.5	XP_029049399.1
OG0006607	XP_308635.4	XP_029052033.1
OG0006608	XP_559663.4	XP_029048830.1
OG0006609	XP_309606.5	XP_029055730.1
OG0006610	XP_559175.3	XP_029041930.1
OG0006611	XP_319457.4	XP_029053144.1
OG0006612	XP_307137.2	XP_029051235.1
OG0006614	XP_321544.1, XP_003435880.1	XP_029056353.1
OG0006615	XP_319698.3	XP_029043004.1
OG0006616	XP_315894.2	XP_029049208.1, XP_029049209.1
OG0006617	XP_319576.4	XP_029032968.1
OG0006618	XP_314274.5	XP_029040599.1
OG0006619	XP_313360.3	XP_029037684.1
OG0006621	XP_562267.4, XP_003436830.1	XP_029050713.1
OG0006623	XP_319185.3, XP_560906.4	XP_029047828.1
OG0006624	XP_308189.4	XP_029037997.1
OG0006625	XP_317755.3	XP_029041113.1
OG0006626	XP_319225.4	XP_029037986.1
OG0006627	XP_003435808.1, XP_551520.3	XP_029047653.1
OG0006628	XP_311287.5	XP_029035849.1
OG0006629	XP_309873.2	XP_029046427.1
OG0006630	XP_319865.4	XP_029046606.1
OG0006631	XP_319921.4	XP_029044328.1
OG0006632	XP_318631.4	XP_029054375.1
OG0006633	XP_312524.5	XP_029041456.1, XP_029041460.1
OG0006634	XP_308593.4	XP_029048865.1
OG0006635	XP_310224.3, XP_001230739.1	XP_029036763.1
OG0006638	XP_319519.4	XP_029039049.1
OG0006639	XP_003436950.1, XP_310869.5	XP_029043939.1
OG0006640	XP_313026.4	XP_029042888.1
OG0006641	XP_308355.3, XP_001687903.1	XP_029044703.1
OG0006642	XP_001230358.1, XP_314285.4	XP_029055628.1
OG0006643	XP_314899.3	XP_029036735.1
OG0006644	XP_001688763.1, XP_316007.4	XP_029032994.1
OG0006645	XP_553427.3	XP_029040439.1
OG0006646	XP_551765.3	XP_029054448.1
OG0006647	XP_003436275.1	XP_029042182.1
OG0006648	XP_315893.3	XP_029049204.1
OG0006649	XP_312669.5, XP_003436085.1	XP_029051006.1
OG0006650	XP_003437040.1	XP_029034681.1
OG0006652	XP_566417.4	XP_029040728.1
OG0006653	XP_318424.4	XP_029040392.1
OG0006654	XP_313453.5	XP_029042491.1
OG0006655	XP_312572.5	XP_029045955.1
OG0006656	XP_308394.4	XP_029040011.1
OG0006657	XP_309759.4	XP_029046137.1
OG0006658	XP_314067.3	XP_029035175.1
OG0006659	XP_315983.2	XP_029035655.1
OG0006660	XP_309341.4	XP_029054730.1
OG0006661	XP_311944.4	XP_029052109.1
OG0006662	XP_318518.4	XP_029051229.1
OG0006663	XP_310293.3	XP_029037566.1
OG0006665	XP_311375.4	XP_029050640.1
OG0006666	XP_318055.4	XP_029039393.1
OG0006667	XP_555063.3	XP_029046988.1
OG0006668	XP_311149.3	XP_029043774.1, XP_029043657.1
OG0006669	XP_311601.4	XP_029033406.1
OG0006670	XP_563913.5	XP_029037912.1
OG0006671	XP_310883.5, XP_003436947.1	XP_029038053.1
OG0006672	XP_310328.7	XP_029037758.1
OG0006673	XP_312976.5	XP_029049790.1, XP_029049788.1
OG0006674	XP_312851.3	XP_029052780.1
OG0006675	XP_308798.4	XP_029055979.1
OG0006676	XP_315867.3	XP_029033811.1, XP_029033812.1
OG0006677	XP_310357.3	XP_029034486.1
OG0006678	XP_308488.4	XP_029034522.1
OG0006679	XP_001237215.2	XP_029033874.1
OG0006680	XP_320281.4	XP_029037777.1
OG0006681	XP_311957.5	XP_029052125.1
OG0006683	XP_313566.5	XP_029046405.1
OG0006684	XP_001687868.1, XP_308219.4	XP_029049177.1
OG0006685	XP_320843.4	XP_029045990.1
OG0006686	XP_312413.4	XP_029047640.1
OG0006687	XP_309994.3	XP_029049261.1
OG0006689	XP_309563.4	XP_029041454.1
OG0006690	XP_318619.4	XP_029032948.1
OG0006691	XP_312595.5, XP_312598.4	XP_029056365.1
OG0006693	XP_320012.4	XP_029042717.1
OG0006694	XP_306324.3, XP_003436484.1	XP_029042705.1
OG0006695	XP_321270.5	XP_029053282.1
OG0006696	XP_308777.4	XP_029049179.1
OG0006698	XP_551101.3	XP_029054005.1, XP_029053983.1
OG0006699	XP_001238168.1, XP_311885.3	XP_029050992.1
OG0006700	XP_319886.4	XP_029053401.1
OG0006701	XP_001238217.1	XP_029035974.1
OG0006702	XP_309521.4	XP_029055950.1
OG0006703	XP_315842.3	XP_029054114.1
OG0006704	XP_320139.3	XP_029051978.1
OG0006705	XP_001689030.1	XP_029034365.1
OG0006706	XP_555988.2	XP_029043809.1, XP_029043811.1
OG0006707	XP_306780.4, XP_319297.4	XP_029041347.1
OG0006708	XP_311171.2	XP_029042221.1
OG0006709	XP_319247.1	XP_029041874.1
OG0006710	XP_320934.4	XP_029032898.1
OG0006711	XP_313623.5	XP_029036554.1
OG0006713	XP_307638.3, XP_315226.3	XP_029034552.1
OG0006714	XP_313663.5	XP_029040841.1
OG0006715	XP_308222.4	XP_029041442.1, XP_029041436.1
OG0006716	XP_308324.3	XP_029044332.1
OG0006717	XP_315695.4	XP_029051203.1
OG0006718	XP_001688861.1, XP_001688863.1, XP_316415.4	XP_029040347.1
OG0006719	XP_308677.4	XP_029041408.1
OG0006720	XP_308982.4	XP_029033933.1
OG0006721	XP_308575.4	XP_029041679.1
OG0006722	XP_316315.4	XP_029051565.1
OG0006723	XP_314091.4	XP_029049498.1
OG0006724	XP_001687969.2	XP_029049628.1
OG0006725	XP_319593.4	XP_029034939.1, XP_029034938.1
OG0006726	XP_319094.3	XP_029044506.1
OG0006727	XP_001238148.2	XP_029035834.1, XP_029035833.1
OG0006728	XP_003437053.1, XP_311188.5	XP_029041639.1
OG0006729	XP_314789.4	XP_029041658.1
OG0006731	XP_317335.2	XP_029035485.1
OG0006732	XP_319743.3	XP_029036159.1
OG0006733	XP_553768.3	XP_029034061.1
OG0006734	XP_310126.4	XP_029038351.1
OG0006735	XP_316836.5	XP_029052672.1
OG0006736	XP_318816.4	XP_029034055.1
OG0006738	XP_307868.4	XP_029047572.1
OG0006739	XP_001689012.1	XP_029032044.1
OG0006740	XP_309313.4	XP_029042096.1
OG0006741	XP_003437006.1, XP_310609.4, XP_003437007.1	XP_029034704.1
OG0006742	XP_563692.3	XP_029048365.1
OG0006744	XP_313363.4, XP_313364.5	XP_029033081.1, XP_029033913.1, XP_029033442.1
OG0006745	XP_312520.4	XP_029052778.1
OG0006746	XP_320491.4	XP_029031943.1
OG0006747	XP_307904.5	XP_029049283.1
OG0006748	XP_560488.2, XP_563132.3	XP_029038521.1
OG0006749	XP_317813.4	XP_029033905.1
OG0006750	XP_561078.5, XP_312885.5	XP_029042342.1
OG0006751	XP_003435755.1, XP_322019.5	XP_029052354.1
OG0006752	XP_309890.4, XP_307079.4, XP_309887.4	XP_029034656.1
OG0006753	XP_001230813.2	XP_029051883.1
OG0006754	XP_312563.4	XP_029036730.1
OG0006757	XP_003435718.1	XP_029055870.1
OG0006759	XP_555903.4	XP_029032869.1
OG0006798	XP_309749.4	XP_029049447.1
OG0006799	XP_310207.3	XP_029048016.1
OG0006800	XP_319038.4	XP_029047225.1
OG0006801	XP_559226.2	XP_029048539.1
OG0006802	XP_318388.2	XP_029050946.1
OG0006803	XP_316594.2	XP_029047248.1
OG0006804	XP_550819.1	XP_029041033.1
OG0006805	XP_321584.5	XP_029036111.1
OG0006806	XP_310431.5	XP_029040973.1
OG0006807	XP_319443.3	XP_029043492.1
OG0006808	XP_317632.3	XP_029042917.1
OG0006809	XP_309508.3	XP_029041833.1
OG0006810	XP_312426.2	XP_029048392.1
OG0006811	XP_318643.3	XP_029054203.1
OG0006812	XP_312889.2	XP_029037586.1
OG0006813	XP_001687809.1, XP_309831.4	XP_029045355.1
OG0006814	XP_321389.2	XP_029043391.1
OG0006815	XP_319471.3	XP_029052826.1
OG0006816	XP_317417.3	XP_029044857.1
OG0006818	XP_315392.3	XP_029044661.1
OG0006819	XP_322023.2	XP_029034232.1
OG0006820	XP_318678.2	XP_029051557.1
OG0006821	XP_308804.2	XP_029052455.1
OG0006822	XP_320796.3	XP_029039654.1
OG0006823	XP_315881.3	XP_029040933.1, XP_029040942.1
OG0006824	XP_312551.1	XP_029036492.1
OG0006825	XP_318676.3	XP_029045445.1
OG0006826	XP_321467.4	XP_029050976.1
OG0006827	XP_318687.4	XP_029037454.1
OG0006828	XP_311759.5	XP_029049290.1
OG0006829	XP_314290.2	XP_029055673.1
OG0006830	XP_312922.4	XP_029046218.1
OG0006831	XP_308803.4	XP_029041779.1
OG0006832	XP_309401.4	XP_029048302.1
OG0006833	XP_314297.3	XP_029039158.1
OG0006834	XP_001688182.1	XP_029054774.1
OG0006835	XP_320178.2	XP_029046845.1
OG0006836	XP_314877.2	XP_029032146.1
OG0006838	XP_310515.2	XP_029053500.1
OG0006839	XP_308297.3	XP_029039181.1
OG0006840	XP_001230863.2	XP_029050011.1
OG0006841	XP_312567.3	XP_029051923.1
OG0006842	XP_308019.4	XP_029032191.1
OG0006843	XP_320254.2	XP_029040095.1
OG0006844	XP_318245.2	XP_029045686.1
OG0006845	XP_308936.4	XP_029051505.1
OG0006846	XP_001237112.2	XP_029033063.1
OG0006847	XP_315096.4	XP_029055385.1
OG0006848	XP_310655.5	XP_029053989.1
OG0006849	XP_001238318.2	XP_029040219.1
OG0006850	XP_309484.3	XP_029050872.1
OG0006851	XP_321485.5	XP_029038054.1
OG0006852	XP_313763.2	XP_029038454.1
OG0006853	XP_315868.2	XP_029039041.1
OG0006854	XP_321477.2	XP_029049993.1
OG0006855	XP_317641.2	XP_029041962.1
OG0006856	XP_001688103.1	XP_029035823.1, XP_029035824.1
OG0006857	XP_307966.3	XP_029050747.1
OG0006858	XP_316680.3	XP_029039630.1
OG0006859	XP_317733.3	XP_029037567.1
OG0006860	XP_311473.3	XP_029046855.1
OG0006861	XP_309959.3	XP_029045354.1
OG0006862	XP_309756.4	XP_029037193.1
OG0006863	XP_311496.3	XP_029040560.1
OG0006864	XP_308669.2	XP_029042312.1
OG0006865	XP_315787.4	XP_029042754.1
OG0006866	XP_003437090.1, XP_311283.5	XP_029047756.1
OG0006867	XP_316784.4	XP_029039288.1
OG0006868	XP_318884.4	XP_029033743.1
OG0006869	XP_001237757.1	XP_029039392.1
OG0006870	XP_309058.3	XP_029034665.1
OG0006871	XP_315939.2	XP_029054408.1
OG0006872	XP_319979.4	XP_029053926.1
OG0006874	XP_309148.5	XP_029047136.1
OG0006875	XP_556725.3	XP_029044051.1
OG0006876	XP_316317.4	XP_029048570.1
OG0006877	XP_318880.4	XP_029031903.1
OG0006878	XP_312214.4	XP_029046591.1
OG0006879	XP_554756.3	XP_029049989.1
OG0006881	XP_312794.3	XP_029047916.1
OG0006882	XP_319892.4	XP_029048728.1
OG0006884	XP_319011.4	XP_029055075.1
OG0006885	XP_317849.4	XP_029044855.1
OG0006886	XP_310380.2	XP_029046755.1
OG0006887	XP_314711.4	XP_029031844.1
OG0006888	XP_315900.2	XP_029037689.1
OG0006890	XP_319830.2	XP_029040047.1
OG0006891	XP_311467.3	XP_029046704.1
OG0006892	XP_308945.4	XP_029055482.1
OG0006893	XP_316859.4	XP_029046586.1
OG0006894	XP_316297.4	XP_029055871.1
OG0006895	XP_310117.3	XP_029049633.1
OG0006896	XP_317628.1	XP_029042140.1
OG0006897	XP_312998.4	XP_029044441.1
OG0006898	XP_317654.4	XP_029032883.1
OG0006899	XP_320753.4	XP_029053470.1
OG0006900	XP_320085.4	XP_029052468.1
OG0006901	XP_319827.2	XP_029042193.1
OG0006902	XP_319816.4	XP_029042634.1
OG0006903	XP_312105.2	XP_029047599.1
OG0006904	XP_309936.2	XP_029035718.1
OG0006905	XP_561529.3, XP_313923.3	XP_029033982.1
OG0006906	XP_315631.3	XP_029048701.1
OG0006907	XP_320232.4	XP_029046339.1
OG0006908	XP_003436976.1, XP_001237305.3	XP_029039299.1
OG0006909	XP_308695.4	XP_029039069.1
OG0006910	XP_315220.5	XP_029046694.1
OG0006911	XP_320701.2	XP_029038476.1
OG0006912	XP_319828.3	XP_029044756.1
OG0006913	XP_312391.5	XP_029041159.1
OG0006914	XP_308657.2	XP_029051713.1
OG0006915	XP_001688892.1	XP_029048802.1
OG0006916	XP_318835.4	XP_029033039.1
OG0006917	XP_311882.5	XP_029035390.1
OG0006918	XP_309056.3	XP_029041323.1
OG0006919	XP_317515.4	XP_029051026.1
OG0006920	XP_313789.5	XP_029040404.1
OG0006921	XP_311234.5	XP_029040803.1
OG0006922	XP_315043.4	XP_029047740.1
OG0006923	XP_321856.5	XP_029034459.1
OG0006924	XP_308268.3	XP_029046754.1
OG0006925	XP_313154.4	XP_029046500.1
OG0006927	XP_315413.3	XP_029042585.1
OG0006928	XP_563754.3	XP_029040965.1
OG0006929	XP_319554.4	XP_029049602.1
OG0006930	XP_310702.5	XP_029047945.1
OG0006931	XP_321039.5	XP_029048431.1
OG0006932	XP_314924.3	XP_029036877.1
OG0006933	XP_316230.4	XP_029033015.1
OG0006935	XP_314018.2	XP_029040748.1
OG0006937	XP_310253.6	XP_029045988.1
OG0006938	XP_317575.3	XP_029048003.1
OG0006939	XP_310987.5	XP_029034534.1
OG0006940	XP_319634.4	XP_029045385.1
OG0006941	XP_001688687.1	XP_029052148.1
OG0006943	XP_318802.4	XP_029052418.1
OG0006944	XP_321196.5	XP_029037119.1
OG0006945	XP_316830.5	XP_029032178.1
OG0006946	XP_320720.3	XP_029041463.1
OG0006948	XP_314144.2	XP_029043349.1
OG0006949	XP_317493.4	XP_029035476.1
OG0006950	XP_313695.5	XP_029036701.1
OG0006951	XP_307858.3	XP_029040238.1
OG0006952	XP_319981.3	XP_029041096.1
OG0006953	XP_313053.5	XP_029052582.1
OG0006954	XP_308716.2	XP_029033962.1
OG0006955	XP_310400.3	XP_029039851.1
OG0006956	XP_314013.1	XP_029032383.1
