Orthogroup	Anopheles_gambiae	Nasonia_vitripennis
OG0006568	XP_317070.4	XP_031786759.1, XP_001603642.2
OG0006570	XP_315786.4	XP_031784414.1
OG0006571	XP_319960.4	XP_031781904.1
OG0006573	XP_315933.3	XP_008212269.1
OG0006574	XP_319836.3	XP_016838645.1
OG0006575	XP_001237748.2	XP_008209391.1
OG0006576	XP_563067.4	XP_001605754.1
OG0006577	XP_310268.7	XP_031782233.1
OG0006579	XP_554796.1	NP_001154943.1
OG0006580	XP_307243.2, XP_313190.5	XP_008211503.1
OG0006582	XP_562070.4, XP_313607.4	XP_001601128.1
OG0006583	XP_319115.4	XP_031778579.1
OG0006585	XP_001689229.1	XP_031780552.1
OG0006586	XP_316374.4	XP_001607315.1
OG0006587	XP_316380.2	XP_016840426.1
OG0006588	XP_310896.5	XP_031779118.1, XP_031779119.1
OG0006589	XP_552179.3	XP_016836725.1
OG0006590	XP_320073.4	XP_008207972.1
OG0006591	XP_312592.4	XP_001605564.1
OG0006592	XP_318951.3	XP_001605763.1
OG0006593	XP_310590.3	XP_008217053.1
OG0006594	XP_314132.4	XP_031779091.1
OG0006595	XP_315117.4	XP_031782167.1
OG0006596	XP_308198.5	XP_008212236.1
OG0006597	XP_310498.5	XP_016842106.1
OG0006598	XP_563334.4	XP_001600324.2
OG0006599	XP_310737.5	XP_008202865.1, XP_008202866.1
OG0006600	XP_317590.4	XP_003424137.1
OG0006601	XP_312126.5	XP_001601635.2
OG0006602	XP_003435771.1, XP_321957.3	XP_016842157.1
OG0006603	XP_563445.4	XP_016842278.1
OG0006604	XP_556379.3	XP_008202478.3
OG0006605	XP_001238256.1	XP_001601148.1
OG0006606	XP_312586.5	XP_008210004.1
OG0006607	XP_308635.4	XP_008206669.1, XP_008206668.1
OG0006608	XP_559663.4	XP_008206681.1
OG0006609	XP_309606.5	NP_001164363.1
OG0006610	XP_559175.3	XP_032452451.1
OG0006611	XP_319457.4	XP_031779806.1
OG0006612	XP_307137.2	XP_031780348.1
OG0006614	XP_321544.1, XP_003435880.1	XP_031777862.1
OG0006615	XP_319698.3	XP_001603297.2
OG0006616	XP_315894.2	XP_016841752.1
OG0006617	XP_319576.4	XP_008212483.1
OG0006618	XP_314274.5	XP_008216596.1
OG0006619	XP_313360.3	XP_001599180.2
OG0006621	XP_562267.4, XP_003436830.1	XP_032451856.1
OG0006623	XP_319185.3, XP_560906.4	XP_031785369.1
OG0006624	XP_308189.4	XP_031789414.1
OG0006625	XP_317755.3	XP_016842343.1
OG0006627	XP_003435808.1, XP_551520.3	XP_032451954.1
OG0006628	XP_311287.5	XP_032456072.1
OG0006629	XP_309873.2	XP_031785603.1
OG0006630	XP_319865.4	XP_016837746.1
OG0006632	XP_318631.4	XP_016840720.2, XP_008211693.3
OG0006633	XP_312524.5	XP_008203225.2
OG0006634	XP_308593.4	XP_008203343.2
OG0006635	XP_310224.3, XP_001230739.1	XP_031780926.1
OG0006637	XP_001688647.1	XP_008215699.1
OG0006638	XP_319519.4	XP_001607530.2
OG0006639	XP_003436950.1, XP_310869.5	XP_032457211.1
OG0006640	XP_313026.4	XP_008216304.1
OG0006641	XP_308355.3, XP_001687903.1	XP_031778003.1
OG0006642	XP_001230358.1, XP_314285.4	XP_008217293.1
OG0006643	XP_314899.3	XP_001602798.1
OG0006644	XP_001688763.1, XP_316007.4	XP_031778845.1
OG0006645	XP_553427.3	XP_008211193.1
OG0006646	XP_551765.3	XP_016845860.1
OG0006647	XP_003436275.1	NP_001135855.1
OG0006648	XP_315893.3	NP_001164364.1
OG0006649	XP_312669.5, XP_003436085.1	XP_031778238.1
OG0006652	XP_566417.4	XP_016839361.1
OG0006653	XP_318424.4	XP_031782242.1
OG0006654	XP_313453.5	XP_031784933.1
OG0006655	XP_312572.5	XP_001602957.2
OG0006656	XP_308394.4	XP_031786214.1
OG0006658	XP_314067.3	XP_016839498.1
OG0006659	XP_315983.2	XP_001602258.1
OG0006660	XP_309341.4	XP_031778930.1, XP_031778929.1, XP_031778928.1
OG0006661	XP_311944.4	XP_016840656.1
OG0006662	XP_318518.4	XP_031783459.1
OG0006663	XP_310293.3	XP_008208105.1
OG0006665	XP_311375.4	XP_032456823.1
OG0006666	XP_318055.4	XP_031778039.1
OG0006667	XP_555063.3	XP_016839339.1
OG0006668	XP_311149.3	XP_031781638.1, XP_008207826.1
OG0006669	XP_311601.4	XP_016840124.1
OG0006670	XP_563913.5	XP_016845692.1
OG0006671	XP_310883.5, XP_003436947.1	XP_008215512.1
OG0006672	XP_310328.7	XP_031787646.1, XP_031787782.1
OG0006674	XP_312851.3	XP_031787734.1
OG0006675	XP_308798.4	XP_008203088.1
OG0006677	XP_310357.3	XP_003427551.1
OG0006678	XP_308488.4	XP_031783087.1
OG0006679	XP_001237215.2	XP_001600285.1
OG0006680	XP_320281.4	XP_001604606.2
OG0006681	XP_311957.5	XP_016845338.1
OG0006683	XP_313566.5	XP_001607546.2
OG0006684	XP_001687868.1, XP_308219.4	XP_003425293.1
OG0006685	XP_320843.4	XP_003426681.1
OG0006686	XP_312413.4	XP_003428159.1
OG0006689	XP_309563.4	XP_031776765.1, XP_001605151.1
OG0006690	XP_318619.4	XP_001604156.1
OG0006691	XP_312595.5, XP_312598.4	XP_031777947.2
OG0006693	XP_320012.4	XP_008211427.1
OG0006694	XP_306324.3, XP_003436484.1	XP_031789411.1
OG0006695	XP_321270.5	XP_008215971.1, XP_031787122.1
OG0006696	XP_308777.4	XP_016840696.1
OG0006698	XP_551101.3	XP_031787796.1
OG0006699	XP_001238168.1	XP_031788702.1
OG0006700	XP_319886.4	XP_001605887.1
OG0006701	XP_001238217.1	XP_001602843.2
OG0006702	XP_309521.4	XP_016845710.1
OG0006703	XP_315842.3	XP_031781259.1
OG0006704	XP_320139.3	XP_001607617.1, XP_008203031.1
OG0006705	XP_001689030.1	XP_001599958.1
OG0006706	XP_555988.2	XP_001601424.3
OG0006707	XP_306780.4, XP_319297.4	XP_001601601.2
OG0006708	XP_311171.2	XP_001606635.1
OG0006709	XP_319247.1	XP_031782108.1
OG0006710	XP_320934.4	XP_008212484.1
OG0006711	XP_313623.5	XP_003425948.1
OG0006713	XP_307638.3, XP_315226.3	XP_001600589.1
OG0006714	XP_313663.5	NP_001135968.1
OG0006715	XP_308222.4	XP_001600868.3
OG0006717	XP_315695.4	XP_008214058.1
OG0006719	XP_308677.4	XP_031787053.1
OG0006720	XP_308982.4	XP_031786819.1
OG0006721	XP_308575.4	XP_031787583.1
OG0006722	XP_316315.4	XP_001600821.1
OG0006723	XP_314091.4	XP_001606499.2
OG0006725	XP_319593.4	XP_001606025.1, XP_008211017.1
OG0006726	XP_319094.3	XP_016840584.1
OG0006727	XP_001238148.2	XP_003425856.1
OG0006728	XP_003437053.1, XP_311188.5	XP_032454110.1, XP_003425685.1
OG0006729	XP_314789.4	XP_001602699.2
OG0006730	XP_001237598.1	XP_031784693.1
OG0006731	XP_317335.2	XP_001606607.1
OG0006732	XP_319743.3	XP_001604833.2
OG0006733	XP_553768.3	XP_008207659.1
OG0006734	XP_310126.4	XP_001599401.2
OG0006735	XP_316836.5	XP_001602910.2
OG0006736	XP_318816.4	XP_001603351.2
OG0006737	XP_553517.2, XP_001689144.1	XP_031778964.1
OG0006739	XP_001689012.1	XP_001601258.1
OG0006740	XP_309313.4	XP_001601237.1
OG0006741	XP_003437006.1, XP_310609.4, XP_003437007.1	XP_016841038.1
OG0006742	XP_563692.3	XP_001599395.1
OG0006745	XP_312520.4	XP_001600163.2
OG0006746	XP_320491.4	XP_031782435.1
OG0006747	XP_307904.5	XP_003426589.2
OG0006748	XP_560488.2, XP_563132.3	XP_031776745.1
OG0006749	XP_317813.4	XP_001602704.1
OG0006750	XP_561078.5, XP_312885.5	XP_001605126.1
OG0006751	XP_003435755.1, XP_322019.5	XP_016841143.1, XP_016841144.1
OG0006752	XP_309890.4, XP_307079.4, XP_309887.4	XP_031789399.1
OG0006753	XP_001230813.2	XP_008211880.1
OG0006754	XP_312563.4	XP_001604899.4
OG0006757	XP_003435718.1	XP_001607695.1
OG0006759	XP_555903.4	XP_032452778.1
OG0006798	XP_309749.4	XP_001606310.1
OG0006799	XP_310207.3	NP_001165821.1
OG0006800	XP_319038.4	XP_016837946.2
OG0006801	XP_559226.2	XP_031780778.1
OG0006802	XP_318388.2	XP_001607849.1
OG0006803	XP_316594.2	XP_001599652.1
OG0006804	XP_550819.1	XP_001608256.1
OG0006805	XP_321584.5	XP_008204547.1
OG0006806	XP_310431.5	XP_016839578.1
OG0006807	XP_319443.3	XP_001605069.1
OG0006808	XP_317632.3	XP_001604366.1
OG0006809	XP_309508.3	XP_001608066.1
OG0006810	XP_312426.2	XP_001607882.1
OG0006811	XP_318643.3	XP_001605207.2
OG0006812	XP_312889.2	XP_031784083.1
OG0006813	XP_001687809.1, XP_309831.4	XP_031787509.1
OG0006814	XP_321389.2	XP_001600601.2
OG0006815	XP_319471.3	XP_008211499.1
OG0006816	XP_317417.3	XP_008211542.1
OG0006818	XP_315392.3	XP_016836528.1
OG0006819	XP_322023.2	XP_031784521.1
OG0006820	XP_318678.2	XP_001604778.2
OG0006821	XP_308804.2	XP_001608158.1
OG0006822	XP_320796.3	NP_001177976.1
OG0006824	XP_312551.1	XP_003424562.1
OG0006825	XP_318676.3	XP_031781879.1
OG0006826	XP_321467.4	XP_016844584.1
OG0006827	XP_318687.4	XP_001605429.2
OG0006828	XP_311759.5	XP_001602417.1
OG0006829	XP_314290.2	XP_031782097.1
OG0006830	XP_312922.4	XP_003425944.1
OG0006831	XP_308803.4	XP_016840117.1
OG0006832	XP_309401.4	XP_001605723.1
OG0006833	XP_314297.3	XP_003424601.1
OG0006834	XP_001688182.1	XP_001606729.2
OG0006835	XP_320178.2	XP_001605596.1
OG0006836	XP_314877.2	XP_001607497.1
OG0006838	XP_310515.2	XP_001603267.2
OG0006839	XP_308297.3	XP_001607971.1
OG0006840	XP_001230863.2	XP_001602385.1, XP_001602450.1
OG0006841	XP_312567.3	XP_001600094.1
OG0006842	XP_308019.4	NP_001154931.1
OG0006843	XP_320254.2	XP_001600090.1
OG0006844	XP_318245.2	XP_008205458.1
OG0006845	XP_308936.4	XP_001603596.1
OG0006846	XP_001237112.2	XP_008208702.1
OG0006847	XP_315096.4	XP_001605493.1
OG0006848	XP_310655.5	NP_001123258.1
OG0006849	XP_001238318.2	XP_001607576.1
OG0006850	XP_309484.3	XP_001599491.1
OG0006851	XP_321485.5	XP_001605724.1
OG0006852	XP_313763.2	XP_001600750.1
OG0006853	XP_315868.2	XP_003427462.1
OG0006854	XP_321477.2	XP_008207464.1
OG0006855	XP_317641.2	XP_016842557.1
OG0006856	XP_001688103.1	NP_001123221.2
OG0006857	XP_307966.3	XP_001602355.1
OG0006858	XP_316680.3	XP_001601343.1
OG0006859	XP_317733.3	NP_001165795.1
OG0006860	XP_311473.3	XP_003424573.1
OG0006861	XP_309959.3	XP_001600982.1
OG0006862	XP_309756.4	XP_016838358.1
OG0006863	XP_311496.3	XP_003424046.3
OG0006864	XP_308669.2	XP_003427298.1
OG0006865	XP_315787.4	NP_001161184.1
OG0006866	XP_003437090.1, XP_311283.5	XP_016842433.2
OG0006867	XP_316784.4	XP_031783477.1
OG0006868	XP_318884.4	NP_001136346.1, XP_031787487.1
OG0006869	XP_001237757.1	XP_031788181.1
OG0006870	XP_309058.3	XP_001608069.1
OG0006871	XP_315939.2	XP_001608087.2
OG0006872	XP_319979.4	XP_001606559.1
OG0006874	XP_309148.5	XP_031783554.1
OG0006875	XP_556725.3	XP_031783767.1
OG0006876	XP_316317.4	XP_032456509.1
OG0006877	XP_318880.4	XP_031787669.1
OG0006878	XP_312214.4	XP_001606368.1
OG0006879	XP_554756.3	XP_001608093.2
OG0006880	XP_003436524.1	XP_001604676.1
OG0006881	XP_312794.3	NP_001136160.1
OG0006882	XP_319892.4	XP_001601337.1
OG0006884	XP_319011.4	XP_008210384.1
OG0006885	XP_317849.4	XP_001604769.2
OG0006886	XP_310380.2	XP_008206141.1
OG0006887	XP_314711.4	NP_001135909.1
OG0006888	XP_315900.2	XP_001604960.1
OG0006890	XP_319830.2	XP_008212499.1
OG0006891	XP_311467.3	XP_016838911.1
OG0006892	XP_308945.4	XP_031787270.1
OG0006893	XP_316859.4	XP_008210112.1
OG0006894	XP_316297.4	XP_001606034.1
OG0006895	XP_310117.3	XP_001607996.1
OG0006896	XP_317628.1	XP_001607231.2
OG0006897	XP_312998.4	XP_016845876.1
OG0006898	XP_317654.4	XP_031778725.1
OG0006899	XP_320753.4	XP_008212999.1
OG0006900	XP_320085.4	XP_001599050.1
OG0006901	XP_319827.2	XP_001603586.2
OG0006902	XP_319816.4	XP_001605210.1
OG0006903	XP_312105.2	XP_031780376.1
OG0006905	XP_561529.3, XP_313923.3	XP_001608163.1
OG0006906	XP_315631.3	NP_001165824.1
OG0006907	XP_320232.4	XP_031783787.1
OG0006908	XP_003436976.1, XP_001237305.3	XP_008216689.1
OG0006909	XP_308695.4	XP_001600449.3
OG0006910	XP_315220.5	XP_032454934.1
OG0006911	XP_320701.2	XP_001608173.1
OG0006913	XP_312391.5	XP_008203373.2
OG0006914	XP_308657.2	NP_001123085.1
OG0006915	XP_001688892.1	XP_001603229.2
OG0006916	XP_318835.4	XP_001600698.1
OG0006917	XP_311882.5	XP_001599955.2
OG0006918	XP_309056.3	XP_001600714.1
OG0006919	XP_317515.4	XP_008212900.1
OG0006920	XP_313789.5	XP_001603157.2
OG0006921	XP_311234.5	XP_001608157.1
OG0006922	XP_315043.4	XP_001607157.2
OG0006923	XP_321856.5	XP_031784917.1
OG0006924	XP_308268.3	XP_001607722.1
OG0006925	XP_313154.4	XP_001602512.1
OG0006927	XP_315413.3	XP_031787403.1
OG0006928	XP_563754.3	XP_031788402.1
OG0006929	XP_319554.4	XP_031782887.1
OG0006930	XP_310702.5	XP_001605224.2
OG0006931	XP_321039.5	XP_001606004.2
OG0006932	XP_314924.3	XP_031782412.1
OG0006933	XP_316230.4	XP_031779543.1
OG0006935	XP_314018.2	NP_001161449.1
OG0006937	XP_310253.6	XP_003426680.1
OG0006938	XP_317575.3	XP_001599344.2
OG0006939	XP_310987.5	XP_031783469.1
OG0006940	XP_319634.4	XP_016836585.1
OG0006941	XP_001688687.1	XP_016837146.1
OG0006942	XP_318626.4	XP_032455541.1
OG0006943	XP_318802.4	XP_003426785.1
OG0006944	XP_321196.5	XP_031779301.1
OG0006945	XP_316830.5	XP_032454428.1
OG0006946	XP_320720.3	XP_008215247.1
OG0006948	XP_314144.2	XP_003426410.1
OG0006949	XP_317493.4	XP_016844782.1
OG0006950	XP_313695.5	XP_001602833.2
OG0006951	XP_307858.3	XP_001600435.1
OG0006952	XP_319981.3	XP_001602203.1
OG0006953	XP_313053.5	XP_008217975.1
OG0006954	XP_308716.2	XP_001606273.2
OG0006955	XP_310400.3	NP_001123223.2
OG0006956	XP_314013.1	XP_001607153.2
OG0006957	XP_313972.3	XP_016838657.1
OG0006958	XP_314007.3, XP_001688505.1	XP_001604933.2
OG0006959	XP_315948.4	XP_031777206.1
OG0006960	XP_308558.3	XP_031776691.1
OG0006961	XP_308347.1	XP_031788152.1
OG0006962	XP_318051.4	XP_008205005.1
OG0006963	XP_319588.4	XP_003427493.1
OG0006964	XP_308814.4	XP_001605180.1
OG0006967	XP_309061.4	XP_001603185.1
OG0006968	XP_314572.4	XP_001607897.2
OG0006969	XP_003435802.1	XP_001606562.1
OG0006970	XP_001237853.2	XP_031782047.1
OG0006971	XP_318402.5	XP_031776718.1
OG0006972	XP_317169.2	XP_031781596.1
OG0006973	XP_310613.2	XP_003424231.1
OG0006974	XP_321248.5	XP_031777565.1
OG0006975	XP_312142.5	XP_031778098.1
OG0006976	XP_565171.3	XP_031786769.1
OG0006979	XP_319137.4	XP_016840082.1
OG0006980	XP_001238556.3	XP_001600102.2
OG0006981	XP_001689038.1	XP_001608135.2
OG0006982	XP_316120.4	XP_001604900.3
OG0006983	XP_315744.4	XP_031777371.1
OG0006984	XP_309338.4	XP_001603216.1
OG0006985	XP_308256.3	XP_016837916.1
OG0006986	XP_555462.3	XP_016841796.1
OG0006987	XP_308210.3	XP_001605270.1
OG0006988	XP_317573.3	XP_001599314.1
OG0006989	XP_551404.1	XP_016838839.1, XP_031783679.1
OG0006990	XP_317545.4	XP_016838370.2
OG0006991	XP_308647.4	XP_001600892.2
OG0006992	XP_315935.4	XP_001601245.1, XP_003424704.1
OG0006993	XP_319418.4	XP_008215834.1
OG0006994	XP_315384.3	XP_001600202.1
OG0006995	XP_321074.5	XP_008206359.1
OG0006996	XP_001687782.2	XP_008207316.2
OG0006999	XP_312926.5	XP_001603225.1
OG0007001	XP_308299.2	XP_001600968.1
OG0007002	XP_315477.2	XP_008208962.1
OG0007003	XP_312244.5	XP_001603770.2
OG0007004	XP_313776.4	XP_031782984.1
OG0007005	XP_310993.5	XP_001599799.1
OG0007006	XP_312412.4	NP_001153415.1
OG0007007	XP_316782.3	XP_031783448.1
OG0007008	XP_001689354.1	XP_001599746.2
OG0007009	XP_317543.4	XP_031777477.1
OG0007010	XP_310539.4	XP_031778555.1
OG0007012	XP_313920.4	XP_001605994.1
OG0007013	XP_315851.4	XP_031783481.1
OG0007014	XP_310958.5	XP_001602756.1
OG0007016	XP_312887.5	XP_001600292.1
OG0007017	XP_318573.3	XP_008203915.1
OG0007018	XP_318286.5	XP_001603228.1
OG0007020	XP_313346.3	XP_003425538.1
OG0007022	XP_307942.5	XP_001606511.2
OG0007023	XP_311352.5	XP_001606759.2
OG0007024	XP_309799.4	XP_008210462.3
OG0007025	XP_321935.4	XP_001604161.1
OG0007026	XP_321225.3	XP_008207113.1
OG0007027	XP_320530.4	XP_001605621.1
OG0007028	XP_309038.2	XP_016841854.1
OG0007029	XP_321283.5	XP_031785943.1
OG0007030	XP_312161.3	XP_031781190.1
OG0007031	XP_319111.4	XP_031778496.1
OG0007032	XP_315789.4	XP_032454232.1, XP_016839008.1
OG0007033	XP_001237863.2	XP_032455608.1
OG0007034	XP_313094.4	XP_008207029.1
OG0007036	XP_308273.4	XP_001600018.2
OG0007038	XP_315595.3	XP_001606569.2
OG0007039	XP_315056.4	XP_001607537.2
OG0007040	XP_314733.4	XP_003426259.1
OG0007041	XP_312938.4	XP_003424731.1
OG0007042	XP_003436141.1	XP_008207629.1
OG0007043	XP_316670.4	XP_008217824.1
OG0007044	XP_314072.3	XP_001605030.2
OG0007045	XP_307889.3	XP_001600095.2
OG0007046	XP_320818.4	XP_031780075.1
OG0007047	XP_319108.4	XP_001604189.2
OG0007049	XP_308469.4	XP_031782284.1
OG0007050	XP_316513.4	XP_001600992.1
OG0007051	XP_314341.1	XP_008212208.1
OG0007052	XP_308556.3	XP_001602606.2
OG0007053	XP_313113.4	XP_031780748.1
OG0007054	XP_320188.4	XP_031785554.1
OG0007055	XP_313909.4	XP_001608292.1
OG0007056	XP_311936.4	XP_001606680.2
OG0007057	XP_001688190.1	XP_008207044.2
OG0007058	XP_320533.4	XP_008203002.1
OG0007060	XP_318050.4	XP_031781057.1
OG0007062	XP_321316.4, XP_309120.4	NP_001161452.1
OG0007063	XP_320546.4	XP_001602021.1
OG0007064	XP_309901.3	XP_016839563.1
OG0007065	XP_311147.5	XP_001606014.2
OG0007066	XP_317566.4	XP_031780408.1
OG0007067	XP_320877.4	XP_001602610.2
OG0007068	XP_320057.3	XP_008210007.1
OG0007070	XP_316104.4	XP_001603097.1
OG0007071	XP_319165.3	XP_008208112.2
OG0007072	XP_315050.2	XP_031780674.1
OG0007073	XP_315362.4	XP_001604597.2
OG0007074	XP_317065.3	XP_016840780.1
OG0007076	XP_551799.2	XP_001603014.1
OG0007077	XP_313299.1	XP_008213730.1
OG0007080	XP_321598.5	XP_031779124.1
OG0007081	XP_319486.4	XP_003424075.2
OG0007082	XP_315910.3	XP_031781054.1
OG0007083	XP_310152.4	XP_001606574.2
OG0007084	XP_551659.3	XP_031779535.1
OG0007086	XP_308573.4	XP_008205558.1
OG0007087	XP_313306.5	XP_001607767.2
OG0007088	XP_321706.5	XP_001599282.1
OG0007089	XP_320470.4	XP_031782392.1
OG0007090	XP_313806.5	XP_001603731.2
OG0007091	XP_001689007.1	XP_008209507.1
OG0007092	XP_314552.2	XP_008208439.1
OG0007094	XP_320768.4	XP_001600112.1
OG0007096	XP_311867.4	XP_008212462.1
OG0007097	XP_001687824.2	XP_001601394.2
OG0007098	XP_319643.4	XP_031788344.1
OG0007099	XP_319936.4	XP_031780863.1
OG0007100	XP_312182.5	XP_031783832.1
OG0007102	XP_558349.4	XP_001603780.2
OG0007103	XP_321631.5	XP_001605001.1
OG0007104	XP_315644.3	XP_001605497.2
OG0007105	XP_308014.5	XP_008204094.1
OG0007107	XP_001689008.1	XP_003424389.1
OG0007108	XP_321934.5	XP_001603959.1
OG0007109	XP_317984.3	XP_031783797.1
OG0007110	XP_318486.5	XP_001603164.2
OG0007111	XP_001689319.2	XP_003424070.1
OG0007112	XP_315635.2	XP_016841707.1
OG0007115	XP_309360.3	XP_008217592.1
OG0007116	XP_315554.3	XP_001602076.1
OG0007117	XP_320413.3	XP_031787330.1
OG0007118	XP_315790.3	XP_001605379.1
OG0007119	XP_320740.4	XP_031783773.1
OG0007120	XP_312908.4	XP_031777362.1
OG0007121	XP_313091.4	XP_001600933.1
OG0007122	XP_317120.3	XP_031789505.1
OG0007123	XP_308497.4	XP_001605320.2
OG0007124	XP_311865.4	XP_031778162.1
OG0007125	XP_308338.4	XP_001602926.2
OG0007126	XP_315991.4	XP_031776985.1
OG0007127	XP_319629.4	XP_001605032.1
OG0007128	XP_309181.5	XP_016844870.1
OG0007129	XP_320408.4	XP_031779197.1
OG0007130	XP_319365.4	XP_001603429.1
OG0007131	XP_314852.3	XP_031782660.1
OG0007132	XP_314729.4	NP_001127796.1
OG0007133	XP_313158.3	XP_008205075.2
OG0007134	XP_317136.4	XP_016837829.1
OG0007135	XP_309937.4	XP_008202116.1
OG0007136	XP_308188.4	XP_001604419.1
OG0007137	XP_313303.5	XP_008212420.1
OG0007138	XP_308400.4	XP_001606442.1
OG0007139	XP_319040.3	XP_008202009.1
OG0007140	XP_315659.1	XP_001604212.1
OG0007141	XP_315089.3	XP_001607733.1
OG0007142	XP_315374.4	XP_001605662.1
OG0007143	XP_311995.4	XP_031788678.1
OG0007144	XP_310410.3	NP_001180193.1
OG0007145	XP_320056.4	XP_001602017.1
OG0007146	XP_322018.5	XP_001602930.1
OG0007147	XP_308802.3	XP_016840120.1
OG0007148	XP_312549.3	XP_031787519.1
OG0007149	XP_310217.4	XP_008213085.1
OG0007150	XP_320697.4	XP_001607904.1
OG0007151	XP_317372.3	NP_001135438.1
OG0007152	XP_319449.3	XP_001603909.2
OG0007153	XP_316190.3	XP_001601481.1
OG0007154	XP_319107.3	XP_001602625.1
OG0007155	XP_312850.5	XP_003423815.1
OG0007156	XP_316798.3	XP_032454558.1
OG0007158	XP_308381.4	XP_016845595.1
OG0007159	XP_320074.4	XP_001599568.2
OG0007160	XP_316606.2	XP_031787973.1
OG0007161	XP_313007.1	NP_001161268.1
OG0007162	XP_309755.4	XP_001599076.1
OG0007163	XP_310753.4	XP_001607989.1
OG0007164	XP_311841.2	XP_003425640.1
OG0007165	XP_319025.4	XP_008215083.1
OG0007166	XP_316058.4	XP_016837889.1
OG0007168	XP_316313.2	XP_008209390.1
OG0007169	XP_308272.4	XP_001606702.2
OG0007170	XP_001688927.1	XP_001605048.2
OG0007171	XP_003435826.1	XP_001600441.2
OG0007172	XP_321259.4	XP_001604504.2
OG0007173	XP_317795.4	XP_001599008.1
OG0007174	XP_307854.2	XP_001602460.2
OG0007175	XP_315206.3	XP_008205450.1
OG0007176	XP_317319.4	XP_008211130.1
OG0007177	XP_317163.4	XP_031785363.1
OG0007178	XP_317329.4	XP_031785377.1
OG0007179	XP_317471.3	XP_031779409.1
OG0007180	XP_316196.4	XP_031787984.1
OG0007182	XP_316221.4	XP_001600575.1
OG0007184	XP_322055.4	XP_031789577.1
OG0007185	XP_313038.5	XP_031784574.1
OG0007186	XP_320205.2	XP_008212497.1
OG0007187	XP_317518.4	XP_031778817.1
OG0007188	XP_310535.5	XP_008211515.1
OG0007190	XP_313900.4	XP_001605633.1
OG0007193	XP_309147.5	XP_031787003.1
OG0007195	XP_563984.2	XP_031779555.1
OG0007196	XP_003436173.1	XP_001601126.1
OG0007197	XP_309641.5	XP_031786380.1
OG0007199	XP_001689046.1	XP_001605374.1
OG0007200	XP_551895.3	XP_003427318.1
OG0007202	XP_320452.3	XP_001606148.4
OG0007203	XP_001238295.1, XP_551965.2	XP_016841108.1
OG0007205	XP_308760.4	XP_008217019.1
OG0007206	XP_308658.4	XP_008208776.1
OG0007209	XP_308255.4	XP_031784910.1
OG0007210	XP_307205.4	XP_008214207.1
OG0007211	XP_319710.4	XP_031779665.1
OG0007212	XP_308277.4	XP_031785715.1
OG0007213	XP_319423.3	XP_008210525.1
OG0007214	XP_556418.3	XP_008211645.2
OG0007216	XP_001688436.2	XP_031789425.1, XP_031788627.1
OG0007217	XP_319618.4	XP_031785295.1
OG0007219	XP_320883.2, XP_552645.3	XP_008201923.1
OG0007220	XP_313136.3	XP_001599316.1
OG0007221	XP_319678.4	XP_003427394.1
OG0007222	XP_316950.4	XP_001603212.2
OG0007223	XP_311068.3	XP_008210417.1
OG0007225	XP_566411.4	XP_008202942.1
OG0007226	XP_314735.3	XP_031777196.1
OG0007227	XP_564145.3	XP_001607130.2
OG0007228	XP_313452.4	XP_001601013.2
OG0007229	XP_001238137.2	XP_001606627.1
OG0007230	XP_316417.4	XP_001608116.1
OG0007231	XP_314268.5	XP_001606187.2
OG0007233	XP_321553.2	XP_008203149.1
OG0007234	XP_313837.5	XP_008207137.1
OG0007236	XP_319780.4	XP_008202121.2
OG0007237	XP_309614.5	XP_031784900.1
OG0007239	XP_315632.3	XP_003424236.1
OG0007241	XP_313706.5	XP_008202980.1
OG0007242	XP_319467.4	XP_001603556.2
OG0007243	XP_309553.4	XP_016838564.1
OG0007244	XP_321031.4	XP_003425290.1
OG0007245	XP_314037.2	XP_001606498.1
OG0007248	XP_318479.4	XP_008205858.2
OG0007249	XP_311160.5	XP_016843679.1
OG0007250	XP_320310.3	XP_001603116.2
OG0007251	XP_564726.3	XP_031783752.1
OG0007253	XP_001689303.1	NP_001180239.1
OG0007255	XP_316952.2	XP_031779773.1, XP_031779906.1, XP_031786430.1, XP_031780274.1
OG0007259	XP_319808.4	XP_008217460.1
OG0007260	XP_309611.3	XP_001604590.2
OG0007262	XP_311130.5	XP_016838326.1
OG0007263	XP_317501.4	XP_031776706.1
OG0007265	XP_321758.5	NP_001162022.1
OG0007268	XP_321641.5	XP_003425378.1
OG0007269	XP_310487.4	XP_001605115.1
OG0007270	XP_318833.4	XP_031782533.1
OG0007271	XP_309600.5	XP_008206998.1
OG0007272	XP_003436800.1	XP_016840454.1
OG0007275	XP_309190.3	XP_001608308.1
OG0007277	XP_311493.3	XP_016842606.1, XP_001603939.2
OG0007278	XP_311767.4	XP_001606486.2
OG0007279	XP_309964.4	XP_031776991.1
OG0007280	XP_320566.3	XP_031776762.1
OG0007281	XP_307859.4	XP_001604457.2
OG0007282	XP_319348.4	XP_016845577.1
OG0007284	XP_310635.4	XP_031783689.1
OG0007285	XP_316741.3	XP_001608218.1
OG0007286	XP_309479.4	XP_001603443.2
OG0007287	XP_314623.2	XP_008212439.1
OG0007289	XP_320777.3	XP_031787044.1
OG0007290	XP_311753.4	XP_001602919.1
OG0007291	XP_314659.3	XP_001606055.1
OG0007293	XP_318042.4	XP_031782694.1
OG0007294	XP_318130.4	XP_008205349.2
OG0007295	XP_321067.5	XP_001607438.2
