Orthogroup	Anopheles_gambiae	Drosophila_melanogaster
OG0007365	XP_552360.2	NP_730465.1
OG0007366	XP_309751.4	NP_648537.2
OG0007367	XP_320105.3	NP_001260415.1
OG0007368	XP_001238361.2	NP_001286405.1
OG0007369	XP_320349.4	NP_001188958.1
OG0007370	XP_311284.5	NP_650867.1
OG0007371	XP_320522.4	NP_477451.1
OG0007372	XP_320300.4	NP_001261833.1
OG0007373	XP_566412.4	NP_001263137.1
OG0007374	XP_558026.3	NP_572302.2
OG0007375	XP_312206.5	NP_001036275.1
OG0007377	XP_003437001.1, XP_310633.5	NP_001162732.2
OG0007378	XP_314320.4	NP_001247075.1
OG0007379	XP_316447.3	NP_726048.1
OG0007380	XP_311163.5	NP_001096888.2
OG0007382	XP_318870.3	NP_001285006.1
OG0007383	XP_317746.4	NP_001259995.1
OG0007384	XP_319752.4	NP_001286200.1
OG0007385	XP_552396.1	NP_610731.2
OG0007386	XP_316491.2	NP_001163065.1
OG0007387	XP_310418.5	NP_651209.1
OG0007388	XP_321585.4	NP_569898.1
OG0007389	XP_001688867.1, XP_003436906.1	NP_649830.2
OG0007390	XP_314493.3	NP_611155.3
OG0007391	XP_317783.4	NP_001260541.1
OG0007392	XP_309081.4	NP_001163754.3, NP_001097953.2
OG0007393	XP_001689060.1	NP_001260518.1
OG0007394	XP_003436780.1	NP_001162763.1
OG0007395	XP_001687810.1	NP_569950.1
OG0007396	XP_321597.4	NP_647784.1
OG0007397	XP_317778.3	NP_001246957.1
OG0007398	XP_308870.4	NP_610600.1
OG0007399	XP_552742.3	NP_609413.1
OG0007400	XP_321572.5	NP_001247048.1
OG0007401	XP_553263.2	NP_609148.1
OG0007402	XP_312259.5	NP_730776.1
OG0007403	XP_318333.5	NP_001027577.2
OG0007404	XP_001689334.2	NP_788752.2
OG0007407	XP_316844.5	NP_001259658.1
OG0007409	XP_313261.4	NP_649950.1
OG0007410	XP_550898.4	NP_647679.1
OG0007411	XP_313793.5	NP_650995.1
OG0007412	XP_309793.4	NP_995901.1
OG0007413	XP_311538.4	NP_727328.1
OG0007414	XP_311571.4	NP_001261101.1
OG0007415	XP_563902.4	NP_001303588.1
OG0007417	XP_313266.5	NP_651136.1
OG0007419	XP_308125.5	NP_001015100.2
OG0007421	XP_319829.4	NP_610228.1, NP_536791.1
OG0007423	XP_309552.4	NP_726389.4
OG0007424	XP_321772.5	NP_729679.2
OG0007425	XP_001688472.1	NP_648164.1
OG0007426	XP_001688844.1	NP_001246649.1
OG0007428	XP_001688138.1	NP_001286171.1
OG0007429	XP_308835.4	NP_477146.1
OG0007430	XP_310978.5	NP_524785.2
OG0007431	XP_317418.4	NP_722765.2
OG0007432	XP_311142.5	NP_001284879.1
OG0007434	XP_315661.2	NP_001261971.1
OG0007436	XP_307783.5	NP_730984.1
OG0007437	XP_309970.4	NP_572422.1
OG0007439	XP_312414.5	NP_524786.1
OG0007440	XP_315098.3	NP_476617.1
OG0007441	XP_310389.7, XP_003436630.1	NP_732790.3
OG0007442	XP_310244.7	NP_649438.1
OG0007443	XP_317866.4	NP_001097317.1
OG0007444	XP_314868.3	NP_001188786.1
OG0007445	XP_313408.5	NP_001262923.1
OG0007446	XP_319335.3	NP_001163111.1
OG0007447	XP_314165.4	NP_610324.2
OG0007448	XP_315818.5	NP_001261648.1
OG0007449	XP_314175.4	NP_001260996.1
OG0007450	XP_308929.4	NP_476610.2
OG0007451	XP_308243.4	NP_001303362.1
OG0007452	XP_001688945.1, XP_001688946.1	NP_001097631.1
OG0007453	XP_309985.4	NP_611939.1
OG0007454	XP_315840.4, XP_001688734.1	NP_001261504.1
OG0007455	XP_314428.4	NP_001014714.1
OG0007457	XP_315926.2	NP_648279.1
OG0007458	XP_558129.3	NP_001188523.1
OG0007459	XP_319368.3	NP_610064.2
OG0007460	XP_001689255.1	NP_001033999.2
OG0007461	XP_307970.5	NP_001262364.1
OG0007462	XP_321187.4	NP_525049.1
OG0007463	XP_321740.5	NP_001246825.1
OG0007464	XP_310955.4	NP_572826.1
OG0007465	XP_314166.4	NP_477009.1
OG0007466	XP_309486.3	NP_650521.1
OG0007467	XP_313084.3	NP_569870.1
OG0007468	XP_308102.4	NP_001262211.1
OG0007469	XP_314926.4	NP_001245927.1
OG0007470	XP_319694.4	NP_001162871.1
OG0007472	XP_320298.4	NP_648814.3
OG0007473	XP_001688383.1	NP_730506.1
OG0007474	XP_311433.4	NP_652012.1
OG0007475	XP_312845.5	NP_650895.1
OG0007477	XP_320206.4	NP_476923.1
OG0007478	XP_321500.2	NP_573257.1
OG0007479	XP_318007.3	NP_730536.1
OG0007480	XP_314506.4	NP_001245976.1
OG0007482	XP_003436180.1, XP_312308.5	NP_650440.2
OG0007484	XP_314141.4, XP_314142.4	NP_610189.2, NP_523658.1, NP_524731.1, NP_524732.1
OG0007485	XP_313567.4	NP_001284741.1
OG0007486	XP_315016.4	NP_660194.1
OG0007488	XP_321609.4	NP_572549.2
OG0007489	XP_308753.2	NP_523463.2
OG0007490	XP_314048.4	NP_649866.1
OG0007491	XP_315791.3	NP_524517.1
OG0007492	XP_001237131.1	NP_001286683.1
OG0007494	XP_315244.4	NP_650454.2
OG0007495	XP_307420.3	NP_001261224.1
OG0007496	XP_312467.1	NP_608523.1
OG0007498	XP_320764.4	NP_725094.1
OG0007499	XP_317029.4	NP_611029.3
OG0007500	XP_314560.4	NP_001097303.2
OG0007501	XP_563881.1	NP_729346.1
OG0007505	XP_553061.3	NP_648021.1, NP_569999.1
OG0007507	XP_307796.5	NP_569901.1
OG0007508	XP_319935.4	NP_609397.2, NP_610129.3
OG0007509	XP_559081.3	NP_611182.1, NP_001261039.1
OG0007510	XP_001688792.1	NP_001189191.1, NP_649733.2, NP_649735.1, NP_608588.2
OG0007512	XP_314912.4	NP_524875.1
OG0007513	XP_309635.4	NP_723703.1, NP_001285858.1
OG0007514	XP_552911.3	NP_001137790.1
OG0007515	XP_310403.7	NP_651685.2
OG0007516	XP_003436182.1	NP_001262317.1
OG0007517	XP_001688802.1, XP_001688043.1, XP_321816.3	NP_730133.1
OG0007518	XP_320878.2	NP_001163171.1
OG0007519	XP_003436742.1	NP_650988.1
OG0007521	XP_003435917.1, XP_001689326.2	NP_001246983.1
OG0007523	XP_310683.3	NP_724982.1, NP_723031.1
OG0007524	XP_315857.4, XP_001688737.1	NP_001261020.1
OG0007525	XP_308367.4	NP_001284761.2
OG0007526	XP_308265.4	NP_001097225.1
OG0007527	XP_308147.4	NP_001246193.1
OG0007528	XP_318086.4	NP_651094.2
OG0007529	XP_308652.4	NP_649101.2
OG0007530	XP_308995.3	NP_477094.1
OG0007531	XP_316428.3	NP_001246747.1
OG0007532	XP_319238.4	NP_610784.1
OG0007533	XP_319228.4	NP_609230.2
OG0007534	XP_553857.3	NP_001285669.1
OG0007535	XP_555111.3	NP_652011.3
OG0007539	XP_321318.5	NP_610875.1
OG0007541	XP_307208.3	NP_650772.1
OG0007542	XP_311844.5	NP_524908.1
OG0007544	XP_312829.4, XP_003436404.1	NP_733132.2
OG0007545	XP_001688388.1, XP_001688387.1	NP_001036256.2, NP_001245738.1
OG0007548	XP_320926.4	NP_572324.1
OG0007549	XP_309302.4	NP_524131.1
OG0007550	XP_551275.4	NP_650070.1
OG0007551	XP_314549.4, XP_001688577.1	NP_001285513.1
OG0007552	XP_003436164.1, XP_312357.5	NP_001262337.1
OG0007553	XP_003436223.1, XP_312200.3	NP_001137721.1
OG0007554	XP_552560.2	NP_477249.3
OG0007555	XP_311688.5	NP_650305.1
OG0007556	XP_311265.3	NP_728186.1
OG0007557	XP_307040.3, XP_313561.5	NP_001097912.1
OG0007558	XP_312274.4	NP_001262460.1
OG0007559	XP_321457.5, XP_003435892.1	NP_650242.1
OG0007561	XP_321622.4, XP_003435854.1	NP_001188534.1
OG0007563	XP_003437139.1	NP_573339.1
OG0007604	XP_312809.4	NP_650690.1
OG0007606	XP_316873.4	NP_001260247.1
OG0007607	XP_317155.2	NP_001285625.1
OG0007608	XP_308805.4	NP_001285171.1
OG0007609	XP_550679.3	NP_001285162.1
OG0007611	XP_308947.3	NP_001189075.1
OG0007613	XP_562042.3	NP_525055.1
OG0007614	XP_317589.4	NP_001014461.1
OG0007615	XP_001238160.2	NP_650552.3
OG0007616	XP_560209.2	NP_523418.1
OG0007617	XP_001687878.1, XP_564616.1, XP_001687879.1	NP_001286270.1, NP_001286268.1
OG0007618	XP_311506.3	NP_609162.1
OG0007619	XP_314769.4	NP_001261289.1
OG0007620	XP_314354.2	NP_648100.2
OG0007621	XP_003436605.1	NP_572241.2
OG0007622	XP_309402.3	NP_725699.1
OG0007623	XP_319547.5	NP_001097727.1
OG0007624	XP_552548.2	NP_648101.1
OG0007625	XP_308840.4	NP_647747.1
OG0007628	XP_318593.4	NP_609026.1
OG0007629	XP_317284.4	NP_723797.3
OG0007630	XP_311070.5	NP_725536.1
OG0007634	XP_315214.5	NP_649951.1
OG0007635	XP_313296.4	NP_649519.1
OG0007636	XP_318083.4	NP_649865.1
OG0007637	XP_001230897.1	NP_732797.1, NP_651095.1
OG0007639	XP_312836.5	NP_650933.2
OG0007640	XP_307958.5	NP_001246971.1
OG0007642	XP_001230977.2	NP_001137962.1
OG0007643	XP_311315.5	NP_001014650.2
OG0007645	XP_311564.4, XP_309979.4	NP_610944.1
OG0007647	XP_308332.3	NP_001261746.1
OG0007648	XP_318469.4	NP_570054.2
OG0007651	XP_309348.4	NP_572245.1
OG0007652	XP_557157.3	NP_730941.1
OG0007653	XP_312810.2	NP_730954.2
OG0007654	XP_314182.3	NP_995767.1
OG0007655	XP_307731.2	NP_724049.1
OG0007656	XP_320618.4	NP_611456.1
OG0007657	XP_318066.4	NP_001162887.1
OG0007659	XP_003436974.1	NP_001263130.1
OG0007660	XP_001237267.2	NP_001015319.1
OG0007661	XP_316035.4	NP_647853.1
OG0007663	XP_313925.3	NP_523653.2
OG0007664	XP_308749.4	NP_612113.2
OG0007665	XP_003436722.1	NP_649631.1
OG0007666	XP_319903.4	NP_001245864.1
OG0007667	XP_308015.5	NP_524876.1
OG0007668	XP_310992.5	NP_651126.3
OG0007669	XP_321748.3	NP_524428.1
OG0007670	XP_316114.4	NP_729078.1
OG0007671	XP_319105.2	NP_477479.1
OG0007673	XP_314738.3	NP_609557.1
OG0007674	XP_311839.4	NP_728102.1
OG0007676	XP_318571.3	NP_001285651.1
OG0007677	XP_314298.3	NP_610801.1
OG0007681	XP_309322.3	NP_611400.1
OG0007682	XP_320513.1	NP_001262166.1
OG0007683	XP_317020.4	NP_001260353.1
OG0007685	XP_321229.5	NP_001036705.1
OG0007687	XP_003435988.1	NP_649509.1
OG0007688	XP_316953.2	NP_609222.1
OG0007689	XP_316127.4	NP_730096.2
OG0007690	XP_316025.4	NP_477173.1
OG0007691	XP_312397.4	NP_650164.1
OG0007692	XP_309796.2	NP_001259660.1
OG0007694	XP_313855.3	NP_650284.2
OG0007696	XP_003436006.1	NP_001368974.1
OG0007697	XP_321192.5	NP_650897.3
OG0007699	XP_313455.4	NP_476873.2
OG0007700	XP_001238095.2	NP_001260475.1
OG0007703	XP_311693.4	NP_650921.1
OG0007706	XP_312261.5	NP_001262999.1
OG0007709	XP_003436694.1	NP_001246921.1
OG0007713	XP_310605.5	NP_001262674.1
OG0007714	XP_001237862.2	NP_724773.1
OG0007715	XP_001237714.2	NP_611870.3
OG0007719	XP_313015.4	NP_650291.1
OG0007720	XP_313975.4	NP_001286654.1
OG0007721	XP_311547.4	NP_611187.1
OG0007723	XP_320807.4	NP_995865.2
OG0007731	XP_320939.3	NP_524840.2
OG0007732	XP_001688876.1	NP_647793.1
OG0007733	XP_566358.3	NP_651951.1
OG0007734	XP_310423.3	NP_001285037.1
OG0007735	XP_318380.5	NP_572355.1
OG0007737	XP_317106.5	NP_001286043.1
OG0007740	XP_310516.5	NP_524458.1
OG0007742	XP_316064.3	NP_648054.2
OG0007749	XP_001688476.1, XP_313927.4	NP_611968.1
OG0007750	XP_311054.5	NP_731331.1
OG0007751	XP_001237167.2	NP_573302.1
OG0007752	XP_316117.3	NP_729364.1
OG0007754	XP_308478.4	NP_524658.2
OG0007755	XP_310184.4	NP_609369.1
OG0007756	XP_309540.2	NP_608509.1
OG0007758	XP_308267.3	NP_001261081.1
OG0007759	XP_003436457.1	NP_001097287.1
OG0007760	XP_001689328.2	NP_729947.2
OG0007763	XP_315797.4	NP_648509.1
OG0007770	XP_316510.4	NP_001259730.1
OG0007773	XP_318561.3	NP_001246211.1
OG0007774	XP_320375.4	NP_476705.1
OG0007777	XP_312934.4	NP_523394.1
OG0007778	XP_319474.3	NP_001246033.1
OG0007781	XP_311896.5	NP_001262393.1
OG0007782	XP_001237525.1	NP_650019.6
OG0007784	XP_310397.7	NP_001097796.1
OG0007786	XP_318112.4	NP_610349.1
OG0007787	XP_308548.4	NP_001285757.1
OG0007788	XP_314743.3	NP_001286044.1
OG0007790	XP_316289.4	NP_476962.1
OG0007792	XP_001238306.1	NP_610502.1
OG0007795	XP_312092.5	NP_652334.2
OG0007796	XP_321857.5	NP_001014605.1
OG0007798	XP_310734.4	NP_001285404.1
OG0007799	XP_315537.4	NP_610591.1
OG0007800	XP_001689352.2	NP_001285209.1, NP_648518.1
OG0007801	XP_314505.3	NP_001286116.1
OG0007802	XP_308638.4	NP_611263.1
OG0007804	XP_317008.4	NP_001137830.2
OG0007807	XP_001230687.1	NP_001162959.1
OG0007807	XP_317577.3, XP_310163.2, XP_317819.4, XP_317576.3	NP_001260397.1, NP_001285848.1, NP_001285850.1, NP_001260398.1
OG0007808	XP_310614.4	NP_649465.6
OG0007809	XP_316080.4	NP_647644.2
OG0007812	XP_308274.3	NP_610817.1
OG0007813	XP_313838.4	NP_612060.2
OG0007814	XP_315795.4	NP_647814.1
OG0007815	XP_315882.4	NP_610551.1
OG0007816	XP_319001.2	NP_001260414.1
OG0007817	XP_312103.4	NP_001262725.1
OG0007818	XP_318608.3	NP_610178.2
OG0007819	XP_313356.4	NP_650438.2
OG0007820	XP_311114.4	NP_001188583.1
OG0007821	XP_313678.4	NP_731237.1
OG0007822	XP_320760.4	NP_001260251.1
OG0007823	XP_320586.4	NP_649347.1
OG0007824	XP_320326.4, XP_001689252.1	NP_001163490.1
OG0007825	XP_003436595.1, XP_003436594.1	NP_650104.2, NP_650103.1
OG0007828	XP_314946.3	NP_611205.1
OG0007829	XP_320311.3	NP_609219.1
OG0007830	XP_316890.5	NP_001284993.1
OG0007831	XP_003435994.1, XP_321047.2	NP_647939.1
OG0007832	XP_321676.3	NP_649695.1
OG0007833	XP_321677.5, XP_003435840.1	NP_001262333.1
OG0007834	XP_001688564.1	NP_523659.1
OG0007836	XP_315412.4	NP_730454.2
OG0007837	XP_312183.4	NP_001036401.1
OG0007840	XP_562137.4	NP_001284909.1
OG0007841	XP_001688720.1	NP_648230.1
OG0007842	XP_307960.1	NP_001285098.1
OG0007843	XP_316265.4	NP_648325.2
OG0007844	XP_318638.4	NP_523544.2
OG0007847	XP_003436926.1	NP_608791.2
OG0007849	XP_314771.2	NP_650382.3
OG0007850	XP_308816.3	NP_001162683.1
OG0007851	XP_310461.5	NP_572263.2
OG0007852	XP_309114.5	NP_001245554.1
OG0007853	XP_309132.5	NP_001138195.1
OG0007854	XP_001688771.1	NP_647699.1
OG0007855	XP_316102.4	NP_001262043.1
OG0007856	XP_311233.5	NP_001162676.1
OG0007857	XP_315801.4	NP_001261155.1
OG0007858	XP_001688605.1, XP_001688604.1	NP_788506.1
OG0007859	XP_314353.3	NP_001260788.1
OG0007860	XP_003436998.1	NP_001138185.2
OG0007861	XP_319049.3	NP_001014491.1
OG0007862	XP_319058.4	NP_001285688.1
OG0007863	XP_319333.4	NP_608762.3
OG0007864	XP_318929.4	NP_001285820.1
OG0007865	XP_318874.4	NP_729825.2
OG0007866	XP_317135.4	NP_608526.1
OG0007867	XP_001689169.1	NP_524788.2
OG0007868	XP_319795.4	NP_611469.1
OG0007869	XP_320001.2	NP_610293.3
OG0007871	XP_314808.3	NP_001097092.1
OG0007872	XP_001687784.1	NP_001260064.1
OG0007874	XP_319008.4	NP_722636.1
OG0007875	XP_310199.4	NP_001162874.1
OG0007876	XP_310176.2	NP_001259896.1
OG0007877	XP_311472.4	NP_649182.4
OG0007878	XP_563394.4	NP_476769.1
OG0007879	XP_559587.6	NP_651268.1
OG0007880	XP_563184.4	NP_649530.2
OG0007881	XP_003436216.1, XP_312220.4, XP_312221.5	NP_573102.1
OG0007882	XP_320802.4	NP_511139.2
OG0007883	XP_309426.4	NP_609403.2
OG0007885	XP_312510.5	NP_001246293.1
OG0007888	XP_001231065.2	NP_001284736.1
OG0007889	XP_312377.5	NP_001262281.1
OG0007891	XP_311503.4	NP_648507.1
OG0007892	XP_312634.5	NP_651206.3
OG0007893	XP_313106.2	NP_650760.1
OG0007895	XP_309367.2	NP_001246408.1
OG0007896	XP_001237404.1	NP_732995.1
OG0007897	XP_321788.3	NP_731367.2
OG0007898	XP_003436206.1	NP_651343.1, NP_726137.2, NP_001262948.1
OG0007899	XP_001238270.2	NP_524073.2, NP_001246759.1
OG0007901	XP_309864.4	NP_729715.2
OG0007902	XP_311695.4	NP_001246976.1
OG0007903	XP_318377.4	NP_524532.2
OG0007904	XP_311263.5	NP_001285247.1
OG0007905	XP_313842.5	NP_788911.2
OG0007906	XP_317288.4	NP_001285638.1
OG0007907	XP_317365.5	NP_610180.1
OG0007908	XP_321278.5	NP_001262638.1
OG0007957	XP_320713.3	NP_477314.1
OG0007958	XP_309339.2, XP_001688179.1	NP_651459.2
OG0007960	XP_319139.2	NP_724939.1
OG0007965	XP_316706.4	NP_730119.1
OG0007969	XP_001689190.1, XP_001238167.1	NP_523918.1
OG0007970	XP_321953.1	NP_729504.2
OG0007972	XP_308437.4	NP_728490.1
OG0007976	XP_319744.4	NP_001137622.1
OG0007977	XP_319057.4	NP_001188730.1
OG0007978	XP_001238453.1, XP_321237.4	NP_732262.1
OG0007979	XP_318630.3	NP_001188664.1, NP_608976.1, NP_608977.1
OG0007990	XP_314145.4	NP_611591.3
OG0007992	XP_001688348.2	NP_650527.2
OG0007993	XP_310197.4	NP_001260058.1
OG0007994	XP_311511.4	NP_001246838.1
OG0007999	XP_558582.3, XP_314085.4	NP_001261480.1
OG0008000	XP_001230737.2	NP_001138080.1
OG0008001	XP_001238809.3	NP_001259838.1
OG0008003	XP_316826.4	NP_001285237.1
OG0008004	XP_003436711.1	NP_572963.1
OG0008007	XP_554247.3, XP_318513.3	NP_572674.3
OG0008008	XP_316030.4	NP_001163093.1
OG0008009	XP_001689189.1	NP_001096891.1
OG0008010	XP_552406.2	NP_572998.1
OG0008012	XP_310617.4	NP_731873.1
OG0008013	XP_315326.4	NP_788420.1
OG0008018	XP_321678.5	NP_001262334.1
OG0008019	XP_321833.4	NP_001262899.1
OG0008022	XP_314542.1	NP_001261059.1
OG0008023	XP_554017.1	NP_725104.1
OG0008024	XP_314916.4	NP_477187.1
OG0008026	XP_320098.3	NP_609191.1
OG0008031	XP_001688562.1, XP_314345.2, XP_314346.4	NP_726504.2
OG0008038	XP_308315.4	NP_001261317.1
OG0008044	XP_003436100.1	NP_001027079.1
OG0008045	XP_319153.4	NP_608809.1
OG0008047	XP_308747.4	NP_001163108.1
OG0008051	XP_308967.3	NP_612008.1
OG0008053	XP_321981.3	NP_001259309.1
OG0008057	XP_312523.4	NP_649132.1
OG0008059	XP_001238150.1	NP_608972.1
OG0008063	XP_552840.3	NP_001260338.1
OG0008065	XP_316809.4	NP_001097011.1
OG0008066	XP_553911.2	NP_608823.2
OG0008067	XP_001230942.3	NP_001097887.1
OG0008068	XP_559110.3	NP_729101.2
OG0008070	XP_560272.2	NP_650709.3
OG0008075	XP_319595.4	NP_724152.1
OG0008076	XP_312999.4	NP_649618.1
OG0008077	XP_318519.4	NP_572948.1
OG0008080	XP_312422.2	NP_001163314.1
OG0008081	XP_320212.4	NP_610469.3
OG0008086	XP_319734.4	NP_001260501.1
OG0008087	XP_313586.5	NP_476684.1
OG0008089	XP_001688201.2	NP_001259704.1
OG0008090	XP_311754.3	NP_649636.1
OG0008091	XP_003436389.1	NP_001262277.1
OG0008092	XP_003436508.1	NP_650718.2
OG0008094	XP_311059.4	NP_573355.1
OG0008096	XP_311987.3	NP_001036552.1
OG0008097	XP_322069.5, XP_322047.5	NP_609075.1
OG0008100	XP_001687771.2	NP_573143.1
OG0008102	XP_309159.3	NP_728237.1
OG0008104	XP_316579.3, XP_001688894.1	NP_648426.1
OG0008105	XP_313708.3	NP_649692.2
OG0008108	XP_003436839.1, XP_001237550.1	NP_001189216.1
OG0008109	XP_309062.5	NP_001189223.1
OG0008110	XP_003437023.1	NP_001096974.1
OG0008111	XP_310634.5	NP_001259527.1
OG0008113	XP_315389.3	NP_001286931.1
OG0008118	XP_314358.4	NP_001286866.1
OG0008119	XP_559389.3	NP_001163658.1
OG0008120	XP_317993.4	NP_001260795.1
OG0008121	XP_001230905.1	NP_001097362.1
OG0008122	XP_317727.3	NP_723214.2
OG0008123	XP_319647.4	NP_995620.1
OG0008126	XP_319420.1	NP_001303333.1
OG0008129	XP_312389.4	NP_001262983.1
OG0008131	XP_309468.2	NP_724812.2
OG0008133	XP_309925.4	NP_001261846.1
OG0008134	XP_320967.4	NP_651480.1
OG0008136	XP_309820.4	NP_610706.1
OG0008138	XP_312587.5	NP_477138.1
OG0008141	XP_003437087.1	NP_650846.1
OG0008142	XP_565383.2	NP_647829.1
OG0008205	XP_001688079.1	NP_649102.3
OG0008208	XP_315385.4	NP_573061.2
OG0008213	XP_321730.5	NP_649371.2
OG0008220	XP_313286.3	NP_572999.1
OG0008222	XP_565605.4	NP_730271.1
OG0008223	XP_310278.7	NP_611239.1
OG0008225	XP_003436908.1	NP_001014730.1
OG0008230	XP_308862.3	NP_610241.1
OG0008233	XP_319121.4	NP_001259789.1
OG0008239	XP_312094.5	NP_001163345.1
OG0008246	XP_557020.3	NP_001261283.1
OG0008247	XP_312135.5	NP_001287355.1
OG0008248	XP_320941.5	NP_001262109.1
OG0008252	XP_320651.4	NP_001303355.1
OG0008254	XP_319337.3	NP_609289.1
OG0008260	XP_556988.3	NP_724347.3
OG0008263	XP_307951.5	NP_649647.1
OG0008264	XP_307827.4	NP_476895.1
OG0008268	XP_309111.3	NP_001285146.1
OG0008270	XP_566389.3	NP_001014717.1, NP_001285040.1
OG0008271	XP_555854.2	NP_001285550.1
OG0008274	XP_312509.4	NP_001261098.1
OG0008277	XP_318060.3	NP_001034034.1
OG0008279	XP_318986.3	NP_610777.1
OG0008280	XP_315774.3	NP_001284872.1
OG0008281	XP_556739.3	NP_995949.1
OG0008286	XP_317846.4	NP_725399.1
OG0008289	XP_313313.2	NP_001259144.1
OG0008291	XP_311743.5	NP_001356946.1
OG0008294	XP_315566.3	NP_001163119.1
OG0008297	XP_319205.3	NP_649649.1
OG0008298	XP_318686.3	NP_608572.1
OG0008299	XP_001689224.1	NP_001033875.1
OG0008301	XP_001689222.1	NP_001163131.1
OG0008302	XP_309481.4	NP_001188542.1
OG0008305	XP_003436718.1	NP_651009.1
OG0008307	XP_313613.5	NP_001262659.2
OG0008403	XP_555840.2	NP_001162693.1
OG0008405	XP_312546.4	NP_650695.1
OG0008406	XP_310667.1	NP_649778.1, NP_569932.1
OG0008407	XP_311278.4	NP_001137926.1
OG0008408	XP_318644.3	NP_610846.2
OG0008409	XP_551123.2	NP_573054.2
OG0008410	XP_001237190.2	NP_727668.2
OG0008412	XP_314790.4	NP_726013.2
OG0008418	XP_312332.5	NP_001097656.1, NP_788556.1, NP_788553.1
OG0008425	XP_309965.4	NP_001261848.1
OG0008426	XP_318703.4	NP_650036.2
OG0008427	XP_556004.3	NP_648627.1
OG0008430	XP_318445.5, XP_318449.4	NP_651391.1
OG0008432	XP_001688839.1	NP_001137913.1
OG0008436	XP_320579.3, XP_552285.1	NP_001137754.1
OG0008438	XP_001238193.1	NP_650378.1
OG0008439	XP_001687883.1	NP_001036534.2
OG0008444	XP_308201.3	NP_477492.1
OG0008450	XP_321038.3	NP_569833.1
OG0008451	XP_308333.4, XP_001687897.1	NP_524034.2
OG0008463	XP_553659.3	NP_001334732.1
OG0008467	XP_319679.2	NP_608460.1
OG0008469	XP_309065.4	NP_001247103.1
OG0008476	XP_318586.4	NP_001263071.1
OG0008478	XP_001238532.3	NP_651517.1
OG0008480	XP_317320.4	NP_001027234.1
OG0008484	XP_556882.3	NP_649510.2
OG0008485	XP_317719.4	NP_609073.2
OG0008486	XP_313796.4, XP_003436828.1	NP_650607.1
OG0008489	XP_556870.3	NP_608942.1, NP_608686.1, NP_608941.1, NP_650260.1
OG0008491	XP_001237810.1	NP_001097274.1
OG0008492	XP_003436884.1	NP_476794.1
OG0008493	XP_310726.4	NP_001138219.1
OG0008495	XP_001688389.2	NP_611104.3, NP_572173.1
OG0008501	XP_311409.4	NP_001286298.1
OG0008600	XP_314739.4	NP_609556.2
OG0008603	XP_311751.4	NP_001259772.1
OG0008607	XP_317347.3	NP_609206.1
OG0008609	XP_317711.1	NP_001245775.1
OG0008615	XP_307781.4	NP_650458.1
OG0008621	XP_319797.3	NP_727152.1
OG0008636	XP_311747.5	NP_573031.1
OG0008637	XP_001687843.2	NP_573063.1
OG0008638	XP_316958.4	NP_001245821.1
OG0008642	XP_316870.5	NP_001247300.1
OG0008645	XP_316184.4	NP_728821.2
OG0008648	XP_314010.4	NP_610288.1
OG0008649	XP_309518.4	NP_001262320.1
OG0008652	XP_321827.5	NP_001261248.1
OG0008653	NP_008071.1	YP_009047268.1
OG0008655	XP_320055.4	NP_609941.2
OG0008660	XP_317198.4	NP_001259871.1
OG0008661	XP_320628.4	NP_724811.1
OG0008662	XP_319697.2	NP_608835.1
OG0008663	XP_321684.4	NP_650137.3
OG0008664	XP_001230636.2	NP_650471.2
OG0008665	XP_316208.3, XP_316206.2, XP_316207.4	NP_648871.3, NP_648874.2, NP_648873.1, NP_648872.1, NP_001261936.1, NP_648869.1, NP_648868.2, NP_648867.1, NP_648870.1
OG0008668	XP_308874.4	NP_611787.2
OG0008669	XP_314350.4	NP_724595.1
OG0008673	XP_003436818.1	NP_001138136.1
OG0008674	XP_318091.4	NP_572823.1
OG0008675	XP_551751.2	NP_001287647.1
OG0008794	XP_001689283.1	NP_001097595.1
OG0008796	XP_315720.4	NP_001014576.1
OG0008804	XP_320240.4	NP_611615.1, NP_611404.1, NP_610504.4
OG0008809	XP_003436246.1, XP_003436247.1, XP_312125.4	NP_609939.1
OG0008823	XP_316086.4	NP_001097475.2
OG0008828	XP_003436330.1	NP_001259865.1
OG0008832	XP_001687898.1	NP_729788.1
OG0008836	XP_001237214.2	NP_651239.1
OG0008838	XP_311863.3	NP_001262324.1
OG0008839	XP_315859.3, XP_315860.3, XP_001237724.1, XP_001237725.2, XP_001237723.2	NP_001163166.1, NP_611085.2
OG0008845	XP_003436261.1	NP_608516.1
OG0008846	XP_317272.3	NP_001097122.1
OG0008850	XP_001237928.2	NP_001188855.1
OG0008851	XP_564678.2	NP_001189028.1
OG0008858	XP_003436138.1	NP_001163568.1
OG0008859	XP_003436661.1	NP_001263012.2
OG0008862	XP_001688051.1	NP_001284789.1
OG0008864	XP_003437162.1	NP_001027263.1
OG0008865	XP_310454.2	NP_001259146.1
OG0009007	XP_001230973.2, XP_311977.4, XP_314062.4, XP_001688515.1	NP_651111.1, NP_651114.1
OG0009019	XP_554948.3	NP_001162929.1
OG0009033	XP_311111.4	NP_650905.2
OG0009034	XP_562528.2, XP_003436558.1	NP_610539.1
OG0009037	XP_319538.1, XP_318760.1, XP_318761.1, XP_318763.1, XP_318789.1, XP_318786.1, XP_318764.1, XP_318795.1	NP_524244.2
