Orthogroup	Anopheles_gambiae	Bombyx_mori
OG0006043	XP_316344.4	XP_037875260.1
OG0006044	XP_315527.3	XP_021207466.1
OG0006045	XP_321324.2	XP_004923360.1
OG0006046	XP_313818.4	XP_012546828.1
OG0006047	XP_319728.4	XP_037867906.1
OG0006048	XP_320719.3	XP_004932952.1
OG0006049	XP_309566.4	XP_037873904.1
OG0006050	XP_311900.4	XP_037874266.1
OG0006051	XP_317666.4	XP_021209311.1
OG0006052	XP_317609.3	XP_004930407.1
OG0006053	XP_312571.3, XP_003436104.1	XP_004925265.2
OG0006054	XP_315435.4	XP_037869446.1
OG0006055	XP_312429.5	XP_004925775.1
OG0006056	XP_317753.4	XP_012545704.3
OG0006057	XP_319596.4	XP_037867169.1
OG0006058	XP_316473.2	XP_037874460.1
OG0006059	XP_319454.4	NP_001157371.1
OG0006060	XP_552222.3	XP_004931664.1
OG0006062	XP_320688.4	XP_037873839.1, XP_037873838.1
OG0006063	XP_312441.4	XP_004928272.1
OG0006064	XP_312882.5	XP_004922915.1
OG0006065	XP_317279.4	XP_021207187.1, XP_021207195.1
OG0006066	XP_312321.5	XP_004928248.2
OG0006067	XP_312390.4	XP_004933463.1
OG0006068	XP_316217.3	XP_004924994.1
OG0006069	XP_317558.4	XP_037870641.1
OG0006070	XP_321844.5	XP_004922631.1
OG0006071	XP_312594.1	XP_004921947.1
OG0006072	XP_310529.5	XP_004922465.1
OG0006073	XP_559033.3	XP_037870881.1
OG0006074	XP_309991.2	XP_012543984.1
OG0006075	XP_310122.4, XP_307094.2	XP_021202319.2
OG0006076	XP_312315.5	XP_037873084.1
OG0006077	XP_564713.3	XP_004928466.1
OG0006078	XP_318953.4	XP_037874703.1
OG0006079	XP_311489.4	NP_001040349.1
OG0006080	XP_315698.4	XP_037876044.1, XP_021203773.1
OG0006081	XP_310354.1	XP_004925773.1
OG0006082	XP_314553.3	NP_001073348.1
OG0006083	XP_314172.1	XP_037874640.1, NP_001037620.1
OG0006084	XP_321536.5	NP_001189464.1
OG0006085	XP_309541.4	NP_001040302.1, XP_037866754.1
OG0006086	XP_315463.3	XP_004932228.1
OG0006087	XP_317270.4	XP_004926807.1
OG0006088	XP_003436507.1, XP_313256.2	NP_001182135.1
OG0006089	XP_317855.2	XP_004927283.1
OG0006090	XP_320147.4	XP_004932252.1
OG0006091	XP_312401.5	XP_004930767.1, XP_012549876.1
OG0006092	XP_315563.4	XP_004932363.1, XP_021207689.1
OG0006093	XP_309311.4	XP_037877104.1
OG0006094	XP_318814.4	XP_037866541.1
OG0006095	XP_308662.1	XP_004933398.1
OG0006096	XP_310914.4	XP_004925257.1
OG0006097	XP_308048.5	XP_037869445.1
OG0006098	XP_309832.4	XP_037875624.1
OG0006099	XP_312236.5	XP_037872191.1
OG0006100	XP_321446.3	XP_004923313.2
OG0006101	XP_001689239.1	XP_037870970.1
OG0006102	XP_310695.4	XP_037869258.1
OG0006103	XP_317368.3	XP_004921658.1
OG0006104	XP_553580.3	NP_001037315.1
OG0006105	XP_320947.5	XP_004923802.1
OG0006106	XP_003436228.1	NP_001040511.1
OG0006107	XP_313727.3	XP_037875680.1
OG0006108	XP_003435756.1, XP_322013.5	XP_037868096.1
OG0006109	XP_320597.3	XP_004929283.2
OG0006110	XP_309899.3	XP_037866596.1
OG0006111	XP_320945.5	XP_004927345.2, XP_037875806.1
OG0006112	XP_315542.3	XP_004932338.1
OG0006113	XP_312937.5	XP_004931326.1
OG0006114	XP_307940.5	XP_004928884.1
OG0006116	XP_308293.4	XP_004922481.2
OG0006117	XP_309513.3	XP_037872359.1
OG0006118	XP_560205.4	XP_037872841.1
OG0006119	XP_312577.3	XP_004932563.3
OG0006120	XP_317062.4	XP_004927042.1
OG0006121	XP_307284.3, XP_551203.4	XP_004926949.2
OG0006123	XP_308395.4	NP_001036917.1
OG0006124	XP_317207.2	XP_004922460.1
OG0006125	XP_315964.4	XP_004922459.1
OG0006126	XP_317113.3	XP_037874960.1, XP_004926452.2
OG0006127	XP_320715.3	NP_001040544.1
OG0006128	XP_315966.4	NP_001040288.1, XP_012553379.1
OG0006129	XP_001688308.2	XP_004927700.2, XP_012547083.2, XP_012547082.2, XP_037874771.1
OG0006130	XP_317055.4	XP_004926215.2
OG0006131	XP_003436396.1, XP_312792.5	XP_012544448.1
OG0006134	XP_312605.5, XP_003436095.1	XP_012549007.1
OG0006135	XP_319386.4	XP_004929468.1
OG0006136	XP_319489.4	XP_012547897.1
OG0006137	XP_316891.5	XP_004932890.1
OG0006138	XP_314316.4	XP_004923904.3
OG0006139	XP_314811.4	XP_037867704.1
OG0006140	XP_307850.4	XP_004924786.1
OG0006141	XP_318752.4	NP_001040109.1
OG0006142	XP_001689304.1	XP_037871823.1
OG0006143	XP_001237874.2	XP_004929164.2
OG0006144	XP_311956.5	XP_021202546.2
OG0006145	XP_320748.3	NP_001036843.1, XP_012551197.1
OG0006147	XP_312628.5	XP_004928942.1
OG0006148	XP_316302.4	XP_004924119.1
OG0006149	XP_320712.4	XP_004927892.1
OG0006150	XP_318073.4, XP_001689095.1	XP_037875968.1
OG0006151	XP_001689206.1	XP_037870067.1
OG0006152	XP_316684.3, XP_001688944.1	XP_004923231.1
OG0006153	XP_318500.4	XP_037875394.1
OG0006154	XP_310920.4	NP_001243933.1
OG0006155	XP_320791.4	XP_037874124.1
OG0006156	XP_317735.4	XP_004931824.1
OG0006157	XP_003436037.1, XP_320907.4	XP_037872170.1
OG0006158	XP_001688962.1	NP_001037341.1
OG0006161	XP_319944.4	XP_037875397.1
OG0006162	XP_321883.4	XP_004929080.3
OG0006164	XP_317165.4	XP_004928644.1
OG0006165	XP_316904.4, XP_316905.3	XP_004926292.2
OG0006166	XP_309798.4	NP_001091807.1
OG0006167	XP_564675.3	XP_037874743.1, XP_037874744.1
OG0006168	XP_564527.3	NP_001040299.1
OG0006169	XP_319940.4	XP_004928460.2
OG0006170	XP_310791.5	XP_004930978.1
OG0006171	XP_318287.4	NP_001040156.1
OG0006172	XP_310168.3	XP_012552374.2
OG0006173	XP_311756.5	XP_004926122.1
OG0006174	XP_001237540.3	XP_004933015.1
OG0006175	XP_313843.5	XP_037876047.1
OG0006176	XP_307419.2	XP_037869647.1
OG0006177	XP_310422.5	XP_004922750.3
OG0006178	XP_310816.5	NP_001296501.1, XP_004932289.2
OG0006179	XP_321107.4, XP_003435975.1	XP_004928872.1
OG0006180	XP_308444.4	XP_012549692.2
OG0006181	XP_001688662.1	XP_012545160.1
OG0006182	XP_312280.3	XP_004922739.1
OG0006183	XP_312407.2	XP_004932657.2
OG0006184	XP_310082.4	XP_004928563.1, XP_037871582.1
OG0006185	XP_001238049.2	XP_037877353.1, XP_004926406.2
OG0006186	XP_315024.4	XP_037869369.1
OG0006187	XP_316810.5	XP_004932502.1
OG0006188	XP_001238516.3	XP_004921953.1
OG0006189	XP_313459.5	XP_004922117.1
OG0006190	XP_314932.4	NP_001124376.2, XP_012551722.1
OG0006191	XP_311951.4	NP_001091833.1
OG0006192	XP_312255.5	XP_012544552.1
OG0006193	XP_321602.5	NP_001040375.1
OG0006194	XP_309500.4, XP_564375.2	XP_037868465.1
OG0006195	XP_321688.4	XP_004922191.2
OG0006196	XP_310191.2	NP_001040107.1
OG0006197	XP_311953.3	XP_004923679.2
OG0006199	XP_318824.2	XP_004931003.2
OG0006200	XP_308011.5	XP_004925740.1
OG0006201	XP_311002.5	XP_037867445.1
OG0006202	XP_320865.4	XP_012550985.1
OG0006203	XP_320779.3	XP_004927739.1
OG0006204	XP_307416.4	XP_004923217.1
OG0006205	XP_309336.4	XP_012550604.1
OG0006206	XP_001689321.2	XP_037866500.1
OG0006207	XP_316268.4	XP_021203286.2
OG0006208	XP_313605.4	XP_037869662.1
OG0006209	XP_314653.4	XP_037866560.1
OG0006210	XP_315219.5	XP_004925217.2
OG0006211	XP_321547.3	XP_037873951.1
OG0006212	XP_320382.3	XP_004929287.1
OG0006213	XP_557166.3, XP_001688884.1	XP_004924277.1
OG0006215	XP_309476.2	XP_004923974.1
OG0006216	XP_319655.2	NP_001037211.1
OG0006217	XP_312782.3	XP_037871553.1, NP_001040483.1
OG0006218	XP_559505.6	NP_001037600.1
OG0006219	XP_309949.3, XP_310465.3	XP_004923401.1
OG0006220	XP_315901.4	XP_012552973.1
OG0006221	XP_001688349.2	XP_037874306.1
OG0006222	XP_317111.1	XP_037877286.1
OG0006223	XP_311512.4	XP_004923117.1
OG0006224	XP_310772.4, XP_003436975.1	NP_001166702.1
OG0006225	XP_312160.4	XP_004925108.2
OG0006226	XP_550737.3	XP_004932567.1
OG0006228	XP_312173.2	NP_001296552.1
OG0006229	XP_314720.1	XP_021207412.2
OG0006230	XP_315436.3	XP_004931573.1
OG0006231	XP_318627.4	XP_004930077.1
OG0006232	XP_312491.4	XP_004926885.1
OG0006233	XP_309512.3	XP_004930564.1
OG0006234	XP_315581.4	XP_021204837.1
OG0006235	XP_319930.4	XP_037874715.1
OG0006236	XP_310648.3	XP_004924877.1
OG0006237	XP_312877.4	XP_021209262.1
OG0006238	XP_307895.3	XP_004922640.1
OG0006239	XP_003435846.1, XP_321663.4	XP_004929640.1, XP_012548825.1
OG0006241	XP_315097.4	XP_012548985.2
OG0006242	XP_311595.3	XP_037872389.1
OG0006245	XP_309997.3	XP_004923953.1
OG0006246	XP_312222.2	NP_001040405.1, XP_037877365.1
OG0006247	XP_001237635.3	NP_001161185.1
OG0006248	XP_315218.4	XP_004924020.1
OG0006249	XP_318327.5, XP_003437215.1	XP_004921861.1
OG0006250	XP_556482.2	XP_004931488.1
OG0006251	XP_314741.3	XP_004931867.1
OG0006252	XP_319856.4	XP_004922104.1, XP_004922102.1
OG0006253	XP_320993.2	XP_037876172.1
OG0006254	XP_308493.4	XP_021206385.1
OG0006255	XP_313427.5	NP_001091770.1
OG0006257	XP_319446.4	NP_001037156.1
OG0006258	XP_316733.3	XP_004932259.1
OG0006259	XP_308815.4	XP_004932316.1
OG0006260	XP_001689384.2	XP_037872437.1
OG0006261	XP_312846.5	XP_004926166.1
OG0006263	XP_308719.3	XP_012548903.2
OG0006264	XP_309651.5	XP_037870711.1
OG0006265	XP_003436518.1	XP_004931323.2
OG0006266	XP_318917.4	XP_037867486.1
OG0006267	XP_320716.4	NP_001040166.1
OG0006268	XP_001230547.1, XP_314301.3	XP_004932208.1
OG0006269	XP_551697.4	XP_012544702.2
OG0006270	XP_312548.5	XP_004932625.1
OG0006271	XP_311257.2	XP_037877634.1, NP_001093271.1
OG0006273	XP_313813.5	XP_004932003.1
OG0006274	XP_315054.2	XP_037873653.1
OG0006275	XP_318369.5	XP_004928263.1
OG0006276	XP_316505.3, XP_001688877.1	XP_037867053.1
OG0006277	XP_318355.4	NP_001040312.1
OG0006278	XP_314652.2	NP_001166623.2
OG0006279	XP_314728.3	XP_004926544.2
OG0006280	XP_312452.4	XP_021205078.1, XP_012547476.2
OG0006281	XP_001237961.1	XP_037871407.1
OG0006282	XP_001689261.1	XP_012550524.1
OG0006283	XP_320602.4	XP_012549289.1
OG0006284	XP_313083.5	XP_004923266.1
OG0006285	XP_319000.3	XP_012549973.1
OG0006286	XP_317958.4	XP_004924345.1
OG0006287	XP_321256.5	XP_004930199.1
OG0006288	XP_310874.5	XP_004930530.2
OG0006289	XP_308001.3	XP_004932572.1
OG0006290	XP_320421.3	XP_012553409.1
OG0006291	XP_313400.3	NP_001093275.1, XP_037872103.1, XP_037872141.1
OG0006292	XP_310815.3	XP_037868457.1
OG0006294	XP_321845.5	XP_012545526.1
OG0006295	XP_317209.4	XP_004925557.1
OG0006296	XP_310189.4	XP_004929397.2
OG0006297	XP_318422.5	XP_037866759.1
OG0006298	XP_314913.2	XP_037868691.1
OG0006299	XP_310994.5	XP_037870432.1
OG0006300	XP_001237548.2	XP_004931062.2
OG0006301	XP_316333.3	XP_021208415.1
OG0006302	XP_311937.4	XP_037868415.1
OG0006303	XP_565200.3	XP_004928583.1
OG0006304	XP_319677.2	XP_004922916.1
OG0006305	XP_310961.4	NP_001128674.1, XP_012551138.1
OG0006306	XP_316235.2	XP_004930526.1
OG0006307	XP_321837.3	XP_004923674.2
OG0006308	XP_308012.5	XP_004921889.3
OG0006309	XP_001688498.1, XP_313985.4	XP_004931156.1
OG0006310	XP_310128.4	XP_004929188.2
OG0006311	XP_316158.3	NP_001106225.1
OG0006312	XP_314892.4	XP_021204624.1
OG0006313	XP_321726.5	NP_001040484.1
OG0006314	XP_001688808.1, XP_316223.4	XP_037869142.1
OG0006315	XP_315109.3	XP_004921638.1
OG0006316	XP_321804.3	XP_037872345.1
OG0006317	XP_308231.4	XP_004926247.1
OG0006318	XP_003436534.1	NP_001037189.1
OG0006319	XP_313987.1	XP_004933404.1
OG0006320	XP_311344.3	XP_012551338.2
OG0006322	XP_320385.4	XP_004923246.1, XP_004923245.1
OG0006323	XP_314880.2	NP_001040330.1
OG0006324	XP_314526.3	XP_037874371.1
OG0006325	XP_310002.4	XP_004926308.1
OG0006326	XP_317652.4	XP_012550007.2
OG0006327	XP_308633.4	XP_037873091.1
OG0006328	XP_313960.3	XP_004932103.1
OG0006329	XP_308544.4	XP_004922163.1
OG0006331	XP_314314.1	XP_012551440.2
OG0006332	XP_321841.2	NP_001040449.1
OG0006333	XP_315383.4	XP_004925198.1
OG0006334	XP_320366.3	NP_001091761.1
OG0006335	XP_317919.4	XP_021207055.1
OG0006337	XP_321878.4	NP_001040340.1
OG0006338	XP_313880.5	XP_004923557.1
OG0006339	XP_312769.5	XP_037871272.1
OG0006340	XP_003436130.1, XP_312489.3	XP_012550298.2
OG0006343	XP_317217.4	XP_004932487.1
OG0006344	XP_311909.5	XP_037871666.1
OG0006345	XP_003436681.1	XP_004929713.2
OG0006346	XP_313298.3	XP_004924175.1
OG0006347	XP_316057.3	NP_001296518.1
OG0006348	XP_316311.4	XP_004926444.1
OG0006350	XP_320388.3	NP_001243942.1
OG0006351	XP_311732.5	XP_012553262.1, NP_001037043.1
OG0006352	XP_552627.3	XP_021203148.2
OG0006355	XP_312849.5	XP_037874906.1
OG0006356	XP_001689118.2	XP_037876765.1, XP_037876772.1
OG0006357	XP_318507.4	XP_037872222.1
OG0006358	XP_316422.3	XP_004921724.1
OG0006359	XP_320119.6	XP_037872311.1
OG0006360	XP_308801.3	XP_037874933.1
OG0006361	XP_322034.3	XP_004931334.1
OG0006362	XP_317131.4	XP_037869805.1
OG0006365	XP_313250.3	XP_037876515.1, XP_012551662.2
OG0006367	XP_311146.5	XP_021206626.1
OG0006368	XP_321043.4	XP_004930202.2
OG0006369	XP_319023.4	XP_037869098.1
OG0006370	XP_552528.1	XP_004922575.1
OG0006371	XP_553120.3, XP_001238233.2	XP_004931102.2
OG0006372	XP_003436924.1	XP_004924060.1
OG0006373	XP_319093.4	XP_037877705.1
OG0006374	XP_308470.4	NP_001268826.1
OG0006375	XP_320698.3	XP_004925484.1
OG0006377	XP_308953.4, XP_001688142.1	XP_037866843.1
OG0006378	XP_001237735.1	XP_004927170.1
OG0006379	XP_316922.3	XP_004930132.1
OG0006380	XP_312234.5	XP_012551891.1
OG0006381	XP_551886.3	NP_001103762.1
OG0006382	XP_001688719.1, XP_315746.3	XP_012553008.2
OG0006383	XP_317043.4	XP_037873696.1, XP_037873697.1
OG0006384	XP_321629.5	XP_004932365.2
OG0006385	XP_317309.4	XP_004922516.1
OG0006386	XP_559178.3	XP_012543804.2, XP_021202037.2
OG0006388	XP_320668.4	XP_004932152.2
OG0006389	XP_321134.5	XP_012552801.1
OG0006390	XP_314766.4	XP_004933409.1
OG0006391	XP_554654.3	XP_037871824.1
OG0006392	XP_310014.4	XP_037873701.1
OG0006393	XP_319021.3	XP_004924171.1
OG0006394	XP_554753.3	XP_004931048.2
OG0006395	XP_315161.5	XP_037867750.1
OG0006396	XP_003436252.1, XP_312097.5	XP_012545533.1
OG0006397	XP_557743.2	NP_001040293.1
OG0006398	XP_001237950.2	XP_004922527.1
OG0006399	XP_309117.5	XP_012547880.2
OG0006400	XP_308919.3	XP_012551960.2
OG0006401	XP_565616.4, XP_003436061.1	XP_012548284.1
OG0006403	XP_001687882.2, XP_308283.5	XP_004932509.1
OG0006404	XP_319897.4	NP_001037283.1
OG0006405	XP_315969.4	XP_012547530.1
OG0006406	XP_550715.2	XP_004929707.1
OG0006407	XP_320523.4	XP_004921642.1
OG0006408	XP_564631.3	NP_001036905.1
OG0006409	XP_313783.5	XP_004930568.1
OG0006410	XP_319327.2	XP_037868366.1
OG0006412	XP_309515.4	XP_004922406.1
OG0006413	XP_317233.4	XP_012547253.2
OG0006414	XP_316438.5	XP_037867071.1, XP_021207735.1
OG0006415	XP_312428.5	XP_012545253.2
OG0006416	XP_318822.4	XP_037866571.1
OG0006417	XP_314764.4	XP_037873618.1
OG0006418	XP_001238303.2	XP_037875703.1
OG0006419	XP_003435974.1	XP_004926504.3
OG0006420	XP_003436332.1	XP_004922844.2
OG0006421	XP_560429.2	XP_012552864.1
OG0006422	XP_319819.4	XP_004922415.2
OG0006423	XP_554297.3	XP_037876793.1
OG0006425	XP_313739.4, XP_003436815.1	XP_004925145.3
OG0006426	XP_308568.4	XP_004921562.2
OG0006427	XP_314554.2	XP_004921755.2
OG0006430	XP_309060.3	XP_004933323.1
OG0006431	XP_318145.4	XP_004928669.1
OG0006432	XP_311006.5	XP_037871387.1
OG0006433	XP_320646.3	XP_037876318.1
OG0006434	XP_314090.4	XP_004931652.2
OG0006435	XP_308773.4	XP_012553125.2, XP_037876260.1
OG0006437	XP_320642.3	XP_004927400.1, XP_004927401.1
OG0006438	XP_003436639.1	XP_004926352.1, XP_021203786.1
OG0006439	XP_315239.4	XP_021203522.1
OG0006440	XP_317594.4	XP_004925722.1
OG0006441	XP_317729.4	XP_037876504.1
OG0006442	XP_565033.3	XP_012544505.3
OG0006443	XP_321766.3	XP_004931306.1
OG0006444	XP_309839.4	NP_001091839.1
OG0006445	XP_309315.3	XP_004929846.1
OG0006446	XP_321506.4, XP_003435888.1	XP_037868014.1
OG0006447	XP_311109.5	XP_037867467.1
OG0006448	XP_312538.5	XP_012548199.1
OG0006449	XP_001230941.2	XP_037876525.1
OG0006451	XP_312257.2	XP_012549904.2, NP_001037572.1
OG0006452	XP_319053.4	XP_037877067.1
OG0006453	XP_311017.4	NP_001269273.1
OG0006454	XP_309990.4	XP_004930905.1
OG0006455	XP_001688080.1, XP_308776.4	XP_037868644.1
OG0006456	XP_308713.2	XP_037871411.1
OG0006458	XP_314253.1	XP_004928708.1
OG0006459	XP_310799.5, XP_003436969.1	XP_004924043.2
OG0006460	XP_557901.3	XP_004928986.1
OG0006463	XP_319833.3	XP_004931093.1
OG0006464	XP_307790.5, XP_003436434.1	XP_037867228.1
OG0006465	XP_003436916.1	XP_037871632.1
OG0006466	XP_312282.4	NP_001040346.1
OG0006467	XP_310949.5	XP_037866627.1
OG0006469	XP_316665.3, XP_001688936.1	XP_012543922.1
OG0006470	XP_310138.4	XP_037870396.1
OG0006471	XP_317239.4	XP_021207333.2
OG0006472	XP_309523.4	XP_037872616.1
OG0006473	XP_001237982.2	XP_012549478.1
OG0006474	XP_320296.4	XP_037877747.1
OG0006475	XP_314841.2	XP_004930062.1
OG0006476	XP_315428.3	XP_004928645.1
OG0006477	XP_319787.3	NP_001040406.1
OG0006478	XP_552757.1	XP_012547997.1
OG0006479	XP_001237593.2	XP_004933437.1
OG0006480	XP_315869.2	XP_012545868.2
OG0006481	XP_001237679.2	XP_012544187.2
OG0006482	XP_308442.4	XP_037873593.1
OG0006483	XP_308970.4	NP_001233136.1, XP_037869091.1
OG0006484	XP_321463.5	XP_037876913.1, XP_037877310.1
OG0006485	XP_320360.4	XP_021203254.2
OG0006486	XP_318146.2	XP_004928670.1, NP_001296565.1
OG0006487	XP_320441.3	NP_001166197.1
OG0006488	XP_562540.3	XP_004933124.1
OG0006490	XP_319463.4	XP_004932768.2
OG0006491	XP_311076.5	XP_004927874.2
OG0006492	XP_309174.2	NP_001166865.1
OG0006493	XP_313416.4	XP_037866695.1
OG0006494	XP_321886.5	XP_004928833.2
OG0006495	XP_319720.4	XP_004932468.1
OG0006496	XP_321614.4	XP_012549046.1
OG0006497	XP_001689355.2	XP_037870223.1
OG0006498	XP_001237621.1	XP_004925988.1
OG0006499	XP_320545.3	NP_001036923.1
OG0006500	XP_552696.3	XP_004928618.1
OG0006501	XP_556035.3	XP_012551934.1, NP_001037612.1
OG0006502	XP_560368.3	XP_004931366.1
OG0006503	XP_309245.5	XP_012552998.2
OG0006504	XP_001688640.1	XP_037876760.1
OG0006505	XP_317355.4, XP_317356.3	XP_012550071.1
OG0006506	XP_312333.3	XP_004923000.1
OG0006507	XP_003436004.1, XP_321040.4	XP_037874255.1
OG0006508	XP_316682.4	XP_037869617.1, XP_037869615.1
OG0006509	XP_309677.5	XP_037868633.1
OG0006510	XP_316657.3	XP_004931590.2
OG0006511	XP_319387.4	XP_004929479.2
OG0006512	XP_311738.5	XP_037867630.1
OG0006513	XP_001230836.2	XP_004923565.1
OG0006514	XP_003435968.1, XP_321162.5	XP_021203181.2
OG0006515	XP_310728.5, XP_003436978.1	XP_004932644.1
OG0006516	XP_311420.4	XP_004925346.1
OG0006517	XP_309247.3	XP_004922182.1
OG0006518	XP_556653.3	XP_021205157.1
OG0006519	XP_307804.4	NP_001243923.1
OG0006520	XP_312209.4	XP_012547622.2
OG0006521	XP_317814.4	XP_004932122.2
OG0006522	XP_311309.5	XP_021204475.1
OG0006523	XP_319447.2	XP_037873362.1
OG0006524	XP_001689029.1	XP_004922448.1
OG0006525	XP_320986.2	XP_004931028.1
OG0006526	XP_322005.5	XP_037872033.1
OG0006527	XP_003436937.1, XP_566191.4	XP_004931139.2
OG0006528	XP_309160.5	XP_021202269.2
OG0006530	XP_311021.5	XP_004932886.2
OG0006532	XP_315591.4	XP_004931895.2
OG0006533	XP_307497.3, XP_314269.3	NP_001040303.1, XP_021208988.1
OG0006534	XP_312104.5	XP_004930405.1
OG0006536	XP_308373.4, XP_001687911.1	XP_037876398.1
OG0006537	XP_558461.2, XP_313950.4	XP_012544020.1
OG0006538	XP_319661.4	NP_001037041.1
OG0006539	XP_566106.4	XP_021203870.1
OG0006540	XP_314800.4	XP_037866715.1, NP_001106734.1
OG0006541	XP_313411.2	XP_004926251.2
OG0006542	XP_319721.4	XP_037877624.1
OG0006544	XP_559348.4, XP_003437073.1	XP_037870703.1
OG0006545	XP_309571.4	XP_021205458.2
OG0006546	XP_308602.4	XP_037870477.1
OG0006547	XP_563662.3	XP_004922531.1
OG0006548	XP_317101.3	XP_004922391.1
OG0006549	XP_311020.4	XP_004923340.1
OG0006551	XP_310533.5	XP_004925418.1
OG0006552	XP_319760.4	XP_037866936.1
OG0006553	XP_306959.4, XP_321030.5	XP_021206483.2
OG0006554	XP_308391.3	XP_004925868.1
OG0006555	XP_313633.4, XP_003436791.1	XP_004928539.1
OG0006556	XP_321946.4	XP_012553089.1, NP_001037576.1
OG0006558	XP_315425.4	XP_004924853.1
OG0006559	XP_307835.4, XP_310102.4	XP_037871750.1
OG0006560	XP_562222.4	XP_004923697.2
OG0006561	XP_318955.3	XP_004929436.1
OG0006562	XP_001230898.1	XP_004927103.1
OG0006563	XP_001689302.1	XP_004925070.1
OG0006565	XP_312014.5	XP_012545462.1, XP_012545455.1
OG0006566	XP_565482.2, XP_001688154.1	XP_012544099.1
OG0006568	XP_317070.4	XP_004928627.1
OG0006570	XP_315786.4	XP_012549735.1
OG0006571	XP_319960.4	XP_037873484.1
OG0006573	XP_315933.3	NP_001239603.1, XP_012546676.1
OG0006574	XP_319836.3	XP_021206849.1
OG0006575	XP_001237748.2	XP_004930498.3
OG0006576	XP_563067.4	XP_037872239.1
OG0006577	XP_310268.7	XP_004929096.2
OG0006579	XP_554796.1	XP_004924104.1
OG0006580	XP_307243.2, XP_313190.5	XP_004928459.2
OG0006581	XP_001237728.2	XP_012553052.3
OG0006582	XP_562070.4, XP_313607.4	XP_004922095.2
OG0006583	XP_319115.4	NP_001266413.1, XP_021207538.1
OG0006585	XP_001689229.1	XP_012550149.1, XP_004922420.1
OG0006586	XP_316374.4	XP_004931874.1
OG0006587	XP_316380.2	XP_004921822.1
OG0006588	XP_310896.5	XP_012550922.2
OG0006589	XP_552179.3	XP_037867891.1
OG0006590	XP_320073.4	XP_021206841.1
OG0006591	XP_312592.4	XP_037868750.1
OG0006592	XP_318951.3	XP_004925556.3
OG0006593	XP_310590.3	XP_004921693.2
OG0006594	XP_314132.4	XP_004921602.1
OG0006595	XP_315117.4	XP_037867058.1
OG0006596	XP_308198.5	XP_004931923.2
OG0006597	XP_310498.5	XP_037872791.1, XP_037877265.1
OG0006598	XP_563334.4	XP_037870437.1
OG0006599	XP_310737.5	XP_037873048.1
OG0006600	XP_317590.4	XP_037866483.1
OG0006601	XP_312126.5	XP_012547626.1
OG0006602	XP_003435771.1, XP_321957.3	XP_037874699.1
OG0006603	XP_563445.4	XP_004933203.2
OG0006604	XP_556379.3	NP_001268818.1, XP_012550379.1
OG0006605	XP_001238256.1	XP_004931938.1
OG0006606	XP_312586.5	XP_037867311.1
OG0006607	XP_308635.4	XP_021208054.1
OG0006608	XP_559663.4	XP_037873088.1
OG0006609	XP_309606.5	XP_021202506.1
OG0006610	XP_559175.3	XP_012552943.1
OG0006611	XP_319457.4	XP_021209197.1
OG0006612	XP_307137.2	XP_004924152.1, XP_037869675.1, XP_012544154.1
OG0006614	XP_321544.1, XP_003435880.1	XP_037867397.1
OG0006615	XP_319698.3	XP_037870203.1
OG0006616	XP_315894.2	XP_004925034.4
OG0006617	XP_319576.4	XP_004928629.1
OG0006618	XP_314274.5	XP_037872274.1
OG0006619	XP_313360.3	XP_012552866.1
OG0006621	XP_562267.4, XP_003436830.1	XP_021207510.2
OG0006623	XP_319185.3, XP_560906.4	NP_001040184.1
OG0006624	XP_308189.4	XP_037874119.1
OG0006625	XP_317755.3	XP_021203829.2
OG0006626	XP_319225.4	XP_021206076.1
OG0006627	XP_003435808.1, XP_551520.3	XP_004925637.1
OG0006628	XP_311287.5	NP_001040308.1
OG0006629	XP_309873.2	XP_004926934.2
OG0006630	XP_319865.4	NP_001165392.1, XP_037870177.1
OG0006631	XP_319921.4	XP_037868764.1
OG0006632	XP_318631.4	XP_004932371.1
OG0006633	XP_312524.5	XP_037872084.1
OG0006634	XP_308593.4	XP_004924790.1
OG0006637	XP_001688647.1	NP_001127728.1
OG0006638	XP_319519.4	XP_037873064.1
OG0006639	XP_003436950.1, XP_310869.5	XP_021202837.2
OG0006640	XP_313026.4	XP_037870207.1, XP_037870206.1
OG0006641	XP_308355.3, XP_001687903.1	XP_037872800.1
OG0006642	XP_001230358.1, XP_314285.4	XP_037870102.1
OG0006643	XP_314899.3	NP_001093290.1
OG0006644	XP_001688763.1, XP_316007.4	XP_021207605.1
OG0006645	XP_553427.3	XP_037877845.1
OG0006646	XP_551765.3	XP_037875319.1, XP_037875324.1
OG0006647	XP_003436275.1	XP_004921853.1
OG0006648	XP_315893.3	NP_001040300.1
OG0006649	XP_312669.5, XP_003436085.1	NP_001108472.1
OG0006650	XP_003437040.1	XP_012545057.3
OG0006652	XP_566417.4	XP_012551361.2
OG0006653	XP_318424.4	XP_037876738.1
OG0006654	XP_313453.5	XP_004933123.2
OG0006655	XP_312572.5	XP_012548793.1
OG0006656	XP_308394.4	XP_037867270.1
OG0006657	XP_309759.4	XP_021205234.1
OG0006658	XP_314067.3	XP_004933505.3
OG0006659	XP_315983.2	NP_001106135.1, XP_037869047.1
OG0006660	XP_309341.4	XP_004926325.1
OG0006661	XP_311944.4	XP_021205357.1
OG0006662	XP_318518.4	XP_037870706.1
OG0006663	XP_310293.3	XP_004927217.1
