Orthogroup	Anopheles_gambiae	Solenopsis_invicta
OG0005501	XP_309392.4	XP_011163207.1
OG0005502	XP_317427.4	XP_025990038.2
OG0005503	XP_310608.5	XP_011163943.1
OG0005506	XP_309394.3	XP_011159785.2
OG0005507	XP_001688749.1, XP_315934.4	XP_011167712.2
OG0005508	XP_313616.5	XP_011172539.1
OG0005509	XP_316872.5	XP_025992668.2
OG0005511	XP_314089.3	XP_025988925.2
OG0005512	XP_319815.4	XP_039312785.1
OG0005513	XP_309461.4, XP_309458.4	XP_011166969.1
OG0005514	XP_317154.4	XP_011165739.1
OG0005515	XP_316319.4	XP_011172211.1
OG0005517	XP_317685.4	XP_025995478.1
OG0005519	XP_308383.2	XP_011169037.1
OG0005520	XP_001687825.2	XP_025990184.2
OG0005521	XP_564680.3	XP_011166263.1
OG0005522	XP_308351.4	XP_039305635.1
OG0005523	XP_314836.3	XP_011166843.1
OG0005524	XP_320537.3	XP_011164507.1
OG0005525	XP_316083.3	XP_011157072.1
OG0005526	XP_318758.4	XP_025992739.1
OG0005527	XP_321849.5	XP_011173478.1
OG0005528	XP_001688849.1, XP_001688848.1, XP_316366.4	XP_011176145.1
OG0005529	XP_317420.3	XP_011156538.1
OG0005530	XP_317499.4, XP_315940.3, XP_001688752.1	XP_039306981.1
OG0005531	XP_313161.5	XP_039314111.1
OG0005533	XP_317818.4	XP_039305236.1
OG0005534	XP_319372.4	XP_011160114.2
OG0005535	XP_309340.4	XP_011169383.2, XP_025991609.2
OG0005537	XP_311385.3	XP_011168613.2
OG0005538	XP_310378.7	XP_039306076.1
OG0005539	XP_003437079.1, XP_311259.5	XP_025987044.1
OG0005540	XP_316705.4	XP_039306813.1
OG0005541	XP_311215.4	XP_011169934.1
OG0005542	XP_001238439.1	XP_025993198.1
OG0005544	XP_312585.5	XP_011162196.1
OG0005545	XP_306081.1, XP_312973.4	XP_025989941.1
OG0005546	XP_311131.5	XP_039309550.1
OG0005547	XP_314468.4	XP_011175709.1
OG0005548	XP_310001.4, XP_001688259.1	XP_011169465.1
OG0005549	XP_001687914.1, XP_001687913.1	XP_025997265.1
OG0005550	XP_317622.4	XP_011156366.1
OG0005551	XP_311407.4	XP_011166935.1
OG0005552	XP_312636.4	XP_011160173.1, XP_011160174.1
OG0005553	XP_313620.5	XP_025988478.1
OG0005554	XP_313938.4	XP_011159406.1
OG0005555	XP_001237407.3	XP_011166940.2
OG0005556	XP_307565.4, XP_309576.4	XP_011164977.2
OG0005557	XP_312324.5	XP_011165118.1
OG0005558	XP_318041.4	XP_039314133.1, XP_011167880.1
OG0005559	XP_309028.4	XP_011158456.2
OG0005560	XP_320084.4	XP_025993490.1
OG0005561	XP_314761.4	XP_011168980.1
OG0005562	XP_321825.4	XP_011166527.1
OG0005563	XP_001237659.2	XP_011165540.1
OG0005564	XP_003435987.1	XP_011171046.1
OG0005565	XP_316061.3, XP_001688774.1	XP_011157658.1
OG0005566	XP_001688081.1, XP_308780.4	XP_011175643.1
OG0005567	XP_319502.1	XP_011165987.1
OG0005568	XP_316626.4	XP_011174146.1
OG0005569	XP_310792.5, XP_003436972.1, XP_317634.3	XP_039307366.1
OG0005570	XP_001688933.1	XP_011165962.1
OG0005571	XP_315888.4	XP_011157481.2
OG0005572	XP_317541.3	XP_025989309.1
OG0005573	XP_308458.4	XP_011166531.1
OG0005574	XP_311419.4	XP_011160333.2
OG0005575	XP_317076.1	XP_011162579.1
OG0005576	XP_321226.5	XP_011166991.1
OG0005577	XP_311397.4	XP_011157804.1
OG0005579	XP_309653.5	XP_011165243.1
OG0005580	XP_307915.5, XP_003436075.1	XP_011171587.1
OG0005581	XP_309536.4	XP_039303608.1
OG0005582	XP_321116.5	XP_011155778.1
OG0005583	XP_314898.4	XP_011162764.1
OG0005584	XP_562821.2, XP_312747.5	XP_025995378.1
OG0005585	XP_322007.4	XP_011160309.1
OG0005586	XP_310720.4, XP_310723.5	XP_025992971.1
OG0005587	XP_318036.4	XP_039311950.1
OG0005588	XP_312268.5	XP_025988321.1
OG0005589	XP_309312.4	XP_011159102.2
OG0005590	XP_312240.5, XP_003436209.1	XP_011164266.1
OG0005591	XP_315813.4, XP_003435729.1	XP_011158309.1
OG0005593	XP_316337.4	XP_011160344.1
OG0005594	XP_311710.4	XP_039314800.1
OG0005595	XP_316868.5	XP_011168293.1
OG0005596	XP_315965.2	XP_011172396.1
OG0005597	XP_320696.4	XP_011165425.1
OG0005598	XP_321141.5	XP_011158305.1
OG0005599	XP_311947.5	XP_011166987.1
OG0005600	XP_314337.4	XP_039302620.1, XP_011172136.1
OG0005601	XP_003437019.1, XP_310554.5	XP_025993376.2
OG0005602	XP_313785.3	XP_025989914.1
OG0005603	XP_003436921.1, XP_311036.5, XP_003436920.1	XP_025992726.2
OG0005604	XP_308977.4	XP_011172857.1
OG0005605	XP_317705.4	XP_011175348.1, XP_011175349.1
OG0005606	XP_001688721.1, XP_001688722.1, XP_315753.4	XP_039310945.1
OG0005607	XP_312633.5	XP_011160145.1
OG0005608	XP_317275.4	XP_025991115.1
OG0005609	XP_315489.2	XP_011169676.1, XP_025991979.1
OG0005610	XP_316472.4	XP_025991974.2, XP_025991976.2
OG0005611	XP_320820.3	XP_011169603.1
OG0005612	XP_308526.4	XP_011172504.1
OG0005613	XP_311833.1, XP_003436363.1	XP_011159611.1
OG0005614	XP_309637.5	XP_025988770.1
OG0005615	XP_313470.4	XP_011159710.1
OG0005616	XP_308017.5	XP_025990577.1
OG0005617	XP_561487.4, XP_312848.5	XP_011155366.1
OG0005619	XP_317033.2	XP_011167791.1
OG0005620	XP_308182.4	XP_025989065.2
OG0005621	XP_318017.4	XP_025992405.2
OG0005622	XP_312455.4	XP_025994841.1
OG0005623	XP_309119.5	XP_011156190.1
OG0005625	XP_319779.4	XP_039311670.1
OG0005626	XP_311117.5	XP_011168130.1
OG0005627	XP_316655.4	XP_011159826.1
OG0005628	XP_316676.3	XP_011160547.1
OG0005629	XP_311825.5	XP_011170809.1
OG0005630	XP_001688450.2, XP_313591.5	XP_039310912.1
OG0005631	XP_562525.3, XP_003436557.1	XP_011165554.1
OG0005632	XP_316549.4	XP_025989945.1, XP_039312561.1
OG0005633	XP_309487.4	XP_039313048.1
OG0005634	XP_312950.5	XP_011175931.1, XP_011175930.1
OG0005635	XP_317917.3	XP_011158946.1
OG0005637	XP_317367.4	XP_011172617.2
OG0005638	XP_001688695.1	XP_039303585.1
OG0005639	XP_320591.3	XP_011155332.1
OG0005640	XP_315334.4	XP_025990665.1
OG0005641	XP_312433.5	XP_011161150.1
OG0005642	XP_321625.2, XP_003435852.1, XP_003435853.1	XP_039305294.1
OG0005643	XP_314952.3	XP_011156124.1
OG0005644	XP_561359.1, XP_321213.4	XP_011155463.1
OG0005645	XP_001689350.1	XP_011165463.1
OG0005646	XP_315526.4	XP_039305003.1
OG0005647	XP_317983.3	XP_039303244.1, XP_039303235.1, XP_025986103.2
OG0005649	XP_313787.4	XP_025992121.1
OG0005650	XP_314266.5	XP_011160881.1
OG0005651	XP_319339.4	XP_011156095.2
OG0005652	XP_003437043.1, XP_310477.4	XP_025993062.1
OG0005653	XP_310433.5	XP_025989778.2
OG0005654	XP_001688367.2	XP_039307984.1
OG0005655	XP_319682.4	XP_039307700.1
OG0005656	XP_311394.2	XP_025987050.1
OG0005657	XP_561168.5, XP_024667072.1	XP_025990347.2, XP_011165072.2, XP_011165073.2, XP_011165071.2
OG0005658	XP_565673.4	XP_039314071.1
OG0005659	XP_003436738.1, XP_313086.5	XP_011174263.3
OG0005660	XP_001688457.1	XP_011166653.2
OG0005661	XP_319416.4	XP_039304123.1
OG0005662	XP_320070.4	XP_039310641.1
OG0005663	XP_313491.3, XP_313489.1	XP_011167336.1
OG0005664	XP_560633.4, XP_311757.5	XP_011163923.1
OG0005665	XP_317596.4	XP_039311114.1
OG0005666	XP_312356.3, XP_312355.3	XP_039311934.1
OG0005667	XP_318611.3	XP_011170176.1, XP_039315209.1
OG0005668	XP_001238251.2	XP_039304131.1
OG0005669	XP_316175.4	XP_011159274.1
OG0005670	XP_315207.3	XP_025987290.1
OG0005671	XP_001688368.2	XP_025993008.2
OG0005672	XP_319037.3	XP_039307394.1
OG0005673	XP_313649.4	XP_011159082.1
OG0005674	XP_307891.5	XP_011161364.1
OG0005675	XP_003436081.1	XP_039305709.1
OG0005676	XP_003436775.1, XP_313563.4	XP_039312799.1
OG0005677	XP_308296.3	XP_011158515.1
OG0005678	XP_551171.4	XP_011169744.1
OG0005679	XP_003437097.1, XP_311317.5	XP_011176160.2
OG0005682	XP_001689032.1	XP_011171982.1, XP_039302356.1, XP_039302355.1
OG0005683	XP_316724.1	XP_039307448.1
OG0005684	XP_001688320.1	XP_011162752.2
OG0005685	XP_001688518.1, XP_314071.4	XP_011156206.1
OG0005686	XP_553504.3	XP_011163395.1
OG0005687	XP_320190.4	XP_025995952.2
OG0005688	XP_001238575.3	XP_011157903.1
OG0005689	XP_320801.3, XP_314671.3	XP_025987377.1
OG0005690	XP_321328.5	XP_011168945.1, XP_011168946.1, XP_011168947.1
OG0005691	XP_317482.4	XP_011156337.1
OG0005692	XP_309009.4	XP_039315659.1
OG0005693	XP_003437042.1, XP_003437041.1, XP_310482.4	XP_011176301.1
OG0005695	XP_312453.4	XP_011175957.2
OG0005696	XP_314474.4	XP_039312528.1
OG0005697	XP_317286.4	XP_011175572.1
OG0005698	XP_315628.4	XP_011165776.1
OG0005699	XP_551836.1	XP_025990496.1
OG0005700	XP_001688161.2	XP_039302146.1
OG0005701	XP_312121.5, XP_312123.5	XP_011157760.1
OG0005702	XP_314886.4	XP_011158603.1
OG0005704	XP_314365.4	XP_039305695.1, XP_039305694.1
OG0005705	XP_320923.5	XP_011165115.2
OG0005706	XP_309354.4	XP_011158795.1
OG0005707	XP_312096.5	XP_025991641.1, XP_025991642.1
OG0005708	XP_313514.5	XP_039305290.1, XP_039301842.1
OG0005709	XP_316918.4	XP_011160004.1
OG0005710	XP_552016.3	XP_011164379.1
OG0005711	XP_001688960.2	XP_011155415.1
OG0005712	XP_309158.3	XP_011157846.1
OG0005713	XP_321114.1	XP_011169461.1
OG0005714	XP_556147.3	XP_011155819.1
OG0005715	XP_317097.4	XP_039311994.1, XP_039311995.1
OG0005716	XP_314524.4	XP_039303678.1
OG0005717	XP_001238304.2	XP_011167482.1
OG0005718	XP_321065.4	XP_011172071.2
OG0005719	XP_308260.5	XP_011163955.3
OG0005720	XP_318831.4	XP_011170762.1
OG0005721	XP_310424.4	XP_011164852.1
OG0005722	XP_315752.4	XP_025996040.1
OG0005723	XP_321696.3, XP_003435829.1, XP_003435830.1	XP_025989660.1
OG0005724	XP_318756.2	XP_011170506.1
OG0005725	XP_317853.3	XP_011160800.2
OG0005727	XP_320880.4	XP_025987181.1
OG0005728	XP_318418.4, XP_003436673.1	XP_025996948.1
OG0005729	XP_551819.3	XP_011156343.1
OG0005730	XP_024667081.1, XP_001230947.2, XP_313490.5	XP_011175760.2
OG0005731	XP_553840.2	XP_025986825.1
OG0005732	XP_001689194.1	XP_011174414.1
OG0005733	XP_312442.5	XP_011175940.1
OG0005734	XP_321276.4	XP_025994342.2
OG0005735	XP_321395.5	XP_039315079.1
OG0005736	XP_319796.4	XP_039305911.1
OG0005737	XP_313715.5	XP_039303023.1
OG0005738	XP_001689106.1, XP_001689107.1, XP_318183.4	XP_011155635.1
OG0005740	XP_309976.4	XP_039304924.1, XP_011176159.1
OG0005741	XP_319609.4	XP_011168334.2
OG0005742	XP_311901.5, XP_003436338.1	XP_011158300.1
OG0005743	XP_310575.5	XP_025991520.1
OG0005744	XP_317524.4	XP_025987408.2, XP_025987407.2
OG0005745	XP_321169.5	XP_011158743.1
OG0005746	XP_319061.3	XP_011172210.1
OG0005747	XP_318517.3	XP_011168924.1
OG0005748	XP_313587.5	XP_025997225.1
OG0005750	XP_315361.4	XP_011163830.1
OG0005751	XP_310789.4	XP_011161823.1, XP_039303229.1
OG0005752	XP_317139.4	XP_011157672.2
OG0005754	XP_319651.2	XP_011171530.1
OG0005755	XP_316630.4	XP_011170483.1
OG0005756	XP_311917.5	XP_011166493.1
OG0005757	XP_310879.5	XP_011161058.1
OG0005758	XP_312753.5, XP_001237487.2, XP_001237486.1	XP_025988557.2
OG0005759	XP_318815.4	XP_011165723.1
OG0005760	XP_321744.5	XP_011172286.1, XP_011172287.1
OG0005762	XP_310886.5	XP_011165293.1
OG0005763	XP_317018.3	XP_025992515.1
OG0005764	XP_317022.4	XP_011173075.1
OG0005765	XP_001230707.2	XP_011171035.1
OG0005766	XP_317508.3	XP_011167416.1
OG0005767	XP_320983.2	XP_039313396.1, XP_039313397.1
OG0005768	XP_314002.4, XP_001688502.1	XP_011172953.1
OG0005769	XP_318716.4	XP_011171466.1
OG0005770	XP_317830.4	XP_025994720.2
OG0005771	XP_003436262.1, XP_312071.5	XP_011155569.1
OG0005772	XP_314015.4	XP_039314079.1
OG0005773	XP_001689281.1	XP_039308348.1, XP_025993505.1
OG0005774	XP_312202.4	XP_011176286.1
OG0005775	XP_001688998.1	XP_011168861.1
OG0005776	XP_319783.4	XP_011159373.1
OG0005777	XP_318979.4	XP_039311677.1, XP_039311683.1
OG0005778	XP_313130.5	XP_011164704.1
OG0005779	XP_315118.4	XP_039309741.1
OG0005780	XP_318877.4	XP_011171350.3
OG0005781	XP_319176.2	XP_011168960.1
OG0005782	XP_003435815.1	XP_011162440.1
OG0005784	XP_320638.3	XP_011163735.1
OG0005785	XP_001688116.1	XP_011157268.1, XP_011157269.1, XP_025992120.1
OG0005786	XP_317425.4	XP_011156540.2
OG0005787	XP_314306.2, XP_001688556.1, XP_001688555.1	XP_011168421.1
OG0005788	XP_319067.3	XP_011156679.2, XP_025993841.2
OG0005789	XP_562507.4, XP_306966.4	XP_011162059.1
OG0005790	XP_001237372.3	XP_025988049.2
OG0005791	XP_001237369.2	XP_025994879.2
OG0005792	XP_310713.5	XP_039306936.1
OG0005793	XP_315811.2	XP_011176237.1
OG0005794	XP_564779.1	XP_025987940.2
OG0005795	XP_314049.4	XP_011172110.1
OG0005796	XP_001688935.1	XP_011172128.1
OG0005798	XP_312935.5	XP_011169620.1
OG0005799	XP_319126.4	XP_011156311.1
OG0005800	XP_319186.4	XP_011170787.1
OG0005801	XP_307303.4, XP_001230714.2	XP_011165079.1
OG0005802	XP_001689332.2	XP_011164649.1, XP_011164648.1
OG0005803	XP_316925.4, XP_308029.3	XP_011176037.2
OG0005804	XP_311074.5	XP_011172889.1
OG0005805	XP_314791.4	XP_011163776.2
OG0005806	XP_317442.4	XP_025986073.1
OG0005807	XP_001688598.1, XP_314981.2	XP_011170521.2
OG0005808	XP_321034.5	XP_011159961.1
OG0005809	XP_320787.4	XP_025985900.1
OG0005810	XP_308002.5	XP_011168596.1
OG0005811	XP_309768.4	XP_011173086.3
OG0005813	XP_317937.4	XP_011172252.1
OG0005814	XP_001238364.2	XP_011172066.1
OG0005815	XP_321156.5	XP_025997256.2
OG0005816	XP_321796.4	XP_025986992.1
OG0005817	XP_563834.4	XP_011162295.1
OG0005818	XP_315807.4	XP_011171992.1, XP_011171991.1
OG0005845	XP_318648.4	XP_011169158.1
OG0005846	XP_309930.2	XP_011164772.1
OG0005847	XP_309516.3	XP_011156506.1
OG0005848	XP_313355.4	XP_025988775.1
OG0005849	XP_313357.3	XP_011155824.1
OG0005850	XP_552148.2	XP_011155825.1
OG0005851	XP_319222.2	XP_039303677.1
OG0005852	XP_321877.2	XP_011175108.1
OG0005853	XP_314292.2	NP_001291518.1
OG0005854	XP_310998.2	XP_025991113.1
OG0005855	XP_311570.4	XP_011161242.1
OG0005856	XP_312465.2	XP_039312326.1
OG0005857	XP_319401.2	XP_011159537.1
OG0005858	XP_320428.3	XP_011170968.1
OG0005859	XP_318743.3	XP_011175557.2
OG0005860	XP_309142.3	XP_011163999.1
OG0005861	XP_317010.3	XP_025987197.1
OG0005862	XP_317626.4	XP_039304512.1
OG0005863	XP_308251.4	XP_039310803.1
OG0005864	XP_001687910.1	XP_011175527.1
OG0005865	XP_558608.3	XP_011161612.1
OG0005866	XP_317219.3	XP_011175129.1
OG0005867	XP_318656.4	XP_011169593.1
OG0005868	XP_319355.3	XP_011156336.1
OG0005869	XP_309616.5, XP_003436701.1	XP_025993578.1
OG0005870	XP_553409.3	XP_011169386.1
OG0005871	XP_315909.4	XP_011161520.1
OG0005872	XP_001230917.2	XP_011157441.1
OG0005873	XP_320327.2	XP_011165066.1
OG0005875	XP_001237521.2	XP_011165551.1
OG0005876	XP_320442.4, XP_320447.4	XP_025993880.1
OG0005877	XP_314349.4, XP_001688565.1	XP_011167729.2
OG0005878	XP_001238010.2	XP_025992829.1
OG0005879	XP_316875.5	XP_011176377.1
OG0005880	XP_316219.4	XP_011162086.1
OG0005881	XP_320776.2	XP_011164371.1
OG0005883	XP_312545.3	XP_011167740.1
OG0005884	XP_320585.1	XP_011173074.1
OG0005886	XP_310246.2, XP_310245.5	XP_011165227.1
OG0005887	XP_003435741.1	XP_011160729.1
OG0005888	XP_313729.3	XP_011170133.1
OG0005889	XP_309349.3	XP_011175582.1
OG0005890	XP_316178.4	XP_011161081.1
OG0005891	XP_320488.3	XP_011164372.1
OG0005892	XP_309477.3	XP_011167437.2
OG0005893	XP_564611.3	XP_025996214.1
OG0005894	XP_308392.4	XP_011166362.1
OG0005895	XP_316970.3	XP_011160841.1
OG0005896	XP_320237.3	NP_001291528.1
OG0005897	XP_321087.2	XP_011161627.1
OG0005898	XP_312872.4	XP_011157138.1
OG0005899	XP_321925.2	XP_011175114.1
OG0005900	XP_308501.2	XP_011166184.1
OG0005901	XP_312196.1	XP_011159498.2
OG0005902	XP_316147.4	XP_011163131.2
OG0005903	XP_318387.2	XP_011167410.1
OG0005904	XP_313653.4	XP_011165549.1
OG0005905	XP_321335.3	XP_011176026.1
OG0005906	XP_319028.4	XP_011169865.1
OG0005907	XP_316392.3	XP_011157844.1
OG0005908	XP_317351.1	XP_011158600.1
OG0005909	XP_316000.1	XP_011156456.1
OG0005910	XP_318952.3	XP_011167826.1
OG0005911	XP_318301.4	XP_011170015.1
OG0005912	XP_315439.4	XP_011166257.1
OG0005913	XP_310416.7	XP_011173604.1
OG0005914	XP_311398.3	XP_011160265.1
OG0005915	XP_001689215.1	XP_011160156.1, XP_011160157.1
OG0005916	XP_318683.2	XP_025988306.1
OG0005917	XP_318076.3	XP_011156363.1
OG0005918	XP_321189.4	XP_011168251.1
OG0005919	XP_316602.1	XP_025994718.1
OG0005920	XP_319141.3	XP_011171193.1
OG0005921	XP_320969.4	XP_011168607.1
OG0005922	XP_308676.4	XP_011156449.1
OG0005924	XP_315750.3	XP_011168767.1
OG0005925	XP_320424.4	XP_039303796.1
OG0005926	XP_318954.3	XP_025992920.1
OG0005927	XP_316402.2	XP_011170092.1
OG0005928	XP_309652.2	XP_025993462.1
OG0005929	XP_554509.2	XP_011170426.1
OG0005930	XP_555357.2	XP_011156101.1
OG0005931	XP_310578.5	XP_011166307.1
OG0005932	XP_306849.2, XP_318426.5	XP_011170103.1
OG0005933	XP_315192.4	XP_011176383.1
OG0005934	XP_314737.4	XP_011157438.1
OG0005935	XP_310818.3	XP_011162212.2
OG0005936	XP_316159.4	XP_039305805.1
OG0005937	XP_320871.3	XP_011170130.1
OG0005939	XP_309192.2	XP_011160925.1
OG0005940	XP_313374.4, XP_003436536.1	XP_011171586.1
OG0005941	XP_313276.4	XP_011167456.1
OG0005942	XP_003435965.1	XP_011165124.1
OG0005944	XP_308117.4	XP_011175830.1
OG0005945	XP_319985.2	XP_039308765.1
OG0005946	XP_320743.4	XP_011158029.1
OG0005947	XP_314532.3	XP_011172389.1
OG0005948	XP_311498.2	XP_011163942.1
OG0005949	XP_560261.3, XP_003437181.1	XP_025994843.1
OG0005950	XP_315327.3	XP_025988600.2
OG0005951	XP_001237910.2	XP_011160526.1
OG0005952	XP_316820.5	XP_011165625.1
OG0005956	XP_316555.4	XP_011161239.1
OG0005958	XP_320211.4	XP_011171191.1
OG0005959	XP_321077.2	XP_011171047.1
OG0005960	XP_313381.4	XP_011172884.1
OG0005961	XP_316218.4	XP_011162329.1
OG0005962	XP_308162.3	XP_025987702.2
OG0005963	XP_001688932.1, XP_316642.2	XP_011171970.1
OG0005965	XP_319870.3	XP_011175539.2
OG0005966	XP_320754.1	XP_011175205.1
OG0005967	XP_314432.2	XP_011167055.1
OG0005968	XP_307560.4, XP_314356.4	XP_011172489.1
OG0005969	XP_311293.5	XP_011167270.2
OG0005970	XP_312921.3	XP_011175566.2
OG0005972	XP_321994.5	XP_011156296.2
OG0005973	XP_308350.2	XP_011155948.1
OG0005974	XP_308441.4	XP_025995937.1
OG0005975	XP_318437.3	XP_011172302.1
OG0005976	XP_319573.4	XP_011157754.1
OG0005977	XP_003435736.1	XP_011166849.1
OG0005978	XP_314355.4	XP_011163169.1
OG0005979	XP_321323.3	XP_011168312.1
OG0005980	XP_314717.3	XP_011176265.1
OG0005981	XP_319347.2	NP_001291517.1
OG0005982	XP_001237213.1	XP_011173221.1
OG0005983	XP_309929.3	XP_011164374.1
OG0005984	XP_311211.5	XP_039311666.1
OG0005985	XP_317419.4	XP_011156583.1
OG0005986	XP_316306.3	XP_011165697.1
OG0005987	XP_001688635.1	XP_011156161.1
OG0005988	XP_308018.4	XP_011176017.2
OG0005989	XP_308418.4	XP_011163611.2
OG0005990	XP_317151.4	XP_011157796.1
OG0005991	XP_321527.2	XP_011164749.1
OG0005992	XP_558141.3	XP_039313602.1
OG0005993	XP_317836.3	XP_039313675.1
OG0005994	XP_001238545.2	XP_011158118.1
OG0005995	XP_308101.3	XP_011163816.1
OG0005996	XP_314715.3	XP_011164836.1, XP_011164837.1
OG0005997	XP_319155.2	XP_011172775.1
OG0005999	XP_311981.5	XP_011158306.1
OG0006000	XP_311295.4	XP_011159110.1
OG0006001	XP_310192.3	XP_011165352.1
OG0006002	XP_314559.4	XP_011164427.1
OG0006003	XP_312519.3	XP_011164893.1
OG0006004	XP_317017.4	XP_025996365.1
OG0006005	XP_316595.4	XP_039307047.1
OG0006006	XP_321082.5, XP_003435983.1	XP_011171030.1
OG0006007	XP_003436548.1, XP_313423.5	XP_011173480.1
OG0006008	XP_321399.5	XP_011161272.1
OG0006009	XP_308135.4	XP_011176287.1
OG0006010	XP_560072.4	XP_011160408.2
OG0006011	XP_317717.3	XP_011167393.1
OG0006012	XP_312197.3	XP_025987893.1
OG0006013	XP_311858.5	XP_011167084.2
OG0006014	XP_319649.4	XP_011156588.1
OG0006015	XP_311424.1	XP_011155583.1
OG0006016	XP_314636.3	XP_011170713.2
OG0006017	XP_566290.4	XP_011169442.1
OG0006018	XP_001687753.2	XP_039303549.1
OG0006019	XP_321352.4	XP_011157387.1
OG0006020	XP_556934.3	XP_011164328.1
OG0006021	XP_321822.5	XP_011164651.2
OG0006022	XP_560198.4	XP_011171146.2
OG0006023	XP_312466.2	XP_025988659.1
OG0006024	XP_309524.4	XP_011161165.1
OG0006025	XP_307919.5	XP_011176245.1
OG0006026	XP_322015.3	XP_039305923.1, XP_011161349.2
OG0006028	XP_311455.4	XP_025988921.1
OG0006029	XP_564621.3	XP_025986040.1
OG0006030	XP_319583.4	XP_011164189.1
OG0006031	XP_317220.3, XP_307671.3	XP_039306472.1
OG0006032	XP_319939.4	XP_011167068.1, XP_039312293.1
OG0006033	XP_315419.5, XP_001688659.2	XP_025991735.1
OG0006034	XP_318114.3	XP_011168405.1
OG0006036	XP_321782.4	XP_011165774.1
OG0006037	XP_308567.4	XP_039310711.1
OG0006038	XP_319464.4	XP_025988113.1
OG0006039	XP_001237172.1	XP_011165632.2
OG0006040	XP_320467.4	XP_011155826.1
OG0006042	XP_308792.4	XP_011160627.1
OG0006043	XP_316344.4	XP_011169055.1
OG0006044	XP_315527.3	XP_025986878.1
OG0006045	XP_321324.2	XP_039309184.1
OG0006046	XP_313818.4	XP_011170095.1
OG0006047	XP_319728.4	XP_025993790.1
OG0006048	XP_320719.3	XP_039308934.1
OG0006049	XP_309566.4	XP_025993179.1, XP_039313301.1
OG0006050	XP_311900.4	XP_039302714.1
OG0006051	XP_317666.4	XP_039304691.1
OG0006052	XP_317609.3	XP_011167349.2
OG0006053	XP_312571.3, XP_003436104.1	XP_025991723.1
OG0006054	XP_315435.4	XP_011175556.1, XP_011175555.1
OG0006055	XP_312429.5	XP_011165820.1
OG0006056	XP_317753.4	XP_011166206.1
OG0006057	XP_319596.4	XP_011162542.1
OG0006058	XP_316473.2	XP_011159522.1
OG0006059	XP_319454.4	XP_025995414.1
OG0006060	XP_552222.3	XP_025994464.1
OG0006061	XP_309679.5	XP_025986211.1, XP_011156524.1
OG0006062	XP_320688.4	XP_025995240.1
OG0006063	XP_312441.4	XP_011155313.2
OG0006064	XP_312882.5	XP_011171793.1
OG0006065	XP_317279.4	XP_039313502.1
OG0006066	XP_312321.5	XP_039308359.1
OG0006067	XP_312390.4	XP_011166565.2
OG0006068	XP_316217.3	XP_011160239.1
OG0006069	XP_317558.4	XP_039307352.1
OG0006070	XP_321844.5	XP_011163624.2
OG0006071	XP_312594.1	XP_011168394.1
OG0006072	XP_310529.5	XP_011174576.1, XP_011174582.1
OG0006073	XP_559033.3	XP_011158768.1
OG0006074	XP_309991.2	XP_011173522.1
OG0006075	XP_310122.4, XP_307094.2	XP_011162976.1
OG0006076	XP_312315.5	XP_011165784.1
OG0006077	XP_564713.3	XP_011168067.1
OG0006078	XP_318953.4	XP_039305505.1
OG0006079	XP_311489.4	XP_011159252.1
OG0006080	XP_315698.4	XP_011168450.1
OG0006081	XP_310354.1	XP_011158535.1
OG0006082	XP_314553.3	XP_011159658.1
OG0006083	XP_314172.1	XP_011175858.1
OG0006084	XP_321536.5	XP_039312004.1
OG0006085	XP_309541.4	XP_039305034.1
OG0006086	XP_315463.3	XP_011176156.1
OG0006087	XP_317270.4	XP_011165618.2
OG0006088	XP_003436507.1, XP_313256.2	XP_011173348.1
OG0006089	XP_317855.2	XP_011160321.2
OG0006090	XP_320147.4	XP_011165546.1
OG0006091	XP_312401.5	XP_039314075.1
OG0006092	XP_315563.4	XP_011171984.1
OG0006093	XP_309311.4	XP_039310518.1, XP_025987410.1
OG0006094	XP_318814.4	XP_011165722.1
OG0006095	XP_308662.1	XP_011172304.1
OG0006096	XP_310914.4	XP_011157882.2
OG0006097	XP_308048.5	XP_011168533.1
OG0006098	XP_309832.4	XP_011162569.1
OG0006099	XP_312236.5	XP_011171158.1
OG0006100	XP_321446.3	XP_011167844.1
OG0006101	XP_001689239.1	XP_039302178.1
OG0006102	XP_310695.4	XP_025988242.1
OG0006103	XP_317368.3	XP_011160229.1
OG0006104	XP_553580.3	XP_011165718.1
OG0006105	XP_320947.5	XP_011158920.1
OG0006106	XP_003436228.1	XP_011166635.2
OG0006107	XP_313727.3	XP_011159533.1
OG0006108	XP_003435756.1, XP_322013.5	XP_011171147.1
OG0006110	XP_309899.3	XP_011161804.1
OG0006111	XP_320945.5	XP_011169430.1
OG0006112	XP_315542.3	XP_039309276.1
OG0006113	XP_312937.5	XP_011156505.1
OG0006114	XP_307940.5	XP_011173100.1
OG0006116	XP_308293.4	XP_011163420.2
OG0006117	XP_309513.3	XP_011158738.2
OG0006118	XP_560205.4	XP_039312567.1
OG0006119	XP_312577.3	XP_011170329.1
OG0006120	XP_317062.4	XP_025996085.1
OG0006121	XP_307284.3, XP_551203.4	XP_025992613.1
OG0006123	XP_308395.4	XP_011159748.1
OG0006124	XP_317207.2	XP_039310467.1, XP_011162739.1
OG0006125	XP_315964.4	XP_011172397.1
OG0006126	XP_317113.3	XP_025994543.1
OG0006127	XP_320715.3	XP_011163050.1
OG0006128	XP_315966.4	XP_025994037.1
