Orthogroup	Polistes_dominula	Aedes_aegypti
OG0005520	XP_015173776.1	XP_021712995.1
OG0005521	XP_015175226.1	XP_001661330.2
OG0005522	XP_015172245.1	XP_021696446.1
OG0005523	XP_015182886.1	XP_001656323.1
OG0005524	XP_015182641.1	XP_021707075.1
OG0005525	XP_015180253.1, XP_015180225.1, XP_015180034.1	XP_011493344.1
OG0005526	XP_015178814.1	XP_001658295.1, XP_021712378.1
OG0005527	XP_015178495.1	XP_021712011.1, XP_001653056.1
OG0005528	XP_015172952.1	XP_021696331.1
OG0005529	XP_015184260.1	XP_021695374.1
OG0005530	XP_015175509.1	XP_021701707.1
OG0005531	XP_015179390.1	XP_021708756.1
OG0005532	XP_015179990.1	XP_001655507.2
OG0005533	XP_015187865.1	XP_021709067.1
OG0005534	XP_015176007.1	XP_021700855.1
OG0005535	XP_015191845.1	XP_001663521.2
OG0005537	XP_015176511.1	XP_001659252.2
OG0005538	XP_015172663.1	XP_021707195.1, XP_021707190.1
OG0005539	XP_015188352.1	XP_021696795.1
OG0005540	XP_015186228.1	XP_001662857.2
OG0005541	XP_015191042.1	XP_021697242.1
OG0005542	XP_015179035.1, XP_015179036.1	XP_021706975.1, XP_021711738.1
OG0005543	XP_015187592.1	XP_001661807.2
OG0005544	XP_015181552.1	XP_021712799.1, XP_021712999.1
OG0005545	XP_015183603.1	XP_001660554.2
OG0005546	XP_015188813.1	XP_021694910.1
OG0005547	XP_015177904.1	XP_001657836.1
OG0005548	XP_015177663.1	XP_021702943.1
OG0005549	XP_015184621.1	XP_021695717.1
OG0005550	XP_015191184.1	XP_021710070.1
OG0005551	XP_015187730.1	XP_021704985.1
OG0005552	XP_015179234.1	XP_021708963.1
OG0005553	XP_015175689.1	XP_021693037.1
OG0005554	XP_015177925.1	XP_001659381.2, XP_021699652.1
OG0005555	XP_015185897.1	XP_001655775.1, XP_021706181.1
OG0005556	XP_015178579.1	XP_001654438.2
OG0005557	XP_015173799.1	XP_021712745.1, XP_021705420.1
OG0005558	XP_015174679.1	XP_021694994.1
OG0005559	XP_015183623.1	XP_021711790.1, XP_001661758.1
OG0005560	XP_015191515.1	XP_001658249.2
OG0005561	XP_015185687.1	XP_021700330.1
OG0005562	XP_015175233.1	XP_021709331.1
OG0005563	XP_015178026.1	XP_001652194.1
OG0005564	XP_015173973.1	XP_021706226.1, XP_021706227.1
OG0005565	XP_015183948.1	XP_011493493.2
OG0005566	XP_015181812.1	XP_021699477.1, XP_021699482.1
OG0005567	XP_015180064.1	XP_001661879.1, XP_021707888.1, XP_021707889.1
OG0005568	XP_015176313.1	XP_021697769.1
OG0005569	XP_015186921.1	XP_021697607.1
OG0005570	XP_015188886.1	XP_001650026.1
OG0005571	XP_015171714.1	XP_021698054.1
OG0005572	XP_015180646.1	XP_001650265.1
OG0005573	XP_015184398.1	XP_021696239.1
OG0005574	XP_015176587.1	XP_001653437.1
OG0005575	XP_015178677.1	XP_021702178.1
OG0005576	XP_015184655.1	XP_021707150.1
OG0005577	XP_015173203.1	XP_001654766.1
OG0005578	XP_015188955.1	XP_021693055.1, XP_021693056.1
OG0005579	XP_015188835.1	XP_021693516.1
OG0005580	XP_015177399.1	XP_001661752.1
OG0005581	XP_015184257.1	XP_021704245.1
OG0005582	XP_015178417.1, XP_015178415.1	XP_001656741.1, XP_021708496.1
OG0005583	XP_015189004.1	XP_001657871.2
OG0005584	XP_015183253.1	XP_021713159.1, XP_001658106.1
OG0005585	XP_015176809.1	XP_001655117.1
OG0005586	XP_015175453.1	XP_021694802.1, XP_021694801.1
OG0005587	XP_015177106.1	XP_001659986.2
OG0005588	XP_015188892.1	XP_021713186.1, XP_021713185.1
OG0005589	XP_015186059.1	XP_001651293.1
OG0005590	XP_015181794.1	XP_021706755.1
OG0005591	XP_015175475.1	XP_021695577.1
OG0005593	XP_015172529.1	XP_021697020.1
OG0005594	XP_015191813.1	XP_021693198.1
OG0005595	XP_015172364.1	XP_001658556.1
OG0005597	XP_015175501.1	XP_001662422.2
OG0005598	XP_015190425.1	XP_001652402.1
OG0005599	XP_015191653.1	XP_021713166.1, XP_021712070.1, XP_021712364.1
OG0005600	XP_015173831.1	XP_001661408.2
OG0005601	XP_015188189.1	XP_021694948.1
OG0005602	XP_015189992.1	XP_021694074.1
OG0005603	XP_015179661.1	XP_021692939.1
OG0005604	XP_015179673.1	XP_021697543.1
OG0005605	XP_015189136.1	XP_001661622.1
OG0005606	XP_015186555.1	XP_021699592.1, XP_021699583.1
OG0005607	XP_015187615.1	XP_021708900.1
OG0005608	XP_015172867.1	XP_001658264.2
OG0005609	XP_015184697.1	XP_021696080.1
OG0005610	XP_015184690.1	XP_021696083.1
OG0005611	XP_015172096.1	XP_021706163.1
OG0005612	XP_015182057.1	XP_001659705.2
OG0005613	XP_015191780.1	XP_001649210.1
OG0005614	XP_015173732.1	XP_021693091.1
OG0005615	XP_015179451.1	XP_021713162.1, XP_001658107.2, XP_021712560.1
OG0005616	XP_015177781.1	XP_021706703.1
OG0005617	XP_015185281.1	XP_021693314.1
OG0005618	XP_015172263.1	XP_021700091.1, XP_021700092.1
OG0005619	XP_015184373.1	XP_001656563.1
OG0005620	XP_015177539.1	XP_001649256.2
OG0005621	XP_015191576.1	XP_021707763.1
OG0005622	XP_015183793.1	XP_021705109.1, XP_001651895.1
OG0005623	XP_015178971.1	XP_001650896.2
OG0005624	XP_015176387.1	XP_001654311.1
OG0005625	XP_015174162.1	XP_021702622.1
OG0005626	XP_015176048.1	XP_021694519.1
OG0005627	XP_015186867.1	XP_021698114.1
OG0005628	XP_015178568.1	XP_001664064.2
OG0005629	XP_015176497.1	XP_001649208.2
OG0005630	XP_015175647.1	XP_021694041.1
OG0005631	XP_015183830.1	XP_021709999.1
OG0005632	XP_015180234.1	XP_021696132.1
OG0005633	XP_015172597.1	XP_021706616.1
OG0005634	XP_015191181.1	XP_021704529.1
OG0005635	XP_015182267.1, XP_015182268.1	XP_001656010.2
OG0005637	XP_015171546.1	XP_021713334.1
OG0005638	XP_015191629.1	XP_021697328.1, XP_021697327.1, XP_011493059.2, XP_001653719.2
OG0005639	XP_015180176.1	XP_021710800.1
OG0005640	XP_015182297.1	XP_021695966.1
OG0005641	XP_015191823.1	XP_021712883.1, XP_021712880.1, XP_021712879.1, XP_021712882.1, XP_021712881.1, XP_001658094.2
OG0005642	XP_015191424.1	XP_021708469.1
OG0005643	XP_015185374.1	XP_021702637.1
OG0005644	XP_015175381.1	XP_001658977.2, XP_021708701.1, XP_001663362.1
OG0005645	XP_015185350.1	XP_001649398.2
OG0005646	XP_015191316.1	XP_021698438.1
OG0005647	XP_015189370.1	XP_001659861.2
OG0005649	XP_015172186.1	XP_001657570.1
OG0005650	XP_015184869.1	XP_001662902.1
OG0005651	XP_015189046.1	XP_001653377.1
OG0005652	XP_015171505.1	XP_021694834.1, XP_021694835.1
OG0005653	XP_015189269.1	XP_021706793.1
OG0005654	XP_015179925.1	XP_021706270.1
OG0005655	XP_015188406.1	XP_021703045.1
OG0005656	XP_015177619.1	XP_001660834.1, XP_021704340.1
OG0005657	XP_015188909.1	XP_021707808.1, XP_021707809.1
OG0005658	XP_015174452.1	XP_021700085.1
OG0005659	XP_015190536.1	XP_021708544.1
OG0005660	XP_015191251.1, XP_015191250.1	XP_001654548.2, XP_021693462.1
OG0005661	XP_015175754.1	XP_001654405.1
OG0005662	XP_015177765.1	XP_021703538.1
OG0005663	XP_015175985.1	XP_001663412.1, XP_021712944.1
OG0005664	XP_015173224.1	XP_001656223.1
OG0005665	XP_015185780.1	XP_021703934.1
OG0005666	XP_015172942.1	XP_021705904.1
OG0005667	XP_015177462.1	XP_001654880.1
OG0005668	XP_015188349.1	XP_021703193.1
OG0005669	XP_015186111.1	XP_021697834.1
OG0005670	XP_015183677.1	XP_021693210.1
OG0005671	XP_015188481.1	XP_001661219.1
OG0005672	XP_015181610.1	XP_011493097.1
OG0005673	XP_015178906.1	XP_001650875.1
OG0005674	XP_015172848.1	XP_021712744.1
OG0005675	XP_015180191.1	XP_021707022.1
OG0005676	XP_015171367.1	XP_021710890.1
OG0005677	XP_015189518.1	XP_001659262.2
OG0005678	XP_015180997.1	XP_021713415.1
OG0005679	XP_015182965.1	XP_021699347.1
OG0005682	XP_015180208.1	XP_021703270.1
OG0005683	XP_015182756.1	XP_021699209.1
OG0005684	XP_015187061.1	XP_021708011.1
OG0005685	XP_015181841.1	XP_021698257.1
OG0005686	XP_015182731.1	XP_021702395.1
OG0005687	XP_015171449.1	XP_021708013.1
OG0005688	XP_015173902.1, XP_015173903.1	XP_021706983.1
OG0005689	XP_015183875.1	XP_021704159.1
OG0005690	XP_015171242.1	XP_021710519.1
OG0005691	XP_015172042.1	XP_001664223.1
OG0005692	XP_015185345.1	XP_021698874.1
OG0005693	XP_015186884.1	XP_001659295.2
OG0005695	XP_015181279.1	XP_001648087.1
OG0005696	XP_015191236.1	XP_021709415.1
OG0005697	XP_015188974.1	XP_021700878.1
OG0005698	XP_015176186.1	XP_021697754.1
OG0005699	XP_015171622.1	XP_021711309.1
OG0005700	XP_015186125.1	XP_021693854.1, XP_021693870.1
OG0005701	XP_015174037.1	XP_021709128.1
OG0005702	XP_015186244.1	XP_021701030.1, XP_021701029.1
OG0005704	XP_015191662.1	XP_001653286.2
OG0005705	XP_015171871.1	XP_021711437.1
OG0005706	XP_015174888.1, XP_015174890.1	XP_021710240.1
OG0005707	XP_015172120.1	XP_021707695.1
OG0005708	XP_015181423.1	XP_021693132.1
OG0005709	XP_015174593.1, XP_015174594.1	XP_001662634.2
OG0005710	XP_015176318.1	XP_021708830.1, XP_021711825.1
OG0005711	XP_015180965.1	XP_001650511.2
OG0005712	XP_015185957.1	XP_001660921.1
OG0005713	XP_015184156.1	XP_001656738.1
OG0005714	XP_015178939.1, XP_015178937.1, XP_015178938.1	XP_021699693.1
OG0005715	XP_015172650.1	XP_021702211.1
OG0005716	XP_015184993.1	XP_021707235.1
OG0005717	XP_015186498.1	XP_021708798.1
OG0005718	XP_015187268.1	XP_001661139.1
OG0005719	XP_015181384.1	XP_021695903.1, XP_021695904.1
OG0005720	XP_015184299.1	XP_001654451.1
OG0005721	XP_015189452.1	XP_001659247.1
OG0005722	XP_015188036.1	XP_021699580.1
OG0005724	XP_015179058.1, XP_015179064.1	XP_001658297.1
OG0005725	XP_015172192.1	XP_021708086.1
OG0005726	XP_015188466.1	XP_021710262.1, XP_021711907.1
OG0005727	XP_015175463.1	XP_021706187.1
OG0005728	XP_015180788.1	XP_001658963.1
OG0005729	XP_015178223.1, XP_015178225.1	XP_021710239.1
OG0005730	XP_015181808.1	XP_001657231.1
OG0005732	XP_015190307.1	XP_001659130.2
OG0005733	XP_015183696.1	XP_001652387.1
OG0005734	XP_015187572.1	XP_001654071.1
OG0005735	XP_015171308.1	XP_021707136.1
OG0005736	XP_015185937.1	XP_021701842.1, XP_001658464.2
OG0005737	XP_015189013.1	XP_021709659.1
OG0005738	XP_015182905.1	XP_021707684.1
OG0005740	XP_015182918.1, XP_015182919.1	XP_001664113.2
OG0005741	XP_015177515.1	XP_001659131.2
OG0005742	XP_015188325.1	XP_021708526.1, XP_021708522.1
OG0005743	XP_015184989.1	XP_021694724.1
OG0005744	XP_015181560.1	XP_001652102.2
OG0005745	XP_015183991.1	XP_021708396.1, XP_001659006.2, XP_021711743.1, XP_021711744.1
OG0005746	XP_015174276.1	XP_001655140.1
OG0005747	XP_015171865.1	XP_001651608.1
OG0005748	XP_015189513.1	XP_021704788.1
OG0005749	XP_015182912.1	XP_021711360.1
OG0005750	XP_015187202.1	XP_001661373.2
OG0005751	XP_015179295.1	XP_021712079.1, XP_001653614.2
OG0005752	XP_015189601.1, XP_015189611.1	XP_021701680.1
OG0005754	XP_015183153.1	XP_001647695.2
OG0005755	XP_015178011.1, XP_015178012.1	XP_001648157.1
OG0005756	XP_015182673.1	XP_001648276.2, XP_001648277.2
OG0005757	XP_015171743.1, XP_015171744.1	XP_001648484.2
OG0005758	XP_015181779.1	XP_001648725.1, XP_001648727.1, XP_001648726.1
OG0005759	XP_015178407.1	XP_001649191.2, XP_021703003.1, XP_021703001.1
OG0005760	XP_015188035.1	XP_001649382.2
OG0005761	XP_015176148.1	XP_001651005.2
OG0005762	XP_015182049.1	XP_001651967.2
OG0005763	XP_015177794.1	XP_001652439.1
OG0005764	XP_015181658.1	XP_001652932.1
OG0005765	XP_015174283.1	XP_001653029.1
OG0005766	XP_015181929.1	XP_001653462.1
OG0005767	XP_015175832.1	XP_001654174.2
OG0005768	XP_015179145.1	XP_001654308.1, XP_011493529.1
OG0005769	XP_015176550.1, XP_015176548.1	XP_001654894.1
OG0005770	XP_015183759.1	XP_001655423.2
OG0005771	XP_015173724.1	XP_001655489.1, XP_001655487.1, XP_021707422.1, XP_021707421.1
OG0005772	XP_015174093.1, XP_015174091.1	XP_001655911.1
OG0005773	XP_015174924.1	XP_001655996.2
OG0005774	XP_015176731.1, XP_015176730.1, XP_015176732.1	XP_001656458.2
OG0005775	XP_015187435.1	XP_001656558.1
OG0005776	XP_015181314.1	XP_001656615.2
OG0005777	XP_015183850.1	XP_001656679.2
OG0005778	XP_015188856.1	XP_001658235.3
OG0005779	XP_015177108.1	XP_001658394.2
OG0005780	XP_015178909.1	XP_001658432.1
OG0005781	XP_015173887.1	XP_021712236.1, XP_001658596.1
OG0005782	XP_015172580.1	XP_001658869.1
OG0005783	XP_015187838.1	XP_001658967.2
OG0005784	XP_015184666.1	XP_001660021.2
OG0005785	XP_015190346.1	XP_001660512.1
OG0005786	XP_015184259.1	XP_001660806.2
OG0005787	XP_015173869.1	XP_001662150.1
OG0005788	XP_015180336.1	XP_021701704.1, XP_001662959.1
OG0005789	XP_015180063.1	XP_021693093.1
OG0005790	XP_015171903.1	XP_021693209.1, XP_021694927.1
OG0005791	XP_015182217.1	XP_021694939.1, XP_021694940.1
OG0005792	XP_015172643.1	XP_021694976.1
OG0005793	XP_015174416.1	XP_021695576.1
OG0005794	XP_015172530.1	XP_021696606.1
OG0005795	XP_015173655.1	XP_021697337.1
OG0005796	XP_015173637.1	XP_021698430.1, XP_021698432.1, XP_021698431.1, XP_021698433.1
OG0005797	XP_015175882.1	XP_021713257.1, XP_021698889.1
OG0005798	XP_015183421.1	XP_021700109.1
OG0005799	XP_015183237.1	XP_021700428.1
OG0005800	XP_015177371.1	XP_021700476.1
OG0005801	XP_015189874.1	XP_021701068.1
OG0005802	XP_015188202.1, XP_015188201.1	XP_021701217.1
OG0005803	XP_015186118.1	XP_021701525.1, XP_021709660.1
OG0005804	XP_015176557.1, XP_015176556.1	XP_021702264.1
OG0005805	XP_015173777.1	XP_021702499.1
OG0005806	XP_015190215.1	XP_021703206.1
OG0005807	XP_015172846.1	XP_021703985.1
OG0005808	XP_015181376.1	XP_021704643.1
OG0005809	XP_015184220.1	XP_021704878.1, XP_021704880.1
OG0005810	XP_015188806.1	XP_021705482.1
OG0005811	XP_015181590.1	XP_021705974.1
OG0005812	XP_015180447.1	XP_021706292.1
OG0005813	XP_015181938.1, XP_015181937.1	XP_021706702.1
OG0005814	XP_015182381.1	XP_021712012.1, XP_021708780.1
OG0005815	XP_015180850.1	XP_021710073.1
OG0005816	XP_015175265.1	XP_021710192.1
OG0005817	XP_015190520.1	XP_021713411.1
OG0005845	XP_015190909.1	XP_021701334.1
OG0005846	XP_015185770.1	XP_001651796.1
OG0005847	XP_015176002.1	XP_001649125.1
OG0005848	XP_015174103.1	XP_021709631.1
OG0005849	XP_015178967.1	XP_001655005.1
OG0005850	XP_015184337.1	XP_001648107.1, XP_001648108.1
OG0005851	XP_015176953.1	XP_001647834.1
OG0005852	XP_015185931.1	XP_001661827.1
OG0005853	XP_015175297.1	XP_021712413.1, XP_001648567.1
OG0005854	XP_015177806.1	XP_021701840.1
OG0005855	XP_015183188.1	XP_001660320.1
OG0005856	XP_015173185.1	XP_001655376.1
OG0005857	XP_015176828.1	XP_001659139.1
OG0005858	XP_015177687.1	XP_001655992.1
OG0005859	XP_015171393.1	XP_001655159.1
OG0005860	XP_015175028.1	XP_011493218.1
OG0005861	XP_015191139.1	XP_021703642.1
OG0005862	XP_015172831.1	XP_021704087.1
OG0005863	XP_015181596.1	XP_021695920.1
OG0005864	XP_015174792.1	XP_001659904.1
OG0005865	XP_015175102.1	XP_001661551.2
OG0005866	XP_015183949.1	XP_021703581.1, XP_021703582.1
OG0005867	XP_015181751.1	XP_021701161.1, XP_001650904.1
OG0005868	XP_015172044.1	XP_001652665.1
OG0005869	XP_015171459.1	XP_001651182.2
OG0005870	XP_015173194.1	XP_001658185.1
OG0005871	XP_015185247.1	XP_001653151.2
OG0005872	XP_015172830.1	XP_001648064.1
OG0005873	XP_015175952.1	XP_001656828.1
OG0005875	XP_015190948.1	XP_001657213.1
OG0005876	XP_015190404.1	XP_001656000.1
OG0005877	XP_015189299.1	XP_021699957.1
OG0005878	XP_015185136.1	XP_021710242.1
OG0005879	XP_015178288.1	XP_001656310.2
OG0005880	XP_015182808.1	XP_001650442.1
OG0005881	XP_015184031.1	XP_001652542.1, XP_001658052.2
OG0005882	XP_015176820.1	XP_021712825.1, XP_001657476.1
OG0005883	XP_015179259.1, XP_015179258.1	XP_001658323.1
OG0005884	XP_015181659.1	XP_001656814.2
OG0005885	XP_015186660.1	XP_021706593.1
OG0005886	XP_015180036.1	XP_001650844.2
OG0005887	XP_015188123.1	XP_001658790.2
OG0005888	XP_015184125.1	XP_001648060.1
OG0005889	XP_015179916.1	XP_001656504.1
OG0005890	XP_015182529.1	XP_021697115.1
OG0005891	XP_015184033.1	XP_001650980.2
OG0005892	XP_015186496.1	XP_001663129.1
OG0005893	XP_015174522.1	XP_001650506.1
OG0005894	XP_015178638.1	XP_001658389.1
OG0005895	XP_015183264.1	XP_001654974.1
OG0005896	XP_015178295.1	XP_001652273.1
OG0005897	XP_015171670.1	XP_001662944.2
OG0005898	XP_015174534.1	XP_001662341.2
OG0005899	XP_015187560.1	XP_021706104.1, XP_001655818.2
OG0005900	XP_015182729.1	XP_001653076.1
OG0005901	XP_015177943.1	XP_001656446.1
OG0005902	XP_015186355.1	XP_001655849.1
OG0005903	XP_015190489.1	XP_001654091.1
OG0005904	XP_015175508.1	XP_001654851.1
OG0005905	XP_015186176.1	XP_001662201.1
OG0005906	XP_015172069.1	XP_001657133.1
OG0005907	XP_015181813.1	XP_001652167.1
OG0005908	XP_015186098.1	XP_021702147.1
OG0005909	XP_015189826.1	XP_021702823.1
OG0005910	XP_015174253.1	XP_021701319.1
OG0005911	XP_015182809.1	XP_021702328.1
OG0005912	XP_015178719.1	XP_001652052.1
OG0005913	XP_015185498.1	XP_001654707.1
OG0005915	XP_015184571.1	XP_001659682.2
OG0005916	XP_015177479.1	XP_021712109.1, XP_001649019.1
OG0005917	XP_015180942.1	XP_001658907.1
OG0005918	XP_015183211.1, XP_015183202.1	XP_001653814.1
OG0005919	XP_015179436.1	XP_001655512.2
OG0005920	XP_015179816.1	XP_001655146.1
OG0005921	XP_015182753.1, XP_015182752.1	XP_021707753.1
OG0005922	XP_015174907.1	XP_001663929.2
OG0005923	XP_015171466.1	XP_001663469.1
OG0005924	XP_015189122.1	XP_001663087.2
OG0005925	XP_015174074.1	XP_001652288.1, XP_021712654.1
OG0005926	XP_015173494.1	XP_001658165.2
OG0005927	XP_015187975.1	XP_001650598.2
OG0005928	XP_015181745.1	XP_001658413.1
OG0005929	XP_015176084.1	XP_001664192.2
OG0005930	XP_015175319.1	XP_001657637.2
OG0005931	XP_015191562.1, XP_015191561.1	XP_001655305.2
OG0005932	XP_015172070.1	XP_001658955.1
OG0005933	XP_015175401.1	XP_001655787.1
OG0005934	XP_015178518.1	XP_001649339.1
OG0005935	XP_015182326.1	XP_021693196.1
OG0005936	XP_015183766.1	XP_001650607.1
OG0005937	XP_015186381.1	XP_021705245.1
OG0005938	XP_015178533.1	XP_001650252.1
OG0005939	XP_015175208.1	XP_001648368.1
OG0005940	XP_015172150.1	XP_001658877.1
OG0005941	XP_015189364.1	XP_001651592.1
OG0005942	XP_015174098.1	XP_001658980.2
OG0005943	XP_015188297.1	XP_001656556.3
OG0005944	XP_015187472.1	XP_001657418.1, XP_021711980.1
OG0005945	XP_015175085.1	XP_021702014.1
OG0005946	XP_015189021.1	XP_021706173.1
OG0005947	XP_015171716.1	XP_001657467.1
OG0005948	XP_015173244.1	XP_001658945.1
OG0005949	XP_015189714.1	XP_021700021.1
OG0005950	XP_015186523.1	XP_021697148.1, XP_021697149.1, XP_021697150.1, XP_021697147.1
OG0005951	XP_015175436.1	XP_001648343.1
OG0005952	XP_015172748.1	XP_021706990.1
OG0005954	XP_015182293.1	XP_021705988.1
OG0005956	XP_015183190.1	XP_001656371.1
OG0005957	XP_015183594.1	XP_001658066.2, XP_001652469.2
OG0005958	XP_015182956.1	XP_021704184.1
OG0005959	XP_015174517.1	XP_001663472.2
OG0005960	XP_015183173.1	XP_001654684.1
OG0005961	XP_015186875.1	XP_001655459.2
OG0005962	XP_015190358.1	XP_001661327.1
OG0005963	XP_015186012.1	XP_001662374.1
OG0005965	XP_015182135.1	XP_021702732.1
OG0005966	XP_015179641.1	XP_001656796.2
OG0005967	XP_015173553.1	XP_021698314.1
OG0005968	XP_015188644.1	XP_001660155.1
OG0005969	XP_015179806.1	XP_001648601.2
OG0005970	XP_015188969.1	XP_001648630.1
OG0005972	XP_015187095.1	XP_001651995.1
OG0005973	XP_015189733.1	XP_021696447.1
OG0005974	XP_015186261.1	XP_021711869.1, XP_001656848.2
OG0005975	XP_015183836.1	XP_001661410.2
OG0005976	XP_015174281.1	XP_001663356.2
OG0005977	XP_015177551.1	XP_001661520.1
OG0005978	XP_015189020.1	XP_021699960.1
OG0005979	XP_015186211.1	XP_001652782.1
OG0005980	XP_015187385.1	XP_001657933.2
OG0005981	XP_015182233.1	XP_001663282.1
OG0005982	XP_015182471.1	XP_001647963.1
OG0005983	XP_015177485.1, XP_015177486.1	XP_001651798.1
OG0005984	XP_015176994.1	XP_001655177.1
OG0005985	XP_015184265.1	XP_001660797.2
OG0005986	XP_015171941.1	XP_001652173.1
OG0005987	XP_015188851.1	XP_001659332.1
OG0005988	XP_015183539.1	XP_001651019.1
OG0005989	XP_015173600.1	XP_001659177.2
OG0005990	XP_015178361.1	XP_001663059.1, XP_021702043.1
OG0005991	XP_015189300.1	XP_001663717.1
OG0005992	XP_015174518.1	XP_001657494.2
OG0005993	XP_015175812.1	XP_021710266.1
OG0005994	XP_015185023.1	XP_001658149.1
OG0005995	XP_015178855.1	XP_001656059.1
OG0005996	XP_015188920.1	XP_001648370.1
OG0005997	XP_015183025.1	XP_001661638.1
OG0005998	XP_015180832.1	XP_001663263.1
OG0005999	XP_015175462.1	XP_001647934.2
OG0006000	XP_015190807.1	XP_021694846.1
OG0006001	XP_015188157.1	XP_001652823.2
OG0006002	XP_015173008.1	XP_021694973.1
OG0006003	XP_015177245.1	XP_001661201.1
OG0006004	XP_015178199.1, XP_015178200.1	XP_021700664.1
OG0006005	XP_015174311.1	XP_021697915.1
OG0006006	XP_015174477.1	XP_021706799.1
OG0006007	XP_015182780.1	XP_021693531.1
OG0006008	XP_015171513.1	XP_021704210.1
OG0006009	XP_015191025.1	XP_001661450.1
OG0006010	XP_015180521.1	XP_021713400.1, XP_021708566.1
OG0006011	XP_015189160.1	XP_011493072.1
OG0006012	XP_015180227.1	XP_001656445.1
OG0006013	XP_015173213.1	XP_001651356.2
OG0006014	XP_015174615.1	XP_001658437.2
OG0006015	XP_015180909.1	XP_001653427.2
OG0006016	XP_015191554.1	XP_001661948.1
OG0006017	XP_015178951.1	XP_021694297.1, XP_021711896.1
OG0006018	XP_015191531.1	XP_021695067.1
OG0006019	XP_015181834.1	XP_001649511.2
OG0006020	XP_015174132.1	XP_021699051.1
OG0006021	XP_015179880.1	XP_021711092.1
OG0006022	XP_015173631.1	XP_001655300.2
OG0006023	XP_015184545.1	XP_001655231.2
OG0006024	XP_015191684.1	XP_021708658.1
OG0006025	XP_015187921.1	XP_021705604.1
OG0006026	XP_015181340.1	XP_001648996.2
OG0006027	XP_015182840.1	XP_021706774.1
OG0006028	XP_015186946.1	XP_021704838.1
OG0006029	XP_015171478.1	XP_021695918.1
OG0006030	XP_015187287.1	XP_001656929.2
OG0006031	XP_015185352.1	XP_021703577.1
OG0006032	XP_015176852.1	XP_021695290.1
OG0006033	XP_015185213.1	XP_021697075.1
OG0006034	XP_015173855.1	XP_021704323.1
OG0006035	XP_015182464.1	XP_001652627.2, XP_021709724.1
OG0006036	XP_015177312.1	XP_001661928.2
OG0006037	XP_015181984.1	XP_021697880.1
OG0006038	XP_015182998.1	XP_011493159.2
OG0006039	XP_015178147.1	XP_021694425.1
OG0006040	XP_015184359.1	XP_001648109.1
OG0006041	XP_015176935.1, XP_015176934.1	XP_001659197.1
OG0006042	XP_015187980.1	XP_021697520.1
OG0006043	XP_015190376.1	XP_021697029.1
OG0006044	XP_015180056.1	XP_021712133.1, XP_021699888.1
OG0006045	XP_015186172.1	XP_001652784.1
OG0006046	XP_015171246.1	XP_021713379.1
OG0006047	XP_015191231.1	XP_021701486.1
OG0006048	XP_015178648.1	XP_021712433.1, XP_001655696.1
OG0006049	XP_015187767.1	XP_001654429.1
OG0006050	XP_015171586.1	XP_021704493.1, XP_001656074.1
OG0006051	XP_015176988.1	XP_021701146.1
OG0006052	XP_015175120.1	XP_001652129.1
OG0006053	XP_015182628.1	XP_001647995.2
OG0006054	XP_015175142.1	XP_001652050.1
OG0006055	XP_015188273.1	XP_001661907.1
OG0006056	XP_015188782.1	XP_021700723.1
OG0006057	XP_015176083.1	XP_001650717.1
OG0006058	XP_015188586.1	XP_001661185.1
OG0006059	XP_015174090.1	XP_021710439.1
OG0006060	XP_015176093.1	XP_021706897.1
OG0006061	XP_015183833.1	XP_021693611.1
OG0006062	XP_015180814.1	XP_001661254.1
OG0006063	XP_015171740.1	XP_001652386.1
OG0006064	XP_015172850.1	XP_021710500.1, XP_001658653.1
OG0006065	XP_015176520.1	XP_021695262.1
OG0006066	XP_015182218.1	XP_021704229.1
OG0006067	XP_015172975.1	XP_021711726.1, XP_001657519.1
OG0006068	XP_015187390.1	XP_001661468.1
OG0006069	XP_015188115.1	XP_021695392.1
OG0006070	XP_015179594.1	XP_021705981.1
OG0006071	XP_015185489.1	XP_001655028.1
OG0006072	XP_015179602.1	XP_001648636.2
OG0006073	XP_015184098.1	XP_001648929.2
OG0006074	XP_015186951.1	XP_011493488.1
OG0006075	XP_015188824.1	XP_021711453.1
OG0006076	XP_015175483.1	XP_021704446.1
OG0006077	XP_015183498.1	XP_001648973.2
OG0006078	XP_015186258.1	XP_001649736.1
OG0006079	XP_015176230.1	XP_001649558.1
OG0006080	XP_015182081.1	XP_021696913.1
OG0006081	XP_015187717.1	XP_021707579.1
OG0006082	XP_015179099.1	XP_001662847.2
OG0006083	XP_015182104.1	XP_021699758.1
OG0006084	XP_015187716.1	XP_021708363.1
OG0006085	XP_015191786.1	XP_021708770.1
OG0006086	XP_015188459.1	XP_001657223.1
OG0006087	XP_015179804.1	XP_021703167.1
OG0006088	XP_015189656.1	XP_001649522.2
OG0006089	XP_015187766.1	XP_021711510.1
OG0006090	XP_015182195.1	XP_001649776.1
OG0006091	XP_015171282.1	XP_001652330.2
OG0006092	XP_015176506.1	XP_001648652.1
OG0006093	XP_015171738.1	XP_021710072.1
OG0006094	XP_015178392.1	XP_021703004.1
OG0006095	XP_015181094.1	XP_001652810.1
OG0006096	XP_015183444.1	XP_001654349.2
OG0006098	XP_015171531.1	XP_021707208.1
OG0006099	XP_015176332.1	XP_021704688.1
OG0006100	XP_015181974.1	XP_021694071.1
OG0006101	XP_015186924.1	XP_021705817.1
