Orthogroup	Polistes_dominula	Acyrthosiphon_pisum
OG0005568	XP_015176313.1	XP_008183325.1, XP_029345786.1
OG0005569	XP_015186921.1	XP_008183476.1
OG0005570	XP_015188886.1	XP_008183477.1
OG0005571	XP_015171714.1	XP_008183535.1, XP_029344432.1
OG0005572	XP_015180646.1	XP_008183616.1
OG0005573	XP_015184398.1	XP_008183693.1
OG0005574	XP_015176587.1	XP_008183874.1
OG0005575	XP_015178677.1	XP_008183942.1, XP_016661472.1
OG0005576	XP_015184655.1	XP_008183953.1
OG0005577	XP_015173203.1	XP_008183960.1
OG0005578	XP_015188955.1	XP_008183976.1
OG0005579	XP_015188835.1	XP_008184000.1, XP_016660655.1
OG0005580	XP_015177399.1	XP_008184034.1
OG0005581	XP_015184257.1	XP_008184042.1
OG0005582	XP_015178417.1, XP_015178415.1	XP_008184268.1
OG0005583	XP_015189004.1	XP_029341555.1, XP_008184402.1
OG0005584	XP_015183253.1	XP_008184451.1
OG0005585	XP_015176809.1	XP_016665161.1, XP_008184550.1
OG0005586	XP_015175453.1	XP_008184612.1
OG0005587	XP_015177106.1	XP_016660331.1, XP_008184801.1
OG0005588	XP_015188892.1	XP_008184861.1
OG0005589	XP_015186059.1	XP_008184973.1
OG0005590	XP_015181794.1	XP_008185015.1, XP_029348537.1
OG0005591	XP_015175475.1	XP_008185036.1
OG0005593	XP_015172529.1	XP_029343783.1, XP_008185101.1, XP_016661580.1
OG0005594	XP_015191813.1	XP_008185133.1
OG0005595	XP_015172364.1	XP_029346939.1, XP_008185165.1, XP_008185166.1
OG0005597	XP_015175501.1	XP_008185425.1
OG0005598	XP_015190425.1	XP_029343619.1, XP_008185456.1, XP_008185455.1
OG0005599	XP_015191653.1	XP_008185474.1
OG0005600	XP_015173831.1	XP_008185501.1
OG0005601	XP_015188189.1	XP_008185547.1, XP_029341854.1
OG0005602	XP_015189992.1	XP_008185828.1
OG0005603	XP_015179661.1	XP_008185972.1
OG0005604	XP_015179673.1	XP_008185991.1
OG0005605	XP_015189136.1	XP_008186225.2
OG0005606	XP_015186555.1	XP_008186291.1
OG0005607	XP_015187615.1	XP_008186386.1
OG0005608	XP_015172867.1	XP_008186493.1
OG0005609	XP_015184697.1	XP_008186642.1
OG0005610	XP_015184690.1	XP_008186644.1, XP_008186643.1
OG0005611	XP_015172096.1	XP_008186703.1, XP_029341521.1
OG0005612	XP_015182057.1	XP_008186833.1
OG0005613	XP_015191780.1	XP_008186955.1
OG0005614	XP_015173732.1	XP_008187097.1
OG0005615	XP_015179451.1	XP_008187136.1
OG0005616	XP_015177781.1	XP_008187145.2
OG0005617	XP_015185281.1	XP_008187320.1
OG0005618	XP_015172263.1	XP_008187417.1, XP_008187416.1
OG0005619	XP_015184373.1	XP_029343854.1, XP_008187426.1, XP_008187425.1
OG0005620	XP_015177539.1	XP_008187582.1, XP_008187583.1, XP_008187585.1, XP_029343872.1
OG0005621	XP_015191576.1	XP_008187674.1
OG0005622	XP_015183793.1	XP_008187717.1
OG0005623	XP_015178971.1	XP_008187718.1
OG0005624	XP_015176387.1	XP_008187905.1, XP_008187906.1
OG0005625	XP_015174162.1	XP_008187988.1
OG0005626	XP_015176048.1	XP_008188021.1
OG0005627	XP_015186867.1	XP_029345503.1, XP_008188027.1
OG0005628	XP_015178568.1	XP_008188055.1
OG0005629	XP_015176497.1	XP_008188112.1
OG0005630	XP_015175647.1	XP_008188547.1
OG0005631	XP_015183830.1	XP_008189814.1
OG0005632	XP_015180234.1	XP_008189826.1
OG0005633	XP_015172597.1	XP_008189867.1
OG0005634	XP_015191181.1	XP_008190158.1
OG0005635	XP_015182267.1, XP_015182268.1	XP_008190204.1
OG0005636	XP_015180448.1, XP_015180445.1	XP_016656277.1
OG0005637	XP_015171546.1	XP_029341327.1, XP_016656661.1, XP_029341633.1
OG0005638	XP_015191629.1	XP_016656780.1, XP_016664451.1
OG0005639	XP_015180176.1	XP_016656810.1
OG0005640	XP_015182297.1	XP_016656908.1
OG0005641	XP_015191823.1	XP_016657015.1
OG0005642	XP_015191424.1	XP_016657048.1
OG0005643	XP_015185374.1	XP_016657185.1, XP_016657186.1
OG0005644	XP_015175381.1	XP_016657374.1
OG0005645	XP_015185350.1	XP_016657643.1
OG0005646	XP_015191316.1	XP_016657940.1, XP_029345915.1
OG0005647	XP_015189370.1	XP_016658194.1
OG0005648	XP_015184880.1, XP_015184881.1, XP_015184882.1, XP_015184883.1, XP_015171365.1	XP_016658245.1
OG0005649	XP_015172186.1	XP_016658283.1
OG0005650	XP_015184869.1	XP_016658524.1
OG0005651	XP_015189046.1	XP_016658785.1
OG0005652	XP_015171505.1	XP_016659039.1
OG0005653	XP_015189269.1	XP_016659226.1
OG0005654	XP_015179925.1	XP_016659371.1
OG0005655	XP_015188406.1	XP_016659429.1, XP_016659427.1, XP_016659428.1
OG0005656	XP_015177619.1	XP_016659623.1
OG0005657	XP_015188909.1	XP_016659800.1
OG0005658	XP_015174452.1	XP_016659877.1
OG0005659	XP_015190536.1	XP_016659948.1
OG0005660	XP_015191251.1, XP_015191250.1	XP_016660013.1
OG0005661	XP_015175754.1	XP_016660153.1
OG0005662	XP_015177765.1	XP_016660213.2
OG0005663	XP_015175985.1	XP_016660448.1
OG0005664	XP_015173224.1	XP_016660460.1
OG0005665	XP_015185780.1	XP_016660662.1
OG0005666	XP_015172942.1	XP_016660691.1
OG0005667	XP_015177462.1	XP_016660693.1
OG0005668	XP_015188349.1	XP_016661060.1
OG0005669	XP_015186111.1	XP_016661761.1
OG0005670	XP_015183677.1	XP_016661804.1
OG0005671	XP_015188481.1	XP_016661934.1, XP_029343444.1
OG0005672	XP_015181610.1	XP_016661951.1
OG0005673	XP_015178906.1	XP_016662088.1
OG0005674	XP_015172848.1	XP_016662190.1
OG0005675	XP_015180191.1	XP_016662317.1
OG0005676	XP_015171367.1	XP_016662328.1
OG0005677	XP_015189518.1	XP_029342180.1, XP_016662372.1
OG0005678	XP_015180997.1	XP_016662668.1
OG0005679	XP_015182965.1	XP_016662713.1
OG0005681	XP_015188204.1	XP_016663579.1
OG0005682	XP_015180208.1	XP_016663628.1
OG0005683	XP_015182756.1	XP_016663880.1
OG0005684	XP_015187061.1	XP_016664871.1
OG0005685	XP_015181841.1	XP_029341024.1, XP_029341257.1
OG0005686	XP_015182731.1	XP_029341642.1
OG0005687	XP_015171449.1	XP_029342024.1, XP_029342543.1
OG0005688	XP_015173902.1, XP_015173903.1	XP_029342068.1
OG0005689	XP_015183875.1	XP_029342094.1
OG0005690	XP_015171242.1	XP_029342119.1
OG0005691	XP_015172042.1	XP_029342169.1
OG0005692	XP_015185345.1	XP_029342223.1
OG0005693	XP_015186884.1	XP_029342249.1
OG0005694	XP_015175047.1	XP_029342282.1
OG0005695	XP_015181279.1	XP_029342306.1, XP_029342848.1
OG0005696	XP_015191236.1	XP_029348546.1, XP_029342418.1
OG0005697	XP_015188974.1	XP_029342426.1
OG0005698	XP_015176186.1	XP_029342437.1
OG0005699	XP_015171622.1	XP_029342555.1
OG0005700	XP_015186125.1	XP_029342733.1
OG0005701	XP_015174037.1	XP_029342754.1
OG0005702	XP_015186244.1	XP_029342779.1
OG0005703	XP_015171679.1	XP_029342791.1
OG0005704	XP_015191662.1	XP_029343020.1
OG0005705	XP_015171871.1	XP_029343102.1
OG0005706	XP_015174888.1, XP_015174890.1	XP_029343182.1
OG0005707	XP_015172120.1	XP_029343231.1
OG0005708	XP_015181423.1	XP_029343239.1
OG0005709	XP_015174593.1, XP_015174594.1	XP_029343593.1
OG0005710	XP_015176318.1	XP_029343735.1
OG0005711	XP_015180965.1	XP_029343811.1
OG0005712	XP_015185957.1	XP_029343813.1
OG0005713	XP_015184156.1	XP_029343842.1
OG0005714	XP_015178939.1, XP_015178937.1, XP_015178938.1	XP_029343883.1
OG0005715	XP_015172650.1	XP_029343886.1
OG0005716	XP_015184993.1	XP_029343989.1
OG0005717	XP_015186498.1	XP_029344047.1
OG0005718	XP_015187268.1	XP_029344220.1
OG0005719	XP_015181384.1	XP_029344289.1
OG0005720	XP_015184299.1	XP_029344319.1
OG0005721	XP_015189452.1	XP_029345368.1
OG0005722	XP_015188036.1	XP_029344434.1
OG0005723	XP_015182638.1	XP_029344547.1
OG0005724	XP_015179058.1, XP_015179064.1	XP_029345044.1
OG0005725	XP_015172192.1	XP_029345132.1
OG0005726	XP_015188466.1	XP_029345225.1
OG0005727	XP_015175463.1	XP_029345235.1, XP_029346269.1
OG0005728	XP_015180788.1	XP_029345238.1
OG0005729	XP_015178223.1, XP_015178225.1	XP_029345419.1
OG0005730	XP_015181808.1	XP_029345423.1
OG0005731	XP_015181729.1	XP_029345557.1
OG0005732	XP_015190307.1	XP_029345808.1
OG0005733	XP_015183696.1	XP_029345964.1
OG0005734	XP_015187572.1	XP_029346241.1, XP_029346242.1
OG0005735	XP_015171308.1	XP_029346255.1
OG0005736	XP_015185937.1	XP_029346546.1
OG0005737	XP_015189013.1	XP_029346578.1
OG0005738	XP_015182905.1	XP_029346648.1
OG0005739	XP_015171368.1	XP_029346650.1
OG0005740	XP_015182918.1, XP_015182919.1	XP_029346759.1
OG0005741	XP_015177515.1	XP_029346847.1
OG0005742	XP_015188325.1	XP_029346984.1
OG0005743	XP_015184989.1	XP_029347220.1, XP_029346986.1, XP_029347057.1
OG0005744	XP_015181560.1	XP_029347014.1, XP_029347013.1
OG0005745	XP_015183991.1	XP_029347024.1
OG0005746	XP_015174276.1	XP_029347026.1
OG0005747	XP_015171865.1	XP_029347049.1
OG0005748	XP_015189513.1	XP_029347147.1
OG0005749	XP_015182912.1	XP_029347158.1
OG0005750	XP_015187202.1	XP_029347333.1
OG0005751	XP_015179295.1	XP_029348573.1
OG0005752	XP_015189601.1, XP_015189611.1	XP_029348674.1
OG0005845	XP_015190909.1	NP_001119611.2, XP_029344722.1
OG0005846	XP_015185770.1	NP_001119623.2
OG0005847	XP_015176002.1	NP_001119624.1
OG0005848	XP_015174103.1	XP_016656103.1, XP_001948248.1, NP_001119634.2
OG0005849	XP_015178967.1	XP_029341861.1, NP_001119636.1
OG0005850	XP_015184337.1	NP_001119642.1
OG0005851	XP_015176953.1	NP_001119643.1
OG0005852	XP_015185931.1	NP_001119679.1, NP_001129592.1
OG0005853	XP_015175297.1	NP_001119681.1
OG0005854	XP_015177806.1	NP_001119686.1
OG0005855	XP_015183188.1	NP_001119689.1
OG0005856	XP_015173185.1	NP_001119690.1
OG0005857	XP_015176828.1	NP_001119698.1
OG0005858	XP_015177687.1	NP_001119699.1
OG0005859	XP_015171393.1	XP_008181451.1, NP_001128403.1
OG0005860	XP_015175028.1	NP_001129424.1
OG0005861	XP_015191139.1	NP_001135965.1
OG0005862	XP_015172831.1	XP_016662319.1, NP_001153592.1
OG0005863	XP_015181596.1	NP_001153809.1
OG0005864	XP_015174792.1	NP_001153816.1
OG0005865	XP_015175102.1	NP_001153854.1
OG0005866	XP_015183949.1	NP_001153860.1
OG0005867	XP_015181751.1	NP_001154181.1
OG0005868	XP_015172044.1	NP_001155376.1
OG0005869	XP_015171459.1	NP_001155392.1
OG0005870	XP_015173194.1	NP_001155394.1, XP_029344732.1
OG0005871	XP_015185247.1	NP_001155396.1, XP_003240869.1
OG0005872	XP_015172830.1	XP_008181490.1, NP_001155403.1
OG0005873	XP_015175952.1	NP_001155412.1
OG0005874	XP_015185235.1	NP_001155413.1, XP_016662282.1
OG0005875	XP_015190948.1	NP_001155419.1, XP_008183988.1
OG0005876	XP_015190404.1	NP_001155427.1
OG0005877	XP_015189299.1	NP_001155433.1
OG0005878	XP_015185136.1	XP_008180667.1, NP_001155439.1
OG0005879	XP_015178288.1	NP_001155450.1
OG0005880	XP_015182808.1	NP_001155478.1
OG0005881	XP_015184031.1	NP_001155489.1
OG0005882	XP_015176820.1	XP_008183574.1, NP_001155490.1
OG0005883	XP_015179259.1, XP_015179258.1	NP_001155496.1
OG0005884	XP_015181659.1	NP_001155525.1, XP_008185681.1
OG0005885	XP_015186660.1	NP_001155540.1
OG0005886	XP_015180036.1	NP_001155545.1
OG0005887	XP_015188123.1	NP_001155555.1
OG0005888	XP_015184125.1	NP_001155564.1
OG0005889	XP_015179916.1	NP_001155568.1
OG0005890	XP_015182529.1	XP_016660060.1, NP_001155570.1
OG0005891	XP_015184033.1	NP_001155575.1
OG0005892	XP_015186496.1	NP_001155584.1, NP_001155753.1
OG0005893	XP_015174522.1	NP_001155608.1
OG0005894	XP_015178638.1	NP_001155609.1
OG0005895	XP_015183264.1	XP_008178787.1, NP_001155618.1
OG0005896	XP_015178295.1	NP_001155623.1
OG0005897	XP_015171670.1	NP_001155627.1
OG0005898	XP_015174534.1	NP_001155631.1
OG0005899	XP_015187560.1	NP_001155645.1
OG0005900	XP_015182729.1	NP_001155647.1
OG0005901	XP_015177943.1	NP_001155651.1
OG0005902	XP_015186355.1	NP_001155653.1
OG0005903	XP_015190489.1	NP_001155664.1
OG0005904	XP_015175508.1	XP_029343924.1, NP_001155689.1
OG0005905	XP_015186176.1	NP_001155690.1
OG0005906	XP_015172069.1	XP_029344789.1, NP_001155700.1
OG0005907	XP_015181813.1	NP_001156236.1, NP_001155710.1
OG0005908	XP_015186098.1	XP_016663936.1, NP_001155715.1
OG0005909	XP_015189826.1	NP_001155721.1
OG0005910	XP_015174253.1	XP_008186522.1, NP_001155729.1
OG0005911	XP_015182809.1	XP_003246769.1, NP_001155741.1
OG0005912	XP_015178719.1	NP_001155744.1
OG0005913	XP_015185498.1	XP_001952365.1, NP_001155754.1
OG0005914	XP_015179799.1	XP_008180671.1, NP_001155762.1
OG0005915	XP_015184571.1	NP_001155780.1, XP_008183929.1
OG0005916	XP_015177479.1	NP_001155781.1
OG0005917	XP_015180942.1	NP_001155803.1
OG0005918	XP_015183211.1, XP_015183202.1	NP_001155805.1
OG0005919	XP_015179436.1	NP_001155812.1, XP_001943852.1
OG0005920	XP_015179816.1	NP_001155823.1
OG0005921	XP_015182753.1, XP_015182752.1	NP_001155830.1, XP_008188010.1
OG0005922	XP_015174907.1	NP_001155921.1
OG0005923	XP_015171466.1	NP_001155927.1
OG0005924	XP_015189122.1	NP_001155942.1, XP_001947024.2
OG0005925	XP_015174074.1	NP_001156050.1
OG0005926	XP_015173494.1	XP_001945424.1, XP_008187178.1, NP_001156055.1
OG0005927	XP_015187975.1	NP_001156082.1
OG0005928	XP_015181745.1	NP_001156086.1
OG0005929	XP_015176084.1	NP_001156111.1, XP_003248911.1
OG0005930	XP_015175319.1	NP_001156128.1
OG0005931	XP_015191562.1, XP_015191561.1	NP_001156132.1
OG0005932	XP_015172070.1	NP_001156147.1
OG0005933	XP_015175401.1	NP_001156169.1
OG0005934	XP_015178518.1	NP_001156181.1
OG0005935	XP_015182326.1	NP_001156187.1
OG0005936	XP_015183766.1	NP_001156190.1
OG0005937	XP_015186381.1	NP_001156196.1, NP_001280433.1
OG0005938	XP_015178533.1	NP_001156198.1, XP_008182088.1
OG0005939	XP_015175208.1	NP_001156208.1
OG0005940	XP_015172150.1	NP_001156228.1
OG0005941	XP_015189364.1	NP_001156230.1
OG0005942	XP_015174098.1	NP_001156235.1
OG0005943	XP_015188297.1	NP_001156249.1, XP_008187390.1
OG0005944	XP_015187472.1	NP_001156260.1
OG0005945	XP_015175085.1	NP_001156261.1, XP_008185713.1
OG0005946	XP_015189021.1	NP_001156262.1
OG0005947	XP_015171716.1	NP_001156272.1, XP_008184373.1
OG0005948	XP_015173244.1	NP_001156286.1
OG0005949	XP_015189714.1	NP_001156436.1
OG0005950	XP_015186523.1	NP_001156457.1
OG0005951	XP_015175436.1	NP_001156458.1
OG0005952	XP_015172748.1	NP_001156604.1
OG0005953	XP_015188591.1, XP_015188594.1, XP_015188592.1	XP_016657025.1, NP_001156676.1
OG0005954	XP_015182293.1	NP_001156841.1, XP_029342006.1
OG0005955	XP_015173636.1	NP_001162106.1
OG0005956	XP_015183190.1	NP_001165436.1, XP_003246548.1
OG0005957	XP_015183594.1	NP_001165848.1, XP_029346308.1
OG0005958	XP_015182956.1	NP_001191853.1
OG0005959	XP_015174517.1	NP_001191889.1
OG0005960	XP_015183173.1	NP_001191921.1
OG0005961	XP_015186875.1	NP_001191929.1
OG0005962	XP_015190358.1	NP_001191942.1
OG0005963	XP_015186012.1	NP_001191944.1
OG0005964	XP_015183452.1	NP_001191951.1, XP_016661162.1
OG0005965	XP_015182135.1	NP_001192095.1, NP_001192094.1
OG0005966	XP_015179641.1	NP_001229570.1
OG0005967	XP_015173553.1	NP_001232938.1, XP_008179279.1
OG0005968	XP_015188644.1	NP_001232974.1
OG0005969	XP_015179806.1	NP_001232976.1, XP_029344769.1
OG0005970	XP_015188969.1	NP_001232986.1, XP_008186571.1
OG0005972	XP_015187095.1	NP_001233010.1, XP_029342008.1
OG0005973	XP_015189733.1	NP_001233071.1
OG0005974	XP_015186261.1	NP_001233076.1
OG0005975	XP_015183836.1	NP_001233078.1
OG0005976	XP_015174281.1	NP_001233089.1
OG0005977	XP_015177551.1	NP_001233097.1
OG0005978	XP_015189020.1	NP_001233120.1, XP_016657692.1
OG0005979	XP_015186211.1	NP_001280255.1
OG0005980	XP_015187385.1	NP_001280256.1
OG0005981	XP_015182233.1	NP_001280259.1
OG0005982	XP_015182471.1	XP_008187894.1, NP_001280284.1
OG0005983	XP_015177485.1, XP_015177486.1	NP_001280302.1
OG0005984	XP_015176994.1	NP_001280316.1, XP_001951901.2
OG0005985	XP_015184265.1	XP_016658303.1, NP_001280319.1
OG0005986	XP_015171941.1	XP_008187009.1, NP_001280335.1
OG0005987	XP_015188851.1	NP_001280341.1, XP_029341887.1, XP_001945194.2
OG0005988	XP_015183539.1	XP_001946901.1, NP_001280342.1
OG0005989	XP_015173600.1	NP_001280352.1
OG0005990	XP_015178361.1	NP_001280358.1
OG0005991	XP_015189300.1	NP_001280381.1
OG0005992	XP_015174518.1	NP_001280395.1, XP_029346882.1
OG0005993	XP_015175812.1	NP_001280414.1, XP_008187414.1
OG0005994	XP_015185023.1	NP_001280420.1
OG0005995	XP_015178855.1	XP_016663205.1, NP_001280430.1
OG0005996	XP_015188920.1	XP_008181412.1, NP_001280449.1
OG0005997	XP_015183025.1	NP_001280453.1
OG0005998	XP_015180832.1	NP_001280474.1, XP_001945013.2
OG0005999	XP_015175462.1	NP_001280477.1
OG0006000	XP_015190807.1	NP_001280485.1
OG0006001	XP_015188157.1	NP_001313549.1
OG0006002	XP_015173008.1	NP_001313554.1
OG0006003	XP_015177245.1	NP_001313565.1
OG0006004	XP_015178199.1, XP_015178200.1	NP_001313570.1
OG0006005	XP_015174311.1	NP_001313593.1
OG0006006	XP_015174477.1	XP_001942534.1
OG0006007	XP_015182780.1	XP_001942573.2
OG0006008	XP_015171513.1	XP_001942592.2
OG0006009	XP_015191025.1	XP_001942663.1
OG0006010	XP_015180521.1	XP_001942728.1
OG0006011	XP_015189160.1	XP_001942737.1
OG0006012	XP_015180227.1	XP_001942745.1
OG0006013	XP_015173213.1	XP_001942746.2
OG0006014	XP_015174615.1	XP_003245638.1, XP_001942748.2
OG0006015	XP_015180909.1	XP_001942780.2
OG0006016	XP_015191554.1	XP_001942818.2
OG0006017	XP_015178951.1	XP_001942820.2
OG0006018	XP_015191531.1	XP_001942832.2
OG0006019	XP_015181834.1	XP_001942851.3, XP_029345849.1
OG0006020	XP_015174132.1	XP_001942885.1
OG0006021	XP_015179880.1	XP_001942890.2
OG0006022	XP_015173631.1	XP_001942914.1
OG0006023	XP_015184545.1	XP_001942922.1, XP_008182860.1
OG0006024	XP_015191684.1	XP_001942930.2
OG0006025	XP_015187921.1	XP_001942943.2
OG0006026	XP_015181340.1	XP_001942955.2
OG0006027	XP_015182840.1	XP_001942957.2
OG0006028	XP_015186946.1	XP_001942969.2
OG0006029	XP_015171478.1	XP_001943012.2
OG0006030	XP_015187287.1	XP_001943013.2
OG0006031	XP_015185352.1	XP_001943017.2
OG0006032	XP_015176852.1	XP_001943051.1
OG0006033	XP_015185213.1	XP_001943111.1
OG0006034	XP_015173855.1	XP_001943122.1
OG0006035	XP_015182464.1	XP_001943152.1
OG0006036	XP_015177312.1	XP_001943219.2
OG0006037	XP_015181984.1	XP_001943223.1
OG0006038	XP_015182998.1	XP_001943231.1
OG0006039	XP_015178147.1	XP_001943272.1
OG0006040	XP_015184359.1	XP_001943293.1
OG0006041	XP_015176935.1, XP_015176934.1	XP_001943300.2
OG0006042	XP_015187980.1	XP_001943338.2
OG0006043	XP_015190376.1	XP_001943365.2
OG0006044	XP_015180056.1	XP_001943401.2
OG0006045	XP_015186172.1	XP_001943407.1, XP_008185132.1
OG0006046	XP_015171246.1	XP_003243863.1, XP_001943453.2
OG0006047	XP_015191231.1	XP_001943489.1
OG0006048	XP_015178648.1	XP_001943558.3
OG0006049	XP_015187767.1	XP_001943651.2
OG0006050	XP_015171586.1	XP_001943653.1
OG0006051	XP_015176988.1	XP_001946500.2, XP_001943674.1
OG0006052	XP_015175120.1	XP_001943727.1
OG0006053	XP_015182628.1	XP_001943731.2
OG0006054	XP_015175142.1	XP_001943765.1
OG0006055	XP_015188273.1	XP_001943831.2
OG0006056	XP_015188782.1	XP_001943840.2
OG0006057	XP_015176083.1	XP_001943846.2, XP_003248904.2
OG0006058	XP_015188586.1	XP_001943886.1
OG0006059	XP_015174090.1	XP_001943895.2
OG0006060	XP_015176093.1	XP_001943933.2
OG0006061	XP_015183833.1	XP_001943966.2
OG0006062	XP_015180814.1	XP_001943983.1
OG0006063	XP_015171740.1	XP_001944025.1
OG0006064	XP_015172850.1	XP_001944044.1
OG0006065	XP_015176520.1	XP_001944107.2
OG0006066	XP_015182218.1	XP_001944113.1
OG0006067	XP_015172975.1	XP_001944116.1
OG0006068	XP_015187390.1	XP_008179861.1, XP_016657351.1, XP_001944237.1
OG0006069	XP_015188115.1	XP_001944272.2, XP_003247238.1
OG0006070	XP_015179594.1	XP_001944291.2
OG0006071	XP_015185489.1	XP_001944307.2
OG0006072	XP_015179602.1	XP_001944318.1
OG0006073	XP_015184098.1	XP_001944319.2
OG0006074	XP_015186951.1	XP_008189617.1, XP_001944385.1
OG0006075	XP_015188824.1	XP_001944489.1
OG0006076	XP_015175483.1	XP_016657449.1, XP_001944509.2
OG0006077	XP_015183498.1	XP_001944540.1
OG0006078	XP_015186258.1	XP_001944546.2
OG0006079	XP_015176230.1	XP_001944560.1, XP_029344372.1
OG0006080	XP_015182081.1	XP_001944611.1
OG0006081	XP_015187717.1	XP_001944615.3
OG0006082	XP_015179099.1	XP_001944638.1, XP_001946818.1
OG0006083	XP_015182104.1	XP_001944695.1
OG0006084	XP_015187716.1	XP_001944722.2
OG0006085	XP_015191786.1	XP_001944743.2
OG0006086	XP_015188459.1	XP_001944795.1
OG0006087	XP_015179804.1	XP_001944891.1
OG0006088	XP_015189656.1	XP_001944944.1
OG0006089	XP_015187766.1	XP_001944971.1, XP_016658301.1
OG0006090	XP_015182195.1	XP_001944973.1
OG0006091	XP_015171282.1	XP_001944977.1
OG0006092	XP_015176506.1	XP_001944986.2
OG0006093	XP_015171738.1	XP_001945086.1
OG0006094	XP_015178392.1	XP_001945091.2, XP_008183120.1
OG0006095	XP_015181094.1	XP_001945092.1
OG0006096	XP_015183444.1	XP_001945125.2
OG0006098	XP_015171531.1	XP_001945184.2
OG0006099	XP_015176332.1	XP_016660591.1, XP_001945193.2
OG0006100	XP_015181974.1	XP_001945247.1
OG0006101	XP_015186924.1	XP_001945259.1
OG0006102	XP_015174405.1	XP_001945260.2
OG0006103	XP_015185821.1	XP_001945286.2
OG0006104	XP_015178534.1	XP_001945295.1
OG0006105	XP_015187913.1	XP_001945306.2
OG0006106	XP_015190408.1	XP_001945316.1
OG0006107	XP_015185031.1	XP_001945391.2
OG0006108	XP_015184268.1	XP_001945415.1
OG0006109	XP_015174101.1	XP_001945418.2
OG0006110	XP_015189096.1	XP_001945450.1, XP_003248783.2
OG0006111	XP_015176890.1	XP_001945496.2
OG0006112	XP_015182893.1	XP_001945531.2
OG0006113	XP_015174138.1	XP_001945591.2
OG0006114	XP_015186710.1	XP_001945602.1
OG0006115	XP_015176631.1	XP_001945617.1
OG0006116	XP_015180431.1	XP_001945628.2
OG0006117	XP_015183996.1	XP_001945631.2
OG0006118	XP_015172035.1	XP_001945645.2
OG0006119	XP_015180262.1	XP_029346628.1, XP_001945655.1
OG0006120	XP_015176384.1	XP_001945659.2
OG0006121	XP_015173531.1	XP_001945688.2
OG0006122	XP_015176596.1	XP_001945753.2, XP_001948811.1
OG0006123	XP_015177923.1	XP_001945771.1
OG0006124	XP_015190932.1	XP_001945803.2
OG0006125	XP_015172043.1	XP_001945873.1
OG0006126	XP_015184186.1	XP_001945885.1
OG0006127	XP_015172510.1	XP_001945887.2
OG0006128	XP_015187475.1	XP_008181998.1, XP_001945913.1
OG0006130	XP_015188480.1	XP_001945945.1
OG0006131	XP_015187200.1	XP_001945995.1
OG0006132	XP_015174776.1	XP_029344348.1, XP_001946001.2, XP_016658427.1
OG0006133	XP_015186569.1	XP_001946006.2
OG0006134	XP_015189104.1	XP_001946016.2
OG0006135	XP_015188197.1	XP_001951702.2, XP_001946049.2
OG0006136	XP_015182117.1	XP_001946064.2
OG0006137	XP_015176178.1	XP_001946086.1
OG0006138	XP_015173136.1	XP_001946120.3, XP_008182784.3
OG0006139	XP_015190976.1	XP_001946136.1
OG0006140	XP_015176983.1	XP_001946141.1
OG0006141	XP_015181227.1	XP_001948721.1, XP_001946187.1
OG0006142	XP_015177217.1	XP_001946196.1
OG0006143	XP_015183198.1	XP_001946235.2
OG0006144	XP_015185996.1	XP_016661387.1, XP_001946260.2
OG0006145	XP_015175838.1	XP_001946335.1
OG0006147	XP_015187517.1	XP_001946510.1
OG0006149	XP_015187511.1	XP_001946641.1
OG0006150	XP_015175068.1	XP_001946664.2
OG0006151	XP_015184465.1, XP_015184474.1, XP_015184458.1	XP_001946721.2
OG0006152	XP_015179625.1	XP_001946751.1
OG0006153	XP_015180249.1	XP_001946781.1
OG0006154	XP_015173251.1	XP_001946824.2
OG0006155	XP_015183239.1	XP_008181592.1, XP_029341658.1, XP_001946855.2
OG0006156	XP_015177873.1	XP_001946877.1
OG0006157	XP_015176070.1	XP_001946888.1
OG0006158	XP_015178941.1	XP_001946891.2
OG0006159	XP_015183893.1	XP_001946893.2
OG0006161	XP_015185812.1	XP_001946946.1, XP_001947929.1
OG0006162	XP_015180919.1	XP_016659324.1, XP_001946989.2
OG0006163	XP_015185117.1	XP_001946995.1
OG0006164	XP_015178695.1	XP_016660452.1, XP_001947006.2
OG0006165	XP_015181614.1	XP_001947011.2
OG0006166	XP_015187743.1	XP_001947029.1
OG0006167	XP_015173115.1	XP_001947067.2
OG0006168	XP_015185195.1	XP_001947113.1
OG0006169	XP_015189478.1	XP_003245500.1, XP_001947124.2
OG0006170	XP_015190054.1	XP_001947127.1
OG0006171	XP_015176484.1	XP_001947142.1
OG0006172	XP_015181609.1	XP_001947201.2
OG0006173	XP_015177507.1, XP_015173225.1	XP_001947233.2
OG0006174	XP_015190482.1	XP_001947263.4
OG0006175	XP_015184331.1	XP_001947291.1
OG0006176	XP_015189397.1	XP_001947303.2, XP_008183197.1
OG0006177	XP_015184286.1	XP_016659891.1, XP_001947314.2
OG0006178	XP_015182229.1	XP_001947330.2
OG0006179	XP_015183999.1	XP_001947367.2
OG0006180	XP_015181446.1	XP_001947406.2
OG0006181	XP_015185831.1	XP_008179930.1, XP_001947431.2
OG0006182	XP_015185944.1	XP_001947448.1
OG0006183	XP_015185312.1	XP_001947449.1
OG0006184	XP_015175041.1	XP_001947458.1
OG0006185	XP_015187461.1	XP_001947527.1
OG0006186	XP_015184107.1	XP_001947613.1, XP_008182530.1
