Orthogroup	Polistes_dominula	Solenopsis_invicta
OG0007731	XP_015175461.1	XP_011162136.1
OG0007732	XP_015174704.1	XP_025989769.1
OG0007733	XP_015190528.1	XP_011175482.2
OG0007735	XP_015190411.1	XP_039313304.1
OG0007736	XP_015180114.1	XP_025990137.1
OG0007737	XP_015184442.1	XP_011156220.2
OG0007738	XP_015185643.1	XP_011165935.1
OG0007739	XP_015185778.1	XP_025988473.1
OG0007740	XP_015185756.1	XP_011163898.2
OG0007741	XP_015177090.1	XP_025994810.2
OG0007742	XP_015183946.1	XP_011157661.1
OG0007743	XP_015191374.1	XP_011162452.1
OG0007744	XP_015184767.1	XP_011172637.1
OG0007745	XP_015191500.1	XP_025993013.2
OG0007746	XP_015175284.1	XP_011159432.1
OG0007747	XP_015174664.1	XP_011167742.1
OG0007748	XP_015186817.1	XP_039311361.1
OG0007750	XP_015175805.1	XP_025993042.1
OG0007751	XP_015177558.1	XP_011167397.2
OG0007752	XP_015185502.1	XP_039303476.1
OG0007753	XP_015176368.1	XP_025986584.1
OG0007754	XP_015182066.1	XP_039310877.1
OG0007755	XP_015172349.1	XP_039311694.1
OG0007756	XP_015180300.1	XP_011170173.2
OG0007757	XP_015181149.1	XP_025991574.1
OG0007758	XP_015186219.1	XP_011156565.1
OG0007759	XP_015172547.1	XP_025986014.1
OG0007761	XP_015178662.1	XP_011162511.1, XP_039310593.1
OG0007762	XP_015177131.1	XP_025989376.2
OG0007763	XP_015180229.1	XP_025990729.1
OG0007764	XP_015174096.1	XP_011165126.1
OG0007768	XP_015189439.1	XP_011176204.1
OG0007769	XP_015183174.1	XP_011161249.1
OG0007771	XP_015182307.1	XP_011172150.1
OG0007772	XP_015176008.1	XP_039314354.1
OG0007773	XP_015173032.1	XP_039305054.1
OG0007774	XP_015182547.1	XP_011173420.1
OG0007775	XP_015190620.1	XP_039314774.1
OG0007776	XP_015189043.1	XP_011158053.1
OG0007778	XP_015186033.1	XP_039310531.1
OG0007779	XP_015184763.1, XP_015184762.1	XP_039303156.1
OG0007780	XP_015177081.1	XP_025986668.2
OG0007782	XP_015176371.1	XP_011162643.2
OG0007783	XP_015179797.1	XP_039306169.1, XP_039306168.1
OG0007784	XP_015182969.1	XP_011157713.1
OG0007785	XP_015182429.1	XP_011173318.1
OG0007786	XP_015185392.1, XP_015185396.1	XP_039313656.1
OG0007787	XP_015179400.1	XP_025997320.1
OG0007788	XP_015183924.1	XP_011160683.1
OG0007789	XP_015176459.1	XP_011173409.2
OG0007790	XP_015181233.1	XP_025987316.1
OG0007791	XP_015183275.1	XP_011156897.1
OG0007792	XP_015176256.1	XP_011175431.1
OG0007793	XP_015187258.1	XP_011164140.2
OG0007794	XP_015183470.1	XP_011161921.2
OG0007795	XP_015189038.1	XP_025993447.2
OG0007796	XP_015183799.1	XP_011173638.1
OG0007798	XP_015171927.1	NP_001291533.1
OG0007799	XP_015179781.1	XP_011175177.1
OG0007800	XP_015180215.1	XP_011163902.1
OG0007801	XP_015181232.1	XP_011158247.1
OG0007802	XP_015176578.1	XP_011159360.2
OG0007803	XP_015184962.1	XP_011167870.1
OG0007804	XP_015173842.1	XP_025986811.1
OG0007805	XP_015191224.1	XP_011162447.2
OG0007806	XP_015172579.1	XP_011162439.2
OG0007808	XP_015187173.1	XP_025995118.1
OG0007809	XP_015190063.1	XP_011157071.2
OG0007810	XP_015191520.1	XP_011172315.2
OG0007811	XP_015187422.1	XP_011160111.2
OG0007812	XP_015186571.1	XP_011163577.1
OG0007813	XP_015172445.1	XP_011157330.2
OG0007814	XP_015180494.1	XP_039313288.1
OG0007815	XP_015179273.1	XP_039306774.1
OG0007816	XP_015178447.1	XP_011165736.1
OG0007817	XP_015183639.1	XP_011171995.1
OG0007818	XP_015182519.1	XP_011164211.2
OG0007819	XP_015191226.1	XP_011162449.1
OG0007820	XP_015176063.1	XP_011159540.1
OG0007821	XP_015171661.1	XP_011170858.2
OG0007822	XP_015185471.1	XP_011162675.1
OG0007823	XP_015182246.1	XP_025987192.1
OG0007824	XP_015186373.1	XP_039314371.1
OG0007826	XP_015188021.1	XP_039308273.1
OG0007827	XP_015176326.1	XP_025987241.2, XP_039302145.1
OG0007828	XP_015186729.1	XP_039302417.1
OG0007830	XP_015171345.1	XP_011158792.1
OG0007831	XP_015179412.1	XP_011162941.1
OG0007832	XP_015189126.1	XP_011156758.1
OG0007833	XP_015188943.1	XP_011171947.2
OG0007834	XP_015184879.1	XP_011167727.2
OG0007835	XP_015175342.1	XP_011155736.1
OG0007836	XP_015179039.1	XP_011158122.1
OG0007837	XP_015173129.1	XP_011167088.1
OG0007838	XP_015183597.1	XP_039308639.1
OG0007839	XP_015189663.1	NP_001291527.1
OG0007840	XP_015184377.1	XP_011172381.2
OG0007841	XP_015189117.1	XP_011168768.1
OG0007843	XP_015188804.1	XP_011168594.1
OG0007844	XP_015175207.1	XP_011159903.2
OG0007845	XP_015184719.1	XP_011165608.1
OG0007846	XP_015184524.1	XP_039314580.1, XP_025987010.1, XP_039314582.1
OG0007847	XP_015181949.1	XP_025986220.2
OG0007848	XP_015184874.1	XP_011169751.2
OG0007849	XP_015171065.1	XP_011164264.2
OG0007850	XP_015182961.1	XP_011170770.1
OG0007851	XP_015172194.1	XP_011160803.1
OG0007852	XP_015178678.1	XP_011162576.2
OG0007853	XP_015173079.1	XP_011164879.1
OG0007854	XP_015181003.1	XP_011169773.1
OG0007856	XP_015181437.1	XP_039303615.1
OG0007857	XP_015174908.1	XP_011156447.1
OG0007858	XP_015174689.1	XP_025995002.2
OG0007859	XP_015188630.1	XP_025995793.1
OG0007860	XP_015176001.1	XP_011156521.3
OG0007861	XP_015178537.1	XP_011158725.2
OG0007862	XP_015173563.1	XP_011166983.1
OG0007863	XP_015177248.1	XP_011173846.2
OG0007864	XP_015190822.1	XP_011156608.1
OG0007865	XP_015182513.1	XP_025991490.2
OG0007866	XP_015177803.1	XP_025986665.1
OG0007867	XP_015180437.1	XP_011161280.1
OG0007868	XP_015180190.1	XP_025996812.1
OG0007869	XP_015171526.1	XP_039309541.1
OG0007870	XP_015183393.1	XP_039311585.1
OG0007871	XP_015188883.1	XP_011172409.1
OG0007872	XP_015188161.1	XP_011172973.1
OG0007874	XP_015173966.1	XP_011167672.1
OG0007875	XP_015173953.1	XP_025992799.1
OG0007876	XP_015172917.1	XP_039305532.1
OG0007878	XP_015187057.1	XP_011162754.2
OG0007879	XP_015183206.1	XP_011176139.2
OG0007880	XP_015191483.1	XP_011175344.1
OG0007881	XP_015175972.1	XP_025993041.1, XP_011157421.1
OG0007882	XP_015183868.1	XP_011162597.1
OG0007883	XP_015182463.1	XP_025995945.2
OG0007884	XP_015190809.1	XP_011161099.1
OG0007885	XP_015190023.1	XP_011161806.1
OG0007886	XP_015181177.1	XP_039308742.1
OG0007887	XP_015184469.1	XP_011163354.1
OG0007888	XP_015174671.1	XP_011158041.2
OG0007889	XP_015184445.1	XP_011164242.1
OG0007892	XP_015187612.1	XP_011160146.1
OG0007893	XP_015191548.1	XP_039307095.1
OG0007894	XP_015188689.1	XP_039314231.1
OG0007895	XP_015184237.1	XP_011173559.1
OG0007896	XP_015182692.1	XP_011166497.1
OG0007897	XP_015184127.1	XP_025994062.1
OG0007899	XP_015171654.1	XP_011175165.1
OG0007900	XP_015187537.1	XP_039305496.1
OG0007901	XP_015186788.1	XP_039313386.1
OG0007902	XP_015178244.1	XP_025995181.1
OG0007903	XP_015184981.1	XP_025995339.1
OG0007904	XP_015172492.1	XP_011160820.1
OG0007905	XP_015190381.1	XP_025993882.1
OG0007906	XP_015174448.1, XP_015174445.1, XP_015174446.1, XP_015174447.1	XP_025992386.1
OG0007907	XP_015187559.1	XP_011159496.1, XP_011159497.1
OG0007908	XP_015186197.1	XP_011164248.2
OG0007909	XP_015188167.1, XP_015183419.1, XP_015183280.1	XP_011160660.1, XP_011161534.1, XP_011161535.1
OG0007910	XP_015188184.1	XP_011156249.2
OG0007911	XP_015179282.1	XP_025990560.1, NP_001291515.1
OG0007912	XP_015190975.1	XP_011161554.1
OG0007913	XP_015177100.1	XP_011159016.1
OG0007914	XP_015188128.1	XP_011170353.1
OG0007915	XP_015177009.1	XP_011158072.2
OG0007916	XP_015174464.1	XP_011168157.1, XP_011168155.1, XP_039313631.1
OG0007917	XP_015182674.1	XP_011166494.1
OG0007918	XP_015179235.1	XP_011171277.2
OG0007919	XP_015179871.1	XP_011169713.1
OG0007920	XP_015185992.1	XP_025991705.2
OG0007921	XP_015183537.1	XP_039308407.1
OG0007923	XP_015190893.1, XP_015190901.1	XP_025987414.1, XP_011162630.1, XP_025987415.1
OG0007924	XP_015171404.1, XP_015171403.1	XP_011157939.1
OG0007926	XP_015188830.1, XP_015188828.1	XP_011162981.1
OG0007927	XP_015190375.1	XP_011171195.1
OG0007928	XP_015183933.1	XP_039312234.1, XP_039312226.1
OG0007929	XP_015188546.1	XP_011160568.1
OG0007930	XP_015173774.1	XP_011162351.1
OG0007931	XP_015180474.1	XP_011157230.3
OG0007933	XP_015187916.1	XP_039310607.1, XP_011162527.2
OG0007934	XP_015181671.1, XP_015181672.1	XP_039310161.1
OG0007936	XP_015191127.1	XP_025986255.1
OG0007938	XP_015178758.1, XP_015178757.1	XP_011168656.1
OG0007939	XP_015190552.1	XP_039307672.1
OG0007941	XP_015180311.1	XP_011156693.1
OG0007942	XP_015187134.1, XP_015187136.1	XP_039302636.1, XP_039302635.1
OG0007946	XP_015189942.1	XP_011174142.1, XP_011171106.1
OG0007957	XP_015176079.1	XP_025985875.1
OG0007958	XP_015173126.1	XP_025987939.1
OG0007959	XP_015175124.1	XP_011161930.1
OG0007961	XP_015187112.1	XP_011163777.2
OG0007962	XP_015187955.1	XP_011161594.1
OG0007963	XP_015187321.1	XP_039312935.1
OG0007964	XP_015175136.1	XP_011173367.1
OG0007965	XP_015172977.1	XP_025990816.2
OG0007966	XP_015172644.1	XP_011167576.1
OG0007967	XP_015185270.1	XP_011161837.1
OG0007968	XP_015185492.1	XP_011164095.1
OG0007971	XP_015185632.1	XP_011167266.1
OG0007973	XP_015187759.1	XP_011170492.1
OG0007974	XP_015189339.1	XP_011155324.1
OG0007975	XP_015177354.1	XP_025986447.1
OG0007978	XP_015177932.1	XP_011159408.2
OG0007981	XP_015184495.1	XP_011164268.2
OG0007982	XP_015178789.1	XP_011166627.1
OG0007983	XP_015176633.1	XP_011170059.1
OG0007984	XP_015178785.1	XP_025986976.2
OG0007985	XP_015188099.1	XP_011172235.3
OG0007986	XP_015185335.1	XP_011167173.3
OG0007987	XP_015191272.1	XP_011167353.2
OG0007988	XP_015178977.1	XP_025987609.1
OG0007989	XP_015181097.1	XP_025986580.1, XP_025986582.1
OG0007991	XP_015172829.1	XP_011173625.1
OG0007993	XP_015177637.1	XP_011159900.1
OG0007994	XP_015189388.1	XP_039308267.1
OG0007995	XP_015176410.1	XP_011159097.2
OG0007996	XP_015186632.1	XP_011156525.1
OG0007997	XP_015186061.1, XP_015186062.1, XP_015186063.1, XP_015186060.1	XP_011170976.1
OG0007999	XP_015188309.1	XP_011165993.2
OG0008000	XP_015175768.1	XP_011166397.2
OG0008001	XP_015185936.1	XP_025997166.1, XP_011172259.1
OG0008002	XP_015182650.1	XP_011165941.1, XP_039312057.1, XP_039312058.1
OG0008005	XP_015177061.1	XP_011156310.2
OG0008006	XP_015177917.1	XP_011163673.1
OG0008007	XP_015188990.1	XP_039310063.1, XP_011162614.1, XP_011162613.1
OG0008009	XP_015182240.1	XP_039307897.1
OG0008011	XP_015177302.1	XP_011164452.1
OG0008012	XP_015183453.1	XP_025994117.2
OG0008013	XP_015190494.1	XP_011165571.1
OG0008014	XP_015182149.1	XP_011168987.1
OG0008015	XP_015184041.1	XP_039305842.1
OG0008016	XP_015175292.1	XP_011175480.1
OG0008018	XP_015188930.1	XP_039302765.1
OG0008020	XP_015177758.1	XP_025994255.1
OG0008021	XP_015186247.1	XP_011170817.1
OG0008022	XP_015174606.1, XP_015174607.1, XP_015174608.1	XP_025993422.1, XP_025993425.1, XP_025993424.1, XP_025993423.1
OG0008023	XP_015187383.1	XP_025988300.1
OG0008024	XP_015184939.1	XP_011167777.1
OG0008025	XP_015183507.1	XP_039310911.1, XP_039310910.1
OG0008026	XP_015173959.1	XP_011168961.1
OG0008027	XP_015171213.1	XP_025987972.1
OG0008028	XP_015185418.1, XP_015185419.1	XP_025987391.1
OG0008030	XP_015183281.1	XP_025987895.2
OG0008031	XP_015175378.1	XP_025994337.1
OG0008033	XP_015171800.1	XP_039308621.1
OG0008038	XP_015171313.1, XP_015171047.1	XP_039306300.1
OG0008039	XP_015181784.1	XP_011166160.1
OG0008040	XP_015186365.1	XP_039314462.1
OG0008041	XP_015172206.1	XP_039307999.1
OG0008042	XP_015184384.1	XP_039308174.1
OG0008043	XP_015177199.1	XP_025988930.2
OG0008044	XP_015190529.1	XP_025995419.1
OG0008046	XP_015184135.1	XP_039310997.1, XP_039310996.1
OG0008047	XP_015191273.1	XP_011167360.2
OG0008049	XP_015185918.1	XP_011161842.1
OG0008051	XP_015187078.1	XP_011173492.1, XP_011173489.1
OG0008055	XP_015178191.1	XP_039311286.1
OG0008056	XP_015181999.1	XP_025994998.1
OG0008057	XP_015181276.1, XP_015181277.1	XP_011170134.2
OG0008058	XP_015188292.1	XP_039309973.1
OG0008059	XP_015175150.1	XP_011173369.1
OG0008060	XP_015182012.1	XP_011176103.1
OG0008061	XP_015185551.1	XP_011176224.1
OG0008062	XP_015176422.1	XP_011157962.1
OG0008063	XP_015176734.1	XP_011176271.2
OG0008064	XP_015172197.1, XP_015172196.1	XP_011160806.2
OG0008067	XP_015176324.1	XP_011164715.1
OG0008069	XP_015176738.1	XP_011176275.1
OG0008070	XP_015185569.1	XP_011165094.1
OG0008071	XP_015171177.1	XP_011167639.1
OG0008072	XP_015183622.1	XP_011162089.2, XP_025986870.2
OG0008073	XP_015188085.1	XP_011168933.1, XP_039312844.1
OG0008074	XP_015173920.1	XP_025995679.1
OG0008075	XP_015189017.1	XP_011172100.1
OG0008076	XP_015173249.1	XP_025992076.1
OG0008077	XP_015182813.1	XP_011156737.1
OG0008078	XP_015171071.1	XP_039308007.1
OG0008079	XP_015178348.1	XP_039303176.1
OG0008080	XP_015177508.1	XP_025994205.1
OG0008081	XP_015187245.1	XP_011166593.1
OG0008085	XP_015191183.1	XP_011165973.1
OG0008086	XP_015180462.1	XP_011163503.1
OG0008087	XP_015171680.1	XP_011157863.1
OG0008088	XP_015188803.1	XP_011168595.3
OG0008089	XP_015174535.1	XP_025995680.1
OG0008090	XP_015173228.1	XP_011163926.1
OG0008091	XP_015171122.1, XP_015171121.1	XP_039314472.1
OG0008092	XP_015181681.1	XP_011167886.3
OG0008093	XP_015172811.1	XP_039303898.1
OG0008094	XP_015172106.1	XP_011157498.1
OG0008095	XP_015173517.1	XP_011161942.1
OG0008096	XP_015184322.1	XP_011159187.1
OG0008097	XP_015177129.1	XP_011169741.2, XP_039303634.1, XP_011169740.2
OG0008099	XP_015187957.1	XP_025991064.1
OG0008100	XP_015181128.1	XP_025986541.1
OG0008101	XP_015172259.1	XP_011173421.1
OG0008102	XP_015189087.1	XP_011156563.1
OG0008103	XP_015184794.1	XP_011157031.1
OG0008104	XP_015185386.1	XP_039303548.1
OG0008105	XP_015173246.1	XP_011170379.1
OG0008106	XP_015180956.1	XP_025986863.1, XP_011162122.1
OG0008107	XP_015186597.1	XP_039312269.1
OG0008109	XP_015181800.1	XP_011156810.1
OG0008110	XP_015180340.1	XP_011156675.1
OG0008111	XP_015181926.1	XP_039305222.1
OG0008113	XP_015183827.1	XP_011162560.1
OG0008114	XP_015173601.1	XP_039301664.1
OG0008115	XP_015189443.1	XP_025994244.1
OG0008116	XP_015172646.1	XP_011171486.2
OG0008117	XP_015174849.1	XP_011171297.2
OG0008119	XP_015177724.1	XP_039312163.1
OG0008120	XP_015172749.1	XP_011172444.1
OG0008121	XP_015183629.1	XP_011158458.1
OG0008122	XP_015178743.1	XP_039308771.1
OG0008123	XP_015171827.1	XP_011163588.2
OG0008124	XP_015172725.1	XP_039310583.1
OG0008125	XP_015171910.1	XP_025989517.1
OG0008126	XP_015187272.1	XP_039308494.1
OG0008127	XP_015175570.1	XP_039304205.1
OG0008128	XP_015188551.1	XP_011160569.2
OG0008130	XP_015177503.1	XP_025989303.1
OG0008132	XP_015182254.1	XP_011172869.2
OG0008133	XP_015181660.1	XP_011156602.1
OG0008134	XP_015191846.1	XP_039301786.1
OG0008135	XP_015182080.1	XP_011167038.1
OG0008136	XP_015173575.1	XP_011167264.2
OG0008138	XP_015181555.1	XP_011162194.2
OG0008140	XP_015179403.1	XP_011160890.2
OG0008141	XP_015177730.1, XP_015177728.1, XP_015177729.1, XP_015177727.1	XP_011163155.1
OG0008142	XP_015176393.1	XP_011169013.1
OG0008143	XP_015177403.1	XP_011167632.1, XP_039307495.1
OG0008144	XP_015171330.1, XP_015171329.1	XP_011155728.1
OG0008145	XP_015183094.1	XP_011168710.1
OG0008146	XP_015187263.1, XP_015187264.1, XP_015187261.1, XP_015187262.1	XP_011164154.2
OG0008147	XP_015185464.1, XP_015185467.1, XP_015185465.1	XP_011162682.1
OG0008148	XP_015180875.1	XP_011158167.1
OG0008149	XP_015186037.1	XP_011169623.1
OG0008150	XP_015173389.1	XP_011167141.1
OG0008151	XP_015188908.1	XP_011162071.1
OG0008152	XP_015189553.1	XP_011169871.2
OG0008153	XP_015173256.1	XP_011160710.2
OG0008154	XP_015184271.1	XP_039307404.1, XP_039307401.1, XP_039307403.1
OG0008155	XP_015186653.1	XP_011164262.2
OG0008156	XP_015183828.1	XP_011162561.1
OG0008157	XP_015182141.1, XP_015182142.1, XP_015182143.1	XP_039311468.1
OG0008158	XP_015186348.1	XP_011156801.1
OG0008159	XP_015186326.1	XP_039315103.1
OG0008160	XP_015174141.1	XP_039303737.1, XP_011160352.1
OG0008161	XP_015178861.1	XP_011166975.1
OG0008162	XP_015183665.1	XP_011159713.3
OG0008164	XP_015174105.1	XP_039303226.1, XP_039303230.1, XP_039303216.1
OG0008165	XP_015171069.1	XP_039310478.1
OG0008167	XP_015184597.1	XP_039306626.1, XP_039306553.1
OG0008168	XP_015175415.1	XP_039312845.1
OG0008169	XP_015179154.1	XP_011161855.1
OG0008170	XP_015182372.1	XP_011162466.1
OG0008172	XP_015178276.1	XP_025988703.1
OG0008173	XP_015181746.1	XP_011165570.2
OG0008174	XP_015186793.1	XP_039313026.1
OG0008175	XP_015186882.1	XP_011175702.1
OG0008176	XP_015176611.1	XP_039313905.1
OG0008177	XP_015174702.1	XP_011173332.1
OG0008178	XP_015179510.1	XP_039304401.1
OG0008180	XP_015184046.1	XP_025995692.1
OG0008182	XP_015173093.1	XP_039307147.1, XP_025991626.2
OG0008183	XP_015180497.1	XP_011156053.2
OG0008184	XP_015182255.1	XP_025986362.1
OG0008185	XP_015172177.1, XP_015172178.1	XP_025995581.1
OG0008186	XP_015185678.1	XP_011161221.2
OG0008187	XP_015179284.1	XP_011171267.2
OG0008188	XP_015186171.1	XP_039304037.1
OG0008189	XP_015178279.1	XP_039313043.1, XP_011157088.2
OG0008198	XP_015174296.1	XP_011171034.1
OG0008199	XP_015178437.1	XP_025994867.1
OG0008200	XP_015174922.1	XP_025993995.1
OG0008201	XP_015179463.1	XP_011164613.1
OG0008202	XP_015171929.1	XP_011174300.3
OG0008204	XP_015178653.1	XP_039308932.1
OG0008205	XP_015188427.1	XP_025995740.1
OG0008206	XP_015188059.1	XP_011167741.1
OG0008207	XP_015178028.1	XP_011165633.1
OG0008208	XP_015173291.1	XP_011166011.1
OG0008209	XP_015191742.1	XP_025987620.1
OG0008210	XP_015187940.1	XP_011162523.2
OG0008211	XP_015184628.1	XP_025992650.1
OG0008212	XP_015191189.1	XP_011163538.1
OG0008214	XP_015186196.1	XP_011164249.2
OG0008215	XP_015181550.1	XP_011155703.1
OG0008217	XP_015178656.1	XP_011166365.2
OG0008219	XP_015175951.1	XP_011165023.1
OG0008221	XP_015183257.1	XP_011163521.1
OG0008222	XP_015171753.1	XP_011161057.2
OG0008223	XP_015175073.1	XP_025993625.2
OG0008224	XP_015176689.1	XP_011164345.1
OG0008225	XP_015186270.1	XP_039306831.1
OG0008226	XP_015175062.1	XP_011156170.2
OG0008228	XP_015182354.1	XP_039304461.1
OG0008230	XP_015186652.1	XP_011156219.1
OG0008232	XP_015187956.1	XP_011161595.1
OG0008233	XP_015177678.1	XP_011159898.2
OG0008234	XP_015183804.1	XP_011165558.1
OG0008235	XP_015188593.1	XP_011172058.1
OG0008239	XP_015189536.1	XP_011158584.1
OG0008240	XP_015186277.1	XP_011162477.1
OG0008243	XP_015175476.1	XP_011167372.2
OG0008244	XP_015176621.1	XP_039311349.1
OG0008248	XP_015182465.1	XP_025995946.1
OG0008254	XP_015189051.1	XP_011156088.1
OG0008255	XP_015173090.1	XP_011165578.1
OG0008256	XP_015173401.1	XP_011161133.2
OG0008257	XP_015185621.1	XP_025990554.2
OG0008258	XP_015183057.1	XP_011175209.2
OG0008259	XP_015172059.1	XP_039314811.1
OG0008260	XP_015191023.1	XP_011169079.2
OG0008261	XP_015179996.1	XP_011162972.1
OG0008262	XP_015187496.1	XP_011171627.1
OG0008263	XP_015178001.1	XP_039306777.1
OG0008264	XP_015184672.1	XP_011161775.1
OG0008265	XP_015187733.1	XP_039308910.1, XP_011175938.1
OG0008266	XP_015186725.1	XP_011156218.1
OG0008267	XP_015191664.1	XP_011161147.1
OG0008268	XP_015186376.1	XP_039314373.1
OG0008269	XP_015173769.1	XP_025986972.2
OG0008270	XP_015174257.1	XP_011167732.2
OG0008271	XP_015174934.1	XP_011162399.1
OG0008272	XP_015175866.1	XP_011175982.1
OG0008273	XP_015171532.1	XP_039303809.1
OG0008274	XP_015183163.1, XP_015183164.1	XP_039306988.1
OG0008276	XP_015174514.1	XP_011164171.1
OG0008277	XP_015175763.1	XP_011164632.1
OG0008278	XP_015189554.1	XP_039302956.1, XP_039302957.1, XP_039302958.1, XP_025989002.2
OG0008279	XP_015179987.1	XP_011155349.1
OG0008281	XP_015178163.1	XP_011155439.1
OG0008282	XP_015191630.1	XP_011157199.1
OG0008285	XP_015181693.1	XP_011166672.3
OG0008286	XP_015189088.1	XP_011156566.1
OG0008287	XP_015175817.1	XP_039313600.1
OG0008289	XP_015175659.1	XP_011164635.1
OG0008290	XP_015171453.1	XP_011171555.1
OG0008292	XP_015178133.1	XP_011160236.1
OG0008293	XP_015190457.1	XP_011167307.1
OG0008294	XP_015191174.1	XP_011156940.1
OG0008297	XP_015177599.1	XP_011167598.2
OG0008300	XP_015176309.1	XP_011161539.2
OG0008301	XP_015185223.1	XP_011162249.1
OG0008303	XP_015187029.1	XP_011166794.1
OG0008304	XP_015175643.1, XP_015175642.1	XP_039309485.1, XP_011163768.1
OG0008305	XP_015182200.1	XP_039307915.1
OG0008306	XP_015181796.1	XP_025995608.1
OG0008309	XP_015191004.1	XP_025988437.1, XP_039305992.1
OG0008314	XP_015177213.1	XP_011172976.1
OG0008315	XP_015187127.1	XP_039303287.1, XP_011172161.1
OG0008316	XP_015184632.1	XP_011161424.1, XP_011161777.1
OG0008317	XP_015184828.1	XP_039314347.1
OG0008318	XP_015180751.1	XP_039309623.1
OG0008319	XP_015178252.1	XP_011155436.1
OG0008320	XP_015179536.1	XP_025991399.1
OG0008321	XP_015176226.1, XP_015176227.1	XP_011166268.1
OG0008322	XP_015183551.1	XP_011159545.2, XP_011159541.2
OG0008323	XP_015174871.1, XP_015174872.1	XP_025994541.1
OG0008324	XP_015187480.1	XP_011157201.2
OG0008325	XP_015176454.1	XP_011155942.1
OG0008326	XP_015171371.1	XP_011168942.1
OG0008327	XP_015185014.1	XP_039304743.1
OG0008328	XP_015172142.1	XP_011157347.1
OG0008329	XP_015188391.1	XP_039304432.1, XP_025988593.1
OG0008330	XP_015172627.1	XP_011158212.1
OG0008331	XP_015181386.1	XP_011159980.1
OG0008332	XP_015181129.1	XP_025994405.1
OG0008333	XP_015180312.1	XP_039312292.1
OG0008335	XP_015191782.1	XP_025990185.2
OG0008336	XP_015182403.1	XP_025987541.1
OG0008338	XP_015182516.1	XP_011160384.1
OG0008339	XP_015178528.1, XP_015178529.1	XP_025988561.2
OG0008340	XP_015188471.1	XP_039302339.1
OG0008341	XP_015175179.1	XP_011165843.1, XP_011165844.1
OG0008342	XP_015182984.1	XP_011171182.1
OG0008343	XP_015187873.1	XP_011158844.1
OG0008344	XP_015187864.1	XP_011159035.1
OG0008345	XP_015186414.1	XP_025988479.1
OG0008346	XP_015186317.1	XP_039314593.1
OG0008347	XP_015173171.1, XP_015173168.1	XP_011158884.1
OG0008348	XP_015178644.1	XP_039305875.1
OG0008350	XP_015183126.1	XP_011163563.2
OG0008351	XP_015176712.1	XP_011166891.1, XP_025985950.1
OG0008352	XP_015188590.1	XP_011169668.1
OG0008354	XP_015172816.1	XP_011155783.1
OG0008355	XP_015188467.1	XP_011171963.2
OG0008356	XP_015174439.1	XP_039304527.1
OG0008357	XP_015180595.1	XP_025987552.1
OG0008358	XP_015188595.1	XP_011169839.1
OG0008361	XP_015175122.1	XP_011157931.2
OG0008362	XP_015186253.1	XP_011176288.1
OG0008364	XP_015172879.1	XP_011176398.1
OG0008365	XP_015175055.1	XP_039307353.1
OG0008366	XP_015190531.1	XP_039304073.1, XP_025992209.2, XP_039304078.1
OG0008367	XP_015180261.1	XP_039304598.1, XP_025991654.2
OG0008369	XP_015181324.1	XP_011167102.1
OG0008371	XP_015183395.1	XP_039311586.1
OG0008372	XP_015173028.1	XP_039309051.1
OG0008373	XP_015190041.1	XP_011156531.2
OG0008374	XP_015178366.1, XP_015178367.1, XP_015178368.1	XP_011165903.2
OG0008377	XP_015185515.1	XP_011164108.1
OG0008379	XP_015190924.1	XP_011170384.1, XP_011170452.1, XP_025986099.1
OG0008380	XP_015187462.1	XP_011155523.1
OG0008381	XP_015188812.1	XP_011157539.1
OG0008382	XP_015191669.1	XP_011161148.1
OG0008383	XP_015179112.1	XP_011161894.1
OG0008385	XP_015188938.1	XP_011171949.1
OG0008386	XP_015178826.1	XP_039311625.1
OG0008387	XP_015175658.1, XP_015175657.1	XP_011156754.1
OG0008388	XP_015183728.1, XP_015183729.1	XP_011159285.1
OG0008389	XP_015175965.1	XP_011157407.1
OG0008390	XP_015181591.1	XP_011166809.1, XP_039301977.1
OG0008392	XP_015174712.1	XP_011166141.1
OG0008393	XP_015183628.1	XP_025986871.1, XP_039315448.1
OG0008403	XP_015171491.1	XP_025996049.1
OG0008407	XP_015191497.1	XP_039308424.1
OG0008408	XP_015177935.1	XP_011170299.1
OG0008409	XP_015175646.1	XP_011176106.2
OG0008410	XP_015172514.1	XP_011157367.1
OG0008411	XP_015181731.1	XP_011156518.1
OG0008417	XP_015190915.1, XP_015190914.1	XP_011159394.1
OG0008419	XP_015176073.1	XP_039315189.1
OG0008422	XP_015171652.1	XP_011175142.1
OG0008423	XP_015175801.1	XP_025993947.1
OG0008424	XP_015176321.1	XP_025991946.1
OG0008426	XP_015176284.1	XP_011157390.1
OG0008427	XP_015191107.1	XP_039311896.1
OG0008429	XP_015175548.1	XP_011158233.1
OG0008431	XP_015172855.1	XP_011166371.1
OG0008432	XP_015182134.1	XP_025988111.2
OG0008433	XP_015174961.1	XP_011162256.1
OG0008434	XP_015181205.1	XP_039310974.1
OG0008435	XP_015185405.1	XP_025987351.2
OG0008436	XP_015173721.1	XP_011155899.1
OG0008440	XP_015174313.1	XP_011162457.1
OG0008441	XP_015187203.1	XP_039313184.1
OG0008442	XP_015181187.1	XP_039308059.1
OG0008444	XP_015188613.1	XP_011168035.1
OG0008445	XP_015183651.1	XP_011155743.1
