Orthogroup	Polistes_dominula	Habropoda_laboriosa
OG0006059	XP_015174090.1	XP_017789262.1
OG0006060	XP_015176093.1	XP_017788366.1
OG0006061	XP_015183833.1	XP_017799198.1
OG0006062	XP_015180814.1	XP_017796213.1
OG0006063	XP_015171740.1	XP_017791308.1
OG0006064	XP_015172850.1	XP_017798969.1
OG0006065	XP_015176520.1	XP_017790426.1
OG0006066	XP_015182218.1	XP_017792692.1
OG0006067	XP_015172975.1	XP_017798866.1
OG0006069	XP_015188115.1	XP_017799134.1
OG0006070	XP_015179594.1	XP_017797154.1
OG0006071	XP_015185489.1	XP_017795174.1
OG0006072	XP_015179602.1	XP_017798502.1
OG0006073	XP_015184098.1	XP_017788409.1
OG0006074	XP_015186951.1	XP_017795775.1
OG0006075	XP_015188824.1	XP_017788496.1
OG0006076	XP_015175483.1	XP_017793061.1
OG0006077	XP_015183498.1	XP_017799250.1
OG0006078	XP_015186258.1	XP_017789350.1
OG0006079	XP_015176230.1	XP_017799599.1
OG0006080	XP_015182081.1	XP_017788230.1
OG0006081	XP_015187717.1	XP_017787657.1
OG0006082	XP_015179099.1	XP_017794902.1
OG0006083	XP_015182104.1	XP_017799574.1
OG0006084	XP_015187716.1	XP_017792530.1
OG0006085	XP_015191786.1	XP_017790772.1
OG0006086	XP_015188459.1	XP_017795666.1
OG0006087	XP_015179804.1	XP_017798201.1
OG0006088	XP_015189656.1	XP_017798165.1
OG0006089	XP_015187766.1	XP_017790510.1
OG0006090	XP_015182195.1	XP_017792972.1
OG0006091	XP_015171282.1	XP_017787464.1
OG0006092	XP_015176506.1	XP_017795325.1
OG0006093	XP_015171738.1	XP_017787895.1
OG0006094	XP_015178392.1	XP_017799206.1
OG0006095	XP_015181094.1	XP_017790779.1
OG0006096	XP_015183444.1	XP_017796249.1
OG0006098	XP_015171531.1	XP_017787891.1
OG0006099	XP_015176332.1	XP_017791165.1
OG0006100	XP_015181974.1	XP_017789257.1
OG0006101	XP_015186924.1	XP_017797642.1
OG0006102	XP_015174405.1	XP_017788283.1
OG0006103	XP_015185821.1	XP_017789869.1
OG0006104	XP_015178534.1	XP_017799256.1
OG0006105	XP_015187913.1	XP_017788263.1
OG0006106	XP_015190408.1	XP_017789710.1
OG0006107	XP_015185031.1	XP_017793947.1
OG0006108	XP_015184268.1	XP_017794932.1
OG0006109	XP_015174101.1	XP_017792862.1
OG0006110	XP_015189096.1	XP_017790188.1
OG0006111	XP_015176890.1	XP_017796625.1
OG0006112	XP_015182893.1	XP_017791466.1
OG0006113	XP_015174138.1	XP_017794968.1
OG0006114	XP_015186710.1	XP_017797899.1
OG0006115	XP_015176631.1	XP_017795097.1
OG0006116	XP_015180431.1	XP_017796816.1
OG0006117	XP_015183996.1	XP_017790543.1
OG0006118	XP_015172035.1	XP_017797697.1
OG0006119	XP_015180262.1	XP_017794727.1
OG0006120	XP_015176384.1	XP_017797755.1
OG0006121	XP_015173531.1	XP_017798263.1
OG0006122	XP_015176596.1	XP_017789506.1
OG0006123	XP_015177923.1	XP_017797946.1
OG0006124	XP_015190932.1	XP_017792155.1
OG0006125	XP_015172043.1	XP_017794232.1, XP_017794229.1
OG0006126	XP_015184186.1	XP_017798366.1
OG0006127	XP_015172510.1	XP_017798091.1
OG0006128	XP_015187475.1	XP_017788882.1
OG0006130	XP_015188480.1	XP_017794053.1
OG0006131	XP_015187200.1	XP_017793778.1
OG0006132	XP_015174776.1	XP_017795089.1
OG0006133	XP_015186569.1	XP_017794171.1
OG0006134	XP_015189104.1	XP_017788090.1
OG0006135	XP_015188197.1	XP_017792158.1
OG0006136	XP_015182117.1	XP_017789405.1
OG0006137	XP_015176178.1	XP_017794204.1
OG0006138	XP_015173136.1	XP_017789748.1
OG0006139	XP_015190976.1	XP_017791958.1
OG0006140	XP_015176983.1	XP_017787460.1
OG0006141	XP_015181227.1	XP_017793719.1
OG0006142	XP_015177217.1	XP_017791316.1
OG0006143	XP_015183198.1	XP_017796829.1
OG0006144	XP_015185996.1	XP_017794842.1
OG0006145	XP_015175838.1	XP_017797824.1
OG0006147	XP_015187517.1	XP_017788180.1
OG0006149	XP_015187511.1	XP_017790386.1
OG0006150	XP_015175068.1	XP_017795638.1
OG0006151	XP_015184465.1, XP_015184474.1, XP_015184458.1	XP_017794722.1
OG0006152	XP_015179625.1	XP_017796935.1
OG0006153	XP_015180249.1	XP_017791903.1
OG0006154	XP_015173251.1	XP_017789080.1
OG0006155	XP_015183239.1	XP_017797260.1
OG0006156	XP_015177873.1	XP_017791564.1
OG0006157	XP_015176070.1	XP_017788318.1
OG0006158	XP_015178941.1	XP_017792796.1
OG0006159	XP_015183893.1	XP_017790088.1
OG0006161	XP_015185812.1	XP_017787549.1
OG0006162	XP_015180919.1	XP_017790403.1
OG0006163	XP_015185117.1	XP_017797157.1, XP_017797158.1
OG0006164	XP_015178695.1	XP_017788045.1
OG0006165	XP_015181614.1	XP_017788005.1
OG0006166	XP_015187743.1	XP_017794128.1
OG0006167	XP_015173115.1	XP_017791428.1
OG0006168	XP_015185195.1	XP_017791065.1
OG0006169	XP_015189478.1	XP_017799584.1
OG0006170	XP_015190054.1	XP_017788610.1
OG0006171	XP_015176484.1	XP_017789440.1
OG0006172	XP_015181609.1	XP_017788892.1
OG0006173	XP_015177507.1, XP_015173225.1	XP_017787737.1
OG0006174	XP_015190482.1	XP_017796618.1
OG0006175	XP_015184331.1	XP_017794543.1
OG0006176	XP_015189397.1	XP_017791172.1
OG0006177	XP_015184286.1	XP_017796503.1
OG0006178	XP_015182229.1	XP_017787536.1
OG0006179	XP_015183999.1	XP_017790504.1
OG0006180	XP_015181446.1	XP_017797963.1
OG0006181	XP_015185831.1	XP_017793248.1
OG0006182	XP_015185944.1	XP_017798615.1
OG0006183	XP_015185312.1	XP_017788592.1
OG0006184	XP_015175041.1	XP_017791184.1
OG0006185	XP_015187461.1	XP_017791039.1
OG0006186	XP_015184107.1	XP_017792248.1
OG0006187	XP_015183131.1	XP_017789702.1
OG0006188	XP_015175141.1	XP_017794685.1
OG0006189	XP_015175029.1	XP_017793213.1
OG0006191	XP_015171733.1	XP_017797190.1
OG0006192	XP_015173896.1	XP_017792765.1
OG0006193	XP_015171137.1	XP_017794094.1
OG0006194	XP_015184165.1	XP_017796283.1
OG0006195	XP_015183872.1	XP_017790178.1
OG0006196	XP_015188170.1	XP_017797695.1
OG0006197	XP_015185028.1	XP_017796918.1
OG0006198	XP_015173406.1	XP_017798757.1
OG0006199	XP_015182269.1	XP_017789687.1
OG0006200	XP_015185058.1	XP_017791940.1
OG0006201	XP_015180946.1	XP_017791596.1
OG0006202	XP_015179459.1	XP_017796852.1
OG0006203	XP_015184228.1	XP_017789112.1
OG0006204	XP_015181107.1	XP_017788852.1
OG0006205	XP_015173752.1	XP_017788168.1
OG0006206	XP_015177563.1	XP_017799296.1
OG0006207	XP_015190464.1	XP_017794673.1
OG0006208	XP_015179476.1	XP_017793534.1
OG0006209	XP_015176335.1	XP_017789872.1
OG0006210	XP_015188726.1	XP_017797188.1
OG0006211	XP_015187987.1	XP_017797425.1
OG0006212	XP_015189165.1	XP_017792879.1
OG0006213	XP_015172648.1	XP_017791418.1
OG0006214	XP_015180185.1	XP_017788465.1
OG0006215	XP_015180049.1	XP_017795073.1, XP_017795074.1
OG0006216	XP_015182103.1	XP_017792329.1
OG0006217	XP_015185713.1	XP_017793464.1
OG0006218	XP_015189470.1	XP_017789886.1
OG0006219	XP_015187257.1	XP_017794668.1
OG0006220	XP_015183937.1	XP_017796831.1
OG0006221	XP_015191426.1	XP_017797871.1
OG0006222	XP_015172062.1	XP_017794891.1
OG0006223	XP_015186956.1	XP_017790361.1
OG0006224	XP_015177700.1	XP_017796265.1
OG0006225	XP_015177384.1	XP_017792531.1
OG0006226	XP_015187463.1	XP_017798725.1
OG0006227	XP_015181270.1	XP_017791502.1
OG0006228	XP_015186398.1	XP_017791599.1
OG0006229	XP_015173735.1	XP_017788128.1
OG0006230	XP_015173594.1	XP_017794701.1
OG0006231	XP_015178986.1	XP_017799123.1
OG0006232	XP_015188929.1	XP_017798936.1
OG0006233	XP_015179010.1	XP_017796416.1
OG0006234	XP_015188744.1	XP_017789040.1
OG0006235	XP_015184354.1	XP_017797325.1
OG0006236	XP_015188962.1	XP_017792385.1
OG0006237	XP_015191764.1	XP_017796795.1
OG0006238	XP_015176617.1	XP_017789202.1
OG0006239	XP_015186621.1	XP_017798484.1
OG0006240	XP_015181477.1, XP_015181476.1	XP_017793195.1
OG0006241	XP_015186556.1	XP_017791567.1
OG0006242	XP_015174896.1	XP_017799469.1
OG0006243	XP_015175053.1	XP_017793129.1
OG0006244	XP_015186560.1	XP_017787529.1
OG0006245	XP_015172437.1	XP_017798589.1
OG0006246	XP_015179119.1	XP_017796662.1
OG0006247	XP_015172734.1	XP_017790350.1
OG0006248	XP_015183492.1	XP_017795915.1
OG0006249	XP_015181300.1	XP_017790643.1
OG0006250	XP_015183568.1	XP_017794672.1
OG0006251	XP_015183930.1	XP_017788890.1
OG0006252	XP_015188393.1	XP_017793219.1
OG0006253	XP_015180163.1	XP_017790693.1
OG0006254	XP_015178453.1	XP_017788093.1
OG0006255	XP_015186092.1	XP_017788009.1
OG0006256	XP_015173929.1	XP_017793130.1
OG0006257	XP_015191430.1	XP_017788313.1
OG0006258	XP_015189782.1	XP_017789842.1
OG0006259	XP_015175764.1	XP_017795329.1
OG0006260	XP_015177180.1	XP_017790121.1
OG0006261	XP_015183136.1	XP_017798817.1
OG0006262	XP_015184292.1	XP_017796460.1
OG0006263	XP_015177988.1	XP_017791663.1
OG0006264	XP_015186095.1, XP_015186096.1	XP_017790388.1
OG0006265	XP_015173511.1	XP_017788159.1
OG0006266	XP_015175031.1	XP_017790434.1
OG0006267	XP_015188650.1	XP_017791233.1
OG0006268	XP_015177961.1	XP_017794938.1
OG0006269	XP_015176166.1	XP_017790928.1
OG0006270	XP_015187275.1	XP_017796502.1
OG0006271	XP_015179363.1	XP_017789255.1
OG0006272	XP_015171730.1	XP_017797201.1
OG0006273	XP_015182839.1	XP_017792801.1
OG0006274	XP_015172469.1	XP_017788549.1
OG0006275	XP_015176970.1	XP_017791203.1
OG0006276	XP_015176888.1	XP_017795087.1
OG0006277	XP_015176968.1	XP_017796287.1
OG0006278	XP_015189154.1, XP_015189155.1	XP_017787868.1
OG0006279	XP_015187447.1	XP_017795346.1
OG0006280	XP_015171762.1	XP_017795352.1
OG0006281	XP_015187976.1	XP_017796876.1, XP_017796877.1
OG0006282	XP_015186605.1	XP_017791764.1, XP_017791763.1
OG0006283	XP_015171772.1	XP_017796194.1
OG0006284	XP_015182701.1	XP_017789445.1
OG0006285	XP_015178403.1	XP_017799372.1
OG0006286	XP_015185998.1	XP_017792230.1
OG0006287	XP_015179796.1	XP_017798673.1
OG0006288	XP_015176222.1	XP_017798025.1
OG0006289	XP_015183130.1	XP_017789693.1
OG0006290	XP_015180669.1	XP_017793097.1
OG0006291	XP_015187035.1	XP_017796541.1
OG0006292	XP_015181103.1	XP_017788773.1
OG0006293	XP_015183896.1	XP_017799252.1
OG0006294	XP_015190453.1	XP_017790163.1
OG0006295	XP_015178890.1, XP_015178881.1	XP_017795610.1
OG0006296	XP_015183232.1	XP_017791929.1
OG0006297	XP_015178724.1	XP_017795039.1
OG0006298	XP_015184178.1	XP_017796298.1
OG0006299	XP_015177804.1	XP_017793799.1
OG0006300	XP_015177051.1	XP_017788796.1
OG0006301	XP_015173175.1	XP_017792375.1
OG0006302	XP_015174950.1	XP_017798390.1
OG0006303	XP_015183008.1, XP_015183011.1	XP_017797208.1
OG0006304	XP_015180906.1	XP_017798278.1
OG0006305	XP_015180664.1	XP_017795009.1
OG0006306	XP_015190046.1	XP_017796362.1
OG0006307	XP_015183641.1	XP_017794091.1
OG0006308	XP_015187848.1	XP_017793656.1
OG0006309	XP_015179424.1	XP_017797099.1
OG0006310	XP_015184184.1	XP_017792381.1
OG0006311	XP_015176224.1	XP_017798685.1
OG0006312	XP_015180248.1	XP_017794367.1
OG0006313	XP_015185338.1	XP_017799066.1
OG0006314	XP_015174156.1	XP_017789120.1
OG0006315	XP_015182705.1	XP_017788385.1
OG0006316	XP_015176808.1	XP_017797881.1
OG0006317	XP_015178957.1, XP_015178958.1	XP_017790491.1
OG0006318	XP_015174104.1	XP_017794900.1
OG0006319	XP_015171520.1	XP_017794176.1
OG0006320	XP_015174379.1	XP_017794587.1
OG0006321	XP_015174675.1	XP_017794795.1
OG0006322	XP_015180129.1	XP_017793815.1
OG0006323	XP_015175829.1	XP_017796864.1, XP_017798926.1
OG0006324	XP_015185048.1	XP_017796612.1
OG0006325	XP_015171138.1	XP_017794046.1
OG0006327	XP_015186762.1	XP_017791951.1
OG0006328	XP_015178800.1	XP_017798895.1
OG0006329	XP_015175762.1	XP_017795879.1
OG0006330	XP_015172187.1	XP_017798711.1
OG0006331	XP_015190998.1	XP_017798649.1
OG0006332	XP_015191351.1	XP_017793393.1
OG0006333	XP_015190357.1	XP_017788578.1
OG0006334	XP_015185889.1	XP_017797917.1
OG0006335	XP_015181016.1	XP_017798144.1
OG0006336	XP_015184944.1	XP_017789153.1
OG0006337	XP_015182260.1	XP_017790913.1
OG0006338	XP_015180938.1, XP_015180936.1	XP_017791584.1
OG0006339	XP_015179477.1	XP_017790604.1
OG0006340	XP_015180810.1	XP_017789203.1
OG0006341	XP_015184902.1	XP_017791091.1
OG0006343	XP_015190002.1	XP_017787515.1
OG0006344	XP_015184355.1	XP_017790706.1
OG0006345	XP_015190741.1	XP_017796399.1
OG0006346	XP_015172747.1	XP_017789598.1
OG0006347	XP_015173245.1	XP_017787767.1
OG0006348	XP_015171420.1	XP_017792450.1
OG0006349	XP_015184764.1	XP_017791294.1
OG0006350	XP_015181661.1	XP_017795265.1
OG0006351	XP_015186353.1	XP_017794485.1
OG0006352	XP_015178974.1	XP_017796850.1
OG0006353	XP_015186808.1	XP_017795136.1
OG0006355	XP_015186198.1	XP_017787458.1
OG0006356	XP_015172605.1	XP_017790233.1
OG0006357	XP_015180131.1	XP_017790585.1
OG0006358	XP_015191156.1	XP_017792071.1
OG0006359	XP_015186187.1	XP_017794015.1
OG0006360	XP_015171160.1	XP_017789907.1
OG0006361	XP_015172371.1	XP_017798689.1
OG0006362	XP_015175406.1	XP_017795828.1
OG0006363	XP_015182909.1	XP_017791482.1
OG0006364	XP_015171476.1	XP_017795612.1
OG0006365	XP_015181786.1	XP_017796609.1
OG0006366	XP_015182642.1	XP_017790911.1
OG0006367	XP_015172475.1	XP_017792712.1
OG0006368	XP_015179708.1	XP_017798507.1
OG0006369	XP_015186276.1	XP_017788485.1
OG0006370	XP_015174855.1	XP_017788015.1
OG0006371	XP_015172089.1	XP_017797212.1
OG0006372	XP_015184899.1	XP_017789556.1
OG0006373	XP_015176287.1	XP_017788810.1
OG0006374	XP_015188072.1	XP_017792628.1
OG0006375	XP_015175503.1, XP_015175504.1	XP_017797302.1
OG0006376	XP_015187859.1	XP_017799421.1
OG0006377	XP_015185391.1	XP_017788245.1
OG0006378	XP_015172990.1	XP_017791420.1
OG0006379	XP_015186120.1	XP_017791403.1
OG0006380	XP_015185178.1	XP_017788719.1
OG0006381	XP_015176466.1	XP_017787396.1
OG0006382	XP_015176193.1	XP_017791703.1
OG0006383	XP_015180701.1	XP_017792398.1
OG0006384	XP_015180226.1	XP_017793089.1
OG0006385	XP_015172632.1	XP_017790919.1
OG0006386	XP_015189543.1	XP_017795973.1
OG0006387	XP_015181183.1	XP_017790552.1
OG0006388	XP_015191204.1, XP_015191203.1	XP_017788076.1
OG0006389	XP_015189510.1	XP_017789967.1
OG0006390	XP_015191468.1	XP_017791441.1
OG0006391	XP_015179194.1	XP_017789432.1
OG0006392	XP_015177311.1	XP_017792063.1
OG0006393	XP_015183604.1	XP_017792687.1
OG0006394	XP_015180245.1	XP_017797541.1
OG0006395	XP_015173332.1	XP_017798832.1
OG0006396	XP_015179956.1	XP_017789721.1
OG0006397	XP_015173114.1	XP_017791329.1
OG0006398	XP_015187806.1	XP_017794425.1
OG0006399	XP_015186776.1	XP_017791691.1
OG0006400	XP_015190771.1	XP_017798857.1
OG0006401	XP_015183870.1	XP_017790185.1
OG0006402	XP_015173322.1	XP_017799535.1
OG0006403	XP_015188580.1	XP_017791483.1
OG0006404	XP_015186767.1	XP_017793252.1
OG0006405	XP_015172443.1	XP_017788825.1
OG0006406	XP_015187778.1	XP_017796511.1
OG0006407	XP_015182172.1	XP_017794109.1
OG0006408	XP_015190057.1	XP_017798934.1
OG0006409	XP_015176214.1	XP_017791982.1
OG0006410	XP_015187008.1	XP_017788495.1
OG0006411	XP_015183522.1	XP_017792138.1
OG0006412	XP_015183517.1	XP_017791243.1
OG0006413	XP_015175431.1	XP_017799512.1
OG0006414	XP_015186421.1	XP_017795395.1
OG0006415	XP_015182052.1	XP_017788612.1
OG0006416	XP_015190853.1	XP_017799385.1
OG0006417	XP_015183289.1	XP_017790148.1
OG0006418	XP_015173460.1	XP_017798811.1
OG0006419	XP_015184126.1	XP_017798903.1
OG0006420	XP_015182579.1	XP_017789115.1
OG0006421	XP_015183016.1	XP_017788305.1
OG0006423	XP_015190614.1	XP_017799394.1
OG0006424	XP_015190991.1	XP_017797678.1, XP_017797792.1
OG0006425	XP_015176670.1	XP_017789889.1
OG0006426	XP_015175197.1	XP_017788682.1
OG0006427	XP_015184300.1	XP_017794914.1
OG0006428	XP_015175383.1	XP_017791385.1
OG0006429	XP_015187556.1	XP_017791993.1
OG0006430	XP_015176625.1	XP_017794944.1
OG0006431	XP_015190319.1	XP_017795250.1
OG0006432	XP_015174338.1	XP_017787701.1
OG0006433	XP_015175665.1	XP_017790824.1
OG0006434	XP_015184684.1	XP_017794712.1
OG0006435	XP_015185623.1	XP_017789936.1
OG0006437	XP_015176250.1	XP_017787658.1
OG0006438	XP_015174680.1	XP_017799486.1
OG0006439	XP_015174076.1	XP_017798368.1
OG0006440	XP_015179251.1	XP_017796082.1
OG0006441	XP_015188522.1	XP_017799158.1
OG0006442	XP_015186615.1	XP_017797506.1
OG0006443	XP_015185511.1	XP_017797194.1
OG0006444	XP_015179162.1	XP_017792367.1
OG0006445	XP_015189108.1	XP_017788091.1
OG0006446	XP_015181426.1	XP_017794561.1
OG0006447	XP_015177644.1	XP_017794838.1
OG0006448	XP_015191369.1	XP_017789079.1
OG0006449	XP_015171247.1	XP_017793675.1
OG0006450	XP_015186812.1	XP_017795306.1
OG0006451	XP_015174465.1	XP_017791770.1
OG0006452	XP_015186799.1	XP_017790765.1
OG0006453	XP_015186366.1	XP_017797979.1
OG0006454	XP_015182271.1	XP_017789627.1
OG0006455	XP_015181572.1	XP_017798859.1
OG0006456	XP_015187030.1	XP_017796470.1
OG0006457	XP_015187520.1	XP_017787485.1
OG0006458	XP_015177383.1	XP_017787499.1
OG0006459	XP_015183569.1	XP_017791521.1
OG0006460	XP_015174025.1	XP_017794785.1
OG0006462	XP_015176160.1	XP_017799183.1
OG0006463	XP_015186911.1	XP_017791736.1
OG0006464	XP_015188095.1	XP_017790699.1
OG0006465	XP_015185382.1	XP_017794985.1
OG0006466	XP_015174250.1, XP_015174249.1	XP_017791399.1
OG0006467	XP_015171727.1	XP_017793901.1
OG0006468	XP_015180401.1	XP_017796518.1
OG0006469	XP_015180133.1	XP_017794354.1
OG0006470	XP_015190543.1	XP_017799178.1
OG0006471	XP_015180918.1	XP_017789441.1
OG0006472	XP_015185797.1	XP_017789591.1
OG0006473	XP_015182328.1	XP_017796372.1
OG0006474	XP_015173689.1	XP_017789788.1
OG0006475	XP_015190486.1, XP_015190487.1	XP_017799276.1
OG0006476	XP_015187219.1	XP_017796158.1
OG0006477	XP_015191442.1	XP_017795583.1
OG0006478	XP_015188850.1	XP_017791123.1
OG0006480	XP_015180296.1	XP_017790668.1
OG0006481	XP_015190636.1	XP_017793644.1
OG0006482	XP_015172193.1	XP_017790156.1
OG0006483	XP_015187081.1	XP_017794172.1
OG0006484	XP_015183297.1	XP_017796430.1
OG0006485	XP_015171600.1	XP_017799062.1
OG0006486	XP_015189406.1	XP_017789505.1
OG0006487	XP_015188418.1	XP_017792524.1
OG0006488	XP_015190575.1	XP_017799284.1
OG0006489	XP_015189568.1	XP_017794873.1
OG0006490	XP_015184318.1	XP_017799124.1
OG0006491	XP_015174364.1	XP_017796867.1
OG0006493	XP_015174674.1	XP_017789747.1
OG0006494	XP_015190085.1	XP_017792572.1
OG0006495	XP_015182699.1	XP_017789394.1
OG0006496	XP_015171280.1	XP_017787429.1
OG0006497	XP_015176990.1	XP_017794997.1
OG0006498	XP_015172172.1	XP_017797069.1
OG0006499	XP_015187986.1	XP_017797858.1
OG0006500	XP_015174134.1	XP_017789438.1
OG0006501	XP_015189995.1	XP_017788309.1
OG0006502	XP_015185917.1	XP_017792597.1
OG0006503	XP_015181145.1	XP_017788959.1
OG0006504	XP_015185796.1	XP_017796030.1
OG0006505	XP_015177342.1	XP_017794858.1
OG0006506	XP_015178853.1	XP_017787777.1
OG0006507	XP_015188513.1	XP_017798950.1
OG0006508	XP_015181081.1	XP_017789783.1
OG0006509	XP_015175870.1	XP_017799589.1
OG0006510	XP_015178950.1	XP_017792278.1
OG0006511	XP_015181972.1	XP_017789149.1
OG0006512	XP_015179919.1	XP_017798426.1
OG0006513	XP_015180746.1	XP_017798428.1
OG0006514	XP_015186024.1	XP_017797445.1
OG0006515	XP_015181022.1	XP_017799467.1
OG0006516	XP_015171857.1	XP_017798078.1
OG0006517	XP_015176572.1	XP_017794820.1
OG0006518	XP_015185859.1	XP_017789488.1
OG0006519	XP_015185020.1	XP_017788112.1
OG0006520	XP_015183786.1	XP_017793436.1
OG0006521	XP_015176608.1	XP_017790375.1
OG0006522	XP_015190436.1	XP_017795658.1
OG0006523	XP_015174969.1	XP_017794522.1
OG0006524	XP_015180554.1	XP_017797360.1
OG0006525	XP_015180917.1	XP_017796499.1
OG0006526	XP_015175032.1	XP_017789470.1
OG0006527	XP_015175958.1	XP_017787950.1
OG0006528	XP_015175723.1	XP_017795061.1, XP_017796354.1
OG0006529	XP_015184285.1	XP_017792566.1
OG0006530	XP_015184087.1	XP_017787796.1
OG0006531	XP_015178766.1, XP_015178767.1	XP_017789400.1
OG0006532	XP_015186174.1	XP_017791051.1
OG0006533	XP_015175263.1	XP_017791942.1
OG0006534	XP_015186242.1	XP_017791728.1
OG0006535	XP_015178066.1	XP_017796050.1
OG0006536	XP_015185748.1	XP_017796100.1
OG0006537	XP_015173451.1	XP_017797999.1
OG0006538	XP_015182769.1	XP_017792309.1
OG0006539	XP_015184161.1	XP_017787408.1
OG0006540	XP_015190340.1	XP_017794433.1
OG0006541	XP_015180235.1	XP_017788354.1
OG0006542	XP_015175405.1	XP_017787677.1
OG0006543	XP_015181501.1	XP_017790007.1
OG0006544	XP_015171993.1	XP_017797860.1
OG0006545	XP_015177321.1	XP_017794058.1
OG0006546	XP_015191632.1	XP_017797202.1
OG0006547	XP_015172906.1	XP_017797174.1
OG0006549	XP_015179257.1	XP_017796087.1
OG0006550	XP_015172118.1	XP_017797699.1
OG0006551	XP_015173386.1	XP_017789209.1
OG0006552	XP_015179802.1	XP_017798556.1
OG0006553	XP_015188645.1	XP_017799407.1
OG0006554	XP_015184858.1	XP_017793091.1
OG0006556	XP_015182388.1	XP_017791129.1
OG0006557	XP_015173514.1	XP_017793257.1
OG0006558	XP_015175525.1	XP_017791676.1
OG0006559	XP_015189780.1	XP_017795260.1
OG0006560	XP_015184701.1	XP_017791715.1
OG0006561	XP_015173496.1, XP_015173495.1	XP_017798131.1
OG0006562	XP_015176130.1	XP_017791959.1
OG0006563	XP_015190251.1	XP_017797429.1
OG0006565	XP_015171235.1	XP_017793712.1
OG0006566	XP_015186163.1	XP_017793819.1
OG0006568	XP_015191822.1	XP_017787955.1
OG0006570	XP_015171943.1	XP_017793613.1
OG0006571	XP_015190136.1	XP_017795637.1
OG0006573	XP_015189289.1	XP_017792074.1
OG0006574	XP_015190029.1	XP_017792599.1
OG0006575	XP_015175135.1	XP_017788222.1
OG0006576	XP_015180177.1	XP_017790943.1
OG0006577	XP_015187155.1	XP_017796523.1
OG0006578	XP_015179458.1	XP_017791859.1
OG0006579	XP_015189137.1	XP_017790285.1
OG0006580	XP_015173143.1	XP_017789749.1
OG0006581	XP_015188168.1	XP_017791874.1
OG0006582	XP_015173070.1	XP_017790413.1
OG0006583	XP_015188655.1	XP_017788049.1
OG0006584	XP_015191344.1	XP_017790872.1, XP_017790873.1
OG0006585	XP_015180402.1	XP_017790784.1
OG0006586	XP_015178786.1	XP_017790159.1
OG0006587	XP_015174962.1	XP_017796056.1
OG0006588	XP_015175758.1	XP_017791751.1
OG0006589	XP_015187735.1, XP_015187732.1	XP_017798281.1
OG0006590	XP_015178667.1	XP_017790916.1
OG0006591	XP_015189139.1	XP_017794078.1
OG0006592	XP_015176496.1	XP_017798210.1
OG0006593	XP_015174698.1	XP_017793320.1
OG0006594	XP_015184511.1	XP_017795404.1
OG0006595	XP_015182907.1	XP_017791474.1
OG0006596	XP_015174239.1	XP_017791273.1
OG0006597	XP_015171155.1	XP_017794665.1
OG0006598	XP_015186628.1	XP_017797477.1
OG0006599	XP_015172941.1	XP_017787377.1
OG0006600	XP_015174399.1	XP_017787582.1
OG0006601	XP_015184338.1	XP_017795443.1
OG0006602	XP_015171225.1	XP_017794850.1
OG0006603	XP_015173620.1	XP_017791375.1
OG0006604	XP_015185190.1	XP_017791064.1
OG0006605	XP_015175027.1, XP_015175026.1	XP_017799575.1
OG0006606	XP_015181556.1	XP_017798702.1
OG0006607	XP_015183552.1	XP_017792685.1
OG0006608	XP_015179865.1	XP_017795561.1
OG0006609	XP_015190610.1	XP_017793612.1
OG0006610	XP_015173469.1	XP_017798600.1
OG0006611	XP_015191026.1	XP_017790680.1
OG0006612	XP_015183715.1	XP_017787444.1
OG0006614	XP_015178626.1	XP_017789653.1
OG0006615	XP_015173546.1	XP_017798123.1
OG0006616	XP_015177079.1	XP_017788839.1
OG0006617	XP_015181378.1	XP_017789437.1
OG0006618	XP_015186642.1	XP_017789046.1
OG0006619	XP_015184846.1	XP_017794382.1
OG0006620	XP_015180876.1	XP_017792403.1, XP_017792401.1
OG0006621	XP_015184196.1	XP_017798451.1
OG0006622	XP_015187968.1, XP_015187964.1	XP_017794749.1
OG0006623	XP_015177313.1	XP_017797330.1
OG0006624	XP_015190856.1, XP_015190868.1	XP_017799175.1
OG0006625	XP_015190116.1	XP_017792746.1
OG0006626	XP_015181400.1	XP_017799409.1
OG0006627	XP_015184925.1	XP_017793548.1
OG0006628	XP_015190369.1	XP_017792704.1
OG0006629	XP_015181088.1	XP_017798224.1
OG0006630	XP_015173184.1	XP_017791989.1
OG0006631	XP_015183495.1	XP_017791980.1
OG0006632	XP_015188113.1	XP_017790685.1
OG0006633	XP_015185282.1	XP_017795740.1
OG0006634	XP_015178023.1	XP_017794947.1
OG0006635	XP_015185877.1	XP_017798636.1
OG0006636	XP_015179740.1	XP_017798179.1
OG0006637	XP_015176750.1, XP_015176751.1	XP_017792551.1
OG0006638	XP_015183070.1	XP_017798528.1
OG0006639	XP_015180647.1	XP_017794315.1
OG0006640	XP_015179729.1	XP_017798075.1
OG0006641	XP_015180076.1	XP_017793174.1
OG0006642	XP_015182017.1	XP_017791636.1
OG0006643	XP_015174116.1, XP_015174115.1	XP_017794763.1
OG0006644	XP_015180001.1	XP_017796188.1
OG0006645	XP_015186804.1	XP_017791600.1
OG0006646	XP_015180237.1	XP_017797228.1
OG0006647	XP_015178151.1	XP_017796070.1
OG0006648	XP_015177082.1	XP_017788844.1
OG0006649	XP_015174926.1	XP_017798414.1
OG0006650	XP_015177002.1	XP_017796286.1
