Orthogroup	Polistes_dominula	Bombyx_mori
OG0006010	XP_015180521.1	XP_021202677.1
OG0006011	XP_015189160.1	XP_037866631.1, XP_004929152.2
OG0006012	XP_015180227.1	XP_012548841.2
OG0006013	XP_015173213.1	XP_004925975.1
OG0006014	XP_015174615.1	XP_004931499.2
OG0006015	XP_015180909.1	XP_004927272.2
OG0006016	XP_015191554.1	XP_037867998.1
OG0006017	XP_015178951.1	XP_037867898.1
OG0006018	XP_015191531.1	XP_021203070.2
OG0006019	XP_015181834.1	XP_037871809.1
OG0006020	XP_015174132.1	XP_004922077.4
OG0006021	XP_015179880.1	XP_012551683.1
OG0006022	XP_015173631.1	XP_021203461.1, NP_001040137.1
OG0006023	XP_015184545.1	XP_004924093.1
OG0006024	XP_015191684.1	XP_012545923.1
OG0006025	XP_015187921.1	XP_012552810.2
OG0006026	XP_015181340.1	XP_037872614.1
OG0006027	XP_015182840.1	XP_004925181.2
OG0006028	XP_015186946.1	XP_037875643.1
OG0006029	XP_015171478.1	XP_037872194.1
OG0006030	XP_015187287.1	XP_012547930.2
OG0006031	XP_015185352.1	XP_012548996.1
OG0006032	XP_015176852.1	XP_004922016.1
OG0006033	XP_015185213.1	XP_037869765.1
OG0006034	XP_015173855.1	XP_004932811.2
OG0006035	XP_015182464.1	XP_004921996.2
OG0006036	XP_015177312.1	XP_012550261.1
OG0006037	XP_015181984.1	NP_001037678.1
OG0006038	XP_015182998.1	XP_012544940.2
OG0006039	XP_015178147.1	XP_021203091.1
OG0006040	XP_015184359.1	XP_004923163.2
OG0006042	XP_015187980.1	XP_037866902.1
OG0006043	XP_015190376.1	XP_037875260.1
OG0006044	XP_015180056.1	XP_021207466.1
OG0006045	XP_015186172.1	XP_004923360.1
OG0006046	XP_015171246.1	XP_012546828.1
OG0006047	XP_015191231.1	XP_037867906.1
OG0006048	XP_015178648.1	XP_004932952.1
OG0006049	XP_015187767.1	XP_037873904.1
OG0006050	XP_015171586.1	XP_037874266.1
OG0006051	XP_015176988.1	XP_021209311.1
OG0006052	XP_015175120.1	XP_004930407.1
OG0006053	XP_015182628.1	XP_004925265.2
OG0006054	XP_015175142.1	XP_037869446.1
OG0006055	XP_015188273.1	XP_004925775.1
OG0006056	XP_015188782.1	XP_012545704.3
OG0006057	XP_015176083.1	XP_037867169.1
OG0006058	XP_015188586.1	XP_037874460.1
OG0006059	XP_015174090.1	NP_001157371.1
OG0006060	XP_015176093.1	XP_004931664.1
OG0006062	XP_015180814.1	XP_037873839.1, XP_037873838.1
OG0006063	XP_015171740.1	XP_004928272.1
OG0006064	XP_015172850.1	XP_004922915.1
OG0006065	XP_015176520.1	XP_021207187.1, XP_021207195.1
OG0006066	XP_015182218.1	XP_004928248.2
OG0006067	XP_015172975.1	XP_004933463.1
OG0006068	XP_015187390.1	XP_004924994.1
OG0006069	XP_015188115.1	XP_037870641.1
OG0006070	XP_015179594.1	XP_004922631.1
OG0006071	XP_015185489.1	XP_004921947.1
OG0006072	XP_015179602.1	XP_004922465.1
OG0006073	XP_015184098.1	XP_037870881.1
OG0006074	XP_015186951.1	XP_012543984.1
OG0006075	XP_015188824.1	XP_021202319.2
OG0006076	XP_015175483.1	XP_037873084.1
OG0006077	XP_015183498.1	XP_004928466.1
OG0006078	XP_015186258.1	XP_037874703.1
OG0006079	XP_015176230.1	NP_001040349.1
OG0006080	XP_015182081.1	XP_037876044.1, XP_021203773.1
OG0006081	XP_015187717.1	XP_004925773.1
OG0006082	XP_015179099.1	NP_001073348.1
OG0006083	XP_015182104.1	XP_037874640.1, NP_001037620.1
OG0006084	XP_015187716.1	NP_001189464.1
OG0006085	XP_015191786.1	NP_001040302.1, XP_037866754.1
OG0006086	XP_015188459.1	XP_004932228.1
OG0006087	XP_015179804.1	XP_004926807.1
OG0006088	XP_015189656.1	NP_001182135.1
OG0006089	XP_015187766.1	XP_004927283.1
OG0006090	XP_015182195.1	XP_004932252.1
OG0006091	XP_015171282.1	XP_004930767.1, XP_012549876.1
OG0006092	XP_015176506.1	XP_004932363.1, XP_021207689.1
OG0006093	XP_015171738.1	XP_037877104.1
OG0006094	XP_015178392.1	XP_037866541.1
OG0006095	XP_015181094.1	XP_004933398.1
OG0006096	XP_015183444.1	XP_004925257.1
OG0006098	XP_015171531.1	XP_037875624.1
OG0006099	XP_015176332.1	XP_037872191.1
OG0006100	XP_015181974.1	XP_004923313.2
OG0006101	XP_015186924.1	XP_037870970.1
OG0006102	XP_015174405.1	XP_037869258.1
OG0006103	XP_015185821.1	XP_004921658.1
OG0006104	XP_015178534.1	NP_001037315.1
OG0006105	XP_015187913.1	XP_004923802.1
OG0006106	XP_015190408.1	NP_001040511.1
OG0006107	XP_015185031.1	XP_037875680.1
OG0006108	XP_015184268.1	XP_037868096.1
OG0006109	XP_015174101.1	XP_004929283.2
OG0006110	XP_015189096.1	XP_037866596.1
OG0006111	XP_015176890.1	XP_004927345.2, XP_037875806.1
OG0006112	XP_015182893.1	XP_004932338.1
OG0006113	XP_015174138.1	XP_004931326.1
OG0006114	XP_015186710.1	XP_004928884.1
OG0006115	XP_015176631.1	XP_004932649.1
OG0006116	XP_015180431.1	XP_004922481.2
OG0006117	XP_015183996.1	XP_037872359.1
OG0006118	XP_015172035.1	XP_037872841.1
OG0006119	XP_015180262.1	XP_004932563.3
OG0006120	XP_015176384.1	XP_004927042.1
OG0006121	XP_015173531.1	XP_004926949.2
OG0006122	XP_015176596.1	XP_021208081.1
OG0006123	XP_015177923.1	NP_001036917.1
OG0006124	XP_015190932.1	XP_004922460.1
OG0006125	XP_015172043.1	XP_004922459.1
OG0006126	XP_015184186.1	XP_037874960.1, XP_004926452.2
OG0006127	XP_015172510.1	NP_001040544.1
OG0006128	XP_015187475.1	NP_001040288.1, XP_012553379.1
OG0006130	XP_015188480.1	XP_004926215.2
OG0006131	XP_015187200.1	XP_012544448.1
OG0006134	XP_015189104.1	XP_012549007.1
OG0006135	XP_015188197.1	XP_004929468.1
OG0006136	XP_015182117.1	XP_012547897.1
OG0006137	XP_015176178.1	XP_004932890.1
OG0006138	XP_015173136.1	XP_004923904.3
OG0006139	XP_015190976.1	XP_037867704.1
OG0006140	XP_015176983.1	XP_004924786.1
OG0006141	XP_015181227.1	NP_001040109.1
OG0006142	XP_015177217.1	XP_037871823.1
OG0006143	XP_015183198.1	XP_004929164.2
OG0006144	XP_015185996.1	XP_021202546.2
OG0006145	XP_015175838.1	NP_001036843.1, XP_012551197.1
OG0006147	XP_015187517.1	XP_004928942.1
OG0006149	XP_015187511.1	XP_004927892.1
OG0006150	XP_015175068.1	XP_037875968.1
OG0006151	XP_015184465.1, XP_015184474.1, XP_015184458.1	XP_037870067.1
OG0006152	XP_015179625.1	XP_004923231.1
OG0006153	XP_015180249.1	XP_037875394.1
OG0006154	XP_015173251.1	NP_001243933.1
OG0006155	XP_015183239.1	XP_037874124.1
OG0006156	XP_015177873.1	XP_004931824.1
OG0006157	XP_015176070.1	XP_037872170.1
OG0006158	XP_015178941.1	NP_001037341.1
OG0006161	XP_015185812.1	XP_037875397.1
OG0006162	XP_015180919.1	XP_004929080.3
OG0006163	XP_015185117.1	NP_001239599.1, XP_012553079.1
OG0006164	XP_015178695.1	XP_004928644.1
OG0006165	XP_015181614.1	XP_004926292.2
OG0006166	XP_015187743.1	NP_001091807.1
OG0006167	XP_015173115.1	XP_037874743.1, XP_037874744.1
OG0006168	XP_015185195.1	NP_001040299.1
OG0006169	XP_015189478.1	XP_004928460.2
OG0006170	XP_015190054.1	XP_004930978.1
OG0006171	XP_015176484.1	NP_001040156.1
OG0006172	XP_015181609.1	XP_012552374.2
OG0006173	XP_015177507.1, XP_015173225.1	XP_004926122.1
OG0006174	XP_015190482.1	XP_004933015.1
OG0006175	XP_015184331.1	XP_037876047.1
OG0006176	XP_015189397.1	XP_037869647.1
OG0006177	XP_015184286.1	XP_004922750.3
OG0006178	XP_015182229.1	NP_001296501.1, XP_004932289.2
OG0006179	XP_015183999.1	XP_004928872.1
OG0006180	XP_015181446.1	XP_012549692.2
OG0006181	XP_015185831.1	XP_012545160.1
OG0006182	XP_015185944.1	XP_004922739.1
OG0006183	XP_015185312.1	XP_004932657.2
OG0006184	XP_015175041.1	XP_004928563.1, XP_037871582.1
OG0006185	XP_015187461.1	XP_037877353.1, XP_004926406.2
OG0006186	XP_015184107.1	XP_037869369.1
OG0006187	XP_015183131.1	XP_004932502.1
OG0006188	XP_015175141.1	XP_004921953.1
OG0006189	XP_015175029.1	XP_004922117.1
OG0006191	XP_015171733.1	NP_001091833.1
OG0006192	XP_015173896.1	XP_012544552.1
OG0006193	XP_015171137.1	NP_001040375.1
OG0006194	XP_015184165.1	XP_037868465.1
OG0006195	XP_015183872.1	XP_004922191.2
OG0006196	XP_015188170.1	NP_001040107.1
OG0006197	XP_015185028.1	XP_004923679.2
OG0006199	XP_015182269.1	XP_004931003.2
OG0006200	XP_015185058.1	XP_004925740.1
OG0006201	XP_015180946.1	XP_037867445.1
OG0006202	XP_015179459.1	XP_012550985.1
OG0006203	XP_015184228.1	XP_004927739.1
OG0006204	XP_015181107.1	XP_004923217.1
OG0006205	XP_015173752.1	XP_012550604.1
OG0006206	XP_015177563.1	XP_037866500.1
OG0006207	XP_015190464.1	XP_021203286.2
OG0006208	XP_015179476.1	XP_037869662.1
OG0006209	XP_015176335.1	XP_037866560.1
OG0006210	XP_015188726.1	XP_004925217.2
OG0006211	XP_015187987.1	XP_037873951.1
OG0006212	XP_015189165.1	XP_004929287.1
OG0006213	XP_015172648.1	XP_004924277.1
OG0006214	XP_015180185.1	XP_004923263.2
OG0006215	XP_015180049.1	XP_004923974.1
OG0006216	XP_015182103.1	NP_001037211.1
OG0006217	XP_015185713.1	XP_037871553.1, NP_001040483.1
OG0006218	XP_015189470.1	NP_001037600.1
OG0006219	XP_015187257.1	XP_004923401.1
OG0006220	XP_015183937.1	XP_012552973.1
OG0006221	XP_015191426.1	XP_037874306.1
OG0006222	XP_015172062.1	XP_037877286.1
OG0006223	XP_015186956.1	XP_004923117.1
OG0006224	XP_015177700.1	NP_001166702.1
OG0006225	XP_015177384.1	XP_004925108.2
OG0006226	XP_015187463.1	XP_004932567.1
OG0006228	XP_015186398.1	NP_001296552.1
OG0006229	XP_015173735.1	XP_021207412.2
OG0006230	XP_015173594.1	XP_004931573.1
OG0006231	XP_015178986.1	XP_004930077.1
OG0006232	XP_015188929.1	XP_004926885.1
OG0006233	XP_015179010.1	XP_004930564.1
OG0006234	XP_015188744.1	XP_021204837.1
OG0006235	XP_015184354.1	XP_037874715.1
OG0006236	XP_015188962.1	XP_004924877.1
OG0006237	XP_015191764.1	XP_021209262.1
OG0006238	XP_015176617.1	XP_004922640.1
OG0006239	XP_015186621.1	XP_004929640.1, XP_012548825.1
OG0006241	XP_015186556.1	XP_012548985.2
OG0006242	XP_015174896.1	XP_037872389.1
OG0006243	XP_015175053.1	NP_001040117.1
OG0006244	XP_015186560.1	XP_004925158.1
OG0006245	XP_015172437.1	XP_004923953.1
OG0006246	XP_015179119.1	NP_001040405.1, XP_037877365.1
OG0006247	XP_015172734.1	NP_001161185.1
OG0006248	XP_015183492.1	XP_004924020.1
OG0006249	XP_015181300.1	XP_004921861.1
OG0006250	XP_015183568.1	XP_004931488.1
OG0006251	XP_015183930.1	XP_004931867.1
OG0006252	XP_015188393.1	XP_004922104.1, XP_004922102.1
OG0006253	XP_015180163.1	XP_037876172.1
OG0006254	XP_015178453.1	XP_021206385.1
OG0006255	XP_015186092.1	NP_001091770.1
OG0006256	XP_015173929.1	XP_012547613.2
OG0006257	XP_015191430.1	NP_001037156.1
OG0006258	XP_015189782.1	XP_004932259.1
OG0006259	XP_015175764.1	XP_004932316.1
OG0006260	XP_015177180.1	XP_037872437.1
OG0006261	XP_015183136.1	XP_004926166.1
OG0006262	XP_015184292.1	NP_001040301.1
OG0006263	XP_015177988.1	XP_012548903.2
OG0006264	XP_015186095.1, XP_015186096.1	XP_037870711.1
OG0006265	XP_015173511.1	XP_004931323.2
OG0006266	XP_015175031.1	XP_037867486.1
OG0006267	XP_015188650.1	NP_001040166.1
OG0006268	XP_015177961.1	XP_004932208.1
OG0006269	XP_015176166.1	XP_012544702.2
OG0006270	XP_015187275.1	XP_004932625.1
OG0006271	XP_015179363.1	XP_037877634.1, NP_001093271.1
OG0006272	XP_015171730.1	XP_021205075.1
OG0006273	XP_015182839.1	XP_004932003.1
OG0006274	XP_015172469.1	XP_037873653.1
OG0006275	XP_015176970.1	XP_004928263.1
OG0006276	XP_015176888.1	XP_037867053.1
OG0006277	XP_015176968.1	NP_001040312.1
OG0006278	XP_015189154.1, XP_015189155.1	NP_001166623.2
OG0006279	XP_015187447.1	XP_004926544.2
OG0006280	XP_015171762.1	XP_021205078.1, XP_012547476.2
OG0006281	XP_015187976.1	XP_037871407.1
OG0006282	XP_015186605.1	XP_012550524.1
OG0006283	XP_015171772.1	XP_012549289.1
OG0006284	XP_015182701.1	XP_004923266.1
OG0006285	XP_015178403.1	XP_012549973.1
OG0006286	XP_015185998.1	XP_004924345.1
OG0006287	XP_015179796.1	XP_004930199.1
OG0006288	XP_015176222.1	XP_004930530.2
OG0006289	XP_015183130.1	XP_004932572.1
OG0006290	XP_015180669.1	XP_012553409.1
OG0006291	XP_015187035.1	NP_001093275.1, XP_037872103.1, XP_037872141.1
OG0006292	XP_015181103.1	XP_037868457.1
OG0006294	XP_015190453.1	XP_012545526.1
OG0006295	XP_015178890.1, XP_015178881.1	XP_004925557.1
OG0006296	XP_015183232.1	XP_004929397.2
OG0006297	XP_015178724.1	XP_037866759.1
OG0006298	XP_015184178.1	XP_037868691.1
OG0006299	XP_015177804.1	XP_037870432.1
OG0006300	XP_015177051.1	XP_004931062.2
OG0006301	XP_015173175.1	XP_021208415.1
OG0006302	XP_015174950.1	XP_037868415.1
OG0006303	XP_015183008.1, XP_015183011.1	XP_004928583.1
OG0006304	XP_015180906.1	XP_004922916.1
OG0006305	XP_015180664.1	NP_001128674.1, XP_012551138.1
OG0006306	XP_015190046.1	XP_004930526.1
OG0006307	XP_015183641.1	XP_004923674.2
OG0006308	XP_015187848.1	XP_004921889.3
OG0006309	XP_015179424.1	XP_004931156.1
OG0006310	XP_015184184.1	XP_004929188.2
OG0006311	XP_015176224.1	NP_001106225.1
OG0006312	XP_015180248.1	XP_021204624.1
OG0006313	XP_015185338.1	NP_001040484.1
OG0006314	XP_015174156.1	XP_037869142.1
OG0006315	XP_015182705.1	XP_004921638.1
OG0006316	XP_015176808.1	XP_037872345.1
OG0006317	XP_015178957.1, XP_015178958.1	XP_004926247.1
OG0006318	XP_015174104.1	NP_001037189.1
OG0006319	XP_015171520.1	XP_004933404.1
OG0006320	XP_015174379.1	XP_012551338.2
OG0006322	XP_015180129.1	XP_004923246.1, XP_004923245.1
OG0006323	XP_015175829.1	NP_001040330.1
OG0006324	XP_015185048.1	XP_037874371.1
OG0006325	XP_015171138.1	XP_004926308.1
OG0006326	XP_015181589.1	XP_012550007.2
OG0006327	XP_015186762.1	XP_037873091.1
OG0006328	XP_015178800.1	XP_004932103.1
OG0006329	XP_015175762.1	XP_004922163.1
OG0006331	XP_015190998.1	XP_012551440.2
OG0006332	XP_015191351.1	NP_001040449.1
OG0006333	XP_015190357.1	XP_004925198.1
OG0006334	XP_015185889.1	NP_001091761.1
OG0006335	XP_015181016.1	XP_021207055.1
OG0006336	XP_015184944.1	XP_004927302.1
OG0006337	XP_015182260.1	NP_001040340.1
OG0006338	XP_015180938.1, XP_015180936.1	XP_004923557.1
OG0006339	XP_015179477.1	XP_037871272.1
OG0006340	XP_015180810.1	XP_012550298.2
OG0006341	XP_015184902.1	XP_012551572.3
OG0006343	XP_015190002.1	XP_004932487.1
OG0006344	XP_015184355.1	XP_037871666.1
OG0006345	XP_015190741.1	XP_004929713.2
OG0006346	XP_015172747.1	XP_004924175.1
OG0006347	XP_015173245.1	NP_001296518.1
OG0006348	XP_015171420.1	XP_004926444.1
OG0006349	XP_015184764.1	XP_004924785.1
OG0006350	XP_015181661.1	NP_001243942.1
OG0006351	XP_015186353.1, XP_015186356.1	XP_012553262.1, NP_001037043.1
OG0006352	XP_015178974.1	XP_021203148.2
OG0006353	XP_015186808.1	XP_004930118.1
OG0006355	XP_015186198.1	XP_037874906.1
OG0006356	XP_015172605.1	XP_037876765.1, XP_037876772.1
OG0006357	XP_015180131.1	XP_037872222.1
OG0006358	XP_015191156.1	XP_004921724.1
OG0006359	XP_015186187.1	XP_037872311.1
OG0006360	XP_015171160.1	XP_037874933.1
OG0006361	XP_015172371.1	XP_004931334.1
OG0006362	XP_015175406.1	XP_037869805.1
OG0006365	XP_015181786.1	XP_037876515.1, XP_012551662.2
OG0006366	XP_015182642.1	XP_004932206.1
OG0006367	XP_015172475.1	XP_021206626.1
OG0006368	XP_015179708.1	XP_004930202.2
OG0006369	XP_015186276.1	XP_037869098.1
OG0006370	XP_015174855.1	XP_004922575.1
OG0006371	XP_015172089.1	XP_004931102.2
OG0006372	XP_015184899.1	XP_004924060.1
OG0006373	XP_015176287.1	XP_037877705.1
OG0006374	XP_015188072.1	NP_001268826.1
OG0006375	XP_015175503.1, XP_015175504.1	XP_004925484.1
OG0006376	XP_015187859.1	XP_037877108.1
OG0006377	XP_015185391.1	XP_037866843.1
OG0006378	XP_015172990.1	XP_004927170.1
OG0006379	XP_015186120.1	XP_004930132.1
OG0006380	XP_015185178.1	XP_012551891.1
OG0006381	XP_015176466.1	NP_001103762.1
OG0006382	XP_015176193.1	XP_012553008.2
OG0006383	XP_015180701.1	XP_037873696.1, XP_037873697.1
OG0006384	XP_015180226.1	XP_004932365.2
OG0006385	XP_015172632.1	XP_004922516.1
OG0006386	XP_015189543.1	XP_012543804.2, XP_021202037.2
OG0006387	XP_015181183.1	XP_004923044.1
OG0006388	XP_015191204.1, XP_015191203.1	XP_004932152.2
OG0006389	XP_015189510.1	XP_012552801.1
OG0006390	XP_015191468.1	XP_004933409.1
OG0006391	XP_015179194.1	XP_037871824.1
OG0006392	XP_015177311.1	XP_037873701.1
OG0006393	XP_015183604.1	XP_004924171.1
OG0006394	XP_015180245.1	XP_004931048.2
OG0006395	XP_015173332.1	XP_037867750.1
OG0006396	XP_015179956.1	XP_012545533.1
OG0006397	XP_015173114.1	NP_001040293.1
OG0006398	XP_015187806.1	XP_004922527.1
OG0006399	XP_015186776.1	XP_012547880.2
OG0006400	XP_015190771.1	XP_012551960.2
OG0006401	XP_015183870.1	XP_012548284.1
OG0006402	XP_015173322.1	XP_012549822.2
OG0006403	XP_015188580.1	XP_004932509.1
OG0006404	XP_015186767.1	NP_001037283.1
OG0006405	XP_015172443.1	XP_012547530.1
OG0006406	XP_015187778.1	XP_004929707.1
OG0006407	XP_015182172.1	XP_004921642.1
OG0006408	XP_015190057.1	NP_001036905.1
OG0006409	XP_015176214.1	XP_004930568.1
OG0006410	XP_015187008.1	XP_037868366.1
OG0006411	XP_015183522.1	XP_004924250.1, NP_001274768.1
OG0006412	XP_015183517.1	XP_004922406.1
OG0006413	XP_015175431.1	XP_012547253.2
OG0006414	XP_015186421.1	XP_037867071.1, XP_021207735.1
OG0006415	XP_015182052.1	XP_012545253.2
OG0006416	XP_015190853.1	XP_037866571.1
OG0006417	XP_015183289.1	XP_037873618.1
OG0006418	XP_015173460.1	XP_037875703.1
OG0006419	XP_015184126.1	XP_004926504.3
OG0006420	XP_015182579.1	XP_004922844.2
OG0006421	XP_015183016.1	XP_012552864.1
OG0006423	XP_015190614.1	XP_037876793.1
OG0006424	XP_015190991.1	XP_021202137.2
OG0006425	XP_015176670.1	XP_004925145.3
OG0006426	XP_015175197.1	XP_004921562.2
OG0006427	XP_015184300.1	XP_004921755.2
OG0006430	XP_015176625.1	XP_004933323.1
OG0006431	XP_015190319.1	XP_004928669.1
OG0006432	XP_015174338.1	XP_037871387.1
OG0006433	XP_015175665.1	XP_037876318.1
OG0006434	XP_015184684.1	XP_004931652.2
OG0006435	XP_015185623.1	XP_012553125.2, XP_037876260.1
OG0006437	XP_015176250.1	XP_004927400.1, XP_004927401.1
OG0006438	XP_015174680.1	XP_004926352.1, XP_021203786.1
OG0006439	XP_015174076.1	XP_021203522.1
OG0006440	XP_015179251.1	XP_004925722.1
OG0006441	XP_015188522.1	XP_037876504.1
OG0006442	XP_015186615.1	XP_012544505.3
OG0006443	XP_015185511.1	XP_004931306.1
OG0006444	XP_015179162.1	NP_001091839.1
OG0006445	XP_015189108.1	XP_004929846.1
OG0006446	XP_015181426.1	XP_037868014.1
OG0006447	XP_015177644.1	XP_037867467.1
OG0006448	XP_015191369.1	XP_012548199.1
OG0006449	XP_015171247.1	XP_037876525.1
OG0006451	XP_015174465.1	XP_012549904.2, NP_001037572.1
OG0006452	XP_015186799.1	XP_037877067.1
OG0006453	XP_015186366.1	NP_001269273.1
OG0006454	XP_015182271.1	XP_004930905.1
OG0006455	XP_015181572.1	XP_037868644.1
OG0006456	XP_015187030.1	XP_037871411.1
OG0006457	XP_015187520.1	XP_004926521.1
OG0006458	XP_015177383.1	XP_004928708.1
OG0006459	XP_015183569.1	XP_004924043.2
OG0006460	XP_015174025.1	XP_004928986.1
OG0006463	XP_015186911.1	XP_004931093.1
OG0006464	XP_015188095.1	XP_037867228.1
OG0006465	XP_015185382.1	XP_037871632.1
OG0006466	XP_015174250.1, XP_015174249.1	NP_001040346.1
OG0006467	XP_015171727.1	XP_037866627.1
OG0006469	XP_015180133.1	XP_012543922.1
OG0006470	XP_015190543.1	XP_037870396.1
OG0006471	XP_015180918.1	XP_021207333.2
OG0006472	XP_015185797.1	XP_037872616.1
OG0006473	XP_015182328.1	XP_012549478.1
OG0006474	XP_015173689.1	XP_037877747.1
OG0006475	XP_015190486.1, XP_015190487.1	XP_004930062.1
OG0006476	XP_015187219.1	XP_004928645.1
OG0006477	XP_015191442.1	NP_001040406.1
OG0006478	XP_015188850.1	XP_012547997.1
OG0006480	XP_015180296.1	XP_012545868.2
OG0006481	XP_015190636.1	XP_012544187.2
OG0006482	XP_015172193.1	XP_037873593.1
OG0006483	XP_015187081.1	NP_001233136.1, XP_037869091.1
OG0006484	XP_015183297.1	XP_037876913.1, XP_037877310.1
OG0006485	XP_015171600.1	XP_021203254.2
OG0006486	XP_015189406.1	XP_004928670.1, NP_001296565.1
OG0006487	XP_015188418.1	NP_001166197.1
OG0006488	XP_015190575.1	XP_004933124.1
OG0006489	XP_015189568.1	XP_021204389.1
OG0006490	XP_015184318.1	XP_004932768.2
OG0006491	XP_015174364.1	XP_004927874.2
OG0006493	XP_015174674.1	XP_037866695.1
OG0006494	XP_015190085.1	XP_004928833.2
OG0006495	XP_015182699.1	XP_004932468.1
OG0006496	XP_015171280.1	XP_012549046.1
OG0006497	XP_015176990.1	XP_037870223.1
OG0006498	XP_015172172.1	XP_004925988.1
OG0006499	XP_015187986.1	NP_001036923.1
OG0006500	XP_015174134.1	XP_004928618.1
OG0006501	XP_015189995.1	XP_012551934.1, NP_001037612.1
OG0006502	XP_015185917.1	XP_004931366.1
OG0006503	XP_015181145.1	XP_012552998.2
OG0006504	XP_015185796.1	XP_037876760.1
OG0006505	XP_015177342.1	XP_012550071.1
OG0006506	XP_015178853.1	XP_004923000.1
OG0006507	XP_015188513.1	XP_037874255.1
OG0006508	XP_015181081.1	XP_037869617.1, XP_037869615.1
OG0006509	XP_015175870.1	XP_037868633.1
OG0006510	XP_015178950.1	XP_004931590.2
OG0006511	XP_015181972.1	XP_004929479.2
OG0006512	XP_015179919.1	XP_037867630.1
OG0006513	XP_015180746.1	XP_004923565.1
OG0006514	XP_015186024.1	XP_021203181.2
OG0006515	XP_015181022.1	XP_004932644.1
OG0006516	XP_015171857.1	XP_004925346.1
OG0006517	XP_015176572.1	XP_004922182.1
OG0006518	XP_015185859.1	XP_021205157.1
OG0006519	XP_015185020.1	NP_001243923.1
OG0006520	XP_015183786.1	XP_012547622.2
OG0006521	XP_015176608.1	XP_004932122.2
OG0006522	XP_015190436.1	XP_021204475.1
OG0006523	XP_015174969.1	XP_037873362.1
OG0006524	XP_015180554.1	XP_004922448.1
OG0006525	XP_015180917.1	XP_004931028.1
OG0006526	XP_015175032.1	XP_037872033.1
OG0006527	XP_015175958.1	XP_004931139.2
OG0006528	XP_015175723.1	XP_021202269.2
OG0006529	XP_015184285.1	XP_004922744.1
OG0006530	XP_015184087.1	XP_004932886.2
OG0006531	XP_015178766.1, XP_015178767.1	XP_021203889.1, XP_004926536.1
OG0006532	XP_015186174.1	XP_004931895.2
OG0006533	XP_015175263.1	NP_001040303.1, XP_021208988.1
OG0006534	XP_015186242.1	XP_004930405.1
OG0006536	XP_015185748.1	XP_037876398.1
OG0006537	XP_015173451.1	XP_012544020.1
OG0006538	XP_015182769.1	NP_001037041.1
OG0006539	XP_015184161.1	XP_021203870.1
OG0006540	XP_015190340.1	XP_037866715.1, NP_001106734.1
OG0006541	XP_015180235.1	XP_004926251.2
OG0006542	XP_015175405.1	XP_037877624.1
OG0006544	XP_015171993.1	XP_037870703.1
OG0006545	XP_015177321.1	XP_021205458.2
OG0006546	XP_015191632.1	XP_037870477.1
OG0006547	XP_015172906.1	XP_004922531.1
OG0006548	XP_015172173.1	XP_004922391.1
OG0006549	XP_015179257.1	XP_004923340.1
OG0006551	XP_015173386.1	XP_004925418.1
OG0006552	XP_015179802.1	XP_037866936.1
OG0006553	XP_015188645.1	XP_021206483.2
OG0006554	XP_015184858.1	XP_004925868.1
OG0006555	XP_015180356.1	XP_004928539.1
OG0006556	XP_015182388.1	XP_012553089.1, NP_001037576.1
OG0006557	XP_015173514.1	XP_004931169.2
OG0006558	XP_015175525.1	XP_004924853.1
OG0006559	XP_015189780.1	XP_037871750.1
OG0006560	XP_015184701.1	XP_004923697.2
OG0006561	XP_015173496.1, XP_015173495.1	XP_004929436.1
OG0006562	XP_015176130.1	XP_004927103.1
OG0006563	XP_015190251.1	XP_004925070.1
OG0006565	XP_015171235.1	XP_012545462.1, XP_012545455.1
OG0006566	XP_015186163.1	XP_012544099.1
OG0006568	XP_015191822.1	XP_004928627.1
OG0006570	XP_015171943.1	XP_012549735.1
OG0006571	XP_015190136.1	XP_037873484.1
OG0006573	XP_015189289.1	NP_001239603.1, XP_012546676.1
OG0006574	XP_015190029.1	XP_021206849.1
OG0006575	XP_015175135.1	XP_004930498.3
OG0006576	XP_015180177.1	XP_037872239.1
OG0006577	XP_015187155.1	XP_004929096.2
OG0006578	XP_015179458.1	NP_001108471.1
OG0006579	XP_015189137.1	XP_004924104.1
OG0006580	XP_015173143.1	XP_004928459.2
OG0006581	XP_015188168.1	XP_012553052.3
OG0006582	XP_015173070.1	XP_004922095.2
OG0006583	XP_015188655.1	NP_001266413.1, XP_021207538.1
OG0006584	XP_015191344.1	XP_021204463.2
OG0006585	XP_015180402.1	XP_012550149.1, XP_004922420.1
OG0006586	XP_015178786.1	XP_004931874.1
OG0006587	XP_015174962.1	XP_004921822.1
OG0006588	XP_015175758.1	XP_012550922.2
OG0006589	XP_015187735.1, XP_015187732.1	XP_037867891.1
OG0006590	XP_015178667.1	XP_021206841.1
OG0006591	XP_015189139.1	XP_037868750.1
OG0006592	XP_015176496.1	XP_004925556.3
OG0006593	XP_015174698.1	XP_004921693.2
OG0006594	XP_015184511.1	XP_004921602.1
OG0006595	XP_015182907.1	XP_037867058.1
OG0006596	XP_015174239.1	XP_004931923.2
OG0006597	XP_015171155.1	XP_037872791.1, XP_037877265.1
OG0006598	XP_015186628.1	XP_037870437.1
OG0006599	XP_015172941.1	XP_037873048.1
OG0006600	XP_015174399.1	XP_037866483.1
OG0006601	XP_015184338.1	XP_012547626.1
OG0006602	XP_015171225.1	XP_037874699.1
OG0006603	XP_015173620.1	XP_004933203.2
