Orthogroup	Polistes_dominula	Bombus_terrestris
OG0005829	XP_015173625.1	XP_020720140.1
OG0005829	XP_015175000.1	XP_003402882.1
OG0005830	XP_015177196.1	XP_012176050.1
OG0005831	XP_015177900.1	XP_020723256.1, XP_012173876.1, XP_012173878.1
OG0005832	XP_015190497.1	XP_012166533.1
OG0005833	XP_015179646.1	XP_012167684.1
OG0005834	XP_015190728.1	XP_003392991.1
OG0005835	XP_015174341.1	XP_003402097.1
OG0005836	XP_015186995.1	XP_012176083.1
OG0005845	XP_015190909.1	XP_003403355.1
OG0005846	XP_015185770.1	XP_003393301.1
OG0005847	XP_015176002.1	XP_003400368.1
OG0005848	XP_015174103.1	XP_020723192.1
OG0005849	XP_015178967.1	XP_003393971.1
OG0005850	XP_015184337.1	XP_012174797.1
OG0005851	XP_015176953.1	XP_003403428.1
OG0005852	XP_015185931.1	XP_012174387.1
OG0005853	XP_015175297.1	XP_012168932.1
OG0005854	XP_015177806.1	XP_012163407.1
OG0005855	XP_015183188.1	XP_003400826.3
OG0005856	XP_015173185.1	XP_020720455.1
OG0005857	XP_015176828.1	XP_003399909.1
OG0005858	XP_015177687.1	XP_003399930.1
OG0005859	XP_015171393.1	XP_003402856.1
OG0005860	XP_015175028.1	XP_003403132.1
OG0005861	XP_015191139.1	XP_012167602.1
OG0005862	XP_015172831.1	XP_003394591.1
OG0005863	XP_015181596.1	XP_003399438.2
OG0005864	XP_015174792.1	XP_003397059.1
OG0005865	XP_015175102.1	XP_003398579.1
OG0005866	XP_015183949.1	XP_003400274.1
OG0005867	XP_015181751.1	XP_012166535.1
OG0005868	XP_015172044.1	XP_003399134.1
OG0005869	XP_015171459.1	XP_003398508.1
OG0005870	XP_015173194.1	XP_012172567.1
OG0005871	XP_015185247.1	XP_020718786.1
OG0005872	XP_015172830.1	XP_003402402.1
OG0005873	XP_015175952.1	XP_003401342.1
OG0005874	XP_015185235.1	XP_003399813.1, XP_012170430.1
OG0005875	XP_015190948.1	XP_012172547.1
OG0005876	XP_015190404.1	XP_003402220.1
OG0005877	XP_015189299.1	XP_003396576.1
OG0005878	XP_015185136.1	XP_003397812.1
OG0005879	XP_015178288.1	XP_003399333.1
OG0005880	XP_015182808.1	XP_012170402.1
OG0005881	XP_015184031.1	XP_012174471.1
OG0005882	XP_015176820.1	XP_003396224.1
OG0005883	XP_015179259.1, XP_015179258.1	XP_003395443.1
OG0005884	XP_015181659.1	XP_003394798.1
OG0005885	XP_015186660.1	XP_003402980.1
OG0005886	XP_015180036.1	XP_003403223.2
OG0005887	XP_015188123.1	XP_003398227.1
OG0005888	XP_015184125.1	XP_003397296.1
OG0005889	XP_015179916.1	XP_012165012.1
OG0005890	XP_015182529.1	XP_003398243.1
OG0005891	XP_015184033.1	XP_003402709.1
OG0005892	XP_015186496.1	XP_003393637.1
OG0005893	XP_015174522.1	XP_012173980.1
OG0005894	XP_015178638.1	XP_020720112.1
OG0005895	XP_015183264.1	XP_003400485.1
OG0005896	XP_015178295.1	XP_012172948.1
OG0005897	XP_015171670.1	XP_003398038.1
OG0005898	XP_015174534.1	XP_003401812.1, XP_003401810.1
OG0005899	XP_015187560.1	XP_003397963.1
OG0005900	XP_015182729.1	XP_003394283.1
OG0005901	XP_015177943.1	XP_012168698.1
OG0005902	XP_015186355.1	XP_012168471.1
OG0005903	XP_015190489.1	XP_003393493.1
OG0005904	XP_015175508.1	XP_003393541.1, XP_012170657.1
OG0005905	XP_015186176.1	XP_012174873.1
OG0005906	XP_015172069.1	XP_003393581.1
OG0005907	XP_015181813.1	XP_003393372.1
OG0005908	XP_015186098.1	XP_003397892.1
OG0005909	XP_015189826.1	XP_003402299.1
OG0005910	XP_015174253.1	XP_003394795.1
OG0005911	XP_015182809.1	XP_003403136.1
OG0005912	XP_015178719.1	XP_003403349.1
OG0005913	XP_015185498.1	XP_003395063.1
OG0005914	XP_015179799.1	XP_020721758.1
OG0005915	XP_015184571.1	XP_003396932.1, XP_003396934.1
OG0005916	XP_015177479.1	XP_003394876.1
OG0005917	XP_015180942.1	XP_012167086.1
OG0005918	XP_015183211.1, XP_015183202.1	XP_003398279.1
OG0005919	XP_015179436.1	XP_012165415.1
OG0005920	XP_015179816.1	XP_012164219.1
OG0005921	XP_015182753.1, XP_015182752.1	XP_003394282.1
OG0005922	XP_015174907.1	XP_012173373.1
OG0005923	XP_015171466.1	XP_003395286.1
OG0005924	XP_015189122.1	XP_003400501.3
OG0005925	XP_015174074.1	XP_003401539.1
OG0005926	XP_015173494.1	XP_003394852.1
OG0005927	XP_015187975.1	XP_012172794.1
OG0005928	XP_015181745.1	XP_012172239.1
OG0005929	XP_015176084.1	XP_003392943.1
OG0005930	XP_015175319.1	XP_012166968.1
OG0005931	XP_015191562.1, XP_015191561.1	XP_003394868.1
OG0005932	XP_015172070.1	XP_003397030.1
OG0005933	XP_015175401.1	XP_003397517.1
OG0005934	XP_015178518.1	XP_003398591.1
OG0005935	XP_015182326.1	XP_020723857.1
OG0005936	XP_015183766.1	XP_012169766.1
OG0005937	XP_015186381.1	XP_003401396.1
OG0005938	XP_015178533.1	XP_012168745.1
OG0005939	XP_015175208.1	XP_003399845.1
OG0005940	XP_015172150.1	XP_003396691.1
OG0005941	XP_015189364.1	XP_012163855.1
OG0005942	XP_015174098.1	XP_003398325.1
OG0005943	XP_015188297.1	XP_003393403.1
OG0005944	XP_015187472.1	XP_003401721.1
OG0005945	XP_015175085.1	XP_003394200.1
OG0005946	XP_015189021.1	XP_003393351.1, XP_012166523.1
OG0005947	XP_015171716.1	XP_003402252.1
OG0005948	XP_015173244.1	XP_003401367.1
OG0005949	XP_015189714.1	XP_003395791.1
OG0005950	XP_015186523.1	XP_003398002.1
OG0005951	XP_015175436.1	XP_003394663.1
OG0005952	XP_015172748.1	XP_003395273.1
OG0005953	XP_015188591.1, XP_015188594.1, XP_015188592.1	XP_012171739.1
OG0005954	XP_015182293.1	XP_003403263.1
OG0005955	XP_015173636.1	XP_012175644.1
OG0005956	XP_015183190.1	XP_003400828.1
OG0005957	XP_015183594.1	XP_003394625.1
OG0005958	XP_015182956.1	XP_003394034.1
OG0005959	XP_015174517.1	XP_003398036.2
OG0005960	XP_015183173.1	XP_012168887.1
OG0005961	XP_015186875.1	XP_012174545.1
OG0005962	XP_015190358.1	XP_012173333.1
OG0005963	XP_015186012.1	XP_012164442.1
OG0005964	XP_015183452.1	XP_003396943.1
OG0005965	XP_015182135.1	XP_003401839.1
OG0005966	XP_015179641.1	XP_003400571.1
OG0005967	XP_015173553.1	XP_003400387.1
OG0005968	XP_015188644.1	XP_003396673.1
OG0005969	XP_015179806.1	XP_003400714.1
OG0005970	XP_015188969.1	XP_003396065.1
OG0005972	XP_015187095.1	XP_012165905.1
OG0005973	XP_015189733.1	XP_012163636.1
OG0005974	XP_015186261.1	XP_012176540.1
OG0005975	XP_015183836.1	XP_003395802.1
OG0005976	XP_015174281.1	XP_012175869.2
OG0005977	XP_015177551.1	XP_020719056.1, XP_020719057.1
OG0005978	XP_015189020.1	XP_003393583.1
OG0005979	XP_015186211.1	XP_003397941.1, XP_012167473.1
OG0005980	XP_015187385.1	XP_003396162.1
OG0005981	XP_015182233.1	XP_003394799.1
OG0005982	XP_015182471.1	XP_003396988.1
OG0005983	XP_015177485.1, XP_015177486.1	XP_003402565.1
OG0005984	XP_015176994.1	XP_003401448.1
OG0005985	XP_015184265.1	XP_012168431.1
OG0005986	XP_015171941.1	XP_003395141.1
OG0005987	XP_015188851.1	XP_003396359.1
OG0005988	XP_015183539.1	XP_003402243.1
OG0005989	XP_015173600.1	XP_003395024.1
OG0005990	XP_015178361.1	XP_003393863.1
OG0005991	XP_015189300.1	XP_003398614.1
OG0005992	XP_015174518.1	XP_003396051.1
OG0005993	XP_015175812.1	XP_003397153.1
OG0005994	XP_015185023.1	XP_012176728.1, XP_012176729.1
OG0005995	XP_015178855.1	XP_003399603.1
OG0005996	XP_015188920.1	XP_012175092.1
OG0005997	XP_015183025.1	XP_003399175.1
OG0005998	XP_015180832.1	XP_003394920.1
OG0005999	XP_015175462.1	XP_003394645.1
OG0006000	XP_015190807.1	XP_003401452.1
OG0006001	XP_015188157.1	XP_003393089.1
OG0006002	XP_015173008.1	XP_012165063.1
OG0006003	XP_015177245.1	XP_012173295.1
OG0006004	XP_015178199.1, XP_015178200.1	XP_003395612.1
OG0006005	XP_015174311.1	XP_012166076.1
OG0006006	XP_015174477.1	XP_003398028.1
OG0006007	XP_015182780.1	XP_003394899.1
OG0006008	XP_015171513.1	XP_003396311.1
OG0006009	XP_015191025.1	XP_012165612.1, XP_003392861.1
OG0006010	XP_015180521.1	XP_020723030.1
OG0006011	XP_015189160.1	XP_003402862.1
OG0006012	XP_015180227.1	XP_003393719.1
OG0006013	XP_015173213.1	XP_003399941.1
OG0006014	XP_015174615.1	XP_012166908.1
OG0006015	XP_015180909.1	XP_003394781.1
OG0006016	XP_015191554.1	XP_003401271.1
OG0006017	XP_015178951.1	XP_003396595.1
OG0006018	XP_015191531.1	XP_012173979.1
OG0006019	XP_015181834.1	XP_012170545.1
OG0006020	XP_015174132.1	XP_020719070.1, XP_020719072.1
OG0006021	XP_015179880.1	XP_012172446.1
OG0006022	XP_015173631.1	XP_012168476.1
OG0006023	XP_015184545.1	XP_003395809.2
OG0006024	XP_015191684.1	XP_020722160.1
OG0006025	XP_015187921.1	XP_012168116.1
OG0006026	XP_015181340.1	XP_003394501.1
OG0006027	XP_015182840.1	XP_003396066.1
OG0006028	XP_015186946.1	XP_012169104.1
OG0006029	XP_015171478.1	XP_012175159.2
OG0006030	XP_015187287.1	XP_003394163.1
OG0006031	XP_015185352.1	XP_012173851.1
OG0006032	XP_015176852.1	XP_003400608.1
OG0006033	XP_015185213.1	XP_003396861.1
OG0006034	XP_015173855.1	XP_003396627.1
OG0006035	XP_015182464.1	XP_012166146.1
OG0006036	XP_015177312.1	XP_003396588.1
OG0006037	XP_015181984.1	XP_003399777.2
OG0006038	XP_015182998.1	XP_003395981.1
OG0006039	XP_015178147.1	XP_012163702.2
OG0006040	XP_015184359.1	XP_012174801.1
OG0006041	XP_015176935.1, XP_015176934.1	XP_003397107.2
OG0006042	XP_015187980.1	XP_003395280.1
OG0006043	XP_015190376.1	XP_003400496.2
OG0006044	XP_015180056.1	XP_003401715.1
OG0006045	XP_015186172.1	XP_020720391.1
OG0006046	XP_015171246.1	XP_003397022.1
OG0006047	XP_015191231.1	XP_003398929.1
OG0006048	XP_015178648.1	XP_012167532.1
OG0006049	XP_015187767.1	XP_003397129.1
OG0006050	XP_015171586.1	XP_003394036.1
OG0006051	XP_015176988.1	XP_020723923.1
OG0006052	XP_015175120.1	XP_003397994.1
OG0006053	XP_015182628.1	XP_003393284.1
OG0006054	XP_015175142.1	XP_003394209.2
OG0006055	XP_015188273.1	XP_003396332.1
OG0006056	XP_015188782.1	XP_003400022.1
OG0006057	XP_015176083.1	XP_003393174.1
OG0006058	XP_015188586.1	XP_020721596.1
OG0006059	XP_015174090.1	XP_003399344.1
OG0006060	XP_015176093.1	XP_012166979.1
OG0006061	XP_015183833.1	XP_003392947.1
OG0006062	XP_015180814.1	XP_003394912.1
OG0006063	XP_015171740.1	XP_003400256.1
OG0006064	XP_015172850.1	XP_003393069.1
OG0006065	XP_015176520.1	XP_003397053.1
OG0006066	XP_015182218.1	XP_003393630.1
OG0006067	XP_015172975.1	XP_003397085.1
OG0006068	XP_015187390.1	XP_012170912.1, XP_003400163.1
OG0006069	XP_015188115.1	XP_003393090.1
OG0006070	XP_015179594.1	XP_003402400.1
OG0006071	XP_015185489.1	XP_003396716.1
OG0006072	XP_015179602.1	XP_012171698.1
OG0006073	XP_015184098.1	XP_003402665.1
OG0006074	XP_015186951.1	XP_020721970.1
OG0006075	XP_015188824.1	XP_020721789.1
OG0006076	XP_015175483.1	XP_012169780.1
OG0006077	XP_015183498.1	XP_012163139.1
OG0006078	XP_015186258.1	XP_003394098.1
OG0006079	XP_015176230.1	XP_012175152.2
OG0006080	XP_015182081.1	XP_003396778.1
OG0006081	XP_015187717.1	XP_003393512.2
OG0006082	XP_015179099.1	XP_003402135.1
OG0006083	XP_015182104.1	XP_003403177.1
OG0006084	XP_015187716.1	XP_012171467.1
OG0006085	XP_015191786.1	XP_012164190.1
OG0006086	XP_015188459.1	XP_003396883.1
OG0006087	XP_015179804.1	XP_012174142.1
OG0006088	XP_015189656.1	XP_012163368.1
OG0006089	XP_015187766.1	XP_003397050.2
OG0006090	XP_015182195.1	XP_003399376.1
OG0006091	XP_015171282.1	XP_012173116.1
OG0006092	XP_015176506.1	XP_003402583.1
OG0006093	XP_015171738.1	XP_003393618.1
OG0006094	XP_015178392.1	XP_003393142.1
OG0006095	XP_015181094.1	XP_003395804.1
OG0006096	XP_015183444.1	XP_003395006.1
OG0006098	XP_015171531.1	XP_012172327.1
OG0006099	XP_015176332.1	XP_012175088.2
OG0006100	XP_015181974.1	XP_020721334.1
OG0006101	XP_015186924.1	XP_003402904.1
OG0006102	XP_015174405.1	XP_020724274.1
OG0006103	XP_015185821.1	XP_020721842.1
OG0006104	XP_015178534.1	XP_003393164.1
OG0006105	XP_015187913.1	XP_003393796.1
OG0006106	XP_015190408.1	XP_003398174.1
OG0006107	XP_015185031.1	XP_003397366.1
OG0006108	XP_015184268.1	XP_003392938.1
OG0006109	XP_015174101.1	XP_003398729.1
OG0006110	XP_015189096.1	XP_012166589.1
OG0006111	XP_015176890.1	XP_020722508.1
OG0006112	XP_015182893.1	XP_020719526.1
OG0006113	XP_015174138.1	XP_003402125.1
OG0006114	XP_015186710.1	XP_003399309.1
OG0006115	XP_015176631.1	XP_012172573.1
OG0006116	XP_015180431.1	XP_003397876.1
OG0006117	XP_015183996.1	XP_020723605.1
OG0006118	XP_015172035.1	XP_012171888.1
OG0006119	XP_015180262.1	XP_003400847.1
OG0006120	XP_015176384.1	XP_012171648.1
OG0006121	XP_015173531.1	XP_003394857.1
OG0006122	XP_015176596.1	XP_020720582.1
OG0006123	XP_015177923.1	XP_003402870.1
OG0006124	XP_015190932.1	XP_012164324.2
OG0006125	XP_015172043.1	XP_003396690.3
OG0006126	XP_015184186.1	XP_020721584.1
OG0006127	XP_015172510.1	XP_012165021.1
OG0006128	XP_015187475.1	XP_012170971.2
OG0006130	XP_015188480.1	XP_020723767.1
OG0006131	XP_015187200.1	XP_012173541.1
OG0006132	XP_015174776.1	XP_020723439.1, XP_003395417.1
OG0006133	XP_015186569.1	XP_003396457.1, XP_020719707.1
OG0006134	XP_015189104.1	XP_012176580.1
OG0006135	XP_015188197.1	XP_003398981.1
OG0006136	XP_015182117.1	XP_012176241.1
OG0006137	XP_015176178.1	XP_012165169.1
OG0006138	XP_015173136.1	XP_012167854.1
OG0006139	XP_015190976.1	XP_012163328.1
OG0006140	XP_015176983.1	XP_020723718.1, XP_012175525.2
OG0006141	XP_015181227.1	XP_003395957.1
OG0006142	XP_015177217.1	XP_012170303.1
OG0006143	XP_015183198.1	XP_020722097.1
OG0006144	XP_015185996.1	XP_020723224.1
OG0006145	XP_015175838.1	XP_003400908.1
OG0006147	XP_015187517.1	XP_003396392.1
OG0006149	XP_015187511.1	XP_012173981.1
OG0006150	XP_015175068.1	XP_020719544.1
OG0006151	XP_015184465.1, XP_015184474.1, XP_015184458.1	XP_012171926.1
OG0006152	XP_015179625.1	XP_020719998.1
OG0006153	XP_015180249.1	XP_003400525.1
OG0006154	XP_015173251.1	XP_003396023.1
OG0006155	XP_015183239.1	XP_012163068.1
OG0006156	XP_015177873.1	XP_012175408.1
OG0006157	XP_015176070.1	XP_012166927.1
OG0006158	XP_015178941.1	XP_003402196.1
OG0006159	XP_015183893.1	XP_012166504.1
OG0006161	XP_015185812.1	XP_003399868.1
OG0006162	XP_015180919.1	XP_020719901.1
OG0006163	XP_015185117.1	XP_012163506.1
OG0006164	XP_015178695.1	XP_003394514.1
OG0006165	XP_015181614.1	XP_003394266.1
OG0006166	XP_015187743.1	XP_003398024.3
OG0006167	XP_015173115.1	XP_012170626.1
OG0006168	XP_015185195.1	XP_003396871.1
OG0006169	XP_015189478.1	XP_003403131.1
OG0006170	XP_015190054.1	XP_012173328.1
OG0006171	XP_015176484.1	XP_003394174.1
OG0006172	XP_015181609.1	XP_003394265.1
OG0006173	XP_015177507.1, XP_015173225.1	XP_003401375.1
OG0006174	XP_015190482.1	XP_003401081.1
OG0006175	XP_015184331.1	XP_003393526.1
OG0006176	XP_015189397.1	XP_012166818.1
OG0006177	XP_015184286.1	XP_003402636.1
OG0006178	XP_015182229.1	XP_003399724.1
OG0006179	XP_015183999.1	XP_003393878.1
OG0006180	XP_015181446.1	XP_012173203.1
OG0006181	XP_015185831.1	XP_012174487.1
OG0006182	XP_015185944.1	XP_012168748.1
OG0006183	XP_015185312.1	XP_003401959.1
OG0006184	XP_015175041.1	XP_012175204.1
OG0006185	XP_015187461.1	XP_003402559.1
OG0006186	XP_015184107.1	XP_003396363.1
OG0006187	XP_015183131.1	XP_003398812.1
OG0006188	XP_015175141.1	XP_003400845.1
OG0006189	XP_015175029.1	XP_003402728.1
OG0006191	XP_015171733.1	XP_003395128.1
OG0006192	XP_015173896.1	XP_003393334.1, XP_020724337.1
OG0006193	XP_015171137.1	XP_003401903.1
OG0006194	XP_015184165.1	XP_003401436.1
OG0006195	XP_015183872.1	XP_003397284.1
OG0006196	XP_015188170.1	XP_003400906.1
OG0006197	XP_015185028.1	XP_012176730.2
OG0006198	XP_015173406.1	XP_020722116.1, XP_020722117.1
OG0006199	XP_015182269.1	XP_003398835.1
OG0006200	XP_015185058.1	XP_003395595.1
OG0006201	XP_015180946.1	XP_012172053.1
OG0006202	XP_015179459.1	XP_003394159.1
OG0006203	XP_015184228.1	XP_003396009.1
OG0006204	XP_015181107.1	XP_003400175.2
OG0006205	XP_015173752.1	XP_020724154.1
OG0006206	XP_015177563.1	XP_012165968.2
OG0006207	XP_015190464.1	XP_012167845.1
OG0006208	XP_015179476.1	XP_012172723.1
OG0006209	XP_015176335.1	XP_012170770.1
OG0006210	XP_015188726.1	XP_012163633.1
OG0006211	XP_015187987.1	XP_012164660.1
OG0006212	XP_015189165.1	XP_020720889.1
OG0006213	XP_015172648.1	XP_020721412.1
OG0006214	XP_015180185.1	XP_003394573.1
OG0006215	XP_015180049.1	XP_012176667.1
OG0006216	XP_015182103.1	XP_012165579.1
OG0006217	XP_015185713.1	XP_003399285.1
OG0006218	XP_015189470.1	XP_003398571.1
OG0006219	XP_015187257.1	XP_003393371.1
OG0006220	XP_015183937.1	XP_003402998.2
OG0006221	XP_015191426.1	XP_012169810.1
OG0006222	XP_015172062.1	XP_003399753.1
OG0006223	XP_015186956.1	XP_020722840.1
OG0006224	XP_015177700.1	XP_003395018.1
OG0006225	XP_015177384.1	XP_012165098.1
OG0006226	XP_015187463.1	XP_012171592.1
OG0006227	XP_015181270.1	XP_012169977.1
OG0006228	XP_015186398.1	XP_003398064.1
OG0006229	XP_015173735.1	XP_003394628.1
OG0006230	XP_015173594.1	XP_003400934.1
OG0006231	XP_015178986.1	XP_012168502.1
OG0006232	XP_015188929.1	XP_020719849.1
OG0006233	XP_015179010.1	XP_003402626.1
OG0006234	XP_015188744.1	XP_003396015.1
OG0006235	XP_015184354.1	XP_012174247.1, XP_012167089.2
OG0006236	XP_015188962.1	XP_012165271.1
OG0006237	XP_015191764.1	XP_020718957.1
OG0006238	XP_015176617.1	XP_003396013.1
OG0006239	XP_015186621.1	XP_003400526.1
OG0006240	XP_015181477.1, XP_015181476.1	XP_012174506.2
OG0006241	XP_015186556.1	XP_003403370.3
OG0006242	XP_015174896.1	XP_020723794.1
OG0006243	XP_015175053.1	XP_012168646.1
OG0006244	XP_015186560.1	XP_012172491.1
OG0006245	XP_015172437.1	XP_012171944.1
OG0006246	XP_015179119.1	XP_003401078.1
OG0006247	XP_015172734.1	XP_003393827.3
OG0006248	XP_015183492.1	XP_012172558.1
OG0006249	XP_015181300.1	XP_012164364.1
OG0006250	XP_015183568.1	XP_003400499.1
OG0006251	XP_015183930.1	XP_012168462.1
OG0006252	XP_015188393.1	XP_003402717.1
OG0006253	XP_015180163.1	XP_012164052.1
OG0006254	XP_015178453.1	XP_020724265.1
OG0006255	XP_015186092.1	XP_003400740.1
OG0006256	XP_015173929.1	XP_012169356.1
OG0006257	XP_015191430.1	XP_003393181.1
OG0006258	XP_015189782.1	XP_003400021.1
OG0006259	XP_015175764.1	XP_003394428.1
OG0006260	XP_015177180.1	XP_020720043.1
OG0006261	XP_015183136.1	XP_003400922.1
OG0006262	XP_015184292.1	XP_003402634.1
OG0006263	XP_015177988.1	XP_012165696.1
OG0006264	XP_015186095.1, XP_015186096.1	XP_003402370.2
OG0006265	XP_015173511.1	XP_003394531.1
OG0006266	XP_015175031.1	XP_003402369.1
OG0006267	XP_015188650.1	XP_003403037.1
OG0006268	XP_015177961.1	XP_012170352.1
OG0006269	XP_015176166.1	XP_012166997.1, XP_003397485.1
OG0006270	XP_015187275.1	XP_003393714.1
OG0006271	XP_015179363.1	XP_003399358.1
OG0006272	XP_015171730.1	XP_012163564.1
OG0006273	XP_015182839.1	XP_003402109.1
OG0006274	XP_015172469.1	XP_003401928.1
OG0006275	XP_015176970.1	XP_003397406.1
OG0006276	XP_015176888.1	XP_012167151.1
OG0006277	XP_015176968.1	XP_003401446.2
OG0006278	XP_015189154.1, XP_015189155.1	XP_020719340.1
OG0006279	XP_015187447.1	XP_003398633.1
OG0006280	XP_015171762.1	XP_012170895.1
OG0006281	XP_015187976.1	XP_003394078.1
OG0006282	XP_015186605.1	XP_003397983.1
OG0006283	XP_015171772.1	XP_020718457.1
OG0006284	XP_015182701.1	XP_012176127.1
OG0006285	XP_015178403.1	XP_003393140.1
OG0006286	XP_015185998.1	XP_003396305.1
OG0006287	XP_015179796.1	XP_003400576.1
OG0006288	XP_015176222.1	XP_003402877.1
OG0006289	XP_015183130.1	XP_003398811.2
OG0006290	XP_015180669.1	XP_012169386.1
OG0006291	XP_015187035.1	XP_003393677.1
OG0006292	XP_015181103.1	XP_003400167.1
OG0006293	XP_015183896.1	XP_012173010.1
OG0006294	XP_015190453.1	XP_012173939.1
OG0006295	XP_015178890.1, XP_015178881.1	XP_012169081.1
OG0006296	XP_015183232.1	XP_012176458.1
OG0006297	XP_015178724.1	XP_003399706.1
OG0006298	XP_015184178.1	XP_012172633.1
OG0006299	XP_015177804.1	XP_012163406.1
OG0006300	XP_015177051.1	XP_003400024.1
OG0006301	XP_015173175.1	XP_003396352.1
OG0006302	XP_015174950.1	XP_020721718.1
OG0006303	XP_015183008.1, XP_015183011.1	XP_003395262.1
OG0006304	XP_015180906.1	XP_003394770.1
OG0006305	XP_015180664.1	XP_003399748.1
OG0006306	XP_015190046.1	XP_003394146.1
OG0006307	XP_015183641.1	XP_003403038.1
OG0006308	XP_015187848.1	XP_003395584.1
OG0006309	XP_015179424.1	XP_003394756.1
OG0006310	XP_015184184.1	XP_012165279.1
OG0006311	XP_015176224.1	XP_012171144.1
OG0006312	XP_015180248.1	XP_003397433.1
OG0006313	XP_015185338.1	XP_012176457.1
OG0006314	XP_015174156.1	XP_012176086.1
OG0006315	XP_015182705.1	XP_012176091.1
OG0006316	XP_015176808.1	XP_003394839.1
OG0006317	XP_015178957.1, XP_015178958.1	XP_012168376.2
OG0006318	XP_015174104.1	XP_020723196.1
OG0006319	XP_015171520.1	XP_003396264.1
OG0006320	XP_015174379.1	XP_003402539.1
OG0006321	XP_015174675.1	XP_003401546.1
OG0006322	XP_015180129.1	XP_003402864.1
OG0006323	XP_015175829.1	XP_003399435.1
OG0006324	XP_015185048.1	XP_012172178.1
OG0006325	XP_015171138.1	XP_012173018.1
OG0006326	XP_015181589.1	XP_003394788.1
OG0006327	XP_015186762.1	XP_012166931.1
OG0006328	XP_015178800.1	XP_012166555.1
OG0006329	XP_015175762.1	XP_012172693.1
OG0006330	XP_015172187.1	XP_003400453.1
OG0006331	XP_015190998.1	XP_012171197.1
OG0006332	XP_015191351.1	XP_003399403.1
OG0006333	XP_015190357.1	XP_003402047.1
OG0006334	XP_015185889.1	XP_003396233.1
OG0006335	XP_015181016.1	XP_003402489.1
OG0006336	XP_015184944.1	XP_003396043.1
OG0006337	XP_015182260.1	XP_012167018.1
OG0006338	XP_015180938.1, XP_015180936.1	XP_003401202.1
OG0006339	XP_015179477.1	XP_003393811.1
OG0006340	XP_015180810.1	XP_012164873.1
OG0006341	XP_015184902.1	XP_020720466.1
OG0006343	XP_015190002.1	XP_003399194.1
OG0006344	XP_015184355.1	XP_012168233.1
OG0006345	XP_015190741.1	XP_012174837.1
OG0006346	XP_015172747.1	XP_003398886.1
OG0006347	XP_015173245.1	XP_003396667.1, XP_020719198.1
OG0006348	XP_015171420.1	XP_003399506.1
OG0006349	XP_015184764.1	XP_012175068.1
OG0006350	XP_015181661.1	XP_012164550.1
OG0006351	XP_015186353.1	XP_020720569.1
OG0006352	XP_015178974.1	XP_003394158.1
OG0006353	XP_015186808.1	XP_003400349.1
OG0006355	XP_015186198.1	XP_012173097.1
OG0006356	XP_015172605.1	XP_003397262.1
OG0006357	XP_015180131.1	XP_020719876.1
OG0006358	XP_015191156.1	XP_012167994.1
OG0006359	XP_015186187.1	XP_003401691.1
OG0006360	XP_015171160.1	XP_003397140.1
OG0006361	XP_015172371.1	XP_003400454.1
OG0006362	XP_015175406.1	XP_012174765.1
OG0006364	XP_015171476.1	XP_012166139.1
OG0006365	XP_015181786.1	XP_020722459.1
OG0006366	XP_015182642.1	XP_020720424.1
OG0006367	XP_015172475.1	XP_012169454.1
OG0006368	XP_015179708.1	XP_003400899.1
OG0006369	XP_015186276.1	XP_003394581.1
OG0006370	XP_015174855.1	XP_003400726.1
OG0006371	XP_015172089.1	XP_003395165.1
OG0006372	XP_015184899.1	XP_012172009.1
OG0006373	XP_015176287.1	XP_020721932.1
OG0006374	XP_015188072.1	XP_003393645.1
OG0006375	XP_015175503.1, XP_015175504.1	XP_003393537.1
OG0006376	XP_015187859.1	XP_003397555.1
OG0006377	XP_015185391.1	XP_003396801.1
OG0006378	XP_015172990.1	XP_003399483.1
OG0006379	XP_015186120.1	XP_003398162.1
OG0006380	XP_015185178.1	XP_003400335.1
OG0006381	XP_015176466.1	XP_020722969.1
OG0006382	XP_015176193.1	XP_003394646.1
OG0006383	XP_015180701.1	XP_012165248.1
OG0006384	XP_015180226.1	XP_003399149.1
OG0006385	XP_015172632.1	XP_012167125.1
OG0006386	XP_015189543.1	XP_012175613.1
OG0006387	XP_015181183.1	XP_020719821.1
OG0006388	XP_015191204.1, XP_015191203.1	XP_003394619.1
OG0006389	XP_015189510.1	XP_003398401.1
OG0006390	XP_015191468.1	XP_003397648.2
OG0006391	XP_015179194.1	XP_012175944.1
OG0006392	XP_015177311.1	XP_003396739.1
OG0006393	XP_015183604.1	XP_003402527.1
OG0006394	XP_015180245.1	XP_020719942.1
OG0006395	XP_015173332.1	XP_020719748.1
OG0006396	XP_015179956.1	XP_012166926.1
OG0006397	XP_015173114.1	XP_003399968.2
OG0006398	XP_015187806.1	XP_003394050.1
OG0006399	XP_015186776.1	XP_012174854.1
OG0006400	XP_015190771.1	XP_012166409.1
OG0006401	XP_015183870.1	XP_012166503.1
OG0006402	XP_015173322.1	XP_012172550.1
OG0006403	XP_015188580.1	XP_012165871.1
OG0006404	XP_015186767.1	XP_003402770.2
OG0006405	XP_015172443.1	XP_012170949.1
OG0006406	XP_015187778.1	XP_012173382.1
OG0006407	XP_015182172.1	XP_003401695.1
OG0006408	XP_015190057.1	XP_003397097.1
OG0006409	XP_015176214.1	XP_003394961.1
OG0006410	XP_015187008.1	XP_012170878.1
OG0006411	XP_015183522.1	XP_003395374.1
